-0.00329429+0.0102627j -0.00850809-0.00454259j -0.00687003+0.00131161j -0.0030463-0.00698724j 0.00156219-0.000191362j -0.00115298-0.000973982j -0.00680268+0.000340531j -0.00483237-0.00148236j 0.000205709-0.000217313j -0.000270092+0.000515294j -0.00221617+0.0034845j 0.00250504+0.00440584j 0.000569919-0.00279439j 0.000610415+0.00228108j -0.00114139-0.00191402j 0.000925959+0.00173142j -0.0032904+0.00126933j 0.00610835-0.00289335j -0.00215738-0.000124432j -8.63715e-05-0.00115577j 0.00576556+0.0035703j 0.00460016-0.000138629j -7.99284e-05+0.00541712j 0.00352983-0.00150892j -0.000855178-0.00761691j -0.00566948+0.0013969j 0.00350084+0.000735107j -0.000574987-0.00592596j 0.00707684+0.00135922j 0.00086637-0.00266698j -0.00213134-0.00031877j -0.00268404+0.000963891j 0.00834822-0.000921808j 0.0027356+0.000499552j 0.00326901+0.00134698j 0.00437202-0.00563067j 0.00189296-0.00974612j -0.000496694-0.000396051j 0.00231472+0.00241273j 0.00337264+0.000369742j -0.00250779+0.00477959j 0.000793806+0.00219827j 0.00255905-0.0034677j -0.000658195-0.00772357j 0.00405814+0.00609192j 0.00407169+0.000582742j 0.00343881-0.000152112j 0.000513704+0.000505437j -0.000730204+0.00332756j -0.000613783-0.00493006j 0.00323704+0.00282724j 0.00173675+0.00150624j 0.00172473+0.00347407j -0.00319139-0.00262122j 0.00220723+0.000643607j -0.00384351+0.000412678j 0.00173654-0.00758072j 0.00221489+0.000921649j -0.00151333+0.00309983j 0.0029478+0.00285852j -0.00100681-0.00253917j -0.00116575+0.00162602j -0.000972843-0.000568062j 0.00226357-0.00110853j 0.00158814-0.0025832j -0.00301018-0.00020623j 0.00044648-0.000651357j 0.00104117-0.00160885j 0.00130378-0.0015006j -0.00130806+0.00213987j 0.000617308-0.000901577j -0.00134529+0.00291776j 0.00110292-0.00144022j 0.0047521+0.00241333j 0.00157336-0.000699282j -0.000458653-0.000181855j 0.00250183-0.00394332j 0.00134299+0.00205003j -0.00112378+0.0021565j 0.000307713-0.00329406j 0.000328025-0.00188785j -0.00164059-0.002126j -0.0010975+0.00480918j -0.000895804-0.00209252j -0.00352035-0.00072885j 0.000831046+0.001556j 0.000899183-0.000202255j -0.00449425-0.000599427j -0.000194652+0.00252346j 0.00581357-0.0252706j 0.00341179+0.00455251j 0.00760987-0.0104688j -0.00110514+0.00172902j -0.0262564-0.0211004j -0.0275592+0.021023j 
0.00513083+0.00397773j 0.00844164-0.0048366j 0.0138905-0.0010754j -0.0104693-0.00433385j -0.00757987-0.00241023j -0.00602043-0.00388137j 0.0121579+0.00441607j 0.000315425-0.0058745j 0.0142395-0.00196196j -0.0186815-0.000924841j -0.00517095-0.00488087j 0.0135158-0.000669653j 0.00785825+0.00540496j 0.0176093-0.00231059j 0.000596619+0.00644644j -0.00976679-0.00412083j 0.0247784+0.00340267j 0.00353486-0.00273339j -0.00732776+0.00155388j -0.006421-0.00611495j 0.0192513-0.00366404j -0.00928928-0.00556667j 0.00159687+0.00444721j 0.00263909-0.000413586j -0.000543022+0.00530046j -0.00589684-0.00868268j 0.00911761+0.0120786j -0.0191555+0.00455014j -0.0046249+0.00552131j -0.0030469-0.00278734j 0.00601612+0.0162066j 0.00038828-0.00558127j -0.015391-0.0016662j -0.00140079+0.00340183j 0.000348351-0.00929775j -0.00382675-0.0110264j 0.00176809-0.00307849j -0.00675434+0.00579724j -0.00486744-0.00276543j 0.0006561+0.00674784j 0.006137-0.00525104j -0.00231266+0.0136916j 0.00684473+0.00481935j -0.00254567+0.00471698j -0.00700827-0.0040713j -0.00153517+0.0021896j -0.0111735+0.00477706j 0.00162617-0.000986655j -0.00413399+0.00535042j 0.00547154-0.000519418j -0.00224874-0.00458286j -0.00292482+0.00228532j -0.0110653-0.00845955j 0.0104937-0.00599006j -0.00123425+0.00111978j 0.00614603+0.0130111j 0.0127647+0.00188958j -0.000542435+0.00937598j -0.00649876-0.00421804j -0.0138289+0.000478553j 0.00213297-0.0162359j 0.00357208-0.00503276j 0.00807125-0.00658003j -0.00468588-0.0030246j 0.0044585+0.0185972j 0.00890179-0.0041683j -0.00544416-0.00213135j -0.00143679-0.000740282j 0.00233663+0.0154516j 0.00529854+0.00356379j -0.00983809+0.00862595j -0.00436017+0.00863793j 5.11229e-05+0.0030627j 7.90515e-05-0.00153214j -0.000759214+0.0110631j -0.00182229-0.00795913j -0.00609688-0.00108538j -0.00316958+0.00614618j 0.00606722+0.00482273j 0.00828561-0.00993496j 0.00407109-0.00369535j -0.00852146-0.00610402j -0.00396311+0.0100045j -0.00167183+0.00692767j -0.0097722+0.00193008j -0.00217232+0.000709465j 0.00459507+0.00450113j -0.00475396+0.00369363j 0.00706499+0.000391184j -0.000239339+0.000895101j 9.2918e-05-0.000213486j 0.00744201-0.00173277j -0.0018002+0.00324498j -7.62871e-05-0.00239807j 0.000121888+0.00137014j 
-0.00177625-0.00258538j -0.00304909-0.00166018j -0.00293333+0.00270904j 0.00313427-0.0105615j 0.00559074+0.000428416j -0.00994804-0.00160802j -0.000490813-1.57009e-06j -0.00645831-0.00161199j -0.00222521+0.00364809j -0.00444684-0.0048138j 0.0393511-0.00594463j 0.00173154+0.00178539j 0.0190285-0.00562606j -0.0124423+0.0008586j 0.00223509+0.000818371j -0.0293817+0.00139614j -0.0145621+0.00522697j -0.00867661+8.34049e-05j 0.010834+0.00288829j 0.000665599+0.00323774j -0.00531512+0.000901871j -0.00525746-0.00117222j -0.00148516+0.00284596j 0.00195932-0.00367136j -0.010649-0.00159183j -0.00731851-0.00662845j -0.00119643-0.0125039j -0.00197655+0.00537512j -0.00487506+0.0059251j 0.000469368-0.000386656j -0.00368105+0.00243672j -0.0271196-0.00218811j 0.00176324+0.00212622j 0.0054926+7.01654e-05j -0.00200535-0.00253848j 0.00706211-0.00610494j -0.0011119-0.00135954j -0.00228057+0.00389946j 0.0139344+0.0036398j 0.00778806-0.000823436j 0.0071459-0.00346461j 0.000454632+0.0049189j -0.00304964-0.00622524j -0.00534998+0.00553003j -0.00572568-0.0131534j -0.000850865+0.00142575j -0.00213948+0.00123677j 0.00459752-0.00674223j -0.00126008-0.00112956j 0.00400921+0.000573378j 0.00170992-0.00668785j 0.00021197+0.00679866j -0.00485107-0.00446436j 0.00551249-0.00498434j -0.00115022+0.0070424j -0.00312789+0.00306661j -0.00276687-0.00533834j 0.00606836-0.00486829j 6.08436e-05-0.00645478j -0.0116741-0.0018106j -0.00411509-0.00599897j -0.00298691-0.0131984j 0.00426104-0.0039767j -0.00243401+0.00191868j 0.00233003+0.00404296j 0.00153868-0.00439034j -0.00174312-0.00565573j 5.23733e-05-0.0019859j 0.00495631+0.00748766j 0.000397242-0.000909497j -0.0028574+0.00304848j -0.00368419+0.00183336j -0.000786943-0.00150784j -0.00158437+0.000759436j -0.000714692+0.00360385j -0.00203187-0.00378694j -0.000861415-0.00135377j -0.00247345+0.00418296j -0.000493772+0.000920646j 0.00381677-0.00125931j 0.00157494-0.00236637j -0.00415001-0.000283468j 0.00197105+0.00304638j 0.00016911-0.00261403j 0.00218581-0.000109948j 0.00131958-0.00307813j 0.00468541+0.00504626j -0.00435149-0.000794526j 0.00321608-0.00187673j 0.000131805+0.00209525j 0.000811077-0.000926129j 0.00184803-0.000432983j -0.00107897+0.00129057j 0.00105234+0.000412227j -0.000132094-0.00134526j 
0.00673364-0.00684199j 0.00308214-0.004554j -0.00168251+0.00236453j -0.00511681-6.28716e-05j 0.00859359-0.00323134j 0.0032691-0.00283251j -0.00206209+0.0108067j -0.00904413+0.00447714j -0.00767096-0.000701525j -0.000688149-0.0205119j 0.000640075+0.00538941j -0.00340602+0.00154564j -0.0138029+0.00289396j -0.00628965-0.00268403j 0.00877771+0.00449621j -0.00302247-0.00141077j -0.00588458+0.004162j -0.00279628-0.0042989j -0.0113229-0.00167594j -0.00965095-0.00301149j -0.00741497-0.00309804j 0.0103271+0.00303167j 0.0217204+0.00528104j -0.00981181-0.00619162j -0.00444256-0.00164391j -0.0108217-0.0132096j -0.00266203-0.00699077j -0.00278966+0.00626266j 0.000270933-0.0118075j 0.00308877+0.0170639j 0.00906188+0.0140777j 0.00512056+0.000733818j 0.00427956+0.00148548j 0.000817318-0.00393342j -0.00123538+0.00561865j -0.00602834+0.00410223j 0.0119737+0.00332187j -0.0117428+0.00871086j -0.00622865-0.000538511j -0.00203417-0.00140393j 0.00691593+0.000314449j -0.000668144+0.00881118j -0.00150224+0.00305031j 0.00171345+0.00663599j 0.000254333-0.0037946j -0.00276764-0.00553878j 7.7315e-05-0.00235418j 0.00590689-0.00326462j -0.00839665+0.00453811j 0.00363139-0.0185879j -0.000902095-0.00809961j -0.000820668+0.0106813j -0.00596642-0.000431321j 0.00169029-0.0119074j -0.00409041-0.00997991j 0.00869902-0.00343479j 0.00630335+0.00424984j -0.0066385+0.00560949j -0.00945947-0.00749066j 0.00366418-0.00651457j 0.00027494-0.00489166j 0.00756999+0.0125724j 0.00674735-0.00441654j 0.00919228+0.00092073j 0.00428913+0.0047111j 0.0138252-0.00720433j 0.000481776+0.0163057j -0.0004347-0.00539641j -0.00649662+0.0127368j 0.0043426+0.000335182j 0.00152011-0.00368402j -0.0026379+0.0021188j 0.00194981+0.00247109j 0.00261616+0.00479505j 0.00111779+0.00142051j -0.000639348-0.00794884j 1.09943e-05-0.000248768j 0.00140513-0.00034629j 0.00783582-0.000640843j -9.88517e-05-0.00525575j -0.00424959-0.00712667j -0.00303543-0.00672215j -0.00361574-0.000824442j 0.00228428+0.00782669j -0.00354276+4.03401e-06j -0.00805609-0.000352948j 0.0013918+0.00903408j -0.00472397+0.00724224j 0.00918835-0.00458513j -0.00428055-0.00246859j 0.00321025+0.00147499j 0.00485305+0.00238359j -0.00626575+0.00351385j -0.00519043+0.00147096j -0.00063986+0.00176123j 
0.0111976+0.00326203j -0.00355764-0.00645155j 0.00075827-0.00437849j 0.0107677+0.00313421j -0.019012+0.00300996j 0.00624974+0.00091096j 0.0127441-0.00481038j 0.0115995+0.00710367j 0.00935066+0.00249259j -0.00471581+0.0020329j -0.00833191+0.00315201j 0.00281111+0.00504451j -0.000118748+0.00160224j 0.00837663+2.49557e-05j -0.00706794-0.00233639j 0.00529434+0.00541708j 0.00547413+0.00590335j 0.00612693-0.00789342j 0.00026604+0.00559777j 0.00497823-0.00369291j 0.0199375-0.00149097j 0.0039982-0.00511346j -0.00353302+0.00109456j -0.000216077-0.00355946j -0.00463645+0.00447707j 0.0130968-0.00698013j -0.00909814-0.0172651j -0.00445901-0.00843972j 0.003026+0.0105318j -0.00166595+0.0284876j 6.01134e-05+0.010341j 0.000732842-0.00139869j 0.00882168+0.0141044j 0.00084592-0.00326181j -0.000395219+0.00406874j -0.00159217-0.00610512j -0.00348646-0.00101317j 0.00455928+0.0117098j 0.00697665-0.0104283j 0.0029058+0.011211j -0.00507101+0.00105086j -0.00513042-0.00643503j -0.00496705+0.00154596j -0.00164281+3.94127e-05j -0.0041872-0.00746765j -0.00360475-0.00396048j 0.00350661-0.0152916j 0.00570518-0.00382559j -0.000291542-0.0032041j -0.00483061-0.00563544j -0.00163051-0.00192325j 0.00349642-0.00281233j 0.0039952+0.00163871j -0.00269542+0.000487214j -0.00512116+0.00233692j 0.00693686-0.0110107j -0.00218865+0.000284823j 0.0027042-0.00549355j 0.000380987+0.0054837j 0.00583781-0.000571589j 0.00173769+0.00595199j -0.00206094+0.00164543j -0.00626292-0.00285102j 0.0012744-0.0100096j -0.00412182-0.00169108j -0.00420095+0.00503325j 0.00422265+0.00375492j -0.00333672-0.00258938j 7.00726e-05-0.00787474j -0.00353686-0.00177823j 0.00577533+0.00138748j -0.00251706-0.00342308j 0.00658969-0.00305721j -0.00494411+0.00270456j -0.0045858-0.00827003j -0.00411617+0.00403628j 0.00799191+0.00301262j 0.00269159-0.0042632j -0.00560132+0.00254268j -0.00302277+0.012138j 0.00380655+0.000745564j 0.0057967+0.00601284j 0.00423702-0.00649992j 0.00218611-0.00241594j 0.0113222-0.000561882j -0.00042462-0.00294752j -0.00283944+0.000716066j 0.00688181-0.00448911j -0.00134999-0.00236107j 0.00290989+0.00338236j 0.00113575-0.00119537j -0.00724266+0.00293132j -0.00272905+0.00394311j 0.00608418+0.00434269j 0.00237563-0.0051234j 
-0.0230322-0.000787222j -0.0159894-0.00870147j 0.00287288-0.00366579j 0.00048608+0.000361537j 0.00928946+0.000268278j 0.00679401-0.00401896j 0.00705665-0.0106136j 0.000526315+0.00620119j -0.0215046+0.00196851j 0.00462951-0.00401802j -0.00678003+0.00884662j -0.00334044+0.00188409j -0.00287826-0.00399141j -0.00620027+0.00438927j 0.00330111-0.00651971j 0.00417077+0.00194096j -0.00842699-0.00381282j -0.002399+0.00175163j -0.00163418-0.00579479j 0.00139255-0.00286517j -0.00041927+0.00340046j 0.00184341+0.00205698j 0.00320461+0.0113509j -0.00770065+0.000523967j -0.00194191-0.00464476j 0.00465755+0.01988j 0.00752886-0.0148291j 0.00515391-0.00100587j -0.00520387+0.00197727j -0.0111193-0.00119765j 0.00194533-0.0154415j 0.00216498+0.00344554j 0.000694443-0.00433656j 0.00294727+0.00063659j 0.00407837+0.0105209j 0.00358916+0.00725711j 0.00236499+0.00343533j -0.000826797-0.00807143j -0.00552187+0.00237753j -0.00243753-0.0033202j 0.00726768-0.00162875j -0.00293284-0.00420471j -0.00614244+0.00883297j -0.00431939+0.00462459j -0.0046212-0.00619618j 0.0021737+0.00539813j -0.00849668+0.00124573j 0.000529095-0.000706585j -0.0034945+0.0082712j -0.000628862-0.00512088j -0.00743284+0.00103349j -0.000615969-0.000447804j -0.00247661-0.00264826j 0.000828536-0.00633502j -0.000861566-0.000261784j 0.00329174-0.00131581j -0.00978309+0.000181888j -0.00463286-0.00847523j 0.00538403+0.000221325j 0.00257302-0.00448126j -0.00373806+0.00431946j 0.000718095+0.00283418j 0.00767614-0.000740039j -0.00122737-0.00195985j 0.000857422+0.00538108j 0.00130486-0.0026157j 0.00380274+0.000823489j -0.0030382-0.00923986j -0.00113387+0.00236523j 0.000307987+0.00115278j 0.0036758-0.000591693j -0.000267468+0.00011197j 0.00443791-0.00185506j -0.000325759-0.00157542j 0.00045251+0.00128039j -0.00576496-0.00487149j -0.000793104+0.000458774j 0.00330055-0.00179893j 0.0029511+0.00329583j 0.00195949-0.0035288j 0.00260996+0.000269048j -0.00922255-0.00381144j -0.00027368+0.00728241j -0.00277535+0.0132067j -0.00900493+7.11332e-05j -0.00333991+0.00198848j -0.00367198-0.00457623j 0.00503135-0.00136611j 0.00418497+0.00151551j -0.00107009-0.00369221j -0.00475623-0.00311899j 0.00395639-0.00517141j 0.00378702+0.0022074j -0.00416979+0.000614147j 0.00113891+0.00313536j 
-0.0123861+0.0106101j -0.000999209+0.0060844j 0.000454804-0.0192142j 0.0233884+0.00753088j -0.00691324+0.00676916j 0.00631169-0.00122119j 0.00435096-0.00861294j 0.00488842-0.00151175j -0.00379645-0.0141522j -0.00628798+0.00255019j -0.0111647+0.00516j 0.0153771-0.0079455j 0.00512692+0.00552911j 0.0054476-0.0016293j 0.000615454+0.00124744j -0.00625878+0.000426079j 0.00686308+5.95292e-05j -0.0085224+0.00732222j 0.0015924-0.000725119j 0.0110537-0.00465158j 0.00158469+0.00727873j 0.00390576-0.00869137j -0.00501768+0.0155276j -0.00559668-0.000681808j 0.00266334+0.0124909j 0.00348317+0.0149252j 0.00651607+0.00814892j -0.0148539-0.0151013j 0.00478207-0.0156545j -0.00728271-0.0211703j -0.00234161-0.00810915j -0.00594691+0.00475893j 0.0132883+0.00640089j 0.00416551+0.00125373j -0.00330535+0.0133094j 0.00241278+0.0103595j 0.00736451+0.0114053j 0.00130286-0.000171015j -0.00202704-0.00576172j 0.00528267-0.00151421j 0.00137343-0.00151997j 0.00185688+0.00056717j 0.00208866-0.00653607j -0.00737104-0.00799837j 0.00433615-0.00442957j 0.00763545+0.00140434j -0.00265625+0.00649595j 0.00200457+0.00263152j -0.00426886+0.0080253j -0.000796552+0.00840122j 0.0029162-0.00750142j 0.000186863+0.000118597j -0.0020027+0.00497954j -0.00466093-0.0085526j 0.00107757+0.0108851j 0.00211022+0.00691894j -0.00205118-0.00775925j -0.00653965+0.00477587j -6.74664e-06-0.00562245j 0.0060099-0.00145472j -0.00550303+0.00366316j 0.00288619+0.00844461j 0.00916026+0.000881345j 0.00363697+0.00725443j 0.0105033+0.00607982j 0.00340446-0.00592025j 0.00132794+0.00400912j 0.00091887-0.00521817j -0.00240389+0.00744592j 0.000917239-0.000780248j 0.00459712-0.00384446j -0.00209212-0.00119656j 0.000999247-0.00621476j -7.79903e-05+0.00233985j -0.000229886+0.00153233j -0.0049281-0.00874473j -0.000778809-0.000892972j -0.000321868-0.000461993j 0.00187099-0.00131681j 0.00218056-0.00289436j 0.00492831+0.00240751j -0.011719+0.00235813j -0.0080614+0.0048771j -0.0012466+0.0122315j -0.0078037-0.00463586j -0.00536611+0.00564008j -0.00234464-0.00764345j 0.00473926-0.00343885j 0.00222505+0.00313803j 0.00168035+0.00528867j -0.00246326-0.00214679j 0.000102141-0.00334227j 0.00739681-0.00465947j 0.0057321-0.00221443j 0.00132394-0.00241534j 
-0.00575923+0.00161398j 0.00603314+0.00877265j 0.00192269+0.0102861j -0.000433018+0.00413957j 0.00248683+0.00197915j 0.000203145-6.33448e-05j -0.00260547-0.000962787j 0.000653212+0.00230696j 0.00484699-0.00180676j 0.00351798+0.00446622j -0.00428594+0.0101206j 0.000651302+0.00738235j -0.00121376-0.00370098j 0.00189617-0.00304656j -0.00219665+0.000919622j 0.00266849+0.00488457j -2.04781e-05+0.00152136j -0.00431393+0.00350587j 0.00437592+0.000337325j 0.000437806-0.00064955j 0.00745165+0.00590506j 0.00116011+0.00655548j -5.41786e-05+0.00856116j -0.00595901-0.000289465j 0.00301674+0.00960803j -0.00351503-0.00605532j 0.00125602+0.00134535j -0.00636362-0.00284493j -0.0076297-0.00990813j 0.00116699-0.0144078j -0.000351185-0.00378174j 0.0027964+0.000680569j -0.00745538+0.000275183j -0.00217688-0.00363234j 0.000433267+0.00888166j -0.00188014+0.00115616j -0.00244566+0.00652733j 0.00463006+0.000640126j 0.00291921+0.011615j -0.00213096+0.00301775j 0.00218313+0.00362363j 0.00143087+0.0075364j -0.0029537+0.00178308j -0.00165869-0.00503748j -0.00350183+0.00618406j 0.00836838-0.0030722j -0.00269885-0.000177924j -0.00209577-0.00818251j -0.00460516-0.00499245j -0.00158546-0.00812765j -0.0106862-0.00437488j 0.00409863-0.00533027j 0.00388296+0.00705524j -0.00143785-0.00205946j 0.00111625-0.00825216j 0.00018661+0.00109384j -0.0028706-0.0016976j -0.00386128+0.00187032j -0.00055765+0.00085201j 0.00352688-0.00360307j 0.000820951+0.00378906j -0.00161468+0.00591202j 0.00195073+0.00153999j -0.00712166+0.000753136j -0.00516773-0.00358652j -0.00272273-0.00485179j 0.000647879-0.00257507j 0.000282686+0.000120854j -0.00183087-0.00198796j -0.000581627+0.00316419j 0.00310627-0.00128777j 0.00132939-0.00138745j -0.00264317-0.00537401j 0.00128902-0.00291894j -0.00336915-0.00299607j -0.00149747+0.000482496j 0.0063694-0.00451623j 0.000338292-0.00155713j -0.000530008-0.00633809j 0.00115769+0.00801758j -0.00342842-0.00285811j -3.1628e-05+0.00101285j -9.83368e-05+0.00247766j 0.0033818+0.00678245j 0.00170535+0.000482659j -0.00643009-0.00686499j -0.00163661-0.00159746j 0.00298019-0.00700101j 0.00431276-0.00356491j -0.00171035-0.0041544j 1.45417e-05+0.00112338j 0.003827+0.000286661j -0.00740433+0.00801995j -0.00092557+0.000747098j -0.00284863+0.00331478j 
0.016358+0.000183843j -0.0115341-0.000319112j -0.0116534-0.0156604j 0.00548704-0.00406483j -0.0142398+0.00320592j 0.00284761+0.0050872j -0.00636891+0.00437375j 0.00735467+0.00191439j -0.0050021-0.00465348j 0.0157973+0.00414533j 0.000554194+0.00561057j 0.0106009-0.0022914j -0.00615856-0.000398208j 0.000155581-0.000336765j -0.00106099-0.00102419j 0.00283589+0.00156626j -0.000648751+0.00782462j 0.00350098-0.00925171j 0.00335357+0.00246304j 0.00673711+0.000476955j 0.000933168+0.00251493j 0.00881064-0.0053171j -0.0117888-0.00430682j -0.00119224-0.00865431j 0.00354109+0.00145784j -0.0052805-0.00493416j -0.00110678-0.00729j 0.00471409-0.0107718j -0.00289557+0.00541574j 0.00256678+0.0149475j -0.0100494-0.000373126j 0.00122761+0.000832888j -0.00888027+0.0103664j -0.00108129-0.000147458j 0.00204172-0.000482582j 0.00133254-0.00114726j -0.00179113+0.00319071j 0.00177053-0.00017861j -0.010215+0.00150953j -0.00316629+0.00187597j -0.0010453+0.00370039j -0.00518254-0.00993859j -0.000345928+0.00392014j 0.00757372-0.00125906j -0.000252884+0.0042846j -0.00815931-0.0100553j 0.000362158-0.00689763j -0.00138455+0.00424682j 0.00306586-0.00514421j -0.00104403-0.00134169j 0.00145096-0.00150305j -0.00253397+0.00352938j 0.00412684+0.00154867j -0.000392783+0.0142717j -0.00187144-0.000189028j 0.000694642-8.43222e-05j -0.002266+0.00751408j 0.000698916-0.00143893j 0.00278419+0.00938395j 0.00657399+0.000327285j -0.000323762+0.00177272j 0.000786585+0.00385995j -0.00626886-0.0011421j 0.00509744-0.00358313j -0.00265931-0.00620712j 0.00141443+0.00922031j -0.00762623+0.00643065j -0.00502199-0.00171751j -0.000782387-0.00106011j 0.00562061+0.00260744j -0.00284045+0.00455706j -0.000884335+0.00337338j 0.00360575+0.0104054j 0.00607551-0.00548102j 0.000282228-0.00537682j 0.00494521+0.00674742j 0.00148286+0.0032248j -7.51385e-05-0.00971249j -0.00835743-0.000745967j -0.00562138+0.00406408j -0.00190675+0.00277828j 0.00896725+0.000386644j 0.00287955-0.00185672j -0.0016881-0.0219474j 0.012607+0.0018861j 0.0139339-0.000773582j -0.00423198+0.00226308j -0.00399219-0.00155504j -0.0081349+0.00543658j 0.00139471-0.000922132j -0.00138316+0.000397252j -0.00262433-0.000154647j 0.0035139-0.00363934j -0.00163249-0.00198871j -0.0010289-0.00159877j 
0.00237663-0.00120001j -0.00270945+0.000785204j -0.00234909-0.00379222j 0.00342256-0.000998593j -0.00210128+1.6333e-05j 0.000539698+0.00343496j -0.00231686+0.00227684j 0.00363075+0.00427156j -0.00412492-0.00257569j 0.00329946-0.000676628j -0.000965288+0.00186002j 0.00212609+0.00139377j -0.00230736+0.00202104j -0.00248509+0.00515571j 0.00167565-0.00369381j 0.000674209+0.00167054j -0.00053531-0.00167618j -0.00217972+0.00163717j 0.000800526+0.00218483j 0.0036542-0.00104695j 0.0013702-0.00166989j 0.00666272-0.00109345j -0.00214611+0.00265975j -0.000885578-0.00328505j -0.00120659-0.00114399j 0.0024543+0.00226141j 0.00667302-0.000732493j 0.00219868-0.00498628j 0.00440372+0.000288231j -0.00233009+0.00195179j -0.000664349+0.000902417j -0.00284134-0.00141262j -0.000258318+0.00267085j 0.00044333-0.00329212j 0.00157732+0.00378318j -0.00267307+0.00193956j 0.000672464+0.00338672j 0.00338769-7.90006e-05j -0.00603115-0.00751423j -0.00483832-0.00271761j 0.00432008-0.000236617j -0.00209089-0.00589346j 0.000998635+0.00307032j 0.00449322-0.00520189j -0.000523421+0.000243591j -0.0023542+0.00214897j -0.0032233+0.0111237j 0.000345926+0.00884869j 0.00112802+0.00871719j 0.00135752+0.01659j 0.000196711-0.00817206j 0.000194401+0.00709025j -0.00238734-0.000924765j 0.00160163+0.0080075j 0.000935619+0.00847395j -0.00419324+0.00340436j 0.000742108-0.00283431j 0.00308593+0.00434141j 0.00077541+0.000926526j 0.00130818+0.00536513j -0.00130653+0.000177354j 0.00126875-0.00110862j -0.00186856-0.000799603j 0.00446944+0.00215051j 0.00081457+0.00436626j 0.00107272+0.00400712j -0.00914208-0.000825236j -0.00644854-0.0019418j -0.000379176+0.00811419j 0.0144103+0.0107851j -0.0118795-6.64632e-05j -0.0192489+0.00970186j 0.00512097+0.0120648j 0.00845568-0.00217447j 0.00375637-0.00798625j 0.00953799+0.00384763j 0.000177766+0.00879831j 0.00308789-0.00397011j -0.00920837+0.000999222j -0.00705+0.00511541j -0.00943116-0.0107788j 0.0229526+0.00297936j 0.00793169-0.0078888j -0.00213043-0.0685031j 0.0426294+0.0113573j 0.0369037-0.0186465j 0.0159806+0.00424115j -0.0230856+0.00379952j -0.0134553+0.00344923j 0.000337443+0.00103856j 0.00185383-0.00130555j 0.00170581+0.0010592j -0.0012478-0.00121924j 0.00035391-0.000381053j 0.000558625-0.000540075j 
-0.0055439+0.00320889j 0.00169655+0.000618775j 0.00256789-0.00621294j 0.000853907-0.00244008j 0.00273333-2.55562e-05j 0.0010101-0.00310351j -8.50333e-05-0.000752222j -0.00107681-0.0122055j -0.00273319+0.00180009j -0.0013373+0.000191971j -0.000993008-0.000919457j 0.00186598-0.00820111j 0.0015873-0.000140991j 0.00134024-0.00351859j 0.00118312-8.59384e-05j -0.00134873-0.00523243j 0.000695302+0.00283765j -0.00308727+0.00926317j 0.000287848-0.000314587j 0.0011084-0.00348984j -0.00121584-0.00211095j 0.000419935-0.00367245j -4.81501e-05-0.00642059j 0.00075974+0.000266866j 0.000842426+0.00427969j 0.00134768+0.0133647j 0.0041941+0.00609859j -0.000629873+0.00544649j 0.00281827+0.00657734j -0.000780681-0.00700611j -7.25777e-05-0.00927881j -0.0016737-0.000993633j 0.00115145-0.00530718j 0.00210542+0.00960501j -0.000966319-0.00165928j -0.000627884-0.000839897j -0.00165117+0.00453518j 0.00066075-0.00355924j 0.000816856+0.00684324j 0.000182906+0.0131833j 0.00262595+0.00871098j 0.00239188+0.00913764j 0.00159548+0.00610344j 0.00112434+0.0137384j -0.000109691-0.00229265j 0.00311552-0.00368227j -0.000531947-0.0348414j -0.00104288-0.0285604j 0.000181975-0.0289983j -0.00211707-0.067998j 0.00233318+0.0346108j -0.000126205-0.0211285j -0.00251519-0.000234362j 0.00221709-0.00878735j 0.000339047-0.0360534j -0.00283628-0.00738387j 0.0001851+0.0103345j -0.000738451-0.0199919j 0.000596677+0.00338786j 6.67422e-05-0.0175062j -0.00167575+0.00423239j 0.00331544-0.000922578j -0.00116958+0.00208933j 0.000490184+0.000825781j -0.00146936-0.00442999j 0.00661822-0.00919559j -0.00558266+0.00716621j -0.000392154+0.00301223j 0.00450967+0.00428559j 0.00375583+0.00779233j -0.00515299+0.00833006j -0.00634289+0.000314518j 0.000170536+0.0050874j 0.000714448+0.00524892j 0.00627618+0.00571344j -0.000373006+0.00189474j 0.00214958-0.00130381j 0.00324914+0.000112546j -0.00219196+0.000457467j 0.00282082+0.00253365j -0.00355454-0.00535379j 0.00536043+0.00478244j 0.000284906-0.00108723j -0.00101387-0.0206035j 0.0126356+0.00448912j 0.0129341-0.00506338j 0.00611382-0.000460663j -0.00643354+0.00244682j -0.00341536+0.0046455j 0.000684691+0.00227354j 0.000406283-0.00204265j 0.000329306-0.000797026j 0.00165826+5.92868e-05j 0.00225229-0.000576894j 0.00125201-0.00174521j 
