0.00488412+0.0491512j 0.050605+0.0334717j 0.0284758-0.0425172j -0.0826555+0.0823401j 0.011125+0.0356359j 0.0138444+0.0442492j -0.00616958+0.13197j -0.0296951+0.0812093j 0.0113918-0.0225437j 0.0260534-0.00526838j -0.049511-0.0359992j -0.0237497+0.0130784j -0.027125-0.0108415j 0.0427373+0.0114636j 0.00789583+0.0616423j -0.01079+0.0443474j -0.0145705+0.0244657j -0.0112353-0.00924768j 0.0469512-0.00633125j -0.00920632-0.0971262j -0.0113869+0.0156622j 0.0121764+0.0361706j -0.0337292+0.0731456j -0.0341769+0.045707j 0.0343667-0.0398737j -0.149443-0.0824941j -0.0394177-0.0217278j 0.0532588-0.0449016j 0.0440054-0.0162213j -0.00323705+0.0670444j 0.00715076+0.133078j 0.0122779+0.028332j 0.0607431+0.00755061j -0.0811835+0.0977297j 0.0350853+0.0463551j 0.0565793+0.0519532j -0.0920501-0.0585808j -0.0141189-0.0259318j 0.00310916-0.0603631j -0.00547378+0.092283j 0.0873664-0.0501492j 0.0784751+0.0445527j -0.113052-0.0769947j -0.00683263-0.0327717j -0.0114052+0.0264993j -0.096167-0.123376j -0.0583481-0.134362j -0.0228747+0.0450573j -0.0897442-0.0547467j -0.0542686-0.108089j 0.0265321-0.0231233j 0.0267097+0.0164291j 0.0309201+0.0254177j -0.0595096+0.00903588j 0.0039057+0.0354301j -0.00860491+0.0162046j -0.00859521-0.0255713j -0.00302897-0.041606j 0.0102024-0.014246j 0.00112541+0.0312507j -0.00473235-0.0146237j 0.0101392-0.0323618j -0.0599657+0.0105303j -0.0102714+0.0254369j -0.0231111-0.0181389j 0.0190396-0.00456855j -0.0111653-0.00470909j -0.00106169-0.00105209j 0.00125349-0.0660696j 0.0117071-0.00257729j -0.00797086+0.0494538j 0.0130265+0.00924444j -0.0201994+0.00563842j -0.0560898+0.0205649j -0.0301369-0.0312856j 0.0281426-0.0572079j 0.0706657+0.0651896j -0.0257087+0.0140956j -0.0133945+0.00996082j 0.174696+0.00145951j 0.0879626-0.0677343j 0.0102805+0.0887389j -0.0873044+0.0525815j 0.0925669+0.0239447j 0.0462589+0.142866j 0.00938253-0.0766294j -0.0410356-0.0240724j -0.0265486-0.0113024j 0.0540754-0.020956j -0.0944557-0.0288786j -0.0054281+0.117339j 0.0322574+0.0680868j -0.00342959+0.0256491j -0.150146+0.00275918j -0.0922329-0.170864j 0.166527+0.0134533j -0.153049-0.256598j -0.17054-0.0924582j 
-0.145243+0.107594j -0.0776105+0.00875418j 0.0692872-0.134908j -0.120937-0.0633446j -0.0473837+0.0175501j -0.0390457-0.0489033j 0.0493042-0.0348522j 0.0612719+0.053405j 0.00967771+0.00929162j -0.00399881+0.00346915j -0.0373557-0.0137822j -0.0301579-0.00661211j -0.0118009+0.0107582j 0.0289284-0.0133624j -0.0165532-0.030673j 0.00321147-0.0259249j -0.00711569+0.00665162j -0.0185501-0.00978962j 0.0053817+0.0491512j -0.0112244+0.0133342j 0.015052+0.00879899j 0.0121259-0.000861398j 0.0024464+0.00551075j 0.000274188+0.0189478j 0.00360023-0.0180906j -0.0160956-0.0137606j -0.0273617+0.000357625j -0.0103825-0.0317117j 0.0169926+0.004041j 0.0203113-0.0122985j 0.0394129-0.0242415j -0.0235038+0.00988373j -0.0265263+0.0233903j 0.015728+0.0657371j 0.00289177+0.00392943j 0.0436171-0.0487576j -0.0191394+0.075373j 0.0461879+0.0343955j 0.0650153-0.0453629j -0.0264389+0.0435825j -0.0576436-0.0117471j -0.0253656+0.0529832j -0.127717-0.0310388j 0.0439894-0.102677j 0.105958-0.0282361j -0.00475002+0.112604j 0.125026+0.0609188j 0.0284277-0.02775j -0.0301385-0.00259665j -0.0389187-0.00401593j 0.0910096-0.00129236j 0.0410523-0.0689119j -0.06265+0.0436988j -0.000465573+0.00139101j -0.033264-0.0559037j 0.116704-0.00663284j 0.050264+0.125883j -0.140606+0.048022j 0.000899036-0.137453j 0.196304-0.0176848j 0.128326-0.033842j 0.0542823-0.0620282j 0.163771-0.0760958j 0.0215672-0.0900306j -0.124714+0.0411827j 0.0341467-0.0532873j -0.00567505+0.109492j -0.123825+0.106251j -0.0485039+0.153962j 0.0298876-0.0229982j -0.0623864-0.0821204j 0.11482-0.019871j 0.0635493-0.138672j 0.00902735-0.0767781j 0.0367539+0.0343354j -0.0424574+0.0147426j 0.000320286-0.00433087j 0.0574559-0.092497j -0.00199847-0.0210452j -0.0566976+0.0897772j -0.0399744+0.148568j -0.0278617-0.0392696j -0.0132054-0.112913j -0.0263686+0.0469j -0.0599058-0.021163j 0.0707507+0.0133189j -0.0724439+0.0477113j 0.0118607+0.0126612j 0.0208946+0.0388082j -0.0288805-0.0199357j 0.0288347+0.0134047j 0.0211727+0.0248203j 0.0231414-0.0121779j 0.0197089-0.00804478j -0.0928055+0.0537645j -0.0398525-0.0385471j -0.0166498-0.0217037j 0.0523018+0.0630066j 
-0.021574+0.000847561j 0.0295886+0.0116411j -0.0111184+0.0184163j -0.0163594-0.0190049j -0.0537671-0.0102914j 0.0152276-0.0226368j 0.0185105+0.0333245j -0.0241498+0.0593713j 0.0205651+0.00343767j -0.0242931+0.0144862j -0.0049333-0.00656456j -0.0169822-0.00679464j 0.000669507-0.0387397j 0.00327859-0.0148844j -0.0230558+0.00443387j 0.000623744+0.020545j -0.0248775+0.00660468j -0.0109434-0.00651351j 0.0193605-0.0167351j -0.00979114-0.0434449j -0.00966952-0.000775068j 0.00621465-0.00819468j 0.0061332-0.00188177j -0.032344+0.032937j 0.0145374-0.0162835j 0.0197871+0.018021j 0.0143823-0.00231396j -0.0121677+0.00789202j 0.0141672-0.0171124j 0.0140832+0.0188281j -0.00141486-0.00242978j -0.0134707-0.0394159j -0.0345408-0.0271313j 0.0524574-0.00434019j 0.0362101-0.0249019j -0.0284236-0.00479742j 0.0294211-0.0173387j -0.0330405-0.00536349j -0.0449112+0.0208183j -0.0272539-0.0253396j 0.00441578+0.0342741j 0.0103455+0.0244325j 0.00936896-0.0383177j 0.063627-0.0272118j -0.0197136+0.0995135j -0.016426+0.0234747j 0.00945637+0.0901896j 0.113908-0.00669424j 0.012585-0.0553168j 0.00316264+0.0193704j -0.0336258+0.0456636j -0.0199141+0.00450961j -0.0429257+0.0128053j -0.0195304+0.0323321j 0.0148814-0.062832j -0.0494635-0.0179562j -0.0473596-0.013679j -0.0701423-0.0099845j -0.0223756-0.0757736j 0.0358164+0.0148733j -0.0101869+0.0182929j -0.139402+0.0525919j 0.0157292-0.0837497j -0.0904798+0.0408162j -0.0322723+0.0804739j -0.0536805-0.0301528j -0.03956-0.0836658j 0.0117794+0.0364464j 0.0617639-0.0656664j -0.00340111+0.0141359j -0.0375474+0.0104807j -0.00287764+0.0354996j -0.0388699+0.0310688j 0.0357206-0.0203912j -0.0180486-0.0178069j 0.0154228-0.0178826j -0.0158868+0.0779604j -0.0199462+0.0327508j 0.0200339+0.04954j 0.0850338+0.057548j 0.0785568-0.0358526j -0.0491925+0.108597j -0.0911786-0.0294054j -0.0457354+0.0984896j 0.0155774+0.101417j 0.0261985+0.00334841j -0.0438213+0.0390626j -0.0425728-0.0469499j 0.0273117-0.029669j 0.0192661+0.0405701j -0.00149653+0.00919136j 0.0360243+0.00677196j 0.0752055+0.00715611j -0.0845839+0.0625759j -0.111765-0.0676437j 0.0362719-0.0916352j -0.0243006-0.0739168j 0.00787559+0.0226901j 
0.0714272-0.0858831j 0.0185387+0.00738106j -0.0792416+0.0709079j 0.069947+0.0358434j 0.0357215+0.00491409j -0.00475458-0.0112609j -0.010353+0.000641755j -0.0243655-0.009938j 0.0275161-0.043529j -0.0228274+0.00954435j 0.0449828-0.00178117j 0.00643553+0.0221427j -0.0170953+0.0067959j -0.0115307+0.00675347j -0.000810677+0.0165662j 0.0150793+0.0206702j 0.00383007-0.00121169j -0.00457583+0.00720091j -0.00870551-0.021492j 0.000239282-0.0161291j 5.91565e-05+4.41508e-07j 0.0161517+0.0166756j 0.00250398+0.0190967j 0.00305926-0.00975994j -0.0225049-0.0174505j -0.00649905-0.0283201j 0.0012729-0.0353872j -0.00118034-0.0193702j -0.00852175+0.0141871j -0.0217253+0.0450391j 0.0175574+0.0375677j 0.0297337-0.0170835j 0.00720871-0.00716191j -0.00333997-0.0116983j 0.0327519-0.0045201j 0.012415+0.0177726j -0.0631687-0.0161452j -0.0665692-0.0262023j -0.082448+0.0724213j 0.0141067+0.0135713j 0.0517002+0.0248839j 0.0607788-0.0786328j 0.0162905+0.0223326j -0.0229797-0.0074068j -0.0269753-0.0045479j 0.00143511-0.0170654j 0.00590582-0.0259384j -0.0604635-0.0759594j 0.0217539+0.0407437j 0.0638006-0.0132437j -0.0166218+0.0427816j -0.0424946+0.0680718j -0.016587+0.023725j -0.0489596-0.0155314j 0.0328718+0.0681066j -0.125279+0.108375j -0.00214913-0.0824235j 0.00961156+0.00813777j 0.0283352+0.0579262j -0.137579+0.00229406j -0.062278-0.00388209j -0.0163559-0.0103707j -0.0438584+0.0562085j 0.0275821+0.029943j 0.0529519+0.000895836j -0.023869+0.0243587j 0.032256-0.0660401j 0.0388792-0.00741988j -0.00680472-0.0137061j 0.0238578+0.0359643j 0.00440394-0.0173701j -0.0154452+0.0388655j -0.0548595-0.0209867j 0.00277671+0.00395893j -0.00543104-0.0187641j 0.0231185-0.0136868j -0.0503355-0.0225997j -0.00728107-0.0408288j 0.0166012-0.0187401j -0.0479349+0.0409723j 0.0475414+0.0479572j -0.0787834+0.00302723j 0.0279497-0.100023j -0.0570865-0.0542196j -0.0422709-0.0324827j 0.0247412+0.043932j -0.0353767-0.0484624j 0.0664512-0.0306703j 0.0587206+0.0199554j -0.0136598+0.0477235j -0.00170897-0.0512489j -0.0457747+0.011509j 0.063773-0.0113225j 0.0665366+0.0271403j -0.0119364+0.0900479j -0.113344-0.0607366j 0.0194723+0.0436858j 0.00294445+0.054355j 
-0.0563615-0.0111591j 0.124348-0.100924j 0.0733121+0.0599369j 0.105154-0.130711j -0.0482768-0.0146512j 0.0469652-0.0213906j 0.095253+0.00499617j -0.0281774+0.0671557j -0.00840495-0.00642413j -0.00144598+0.0694623j 0.0060787+0.00846188j -0.0711802+0.0093062j -0.0362429-0.017075j -0.0178724-0.0205904j -0.0335005+0.00848625j -0.00533469+0.0422126j -0.0327536-0.00191371j 0.00830211+0.0154278j -0.011585+0.0463687j -0.00647057-0.0169425j -0.0176535-0.0152683j -0.0110343-0.0039991j -0.0188426+0.0247714j -0.0205737+0.0318437j 0.0137482+0.00424204j 0.0078794-0.0396297j 0.0125904+0.00407276j 0.0163199+0.0353085j -5.7423e-05+0.00126889j 0.00919251+0.0273566j -0.0151103+0.0191907j 0.010955-0.0109546j -0.0225414+0.0331128j -0.0533612+0.0229468j 0.0123985-0.032348j 0.0197618+0.00044294j -0.0537073+0.0114207j -0.0644724+0.0726055j 0.0366636+0.0309j -0.0356861-0.0149228j 0.0813226-0.0671828j -0.0436846-0.0125984j 0.0468007-0.0749127j 0.0654393+0.0415304j 0.00416008+0.0611014j -0.0645135-0.0098194j -0.0294977+0.0373929j 0.0833397+0.0536052j 0.0526393-0.0380386j 0.024615-0.00636705j 0.100173+0.014372j 0.0257212+0.0303107j 0.0367522+0.0253736j 0.00976386+0.153106j -0.0690458+0.0413328j -0.162994-0.0500031j 0.0152307+0.0807817j -0.103926+0.0190745j -0.0968401-0.1134j 0.0928993-0.0518034j -0.0505313-0.0741344j -0.1956-0.0490666j -0.0786721-0.11274j -0.13247+0.0749896j -0.242962+0.158559j -0.0494181-0.0717049j -0.0904725+0.0062206j 0.0293702+0.0512482j 0.120016+0.00172227j 0.0390994+0.00787647j -0.0450121+0.0468166j 0.0691433+0.000562004j -0.0761651+0.0582641j 0.0537227+0.0878283j -0.00405231-0.0212341j 0.0577708-0.015008j -0.00146946-0.00629452j 0.0192486+0.102003j 0.0378376+0.0394129j -0.0383813-0.00617512j 0.0675774-0.0373528j 0.0390628+0.0875601j 0.0254213-0.0225692j 0.0153128-0.0501669j -0.0170858-0.0387668j -0.080743+0.0921667j 0.0235021+0.00677072j 0.00376206-0.0145527j 0.00668775-0.00712292j -0.00154175-0.0345295j 0.00321395-0.0448993j -0.0330308-0.00492227j -0.0480314-0.0381818j 0.027417-0.0165695j 0.0438608+0.0276892j 0.0244541+0.0178304j -0.0142855+0.00547564j -0.0172821-0.0321554j 
-0.00462074+0.0240441j 0.00861415-0.0263553j 0.0719169-0.0319931j 0.00512853-0.0425978j -0.0153316+0.0195523j -0.003518+0.0201672j -0.024388+0.0026902j 0.000981985-0.0347682j -0.0216223+0.0338578j 0.0198775-0.0161117j -0.0059626+0.00642892j -0.0193738-0.0101593j -0.0009886-0.0164048j -0.00660606+0.000855614j 0.00345352-0.0144804j -0.00772526-0.0118499j -0.00882229-0.00941433j 0.0105095-0.0220214j -0.00273171-0.013943j -0.00196035+0.00820849j 0.015012-0.00876185j 0.0020054+0.00160256j 0.00918734-0.0103202j 0.0144883+0.00443348j -0.000895425-0.00267769j -0.00867084+0.0488246j -0.0169767+0.031502j -0.0161591+0.00870408j -0.00563309-0.00982526j 0.0220415-0.0118419j 0.0142751+0.00718318j -0.0253603-0.0046936j -0.000712666-0.0294502j -0.00818617+0.0265771j 0.000658178-0.0176117j -0.00949815+0.0130522j -0.000540164+0.0214224j -0.00695736+0.0482481j -0.0156223-0.0157923j 0.00594031-0.0169211j -0.00852993-0.0240437j -0.0397264-0.020522j 0.0143248-0.00551653j 0.0179758+0.0345683j -0.00764316-0.0514214j 0.00768896-0.0110426j -0.0047706-0.0229177j -0.0237834+0.0298224j 0.0297588-0.0185821j 0.00112715+0.00900619j 0.0268935-0.0109128j 0.0258221-0.0192j 0.00554236-0.00165167j 0.033966+0.00798441j -0.0194976+0.00952166j 0.00734611-0.026385j 0.0239488+0.0409021j 0.0152308+0.00637259j -0.0124483-0.00122436j 0.0365474-0.0316j 0.0187818-0.00863539j 0.0193486-0.0114467j -0.0194453-0.0243357j -0.0217507-0.0190765j -0.04327-0.00355784j 0.0153495+0.00264815j -0.0152822+0.060912j -0.015871+0.0092594j 0.0160132+0.0315043j 0.00629583-0.0111838j 0.0190708+0.00396749j 0.0141199-0.0370795j 0.0361512+0.00936986j -0.0113019+0.0326965j -0.00160879+0.00359146j -0.0102808+0.0410271j 0.0320511-0.00748075j 0.0378425+0.0423441j -0.00655717-0.0181805j -0.0323205-0.0470971j -0.078135-0.0290226j 0.0740413-0.0249277j 0.0281032+0.0964174j 0.0762833-0.0555715j 0.0204018-0.0489654j -0.0226252+0.0227367j 0.0276656+0.00748511j -0.0370302+0.00928771j -0.0420443-0.0268063j 0.0184342-0.0412279j -0.0251479+0.00395725j 0.0103744-0.0314158j -0.079186+0.00959475j 0.0170532-0.0500016j 0.093139+0.00420714j 0.0287673+0.0770382j 0.0393848+0.0460511j -0.0267839-0.0706608j 
0.0112598-0.0316867j 0.00544218-0.0317818j 0.00314944+0.0400418j 0.0907996-0.035626j 0.0106642-0.0155668j -0.00298059-0.0176585j 0.0200633-0.0561498j 0.0257366-0.0248098j -0.0203062-0.00262214j 0.00397381+0.0167574j 0.0252716+0.000856212j 0.00404714+0.0176461j -0.00421019+0.0198415j -0.0239598+0.0120575j -0.00424891-0.018222j 0.00332224-0.0161424j -0.00118385+0.00488483j -0.000471565-0.00240635j -0.0234598+0.0275097j 0.0128195+0.0248881j -0.0032632-0.022123j 0.000130684-0.0115312j -0.00743888-0.0215915j 0.0126042-0.02678j -0.0145556+0.0142432j 0.0307597+0.00660322j 0.0111638+0.00865071j -0.00211247+0.00970098j -0.0135736+0.0199631j -0.00661502-0.0115128j 0.00110504-0.0107516j 0.000206654+0.0209645j -0.0340492+0.0128342j 0.00227833-0.0155149j -0.00355469-0.00454934j 0.0160944+0.00467227j -0.0152453+0.0136502j 0.0211811+0.017125j -0.0158326+0.0628175j -0.00145503-0.000908725j 0.0281258+0.0017453j -0.0129066-0.0221998j 0.0308544+0.0218423j -0.0303521-0.00835076j 0.0308174-0.0157576j 0.0120739+0.0183431j 0.0260248+0.00414924j -0.0320858-0.0317915j 0.0260748+0.036471j 0.0100785+0.0141169j 0.0135385+0.0179078j 0.00285608+0.0289236j 0.00339734+0.0131475j -0.0105611+0.0261993j 0.00821168+0.0506342j -0.0545374+0.0390834j 0.015897+0.0187751j -0.00744844+0.0108213j 0.00449012+0.00937654j -0.0225196-0.0262423j -0.0249863-0.0122761j -0.0234488-0.0384163j -0.00896506+0.0175259j 0.0190697+0.00122921j -0.0606+0.030479j -0.00455047+0.00147021j 0.00652167+0.0191242j 0.0084569+0.0100741j -0.00983092+0.0381198j 0.0226771+0.0078387j -0.00702435-0.0173528j 0.0233571+0.00296579j -0.0220942-0.0234968j 0.00384693+0.0328117j 0.0112436-0.00436672j 0.0193609-0.0117174j -0.0338324-0.0407303j 0.0372354-0.0040553j 0.0140748-0.00939687j -0.0869053+0.0218968j 0.0115822+0.0777736j -0.00729435-0.0295127j 0.0933923-0.0728971j -0.0400733-0.0820366j -0.0513939-0.0877608j -0.0162131+0.0336837j -0.00279294-0.0205846j 0.0370083+0.0168219j 0.00928429+0.0281108j 0.0191105-0.00794493j 0.024267-0.0737008j -0.0367254+0.0216906j -0.019315-0.0213186j 0.101102-0.0156346j 0.0328277+0.088812j -0.0867226-0.00499527j 0.0272493+0.0792797j 0.0390036+0.0453847j 
0.0237994-0.0750107j -0.00596649-0.00456244j -0.0861572+0.0478055j 0.0466094+0.021048j 0.0115327-0.010406j 0.0229344-0.035938j 0.0196375-0.0123256j -0.0200548+0.011534j 0.00524074-0.0289399j -0.0307112+0.00991744j 0.014475+0.0133081j 0.00249634+0.0253622j 0.00235902+0.0035174j -0.00210923-0.00784981j -0.0125538+0.00936226j 0.00440994+0.0231244j -0.00274209+0.0101916j -0.0152447+0.0196581j -0.00491588-0.0070564j -0.00357292-0.00654752j -0.0101214+0.0014748j -0.000436525-0.00716663j -0.0214867-0.00577862j 0.00307612-0.0100727j -0.00380199+0.00385415j 0.0280016-0.031941j -0.011243-0.0142871j -0.0195344-0.0119472j 0.00250263+0.0221064j -0.0260125+0.00426086j 0.0138644+0.0216732j 0.000768543-0.0156544j -0.0159857+0.00192486j -0.00479069-0.0342643j 0.0267562-0.0151921j -0.00720925+0.0340206j -0.0305002-0.00985723j -0.0405889-0.0282537j -0.0328151+0.058805j 0.00117952+0.0236014j 0.0241258-0.00166085j 0.0387159-0.0183582j -0.0042747-0.0101421j -0.00480382-0.0373152j 0.0294305+0.0250741j -0.0161346+0.028605j -0.0169201+0.0297202j 0.0139168-0.0151568j 0.0296107+0.0108016j -0.0215018-0.00688782j -0.0158387+0.0109213j -0.0207163+0.0327574j -0.043818-0.0269457j 0.00409383-0.039532j 0.0448692+0.0139703j -0.0826794+0.0467731j -0.0022739-0.0295184j -0.0339548-9.12741e-05j 0.0255382+0.0144793j -0.0394369-0.0325802j -0.0185065+0.00749168j -0.032378+0.0478273j -0.00946899-0.053814j -0.0334434-0.0160511j 0.0105127+0.0354529j -0.0282142+0.010938j -0.0220258-0.0695856j -0.0462859+0.0686212j 0.0442597-0.019139j 0.0335381+0.0640814j -0.0155641-0.0333738j 0.0477392-0.0064778j -0.0304451-0.0471271j -0.00503186-0.0379249j -0.00398328-0.00828476j -0.00559534+0.0465685j 0.0130932+0.0411036j 0.0358918+0.0109984j -0.0109495-0.0378266j -0.0218379+0.0888342j -0.0448093+0.0241229j -0.108631+0.0716806j -0.0727251+0.0117799j 0.0524123+0.0258697j -0.0575589+0.00936453j 0.0696964+0.0948453j -0.0497395-0.0398655j 0.0181612+0.0066699j -0.0371923-0.0457488j 0.00432874+0.0202926j -0.0512816-0.0266459j 0.0394983-0.046326j 0.109325+0.0808941j 0.00668478+0.0648376j -0.025022+0.033203j -0.100964-0.0566989j -0.0210181-0.00314185j -0.00606908+0.0809728j 
-0.00591981+0.0287114j 0.0386489-0.0856089j 0.0593959+0.02294j 0.0731886-0.0698348j -0.0165766-0.011223j -0.00438456+0.018202j 0.0391519-0.0262836j 0.00248942-0.0274338j -0.00933562+0.00103871j 0.00456468+0.031686j 0.0119056+0.0120847j -0.0204634-0.0070908j -0.0153462+0.0104064j -0.0144248-0.00676575j 0.0257588-0.0240425j 0.0130315-0.00293565j -0.00570724-0.0169442j 0.0180497+0.00144909j -0.019861+0.019859j -0.00618973+0.0211951j 0.00268712-0.00913279j 0.0031134-0.00676076j 0.0175528+0.0227905j -0.00464532-0.00681153j -0.00518791+0.0234695j 0.0145582-0.0347626j -0.000449383-0.0190492j 0.0100525+0.00468583j -0.0141162+0.0185844j 0.0240522+0.00914564j 0.0322413-0.0111577j 0.00237623-0.00318533j 0.000437895+0.0155424j -0.0318282+0.00664389j -0.032405-0.0159619j 0.0134621+0.00584618j -0.0385554+0.0688737j -0.00616311+0.0577379j 0.0485594+0.0346173j -0.000651367+0.0178408j 0.0198434-0.0273549j -0.0267616-0.0112536j 0.0127081+0.0208026j -0.000196261-0.00387679j 0.0111639-0.0298732j 0.00253343-0.00145564j 0.0154401-0.0131054j 0.0250449+0.0210439j 0.0138504+0.0314965j 0.0317093+0.0277129j 0.0258613+0.016958j -0.0332422+0.0185329j -0.0224335+0.0568305j -0.0112937+0.0220654j -0.043199+0.0505366j -0.0459529-0.0214643j 0.074989-0.0232113j -0.0174928+0.00756541j -0.00857838-0.00658235j 0.016065-0.0182721j 0.00384494-0.0968164j 0.0666153-0.0437809j -0.0126993-0.0255291j 0.023302+0.0132945j 0.025826-0.0133308j -0.0236635-0.058032j 0.0677336+0.00470516j -0.00878502-0.00912201j 0.000853122+0.0478079j -0.0155401+0.00878795j -0.00837784+0.00274362j 0.0734312+0.00759698j -0.00309371-0.0649553j 0.0390601-0.0828614j -0.0163605+0.0434598j -0.0118878+0.0138469j 0.0194882-0.0433002j -0.102904-0.115841j 0.00805755-0.0397435j -0.0606214-0.0785143j -0.0204255-0.0284031j -0.0486819-0.0798408j -0.0895813-0.055004j -0.00935644+0.0585157j 0.0277229-0.100104j 0.0202103+0.102428j 0.0836698+0.0363862j 0.0570946-0.0120137j -0.0391577-0.0168876j -0.0344551+0.0361679j -0.0598727+0.0694267j -0.0864926-0.15783j 0.072676-0.011656j -0.0213544+0.0103028j 0.0975369+0.0701155j -0.021348+0.0182822j -0.0276682+0.0716434j 0.023892+0.00670754j 
0.00178039-0.0142519j -0.0117306+0.00202483j -0.0210863+0.00278009j 0.0179299+0.022615j 0.00160257-0.00393755j 0.00303944+0.000179954j 0.00588789+0.00297956j 0.0105+0.0223137j 0.0100119+0.00168731j -0.0122963+0.0327201j 0.0111774-0.0251991j -0.00828018+0.034049j -0.010392+0.00461992j 0.00698159+0.0150428j 0.0216051-0.0232781j 0.00921893-0.00996363j 0.00118162+0.015438j -0.00734675-0.012158j -0.0117609+0.0222633j -0.0208274-0.00117477j -0.0154617+0.000494368j -0.00118802-0.014344j 0.00970814-0.0218895j -0.0115408+0.000478667j 0.00775405-0.000494457j -0.00652003+0.00135377j -0.00448961-0.00123964j -0.00905824-0.00947282j 0.00143951+0.0156993j -0.000874993-0.011741j -0.0234154+0.0144674j 0.0110244-0.00331338j 0.00189661+0.00257092j 0.00602312-0.00110035j 0.00101093-0.0242988j -0.00567892+0.0114507j -0.00466205+0.0119037j 0.00659406-0.0039966j 0.00872225-0.0121571j 0.00304823+0.0262257j -0.0211083+0.00658841j 0.020038+0.023681j -0.0170552+0.0313054j -0.00829451-0.00189142j -0.0147023-0.00613438j 0.00778742-0.0169454j 0.0191576-0.00440659j -0.0198289-0.00567947j -0.00944274-0.0225871j 0.0249477+0.00196918j -0.00551215+0.0179219j -0.00141763-0.0166951j 0.00631221+0.00649067j -0.0253986-0.0123767j 0.0217983-0.000657452j -0.0220274+0.0166261j -0.00451727-0.0103923j -0.000327979+0.0170654j -0.00680339+0.0110906j -0.0103025+0.00760492j 0.0219466-0.00448248j -0.00134245+0.0075512j -0.00696837+0.0150273j -0.00505706-0.0161466j 0.00421145+0.0122062j 0.0092788+0.000820062j -0.00923561-0.00647003j 0.0096877-0.0223584j 0.00984244-0.00112682j 0.0216541-0.00156037j -0.0013352-0.025643j 0.0259274-0.00651169j 0.00111755-0.0217301j 0.0208053+0.0256793j 0.00927966-0.0040839j 0.0174959+0.0255619j 0.00832838-0.00191965j 0.0309335-0.00991175j -0.0126323-0.0103361j -0.00332945+0.0143956j 0.00861962-0.00257134j -0.0168273+0.0136936j -0.0185726+0.00910602j -0.000993376+0.0244691j 0.0193953+0.0287633j -0.0141244-0.00399214j 0.000321541-0.00966739j 0.0142454+0.00929623j 0.00778895-0.0216673j -0.017562+0.0011802j 0.00108877+0.0111366j -0.00449057+0.0136169j 0.00851325+0.00233845j 0.0136526+0.0170751j -0.0211892-0.00740017j -0.00853101+0.00294477j 0.0120591+0.00386069j -0.000976159-0.0031797j 
0.00922806-0.0192713j 0.0224636-0.039343j -0.00590618+0.035522j 0.00852148-0.00167852j -0.0302671-0.0139579j 0.0352592+0.0233081j -0.0110982+0.0185218j -0.0412553-0.011568j -0.0202659-0.011814j -0.0139063+0.0150228j -0.00885837+0.00805928j -0.00174695+0.0108813j 0.0197311-0.00257669j 0.00685739+0.00447606j 0.00333864-0.00640563j -0.012774+0.0198476j -0.0150155-0.0211649j -0.000488728-0.0137733j -0.0131353-0.0061556j -0.00482316-0.00424117j -0.0158-0.0145744j -0.00612715-0.00319565j -6.72093e-05-0.00524084j -0.0105424-0.00156062j 0.00289975+0.0116711j -0.0033242-0.00497498j 0.000441137-0.00243168j -0.0103946+0.00492929j 0.0211366-0.0100389j 0.0151269-0.0023052j -0.0204257+0.0207606j 0.00794218+0.00376661j -0.0109505-0.00119578j -0.0202969+0.00167512j 0.0186433-0.0192792j -0.000871981+0.043764j 0.00754651-0.00437166j -0.0104025+0.00743889j 0.0104565+0.0124599j -0.00512256+0.0223411j 0.028232-0.012825j -0.00998406-0.025095j 0.00591803-0.0218123j 0.0290314+0.0183578j -0.00796497+0.00896923j -0.00720423+0.00766809j -0.0620973-0.0109537j 0.016053+0.0542654j 0.0499478+0.00789451j -0.0578154+0.00507115j 0.0267624-0.0149422j 0.0113552+0.039446j -0.0194732-0.0256711j 0.0706786+0.00640159j -0.013193-0.0261464j 0.00865584+0.00762534j 0.014174+0.0141419j -0.0183505-0.0553205j 0.0318595-0.0228779j 0.0165863-0.0281559j -0.0462437+0.0129459j -0.0142596+0.00594179j -0.0378446-0.0460759j -0.0291476+0.0350116j -0.015014+0.00988595j -0.0173863+0.00459479j -0.00740449-0.000582209j -0.0560833+0.0965671j -0.00259898-0.0117613j -0.0507607+0.0318748j 0.000807759+0.0808761j -0.0190628-0.00430387j -0.0375195+0.0444674j -0.0199404-0.0767687j -0.0236155-0.00381446j -0.0129853-0.0429588j 0.0358819+0.0284288j -0.055703+0.0840053j 0.0663252+0.0276853j 0.00724181-0.00177894j -0.0375305+0.0117963j -0.0216044-0.0102644j 0.0253919+0.0286989j 0.0627376-0.0212716j -0.0160265-0.0402793j 0.0486013+0.0212434j -0.00833431-0.0239537j -0.0282258-0.0156615j 0.0228044-0.00394007j 0.0498773-0.0236669j -0.0758884-0.0858058j 0.0889812-0.0338228j -0.0103251+0.0748016j -0.05749-0.0212512j 0.018907-0.0273962j -0.00303337-0.00442638j -0.00500649-0.0222265j -0.0320236-0.00105434j 
