-0.00367443-0j -0.000592959-0j -0.000484149-0j -6.98808e-05-0j -6.05186e-05-0j -7.13218e-06-0j -3.25538e-07-0j 1.00383-0j -0.000532498-0j -0.000420977-0j -0.000280651-0j -6.07628e-05-0j -7.01628e-05-0j -2.48063e-05-0j -5.8469e-06-0j -6.20157e-06-0j -5.16798e-07-0j -1.92599e-08-0j -0.00219094-0j -0.00221365-0j 0.101811-0j 0.102866-0j -0.000264581-0j -0.000267323-0j -3.8189e-05-0j -0.000241529-0j -3.85848e-05-0j -0.000244032-0j -4.26966e-05-0j -2.84644e-05-0j -4.31391e-05-0j -3.55805e-06-0j -2.46509e-05-0j -2.87594e-05-0j -3.59493e-06-0j -2.49064e-05-0j -5.03185e-06-0j -2.51592e-06-0j -5.08399e-06-0j -2.96504e-07-0j -3.63142e-07-0j -2.542e-06-0j -2.99577e-07-0j -3.66906e-07-0j -2.34407e-08-0j -2.36836e-08-0j -7.38314e-10-0j -7.45965e-10-0j 
-2.84204e-07-0j -0.00172681-0j -3.74471e-08-0j -0.000149245-0j 8.99715e-07-0j 0.00144604-0j -0.0157736-0j 2.53073e-07-0j -7.69115e-06-0j -6.19669e-06-0j 2.10894e-08-0j -0.0246968-0j -1.0134e-06-0j 1.86406e-09-0j -0.0011517-0j 1.28677e-05-0j 0.00465986-0j 0.0027585-0j -1.69461e-07-0j 1.71148e-07-0j 5.07808e-06-0j -5.12863e-06-0j -2.04644e-08-0j 2.06681e-08-0j -8.15605e-05-0j 3.65943e-06-0j 8.23723e-05-0j -3.69585e-06-0j -0.000124341-0j 4.23174e-07-0j 0.000125579-0j -0.14131-0j -1.90666e-09-0j -4.27386e-07-0j 0.142717-0j 1.92564e-09-0j -1.07465e-05-0j 3.74036e-08-0j 1.08535e-05-0j -0.00275186-0j 7.36263e-05-0j -3.77759e-08-0j 0.00277925-0j -7.43592e-05-0j -0.0011358-0j 0.0011471-0j -0.000255748-0j 0.000258293-0j 
-9.74413e-07-0j -1.57245e-07-0j 4.97969e-05-0j -1.85315e-08-0j -0.00180757-0j 7.33578e-07-0j -8.63287e-11-0j -8.93102e-07-0j -1.41212e-07-0j 4.32994e-05-0j -7.44252e-08-0j -1.61135e-08-0j 7.21656e-06-0j 0.142818-0j -1.55052e-09-0j -0.000185229-0j 5.3155e-08-0j -5.10749e-12-0j 5.7169e-07-0j -5.87031e-07-0j 8.91279e-08-0j -9.15196e-08-0j -2.67769e-05-0j 2.74954e-05-0j 9.9648e-09-0j 6.30229e-08-0j -1.02322e-08-0j -6.47141e-08-0j -4.3211e-06-0j 7.42733e-09-0j 4.43705e-06-0j 9.28416e-10-0j 0.000724465-0j -7.62663e-09-0j -9.53329e-10-0j -0.000743905-0j -5.09246e-07-0j -0.0142526-0j 5.22912e-07-0j 7.7368e-11-0j 1.06724e-05-0j 0.0146351-0j -7.94441e-11-0j -1.09588e-05-0j -2.37231e-09-0j 2.43597e-09-0j 1.92651e-13-0j -1.97821e-13-0j 
3.93804e-06-0j -3.00607e-05-0j 0.0146274-0j 0.00104354-0j -0.0567998-0j 0.000212773-0j -8.39132e-08-0j -3.50668e-06-0j 2.62271e-05-0j 8.47862e-05-0j 8.54695e-05-0j 6.04876e-06-0j 0.0974176-0j -0.00144956-0j -0.000127684-0j 0.0114291-0j -2.00062e-05-0j 5.79192e-09-0j 2.34813e-06-0j -2.3715e-06-0j -1.73164e-05-0j 1.74888e-05-0j -5.4849e-05-0j 5.5395e-05-0j -3.913e-06-0j -3.77258e-05-0j 3.95195e-06-0j 3.81013e-05-0j 0.000418686-0j 0.00042206-0j -0.000422853-0j -5.48765e-07-0j -0.0712829-0j -0.000426261-0j 5.54228e-07-0j 0.0719924-0j -0.0145344-0j -0.00715811-0j 0.0146791-0j 8.90178e-06-0j -0.00103689-0j 0.00722936-0j -8.99039e-06-0j 0.00104721-0j 1.16874e-06-0j -1.18038e-06-0j -2.66755e-10-0j 2.6941e-10-0j 
4.59343e-07-0j -1.06673e-05-0j 0.000848678-0j -0.0174551-0j 0.00021059-0j 0.05444-0j -0.000269508-0j 4.21012e-07-0j -9.57963e-06-0j -5.06341e-06-0j -1.02615e-05-0j 0.000104141-0j -0.0176992-0j -9.01295e-07-0j 0.0676024-0j -0.00205592-0j 0.0162938-0j -3.20571e-05-0j -2.69497e-07-0j 2.76729e-07-0j 6.04632e-06-0j -6.20857e-06-0j 3.13128e-06-0j -3.2153e-06-0j -6.44021e-05-0j 4.32984e-06-0j 6.61303e-05-0j -4.44603e-06-0j -7.27176e-05-0j -0.000147369-0j 7.46689e-05-0j 0.000277745-0j -8.54781e-05-0j 0.000151324-0j -0.000285199-0j 8.77719e-05-0j -0.118989-0j -1.29438e-05-0j 0.122182-0j -0.0139332-0j -0.00548316-0j 1.32912e-05-0j 0.0143071-0j 0.00563029-0j -0.0018372-0j 0.0018865-0j 2.12268e-06-0j -2.17964e-06-0j 
2.81289e-07-0j -4.33978e-06-0j -1.07721e-05-0j 2.39344e-05-0j -0.0248575-0j -0.00217561-0j 1.15087e-06-0j 2.57816e-07-0j -3.89728e-06-0j -9.36653e-06-0j 2.14847e-08-0j 2.08114e-05-0j 0.000149248-0j -0.0101466-0j 6.13657e-06-0j 0.119204-0j -0.000317499-0j 1.02346e-07-0j -1.65033e-07-0j 1.69461e-07-0j 2.45982e-06-0j -2.52583e-06-0j 5.79238e-06-0j -5.94782e-06-0j -1.287e-05-0j -1.81932e-08-0j 1.32154e-05-0j 1.86814e-08-0j -8.9366e-05-0j 2.04985e-07-0j 9.17641e-05-0j -3.67442e-06-0j -0.000104207-0j -2.10486e-07-0j 3.77303e-06-0j 0.000107004-0j 0.000492864-0j -0.0968084-0j -0.00050609-0j -6.16697e-07-0j -0.0210465-0j 0.0994062-0j 6.33246e-07-0j 0.0216113-0j 2.3699e-05-0j -2.43349e-05-0j -5.41211e-09-0j 5.55734e-09-0j 
9.84511e-07-0j 1.58875e-07-0j -5.03129e-05-0j 1.87236e-08-0j 0.00182631-0j -7.4118e-07-0j 8.72233e-11-0j -8.76669e-07-0j -1.38614e-07-0j 4.25027e-05-0j -7.30558e-08-0j -1.5817e-08-0j 7.08378e-06-0j 0.14019-0j -1.522e-09-0j -0.000181821-0j 5.2177e-08-0j -5.01351e-12-0j 5.87031e-07-0j -5.92875e-07-0j 9.15196e-08-0j -9.24306e-08-0j -2.74954e-05-0j 2.77691e-05-0j 1.02322e-08-0j 6.47141e-08-0j -1.03341e-08-0j -6.53583e-08-0j -4.43705e-06-0j 7.62663e-09-0j 4.48122e-06-0j 9.53329e-10-0j 0.000743905-0j -7.70255e-09-0j -9.62818e-10-0j -0.00075131-0j -5.22912e-07-0j -0.0146351-0j 5.28117e-07-0j 7.94441e-11-0j 1.09588e-05-0j 0.0147808-0j -8.02349e-11-0j -1.10678e-05-0j -2.43597e-09-0j 2.46022e-09-0j 1.97821e-13-0j -1.9979e-13-0j 
-4.64103e-07-0j 1.07779e-05-0j -0.000857472-0j 0.0176359-0j -0.000212773-0j -0.0550042-0j 0.000272301-0j 4.13266e-07-0j -9.40337e-06-0j -4.97024e-06-0j -1.00727e-05-0j 0.000102225-0j -0.0173736-0j -8.84711e-07-0j 0.0663585-0j -0.00201809-0j 0.015994-0j -3.14673e-05-0j -2.76729e-07-0j 2.79484e-07-0j 6.20857e-06-0j -6.27037e-06-0j 3.2153e-06-0j -3.24731e-06-0j -6.61303e-05-0j 4.44603e-06-0j 6.67885e-05-0j -4.49028e-06-0j -7.46689e-05-0j -0.000151324-0j 7.54122e-05-0j 0.000285199-0j -8.77719e-05-0j 0.00015283-0j -0.000288037-0j 8.86456e-05-0j -0.122182-0j -1.32912e-05-0j 0.123398-0j -0.0143071-0j -0.00563029-0j 1.34235e-05-0j 0.0144495-0j 0.00568634-0j -0.0018865-0j 0.00190528-0j 2.17964e-06-0j -2.20134e-06-0j 
-2.0966e-08-0j 8.13746e-07-0j 4.02609e-07-0j 0.00268364-0j 8.30526e-08-0j 0.000269508-0j 0.0526663-0j -1.92165e-08-0j 7.30773e-07-0j -2.40206e-09-0j 4.6837e-07-0j -1.60112e-05-0j -1.4033e-05-0j -1.41543e-10-0j -0.0321999-0j -1.63414e-06-0j -0.0018473-0j 0.0197428-0j 1.23008e-08-0j -1.26309e-08-0j -4.61238e-07-0j 4.73615e-07-0j 1.48547e-09-0j -1.52533e-09-0j 9.90153e-06-0j -1.97629e-07-0j -1.01672e-05-0j 2.02932e-07-0j -5.76547e-08-0j 1.12419e-05-0j 5.92019e-08-0j -0.000132294-0j -2.01704e-08-0j -1.15436e-05-0j 0.000135844-0j 2.07117e-08-0j -0.000190138-0j -3.39734e-09-0j 0.000195241-0j -0.151986-0j -1.35022e-05-0j 3.4885e-09-0j 0.156064-0j 1.38645e-05-0j -0.00373146-0j 0.00383159-0j -0.0026528-0j 0.00272399-0j 
-2.84204e-07-0j 4.38475e-06-0j 1.08837e-05-0j -2.41824e-05-0j 0.0251151-0j 0.00219815-0j -1.16279e-06-0j 2.53073e-07-0j -3.82557e-06-0j -9.19419e-06-0j 2.10894e-08-0j 2.04285e-05-0j 0.000146502-0j -0.00995988-0j 6.02366e-06-0j 0.117011-0j -0.000311657-0j 1.00463e-07-0j -1.69461e-07-0j 1.71148e-07-0j 2.52583e-06-0j -2.55097e-06-0j 5.94782e-06-0j -6.00702e-06-0j -1.32154e-05-0j -1.86814e-08-0j 1.33469e-05-0j 1.88673e-08-0j -9.17641e-05-0j 2.10486e-07-0j 9.26775e-05-0j -3.77303e-06-0j -0.000107004-0j -2.12581e-07-0j 3.81058e-06-0j 0.000108069-0j 0.00050609-0j -0.0994062-0j -0.000511127-0j -6.33246e-07-0j -0.0216113-0j 0.100396-0j 6.39549e-07-0j 0.0218264-0j 2.43349e-05-0j -2.45771e-05-0j -5.55734e-09-0j 5.61266e-09-0j 
-2.87089e-08-0j 8.90487e-07-0j 7.31686e-07-0j -1.5076e-05-0j 0.00168258-0j -0.0282543-0j -0.00159338-0j -2.63133e-08-0j 7.99689e-07-0j 6.36215e-07-0j -2.19277e-09-0j -1.31089e-05-0j -2.03812e-05-0j -1.08771e-05-0j 0.000119748-0j -0.0247692-0j 0.0937178-0j -0.000286815-0j 1.68436e-08-0j -1.72956e-08-0j -5.04735e-07-0j 5.1828e-07-0j -3.93443e-07-0j 4.04001e-07-0j 8.10669e-06-0j 1.85683e-09-0j -8.32423e-06-0j -1.90666e-09-0j 1.22037e-05-0j -4.20613e-08-0j -1.25312e-05-0j -7.17022e-05-0j 3.50849e-06-0j 4.319e-08-0j 7.36263e-05-0j -3.60263e-06-0j -0.00020661-0j -0.000208643-0j 0.000212154-0j 0.000273521-0j -0.135482-0j 0.000214242-0j -0.000280861-0j 0.139117-0j -0.0218365-0j 0.0224225-0j 2.542e-05-0j -2.61021e-05-0j 
2.11833e-08-0j -8.22178e-07-0j -4.06782e-07-0j -0.00271145-0j -8.39132e-08-0j -0.000272301-0j -0.053212-0j -1.88629e-08-0j 7.17327e-07-0j -2.35787e-09-0j 4.59752e-07-0j -1.57166e-05-0j -1.37748e-05-0j -1.38939e-10-0j -0.0316074-0j -1.60407e-06-0j -0.00181331-0j 0.0193795-0j 1.26309e-08-0j -1.27566e-08-0j -4.73615e-07-0j 4.78329e-07-0j 1.52533e-09-0j -1.54051e-09-0j 1.01672e-05-0j -2.02932e-07-0j -1.02684e-05-0j 2.04952e-07-0j -5.92019e-08-0j 1.15436e-05-0j 5.97911e-08-0j -0.000135844-0j -2.07117e-08-0j -1.16585e-05-0j 0.000137196-0j 2.09179e-08-0j -0.000195241-0j -3.4885e-09-0j 0.000197184-0j -0.156064-0j -1.38645e-05-0j 3.52323e-09-0j 0.157618-0j 1.40025e-05-0j -0.00383159-0j 0.00386973-0j -0.00272399-0j 0.0027511-0j 
2.90064e-08-0j -8.99715e-07-0j -7.39269e-07-0j 1.52322e-05-0j -0.00170001-0j 0.0285471-0j 0.00160989-0j -2.58291e-08-0j 7.84975e-07-0j 6.24509e-07-0j -2.15243e-09-0j -1.28677e-05-0j -2.00062e-05-0j -1.0677e-05-0j 0.000117545-0j -0.0243135-0j 0.0919934-0j -0.000281538-0j 1.72956e-08-0j -1.74677e-08-0j -5.1828e-07-0j 5.23439e-07-0j -4.04001e-07-0j 4.08023e-07-0j 8.32423e-06-0j 1.90666e-09-0j -8.40709e-06-0j -1.92564e-09-0j 1.25312e-05-0j -4.319e-08-0j -1.2656e-05-0j -7.36263e-05-0j 3.60263e-06-0j 4.36199e-08-0j 7.43592e-05-0j -3.63849e-06-0j -0.000212154-0j -0.000214242-0j 0.000214266-0j 0.000280861-0j -0.139117-0j 0.000216374-0j -0.000283656-0j 0.140502-0j -0.0224225-0j 0.0226457-0j 2.61021e-05-0j -2.63619e-05-0j 
1.51309e-09-0j -7.05213e-08-0j -1.91819e-08-0j 1.99751e-06-0j 1.39221e-06-0j 0.00376235-0j -0.0240827-0j 1.38683e-09-0j -6.33306e-08-0j -1.66791e-08-0j 1.15569e-10-0j 1.73688e-06-0j 8.02862e-07-0j -2.9689e-09-0j -3.20571e-05-0j -3.42888e-05-0j -0.0390261-0j 0.0637464-0j -8.87735e-10-0j 9.11557e-10-0j 3.9972e-08-0j -4.10447e-08-0j 1.03145e-08-0j -1.05913e-08-0j -1.07411e-06-0j -9.78636e-11-0j 1.10293e-06-0j 1.0049e-10-0j -4.80734e-07-0j 3.331e-09-0j 4.93634e-07-0j 1.9195e-05-0j 1.93199e-09-0j -3.42039e-09-0j -1.97101e-05-0j -1.98383e-09-0j 1.36168e-05-0j -8.55714e-08-0j -1.39822e-05-0j -0.000228984-0j -0.000378941-0j 8.78676e-08-0j 0.000235129-0j 0.00038911-0j -0.164168-0j 0.168574-0j -0.01798-0j 0.0184625-0j 
-1.52877e-09-0j 7.12521e-08-0j 1.93807e-08-0j -2.01821e-06-0j -1.40663e-06-0j -0.00380134-0j 0.0243323-0j 1.36131e-09-0j -6.21654e-08-0j -1.63722e-08-0j 1.13443e-10-0j 1.70492e-06-0j 7.88089e-07-0j -2.91427e-09-0j -3.14673e-05-0j -3.36579e-05-0j -0.0383081-0j 0.0625735-0j -9.11557e-10-0j 9.2063e-10-0j 4.10447e-08-0j -4.14532e-08-0j 1.05913e-08-0j -1.06968e-08-0j -1.10293e-06-0j -1.0049e-10-0j 1.11391e-06-0j 1.0149e-10-0j -4.93634e-07-0j 3.42039e-09-0j 4.98547e-07-0j 1.97101e-05-0j 1.98383e-09-0j -3.45443e-09-0j -1.99063e-05-0j -2.00358e-09-0j 1.39822e-05-0j -8.78676e-08-0j -1.41213e-05-0j -0.000235129-0j -0.00038911-0j 8.87422e-08-0j 0.000237469-0j 0.000392983-0j -0.168574-0j 0.170252-0j -0.0184625-0j 0.0186462-0j 
-4.1273e-11-0j 2.56705e-09-0j -5.43819e-12-0j -1.0195e-07-0j 2.61999e-10-0j 3.00222e-06-0j 0.00629514-0j -3.78289e-11-0j 2.30531e-09-0j -4.72862e-12-0j -3.15241e-12-0j -8.86479e-08-0j 3.03751e-10-0j -2.78636e-13-0j 2.46119e-06-0j -9.04758e-09-0j -5.2212e-05-0j -0.0531272-0j 2.4215e-11-0j -2.48648e-11-0j -1.45503e-09-0j 1.49407e-09-0j 2.92423e-12-0j -3.00271e-12-0j 5.48209e-08-0j 2.66945e-12-0j -5.6292e-08-0j -2.74108e-12-0j -1.81878e-10-0j -1.21252e-10-0j 1.86759e-10-0j -1.4737e-06-0j 2.72449e-13-0j 1.24506e-10-0j 1.51325e-06-0j -2.79761e-13-0j 7.22329e-09-0j -1.07173e-11-0j -7.41713e-09-0j 2.94753e-05-0j -1.50409e-07-0j 1.10049e-11-0j -3.02662e-05-0j 1.54445e-07-0j -0.000446017-0j 0.000457986-0j -0.187514-0j 0.192545-0j 
4.17007e-11-0j -2.59366e-09-0j 5.49455e-12-0j 1.03007e-07-0j -2.64714e-10-0j -3.03333e-06-0j -0.00636038-0j -3.71329e-11-0j 2.26289e-09-0j -4.64161e-12-0j -3.09441e-12-0j -8.70168e-08-0j 2.98162e-10-0j -2.7351e-13-0j 2.41591e-06-0j -8.88111e-09-0j -5.12513e-05-0j -0.0521497-0j 2.48648e-11-0j -2.51123e-11-0j -1.49407e-09-0j 1.50894e-09-0j 3.00271e-12-0j -3.03259e-12-0j 5.6292e-08-0j 2.74108e-12-0j -5.68523e-08-0j -2.76837e-12-0j -1.86759e-10-0j -1.24506e-10-0j 1.88618e-10-0j -1.51325e-06-0j 2.79761e-13-0j 1.25745e-10-0j 1.52831e-06-0j -2.82545e-13-0j 7.41713e-09-0j -1.10049e-11-0j -7.49095e-09-0j 3.02662e-05-0j -1.54445e-07-0j 1.11144e-11-0j -3.05675e-05-0j 1.55982e-07-0j -0.000457986-0j 0.000462544-0j -0.192545-0j 0.194462-0j 
