-0.0482602-0.0653324j -0.0100454-0.00756049j 0.093605+0.0729625j -0.0185757+0.171549j -0.0452659-0.0610594j 0.057338+0.0928895j 0.226654+0.00136905j -0.0994691+0.0148969j -0.0696996+0.043094j 0.0256032-0.0234674j -0.0356798+0.0735148j 0.0365374-0.0014487j 0.0713492+0.0522251j 0.152796+0.0239874j -0.179858+0.147998j 0.0109397-0.050375j -0.00236343-0.0176436j -0.0882625-0.00984879j 0.0868857-0.0385228j 0.0450609+0.0195536j -0.0384463+0.0493015j 0.00585369-0.121958j -0.0164239+0.0607622j -0.00473933-0.0444846j 0.0475047+0.0367387j 0.0401793+0.0777654j -0.0659186-0.00817425j -0.00518912-0.0203719j -0.0242408+0.071144j -0.12119-0.00929146j -0.0165226-0.00292213j 0.0529745-0.013043j -0.0477444+0.0103169j -0.00445144-0.035897j -0.00758037-0.00752506j -0.0369331+0.0433468j -0.00978989-0.0563296j 0.0134416-0.00805699j -0.0234557-0.118183j 0.010815+0.0061444j 0.00723241-0.00626047j -0.0250971-0.0260527j -0.0247781+0.0415505j -0.0155454-0.00961603j -0.0196698-0.0256165j 0.00880233+0.00681575j -0.00013802-0.013175j 0.0419098-0.0021543j 0.0267474+0.00831161j 0.0366372-0.0347594j -0.00188659+0.00302659j 0.010777+0.00914486j 0.0208782-0.00778888j 0.0262707-0.0124585j 0.0310827-0.0185668j 0.013631-0.0157836j -0.0155998-0.030379j 0.0326807+0.0298212j 0.0191629+0.0352133j 0.0229612-0.0542239j 0.0255564+0.0199544j 0.00684555-0.0250735j -0.0500547+0.0154133j -0.0195047-0.0244036j -0.0159995-0.0617879j -0.00278415+0.0417494j -0.0294694+0.0106055j 0.052376-0.0203815j -0.0209722+0.0552856j 0.0109805+0.018195j 0.00141893-0.0125006j 0.00928828+0.0162303j 0.0329835+0.0507635j 0.0127552+0.0808837j -0.00847369+0.0403145j 0.0226071-0.0264517j -0.027404-0.0502017j 0.0380848-0.00865354j -0.0131691-0.0147123j 0.00411796-0.0189998j 0.0672278+0.0174072j -0.0683051-0.00698336j 0.0136441-0.00438968j 0.0253515+0.00412994j -0.0308113-0.0205417j 0.0451126+0.0302706j 0.0132895+0.0225602j -0.010792-0.00571646j -0.0625978-0.0519441j 0.0406245+0.0437278j 0.084554-0.0564374j -0.00572732-0.0348701j -0.019424-0.00974692j -0.14184-0.119962j -0.0656469+0.0486452j 0.101665+0.180206j 0.0540438-0.0254744j 
0.00372664+0.00200611j 0.00410756-0.00163158j 0.0162406+0.000357394j -0.00376039+0.00836649j -0.000326944-0.00884137j 0.0174387+0.00462462j -0.00827003+0.00668064j -0.010108-0.00801673j -0.0029521-0.00962245j -0.0069685+0.00958777j 0.00680466-0.00116496j -0.00890476+0.0242422j 0.0150981-0.00135443j -0.0108032-0.0113654j 0.0025667-0.00479055j -0.00893035+0.00485487j 0.00144036-0.00908604j -0.000893421-0.00233007j 0.00130416-0.012518j -0.00187408-0.00862291j -0.00221573+0.00584287j 0.0114946-8.61518e-05j 0.00545051+0.00315774j 0.000479977-0.00805966j 0.00392023+0.0148101j -0.0130771+0.0205342j -0.00453879+0.00260205j -0.00455529+0.00510931j 0.0189787-3.16222e-05j 0.00668623-0.00398119j -0.00609344+0.00023046j -0.00487543+0.0161023j 0.00966986-0.00145631j -0.00131439-0.00783073j 0.00657322-0.00723385j -0.0060473-0.00742539j 0.00148805+0.00335246j 0.00390958-0.00298089j 0.00204367-0.00447733j -0.00584753+0.000821849j -0.00297809-0.000327049j -0.00479452-0.00542594j 0.00354107-0.00238777j 0.00953818+0.00923596j -0.00954033-0.00174503j -0.000511011+0.00212485j 0.00493803+0.00086925j -0.00333431+0.00547017j -0.00468307-0.0145245j 0.00524488+0.000165839j 0.00420672+0.0155851j -0.00142177+0.0152469j 0.00206637+0.00807611j -0.00269991-0.0102449j -0.0131958+0.0045108j 0.0061531+0.00414191j -0.00812441+0.00294832j 0.0119254+0.00413559j -0.0158127-0.0032268j -0.00790553-0.00809994j -0.00517316-0.000140794j 0.01142-0.00158175j 0.0169174+0.011076j -0.00243655+0.00392227j 0.00507718+0.00646626j -0.00786597+0.00469762j -0.0106999+0.0063255j 0.0175521-0.0038349j 0.0154658-0.0189232j -0.00880146+0.00429154j 0.00184501+0.012462j -0.0111184+0.0127109j -0.0320923-0.0172245j 0.0235202+0.0194805j -0.00114828-0.0111578j 0.0110194-0.0127145j -0.000544802-0.0161314j -0.000637264+0.0116749j -0.00889275+0.00645972j 0.00370585-0.0054204j 0.00769964+0.0101586j 0.00231513-0.000375344j 0.002101-0.0033058j 0.00881322+0.00800223j 0.00345171+0.0126278j 0.000323155-0.00256816j 0.0112417-0.00334745j 0.00173923-0.00259148j 0.000648724-0.000445068j -0.00212193-0.00523362j 0.00123137+0.000226977j -0.00610681+0.00315076j -0.0030588+4.05399e-05j 0.00290625-0.00266238j -0.00169986-0.0039277j -0.00242067+0.00211504j 0.00402631-0.000490391j 
-0.00226492+0.00270064j -0.00892789+0.00750597j -0.000575358+0.00680329j -0.00342791+0.00243423j 0.00222865+0.0068072j 0.0128182+0.0179233j -0.0117715+0.00558366j -0.000814196+0.00118118j -0.0127955-0.00170645j 0.00474744+0.0100687j 0.018391+0.0142154j -0.0141467+0.0237437j 0.00224903-0.00780332j -0.00602379+0.00202113j 0.0150497+0.0133992j -0.000347515-0.00597659j -0.00232924-0.000321738j -0.00800753+0.0166022j -0.0153249-0.01185j 0.000399429-0.00705845j -0.000518944-0.0129312j 0.0158712+0.0107071j 0.00628912+0.00162712j 0.0100581+0.00687443j -0.00597507-0.00699377j 0.00947887+0.000873951j -0.00676078-0.000694069j 0.00611618+0.00264396j -0.0126794-0.00386363j 0.00601644+0.007284j -0.0133018+0.00568964j 0.00331661+0.00263063j -0.0015146-0.00227876j 0.00374437+0.00472705j 0.0153507-0.0148896j 0.00128321-0.0162316j 0.0116954-0.00657219j 0.000471727-0.000758687j 0.00394982+0.00495338j 0.00251577+0.0141916j -0.00764996+0.00701978j 0.00924405+0.018402j 0.000872022-0.0149451j 0.00473732-0.00860573j 0.0107608+0.0158216j 0.00573528+0.0134649j -0.00445883+0.000763423j -0.00278414+0.00995062j -0.0140987+0.0160502j -0.00514305+0.0201592j -0.0160138-0.0116043j 0.0187846+0.0277755j 0.00862441+0.0425247j 0.0444968+0.0212643j 0.003764+0.00586312j 0.0033099-0.00542761j 0.00130666+0.00463071j -0.00260573-0.00110932j -0.0449775-0.00231991j -0.00261265-0.00872603j -0.0218359-0.0140497j -0.00377745+0.0207799j -0.0347615-0.00450306j -0.0158872+0.0192384j -0.00147509-0.00637232j 0.0175402+0.00431055j 0.00870824+0.0201194j 0.0106998-0.00926295j -0.0316496+0.00835498j 0.000149519+0.0317535j -0.0177522-0.0213653j 0.011336-0.0375079j 0.00456869+0.0102516j -0.00785795-0.0296758j 0.0082031-0.0121245j 0.0150282+0.00529817j 0.00992858-0.0114912j 0.0132071+0.00372856j 0.00882009+0.0284442j -0.00498847+0.00111825j -0.0329304-0.020442j 0.0263937-0.000138932j -0.0173009-0.0056035j -0.0188178+0.0267524j 0.0314085-0.0274508j -0.00237831+0.0270081j -0.00290215+0.0107444j 0.00326998+0.0101231j -0.00582633+0.00343978j 0.0124919+0.0157036j -0.00868694-0.0132239j -0.00551425-0.00236955j -0.00968479+0.00443355j -0.00384836+0.00183364j 0.00310091+0.0119972j 0.00997908-0.000842782j -0.000132391+0.00195429j 
0.00512221+0.000630072j 0.00524222-0.00148024j -0.00292778-0.00123972j -0.00606784-0.00726517j -0.00465965-0.0108837j -0.00053677-0.00268998j -0.00443782+0.0232999j -0.00690955-0.00995012j -0.00548305-0.00320179j -0.00905084+0.00259226j -0.000342905-0.00732378j 0.0203477-0.000986089j 0.00412395-0.00206085j 0.00160274+0.00513083j 0.0035874-0.00438603j 0.0040507-0.00464281j 0.004453+0.00738584j -0.00482033+0.00637219j -0.00937498+0.00162724j -0.000955447+0.00636023j -0.000215291-0.00723084j -0.00446662-0.00232956j 0.0168861+0.00845033j -0.0052494-0.0044288j 0.00149287-0.0246517j 0.00589332+0.0219359j -0.0406977+0.00871502j 0.00183428-0.00305466j -0.00399498-0.00554631j 0.00181518+0.00790908j -0.000619333-0.0117911j -0.0112136+5.04827e-05j -0.011906+0.0119269j 0.00154122-0.0202362j 0.00216215+0.00909298j 0.00132151-0.00670927j -0.00325844+0.00645842j 0.00204335-0.00862532j -0.0106447+0.00168034j 0.000296502+0.0119574j -0.0138555+0.0035065j -0.00812089-0.00666193j 0.011561+0.0126495j 0.0133755-0.00714569j -0.0083482-0.00263055j -0.00374664+0.00345939j -0.00616829+0.00839742j -0.00929206-0.0199768j -0.00432411-0.000941731j 0.0197504-0.00958005j 0.00505342+0.0176634j 0.00656198-0.0102769j -0.00820763-0.00746047j -0.0286285-0.0103009j -0.0203996-0.00347077j -0.00944691+0.0319084j -0.00255442-0.000173781j 0.0282053+0.0164183j -0.0152234+0.00395521j 0.00702266+0.00052277j -0.000762919+0.0294365j -0.0114456-0.00460205j 0.0131368-0.0070606j 0.00388097+0.0118547j 0.0165334+0.0216077j -0.00081977+0.0207925j -0.00871645-0.0275566j -0.0141392+0.0638426j -0.00884021+0.0302109j -0.0037262-0.00374022j 0.0169134-0.0381335j 0.0279153+0.00711822j 0.0110792+0.0139146j 0.00442618-0.00767935j -0.00244258-0.0113479j 0.0240916+0.000506558j -0.0328198+0.0123284j 0.0150013-0.0163227j 0.0127087-0.0137972j -0.00731223+0.00943584j 0.00152474+0.00680746j 0.00595618-0.00219755j 0.0144052+0.0162799j -0.0066729+0.0202884j -0.000923474-0.0172315j -0.00454173+0.00226877j 0.00446154+0.00339079j -0.0102612-0.00354211j -0.00612667-0.00144435j -0.00871749+0.00144032j 0.000106491+0.00621129j -0.0030894+0.000796371j -0.00498416-0.0020418j -0.0123498+0.000430899j -0.00905865+0.00526805j -0.0104993+0.00255472j 0.00937721-0.0045447j 
-0.000513147+0.00959592j 0.00477011-0.00394563j 0.00698109-0.00525838j -0.00841408-0.000113493j -0.00325041+0.00291406j -0.0187511-0.00330517j -0.00710461-0.00441622j 0.0209694-0.00833673j -0.00397331+0.0126532j -0.00962213-0.00434975j -0.0094044-0.00233042j 0.00777413-0.00594747j -0.00305736+0.018551j -0.0115581-0.01331j -0.000650817-0.0209654j 0.0131608+0.00501628j 0.000562739+0.00763269j 0.00572626+0.00937061j -0.0111523+9.47284e-05j -0.00179133-0.00234973j 0.00310992-0.00801192j 0.0200532+0.00146463j 0.00830418+0.00977833j -0.00626384+0.00403787j 2.65899e-06-0.0157768j 0.00107855+0.00475717j -0.0218085-0.0103574j 0.00254919-0.0145726j -0.00960162+0.00531684j 0.0199861+0.0281373j -0.00890851+0.00245968j -0.00811919-0.000639415j -0.0132259+0.00926387j 0.00625022-0.00117381j 0.0065607-0.00939895j 7.38284e-06-0.0144038j -0.00576324+0.00315501j 0.00564788-0.00852105j 0.0021031-0.00615623j 0.00433807+0.00645054j -0.00990649+0.00567185j 0.00334439+0.00363855j 0.00632293-0.00680721j 0.0156376-0.00990086j 0.00835809-0.00506772j 0.00854716+0.00859228j -0.00517574-0.00234311j -0.00765353-0.0220889j 0.000793162+0.0158799j 0.0161874+0.00290179j -0.00710743-0.0106652j 0.00312306+9.93097e-05j 0.00928252+0.0292944j 0.00165907+0.0201288j -0.00656703+0.0048488j 0.0107458-0.0125618j 0.00180257-0.0096331j 0.0201852-0.00407336j -0.0304569-0.00154961j -0.000354238-0.00977069j -0.0210984-0.0204177j 0.0151816+0.0323751j -0.0151072-0.0013052j 0.00281866+0.030452j 0.00122485+0.00754047j 0.0138392-0.0221783j 0.0118234+0.00639025j 0.0035874-0.00505481j -0.0146662+0.00143372j 0.00487018-0.00363089j -0.0227532-0.0113825j -0.0018218+0.0065j -0.0029668+0.000377119j -0.00124982+0.00339584j 0.00149977-0.000960301j 0.0103388+0.00150533j -0.0019651-0.00513441j 0.0189745-0.00872737j 0.0158547+0.00611153j 0.000174377+0.00496593j -0.00777271-0.0152105j 0.0194684+0.0115193j 0.00284619-0.000147854j -0.00671649-0.00107772j 0.013543-0.013407j -0.00259753+0.00245828j 0.00110943-0.00883539j -0.0121912-0.00135888j -0.0135872-0.00857143j 0.006304+0.00589179j 0.00362915+0.00270585j -0.00493969-0.000435232j -0.000917047-0.00439374j 2.18244e-06+0.000173138j -0.00531263+0.00475441j 0.00256433-0.00724496j -0.00259879+0.00242761j 
-0.000786275-0.001013j 0.00175686+0.00424201j -0.00864898+0.00829273j -0.00232372+0.0123102j 0.00890496+0.0157342j 0.0154771-0.0088421j 0.00576417-0.00312298j 0.00467214+0.00184692j 0.00298163+0.0129378j 0.0112465-0.00224713j 0.00999122-0.0161255j 0.0151727+0.00489858j -0.00522889+0.000164203j -0.00666835+0.0107116j -0.000727404-0.00384411j -0.00115177+0.013964j 0.00689006+0.00351616j 0.00592481-0.00358359j -0.00213067+0.00114741j 0.000776956+0.00826654j -0.00518978-0.00161639j 0.0074751-0.00784818j -0.000173891+0.0110397j 0.0243291+0.00957814j 0.0214125+0.0256346j -0.0112378+0.00296231j -0.0203869-0.0081817j -0.00644122-0.0015912j 0.0115652-0.0258989j 0.002922+0.0104644j -0.0080212+0.0103642j 0.0140025-0.00265328j 0.00569288+0.0191582j 0.00600744-0.0156392j 0.0114942+0.000532731j -0.00683695-0.0112336j -0.00176499+0.000226708j 0.00985592+0.00566701j 0.00529703-0.00757002j -0.00500919-0.00452073j 0.00478376-0.00186168j 0.00105252+0.00196986j -0.00782703-0.00165269j 0.00897975+0.00229219j 0.00162639+0.00539824j 0.000390039-0.00042071j 0.00720464-2.42316e-05j 0.0135596+0.0100401j -0.00505473+0.001113j 0.0035034+0.0108732j 0.00862688-0.0104151j 0.00469633-0.00514393j 0.00764769-0.0165584j 0.0266587-0.00970496j 0.0223773-0.000525919j 0.010669+0.0428279j -0.00911625-0.0117284j -0.029282-0.0123181j 0.0113153-0.0116845j 0.0168719-0.019741j 0.00119572+0.00294332j -0.0191418-0.0344379j -0.0114943+0.0320799j -0.0235468+0.00981673j -0.0148395+0.00333194j 0.0306164+0.032255j 0.00196361-0.0251985j -0.0115601+0.0125485j -0.0357926+0.0182865j 0.00963234+0.0163295j -0.00789859-0.0105729j -0.0288711-0.0209242j -0.00808891-0.00048031j 0.0271697-0.00159282j 0.00098258-0.0112942j -0.0129452+0.00334897j 0.0141935-0.0140609j -0.0158506+0.007804j 0.00718014+0.00913389j 0.00311553-0.0097969j -0.00540954-0.00202375j 0.0014052-0.00599828j 0.0146462+0.0141411j -0.0025229-0.0159285j -0.00984094-0.00604144j 0.0122925-0.00936356j 0.0074115-0.00029129j -0.00527741+0.00352082j 0.000246944+0.00632975j -0.00929979+0.00213468j -0.00227145-0.00289972j -0.00011685+0.00287415j -0.00554851-0.00203648j 0.00176253-0.00884305j 0.00330386+0.00240682j 0.00195784-0.000694713j -0.00742567+0.00463609j 
-0.00537095+0.0185684j 0.0219642-0.00126857j -0.0311236+0.00943584j 0.0032269-0.0220043j 0.00027481+0.00434823j -0.000311106+0.00886587j -0.0299249+0.00915886j -0.000289505-0.0176217j -0.00432672+0.00731137j -0.0103098+0.00609831j 0.00861523-0.00218716j 0.020645+0.00190968j -0.000940993+0.0241315j -0.00544079+0.0113291j 0.000812446+0.000480566j -0.0115735+0.0231611j -0.00199837-0.00173357j 0.0222897-0.0151669j 0.00683412+0.0147964j -0.00184502+0.00859691j 0.00782916-0.0041714j 0.000297588+0.00757705j -0.00256152-0.00681383j -0.0152873-0.0052596j 0.0116393-0.00258353j -0.00338966-0.00671312j 0.024593-0.00873519j -0.00301135-0.00975j 0.00136162+0.0116311j -0.00124438+0.00653622j 0.0089419+0.000427092j -0.00896224-0.00204569j 0.00179736-0.0151697j -0.00863822+0.0109551j -0.0076194+0.000995814j -0.00410474+0.000806426j -0.0135339+0.0108183j 0.00193907+0.0201537j 0.0120947-0.00397854j 0.00274918-0.0194504j 0.0165062-0.00523254j 0.00289113-0.00572104j -0.0169692-0.00963187j -0.000916927+0.0105742j 0.0134746-0.0139074j -0.00691624+0.00825615j 0.0274276-0.0138022j 0.0074181-0.000880438j 0.00313421-0.00822597j -0.00547257-0.00202123j 0.0162886-0.00164801j -0.00959724+0.0120546j 0.00456954+0.00236089j 0.0337782+0.00595896j 0.0155392+0.00608937j 0.00282244-0.0160204j -0.0249744-0.00694121j -0.00410883-0.0344277j 0.0222885+0.00985135j -0.0183773-0.004889j 0.0102333-0.0245106j 0.013438-0.00481483j 0.0156468+0.0191352j 0.0259603+0.0189437j -0.00258817-0.00429941j 0.000317329-0.0581571j 0.000522052-0.00582237j 0.00353458-0.0216485j -0.00812952-0.00438327j 0.00580413-0.0535571j -0.0491281+0.0499351j -0.015583+0.0326474j -0.00734472-0.0106561j -0.0104727+0.0266695j -0.0113522+0.0122199j -0.0267807+0.000240277j 0.00251669+0.012578j -0.00607428-0.0237695j 0.00657131-0.0228151j -0.0125772+0.00717403j 0.0075911+0.00921187j -0.00452793-0.00601172j -0.000727506-0.0147641j 0.0289659-0.0216728j -0.0179912+0.0357186j 0.00688967-0.02416j 0.0094854-0.0182516j 0.00268554-0.0107723j -0.0048126-0.00567486j 0.00275134-0.0148635j -0.000847625+0.00709787j 0.00485673+0.00205728j 0.00284675-0.00196085j 0.0128203-0.000281364j 0.00611566-0.0140533j 0.00793247-0.00741955j -0.0175211+0.00135807j 
-0.00509776+0.00765555j 0.00208365+0.0049397j 0.00906849-0.00169672j -0.00301704+0.00488348j -0.000466274-0.000698239j -0.000508166-0.00767048j 0.00629154+0.0110778j -0.0044374-0.00346798j 0.00474147-0.00317866j -0.00519195-0.00583755j -0.00391317-0.0151037j 0.0177521-0.000980128j 0.00480827-0.00888848j 0.00198832+0.0101082j -0.00141061-0.00304581j 0.012754-0.00938715j 0.00794287+0.00286108j 0.00766774-0.00253612j -0.00600733-0.010633j -0.00879667-0.0135907j 0.000808075+0.00079459j 0.0137637+0.00570694j -0.00513269-0.0156489j 0.0200169+0.0147068j -0.00697881+0.0148806j 0.00523519-0.0185151j 0.0159618+0.00313052j 0.0070066+0.00433814j 0.00415766-0.00885166j 0.00355121+0.0111218j -0.0234904+0.00978761j 0.020549+0.00682188j -0.00900082-0.00359266j 0.00583366+0.0149566j 0.0131917-0.00507821j 0.0105713-0.0100817j 0.000102892+0.00157636j -0.00370725+0.0100292j 0.00529845+0.00916774j -0.00249327+0.000931276j 0.00438337-0.000384018j 0.0072958+0.0113219j -0.00557722-0.0139743j -0.0019175-0.00113231j 0.0126871+0.0123386j -0.000696119-0.0045614j -0.00286681+0.0020512j -0.00425645-0.00459481j -0.0106807+0.0104746j -0.0150162+0.0233274j -0.0100721-0.0388657j -0.00199345+0.03074j 0.00863009+0.0406909j 0.0171545+0.0225566j -0.0051709-0.00361663j 0.00752676-0.00204848j 0.017612+0.0254869j 0.018783+0.0110602j -0.0114353+0.00166886j 0.0048449-0.00375107j 0.00577085-0.0126425j 0.0195478+0.0241223j -0.0119818+0.0325082j -0.00803171+0.0290366j -0.000902353+0.00335203j 0.00339116-0.0378607j 0.0188436+0.0196334j 0.0150234-0.0347773j -0.0183195-0.0191396j 0.0111895-0.0080917j -0.0182607+0.0290113j -0.0142588-0.012872j 0.0102144-0.0120693j -0.0104241+0.00906079j -0.0127457-0.00726033j 0.00962585+0.0113334j 0.0120475+0.00136595j 0.00326179+0.00175037j 0.00325084+0.011109j 0.0208048+0.00353972j -0.00733853-0.00637329j 0.00939969+0.000781173j -0.00193608-0.0169375j -0.0127998-0.0186063j 0.0177779+0.00461334j -0.0061398+0.0128372j -0.00911272+0.000979618j -0.00442387+0.00387082j -0.0152094-0.0094104j 0.0113294+0.00547157j 0.0038666-0.00223483j 0.00585858-0.000772304j -0.00535071+0.00100876j 0.00298972+0.00513709j 0.00331342+0.00209513j 0.0157252-0.00183407j 0.00289088+0.000117808j 
-0.0144525-0.00555138j 0.00136327+0.0156968j -0.00284082+0.0030701j 0.0082144-0.00278043j -0.000109865-0.00353319j 0.00118919+0.00732817j -0.0153142-0.0102659j -0.00216313-0.0130648j 0.00974249-0.0118199j -0.0156105+0.00773321j -0.0121971-0.00706034j -0.000788205-0.0184424j -0.00624995+0.0199752j 0.0125794-0.00133104j -0.000846751+0.00142318j -0.00997034+0.000335j 0.00140318-0.00991056j 0.00140005-0.0105984j -0.00234887-5.54839e-05j -0.0115186+0.00611345j -0.00694176+0.0102884j -0.0109415-0.0164283j 0.00608328-0.00426295j 0.00158932-0.00728787j 0.00566884+0.023878j -0.00639548+0.00813547j 0.00393346+0.00890002j 0.00394166-6.88555e-05j 0.0115093-0.0243348j -0.00686782-0.0116083j -0.0114799+0.00195435j 0.0199909-0.0010577j 5.74882e-05+0.000310692j -0.00638105-0.000214992j 0.00146542+0.00584993j 0.00213201+0.00205195j 0.00175275+0.00561629j -0.00128408+0.00697417j -0.00709846+0.00453074j -0.00883444-0.00493837j 0.00756817-0.00393986j -0.00377199-0.00030811j -0.00834979-0.000499791j 0.00685851+0.00631488j -0.0204558+0.0164997j -0.00967052-0.0048363j -0.00744492+0.00524867j 0.00715483+0.0201539j -0.0146088-0.0232952j -0.0076132-0.000780751j 0.00105343+0.0272604j -0.00397351+0.0111263j 0.00422944-0.0401484j 0.0320333-0.0335921j 0.00818686+0.0110117j 0.00391135+0.0302177j -0.0190369-0.0186949j -0.0343994-0.0186194j -0.0207963-0.0126042j -0.00382228+0.0167548j 0.00774938-0.00406162j -0.0222949-0.0234795j 0.00152587-0.0154763j -0.00911643-0.0201605j -0.0287544-0.0235664j -0.00558054+0.0662631j -0.00708837+0.0106078j -0.0107948+0.018037j -0.0173301-0.00335779j -0.00580547+0.052222j 0.0174555-0.0170093j -0.00996776-0.0325394j 0.00153771+0.00332019j 0.0285598-0.0146235j 0.00571525-0.0222184j 0.0136321+0.00620142j -0.00335327+0.00509616j -0.0242779+0.00743155j 0.00044906+0.00694477j 0.00699232-0.0307232j -0.00429204-0.00147539j -0.0062455-0.025156j 0.00547364-0.00171529j 0.00144985+0.00093127j 0.000984117-0.0197836j 0.00623404+0.0016506j -0.00227226+0.00876342j 0.00326005+0.00730619j 0.00556032+0.01872j -0.00777137+0.00460409j -0.00768305+0.00556543j 0.00152806+0.00718445j -0.0083008+0.000323397j -0.0038794+0.00269116j 0.00618525+0.00198308j -0.00734825+0.00210302j -0.000531005+0.000116282j 
0.00841433+0.0135788j 0.0164503-0.016201j 0.019355-0.00537349j -0.00120588-0.00759151j -0.00680471-0.00660328j -0.0109953-0.00206551j 0.00158207-0.00179072j 0.0100193+0.00174237j 0.00524405+0.00212654j 0.00389259-0.0115403j 0.00468293+0.00763034j -0.00682238+0.00786595j -0.00300841-0.00907005j -0.00288275-0.00659114j -0.00287865+0.00251694j -0.00581326-0.0071686j -0.0111649+0.00256104j 0.000266218-0.00432484j 0.0128832-0.0142922j -0.00907599-0.000548641j 0.0124333-0.0229726j 0.00169639+0.00324337j -0.00709071+0.00735924j 0.0225064-0.00169978j 0.0148043+0.00910037j -0.00513163-0.00838812j 0.00578775-0.00344261j 0.000394107+0.0116419j 0.00570294-0.0107151j -0.00971537-0.00598495j -0.00485449+0.00568536j 0.00497554+0.0075443j 0.0123116-0.000658325j 0.00950842-0.0046329j 0.00346888-0.000493676j -0.00520768-0.000860886j 0.0044091+0.00465542j 1.23267e-05+0.0191649j 0.00161942+0.00121444j -0.00242739-0.0105391j 0.0143974-0.00604657j 0.00605784-0.00330281j -0.00734754-0.00257337j -0.0113841+0.0116314j 0.00712828-0.00371471j -0.00144466+0.0111911j 0.0317418-0.00599545j 0.0139087+0.0355825j -0.00938484-0.0138632j -0.0089082+0.00438459j 0.0275454+0.0112723j 0.011071+0.0178437j -0.00765168-0.00265505j 0.0489684-0.0060247j 0.0122917-0.0034423j -0.000477298+0.0183466j -0.0203932+0.00789115j -0.00751901-0.0247447j 0.0142006-0.00400481j -0.0222963-0.0309751j 0.0080865+0.00426538j -0.0134439-0.0331617j -0.00907948+0.00869873j -0.0112368+0.00495105j -0.00793768+0.00589816j -0.00314602-0.00875799j 0.00213725-0.0248037j -0.0157492+0.0105535j -0.0454237+0.00844883j -0.00859466-0.0157376j -0.017711+0.0201409j 0.00595904+0.00336279j 0.00860042-0.00596821j -0.013058+0.0131626j 0.00733712+0.00348789j -0.0380826-0.000404284j 0.00281694-0.00225432j -0.00425987-0.000120626j -0.0126977-0.0216485j -0.0168344+0.00961689j -0.00419334+0.0114976j -0.01352-0.0124667j 0.000962506-0.000417496j 0.0161426-0.00639017j -0.0286398+0.0362639j 0.0134819-0.016337j 0.0128646-0.00691998j 0.0139642+0.00293513j 0.0030096+0.00425305j 0.0017224-0.013306j -0.00358575-0.0141916j -0.00144855+0.0019052j -0.00869168+0.00537571j 0.00281341-0.00661182j 0.00972741-0.0113786j 0.00213265+0.00471858j -0.00446964+0.000945209j 
0.00772641-0.00776428j 0.000550627+0.00481272j -0.0132748+0.00947568j 0.00449963-0.00426192j -0.00173927-0.00395475j 0.00912845-0.0137106j 0.0187841+0.0133032j -0.017558+0.0194367j -0.0158317+0.00243869j 0.0167677+0.0160242j -0.0032481+0.00699469j -0.00889535-0.0106888j 0.00191596-0.00310611j 0.00519657+0.00168189j 0.00473814+2.23641e-05j -0.00695198+0.00921733j -0.00678686-0.000767576j -0.0257781+0.00381017j 0.00131464-0.0190783j -0.00838939-0.00484762j -0.00244943-0.00998954j 0.00570876-0.0133423j 0.00820646+0.00710081j -0.00798063-0.0180595j 0.00112947+0.0075658j -0.00806347+0.0143491j -0.00474807+0.0104532j 0.00715064-0.00794512j -0.00950423+0.0114853j -0.00140188+0.00679422j -0.000900338-0.00233864j -0.0110818-0.0032765j -0.00118499-0.00402351j -0.0024611-0.00118668j -0.000269582+0.00249262j 0.00517862-0.000420717j 0.0094294-0.0034117j 0.00554555+0.00583319j -0.00708279+0.0116285j -0.0134221-0.00633216j 0.0131218-0.00916532j 0.000789885-0.00354188j -0.000444373-0.000101885j -0.00359874+0.00811956j -0.00729381+0.00288337j -0.00794649-0.00138192j 0.00923944+0.00718245j 0.00720467+0.0058091j -0.0111034-0.0146276j -0.00147263-0.00526297j -0.00241907+0.010731j 0.00947403+0.0351503j -0.00297378+0.0119761j 0.0119294-0.00995262j -0.0146534+0.00939622j -0.0109938+0.00934172j 0.00485021+0.0215005j 0.00853778-0.000985401j 0.0082307+0.0164374j -0.00932359-0.0180058j -0.000397691+0.00626983j -0.0169875-0.0126114j 0.0109064+0.0215143j -0.0298598-0.00975375j -0.00766423-0.00605645j 0.0162171+0.00355495j -0.00758251-0.00751729j 0.0104524+0.00712295j 0.00962293-0.00458883j 0.00660342-0.00818074j -0.00357535+0.00820133j -0.0122438-0.000325477j -0.00407644+0.00696484j -0.000236454+0.00463894j -0.0014528-0.0105782j -0.0308139+0.00421396j 0.00179275+0.00111887j 0.00696011-0.00349626j -0.0165675+0.00703422j 0.00131355-0.00843358j 0.00286323-0.00857992j -0.00328471-0.00726889j 0.00411797+0.0025076j 0.00431832+0.0121411j -0.00991381+0.0111744j -0.000661333+0.00364092j 0.00466512-0.0013012j 0.00626719+0.00907742j 0.00358142-0.00367403j 0.00795116-0.00434131j 0.00556955-0.00012171j 0.00270274+0.0021565j -0.0072343+0.00376856j 0.00286922-0.00408941j -0.00195997-0.000568592j -0.00803066+0.0056465j 0.0108189+0.00335447j 
