-0.0128+0.000983563j 0.0184692+0.054152j 0.0341499+0.0082819j 0.0669867-0.0910842j 0.00251605+0.000289744j 0.0105398+0.0382315j 0.0193979-0.0457014j -0.028261-0.0354515j 0.000994398-0.0211608j 0.0263124-0.046508j 0.025126+0.0457807j 0.00849777+0.0307106j 0.00902361-0.0804566j 0.000164624+0.00467994j 0.0222633-0.0284292j 0.0677533+0.0452172j -0.00898355+0.0195161j -0.0361071-0.0193775j -0.0116569+0.00191389j -0.0115361-0.0763329j -0.000346763+0.0149671j 0.0196395-0.0435169j 0.094343-0.00449982j -0.0175064-0.0319572j 0.0331434-0.00458175j 0.0244254-0.0547021j 0.00383285+0.0282163j -0.02024-0.0434129j 0.0621451+0.0534227j -0.00290904+0.0291683j 0.0240514-0.00549587j 0.0111017+0.111946j 0.0528666+0.0421266j -0.00801008-0.0515658j 0.0169592-0.00717676j -0.00782571+0.0129842j 0.0105823+0.0128999j 0.0329517-0.0448741j -0.00145199+0.0111267j 0.00929553+0.0160563j -0.000262436-0.0174506j -0.0300451+0.0208506j -0.0235981-0.0208312j 0.0158596+0.0121974j -0.00128586+0.0383133j -0.0162412+0.0502749j 0.0167402-0.00142792j 0.0144313-0.0198729j 0.0233385-0.0243412j -0.032324-0.0654898j 0.060223-0.0615395j 0.0484439+0.00905556j -0.0508179-0.0759965j 0.0256541+0.0241964j 0.0741315+0.0219004j -0.0446879+0.0551653j 0.0567466-0.00729791j -0.0195588-0.109673j 0.0466039-0.0767955j 0.0552436+0.0713451j 0.00434533-0.0210837j 0.0777405+0.0236289j -0.0124773+0.0159028j -0.00351111-0.00743539j 0.0210807+0.0541029j -0.0532973-0.0677682j -0.0326081-0.0284166j 0.0987432-0.0368045j 0.138019+0.138455j -0.0808586+0.0352005j 0.140453+0.211319j 0.050853-0.0272177j 
-0.00895194+0.00192834j -0.00879753-0.00985678j -0.0140885+0.0107376j -0.0114511+0.0101232j -0.00874468+0.00901843j 0.0010913+0.00212051j -0.0212862-0.0145554j -0.00870412+0.0239292j 0.010803+0.0100963j -0.0176249+0.0189533j -0.00361108+0.0041527j 0.0145839+0.00103712j 0.0064331-0.00839746j 0.00787981+0.00804902j -0.0228838-0.00582366j -0.0201527+0.0240958j 0.0141423+0.00500995j 0.00448085-0.00905028j 0.0117054+0.00437446j -0.00359898+0.0023486j -0.00503614+0.00373959j -0.00297544+0.0128318j 0.00612292+0.00851414j 0.00857334-0.00541139j 0.00346406-0.0107114j -0.000900729+0.00327491j 0.0142049-0.00381915j -0.00355743+0.00531921j -0.00392226-0.00267964j 0.000971587-0.00682148j -0.00101761-0.00127746j 0.0108465-0.000362917j -0.00699966-0.0030916j -0.0107327+0.00332945j -0.0179849-0.00431477j 0.0106882-0.00611163j 0.00500787-0.023042j -0.028371+0.0119242j 0.00028449+0.0161221j -0.0037359+0.0218796j -0.00910985+0.00320849j -0.00185308-0.00565563j 0.00804957-0.0107839j 0.00300007-0.012514j 0.00610963+0.000724622j -0.00120537-0.0106003j -0.0123049+0.00283633j 0.0247031-0.0280068j -0.010207-0.000575446j 0.00793104-0.00416135j 0.00255849+0.0217604j 0.0254512+0.00139084j 0.00274615-0.032219j -0.00328594+0.00200087j -0.015032-0.0155274j 0.0216427-0.020168j 0.00646633-0.0135238j 0.00242049+0.0133877j 0.022489-0.0213317j 0.00818654+0.00764643j 0.00842135-0.00592009j -0.00550445+0.0350539j 0.000154822-0.00972219j 0.000854045-0.0125579j -0.00447359+0.00582298j -0.00768941+0.0114149j -0.00356403-0.00627975j -2.2303e-05+0.0162485j 0.00624811-0.0160293j 0.00232534+0.00420869j 0.00308084+8.94319e-05j 0.0156204+0.000913692j 
0.0129353-0.00218747j -0.00860875+0.0147331j 0.0149195-0.0036102j 0.00675408-0.00494548j 0.00778178-0.00265997j 1.17831e-05-0.0034501j 0.0102568+0.00753909j 0.00146857-0.00451451j -0.00230867+0.00450319j 0.00939824-0.00940044j -0.000330631-0.00653446j -0.0042956+0.0140944j -0.000443077-0.00423067j -0.00707854-0.00121294j 0.0156432-0.00213145j 0.00317364-0.0159855j -0.0149155-0.00101421j -0.00319533+0.00241534j 0.000115025-0.00253132j 0.015005+0.00597057j 0.00184621-0.00248064j 0.00141838-0.00650287j -0.00236479-0.00774993j -0.00472558+0.00505354j 0.00619098-0.000751844j 0.000985569-0.00127627j -0.0115929+0.00838735j -0.00365206-0.00163499j 0.0118223-0.00132187j -0.000500138+0.00703094j -0.00388549-0.00534286j -0.000438992+0.00154538j 0.00403256-0.00748038j -0.00604382-0.00588444j -0.00663571+0.00026734j -0.00542042-0.00215962j 0.00342263-0.0103967j 0.00120595+0.0212697j 0.0207654+0.0295015j 0.0338427+0.0108463j -0.0291697-0.0145947j 0.0186446+0.0261603j 0.0406608-0.0233668j 0.0470999-0.0131635j -0.0259751+0.0224614j 0.0323323-0.0157254j -0.000534171+0.0304779j 0.0163213-0.050483j 0.0109036-0.0354335j -0.00222011+0.00901878j 0.00672251+0.0162787j -0.00516884+0.0133232j -0.00470178-0.0381672j -0.0283589-0.011338j -0.0233568-0.0268299j 0.00359885+0.00656925j 0.000972714-0.00578132j -0.0207384+0.0385816j 0.0154082-0.00301738j -0.0079014+0.00301712j 0.0195421-0.0141089j 0.0180701+0.0231094j -0.0132905+0.000872106j -0.00615634-0.0215966j 0.00589678+0.000724943j 0.0052194+0.00237106j 0.00504741+0.00782831j 0.00210795-0.00352421j -0.0054596+0.00120652j 0.0106203+0.000786476j -0.0111806+0.000958838j 0.00809582+0.00124794j 
-0.0111513-0.00794253j 0.0252824-0.0213533j 0.00110805-0.00871042j -0.0102043-0.00898406j 0.00291132+0.00352889j 0.0103474+0.0201088j 0.00110157-0.0128879j 0.00397031-0.000223707j 0.00742518+0.00116733j 0.00103699+0.00606613j -0.00490602+0.000312926j 0.000939433-0.00731331j -0.0192295-0.00672054j 0.00126261+0.0056842j -0.00451022-0.00522325j -0.010671+0.00318376j 0.0084356+0.00469195j -0.0181827-0.0088043j -0.00293813-0.00386337j 0.00577307-0.00373148j -0.00133506+0.00827552j 0.00727837+0.00475726j 0.00598528+0.00197161j -0.00549339-0.0123854j -0.00358479-0.0100021j 0.0127818+0.00697119j 0.00846328-0.0107312j -0.00209607+0.000685751j -0.0218094-0.00511862j -8.42729e-05-0.00624618j 0.0133624+0.00943028j -0.00524783-0.00661857j 0.0115746+0.0144652j 0.00934147+0.00689383j 0.032702+0.01654j 0.0220229+0.000458565j -0.00917274+0.0443275j 0.038826-0.00909917j -0.00653738-0.00847585j -0.00251924-0.0209874j -0.0187553-0.0190351j 0.00454917+0.0277781j 0.0400671+0.0215946j 0.0127809+0.013081j -0.0317321+0.00472696j 0.0254546-0.00296186j 0.00727543+0.00252068j 0.018643+0.00157666j 0.0136316-0.0186806j -0.0151366+0.0110002j -0.00705925-0.0024078j 0.00675126-0.00649157j -0.00346831-0.0101952j 0.00708675-0.00423754j 0.024751+0.00360578j -0.0146001+0.03546j -0.0129421-0.023318j -0.022971+0.0144353j 0.00595389+0.0213836j -0.0108186+0.0197507j -0.0202292+0.013969j 0.0163253-0.0197392j 0.0234223-0.0139158j -0.00329656+0.0150457j 0.0187798-0.00835784j 0.00665737+0.00484418j 0.0155088+0.00400654j 0.00835628-0.0201733j -0.0109685+0.0170277j -0.0206752+0.00536542j 0.0050795+0.0043436j -0.0107072-0.00222573j 
-0.0258899+0.0155345j 0.00523138-0.0227593j -0.028447+0.00857951j 0.0158604+0.0164679j -0.0176698-0.00783177j 0.00309676-0.0175237j 0.00362841+0.0280365j 0.00687343+0.00463578j -0.00349602+0.0210146j -0.00624769-0.0101601j -0.0057743-0.00574765j 0.0214725+0.00583031j 0.0145687+0.0105086j -0.0135722+0.00825367j 0.00705838+0.00785073j -0.00216026-0.0116239j -0.00741707-0.0101863j 0.0154376+0.019003j 0.000184292-0.00756221j 0.0113443-0.00617713j -0.0111905-0.00055563j -4.66042e-05+0.00850366j 0.0115485-0.022747j 0.0175028+0.01047j -0.0133449+0.000750988j -0.00251541+0.00144684j 0.00794216-0.0102067j 0.022013-0.00414343j -0.0069603+0.0146729j -0.0104425+0.00849363j -0.00701291-0.0104044j 0.00041784-0.00634774j -0.0120765+0.00895939j 0.0137386+0.00713983j 0.00689247+0.00169312j 0.00415853+0.0263177j -0.00571777+0.0385508j 0.0218344-0.0107786j -0.0167392-0.00833736j 0.00895479-0.0199136j -0.0074732+0.0175975j -0.00774539+0.021105j 0.0197278+0.0254249j 0.0161422+0.00787994j 0.0120122+0.00691086j 0.0134107-0.0201706j -0.0234318+0.0141478j 0.00618347+0.0358108j -0.0109692+0.0104811j 0.0168662+0.014571j 0.0143578+0.00818355j 0.0199914+0.0114144j 0.0465946-0.00702727j 0.0269377-0.00439401j 0.0119708+0.00530192j 0.0102023-0.00467682j 0.0047395+0.000984545j -0.0130704+0.0162445j -0.00200605+0.0131471j -0.0189129+0.00834564j -0.00762319+0.0189784j -0.00273186+0.0122034j 0.0161472-0.00454809j -0.0095324-0.00141108j 0.00146277-0.00690972j -0.0164455-0.00299517j 0.00533856+0.00268874j -0.00201389-0.00734052j 0.00562389-0.00790621j 0.00412181+0.00318379j 0.0164972-0.0010221j -0.01759-0.00577411j 
-0.00700902+0.00393201j -0.0118378+0.00682013j -0.0120034+0.00290068j 0.0210415+0.0020928j -0.0141369-0.00395329j 0.00598457-0.01321j 0.0053178-0.0024866j 0.00787231+0.00469003j 0.00716084+0.00776578j -0.00562041-0.00730499j -0.00370947+0.0033773j 0.0175627+0.0080671j 0.0103932+0.00203306j -0.000271965+0.00582733j 0.00127857-0.00565355j -0.00238236+0.00860846j 0.00879803-0.00559482j 0.00618732+0.00298118j 2.41397e-05+0.0145809j 0.000348188-0.00575537j -0.00582735+0.00399454j 0.00133097+0.00397844j 0.00562377+0.00382869j 0.00710777-0.00115921j -0.00618085-0.00188618j -0.00807954-0.00316781j 0.00881708-0.0106683j 0.00830787-0.000306127j 0.0020509+0.0100357j -0.00484896-0.00688099j 0.01079-0.00873055j 0.00358327+0.0142221j 0.00862823-0.00189171j -0.0166345+0.0018123j -0.00265809-0.00225426j 0.0135885-0.0267273j 0.00989461-0.0114813j 0.0185398-0.0170522j 0.0296133-0.000978801j 0.0370751-0.0239808j -0.0126158+0.00176363j -0.00357188+0.0114704j -0.00491956-0.0391055j 0.0146045+0.0032604j -0.0214914+0.00559905j 0.00127725+0.0206056j 0.0414119+0.0140913j -0.000699976-0.00633495j 0.0259527-0.0355046j 0.0010515+0.00503321j 0.0100036-0.0149205j -0.0519499-0.00859295j -0.0199199+0.00446264j -0.0378541-0.00181744j -0.00876265-0.0204172j -0.0162368+0.0248474j -0.00723539+0.020575j 0.00756609-0.00362789j -0.00053798+0.00501909j -0.00162161+0.0137089j 0.0144272-0.0160865j 0.00299224-0.0385334j 0.00877654+0.00710543j -0.0262227+0.00663936j 0.00367228+0.00271181j -0.00646786+0.00750719j 0.00216338-0.00313142j -0.0130231-0.0176684j 0.0205483+0.00955255j 0.00297962+0.00635249j -0.016306-0.00795005j -0.0157256+0.0028654j 
-0.00557093+0.0185467j -0.00389653+0.00332686j -0.02166+0.00883553j -0.00571768-0.00190229j -0.00690185-0.000217572j -0.00135327-0.00225206j -0.00176853+0.0112967j -0.000666136-0.00484277j -0.00327464+0.00325056j -0.00192538+0.0034007j 0.00506087-0.00467129j 0.000651988-0.000661299j -0.00315923+0.00303089j -0.0102075+0.00734454j -0.00514154+0.00488933j 0.00178593-0.00646982j 0.00298933-0.00188168j 0.00352158+0.000970528j 0.000577683+0.00442333j -0.00109375+0.00194627j -0.00827253-0.00237827j 0.00564359-0.00115271j -0.00255153-0.00130047j 0.0014457-0.00228931j -0.00595062+0.00294j 0.00416954-0.00249384j -0.0109121+0.0038181j 0.00421687+0.00323047j -0.00587957+0.000684497j 0.000580053-0.00899875j -0.00151005+0.0144351j -0.00998437-0.000696243j 0.0113908+0.00448914j 0.0363057-0.0112874j 0.00668065-0.0219147j 0.00603099-0.00352258j -0.0220035+0.00196468j 0.00642877+0.0030749j -0.0203399+0.0169196j 0.0416815+0.0120989j 0.000878656+0.0245474j 0.00514105+0.0177987j -0.0203749-0.0358429j 0.0196989+0.0104715j 0.00548254-0.0155793j -0.00609528-0.0283998j -0.013756+0.00459698j 0.00965872-0.00547827j -0.0128635+0.00403838j 0.00738034-0.0277926j 0.0262682-0.00438911j -0.0201685+0.0203935j 0.00243161-0.0136313j 0.00348628-0.0116882j -0.0279728-0.0161116j -0.0183499+0.0187274j 0.0275029+0.00655293j -0.027691-0.0104284j 0.00566195+0.004398j 0.0015206-0.000395541j -0.0312154+0.00902865j -0.0346712-0.00660964j 0.0168485-0.0226379j 0.0101709+0.0417207j 0.00580925+0.000354378j 0.0097184+0.0142564j -0.0037128-0.020533j 0.0017108+0.00527658j -0.00611813+0.0226741j -0.0203936-0.00322333j 0.0136098-0.000560042j -0.0321442-0.0141691j 
0.0171181-0.0122467j 0.0120962+0.0204024j -0.00176085-0.00595849j 0.00552243+0.0196658j -0.00612091-0.00670427j 0.00425104-0.00604591j 0.0144488-0.0141152j 0.010052+0.00847383j -0.00645778-0.0131114j 0.00141618-0.00787291j 0.0106069+0.00178237j 0.00603568+0.0121923j 0.00707007+0.0024811j 0.00171933-0.00455701j 0.00448738-0.000934469j 0.00634395+0.00390349j -0.00971352-0.0114535j 0.00443247+0.00746765j -0.00460579+0.000799424j -0.00275546+0.00592208j -0.00553027+0.00562544j 0.000696786-0.00452651j -0.00899183-0.0105216j 0.00436973+0.00762586j -0.00257314-0.0030924j 0.0154539+0.000449714j -0.00460638-0.0118396j 0.00877877+0.00290098j 0.0107036+0.0257184j -0.0147532-0.0123097j 0.0044879-0.0134883j 0.0189721+0.0190279j 0.0137931-0.00214625j -0.0290145-0.0222889j -0.0273498-0.0142677j 0.00396164-0.00877428j 0.00192502-0.0202209j -0.023127-0.00490625j -0.00281922+0.0093496j -0.0307423-0.000147934j 0.023307-0.0172993j 0.0106902-0.0104853j -0.00602495-0.000528925j -0.0197973-0.0112722j -0.0199625+0.0136375j -0.00780398+0.0209204j -0.00397264+0.00825141j 0.00940239+0.0107905j -0.00456212+0.00696813j -0.00599154-0.0313487j -0.0102151+0.0155915j 0.0327063+0.0074568j -0.0160108-0.0160383j -0.0231556+0.0194271j 0.0235104+0.00812815j 0.000350412-0.0147625j 0.0111518-0.00949166j 0.00890367-0.035717j 0.0146695-0.00492219j 0.00650091+0.0171034j -0.00956203-0.0129153j 0.00121018-0.0232277j 0.0150962-0.0143006j -0.0317263-0.000202795j 0.0344617+0.00943905j 0.00838977+0.0033956j 0.00318275+0.0121829j 0.0107381-0.0206144j 0.0142595+0.00785944j -0.0252365+0.0206846j -0.0154474-0.00593887j 0.00412681-0.00435295j 
-0.0249275-0.011922j 0.0346924-0.0167775j -0.0142061+0.0041919j -0.0109997+0.00466867j 0.000973421+0.00751771j 0.00238881-0.00592062j 0.00964884-0.0106626j 0.000852012+0.0076809j -0.00114308-0.000526193j 0.00680996+0.0015879j 0.00761767+0.0147538j 0.00351635-0.000180795j -0.00679173+0.000120622j 0.00450035-0.000411263j -0.00670998+0.00116302j -0.00415999-0.00363002j -0.00443925+0.00861774j -0.0193806-0.00649693j -3.05772e-05-0.0104657j -0.000613077-0.000703532j -0.00412606+0.000580645j -0.000185854-0.0128089j -0.0159034-0.00872463j 0.00225297-0.00435106j 0.0118503+0.000503694j 0.0113442-0.000358811j -0.0100473-0.0069021j 0.0202574-0.014089j 0.00432899+0.0151714j -0.0111599+0.00710653j -0.0185306+0.00470069j -0.00441211-0.00156126j 0.0242777-0.0100417j 0.0303042-0.00837387j 0.0166989-0.013914j -0.0309816+0.00613728j -0.0147284+0.0359933j 0.0010422+0.0104382j -0.0110736+0.0136711j 0.0117684-0.00818625j -0.0154247+0.0581995j -0.0162223+0.0444636j 0.0011486-0.0222328j 0.0174397+0.00104989j 0.0223009-0.000292586j -0.0181813-0.00118925j -0.00888386+0.00426413j -0.00354896+0.00266491j -0.00511681+0.00127768j 0.0180896+0.00298688j 0.0446817-0.00187821j -0.0203907+0.0192658j 0.031961-0.0123843j -0.00068594-0.0145756j -0.0259792-0.0220548j 0.00868803-0.0145025j 0.0363129+0.0300332j 0.00914525+0.0026062j -0.00958294-0.0168798j 0.0013494-0.00518845j -0.00164026-0.0061881j -0.0103017+0.00528936j -0.0132871+0.0145683j -0.00168309-0.00510342j 0.00705751+0.01404j -0.00946812-0.00106639j 0.0177812+0.00089031j -0.0100981+0.00328289j 0.011685-0.00933847j -0.0062186-0.00762305j 0.0120815+0.000923403j 0.00467815+0.000877646j 
0.0247567-0.00657002j 0.0272933-0.000873484j -0.00968214-0.019588j -0.0137522+0.0205097j -0.0218396-0.0135921j -0.0112875+0.00887192j 0.0287702-0.0101245j 0.01662+0.0199397j 0.00405423-0.00875084j -0.00250161-0.00114906j -0.000453312-0.000563826j 0.0212021+0.00248636j -0.00130029-0.00383994j -0.0137627-0.000637457j 3.79956e-06+0.00552605j 0.00193041+0.00902251j -0.00673195-0.014694j -0.00334249+0.0108087j 0.00214795+0.00378716j -0.00290999+0.0066305j 0.00343667+0.00412792j 0.00248945+0.00928319j 0.0113208+0.00351696j 0.000713851+0.00823168j -0.00628699-0.00579632j 0.0102402+0.00300402j 0.0139851-0.0122853j 0.0096552+0.0183835j -0.0171616+0.0132875j -0.00848567-0.0257382j 0.00477638-0.00184873j 0.00282296+0.0110212j -0.00984566+0.0107421j 0.00622913+0.0133977j 0.0184862+0.00532082j 0.0149527+0.0332897j 0.0223385+0.0144867j 0.0162716-0.00594977j -0.00444227-0.0164583j -0.00922931+0.00485247j 0.00282066-0.0139233j -0.00195767+0.049338j 0.00817349-0.0133361j -0.0071875+0.00233959j 0.0176562+0.00692489j 0.0206443+0.0323412j 0.0231054-0.00760747j -0.0202387-0.0229585j 0.00746155+0.00158638j -0.000476046-0.00469711j 0.00266746-0.034026j -0.0237809-0.00578633j -0.0103012-0.0130407j 0.00951905+0.000846403j -0.0199871+0.00452299j -0.0256929+0.0160244j -0.00668652-0.00676993j -0.00789271+0.00983872j -0.00195225-0.00462196j -0.00143359+0.000255526j -0.000179722+0.00362545j 0.00266484+0.0272985j -0.0237196-0.011078j 0.0344783+0.011456j -0.016467+0.00213411j 0.0105145-0.0113985j 0.0108148-0.000608579j 0.0144025+0.0145242j -0.0203328+0.0135066j -0.0102795-0.00948722j 0.037845+0.021709j 0.0131109-0.00823511j 
-0.0131926-0.0172888j 0.0189981-0.0112626j 0.00916657+0.0073196j 0.00522768+6.37134e-05j 0.0266549+0.011873j 0.0248687-0.0146116j 0.0112515-0.00152915j -0.0159294+0.0104429j 0.00546604+0.0172275j 0.00943256-0.0014081j 0.00297314+0.0166441j -0.00335712+0.0147916j 0.00284503-0.00512542j 0.0285795-0.00964033j 0.0032353-0.00303237j -0.005218-0.00300325j 0.00285277-0.00311691j -0.0101323-0.0126054j -0.000545698-0.00277441j 0.00216106-0.00375916j -0.00227683+0.000342863j -0.000478944-0.00353967j -0.00805982-0.00759838j -0.00130307-0.00542602j 0.0110605+0.0167221j -0.014451+0.00406759j -0.00191201+0.000137694j -0.0101195-0.0180044j 0.0129055+0.00286416j 0.0126434+0.0192251j -0.00723894-0.0234266j -0.00748911-0.00112548j -0.00977262+0.000265093j -0.0146014+0.00195759j 0.00946918+0.0114607j -0.00308908+0.00213808j 0.00264708-0.0110832j -0.0080246+0.00573345j 0.00135828-0.00623038j 0.00277982-0.0304101j -0.00447675-0.0136782j -0.00822767+0.0255384j -0.00167961-0.00759406j -0.00458966-0.0128702j 0.0015775+0.00138875j 0.00289894+0.0245087j -0.00628313+0.0029201j 0.000489362-0.00711554j -0.00200308+0.00612717j 0.00205466-0.0138951j -0.0145442+0.00368881j -0.0177445+0.0082078j -0.0100753-0.0134265j -0.00963282-0.00234055j -0.0030696+0.0137702j -0.0191327-0.00317458j -0.0142731-0.0139974j 0.0111484+0.00057341j 0.0202478+0.0114068j -0.0108994+0.0138603j -0.000746904+0.00712872j 0.0053163+0.00544039j 0.0116538-0.0240659j 0.00329863+0.00384939j -0.000185444+0.0139606j 0.000743536-0.00723482j -0.0123833+0.00201386j 0.0181598-0.000790301j 0.00789123+0.00297996j -0.00312616+0.00717601j 0.0260467+0.00457443j -0.00989897-0.0161832j 
-0.0244021+0.0340242j -0.0358669+0.0154123j -0.00903658+0.00977211j 0.0120278+0.00933015j 0.00448908-0.0048808j 0.0140798-0.0127093j 0.00970169-0.0117946j 0.0030058+0.0123159j -0.000793051-0.00312862j 0.00308937+0.00694411j 0.0074227+0.00304669j 0.00740717+0.0132624j -0.00474555+0.0138714j 0.00511115-0.000451388j 0.00343429-0.0089328j -0.00443389-0.0128744j 8.8915e-06+0.00261893j -0.00659765-0.00857052j -0.00500009+0.00559762j 0.000140564+0.000314152j -0.0143703+0.00673773j 0.00263649-0.0140471j -0.0159094+0.00378075j 0.0169165-0.0119285j 0.00640056+0.00297754j 0.00118175-0.000108596j -0.0233719+0.00193216j 0.0129292-0.00574682j 0.0343364+0.000587542j 0.00124587-0.0112952j -0.00249768+0.0245447j -0.0175634+0.0148637j 0.0452795-0.00622185j -0.0165188-0.0163221j -0.0260648-0.00917632j 0.0179363-0.0200383j -0.0441333-0.0305751j -0.00344201-0.0155837j 0.0035781+0.0070407j 0.0433412+0.00134173j 0.0168038-0.0203983j -0.0126968-0.0280783j -0.0214912+0.0200085j 0.0062394-0.0172145j -0.0225365-0.0323103j -0.0255344-0.0188143j -0.0042498+0.00936356j 0.00489904-0.0113128j -0.00372511-0.00546569j -0.0333535+0.00696725j 0.000594486+0.00961612j 0.00947986-0.021055j -0.00536226+0.00883707j 0.0209102+0.00449939j 0.0100268-0.00328218j 0.00303576+0.0195358j -0.00126494+0.0105262j -0.0218582-0.00866428j -0.0194366-0.00208394j 0.00518517-0.0039597j -0.00362172-0.00307604j 0.00854969+0.00924318j 0.000256402+0.0121757j 0.0063953+0.017749j -0.00183984-0.0197755j -0.0260265-0.00277639j 0.00675644-0.018662j 0.000890569+0.0096684j 0.00406029+0.0217416j -0.00640293-0.00662598j -0.00459946+9.97413e-05j -0.0169522-0.00703277j 
0.0198996-0.0217838j 0.0212929-0.00219632j 0.00922043-0.00198853j -0.0196265+0.00400833j 0.00237221+0.00310293j 0.0109298+0.000162668j 0.00923472+0.00943068j -0.0184593+0.0148383j -0.00335133+0.0156756j -0.00474093-0.00279515j -0.00448566+0.00660974j -0.00748194+0.0081342j 0.00462765-0.00240307j 0.0046556+0.00806719j -0.00128435+0.00872536j 0.00212942+0.00405004j -0.00100712-0.0110976j 0.000162431+0.0018659j 0.00490597+0.00432038j -0.00786364+0.0066893j 0.00844483+0.00349825j 0.000382126-0.000597377j 0.0146042+0.00487727j -0.00220987+0.00524547j -0.0122099-0.00543863j 0.00473486-0.00523548j 0.00713786-0.0121069j -0.0080469+0.00266623j -0.00958477+0.0255782j 0.00625739-0.00460695j 0.0105183-0.0141392j 0.0235285-0.00908922j -0.0144446+0.0181275j -0.00560909-0.00737693j 0.0090367-0.000493723j 0.0026524+0.00356692j 0.0117046-0.00680487j 0.0134014+0.0113323j -0.00106996-0.00501655j -0.013089-0.0121249j 0.00400371-0.00484347j -0.0135485+0.0351758j 0.00650246-0.0117473j -0.00634293-0.0122896j -0.00592124+0.00258094j 0.00113312+0.0218199j 0.0126411-0.000805816j -0.0132424-0.0112793j 0.00961427+0.0071433j -0.00533056-0.00971493j -0.00738637-0.0162744j 0.00475648-9.03395e-06j 3.19776e-05-0.0101664j 0.00528143-0.00764766j -0.00348871+0.00352842j -8.29142e-05+0.00553037j -0.00400206+0.00743006j -0.0079478-0.013716j -0.00676587-0.0203746j -0.00132448-0.00935816j -0.00359549+0.00209093j 0.0115242+0.0147079j -0.0141293+0.027814j 0.00725141-0.00237924j 0.0133303-0.00909993j 0.00482075+0.00521845j 0.0224949-0.0259449j -0.00940053-0.00134552j -0.0139671+0.000889661j -0.00621409+0.00926685j -0.0317569-0.00851338j 0.00429041+0.0213826j 
-0.024574-0.000631383j 0.00197874-0.0190541j 0.00492851+0.00536127j 0.00417088+0.00357404j 0.0100404-0.00721518j -0.00971366+0.000473095j -0.00250489-0.0152015j -0.00863116+0.0125909j 0.00497457-0.000697197j -0.00257291-0.00987077j -0.00262667-0.00124077j -0.00189903-0.000174265j -0.00563828-0.0139709j -0.00421528-0.000884163j -3.89932e-05-0.0011766j 0.00456112+0.00219613j 0.00290927+0.0117198j 0.00324963-0.000218049j 0.00311842-0.00726025j -0.00455031+0.000853237j 0.00551489-0.00951646j -0.00717475+0.00789829j 0.00883064-0.00728124j -0.00584052+0.00155189j -0.00615102-3.14125e-05j 0.00319637-0.00415785j 0.00819953+0.00121698j 0.00648954+0.00988118j 0.00543848+0.00193994j -0.0273859-0.00332611j 0.00893333+0.00785492j 0.00116665-0.0187893j -0.00148878+0.00722584j 0.0242201-0.0200102j -0.00965154-0.00300807j 0.0265236-0.00988738j -0.0210465-0.0281926j -0.0397971+0.0274147j 0.00220191-0.00629923j 0.0100399-0.0294365j -0.0151903-0.00292187j -0.0164923+0.0149124j -0.00158263+0.0101996j -0.0159837-0.0311434j -0.0108803-0.0203098j -0.0244631+0.015025j 0.00821987+0.00817753j 0.00445696-0.0070175j 0.00484129+0.00745688j -0.00587602+0.00211394j 0.0117959+0.0195448j 0.000993408+0.00325673j 0.0110801+0.00436639j -0.00661737-0.0180916j -0.00751695-0.0033685j -0.0051057-0.0151319j 0.00740301+0.00811625j -0.00208125+0.00228311j -0.00403484-0.00167536j -0.0188059-0.00566281j -0.0214149-0.000585448j 0.00504064-0.0174801j 0.0215327+0.0137639j -0.00753869-0.00212166j 0.0156065-0.00213718j 0.0280635-0.0276959j -0.00337897+0.000438078j -0.0121867+0.00547901j 0.00130708+0.000361224j 0.00612419+0.000596969j -0.00610267-0.0337869j -0.035778-0.00523727j 
