-0.0035108-0.00324596j 0.00319-0.00409378j 0.00054045-0.00515213j -0.00397718-0.001613j -3.78579e-05-0.00176184j -0.00233735+0.00258335j 0.0045407+0.00225467j -0.000617234-0.00401871j 0.000576035+0.000288197j 0.000190376+0.00134357j 0.00103492+0.00199155j -0.00593475+0.00159837j -0.000719946-0.00408519j 0.00185663+0.00248887j 0.0013682-0.000306214j -0.00121676+0.000164511j -0.000951044+0.00104612j -0.000547775-0.00027462j 0.00213723-0.00260951j -0.00145297-0.000517389j 0.000610813-8.63499e-05j 0.00163246+0.00123875j -0.000340376-0.00418838j 0.00221131+0.000336862j -5.58149e-06+0.00183872j -0.00164911+0.000247288j 0.00117641-0.000437841j 0.000449732+0.00030286j 0.00131781-0.000324545j 0.000203989+0.00144328j -0.00187592+9.81007e-05j -0.000679045-6.09665e-05j 7.30482e-05+0.00110928j -0.000936164-0.000124978j -0.0010232+0.000239639j 0.000500943-0.000484269j -0.00141333-5.5798e-05j 0.000648544+0.00112119j -5.13668e-05-0.000211925j 0.000589351+0.0011757j -0.000641531-6.22822e-05j -0.000271417+0.000848108j 0.000364967-0.000848477j -0.000297993-0.000404566j -0.000558231-0.0005611j 0.000701956+0.000628199j 0.000179416+0.00149704j 6.57788e-05-0.000323176j -0.000604364+0.000412508j 0.000152037+0.00060018j 4.95607e-05-0.00100972j -0.000724671+0.00107009j -0.000200421-0.000385526j 0.000718847-0.000892675j 0.00160213-0.000837603j -8.97789e-05+2.83945e-05j 0.000317171-0.000140389j 0.00312347+0.00330832j 0.00135245-0.00461616j 0.00132479-0.000954494j 0.000947035-0.00186469j 0.0034287+0.00265902j -0.00279442+0.00123366j -0.00184621+0.00270326j 0.00322428-0.000825018j 0.00248372+0.00379178j -0.00144504+0.000409395j -4.29026e-05+0.00361511j 0.00210616-0.00234067j 0.00225994+0.000504349j -0.00059343+0.00144796j 0.00200047-0.00122176j -0.00188303-7.27534e-06j 0.000400712-0.00377663j 0.00349286+0.00274028j 0.010538+0.00532162j 0.00533733-0.0117578j 
0.00303424-0.000267493j 0.00279756-0.000445343j -0.00336883+0.000321758j 0.000808504+0.00186951j -0.000240672-5.94074e-06j -0.00446107-9.96358e-05j -0.00134408+0.00028355j 0.00238668+0.00144549j 0.00149457+0.00412051j 0.00334343+8.39402e-05j -0.00166848+0.00286415j -0.00335798+0.0030283j -9.12562e-05+0.0026151j 0.00299712-0.00431137j 0.000913097-0.00207103j 0.00417524-0.00392986j 0.00241775+0.00292016j 0.000817705+0.00240328j -0.00187837-0.0036677j -0.00358784+0.00711543j -0.00182232-0.000728367j 0.000714603-0.00192089j -0.00516954+0.00398178j -0.00105883+0.000511162j 0.00314709+0.00267677j -0.00144212-0.00114998j -0.00112613+0.00700755j -0.00336623+0.00682528j 0.00032967+0.00358711j -0.00175851+0.00083576j 0.0013056-0.00144105j 0.00431032+0.00124104j -0.00296094+0.0015671j -0.00179031+0.00518981j -0.000976797-0.00227987j 0.00380399-0.00262036j 0.00181077-0.00230094j -0.00363662+0.00367585j 0.000999501-0.00438436j 0.000109378+0.00192291j -0.00240005+0.00283616j 0.00207075-0.00122206j 0.00209635+0.00283991j 0.00201823-0.0012857j 0.00270778-0.000594159j -0.000276643-0.00263321j 0.00179706+0.00331005j -0.000155527-0.00215927j 0.000115095-0.000127489j 0.000325607+0.0063742j 0.00422619+0.00102022j -0.001557-0.00196805j 0.00412076-0.003003j 0.00138972+0.00219048j -0.00526172+0.00168657j 0.0029285+0.00148932j 0.000825338+0.001953j -0.00386955+0.00141367j 0.000572189-0.00146536j -0.00213787+0.000427671j 0.00193212-0.00127126j 0.00116757-0.0017659j 0.00179895+0.00248894j -0.00063324+0.00332453j 4.04745e-05-0.00277566j 0.00131964-2.40189e-05j -0.000719532+0.00114318j -0.00147221+0.000580008j -0.000157403-0.000169153j -0.000443418+9.4105e-05j 0.000138409-0.00137522j -0.00129334-0.00120633j -0.000530565+8.53707e-05j -0.00188225+0.00159308j -0.000454451+0.00166951j 0.00149648-0.00262207j 0.000245085+3.18323e-05j 
-0.000761195-0.000121812j -0.000960649+0.0022482j 0.00116892-0.000128669j -0.00247045-0.00267459j -0.000681829-0.000984471j -0.00371952+0.000635998j -0.000599537+0.00297479j -0.00393856+0.000245378j -0.00359583-0.0020347j 0.00113862+0.00276747j 0.0018523+0.00396203j 0.00441355+0.0040007j 0.00306813-0.0027675j -0.000902023+0.00175402j -0.00172844+0.00223397j -0.000616605+0.00101113j 0.00143486+0.000382358j -0.00193683-0.00240899j -0.00165242-0.00374165j -0.00140171+0.0070781j 0.00397463+0.00228945j 0.00093549-0.00663167j 0.00764883+0.00283059j -0.00114993+0.000952829j -0.00199756+0.000874062j -0.000124786+0.00120774j -0.000841805+6.17747e-05j -0.00116402+0.00150806j 0.00381817-0.000369128j 0.004759-0.00169744j 0.00161026-0.000197517j 0.0043104+0.00124294j 0.00204546+0.00146783j 0.00261371+0.00123362j -0.000996396-0.00114663j 0.00258666-0.00372687j -0.00140874-0.00207246j 0.00182266+0.00213663j 0.000835544+0.000401061j -0.00240821-1.06373e-05j -0.00341664+0.000341723j 0.00245709-0.00217091j 0.00163897+0.000293079j -7.57479e-05-0.000512566j -0.000452451+0.00046262j -0.000463536-0.000273902j 0.0019152-0.00238462j -0.00212147-0.000306137j 0.000409724-0.000195924j -0.000884368-0.000221829j 0.000659182-0.00140333j 0.000379793-5.66644e-05j 0.00091726-0.00065594j -0.000770168-0.00197536j -0.00255328+0.00260444j 0.00191691-0.00367462j 0.00043641-0.000225483j -0.00147184+0.000136119j 0.000630414+0.00241554j 0.000331113+0.00197264j 0.00120397-0.00147886j 0.00047769+0.000138763j 0.000336811-0.00159419j 0.00111347+3.78173e-06j 0.00050393-0.000836988j 0.000840769+0.000522994j 0.000107046+0.00118472j -0.000814452+0.000692564j -0.00171862-0.000853113j 0.0010211-0.000462787j -0.00139821-0.00129444j -0.00100305-0.00141386j 0.000167383-0.000875559j 0.000958961+0.000485759j -8.23967e-05+0.000331543j -0.000642919+0.000122082j -0.00128481+3.36786e-05j 
2.29111e-05+0.00032055j 0.00387424-0.00302014j -0.00201563+0.00291064j -0.00061678-0.00138789j 0.000669676+0.00162285j -0.00287176-3.46747e-06j 0.00274138+0.000495682j 0.00270348-0.00218113j 0.00163018-0.00402495j 0.00294162-0.00355522j 0.00183041-0.000282662j 0.000187781-0.00028114j -0.00349512+0.00347362j 0.00345191-0.00547047j -0.00120373-0.00274395j 0.00359182+0.00307731j 0.00454227-0.00122264j 0.0036638-0.00313808j -0.00195258-0.005111j 0.00191374-0.00287614j 0.0024165-0.00327593j -0.00778835+0.00356927j -0.00179469-0.00153105j 0.00311974-0.0046938j 0.00391277-0.00180754j 0.00839204-0.000944184j 0.00128517+0.00484483j -0.000764972+0.00380616j -0.0037459-0.000425405j -0.00275612-0.00247612j -0.00211438-0.00193598j 0.00484198+0.000479938j -0.00223977-0.0019593j 0.00107182-0.00226345j 0.000448175+0.00081604j 0.000939142-1.63432e-05j -0.000426018+0.00305118j -0.0018862-0.0012772j 0.000156187-0.000101381j -0.0043429+0.000307091j -0.00271161+0.00202604j -0.0011214+0.00144532j -0.00148281-0.00140398j 0.000198386-0.0003145j 0.00170786-0.00060371j 0.00167942+0.00112391j 0.000569292+0.0022071j 0.00472185+0.0021264j -0.00180398+0.000519982j 0.00303707+0.00101041j -2.49661e-05+0.00136237j -0.00370507-0.000392509j 0.00174588+0.00168476j 0.00122415+0.00183686j 0.00346885-0.00259204j -0.000403212+0.000707391j -0.000369322-0.000359593j -0.000490661+0.0002155j 2.96372e-05-0.000722097j -0.000569981-0.000186586j -0.000697101-0.000409602j -0.00235589-0.000341396j -0.00208267+0.00103364j -0.00010438+0.00205647j -0.00221308-0.00292952j -0.00026924-0.000803817j 0.000150326-0.000736197j 0.00106562-0.000942212j 0.00124243-0.000963589j 0.000182065-0.00334708j -0.000362152+0.000404415j -0.00110477-0.000174842j 0.000302059-0.00170939j -0.00195471-0.000236258j -6.72883e-06+0.00113642j 0.000722544-0.000492896j 0.000844116+0.000766681j 
0.00022049-0.000912824j 0.00108211-0.0026687j 0.00208697-0.000541024j -0.00146752+0.000629551j 0.00198067-0.000638571j -0.00141195+0.0001929j -0.000760121-0.00156136j -2.10855e-05-5.01403e-05j 0.00102368-0.00040377j 0.00323069-0.00439225j 0.00165217-0.000975077j -0.000843391+0.00413421j 0.00101568+0.00349312j 0.00177376+0.00359294j -0.000322995-0.00354184j -0.000137603+0.000468739j 0.00134813+0.00109366j 0.00126864-0.00373305j -0.00447344-0.0019392j -0.00201492+0.00154838j 0.00299514+0.00145763j -0.00686694+0.000455857j 0.00135057+0.000719111j -0.00296803-0.00044394j -0.000330402-0.00303105j 0.00496248+0.00360531j 0.00142017+0.000211383j -0.00306299+0.0011681j -0.00376251+0.00409827j 0.00503163-0.000643452j -0.00241209+0.004863j 0.00319095-0.00199841j 0.00181433+0.000606748j 0.000362322+0.000418934j -0.000536543+0.00196878j 0.00208231-0.000636288j -0.00184409+0.000978997j -0.000434498+0.00325021j 0.00123571-0.00179159j -0.00218425-0.0023207j -0.000602964-0.00403311j 0.00244048-0.00310583j -0.00237201+0.000102591j -0.00081531-0.000506928j 0.00292402+0.000255698j 0.00390511-0.00174295j 0.00125021+0.00384796j 0.00159861+0.000936613j -0.00269002+0.00316676j -0.00251578+0.00281306j -0.00263903+0.00116942j -0.00344131-0.00135928j 0.00254246+0.000214997j -0.00187713+0.00142848j 0.00091593-0.00328642j 0.0017011-0.00087632j 0.000676697-0.000999822j 0.000127311-0.000818596j 0.00160559-0.00286693j -0.00170183-0.000977559j 0.000662882+0.000446109j -0.00147329+0.000182549j -0.00312739+0.000215061j -0.000115287+0.00321198j -0.00382122+0.00125768j 0.003739+0.000505616j 0.00210855+0.00188693j -0.00186282+0.000321746j 0.000506962-0.00112711j -0.00110212-0.000741877j 0.00052628-0.00152222j 3.46617e-05+0.000147941j -0.00281035+8.13197e-05j -0.000151387+0.0010116j 7.9057e-05+5.44059e-05j 0.000753315-0.000169076j 0.00262767+0.000569846j 
-0.0027329-0.000321325j -0.00338185-0.00173467j 0.00187132+0.00209299j 0.00129656-0.0010939j -0.00111624-0.00147305j 0.0014639-0.00216132j -0.00214611-1.33097e-05j -0.00226746+0.000759694j -0.00235257+0.00430561j 9.98955e-05-0.00428538j 0.00207286+0.000265323j -0.00284809-0.0040134j 0.00288902-0.00361805j -0.00412209+0.000481671j 0.00115982-0.00556616j 0.0037443-0.00486715j -0.00261195+0.00106114j -0.00500878+0.00365318j -0.00283096+0.00513286j 0.000974645-0.00691025j 0.0051732-0.00136146j 0.0064019-0.00295321j 0.0042007-0.0028999j -0.00252779-0.00268819j -0.00156399+0.000620511j -0.000877301+0.00220135j 0.00604398-0.00178817j 0.00242475-0.00548395j 0.00209551+0.00398457j 0.00127668+0.00189357j -0.000851372-0.00321814j -0.00088064+0.000215475j -0.00170529+0.00253355j -0.00258641-0.00272006j -0.00343707+0.00180538j 0.00144758-0.000770245j 0.00136408+0.000918312j 0.0021592-0.00484834j 0.00404247+0.00235967j 0.00494592-0.00607348j 0.00557966-0.00260571j 0.00145498+0.00292687j 0.00314171-0.00022777j -0.00546374+0.00278393j -0.00129663-0.000874402j -0.00074427+0.00219736j 0.00378026-0.00273104j -0.00430682+0.00146479j 0.00259339+0.00398236j 0.000452021-0.00128624j 0.00150617-0.000160521j 0.00155759+0.00305193j 0.000875524+3.60625e-05j -0.000290787-0.00149256j -0.00263015-0.00150417j 0.000891924-0.00102833j 0.000183447+0.00112535j -0.000420453+0.00106675j -0.00266892+0.00160143j 0.000434672+0.00322145j 0.000358493+0.00251792j 0.00199455+0.00216508j 0.000487912+0.000646549j 0.00176261-0.000932534j 0.000914778+6.55314e-05j 0.00247669+0.00037093j -0.00104287+0.000592275j -0.00431698+0.00041693j -0.00187385+0.000226284j 0.002168-0.00110307j 0.000236298+9.4032e-05j 0.000869465+0.000854813j 0.000557343-0.00138728j 0.00219195+0.000331313j -0.000712869+0.000617185j -0.00153477+0.00162348j -0.000410837-0.000901654j 
-0.00131139+0.000167061j 0.00343784-0.000960226j -0.000390681+9.72029e-05j -0.00291642+0.00146367j 0.00282726-8.89387e-05j 0.00151689+0.00127517j 0.00097846+0.00056927j 0.00225229+0.000320807j 0.000930152-0.000195253j 0.0038371-0.00265609j 0.00124563+0.00122168j -0.0013957+0.0024958j -0.000115621+8.74143e-05j 0.00394756-0.00691013j -0.00250739-0.00156348j 0.00589054-0.00344972j -0.0032568-0.00457577j 0.00265802-0.000800107j -0.00347397+0.00701147j -0.00221139+0.00185913j -0.00105936-0.00466047j -0.00163858+0.0042776j -0.00301071+0.00105008j -0.00245867-0.00193472j -0.00228429-0.000435048j 0.000608713-0.0078182j 0.000140492+0.000694743j 0.00314967-0.00086703j -0.00470242+0.00544296j 0.00247917+0.000619897j 0.00183925-0.00162095j 0.00641621-0.00821521j -0.00110496+0.00379362j -0.00175969-0.00321395j 0.000430971+0.0025116j -0.00062485-0.00277865j -0.00029065-0.00023623j -0.00423777+0.00265504j -0.000429026-0.000606081j 0.000253251+0.00445347j -0.000257788+0.000244901j 0.00434715-0.000387841j -0.0017112-0.00225119j 0.000353223+0.00161104j -0.000409017-0.000203958j 0.00191354-0.00100715j 0.000170133-0.00584921j -0.000762068-0.00157386j 0.00171448+0.00336315j -0.000730054-0.00193034j 0.00115142-0.00512545j -0.0018693+0.0032646j 0.000876956-0.00318164j 0.00183293-0.00170346j -0.000874665+0.00419774j 0.00199527-0.00213057j 0.00271139+0.00109223j 8.2865e-05+0.000154423j -0.00155549+0.00232257j -0.00162658+0.00223393j -0.000340784+4.14224e-05j -0.00151948-0.000795161j 0.0012497+0.000806397j 0.00324162-0.00190872j -0.0013293+0.000175893j 0.00116973-0.00100804j 0.0011871+0.000676306j -0.00352923+8.19219e-06j -0.00148456+0.00239036j 0.00216484-0.00339465j 0.000241562+0.000504096j -0.00298944+0.00109074j -0.00171079-0.00201867j 0.000269208+5.42541e-05j 0.000149605+6.2117e-05j 0.000952629-9.98931e-05j -0.000715513+0.00236993j 
5.15675e-05-0.00181619j -0.00214179-0.000564071j 1.7788e-05-0.000851598j 0.00139693+0.0011728j -0.00304305-0.000655967j -0.00255499+0.00184984j -0.00299249-0.00171043j -0.00254112+0.00370651j 0.0015794+0.00102139j -0.00262129+0.000148358j -0.000995662-0.00303799j -0.00253597+0.00235133j 0.000135512+0.000807223j -0.00419315-0.00225086j 0.000958366+0.000949046j -0.00074137+0.00208934j 0.00328836-0.00273101j 4.69427e-05+0.00223245j 0.00054366+0.0005491j -0.000201171-0.00456327j -0.00169413+0.00216052j -0.00121342-0.00121264j 0.00037547+0.00460646j -0.00378477+0.000424974j 0.00131651-0.000708188j -0.000801871-0.0046219j 0.00144034+0.00138679j -0.00148575+0.00279948j 0.00171571-0.0019158j -0.00069333+0.00338702j -0.0021838-0.000709354j -0.000564892+0.0027819j 0.000864007+0.00168238j 0.00104418-0.000894889j -0.00195326-0.00279654j 3.29384e-05+0.00207485j 0.00010149-0.00211936j 0.000248593+0.000285297j -0.00106562+0.000114052j -0.000326952+0.00151879j -0.000936434+0.000186919j 6.67143e-05-0.000424915j 0.00284869+0.00182953j -0.00234402+0.00038037j 0.00214833+0.00210636j 0.00196595-0.00239654j 0.00261959+0.000936688j 0.00222912-0.00438369j -0.00201197-0.00413023j 0.000260939-0.00185148j 0.00425728-0.000859207j -0.00321891-0.0021812j -0.000741198+0.00158949j 0.00162387+0.000752296j -0.00126918+0.00111218j 0.000613483+0.000928007j -0.00242763+0.00273793j -0.00187927+0.00104008j 0.00049725+0.00154916j 0.00115206-0.000792867j 0.00256352+0.000998201j -0.00158346+0.000256131j -0.000473017+0.00192341j -0.000956783-0.00132106j 0.00090435-0.000722724j 3.78001e-05+0.00187965j 0.000299453-0.00172299j 0.0017471-0.00220193j 0.000129227-0.00118105j 0.000868503+0.00140668j -0.000425644-0.00182388j 0.00185244-0.00165856j 0.000240018-0.000915488j 0.000224978+0.00201797j 9.41221e-05+0.000101429j -3.26999e-07-0.00205473j -0.00184542-0.000879868j 
-0.000818205+0.000283248j 0.00217031-0.00277568j 0.000897204+0.00101369j 0.000963367-0.00142272j -0.00195524+0.00210555j -0.00147642+0.00160933j 0.0035016-0.00342556j 0.00274158-0.00134482j -0.00203946+0.00190981j -0.00164334-0.000865384j 0.000556282-0.00180881j -4.42336e-05-0.000272317j -0.00469824+0.00298511j 0.00216464-0.00109344j -0.00238442-0.00711171j 0.00429562-0.00787971j 0.000904754+0.000993801j -0.000890885+0.00211573j -0.00110493+0.00406892j -0.00230261-0.0026337j 0.00353014-0.00442091j -0.00416453-0.00372612j -0.0011474-0.00282777j -0.000380463-0.00118096j -0.000469914-0.000857846j -0.00128656+0.00462871j 0.00309717-0.00291881j -0.00582769+9.54012e-05j 0.000704997+0.00293575j -0.00137422+0.000672949j -0.000236482+0.00128513j -0.000243574-0.00218651j 0.00272407+0.000363918j -0.00188815+0.000557282j 0.000457692+0.00176828j 0.00542699-0.00214038j 0.00305516-0.00160903j -0.00295767+0.00071826j 0.00343277-0.0019208j -0.00292308-0.00510032j -0.0012541-0.00404513j 0.0027525-0.000350737j 0.0015655-0.000764847j -1.92293e-05+0.00258118j 0.00295097-0.000516525j -0.000674969+0.00134124j -0.00216236+0.000250934j 0.00510383+0.00314702j -0.00167164+0.00247206j -0.000139091-0.000621537j -0.00169867-0.00214778j 0.000431099-0.0010886j 0.00374707-0.00149954j -0.00138995+0.000426969j -0.00215041+0.00276461j -0.000785307-0.00130394j -0.000457615-0.00102531j -0.00365026-0.000648279j -0.0028717+0.00297297j 0.00300655-8.7108e-05j 0.00168781-0.00113262j 0.00342008-0.00179105j 0.002045-0.000995356j -0.000548177-0.000971503j 0.00138929+0.00052274j -0.00148538-0.00176433j 0.000579914-0.0017185j -0.000833013+0.000739036j -0.000626566+0.00124786j 0.000379303-0.00520796j 0.000260035-0.00158479j 0.00205164-0.000577833j -0.000843192-0.00181946j -0.00129541-0.000185224j -0.00143013-2.13986e-05j 0.00225101-0.0010647j 0.000262092+0.000416514j 
0.000632181+0.00167698j -0.00142369+0.000780625j -0.00365741+0.000664204j 0.0005878+0.00254595j -0.00119766-0.00197786j -0.00469871-0.00253811j -0.00182089+0.00205902j 0.000428288-0.00265087j 0.00220942+0.000744411j 0.00297163-0.000851924j 0.000350961+0.000288501j -0.000395632-0.00196331j -6.28676e-05+0.00265438j -0.00295159+0.00394608j -0.000687459-0.00121168j -0.000702512+0.00243823j 0.00389517+0.00413667j -0.00412567-0.00246566j 0.00271992-0.0012472j 0.0046143+0.00155459j -0.00159322-0.00469425j 6.13721e-05+0.00355371j -0.00123256-0.00392661j -0.00220428-0.000890929j -0.00021534-0.000803964j -0.000727989-0.0003399j 0.00664376+0.00295452j 0.001477-0.00130645j 0.00336379+0.00665889j -0.00214213-0.000621661j 0.00153547+0.000656654j -0.00199276+0.000310873j 0.00120511+0.00031304j -0.000915931-0.000579488j -0.000625349+0.00200407j -0.00453555-0.00115354j 0.00112634+0.00270109j 0.000943405-0.00158828j -0.00144093-0.000460098j -0.00139981-0.00427746j 0.000105459-0.000279232j -0.00124977+0.00223418j 0.0020089+0.000129068j -0.00154485-0.00153348j -0.000808852-0.00173108j 0.00145201+0.000542418j -0.00131987+0.000890321j 0.00122925+0.0025608j 0.00104199+0.00310367j -0.000748653+0.00214604j -8.40736e-05+0.00288176j -0.000693637+0.000580912j -0.00187952-0.00203542j 0.00147722+0.00373294j 0.000438066-0.0049872j -0.000607535-0.00178967j 0.000551709-0.00299619j 0.00195494-0.0015632j -0.000418383-0.00400053j 0.00020724-0.000757118j -6.83206e-05+0.000483597j -0.000762265+0.000838305j -0.00168308-0.00117912j 6.59112e-05+0.001696j -0.00163018+0.00245573j 0.00126729+1.30818e-05j -0.000904599+0.00171356j -0.000205688+0.00174265j 0.00233161+0.000734739j -0.00176522+0.00067476j -0.00135617-0.00110097j -0.00182493+0.00103403j 0.000677485+0.00202486j 0.00030695-0.00185221j 0.00114094+0.000487062j -0.000359981+0.000945072j 0.000342719-0.000658395j 
0.00076684+0.000996793j 0.000298306+0.00245087j -0.000881442+7.29671e-06j 0.000712399-0.0018665j -0.00053326+0.00120253j -0.000932821-0.00167213j 0.000511489+0.0018133j 0.00163897-0.00229246j 8.54705e-05-0.00057839j 0.00179564-0.00285744j 0.00187987-0.00493458j -0.000961121+0.00205862j 0.00151602-0.00378029j 0.000150344+0.00313166j 0.00434155+0.00171269j 0.00301268+0.00252397j 0.000417037-0.00506408j 0.00268479+0.00151612j -0.00123934-0.00480654j -0.00188172-0.00310418j 0.00379581+0.00078643j 0.00157242-0.00371877j -0.00118361-0.00285145j -0.000231488+0.00148419j 0.000830192+0.0014008j 0.00373724-0.00358096j 0.00305693-0.00622311j 0.00231786-0.00566561j -0.00356909-0.00214956j -0.00042709+0.000582348j -0.00222211+0.000875122j 0.00350072+0.0028029j -0.00419644+0.00146399j -5.61239e-05-0.00103086j -0.00192246-0.00403286j 0.00173163+0.0022436j -0.00191431+0.000743147j -0.000344202-0.00215807j 0.000354847+4.72976e-05j 0.000605068-0.00048588j 0.00153513-0.00282514j -0.00039336-0.000589273j 0.000187329+0.00298373j -0.00105701+0.00209987j 0.000246209+9.69106e-05j 0.000770523-0.00271701j 0.00442521-0.00245266j -2.5199e-05-0.00197144j -0.00123621-0.00389964j -0.00110346+0.00317087j 0.00305051+0.00130406j -0.00141305-0.000977347j 0.00269757+0.00370603j -0.000692569+0.000792759j -0.00399687-1.85273e-05j 0.0044482+0.00319987j 0.000736425+0.00375312j -0.000477892-0.0018925j -0.00181029-0.000264086j -0.00232805+0.000186477j 0.00291407+0.000151538j 0.000951559+0.00141155j -0.00205665+0.00241271j 0.00303912+0.00130017j -9.97636e-05-0.000544223j 0.000382975+0.00121108j -0.00124843-0.000125331j -0.00269522-0.000919242j 0.00151192-0.00136379j 0.0001924+0.00216663j 0.00303653-3.03554e-05j 0.00105577-0.00284646j 0.00113255+0.000106992j 8.43319e-05+0.000176799j -0.00307046+0.000815851j 0.00113041+8.93855e-05j -0.000822762-0.000498358j 
-0.00019936-0.000106457j 0.00189096+0.000977855j -0.00389105+0.000100662j -0.00103102+0.00300717j -0.00116558-0.000553966j -0.00259003-0.000792261j -0.000349463+0.000225566j -0.00138246+0.00163252j 0.00157282+0.0016332j 0.00215302-8.46524e-05j -0.00114928-0.00104349j 0.000312687-0.0033417j -0.000894828-0.00186943j 0.00109395+0.000235663j -0.00337502+0.00245107j 0.00179567-0.00318073j 0.00292337-0.000213959j 0.000919638+0.00864795j 0.00243276+0.00256118j 1.32264e-06-0.00626286j -0.00172832-0.00114684j 0.00333828-0.00754314j 0.00318194-0.000857602j -0.00213412+6.62902e-05j -0.000453023+0.00505174j -0.00385577+0.00177527j -0.00409645-0.00506543j -0.00478872-0.00468773j 0.00359306-0.00422465j 0.00323334+0.00335312j -0.00264578-0.00629022j 0.000825704+0.00236868j 0.00264068+0.00258327j -0.00233047-0.00250249j 0.00159443+0.000714187j 0.000308612+0.00222275j 0.00119702-0.00291493j -0.000118771-0.00282763j 0.000165984+0.00258231j -0.00339675-0.00405925j -0.00294023-0.00340905j 0.0015278+0.00170297j 0.000133265-0.00278622j 0.00188911+0.00527259j 0.000200526+0.00322789j 0.00262529+0.00104456j -0.000963116-0.00150849j 0.00264031+0.00130764j 0.00363389-0.00393805j -0.00194028-0.00458001j 0.0010262-0.0029929j -0.000108709-0.00183437j -0.00121169+0.000633267j 0.00176585-0.00316103j -0.000773067+0.00260807j -0.00136044+0.000261793j -0.000346863+0.0015806j -0.00137608+0.000716791j 0.000482573+0.00512848j 0.000873469-0.000255748j 0.00234557+0.00263892j -0.00321968-0.00204429j 0.00120094-0.00198218j -0.00232364-0.0043801j 0.000543603-0.00169102j -0.000822398+0.0014593j -0.00128356+0.000588493j 0.000566747-0.00102923j 0.000320644+0.000616886j 0.00164003-0.00190988j -0.0010725-0.000190612j 3.18716e-08-0.000183498j 0.000317881-0.00138581j -0.000889888-0.00260229j 0.0017466-0.000215574j -0.000308811+0.000167905j -0.00154452+0.00171314j 
0.000790484+0.000153129j -0.00022701+0.00311028j -0.00230443-0.000373933j -0.000638977-9.92652e-05j -0.000731656+0.00115416j -0.00152938-0.00199916j 0.00119278-0.00116361j 0.00056058-0.00155836j -0.00177648+0.00156658j 0.000282763+0.00416304j -0.00268433-0.00119012j 0.00233491-0.00205159j -0.00305311+0.00632175j 0.000718885+0.00128261j -0.00105395-0.000941054j 0.00553313+0.00114435j 0.00197953+0.00266372j -0.00374332-0.000352552j -0.00139028+0.000963756j 0.000780668-0.00224283j 0.00193655-0.00466014j -0.0011062+0.00560316j -0.000456114-0.00445556j -0.00106713-0.00244435j -0.00287196+0.000683784j -0.000533147-0.00383354j 0.00334254-0.000555565j -0.000836892-0.00279143j -0.00253221+0.00360755j -0.00325743+0.00406297j 0.00417394+1.79369e-05j 0.00113055+0.00389367j -0.00228308+0.00292553j -0.000776829-0.00185326j -0.000505176-0.000612673j 0.00295118-0.00200725j 0.00277702+0.000174841j -0.00100182-0.00145316j 0.00149352-0.00229255j 0.00251593-0.00375124j -0.00149926-0.00153699j -0.000291096+0.00200637j 0.000912077+0.000275378j -0.000781339+0.00243912j 0.00115669-0.0021122j 0.00221638-0.000205805j -0.00297657+0.00245906j 0.00369534-0.00364833j -0.00269122+0.00301508j 0.00380547-0.00202434j 0.00149693+0.00103181j -0.00109023+0.000346732j 0.00180113+0.000943976j 0.00365316+0.00141412j -0.00233545-0.00141889j -0.000100231+0.00104307j -0.00138816+0.00179511j -0.00206369-0.000421344j -0.00336787+0.00285931j 0.00036098-0.0018937j 0.000526292+0.000565653j 0.00198286-0.000626533j 0.00255072+0.00113763j -0.000425794-0.000325925j 0.000424948+0.000101426j -0.00314996+0.000829926j -0.00115459-0.000703376j 0.00211931-0.000796695j 0.000113491-0.00152698j 0.00146095+0.00165001j 0.000744551-0.000473509j 0.00132522-0.001683j 0.00202077-0.000965775j 0.000100147+3.27993e-05j -0.000475053+0.000833476j 0.000156554-0.000411553j -0.00298427-0.000341978j 
