-0.000997583-0.00153218j -0.0015814+0.00129149j 0.00107634+0.00347868j -0.00344173+0.000590906j 0.000923173+0.00129448j -0.00223797-0.00213125j -0.00215394+0.000993936j -0.00209555-0.000241211j 0.00019519-0.000271708j -0.00131004-0.000234513j 0.00134367-0.00284785j 0.000435417-2.90009e-05j -0.00153413+0.00242489j -0.000176453+0.00166412j -0.00152317+0.000363848j 8.89108e-05-0.00176972j 0.00160434-0.000746771j 0.00222339+0.00269336j -0.000899096+0.000312177j -7.93407e-06-0.000416058j -0.00178886+0.000510239j -0.001833-0.000348305j 0.00158425+0.00104626j 0.0020804+0.000562409j -0.000972312-0.000374928j 0.00142073-0.000200843j -0.00213592+0.000335533j 0.00160153+0.00191903j 7.6307e-05+0.00169589j 0.000130198-0.000674579j 0.00112902-6.72713e-05j -0.00180056+0.000148432j -0.00228713+0.000455528j -0.00162856+0.00168868j 0.000124298+0.000309598j -0.000351497+0.000337974j -0.00142932+0.000564236j 0.0023351+0.000712638j -0.000579028+0.00140993j -0.00348508+0.00256319j -0.00185579-0.00076124j 0.000984736-0.000123581j -0.00127118+0.00221663j -8.09646e-05+3.90596e-05j 0.00107176-4.67589e-05j -0.00168815+0.00108372j -0.000844787-0.00106199j 0.00097979-0.000263169j -0.000408266-0.000144232j 0.00131941+0.00118152j -0.00126817+0.00192024j -0.000227006-0.00188522j -0.00110505-0.000355849j -0.000862398+0.00143054j 0.00101729-3.74787e-06j 0.000520168+0.00222841j -0.000287319+0.000157045j -0.00194436+0.00135648j 0.00201943-0.000590906j -0.000367297-0.000459858j -0.00118931+0.000333852j 0.0012644-0.00223699j -0.000765657+0.000288814j -0.00119293-0.00366304j 0.000883131+0.00227928j 0.00077915-0.00250639j -0.00147565-0.00475228j -0.00446228-0.00214835j -0.00548143+0.00222598j 0.00108964+0.00540727j -0.013334+0.00492268j -0.00503129-0.0131515j 
-1.12509e-05+0.00279721j 0.00287637+3.8194e-05j 0.000997761-0.00326261j 0.00357492+0.00152211j 0.000672143-0.000140971j -0.00413312-0.000736651j -0.00157844+0.00444867j -0.00103816+0.00023469j -0.000867323-0.00329672j -0.00250935+0.00117421j -1.92817e-05+0.00229363j -0.00130506+0.00148313j 0.00189458+0.000391734j -0.0010669+0.00283595j 0.000491998-0.000517565j 0.00175721+0.00216933j -0.00155253+0.00216777j 0.00060588-0.000175707j 0.00554211-0.00147235j -0.00242599-0.000340712j 0.00136029+0.000636684j 0.000657995+0.004944j 0.00183337+0.00435238j 0.00127511-0.00225741j 0.00106497+0.00253186j -0.00104519-0.00121375j -0.00440534-0.00261039j -0.00467722+0.0044018j 0.00183635+0.00275611j 0.000670478-0.00243607j -0.0025756+0.000540107j 0.00292929+0.00255265j 0.00197524+0.000611234j 0.00474993-0.00324016j 0.00438661-0.00130966j 1.66377e-05-0.00399461j 0.00165402+0.000824133j -0.00226002-0.0041466j -0.00170245-0.0012401j -0.000409624+0.000792295j 0.00156155+0.00351031j 0.00216575+0.000886497j -7.74706e-05-0.00153886j 0.000311129+0.000572655j -0.00274608-0.00101571j 0.00111564-0.000688518j 0.000136709-0.00204985j 0.00109015+0.00160353j -0.0018265-0.00134807j -0.000420725-0.000154253j 0.000780283-0.00430926j 0.00229996+0.00253951j 0.00154498-0.00135293j 0.00144683-0.000527123j -0.00105634-0.000415556j -0.00285862-0.000529537j 0.000499195+0.000917217j -0.00190763-0.000620093j 0.000170156-0.00158429j 0.00426972-0.00114346j 0.000115211-0.00114644j -0.00160984-0.00153536j -0.000157719+0.00252295j -0.000169142-9.80415e-05j 0.00214172-0.00175394j 0.00311353+0.000133099j -0.00292222-0.00231981j -0.000617377+0.00386295j -0.00130673-0.000784186j -0.000420556+0.00210659j 0.000457619-0.000323111j 0.000347245+0.000362668j 
0.00296203-0.00145312j -0.00134018-0.00265632j -0.00364899+0.00214665j -0.00215326-0.00338213j 0.00146686+0.00041126j -0.00407149+0.00027367j -0.00117512+0.00264951j -0.00106456+0.000466762j -0.00120643-0.000748747j -0.000140985+0.00140985j -0.00043728+0.00090777j -0.000734067+4.63339e-05j -0.000566149-0.000948295j 0.00339155+0.00096161j 0.00203479-0.000972484j -0.00027437-0.00148818j -0.00139604+0.00027266j 0.00117195+0.00182853j 0.00193711+0.00110886j -0.00144224-0.0015084j 0.00042332+0.00264758j -0.00141632-4.34505e-05j -0.00123546+0.002563j 0.00228876-0.00173134j -0.00145723+0.000710328j 0.00136039+0.000890126j -0.00132774-0.000510792j -0.00125864+0.00235706j 0.000220898-0.00124315j 0.0001637-0.0018559j 0.000209241+0.000476255j -0.00178775+0.00170354j -0.00106762+0.000859156j -0.000841305+0.0019613j 0.00344434+0.00164731j -0.000116842-0.0013367j -0.00139418-6.8849e-05j 0.00174791-5.38008e-05j 0.000160463+0.00233913j -0.00219127+0.00126355j -0.000704462+0.00197716j -0.000558169+0.000719015j -0.00214994+0.00100014j 0.000995391+0.00121058j 0.000668652-0.00139864j 0.000648313-0.00219208j 0.000573141-0.000606291j 0.00244652+0.000685651j -0.00154631+0.0008602j 0.00219274+0.000750117j 0.000749264-6.9514e-05j -6.66932e-06-0.000777069j 0.000296427+0.00106279j 0.00262186+0.000675473j -0.000545113-0.00283898j 9.62614e-05-0.000278074j 0.000399849+0.000333835j 0.000257462+0.0014972j 0.000947517-0.0017239j 0.000781328+0.000570623j 0.00114484-0.000967312j -0.00177873-0.000564538j 0.000772993+0.00257288j 0.00188674+0.000332018j 0.00274654-0.000379631j 0.000969494-0.00024027j -0.00162749-0.00146812j 0.00156764+0.00215539j 0.000958511-0.00358428j -0.00296222-0.000389258j 0.0015605-0.00170906j 0.00163823+0.00169937j 
0.00123598+0.000592277j 0.000809264-0.00116597j -0.00252877-0.00178342j 0.00213867-0.00175186j 0.00338674-0.003775j 1.80536e-05+0.0034555j 0.00123858+0.00101645j -0.000627724+0.00102193j 0.00188322-0.00313227j -0.00190329-0.00110723j -0.00186014-0.000650593j 0.00369422+0.00108451j -0.00348115+0.000566726j 0.00369695+0.000485048j 0.00451204-0.0035043j 0.00408086-0.000163128j 0.00156571+0.000181961j 0.00065586+0.00193844j 0.00231261+0.0006985j 0.00185916-0.00161651j 0.00219314-0.00343856j -0.000319367-0.00164754j -0.00475188+0.00126197j 0.000325192+0.00171125j 4.59164e-05-0.000190657j 0.00166256+0.000860775j -0.00290722+0.00342783j 0.000326983+0.00150759j -0.00101587-0.00385005j -0.00123058-0.00291852j 0.0009785-0.00156541j -0.00305109+0.0023088j -0.000791008+0.000801111j -0.00410713-0.000536048j 0.00139837+0.00320863j 0.00261521+0.000376886j -0.00318332+0.000263569j 0.00283842-0.000816915j 0.000327158+0.000893293j -0.00171795+0.00104324j -0.00214705+0.00295829j -0.000309816-1.18049e-05j -0.000661727+0.0005135j 0.00194367-0.00021335j 0.000813971-0.00163131j -0.00053477+0.00172281j -0.00123304+0.00323497j 0.000549869-0.00111694j 0.00074715+0.00130956j 0.00103343+0.00149765j 0.00273451+0.00187306j -0.00281999+0.0013932j 0.000725198-0.000503038j -0.00115575-0.00267322j -0.00070137-0.000376942j -0.000168491-0.00132393j -0.000476078-0.00164246j 0.00175821+0.000124748j -0.00174909-0.000763319j 0.000117222+0.00104123j 0.00425258-0.00268306j -0.00108241-0.000250575j 0.00255984+3.10953e-06j 0.00218023-0.000295989j 0.00109965-0.000661238j 0.000780395-0.00167027j -0.00271611-0.000607162j 0.00137508+0.00154722j 0.00120996-0.00102135j -0.000314653-0.00131297j 0.00187698+0.00104344j -0.000956653+0.0019429j 
0.00101781+0.00196461j 0.00222061-0.001051j -0.0023819-0.00019106j 0.00073873-0.00178396j -9.88148e-05-0.00455927j 0.00309277-0.000660696j -0.0025152-4.65222e-05j -0.00120177-0.0014587j 0.000293363-0.00283196j -0.00214749-0.00132233j 0.000158321+0.000977761j 0.000372307-0.00106478j 0.00174551-0.00144523j 0.000891626+0.00113885j 0.00149056-0.000360453j 0.000184725+0.00161473j -0.0017911+0.00224189j -0.00186421-0.000617852j 0.00153014-0.000770195j -0.00155379+0.00175775j 0.00257458+0.00163956j 0.000537377+0.000407562j 0.00133846+0.00284478j 0.000144033-0.00098646j 0.00154729+0.00120564j 0.00235768-9.22823e-07j -0.000823792-0.000292913j 0.000956108+0.00139455j 7.80745e-05-0.00230405j -0.000596123+0.000462604j -0.00159275+0.00041154j -0.00146029+0.000817681j 0.000685509-0.000322771j 0.00151412-0.000769727j 0.000614117-0.000991253j -0.00143027-0.000792422j -0.000166267-0.00324884j -0.00197245-0.00104947j -0.0015489-0.00194047j -0.0025182+0.0023646j 0.0014079+0.000897238j 0.00137803+0.000667635j 0.000258655-0.000682789j 0.0013201+0.000387578j -0.00111528-0.00159586j -0.00124414+0.00107777j -0.000925152+0.000596061j -0.000207791-0.00106882j 0.000548908+0.00120654j -0.000711992-0.000113375j 0.00042961+0.00100028j -0.00110412-7.05914e-05j 0.000789525-0.000941366j -0.000466396-0.00232143j -0.00155463+0.00132015j -0.00066155-0.000848326j 0.000474763-0.000901638j 9.07072e-05-0.000371904j -0.00275404-0.00060904j -0.000103253-0.000558532j 0.00250913+0.000283429j 0.000172475+0.000194358j 0.00147408-0.00156102j 0.00069397-0.000835703j -0.000358272+0.00231817j -0.00227634+0.000883426j 0.000390695+0.00091864j -0.000987193+7.39174e-06j 0.00133062-0.000806186j -0.000865179-0.0013315j 0.000376804+0.00136845j -0.00118163+0.00041108j 
0.00107697+0.00515734j 0.00523363-0.0012029j -0.00071134-0.00265067j 0.00191084+0.000327037j 0.00373959+0.00359932j -0.00525063+0.00516724j 0.00261609+0.00337447j 0.00153769-0.00128889j -0.000535104+0.00189253j 0.00328789+0.00147878j -0.00291086+0.00150691j 0.00044876+0.00288134j 0.00281025+0.00136213j 0.00141224-0.00134649j -0.00223596+0.00397081j 0.00149834-0.00221885j 0.000825287+0.00138697j 0.0018394+0.00111564j 0.000516432-0.000115579j 0.000963274-0.000924396j 0.000870171-0.00116707j 0.000833476-0.00149623j -0.000773031+0.000507605j 0.000928148-0.00131196j -0.00188825+0.000414353j -0.00248587-0.00114505j 0.00268352-0.000643741j -0.00163872-0.0019249j -0.00310845-0.000285263j 0.00291337-0.00108159j 0.000110001+0.00107658j 0.00442605+0.00216188j -0.000184597-0.00151284j 0.00210189+0.00149783j 0.0019771+0.000852866j 0.00293014-0.00173165j 0.000847456+0.0023131j -0.00360516-0.00177471j 0.00120515+0.00189969j 0.00426013-0.00360797j 0.00138727+0.000710628j -0.000682561-0.00151463j -0.00163416+0.00110683j -0.00170095-0.00157395j -0.00272011+0.000346765j -3.00837e-05-0.00126474j 0.00439286-0.00267253j -0.000386084+0.000458187j -0.000689476-0.00298559j 0.000922141-0.000474847j -0.000500147-0.00452901j 0.0016431+0.00313374j 4.50003e-06+0.00110433j 0.00151482+0.00296617j -0.00174097-0.00134961j -0.000985293+0.00257548j -0.00404554-0.000957391j 0.00179744-0.00241415j 0.00110617+0.000232927j 0.00208885+0.00188187j -0.00336921+0.000706117j -0.00120242+0.00393923j -0.00228749+0.00255697j 0.00137989+0.00330212j 0.0016288-0.00147655j 0.00234243+0.0021788j -0.00118896-0.000474268j 0.000159352+0.00427536j -0.00134048-0.000378837j 0.000299005+0.00225588j 0.00049035+0.00141846j -0.00132837+0.000263996j 
0.00159722+0.00158591j 0.00156085-0.00135373j 0.00235003+0.00406865j -0.00458278+0.00349325j 0.00430478-0.000335332j 0.00300149-0.00151424j -0.00406841-0.00379654j -0.00143393-0.00378164j 0.000148585+0.00163365j 0.000629869+0.00135183j -0.00570085-0.00281966j -0.00057137-0.00372288j 0.00252531+0.000197762j 0.00253947+0.000963808j -0.00223567+0.0069902j 0.000418363-0.0023987j -0.0018134+0.0018393j -0.000470122+0.00107913j -0.00272885-0.000551192j -0.000409309+0.00252822j -0.00174546+0.00228429j 0.00175237-0.00188963j 0.00535981-0.00104028j 0.000704144+0.00184483j 0.00188476+0.0015419j -0.00134555-0.00260646j 0.00148468+0.00162623j 0.00179092-0.00233836j -0.00136464-0.000420785j 0.000497262+0.00217708j -0.00102921+0.00305727j -0.00136318+0.00015735j -0.000815873-0.00188336j 0.00238855+0.000834224j 0.00203957-0.00418338j 0.000260582-0.00268811j 0.000799463-0.00152295j -0.000361801-0.00235154j -0.00144159+0.00183311j 0.00448682+0.00250386j 0.00205968-0.00073387j 0.000182751-0.000614361j -0.00147437-0.000335072j 0.000947725-0.000167171j -0.00232451+0.00236096j -0.00200722-0.00413133j 0.00480288-0.00211572j -0.00169875-0.000963288j -0.00161931-0.00244391j -0.00360126-0.00333974j -0.00395072-0.00189809j 0.000203831-0.000637444j -0.00243446+0.0024953j 0.00165902+0.00359303j -0.00368384+0.000129402j 0.00186432+0.00318843j -0.00153702-0.0030663j 0.00344527-0.00334969j -0.000152022-0.000380323j -0.000858897+0.000758295j -0.00542754+0.00556928j 0.00201286+0.00407706j -0.00381939-0.000312979j -0.00125566+0.00327308j 0.000707423+0.00186042j -0.003004+0.00418573j 0.00329383+0.00289904j 0.000854466+0.00147993j -0.000974609-0.000175287j 0.000179355+0.00215112j 0.000165429-0.00146088j 0.00133567+0.000115923j 
0.00442555+0.00118764j 0.00129929-0.00438824j 0.00212026-0.000261614j -0.000873734+0.00209783j 0.00260255+0.00199969j -0.00237753+0.0032366j 0.00108941-0.000301399j 0.00295115+0.000146252j 0.00378769+0.00115367j 0.00373279-0.00278453j -0.00229913+0.00170756j 0.00128525-0.000159698j -0.00241291+0.00907387j -0.000520837-0.00330342j -0.00364983-0.00551363j 0.000840886-0.00175133j 0.00646764+0.000141201j -0.00102904+0.00340946j 0.000196607-0.00025613j 0.00528043+0.000274873j 0.00204352-0.00368271j 0.000725546+0.00279988j -0.00439461-0.00313081j -0.00261601+0.00549548j -0.000157475-0.00281704j -0.00210924+0.00263742j -0.000222074+0.00275129j 0.000644744+0.00267991j 0.00147724-6.11418e-05j 0.00168508-0.000306855j 0.00458402+0.00313946j 0.00044044+0.00181708j -0.00237297-0.00158603j -0.00333414+0.000440663j -0.00245701+0.00447102j 0.0011979+0.00256069j -0.000825302+0.0052993j -0.00198128-0.000489558j 0.000592125+0.000522105j -0.00169949-0.000537211j -0.00196049+0.00250543j -0.00203595-0.00418536j 0.000515932+0.00494012j -0.000171498-0.00339838j -9.65083e-05-0.00053069j 0.000532724+0.00400306j 0.0014947+0.00131325j 0.00170528+0.000727966j 0.00089366-0.00148359j 0.00257809+0.0015476j -0.00143473+0.00257672j -0.00223892-0.0014576j -0.00271659+0.00142032j -0.000242347-0.000259016j 0.00349663-0.000974975j 0.00260697+0.00379723j -0.00388655+0.000387169j 0.00329749+0.0012734j 0.00422139+0.00204458j -0.00476005+0.00429667j -0.00266343+0.00112039j 0.000368692+0.00352186j -0.00159287+0.00200934j 0.00207238+0.00155517j -0.000124974-0.00398163j 0.00112326-0.000464611j 0.000565831+0.00101425j 0.00287172-0.00423122j -0.00186616-0.00103169j -0.000681048+0.000821784j 0.000463069+0.00261187j -0.00252466+0.00064999j 
0.00130552+0.00171374j 0.00194319-0.00134698j -0.00266537-0.00414191j 0.00369146-0.00364582j -0.00499679-0.00154036j 0.00318659-0.00160796j -0.000195109-0.00386871j 0.00363384+0.00104625j -0.000321354+0.00573864j 0.00561747+0.000135407j 0.00228882-0.00114487j 0.00112211+0.00260491j 0.0065299-0.00526909j 0.0057273+0.00472971j -0.000239884+0.00294495j 0.001144-0.00410454j -0.00421789+0.00128904j -0.00217699-0.0028188j -0.00415088+0.00207015j -0.00278167+0.00237724j 0.000560205+0.00358525j 0.00252195-0.0039854j 0.0033142+0.000379565j 0.0030015-0.00707668j -0.0050932+0.000196805j 0.00298108+0.00181197j 0.00691794-0.000901487j -0.000552736-0.00302767j -0.0033227-0.00522365j 0.00137455+0.00494215j -0.000856693+0.000405262j 0.000249012-0.00268962j 0.000489931+0.00127248j 0.000986268+0.00665682j -0.00212164-0.000702853j -0.00309074+0.000499523j 0.00123475-0.000799501j -0.000769627+0.00146073j 0.00207017-0.000619085j 0.000531934-0.000287565j 0.00101215-0.00123601j 0.0024434+0.000807268j -0.000235691-0.00130016j 0.00131789-0.00598029j 0.00213883-0.0016983j -0.0031319+0.00188404j -0.000809982-0.00303458j -0.00205731-0.0013798j 0.000941778-0.00121716j 0.000498699-0.00139291j 0.000417391-0.000989785j 0.00467985+0.0026433j 0.00278773-0.00186329j -0.00185509+0.00276274j -0.000224141+0.00149156j 0.00235581+0.000509106j 0.00079635+0.000820906j -0.00213314-0.00152096j -0.000193944-3.5248e-05j 0.00174306-0.00472188j -0.00355961+0.00149475j -0.00066439-0.00038977j -0.000947482-0.00214137j -0.0045551+0.000924686j -0.000490502+0.00075536j -0.000965483-6.66702e-05j -0.00215721-0.00183647j -0.00500086+0.00145996j 0.000982219+0.00237584j 0.00159475-0.000297751j -0.000169774-0.00138801j 0.00163742-0.000105785j 
0.00490936+0.00198877j 0.00204426-0.00500394j 0.0033205-0.00121096j 0.000764676+0.00347992j -0.00112462+0.00025852j -0.000925762-0.00537727j -0.00643051+0.00178408j -0.00153383-0.00165277j 0.002257-0.00229919j -0.00116347-0.00182645j -0.00323241+0.00229282j -0.000259344-0.00392503j 0.00189944+0.0042363j -0.00279257+0.0010916j -0.00130337-0.0021115j 0.000442555+0.0035151j -0.0016861+0.00268401j -0.00214042-0.000811979j 0.00662314-0.00299737j -0.00141337+0.00170685j 0.00158118+0.00133611j -0.000562994+0.00486103j 0.00173778+0.00571241j -0.000631326-0.00140539j 0.00394954+0.00309771j 0.00131894-0.000488843j -0.0039357-0.000774955j -0.00141383+0.00592287j 0.00287973+0.00245619j -0.00260571-0.000758103j -0.00249211+0.00140983j 0.00253133+0.00290216j 0.000660345-0.00207019j 0.00527757-0.00207172j 0.00311541-0.000726418j -0.00306468-0.00486378j 0.00186507-0.00153305j -0.00477202-0.00204863j -0.00222736-0.00381157j -0.00579013+0.00312266j 0.00269657+0.0041002j 0.00164418-0.00179924j 0.00163087+0.000255736j 0.000234938+0.00231521j -0.0050495-0.00164951j 0.000657205+0.00286285j 0.00101333-0.0035118j 0.00240427+0.00194447j -0.000562711-0.00122433j 0.000907363-0.00177119j 0.000191152+0.000141957j -0.00014928-0.00159289j -0.000877433-0.000340678j 0.00150704-0.0011498j 0.00178277-0.000214769j 0.000948893+0.00259998j -0.00170246+0.00194147j 0.00125724+0.000751526j 0.00305844+0.00113957j -0.00178239+0.00233809j -0.00188556+0.00154752j -8.33302e-05+0.00261693j -0.00138904+0.00193308j 0.000866174+0.00196896j 0.000368981-0.00293062j 0.00227898+0.0013383j 0.000884822-2.68906e-05j 0.00115984-0.00117646j -0.000404119-0.000578273j -0.000360754+0.000136663j 0.000795966+0.0022018j -0.00210922+0.00078288j 
-0.0033595+0.00215149j 0.00216446+0.00285999j 0.000733407-0.00274341j 0.00225797+0.00172958j 0.00176538+0.00232213j 0.00187124+0.00299749j 0.00163349+0.000267369j 0.000871874-0.00272333j -0.00284436-0.0008739j -0.00132272+0.00236257j -0.00260183-0.000328569j 3.4339e-05+0.000588278j -0.00114047-0.00482683j -0.00245009-0.0052197j 0.000589885+0.00380141j -0.00148631+0.00576935j -0.00087648-0.00241464j 0.00107273-0.0034468j -4.0533e-05-0.00331295j 0.00211366+0.000398324j 0.000238464-0.00485565j 0.00132062-0.00263306j -0.00241493-0.000513433j -0.00348089-0.000545368j 0.00299369+0.000556398j -0.000254791-0.00320447j 0.000371739+0.00145027j 0.0017956-0.0048862j -0.00483438-0.000456248j -0.00350704+0.000362361j -6.0649e-05-0.00341892j 0.0057178-0.000242529j 0.0027977-0.00136136j 0.00129055-0.00241019j -0.00197293-0.00193059j 0.00282862-0.000291437j 0.000152444-0.00214428j -0.00287444+0.000611437j 0.000743257-0.00115788j 0.00420794-0.00399721j 0.00196439-0.00180467j -0.00142733+0.000205302j 0.00289738-0.0009202j -0.00191325+0.00103406j -0.00331315-0.000114277j -0.000238566-1.81611e-05j 8.47461e-05+0.000241033j -0.00160519-0.000948155j 0.0012272+0.00219695j -0.00222257-0.00118466j 6.51072e-05-0.00101279j -0.00211952+0.000588716j 0.00092557+0.000284292j 0.000423256-0.000743811j -0.00256122+0.000692261j -0.00184069+0.0001524j -0.000731952-0.00279934j 0.000757511-0.00159184j -0.00232447+0.000477309j 0.00123839+0.00103191j 0.00171116+0.000847112j -0.000998192+0.00179223j 0.00142339+0.000559318j 0.000815509-1.5359e-06j 0.000317596+0.00214483j -0.00183806+0.00364021j 0.000949217+0.00255921j -0.00100407+0.00265804j -0.000174283-0.000946381j -0.000896277+0.000520443j 0.000167766+0.000229017j 0.00011036-0.000134089j 
-0.000946611+0.00189658j 0.00192832+0.000990986j -0.00114075-0.000819142j 0.000699213-0.000459141j 0.00255528+0.000836326j -0.00212121+0.000104305j -0.00162625+0.000904288j 0.000217097-0.000742226j 0.00275543-0.00181817j -0.000853506-0.0012304j -0.00344094-0.0016063j 0.00385202-0.000422026j -0.00573948-0.00264047j 0.00585709-0.00243399j 0.00419515-0.00175791j 0.00163515-0.00252614j 0.00127472+0.00236818j -0.000898231+0.00344012j 0.00234751+0.000408883j 0.00157759-0.000223511j 0.00124941-0.00175119j -0.00314086-0.00488618j -0.00351224+0.00182824j -0.00119864-0.000590762j 0.00060523+0.000573118j 0.00345387+0.000637229j -0.00232135+0.000833921j 0.00115923+0.00156075j -0.00361341-0.00350953j -0.00215133-0.00259123j 0.000650167-0.00137361j -0.00312588+0.00208291j -0.00135549-0.00181936j -0.00230167+0.000561783j 0.00178482+0.00151114j 0.00144967+0.000201788j -0.00423488-0.00216297j 0.000929765+0.00107036j 7.20098e-05+0.00178138j -0.00355248-0.000432428j -0.00102583+0.000920293j -0.00124556-0.00148999j -0.00417067+0.00157866j 0.000119201+0.00286968j 0.00105957-0.00157342j -0.000676455+0.00133162j -0.000766411+0.00224165j 0.000920731+0.000346018j 6.14422e-05+0.00214759j 0.000867072+0.00110106j 0.000882314+0.00160094j -0.00194707-0.00227037j -0.00159834-0.000819454j 0.000864157-1.08991e-05j 1.67892e-05-0.000615829j -0.000591741+0.000928142j -0.00115577-0.00138284j 0.00102559+0.00183224j -0.000198892+0.00162816j -0.00245768+0.00110182j 0.00385995-0.00101542j -0.00141206+0.000317026j 0.000321818+0.00147759j 0.00304882+0.00228655j 0.0022936-0.00016536j 0.000544118+0.000579477j 9.93227e-06+0.00130154j 0.00434791+0.00144872j 0.00117976-0.000868623j 0.000402347-0.00135206j -0.00113293+0.000828997j -0.000916672-0.00111296j 
0.000655274+0.00283285j 0.00314271-0.00059501j -0.00505308-0.000355622j 0.000625949-0.00340389j 0.00453562-0.00179863j 0.00117257+0.00362395j -0.0018177+0.000667065j -0.000166981-0.00542995j -0.00300961-0.00471119j -0.00302529+0.00133113j 0.000103913+0.00256054j -0.00330142+0.00171485j -0.000554797-0.00130842j -0.00212853-0.00493335j -0.00131145+0.00386046j -0.00544311+0.00274239j 0.00206653-0.00201312j 0.00383927+0.000176292j -0.000188102-0.00198253j 0.000941808+0.000813615j 0.000127308+0.000986102j 0.00117811+0.0018059j 0.000349251-0.00128767j -0.00065498+0.00107598j 0.00146307-0.000472912j -0.00180217-0.00215197j -0.00108739-0.000469111j 0.00068967-0.00201629j -0.000768035+0.00153512j 0.0013101-0.00149538j 0.0011002-0.00199295j 0.0021918+0.00105529j 0.00116457+0.000103996j 0.000549572-0.0022383j -0.000579182-0.00193789j 0.00234245+0.00125605j 0.00110905-0.000748811j -0.0035109-0.000403479j 0.000826539+0.00163505j 0.00265285-0.00178774j 7.21997e-05-0.00106697j -0.001628+0.00197971j 0.0012451+0.000542194j -0.000588417+0.000746434j -0.000830333-0.000809936j 0.000304908-0.00315315j 0.000881625+0.00157771j 0.000146068-9.41499e-05j 9.00947e-05+0.00298663j -0.00193773+0.00245552j -0.00177239+0.00021827j -0.00327231-0.00111389j 0.000577183+0.00179219j 0.00217012-0.00265893j -0.00285866+6.34559e-05j -0.00238937-0.000669381j 0.000874303-0.002688j -0.000773299-0.000333909j -0.00329524-0.00222587j 0.00174631+0.00122173j 0.00466297+0.000943922j -0.00126757-0.000488256j 0.00322648+0.00331576j 0.00325118-0.00275268j 0.00164586+0.00390014j -0.00364768+0.0028861j 0.000803706+0.001976j -0.000506911+0.00174617j -0.000433107-0.0035662j -0.0033337+0.000948222j -0.000237759-0.000898793j 0.0011672-0.000203145j 
-0.00338045+0.00179246j 0.00209831+0.00340187j -0.00196017-0.00193861j 0.00409751-0.000810565j 0.00144562-0.0102124j 0.00194754+0.00312382j 0.00287579+0.0032837j -0.00320908+0.00287181j 0.00117227-0.00255227j -0.00267406-0.00193556j 0.00237705-0.000582551j 0.00419479+0.00294661j 0.00194892-0.00418841j 0.0053869+0.00486996j 0.00596244-0.000646709j 0.00547485-0.00181272j -0.00201538+0.0026714j -0.00234745+0.00055042j -0.00113334+0.00275164j -0.0012473-0.00222846j 0.00445378-0.00162655j 0.00211255-0.00208067j -0.000164754+0.00132597j 0.000977392-0.000161246j -0.00265263+0.000432135j 0.00254394+0.00289587j -0.000906566-0.00145771j -0.00108067+0.00138998j 0.000753024-0.00553967j 0.00160096-0.00151007j -0.00046607-0.000463605j -0.00488762-0.00138862j -0.000419346+0.0023246j 0.000564731-0.00140299j 0.00468068-0.00100427j 0.00166899+0.00177914j -0.00250821+0.000323742j 0.00372503-0.00139631j -0.000542599-0.000115549j 0.00179342+0.00378963j -0.000188714+0.00261456j -0.000341112+0.00154223j -0.00187201-0.00204594j 0.000404939-0.000651662j 0.00245972-0.000959575j -0.000159279+0.000528895j -0.00470955+0.00451114j -0.0022664-0.00264925j -0.00149877-0.000699487j -0.000861134-0.000739356j 0.00293731-0.00216704j -0.00131699+0.00467497j 0.00228431-0.00299842j -0.00297797-0.00245923j -0.0033396-0.00105163j -0.00172084-0.00482372j 0.00254441+0.000148829j 0.000180516-0.00283731j -0.00326385-0.00354615j 0.00643752-0.00067576j 0.00754569-0.0022002j 0.000500493-0.00599723j 0.00121904-0.0037967j -0.00203767-0.000398762j 0.000946924+0.00149578j -0.0024887+0.000414456j -0.00118633+0.00200988j 0.00071818+0.00262611j -0.000927957+0.00119249j 0.00192699+0.00136496j 0.000879188+0.00126026j -0.00123946+0.00078032j 
