-0.0121767-0.0110516j 0.0106648-0.006926j 0.00436242+0.00723163j -0.00068144+0.0114615j -0.00691939-0.0242769j -0.000186425+0.00581879j 0.000468976+0.014093j 0.00373762+0.0120706j 0.00159162+0.0184145j 0.000148199+0.0102219j -0.00414709+0.00204393j 0.00776283-0.0164279j 0.0113396-0.0208154j -0.000132272+0.0337742j -0.0355865+0.0260363j -0.00136765-0.0124753j -0.00392825+0.0121143j -0.00665881+0.00804221j -0.00184357+0.00470523j -0.00114763+0.000127045j -0.0168443+0.0107518j -0.0134823+0.00680214j -0.010139+0.00403374j -0.00939592+0.00376889j -0.0155043+0.00722504j -0.014508-0.000110607j 0.00487811-0.00379512j 0.0137971-0.00236268j -0.0163843+0.000713296j 0.00862425-0.00329204j 0.0115275-0.00140178j -0.00569466-0.000163297j -0.00487741-0.00037551j -0.00661303-0.008637j 0.0132495-0.00141053j -0.0184477+0.0059384j -0.0238244-0.0148822j 0.00421421-0.00551186j -0.00478792-0.00405315j 0.00444321-0.00737868j 0.0105205-0.00275053j -0.00209185+0.000364471j -0.00170142+0.00405287j -0.00244703+6.39184e-05j -0.000670541+0.00035896j 0.00615292+0.00303644j 0.00090869-0.0068916j -0.0043258-0.00607932j 0.000474675-0.00218392j -0.00291607-0.00381038j 0.00289424+0.00705076j 0.00835047-0.00290177j -0.00741925+0.00026897j -0.00470913-4.88052e-05j 0.00330734-0.0069338j -0.00140816-0.0034668j -0.00399644-0.000884431j -0.00369313-0.00851622j 0.00612871-0.00824687j 0.00290919-0.00197365j 0.00729644+0.000788894j 0.00171253+0.001026j -0.00149022-0.00550351j -0.00841202+0.000597605j 0.00915782-0.00643097j -0.00352807+0.00155694j 0.000161565+0.00317478j -0.000469624-0.00296465j 0.00826524-0.000990587j -0.00504775-0.00627082j -0.00753834-0.0034102j -0.00283869-0.00662806j -0.00345813+0.00176837j 0.00868795+0.00296653j 0.00584819-0.00468793j -0.00233918-0.00155825j 0.00258807-0.00512935j 0.00502591-0.00335286j 0.00249862+0.00198436j -0.00171948+0.00682339j -0.0106719-0.00652251j 0.00327135-0.00734638j 0.0076723+0.00498338j 0.00247704-0.00492113j 0.00390072+0.00171718j -0.00163756+0.00661813j -0.00360333-0.00131792j -0.000672644-0.00530119j 0.00103161+0.00827721j 0.00420998+0.00461452j -0.00428279+0.00576915j 0.0126888-0.00400493j -0.0122606-0.00687302j 0.000389545+0.00288167j 0.00502317-0.00379404j 0.00258117+0.00877737j -0.00755201+0.00396215j 
-0.0171158-0.0363658j 0.00306678+0.00775793j -0.016076-0.0304851j -0.00848894+0.000623308j 0.00893665+0.00232364j -0.00652234+0.0139556j -0.0153454+0.000537195j -0.0038664-0.0282146j -0.0072838+0.00929727j 0.0191611-0.0454623j 0.00707875-0.0170768j 0.0162264-0.0317259j -0.0174611+0.0291741j 0.0670616+0.0671949j -0.104926-0.0716222j -0.0300559-0.0576231j -0.015755-0.0315412j -0.00623625-0.00396976j 0.00436656+0.00170519j -0.0124948-0.00630053j -0.000356533+0.0205835j 0.0061338-0.0124387j 0.00358916-0.00318085j 0.0026534-0.00506459j -0.00791431-0.00854092j 0.0181319+0.000740652j 0.00411177-0.00238639j -0.00250813+0.00151631j 0.00414637-0.000693201j -0.00105773-0.00978748j 0.00838561-0.0134217j 0.00631516+0.0015512j -0.000793141+0.0111329j -0.00941827-0.000859805j 0.00268079+0.00621734j 0.00909305+0.0179563j 0.00520205-0.00991203j -0.00223124+0.0145905j 0.000167762-0.00934061j -0.00692389-0.0105162j 0.00119737-0.00932039j 0.00911824+0.00731594j 0.00269374+0.00393254j -0.0116467+0.000365792j -0.00164994+0.0108852j 7.2213e-05-0.0103183j 0.00876979+0.00872613j -0.000462538+0.00157335j 0.00163713-0.00635345j -0.00269738-0.00154551j -0.00142773+0.00637101j 0.00377656+0.00196158j -0.00153084+0.00343335j -0.00161689-0.00150268j -0.0016459+0.000970001j -0.000369138+0.00668712j -0.00341714+0.00241035j -0.000919142-0.0026465j -0.00102237-0.000790945j 0.0028574-0.00148225j 0.00422925-0.00096604j 0.00181253+0.00188048j -0.00110687+0.00640567j 0.00106368-0.00300968j 0.0068931+0.000241752j 0.00370917-0.00146948j -0.000685014-0.00670861j -0.000449033+0.00771604j 0.000967623+0.00264081j 0.00244346-0.0021398j -0.00323949-0.00516204j 0.00206088-0.00117259j -0.00604863-0.00105888j -0.0052484+0.00230444j -0.00405503+0.00180433j -0.00413385-0.00150018j 0.0136978-0.00341909j 0.000256535+0.00967501j 0.00263713-0.000929139j 0.00597397-0.000635455j -0.00543849+0.000828244j 0.00555948+0.0202112j -0.010923-0.00072424j -0.00595034+0.0155725j -0.00287117+0.00715517j 0.00548995-0.00363577j -0.00441893+0.0056336j -0.00134339-0.00901034j -0.000817531-0.00259331j 0.0218147-0.0140875j -0.00417873+0.00760674j -0.00950098-0.00689869j 0.0108501+0.0100121j -0.0116598-0.002965j -0.0118003+0.00116393j -0.0141849+0.000918652j 0.00995992-0.00828936j 
-0.00397469-0.0168097j 0.022674-0.0250378j 0.0239324-0.024779j 0.0161938-0.0105843j -0.0291362+0.0198104j 0.0446654-0.0187979j 0.0440105-0.0239367j -0.0281969-0.00831727j 0.0379819-0.0232957j -0.0717067+0.00727046j -0.0239722+0.0339244j -0.0378312-0.0273099j 0.0540756+0.000714019j -0.0149238-0.0109789j -0.0381933-0.0621711j -0.0426055+0.0140067j -0.00520096-0.0462918j 0.00550407-0.0102321j -0.00533941+0.00355228j 0.00554883-0.00773257j 0.0138377-0.0138121j -0.0132444+0.00707299j -0.0177217+0.00480718j -0.0104233+0.000433913j -0.00306612+0.00889964j -0.0182953-0.000792367j -0.00226319+0.00339369j 0.00824375-0.0181117j 0.0151301-0.00905958j -0.0156666+0.0187166j -0.030456-4.61434e-05j -0.00535231-0.0176515j 0.0160602+0.0124582j 0.0148663+0.010445j -0.00111641-0.00751098j 0.0141396-0.00204921j 0.00558346-0.0123857j 0.000255763+0.00733508j -0.00727263+0.00928071j -0.00147096-0.00762288j -0.00799199+0.00924294j 0.000760308+0.0066355j 0.0115008-0.0138238j 0.00366852-0.010688j 0.00168021-0.0128128j -0.00614892+0.0104769j -0.00459669-0.00211063j 0.00235756-0.000834204j -0.00839187+0.00169118j 0.00138675+0.00396449j 0.000935768-0.00592787j 0.00372041+6.00331e-06j 0.00127446+0.000797029j 0.00367601+5.57358e-05j 0.00743092+0.0049405j 0.00596156+0.0005309j 0.0101406+0.00302115j 0.00405826-0.00188575j -0.00623991-0.00100871j -0.00274642-0.00163716j -4.6716e-05+0.00526674j -0.00257636+0.000536677j -0.00181845-0.000593165j -0.00365091-0.00765518j -0.00503065+0.00376131j -0.00171219+0.00431326j 0.00516808-0.000415153j -0.00562304+0.00176058j -0.00307999-0.00734844j -0.000422744+0.0108776j 0.00542134+0.0020333j -0.00329242+0.0129454j 0.00298353-0.00435896j 0.0117167-0.006143j 0.002764-0.00334078j -0.013216+0.0121134j -0.00958116+0.00731864j 0.00466916+0.0121349j -0.00655581-0.00323448j 0.00354501+2.02444e-05j -0.00250519-0.00573827j -0.000113628+0.000770419j 0.0065515+0.00375927j -0.00111452+0.00241903j -0.00552018-0.00269933j -0.0113929+0.001162j 0.0144771-0.00954955j 0.0125687+0.00644453j 0.00190328+0.00973951j -0.01719+0.00999266j -0.0100804+0.015788j -0.0084488+0.00444186j -0.00657784-0.00480259j -0.00820104-0.00462705j 0.00813906+0.00967749j -0.0154901+0.00794566j -0.00708016-0.00625373j 
-0.017579+0.0132462j 0.00655618+0.00298075j -0.0195663+0.0126519j 0.00513334-0.0181854j 0.00769257-0.0310078j -0.00270008+0.0595763j 0.0151452+0.0072472j -0.00594576-0.0396703j 0.0128937+0.0292878j -0.0090558-0.0578084j -0.0479637-0.00891349j 0.0188463-0.10321j 0.0195875-0.0194641j 0.00150248-0.00659191j 0.0133405+0.0350205j -0.0240521+0.0154018j -0.0118616+0.0220677j -0.00152092+0.00664637j -0.00289493+0.0137408j -0.00308495-0.000289966j 0.00776344+0.021637j -0.0119548-0.0115612j 0.00690028-0.0145348j -0.00178148-0.00935928j -0.00265771-0.0123209j 0.00264472-0.014206j -0.0152396+0.00141727j 0.0142565+0.00704568j -0.00756509+0.0143304j -0.0128521-0.00715126j 0.0102666-0.0166685j 0.00563309-0.00502032j 0.00329771+0.0139078j 0.00104907+0.0148796j -0.0134256-0.00744093j 0.0212583-0.00323483j -0.00188911+0.00733527j 0.00314952-0.0158114j -0.00512887-0.00501816j -0.00785051+0.008859j -0.00681754-0.00118776j 0.0082229-0.00390582j 0.00307069+0.00760923j -0.00355227+0.0131813j -0.00195091+0.00427809j -0.00422591-0.00146367j -0.00617033+0.002152j 0.00174625+0.00259782j -0.00723044-0.00275186j 0.00573721-0.00440758j -0.00186205+0.00625424j -0.00055136-0.00113013j 0.00804157+0.0104211j -0.00546385-0.00249271j 0.00223938+0.00153781j 0.0077866-0.00503727j 0.0167295+0.00523995j -0.000209854-0.00587088j -0.00522697-0.00321231j -0.00137585+0.00308688j 0.000698239+0.00149603j 0.00784904+0.00108028j 0.00778715-0.00439342j -0.0108098-0.00053254j 0.00180257-0.00345126j 0.00799012+0.0058007j -0.00431629-0.00404268j 0.00401023-0.00346786j -0.000734311+0.00225929j 0.0089102-0.00592277j -0.000213182-0.00215033j 0.0145622-0.00424519j -0.0134181-0.00145215j 0.00430805-0.00564439j -0.00122978-0.00172353j -0.00634649+0.00800059j -0.0025335+0.00247132j 0.0171611+0.00271913j 0.00185828+0.00388519j -0.00470293-0.00377412j 0.00217853+0.0143987j -0.00616194-0.00453813j -0.00376265-0.0254736j 0.00162561+0.00379315j -0.0088418-0.0129859j 0.00573642+0.00850987j -0.00260616-0.00635684j 0.00974294+0.0137041j 0.00167257+0.0122642j 0.0119177-0.00791498j -0.00444127+0.00921894j 0.0138358+0.0163353j -0.000113017-0.00495938j 0.00337127+0.00184121j 0.00067602+0.00953597j 0.0037229-0.000390836j 0.00357048-0.00810418j 
-0.021718+0.0185527j 0.00392624-0.00602615j -0.0292459+0.0236991j -0.00278488-0.00703159j 0.0128136-0.0112821j -0.00713474+0.0228062j -0.0141901+0.00159041j -0.00768997-0.0154381j -0.000939345+0.0071076j -0.0059251-0.00524152j -0.00834111+0.00218971j 0.0446307-0.0458691j 0.0243021-0.0265948j 0.025105-0.0249408j 0.0113339-0.0371447j -0.034399+0.028329j -0.0167412+0.0103731j 0.00308443+0.013891j -0.00800995-0.00157969j -0.00524094+0.00731255j 0.00559189+0.0094206j -0.0154603-0.0122902j 0.0170086-0.00635985j 0.000107922-0.00844219j -0.00765937+0.000490794j 0.00923213-0.0109693j -0.00989769-0.0106523j -0.00517441+0.0101114j -0.0141232+0.0102069j 0.00500902+0.000131303j 0.0119244+0.00204077j 0.0224605-0.0209529j -8.60312e-05+0.0136411j -0.0162474+0.00916823j 0.0107995-0.00855886j -0.00106931-0.0117283j 0.0165748-0.0142478j 0.00705324-0.00948115j 0.00485996-0.000746122j 0.00297012+0.00530507j 0.00351441+0.00287592j 0.00495737+0.00641295j -0.0140848-0.00626392j -0.00170929+0.00656281j 0.000561506+0.00936793j 0.00740476-0.0020917j 0.00137254+0.00237493j -0.000372871-0.00480809j 0.0153572+0.00450927j 0.00159869-0.00181159j -0.0037999+0.00738779j 0.00121406+0.00350362j 0.00272687-0.00059811j 0.00299342-0.00183134j -0.00429797-5.13043e-05j -0.00148182-0.00102405j -0.0106723-0.00483502j 0.00124366+0.00238592j -0.00132604+0.00303638j -0.00295495+0.00696246j -0.00251248+0.0064147j -0.0102654+0.00948958j -0.000928517-2.02522e-06j 0.000384786+0.0116506j 0.00499266+0.000702301j -0.00307613-0.00101146j 0.000900706+0.00423921j -0.00331446-0.0114191j -0.00875174+0.0135435j -0.00319482-0.00136951j 0.00812032-0.00923466j -0.00280289+0.00116124j 0.00516432-0.0047967j -0.0118682-0.0017432j 0.000623848-0.000760133j 0.00449127+0.00678025j 0.00187316-0.00660275j -0.00957011+0.00161364j 0.00573367-0.0135081j -0.00106018+5.33417e-05j 0.00273366-0.00256888j 0.0133559-0.0217581j 0.0105367+0.00655337j -0.0273743+0.00437935j 0.00118172+0.0220151j 0.00586237-0.0162315j 0.0152499-0.00740517j -0.0067693-0.00773099j 0.00417853-0.013311j 0.0210777-0.00967191j -0.000713318-0.00335852j -0.0109516-0.0157737j -0.0110137+0.0027299j -0.00263794-0.0135774j 0.00560419-0.00142174j -0.000364248-0.00144113j -0.00257887+0.00769435j 
0.00380064+0.0330958j -0.00760145-0.00390978j -0.0071171+0.0367315j -0.00548922+0.00234563j 0.00442077-0.0087452j 0.00342385+0.00244189j -0.00459339+0.0118826j -0.00542464+0.0147762j 0.000722794+0.00242583j -0.0135893+0.0205749j -0.00734646+0.00179816j -0.0160524-0.00783487j 0.0239263-0.0332253j -0.0691439-0.0302819j 0.0400177+0.00441889j 0.0211468+0.0377613j -0.00629104+0.0243215j 0.00236087+0.0104527j 0.00579847-0.00368256j -0.00334689+0.00696978j 0.0073022-0.00927836j -0.00288224+0.00675676j 0.000476286-0.00355977j -0.000290748+0.00229247j 0.0023982+0.00379884j -0.00101306-0.00426325j -0.00482209+0.00366143j 0.00192293+0.00236256j 0.00219932+0.0132437j -0.00226231+0.00069032j -0.00505533+0.00301616j -0.00853563-0.00645043j 0.0173969-0.00513118j -0.00509922-0.0070777j -0.00464757-0.00378792j -0.011328-0.00169408j -0.0292284-0.00520304j 0.013095-0.0088064j -0.00448196-0.00527455j -0.0066987+0.00884538j 0.0106775+0.000515268j 0.0118839+0.00421073j -0.00852891+0.00501082j -0.00798923-0.000371063j 0.00154733-0.00190498j -0.00406308-0.00475903j 0.0125283-0.00174475j -0.00405883+0.00788496j 0.00555997-0.004996j -0.00693182-0.00178547j 0.00195679+0.00306928j 0.00577766+0.00316179j -0.00989595-0.00045709j 0.00161718+0.00354226j 0.00315078+0.000575201j 0.00542866+0.00541372j -0.00471648+0.00115389j 0.00540563+0.000801135j -0.00343075-0.000733457j 0.00106429-0.00421774j 0.00806974+0.00347825j -0.00251966-0.00175362j -0.00146462+0.00535415j 0.000708696-0.0027689j 0.00407039+0.00441269j 0.00413646+0.00246476j -0.00469653-0.00643412j -0.00518102+0.00288568j 0.00319282+0.00129692j 0.00809861+0.000921645j -0.00049203-0.00312243j -0.011936+0.00577768j -0.0116216-0.0014161j 0.0062241+0.00629199j -0.00045387-0.00382346j -0.0285507-0.00157441j 0.013646-0.00634314j 0.000320261+0.00306103j 0.00496961+0.00331284j 0.0109546+0.0052171j -0.0196733-0.00938856j -0.00123914+0.0231111j -0.0205201+7.98289e-07j 0.00382607+0.00528168j -0.00806828+0.00451485j 0.0121533+0.000131395j 0.00932675+0.0062725j 0.00786112+0.016058j -0.000980828+0.00841806j -0.000337165-0.00620623j -0.000330303+0.00997495j -0.00197158+0.00446022j 0.0131676+0.0220528j 0.00376427+0.0126498j 0.00338147-0.00626303j 0.00118326+0.0132705j -0.00646036+0.00938453j 
-0.03052-0.0105013j -0.0112926-0.00835011j -0.0367163-0.0126969j -0.00199893+0.0121612j 0.0183575+0.0300957j -0.0309026-0.0401147j -0.0218997-0.00639081j 0.00379201+0.0150656j -0.0296889-0.0216166j -0.00405362+0.0449172j 0.050568-0.000774187j 0.0489868+0.0545043j 0.0604016-0.0089259j 0.014351+0.00307736j -0.0314521-0.029038j -0.0177364-0.00717914j -0.0448435-0.0132424j -0.014849+0.00518123j -0.0064953-0.0136186j 0.00673122-0.000762991j -0.00866174-0.0101422j 0.00123951-0.00212197j 0.00540204+0.0137088j 0.00129278+0.00319645j 0.00489706+0.00359453j -0.008125+0.012623j 0.00983955-0.013911j -0.0251959+0.00936385j -0.0218717-0.000562197j 0.0203463+0.00832053j -0.00826502+0.0355276j 0.0191698-0.00493028j -0.0213507-0.0081117j 0.00124155-0.0177788j 6.08521e-05-0.0110885j 0.0230439+0.00414235j -0.00873295-0.00276045j 0.00200514-0.00166002j -0.00157536-0.00172908j -0.0100897-6.74987e-05j -0.00174503+0.000238633j 0.00189785+0.0023431j -0.00108336-0.00345711j 0.00530933-0.00190737j 0.000217729+0.000950632j -0.00702158+0.00476667j 0.004329-0.00392005j -1.36254e-05-0.00517085j -0.000318443+0.00186667j 0.00441771+0.00445112j 0.00168753-0.00304889j 0.00114467-0.00219852j -0.000646806-0.00308339j -0.00113256+0.000828652j 0.000651575+0.00796216j 0.00737059-0.000723141j 0.00487811+0.000939542j 0.00225499+0.0042779j 0.00255776+0.000731862j -0.00294345+0.00509381j -0.000736646-0.0144717j 0.0024087+0.00780278j 0.00547448-0.0115608j -0.00137072+0.00632229j -0.00630697-0.00175059j 0.00761553+0.00582367j -0.00533005+0.0122494j 0.00471467-0.00349022j 0.00805538-0.00238599j -0.00269501-0.00768545j -0.00708537+0.00139887j 0.00331426+0.00618739j -0.00870144+0.00725456j 0.0205694-0.000325735j 0.00505579+0.00115799j -0.00244961-0.000664174j 0.000278749-0.00349092j -0.00592223-0.00177604j 0.00789287+0.0113098j -0.0114076+0.00888782j 0.0111261+0.000865469j -0.00366715+0.00664294j -0.0106057-0.00711525j 0.0127875+0.00488863j 0.0039203-0.00726637j 0.0115797+0.00264459j 0.00670399-0.0117124j 0.00346696+0.0192491j 0.0109536-0.0156758j 0.00169591+0.00989757j -0.00219426+0.0021495j 0.00859942+0.0101951j -0.00214802-0.00480614j -0.00579555+0.00813146j 0.0013382+0.00734789j -0.00150008+0.0038274j 0.000764821-0.00625045j 
-0.0062377+0.0376022j -0.0177661+0.000818505j -0.0349573+0.0573757j -0.0304095+0.0158676j 0.0129537-0.0170183j 0.00742981+0.0102603j -0.0472752+0.0259875j -0.0299988+0.0270224j -0.0120699+0.00813266j 0.0065039+0.0117533j 0.0160481+0.00378302j -0.0545363-0.00345786j -0.036831-0.00152781j 0.000147866-0.0457745j -0.0458849-0.0657742j 0.0303639+0.022466j -0.021325+0.0231515j -0.00983872+0.0191581j 0.0144812-0.0154694j -0.000454061+0.0125042j 0.00589787-0.0145386j 0.0049792+0.00442219j 0.0071054-0.00665478j 0.007303-0.00021779j 0.00618645+0.0056571j 0.00237629-0.00818688j 0.0049453+0.00453704j 0.00698089+0.000666317j 0.00274481+0.0122101j -0.0022639+0.00219698j 0.00240252+0.00858094j -0.0144531-0.00617812j -0.0141808+0.00556482j -0.00714838-0.00656664j 0.0170934-0.00971576j 0.00335043-0.000783506j 0.00630393-0.00292207j -0.002418-0.00985562j -0.012584+0.00318144j -0.00835569+0.0105891j -0.00126841+0.00295317j 0.00126148-0.00100868j 0.00194489+0.00485028j 0.00482995+0.00286494j -0.00297478-0.00668857j 0.000752487-0.00651843j 0.00446818-0.00891053j 0.00176718+0.00503648j -0.00117514-0.00648327j -0.00351524-0.00202634j 0.00237481+0.00461823j 0.00283078-0.000962253j 0.00437468-0.00430691j 0.000882946-0.000950513j 0.0086674-0.00504718j -0.00144178+0.00143485j -0.0016671+0.00338648j -0.00782139+0.000226673j 0.000430793+3.50029e-06j 0.00098275-0.000905055j 0.00131274+0.00207441j -0.0010883-0.00624732j 0.00103775-0.00165604j -0.00551-0.000401933j -0.00232659+0.0030209j 0.00134554+0.00233647j -0.00697986-0.00661571j 0.00182512+0.000801604j -0.00373153+0.00139493j 0.00694285-0.00259342j -0.00120513-0.00112521j 0.00856919+0.0027983j 0.00742092+0.00111964j -0.0039995+0.00335724j 0.000940162-0.00447539j 0.00915827-0.000854346j -0.0109075-0.00252315j 0.00387917-0.000130122j 0.0118472+0.00648611j -0.00953822-0.000379507j 0.00777013+0.00898262j -0.00920701-0.00610962j 0.00597978-0.00612051j 0.00755575+0.00125116j -0.00567599+0.00368728j -0.00279362-0.00978476j -0.0140892-0.00607893j -0.0141329-0.00634588j 0.00542295+0.0106125j 0.00108748-0.000242288j -0.000231074-0.00510947j 0.0066064+0.00132764j 0.00118176-0.00146498j -0.00806176+0.00773071j 0.00741434-0.00169285j 0.00572544-0.00410895j -0.00446623-0.000559253j 
0.0417271+0.00550074j 0.00506268+0.00410612j 0.0550852+0.0227165j 0.000748793-0.00128334j -0.0439531-0.0139243j 0.043891+0.0165697j 0.0236104+0.0108064j -0.0012795-0.0161942j 0.00361331-0.00569212j -0.0319014-0.0315277j 0.0525276+0.0195307j -0.0462448-0.0679827j -0.012188+0.00658339j -0.0141322-0.0150527j -0.0105102+0.00671419j 0.0222768+0.011122j 0.0431855-0.00366545j 0.0198939-0.00138749j -0.00161503+0.00909551j 0.00561875-0.00211844j 0.00725674-0.000727659j -0.00105302+0.00198455j -0.000616761-0.0141871j 0.000282378-0.00727965j -0.0185714+0.000613076j -0.016262-0.00222563j 0.0182759-0.00781975j -0.0305574+0.00955201j -0.00715678+0.0161079j 0.0272129-0.00789633j -0.0156677-0.0100165j 0.0399862-0.00294803j -0.0235995-0.00579678j 0.000620826+0.00948305j -0.000198436+0.00717691j -0.0024264+0.000727694j -0.00192896+0.00102269j -0.00234829+0.000707377j -0.00438554-0.00179243j 0.00946488-0.00170342j -0.00028873+0.00143812j -0.00602729-0.00076518j -0.000790649+0.00910794j 0.000547989-0.00299925j -0.00478192-1.49154e-05j 0.0015502+0.00233583j -0.00595397-0.00340621j 0.00421044+0.00288515j -0.000216743-0.00565951j -0.00125341-0.00238053j -0.00227237+0.00562565j 0.00366694-0.00181453j 0.00414956+0.00137276j 0.000313544+0.00242418j -0.000374998+0.0119319j -0.00157495+0.00947832j 0.00353718-0.00418815j 0.000457429+0.00268291j 0.00119103+0.00368433j -0.000128924+0.00327337j 0.00191656-0.0146888j -0.00252846+0.0169548j 0.00429057+0.00302577j 0.00434009+0.000732499j 0.000931505+0.0206894j 0.0042639-0.000559248j 0.00414947+0.00996649j 0.000392803-0.000857268j -0.00121522-0.00476947j 0.00412179+0.0101332j -0.00868303+0.00160349j -0.000199572-0.00530887j 0.00215394+0.00572051j 0.00654272-0.00211837j 0.000598911+0.00393583j 0.00669903-0.0122324j 0.0107857-0.0169152j -0.00417296-0.00377668j -0.00167015+0.00386208j 0.00122125+0.013799j 0.00417855+0.0057439j 0.00608034-0.00851716j -0.00230192+0.00563876j 0.00098453+0.00395365j 0.0143367-0.0203702j 0.0127329-0.0068385j -0.000223511-0.0011338j -0.00572226-0.00038152j 0.0151516+0.00312004j 0.00104531+0.00823526j 0.00666574+0.0022361j -0.000440381-0.000537658j 0.00466682-0.00138422j -0.00210358+0.000360839j -0.00245639-0.000325854j -0.00246065-0.00178034j 0.00464739-0.000951513j 
0.0375609-0.00713982j 0.00118427+0.000175146j 0.066114+0.00518979j 0.0242958-0.00121491j -0.00481052+0.00587966j -0.0182536-0.0173179j 0.0211809+0.005502j 0.0414023+0.00423651j -0.00701564-0.0053479j 0.0697135+0.0274357j 0.00405146-0.0372057j 0.0582601-0.0320829j -0.0592264-0.00256596j -0.00954445-0.0308024j -0.000956998-0.0302137j 0.0209147+0.00771381j 0.0538134-0.0253065j 0.0235546+0.00231151j -0.00847318+0.00282047j 0.00746591-0.00405335j -0.00475191-0.010632j -0.00439609+0.000629796j -0.00600297+0.000281035j -0.00785609+0.0018649j 0.00412846+0.00312887j 0.00202137+0.00633681j -0.0157114-0.00780192j 0.0045311+0.00642956j -0.000196163+0.00219371j -0.0150666-0.00304322j -0.00192848+0.00604123j 0.0141047-0.0051645j -0.000130507-0.00670427j 0.0183009+0.00920265j -0.00519672+0.0109961j 0.00500499+0.0098516j 0.00101771+0.00108612j 0.00432671-0.00756543j -0.000734314-0.000295291j 0.0124766-0.00310569j 0.00334425+0.00138376j -0.00316584-0.000141252j -0.000939015-0.00136123j 0.00091514+0.000220062j 0.00635748+0.00153269j -0.00602863+0.00322159j -0.00928519+0.000150231j 0.00109919-0.00234858j -0.00100531-0.000517727j 0.00391373+0.0009249j -0.00549443-0.00420041j -0.00727779+0.00328437j -0.00405488-0.00283116j 0.000744864-0.000762482j -0.00456326+0.0036521j 0.00153511-0.00347549j 0.00531173+0.00223324j 0.00587718-0.000814336j -0.00324229-0.000566384j -0.00660112+0.00341818j -7.23698e-05+0.00760146j -0.00111778+0.00204601j 0.00188368-0.000382246j -0.00141801+0.00904712j -0.00438353-0.00499742j -0.00415639-0.00119384j 0.00241609+0.00729465j -0.00202944-0.00118351j 0.00467836+0.00259508j 7.66991e-05+0.000422131j 0.00023544-0.00864718j -0.00021551-0.00544741j -0.00818508-0.00800198j -0.00200436-0.00989415j -0.00311152-0.000278987j -0.00511877+0.00535299j 0.00506078+0.013318j 0.00466438+0.000962476j -0.00670995-0.0194092j 0.00175022+0.00590509j 0.00223931-0.00685078j 0.0040068+0.0147055j 0.00161923-0.00335817j -0.00371519-0.00142349j 0.00945116+0.00835833j 0.00394922+0.013016j 0.00779662+0.000848803j 0.00677062+0.00781201j 0.00764412-0.00992229j -0.00879158-0.0072206j -0.0106232+0.00519973j -0.00199669-0.00149296j -0.00300994-0.00411459j 0.00442163-0.00146675j -8.19313e-05-0.0040437j 0.00620487-0.00337777j 0.0089411-0.00168348j 
-0.010063-0.0112157j 0.00489352+0.00887846j -0.00253633-0.0163622j 0.00967123+0.00933935j 0.0137854+0.0188189j -0.016418-0.00286733j 0.013155+0.010023j -0.00897192-0.00500928j -0.0194848+0.0409044j -0.00667254+0.0217378j -0.00143274-0.0803097j -0.0150328-0.00875416j 0.0090824-0.0442393j -0.0119014+0.0251171j 0.0023317+0.0230951j -0.00444225-0.0230245j -0.0127997+0.00858303j -0.00686113-0.00368818j 0.000749441+0.00523045j -0.00115194-0.0127005j -0.00290668+0.000271518j 0.0037108+0.00345768j -0.00916905-0.0020541j -0.00510823+0.00530623j -0.000489371+0.0130721j -0.0054603+0.0235209j -0.00457011-0.014391j -0.00201838+0.0317251j 0.0157537+0.016515j 0.00685804-0.0223939j -0.00741455+0.0150467j -0.00242492-0.039571j -0.0016363+0.0254649j -0.00286793-0.00298291j 0.00792362-0.0072226j -0.00408323-0.00467709j 0.00303358+0.00707244j -0.00300399+0.0085783j 0.000958835+0.00189081j -0.00512796-0.00190473j -0.00140572-0.00399301j 0.00138624-1.29202e-05j 0.00382731-0.000884206j -2.94424e-05-0.00555086j -0.00124001+0.0011909j -0.00330999-0.000348087j 0.00534473-0.00047191j 0.000231923-0.000273985j -0.00248665+0.000526985j -0.000312539+0.00170033j -0.00162189-0.00718509j 0.00107072+0.00745737j -0.00517865+0.00295369j -0.000524937+0.00262146j -0.00118756+0.00196189j -0.00495904+0.00600208j -0.00238106-0.00286293j -0.00567484+0.00214941j -0.00245025-0.00441979j -0.000341128-0.00695348j 0.00965035-0.0106074j -0.00940279-0.00115581j -0.00163001+0.0102484j 0.00120661+0.00233179j -0.00863181+0.010601j 0.00245608+0.0123249j -0.00639488+0.00814967j -0.00411947+0.00898288j -0.000355958-0.00261827j -0.00385435+0.003134j 0.00308606-0.00399067j 0.00123339+0.00438309j -0.000231305+0.00103774j 0.000632703+0.00032833j -0.00397352+0.0117348j 0.0125139-0.00307077j 0.000706928-0.00123088j 0.00504529+0.000847834j 0.00114495+0.00801603j -0.0143752+0.0167636j 0.00290085-0.000697603j 0.00940025-0.00551179j 0.00227327-0.00148178j 0.00122536-0.0145909j 0.0152417-0.00802719j -0.00252902-0.00539772j -0.00176915-0.00432938j -0.00381094-0.00321616j 0.00517707+0.00658365j -0.00422241-0.0009009j 0.00167872-0.00408003j -0.00239985+0.000365179j 0.00307018+0.00422028j 0.00295458-0.00207443j 0.00163672+0.00189022j -0.00268523+0.002405j -0.00511027-0.000649984j 
