-0.00467855+0.0270515j -0.0432802-0.0148168j -0.0162254-0.0281584j 0.0143804-0.0183524j -0.00674314-0.00937187j -0.00140115-0.0239637j -0.00961231-0.0178451j -0.000295934-0.0157813j -0.00569143+0.00304268j -0.00329434+0.00524055j 0.00301672-0.0048932j 0.0238005-0.00482914j 0.0240922+0.00234899j 0.0225983-0.0134359j -0.00372391+0.00924198j -0.0270541-0.0160474j 0.0138126+0.00126691j -0.00308174-0.00618896j 0.00303815-0.00557917j -0.00469882+0.00117436j -0.00175738+0.00201352j 0.00572941-0.00587643j -0.00383563+0.00302886j -0.000507579-0.000866777j 0.00171873-0.00402182j -0.00167136-0.00363649j -0.00195766-0.000298192j -0.000901577-0.000182672j -0.000363577+0.00193682j 0.000482014-0.00318176j 0.000425045-0.00183809j 0.000832658+0.000431903j 0.000526996-0.00231133j 0.00202651+0.00491648j -0.00271344+0.00362848j 0.0110523-0.0043816j -0.00896825+0.00991321j 0.00156762-0.000643316j -0.00192568+0.00940907j 0.00164413+0.00212183j -0.00034418-0.00832108j -0.00145798+0.00196759j -0.00111859+0.0068917j -0.000732221+0.00274189j 0.00200745-0.000547278j -0.00135344-0.00130046j -0.0038211+0.00317801j -0.00286931+0.00634554j -0.00194357+0.0020283j -0.00330836+5.79228e-05j -0.000868442-0.000173399j -0.00238732+0.00183907j 0.00578843-0.00361765j 0.000956307-0.00269894j 0.00195304-0.00217882j 0.00246318-0.00283127j 0.000711012+0.000943571j -0.00154361+0.00134525j -0.0011567-0.00118827j -0.00156575+0.000559326j -0.00229038+0.00121738j -0.000348625+0.00186895j -0.000507425-0.0014243j -0.00184855-0.000617476j 0.00350997+0.000651724j 0.00123856+0.0021503j -0.00132387+0.000792312j -0.000941341-0.00117171j 0.0014221-0.00233517j 0.000119299+0.00113934j -0.00314979+0.000374874j -0.00151462-0.000988725j 0.00169983-0.000300244j 0.00186802-0.00123004j -0.000350543-0.000979643j 0.00289149+0.000402932j -0.000621483+0.00152286j 0.000223095-0.000117604j -0.0013403+0.00303423j -0.00169703+0.000779675j 0.00192726-0.00273923j -0.00289034-0.00177455j -0.00352968+0.00208106j 7.63349e-05-0.00130383j 0.00431373+5.90361e-05j 0.000116032+0.00160747j -0.00326754+0.00373294j -0.00534854-0.00474779j -0.00278561+0.00222729j 0.00126295-0.00418236j -0.000859195+0.00163234j -0.00438861-0.0126792j -0.0287502-0.0245975j -0.00932859-0.000413461j 0.004005+0.00300545j 0.00689044-0.00781391j 0.00400683+0.0123749j 
0.0839843-0.0229403j 0.0216889+0.144351j 0.00442259-0.193143j -0.137269-0.0118524j 0.00956716+0.0325146j -0.109281+0.098498j -0.207983+0.246801j 0.0710569-0.0230737j -0.0599965+0.000170966j 0.119291+0.0733259j -0.084832-0.115128j -0.018029-0.0729116j 0.0416473+0.0185853j -0.00325678+0.00952593j 0.0627691-0.0176089j 0.00520193+0.145992j -0.0702936-0.0410873j -0.00139052-0.0465357j 0.0119657+0.0248464j 0.00298777-0.0162065j -0.00245053+0.00292928j -0.0237701-0.00126099j 0.000874139-0.00447838j 0.00285104+0.00115252j 0.0110711-0.00850109j 0.00135924+0.00907759j 0.0275398-0.00196452j -0.00962545+0.014638j 0.0165654+0.0106045j 0.0129847-0.00362475j 0.000102121+0.0128534j -0.0115159+0.0017358j -0.00991244+0.0117531j -0.00554598-0.00756477j -0.00677961+0.00599338j -0.00531472-0.00136437j -0.000799962-0.0050633j -0.00960445-0.0155785j -0.00705754+0.00657404j -0.00827707+0.00546564j 0.0114272+0.0146509j -0.00287826+0.00670904j -0.00455911+0.00583377j 0.00755286-0.00411154j -0.00390362-0.00408363j -0.00183513+0.00944304j 0.00117543+0.0070214j 0.00982377+0.00473629j 0.00434884-0.0134639j -0.00247597-0.00205496j 0.00894169+0.000399988j -0.016593-0.00543386j -0.00280256+0.00790015j 0.0147061+0.00426972j 0.00448233-0.00387223j 0.00679195-0.00318237j -0.0105685-0.00328451j 0.000389235-0.00273307j 0.00020604-0.00397111j 0.011425+0.000958041j -0.00131175-0.000324772j 0.00282404-0.00739546j -0.00263023+0.0110623j -0.00608722+0.000169964j 0.00710235+0.00539637j -0.0155425+0.00524631j 0.00284269-0.00794068j 0.00393593-0.00208256j 0.00189736+0.00874998j 0.00380785+0.0119038j 0.000100579-0.00356387j 0.00239479+0.00555889j -0.00510127-0.00233711j -0.00336131+0.00813045j -0.00457807+0.00444396j -0.000138701-0.00717117j 0.00213708-0.00629207j 0.000858845-0.000562813j 0.00119316-0.00794733j -0.00892103+0.0106677j 0.000847729-0.00399763j 0.00293721+0.0111829j -0.00440001-0.00795049j 0.000537885-0.0054323j -0.0026537-0.00022495j 0.00648585-0.00195081j 0.00325597-0.00121256j 0.000360585-0.00189848j -0.00170193-0.00132815j 0.000861978+0.00546755j 0.00139127-0.005953j -0.000950644-0.00363668j 0.00310036+0.0036145j 0.00398632-0.00553121j -0.00115699-0.000900477j 0.00130676+0.00203509j -6.75657e-05-0.00425473j 
-0.043607-0.0631148j 0.0574352-0.0336086j 0.0784706-0.089327j 0.0576663+0.149949j -0.23272+0.00699078j -0.0351025+0.0814582j 0.102833-0.0335711j -0.106641+0.0595952j -0.122414+0.113212j 0.150938-0.0456493j 0.173526-0.0259688j 0.0799598-0.0197512j -0.00891612+0.0342062j -0.0123998-0.00772108j -0.0208546-6.89079e-05j 0.0481986+0.0443879j 0.0351527+0.0530751j 0.0278167-0.0176784j -0.0105472-0.0430497j -0.0196193+0.00808998j 0.0133175-0.035976j 0.0218009-0.00628754j 0.0182544-0.00467181j 0.00573591+0.000386338j 0.0335814+0.00828783j -0.000704328-0.00815373j -0.00420237-0.0183301j 0.0118009+0.024398j 0.00766686+0.0074186j 0.00926609+0.0103574j 0.00504111+0.00444316j -0.00107016-0.00851648j -0.00521027-0.00699306j -0.00229922-0.00134395j -0.000121928-0.0055777j -0.000757852+0.0101315j -0.00961098+9.12602e-05j 0.00289633+0.00163833j -0.00176979+0.00678709j 0.0154996+0.00613627j 0.000861207+0.0001269j -0.0122203+0.00489831j 0.00367044+0.0117886j 0.0076762-0.00473281j -0.00536263+0.0128828j -0.0192709+0.0122294j 0.00996563+0.0245022j 0.012321+0.0105776j -0.00612162-0.00418624j -0.00454231+0.000452324j -0.00875483+0.00457576j 0.00929885+0.00735989j -0.00246029-0.02097j -0.007892+0.00620671j 0.00433351+0.00144596j -0.00591114-0.00531063j 0.00682118+0.000581095j 0.000592621+0.000333821j -0.0049824+0.0107817j -0.00776716+0.00930129j 0.00651956+0.00280259j 0.00769872+0.0131849j 0.00437634+0.00100357j 0.00465547-0.00049785j 0.0055206+0.00875839j -0.00419345-0.00222758j -0.00280576+0.0112393j 0.0047704+0.00151216j 0.00362149+0.00379949j 0.000216207+0.00982394j -0.002198-0.00577486j 0.00105125-0.00605319j 0.00148428-0.00356794j -0.000812501-0.00384517j 0.000560329-0.00010227j -0.0107824+0.000478782j -0.00720948+0.00127531j -0.00173296+0.000371216j -0.00245445+0.0024661j -0.00692578+0.00018526j 0.00192087-0.0022172j 0.00130009+0.00509942j -0.00611553-0.00245522j 0.00472957-0.00206614j 0.00470162-3.50387e-05j -0.00284138-0.00243449j -0.00308376+0.000737232j 0.000365191+0.00558452j -0.00361649+0.000105021j 0.00292169+0.00293398j -0.00116241+0.000804358j -0.00508109-0.00403703j -0.00380435-0.0055192j -0.00582911-0.0030567j -0.000442617-0.000391246j 0.00374222+0.00251458j 0.0054707+0.00791769j 
0.0562401+0.032828j -0.044032+0.061624j -0.286171-0.116629j 0.220246-0.121092j -0.0414201-0.258405j 0.086462+0.0628881j -0.0791583-0.0282534j 0.0143787+0.109101j 0.0372037-0.0428145j -0.0640467-0.0176541j 0.0673651-0.0610001j 0.00338016-0.0939275j 0.0309443-0.022802j 0.0400376-0.0614153j 0.0319576-0.00417212j -0.022959+0.0584243j -0.0395282-0.00800997j -0.0820003-0.0269145j -0.0231019+0.0470192j -0.00509006-0.00862721j -0.00815052+0.0318375j -0.0342458-0.0054653j -0.00881221-0.00645763j 0.0246048-0.0199757j 0.0146686+0.00317738j 0.00491794+0.0219135j 0.0114733+0.00190508j -0.0129535-0.00956068j 0.0127893+0.0121297j 0.00124771+0.00342151j -0.00118444+0.00961711j 0.00530468+0.00379847j -0.00171026-0.00312238j -0.00389324+0.00122219j 0.00719426-0.00538925j -0.00347403-0.00108892j 0.00324352+0.000432228j -0.00192948-0.00263285j -0.0115195+0.0120417j -0.00852094+0.00139222j -0.0087778+0.01602j 0.00353862+0.00093171j 0.00650676+0.00261017j 0.0100265-0.000309052j 0.00828836-0.00124683j -0.000391265+0.0204451j 0.0059588+0.00809834j 0.0170375+0.00202467j -0.00892487-0.000495051j -0.00434626+0.0142658j 0.00528524+0.00131129j -0.00839191-0.0138621j -0.0152394-0.00310159j 0.0117339+0.00280637j -0.00377983-0.0139165j 0.000258784-0.0103274j -0.000962469+0.000817081j 0.00617267+0.00450478j 0.0126609+0.00375558j 0.0105564-0.011544j -0.00455666+0.00388771j -0.00365879-0.00621859j -0.00178503+0.0110778j -0.00636197+0.0109792j 0.0114223-0.00323317j 0.00391506+0.0112015j 0.000377803-0.00519656j -0.00551641+0.000305799j 0.00410679+0.00316347j 0.00837105+0.00615137j -0.00144604+0.00874899j -0.000167077-0.00599267j -0.00681158+0.000826398j -0.00210892+0.00164944j -0.00124436-0.00116688j -0.00183329-0.0027902j -0.00516302+0.000763649j 0.00267961-0.000814052j -0.0111626+0.000293722j -0.000777949-0.00222464j -0.00747412+0.000568604j -0.00302342+0.00559532j -0.00590387-0.000366911j 0.000863859+0.0017891j -0.0010473-0.00608288j -0.00225935-0.0013424j -0.000910282-0.00169127j -0.00196349+0.00768818j -0.00528363+0.000404089j -0.000814754-0.000294473j 0.000936914-0.00192764j 0.00256631+0.00168043j -0.00430585-0.00174506j -0.00232729+0.00045018j 0.00460136-0.00160443j -0.00263891-0.00426198j 0.0040044+0.000801929j 
-0.115072-0.087742j 0.0753391-0.0580124j -0.0156233+0.0228377j 0.0623938+0.147444j -0.0485409+0.132983j 0.0315251+0.144998j 0.144116+0.214158j 0.0093541-0.0535532j -0.0971605-0.160715j -0.146867-0.00359743j -0.0479086-0.0445064j 0.0345941-0.0791598j 0.130177-0.00885424j 0.0262511+0.0431432j 0.0516919-0.103453j 0.0927411-0.030834j 0.0588844+0.0733226j 0.0054297-0.0182948j -0.0218898-0.00288856j -0.00253426+0.011509j -0.0244059-0.0298699j 0.0284005-0.0216934j 0.0179835-0.000938416j 0.0132726-0.0180133j -0.0195737-0.00359532j 0.0223816-0.0221807j 0.0219152+1.75645e-05j -0.0194861-0.0117861j 0.000139556+0.0110029j 0.0045263-0.00478442j 0.00621501+0.000805196j 0.00141473+0.00565275j -0.00887488+0.0015066j -0.00894012-0.00406986j -0.00546282+0.00108358j 0.00166453-0.00848502j 0.00929143+0.00384646j -0.0108+0.0108918j 0.00712505+0.00636683j 0.00885238+0.0165367j 0.0118862-0.00591968j 0.00525768-0.00201258j 0.0124668-0.0108955j -0.0134416-0.00575518j 0.00704325+0.0112033j 0.0173481-0.00369953j -0.00142871-0.00587486j -0.00823558-0.00387794j 0.00221767-0.00505595j 0.000764409-0.00381661j -0.0106961-0.00332972j -0.00526538+0.00651238j 0.0148651-0.00483505j -0.0020607+0.00106328j 0.00063857-0.00736508j 0.0160614+0.00709146j 0.0032918-0.00178964j -7.22064e-05+0.0211413j 0.0110051+0.0188577j -0.0147341+0.0111768j -0.00825299-0.00841408j 0.00574496-0.00368062j -0.00683427+0.00864003j 0.0113819-0.000338675j 0.00500999+0.00150566j 0.004723+0.00660868j 0.00374279+0.00694238j -0.00435784+0.00958847j 0.000357763-0.00491016j 0.00258655-0.000465765j -0.00602345+0.00250524j -0.00272257+0.00341467j -0.00689972+0.00459163j -0.00155865-0.00271498j -0.000300919+0.00412897j 0.00530507-0.0025517j -0.00176886+0.0018141j 0.00151889+0.00518515j -0.00823672-0.00837568j 0.000730622-0.00205488j -0.00439173+0.00225219j -0.00162797+0.00235525j -0.00420773-0.00195037j 0.000922271+0.00312313j -0.00393297-0.00422426j 0.000134945-0.00231478j 0.00293838-0.00640658j 0.00186504+0.000576648j -0.0049193-0.00393668j 0.00167847+0.00122268j -5.70088e-05-0.00393677j -0.000171896+0.00604707j -0.00248718-0.00555782j -0.00272363-0.00439302j 0.00708943-0.00158866j -0.000333322-0.00526137j 0.000277599+3.28193e-06j 
-0.0282582+0.00429724j 0.00956902+0.0586757j 0.0653928-0.021503j -0.0132072+0.0482333j 0.0438089+0.041944j 0.099743+0.0146003j -0.0368628-0.137995j -0.185811+0.092463j 0.0886953+0.0205766j 0.0717545-0.0015205j -0.0804824+0.0188427j 0.00295805+0.0875714j -0.0785552-0.0662561j -0.0778218+0.0524776j 0.0155311-0.0762871j 0.0352598+0.0492268j 0.0346388-0.0468587j 0.0154492+0.00537687j -0.0219789+0.0107357j -0.0178594+0.00102858j 0.038451+0.00828857j -0.00294419-0.0334068j -0.00463379-0.00824322j 0.00242957-0.00314566j 0.00800158+0.000930454j 0.00564863+0.0234133j -0.0145583+0.000229918j 0.0064582+0.00149458j -0.00311246-0.000451301j 0.000121166-0.00696208j 0.0161967+0.00317527j 0.0105013+0.00253972j -0.00591985+0.00577895j 6.90986e-05+0.00514956j 0.000285756+0.00311912j -0.0115274-0.00890288j 0.00856876-0.00867743j 0.00216096-0.002129j 0.0153705-0.0108241j -0.012314-0.00463845j 0.00532964+0.0217761j 0.00520785-0.00757825j -0.00619575-0.00459041j 0.00686129+0.00108981j -0.00479116-0.00660912j -0.0119739-0.000672459j -0.00750529+0.00379653j -0.0069844+0.00683746j -0.00477484-0.00786672j 0.00903809+0.00104669j 0.000909915-0.00105236j 0.00674726-0.00546739j -0.00564912-0.000862259j -0.00265459-0.000246225j -0.00891875-0.00156906j -0.0129441-0.00168231j 0.0131659+0.0025993j 0.000837202-0.00116997j 0.00143983-0.00152924j 0.00784839-0.00347277j -0.00422114-0.00471282j -0.000173974-0.00239234j -0.0155225-0.00922262j 0.00104019-0.0012324j 0.00211337-0.00253373j 0.00973743-0.00298764j 0.00261776-0.00220005j -0.00262135+0.00141175j -0.000595142-0.00281004j 0.0037744-0.00746144j -0.00298628+0.00239322j 0.00639012-0.00269036j -0.00173914+0.00250791j -0.000370573-0.00174732j 0.00425696-0.00303329j -0.000588166-0.00262762j -0.0015668+0.000685726j 0.00344727-0.00173963j -0.00706212+0.0037812j -0.00388473+0.00260307j -0.00221147+0.00154461j 0.00147044+0.0016952j -0.00663399+0.0021833j -0.00107263-0.000328168j -0.00202889+0.00292404j -0.00142783-0.0016148j 0.00444476+0.000164039j 0.0029968-0.00172681j 0.00455386+0.0013688j 0.00295974+0.00231424j 0.00170821-0.00292392j 0.00555072-0.000515394j -0.00733266+0.00470798j 0.00488822-0.00199727j -0.00482143-0.00567671j -0.000850121+0.00544605j 0.00821735-0.00479438j 
0.0144986+0.0532305j -0.0318039-0.0023451j -0.0565098+0.0525529j 0.0529961-0.00507678j 0.103083-0.0368727j -0.0814918+0.00940005j 0.00858586+0.0480808j 0.00790044-0.081546j -0.0804589+0.0408245j -0.0609196+0.0959657j 0.0339016-0.0796829j -0.0381292+0.0496546j 0.0737796+0.00948218j 0.0572704-0.0200724j 0.0902533-0.0230899j -0.0215946-0.0253118j -0.00463412-0.0327564j -0.0129012+0.0222718j -0.00884697+0.00354426j 0.030046-0.00303828j 0.0163471-0.00801759j -0.0208693-0.014844j -0.0193085+0.0234721j 0.0104662+0.00524047j 0.00604154-0.0212986j -0.00912215-0.0089556j -0.0224143-0.0226345j 0.00582283-0.0209556j -0.00191458-0.00444152j 0.0124625-0.00091121j 0.00796106+0.0022784j -0.00427648-0.00842013j 0.000296248+0.00361495j -0.0125276+0.00168913j 0.00888165+0.000236148j 0.00834878-0.00619006j 0.0106298+0.00235114j -0.00289166+0.00581384j 0.00497678+0.00118235j -0.00912764-0.0293841j -0.0291088+0.00810706j -0.0013535-0.000482288j 0.0034318+0.000561599j 0.000412684+0.00843863j -0.00429977-0.00151829j -0.00850124-0.00381121j -0.00838844+0.0106676j 0.00735792+0.012483j -0.00690936+0.000710555j -0.013801-0.000501469j -0.00061829-0.00311848j -0.00602447+0.00672616j 0.0164934-0.00415079j 0.000638802-0.00590896j -0.000672136+0.000297589j 0.00705518-0.000731988j -0.0072399-0.000543307j -0.000543578+0.00663864j -0.00386866-0.00689425j -0.0133512-0.00425126j -0.0122236+0.00653656j -0.0125939-0.000586126j 0.0016193+0.00383904j 0.00459335-0.00553349j -0.00420245-0.00468985j 0.00421422-0.0140928j -0.00463885-0.0107549j 0.00271896+0.00303172j -0.00123351+0.00109888j -0.0034752-0.00780393j 0.00648692+0.00098343j -0.00573376-0.00416632j 0.00586369-0.00132533j 0.00346363-0.00693926j 0.00347858+0.00431798j -0.00309507-0.00545857j 0.00233888+0.0049144j -0.0027454+0.00351543j 0.00396684+0.00978902j -6.38719e-05+0.00174705j 0.00186971+0.002388j -0.00582404+0.00345716j 0.00519628+0.00283906j 0.00403076-0.00229005j -0.00489456+0.00175011j 0.00196015-0.000221845j -0.00417956-0.00151773j 0.00272268+0.00288231j -0.0037324+0.00863542j -0.00585223+0.00194936j 0.00092808+0.000686923j -0.000327676+0.00440101j -0.00524367-0.00243975j -0.000441803+0.00239083j 0.00377857-0.00236329j 0.000573341-0.00707452j 0.00175966+0.000707998j 
0.145284+0.00678264j 0.0278491-0.019506j 0.0310331+0.109783j 0.00186139-0.0385035j 0.0345107+0.11456j -0.0163306-0.08109j -0.00128527+0.100564j -0.120439+0.0732173j 0.101746-0.103149j 0.0953126-0.0535826j -0.0231089-0.0983103j -0.168163-0.000394026j -0.0291438+0.0535147j -0.0391038-0.0567249j 0.0281518+0.0287393j -0.00818535-0.0687263j -0.12389+0.0246927j 0.0172196+0.00351122j -0.00802258-0.0117524j -0.0127892+0.00821536j 0.00165514-0.0100645j 0.000948899+0.0042407j 0.0122418-0.0161808j -0.0110922+0.00888475j 0.00197836-0.00269117j 0.00570329+0.00221449j -0.00792064+0.00227011j -0.00480763-0.00206144j -0.00578638-0.00432211j 0.0126645-0.00748911j 0.00614516+0.00642924j 0.00290167+0.00774738j -0.00780183-0.00557305j 0.0032996+0.00581129j 0.014911+0.00150534j 0.00571415-0.0101711j 0.00876111+0.00997379j 0.00461584+0.00723798j -0.00447436+0.00167196j -0.0473236-0.00015056j 0.00252366+0.0257881j 0.00926432+0.011135j -0.00251395-0.00782715j 0.0147926-0.00590699j -0.00376468+0.000825046j 0.00536363+0.00363393j 0.00678837-0.0140139j -0.00219513-0.00881281j 0.00820044+0.0139604j 0.00650572+0.00625234j 0.000570055-0.000878925j -0.00126371-0.00254359j -0.00376244-0.00634303j -0.00157653-0.0109j -0.0053229+0.013412j 0.00683201+0.0148927j 0.00191556+0.00305735j -0.0047866+0.0137143j 0.0033908+0.000481563j 0.00507978-0.00171472j -0.0200143-0.00529583j -0.00920749-0.00197503j -0.0141833-0.00591804j -0.00108307-0.0105802j -0.00342968+0.00856999j 0.00206809+0.00444749j 0.00544147-0.00803901j -0.000352693-0.00700608j -0.00178213-0.00429674j -0.00166724+0.0027357j 0.00533375+7.21447e-05j 0.00992358-0.000294924j 0.00094399-0.000728096j 0.00151775+0.00338328j 0.00441805-0.00155889j -0.00308646-0.000396043j 0.00332685-0.00206434j -0.00425504-0.00184194j 0.000983306+0.000904718j -0.00444558+0.00190936j -0.00183557-0.00029647j -0.00650683+0.00432732j -0.00491371-0.00321438j 0.00270167-0.000659109j 0.00027127+0.00175074j 0.00170437+0.000437203j 0.000932713+0.00651575j -0.00382562+0.000902469j 0.00166505+0.0033136j -0.00258244+0.00115913j 0.00692839+0.00304072j -0.00298555+0.00238408j 0.000621249+0.00326939j 0.0101419+0.00687962j -0.00431553+0.00499514j 0.00290648-0.00598493j -0.00207507-0.00617432j 
-0.00592315+0.000330774j 0.12398+0.0583963j -0.168143-0.087223j -0.0208186+0.20858j 0.0262038-0.0321254j -0.0605239+0.0329253j -0.0632802+0.00824752j -0.00061958+0.139783j -0.142065+0.0233538j 0.103631+0.0237891j -0.0518059-0.00886937j 0.0267192+0.209465j 0.00713843+0.0502331j -0.0723124+0.0099809j 0.0166011-0.030283j 0.0805331+0.0574891j -0.00484722-0.0132794j -0.0301807-0.00986087j 0.00849743-0.0206848j 0.0160904+0.0052435j 0.00368218+0.0140808j -0.0136551+0.0130636j 0.0132564+0.0128091j -0.00149466+0.0316317j 0.0270835-0.00736569j -0.00531486-0.00593935j 0.00090309-0.0105571j -0.0125642+0.0173489j -0.010192+5.29051e-05j -0.00999519+0.00193694j -0.00176547+0.00119115j 0.00491529-0.000294736j 0.00921953-0.00546114j 0.00846793-0.000374593j 0.00659149-0.00779435j -0.0120741-0.00499598j 0.00458669-0.00717098j -0.00230013+0.00224591j -0.00757425+0.000222318j -0.00375914+0.0298435j 0.0341986+0.0180826j -0.00362329-0.00365741j 0.00941347+0.00643875j -0.00411525-0.00725629j -0.00678488+0.00377724j 0.00455067+0.013382j 0.0118313+0.0120394j 0.00890945+0.000161389j -0.0139905-0.0126436j -0.010296-0.0132901j -0.00165522-0.00318672j 0.00502554+0.0062911j 0.00154637-0.00261036j 0.00437276-0.000467484j -0.0042295+0.00449952j -0.0119498+0.00502754j -0.00553803-0.00161729j -0.0134793-0.00674627j -0.00555196+0.00596771j 0.00940356+0.00149641j 0.00442522-0.0119239j 0.00690853-0.00742215j 0.0069995-0.00338149j 0.00157796+0.00333307j 0.00287198+0.00173786j 0.00193786+0.00311304j 0.00894987+0.00456762j 0.00353336-0.00567358j -0.00248969-0.000833407j 0.00170438+0.00355385j -0.000273465+0.00336605j -0.00218915+0.00441395j 0.00702103+0.000820125j 0.00330741+0.00720079j -0.00276917+0.0055664j 0.000474293+0.000610595j -0.00248375-0.00139498j 0.00233472-0.00430627j -0.00399322-0.00154482j 0.00712932-0.00685832j -0.00187317+0.00459307j 0.0056002+0.000922577j 0.000405588-0.00168602j -0.00464288+0.00930386j 0.00276913-0.00438164j 0.00151231+0.00127618j -0.00104677-0.00510563j -0.0029093+0.00800414j 0.00210417-0.000575987j 0.00111643+0.00436384j -0.00296856-0.00471426j 0.00192575-0.0047212j -0.00538463+0.00033911j -0.00242326-0.00524808j 0.000297385-0.00215986j -0.00203628+0.00464162j 0.00680735-0.00108187j 
0.0264016+0.0482195j 0.0566358-0.108424j -0.0378961+0.160088j -0.0534856-0.0170651j -0.00601166-0.058413j 0.099766+0.0359792j 0.0322874-0.118142j 0.0409768-0.0179207j 0.00832769-0.164289j -0.124858-0.171689j -0.0842404+0.0284402j -0.0136725-0.0277721j 0.0343155+0.0266957j -0.0233827+0.0643843j -0.00253189+0.0436148j 0.00372069-0.128333j -0.0523025-0.0200902j -0.00869511+0.020668j 0.0249747+0.00580659j -0.00627374-0.0116759j 0.019234-0.00530776j -0.0120204-0.0191404j 0.0106449+0.00419208j 0.0120524+0.00793702j -0.0184072+0.00711397j -0.0152486-0.0109297j 0.0119203-0.00807827j 0.0107266+0.00127915j -0.0110408+0.00964952j 0.00258282-0.00857447j -0.00997498+0.0058303j -0.00609727+0.00537604j -0.00795289+0.00892577j 0.00223344-0.00231462j -0.0031605-0.00444906j -0.00603001-0.00435824j -0.000684661-0.00733455j -0.000525877+0.00526009j -0.00549745-0.00580787j 0.012152+0.00954696j 0.0206373-0.0327758j 0.00194064-0.00623008j -0.00297966-0.0104641j -0.00338606+0.0126421j 0.00127867+0.000953672j 0.011539-0.0109878j -0.0126168-0.014621j -0.00287418-0.00750312j -0.00761109+0.0191105j -0.0065641+0.0154362j 0.00552612+0.00507653j -0.00996973-0.0171599j 0.0132928-0.00567227j 0.0145955+0.00195097j -0.00984921-0.00430984j -0.00933168-0.00925267j -0.00540673+0.0138209j -0.00810604-0.00136462j -0.00192502+0.00215157j 0.000661204+0.00478418j 0.00729123+0.00227039j 0.000959802+0.00464447j 0.00892496-0.00234766j 0.00352835-0.00272782j -0.0104778-0.000638284j -0.00873425+0.0107335j -0.00440381+0.00374321j 0.00652275+0.00114384j 0.0013564-0.00171167j -0.0063974-0.00625181j -0.000933104+0.00237591j 0.00428205+0.00101702j -0.00226122-0.00111968j -0.00305101-0.00371687j -0.00187934+0.0070392j 0.00379634-4.22152e-05j 0.00398088-0.000617806j -0.00446493+0.00769134j 0.00632267-0.00865533j -0.0025619+0.00404209j -0.00116975+0.0013217j -0.00447249+0.00153577j 0.00363039-0.00294983j 0.00454579-0.00432982j -0.00227338+0.00253765j 0.00742462-0.00456675j 0.00116959+0.00413708j -0.00115657-0.00321085j 0.00148621-0.00197466j -0.00211062-0.000662507j -0.000372394+0.0050982j -0.000911012+0.00319329j 0.00950456+0.00642377j 0.00475367+0.00518396j -0.0012168+0.00379792j 0.000179722-0.0022606j -0.0102193-0.00618571j 
-0.0467919+0.00669608j -0.0256689+0.0224809j -0.0700259-0.0654534j -0.0750741-0.0854028j -0.115383+0.0343328j 0.132459-0.0551851j 0.0750551+0.0285462j -0.0390632+0.154376j 0.0316118-0.203285j 0.0199321+0.156669j 0.0287789+0.112594j 0.0929896-0.0130374j -0.00109844-0.038454j 0.0214926+0.0379044j -0.00910206+0.00937809j -0.00669429+0.0203634j 0.0623542+0.0153446j -0.0133975-0.0321369j 0.0412017+0.0261008j 0.0131108-0.0383244j 0.0028251+0.0137633j 0.00636765+0.00145189j 0.038766-0.000636617j 0.00469303+0.0231665j 0.00392659-0.0118257j -0.00997237-0.00228394j 0.00471211+0.00193257j 0.00576009-0.00847197j -0.00903259+0.00227232j -0.00117003+0.00135571j -0.0027132+0.004445j 0.00160145-0.00871186j 0.00249202+0.00145669j -0.00504441+0.000375095j 0.000745129+0.00628855j 0.00519552+0.00334781j 0.000392039+0.00133128j 0.00672521-0.00388389j 0.0039243+0.000902229j -0.00423827-5.1629e-05j -0.00783991+0.0123231j -0.00279599+0.0102464j 0.00825434+0.00214428j -0.0132227+0.00509282j 0.000682752-0.00471315j 0.0151964+0.0217144j 0.022412+0.00405906j 0.0142713-0.0126486j -0.0136183+0.00514186j -0.0194803+0.0147244j -0.00680303-0.00336881j 0.0050893-0.00601417j 0.00951544+0.00453491j 0.00194304-0.00837197j 0.000711259-0.00243268j 0.00996463-0.00308456j -0.00892234+0.00434006j -0.00555475+0.0146326j 0.000605077-0.00530636j -0.00015315-0.00497677j -0.0106577+0.000914865j -0.011103-0.00396261j -0.00159652-0.000362531j -0.000731665-0.00505218j -0.00470672+0.00302305j -0.00891813-0.00672103j -0.00156641-0.00666156j -0.00199361-0.000895936j -0.00226762+0.00175796j -0.00498029-0.00267559j 0.0002318+0.00152437j 0.00300762+0.000152923j 0.00373324-0.00926929j -0.000643702-0.00445999j -0.00282385+0.00608648j 0.00408954-0.00299813j 0.00249374+1.70797e-05j 0.00349747-0.00145707j -0.00182173-0.00163512j 0.00065231+0.00205279j 0.00281445-0.00102961j -0.000390883+0.00161615j 0.00933727+0.00016687j -0.00143678-0.00178679j -0.00363636-0.00115157j 0.00343647+0.00249468j -0.00914015-0.00366803j -0.00391277-0.00229183j -0.00205446-0.00333212j -0.00267594-0.00457089j -0.00935438-0.00453575j 0.00406455+0.00198192j 0.00224977+0.00331675j -0.0101936-0.00335826j 0.00571274+0.0013408j -0.00454534-0.00158705j -0.000931307-0.00231967j 
