-0.0139511-0.0115488j -0.003357-0.00942212j 0.00645454+0.00238481j 0.0104239+0.0146841j 0.00574353+0.00620301j -0.00152721-0.00761539j 0.000683844+0.00906024j -0.00109089-0.00192727j 0.00250267+0.00359205j 0.00763892+0.00956385j -0.00115425-0.00707253j -0.000539064+0.00952694j 0.01109+0.0165947j 0.000965086+0.00970521j 0.00634736+0.00651887j -0.00524755-0.00887518j 0.000621341+0.00324014j -0.000567861-0.0101169j 0.00597243-0.000391408j -0.00466512-0.00721032j 0.00362139+0.00603984j -0.00494015-0.00320687j -0.00362876+0.00364602j -0.00878429+0.000325648j -0.00664829+0.000629809j -0.00575654+0.00750333j -0.0194317+0.00604415j 0.00523935-0.0161875j 0.0204004-0.00719888j 0.00533051+0.0130854j 0.0387175-0.0059442j -0.00382954+0.0393559j -0.00716876-0.0056288j -0.00849207+0.0143331j -0.00182243+0.00107515j 0.00511071-0.0021465j 0.00382473+0.00269931j -0.00367565+0.00618989j 0.00182024-0.00114941j 0.000425456+0.0031705j -0.00113634+0.00162207j -0.00593263+0.00125472j -0.00984166+0.00479981j 0.0127461-0.00784979j -0.00555706+0.00260438j -0.0050851+0.00285291j 0.00655609-0.00769605j -0.0094441+0.00196587j 0.00720246-0.00242444j 0.00800076-0.00717101j -0.00740265+0.00329202j -0.00530309+0.0013058j 0.00371587+9.56895e-05j 0.00908396+0.0019461j 0.00475454-0.00532285j 0.00595311-0.000710922j 0.00267238+0.00269914j -0.0134878-0.00436592j 0.0020365-0.000519906j -0.00365138-0.00150739j 0.00204818-0.0057677j -0.000848576+0.00898707j -0.0145989-0.0095135j 0.00367984-0.00468153j 0.00163963+0.00435765j -0.00470393+0.00312993j -0.00348225+0.000708784j 0.00701746-0.00173142j 0.000710442-0.0018199j -0.00832413-0.00443666j -0.0181717+0.0204188j -0.0348935-0.00935241j 
-0.00168657+0.00352181j -0.00312091-0.00173821j 0.00194546+0.00175556j 0.0027213-0.00599395j 0.00629308-0.00476528j -9.24662e-05+0.00759351j 0.00867441-0.00343115j -0.0194748-0.00624103j -0.0108416+0.0106074j 0.0315713+0.00419465j -0.00596914-0.000517296j 0.0232244+0.0143329j -0.0181873+0.0168595j 0.0277044-0.00328484j 0.0147343-0.00929033j 0.0127211+0.00349647j 0.0121606-0.0234856j -0.0253166+0.005531j 0.00993048+0.006635j 0.0146828+0.00779528j -0.00944061+0.0201064j -0.0167302+0.0169761j 0.0114559-0.0124482j 0.00380834-0.00430755j 0.00043928+0.00235304j -0.0034402+0.00575753j -0.00296105+0.00126154j 0.00299873-0.00125889j -0.000620972-0.000203157j -0.00412972+0.0050408j 0.00187636+0.00050149j 0.00281944-0.000980721j -0.00340258-0.000828174j 0.00298886-0.00456304j 0.00298487+2.75614e-05j 0.00015786+0.00350754j 0.00347655-0.00377733j -0.00645489-0.00623028j -9.646e-05+0.0112577j 0.00072678+0.00197336j 0.00547944+0.0186212j -7.07032e-05-0.00104627j -0.0035997-0.00576219j 0.00247709+0.00834498j 0.00223107+0.0136208j 0.00165023+0.00523126j 0.00322107-0.00705522j -8.72115e-05-0.00466415j -0.00677105-0.00968716j 0.00328053+0.00279048j 0.00395003+0.00516098j 0.000654648+0.00270693j 0.00200291+0.0147975j 0.00391919-0.00631405j -0.000835561-0.000505514j -0.0034281-0.00967291j 0.00322087-0.0164296j 0.000713304+0.00743026j 0.00200953+0.00110221j 0.00274817-0.00915968j -0.00308839-0.000103426j -0.00505843+0.00880839j 0.00278491-0.00185161j 0.00273577-0.00591962j 0.00485087-0.00681382j 0.00131758-0.00460475j -0.0012861-0.00134002j 0.00156295-0.00167865j -0.00385624+0.0045465j -0.00121323-0.00198834j 0.00161441-0.00239199j -0.00170606-0.00195346j 
-0.000791236-0.00228454j -0.000201618+0.00111186j 0.00864579+0.000744337j 0.00672513+0.00642402j 0.00258263+0.00768655j -0.0214873-0.0109974j -0.00485011+0.00986055j 0.012573+0.00366008j -0.018568+0.00662798j 0.00493042-0.00153335j 0.00106051+0.00608159j -0.0139608-0.0168612j -0.0232203-0.00338943j -0.00817-0.028316j -0.00235898-0.016316j 0.00762814+0.00134668j 0.0138896-0.00633795j -0.0080498+0.0125981j -0.00445798-0.013445j 0.0127204+0.0136277j -0.0136725+0.000371186j -0.0155849+0.0102623j -0.00541468-0.00339364j 0.00115416-0.00513533j 0.00406897+0.00495003j 0.000126017-0.00320003j 0.00461628-0.00128121j -0.00414354+0.000885201j -0.00330739+0.00518327j 0.00179671+0.000256443j -0.00155402-0.00353674j -0.00010844+1.39092e-05j -0.00945323-0.00279917j 0.0001687+0.0111614j 0.000812199+0.00666433j -0.00650542-0.00591432j -0.00103545-0.00777508j 0.0060552+0.0123982j -0.0038986-0.0118008j 0.00147313-0.0138405j -0.00549333-0.0203208j -0.00736982+0.00266824j -0.00580387-0.0105794j -0.00546689-0.00941143j -0.00485159+0.00324948j -0.00233277-0.00917496j 0.00410446+0.00460953j -0.00106627+0.00104541j 0.00289613-0.00148701j 0.000913836+0.023897j 0.00329151-0.0229786j 0.00625929+0.00895478j 0.00217196-0.0200425j -0.000512017+0.00127121j 0.00188719-0.0090291j 0.00087103-0.0136578j -0.00169856+0.01887j 0.00138771-0.00504435j -0.00583469+0.00524497j 0.000608052-0.0034583j 0.00063884-0.00597655j -0.000133108-0.00383603j -0.00206591+0.00441585j -0.00111359-0.00329786j -0.00155371-0.00425493j -0.00117453-0.00254983j -0.00114918+0.000177401j -0.00143507+0.00463638j 0.00171731-0.00456512j 0.00134963-0.00357025j -0.0027858+0.00206206j 0.000549073+3.15183e-05j 
0.000565071+0.000482278j -0.00372384-0.0010076j -0.00356669+0.00522859j 0.00186621+0.00216849j 0.0121796+0.00692527j 0.00306507+0.00418711j -0.01369-0.00680478j 0.0219907-0.00575371j 0.0173395+0.0229484j -0.00736315-0.0103988j -0.0154441-0.0133425j -0.0144344-0.00744087j -0.0245096-0.00441678j 0.0239792+0.0102174j 0.0127351+0.00245949j -0.00672132-0.00877162j 0.00528764-0.0070465j 0.00506361+0.0152098j 0.00884786-0.0105618j -0.00126296-0.00469931j -0.00570079-0.00992073j -0.00777677+0.014328j -0.00195903+0.00957571j 0.00142138-0.0026684j -0.00497574+0.00509475j 0.00251363+0.000838666j 0.00736017-0.0011408j -0.00500182-0.000571241j -0.00752043-0.000291083j 0.000258949-0.00641784j 0.00446802+0.0027256j 0.000158182+0.00423881j 0.00292476+0.00174592j -0.000583376-0.000683471j 0.0066248-0.0014524j 0.0061614+0.013805j -0.00802779-0.00334912j 0.00673682+0.00719877j 0.00241396-0.0103985j 0.00103992+0.00886318j -0.00102129+0.0116215j -0.00470318-0.0052631j -0.00263715+0.0163406j 0.00301739+0.0158629j -0.000822455-0.0256533j 0.00795109+0.00875221j 0.00477869+0.0178256j -0.00191311+0.00282112j -0.00520937-0.0183712j -0.00281953+0.000563676j -0.00537784+0.0164753j 0.00187596+0.00674387j 0.0011821-0.0143496j -0.00367683+0.00144171j -0.00327763+0.0130287j 0.000761636+0.0023428j -0.000487294+0.00501326j 0.0032753-0.00944463j -0.00103952+0.00717524j -0.000708117+0.00458765j 0.00283498-0.00542665j -0.000764039-0.00157324j -0.000411683+0.000688674j 0.000144961-0.00493247j -0.0020552+0.00433313j 0.000434487-0.00404612j -0.00169247+0.0033727j -0.00262288+0.00880803j 0.00336919-0.00516189j -0.000207441+0.00373763j -0.000353151-0.000847961j 0.000633394-0.000744115j 
0.00320804-0.00116498j 0.000410056+0.00359813j -0.00405562+0.00442761j -0.0049505-0.0054526j -0.00196522-0.0033107j 0.00742005-0.00133469j 0.014896+0.00389778j -0.0125574-0.0332307j -0.0225282+0.00471268j -0.00361498+0.000499402j 0.0172401-0.00637272j 0.0120318+0.0271778j 0.00658754+0.023446j -0.00879573-0.00973699j -0.0064657-0.0181049j 0.00783475-0.00321114j 0.00164856+0.0104627j 0.00857779+0.00337318j 0.0145494-0.00282219j 0.00154727-0.0079552j -0.000141784-0.012034j -0.0065738+0.0122455j -0.00972269+0.0152273j 0.00529855+0.000436283j -0.000746739-0.000108436j 0.00308084+0.00152336j 0.00829097-0.00303957j -0.00538606+0.00234873j -0.00611558+2.50711e-05j 0.00610565+6.1454e-05j 2.93173e-05-0.00118755j -0.00256962+0.00182839j 0.00855306+0.0044601j -0.0034912-0.0135026j -0.00601839-0.0132215j 0.00360019-0.000515503j 0.00675087+0.011578j 8.01241e-05-0.00593893j -0.00207749+0.00259494j -0.00656941-0.0136351j -0.00938241-0.00538021j 0.00237505-0.00649584j 0.00246183-0.00743468j -0.00669602-0.0184682j 0.00294637+0.0117576j 0.0047291-0.000343116j -0.00161618+0.00764551j -0.00239597+0.014985j -0.00201677-0.00427834j -0.00072961+0.00446869j 0.00365208-0.0231026j -0.00546081+0.0175679j -0.00366207-0.010206j -0.00160533+0.0136598j -0.000366369-0.00590615j -0.000899916-0.00429678j 0.00390093-0.00480668j 0.00551286-0.010083j 0.00087805+0.00135081j -0.00284842+0.0117012j 0.00448972-0.0116129j -0.00307315+0.00467146j 0.0015468+0.0068605j 0.000786863-0.00304577j -0.00465429+0.0121885j -0.00119593+0.00527484j -0.00264462+0.00240493j -0.00169275+0.0014705j 0.00235217-0.00615602j 9.6025e-05+0.00175651j -0.00137218+3.56329e-06j -0.000129031+0.00270642j 
-0.00339281-0.00100539j -0.00359064-0.00516112j -0.00569628+0.00255782j 0.00344026+0.00713114j 0.0179087+0.00979819j -0.00801296+0.0151097j 0.0125103+0.00342334j 0.00356401-0.0175808j -0.00657473+0.00191525j -0.0210527+0.0163572j 0.0217257+0.00259159j -0.00561965+0.0227831j 0.00599268-0.0156405j -0.0151582+0.028499j -0.000754093+0.0189227j -0.00115537+0.0128015j 0.000719617-0.00466317j 0.00941224-0.00558668j -0.00155195+0.013068j -0.00655132+0.0227423j 0.00157977-0.00727247j -0.000233841+0.00594463j 0.00209054+0.00255606j 0.00324723-0.00110526j 0.0028833+0.0100737j -0.000607704+0.00355586j 0.00139188+1.05173e-05j -0.00332948-0.00151445j -0.00585564-0.00523708j -0.00556072-0.00677337j 0.00185777+0.0041847j 0.000852801+0.00632163j 0.00448688-0.00201683j -0.000514432-0.00107786j 0.00850131+0.00914883j -0.000265707+0.00540899j 0.00274575+0.00200952j 0.00319193+0.00662664j 0.00559581+0.0104593j -0.00250165-0.000770143j -0.00172856+0.00572077j 0.00298365+0.0172687j -0.00405489-0.0164108j -0.00668703+0.00456079j -0.00062058-0.00174647j -0.00252896-0.0207739j 0.00643371-0.015322j 0.000569097+0.0112944j -0.00205897-0.00581818j -0.00140483+0.00779649j 0.00377813-0.00896964j 0.000877789-0.0124993j 0.00138213+0.0151142j 0.00336855-0.0154953j 0.00176561-0.00471005j -0.00341225+0.00125615j -0.00287838+0.00950467j -0.00144381+0.018996j -0.0026007+0.00843378j 0.00172672-0.0033941j -0.00282944+9.3066e-05j -0.00391089+0.0126921j 0.0017395-0.00084284j -0.00051785-0.00144965j -0.000393119+0.00458669j 0.00141019-0.00492044j 0.00125943-0.000423858j -0.000515945+0.00141565j 0.00102472-0.00285303j 0.00125629+0.00159296j 0.000556572+0.000170398j -0.000453846-0.00338297j 
-0.0061309+0.0057078j -0.00651466-0.00696754j -0.000565952+0.00324049j 0.00648576-0.00167157j 0.0225106+0.005519j -0.00143272-0.00258405j 0.018987+0.0106993j -0.00018276-0.012952j 0.00108356-0.00677633j -0.0111954-0.0177748j 0.0180614+0.0158823j -0.00787421-0.0126172j 0.00705869+0.0184746j -0.0029578-0.0239157j 0.0123678-0.0218171j 0.000755729-0.0082546j -0.00264369+0.00427277j -0.0061997+0.00164672j 0.00357732-0.00606531j 0.00647092-0.00869628j 0.00494803-0.00539726j 0.00559887-0.00203717j 0.00897792-0.00499609j -0.0032586+0.00229915j -0.00116823+0.00478066j -0.00197628-0.00143739j -0.00302033+0.00127026j 0.000608852-0.0055333j -0.00135259-0.000936347j -0.00886226-0.00325922j 0.00691856+0.00456264j 0.00766802+0.00451451j -0.00434574-0.00496752j 0.00138791-0.000396112j 0.0133515+0.0139062j 0.00178648-0.00439621j 0.0092885+0.0215273j -0.00945272-0.00282437j 0.00188228+0.000339589j -0.00033821-0.00135578j -0.0053567-0.00152514j 0.00161226+0.0230867j 0.000435879+0.000917555j 0.00479393+0.00457195j 0.00421364-0.0209915j 0.000915508+0.00211604j 0.0031834+0.00591214j -0.0013349+0.023561j 0.00201005-0.0118109j 0.000899888-0.0162836j 0.00371458-0.00103974j 0.00149296-0.0125963j -0.000948502+0.0137646j -0.00116805+0.000190685j 0.000771753+0.0087757j 0.00223045+0.00862798j 0.000746394-0.00724125j 0.000874162-0.00431566j 0.00544658-0.00402432j -0.00211683+0.00690177j 0.000293791-0.00338944j 0.00116446-0.00466167j -0.00119041-0.00160651j -0.00395869+0.00874284j 0.00126838-0.0018714j 6.65638e-05-0.00809062j -0.000942997+0.000555338j 0.00162026+0.00258832j -0.00279902+0.00653018j -0.00204969+0.0015561j 0.00397143-0.00133702j 0.000411178-0.00481345j 
0.000588228+0.00502384j 0.000415356+0.000150983j 0.00658346+0.00845372j 0.00905894-0.0103507j -0.0038805-0.00669708j 0.00621914-0.0284802j -0.000523714-0.00356836j 0.00602472-0.00398684j 0.00556066-0.0127939j -0.00211544+0.0416387j -0.0011613-0.0219327j -0.000754937+0.00981859j -0.000446341-0.0164356j 0.00730912-0.000303893j 0.0187123-0.0104558j 0.00297517+0.0162888j 0.00410219+0.00926134j -0.00135193-0.0112543j 0.00878064-0.00653076j -0.0107763+0.0145881j 0.00502342-0.00584225j -0.00172651-0.00542542j 0.00687428-0.0055351j 0.00431645-0.00109647j -0.0118393+0.00149786j 0.00255566+0.00577595j 0.00400205+0.001334j 0.00126934+0.000526725j 0.00110437+0.00232068j 0.00614103+0.0143078j -0.00471285-0.0023972j 0.00369574-0.00662225j -0.00743688-0.000330371j 0.00809729-0.00161777j -0.00465427-0.0122189j 0.00677961+0.00426988j 0.00248477-0.00138452j 0.000438841+0.00112763j 0.00697938+0.00419093j 0.000257692+0.000185637j 0.00215358-0.00573772j -0.00392516+0.00282498j -0.00548339+0.00170774j -0.00540026+0.0128289j -0.00119161-0.000732722j 0.000467679-0.0147522j 0.000517902+0.0159277j 0.00264232+0.0113983j -0.00453482-0.0120319j 0.00177165-0.00654257j 0.00377827+0.00406451j 0.00114753+0.00201891j -0.00163988+0.00722341j -0.000658414-0.00989944j -0.00152448+0.0027394j 0.00536702-0.00526847j -0.00256608+0.0231748j 0.00377613-0.00342151j 0.000102271-0.00835469j 0.000359939-0.000310594j -8.52296e-05-0.00437131j -0.00438682+0.00777246j 8.78212e-05+0.000379208j -0.0044682+0.00807489j 0.00189273-0.00839379j 0.000971586-0.00459388j -0.00363692+0.00981505j 0.000140236+0.00442492j -0.00301217+0.00133666j 0.000252632-0.00412801j -0.000281219-0.000987338j 0.00158567+0.000930502j 
-0.00116649-0.00162919j 0.00346594+0.00305015j 0.00272502-0.0048055j 0.0146684-0.00742491j 0.0111557-0.00762857j -0.0114211+0.00823568j -0.00838433+0.0214892j 0.0301506-0.0238697j 0.0136895-0.0166716j -0.000168287+0.0114932j -0.00629955+0.0158496j -0.040968+0.0226901j -0.035561+0.0213783j -0.00470542-0.00336709j 0.00445362-0.00674413j -0.00173031+0.00815712j -0.012223-0.00533541j 0.0160638+0.000595406j -0.0229371+0.00787644j 0.010573-0.00263188j 0.000747254+0.0124994j 0.000884993-0.000806513j -0.00560091-0.00404661j -0.00395695+0.00173711j 0.00527663-0.00382936j -0.00936268-0.00362934j -0.00170912-8.84852e-05j 0.000709067+0.000242371j 0.00304102+0.00249273j 0.000354292+0.00696464j -0.00437525-0.00444709j -0.00073507-0.000100913j -0.00621572+0.00603009j 0.00777715-0.0043847j 0.00366634-0.00641588j -0.00117825+0.010018j 0.00118519+0.00159016j 0.00946007-0.014926j 0.00673578+0.0111611j 0.000123501+0.008762j 0.00165314+0.0133913j -0.00350897-0.00421671j -0.00326786+0.00584931j 0.00778268+0.0009237j 0.000471079+0.00840115j -0.00279303+0.00464743j 0.00172024-0.008491j -0.000398246-0.01019j -0.00164391+0.00210536j -0.00228407-0.00589043j 0.00201949+0.00957554j -0.00490598-0.00171108j -0.00407885+0.0104508j -0.000199496-0.00360672j -0.00180751-0.00196787j -0.00426646+0.00144586j 0.0042496-0.0104736j -0.00143615+0.00316349j 0.00371223-0.00269025j -0.00132556-8.8289e-05j 0.00148347+0.00245083j -0.00541586+0.00414106j 0.00117773+0.000379325j -0.00057949-0.00218126j -0.00129915-0.000801973j -0.000158553+0.00434224j -0.000502845-0.000500283j 0.0038055-0.00767893j -0.00433038-0.00215992j 0.000224038-0.001141j 0.00197118+0.00188696j -0.00206756+0.000493881j 
-0.00024498+0.00218121j 0.00623704-0.00209279j 0.00125586-0.00161362j 0.0122851-0.00213875j -0.00801814+0.00862393j -0.021887-0.00489277j 0.0109018-0.0111941j 0.00641918+0.0174073j -0.0156976+0.0274486j 0.0122899+0.00576989j 0.0125397-0.0223728j -0.00291167-0.0104869j 0.00732649-0.0108913j -0.0411242+0.0214019j -0.00958597+0.00292029j 0.0156292-0.00983685j 0.00326395+0.00112583j -0.00827355+0.00307554j -0.0035866-0.00231492j 0.0140905-0.00663405j 0.00999892+0.00404575j -0.00190233+0.000381839j -0.00447258-0.0043444j -0.00474313-0.00263253j -0.00378174-0.00482672j -0.0077379+0.000351577j -0.00286151+0.00223189j 0.00275776-0.00157118j 0.00823046-0.00292608j 0.00387061+0.00345995j -0.00794702+0.000900047j -0.000269497-0.00290518j -0.00402379+0.0045977j 0.00855176+0.00475084j 0.000558509+0.00167485j -0.00527338-0.00119349j 0.00564601-0.000812264j 0.00112563-0.00246852j 0.00116294+0.00389278j 0.00358419+0.00529744j -0.00203623+0.0124589j -0.00110978-0.00159973j 0.00190603+0.0108841j 0.00202208+0.0135846j -0.00186843-0.00862482j -0.00278039+0.0103003j 0.00121778+0.010355j -0.00187329+0.00564306j -0.00119116-0.00989422j 0.0019194-0.0193375j -0.000270589+0.015133j -0.00101277-0.00797101j -0.00122443+0.00618232j -0.000996406-0.00795463j -0.00351748+0.012834j -0.000624744+0.012468j 3.35809e-05-0.00243557j 0.000176622-0.00304352j 0.000845114-0.00302223j -0.00160195+0.00281276j -0.000587405+0.00323395j -0.00154589+0.000137282j 0.00184294-0.0053287j -0.00276502-0.00061766j 0.000193417-0.00221887j 0.000845026-0.00253637j -0.00215537-0.000337038j 0.00201665-0.000319985j -0.0046482+0.00150084j -0.00283243-0.000404757j 0.00273786+0.000972741j 0.00305735+0.000284923j 
-0.00695948-0.00182408j 0.000119458-0.0104548j -0.0243699+0.0020029j 0.00609642+0.0194666j -0.0169215+0.0206127j 0.00694027-0.0078475j -0.0331339+0.00736619j 0.0277637+0.000846492j 0.00354991-0.00334324j 0.0180988-0.00503943j -0.0189825+0.0156344j -6.97558e-05-0.00388032j -0.00686572-0.0034969j 0.0074707-0.0140969j 0.0143299-0.00134616j 0.000235749+9.29698e-05j 0.0029036-0.00323688j -0.00264889+0.0102891j 0.0013579-0.0095272j -0.00275086+0.0107377j 0.00536789-0.0093731j -0.0042214+0.00326763j -0.000666763+0.00298941j -0.00188166-0.000452448j -0.00476679+0.0127677j 0.00168154-0.000789912j 0.00546974+0.000256496j -0.000477499-0.00290343j -0.00133913-0.00480566j -0.00886685-0.00880179j 0.000710596+0.00332823j 0.000251599+0.00874262j 0.0127057+0.0104938j 0.0113142+0.00113683j -0.00217533+0.00131706j 0.00793425-0.013026j -0.00339964-0.00019091j 0.00677806-0.00847939j 0.00172333+0.0128258j -0.00173376-0.0221825j -0.00464647+0.00828332j -0.00225791-0.015361j -0.00419839-0.0134801j 0.0016817-0.00713098j 0.00338565+0.0184171j 0.00148082-0.00607351j 0.00165881+0.00451497j -0.000623409+0.00952653j -0.00242964-0.00320574j -0.0013037-0.00879031j 0.00564277-0.00420337j -0.00264498-0.0031096j -0.004539+0.0107436j 0.000238256-0.0041455j -0.000546499-0.00226277j -0.000484263+0.00421688j 0.000123248-0.00288718j 0.0011308+0.00198611j 0.0027989+0.00203451j -0.00167986+0.00552069j 0.00325503-0.00766189j -0.00177671+0.00683736j -0.000376374-0.000432124j -0.001471+0.000216374j -0.00327092+0.00705116j 0.00127539-0.00538782j -0.00130173+0.00995952j -0.00268065+0.00446278j -2.25891e-05+0.000900796j 6.67134e-05+0.00274323j -0.000512284+0.00236793j 0.00303587-0.00247707j 
0.000491542-0.00230249j 0.00505169+0.000315473j -0.006699-0.00547325j -0.0117073+0.000890396j -0.0122638-0.00315118j 0.00209208+0.00133544j 0.00553407+0.0140653j -0.00602731-0.0195536j -0.0141356-0.0212905j 0.0132648-0.00330914j 0.00134357+0.0235476j 0.00839974+0.0210303j 0.00885831+0.026475j -0.00403834-0.0185753j -0.00207604-0.00453823j 0.00655488+0.00935359j 0.0034189+0.00521982j -0.00363201-0.0101864j 0.000753909+0.00816725j -0.00490059+0.0052385j 0.00555744+0.00179249j -0.00630525+0.0035401j 0.00258311+0.00401959j 0.0026678+0.000129977j -0.00788077+0.00156161j -0.00217149+0.00169134j 0.00487438+4.80862e-05j -0.000936334+7.57419e-05j 0.00658088-0.000106291j 0.00102205-0.0112595j 0.000969821+0.00211761j -0.000723735+0.00121798j 0.00981609+0.0086136j -0.00457896+0.00512556j 0.000416797+0.00432087j 0.00123451+0.00310362j -0.00419762-0.00671398j -0.000138903+0.00999117j -0.000745333-0.0108238j 0.00633707+0.0160343j 0.00165628+0.0184162j -0.00151641+0.00594555j 0.00261245+0.0212612j -0.000228265+0.0209287j -0.00453918-0.0327359j 0.000762987-0.00493396j 0.00506537+0.00118542j -0.00161457-0.00936597j -0.00464289-0.013493j 0.000629429+0.00232391j -0.00692358+0.0299804j 0.00613491-0.0114348j 0.00615225+0.00498914j 0.00111219-0.0149228j -0.00142575+0.0147474j -0.00144813+0.00804605j -0.00400194+0.00791535j -0.000357315+0.0130739j -0.00563369+0.00743362j 0.00196216-0.00807688j -0.00381701+0.00291221j 0.00204295+0.00328758j 0.00275623-0.00853385j 0.00180415-0.00389547j 0.000765015+0.00350061j 0.00324405-0.00678031j -0.000676359-0.00506642j -0.0050106+0.00745852j 0.00447373+0.000487245j -0.00288601+0.0023378j 0.000571137+0.00101949j 0.00324335+0.00144107j 
-0.0151595-0.0069615j 0.00521613-0.00677141j -0.0167045-0.0206603j -0.0271668+0.00400036j 0.00647865-0.0210831j 0.0235768+0.0156405j 0.0145872-0.00391643j -0.00817646+0.00290348j -0.00496046+0.000697278j -0.000292613+0.0194329j 0.00985432-0.0142712j -0.000946128-0.010475j 0.00540691-0.0174044j -0.0028791+0.00234558j -0.0104068-0.00466984j -0.000419118+0.0027616j -0.00174652-0.0034708j 0.00136661+0.00439655j 9.12161e-05-0.0095026j 0.00314181+0.00387689j -0.00479093+0.000694158j 0.000976099-0.00638991j -0.00249387-0.00557747j 0.00166254-0.00164719j 0.00476013-0.00297567j -0.00603776-0.0093215j 0.00517044+0.00570473j -0.00224542-0.00202183j 0.0113509+0.0127631j -0.0156058-0.00508019j 0.00323558-0.00861813j 0.0173367+0.00914608j 0.0165842+0.0169319j -0.00508262-0.00342227j 0.00695993+0.0158028j 0.0122263+0.00736781j 0.00711615-0.0124771j -0.00510945-0.00332937j -0.00215847+0.0108271j -0.00274801-0.00184603j -0.0030966+0.0244145j -0.00403113+0.0048433j -0.00133527+0.00168762j 0.00323998-0.000123774j -0.000595425-0.00424117j 0.000195952-0.000820367j -0.000128528-0.000225466j 0.000822486-0.00596247j 0.000183256+0.00536181j 0.000265669-0.00116697j -0.00103761+0.00336272j 0.000999829-0.00561939j 0.000753962-0.00247828j -0.00102193+0.00327604j 4.41927e-05-0.00207352j 3.62671e-05+0.00430781j 0.000253073-0.00542953j 0.000155194-0.000478036j -0.000456839+0.00503563j -0.00029687+0.00446252j -0.000197071-0.00590789j 0.000355897+0.00119055j -0.00110111-0.00101385j 0.00165028+0.00278719j -0.00219382+0.00122004j -0.00101437-0.00203619j -0.0014956+0.00705218j -0.00185305-0.00145283j -0.000377521+0.00565101j -0.00262031-0.00147141j 0.000581968+0.00444225j 0.000425082+0.000272677j 
0.00842415-0.00765097j 0.00810519+0.0089514j 0.0090762+0.00274638j -0.0151147+0.00907197j 0.000972529+0.0145319j -0.0040834-0.0283964j 0.0138323+0.0113669j -0.00745339+0.0090051j -0.0118009-0.00549671j -0.0129368-0.00851865j 0.00682936+0.0107221j 0.0026912-0.0172167j -0.00109214-0.0134317j -0.00239253-0.0163819j -0.00600215-0.0021251j 0.00439072+0.00915283j 0.00334298-0.00280658j -0.000945413+0.0028826j 0.00349764-0.0094857j -0.000757699+0.0129188j -0.00220567+0.000929089j -0.000985665+0.00155087j -0.00192752-0.00274156j 0.00117079-0.00455568j -0.00335566+0.00375705j 0.00545582-0.00662685j 0.00288828-0.00387523j 0.00725272+0.00375631j 0.00271783+3.54659e-05j 0.00654385+0.0041394j -0.00771086-0.00639025j -0.0088912-0.00390941j 0.00730418-0.00409301j -0.0155896-0.0178838j -0.00685331-0.00128982j 0.00287525+0.0208193j 0.00451798+0.0158827j 0.00709566+0.00154894j 0.0040836+0.0304182j -0.00572328+0.0210465j 0.00353134+0.0141349j 0.00191096-0.000461488j 0.00152857+0.00255593j 0.000122744+0.010844j 0.00372579-0.00408119j 0.00216032-0.00269965j 0.000780192-0.000316394j 0.000203837+0.00122554j -0.00595728-0.00388064j -0.000835546-0.0154695j 0.00235239+0.0135693j -0.00427433+0.00521964j -0.00310594+0.00881202j -0.000640393-0.00399389j -0.00216+0.000928579j -0.00377003+0.00312677j 0.00401264-0.00829371j -0.000954399+0.00631025j 0.000480147+0.000262918j -0.00343097+0.00382701j 0.0016444-0.00169023j -0.00498045+0.0126695j 0.00118867+0.000458154j 0.000799906-0.00272141j -0.00380941+0.00511871j -0.000506115+0.00558865j -0.00281403+0.00273074j -0.00110284-0.00456959j 0.000952495-0.00770241j 0.0019503+0.00107419j -0.00238183+0.000344629j -0.00135833+0.00210004j 
