0.043495-0.0637002j 0.0116251-0.0847226j 0.142529+0.0700517j 0.0829942+0.107312j -0.00334734-0.0107854j -0.0502482-0.202805j -0.0535983+0.0968867j 0.0520463+0.145724j -0.0100522+0.015191j -0.0599829+0.0286475j 0.00591485+0.00836335j -0.0901244+0.18109j -0.0577012+0.190429j -0.11849+0.0302323j 0.0466495-0.217232j 0.0537397-0.148165j -0.105745-0.02798j 0.00192431-0.0143084j 0.175257+0.120921j 0.152425+0.00624521j 0.0598451+0.0230146j -0.259054+0.0616422j -0.0559592+0.067192j 0.072757-0.0328579j 0.0941121+0.111104j -0.176703-0.127483j 0.253278-0.222017j -0.0931006+0.0187324j 0.0274431-0.233755j -0.00658298+0.0488339j -0.0305175+0.0315265j -0.036323-0.0426609j -0.0321287+0.0331577j 0.00320797-0.0161076j -0.0312763+0.01348j -0.0346111-0.0254006j 0.006059-0.0141672j 0.00570327-0.0154864j -0.0355072-0.00406889j 0.0103369+0.0328614j 0.0153125-0.0203338j -0.0218855-0.0064236j -0.00716572+0.0202861j 0.0253019+0.0208946j 0.056201+0.0312762j 0.0138247-0.0174883j -0.0136527-0.0130415j 0.00249768-0.00444348j -0.00300956+0.000581112j 0.0236814-0.0486955j -0.0212075+0.0581711j 0.0800318-0.0302243j -0.039975+0.00780961j 0.0579951+0.0296181j 0.0110188+0.067038j 0.0353944-0.0206173j 0.00100486-0.0653568j -0.0122044-0.00109522j -0.0434666-0.00374977j -0.0235463-0.016279j 0.0124386-0.0125925j 0.0171453-0.0360117j 0.0241362-0.036451j 0.00877052+0.00556574j -0.080197-0.0236047j -0.055533+0.0641192j 0.0752231+0.00596872j -0.0381768+0.122075j 0.0751067-0.072125j 
0.00111121+0.00296994j -0.001268-0.0100937j 0.00379565-0.00158674j -0.00401403+0.00409921j 0.0022209-0.00753652j -0.00481278+0.00506605j 0.00219881+0.0059851j 0.00559768+0.00519187j -0.0108978+0.00492663j 0.0120281-0.00426692j -0.0119369+0.00254224j -0.0178447-0.0134091j 0.0104674+0.00394297j 0.0142631-0.0158375j -0.0161304+0.0147068j 0.0149359+0.000879092j 0.00684152-0.00884275j 0.00358144-0.00540232j 0.00183879+0.000580458j -0.00694189+0.00340242j 0.0146076+0.0015391j -0.00182179-0.0013748j -0.00256644+0.000216263j 0.00667203+0.0040405j -0.00457785+0.00486989j 0.000808457+0.00480698j 0.000611656-0.00809386j -0.00371416-0.00404445j 0.001751-0.00140267j -0.000235634+0.00238904j 0.00164516+0.000115872j -0.00685144+0.00323878j -0.00271816+0.00799214j -0.00139096-0.00376719j 0.00174101-0.0103879j -0.000266434+0.00254559j 0.00486023-0.0051315j -0.00437152-0.0147241j -0.00637624+0.00849339j 0.00903826+0.0113504j -0.00154762-0.00711503j -0.00640612+0.0192677j 0.00891263-0.0163492j -0.0189471+0.000837201j -0.0113131+0.0262314j -0.0226515+0.00567974j 0.0178548+0.0188113j -0.00281609-0.00221888j 0.00443411-0.00809286j 0.00523419+0.00892264j 0.00323545+0.00741032j 0.00283297-0.0142068j -0.00750624-0.00467667j 0.00138481-0.000882999j -0.00293931+0.00459282j 0.00183563-0.000408612j 0.00162485+0.00265487j 0.00221153-0.00362583j -0.00493012-0.00695613j 0.00293732+0.000399767j 0.00851717-0.00346233j 0.000160148+0.00841482j -0.00343896+0.00198729j -0.00251442+0.00105898j 0.00210666-0.00033378j -0.00155284-0.00233191j 0.00570371-0.00457916j -0.000762623+0.00132645j -0.00449993-0.00243924j 
0.00675028+0.00202895j -0.0148787+0.00165198j 0.00990929-0.0214746j 0.0131994+0.00458198j 0.00851606-0.0162347j 0.00328286+0.0186525j 0.0126211-0.00707112j -0.0132501-0.000443962j 0.0219986+0.0100018j -0.0036447+0.0131236j 0.00584038+0.00367536j 0.0202474-0.0137681j -0.00103489+0.00862864j -0.00500506-0.0183567j -0.00175263-0.00391123j -0.00838753-0.011157j -0.00406371-0.00796293j -1.76629e-05-0.00447466j 0.0105231+0.0133853j 0.00634124-0.00619703j 0.00585831+0.00626722j -0.00195738+0.000204941j -0.00551565+0.00460706j 0.00600717+0.0027561j -0.00836341-0.0019317j -0.00174523+0.000597994j 0.00641709+0.000395179j 0.000684109-0.00470093j -0.00104115+0.0135378j -0.0118197-0.00234629j -0.00369073-0.00128178j -0.0157195-0.01149j -0.000994536-0.00781779j -0.0065862+0.00417135j 0.0168745+0.00955196j -0.0174898-0.00409205j -0.0174619+0.0192991j 0.0084241+0.00300301j -0.0111023-0.0190875j -0.0218042+0.00846681j 0.00716488+0.0136691j 0.014758-0.00117765j 0.0395444-0.00778046j -0.0176518-0.00105555j 0.00369459+0.00491523j 0.00588139+0.0130371j -0.00536493+0.00403362j -0.000447079-0.0264778j -0.00109164+0.0263752j 0.00712953-0.0249339j -0.000859751+0.0132526j -0.00185096-0.00600625j 0.00462795+0.00261065j -0.0362234-0.00501367j -0.00393761+0.00531407j -0.0150534+0.00756442j -0.00174064+0.00259351j -0.0112466+0.014844j -0.0109094+0.0124954j -0.00525462-0.0236637j -0.00504346-0.025199j -0.0077276-0.0077626j -0.00493962-0.0105658j -0.00330947-0.000670118j 0.00140211-0.00435668j 0.00374385+0.0086958j -0.00613621-0.00675141j -0.00301427-0.00502064j 0.00313921-0.000528555j 
-0.00393017+0.00151528j 0.00657305-0.00832403j 0.00264612+0.0109236j -0.00615748+0.00828658j -0.00497905-0.0101184j -0.0120235-0.006566j 0.00881522+0.00226911j -0.0113795+0.0072869j 0.0125553-0.0116066j -0.00668568+0.0060034j 0.00627489+0.00323636j 0.00394679-0.00729048j 0.00254583+0.0111958j 0.00550297-0.0173911j -0.0180197-0.00290754j -0.0124169+0.00595836j 0.00434415+0.00599241j 0.000508306+0.00473571j 0.00453039+0.0170344j -0.00248692+0.0126976j -0.00536034+0.000672648j 0.00419774+0.00152413j 0.00363042+0.00463168j 0.000389306+0.0128504j -0.000473782+0.00512664j 0.00146709+0.00439486j -0.002505-0.00810839j -0.00184101-0.00109122j 0.00132304-0.00685487j 0.00685181+0.00612029j 0.0020371+0.00205799j 0.000607915+0.00633737j 0.00241465+0.0107749j -0.00372436-0.00494792j -0.00114783-0.0165389j 0.00647768+0.000890898j 0.0108967-0.0152203j -0.0141082-0.00872987j -0.00198566+0.0270308j 0.0271553+0.00274245j 0.00137002+0.00988593j -0.00321278+0.00136554j -0.0057322-0.0133814j -0.0066691-0.0030897j -0.00803109+0.0175326j -0.0128027+0.00288397j -0.0092233+0.00401959j -0.00471709-0.00372242j 0.00525091-0.0113731j 0.000694461+0.0123134j -0.00329541+0.00442352j -0.0144828-0.00454183j -0.00546978-0.00968817j 0.0132028+0.00639596j 0.00151657+0.00202595j 0.00132016-0.00857319j -6.4271e-05+0.000417739j 0.00686853-0.0112844j 0.00601615-0.0128232j 0.00157927-0.000384889j 0.0103597+0.00463874j 0.00686491+0.00888247j -0.000598587+0.00228903j -0.00550012+0.00280837j 0.000553754+0.0044436j -0.0016792-0.00742132j 0.00786515-0.00227479j -0.00168718+0.00275148j -0.00257848-0.00203843j 
0.0037954-0.00220837j -0.00619664-0.00340878j -0.00380241-0.00654825j 0.0183264-0.00270644j 0.00771039-0.00593551j -0.00231568-0.00368815j -0.00342923-0.0115949j -0.00108463-0.00324415j 0.00890154+0.00314493j -0.0108029+0.0113766j 0.00818236-0.00390798j 0.0218532+0.0151997j 0.0242845-0.000917818j 0.00807334-0.0118367j 0.000522488-0.0167088j 0.0136993-0.010193j -0.0087661+0.0034369j -0.00444059-0.0100698j -0.00722864-0.000993293j 0.00948727+0.000274819j -0.0130128-0.00423408j 0.00453131-0.00590941j 0.00611609+0.0037146j 0.0129762-0.00305552j -0.00146842-0.00584348j -0.00432051+0.00241995j 0.00171734-0.0062206j -0.00204458-0.00890848j 0.00745817+0.00265159j -0.000385407-0.00635216j 0.00728722-0.00793376j 0.0131669+0.0024916j -0.00715414+0.00661786j 0.0120138-0.0201646j -0.0206162-0.00877396j -0.00645089-0.0091042j 0.0244875-0.000602494j 0.00278437+0.00102732j 0.00432044-0.0278476j -0.0241146+0.00889271j 0.0144539-0.0100191j -0.0255245-0.0353804j -0.02025+0.0236737j 0.0242649-0.00720568j -0.0334106-0.0258371j 0.00751131-0.026833j -0.0155609+0.0113575j -0.0116515+0.00779369j 0.00343553-0.00731352j -0.0178774+0.00283747j -0.0118154-0.00241413j 0.0190537-0.00395115j 0.0034424+0.00603844j 0.0142996-0.00657858j -0.0141073-0.00730562j 0.0103566-0.00624826j 0.0083541+0.00511865j 0.00784064-0.0165627j 0.00489727-0.0109359j -0.0164767+0.00841148j -0.00953901+0.0215466j 0.00285589-0.00258533j 0.000576963+0.00674518j -0.00129852-0.00909732j -0.00204997+0.00754927j 5.88828e-05-0.0045164j 0.000815928+0.00886824j 0.0121971+0.00764541j -0.0081783-9.19921e-05j 
0.0035134+0.00258367j -0.00243843-6.39841e-05j 0.00101998+0.00162171j 0.010942-0.00189j 0.000466596+0.00527683j -0.00105483+0.00420686j -0.00930931+0.000859064j 0.000594578-0.00371087j 0.00093888-0.000980853j -0.00419843+0.0174365j 0.00718897-0.00774124j 0.0226665+0.00952113j 0.00691733-0.00914151j -0.0119751-0.0048142j 0.0069296-0.0115838j 0.00554817-0.00430275j -0.00808472+0.000934036j -0.000284639-0.00116128j -0.00708415-0.00133554j 0.00934613-0.00885554j -0.00388666+0.00280911j 0.00652668+0.00136081j 0.00269899-0.00330305j 0.000415259-0.00178033j 0.00470324-0.00124005j -0.00387081-0.00232591j -0.000731605+0.000662388j -0.00120981-0.000604123j 0.000996213+0.00307419j 0.00407986+0.00598978j 0.00352157-0.0130993j -0.000192327+0.00845588j 0.000567511+0.00775526j 0.000199747-0.00540091j -0.0155793-0.0333677j -0.00171917-0.00314428j 0.0148449-0.018627j -0.01679-0.011853j 0.00585914+0.0239601j 0.0216165+0.00496654j -5.91174e-05-0.00655292j -0.00070379+0.0200039j -0.00753974-0.0259195j -0.0130864+0.0214986j -0.0119994+0.0417983j -0.0264036+0.03623j 0.0240298+0.00368427j 0.00528951-0.0115953j 0.0161083-0.0118116j -0.00323382+0.0016213j -0.00714619+0.0122305j -0.0392577-0.00557493j -0.0012276+0.00515473j 0.00936593+0.00534837j 0.00280747+0.00968542j 0.00789052+0.00187574j 0.00908652+0.00200483j 0.00496517-0.0165202j 0.00190823-0.00877493j -0.000478047+0.000610316j 0.0148444+0.00752561j 0.00372713+0.00870231j 0.00242917+0.00503691j -0.00150256+0.00528416j -0.00105787+0.0115411j -0.000118385-0.0140238j 0.00988932-0.00166948j -0.00328042+0.00395376j -0.00644992-5.34997e-05j 
0.0151942+0.00208219j 0.00149974+0.00795762j -0.0107367-0.0177611j 0.00569125-0.0183548j 0.010388-0.00758516j 0.00761541-0.0102034j 0.00245252-0.0113816j -0.0023394-0.0146724j 0.00492286+0.0074929j -7.8903e-05-0.0133448j -0.00810386-0.00654477j 0.00183679-0.00445767j 0.0023366+0.0201664j 0.0280945+0.013337j 0.00422584-0.0101596j -0.00588317+0.00140344j 0.0064174+0.00338329j -0.00127097-0.00973131j 0.00191068-0.00282772j -0.00167211+0.000367328j -0.0122973+0.00173918j -0.00587719-0.00132444j 0.000634263-0.00149j 0.00187509-0.006252j -0.0109013-0.0115762j 0.000930013+0.00420088j 0.0012252+0.000793142j -0.00338502-0.00503335j 0.000302965+0.00123163j -0.00389348+0.00081515j 0.00624849-0.0012983j 0.00419385+0.0101276j -7.42028e-05-0.000151414j 0.0115257-0.00656401j -0.00299629+0.00300314j 0.0099841-0.00320832j 0.00180294+0.000930096j -0.00677751-0.0148979j 0.00156491+0.0057921j 0.00227759+0.00143681j -0.0283679-0.00458895j 0.0276569+0.0137339j -0.00628316-0.00254764j 0.00810996+0.0192307j 0.0139582-0.00480537j -0.00177672+0.0260971j 0.0196126-0.00798578j 0.0178923-0.000899526j -0.0037616-0.023805j 0.00683303+0.00432263j 0.000504032+0.000681675j 0.00342072-0.00214841j 0.00160382+0.0143632j 0.00299167-0.00312308j 0.00459404-0.00803479j 0.00976999+0.0126285j 0.00532156-0.00444547j -0.00263222-0.000510158j -0.008831+0.00647723j 0.00583417+0.0113877j 0.00575722+0.00687432j 0.00344482+0.00571823j 0.0018392+0.0056889j 0.00341258+0.000387022j -0.0023441-0.000195618j -0.000641048-0.00413832j 0.00124513+0.00577416j 2.38219e-05-0.000851661j -0.00236353-0.000360881j 
0.00151072-0.017435j 0.0156488+0.00795041j 0.00398321+9.19218e-05j 0.00649354-0.00662422j -0.00463489-0.0128798j 0.00415104+0.00794656j -0.00825394-0.00950622j -0.00216178+0.000462997j -0.000908688+0.0104465j -0.00434888+0.0126277j 0.00534912+0.00282763j 0.0153368-0.00278767j 0.0037342-0.0100996j -0.00895495-0.013085j -0.00460148-0.00880448j 0.00372902-0.00837383j -0.0012201-0.00411819j 0.0029713-0.00427999j 0.00178854+0.00901634j 0.00123287-0.00128995j 0.000133952+0.00307212j 0.00510399-0.00381332j -0.000398624+0.00219087j -0.00109649-0.00300975j -0.00081777-0.0012042j 0.00375622-0.00204055j -0.00237171+0.00199396j 0.00338188-0.00460851j -0.00255486+0.00562763j 0.00853186+0.00866648j 0.00727982+0.0245633j -0.00124128+0.00152438j 0.0121107-0.00833835j 0.00327351+0.0307491j 0.0332443+0.0113339j 0.037629+0.018171j -0.025138+0.00559287j -0.010753+0.0146939j 0.0149744+0.0220512j 0.0328708-0.0390052j -0.00920879-0.00751162j 0.0219563+0.0211899j -0.0177524+0.0145912j -0.00552888-0.014668j 0.0239149-0.0133032j 0.0128987-0.0143259j 0.00393054-0.0249197j 0.00758499+0.0248659j -0.019026-0.0133045j 0.0148451+0.0298132j 0.0159147-0.0278553j 0.00786853+0.00853056j -0.0106089-0.00476605j 0.00898671+0.00249838j 0.0215732-0.00956482j 0.00199292+0.00473229j -0.0144628-0.0174244j -0.00927668+0.0143479j -0.000826067+0.00806702j 0.0225353+0.017592j 0.0111738-0.00222723j -0.00138646-0.00282103j -0.000604573-0.00158206j 0.00932736+0.0107518j 0.00348825-0.0112898j -0.0047207+0.00407495j -0.00257733+0.00228758j -0.0028015-0.00432058j 0.0160615-0.000226227j 
0.00911654-0.00629827j 0.0107735+0.00171342j 0.000578367-0.00627595j 0.00452322-0.0146028j 0.00339605-0.0061623j 0.00616004-0.00628312j -0.00307459+0.00346939j 0.0103905-0.0173964j -0.00347379+0.0207154j 0.00245669-0.00213252j -0.00916407-0.00872862j -0.000304217+0.000306279j -0.00749599+0.00168931j 0.0108774+0.00795898j 0.00850721-0.007489j 0.00242513-0.00250474j 0.00181819-0.00207493j 0.00628987-0.00792156j -0.00288474-0.0030335j -0.00324041-0.00319417j -0.00294426+0.00524516j -0.00390712+0.00552942j 0.00133512-0.00535793j -0.00487789-0.00526228j -0.00299105-0.00617824j -0.00100901+0.000819044j -0.001088+0.00135207j -0.00340628-0.00469373j -0.00139148+0.000476338j -0.00239335+0.0112738j 0.000421082-0.00214846j -0.00637749+0.00959467j 0.00450144-0.00345969j -0.00499728+0.00959704j 0.00268215-0.0328991j 0.00807901-0.00800987j 0.00266195-0.0295039j -0.0306835+0.0198267j 0.00683592+0.0445805j 0.0432144-0.00580567j 0.0345651+0.0338885j -0.0196196-0.0167732j 0.0160248-0.026905j -0.0234262-0.0176214j -0.00977531+0.0220305j -0.0137171-0.0212417j -0.0434886+0.0101343j -0.0186273-0.0115422j 0.00593739+0.0123292j -0.00603578+0.0124971j -0.0014783-0.00533061j -0.0144006-0.00229692j -0.00495022-0.0225849j -0.000449064+0.0215174j 0.0076013+0.00612317j -0.0264245-0.0269298j 0.000430017+0.00441809j 0.00473186-0.00075176j 0.00641681-0.0222469j 0.00686133-0.0165851j 0.00900009-0.00785029j -0.00058818+0.00318833j 0.00595407-0.00683307j -0.00898798+0.0101945j -0.000299312+0.00654426j -0.00299799-0.00783374j 0.00844331-0.00333805j -0.00777137-0.000966593j -0.000836086-0.0010859j 
-7.27812e-05+0.0247554j -0.0200927+0.0109394j -0.0279276-0.00591467j 0.00220042+0.00316251j 0.0146645+0.00469839j 0.00607112+0.00954829j 0.00562864-0.010976j -0.0226627+0.000950554j -0.00228139-0.0201982j 0.00298568-0.0123618j -0.00110937+0.0138858j 0.00788951-0.00467725j 0.0175502+0.00275519j 0.00056202+0.000991333j 0.0051705+0.00691121j -0.00277057+0.00399864j -0.00130972+0.0122677j -0.0205632+0.0109117j -0.00942817+0.000629779j 0.0104377-0.00810709j -0.00594242-0.00586112j 0.00207826-0.00842371j -0.00285361+0.000692215j 0.00486533+0.00376028j -0.0101424-0.00167112j 0.0089769+0.000595422j 0.00114988+0.00657584j 0.00764647+0.0125997j -0.00460962+0.00179223j 0.00854574-0.0119407j 0.0144364+0.00892044j 0.00990745-0.00354637j 0.0127368+0.00163483j -0.00685423+0.00385061j 0.0252536+0.00500615j 0.00148101+0.00201374j -0.00411806-0.0116632j -0.0176984+0.00270375j -0.00464073+0.0401397j 0.0276699-0.0180254j 0.0228288+0.0198744j 0.00487891-0.00908112j 0.0300815-0.0135737j -0.0241385-0.0223457j 0.0085086-0.00336258j 0.0101696-0.00728187j -0.014317+0.00800854j 0.0182743+0.00344715j -0.021185+0.000757543j 0.00663095+0.00512639j 0.00152468+0.00370567j 0.00790957-0.000886925j 0.00763012+0.00212402j -0.00508719+0.0141975j 0.00856685+0.0062497j -0.0158931-0.00503512j -0.00143164+0.00116096j 0.000907922+0.00998446j 0.0106472+0.00854021j 0.011397+0.00141698j 0.00531752-0.00868977j 9.42042e-05+0.00395577j 0.00319948-0.00378052j 0.00184582+0.00423735j 0.0034033+0.00453126j -0.00209153-0.00809363j 0.00259984+0.00120534j -0.00562907-0.00597009j 0.00885638+8.6117e-05j 
0.0200105-0.00504219j 0.00178415+0.0275669j 0.0207633+0.00121528j -0.0264876+0.0251945j -0.0109149+0.00879838j 0.00485881-0.0186663j -0.0212053+0.00408715j -0.00659617-0.000443433j 0.0274247-0.0271802j 0.00509428-0.0057441j -0.0038313-0.0060205j -0.00116812+0.0248345j -0.00825859-0.0043j -0.00246974+0.000253999j -0.00815883-5.27178e-05j -0.00350041-0.00379103j 0.000787893-0.00275619j 0.00638303-0.000137067j -0.000584914-0.0065597j -0.00285334+0.00440492j -0.00280818-0.00549333j -0.00444431+0.00226769j 0.0015807+0.0034808j 0.00187196-0.00119741j -0.000325206-0.00362826j -0.00400997+2.29561e-05j 0.00181178+0.00102682j 0.000596349+0.00256293j 0.00375169+0.00812564j -0.00446576+0.0100944j -0.000889414-0.0147735j 0.0023899+0.0176803j -0.0198274+0.0135086j -0.00142088+0.00181839j 0.00656556+0.00225565j -0.00336854+0.00116505j -0.00715531-0.00148308j -0.0112608+0.0176777j 0.00162509+0.00654262j 0.017354-0.0131801j -0.00693651+0.0256437j 0.0197967-0.0231089j -0.00160025-0.012331j 0.00403084+0.00584027j -0.0171345+0.00762797j -0.00406858+0.00943837j -0.0102623+0.00489797j -0.00202862-0.00495604j -0.0126885-0.0206682j 0.00606796-0.00336763j -0.016666-0.00978822j 0.00776047-0.0078726j -0.00767272+0.000308305j -0.00834303+0.00362377j 0.00991605-0.0155404j -0.0031894-0.00670711j -0.00272892-0.000383554j 0.00203265+0.00525451j -0.0167139-0.00740297j 0.00407005+0.0014758j 0.00953164+0.000924368j 0.00765559+0.00496342j 0.000676647+0.00136709j -0.00155213-0.00518494j -0.00574995-0.00308986j 0.0035824-0.000724907j 0.00136047+0.000884299j -0.00214186+0.00276473j -0.00125524+0.00139488j 
0.00202808-0.00263229j -0.00809252+0.00997577j -0.00795194-0.00356313j -0.00701512+0.0108201j 0.00324487-0.00443802j 0.00354226-0.0108821j -0.00293413-0.0114051j -0.0165248+0.00193676j 0.0120012-0.0174391j 0.000367037-0.00619239j 0.000191357+0.00639098j 0.000875958+0.00820538j 0.00275325+0.00611517j 0.00570562+0.000888569j 0.00178592-0.00204349j -0.00326699-5.48187e-05j -0.00120466+0.00615104j -0.00546505+0.00288563j -0.00159017-0.00370754j 0.00286916-0.00136214j -0.00316411-0.00146482j -0.00330167-0.000442151j 0.00120344+0.00249168j 0.00510971-0.00498646j -0.00919746-0.00282685j 0.00119074-0.00102146j 0.005504+0.00350611j 0.0055952+0.00161521j 0.00204376+0.00591741j -0.00702521-0.0198701j 0.00655911-0.000743589j -0.00727381-0.00272683j 0.000368853-0.00995314j 0.00567214+0.0419465j 0.00482273-0.0159941j 0.0250876+0.0205798j -0.0113155+0.0269444j 0.035483+0.00304342j -0.00704899-0.0395114j -0.00379609+0.0064044j -0.0090133-0.0238915j -0.0249869+0.0459348j -0.0369209+0.0175856j -0.00843813-0.0224707j 0.0081111+0.02053j 0.00480417-0.00701532j 0.00681593-0.0168005j -0.0289774+0.0135466j 0.0333637+0.0240694j -0.00253295+0.00282968j 0.0164495-0.00783256j -0.0288354+0.0140988j -0.0177335-0.0177522j 0.0103456-0.0117931j 0.00347336+0.0108778j 0.00276076+0.00701844j -0.00545326-0.0165926j -0.0103568-0.00425117j 0.00860117-0.00299046j 0.00467596-0.00411676j -0.000973574-0.0084845j -0.0152338-0.0186776j -0.00263138-0.00585256j 0.00246372+0.016756j 0.0112811-0.00190562j -0.00667291+0.00798914j -0.00381422-0.00795446j 0.00293948-0.00436716j 0.00420308+0.00135026j 
-0.000371294-0.0207627j 0.0182451+0.00572458j 0.00692648-0.0114936j -0.0200542+0.0072003j -0.00350048-0.00344743j 0.00618583-0.0111001j -0.0159065-0.00960469j 0.00539416-0.00333958j 0.0121418-0.00873525j -0.00398729+0.00170996j -0.00310084-0.00370693j -0.00540091+0.00898179j -0.00826065-0.000954959j 0.00794494+0.003544j -0.00277174-0.00126672j -0.00404445-0.00637979j -0.00297657-0.00646994j 0.00534796-0.00616881j 0.00449126-0.00540031j -0.00712362+0.00556256j -0.000536389-0.000456755j -0.00215412+0.00313162j -0.00217455+0.00376436j -0.00633365-0.00039722j 0.00392362+0.00098878j 0.000351519-0.000496591j 0.00235005-0.000287419j 0.00336848-0.00411148j 0.001928+0.00407079j -0.00741432-0.00612255j 0.00573905+0.0105007j -0.0102731-0.0346239j 0.0337532-0.00447575j -0.0206175+0.00370386j 0.0347294+0.00714894j 0.0121463+0.0188786j 0.00774252+0.014861j -0.00386202-0.0356461j -0.00141108+0.00496323j -0.000231623-0.00828058j 0.0241618-0.0338083j -0.0155016+0.0222018j 0.0428073+0.00813122j -0.0234698-0.04802j 0.0238822-0.0229845j 0.0249573-0.00105497j 0.00126101+0.00377237j 0.0222215+0.00892954j -0.00526816+0.0237041j 0.0014486+0.000299868j 0.0143687+0.0258666j -0.0101502+0.00410992j 0.00893656+0.0167269j 0.0241445+0.0073579j -0.00404197+0.0228415j 0.00184502+0.00423613j 0.00831483+0.00679764j 0.000682698-0.000838425j 0.030267+0.0309997j -0.00767447+0.00812378j 0.00679821-0.00158341j 0.00226271-0.0105871j -0.00623172-0.00371383j 0.000547436+0.0100067j 0.00379776+0.0155254j 0.00164215-0.0109432j 0.00229137+0.0042068j 0.00618601-0.00492721j 0.0196122+0.000961161j 
0.0253586+0.00492216j -0.00675718+0.0114328j -0.00439088-0.00909669j 0.00667508+0.025572j 0.00424396+0.00450355j 0.00783449+0.0213649j -0.00594552+0.0124818j 0.0015251+0.000917808j 0.00516074-0.00191127j 0.00629767+0.00310386j -0.0018545+0.00215666j 0.00300256+0.00962046j 0.00703226+0.00145973j 0.00120574-0.00545582j 0.000366581-0.00145176j 6.80346e-05+0.00313973j 0.00193926-0.0019404j 0.000758565+0.000918148j -4.32301e-05+0.00419537j -0.000260826+0.00242095j -0.00430841+0.00230435j 0.00109637+0.000988487j 0.0025418-0.0023297j -0.00254651+0.000805032j -0.00417836+0.000214402j 0.00505812+0.00254514j -0.00944789+0.000174904j -0.00564182-0.000248893j -0.00422019-0.00321432j 0.0141105+0.0319313j -0.00329652-0.000183529j -0.0360084-0.00476999j -0.00371933-0.0242628j -0.0184232-0.0122534j -0.0196795+0.055929j -0.0456854-0.0104598j -0.0206045-0.05165j -0.00218262+0.0231938j -0.0265964-0.00787766j -0.0297952+0.00897984j -0.0105116-0.0137851j 0.000617966+0.00641324j 0.0189114-0.0234757j 0.00129081+0.0273671j 0.0107365-0.0312182j -0.00669428-0.0263045j 0.013606-0.00265623j 0.00390971-0.00411661j 0.0171396+0.00517926j -0.0258172+0.00524024j 0.0253955-0.00881061j 0.00186621+0.017914j 0.0227718-0.000481077j -0.00570176-0.00955082j -0.0120148+0.0110592j -0.00622981+0.00131507j -0.00478946+0.000422892j 0.0064678+0.00525114j 0.00809684-0.00603428j 0.0126173-0.00144835j -0.0111964-0.0114724j -0.00669328+0.000701862j 0.0136341+0.000333022j 0.0104354+0.0100332j 0.00517736-0.0042351j -0.00959439-0.000945364j 0.0026564-0.00241714j -0.0196782-0.00146209j -0.00239038-0.00531703j 
0.0184584-0.00103121j 0.0121504-0.0103181j -0.00385602-0.0277673j 0.0137162-0.00239824j -0.0246764-0.01093j -0.00228282+0.026549j -0.0172591-0.0194375j 0.0106843+0.00969889j 0.00425591+0.00172822j -0.01201+0.0202342j -0.0214947-0.00135638j -0.000530369-0.00100715j 0.000699717+0.00521006j 0.00541516-0.0031918j 0.00649038+0.00187959j -0.00113422+0.00835775j -0.000409545+0.00775403j -0.000137604-0.00413691j 0.00227062-0.00183845j -0.00190604+0.004253j 0.00211868-0.00558259j -0.00360248+0.00381764j -0.00456503+0.000780706j 0.00156347+0.00250296j -0.00970878+0.00429996j 0.00804225-0.000706809j 0.00201426-0.000409613j -0.00245362+0.00203619j -0.00686826-0.0103454j -0.0191027+0.00395076j -6.51432e-05+0.0187239j 0.008457+0.0115208j -0.00338927+0.00774411j 0.000384905-7.7292e-05j -0.00562803-0.0191845j 0.000670208+0.00287465j -0.00129846+0.0110289j -0.00464509+0.00286676j -0.00360853-0.0210078j 0.00507657+0.00275841j 0.00396873-0.00318412j -0.000185383-0.00779797j -0.00238064+0.00685281j 0.000220354+0.00311832j -0.00885786+0.006143j -0.00615812+0.00706988j -0.000951471+0.00117675j -0.00722864-0.00579662j -0.00296371-0.00638251j -0.00343177+0.00102629j -0.00504685-0.00384541j 0.000501018-0.000789671j -0.00343497+0.00237342j -0.00387331-0.00232588j 0.00554395-0.0049581j -0.0011948-0.00258795j -0.00276062+0.00150393j 0.00214624-0.00257444j -0.00649804-0.000604263j 0.00131043+4.76414e-05j 0.000637548-0.00234929j 0.000500954-0.00246j -0.000880296+0.000701643j 0.00142204-0.00307989j -0.00475545+2.95062e-05j 5.37433e-05+0.000964212j 0.00377651+0.000646402j -0.00435734-0.0019229j -0.00422047-0.000117547j 
