0.000908696+0.00201361j -0.00201346+0.000815352j 0.000773985+0.000209353j -0.000998917+0.00064636j -0.000823704-0.00142284j 0.000680519+0.000698924j 0.000236375+0.000766961j -0.000782349+0.000511818j 0.000735553+0.000111099j -2.80235e-06-0.00104806j -0.000125897+0.000567812j -0.000556746-0.0015187j 0.000300697-0.000861823j 0.00108538-0.000426415j -0.000503354+0.000490392j 0.000255725-0.000846659j -0.000356913+7.00804e-05j 3.13283e-05-0.000552635j 0.000550079+0.000297337j -0.000326955+0.000408756j -5.20571e-05-0.000764099j 0.000528366+0.000631306j -0.0010433+0.000161932j -0.000447483+0.000595601j 0.000451435+0.000397084j -0.00118716+0.00137779j 0.000140456+0.000609533j 4.59384e-05-0.000624784j 0.00176823-0.000680035j -0.000109053+0.000737296j 0.00148083-0.000310514j -0.00112115-0.000642504j -0.00111239+0.000527114j 0.00069987+0.000176241j -0.00109475-0.000933748j 0.000655068-0.00130228j -0.00122408+0.000291647j -0.00140572-0.00052493j 0.000131438+0.000325623j -0.00147957-0.000857475j -2.44137e-05+3.61411e-05j 6.66736e-05+0.000616749j -7.54843e-05-0.000876219j 0.000632688+0.000263512j -0.00098806-0.000478293j -0.000991871+0.000474959j 7.63748e-05-0.000746376j 0.000553988+0.00123917j -0.000407194+0.000908969j 0.000654734-0.000247811j 0.00149544+0.0017727j 0.000100077+0.00200529j -0.00121253+0.0014905j 0.000659559+0.00102987j -0.00301338-0.00440464j -0.00442836+0.00311023j 
-0.00254502+0.00367368j -0.00369242-0.00213734j 0.00549483+0.0074127j -0.00869257+0.00465865j -0.000315497-0.00433844j -0.000845177+0.00370931j -0.0023794+0.00500717j -0.00468591+0.00368563j 0.00239276+0.00111365j -0.0030956+0.00188865j -0.0072422-0.000961091j -0.00620668-0.00377925j -0.00156267+0.0013486j 0.0012207+1.85621e-05j 0.00353219-0.00225263j -0.00296009+0.00267224j -0.00195373-0.00152278j 0.00152728+0.00180277j -0.00224334+0.00663909j -0.00312697+0.00150098j 0.000761401-0.00218453j -0.00186805-0.00246075j -0.00397418-0.00216029j 0.00152927+0.000392641j -0.00098892-0.000658027j -0.00145802+0.00378473j 0.00477263+0.00208374j 0.00156976+0.00367671j -0.0024057-0.00106026j 0.0048077-0.00182588j 0.00125753-0.00317725j 0.0012362+0.00472253j -0.00209491+0.00098245j 0.00494578-0.00049179j -0.00147124-0.0021653j 0.00132197+0.00187433j 0.001959-0.00427005j -0.00250169+0.00486379j 0.000847119-0.00255554j -0.00163782+0.00237917j 0.000431338-0.000107489j -0.000585589+0.000366116j 0.00081935-0.00127809j 0.00049586+0.00212014j 0.00066674-0.00436497j -0.00610478+0.00280823j 0.000945204-0.000188876j 0.00543407+0.00143242j 0.0048386+0.000808112j 0.00368951+0.00117532j 0.00212423+0.00445854j -0.00244839+0.00569005j -0.00641958-0.00146546j -0.000553277+0.00538862j -0.0027767-0.00120429j -0.00109767+0.00275328j 
0.00313135-0.000307861j 1.07312e-05+0.00283494j -0.00293063+0.00214223j -0.00305303-0.00189232j -0.000673353-0.00155047j -0.00103681-0.00283487j 0.000990033-0.00353157j 0.000464789-0.00232727j -0.00257206-0.00109151j -0.0018289-0.00277682j 0.00409165+0.002421j -0.0013139+0.000964554j -0.0015858-0.000610674j -0.00124418+0.000162253j 0.00208224-0.0047261j 0.000433547-0.000437583j -0.00106696+0.000985992j 0.00358451-0.00124568j 0.000238727+0.00119983j -0.00254992+0.00277931j -0.00181045-0.00071504j -0.00293634-0.00361105j -0.000147463+0.0026292j -0.000327562+0.000311977j 0.00227159+0.000390287j -0.00154831-0.000112084j 0.00204455+0.000942064j 0.00113156-0.000123039j 0.000951291-0.00158939j -0.00231691-0.000493221j 0.00109717+0.00110378j 0.000655215+0.00135101j 0.00153204+0.00291253j 0.00238644-8.26085e-05j 0.000996865+0.00113123j -0.00220163+0.000411402j -0.000184016+0.000732079j -0.00115685-0.00123726j -0.00135477-0.00148425j -0.00103655+0.00212186j 0.0025826-0.00043295j 0.000325808-0.000226643j -0.0015056-0.00247293j 0.000529209+0.000313188j -0.00158289+0.000378515j 0.000493591-0.00114803j 0.000607511-0.00294843j 0.00107009+0.000191108j 3.59276e-05-0.00109772j -0.000791152-0.000951485j 0.00199402-0.00197383j 0.00249904+0.000751912j -0.00183316-0.00313619j -0.00401378+0.00271665j 0.00219485+0.000708398j 0.000821797-0.00205618j 
0.000145991+0.0043159j -0.00441729+0.000298867j 0.000469789+0.00498498j -0.00469899+0.000277746j -0.00185847-0.000880131j -0.000918384+0.00519309j -0.0044942+0.00182505j -0.00312251+0.00439492j 0.00505458+0.000656451j -0.00306307-0.00271603j -0.00361046-0.000975449j -0.00478596-0.00438253j -0.00130223-0.00280186j 0.00219374-0.00118079j 0.00141749-0.00328988j 0.00159015+0.000355108j 0.0015874-0.000392202j 0.00334445-0.000472827j -0.00161694+0.00483222j -0.00255688+0.000998396j 0.0023213-0.00099955j 0.00109013+0.00114333j -0.00259209-0.00235807j -0.000413868+0.0011368j -0.000446479+0.000133195j 9.64268e-05+8.7009e-05j 0.00254186+0.00174417j 0.000730473+0.00119742j 0.000644475-0.000135699j 0.0012287-0.00165728j 0.000523373-0.000559169j 0.00158092+0.00247832j -0.00032667+0.00158272j 0.00337038-0.00158111j 0.000699016+0.000639163j 0.00338512+0.00353003j 0.000816444-0.00394484j 0.0019776+0.00414963j 0.000984096-0.00140779j -0.000269252+0.00182494j 0.00323136-0.00298152j 0.000361448+0.0017332j -0.00223053+0.000747133j -0.00021732+0.00168341j 0.00247767-0.00569288j -0.00422446-0.00175202j -0.000544847-0.00227607j 0.00415918-0.000489627j 0.00447688+0.00103208j 0.000882497+0.000549887j 0.000346266+0.00134088j -0.00328947+0.00405221j -0.00572332-0.00113868j 0.000745084+0.00465802j -0.0037293-0.00113657j -0.00125745+0.00364729j 
0.0027773+0.000242605j -0.00027802+0.00239322j -0.00495766+0.00106514j -0.00123485-0.00312748j -0.0032681+0.00014521j 0.00240995-0.00243767j 0.00564287+0.000333989j -0.000196618+0.00375273j 0.00461883+0.00134597j 0.00260363-0.00115912j 0.0017887-0.000502705j 0.00176642+0.000434846j 0.000125586+0.00154484j 0.0020715+1.58407e-05j -0.00078703+0.000998477j 0.00306075+0.00290055j -0.000175549-0.00133723j 0.000461452+0.00055569j -0.00389954+0.00219235j 0.000919984+0.00131887j 0.000816774-0.00339675j -0.00154803+0.00421179j 0.00186349+0.00139162j -0.00413152-0.000618705j -0.00216624-0.000593309j -0.00159045-0.000869349j -0.0024495-0.000319222j 0.00210891+0.00280619j 0.00113601+0.00145298j -0.00166684+0.00110249j 2.64659e-05+0.00288477j -0.0010864-0.00156856j 0.00210103-0.000922609j -0.00131129+0.00199819j -0.000699795+0.00641086j -0.0016566-0.00149974j 0.000855885+0.000349825j -0.00188624-0.00141662j -0.000445264+0.0033081j 0.00161623-0.00227154j 0.00309281+0.00277392j 0.00256438-0.00200413j -0.00306617+0.00145769j 0.00188611+0.000851975j -0.00121914-0.00152349j 0.00250491-0.000522223j -0.00034127-0.00182142j 0.000101134-0.00157683j 0.00127145+0.00220021j -0.00124134-0.000338265j 0.000540538-0.000622742j -0.000164989-0.000289364j 0.00135928+0.00193902j 0.00152023-0.000894407j -0.00196791-0.000426811j -0.000598737+0.00195274j 
0.00441714+0.00295734j -0.0028384+0.00426777j -0.000642407+0.00106634j -0.000882837-0.000686306j -0.002707-0.00379153j -0.00418835-0.000841832j 0.00553675-0.0019873j -0.00346553+0.00501697j -0.00162103+0.00103403j 0.00274535+0.00686854j -0.000973043-0.00142655j 0.00469468-0.00268264j -0.00204683+0.00237046j -0.00373829-0.00245057j -0.000689128+0.000635657j 0.00306897-0.00129811j -0.00302966-0.00216083j -0.00266937-0.000823654j 0.00185857-0.00104727j 0.000763515-0.000950522j 0.000365981-0.00139347j 0.00148484+0.00237189j -0.000656509-0.00101889j -0.000690459-0.00134062j -0.00168319-0.00292763j -0.000671591+0.000554136j -0.00036958-0.00104087j 0.000167199+0.00181611j 0.00185487+0.00148381j -0.000706989+0.000759688j 0.000758541+0.000380978j 3.40898e-05-0.0022837j 0.000705028+0.000126898j -0.000519172+0.000321967j -0.000835657+0.00170662j -0.00112392-0.000448559j -0.00251047+0.000771732j -0.00424658-0.000310328j -0.000854662+0.00116723j -0.00136775+0.000482169j 0.00110119+0.00255734j -0.000401122+0.000419975j -0.000694707+0.000605323j -0.000791615+0.000854853j 0.000441417-0.00185744j 0.000235775-0.000522809j -0.00147553+0.000376773j -0.00103341-1.66401e-05j 0.00140558+0.00256569j -0.00242649+7.43975e-05j 0.00106047-0.00110783j 0.00093616+0.00113299j -0.000835966+0.000937694j -0.000533104+0.000767939j -0.00158733-0.00141975j -0.00148766+0.00158225j 
-0.00129756-0.00060995j 0.000793795-0.00124508j -0.000287569-0.00273788j 0.00092587-0.000323135j 0.00333651+0.000696439j 0.00318024+0.00150173j -0.00324567+0.000433408j 0.00474336-0.00616633j -0.0020955+0.000307699j 0.00255856+0.00306831j -0.00270448+0.0033917j -0.00227597+0.00337193j 0.00111603-0.000519725j -0.00246373-0.000764407j 0.00037279-0.000117782j 0.000480501-0.000635472j 0.00716691+0.00401515j -0.000171624-0.00342108j -0.000435738+0.000312602j 0.00291231+0.000223795j -1.61741e-05-0.000841634j 0.00430495-0.00129168j 0.00346007-0.00220756j -0.00281227-0.00157247j -0.00063192+0.00199699j 0.00156239+0.000651291j 0.000323382+0.000696019j -0.00244944-0.000878446j 0.000372254+0.000632479j -0.00208213+0.00106663j 0.00128814+0.00206584j -0.000561457-0.00245443j -0.0021198+0.000658646j -5.03955e-06-0.000301873j 0.00220322+0.00152038j 0.00053099-0.000461119j -0.00217465+0.00235393j 0.00293765-0.00117098j -0.00051655-0.00137646j 0.00135666-0.000133622j -0.000140898-0.00077058j 0.00153894+0.0008285j -0.00209939+0.0011384j 0.000953604-0.000913342j 0.000835492+0.00189334j 0.00383741-0.00229961j 0.00172488-0.00104615j -0.00223353-0.000348988j -0.00184128-0.000532139j -0.000790378-0.00165746j 0.00042631-0.00228832j -0.000416106-0.00176474j -8.83043e-05-1.54879e-05j 0.000979255+0.00107135j 0.000245959-0.000949648j -0.000910031-0.000382367j 
-0.00341209-0.00243041j 0.00245293-0.00363266j 0.00142315-0.00424958j 0.00321171+0.00373914j -0.00405291-0.00205756j -0.000666219+0.00130934j -0.00165997-0.00175817j -0.000491914-0.00430029j 0.000837357-0.0022164j -0.0049891+0.00108427j 0.000942444-0.000493653j 0.000954918-0.000383753j -0.00115271+0.00186935j -0.005217-0.00329831j 0.00197457-0.00155605j -0.00216762-0.00122349j -0.00297072-0.00193214j 0.00226632+0.00510846j -0.00211013+0.000712027j -0.000360894+0.00380933j -0.0021635-0.00212553j -0.00117238-0.0033177j -0.00257725+0.00206482j -0.00028615+0.00037549j -0.000499758-0.000127591j -0.00236998+0.000341724j -0.00202677+0.00187893j 0.000594348-0.00199173j 0.00185488+0.00287444j 0.00204326-0.00189434j 0.00109115+0.000771104j -0.00152988+0.0033174j -0.00256001+0.00258554j 0.000991166-0.000425386j -0.00233823-0.00289957j -0.000821945-0.00327268j -0.00315327+0.00291296j -0.00154189-0.000777886j -9.43882e-05+0.00147135j -0.000547365-0.00188519j 0.00100379+0.000900646j -0.00223755+0.00115978j 0.00046514+0.000324842j 0.00121831+0.00211722j 0.00196752-0.00327911j -0.00291063-0.00133751j -0.000503379-0.00107303j -0.00257605+0.00290242j -0.000594485+0.000823038j 0.000301935+0.000302283j 0.000371142-0.000293541j 0.0031721-0.00137635j 0.00100929-0.000735083j -0.00316755-0.00026533j -0.00344916+0.000874831j 0.00099377+0.00350071j 
-0.00385156-0.00254277j 0.00210532-0.00357606j 0.00354553+0.00442327j -0.00283809+0.00419911j 5.77177e-05+0.00615321j 0.00270766-0.000786492j -0.0047274+3.47386e-05j 0.00211203-0.00362998j -2.33978e-05+0.0026731j 0.000527297-0.00390183j 0.0038714-0.00200601j -0.00347729+0.0030343j -0.000125317-0.000890109j 0.000474396+0.00231256j -7.29872e-05+0.00331152j -0.00342788+0.00281241j -0.000317464+0.00229671j 0.000542989-0.00134374j -0.00166958+0.00253977j 0.00202797+0.00412394j 0.00136323+0.000475355j -0.00372933-0.00397552j 0.00446942+0.00128931j 0.00201285+0.0014629j 0.0012646+0.000152323j -0.000370501+0.00114974j 0.000324335-0.00161854j 0.00162486+0.000601531j 0.00144192-0.00142908j -0.000326895+0.00169441j 0.000121762+0.00196437j -0.00241048+0.00204912j -0.000501231+0.000687469j 0.000447512-0.00101009j 0.000468018+0.00215643j 0.000154427-0.00134575j 0.00270046+0.000802969j -0.000195084-0.00147541j -0.000836616+0.00120473j -0.00136404-0.00147959j 0.00192521-6.66292e-05j 0.00337389+0.00152256j -0.00236201+0.000321078j 0.00139107+0.00110826j 0.000105885+0.000684702j 0.0017773+0.000363959j 7.43433e-05-0.00107745j 8.10254e-05-0.000653574j 0.00023495+0.00169348j 0.00122412-0.0015755j 0.00211244+0.000988152j -0.000483164-0.000905439j 6.20684e-05+0.00123875j 0.00118683+0.00134411j -0.000504177-0.00186421j -0.00175754+0.000445942j 
-0.000422329-0.000175561j 0.000388513-0.000238416j 0.00209125+0.000451066j -0.00123551+0.00364394j 3.1961e-05-0.00566254j -0.00652575+0.00207878j -0.0036701-0.00355296j 0.00216119-0.00587641j -0.00105572-0.0030371j -0.00610858+0.00692316j -0.00263769+0.00143201j -0.0025768+0.00304186j 0.00223671-0.00051254j -0.00428434-0.0020262j -0.00277021+0.000150127j -0.00133566-0.00151874j 0.00436102+0.00157402j 0.0023391+0.00404723j -0.0017436+0.000582862j 0.00273435+0.00286534j 0.000425785+0.000896338j 0.00171421+0.000253923j -0.00208145+0.000830088j 0.000474077-0.00018887j 0.00167152+0.000105347j 0.000435945-0.000140609j -0.00203223+0.0041351j -0.00145996-0.00156187j -0.000213766+0.0032924j 0.00327743+0.000414572j -0.000945612-0.00094264j 0.00272363+0.00244153j -0.0021929+0.00242065j -0.000509486-0.00391975j -0.00247129-0.00245063j -0.000829617+0.00142973j -0.0043016+0.00142774j 0.00144227+0.000418637j 0.000119038+0.00191564j 0.00143767-0.00025277j 0.00108841-0.00173081j -0.00310703-0.00038067j 7.60291e-05+0.00143875j -0.000736668+0.000440446j 0.00192942-0.0044955j -0.00359844-0.000457227j -0.00241064-0.00114994j -0.000351769+6.84919e-06j 0.00212687+0.00124924j -0.000893868+0.00124907j -0.00236662-0.00060822j -0.000183839+0.000499725j -0.00170519-0.000704087j -0.000600434+0.000194507j -0.000263037-0.000188814j -0.000221475+0.000121724j 
0.00116039+0.00651j -0.00642629+0.00118185j 0.00244676+0.00207459j -0.00273019+0.00143854j -0.00250207-0.0014851j -0.000182073+0.00719536j -0.00438649+0.000893129j 0.000652356+0.00336809j 0.00640928+0.0025306j -0.00306621-0.00385089j 0.00304806-0.00366929j -0.000348634+0.000402072j -0.00103197-0.00140797j 0.00302867-0.00299214j -0.00484108+0.000113735j 0.00137275+0.00018123j -0.00130022+0.000969779j 0.00196773-0.00120669j -0.0022257-0.000169995j -0.000192452+0.000854536j 0.00210262-0.0011497j -0.00121799+0.00376337j -0.00244302+0.00267767j 0.000175796+0.00274232j 0.00136257+0.000870735j 0.000311038-0.000780941j 0.00181516+0.0001453j 0.00321391+0.000899854j 0.00136738+0.00167596j 0.00215234+0.0021178j 0.000847498-0.000532399j -0.000970713+0.00157005j -0.00103289+0.00224038j -3.61419e-05-0.000671561j -0.000356301-0.004104j 0.0030878+0.00114525j -0.000476248-0.00390522j -0.000287851+0.00340596j 0.00054555+0.00178783j -0.00185995+0.000889906j -0.000222007-0.00353696j 0.000647783+0.00238694j -4.36514e-05+0.000772159j -0.000769175+0.00242364j 0.00319431-0.00205101j -0.00246317+0.000647441j -0.00212516-0.000637055j 0.00174223-0.00142808j 0.00150589+0.00176949j 0.00198699+0.00115111j 0.000154891+0.00278206j -0.00100376+0.000170316j -0.00356186-0.00203769j -0.00287711+0.00375756j -0.00314068+0.000595241j 0.000713072+0.00307523j 
-0.000657176-0.000965754j 0.000922229-0.000720001j 0.0031084-0.00229899j 0.00290318+0.00313965j 0.00169214+0.00157361j 0.00197874-0.00490333j 0.00229609+0.00138912j -0.00310078-0.00267129j -0.00128541-0.0021373j -0.000296141+0.00120713j -0.00168239+0.000115516j 0.000800439-0.00442143j -0.00140387-0.000266097j -0.00269744-0.000886502j 0.00228918+0.0025794j 0.00129067-0.000500342j -0.00211961-0.00307898j -0.000796318+0.000297473j 0.00115707+0.00274477j -0.00210391-0.000292947j -0.00113592-0.000675269j 0.00328585-0.00227076j 0.00155703-0.000512347j -0.000190926+0.000715578j -0.00027225-0.00114418j -0.00053677+0.000752603j -0.00155506-0.00101674j 0.000641443-0.00121755j 0.00243011+0.00205938j 0.000807906-0.00325147j -9.41351e-05-0.00129417j 0.00177236-0.00114534j 0.000950937-0.00101533j 0.00170169+0.000297892j -0.000971507+0.0027197j -0.000376046-0.00195219j -0.00105189+0.000546706j -0.00206433-0.00215917j 0.000190343-0.000485836j 0.000241566+0.00072743j -0.00178709+0.00151425j -0.000899854-0.00158584j -6.69782e-05+0.000326159j -0.000301801+0.000684362j 4.99821e-05-0.0021192j -0.00112732+2.2959e-05j 0.00102754-0.000539258j -0.000492825+0.00138305j 0.000105494+0.00121342j -0.000166342-0.000549843j 0.00174294-0.000526032j 0.000845283-0.000697525j -0.000263556-0.00107623j -0.00213027+0.0014102j -0.000407274-0.0014336j -0.00134708+0.000417704j 
0.000646336-0.00715078j 0.00728284+0.000525844j -0.00602157-0.00782593j 0.00945739-0.00567244j 0.00280448+0.00474947j 0.00195479-0.00101091j -0.00273726-0.00153924j 0.0045905-0.00723362j -0.00112019-0.00397589j -0.000293811-0.00499876j 0.00540217+0.00190217j 0.00455344+0.00798821j 0.00149474-0.00186942j 0.000894637-0.000531982j 0.00222481+0.000799585j -0.000500378+0.00174342j -0.000134111-0.000542797j 0.00165937+0.00332586j 0.00272639-0.00355676j 0.00284323-0.00345296j -0.000841542+0.00191972j -0.000325851-0.00174713j 0.0026505+0.000758447j 0.00158008-0.00186315j 0.000828134+0.00132538j 0.00414998-0.0017342j -0.00275801-0.000938187j -0.00262836-0.0025271j -0.00242751+0.000624345j -4.03214e-05-0.000310882j 0.00028515+0.000663895j -0.000349329+0.00174818j 0.000347143-0.000427481j -0.00481894-0.000785411j 0.000156302+0.00140942j -0.0020477-0.00242027j 0.00147469+0.00648357j 0.0022603-0.00442222j 0.000588309+0.000926983j -0.000550699-0.00231429j -1.61813e-05-0.00191575j 0.000432341-0.00040805j -0.000334573+0.000599327j 0.000322907-0.00154793j -0.00121646+0.00449805j 0.00342526-0.00241408j -0.00193804+0.000250272j -0.00421669+0.000339388j -0.00438641-0.00119302j -0.00247031-0.00155024j -0.00150081-0.00307579j 0.00358118-0.00352156j 0.00533762+0.00302711j 0.00192161-0.00531164j 0.00605787-0.000180433j -0.000221513-0.00600273j 
-0.00127764+0.000835207j -0.00054593-0.00152381j 0.0010877-0.00729077j 0.0063+0.0022601j -0.00371948-0.000640704j 0.00179159+0.00207377j 0.0017839+0.000280525j 0.000261722+0.00038668j 0.00556454-0.00138726j 0.00326922-0.00279691j -0.00393095+0.000512476j 0.00177148-0.00223452j 0.00422866-0.00232972j 0.00134642-0.000955229j 0.00250438+0.00282866j -0.000154586+0.00469009j 0.0014957-0.00186626j -0.00227401+0.00370022j 4.15957e-05-7.8185e-05j -0.000507281-0.00210712j -0.000910772+0.000302444j 0.00165766+0.00133147j 0.00330523-0.000649528j -0.000805621-0.000459054j -0.00535269+6.10034e-05j 0.00313194-0.00115143j -0.000637792+3.37158e-05j 0.00154817-0.00191641j 0.00209566-0.000844168j 0.00279498-0.0031707j -0.00144311+0.000185995j -0.000663162+0.000755063j -0.0016199-0.00323109j -0.000822472+0.000163755j -0.000410997-0.000975032j 0.00228198+0.00125354j -0.000549861+0.0012158j 0.00221593+0.00281017j 0.00426616+0.00090199j -0.00115054-0.00172861j 0.00215268-0.000445504j -0.0013201+0.000722407j 4.77943e-05-0.000169146j -0.000274547-3.24086e-05j 0.000255545-0.000244728j 0.00238743-0.000459595j 0.00247269-0.000104132j -0.00150628+0.00134474j 0.000156743-0.000777729j 0.00187906-0.00128259j 0.00192245+0.00138248j -0.00194689+0.000684835j 0.00162724-0.00107758j -0.000817636-0.00134642j -0.000885047-0.00125117j -0.00136534+0.000820106j 
0.000878493+0.00160838j -0.00173137+0.000794179j 0.000243607+0.00128278j -0.00274736+0.00212786j -0.00285586-0.00387311j 0.00104991+0.00239661j -0.00307449+0.00296911j -0.00506375-0.00112631j 0.00129398-0.00189459j -0.00235084-0.00198714j -0.00302014+0.00203053j -0.00273834-0.00321211j 0.00218745+9.72009e-05j 0.00237281+0.00179282j 0.000623027-0.00146995j 0.00186343-0.00182062j 0.00173396+0.000993882j 0.000888509+0.000422015j -0.000668096+0.00288532j -0.000714752+0.00206085j 0.000147796+0.00171893j 0.00178865+0.000641878j -0.000147449-0.00363724j -0.000514576+0.00245693j 0.00108608+0.001094j -0.0021231+0.000158112j -0.00200263+0.00168635j -0.000790078-0.000962308j -0.000474472-0.000362267j -0.00161404-0.00051048j -0.000728295-0.000343451j 0.000606457-0.000276781j 0.000128146-0.000934722j 0.00254237-0.00140987j 0.000556753+0.00141402j 0.000597071+0.000372108j 0.00142137-0.00339119j 0.00142942+0.000459265j -0.000925447-0.0022774j 0.00334252+0.000531775j 0.000255394+0.000152007j -0.00122107-0.00104399j 0.000554013-0.000668747j 0.00130612-0.000111118j -0.000214428-0.00200933j -0.00298463+0.000412683j 0.00223443-0.000634789j 0.0027219+0.000769325j 0.00217677-0.00155201j 0.00283579+0.000160548j 0.000483833+0.00216305j -0.00447473+0.0013818j -0.00341782-0.00257726j 0.000460932+0.00367193j -0.00317434-0.00175261j -0.00173297+0.00308322j 
-0.000132859+0.000534973j -0.000533491-0.000158511j 0.00119958-0.000482665j -0.00168301-8.78277e-05j 0.00461671-0.00119137j 0.00317476-0.00431549j 0.00309419+0.00259332j 0.000389973+0.000438443j 0.00102535+0.0014812j 0.00262894-0.00501146j -0.000450446+0.00167707j -0.00248588+0.000208474j -0.000976529-0.000657054j 0.0040235+0.00114509j 0.0024643+0.000337112j 0.000373186+0.00119527j 0.00196589+0.00146126j -0.00114947-0.00471404j 0.000398688+0.00178125j -0.0014699-0.000878582j 0.000607638-0.00160964j 0.00110319-0.00282324j 0.00181169-0.00196452j 8.30114e-05+0.000444737j 0.000830283+0.00106085j -0.000762607+0.00110506j 0.00173963-0.000486263j -0.000427935+0.000823905j 0.00133184-0.00126441j -0.00179805+0.000974391j 0.00146095+0.0013597j -0.00162644-0.0013227j -0.000220645-1.14611e-05j 0.00216117+0.00164329j 0.00401115+0.00127586j 0.000440829-0.00145684j 0.000990184-0.00263973j 0.000640883-0.00165547j -0.00142743-0.00220911j 0.000128729+0.000597923j -0.000822937+0.000277981j 0.0030412-0.000351384j -0.000107667-0.001062j 0.000931838+0.00014953j 0.000542318+0.00186573j 0.00253865-0.000895404j 0.00370292-0.000153197j 2.08843e-05-0.000715019j -0.0003191-0.000502048j -0.000162943-0.00145814j 0.002604-0.00108513j -0.00116198+0.000613162j -3.30023e-05-0.000996962j 0.000252062+0.000966767j -0.000395293+0.000363705j 0.000439683+0.000395192j 
0.000498133+0.00640174j -0.00653098+0.000567443j 0.00237334+0.00866858j -0.0104567+0.00302306j -0.0014959-0.000954542j 0.00607276+0.00257685j -0.00177584+0.00540849j -0.000168103+0.00149907j 0.00583291+0.00240183j 0.00256082-0.00412273j -0.0034069-0.000872147j -0.00233275-0.000698138j 0.000515288-0.000577294j 0.00421017+0.00163443j 0.000301317-0.000911563j -0.000722231+0.00178911j 0.00462658+0.000756817j 0.000214812-0.00344441j -0.000922116+0.00602107j -0.000846377+0.00274163j 0.00266061-0.0022429j 0.000365301+0.00190421j 0.00114223-0.00293592j -0.00286798-0.000850442j -0.00207145-0.000645609j -0.00247864+0.00229513j 0.00233892+0.00159809j 0.00317637+0.00254517j 0.000593103-0.000439967j -0.000908342+0.00183698j 0.00213932-0.000291781j -0.00021452-0.00142683j -0.000454524-8.67624e-05j 0.00215591-0.000205573j 0.000699301+0.00140582j 0.00308344+0.000292143j 0.000461745-0.00473774j -0.00088631+0.00324007j -0.00101862-0.000707813j 0.000486441+0.00132733j 0.0011003-0.000426764j 0.00269312+0.000965009j -0.00334742+0.000702913j 0.00116481+0.00175231j 0.00254468-0.00245705j -0.00147979-0.00040151j 0.00188218-0.00176006j 0.00265362-0.000848657j 0.00313485+0.000844583j 0.00337031+0.00104711j 0.00130648+0.00265399j -0.00272602+0.00169945j -0.00571051-0.000552362j 0.000762212+0.00649473j -0.00508419-0.00162703j -0.00151448+0.00493361j 
0.0011967-0.000993082j 0.00115393+0.00125948j 0.00207759+0.000534201j -0.00181354+0.000712392j 0.00169068-0.00300537j -0.00213107-0.000613704j 0.00310259-0.000835142j 0.0010424+0.00266298j 0.000657339+0.00137672j 0.00435189+0.00132799j -0.00331103-0.000685507j 0.000440329-0.000349148j 0.00102713+0.00141398j 0.000385899+0.00214374j 0.000308369+0.000415066j -0.00130097-0.000261131j 0.000291869+0.000605375j -0.00190376-0.00098526j 0.00114355-5.55245e-05j -0.000320099-0.000861731j -0.000961553+0.000358735j 0.000890186+0.000576336j 0.000489119+6.56067e-05j -0.000670831-0.000678556j -0.000163757-0.000737512j 8.44631e-06+0.00209211j 0.000867269-0.0008022j 0.000800074+0.000552445j -0.000527022-0.000267637j 3.69034e-05+0.00117646j -0.000436021-0.00104472j -0.0011341-0.00169063j 0.000537976-0.00155805j 0.00180759+0.0012533j 0.00101022+0.000775284j -0.000674213+0.00173434j -7.06668e-05-0.000166282j -0.00172705+0.00115157j -0.000626367+7.07772e-05j -0.000175611+0.000509764j 0.000502104+0.00207108j -0.000729526-0.000743829j -0.000916014-0.00057435j -0.000206994-0.00140341j -0.00146516+0.0018136j 0.00125656-0.00043846j 0.00102026+9.24452e-05j -0.00058869+0.000205374j -0.000553893-0.00125983j 0.000361659+0.000602577j -0.000183487+0.000816901j 7.28409e-05+0.000956544j 0.000773494+0.00074735j 0.000668402-0.00113922j -0.00043605+6.00639e-05j 1.30054e-05+0.000525227j 
-0.00559604-0.0122514j 0.0119563-0.00543861j -0.000577362-0.012658j 0.0157667-0.00212979j 0.00915497+0.0131787j 0.000921409-0.0122896j 0.00266627-0.00553823j 0.00536924-0.00491788j -0.00898013+0.00195435j 0.000644304-0.00181262j 0.00792309-0.0001161j -2.60994e-05+0.00149383j -0.00225094+0.0013827j -0.00257149+0.00250212j 0.00248195+0.00039529j -0.00231626-0.00228826j 0.00106737+0.00371162j -0.00186079-0.00424007j -0.000243325-0.00689812j 0.00130886-0.0048597j -0.00374824+0.00124853j -0.00192608-0.00460234j 0.00548369+0.00454565j 0.00267141-0.00184738j 0.00116571-0.000751194j 0.00400549-0.00387438j -0.00297447-0.00311249j -0.00787113-0.00595305j -1.29933e-05-0.00172807j -0.00392152-0.0021119j -0.000452567+0.00482893j 0.000361637-0.00242842j 0.00468601-0.00268101j -0.00384486-0.000615404j 0.00585651+0.000910499j -0.00278028-0.00195551j 0.00100546+0.00718056j 0.0051481-0.00440784j 0.000141674-0.00063208j 0.00279187-0.00229661j -0.00183533-0.000864856j -0.00145752-0.00227451j 0.00256595-0.000192028j -3.04201e-05-0.00479546j -0.00268026+0.00880005j 0.00639985-0.00270776j 0.000925931+0.00378447j -0.00728247+0.000756596j -0.00859795-0.00354799j -0.00484243-0.00358498j -0.00214938-0.00793578j 0.00336014-0.00997314j 0.0111028+0.00269373j 0.00363229-0.00829935j 0.00944348+0.00186448j 0.00191311-0.00939392j 
