0.000388128+0.00147646j 0.00135019-0.000200618j 8.10766e-05-0.00122787j -0.00145857-9.66521e-05j 0.000160999-0.0008601j 0.000193244-0.000678945j 0.00198864+0.00167538j -0.000470906+0.00207215j 0.000896321+0.000596052j -0.00026326-0.00051289j 0.00101946-0.000354069j 0.000507452-0.000612541j -0.000136778-2.2818e-05j 0.000761106-0.000668278j -0.00129389+0.00095175j -0.0010998+0.00110399j 0.000895896-0.000606055j 0.000944493-0.000421348j 5.84636e-05-0.000161098j 0.00089013-2.73006e-05j 0.000406109+0.000188909j 0.000752383+0.000742685j 0.00170691+0.000924502j -0.00160557+0.00109947j 0.000424465-0.00130802j -0.00105704-0.000371105j -0.00111028-0.0012579j 0.00024791-0.000380675j 0.000171209-0.000602045j 5.44121e-05-0.000575758j -0.000604262+0.000709707j -1.97533e-05-0.00011154j -0.000604-0.000768998j 0.000678567-0.00136661j 0.000176045+0.0008643j -0.000762812+0.000554278j 0.00154341+8.73389e-05j -0.000318909+0.000793707j -0.00126749+0.00159051j -0.000943567-0.000263476j 0.000264836-0.000158636j -0.00110615+0.00242777j -0.00136584+0.000284646j -0.00175539+3.90715e-06j 0.000343657-1.88062e-05j -0.000664966-0.000113443j -0.000786583+0.00135495j 0.000929373-0.000491194j -0.00248012-0.000660142j -0.00041123-0.00147218j 0.0021762-0.000844753j -0.00136715+0.000289447j -0.00155822-0.000620594j 0.000867503+0.00101243j 0.00160229+0.00126726j -0.000646734-0.000283508j 0.000218737+0.000125277j 0.000893386+0.00107289j -0.000285077-3.65511e-05j -0.00132842-0.00103574j 0.000851164-0.00116163j 0.00192318-0.00199354j 7.30127e-05+0.000696343j 0.00207483+0.00167899j -5.00306e-05+0.00250794j -0.000349731-0.00034468j 0.00295567+0.00030585j 0.00199775+0.00257198j 0.000755103+0.00286865j 0.00193607-0.000248051j -0.00394008-0.00720893j -0.00735036+0.00408814j 
-0.00395365+0.0122458j 0.0122055+0.00386621j 0.00303731+0.00760422j 0.00804856-0.00455074j -0.00453003-0.00118759j -0.00340102+0.00398251j -0.000876606-0.00365568j 0.00635349+0.00708796j 0.00476076-0.000899667j -0.00539454+0.00212229j -0.000988623-0.00540957j 0.00165621-0.00723413j 0.00481131+0.00198031j 0.00093738-0.00123469j -0.0042026-0.00107317j 0.00452085-0.00198557j -0.00205871-0.00488961j -0.00180458-0.000756859j 0.000880083-0.00464225j 0.0033842+0.00165149j -0.00494355+0.00340307j 0.0031684+0.000755919j -0.000912952-0.0018617j 0.00206552+0.00120105j 0.00454469-0.00349298j 0.00513574-4.84914e-06j -0.00668657+0.00338891j -0.00401347+0.00489373j 0.000303964+0.00439912j 0.000567142+0.00253291j 0.00358194-0.00163637j 0.00741482-0.00121448j -0.00239857+0.00364836j 0.00355488+0.0038062j 0.00189293+0.00058771j 0.000623538+0.00381969j 0.0045642+0.000514236j -0.00134206-0.00249031j -0.000115577-0.00660206j 0.00106525+0.000756706j 0.00769576-0.00325918j 0.002723-0.00219483j 0.00425012+0.00494062j -0.00461566-0.00327924j -0.00110333+0.00474173j 0.00298-0.000572226j -0.0070962-0.0015388j 0.000525413-0.0117446j -0.00309822-0.00513232j 0.00374921+0.00105544j -0.00257808-0.00161012j 0.0116793+0.00473135j -0.00330711-0.00127732j 2.88417e-05+0.000516701j -0.00545198-0.00945209j -0.00513845+0.00613778j -0.000152946+0.0101388j 0.00293375-0.00280203j -0.00327488+0.00855921j 2.31931e-05+0.0011545j 0.000572395+0.00937655j -0.00142897+0.00114174j -0.010267-0.00165923j 0.0014877-0.00346623j 0.0161745-0.00134384j -0.0032525+0.0137673j -0.00622191-0.00488721j 0.00384363+0.00476076j -0.0058063+0.000724809j -0.000901119+0.004543j 0.00370561-0.00783886j -0.00773702-0.00380583j 
-0.00751714+0.000827772j 0.000715906+0.0073567j -0.000317623-0.00618966j -0.00872441+9.18976e-06j -0.00101899+0.0092471j -0.00280737+0.00109083j 0.000632019-0.00935717j 0.0116191+0.000208151j -0.0041513+0.00428051j -0.0136022-0.00430361j -0.000222774-0.00647344j 0.00231457-0.00495554j 0.000689925+0.00111137j 5.42806e-05-0.0117364j 0.000857916+0.00311358j 0.00781719-0.00580081j 0.000427427-0.00255115j -0.00799872+3.69532e-05j -0.00402746-0.00287366j -0.002525-0.000922382j -0.00306593-0.00133105j -0.00398158-0.00128096j -0.00334363-0.00272733j -0.00103428-0.00669756j -0.00378975-0.00297268j 0.00620047+0.000349268j -0.00166541+0.00492189j 0.00206894-0.0013391j -0.00471094+0.000158052j 0.00246905-0.00287465j -0.00228711-0.0104753j 0.00205247-0.000896584j 0.00131595-0.00257433j 0.0017811-4.44472e-05j 0.000350939+0.00352257j -0.00337122+0.00229503j -0.00349449-0.000798026j 0.0031693-0.00733343j -0.00228417-0.000884648j 0.00486701-0.00843326j -0.00823528+0.00351819j 0.00744709-0.00928141j -0.0012247+0.00132774j 0.00119768+0.00450986j 0.00170526+0.00159215j -0.00470287-0.00439305j -0.00662163-0.0042963j -0.00235864+0.00481131j 0.00752543+0.00404287j 0.0051024+0.000254762j -0.00697662-0.000852477j 0.00297592+0.00356995j 0.00279034+0.00108849j -0.000923118+0.00187982j -0.00870162-0.00625323j 0.00446217-0.00161157j -0.000317207+0.00588562j 0.00367334-0.00182797j -0.00511951+0.000424132j 0.00220823-0.001447j -0.00041363+0.00248157j -0.000967982+0.00439119j 0.00271728+0.0033845j -1.60621e-05-0.00620703j 0.000181496-0.00181274j 0.00122905-0.00488054j 0.000260963+0.00187435j -0.00255152-0.00335952j 0.00769214+0.00187915j 0.00333931-0.00834573j 0.0122206+0.00530603j 0.0050078-0.0121594j 
0.00388337+0.0184362j 0.0187565-0.00384838j 0.00668892+0.0150042j 0.0174845-0.00984322j -0.0134669-0.0137121j -0.00350271+0.00604106j -0.00031511+0.00392004j -0.00733313+0.015573j 0.0132717-0.0066548j 0.00645737+0.0050718j -0.000656894-0.00475917j -0.00103454-0.0088218j 0.0116248-0.00266182j 0.00283936+0.00795881j 0.00204567-0.00636942j -0.00224218-0.0041796j 0.00549046-0.000573392j -0.00107976+0.0019619j 0.0120838-0.000551797j 0.00251031+0.00191611j -0.00427824+0.00737222j 0.00437867+0.00035638j -0.00193099-0.00359521j -0.00452691+0.00103802j 0.00331932+0.00497109j -0.000471218-0.00659387j -0.00519118-0.00269879j -0.00790101-0.00254003j 0.00481123+0.00230261j 0.00238508-0.00510953j 0.00208389+0.00743942j 0.00832618+0.00865894j 0.00412161+1.14901e-05j 0.007041+0.00197343j 0.00531389+0.00254664j 0.0016335+0.00394735j 0.00363179+0.00270383j -0.00337732-0.00192708j -0.00489851+0.00204275j -0.00208603+0.00795849j -0.00750674+0.00383649j -0.00343444+0.014903j 0.00476223+0.0098715j 0.00212817-0.00020773j 0.0025892+0.0107719j -0.00483952+0.00195661j -0.00610048-0.00302555j 0.00594028-0.00333859j -0.00408791+0.00306841j -0.00754493+0.00398899j 0.00787846+7.03607e-06j 0.000214768-0.0113586j -0.0113923+0.00658804j -0.00525076+0.000293773j 0.00282877-0.0114496j 0.00395244+0.00273521j -0.000666333+0.00386054j -0.00581509-0.00573655j -0.00675919+0.00385957j -0.00676729+0.00144094j -0.00971217-0.000145431j 0.00356384+0.00238222j -0.00992335+0.00432938j 0.0119253+0.00234504j 0.00801592+0.00878618j 0.011171+0.00604685j 0.00169443+0.0148493j -0.0106669+0.00919511j -0.0102115-0.00883699j -0.00715368+0.00891769j -0.00937175-0.0105033j -0.0102954+0.00918986j 
-0.000466108-0.00662888j -0.00680293+0.000276671j 0.00069477-0.0087287j -0.0102876+0.00035323j 0.00140341+0.00676464j 0.00199044-0.00117325j 0.00105733-0.000375968j 0.00233025-0.006293j -0.00888003+0.00736891j -0.00835033-0.00813637j 0.00845541+0.000413373j 0.00112424-0.00315682j -0.00252647+0.00506004j -0.00331269-0.00921418j -0.00257059+0.00615539j 0.000576116+0.00052941j 0.0015245-0.00415243j -0.00213497+0.00126796j -0.00787131+0.00172744j -4.42099e-05-0.000862313j 0.000658457-0.000538496j -0.00718068+0.00163282j -0.000674291-0.000575751j -0.00626476+0.000872256j -0.00379437+0.00305952j 0.00500202+0.00141253j 0.00226376+0.000575258j 0.00252323-0.00184191j -0.00449137-0.00451851j 0.00500132+0.00106154j -0.00431948-0.00137333j -0.00466255-0.000785646j -0.00695346-0.00595498j -0.000708798+0.000924701j 0.00290821+0.00331575j -0.000194784-0.000431857j 0.00200556-0.00251295j 0.00409005+0.00341451j 0.000778362+0.00175899j 0.00041511-0.00425443j 0.000956541-0.000657069j 0.00339353-0.00974565j 0.00238871+0.00346104j -0.00178827+0.000133404j 0.00360475-0.00416592j 0.00219567-0.00478054j -0.00198349+0.00384875j -0.00263643-0.00232787j -0.00158129-0.00274818j 0.0036665-0.0032255j -0.00377971-0.000194976j 0.00211712-0.00192825j 0.00103279+0.0032395j 0.00242207+0.00214487j 0.000490053-0.00146696j -0.00167004+0.0028608j 0.000511692-0.000737298j -0.00270309+0.00584096j 1.25131e-05-0.00372285j 0.00574937+0.000951139j 0.000643033+0.00457903j -0.00616586-0.00181735j -0.00096725-0.00211703j -0.00445818-0.00492641j 0.000849876-0.00549259j -0.00101069+0.00299382j -0.0043572-0.00334802j 0.00319333-0.00501037j 0.00350563-0.00148632j -0.000720319-0.00280589j 0.00548834+0.00101987j 0.000984862-0.00547611j 
0.000697276+0.00852074j 0.00854253-0.000479853j -0.00155359+0.00554517j 0.00567387-0.000410998j -0.00293348-0.0054844j -0.00275498+0.0027338j -0.00349484+0.000234157j -0.00169611+0.00168165j 0.00538103-0.00423011j 0.00483947+0.00438542j -0.00261317+0.00125043j 0.000404408-0.00080685j 0.00157776-0.000993045j -0.00145761+0.0037441j -0.00342571-0.00360347j -0.0025829+0.000504351j -0.00191937-0.0020049j 0.00375084-0.00158344j 0.00227258-0.00264928j 0.00383301-0.00310276j 0.00132762+0.00220547j 0.00284065-0.00176981j 0.00328362+0.00282784j 0.00136064-0.000901993j 0.00504893+0.00192534j -0.00238563-0.00188925j 0.002005+0.000566378j 0.000705203+0.00303143j -0.00078145+0.00223826j 0.00131785-0.000861846j 0.00325918+0.00441343j 0.00392631+0.00285957j 0.00546715+0.00212555j 0.00236543+0.000344479j -0.00285004-0.00637445j -0.0027436-0.0020439j 0.000225106-0.000112955j -0.00243662-0.0013736j -0.00147462-0.000553457j -0.00284506+0.00355555j 0.00216566-0.00162876j -0.0051929+0.00167023j 0.00151449-0.00370305j 0.00292788-0.00227792j 0.00221884-0.00191615j 0.000220871+0.00131502j -0.00310007-0.00054822j 0.0010768+0.00216579j 0.00249522-0.00596761j -0.000758178-0.00444443j 0.00271724+0.00363742j 0.0028129+0.000177756j -0.00190844-0.00231404j 0.00196413+0.00162986j -0.00180311-0.0013139j 0.00144276-0.000509027j 0.0014208+0.00447576j 0.000771143-0.00682157j -0.0038698+0.0051701j -0.00166902-0.00359739j 0.00703782-0.00251691j 0.00397097+0.00135789j 0.00145578+0.00698416j 0.0060418+0.00118147j 0.00298908+0.00603684j -0.000518353+0.00343505j -0.0029888+0.00309118j -0.00693423+0.00405443j -0.00684221-0.000143792j 0.00148214+0.00611925j -0.00822667+0.00331312j 0.00283729+0.0079551j 
-0.00302637+0.00249637j 0.00268719+0.00312252j -0.00317052+0.00331579j 0.00371191+0.0037417j 0.00325547-0.000657917j 0.00112217-0.00744676j 0.00740815-4.14521e-05j 0.000228698+0.00244196j 0.00149611-0.00240902j 0.000812123+0.000416983j -0.00271252-0.00202834j -0.00266111+0.0037556j -0.00403701+5.61684e-05j -0.000306843+0.00073281j -0.00226158-0.000330256j 0.00122326+0.000778103j -0.00314169-0.00157251j 0.000237086-0.000418516j 0.000625788-0.0032728j 0.000860461-0.00253009j -0.00167794+0.000880668j 0.000826629-0.00201937j 0.00263156-0.000827428j 1.84283e-05+0.00127828j 0.00362684-0.00410903j -0.00196426+0.0032277j 0.00201669+0.00155469j -0.000624092-0.000997752j -0.000919082-0.000101605j -0.00315865+0.00427953j 0.00148318-0.0010688j -0.000455892-0.00122766j 0.00474546-0.00173266j -0.00388676-0.00239782j -0.00141223-0.00402729j 0.00227473-0.000779261j 0.00236575+0.00462879j 0.00259741-0.000984355j 0.00435454+0.000486245j 0.000427449+0.00214846j 0.00210084+0.00771158j 0.00631629+0.000469716j -0.00260463-0.00208612j -0.00139081-0.0034097j 0.000906967+0.000199947j -0.00139814-0.00312759j -0.00292824+0.00419017j 0.00445902+0.000199857j 0.00236135-0.0028092j 0.00121445+0.00171915j -0.000874309-0.00201333j 0.00157625+0.00031858j -0.00557637+0.0021459j -0.00416783-0.00855679j -0.00219444-0.00282566j 0.00200396+0.00174152j -0.00137763+0.00308355j -0.0026917-0.0041717j -0.00199698-0.00381226j 0.00675152-0.00325009j -0.00204616+0.00487501j 0.00277561-0.000410096j 0.00325333-0.00303492j -0.00574041-0.00383221j 0.0016045-0.002921j 0.00852717-0.00411426j 0.00363828+0.00701553j -0.00150028-0.00125093j 0.000575419+0.00108486j -0.00016815+0.00140618j 0.00378133-0.00110817j -0.000741148-0.00407593j 
-0.00233709+0.000459458j 0.000567169+0.00236492j 0.00127145+0.000221905j -7.22905e-05-0.000903309j 0.000548896+0.000215011j -0.00129638-0.00228961j 0.00197185-0.0021215j 0.00493136-0.000223507j 0.00185139-0.00341391j -0.00134915+0.00315495j -0.00377034-0.00085863j -0.00208953-0.00388415j 0.00337356-0.00231896j 0.00267077+0.00081566j -0.00436631+0.00115847j -0.000261691-0.00124172j -0.000164945+0.000371959j 0.00132085-0.00203244j -0.000794368-0.00671642j -0.00314582-0.00132382j -0.000565614-0.00186319j -8.63277e-05-0.00399732j 0.00111347+0.00256154j 0.000191297-0.00452542j -0.00207972-0.000575486j -0.00147884-0.000687577j -0.00138254+0.000153527j -0.00469996+0.0054516j 0.000661997+0.00335138j -0.00193303-0.00265479j -0.000889731+0.00072358j 0.00488302+8.55336e-05j 0.00379058+0.00181499j 0.00244305+0.00485418j -0.00260588+0.000526583j -0.00287004+0.00286443j -0.000763222+0.00064415j 0.00259918-0.00222627j -0.00456639-0.000646461j 0.00410929-0.00122811j 0.00405875+0.00240613j 0.000198984+0.00216972j 0.00363678-0.00349624j 0.000816619+0.00231481j -0.00173822-0.00264182j -0.000381555+0.00111324j 0.00137854+0.000457481j -0.000877712-0.00263312j 0.00545651-0.00209862j 0.00147054-0.00306068j -0.000345486-0.00131263j 0.0053016-0.00118722j 0.000218582+0.00167748j 0.000767468+0.00311539j -0.000654252-0.00152588j -0.00183609+0.00141047j 0.00179668+0.0023945j -0.00113802-0.00332507j 0.000309401-0.00218383j 0.00462695+0.0017221j 0.000707667+0.00623247j -0.00124705-8.0706e-05j -0.00201388+0.00116156j -0.00158834-0.00239731j -0.000812433-0.00199323j 0.000475465-0.000155821j -0.00277325-0.00196741j 0.000601828-0.00771564j 0.00259407-0.000116818j 0.002533-0.000572903j 0.00411501-0.00354091j -0.00371639-0.00421599j 
0.00112476+0.00187857j 0.00191364-0.00103955j -0.00127672+0.000120329j -0.000447415+0.00111795j 0.000461547+0.00217229j -0.00207761-0.00203294j 0.00336089-0.00518086j 0.00661324+0.00178305j 0.00175748-0.00140821j -0.0060305+0.00240721j -0.00581946-0.00725377j -0.00361145-0.00169387j 0.00161073-0.0025022j 0.000539846-0.0056311j 0.000606214+0.00114161j 0.00595213-0.00788935j 0.00199601+0.00373369j -0.00918531+0.000926625j -0.00165653-0.00527078j -0.00723161+0.00053072j -0.00225315-0.00165852j -0.000441165-0.00766105j -0.00567628-0.00247758j -0.000728118-0.00786813j -0.00212823-0.00428138j -0.0013605-0.00104606j -0.00150655-0.00107679j -0.000253722-0.00332323j -0.00155878+0.00437957j -0.00145966-0.00557916j -7.77156e-05-0.00884173j 0.00250103+0.00048305j 0.0094557+0.000361535j 0.000464367-0.00237654j -0.00339365+0.00298012j -0.000548337+0.000117752j -0.00506133+0.00182207j -0.00179725-0.00654466j -0.00565732+0.000241832j 0.00155631-0.00420277j -0.00938159+0.00430765j 0.00176457+0.00210642j 0.000108143-0.0038679j -0.00163238+0.00417921j -0.00423873+0.00300671j -0.00835596+0.00199554j -0.00255204-0.00472582j -0.00143829+0.00843877j 0.0104775+0.00659379j 0.000143957+0.00124023j -0.00227337+0.0013088j -0.00247561-0.0011577j 0.00144583+0.00130082j -0.00371241-0.00101091j -0.00132946+0.00242668j 0.00155508-0.00532439j 0.000437989+0.00219933j 0.000173288-0.0014959j -0.000513176+0.00242884j -0.000434577-0.00326767j 0.00459811+0.00400308j 0.00575525-0.00254205j 0.00128353+0.00265712j -0.00247019+0.00118429j -0.00208916-0.00397513j 0.00211207-0.00535491j 0.00311908-0.000507881j 0.00236239-0.00280257j 0.00371472+0.00150338j 0.000472691-0.00183745j 0.00202024-0.00446101j -0.00434118-0.00218095j 
-0.00226348+0.00421837j 0.00431254+0.00259185j 0.000439667+0.000684152j 0.000280423-0.00332013j -0.00377696+0.00283992j 0.00183503-7.84014e-05j 0.0012285-0.000994123j 0.00481242+0.000158493j -0.00200541-0.000870923j -0.00243521-0.00109719j -0.000586616+0.000765994j -3.48646e-06-0.00454396j 0.00280577+0.00131717j -0.000944372-0.000688494j -0.00148177+0.000586947j 0.0012159-0.00424243j -0.000373734-0.0032902j -0.00102253-3.59485e-05j -0.000331119-0.000881064j 0.00408846-0.00150276j 0.00114513+0.00245399j -0.00149963+0.00189904j 0.000437995-0.0059976j -0.000748555-0.00088419j -0.00195953-0.00214755j 0.00328939+0.00162649j -0.000712024+0.00171528j 0.0016276+0.00209149j 0.000605691+0.00285769j 0.00101947-0.000851051j 0.000669037+3.93806e-06j -8.83474e-06-0.0033034j -0.00512899-0.00244583j 0.00245985+0.000462558j -0.00106694+0.000155585j -0.000143156+0.00216819j 0.00122354-0.00191039j -0.00534973+0.000618943j 0.000594777-0.00150699j -0.00308668-0.00277021j 0.00178068-0.00596045j -0.00196094-0.000940472j 0.000971474+0.0056064j -0.000760919-0.00233716j -0.000479869+0.00222252j 0.00122853+0.00352053j -0.00410563+0.00177956j -0.0036232-0.00409925j -0.0040279+0.00113776j 0.000370831+0.000341659j -0.000891995+0.00055679j 0.0030252+0.00217141j 0.00138088-0.0014682j 0.00012233+0.00319611j -0.00391073+0.00223469j -0.00105749+0.000323632j 0.000133861+0.00133224j -0.000367972+0.0049556j -0.002866+0.00450773j -0.00204469+0.00105048j -0.000794371+0.00161992j -0.00205151+0.00355008j -0.00158054+0.00267038j 0.00188312-0.00156192j 0.0045153+0.00274083j 0.00206625+0.00501983j -0.00275036-0.00140976j -0.00226237-0.00118762j -0.00309254-0.00226715j -0.00183896+0.00629991j 0.00100392-0.00287135j -0.00274224-0.00158613j 
-0.00112462+0.00307819j 0.00297915+0.00139391j -0.0048419-0.000153308j 0.00052491+0.00429064j 0.00269239+0.000817365j 0.000784835-0.0055485j 0.00573856-0.00187416j 0.00362357+0.00181583j 0.000353346-0.00347214j 0.000109963-0.00207572j -0.00508123-0.00191328j -0.000388275+0.0016473j -0.00104708-0.00383141j 0.000600445-0.00117698j -0.0022367-0.00419141j 0.00290982-0.00612801j 0.000607626+0.0012506j -0.00321871-0.00114812j 0.00504987-0.00434179j -0.00292834-0.00386972j 0.00161644-0.00250942j -0.00384212-0.000204134j -0.000157305-0.00211348j 0.000648174-0.00446942j -0.0028437-0.000581172j -0.00167615+0.00020231j -0.00269958-0.00151378j -0.00057581-0.00215091j -0.00180398+0.00245404j -0.00409696-0.00151441j 0.00759426+0.00133761j 0.00205312-0.00207064j 0.00197994-0.00169363j -0.00142393-0.00304374j -0.0050769-0.00218174j 0.00314615-0.00196179j -0.00353812+0.00342797j 0.00144599-0.00382601j -0.00198018+0.00258263j 0.00165587+0.000910415j -0.00479331-0.000274598j 0.00280523+0.0030168j 0.00711883-0.000718037j 0.00556293+0.00246921j -0.00175336-0.00434916j -0.00414115+0.00394571j 0.00343723-0.00635499j -0.0039233+0.00289564j 0.00583671+0.00883794j -0.00133304+0.00169473j -0.0033871-0.00795807j -0.00389594-0.00215197j 0.00233662+0.00920375j -0.00827875-0.00239256j -0.00148325-0.00109407j 8.18762e-05-0.00834239j 0.0026989+0.000370367j -0.00579442-0.00482396j -0.0088165+0.00190459j -0.00125858-0.00353158j -0.00943324+0.00583785j 0.00575604-0.00177321j -8.04262e-05-0.00393585j 0.000429466-0.0029115j -0.00140516-0.00309599j -0.00116119+0.00125591j -0.00155391-0.0036752j 0.0116481-0.00433163j 0.00806242+0.00851095j 0.00499774-0.00822682j 0.0114315-0.00944389j -0.00927037-0.0109964j 
-0.00546677-0.00129471j -0.00120545+0.00527399j 0.00404009+0.00193186j 0.000749858-0.00329267j 0.00350055-0.00209758j -0.00185822-0.00504045j 0.00267892+0.00261525j 0.00061366-0.00356187j -0.00146031-0.000504595j 0.000231179+0.000973988j 0.00300708-0.000666376j -0.00646344-0.00100352j 0.000229783-0.000706134j -0.000881261-0.00320364j -0.00650713+0.0040757j -0.000433446+0.00119456j -0.000568776-0.00475065j 0.00105876-0.00197227j 0.00063266-0.00460122j 0.00229129-0.00255684j 0.00109492+0.00256452j -0.0010358-0.00387058j 0.00416853+0.00146674j -0.00367182-0.000375704j -0.000608713-8.55929e-05j -0.00284385-0.000291854j 0.00117424+0.000482083j 0.00221324-0.000863554j -0.00445845-0.00100929j 0.00103225-0.00189833j -0.00248952+0.00378881j 0.00143598-0.00185463j 0.00247028-0.000401681j 0.00280246-0.00337664j -0.00201633-0.00553441j -0.00107368+0.00130378j 0.000192046-0.00320409j -0.00179279-0.00111083j -0.00292495+0.000911718j -0.00355669-0.00423951j -0.000304317-0.000880137j 0.00242867+0.000698813j 0.00412483+0.00156726j -0.00269085-0.0019769j 0.0055548-0.00449267j 0.00134431+0.00134978j -0.00314827-0.000843247j -0.00203189+0.00465824j 0.00202217-0.00347887j 0.0039637-0.00371376j -0.00444357+3.45525e-05j 0.00187386+0.00148359j 0.00325349-0.000867186j 0.00838597+0.00115895j 0.00351295-0.000174824j 0.000833663-0.000376132j -0.000288437+0.00212604j 0.00276266+0.00580079j -0.00486539+0.00422629j -0.00357351-0.00197389j 0.00666318-0.00122205j 0.000244852-0.00328723j 0.00661672+0.00845865j 0.00254767-0.00378729j -0.00144339+0.00313761j 0.00343979-0.00488738j 0.00153756+0.00196397j -0.00366015-0.00696192j 0.00709355-0.00282906j -0.000386855-0.00328802j 0.00499901+0.00828317j 0.0081088-0.00528441j 
-0.00256038-0.00184252j -0.00157318+0.00244051j -0.00406569-0.00199751j -0.0044266+0.00509995j 0.00237047+0.00309463j -0.00451753-0.00126373j -0.000703028-0.00789504j 0.00494501+0.00183562j 0.00299932-0.0050506j 0.000168631+0.00247072j -0.00883047-0.00229164j 0.00383812+0.00112894j 0.00209251-0.00165181j 0.0025905+0.00159428j 0.000791687-0.00224764j 0.00193308-0.00269348j 0.00281492+0.00285812j -0.00444254-0.000612523j 0.00230312-0.00866653j -0.00412672-0.000389505j 0.00172531-0.00431991j 0.00358253-0.00257462j -0.00270402-0.00218835j 0.00578973-0.0071769j -0.00139698+0.0018133j -0.00258036+0.00101726j 0.00126696-0.00262289j 0.00171542-0.00247045j -0.00454755+5.7096e-05j -0.000462365-0.000318713j 0.0028225-0.00603699j -0.00257276+0.00380285j 0.00459728+0.0031856j 0.00359669-0.000865617j -0.0034496-0.00249482j 0.00414837-0.00641643j -0.00374726-0.00412085j -0.00302523-0.00591072j 0.00116369-0.00235551j -6.24682e-05-0.002763j -0.00655535-0.00391813j 0.00273542+0.00488805j -0.000175072-0.00108485j -0.00220171+0.00338145j -0.00225889+0.00376023j -0.00326856+0.00379953j 0.00041189-0.00406146j -0.00750233+0.00421233j 0.0105595+0.00833216j -0.00241263+0.00229345j -0.00507066-0.000394508j -0.00441913+0.00377126j -0.000113179+0.00461267j -0.00483218+0.00180298j 0.00604916+0.00356273j -0.00203671-0.00793093j -0.00479975-0.000640251j -0.00426308-0.000244641j -0.00297015+0.00457044j -0.00425433-0.0043487j 0.00536003-0.000778218j 0.00339697-0.00710016j 0.00261318-0.00129791j 0.00364211+0.000490496j 0.00675333+0.00177842j -0.00524335+0.00311769j -0.00337846-0.00828814j 0.00288064+0.00026876j 0.00155342+0.00368677j 0.00403641-0.000131217j 0.00632669-0.00362911j -0.00370563-0.00668029j 
-0.00023647-0.00030965j -4.86766e-05+0.000209097j -0.000981059+0.00283965j 0.00239677+0.000765859j -0.000163119-5.52573e-05j 0.00142457-0.00286844j 0.00351332+0.00142419j -0.00166415+0.00228413j 0.000135418-0.00301868j 0.0030215+0.000645457j -0.00481117-0.00142104j -0.0018564+0.00380651j 9.53237e-05-0.00288467j 0.000321452+0.00227186j 0.00213332-0.00316187j 0.00165349-0.0027058j -0.000905041-0.00112696j -0.000349738+0.00175092j 0.00674018-0.0018193j 0.00232499-0.00406106j -0.00203274+5.68598e-05j -0.00118535+0.000699941j -0.000634202-0.00558086j -0.00146188-0.00162584j -0.00246378-0.00277535j -0.00220545+0.00222215j -0.000770276+6.03336e-05j 0.0017782-0.00519645j 0.00116965+0.00218223j -0.000154518-0.00139164j 0.000836348+0.0032135j 0.000831864-0.00509317j 0.00222174-0.00129656j 0.000316394-0.00170467j -0.00595175-0.00156921j 0.000266468-0.000305178j -0.00490726+0.0012532j -0.00304564+0.000443855j 0.00316841+0.00182945j -0.00273076-0.00247239j -0.000629795-0.000148819j 0.00480439+0.00413015j 0.00427716+0.00343821j 0.00211626+5.87459e-05j -0.000326047-0.00128451j 0.00322929+0.00571854j 0.00179476-0.00514157j 0.00243747-0.00114674j -0.000853604-0.00108253j 0.00258871+0.00592023j -0.000915857-0.000203643j -0.00196748+0.00323282j 0.0034374-0.00315766j 0.00046707-0.00267502j -0.00166076+0.00325003j -0.00113108+0.000553492j -3.74133e-05-0.00257215j 0.000873006+0.00366685j -0.00134398-0.000229135j -0.00177079+5.96456e-05j -0.00181275+0.000488937j 0.00210088+0.00117291j 0.00248194+0.00552786j 1.07663e-05+0.000506562j -0.0069267-0.00248355j 0.00691124-0.00869468j 0.00560784+0.00343128j 0.000179847-0.00395243j 0.00578398-0.00150957j -0.0025822-0.00415832j 0.00476353+0.000650314j 0.00100896-0.00494939j 
