-0.0536891+0.216264j -0.216258-0.0508296j -0.139154-0.187445j 0.192628-0.133257j 0.00734746+0.133813j -0.147552-0.0230206j -0.0304001+0.107141j 0.0457919+0.000708841j -0.0233374-0.0051837j 0.0217026+0.00611216j 0.0293644-0.0741889j 0.0483961+0.12914j -0.159102-0.0495935j -0.123283+0.0829097j 0.0108224+0.109553j 0.0552892+0.166629j -0.00840827-0.0170618j -0.107981+0.0153266j 0.0767634+0.0273054j -0.016375-0.030614j -0.103459+0.0995667j -0.0271293-0.0432888j -0.0298675-0.118795j 0.0572947-0.0753352j 0.0521982-0.032175j 0.0411606-0.0735299j 0.0614529+0.029552j -0.0541195-0.0193735j 0.141427-0.0209964j 0.0197341+0.0676175j -0.0268454-0.0482695j -0.0587307+0.078989j 0.0398204-0.0093717j 0.0347012+0.0421077j 0.0343747-0.0695534j 0.120603+0.0182576j 0.131847+0.0165752j -0.0794394-0.0298877j -0.0351413-0.129232j -0.0383615+0.0317452j -0.0121912-0.00202011j 0.0571529+0.125761j -0.0214793+0.0218761j -0.00912472+0.0464811j 0.0851816-0.00414099j 0.0980575+0.0355785j 0.0118355-0.0147353j 0.0661953-0.00906951j 0.0430671-0.0525132j 0.00581453-0.100241j 0.0955308+0.0099476j 0.109349-0.0275487j 0.00988694+0.10561j 0.0653309-0.126082j 0.042568-0.0465647j -0.0187807-0.137253j -0.043357+0.0676479j 0.047946-0.0208669j -0.0818316+0.0137732j 0.04607+0.00549397j 0.0147938-0.00518617j -0.0419142-0.0404793j 0.073422-0.0484539j 0.066557-0.0684635j -0.0571272-0.0915912j -0.0646596-0.0359796j -0.116852-0.010471j -0.0286726-0.0242327j 0.0856066+0.0644959j 0.0106514-0.0796915j 0.016644+0.0547086j 0.077089-0.123762j 0.117557+0.023667j -0.235952+0.0925463j 0.0889128+0.235723j 0.133448+0.139897j 0.137375-0.132486j 
-0.00422168-0.00279524j 0.00303428-0.00372429j 0.0023969+0.00025751j -0.00206845+0.00453684j -0.00545562-0.00698742j 0.00103296-0.00315248j 0.00316077+0.0041092j -0.00268097-0.00181699j 0.00313346+0.0156368j -0.00293867-0.00495237j 0.00485625+0.00427105j -0.0015066+0.00148977j 0.00505898+0.00105508j -0.00444518-0.00343856j 0.00366064-0.00190747j -0.000692324-0.00228506j -0.00233847+0.00582457j -0.000548578-0.00417739j -0.000408904+0.00440124j -0.00763311+0.00514106j -0.00121207-0.00327076j -0.000893901-0.00223414j -0.00549076-0.00201966j -0.0042202-0.00169125j 0.00246197+0.0112656j -0.00276011-0.00890198j -0.013613-0.00757146j 0.00210393+0.0033256j 0.00045527+0.00164596j -5.59127e-05+0.00286353j -0.00614163+0.00195599j -0.00963881+0.00760897j 0.00380272-0.00410511j 0.00515721-0.00727589j -0.00282794-0.010014j -0.00176162+0.0036168j -0.00458894+0.00394882j 0.00272809-0.00379219j -0.000497719+0.00428413j -0.00102402+0.00134504j -0.00844565+0.0107751j -0.00533833-0.000279193j -0.00315208+0.00840082j -0.00708501-0.00571537j -0.00721834-0.0102431j -0.00729663-0.01114j 0.00264179-0.000978629j -0.00369266+0.00237498j -0.000918973-0.00269999j -0.00508927+0.00724685j 0.00667519+0.000614734j 0.000286934-0.00105016j 0.00122625-0.00144458j 0.00376255+0.000819189j -0.00389834+0.00171606j -0.0148592+0.00141169j 0.00228812+0.00568912j 0.00242542+0.00335663j 0.00883294-0.00213073j 0.00115117-0.00280842j 0.000183518+0.00375269j 0.00205416+0.00303088j 0.00499882+0.0029549j -0.00191511+0.00292001j -0.00479985-0.00887089j -0.00628512+0.00208275j 0.00496232+0.00577616j -0.00100367+0.00519351j -0.000487528-0.00194615j -0.000256633+0.0052611j 0.0035907+0.000544841j 0.0016235-0.00285399j 0.00199184-0.000418448j 0.000853482-0.00115417j -0.000774753+0.0002243j 0.000207368-0.00140165j -0.00140284+0.000249512j 
0.000409331-0.0016331j 0.00203561+0.000423591j -0.00363623+0.00392477j -0.00284248-0.00288414j -0.000893962+0.00593489j -0.00483436+0.000791552j 0.00246323-0.00197096j -0.00196105+0.00162934j 0.00699493-0.00127488j -0.00711901+0.00220152j 0.00178644-0.00100442j 0.00206563-0.000771703j 0.00184712-0.00231551j 7.92156e-05+0.00680587j -0.00218034-0.0059785j 0.00093329-0.00173667j 0.000462426-0.00158996j -0.00340342-0.00177747j -0.00170616+0.000482718j 0.0048971-9.89539e-05j 0.00273442+0.00131149j 0.000244738-0.00506488j 0.00252747-0.00618321j -0.00585644-0.00115448j -0.000226367-0.000831427j -0.00574134+0.00324938j 0.00385821-6.46967e-05j 0.00240641+0.00381891j 0.0054633-0.0073455j -0.0010171-0.00484445j 0.0011718-0.00296911j 0.000610145+0.00153258j 0.00283058+0.00128793j -0.00199918+0.00345176j -0.000738864+0.000433169j 0.00456796-0.000673667j -0.0015479+0.00363414j -0.00927199+0.000881001j -0.00176486-0.0059103j -0.000202487+0.00132753j -0.00288358-0.000855235j -0.0067309-0.000218974j 0.000309773-0.000234543j 0.00292933-0.00297459j 0.000504973+0.00490269j 0.00035061-0.00401556j 0.00222235+0.00115675j -0.00666472+0.00282587j 0.001184+0.00645697j -0.00283945-6.76985e-05j 0.00132488+0.00492072j 0.00462193-0.00112612j 0.000284608+0.00305436j 0.00141274-0.000445055j -0.00255525+0.00150992j -0.00212371+0.00126228j -0.0093475+0.000561088j -0.00156892-0.00219421j 0.00105781+0.00188264j 0.000807935-0.00418278j -0.00028398-0.00530282j 0.00315438-0.00471669j 0.0053596+0.000373826j 0.0049612+0.00276447j 0.00072196-0.00212081j -0.00105078-0.00696593j -0.00194733-0.00106897j 0.00204878-0.00285263j -0.00341754-0.000735283j -0.00264213+0.00271442j 0.00110793+0.00353739j -0.00194832+0.000837589j -0.00119221-0.0042732j -0.000238803-0.0033287j -0.0028818+0.000183222j 0.00110978+0.000968195j 0.0013758-0.00105381j 
0.00049242-0.00424757j 0.00437464+0.000555242j 0.000150873-0.00494849j 0.00658697+0.00234373j -0.00423532-0.00483807j 0.00659509+0.00274291j 0.00239609-0.00256558j 0.00325226+0.00655499j 0.0151758-0.00147848j -0.00386465+0.00823208j 0.00912999-0.0047663j 0.00167817-0.00337805j 0.00163441-0.0107393j 0.0098422+0.00385903j -0.00481593-0.0100882j -0.00513906+0.0045973j 0.00384744+0.00721335j -0.00429333-0.00116274j -0.00126595-0.0016514j 0.00692903+0.00520017j -0.00393152+0.000834694j -0.00366311-0.00359154j 0.0116463-0.00581375j -0.0134395+0.0103819j -0.0109979-0.00471056j 0.00020283-0.000656985j 0.000781697+0.00772173j 0.010333+0.0130947j 0.00610342-0.00880063j -0.00113964-0.00970356j -0.000781056-0.0170203j 0.00344377-0.00012831j 0.00832075+0.00339632j -0.00563839+0.00918298j -0.00474665+0.00485117j 0.00708296-0.00766285j -0.00487744-0.00581655j -0.0242106+0.00736269j 0.00267103-0.00884784j 0.000165829-0.00782784j -0.00674374-0.00634908j -0.000259676-0.00942982j 0.00102084+0.00463068j 0.000411529-0.00449519j 0.00109283+0.0133842j 0.00842403-0.00355836j -0.00665578+0.00155314j -0.00270496-0.000181832j -0.00234469+0.00886176j -0.0088231-0.00430103j -0.0124193+0.00448003j -0.000890788-0.00425574j -0.000699655-0.00337245j -0.00215419+0.00113421j -0.00635475-0.00175535j -0.00486247+0.00215856j 0.00453731+0.00337164j -0.00111885-0.00171831j 0.000510244-0.00262435j 0.00334591-0.00163684j 0.00160516+0.00697526j -0.00297674+0.00401239j -0.000122762+0.00208728j -0.00299727-0.00171088j 0.00276768+0.00344578j -0.00249331-0.00343171j 0.000575575+0.00733398j -0.00193002+0.00375027j 0.00112688-5.43188e-05j 0.00247863-0.00200394j -0.00135716-0.00139822j 0.00261025-0.00135566j 0.00124624+0.00290418j 0.000933998-0.000320348j 0.000508019-0.0004865j 0.000878014-0.00102957j -0.000918753-0.000629625j 
0.0035872-0.00316424j 0.00373345+0.00311104j 0.000469462+0.00634873j -0.00413144+0.000178781j -0.00195479+0.006246j -0.000514573-0.000203297j 0.00312202-0.00830666j -0.0028036-0.000845778j 0.00642009-0.00927361j -0.00189443+0.00230381j -0.00259216-0.00464085j -0.00439518+0.00159572j -0.000969389-0.002322j -0.0041742-0.000161488j -0.00253205+1.41404e-05j 0.00617422-0.000139359j 0.00154441-0.00426721j -0.00484348-0.00167169j 0.00182653-0.0024997j 0.00113488-0.00481535j -0.000690018+0.00180502j -0.000845541-7.53833e-05j 0.00448078-0.0023022j -0.00505296-0.00648441j -0.00454-0.00553188j -0.000600425+0.00121908j 0.00627596+3.77455e-05j -0.00327954+0.00618749j 0.000581209-0.00350089j 0.000968153-0.00283948j 0.00423819-0.00616913j 0.00228635-0.00681785j 0.00258514+0.00251604j -0.001449+0.00448183j -0.000918473-0.00182015j 0.000712642+0.00131886j 0.00123365+0.00191033j -0.00344084-0.00319681j 0.00141762+0.00145772j 0.00413593-8.03967e-05j -0.00092582-0.00319845j 0.00138586-1.69474e-05j -0.00163984+0.00117302j 0.00714355+0.000255782j -0.00352892+0.00454146j 0.00594805-0.00188017j 0.000304019-0.00205222j -0.00672625-0.000925987j 0.00274955+0.00786721j 0.00138079-0.00350537j -0.00047015+0.00195175j 0.00217357-0.00265235j 0.00164911-0.000947471j -0.00293114-0.00176096j -0.000672304-0.00190382j 0.00441489+0.0036675j -0.00898272+0.00223927j -0.00894143-0.00661001j -0.00136667+0.00307321j 0.00295124-0.0057669j 0.00177842-0.00280346j -0.000876342-0.00104752j 0.00418136-0.00149357j 0.00589782+1.63044e-05j 0.00269021-0.00207372j -0.00641819-0.00676054j -0.000251172-0.00164075j 0.00297515-0.00482656j -0.0031403+0.0011549j -0.00329879+0.00240075j 0.00142254+0.00717582j 0.00178273+0.00122165j -0.00214529-0.00234592j 0.000781041-0.00383949j -0.00281191-0.00183682j 0.00107608+0.000688177j 0.00127306-0.00139843j 
-0.00468689-0.00303025j 0.00337701-0.00461303j -8.17911e-05+0.00474284j -0.00484415+0.00216278j -0.00681491-9.33399e-05j -0.00281844-0.00219042j 0.00375046+2.32625e-05j -0.00435131-0.000253676j 0.00663072+0.0113818j -0.00244389-0.000541454j 0.00445629-0.000283617j -1.52461e-05+0.000674206j 0.00322832+5.01135e-06j -0.00291457-0.000139827j 0.00288565-0.00283665j -0.000596471-0.000653214j -0.00230913+0.00175547j -0.00124008-0.0026797j -0.000289075+0.00259742j -0.00238297+0.00391036j 0.000477385-0.00292581j -0.00230899-0.003479j -0.00454224-0.00158003j -0.00253221-0.000224206j 0.00446901+0.00618686j -0.00335682-0.00343518j -0.0104249-0.00331426j 0.000300181+0.00272214j -9.60672e-05-0.00103977j -0.000370019+0.000988161j -0.00309764+0.00283999j -0.0037815+0.00664851j 0.0032663-0.00322524j 0.00286355-0.0034515j -0.00266413-0.00570749j -0.00382248+0.00187317j -0.00339528+0.00332399j -0.00125884-0.00299816j -0.00122869+0.00374192j -0.00100517+0.00192921j -0.0041123+0.00812937j -0.00503926+0.00298081j -0.00176208+0.00567327j -0.00410598-0.00277355j -0.006147-0.00568202j -0.0059046-0.00857529j 0.00198858+0.000123504j -0.00154702+0.00290052j -0.000615304-0.0019673j -0.00058236+0.00447094j 0.00685903-0.00215151j 0.00275292+0.00151138j 0.000836143-2.98315e-05j 0.00131566-0.000126883j -0.00115787+0.00253833j -0.00799013+0.00521822j 0.000891448+0.0041765j 0.00288894+0.000105175j 0.00627939-0.00439044j 0.00068101-0.00206756j -0.000319368-0.000154871j 0.00264179-0.00133343j 0.0040197+0.000460276j 0.00129045+0.000621627j -0.00625762-0.00554332j -0.00499822+0.00100436j 0.00276308+0.00166929j 0.0021515+0.00194402j -0.00216259-0.0025207j -0.00228389+0.00399715j 0.00301442+0.00241388j 0.000315408-0.00205811j 0.00177378-0.00159597j 0.00223378-0.000583029j 0.000160154-0.00147693j -0.00255194-0.000883399j -0.000689328+0.00271019j 
0.00120312+0.00548683j -0.00587121+0.00145129j 0.000872106-0.00415692j 0.00228861+4.02327e-05j 0.00333266-0.00286171j -0.0011063-0.000557621j -0.00262333+0.00595156j 0.00156672-0.00167084j -0.00909341+0.00347683j 0.00123262-0.00615118j -0.00328882+0.00464296j 0.00192507+0.000969258j 0.00020571+0.0039285j -0.00221707+0.000861224j 0.00431789+0.00362564j -0.00135649-0.00211516j -0.00181087-3.6182e-05j 0.0046489+0.00106419j 0.000856415+0.000492467j -0.00279645+0.000309445j 0.000212516-0.000845589j 0.00358986+0.0023316j -0.00174789+0.00670286j 0.00517567-0.00379896j 0.00517792-0.000603105j 0.00144768-0.000717296j -0.00159803-0.000643131j -0.00529101-0.0053399j 0.000569403+0.00749755j 0.00292357+0.00367256j 0.00241006+0.00665228j -0.00126008+0.0015285j -0.00610825-0.000390973j 0.000203842-0.00561242j 0.00123306-3.26376e-05j -0.000227089+0.00330945j 0.00329581-0.000500736j 0.00830174-0.00584832j 0.00161207+0.000160666j 0.000283467+0.00188663j 0.00508147+0.00016903j 0.00374027+0.00134877j 0.00038895-0.00233703j -0.00077089+0.00231881j 0.000245919-0.00275634j -0.00269051+0.0071373j 0.00119245-0.000899691j 0.00336845-0.00171535j -0.00286606-0.00493352j 0.00190156-0.000827986j 0.000856998-0.00406741j -0.000902827+0.00128366j 0.000292262+0.0016348j 0.000923388-0.00017379j 0.00451785-0.00179492j 0.00360768-0.00307038j 0.0030198-0.00376622j 0.00219298+0.00144527j -0.00278051+0.00146789j -0.00191697+0.00296062j -0.00150327-1.37308e-05j -0.000172706-8.32813e-05j -0.00291446-0.000353945j -0.00110891+0.000476876j -0.000172751+0.00166945j 0.00547687+0.00328772j -0.00181872-0.00150901j -0.00299508+0.000245083j 0.00237247+0.00148331j 0.00245999-0.0028567j -0.0023416-0.00324571j 0.000180652+0.00123585j -0.000920964+0.00238209j -0.0013107+0.00295786j 0.00178865+0.00144473j 0.000804314+0.00091028j 0.000571058-0.000711484j 
0.0030523-0.000445967j 0.00010988+0.00317558j 0.000652967-0.00362861j 0.00401284-0.00110369j 0.0060541-0.000522352j 0.00394686+0.00291355j -0.00279391-0.000703008j 0.00354705+0.000830727j -0.00466945-0.00717273j 0.00179631+0.00218748j -0.00169002+0.000260472j -0.000560137-0.000964111j -0.00209736-0.00044248j 0.00472066+0.000418334j -0.00223791+0.000651149j -9.85654e-05-0.000475967j 0.00235683-0.000378935j -2.6721e-05+0.00166192j -0.00108727-0.00239727j 0.00237378-0.00174347j -0.000215931+0.00216379j 0.0020572+0.0015869j 0.00496704-0.000311645j 0.000853404+0.00247462j -0.00550402-0.0031543j 0.00221027+0.00191272j 0.00696907+0.00167766j 0.000457177-0.00184584j 0.00097793+0.000130766j -0.000520252-0.00161504j 0.00132209-0.00339635j 0.00247197-0.00470238j -0.000355773+0.0037707j -0.00206316+0.00315368j 0.00175882+0.00406321j 0.00339866-0.00357676j 0.00118121-0.00312694j 4.686e-05+0.00224176j 0.000310815-0.00352273j 0.000364896-0.00245384j 0.00147429-0.00720613j 0.00104442-0.00272403j 0.000753466-0.00458506j 0.00171344+0.000734168j 0.00463672+0.00301316j 0.00401692+0.00494042j -0.00245197+0.000436086j 0.000870317-0.000927338j 0.000403963+0.00234643j -0.000324134-0.00144806j -0.00463249+0.00388054j -0.00305521-0.000408034j 3.68659e-05-0.00069163j -0.000896011+2.35583e-05j -0.000730203-0.00116533j 0.00302882-0.00401919j -0.000244026-0.00163721j -0.00103038+0.000818005j -0.0022778+0.00207685j 0.000250816+0.00121192j 0.00102162+0.000483324j -0.0024715+0.00254312j -0.00314394+0.000437537j -0.0010055-0.000228448j 0.00466728+0.00294602j 0.00267391-0.00121615j -0.00146206-0.000589812j -0.000610309-0.00102603j 0.00119318+0.000790489j 0.000418009-0.00164456j -0.00128063-0.00140586j -0.00116487+0.000564335j -0.000537887-0.000685047j -0.000846305-0.00050071j -0.00102447+0.00029904j 0.00123509-0.00064589j -0.000781271-0.00120839j 
0.000565201+0.000407378j -0.000342819+0.000582516j 0.000469261-0.000892288j 0.000654944+0.000567292j 1.18343e-06-0.000705271j 9.96702e-05-2.08483e-05j 0.000421018+0.000439402j -0.000231561+2.08807e-05j 0.00117982+0.000930712j -0.000156286-0.000421474j 0.000544684+0.000703407j -7.72462e-05+0.000306964j 0.000664008+4.9399e-05j -0.000371093-9.72673e-05j -3.99344e-05-0.000812588j -0.000317738-0.000236895j -0.00020327+0.000388065j -6.81704e-05+0.000213852j 0.000930657+0.0005486j -0.000201293+0.000384134j -0.000123372+0.000229793j -6.83522e-05+0.000265271j -0.000318257+0.000525524j -0.00135922-0.000822431j 0.000944764+0.000167262j -0.000648068+0.000696601j -0.000802815+0.000564321j 0.000176006+0.000376748j 0.000101766+0.000542303j 0.000592226-0.000283578j 0.000204733+6.76124e-05j 3.1227e-05+0.00145128j -0.000291827-0.000387732j -0.000423286-0.000906074j -0.000577117-0.000707494j 0.00117962+0.000796418j 0.000304427+0.000329646j -0.000562056-0.000207353j 0.000538636-0.000271487j 0.000249799+0.000239441j 0.000365782+0.000800063j 0.000174595-0.000476012j 0.000600243+0.000363586j -0.000464557+0.000296459j -9.9186e-05+0.000741744j -0.000370991+0.000151739j 0.000370986-0.000714015j -0.000126689+0.000194438j -0.000505981+0.00062959j -0.000522752+0.000187482j -0.000600057-0.000597468j -0.000166338-0.000445398j 1.41499e-05+6.01132e-05j 0.000122553+2.96802e-05j -0.000276573-0.000677794j 0.000333319-0.000203864j -0.000109228-0.000468334j -0.000251454+0.000226448j -0.000144609+0.000318781j -0.00026718+0.000117804j 0.00015472+0.000410175j -9.144e-05+0.000553303j 0.000113805+5.44957e-05j 0.000185687+0.000267209j 0.000168027+0.000724024j 0.00078267-0.000120851j -0.000199001+1.53054e-05j -0.000364972-3.97887e-05j -0.00012388+2.07707e-05j 0.000434749+0.000121163j 9.41754e-05-0.000589051j -0.000623423+7.46788e-05j -0.000327439-0.000265763j -0.000450185-0.000432639j -0.000463983+0.000508523j 0.00063318-0.000300155j -0.000279871-0.000632108j 
0.000811843+0.000468243j -0.000562433+0.00060972j -0.000538421-0.00046339j 0.000544425-0.000400057j -0.00075539+7.24049e-05j 0.000699953+0.000113841j 0.000279548-0.000954617j 0.000350242-0.000389027j 0.000281812-0.00090536j 0.000671156+0.000456655j 0.000139+9.37102e-05j -0.0014522+0.000995392j 0.000856098-0.000924881j -0.000858595-0.000250726j 0.000375433-1.23856e-06j 0.000971904-0.000474411j -0.000388814-0.00103073j -0.000419483-0.000593969j 0.000265359+7.06955e-05j -0.00098092+0.000241598j -0.000310664+0.000606328j -0.00102152-0.000760363j -0.000692351-0.000797288j -0.000227398-0.000362061j 2.65779e-06-0.000416173j -0.000523237+4.21139e-05j 0.0011449+0.000514849j -0.000678681+0.000631568j 0.000676381-0.000627313j -0.00113834+0.000581073j 7.59025e-05-0.000259491j -0.000239213-0.000962692j 0.000654599+0.000732308j -0.000652166+0.000432791j 0.000304456-0.000568241j -0.000520439-0.000106694j 0.000484275+0.000524495j -0.000231309-0.000812946j 0.00050254-5.97548e-07j 4.36127e-05+0.000584573j 0.000308024+9.00277e-05j -0.000346922+0.000910271j -0.000875524+0.000544284j -6.50003e-05+0.000476946j -4.39484e-05+0.00024199j 0.000404152-4.72956e-05j -0.000115116-3.46145e-05j 0.000899968+0.00033331j 0.000780134+0.00015387j 0.000614447-0.00026473j 0.000692912-9.73671e-05j -3.97936e-05-0.000989722j 0.0001965-0.000252421j -0.000478534-0.000723288j -0.000476852-3.28035e-05j 0.000496555-0.000128517j -0.000541551-0.000390006j 0.000752835+0.000144294j -3.67754e-05-0.000295569j 0.000271906-0.000653171j -0.000248356-0.000314636j -0.000104988+0.000477776j 0.000159243-0.000359527j 0.000324476+1.18195e-05j 0.00104045+0.000186255j 0.000337163-0.000184356j 0.000547174-0.00088728j -0.000518287+0.000379514j -0.000114437+0.000277574j -0.000352996-0.000152768j -0.000678551+0.000257669j -0.000204444+0.000541326j 0.00100846-0.000998464j 9.70813e-05-4.67623e-05j 0.000440377-0.000284383j 0.000628601+9.46377e-05j -8.65932e-05-0.000749757j 
0.000153111-0.000428541j 0.000528088-6.96688e-06j -0.000157788+0.00019945j -0.000134407+0.000109473j -0.000575713-0.00010647j -0.000382033+0.000434156j 0.000641384-0.000664102j -0.000556315+0.000370127j 0.000507952+0.000328317j 0.000352359+0.000912063j 0.000214856-0.000507754j -0.000623579-0.000361452j 0.000458498-0.000259801j -0.000583582-0.000291658j -0.000309345+0.000198098j 0.000317211-0.000124117j 6.24898e-05-0.000767815j -0.000135549+9.12299e-05j 0.000399473+0.000594975j -0.000486247+4.17232e-05j 0.000632375+0.000283542j 9.2356e-05-2.59407e-05j 8.27555e-05-0.000364401j -7.03428e-06-0.000400697j 0.000115234+0.000423009j -0.00056476+2.21635e-05j -0.000354859-0.000470447j 0.000130628+0.000161762j 3.97636e-05-0.000537006j -0.000258931-0.000188682j 5.63752e-06+9.67349e-05j -0.000291691+4.97747e-05j 0.000616851-7.01001e-05j -0.000278032+0.000118139j 0.000271343+0.000541842j -3.13575e-06+0.000357517j -0.000472984-0.000253217j -0.00021207+0.000413826j -1.5428e-05+0.000303906j 0.000383021-2.15482e-05j -0.000513483-0.00026372j 0.00072339-0.000205475j 5.84795e-05-4.55038e-05j 0.0002986-0.000210517j -0.000569838+0.000248763j -0.000144166-1.81683e-05j 0.000106012+0.000265281j 9.58464e-05+0.000147163j -0.000373997-3.35604e-05j 6.1055e-05-0.000439254j 4.16208e-05-0.000147003j 0.000266927+0.000479043j -1.00152e-05+0.000139563j -0.000492405-0.000403543j 0.000220205+0.000105129j 0.000146658+0.000275874j -0.000351305+0.000398468j -7.32916e-05+0.000106593j -0.000359223+0.000386673j 0.000210059+0.000750502j -9.55435e-05-0.000476692j 0.00013259+0.000700618j 0.000330976+0.000610587j 0.000493828+8.52989e-05j 0.000564698+0.000444806j -4.43012e-05+1.82823e-06j 0.000153806+0.000192027j 0.000329971-0.000266084j -0.000599061-0.000877913j -0.000625658-0.00055545j -0.00019568-0.000420062j -0.000687571+0.000179642j 0.000524819+0.000749356j 0.000463161-0.000329654j -0.000240485-9.83145e-05j -0.000461371-0.000417654j -0.000357368+0.000298157j 
-0.000707837+0.000485179j -0.000681942-0.00130624j -0.00203053-0.000646921j 0.000585088-0.00192175j -0.0013551+0.00222995j -0.000836286+0.00189514j 0.00317195-0.00183982j -0.000142595-0.00308837j -0.000942273-0.000364052j 0.00231986+0.001339j -0.00057779+0.000657613j -0.00341933+0.000457436j 0.00434236-0.00124737j -0.00157128-0.00100516j -0.000460419-7.0458e-05j 0.00116089-0.000945627j -0.000660094-0.00121161j -5.11136e-05-0.00229478j -0.00113427-0.000369536j -0.00226227+0.000921516j -0.000253358+0.00100396j -0.00308649-0.00276071j -0.000927667-0.00125368j -0.000309935+0.000619105j 0.000889575-0.000983908j -0.00171242+0.000175102j 0.00159507+0.00196845j 0.000266775+0.00145155j 0.00115951-0.00169736j -0.00338137+0.000232434j -0.000273922+0.000745661j 0.000375017-0.00219198j 0.000256267+0.0031562j -0.000764496-0.000898914j 0.000842019-0.000821044j -0.00242781-0.000335121j 0.00162162+0.00166806j 0.00284397+0.000506244j 0.000906209+0.000331986j -0.000369723+0.00090657j 0.00202182+0.00192625j -0.00142708+0.00160895j -0.00204052+0.0010803j -0.00122674+0.00151724j -0.000892309+0.000957668j 0.000842322-0.000556822j 0.000752497-0.00111704j 0.00033972+0.00271632j 0.00151341+0.00080819j 4.02155e-05+0.00106393j -0.000102714+0.000452445j 0.000313623-0.00174147j 0.000895416+0.0003598j 0.00081444+0.00020353j -0.00209543-0.00111848j 0.000185-2.53594e-05j 4.93117e-05-0.00104854j 0.00252321+0.00144718j -0.000599583+9.02301e-05j 0.00159975-0.000367533j -0.000672654-0.00112952j -0.000430771+0.00126957j 0.00139142-0.00287754j -0.000554904-0.00113555j 0.000643942+0.000715997j 0.000378034+0.000559084j 0.000484303-0.00249098j 0.000411245-0.000504348j 0.00189533+0.000112644j -0.00158123-0.000336786j -0.00151212+0.000460073j -0.000496721+0.00216837j 0.00248452-0.00208011j 0.00188643+0.00114336j 0.00246468-0.00210423j -0.00318009-0.00104773j -0.00150429+0.00268285j 
-0.00108385-0.00400768j 0.00379146-0.000850533j 0.00379474+0.00142145j -0.00155037+0.00367865j 0.00092191-1.71662e-05j 0.000894808-0.000191761j -0.00169113+0.000523684j 0.000313724+0.000856317j 0.000183928+0.000702691j 0.000542328-0.000972101j -0.000394597-0.000547417j 0.00079031-0.00240713j 0.0025968-0.00071994j 0.00155768+6.66364e-05j -6.77379e-05-0.000948234j -0.000528013-0.00156552j 0.000678627+0.000987749j 0.000723618+0.000144509j -0.00103611-0.00094985j 0.00157181-4.48378e-05j -0.00233649-0.0012342j 0.000680498-0.000650896j -0.000903999+6.84471e-05j -0.000975913+0.000737554j -0.00154366+0.00108053j 0.000169562-0.000240122j 0.00162213+0.000974344j 5.58178e-05-3.77112e-05j -0.000926136+0.00283827j -0.000436154-0.00119189j -0.00155585-0.000235256j 0.000560509-0.00110347j -0.00250868-5.46026e-05j 0.0023248-0.000846425j 0.000300509-0.0011907j -0.000661004-0.00108294j -0.000892874+0.00226406j -0.000677285-0.00157315j 0.00122347-4.32527e-05j 0.000137885-0.000318871j -0.000225214+0.00111831j -0.00142764-0.00219506j 0.000246282+0.000617982j -0.00109765-0.00261926j 0.00143538+0.00104671j -0.000620246+0.000273323j 5.91458e-05+0.00234158j -0.000669035-0.00109828j 0.000744673-0.000225871j -0.000666555-0.000524348j -0.00316471+0.000527988j 0.00101192-0.00118895j -0.00131788+0.000587915j -0.00138737+0.00196661j 0.000546743+5.99262e-05j -0.00104477+0.00126814j 0.00114673-0.000835907j -2.82163e-05-0.000691812j 0.00291322+0.00135446j -0.000263639-0.00205904j -0.000129558+0.00141969j 0.000913422-0.000177209j -0.00184507-0.00139853j -0.00140538+0.00119038j -0.000330413+0.000160242j 0.000604957+0.00100001j 0.000838845+0.000762186j -0.00133156+0.000636818j 0.00103153-0.0022687j 0.000541397+0.00183818j 0.00117074-0.000870258j -0.00126594-0.000608435j -0.00173463-0.00306001j 0.00127265+5.76149e-05j -0.000258133-0.00198976j 0.000305102-0.00363762j -0.00381889+4.29922e-06j 
