0.168927+0.0235044j 0.0238069-0.172421j -0.0303249-0.0127785j -0.0165399+0.0188615j -0.0174683+0.00353634j 0.00386953-0.0145496j -0.00222803-0.00694438j 0.00954345+0.0115692j 0.00247597-0.0195296j 0.01528+0.0164669j 0.0143433+0.00214956j 0.0143979-0.0162588j -0.0333158-0.00875914j 0.0145208-0.053874j 0.0442073+0.0114655j -0.00286433-0.172973j -0.17716+0.00469639j 0.0842072+0.106253j -0.114022+0.0947971j -0.064418-0.0613595j -0.0159165+0.0369212j -0.00993344+0.00658295j 0.00585062-0.0500604j 0.00208315-0.0408103j -0.0363144-0.00620418j 0.00548869+0.0234725j 0.00929818-0.0151406j 0.0107896-0.00327295j 0.0408093-0.0323807j 0.0239315+0.0085691j 0.0462153-0.00850515j 0.0257296-0.0165032j 0.0173262+0.0218094j 0.0371327+0.038434j -0.0210944+0.0529183j -0.101589-0.0261757j 0.0226928-0.0950861j 0.159453+0.0173304j 0.0141213-0.163409j 0.0367939+0.0641227j -0.0749779+0.0298773j 0.104901-0.107675j 0.140089+0.12348j 0.0483122+0.125363j 0.0770558-0.143332j 0.0290866+0.0838708j 0.0109986+0.0629874j 0.0951901-0.0535078j -0.072858+0.0822721j -0.0565076-0.0281222j 0.0720513-0.0946004j -0.0452172-0.0132248j 0.0251454-0.0252949j 0.031045-0.0170538j 0.113295-0.0320634j -0.00654542+0.00257497j -0.0122385+0.0574891j -0.05765+0.0329332j -0.0193317-0.03586j -0.0197909+0.0207818j -0.0554328+0.0023953j -0.0646973-0.00980269j -0.0435904-0.0513821j -0.0456661+0.0260762j 0.00870903+0.0122649j 0.0256666-0.0218722j -0.00816627+0.00828414j 0.048204+0.000870983j -0.0852359-0.0106817j -0.0838937-0.0167179j 0.0818421+0.00958149j -0.0497905-0.0107826j -0.0662318-0.0185444j 0.0434019+0.0119349j 0.00600991+0.015053j -0.0246402-0.014374j 0.0124452-0.0152893j 0.0565066-0.0238058j -0.00394559+0.0238098j 0.0068067-0.0313798j 0.111377+0.0196252j 0.00218024-0.0685336j 0.0631921+0.0568523j -0.0398543-0.0969592j -0.0497509+0.0435333j 0.11335+0.126268j 0.0611162-0.09011j 0.0284365+0.0276644j -0.0639023-0.0267497j -0.0351171-0.115863j -0.118794+0.127797j -0.0815553+0.115555j 0.111221+0.091121j -0.159875-0.19079j 0.179939-0.147257j -0.168466-0.258478j -0.25594+0.167249j 
0.00164166-0.0038574j -0.00171546-0.00133384j -0.00270072-0.0060126j -0.000853038-0.00345846j -0.000159598+0.00580959j 0.00155429-0.00347278j 0.00253026-0.00371421j -0.00127568-0.00147466j 0.00330314-0.00178379j -1.43245e-05+0.00139579j -3.39484e-05-0.000796222j -0.00224275+0.000274628j -0.00161115-0.00290774j -0.000931693+0.00301221j 0.0029742+0.000859871j -0.00127865-0.000548627j -0.000974629+0.00158653j -0.00544943+0.00172419j -0.00143427-0.00259699j -0.00120462+0.000686796j -9.57124e-05-0.00426699j -0.000607507-0.00430189j -0.00159147-0.000252718j -0.0018109-0.00249841j 0.00319849-0.00093813j 0.00610695-0.00329351j 7.40069e-05-0.00196944j -0.00437914-0.000159144j 0.00315393-0.00196592j -5.59719e-05+0.00396881j -0.0026185-0.000847654j -0.00102264-0.0010685j 0.0010977+0.00127336j 0.00166283-0.000166119j 0.00103943-0.00102404j -0.00289043+0.00155786j 0.00276089+0.000934929j -0.00286759+0.00156509j -4.75575e-05+0.00133574j -0.00213227+0.00109499j -0.000709215-0.00195213j 0.0022568-0.00071221j 0.00258346+0.00112822j -0.00215205-0.00126647j -0.00142019-0.00207651j 0.00147754-0.00481423j 0.00677813+0.00157486j -0.00243753-0.000106525j 0.000264809+0.000953121j 0.00167552-0.00330882j -0.00169138-0.00192428j 0.0019904+0.00258932j -0.00137897-0.00441601j -0.00113897-0.00219084j 0.00223225+0.00448975j -0.00201366-0.00117488j -0.00126128+0.000789757j -0.0039633-0.00150754j -0.000313864+0.00116045j -0.00301129+0.00423979j -0.00100894+0.000434531j 0.0025327+0.00210803j 0.00270231-0.0039276j 0.00136487-0.00243298j -0.00506457+0.00223494j -0.0015017-0.000881051j 0.00216488+0.00043888j -0.00150715+0.000989682j -0.000259586+0.00368003j 0.00197507-0.00292369j 0.00445676+0.00280092j -0.000107054+0.00215071j 0.00189391+0.00126334j -0.00390698-0.000246521j -0.00137502+0.00148299j 0.00153572+0.00240679j 0.000320592-0.000316937j -0.000479036+0.000588063j -0.00159398-8.00494e-05j 0.000755354+0.000737602j 0.00216338-0.000744025j -0.00212282+0.000102807j -0.00133809-0.00321792j 0.00287826-3.78514e-05j -0.00248746-0.00206652j -0.0010147+0.00145422j -0.00119067+4.63135e-05j 0.0046605+0.000616336j 0.0014593+0.00193656j -0.000394475-0.00105364j -0.00197415+0.000300582j -0.00010584-0.000281328j 0.000931678+0.00101548j -0.00511239-0.000204069j -0.000972136-0.00350404j 0.00288706-0.000357084j -0.000968714-0.00147353j 
0.00574171-0.00197564j -0.00316135-0.00260145j 0.000434159-0.00131105j 0.000587931-6.59421e-05j -0.00107263-0.000147082j -0.000992528-7.4915e-05j 0.000452852-0.00105309j -0.000154566-0.000867764j -0.00321929-0.00102588j 0.0014658-0.00258328j 0.0026695-0.000413218j 0.000518701-0.000927056j -0.00188082+0.00152125j -5.42891e-05-0.00237467j 0.00226436-0.00121772j -0.00358769-0.00599612j -0.00322994+0.00569113j 0.00113739-0.00269447j -0.00481942+2.16655e-05j -0.00394723-0.00708696j -0.00282736+0.00469816j -6.429e-05+0.000416093j -5.14928e-05+0.00267465j 0.00167687-0.00409715j -0.00166398-0.00929061j -0.00895939+0.00226846j 0.00522385-0.00107895j 3.19429e-05+0.00209412j -0.00376546-0.001293j 0.000159359-0.00294269j 0.00173706+0.00178987j 0.00329084-0.00148387j 0.000220275-0.00056882j -0.00044762-0.00202502j -0.00398046+0.00205849j -0.00209595-0.00431211j 0.000970863-0.00122261j 0.00435948-0.00226548j -0.00237659-0.00445786j -0.00176781+0.0015133j -0.00198662-0.00188844j -0.00110991-0.00473933j 0.000347486-9.59889e-05j -0.00778259-0.00176521j 0.00450134+0.00180881j -0.00136747-0.00421468j 0.00453846+0.00284277j 0.000226728+0.00353278j -0.00127582-0.000818034j 0.00598086+0.00193937j -0.00139799+0.00132593j 0.000659227-0.000370521j 0.00158223+0.00261721j -0.00473669-0.000111672j -0.00134941+0.00213255j 0.000343829+0.00343036j -0.00033853-0.00317842j -0.00364857-0.000467836j -0.00399129-1.43099e-05j 0.000845948+0.00326318j 0.00642526+0.000126651j -0.00170584+0.00374755j -0.00630851+0.00471843j -0.00259216-0.00264063j -0.00267566+0.00053526j -0.00281497+0.00188831j 0.0024166-0.000771144j -0.00296881+0.000445542j 0.000955402+0.00245511j -0.00537624-0.00319537j 0.00264003-0.000642595j -0.00681745-0.00339968j 0.00177852-0.00288564j 0.00455522-0.00492131j -0.00217142+0.00245343j -0.000693744-0.00352891j -0.00568141-0.00603001j -0.00598084+0.0042041j 0.000269861+0.00355316j -0.00145217+0.00451754j 0.000219272-0.00221657j -0.000254769-0.00292004j -0.000520728+0.00327529j 0.000105609-0.00175883j -0.000701512-0.00391848j -0.00254706+0.00332462j -0.00212585-0.00107466j 0.00445539-0.00212179j -0.00386555+0.00284857j -0.00333728-0.0017622j 0.00547941-0.00236366j 0.00225799+0.0032318j 0.00267599-0.00282364j -0.000288642-0.00267722j 0.00582003-0.0076458j 0.00340955-0.00360992j -0.00247884-0.00389298j 
0.00258269+0.00315938j 0.000864272-0.00272654j 0.00453945+0.00758747j -0.000896555+0.00390711j -0.00222693-0.0067248j -0.00197582+0.0037619j -0.00435267+0.00593179j 0.000138355+0.00146929j -0.00376334+0.00220363j 0.000363134-0.000196353j 0.00197164+0.000992256j 0.00132489-0.00309546j 0.00157979+0.00266044j 0.00217201-0.00584637j -0.00405037-0.000305964j -0.000814948-0.00251733j -0.00200047+0.00182274j 0.00356947-0.000606154j 0.000231483-0.00023306j 0.00136431-0.000880966j -0.00229112+0.00175247j 0.000587254+0.00110988j 0.000258795-0.000454698j 0.000169868+0.000317623j -0.00116927+0.00165347j 1.33121e-05+0.00200607j -0.00051059+0.00110402j 0.00199012+4.09724e-05j 0.000249067-0.000256218j 0.000161732+0.000605831j 0.00294299-0.000978325j -0.000530174+0.000306891j -0.00231582-0.000139358j 0.000653234+0.00258601j -0.00154808-0.000229205j 0.00050596-0.00119194j -0.000288281-0.0020248j 0.00334234-0.00347486j -0.00326133-0.00236451j 0.00221237-0.00200007j 0.000807768+0.00273447j -0.00282148-0.00130826j -0.000782015-0.000994442j 0.000345456+0.00238126j 0.00458453+0.0026047j -2.64492e-05+0.00390741j -0.00692832+0.00120498j 0.0028024+0.00143859j 0.00223163-0.00278382j -0.0013049+0.00291587j 0.00329515+0.000793709j -0.00478747-0.00396937j 0.00287128+0.00423223j 0.00104977+0.0018321j -0.000234332-0.00182272j 0.00455797+0.000697472j 0.000579408+0.00130163j 0.00304007+0.000548617j -0.00164851-0.00387697j 0.000271027-0.00681519j -0.00024515-0.00290028j -0.00290502-0.00226993j -0.000367663+0.00109852j -0.000284014+0.00120087j 0.00123789-0.00374692j 0.0033951+0.000623868j -0.000832009+0.00369693j -0.000372784-0.00256431j -0.000597276-0.00423883j -0.00149708+0.00317687j -0.00686573+0.00048238j -4.53258e-05-0.00380658j -0.00188917-0.00213258j 0.00418917-0.00217422j 0.000560054-0.00591212j -0.00562973-9.2607e-05j 0.00181407-3.01563e-05j 0.00287755+0.00149452j 0.00508026-0.00292883j -0.00187779+0.0023314j -0.0029207+0.000914711j 0.0053251-0.00237826j 0.00407153+0.00423426j -0.00212403-0.00194396j 6.32505e-05+0.00187782j -0.00465891-0.00608693j -0.00320706+0.000940524j -0.00530999-0.00352517j -0.00325161-0.0033597j 0.00103485-0.000803456j 0.0016269+0.00468046j -0.00214511+0.00366038j 0.00276838+0.00189719j -0.000946316-0.000328039j 0.0014231+0.00211904j -0.00284482-0.00391595j -0.00322124+0.0019564j 
0.00126254+0.00111221j 0.000404508-0.00489971j -0.00371473+0.00390402j -0.00460125-0.00453715j -0.00178087+0.000442487j 0.00235846+0.00126189j 0.000713302+0.000385912j -0.000897528-0.000464413j 0.00197758-0.00151103j 0.00114866+0.00205561j 0.000765276-0.0015698j -0.00190526-0.00424465j 0.000748283-0.00157517j 0.00245785+0.000573988j 0.00223877-0.000588348j 0.000237008-0.00154232j -0.00277202-4.89798e-05j 0.00145425+0.00387906j 0.00103621+0.000297006j 0.00307498+0.00706108j 0.000847104-0.00747557j -0.000734153-0.000942838j 0.00119819-0.000211979j 0.00489914-4.74771e-05j 0.000131021+0.0041172j 0.00499177-0.0035637j -0.00204768+0.00157601j -0.000738641-0.00768427j -0.00457711-0.000204133j 0.00214435+0.00161327j 0.0012273-0.000902312j 0.00500013-0.00222716j -0.000436833+0.000184668j 0.000135125+0.00398302j 0.00332538+0.00233404j -0.000645376+0.000508577j 0.00331799-0.000735228j 0.00032696-0.00154382j -0.00363245+0.000875488j -0.00201356-0.00435998j 0.00443234-0.00101574j -0.000687193-5.72177e-05j -0.00180448+0.000305012j -0.000956745-0.00053852j -0.0044863-9.71961e-05j -0.000547461+0.00087229j 0.000644994-0.00372122j 0.00139994+0.000466914j 0.000555005-0.00138992j -0.00263759-0.00113601j 0.00391394-0.00114529j -0.00246531+3.66666e-05j -0.00454983-0.00240258j 0.000410252-0.00347197j 0.00188467+0.00377981j -0.00179335+0.00165087j 0.00066178-0.00144958j -5.9304e-05+0.000551807j 0.00140919-0.00154785j -0.00275289-0.000111162j 0.000342781+0.00210192j 0.00222304+0.00209431j 0.00067585-0.00270824j 0.00484736-0.000934662j -0.00144637-0.00278784j 0.000427637-0.000399144j 0.00164302+0.000384358j -0.0017063+0.000425745j -0.00106393+0.00237003j 0.00482879+0.00143489j 0.00111995-2.65243e-05j 0.00533723-0.00392283j 0.00152506-0.00285624j -0.000647747+0.00234401j -0.000946466-0.00383859j 0.000962262+0.00343389j 0.00208677+0.00185793j 0.0005112-0.00391096j 0.00392305+0.000782502j -0.00361295-0.00185848j -0.00015181+0.00195142j 0.00175785+0.00114851j -0.00281504-0.00248827j 7.34793e-06-0.00286049j -0.000178591-0.00259122j 0.0052443-0.00168152j 0.000560627+0.000797489j -0.000984659-0.00122972j -0.000977797+0.00114288j 0.0020975-0.000928091j -0.00956135+0.00199998j 0.00403548-0.00061336j -0.000265503-0.00275055j -0.00118713-0.00414175j -0.00159529+0.00295106j 0.00170681+0.00306815j 0.00223466-0.00102144j 
0.00167704-0.00105673j -0.00237723-0.000879548j -0.00121907-0.00172427j -0.000173907-0.000530657j -0.00212735+0.000736337j 0.000416109-0.00212423j -0.000333571-0.000671555j -0.00237412-0.0011028j -0.00120996-0.000240606j -0.00124713-0.00239536j -0.000939917-3.06825e-05j -0.000121749-0.000369238j 0.00167384+0.001165j -0.00251541+0.00012492j 0.00261564+0.00087937j -0.0013105-0.0024934j -0.00202684+0.00321421j 0.00293953+5.44021e-05j -0.00529456-0.000514627j 0.00472714-0.00609564j -0.0012147-0.00130396j 0.00335929+0.00424846j -0.00116563+0.00154775j -0.00702999-0.000393369j -0.00210918+0.00113623j 0.000638856+0.00170376j 0.00158677+0.000210314j 2.51396e-05+0.0042493j 0.00507045-0.00248275j -3.37884e-06+0.00538703j -0.00105646-0.0016241j -0.00121813-0.00178024j -0.00204106-0.00526341j 0.00289639-8.3508e-05j 0.000551354+0.00178408j -0.00378028-0.00213634j 0.00245141-0.00325606j 0.00475912+0.000977496j 6.63154e-05-0.00479055j 0.00126901+0.00168643j -0.0026983+0.00115872j 0.00191369-0.00667605j 0.00187335+0.00144221j -0.00169806-0.00821222j -0.00290083+0.00104045j 0.000634237+0.000798647j 0.00406053+0.00433827j 0.0061217+0.0032466j 0.000390159-0.00179104j 0.00515299+0.00287846j 0.00153726-0.00622945j -0.00252336-0.00104976j -0.000744645+0.00353129j 0.00138988+0.000663338j -0.000208654+0.00685374j 0.00578082+0.00178174j -0.00669484+0.00308282j -0.00213428+0.000296349j -0.00114073-0.00449709j -0.00127474-5.80629e-05j 0.000210993-0.00621468j 0.00185951-0.000534267j 0.00446577-0.00120481j -0.00473624-0.00162333j -0.000127311-0.000775619j 0.000628802+0.00185107j -0.000103918+0.00200271j 0.00035231-0.000901672j 0.00237773+0.0007086j 0.00139656-0.00483256j -0.00317327-0.00412817j -0.00338445-0.00119483j 0.000569137-0.00187402j 0.000139559-0.00125593j -0.000873265-0.00129412j -0.00229854+0.00272356j -0.00244146+0.00695948j -0.000124453+0.00695826j 0.00157552-0.00650879j 0.000881323+0.00201419j 0.00057511-0.000321883j -0.00165263+0.00431208j 0.00172884+0.00315063j -0.00181937+0.00162357j -0.00301276-0.00215255j -0.0036429+0.00307742j 0.00166488-0.00232014j 0.00147842+0.00148458j 0.00352581+0.00710567j -0.00787508-0.00283663j -1.87613e-05+0.0118361j -0.00203906-0.000163375j 0.000648705+0.00228006j -0.00135277-0.00105725j 0.00205476+0.00202156j -0.00261024-0.00410133j -0.00433734+0.00392363j 
0.000214784+0.00178221j -0.000256844-0.00148167j -0.00205868+0.00208895j -0.00365809-0.00167005j -0.000256962+0.00339703j -0.000783912-0.00100512j 0.00329099-0.00286245j -0.00450019-0.000516508j 0.00528046-0.00121012j -0.00104271+0.00509753j -0.00063973-0.00224261j -0.00638808+0.00147802j -0.000677108-0.00427441j 0.00111862+0.00384039j 0.00350775-0.00370279j 0.00228121-0.00123514j -0.000978633-0.000369479j -0.00046193-0.00234943j 0.00237331+0.00023937j 0.00312584-0.000717879j -0.00118249-0.00212023j -0.000198756+0.00281963j -0.00119286-0.00327023j -0.00450016+0.00103572j 0.00190872+0.00585011j 0.00961402-0.00214202j -0.00176995+0.00148186j -0.000466807+0.00209883j 0.00674924-0.00310214j -1.1215e-05+0.00734893j -0.000317578-0.00351285j -0.0049128+0.000654732j -0.00300092-0.000432342j 0.00343124+0.00312838j 0.00138608-0.00434285j -0.00147833+0.000557044j 0.00367774-0.00270789j 0.00228253+0.00131111j 0.000553383-0.0020056j -0.000179135+0.00153945j -0.00086328+0.00112611j -0.00589703+0.00017921j 0.000356328-0.00330409j -0.001797+0.00330851j -0.00167001-0.000390259j -0.000343143+0.00170267j -0.00187637-0.00403207j -0.00170096-0.00132313j 0.000676558-0.00247561j -0.003761+0.000563166j 0.00367979+0.000950057j 0.00030313-0.00100141j -0.00276377-0.00113872j 0.0016869-0.00198421j 0.00277216+0.000484714j 0.00287912-0.00170549j -0.00314099+0.000890878j -0.00101171-0.00201074j 0.00102706-0.00400016j -0.00187555-0.000125222j -0.0026517-0.000892788j -0.00108768-0.00286088j 0.00452478-0.00583057j 0.00102228-0.00120366j -0.00128651+0.000875507j 0.00265933-0.00195762j -0.00160456+0.00171457j -0.000260066-0.000862716j -9.54364e-05+0.00160585j 0.00381972-0.00170859j 0.00166804-0.000294123j 0.00358126-0.00163746j 0.00142639+0.00133774j -0.000807831+0.00309001j 0.00114408-0.00599613j 0.0014461+0.00142121j 0.00431321+0.00321974j 0.00101093+0.00369996j -0.000237413-0.00483626j -0.000988503+0.00318381j 0.00157282-0.000540594j 0.0027853+0.00177277j -0.000392824+0.00325173j 0.00363996+0.00130717j -0.0068539+0.000378941j -0.00176173-0.00256866j 0.000508843-0.00122188j 0.00437122+0.000279422j 0.00134281+0.000963151j -0.00385415-0.000917175j -0.00249273+0.00131672j 0.00150976-5.95428e-06j 0.000822592-0.000632348j -0.00489616+6.0514e-05j -0.00263144-0.0006374j 6.27983e-05+0.000237461j 0.0009772+0.000632615j 
0.000137601+4.77095e-05j -7.4901e-05+0.00127941j 0.00293404+0.00037556j 0.0018441+0.00422951j -0.0034929-0.000921203j -0.00409419-0.00262117j -0.00129346-0.000358209j -0.00200819+0.00201698j -0.00140385-0.000955814j -0.00163951-0.00199453j 0.00494777+0.00331976j -0.00157762+0.00246949j 0.000893324+0.000881205j -0.000157096-0.00122214j -0.00223408+9.34716e-05j -0.000627949+0.000522914j 0.000754883+0.000294487j 0.00216784-0.00016584j -0.000399943+0.000230998j 0.00297057-0.00447365j -0.000757954-0.000111373j 0.00453598+0.0024564j 0.00172665+0.00144783j -0.00384834+0.001296j -0.000501834+0.001803j 0.00263713+0.00143065j 8.51737e-05-0.00244629j 0.000741602-0.000183767j 0.00131039+0.000368179j -0.00020093+0.00564348j -8.35073e-05-0.00102285j -0.000224966-0.000624394j -0.00543284-0.00577483j 0.00374363+9.01356e-05j -9.95727e-06-0.00105822j 0.000336221-0.00028957j -0.00106676-0.00135117j -0.00113534+6.98594e-05j 0.000864581+0.00113526j -0.000124628+0.000580271j 0.000273747-0.000908928j 0.00131512+0.000876942j 0.0017393+7.14832e-05j 0.00527245+0.00162489j 0.000523117+0.000390618j 0.0025589+0.000257823j -0.0024694+0.000782433j -0.0033334-0.00125594j -0.00364583-0.000753713j 0.00100283+0.000785138j -0.00013257+0.000189701j -0.000519288+0.00205273j -0.00214178+0.000116884j 0.00419811+0.0013182j 0.00200885+0.00233527j 0.0036574-0.00180334j -0.00189118+0.00457739j 0.0052406-0.00226344j 0.00543353-0.00568649j 0.00120297+0.00178555j -0.00217297+0.000975207j -0.000226053-4.06294e-05j 0.00491012-0.00301101j -0.000208707-0.000654984j 0.00180335+0.00351977j -0.00236859-0.00128137j 0.000199767+0.000402447j 0.00187406-0.00232599j 0.00140411-0.00136795j 0.00414236-0.00162333j -0.000365158+1.69932e-05j 0.00296464-0.000153032j -0.000704269+0.00179729j -0.00350356+0.00292621j -0.00148572+1.96852e-05j 0.00124279+0.00441554j 0.00278186+0.00418556j 0.00117757+0.00410088j -0.000390851-0.00402965j 0.00105711-0.00471889j 0.00141006+0.000244877j -0.00122958+0.00285203j 0.00216085-1.33495e-06j 0.00245878-7.97988e-05j -0.00225308+9.8317e-05j -0.000379362-0.0035499j 0.000743158-0.00216349j 0.000618242+0.00210535j 0.00503755-0.00128711j 0.002053+0.00279838j -0.00351421+0.00642248j 2.5051e-05-0.000924939j -0.000124119+0.000149338j -0.00307922-0.000807535j 0.000311286+0.00171245j -0.000566944+0.0018364j 0.00123428+0.000563141j 
0.000473584+1.82506e-05j 0.000541439+0.000477536j 0.00200448-0.00243629j 0.00311935+0.000463826j 0.00288524-0.00378863j 0.00285942+0.0025482j -0.00273624+0.00459378j 0.00429559-0.0017091j -0.00339422+0.00298318j 0.00120963-0.00281846j -0.00439516+0.000144829j 0.00691766-0.00207637j -3.77586e-05+0.00359446j -0.00172804-0.00316202j -0.0022722+0.00386255j -0.00018405-0.00160831j 7.77803e-05+7.24502e-06j -0.0024633-0.00100476j 0.00043763-0.00276282j -0.00067386+0.00226597j 0.00251419-0.000624448j -0.00154491+0.00052256j -0.00311595-0.00193056j -0.000855158+4.25392e-05j -0.000470268-0.00058678j 6.68573e-05-0.000525361j -0.000214904+0.00248793j -0.000854609+0.00128805j 0.00154816+3.71936e-05j -0.000269086-0.00207069j -0.00180465-0.000578282j -5.82987e-05-0.000370545j 0.00421615+0.00262035j -0.00178398-0.00271152j 0.000563509+0.0013616j -0.00136769+0.000540932j -4.25023e-05+6.04096e-05j 0.000994669+0.00238603j 0.00150351-0.00171007j -0.000414202+0.00182255j -0.00211034+0.000451977j -0.00213917+0.00183812j -0.000233588-0.000626708j 0.00317715-0.00351152j -0.00794834-0.00357954j -0.00104104+0.00645198j -0.00165023-0.00619781j 0.00268881-0.00262602j -0.00599179-0.00461709j 0.00358447+0.00242625j 0.00344492-0.0027638j 0.00340102-0.00240475j -0.000490086+0.00545582j 0.00215168-0.00332723j -0.00231961-0.00111206j 0.00516028+0.000398724j -0.0045234+0.00782391j 0.00579052-0.00322895j 0.00245953-0.00079564j 0.00181735-4.26838e-05j 0.00153429+0.000857025j -0.00273872+0.000997673j -0.000128913+0.00531683j -0.00274541+0.00150544j 0.00994557-0.00508162j -0.00402483+0.00292519j -0.00323613-0.000274407j 0.0036831-0.000367836j -0.00131543-0.0035886j 0.00139778-0.00291798j -0.0059398-0.00646888j -0.00413056-0.00427635j -0.00139523-0.000145549j 0.00233417+0.00369327j -0.000623202+0.00258j 0.000203109+0.000726128j 0.00270883+0.00233443j 0.00172597+0.00111789j -0.00266715-0.00220858j 0.00174035-0.000247126j 0.00119785-0.00135921j 0.00157434+0.000750431j 0.00356708-0.00172292j -0.00291336+0.00188524j 0.00699094+0.00192961j -0.00764152+0.00160491j 0.000572199+1.75052e-05j -0.000882797-0.000287634j -0.000595773+0.00390304j -0.00318476-0.00115849j -0.00799364-0.000401689j -0.001976-0.000372229j -0.000903315+0.00284556j -0.00191965-0.000872102j -0.00277407-0.000373122j -0.000732892+0.00155616j 0.000529668-0.000559365j 
0.000425132-0.00042056j -0.000484682+0.000830899j 0.00227992+0.00204849j -0.00130588+0.00334708j -0.0019818-0.00268469j -0.00111722-0.000638163j 0.000291282+0.00107399j -0.00306622-0.000511682j 0.00236001-0.00168265j -3.0318e-05+0.00111867j 0.000953686+0.00205065j -0.00340576+0.00124435j -0.00103702-3.47193e-05j 0.00127756-0.00133378j -0.00252651-0.00147299j -0.000414891+0.000385055j 0.000678435+0.00100407j -0.00151894+0.000542699j -0.00177669-0.000926194j 0.00660094-0.00359782j 0.00417031-0.00650496j 0.0078745+0.00548787j 0.000804768+0.00588289j -0.00317267+0.00197578j -0.00256082-0.00490513j 0.000404402-7.80004e-05j 0.00569528-0.00187549j -0.00050684-0.000956128j -0.00332414+0.000360934j -0.00223019+0.0035781j -0.0080086+0.00271409j 0.00600057-0.00172146j -0.00218911-0.00928636j 0.00393692-0.00224899j 0.000211874+0.00130257j 0.00149188+0.00145737j -0.00150234+0.00220513j -0.000240588+0.000526288j 0.00122966-0.000689974j 0.0012363-0.00106062j 0.00073534+0.000931547j -0.000354334+0.00437384j -0.00484293-9.75133e-05j -0.00231722-0.0039665j -0.00826745+0.00104223j -0.00221654+0.00639919j -0.000989285-0.00669396j 0.00910449-0.000529798j 0.00238306-0.00466696j 0.00130087+0.00456077j -0.00720485-0.00394035j -0.00583372-0.00410327j -0.00065632-0.00323324j -6.88762e-05-0.00661718j -0.00567936-0.00445669j -0.00251595-0.00348534j 0.00139775-0.00756371j -0.00288448+0.00482365j -0.00243309+0.00333874j -0.00140432+0.00246622j 0.00180095+0.00195401j -0.00426136-0.00293571j 0.00111877+0.000836723j -0.00445204+0.00616955j -0.00035457-0.00405493j 0.00436957-0.00241169j -0.000981875-0.00368258j 0.0010365-0.000650499j -0.00554527+0.00430346j -3.6741e-05+0.000434869j 0.00372149+0.00135724j 0.00159515+0.0018965j 0.00120759-0.00288175j 0.00635-0.00411953j -0.000398413-0.0029168j 0.00146901+0.000937339j 0.00194114+0.000967818j -0.00116076-0.00125355j -0.00318167+0.0045324j -0.00521635+0.000705337j -0.00510837+0.00599852j -0.000119343+0.00325522j -0.00135173+0.00408458j -0.000132654+0.00340425j 0.00407093+0.00727749j 0.00125355+0.0043297j 0.00236195+0.00459379j -0.00443977-0.00659546j 0.00168947+0.00874213j -0.0105596+0.00246475j -0.00389993-0.00283748j -0.000658388+0.000880591j -0.000385585+0.00044261j 0.00695379-0.000642546j -0.00223015+0.00295558j 0.0012572+0.00266596j 0.00310581-0.00222232j 
-0.0028026-0.000928207j 0.00115214+0.00242231j 0.000344154-0.00282958j 0.00441885+0.00105345j -0.00172948+0.00109669j -0.00161864-0.00328674j 0.000347434-0.00212743j 0.00154538+0.00161166j -0.00206465-0.00104585j -0.00167038-0.0040733j 0.00305283+0.00296211j 0.00202865+0.00225172j 0.00146277+0.00117542j -0.00183118+0.00136562j -0.00045364+0.00293634j 0.00105778+0.000337979j 0.000882155-0.00176308j -0.00332165-0.00213951j 0.00337279+0.00214492j -0.0029561+0.000537164j -0.000888225-0.00721113j 0.00401963+0.000191148j 0.000874231+0.000144042j 0.00248429-0.000504781j 0.000854988-0.0044516j 0.00587742-0.00618161j 0.00280765-0.00226303j -0.00598959-0.0034357j -0.000254366+0.00180551j 0.00273754+0.000783209j -0.00515559+0.00196846j 0.00267398-0.000737816j 0.0038162-0.000726914j -0.00258946-0.00334818j 0.00582707+0.0012501j -0.00177798+0.00440348j 0.000833638+0.00165112j -0.00083275+0.00317566j 0.00219098-0.000281861j -8.11421e-05+0.00263385j -0.00328706+0.00229218j -0.00523947+0.00124245j 0.00384595-0.00260006j -0.00258787+0.0087784j 0.00168831-8.88721e-05j -0.00306613+0.00234744j -0.00680429-0.00485702j -0.00389366-0.00346738j -0.0043249-0.00296456j -0.000223956+0.00271635j 0.000801871+0.00454625j 0.00244914-0.00317893j 0.00232551+0.00234765j 0.00188207-0.00344117j -0.00565113-0.00753402j 0.00199394-0.00176786j 0.00190886+0.00149104j 0.00387529-0.00339533j 0.000616101+0.00113977j 0.00563134-0.000167191j 0.00219918-0.000105482j -0.00353075+0.0014903j -0.00307417+0.00784198j 0.000523684+0.00261507j 0.00801523-0.00536742j -0.00393811+0.00376665j -0.00381451-0.00264306j 0.00447458-0.00220027j -0.00159811-0.0049013j -0.00220837-2.00142e-05j -0.00453973-0.00128716j -0.00330081-0.00082028j -0.00327654+0.00303799j 0.00430842+0.000716908j 0.000871924+0.00237898j -0.000974916-0.00274824j 0.00284475-0.00314878j -0.000540991-0.000907062j -0.0019641+0.00393662j -0.0011644-0.0021624j 0.00156835-0.00108562j 0.000261701-0.00112199j 0.00475402+0.00050615j 0.00117939+0.00106941j 0.00586789+0.00216334j -0.00356792-0.00189775j -0.00193954+0.0021112j -0.00575115-0.000369065j -0.000351131-0.00292347j 0.00192451+0.00542992j -0.0033815-0.00448591j -0.00121133+0.00131085j -0.000139878+0.00285533j -0.00120782-0.002953j -0.00277348-0.000961402j 0.00186475+0.00413626j 0.0031626-0.00260453j 
