0.176391+0.0867161j 0.0868013-0.178j 0.218462+0.124588j -0.138556+0.249813j 0.183665+0.117803j -0.00334472+0.15219j -0.0542586+0.0986883j -0.118462+0.161882j 0.0976538-0.0807969j 0.0592635+0.0487647j 0.123161-0.0366077j -0.0788506-0.0592977j -0.0249518+0.00950684j -0.0730326-0.0118534j 0.156496-0.00795325j -0.0925962+0.0197005j -0.0243526-0.00930085j 0.0540323+0.0485634j -0.0404265+0.0969776j 0.117413-0.00903821j -0.0169538-0.00397189j -0.103957-0.118196j -0.102193-0.0422535j 0.0765677-0.0307415j -0.144547-0.145062j 0.00481381+0.185239j 0.0538452-0.244261j 0.224185-0.0087306j -0.0388152-0.323949j 0.321505-0.0393722j 0.176952-0.125641j 0.122422+0.176257j -0.0684774-0.108857j -0.113154+0.0713024j 0.0541404+0.050535j -0.00954257+0.069788j -0.0400313+0.0472921j -0.0628528+0.0168582j 0.039197-0.00525355j 0.0251531+0.0114049j -0.0398378-0.00434697j -0.0264007-0.0376464j -0.0133693-0.0225775j 0.0109275-0.0116934j -0.00798488-0.0118867j 0.00524763+0.00883154j -0.0116055-0.025438j 0.0230418+0.0067361j -0.00415636-0.00696922j 0.00788261+0.00583071j -0.000244882+0.000652955j 0.0158015-0.0310549j 0.00362249-0.00474271j -0.00744836-0.00329844j 0.012452+0.0198082j 0.00391004-0.0131366j -0.00400864+0.0141554j 0.00776486-0.00768972j 7.90174e-05+0.00409775j -0.000548415-0.00044931j 0.0179744-0.00305372j -0.0103583-0.0203775j 0.0106498+0.00678515j 0.00977266-0.0197423j -0.00783282+0.0094113j 0.000907478-0.0143587j -0.0207013+0.0127855j 0.0177985+0.0151363j -0.0115148+0.0321155j 0.0297558+0.00917713j -0.00253363+0.042248j -0.0419932-0.00230574j 
3.14024e-05+0.00118013j 0.00113338-0.000153111j -0.00226327-0.00038311j -3.17128e-05-0.00094113j -0.000622268+0.00229229j 0.00129604-0.000232521j 0.0025227+0.000667882j 0.00343737-0.00123227j -0.00467711+0.0041177j -0.000503607-0.00127782j -0.002777-0.00449154j 0.00120766+0.00323106j -0.00103066+0.0030803j -0.00166321-0.00282937j 0.00128158-0.00210001j -0.00799896-0.00293768j -0.00664723+0.00237708j -0.000874057-0.000804379j -0.00387503+0.00443769j 0.00553249-0.00336081j 0.00612505-0.00279058j 0.00136318+0.00285233j 0.00992796-0.00211187j 0.00187556+0.000820194j 0.000991267-0.00247387j 0.00152928+0.00540712j 0.00496769+0.00362655j 0.00464105-0.00462202j -0.00388357+0.0014088j -0.00106225+0.00181856j -0.00200816-0.00043834j 6.89639e-05-0.000860336j -0.00109469+0.000255675j -0.000420205+1.25293e-05j 0.001234-0.00241593j -0.000313274-0.001213j -0.000155668-0.00280318j -0.00262495-0.000637524j 0.000148254+8.10589e-07j -0.000228578+0.00417105j -0.000478431-0.00274517j 0.000373272-0.00684854j 0.00190041-0.00406514j 0.00341735-0.00111816j 0.00197924-0.00263189j 0.00188204-0.000633239j 0.00299663+0.00295913j 0.00512844+0.00422723j 0.00278266+0.00225401j -0.00285687+0.00689391j -0.000521598+0.000320667j 0.000184513-0.00145467j 0.00186537-0.00133316j 0.00426621-0.00695143j -0.00368698-0.00262332j 0.00430429-0.00454007j 0.00229774-0.00105211j -0.00394825+0.0021932j 0.00185653+0.00332619j 0.00477239-0.00158712j 0.00335185+0.0016804j -0.00163455-0.000306453j 0.00210835+0.0041501j -0.00815364-0.000295841j -0.00323064+0.00294912j 0.000666321-0.00185484j 0.00052407+0.00481453j -0.00626469-0.00417237j 0.00122816-0.000889925j 0.00150511+0.00144211j 0.00111413+0.000538133j 0.000306209+0.00234456j 
-0.000606673+0.00026897j 0.000389626-0.000142661j -8.48606e-06-0.000232475j -0.000319449-0.000226859j -0.00240257+0.00255057j -0.00398289-1.46255e-05j -0.000750601-1.08344e-05j 0.00246233+0.000301292j -0.00325108+0.000635839j 0.00417985-0.000254106j -0.000814523-0.0058965j -0.00423833+0.00578286j 0.000100775+0.000909989j -0.00464095+0.00061681j -0.00106692-0.00176966j 0.00215226+0.000221499j 0.000725316+0.00655915j -0.00568151+0.000178256j 0.00372145-0.00731816j 0.0019829+0.00302902j -0.00173455-0.00549992j -0.00539923-0.000959486j 7.51843e-05+0.00714233j -0.00188077-0.000214607j 0.00195164+0.00744777j -0.0042969+0.00297613j -0.00199212+0.00241171j 0.00264773+0.00579724j 0.000666409-0.00241426j -0.00239434+0.00125802j -0.000704804+0.00180113j -0.00174759-0.000259906j 0.00261989-0.00117125j -0.000163994-0.00375295j 0.00204982-0.00156095j 0.0038866+0.000278717j 0.00141038+0.00335847j -0.000166681-0.000547065j -0.00338794+0.00355422j -0.00468928-0.00176164j 0.00467518+0.00481347j -0.00309745+0.00204374j 0.000500268+0.00186418j -0.00127138-0.00226286j 0.0001734+0.00215152j -0.00358071-0.00154139j -0.000624896-0.00286297j 0.00166919-0.00407077j -0.00159402-0.00329619j 0.00414243-0.00376478j 0.002572+0.00376108j 0.00178792-0.00428758j 0.00346638-0.00115334j -0.005632+0.00176656j -0.000167064+0.00221167j -0.00327839+0.00557026j -0.00234909-0.00517375j 0.00526202-0.000777707j -0.00336535-0.00463219j -0.00266419-0.00263439j -0.00542457+0.000436872j -0.00298059-0.00239639j -0.00326804+0.0019243j 0.00124539-0.00719417j -0.00370194-0.00333557j 0.00243303+0.00143615j -0.00345084-0.00213063j 0.00461478-0.00238642j 0.00032759+0.000940453j -0.00286391+0.000449277j 0.000528743-0.002562j 0.00168198+0.000807828j 
-0.00128182-0.000899415j -0.000174502-0.000281759j -0.00160112+0.00319039j -0.0023895+0.00354194j 0.0047132-0.00185446j -0.00104251+0.000131203j -0.000558264-0.00446845j 0.000666356-0.00734808j 0.00351069+0.00279059j 0.00306767-0.00393921j 0.0036488-0.00202884j 0.00244322+0.000542851j -0.00193622-0.0028135j 0.00452557+0.000550422j -0.000601698-0.00470311j -0.0020262+0.00450732j 0.00169028+0.00135319j 0.00239317+0.0020542j -0.000680289-0.00406982j -0.000531581-0.00418828j -0.000575853-0.00363065j 0.00261262-0.00092223j 0.00357339-0.00838742j 0.000275604-0.00159831j -0.00164524+0.00272069j 0.00133117+0.00129168j -0.00232609-0.00339426j -0.00075972-0.00058651j 0.000620539-6.78556e-05j -0.00114359+0.0011359j 0.000148344+0.000192899j -0.000111148+0.000985363j 0.00229296+0.000640026j 0.00200875-0.00148233j 0.00851916-0.00185209j 0.000468696-0.00154163j 0.00401404-0.00348935j -0.00548137+0.00330057j -0.00149592-0.0017833j 0.00184008+0.00148629j 0.00679456-0.000946464j -0.000607576-0.000639267j -0.00157097+0.00308967j 0.00305587+0.0015395j 0.00115101-0.00257117j -0.00206507+0.00157119j 0.000203709-0.00336793j -0.00385532-0.00220222j -0.00549243+0.00106501j 0.00364127-0.00214223j -0.000110601-0.00402879j -0.00268793-0.000950228j -1.94418e-05-0.00171089j -0.000835625+0.00225568j 0.00233933+0.00483689j 0.00121843+0.00332936j 0.00160926+4.08327e-05j -0.0003347+0.00430447j 0.000577393-0.00116797j -0.00450498+0.00373436j -0.000985835+0.00209664j -0.000512868-0.00491944j -0.00251657+0.0024406j 0.000267191+5.79462e-05j -0.000152557-0.00106497j -0.000116531-0.00258895j 0.00154633+0.00181668j -0.00770322+0.00156404j -0.00192097+0.0014581j 0.00375599-0.000794895j -0.000173508-0.000917976j 0.00222059+0.000340568j 
0.000462637-5.88706e-05j -0.00104394+0.000350187j 0.0044968-0.000772264j -0.00137656+0.00253947j -0.00542142+0.00437613j -0.000453783-0.00238697j 0.000526755-0.00207607j -0.00338365-0.0014914j -0.000171109+0.00271371j -0.00152437+0.00857943j -0.00502861-0.0102167j 0.000741461+0.00318049j 0.000327763-0.00462096j 0.0014167-0.00407744j -0.00217136-0.00298267j -0.0034481-0.00304502j 0.00551631-0.00336285j 0.000124813-0.000368729j 0.00303212-0.00398147j -0.00585811+0.00368058j 0.00075088-0.00889809j -0.00386885+0.000141977j -0.00559255+0.00388847j 0.000767911-0.00477719j 0.00297547+0.00461801j 0.0053219+0.00799599j 0.00179068+0.00306334j -0.00241506+0.00236445j 0.000159203-2.98357e-05j 0.00291769-0.000288052j 0.000303901+0.000388405j -0.000132618-0.00145031j -0.00170718+0.000500786j -0.00159918+0.00136625j -0.00252969+0.00264082j -0.00154303-0.00214262j 0.0011114-0.00124117j -0.00014904-0.000548625j -0.000381192-0.00246757j -2.11464e-05+0.00215855j -0.00024807+0.000665355j 0.00135106-0.000975777j -0.00161963-0.0014279j 0.00203373-0.000187009j 0.000115764-0.00252628j 7.36761e-05+0.000214422j -0.000278745+0.000849033j 0.00156446-0.000509674j 0.000150999+0.000220745j 0.000152686+0.000791832j -0.0023532-0.00023607j -0.00133893-7.44687e-05j -0.00134898-0.001983j -0.00112539-0.000409807j 0.000435494+0.0016962j 0.00244615-0.00271211j -0.000530478-0.000442128j -0.000874635+0.00217386j 0.00109829-0.000201367j -0.00011722-0.000504892j 0.000761868-0.000156497j 0.00346286-0.00154916j 0.00245112-0.00216643j -0.000908673+0.000870011j 0.00177297+0.00112012j 0.000654519-0.000589791j 0.000124179-3.87138e-05j 6.42177e-05-0.00336555j -0.000851132+9.70902e-05j 0.000642053+0.00202246j 0.000542235-0.00011221j 0.000178415+0.000573292j 
-0.000795549-0.000884826j -0.000580026+0.000121434j 0.00102619+0.000428407j -0.00171736+0.00139482j -0.00100906+0.00196586j -0.00120639-0.00500917j 0.00411101-0.00163929j 0.000556125+0.0024814j 0.00581257+0.00190856j 0.00248414+0.00581047j 0.00163388+0.000781859j -0.00203976+0.00420909j 0.00266453-0.00385181j -0.000451213+0.000919344j -0.00102855+0.00219551j -0.00477613+0.00119367j 0.00183421-0.00297366j -0.00277339+0.00291064j 0.00494041-0.00227144j -0.00345467+0.00328279j 0.00304476-0.00713928j 0.00169916+0.00387876j -0.000929207+0.00222019j 0.00105068-0.00301104j -0.00415638+0.00201929j -0.00021401+0.00101102j -0.0022162-0.00174713j -0.00110223-0.000192997j 0.00110275-0.00189789j -0.000649968-0.00165548j 0.00248218-0.000144468j -0.000176614+0.00335871j 0.000836056-0.000206839j 0.000147795+0.00109076j 0.000772022+0.0011819j -0.00282143-0.000199706j 9.19794e-05-0.00248629j 0.00695141+0.00275609j 0.00323904-0.00825543j 0.00675612-0.00546708j -0.00799043-0.00547585j 0.00519638+0.00730735j -0.00174954+0.00245104j -0.00426745+0.00390549j 0.00538815+0.000628897j -0.00121668+0.00721572j 0.000104048-0.000284244j -0.00660839+0.00343077j -0.00197452+0.00112921j -0.00325731-0.00188104j -0.00411755-0.000989448j -0.00328816+0.00609381j -0.00757186+0.00974262j 0.0036966+0.00623142j 0.00824586+0.00280924j -0.00390953+0.00201169j -0.000922531+0.00251731j -0.00573427-0.00186962j -0.0017231+0.00750495j 7.31121e-05+0.00804688j 0.00219819+0.00271195j 0.00946246+0.00312544j -0.0016017-0.00273924j 0.00594617+0.0114079j 0.00511041+0.00181229j -0.00131422+0.00160109j 0.00327295-0.00438508j 0.00272466+0.0103531j -0.00047472+0.00166009j -0.000750366-0.00459669j -0.00253729+0.000323969j -0.00038812-0.00393444j 
-0.000300846-0.000565268j -0.00106233+0.000486104j 0.000770871-0.00346903j -0.001886+0.000242849j -0.000373437+0.00424898j 0.00208642-3.54422e-05j 0.00264459-0.00168041j 0.00392943-0.00161586j 0.00353077-0.0049244j -0.00291468+0.00113807j 0.00610993+0.00201581j 0.000970875-0.00119468j -0.00104585-0.000111985j 0.00171992-0.00194961j 0.00234113+0.00312816j 0.00101713+0.0023579j -0.00437991-0.00521389j 0.00489344-0.000888532j 0.00207569+0.000905333j -0.00221128+0.00330423j 0.00227773+0.0015831j 0.00738121-0.000313454j -0.000876401+0.00186557j 0.000185731-0.000359465j -0.0015147-0.00268316j -0.00258391-0.000515344j -0.000988096-0.000412153j -0.00145301-0.00201211j 0.00250012+0.00187798j 6.80414e-05+0.00042871j -0.000218753-0.0012292j 0.00124378-0.00114j 0.00153641+0.00146774j -0.000218751+0.00155895j 0.00598837+0.000701709j -0.00026513-0.0023943j 0.00119424-0.00503299j 0.00256617-0.00470087j -0.00250005-0.00664755j 0.000630213-0.00442549j -0.00550329+0.00156861j 0.00461269-0.00371191j -0.00367271+0.0017288j -0.00121013+0.0020369j 7.53932e-05-0.00282848j 0.000267761+0.00408946j -0.00480327-0.00452491j 0.00319694-0.0094714j -0.00649404-0.000675619j 0.0132543+0.00174819j -0.00334427+0.010845j -0.0133082-0.0081869j -0.00215696-0.00395453j -0.00282364+0.00662503j -0.000673538+0.00322321j -0.00191845-0.00948548j -0.00819918+0.00533914j 0.00217751+0.000674639j -0.00027694-0.000625724j -0.00158307-0.0107002j 0.00944954-0.00079697j 0.00121857-0.00869241j 0.00393712+0.000658639j 0.00323279+0.00939082j -0.000755124+0.00312473j -0.0022334-0.00689914j 6.50397e-05+0.00467834j -0.0045009-0.00517464j 0.00255136-0.00355295j -0.00106758-0.00123947j 3.64444e-05-0.00129729j 0.00185849+0.000226613j 
0.000126308-0.000190788j 0.000255778+0.00055593j -0.00131946-0.000213046j 0.00201231+0.00330745j 0.00330877-0.000977438j -0.000618521-0.00484567j -3.74077e-05-0.00297496j -0.004564-0.00333606j -0.000396872+0.000935188j -0.000858543+0.00687236j -0.000469013-0.00131275j 0.00419452-0.00165971j 7.63621e-05-0.00360787j 0.0044436-0.00226956j 0.00312091-0.00230757j -0.0089003-0.00290983j -0.00434961-0.00728134j 0.00409074-0.00136695j -0.00305525+0.00635005j 0.00115609-0.0013541j 0.00770068-0.000960851j 0.0052951-0.000684197j 0.00182578-0.00821005j 0.00335691-0.00380099j -0.00679536-0.0044779j 0.00474182-4.58309e-05j 0.00176348-0.00312773j -0.00355297-0.00374465j -0.000678089+0.00107451j 0.00138572-0.00186115j -0.000550896-8.05412e-05j -0.000317694+4.97315e-05j 0.00249507-0.00201962j 0.00149327-0.00123935j -0.00283497-0.00486075j -0.000971975-0.00248844j -0.00162056-0.00240416j 0.000449772+0.00192759j 8.82778e-05+0.00431601j -0.000935792+0.000811023j -0.00163657-0.0044081j -0.00123283-0.00407195j 0.00175436-0.00175607j 0.00248533-0.00502916j -0.00589299-0.000818j 0.00381847-0.0011379j -0.00553182-0.00122934j 0.00485195+0.000917322j 0.00330434+0.00342351j 0.00181764+0.00162873j -0.00716695+0.00420343j 0.00155641-0.00593209j 0.00238912-0.00878462j -0.00159674-0.00381579j -0.00220866-0.00538887j 0.0104849-0.00771983j -0.00280611-0.000267685j 0.0079781+0.00121471j 0.00227457-0.00584811j 0.0071048-0.00445568j 0.00570142-0.00154579j -0.00657983-0.00292868j 0.00594714+0.00215671j -0.00454012-0.00195442j -0.00407783-0.00019548j -0.00186719-0.00352254j -0.000845198+0.00321067j 0.00169883-0.00161748j 0.00327737+0.000794117j 0.0010462-0.00185711j 0.00122646+6.82218e-05j 0.00014067+0.000899749j 
-0.000887548-0.000517565j -0.00115834+0.001685j 0.00230793-0.00125532j -0.00226633+0.000755287j -0.00461046+0.00509325j -0.000653328+0.00068609j 0.00594719+0.000152614j 0.00897021+0.00292904j 0.00576796-0.000752358j -0.000979173-0.00143472j 0.0053639+0.00401509j -0.000228575+0.00495343j -0.00161819-0.000834058j -0.00240593-0.00131443j -0.000549425+0.00615903j -0.0046828+0.00277352j -0.00107517-0.00644758j 0.00122762+0.00478051j 0.0016267+0.00167473j -0.00348333+0.00184878j 0.00313699-0.00421321j 0.00733923+0.010321j 0.00294224+0.00234443j 0.00238407-0.00126092j 0.000671472-0.000774546j -0.00158782+0.00138803j -0.000131607+0.000565156j 0.00606668-0.00427064j -0.00307108-0.000299276j 0.000716887+0.00179203j 0.000590026+0.00119942j -0.00105292+0.00080067j -0.00116775+0.000587032j 0.000593063+4.67974e-05j -0.00161713+0.00257455j 0.00056765+0.000973198j 0.00397055+4.98307e-05j 0.00270228+0.000263278j -0.00103043+0.000819538j -0.00191819-0.00136986j 0.00644852+0.00404933j 0.00265974+0.00609284j -4.27435e-05+0.00407971j -0.000520088-0.00331982j -0.00196603-0.00145977j -0.00429219+0.00350759j -0.00442063-0.000281761j -0.0037144-0.00316826j -0.00161536-0.00130265j -0.00125223-0.00764186j 0.000549469-3.33586e-05j 0.00168963-6.39921e-05j -0.00083981-0.000152964j -0.00196798+0.00717165j 0.00553259+0.00223526j 0.000972924+0.00564132j -0.00435032-0.00218589j 0.000707865+0.00121249j -0.00280679-9.71216e-05j -0.0045099+0.00408524j -0.00408322+0.00119094j 0.00357335-0.00298192j -0.0019786-0.00173327j 0.00434148-0.00323777j 0.00127718-0.00261915j 0.00411412+0.00275204j -0.00225666-0.00192929j 0.0089598-0.00240099j -0.000112878+0.00170672j -0.000738365+0.00200687j -0.00190076-0.00366636j 0.00284644-0.00133972j 
-0.000907572+0.000553112j 0.000841825+0.000374265j -0.00210303+0.00197001j 0.00176805+0.000177375j 0.00406618-0.00240787j 0.000507008+0.000851112j -0.00399529-0.0029114j -0.00067238-0.00312324j -0.00719532-0.00406239j 0.00131327-0.0018559j 0.00254421-0.0106317j 0.000397002-0.00176097j -0.00719199+0.00185327j 0.00361729-0.00661849j 0.00331125-0.00405969j 0.00049402-0.00441061j -0.0104606-0.00165015j 0.00465594-0.00315988j -0.00884863-0.00212735j 0.00890551+0.003244j 0.000817034+0.00240987j 0.000894224-0.00630449j 0.00694315+0.00265774j 0.000425173+0.00233478j 0.0032059-0.000135159j -0.000160247+0.00686238j 0.00180475+0.00669077j 0.00105658+0.000114437j -0.00206333-0.00191695j -0.00230397+0.00133786j -0.00242676+0.000542248j -0.000187786-0.00133485j -0.00111764+0.000767501j 0.00107829-0.000482508j -0.00324599+0.000955336j 0.00178184+0.00223157j 0.000743441+0.00452917j 0.00279512+0.00239571j -0.00183334-0.00188839j -0.000196938-0.0040462j 0.000144797+0.0087104j -0.00583234+0.0069367j -0.0041912+0.00095426j -0.0002391-0.00435979j -0.00297219-0.00102906j -0.00487553-0.0015852j 3.97085e-05-0.0092817j 0.00372889-0.00674981j 0.00160549-0.0055189j 0.0104056-0.00638578j 0.00173774-0.000240007j 0.00171348+0.00200298j 0.000104922+0.000166892j -0.0109947-0.000891521j -0.00042175+0.00516418j -0.00619817+0.00485706j 0.000228188-0.00733203j 0.00539445+0.00485265j 0.00130727-0.00584796j -0.00414466-0.00211874j -0.00696663-0.00534848j 0.00276419+0.00138453j -0.000757865-0.00483727j 0.00763366-0.000445529j 0.00262294-0.00222518j 0.000652523+0.00487877j 0.000138452-0.00457207j 0.00789133+0.00659985j -0.00155779+0.000486976j -0.00340832+0.000257389j 0.000605754-0.00342906j 0.00240631+0.000165828j 
-0.000263785-0.000352132j 0.000360166-0.000914696j 0.000621141+0.00228908j 0.00289657+0.000437762j -0.00114247-0.00620466j -0.00383515-0.0033946j -0.00156234-0.00167377j -0.00295534+0.00358879j 0.00779114-0.00639159j -0.0021011-0.000946066j 0.0043686+0.00466695j 0.00077411+0.000115323j 0.000748262-0.000813069j 0.000384935-0.00095547j -0.00186994+0.00573088j -0.000172795+0.00414285j -0.00163293-0.006991j 0.00169642+0.00122835j -0.0016127+0.00513577j -0.00283591+0.00254342j 0.000719582-0.0002973j 0.00711126+0.00144916j -0.00691301-0.00383734j 0.00196033-0.000611137j -0.00581186-0.00102056j -0.00267378-0.00713871j -0.00435104-0.0035531j -2.96442e-05+0.0029265j -0.000773512-0.000737563j -0.00202678-0.00138611j -0.000204676+0.000183312j 0.000127547+0.000311757j -0.00279501-0.00105004j 0.000322602+0.000187504j 0.00217451-0.000222882j 0.00229346-0.000544177j 0.00148912+0.00473744j -0.00729992-0.000786609j -0.000476505+0.00320651j -0.00379844+0.00384097j 0.0071106+0.0032804j -0.00254829-3.40703e-05j -0.000518018-0.00208705j -0.000235685+0.00171898j 0.00106171+0.0027279j -0.00045494-0.00442091j 0.00243811-0.000285637j -8.74715e-06-0.00322349j -0.00125894-0.00308644j -0.000190248-0.00162337j 0.0064205-0.00480061j -0.000190849+0.00178016j 0.00257253+8.03522e-05j -0.00267947-0.00118325j -0.00466899+0.00243826j -0.00357238+0.00553789j 0.00297979+0.000411231j 0.000585565-0.0019234j -0.000392384-0.00414605j -0.00647781-0.000583984j -0.00545789-0.00149108j -0.00297924+0.000826646j -0.00379597-0.00171719j -0.000166391-0.00567172j 0.000313503-0.000657691j 0.000681732-0.000221536j -0.000715977-0.000295398j -0.00385257-0.00281895j -0.00362277-0.0010408j -3.03328e-05+0.00378578j 0.000767296+0.000208687j -0.000296615+0.00146859j 
-0.000138077+0.00020481j -0.000292388+0.000643715j 0.000766719-0.000920862j -0.0002334-0.000990423j 0.00192117-0.000905834j 0.00359987+0.00562084j -0.000709924+0.00318576j 0.00197294+0.00129055j 0.00132191-0.00277867j -0.00323111-0.00839359j 0.00249284+0.00702216j -0.000278514-0.00430344j -0.000590924+0.00468673j -0.00100681+0.00215014j -0.000895735+0.00362804j 0.00894619+0.00174933j 0.0018148+0.00125878j 0.0016268+0.000301214j -0.00189378+0.000302558j -0.000140571-0.00149819j -0.0057401+0.00974817j 0.000439541+0.00013606j -0.000825982+0.00104977j -0.00200999+0.00515355j 0.00420571-0.00405829j -0.00350066-0.00467078j -0.0015675+0.000566586j 0.00181368-0.00251025j 0.00077663+0.000553571j 0.000947829+0.00157843j 0.000599745-0.000650228j 0.00089654-9.6694e-05j -0.000399202+0.00290446j 0.0015577+8.60259e-05j -0.00120308-0.000679832j 0.00433612+0.0020488j -4.72542e-05+0.00226572j 0.00337893+0.000184335j 0.00413531-0.00341719j 0.000157978-0.00640278j -0.00573259-0.00343658j 0.00374295+0.00134228j -0.00122132+0.00110764j -0.00352385+0.00418863j 0.00025033+0.00429736j 0.00160634+0.000916556j -0.000342192-0.00642719j -0.00424981-8.7552e-05j -0.00189758-7.88429e-05j 0.00322237+0.00247001j -0.00311912-0.00123101j -0.000166896-0.000583444j 0.000152921+0.00303074j 0.000331266+0.00196676j -0.00187693-0.00102941j -0.001785+0.0031469j -0.000830523+0.00295846j -0.000354077-0.00384027j -0.000243313-0.000890982j 0.0018986+0.000870488j 0.00296696+0.000458964j 0.00167097+0.00075796j -0.00557374+0.000962276j 0.000828636+0.0043375j 0.0017474-0.000139807j 0.001909-0.00323571j -0.0047291-0.00253377j -0.00156413+0.0029989j 0.00171627-0.0018378j -0.000676953-0.0015645j -0.00069494+0.000585898j -0.000614433-0.000602421j 
0.000992279+0.000632586j 0.00080001-0.000897256j 0.000463633-6.23324e-06j 0.000128642+0.00617417j 0.00367935+0.00231232j 0.00611845-0.00368048j 0.00122606-0.00151859j -0.000578279-0.00651582j 0.00516993-0.00364916j -0.0079842-0.00599689j -0.00391063-0.010235j -0.00562186+0.0153279j 0.00692152+0.00860317j -0.0103772+0.00561586j -0.00860591+0.00480024j 0.0148394-0.000193066j 0.0121396+0.00720933j -0.00688842+0.00237461j -0.0005038-0.0142954j -0.000447345+0.00818058j -0.0097716-0.00140079j -0.00642633+0.000170434j -0.00297665+0.0113952j 0.000525323+0.00375634j 0.00602104+0.00217218j -0.00406014+0.00656666j -0.00130783+0.00040078j 0.00485063+0.00609842j 0.00181024-0.00429808j 0.00115574+0.000990116j 0.00137219+0.00191871j -0.00204597+0.00128386j -0.00193588-0.00213763j 0.000527898+0.00196481j 0.00278573-0.00386917j -1.50905e-05-0.0035077j 0.00119977-0.00223671j -0.0026227-0.000749945j -0.00169564-0.00315897j -0.00354499+0.000702301j -0.000280183-0.00189807j 0.00322303-0.00115941j -0.00271092-0.00871261j 7.80717e-05-0.00384272j -0.00433746+0.000448075j 0.00242395-0.00339428j -0.00362769-0.00845884j 0.00963054-0.00401866j 0.00404469-0.00292651j 0.00382117-0.00126889j -0.00539901-0.000401184j -0.00373433+0.00120112j -0.00347483-0.000550263j -0.00452322-0.00372067j -0.0110878-0.00285126j 0.00276044-0.00703567j -0.00286144-0.00251837j 0.00298069+0.000256827j 0.00018542-0.00519267j 0.00368261-0.00794951j 0.00231611+0.00242891j 0.00123853-0.00218216j 0.00154093+0.0019036j -0.00367878+0.00179455j -0.00120685+0.00121447j -0.000884871-0.00292053j -0.00113234+0.00217051j -0.00140703-0.00380865j 0.00149099+0.000864675j 0.000337046-0.000544117j 0.000791567-0.000513926j 0.000486407+0.000867765j 
0.00111719+0.000552285j 0.00130393-0.00107607j -0.00133434+0.00176175j 0.00337206+0.00115594j 0.000246595-0.00457593j -0.00448764-0.00806853j -0.00387209-0.00366666j -0.00741555-0.00108925j -7.37781e-05-0.00749744j -0.00279427+0.00810234j -0.000832979-0.00243773j 0.00150188+0.00107549j 0.00569722-0.000469042j -0.00383436+0.00347152j 0.0028878+0.00336193j 0.00360817+0.00203987j -0.00388241+0.00244827j -0.00113774-0.00454585j 0.00610628+0.00344737j -0.000166494+0.00211048j 0.000212576-0.00362243j 0.00408625-0.0107361j -0.00792038-0.00351258j 0.0018178-0.00511885j -0.0109086+0.00218414j 0.00101655-0.00518695j -0.00202761-0.00357249j -0.00713106+0.00113668j 0.0015424+0.00221677j -0.00156647-0.00104928j 0.00052308-0.000446895j 0.000274815+0.00125522j -0.00115702+0.000907454j 0.0048334-0.00040426j -0.00231099-0.00378335j -0.0030145-0.00182562j -0.00104189-0.00135957j -0.00107095+0.00267567j -0.00414673+0.00205567j -0.00208582+0.00520843j 0.000332202-0.00311896j 0.00604649-0.0045736j -0.00518549+0.000559772j -0.000395936+0.00152284j 0.00132724+0.0027057j 0.000916291-0.00195294j -0.00763792+0.00280682j 1.69785e-05+0.00154619j -0.00114389-0.00257586j -0.0123464+0.00234598j -0.00743323-0.00241866j 0.0134253+0.00538078j 0.00889004+0.00771513j 0.00234773-0.00107825j -0.00206618+0.00223755j 0.00495674+0.00457088j -0.000233972-0.00178752j -0.00207581+0.000149735j -0.001574+0.000777006j 0.00421396+0.00365379j 0.00246043+0.00615513j 0.00244544-0.0037079j -0.0015904+0.00282704j 0.000300317-0.00672338j -1.84932e-05-0.00271137j 0.00104365-5.40126e-05j -0.000867145-0.00187692j 0.00363935-0.000396681j -0.00050398+0.00212917j 0.00110481-0.000218966j 0.000448531+0.0018504j -0.00193363+0.000197079j 
