0.0873195-0.291501j 0.292114+0.084278j -0.000602652+0.15413j -0.16463-0.00955712j -0.00864978+0.120175j 0.0561529+0.0726299j 0.120086+0.0434731j 0.11349-0.108588j 0.087098+0.0749677j -0.0375065-0.0236518j -0.114566+0.0149707j 0.0578033+0.0489669j 0.056033-0.191053j 0.0332759+0.0971823j 0.0570302+0.0747126j -0.00172363+0.0747712j -0.155934+0.0542869j 0.016793+0.0884355j -0.0646325+0.0278741j 0.156868+0.00322597j -0.126023+0.039471j -0.108967+0.0530354j 0.054691-0.0343535j 0.0675377+0.0627821j -0.0247587-0.0316951j 0.100761-0.0450345j 0.046793+0.00940523j 0.0381407+0.151827j -0.0129436-0.0377145j -0.0177954-0.0140075j -0.0994817-0.0907131j -0.0356739-0.0302441j -0.0262622-0.0295267j -0.0530649+0.0289681j -0.0525174-0.11792j -0.161435-0.0673295j -0.100783-0.0628099j 0.0520134-0.00646195j -0.00400054+0.16377j -0.0662985-0.0437224j 0.0135248-0.0876171j -0.0383354+0.0231149j 0.0908301-0.119087j 0.0788554-0.157656j -0.0190722-0.0152227j -0.0946675-0.0359027j 0.0248646+0.0298676j -0.0647664+0.0421478j -0.109864+0.0500441j 0.0731788+0.0927146j 0.0133339-0.0255848j 0.0261412+0.0739744j -0.144045+0.166088j 0.152863+0.135093j 0.285114-0.00202367j -0.00447172-0.284595j 
0.00222795-0.000164382j -0.000391367+0.00181519j 0.00263296-0.000335964j 0.00131885+0.0016507j 0.00343565-0.00521145j 0.000947467+0.00123156j -0.00102599-0.00330708j 0.0029669+0.000530442j 0.00130994+0.00249793j 0.00469131-0.00219892j -0.00407269-0.00131983j -0.00473936+0.00190856j 0.00255799-0.00272125j -0.000310689-0.00518801j -0.000366927-0.00161829j -0.000908396+0.00395064j -0.00487582+0.000306189j -0.00267323-0.00431558j -0.00556998+0.00153834j 4.03139e-05-0.00789845j -0.00930092+0.00285289j 0.0139029-0.000604447j 0.00424738+0.003486j -0.00229849+0.00977123j -0.000836526+0.00027523j -0.00633472-0.00555557j -0.00103581+0.00277972j -0.00121367-0.00160008j -0.00830122+0.00911741j -0.00370206+0.00921994j 0.010265+0.00481981j -0.000502417-0.00384193j -0.00431791-0.0025753j -0.000644035+0.00439592j -0.00042349+0.000286613j -0.00644545-0.00219388j 0.00544109+0.00459208j -0.00526355-0.00165452j 0.00381455+0.00671378j -0.00188931-0.000971013j -0.00531249+0.000753112j 0.00607794+1.92507e-05j -0.00859791+0.0116377j 0.00519684+0.000596746j -0.000427511+0.00563993j -0.00098466-0.00931879j -0.00321135-0.00820656j -0.00750166-0.000606729j 0.0110215-0.00728545j -0.000415806+0.00477635j 0.00187734-0.00869467j 0.00993742+0.00699462j -0.00147458+0.00133982j -0.00133313-0.00347914j 0.000988349+1.02788e-05j 0.000702365+0.000114157j 
-0.000772937+2.30196e-05j 2.66893e-05-0.000341165j 0.00168481-0.000317106j -0.000125853+0.00156065j -0.00181975+8.09937e-05j -0.00016325-0.001587j -0.00255907+0.00101978j -0.00120598+7.27751e-05j 0.00268633+0.00160128j -0.000930058+0.000535895j 0.00252947-0.00209792j 0.00602348+0.00191432j 0.000391778-0.00253437j -0.00227482-0.000327434j -0.00149647-0.00213096j 4.92972e-05+0.00124274j -0.00527196+0.000245711j 0.00335903-0.00834053j 0.00935019-0.00298768j -0.000603289+0.00452208j 0.00201065+0.00955179j 0.0076195+0.00313763j 0.00509851+0.000821926j -0.00443283+0.00216964j 0.0079431+0.00496357j 0.00385719+0.000620702j 0.00483539-0.00291363j 0.00293529+0.00591925j -0.000447341-0.00275725j -0.00272182+0.00226329j 0.0033318+0.00103121j 0.00620395+0.00338489j -0.00135489-0.0013577j 0.00436024-0.00668177j -0.000981166+0.000700249j -0.00198084-0.00287j -0.00482225+0.00450935j -0.00794959-0.00510407j -0.00482796-0.00354068j 0.00224861+0.00410155j -0.00274701+0.00255668j -0.00554321+0.00446027j -0.00388985+0.00421135j 0.00388768-0.00107566j -0.00107901-0.0038421j -0.00301638-0.0052999j 0.00128737+0.00707236j -0.00667575+0.00295779j 0.00380173-0.00268565j 0.000802798-0.00322653j -0.00285704+0.000401943j 0.00136428+0.00114931j -0.00057199-0.000655268j -0.000811284-0.000852139j -2.41124e-07+0.00119842j 0.00093898-0.00022017j 
0.000776723+0.000441241j -0.000282165+0.000628665j -0.0015099-0.000224682j 0.000162378-0.00158552j 0.00214465+0.000672936j -0.000259107-0.00227582j 0.000826216-0.00139439j -0.000896149-0.00251346j -0.000893947-0.00020688j 0.000138906-0.00397796j -0.00436213-0.00327386j 0.00245939-0.00230513j -0.000419377-0.00367808j -0.00548095-0.000513341j -0.00168501+0.00146941j -0.000505105+0.00633425j -0.00890386-0.00629424j 0.000604325-0.00538893j 0.00539282-0.00166763j -0.00511803+0.00813178j -0.00250281+0.0065781j 0.00409141-0.00193351j -0.000885182+0.0031838j -0.00398321-0.0019131j 0.00444014+0.00200363j 0.0029402+0.000939235j -3.5436e-05-0.00188243j 0.00509332+5.09532e-05j -0.00223032-0.000534631j 0.00262624+0.00154294j 0.00275608+0.00342594j 0.00581721+0.00574922j 0.00136935+0.0021958j 0.00256796+0.000114592j 0.00241254-0.000523622j -0.0019834-0.00224408j 0.00151151+0.00488506j -0.00184172-0.00410971j 0.00322118-0.000837177j -0.00259422+0.00367811j 0.00426421-0.00407979j -0.00627973-0.00136775j -0.00497261+0.00146068j 5.37105e-05-0.00675458j -2.95376e-05-0.00517711j -0.00761907-0.00229348j 0.00563529-0.00245124j -0.00183738+0.00293745j 0.00219663-0.000966966j 0.00162328-0.0035736j -0.00139743-0.00270771j 0.00045079-0.00198101j 0.00019759+0.00119441j -0.000305884+0.000388022j 5.61708e-05+0.000352478j 0.000557923+0.000165977j 
0.000804166+1.11545e-05j 0.000420703+0.000876544j -0.00019302+0.000743297j -0.00206246+4.40617e-07j -0.000840022+0.00707124j 0.000763126-0.00283392j -0.00226955+0.00341254j -0.00152731+0.00174886j -0.00160114-0.00494995j -0.0012093-0.00488458j -0.00610803+0.00448384j 0.000300871-0.00415506j 0.00138491+0.000172481j -0.00114966+0.00171487j -0.00872326-0.0064465j -0.000770557+0.00081759j 0.00325802-0.00302405j 0.0038367-0.00546989j 0.00166497-0.00061496j 0.00217633+0.00202353j 0.00092254-0.00196973j -0.000674046-0.00233705j -4.82051e-06-0.00229201j -0.00143663-0.00210371j -0.0110615-0.000409529j -0.00249379-0.000376891j -0.00235893+0.00720809j 0.00648623+0.00321072j -0.00316583+0.00252416j 0.00203501-0.00514164j 0.00415146+0.00134158j 0.00664685+0.00379204j -0.00110828+0.00026994j -0.0024159+0.00692952j 0.00143001-0.0023463j -0.00545744-0.00101281j 0.00272139+0.00402814j 0.00264846-0.00497517j 0.00426167+0.00748938j -0.00283431-0.0078446j 0.00806159+0.00282281j -0.00475111-0.00173679j -0.00295086+0.00710916j 0.0006139-0.00217323j -0.000972845+0.00373636j 0.00184241+0.00590015j -0.00461547-0.000330164j -0.000736063+0.0015783j 0.00118648-0.00206035j -0.00127047-0.00210754j 5.37505e-05-0.000293134j -0.00122833-0.00196242j 0.00079405+0.00119897j 0.000591188-0.000757004j 0.000353191+0.000453322j 0.000193605-0.000304923j 
-0.000556622+0.000160344j -0.00023049-0.000352395j 0.00161071-0.00053756j -1.79654e-05+0.00167914j -0.00253523+0.00100968j -0.000806088-0.000751866j -0.00226778+0.0030073j 0.000987973+0.000687771j 0.00284662+0.000109494j 0.000545849+0.00396192j 0.00707421+0.00196375j -0.000472407+0.00466401j -0.00316741+0.00513494j 0.00132552+0.00272372j -0.0056522-0.00682248j 0.0031415-0.0077993j 0.00379212+0.00479774j 0.00468817-0.00563897j 0.00591835+0.000795072j 0.00804732-0.004754j 0.00525468+0.00317174j 0.0042969+0.00402388j 0.00437764-0.00359473j 0.00307314+0.00347731j -0.00356694+0.00452433j 0.00277876-0.00120104j 0.00642795+0.00154111j 0.00402784+0.00506327j -0.00171297-0.00343873j -0.00388064-0.00277872j 0.00197644-0.00120113j 0.00575399-0.000452949j -0.00154796+0.00241714j 0.00055078-0.00526561j 0.000110232-0.00285101j -0.00356247-0.0013689j -0.00531133-0.00495527j -0.00383763-0.00125j -0.00524727+0.000791954j 0.00855239-0.00211857j 0.000112541+0.00232628j -0.00105538+0.00583356j 0.00242753+0.00272062j 0.00269631+0.00512872j -0.0029903+0.0029033j 0.00727703+0.000506728j -0.00310306+0.0080947j -0.00710724-0.000654006j 0.000721524+0.000185925j -0.000899971-0.0013817j -0.00201231+0.00382815j 0.00528445-0.000380372j 0.000154721-0.0026721j -0.00376304-0.000530493j 7.37315e-05+0.00090345j 0.00105147-0.000242803j 
-3.4236e-05-7.80214e-05j 8.5913e-05-0.000233023j 0.000592658+0.000812214j -0.000552463+0.000911585j -0.00304546+0.00216621j 0.000407105+0.00499039j 0.00288455+0.00105567j -0.000525834+0.00151602j 0.00221612-0.00536808j 0.00458257+0.00794984j 0.00529433+0.000958195j -0.00135193-0.00103355j -0.00380904+0.00333329j 0.00279357-0.00119318j -0.00108721+0.00396565j 0.000863066+0.00794633j -0.00185561+0.000487068j -0.000476885+0.000661605j 0.00280629-0.000929028j -0.000529982+0.00271737j -0.0052074-0.00283723j -0.00538377-0.00358769j -0.00147566+0.00165892j -0.00160883-0.0019661j 0.00178038+0.001303j 0.000378808-0.00275908j -7.57904e-05-0.00252353j -0.00116976+0.00199308j 0.00254203-0.000682348j -0.00397062-0.000183683j -0.000291354+0.00296247j -0.00293599-0.00248934j -0.00424125+0.00170211j -0.00166319-0.0034604j 0.00559308-0.00480758j 0.00670804+0.00182574j -0.0027732-0.0070687j -0.000382242-0.000460962j 1.81582e-05-0.00170207j 0.00446324+0.000678211j -0.00579645+0.0104087j -0.00286472+0.00681632j 0.00163607-0.00165509j -0.00229547+0.000404287j -0.00103318+0.004771j 0.00168819+0.00195729j 0.00552456-0.00146592j -0.000473022+0.0043419j -0.00107693+0.000397859j 0.00260057+9.88222e-05j 0.0015521-0.00404757j -0.00208843-0.00146318j 0.000878362+0.000200201j -0.000376301-0.000475447j 8.0566e-05-0.000142176j -6.98099e-05+0.000116835j 
-0.000198965-0.000375113j 0.000309062-0.000283347j -0.000323488-0.000430886j 0.000551169-0.000556971j 0.00261791-0.00161428j 0.000480055-0.00240061j -0.000930056-0.00217743j 0.000656726-0.00110245j -0.00121436+0.00459001j -0.00460633-0.0031709j -0.00219715+0.00210441j -0.00224064+0.00144391j 0.0016566+0.000435382j 0.000753129+0.000873794j 0.00241091-0.00296649j -0.000923293-0.0122326j 0.00906223+0.00227199j -0.00147173+0.00598229j -0.00611317+0.00216701j 0.00507938-0.00784418j 0.00456665-0.00468232j -0.000573129+0.00280254j -0.000518086-0.00465234j 0.00611556+0.00221339j -0.00556308-0.00330403j -0.00330906+0.00125215j -0.00051477+0.00367466j -0.00356224-0.00233497j -0.000818764+0.000218577j 0.00217596-0.00318643j -0.00400561-0.00444606j -0.00111679-0.00265976j 0.00394959-0.000695403j -0.00262969+0.0041412j -0.00415228+0.00279211j -0.00201086-9.67754e-05j 0.00188215+0.00120768j 0.00286658+0.00480608j -0.000958013-0.000218331j -0.00253461-0.00472982j 0.00332643-0.00750028j 0.00818786-0.006496j 0.00429203-0.00195703j 0.000259722+0.00398015j -0.00016432-8.50844e-05j 0.00468805+0.00255608j -0.00730568+0.00118198j 0.00268251-0.00641092j -0.00250132+0.00242836j -0.0026918+0.00363853j 0.0010453+0.0046696j 0.00290164+0.00148427j -0.000835126-0.000759988j -0.000366706+0.000996842j 0.000322151-0.0004346j -0.000327183-0.000328678j 
0.000916654+0.000279327j -2.49177e-05+0.000998323j -0.00152039+3.50036e-05j -0.000717539-0.00138871j 0.000456541+0.000370688j -0.00444909-0.00192612j -0.000272618+0.0059001j 0.00294019+0.00122927j -0.00507774-0.00569909j 0.00656724-0.00358533j 0.00307626-0.00123302j -0.00444547+0.00404891j 0.00336243+0.00339147j 0.00368823+0.00180915j -0.00555543-0.00469957j 0.00354645+0.00653725j -0.00525616+0.00453937j 0.00300687+0.00112506j -0.0109101+0.00438596j -0.00482698-0.00143197j 0.0025942-0.00312867j -0.00122525-0.0016932j 0.00170301+0.00845981j 9.13048e-05-0.00452161j -0.00971769+0.00276627j 0.00183853-9.42752e-05j -0.00168686-0.00137824j 0.00673201-0.00181059j -0.00181735+0.00616529j 0.00311298+0.00695133j 0.00945063+0.00117062j -0.0100558+0.00199334j -0.00555218-0.00382482j 0.00291459+0.00195583j -0.00608762-0.000227201j -0.00586507+0.00863494j 0.00226168-0.00811007j 0.00767781-0.00232122j 0.00606941+0.0139895j 0.0107478+0.00318801j -0.000277902+0.00157767j -0.00430283-0.00121886j 0.00248538+0.00311312j -0.00334236-0.000554468j 0.00504598+0.0013846j 0.000747982-0.00497338j 3.88668e-05-0.000829929j 0.00255807-0.00175085j 4.16723e-05+0.000629316j -0.000574194-8.53988e-05j 0.00012787+0.00103573j -0.00023732+0.000623814j -0.000772667+0.000401329j 0.000756402+0.000358398j 0.000258909-0.000130738j -0.000370992-0.000262983j 
0.00108305+0.000191239j 1.93945e-05+0.000914049j -0.00127305+0.0010159j -0.000649604-3.33275e-05j 0.00225397+0.00380849j 0.000347659-0.00206954j 0.00027013-0.000301359j -0.00135167+0.000970078j -0.00169297-0.00143921j -0.00542424-0.00507782j -0.0061854+0.00374497j 0.000860426-0.00539084j -0.000198899-0.00145549j -0.00288435+0.00198188j -0.00530832-0.000861281j -0.00237921+0.000650726j 0.00223308-0.00723021j 0.000214171-0.00436987j 0.00287628-0.00151786j 0.00110038+0.00265131j -0.000571474-0.0020703j -0.000582519-0.00396151j -0.0027961-0.00300617j -0.00105089-0.00191781j -0.00618728+3.9076e-05j -0.00188064+0.000482966j -0.00149295+0.00516733j 0.00361148-0.000666085j -0.00363005+0.00140764j 0.00298568-0.00678285j -9.95604e-05+0.00168169j 0.0089194+0.00205719j 0.00185084+0.000719878j -0.00134311+0.0069941j 0.00279193-0.00114783j -0.00176839-0.000754726j 0.0046824+0.00597728j 0.000887868-0.00394419j 0.00535367+0.00147161j -0.00715021-0.00474005j 0.00761029-0.00506091j -0.00383957-0.00339558j -0.00134754+0.003941j -0.000494815-0.0046577j -0.0014548+0.000462032j -0.000457816+0.00609329j -0.00222363-0.000402855j 0.000333398+0.00089958j 0.000142671-0.000951209j -0.000563511-0.00181593j 0.000824265-0.000434896j -0.000970828-0.00294201j 0.00138457+0.0013592j 0.000266697-0.000818578j -0.000415009+0.000523267j 0.000416669+0.000617071j 
0.000874962-4.89332e-05j -0.00034642+0.00136761j 0.000872783-0.00100559j -6.77825e-06+0.00165993j -0.000367489-0.000305015j -0.00101512-0.00178503j -0.00203515+0.00427702j 0.00207718-3.21649e-05j -0.00181955+0.000325184j -0.00282148-0.00778256j -0.00415923+0.00181924j 0.000408944-0.00196926j -0.00250815+0.00365018j -0.00301262+0.00916365j -0.0102713-0.00272899j 0.00393699+0.000931025j -0.00222312-0.00487733j 0.00759831-0.0147164j 0.00495062+0.00438925j 0.0016175-0.00457784j 0.00376667+0.00582229j 0.00659066-0.00275168j 0.000893593-0.00462274j -0.00342489+0.00215889j -0.0101388+0.0043995j 0.00812637-0.00255858j 0.00394168+0.00540946j 0.0121717-0.00714957j -0.00500972-0.000724619j 0.00180711-0.00317487j 0.00219297-0.00290233j 0.0113231+0.00664529j 0.000852497+0.00546342j 0.00367653+0.00294781j 0.00271469-0.0030623j -0.00986548-0.00146826j 0.00337957-0.00576438j 0.000405897-0.00457323j 0.00409627+0.0120641j -5.02656e-05-0.00152529j 0.0141597-0.00894561j -0.00807556+0.00417453j -0.00404593+0.00506172j 0.00542121-0.00174033j 0.0010026+0.00214513j 0.00222142+0.00362162j -0.00292592+0.00172643j -0.00460079+0.00423094j 0.000367906-0.00411739j -0.00154792-0.00446919j -0.00357452+0.00479562j 0.00209774-0.00997889j 0.00356663-0.000949213j -0.00162054-0.000713605j -0.00112834+0.00171746j 0.00219384+8.2557e-05j 
2.10017e-05-0.000690644j 0.000240933+8.82994e-05j 0.0012785-0.000970563j -0.000102008+0.000413822j -0.00445066-0.00151243j 0.00086465+0.00549617j 0.00339846+0.00170846j 0.00129387-0.00251383j 0.000934052-0.00362979j 0.00726277+0.00249011j 0.00187934-0.000467004j -0.00379155-0.000292861j -0.00633228+0.00571187j 6.57382e-05+0.000752407j -0.00112154+0.00686333j 0.00558224+0.00904239j -0.00543581-0.000547872j 0.00160222-0.00136744j 0.00148972+0.00576017j -0.00351121-0.00146977j -0.00706894+0.00131273j -0.00304131-0.00409902j -0.00271115+0.000945772j -0.00281951+0.000935238j -0.000201252+0.000981204j 0.00457587-0.00488452j 9.69524e-05-0.00134883j 0.00142131-0.00713357j 0.00284833-0.00131428j -0.00220485+0.00279689j -0.00177856-0.00065761j -0.0036285+0.00166503j -0.0019621+0.00867065j -0.000367288-0.00293061j 0.00829082-0.00634131j 0.00297868-0.000992543j -0.0016591-0.0158956j 0.00256958+0.00242691j 0.00311418+0.00356209j 0.00396344+0.00211356j 0.00181157+0.00491174j -0.00217486+0.00758014j -0.000887985-0.00417886j 0.000730588+0.000249576j 0.00233846+0.00522886j -0.000435369+0.00179782j 0.00556713-0.00778416j -0.000830663+0.00668975j -0.00310691-0.00196212j 0.00300089-0.000548712j -0.00154807-0.00306436j -0.000240123-0.008494j 0.00351583-0.000571413j -0.00164693-7.17516e-05j -0.000600924+6.8856e-05j 0.00105637-1.11676e-05j 
-0.000586938-0.000555974j 0.00032664-0.000186742j 0.00107919-0.00201384j 0.000930727-0.000992212j -0.00284321-0.00428552j 0.00224718-0.00355439j -0.00174011-0.00319116j -0.00373913-0.00799961j 0.00624565+0.00612607j -0.00224084-0.00493512j -0.00652531+0.00353382j -0.00127311+5.5451e-05j -0.00295431-0.00457701j -0.00764693-0.00522418j 0.00447986+0.00307864j -0.00209864-0.00400075j -0.00179604-0.00405774j -0.00534318+0.00467372j 0.000856726+0.000909214j -0.00250903-0.00234389j -0.00456992+0.00245328j 0.00328022+0.00161661j -0.00399952-0.000942417j 0.00217549+0.00354374j 0.00382705-0.00380376j -0.0032762+0.00174497j 0.00101705+0.00362422j -0.00379986-0.00491401j 0.00234409+0.00227923j 0.000402227+5.9368e-05j -0.00393555-0.00414335j 0.000382026-0.00193678j 0.00800297+0.00577403j -0.00177572+0.00222621j 0.00751849+0.00430121j -0.00442825-0.00706999j 0.00518051-0.000969887j -0.000361902+0.00703239j -0.000634002-0.00550792j -0.0121015+0.00313497j 0.000514317-0.010988j 0.00506708-0.00756851j -0.0038705-0.00119647j 0.0024807-0.00194606j 0.000800523-0.00254977j -0.00442858+0.000636266j -0.00287039-0.00434949j -0.000929505-0.000698644j -0.00141524-0.000788107j 0.00121699+0.000966786j -0.00103443+0.000433002j 0.00160106-0.00396927j 0.000890397-0.000306669j -0.000608369+0.000402418j 9.74148e-05-0.00082502j -0.000317262-0.000625377j 
-0.000230407+0.000437173j -0.000340506-0.00039284j -0.00103809+0.000544521j 0.000149952-0.000958585j 0.00141193-0.000642552j -0.000366964+0.000884204j 0.000645963-0.000992871j 0.000203084+0.000479227j -0.000497677-0.000626641j 0.00466274+0.00305238j -0.000315955-0.00805127j 0.00449042-0.00296845j -0.000706517-0.00344773j -0.00175034-0.00146145j 0.00309216+0.00276648j 0.00215783+0.0109671j -0.0129474+0.000670527j -0.00184328-0.00587076j 0.00592159-0.00815447j -0.00336365+0.012527j 0.000449285+0.00828788j 0.00291844-0.00150339j 0.00341543+0.00543304j -0.00703631-0.00154111j 0.0126897-0.000623003j 0.00529856-0.00133201j -0.0010383-0.00819793j 0.00334562+0.00310658j 0.000680901-0.00304453j 0.000900503+0.00556415j 0.00398074+0.00307979j 0.00271657+0.00320658j -0.00135236+0.000475246j 0.00239589-0.00736511j 0.000298364-0.000240293j 0.00204751-0.000766244j -0.00151229+0.00529135j -0.00731418-0.00336484j -0.00314094-0.00392367j 0.00376884+0.00687367j -0.00205647+0.00347656j -0.00527035+0.00627176j -0.00621408+0.000760893j -0.00180875-0.00565407j -0.00171173-0.00531218j -0.00917335-0.00403203j 0.0110109-0.00352026j -0.000709381+0.00525254j 0.00359632-0.001409j 0.000132295-0.00512095j -0.00285973-0.00253616j -0.00250453+0.00346876j -0.000549711-0.000115584j 0.000540583-7.87383e-05j 0.00013009+4.8448e-06j -0.000243958+0.000126336j 
-0.000661397-0.000425172j 0.000962248-1.27632e-05j 0.00172084-0.00138754j -0.000759085+0.000461762j -0.00822637+0.00325327j 0.000730342-0.00569229j -0.00114314+0.00281762j -0.00573979-0.00753817j 0.00823747-0.00109344j 0.00577139-0.00506465j 0.000502389+0.00562931j 0.000666456+0.00408282j -0.00202999-0.00139299j -0.00542792-0.0121575j -0.00467156-0.00104735j 0.00126608+0.000655987j -0.00284993+0.00364743j -0.00640736+0.00426349j 0.00242328-0.00221863j -0.00220651+0.00529579j -0.00505462+0.000585219j 0.000168972+0.00245379j 0.00138326+0.00583446j 0.00229834-0.000630179j 0.00233674+0.00228971j -0.009401+0.00195509j 0.0019441+0.00476909j 0.000623233+0.00307677j 0.00603228+0.00749869j -0.000741466+0.00348293j 0.00801279-0.00242989j -0.00133304-0.00237805j 0.000742145+0.00788025j -0.00451452-0.00142136j 0.00938625+0.0028589j -0.0053716-0.00325151j -0.00182272-0.00428538j -0.00177609+0.00244878j 0.00301091-0.00345728j -0.00113143-0.000542285j -0.00473451+0.00253338j 0.0015365-0.00104821j -0.00181858+0.00478299j -0.00138902-0.00244891j 0.00306013+0.00126837j -0.00324288-0.0021352j -0.00142399-0.00142829j -0.00244309+0.000630656j -0.00021857+0.000520215j 0.00243921-0.00227242j -0.000680986-0.000261002j -0.00132227-0.00034373j -0.000990723-0.000892569j -0.000785947-0.000157871j 0.000599378-0.00121193j -0.0017713-0.000893348j 
-0.000323214-0.000462866j 0.000417296-0.00023705j 0.00149858-0.00024156j -0.000122473+0.000998178j -0.00139411+0.000348449j 0.00148009+0.000327337j -0.000745105-0.000476758j -0.000290409-0.000306175j 0.00191645+0.00126729j -0.000873073+0.00154708j -0.000495333+0.00131567j 0.000673554-0.00101719j -0.00112867-0.000425258j -0.000235857-0.000568608j 0.000849021-5.75153e-05j -0.000746543-0.00110373j 0.00190002-0.000472506j -0.000163142-0.000324483j 0.0023113-0.0014963j 0.00166702-0.000766178j -0.000264698+0.00078094j -0.000313352+0.000837806j -0.000284658-0.0023039j 0.000261846+0.000741015j 0.00158018-0.000584474j -0.000506244-0.000202419j 0.00100755+0.000976894j -0.00102956+0.00128902j 0.0007368-0.00129175j -0.00184734-0.00138259j -0.00188708-0.000611994j 0.00156114-0.00106172j 0.000918182+0.000940592j -0.000936104-0.000353651j 0.00197879-0.000335653j 0.000729005-0.00241702j -0.000410423+0.000329525j -0.0014369+0.000878316j -0.00209813-0.00190407j -0.00225162-0.000371821j -0.000255967+0.000704442j 0.000900537+0.000369242j -0.000666529-8.851e-06j 0.00130053+0.000883205j -0.00117125+0.000898211j 0.000940258+0.00100126j -0.000443552+0.000251715j -0.00103822+0.000779965j 6.64934e-05-0.000612177j 0.000268411-0.000119644j -0.00024281-0.000462118j -3.97606e-05-0.000592724j -0.000129698-0.000100449j -2.31026e-05+0.000389901j 0.000238536+0.000262567j 0.00034655-0.000351529j 
6.91312e-05-0.000320996j 0.000608703+0.000257355j 0.000687416+0.00011674j -0.00112108+0.000943685j -0.00415563+0.00365487j -0.00110559-0.00105525j 0.00021707+0.00448718j -0.000485002-0.000886164j 0.00194257-0.00361434j 0.00572602+0.000604063j 0.00595839+0.00258219j -0.000996809+0.00447062j -0.000419667+0.00480959j 0.00211474-0.00398077j -0.00719932-0.00375102j 0.00235936-0.00138431j 0.00233417+0.00559445j 0.000273157+0.000691107j 0.000141082+0.000840098j 0.00179128-4.43955e-05j 5.96248e-05-0.00244462j -0.00213089+0.00149866j 0.00250036+0.00218517j 0.00266691-0.00203777j -0.00437151+0.00450651j -0.00364637-0.000574799j 0.00243624+0.00227457j 0.00285994+0.0035778j 0.00190256+0.00313797j -0.00161712+0.00123541j 0.00613833-0.000650513j -0.00179237-0.00135802j -0.00375909+0.00319467j -0.00236094-0.0018981j 0.00138069-0.00154968j -0.00141401+0.00223651j -0.00479528-0.006495j 0.000975528-0.00114351j 0.00226793+0.00301722j 0.00738005-0.00405375j -0.00243117+0.00710688j -0.000760039+0.00363532j 0.00326042+0.00221299j -0.00151438+0.00162685j 0.00173669+0.00454228j 0.00353271-0.00151133j -0.000710965+0.00251227j -0.00180252-5.41929e-05j -0.000210633+0.00139455j 0.0010586-0.000902719j 2.13666e-05+0.000719851j -2.20411e-05+0.00040727j -0.000810418-0.00103224j -0.00112096-4.18227e-05j 0.00023727-0.000228455j -0.000580814-0.000294347j 
