0.000833127+0.0105711j -0.0109575+0.00139111j -0.00656243+0.00044458j 0.000617153+0.0061178j -0.00163102+0.00202837j -0.00269613+0.00279667j 0.00428672+0.00488048j -0.00245148+0.00122319j -0.00212672-0.00144833j 0.00226427-0.00210188j 0.00257294-0.00104909j -0.00270811+0.00440402j 0.00485275-0.00666915j 0.00442076+0.00691128j 0.00227134-0.0014062j 0.000604194+0.00250044j -0.00157906+9.96128e-05j -0.00535051-0.00120122j 0.00210517-0.000753873j -0.00614087+0.000800842j 0.000504272+0.00209765j -0.00297873+0.00126482j -0.000718205-0.00139028j 0.00180773+0.00469655j 0.00624228-0.00299787j 0.00473391-0.00156833j 0.00293822+0.000339177j -0.00531282+0.000442458j 0.000204218-0.00334298j 0.00247334-0.00203854j 0.0033714-0.00186019j -0.0030915-0.00321465j -5.78061e-05+0.00867451j -0.00265317+0.000167557j -0.00161913+0.00712211j 0.00312961-0.00633972j -0.0033391-0.000944192j -0.00132331+0.00401629j -0.000701502-0.00467967j 0.00200317+0.000712084j 0.000470125+0.00118418j 0.00281092+0.00157033j -0.00214929+0.00103133j 0.00395226-0.000689917j 0.00169358-0.00133713j -0.00515872+0.0038453j -0.00142739-0.000559433j 0.000421582+0.000243746j 0.000805947+0.00214833j 0.00154125-0.00158213j -0.000402713+0.0041093j -0.00480893+0.00100001j -0.00400662-0.00300909j -0.0106151-0.0086414j -0.00852847+0.0125832j 0.000144431-0.00562685j -0.00934831-0.0041091j -0.000348048-0.00280249j -5.55181e-05+9.82804e-05j 0.00766479-0.0024284j 0.000562453+0.00370613j 0.00118959+0.000645187j -0.00322155+0.00186945j -0.00418481+0.00177978j -0.00786002-0.00514427j 0.00446578-0.0107059j -0.00613064-0.00416051j -0.0178-0.0141698j -0.0160034+0.0159878j 
-0.00116162+0.000919957j 0.0062486+0.00457317j -0.00271556-0.00118874j 0.000178465-0.00223769j 0.00147024+0.00205998j 0.0035899+0.00357251j -0.00304388+0.000691603j -0.000331202-0.000488686j -0.00406185+0.000880014j 0.00280531-0.000525756j -0.00372224-0.00409812j -0.00796508+0.000371369j 0.000511237+0.00328828j 0.00386497-0.00594611j 0.00120163+0.00486832j -0.00281771+0.00146018j 0.0016586-0.00103307j -0.00300294-0.00180887j 0.0107667+0.00429494j 0.00275738+0.00704319j 0.00224713-0.00609165j 0.00198499+0.00155133j 0.00432336+0.00307239j -0.00537493+0.00464258j 0.00763087-0.00155599j -0.00752487-0.000206325j -0.00160086-0.000334502j -0.00490529+0.000713718j 0.000332502-0.00384227j 0.00556432-0.00114764j 0.00110537+0.00053224j -0.00547076-0.000364j 0.00125699+0.00326993j -0.0031851+0.00709032j 0.00409657-0.00754267j -0.000478354+0.00564654j 0.00535202-0.00298542j -0.00367251+0.00453164j 0.0114089-0.000625997j -0.0013039-0.0035588j 0.00311941-0.00399407j 0.00640937+0.00101308j -0.00442697-0.00697072j 0.00142714+0.00179517j 0.00458271+0.00411497j 0.00397561-0.00681403j -0.000399237+0.000916086j -0.00346143-0.0026725j 0.00526184-0.00150493j 0.00130968-0.00317433j 0.00364869-0.00158103j 0.0102393-0.00383642j -0.00208787+0.000569434j 0.00164456-0.00551425j 0.00754711-0.00278604j -0.007683+0.000969023j 0.00305765-0.00100859j -0.000795826+0.00230955j -0.00298969-0.000220179j -0.002254+0.000870398j -7.30003e-05-0.00277345j 0.00222656+0.0043158j 0.000105319+0.00143822j 0.00322154-0.00288141j 0.00426359-0.00223271j -0.00934248+0.00313283j 0.00107766-0.00156069j -0.000664636+0.00325967j -0.0066779-0.00166821j 
0.000509585+0.0023012j 0.007455-4.10871e-05j 0.000758181+0.00328412j -0.00420201-0.000659508j 0.00287482+0.00135328j 0.00335088-0.00487877j -0.00269125-0.00282524j -0.00439909-0.000431902j 0.00452485-0.00190071j -5.75083e-05+0.00265516j 0.00105875-0.00473206j -0.00440833-0.00100093j -0.00215029+0.00271625j 0.000926721+0.0048718j 0.00621179+0.00311562j 0.00586713-0.0111377j 0.00247645-0.000889787j -0.000573246+0.00416082j 0.0034614+0.00782623j 0.00584664-0.00257279j 0.00213688-0.00314945j 0.00361506+0.003525j -0.0047073+0.00546216j -0.000468751-0.00202029j -0.00153595+0.00358286j 0.0137073-0.008166j -0.000522176-0.00576206j -0.00179323-0.000721482j -0.00614864+0.00320831j -0.00225862+0.00821365j -0.00160201+4.30701e-05j -0.00568707-0.00553204j 0.00260262+0.00110723j -0.00182755-0.00206806j -0.00238046-0.00357376j -0.00569995+0.00610606j 0.0034531+0.00287481j -0.00159198-7.49016e-05j -0.00288701+0.00824533j -0.000502283-0.00261163j -0.00154453-0.0010656j -0.00327626+0.00236987j 0.00654849-0.00232426j 0.0012405+0.00822524j 0.00579711+0.00334398j -0.00338488+0.00363785j 0.00243417+0.0025731j 0.0087059+7.40005e-05j 0.00204772+0.00104439j 0.000948211-0.00218683j 0.00834475+0.00156283j 0.00262867+0.00277012j -0.0105056-0.00547482j -0.00587468+0.00472883j 0.0066778+0.00677786j -0.0119329-0.0100806j 0.00328994-0.000256388j -0.00515889+0.00164864j -0.000137661+0.000190452j -0.0068425+0.000326678j -0.00165844+0.000448435j -0.00273284-0.00145098j -0.00356677-0.00279726j 0.00230086-0.00118734j -0.00473646+0.000331225j -0.00328485+0.00011254j -0.0051693+0.00132602j 0.0030253+0.00117705j -0.00763932+0.000531964j 
0.00163869-0.000269133j -0.000359047+0.00181597j 0.00339592+0.00100109j 0.00111857-0.00104222j 0.000987587+0.00128041j 0.00322915+0.000125096j -0.00236482-0.000217126j -0.000813382+0.000656463j -0.00479751+0.000601198j 0.000227033-0.000765744j 0.00427777-0.000737219j -0.00133119-3.78451e-05j -0.00267894+0.000343769j -0.00467114+0.00281059j -0.00133913+7.05317e-05j 0.00194431+0.00279095j -0.000704528+0.000643351j 0.00115132-0.00165361j -0.000261728-0.000534269j 0.0067686-0.00748241j 0.00377317+0.00302517j 0.00104322+0.00189264j -0.00159228-0.00269393j -0.00361733+0.00392953j 0.0034332+0.00269851j 0.00533509+0.000589481j 0.00710849-0.000764055j -0.00407357+0.00709498j -0.00884474+0.00632898j 0.0107338-0.0110654j 0.000317209-0.00186912j -0.00843239+0.00975979j 0.00502449-0.0019033j -0.0010908+0.00107753j -0.00107178-0.00153817j 0.0172843-0.0078621j -0.00494457-0.0063541j -0.00264717-0.00637862j -0.000108746-0.0026142j -0.0105301+0.00874911j -0.00348668-0.00256355j 0.00731149-0.00525555j -0.000491273+0.00376104j -0.00236723+0.00264263j 0.00390156-0.00733336j -0.00350705-0.000814699j -0.00180052-0.00406869j 0.00431278-0.000987275j -0.000261103+0.00420311j -0.00155529+0.00043796j 0.00477613+0.00203465j 0.00050407-0.00404608j -0.00599463-0.0011195j 0.000811789-0.00636714j 0.00331096+8.77692e-05j -0.00431307-8.06028e-05j -0.00142389-0.00451108j 0.00354968+6.44932e-05j -0.00653076-0.00242278j -0.00141041+0.000507631j -0.000949554-0.00341735j -0.000372416+0.0013702j -0.00273686-0.000178492j -0.00245389-0.00050803j -0.00385714-0.00413911j -0.00135442-0.00168313j -0.000369831+0.000620626j 0.00121077-0.000907811j -0.00126941-0.00185824j 
0.00136882-0.000536204j 0.000467651+0.00260544j 0.000786611+0.00420252j -0.00237932-0.000907754j 0.00235418+0.00207351j -0.00275232-0.00216195j -0.00167704-0.000427658j 0.00133389+0.000485745j 0.00220727+0.00222899j 0.000928959-0.000913583j -0.00446433+0.00126371j 0.0066353-0.00126965j -0.000871311-0.00256056j -0.00184533+0.000992202j 0.00638707-0.00613083j 0.00331326-0.00141638j 0.0067459-0.00126373j 0.00627026+0.00485064j 0.00662062-0.00748525j -0.000246779-0.00545014j 0.0023673-0.00025528j 0.00226586-0.00261357j 0.00538736-0.00963329j 0.000567155+0.00429668j -0.00902365+0.00241808j -0.000798659-0.00526948j 0.00543665+0.00256258j 0.00269649+0.0017376j -0.000553409+0.000794777j 0.00763259-0.00690753j 0.00371493+0.00150979j -0.00813233+0.00323704j 0.000474243+0.000597267j 7.18205e-05+0.00622824j -0.00411176+0.000648933j 0.0016441+0.00113279j 0.0014799-0.00706755j 7.91194e-05+0.0052351j -0.00410218-0.00793595j -0.00499441+0.00171208j -0.000653316-0.000229553j 0.00838363-0.00160492j -0.00617974+0.000483733j -0.00214592-0.00264254j -0.00214337-0.00255968j -0.00841724+0.000112359j 0.00304177+0.000532404j 0.00566652+0.00123575j -0.00261675+0.00344549j -0.00123064-0.0012967j 0.00397288-0.00232347j 0.00235203+0.000320415j -0.00174965-0.00270788j -0.0021843+0.00371355j -0.00070606+3.16907e-05j -0.000598718-0.000983665j 0.0019309-0.000855285j -0.0034482+0.00278169j 0.006068-0.00269678j 0.00386356+0.00200222j -0.000821151-0.00220953j 0.0068892+0.0021012j 0.00294446+0.00356618j 0.000513793-0.00310346j -0.00104903+3.12643e-05j 0.00445303+0.00180248j 0.0019385+0.00248682j -0.0012131+0.00207327j -0.000961983+0.00173325j 
0.00307035-0.00294255j -0.0044121-0.00223435j 0.00334792-0.000438717j 0.000495554-0.00188437j 0.00161819-0.002119j 0.00489277+0.00112078j -0.00117583-0.00015779j -0.00403869-0.0071569j 0.00286116+0.00391795j 0.00737857-0.00189466j -0.00226441-0.00661563j 0.00909593+0.0127151j 0.00159716+0.00335729j -0.000970273+0.00241855j -0.00191711-0.00038309j -0.00169074+0.00139395j -0.00399905+0.00293082j -0.00205305-4.92037e-05j 0.00326558-0.0103716j 0.00206029-0.00479851j -0.0035882-0.00570411j 0.00342659+0.000714349j 0.00478421-0.00105584j -0.00904749-0.0026157j 0.00189826+0.00223131j 0.00257192-0.00359097j -0.00430571+0.0016013j -0.00657025-0.00273887j -0.0018991-0.00544087j 0.0101452-0.00261129j -0.000958226-0.00290999j -0.00235695-4.43118e-05j 0.00650407-0.00240177j -0.000454672+0.00209938j -0.00124868+0.00201068j 0.00398403-0.00173634j -0.00173055+0.00109334j 0.0058982+0.00191515j 0.000130351-0.000226434j -0.00308332+0.00181262j -0.00560503-0.00476937j 0.00239044+0.00310865j 0.00348376-0.0019167j -0.00114019-0.00373824j 0.00256429+1.07619e-05j 0.000468333-0.00182474j 0.000892919+0.00871128j -0.000719282-4.37854e-05j -0.000555646+0.00185624j 0.000900925-0.00261378j 0.00129463-0.000521266j -0.00279226+0.000581428j -0.00573026-0.00175526j 0.00150948+0.00610393j -0.00202803+0.000617166j -0.00439963-0.0067134j -0.0042957+0.00741167j 0.0126574-0.0056959j -0.000188936+0.00121127j 0.00231424+0.00679642j 0.00494107-0.0038159j 0.00182284+0.000385167j -0.000930077-0.00110559j -0.00387492+0.00455054j -0.00340998+0.00107169j 0.00294538-0.00206228j -0.00149476+0.000734019j -0.00140974-0.00295277j -1.57057e-05-0.00191209j 
0.00332923+0.00361185j 0.00818273-0.00108999j -0.000364066+0.0025053j 0.00168952+0.000919043j 0.00217897+0.00186935j 0.00628957+0.00398084j -0.00390639+0.000572911j 0.00529375+0.000243917j 0.0112645+0.00074217j 0.00375135+0.00045069j 0.00250529+0.00279263j 0.00290433+0.000752059j 0.000192392-0.00188483j 0.0074017-0.00128398j 0.0047772+0.00280858j -0.00994752+0.00359143j -0.00687269+0.00376457j 0.00513641-0.00133523j -0.00278626-0.00129858j 0.00658494-0.00661805j -0.000993282+0.00317333j 0.000511968-0.00108419j -0.00550431-0.000952496j -0.00077263+5.4207e-05j 0.00538508-0.00135795j -0.00707692+0.00210892j -0.00470125-0.00101328j -0.00141781+0.000115823j 0.0020504-0.00392066j 0.00059569+0.00178144j 0.00434291+0.000534353j 0.0011727-0.00171342j 0.00369983+0.0069819j 0.00464931-0.00656169j -0.00142668-0.00134085j -0.000228022-0.00489336j 0.00210001-0.00232844j -0.00270278+0.00138357j -0.00289605+0.00109609j 0.00408613+0.000854091j 0.00100573+0.00780872j 0.00265859+0.000658174j -0.000582078+0.00265706j -0.00566317-0.00998184j 0.00780206-0.00252512j 0.0035244+0.00409405j 0.00234104+0.00092015j 0.00356693+0.000880546j 0.00186978+0.00193367j 0.00385283+0.00171496j 0.000557812+0.00273385j -0.0022542+0.000770906j -0.00240602-0.000764823j -0.00116394-0.0060717j 0.00215692+0.00210978j -0.000598634-0.00330901j 0.00393314+0.00110951j 0.00782426-0.00134423j -0.0025128-0.00132527j 0.0020256+0.00149056j 0.00390904-0.00285548j 0.00277032+0.00444444j -0.00276613+0.000982j -0.00229452+0.00397761j 3.16625e-05-0.00346163j -0.000306779+0.00355533j -0.000245873+0.00682257j 0.00788611-0.00075724j -0.00430022+0.00171489j 
0.000607699-0.000235141j -0.000983654-0.000262661j 0.0018063+0.00200302j 0.00103802+0.00195884j -0.00180155+0.000155159j -0.00221616+0.00551383j 0.00178453-0.000257904j 0.000606065+0.00040201j -0.00386446+0.00172358j -0.00314135+0.00334953j -0.00390716-0.00169399j 0.000891966-0.00405667j 0.00706534+0.000592876j 0.000615605-0.010678j -0.000793427-0.00619211j 0.000874081+0.00535404j 0.00354069+0.00756753j -0.00752453-0.00382682j 0.00135405+0.00247147j -0.00958859-0.0044256j -0.00107189-0.00196237j 0.00617991-0.0059173j -0.00127871+0.00440275j -0.00307354+0.00129517j -0.00301773-0.00673246j -0.00293631+0.0102445j -0.00717302+0.00123322j 0.00790714+0.00544931j 0.000203551-0.00693318j 0.00178805+0.00596667j -0.00508099+0.00228963j -0.00125796-0.00912603j 0.00214591+0.000898713j 0.00163973+0.000270345j -0.00435549-0.0058121j -0.00353814+0.00484436j 0.00714938-0.00137953j 0.000131671+0.00171301j 0.00503286-0.00429551j 0.00161341-0.00675712j 0.00395602-0.0052573j -0.00236404-0.00162189j -0.00510109-0.00145759j -0.000419724-0.00509901j 0.00351758+0.00271257j 0.0047488-0.00146057j 0.0041734+0.00146116j 0.00173732-0.000485983j -0.00392105-0.00062344j -0.00302125-0.00487293j -0.00351346-0.00113793j -0.00401337+0.00150854j -0.00102715-0.0065394j -0.00587101-0.000401652j 0.0028608+0.0026133j 0.00367517-0.00486492j -0.00199436-0.00253956j -0.0017802-0.00356865j -0.00265412-0.00447233j 0.00476288+0.00700506j -0.00582836-0.00577781j -0.00195774+0.00306014j -0.00251615+0.00171617j -0.00383167-0.00142475j -0.00141968-0.0025996j 0.00322918-0.00497141j 0.00433774-0.00207936j -0.000135981-0.00158813j -0.00145288-0.00172415j 
-3.75074e-05+0.00203414j 0.0040994-4.36764e-05j 0.00286769+0.000964018j -0.0014929+0.00105671j 0.00461239+0.00325049j 0.00490396+0.00532971j -0.000338016-0.00180097j 0.00124581+0.00268485j 0.00021048-0.00112863j 0.00095546+0.002444j -0.00214229+0.00309257j 0.00557532-0.000224946j -0.00104666-0.000359944j 0.00452267+0.000173009j -0.00212801-0.00313831j 0.00424473+0.00426918j 0.00377382+0.00295266j 0.000978619-0.0122466j -0.00373646+0.00235717j -0.0104463+0.00119894j 0.00564686+0.00622749j 0.00488288-0.00364234j 0.00589363+0.00128941j -0.00314227+0.00164699j 0.00190802+0.00547544j 0.00149151+0.00341743j 0.0056707-0.00168628j 0.00691808+0.00348252j 0.00138404-0.000578733j 0.00404805-0.00674749j -0.00361461-0.00200781j 0.00205576+0.00637565j -0.0021679+0.00183745j 0.00190417-0.00022744j -0.000919695+0.00466053j -0.00216659-0.00614949j 0.000248294-0.00545439j -0.0016014+0.00163407j 0.00282705+0.00108902j 0.00108412+0.00620357j 0.00431326-0.00203358j 0.00156317-0.00886006j -0.00462319+0.00152804j 0.00022778-0.00251784j -0.0018046-0.0093993j -4.02806e-05-0.0020238j 0.00328637-0.00472113j 0.00372602-0.00188403j -0.00185266+0.0021303j -0.00127159-0.00111167j 0.0048902+0.00128223j 0.00885469-0.00191568j 0.00259001-0.00107384j 0.00290441-0.00692547j 0.00437729+0.00093379j -0.000929085-0.00100755j 0.00425012-0.00172055j -0.000824971-0.00334427j 0.00359194+0.00420129j 0.0013207-0.00351336j 0.00240283+0.000126691j 0.00125683+0.00898452j 0.00132678+0.00364733j 0.0070617+0.00423169j 0.00123037+0.00268322j 0.000277991-0.0017668j -5.36152e-05+0.00400824j 0.00172817+0.000726065j 0.000350927+0.00214975j 
-0.000907721-0.00023213j -0.00126118-0.000287107j 0.00238954-0.00174461j -0.00116055+0.00340056j 0.00183269-0.00327125j 7.20988e-05-0.00131041j 0.000988576+0.00607238j -0.000664178+0.0073601j -0.00421689-0.000689555j 0.00111898-2.87663e-05j 0.00438085-0.0017232j 0.00208221+0.00529025j 0.00112171+0.00377814j 0.00493669+0.00146947j -0.00521146+0.010393j -0.00180606-0.000118999j 0.00513986+0.000527364j -0.00324238+0.00839376j -0.000574598-0.0014676j 0.00164913+0.0021097j 0.0051436-0.00484132j -0.0051053+3.28916e-05j 0.00102735+0.00284007j 0.00236573+0.000443511j 0.00302647-0.005521j -0.00353653+0.00185917j 5.37957e-05+0.00849422j -0.00208315+0.00606057j -0.00521151+0.00435203j 0.00757657+0.00952542j -9.71428e-05-0.0016606j -0.0037155-0.00430469j 0.00511797-0.00322781j 0.00143086-0.00212729j -0.00284294-0.000966456j 0.00285891+0.00623372j 0.00372084+0.0106102j 0.00444787-0.00481366j -0.00627876-0.00546544j 0.00199114+0.00535331j 0.0026657-0.0018762j -0.00559904+0.00457915j -0.000704561-0.00498784j -0.00210392+0.00708005j 0.000566581-0.00657209j 0.00520582-0.00204784j 0.00295455+0.00106649j 0.00260467+0.00833454j -0.00639147+0.000607287j -0.00732943+0.00223892j -0.00263314+0.00370255j 0.00399846+0.000351377j 0.000895481+0.00532469j -0.00599003-0.00747704j 0.000337251+0.00627255j 0.00444497+0.00454592j -0.00124931+0.00111339j -0.00205978-0.00451253j -0.000422168+0.00689542j -0.00430286+0.00468087j -0.00380956+0.00185086j -0.00426039+0.00419228j -0.000237005+0.0010183j 0.000449825-0.00228879j -0.00111476-0.000543424j 0.00104118-0.00199692j 0.000313261-0.000247643j -0.00125494+0.00100283j 0.000349938-0.000301474j 
-0.00205491+0.000186988j 0.00361166+0.00335206j -0.0053869+0.000531549j -0.00519038-0.000889128j 0.00281106+0.00132766j 0.00355654+0.00134193j -0.00338725-0.000565568j 0.00105463+0.00171216j 0.00120681+0.00107426j 0.00435685-0.0028021j -0.00695895+0.00154644j -0.000846972-0.00051389j -0.00133351-0.00255723j -0.000591989-0.00347513j 0.0043292+0.00198451j 0.000575354+0.000270848j 0.00615586-0.00560749j 0.00101362+0.00801106j 0.00944518-0.0134944j -0.0113341-0.00213385j 0.000878747-0.000457092j -0.00115557-0.00124129j 0.00071088-0.00173977j 0.000591296+0.00453624j -0.00293833-0.00329313j 0.00306634-0.00389307j 0.000275341+0.00372774j 0.00688817+0.0031138j 0.00798879-0.0027857j -0.00897224+0.00479079j 0.00268341-0.00264872j 0.00814184-0.000121659j -0.00306212-0.00166779j 0.00259227+0.0033401j 3.456e-05-0.000923037j -0.0107155-0.00116475j -6.7151e-06-0.000847548j 0.000299211+0.00412771j -0.00226939-0.00403248j 0.00949419+0.00112996j -0.0030273+0.00210515j -0.0026177+0.00358163j 0.00171613-0.0033969j 0.00845516-0.00499007j -0.00472088-0.00322708j 0.00167144-0.000870573j 0.000952359+0.000385926j -0.00118403+0.00124892j 0.002901-0.000146899j -0.000164846+0.000709227j -0.00109478+0.000874281j 0.00359856+0.00269042j 0.000293971+0.00615809j 0.0043767-0.00426952j -0.00626403-0.000957533j 0.000685416+0.00253146j -0.00182013+0.00219814j 0.000194486+0.00245602j -0.00137853+0.00647061j 0.00275461+0.000909353j 0.00164581-0.00152351j -0.00196646+0.00124868j -0.00225456+0.00021667j 0.00323995+0.00402975j -2.85855e-05+0.000618357j -8.27236e-05+0.00730916j -0.00456381+0.0015076j -0.00120941+0.00309397j -0.00246228-0.000681954j 
0.00341483+0.00131606j 0.00178736-0.000143533j 0.00497203+0.00120179j 0.00177871+0.00115696j 0.000813875-0.00050006j -0.00866285-0.00436178j -0.000371966+0.00121072j 0.00346578+0.000349132j 0.00514698-0.00148007j 0.00151093-0.00292457j 5.62299e-05-0.000789288j -0.00070885+0.00186382j -0.00245936-0.00172724j 0.00155867-0.00311378j 0.0061322-0.00419467j 0.00671236+0.0030599j -0.00403336+0.00299873j -0.00575559-0.00336372j -0.00593276-0.00267799j 0.00750604+0.00274344j 0.00145799+0.00168882j 0.000122461+0.00709028j 0.00340556+0.00103105j -0.0043069+0.000816877j -0.00130791+0.00617563j -0.00474781+0.00128869j 0.00537529+0.00147673j 0.0028231-0.00381397j 0.00704622-0.000547719j -0.00208021+0.00474818j 0.00162865-0.00319878j 0.00235907-0.00106065j -0.000806672-0.00347924j -0.00118838-0.00514355j 0.00577082+0.00511884j -0.0072085-0.0003318j -0.00401456+0.00135693j 0.0023276+0.00217841j -0.00392193-0.00204764j 0.00408221+0.00154347j 0.00537046+0.00192838j -0.00819258-0.00295612j 0.00311985-0.00377993j 0.00704454+0.00192834j -0.00226988-0.00192164j -0.000294269+0.000930396j 0.000719321+0.000409634j 0.00586921+0.000606653j 0.00084962+0.000878298j 0.00320279+0.00171926j 0.00124917+0.00141738j 0.00256767-0.000578763j -0.00650196-0.00225949j 0.00140999+0.000820341j 0.00159338-0.00150016j -0.00576317+0.000167639j -0.00174495-2.40125e-05j 0.00314568-0.00434475j 0.00261172+0.000640954j -0.00484476-0.00209375j -0.000484549+0.00406337j -0.00138937-0.000134616j 0.00338289+0.000387441j -0.00253098-0.00224128j -0.00298893+0.00327942j 0.00450081-0.00267657j 0.00180532+0.00161141j 0.00158485-0.00117753j -0.00107696+0.00376106j 
0.0025213+0.00161387j -0.00631204-0.00202315j 0.0062426+0.00178896j 0.0027627+0.00378598j -0.000803245+0.000508878j 0.0028651+0.00298121j -0.0010799+0.00392781j -0.00488709+0.000231653j -0.00418226+0.0106516j 0.00134445+0.000659415j 0.0052758-0.00158892j 0.0012607+0.00143128j 0.00733558+0.00603571j -0.00186155+0.00342501j 0.00711327+0.00392655j -0.00109001+0.00524897j 0.00236158+0.000930091j 0.00223172-0.0038139j 0.0035174+0.000259222j -0.00420577+0.00654212j 0.00364237-0.00382793j -0.00569117-0.0021823j 0.000644295+0.00487229j 0.00304337-0.00116935j -0.00881899+0.00803941j 0.00296049+0.0058908j 0.00287844+0.00282052j 0.00714823-0.000550432j 0.00381051-0.00915881j -0.00133808+0.00162761j -0.00153698+0.00383187j 0.00517491-0.00798333j 0.00381746-0.00197079j 0.00183288-0.00318866j -0.00252801+0.00103808j -0.00190408+0.00427286j 0.00601665-0.00464569j -0.00443122-0.00752851j 0.000493011+0.00175623j -0.00264185-0.00187764j 0.000803772+0.00261705j 0.00774282+0.00491786j 0.00614905-0.007474j 0.00135319-0.00050722j -0.00166973+0.000450988j -0.0014862+0.00653092j 0.000765372+0.00121187j 0.00595062+0.0106418j 0.00233494+0.00363749j -0.00378876+0.00207551j 0.00739686-0.0015531j 0.00339776-0.000545143j -0.000301509+0.00242651j -0.0021325-0.000683806j 0.00503686+0.000158388j -0.00418444+0.00561612j 0.00110001-0.00177986j 0.00239482-0.00571382j 0.00680886+0.00199725j -0.000697048-0.00121413j 0.00340756-0.00343048j -0.00397362-0.00111197j -8.50023e-05+0.00385192j 0.00016818+0.000117043j 0.00364279+6.12538e-05j 0.00362019-0.00295599j -0.000181687-0.00202371j 0.000431278-0.00120327j -0.000194213-0.000944575j 
0.000752077-9.49952e-07j -0.00016821+0.00125471j -0.00608803-0.000965854j 3.26063e-05-0.000185004j 0.000602601-0.00034844j 0.00397688+0.00289963j -0.00286066-0.000386993j 0.00622095+0.00170184j 0.00522655+0.00339504j -7.38199e-07-0.00368678j 0.00579432+0.00170919j -0.00489557+0.00459772j 0.00115304+0.0025738j -0.00505602-0.00780761j -0.0051348+0.00500412j -0.00965701+0.00111826j 0.000403852+0.00621003j 0.00213423+0.00345333j -0.00693961+0.00631624j 0.00547179+0.00467656j 0.00175345-0.00609242j -0.00393586-0.00040369j 0.0033903+0.00353535j 0.00878167-0.00309052j 0.00762635-0.0027573j 0.0035875+0.00695411j 0.00614913-0.00163777j -0.00290013-0.00658118j 0.00558076-0.00646384j 0.000110668+0.00846055j 0.00316699+0.00366811j 0.00533616-0.00740083j -0.000531835+0.00331323j 0.00161362-0.00482915j 0.00317021-0.0039467j 0.0010088+0.00848017j -0.0014083+0.000399156j -0.00337062-0.00170702j 0.000114511+0.00149794j 0.00417135-0.00255721j -0.00373642-0.00270141j -0.00253638+0.00155826j 0.00467958+0.000286043j 0.00252657-0.00140952j -0.00195597+0.00106315j -0.00496311+0.00165129j -0.00122249+0.00253384j -0.00383178+0.0028961j 0.000314282-0.00651825j 0.00311998+0.00486507j 0.000375832+0.000598575j -0.0030654+0.00107443j -0.00238465+0.00237166j -0.000238795-0.0015864j -0.00298845-0.00434181j 0.0031319+0.00576334j -0.00171215-0.00229342j -0.000663499-0.00270387j -0.00234088-0.00463606j 0.000678384-0.00253582j 0.0075892-0.0024573j 0.00660492+0.00395569j -0.00155921-0.00451031j -0.00360939+0.00144288j 0.00149907-0.00150152j -0.0019626+0.00151433j -0.00160891-0.0010022j -0.000493767+0.000189251j -0.00139722-0.00178601j 
-0.000589283-0.00359833j -0.00519509+0.000443536j 0.000210783-0.00064655j 0.00199526-0.000924395j 0.00128566-0.00228512j 0.00743725+0.00138276j 0.00274748-0.00192758j 0.00110247-0.00131642j -0.00781707+0.00427474j 0.000499132+0.00302173j 0.0051115+0.00573323j -0.00410769-0.000373205j 0.00610371-0.00222765j 0.00143565+0.00317464j 0.00355715-0.00193117j -0.00776941-0.00187876j -0.00206755-0.00267765j 0.00695882-0.000165147j 0.00680074+0.000738547j 0.00339091+0.00795446j 0.00575602+0.0021209j -0.00912627-0.00741106j -0.00216985-0.00952286j 0.00157956+0.0022766j -0.0040606-0.00820243j -0.00436926-0.0056029j -0.00031128-0.00110995j 0.00587825-0.00269224j 0.00464825+0.00690914j -0.00438528-0.00440649j 0.00254873+0.00207223j 0.0027714+0.00300678j -0.00218732+0.000737253j 0.00248795+0.00125488j 0.000785425+0.00415002j -0.00319799-0.00606477j 0.00411446-0.0018941j -0.00179752-0.000314278j -0.00194756-0.00204684j 0.00269376-0.000125176j -0.0044321-0.0049079j -0.00146245-0.00118464j -5.33804e-05+0.00526442j -0.00135933-0.00561914j 0.00160943+0.00193583j 0.000513505-0.000309601j 0.00201305-0.0017447j -0.00131699-0.00386227j -0.00220039+0.0045794j 0.00276581+0.00129722j -0.00257338-0.00348239j -0.00389726-0.00104284j -5.22965e-05-6.56093e-05j -0.004183+0.00190472j 0.00263793+0.000556503j 0.0023199+4.73762e-05j 0.00168226+0.00647672j -0.00213448+0.00407741j 0.00156938+0.00117516j 0.00237811-0.00314329j -0.00234985+0.00295478j -0.000139227-0.00157532j 0.00294198+0.00794523j 0.000130966+0.00180949j 0.000687329-0.000381562j -0.00251788-0.00205837j 0.0018351-0.00153328j -0.00310995-0.00153067j -7.03479e-05-0.00229496j 
