0.0047849-0.00654806j 0.00629059+0.00431048j -0.00176862+0.00647333j 0.00629316+0.00110274j 0.00237643+0.00177051j 0.000201496+0.00150527j 0.00398164-0.00246455j 0.000464563+0.00461553j -0.00210665-0.00154741j 0.00372282+0.000115128j 0.000118986-0.00473699j -0.00184973+0.00242537j -0.00237667-0.00335011j 0.00367753-0.001479j -0.00147259-0.00216563j -0.0011278+0.000642053j 0.000842862-0.00105284j 0.00143364+0.000260357j 0.000341852+0.00318246j 0.000806037+0.000668982j -0.00393874+0.00177138j 0.00137133-0.00124481j 0.00133049+0.00267538j -0.00306391-0.00268379j -0.00016422-0.000644015j 0.000136097+0.00123222j 0.00235215-0.00108737j -4.88286e-05+0.000504945j -0.000431602+0.00127082j 0.0017303-0.000502437j -0.000265194-0.00236707j 0.00285936+0.000881978j 0.00329931+0.000311065j 0.00105051-0.000367637j 0.00208253-0.000382294j 0.00147823-0.00114252j -0.000388306+7.27516e-05j -0.000700996+0.00162147j -0.00135268+0.00112573j -0.00143149+0.00292317j -0.00207495-0.00171466j -0.00197494-0.000887773j -0.00248167+0.000252998j -0.00109065-0.002309j -0.000724851-0.00166166j 0.00101834+8.1958e-05j -0.00131383-0.00218972j 0.00314443+0.000181128j 0.000286133-0.00123073j 0.000252019-0.00230299j 0.00276421-0.00171918j 0.000449821+0.000718421j -0.000668423+0.00261245j 0.00103384-0.000427175j -0.000449087-0.00107249j 0.000643523-0.00242236j 0.000189114+0.0014023j -0.00115067+0.00760203j 0.00988747+0.00444284j 0.00182988-0.0104087j 0.000227897-0.00131993j -0.00761823+0.00327174j -0.000990676-0.000834202j -0.00585429+0.00592602j 0.00445774+0.00302849j 0.00566939+0.00250831j 0.00642974+0.00698075j -0.00517133+0.00775713j -0.00852528-0.0117357j -0.0126+0.00834166j 
-0.00218505+0.00216109j 0.000387094+0.0034563j 0.00212402+0.00185491j -0.00103978+0.00374354j 0.00101677+0.00463143j -0.00172607-0.00253614j -0.0028236+0.00261247j 0.0010761+0.000213169j -0.00118213+0.00143265j 0.000813578+0.00387932j -0.000520806-0.00312311j -0.000540151+0.00233825j 0.000611528-0.00206319j -0.00496536+0.000139835j -0.000908234-0.000192823j -0.00347874+0.00305976j -0.000602503-0.000220165j 0.00572718+0.00724397j 0.0044976+0.00693069j -0.00218514+0.00262222j 0.00289735+0.00402699j 0.00374073-0.0026853j 0.00907112-0.00095909j 0.00289165-0.00609758j -0.00389523+0.000799167j -0.00323298-0.000456465j -0.000994364+0.00391378j -0.000794374+0.00101866j 0.00402549-0.000347229j -0.00130192-0.0106793j 0.00638265-0.00248663j 0.00716058+0.000373657j 0.00449829+0.000808365j 0.0029007+0.00206055j 0.000130296-0.0018684j -0.0099561-0.00299258j -0.0116436+0.00363675j 0.00152187+0.00418184j 0.0023889-0.00149876j 0.000165213-0.000318027j -0.00528583+0.00313302j 0.00258924-0.00107913j 0.0063618-0.00435677j 0.00114322-0.00443877j 0.0100858-0.00162043j -0.0033901-0.00394534j 0.00364121+0.00158968j -0.00305925+0.00631432j -0.00586262+0.00218229j -0.00331369+0.00308545j -0.00476493-0.000271102j 0.0044334+0.000927191j 0.0075771-0.000158961j -0.00207956+0.00185945j 0.00196317+0.00316531j 0.00324766-0.000865245j -0.00267623-0.00624971j 0.00408167+0.00507643j 0.00547763+0.00374084j -0.00160591-0.005089j 0.00335493-0.00268891j -0.00307303+0.000546521j 0.000360952-0.00326136j 0.00285289+0.000745566j 0.00377335-0.00216908j -0.000840717+0.000972115j -0.00470703+0.000134723j -0.00157826+0.00196535j 0.0041258-0.00250386j 0.000444846+0.00215132j 
0.000925775-0.00294916j -0.00151241+0.00170787j 0.000246253+0.00175442j -0.00159514-0.00116332j -0.00133525+0.00281457j 0.00377594-0.00519333j 0.000336779-0.00259069j -0.00203252+0.000140805j 0.00118948-0.00361701j 0.000139935+0.00404146j 0.000820028-0.000507931j 0.000983837-0.00482086j -0.00313613-0.00175375j 0.00280863-0.0053352j 0.000743463+0.0010212j -0.00196971+0.0058798j -0.000977233-0.00294783j -0.00331402+9.42794e-05j 0.00213724-0.00269366j -0.00104624+0.00370082j -0.00833733-0.00374788j -0.00241701+0.000834733j 0.00707419-0.00604322j -0.00492097-0.000971869j 0.00271771-0.00204681j -0.000613819-0.00175682j 0.00327638+0.0095713j 0.00559699-0.0012815j 0.00737267-0.00720436j -0.000736241-0.00198451j 1.38765e-05-0.00403986j 0.00288718+0.00316902j -0.0067913+0.00425353j -0.00344856+0.0019417j -0.00205924-0.00480615j -0.00276443-0.00440255j 0.00407222+0.00323464j -0.00415131-0.00436109j 0.00404126-0.00817575j 0.00599595-0.000396384j -0.00650461-0.00205719j -0.00042583-0.000586284j 0.00291361-0.000978492j -0.00480716-0.00290553j -0.00128225-0.00110327j 0.00479266+0.00160941j -0.00176258-0.000102106j 0.0065038+0.00388522j 0.00590006+0.00336729j 0.000191564+0.000379201j -0.0111397+0.000210255j -0.00377323-0.00214748j -0.0141087-0.000660545j -0.00223959+0.0010486j -0.00557455-0.0042183j -0.00126014+0.00374904j -0.00187712-0.00291109j 0.00390548+0.00254378j -0.0024802+0.00491297j -0.00569282-0.00479173j -0.00265667+3.0715e-05j 0.00223167-0.000985957j -0.000448618-0.00267229j 0.00624062+0.00241792j 0.00084989+0.00349912j -0.00382955+0.0025559j -0.00249503-0.00181513j 0.00183652-0.000681366j 0.00168086-0.00116757j -0.00182671+0.00228256j 
-0.00235991-0.00420924j -0.00238505+0.00262591j 0.000919067-0.000164466j -0.00248171+0.0024673j 0.00122123-0.00154728j -0.000606485+0.00222344j -0.00115641-0.00162652j 0.00352493+0.000630677j -0.00143667+0.00122969j -0.000980048+0.00238224j -0.0036511-0.00267253j 0.00143249-0.00185749j 0.00143587-0.00180594j -0.00146394+0.00251358j 0.0054265-0.00158448j -0.0012367-0.00131134j 0.00419199-0.00427202j 0.00215793-0.00494238j -0.00313681+0.00406085j 0.00136868+0.00258721j 0.00370886-0.000244988j 0.00229975+0.000362202j 0.00355811+0.00238045j -0.0035813-4.26046e-05j 0.000515048-0.00378137j -0.000764602-0.00129679j -0.00512746-0.00279211j 0.00011149-0.000642203j 0.00506734+0.00314247j -0.00149124-0.000963635j -0.000268674+0.00296264j 0.000406137-0.00392816j -0.00387981+4.51202e-05j 0.000201621-0.00115472j -0.00429635+0.00429249j -0.00309832-0.00241406j 0.00650052+0.0037133j 0.0034663+0.00391895j 0.00303255-0.00163756j -0.0027979+0.00438852j 0.0032593+0.000480024j 0.000616579+0.00095118j -0.000467512+0.00133285j -0.00932902-0.00444636j -0.000416249-0.00375066j -0.00709929+0.00108481j 0.000395691-0.00338546j -0.00168905-0.00439074j 0.00315862-0.000691013j 0.00289082-0.000903401j -0.00330011-0.00362397j 0.0085532+0.00613318j 0.00202973+0.00821806j 0.00796022+0.0106597j -0.00301071-0.00441133j -0.00242886-0.011114j -0.00608687-0.000985645j 0.00492206+0.00462937j -0.00773217+0.00299791j -0.00131182-0.00180245j -0.00268149+0.00466765j -0.000313468-0.00168052j 0.00299989-0.0044399j 0.000855421+0.000171356j -0.00129628-0.00357818j -0.00331425+8.65451e-05j 0.00046202-0.00319366j 0.00211422+0.00472548j 0.00286978+0.00364673j -0.00360521+0.00224261j 
-0.00107766-0.000909337j 0.000693863+0.000537771j 0.000807344+0.000910497j 0.0003915-0.000116108j -0.000696903+0.00274826j 0.00170412-0.0036773j -0.00147369-0.00172157j 0.000441617+0.000584675j -0.000486417+0.00115378j -0.00100788+0.00111597j -0.00151694+0.00146859j 0.00243332-0.00344256j -0.00345052+0.00150659j -0.000897227-0.00269382j -9.32634e-06+0.0016675j 0.00293906-0.00189468j -0.0043919+0.0024627j -0.00407795+0.00016904j -0.00170236+0.00691296j -0.00335991+0.00164666j 0.00261666+0.00317267j -0.00420436+0.00189273j -0.00169622+0.00476939j -0.000868678-0.00234622j -0.000704781+0.00750716j 0.00337554-0.00393315j 0.00241945+0.00723036j -0.00500954-0.000581966j -0.000570261+0.00384525j 0.00600667-0.00521992j 0.002252-0.000420927j -0.00849494+0.0027426j 0.00291371-0.00170557j -0.00078811-0.00471301j 0.000367798+0.000576029j 0.00306266-0.00536792j 0.00048778-0.00548094j -0.00534299+0.000396215j 0.00281521+0.00313039j -0.00153365-0.0047613j 0.00311908+0.00367148j 0.00638767-0.00214124j -0.0102654+0.00602392j -0.0028529-0.00170358j -0.00104876+0.00307536j 0.00899099+0.00047731j -0.00389037-0.00400074j 0.00632464-0.00187232j -0.00635125+0.00153425j -0.00758286-0.000809201j 0.00523095+0.0022485j 0.00864478+0.00639667j 0.00755673+0.00133931j -0.00783684+0.00337515j -0.00495302-0.00345479j 0.00851267-0.00293483j 0.00025319+0.000366949j 0.00283043+0.000698476j -0.00219342-0.00227554j 0.000570142-0.00227574j -0.00122819+0.000575768j -0.00249918+0.00210997j 0.000218957-0.00188832j 0.00199864-0.000329658j 0.00189969+0.000114981j -0.00129256+0.00112755j -0.00240792+0.00180899j -0.00217406+0.000354144j 0.000821686+0.000128997j 0.00070207+0.00174431j 
-0.00389539+0.00210893j -0.000431607+0.00232653j 0.00410158+0.0027613j -0.00223735+0.00445576j -0.000179516-0.000279172j -0.00271772+0.00353259j -0.000971583+0.000206469j -0.0020503+0.000380195j 0.00207521+0.00349282j -0.00129513+0.00370221j -0.000983426+0.00154631j 0.00185867+0.00222253j 6.23528e-05+0.000886842j 0.00108126+0.0062319j 0.00175418-0.00381257j -0.00360923+0.00291282j 0.000532478-0.00205636j -0.000458235-0.00263558j 8.9717e-05-0.0015739j -0.00112464+0.00384596j -0.00098372-0.00668053j 0.000643792+0.00261359j -0.00233182-0.00265042j -0.00240823+0.0019794j -0.00357992+0.00148912j -0.00381574+0.00562719j -0.00232835-0.00444094j -0.00167192+0.00239755j -0.00094662+0.000347802j 0.00546692+0.00195513j -0.0029366+0.00373591j -0.00280254+0.00134373j 0.000595382-0.00114286j -0.00435067-0.000293036j -0.00386234+0.00537633j 0.00150568+0.00225842j 0.00155323+0.00269129j 0.00128575+0.00257054j -0.00508445-0.00230479j 0.00144232+0.000750647j 0.00354791-0.00183596j 0.00268063-0.00558489j -0.00826762+0.000101993j -0.00541165+0.00133901j -0.00481589-0.000825664j -0.00100531+0.00583663j -0.00339831-0.00127001j -0.00282997+0.00557778j -0.00292618+0.00353921j -0.00134333+0.00160463j 0.00762093-0.00256315j 0.0032382-0.000548777j 0.0149225-0.00745914j 0.00441484+0.00120649j -0.00114105-0.00329836j -0.00760839-0.000417656j -0.00849655+0.000211507j 0.00523295+0.00147753j -0.00113408+0.00918461j -0.00528081-0.000189586j -0.00203804-0.000832102j -0.00130554-0.00260287j -0.00426026-0.0042645j -0.00166688+0.00465659j -0.000575483-0.00332386j -0.00214314-0.00217104j -0.00282716+0.00236233j 0.00114595+0.00582869j 0.00148381-0.00389728j -0.00131486+0.00561719j 
0.00213611-0.00224958j -0.00145583-0.00344564j 0.000512649+0.00124215j 0.00359264-0.00385248j -0.00196614+0.000187052j -0.00401693+0.0026765j 0.000725475-0.00233402j -0.00121196+0.00176513j -0.00119707+0.000458026j 0.00312555-0.00117054j -5.11748e-05-0.000239686j -0.000613421+0.00182839j -0.000795919+0.00149314j 0.00226524-0.00269046j -0.000557615+0.00185698j -0.00100023+0.00388974j 0.00259975+0.00204844j -0.00503865+0.000208716j 0.00337558+0.00387758j 0.000746329+0.000483699j -0.00222153+0.00532509j 0.00138918-0.00120819j 0.000310685-0.00460626j -0.000473078+0.00137364j 0.000909108+0.00118832j -0.00200065+0.00447195j 0.000299674-0.00220776j -0.00355398-0.00582094j -0.00176396-0.00852416j -0.00147462-0.00502788j 0.00177015-0.00334519j -0.00260745-0.00211597j -0.00986821+0.00311622j -0.00756476+0.0026801j 0.00198379+0.00578572j 0.00199434+0.000428289j -0.00545718+0.00563431j 0.00281363+5.59456e-05j 0.00467626+0.00100468j 0.000825867-0.00465235j 0.00245569-0.000969008j -0.000180097-0.00588678j -0.00507543+0.00369726j -0.00194885+0.00184175j -0.000771497+0.00302319j 0.00290406-0.00503298j -0.000996271-0.00706727j -0.00407343+0.00458867j -0.00249389-0.000577507j -0.00765275+0.00214779j -0.00105123-0.00306731j 0.00478651-0.00207183j -0.00158978-0.00803875j -0.00104741+0.00198647j -0.000822536-0.00374417j 5.05138e-05-0.00652616j -0.00314439+0.00440237j -0.000317659+0.00434656j 0.0069991+0.00682907j -0.000815984-0.00451143j -0.00145697+0.000646283j -0.00279798+0.000850447j 0.00160402-0.00165594j 0.00082402+0.00341657j 0.000398711-0.00252653j 0.000795066+0.00549587j 0.00109236+0.00610164j -0.00182773-0.00142562j -0.00359138+0.000143581j -0.00345573-0.0037099j 
0.00234782+0.00015875j -0.00320593+0.000724324j -0.00203485+0.00259766j -0.000499272-0.000322347j -0.00255266-0.00103066j -0.00119121+0.00540797j 0.00257966-0.000734355j -0.00397866+0.000797506j -0.00391325+0.000639788j 0.00433716-0.000367705j 0.00240226+0.00200472j -0.00391129-0.00106801j -0.00202935-0.000393501j 0.00480567+0.0058318j -0.000207591+7.0926e-05j -8.66123e-05-0.0025684j 0.0015926-0.00391982j -0.000449559-0.00587912j 0.00183664+0.00030107j 0.00291338+0.00225656j -0.00360063+0.0029567j -0.00282931+0.00127432j -0.00173935+0.00370722j 8.83773e-06+0.00185172j -0.00390324+0.00152364j -0.000785314-0.00138511j -0.00245908+0.00360849j 0.00274538-0.000497471j 0.00237446-0.000791756j 0.00182035-0.00166239j 0.0014043+0.00188747j 0.000762305-0.00532448j 0.00443809-0.000178124j 0.00226864-0.00011663j -0.0042365+0.00103844j -0.00324311-0.000949455j 0.00330801-0.000860278j 0.00717723-0.000120213j -0.00176593+1.53679e-05j 0.00587681-0.00245504j -0.00312233+0.00102078j 0.00275888+0.00725584j 0.000956511-0.00703189j -0.00210472-0.00126418j 0.00462769+0.000640807j -0.00616796+0.00443932j 0.00166588+0.00219819j 0.00606067-0.00402447j -0.000858506-0.00195208j 0.00638677-0.00366485j -0.000505913+0.00262395j -0.00977952+0.00161186j 0.00523718+0.00302503j -0.00359043+0.00159828j 0.00098961+0.00641194j 0.00281074-0.0023536j -0.00429224-0.00266766j -0.000650193-0.00624069j 0.0082625+0.000777169j -0.00322683+0.00822875j 0.000146531+0.00447769j -0.00225883-0.00858304j 0.00452544-0.000615439j -0.00220581-0.00544883j -0.00426859+0.00270134j 0.000583405+0.00504511j -6.41691e-05+0.00108055j -0.00266615-0.00071943j -0.00154758+0.00442664j -0.00107028-0.00351539j 
0.000848522+0.00137681j -0.00223382+0.00201884j -0.00178429-0.0011956j -0.000166104+0.00141447j -0.00279107+0.000335529j -0.00197119-0.00114062j -8.26488e-05+0.000627984j -0.00196564-0.000897518j 3.97706e-05+0.000380732j 0.000356326-0.00210971j 0.00081909+0.00310529j 0.000562681+0.00123337j -0.000679117+0.000823818j 0.0025736+0.000330914j -0.00225251-0.00257043j -5.90658e-05-0.0011671j 0.00298551+0.000117627j 0.0019609-8.08547e-05j 0.000595864-0.00085154j -0.00256946+0.000751142j -0.00135388-0.00278543j -0.000313845-0.00178249j 0.00291822-0.00455975j 3.58927e-05-0.00281627j 0.00115141+0.000894157j 0.000802536+0.00180652j -0.000418019+0.00590596j 0.00262442+0.000786999j 0.00240539-0.00177068j -0.000315123+0.00276053j 0.00236798-0.00210094j -0.00477175-0.00236201j 0.00294854+0.006404j -0.00305738-0.00264699j 0.00149069+0.000975681j -0.00100808+0.00389012j -0.0020421+0.0139353j -0.00385885-0.00709513j 0.00446509-0.00131847j 0.00606181+0.00328621j -0.000187671+0.00180172j 0.00272814-0.00318606j -0.00508834-0.00126258j -0.00110756+0.00090005j 0.0035357-0.00516911j 0.00295566+0.00308613j -0.00118056-0.00408101j 0.00470394+0.00792647j -0.00662523-0.000667389j -0.000143278+0.00317511j 0.000977916-0.00239767j 0.00500269+0.0101546j 0.00093067-0.00568049j -0.00370752+0.00696553j 0.000197065-0.00794794j 0.00616687+0.00361205j -0.000887735+0.010528j -0.00539484-0.00372995j 0.00329765-0.00936189j 0.00264483+0.0066151j 0.00346788+0.000110485j -0.00127109-0.00626803j -0.00064383-0.000871425j 0.000583381-0.00487333j -0.000668726-0.00310644j 0.00211496-0.00166879j -0.00150112-0.000825136j 0.000928834-0.00240606j 0.00149097+0.00331286j 0.000783088-0.00101206j 
0.0013642-0.000822472j 0.00024574-0.000851136j -0.00193553-0.00312883j -0.00133535-0.00196165j -0.00188507+0.000200643j 0.00458881+0.00299233j 0.000253485-0.000142957j -0.000338032+0.00330478j -0.000135222-0.00139812j 0.000483952+0.000660225j 0.00133172+0.00239752j -0.000727745-0.00345803j 0.00121996+0.00019453j 0.00170596-0.00433663j 0.00120604+0.000766121j -0.00275393-0.00330964j -0.00174525+0.00321827j -0.00108777-0.00264856j 0.00410761-0.000653231j 0.00088569+0.00319962j 0.00459967+0.00541421j -0.00066476+0.000370491j 0.00156174+0.00442048j 0.00295944-0.00636891j -0.00126068-0.00370841j 0.00404751-0.00229474j 0.00197331+0.000484896j -0.00347244+0.000185201j -0.00488669-0.00457467j -0.00465423+0.00289722j 0.0055793-0.00514169j -0.00252235-0.0024562j 0.00617722+0.00476114j 0.00290109+0.00262504j -0.00234158+0.00245954j 0.00259432+0.00234458j 0.00776953+0.0054954j 0.0121173-0.000659525j -0.0101427+0.00215636j -0.00502132+0.000338507j 0.00442645+0.00469207j 0.00395367-0.000338977j -0.00207414-0.00053109j 0.00354251-0.000606171j 0.00169867-0.0045429j -0.000527944+0.00433674j 0.00114543-0.00116909j -0.00755701+0.000802074j 0.00466282+0.00284178j 0.00585119-0.00130826j -0.00256899-0.00360195j -0.00812555+0.0107447j 0.000166472-0.00831564j -0.00209649+0.00530928j 0.00667563+0.000479162j -0.00559399-0.00130258j -0.00312712+0.00870296j 0.00271263-0.000226247j -0.00320419-0.00693994j 0.0030421-0.00650445j -0.00405176+0.0038813j -0.000763842+0.00407572j 0.000776901-0.00152868j 0.00133612+0.00395648j -0.00524337+0.00112994j 0.00107623-0.0025763j 0.00382009-0.00193417j -0.001779+0.000601108j -0.0010142-0.000153841j 0.00138159+0.00117468j 
0.000155575-0.000605983j -0.000184394-0.00763641j 0.00233524+0.00126234j 0.00287789-0.00441967j -0.00163112-0.000389703j -0.00149742-0.0041975j 0.00101462+0.00203033j 0.00031135-0.00503412j -0.000975533-0.000393325j -0.000857242+0.00120716j 0.00274863+0.00571461j 0.000446413+0.00132566j 0.000590669-0.003719j -0.0026514-0.00311187j -0.0034844+0.0043306j 0.0038041-0.00366551j 0.00520356+0.00574087j 0.00408595+0.00475736j -0.00381485+0.0050071j 0.002419+0.00315473j 3.77074e-05+0.0025729j -0.00380935+0.000499358j 0.00228917+0.00453036j 0.00410828-0.000435478j -0.00621432-0.00458324j -0.00420229+8.173e-05j -0.00477412-0.00580759j 0.0063268+0.000336291j 0.00498754-0.000707299j 0.00711513+0.00125614j -0.00518898+0.0066724j 0.00324097-0.00236205j 7.63741e-05+0.00197647j 2.4124e-05+0.000634511j -0.00299965+0.00127847j -0.00270351-0.00238915j 0.00256249+0.00358545j -0.00039486+0.00755469j -0.00190966+0.00363465j 0.00781815+0.00242876j -0.00304305-5.81505e-05j -0.00589518-0.000833119j 0.00311413-0.00141153j -0.00543379-0.00229623j 0.00348336+0.00306516j -0.00230733-0.00684082j 0.00194503+0.00201295j -0.00120333-0.00389753j 0.00275978-0.00272038j 0.00145136+0.0073304j 0.00206166+0.002027j -0.00826832+0.000699902j 0.000947694+0.00327204j -0.00431913+0.00753204j -0.0015881-0.00114581j -0.00268886-0.00133394j -0.00302496-0.00388019j 0.00380629+0.000867265j -0.00348362-0.00852078j 0.000911687+0.00136881j 0.00320207-0.00353761j 0.000779496+0.00129451j 0.00251085+0.00024884j 0.00326317+0.00394317j 0.00169636-0.00245263j 0.00407454-0.00395547j -6.4146e-05+0.00319617j 0.000651899+0.000656594j -0.00364038-0.00153423j -0.00485633-0.000988125j 
-0.000153181-0.00512592j 0.00221947+0.00419444j -0.000680376+0.00178109j -0.00174444-0.00331768j 0.0012545+0.00174472j -6.33421e-05+0.00314162j -0.00212853-0.0014429j -0.000220714+0.00141777j 0.00154218+0.00160685j -0.0024972-0.000296135j -0.00383349-0.00468018j -0.00161981+0.00112081j 0.0055017-0.00459891j -0.00525438-0.00199053j -0.00501539-0.00183524j 0.0015857-0.00139919j -0.00441939-0.000635957j 0.00303566-0.00217328j 0.00353737-0.000201046j -0.00391043-0.00687627j -0.000801118+0.00101963j -0.00141917-0.00447255j -0.00144566-0.00105583j -0.00108806+0.000605358j -0.00669316-0.00135419j -0.00127976-0.00184198j -0.00134127+0.00161931j -0.000623974+0.000820848j -0.00218964-0.00209267j -0.00750048-0.00177388j 0.000400101-0.0057489j -0.00151916-0.00430672j 0.00185684-0.00102579j 0.0018953-0.000701795j 0.00508546-0.000381936j -0.00493796-0.00164096j -0.000719846+0.00516492j -0.00371884-0.00509926j -0.00127927-0.00409469j 0.00405107+0.00596104j 0.00146192-0.000862905j -0.00361295-0.00199827j 0.000116574-0.000620546j 0.00296036+0.00288431j 0.00361053+0.00268699j -0.00724845-0.00484301j 0.00263518-0.00411625j -0.00542425+0.0013372j -0.000720704-0.00159427j 0.00621182-0.00286385j 0.00572327+1.30224e-05j -0.00500952+0.00507942j 0.0057899+0.00303354j 0.000109757+0.00777461j 0.00147034-0.00920699j 0.00176461-0.00358669j -0.000654556-0.00607818j -0.000781355+0.00600501j -0.00366176-0.00109519j -0.000550676-0.00624193j -0.00021081-0.00017401j 0.0025409-0.00263914j -0.000626196-0.00321921j -0.00466089+0.00167996j 0.00307551+5.13133e-05j 0.000669156+0.00191047j 0.00256637-0.00375675j -0.00581034+0.000430732j 0.00447114+0.00117752j -4.01917e-05+0.00171445j 
0.00125867+0.000799311j 0.00191393-0.00188172j 0.000569122-0.00111514j 0.000615029+0.000939129j 0.00595248-0.000757016j 0.00404575-0.00387155j 0.00293129-0.000890864j 0.00166633+0.000582223j 0.000395649+0.000754573j -0.00137844+0.00329024j 0.00292353-0.00350323j -0.00147572-0.000455357j -0.00236931+0.00186551j -0.00378171-0.000449099j 0.00398638+0.00270733j -0.00160219+0.00240502j 0.00368144+0.000228315j 0.00138943-0.000358039j 0.00139684-0.00260786j 0.00208818+0.000741284j 0.00627806+0.000897122j -0.00373954+0.000449711j 0.00382193-0.00421019j -0.00211505-0.00550604j -0.00058613+0.00296752j 0.00167773-0.00241555j 4.48681e-05-0.00081722j -0.00241068+0.000689184j -0.00102371+0.00122249j 0.00395527+0.00681807j -0.00473773-0.00374001j 0.00054299-0.00342662j 0.0064829+0.000701603j 0.0052439-0.00209694j 0.00322131+0.00371684j -0.00162027+0.00126467j 0.0088994-0.00402543j 0.00262299+0.00285375j -2.63887e-05+0.000141771j 0.00339-0.0069143j -0.00151239+0.00265809j -0.00522012-0.000637666j 0.00194324-0.0019118j 0.00153126-0.00798462j 0.00213839-0.00456132j -0.00548474-0.00192395j -0.00634862-0.00725655j 0.00294261+0.00235069j -0.000706738+0.0072238j 0.00186201+0.00168441j 0.00161137+0.00645363j 0.0031661+9.24448e-05j 0.00245051+0.00108678j 0.00876849+0.00543552j -0.00396077-0.00329427j -0.00317652+0.000534516j 0.00218535-0.00106467j 0.00189324-0.00676453j 0.00178142+0.00610178j -0.00231551-0.00402829j -0.00106228-0.00101653j -0.00604871+0.000564072j -0.000782118-0.00476683j 0.00110812-0.00536727j 0.00204867+0.000770837j -0.000120838+0.00461077j -0.000646236+0.00536731j -0.000336215+0.00230705j -0.000940479-0.0041222j -0.00101264-0.00442558j 
0.00124769-0.00034785j -0.000163573+0.00200233j -0.00108162-0.00181151j -0.000905213+0.00375111j -0.000186264+0.00078555j -0.000154577+0.00229318j 0.000400634+0.00163975j -0.000316656+0.00354452j 0.00211123-0.00020688j -0.00211489+0.00133335j -0.000382915-0.00417517j 0.00127739+0.000456636j 0.00391713-0.00208526j 0.00131235+0.00477807j -0.00254699-0.00196247j 2.99979e-05+0.00601717j 0.00293154+0.00211368j -0.000825487+0.000730316j -0.00423846-0.000668798j -0.00593139+0.00548831j -0.00129112-0.0015544j -0.0013832-0.00334836j -0.00068319+0.000220102j 0.00145074+0.00158075j -0.00288124+0.00733676j -0.00223673+0.00390758j -0.00279023-0.00215444j -0.00177193-0.00179593j -0.00110157-0.0011667j 0.00101716+0.00140203j 0.00193213-0.000904928j -0.00381554+0.00245518j -0.000199598+0.00310435j 0.00161542+0.00449327j 0.00709911-0.000732064j -0.000444378-0.00228074j -0.00145619+0.00203932j 0.0055779+0.00550001j 0.00241143+0.00382188j -0.00115721-0.00493904j 0.00422416+0.00121333j -0.00692093-0.005458j 0.00517345+0.0031584j -0.0011437-0.00459816j 0.00323033+0.000916651j -0.00437647+0.00325524j 0.0015909+0.00327253j -0.00103488-0.00170253j 0.00725464+0.00148089j 0.00069385-0.00298017j -0.00145053-0.00535611j 0.00375961-0.00235736j -0.00944451-0.0112908j 0.00132222+0.000707179j -0.00712203+0.00598831j 0.00447717-0.00201546j -0.00288443+0.00085921j -0.00114162-0.00444885j 0.00258021-0.00238366j 0.00639598+0.00536088j 0.000479257+0.00369566j -0.000458459-0.00149578j -0.00228098+0.0022207j 0.000322659-0.0040056j -0.00504245+0.0016313j -0.00273581-0.0016554j 0.000322696-0.00120049j 0.00105994-0.000440568j 0.00167126+0.00383079j 0.00202337+7.65938e-05j 
-0.00109085-0.000607855j 0.00186906+0.00162788j 0.00284869-0.00222724j 0.000350325+0.000396263j 0.00336486+0.00126449j -0.000906773+0.000583075j 0.000136019+0.00167621j -0.00123622+0.00240068j 0.0034558+0.00148838j 0.00408779-0.001595j -0.00358418-0.00594628j -0.00408053-0.000889924j -0.00263686-0.00174215j 0.00442633+0.00268849j -0.00533782+0.00211486j 0.00400909+0.00333694j 0.00325905+0.00402013j 0.00622455-0.000365651j -0.00376386-0.000772369j -0.00105929+0.000996842j 0.00142168+0.000264228j 0.00281016+0.00134855j 0.00349668+0.00324839j -0.00163685+0.00107283j 0.00579219+0.0086702j -0.00111862+0.00171075j 0.00327724-0.00229515j 0.000686663+0.000558962j -0.00073506-0.000547873j -0.00915855+0.00097786j -0.00319804-0.00103211j -0.00417244-0.00355155j -0.00143284+0.00380876j -0.000597464-0.00200371j -0.00707619-0.00235905j 0.00126443-0.0021563j 0.000951733+0.000997457j -0.00326476+0.00443574j -0.00106165-0.00222294j -0.00110089-0.00474283j -0.00311449+0.00342101j 0.00158618+0.00219729j -0.00665181-0.00299907j 0.000990527-0.000507928j 0.00268598+0.0018375j 0.00328407-7.4648e-05j -0.00107092-0.00648353j 0.000408157-0.0124938j -0.00297887+0.00240755j -0.00540372+0.00122918j 0.00278948+0.00243436j -0.00702957+1.43592e-05j 0.00078365+0.00494767j -0.00871763+0.0077034j 0.000968264-0.00142093j 0.00316362-0.000958922j -0.00190596-0.00551546j 0.0022508-0.0104429j -0.000576871-0.0021981j 0.00170652-0.00386846j 0.00219177-0.00103217j -0.000461773-0.00300321j -0.00316731-0.00478734j -0.00171691-0.00344998j 0.00015336+0.00139269j -0.000101351+0.00137046j -0.00128792+0.00266284j 0.000962317+0.000218352j 0.00222328-0.00202308j 0.00105054+0.00231916j 
