0.00110743+0.00461261j -0.00231028-0.000731311j 0.000460779+0.00273135j 0.00150384+0.00293503j 0.00217262+3.11984e-05j -0.00030954-0.0040396j -0.00248078-0.000224006j -0.000624212-0.00201879j 0.000114922-0.00189213j 0.000167409-6.39607e-05j 0.000104586-0.00196149j 0.00277492-0.000500109j -0.000818765+0.000509017j -8.6377e-05+0.000490517j -7.42059e-05-0.00216021j 5.79188e-05-0.00116933j -0.000836523-0.000337262j 0.000640583-0.00125877j 2.89736e-05-0.000800048j 0.00190506-0.000341672j -0.000926728+0.000308014j 0.00123963+0.000342343j 0.00102648+0.000448681j -0.000759516+0.000461601j 3.72826e-06+8.01238e-05j 0.000787107+0.000804037j -0.000751996+0.000657739j -0.00202681+0.00051591j 1.13087e-05-0.000374345j 0.00018741+2.01433e-05j -0.00132352+0.000927422j 0.00104593+2.64129e-05j -0.000497264+0.000408478j -0.000449185+0.00058039j -0.000939748+0.000358571j -0.000249311+0.000772005j -0.000355325+0.00129094j 0.00183697-0.000216019j 0.000992183-0.000600603j 0.000403277+0.000425415j 0.000450008+0.00105409j 0.000557088+0.000246876j 0.000796255-0.000874969j -0.000602332-7.76417e-05j -4.3158e-05-0.000173506j -0.00071884-0.000243951j 0.00114014-0.000994545j 0.000305943-0.000834039j -0.00141127-0.000492409j 0.00079442-0.00035031j 0.000443574+0.00132367j -0.000162078-0.000483926j -0.000372078+8.89972e-05j 0.000184156-0.000542645j 0.00105558+0.000157937j 0.00173142+0.000604155j -0.000115991-0.000414279j 9.05107e-06+0.000211287j 0.00232639+6.55458e-05j -0.00225432+0.00107325j 0.00105761-0.000867401j 0.000588024+0.00141843j 0.000816152-0.00130675j 0.000167003-0.00135537j -0.00224383-0.000255534j -0.000457784+0.000543378j 0.00272535+0.00158343j -0.000193787-0.00139056j -0.0010858+0.000475983j 0.00875229-0.00086574j 0.00449569-0.00953453j -0.0217553-0.00324606j -0.0146867+0.0137986j 0.00835782-0.00611352j 0.110605+0.00159427j -0.0848975+0.0019624j -0.338009-0.00291064j 
-0.0026952+0.0029899j -0.00333822-0.00232348j -0.0189369-0.0246892j -0.0205998+0.013601j 0.026544-0.0241455j 0.026424+0.0345557j -0.00984641+0.00106756j 0.0203442+0.000253772j 0.00188231-0.0692152j -0.000706159+0.0192799j 0.00278049-0.0532557j -0.00367174-0.01668j 0.0263643-0.00133407j 0.0100697+0.0280299j 0.000215049+0.00241629j 0.0212595+0.0483018j 0.00512686+0.0259603j -0.00854342+0.0171613j -0.00376865+0.0225471j 0.0136051-0.0118926j -0.00683317-0.0016506j -0.0113642+0.00957753j -0.0235765-0.00375565j 0.0060767-0.026021j 0.0129554+0.0150777j 0.00131317-0.0118528j 0.0125766+0.0131491j 0.0397049-0.00581199j 0.00378377-0.00452537j -0.0323779-0.0058122j 0.00613483+0.00273265j -0.00543766-0.00824068j -0.0363146+0.00149071j 0.000894924+0.00164174j 0.0158758+0.00799812j 0.0183681+0.00145788j -0.0122487-0.00354977j -0.0115308-0.00953185j 0.00516434+0.000645518j -0.0137817-0.00142381j -0.0210596+0.00870277j -0.0233666-0.00555652j 0.0603603+0.00866647j -0.00239516-0.0138459j -0.0129957+0.000372858j 0.0300458+0.00175354j 0.034139+0.00509336j 0.0479593+0.000435541j -0.0531448+0.0139608j 0.0222634+0.00017875j -0.00503194-0.00063129j 0.0124253-0.00752868j 0.00463466-0.0114034j -0.00297464+0.0093153j 0.0123207-0.00160101j 0.0153505-0.000569859j 0.0311113+0.0095477j 0.00359511-0.00213007j -0.0201438-0.000766046j -0.0231489+0.000927758j 0.0164729+0.0163366j 0.0449482-0.0176391j -0.00519448-0.00944444j -0.0059762+0.00807827j 0.0241949-0.00283274j -0.00277075+0.0020554j 0.0126696+0.00220912j -0.00320979+6.12171e-05j -0.00920257-0.0106935j -0.0229199-0.0018922j 0.0148976-0.00544606j -0.012357+0.00608982j -0.00353055-0.0108315j 0.00314529+0.00119747j -0.00507735+0.000170033j -0.00139168+0.00185982j 0.0044302-0.000639115j 
-0.00290299+0.00377734j -0.00234715-0.00156962j 0.00825215+0.00995517j 0.00530099-0.00639536j 0.0119096-0.00664674j 0.00459539+0.0153465j -0.0352039-0.00366189j 0.000202823-0.032093j -0.00931825+0.00593862j -0.00611837-0.00166199j 0.00234327-0.0103679j -0.00478042-0.012194j -0.00111907+0.0376173j 0.00118167-0.0306674j -0.00513054+0.0161214j 0.0107037+0.0162435j 0.00700191-0.00173371j -0.00879643+0.0214295j 0.0141586+0.0122044j 0.000640698+0.00656731j -0.00509627-0.0267013j -0.0207216-0.0109673j 0.0153344+0.00735758j 0.00993239-0.0015929j -0.00693158-0.00755845j -0.0196937+0.00236651j -0.0206779-0.00765445j -0.0167227-0.014061j 0.000613265+0.00591448j -0.0611103+0.0120839j -0.00320069-0.0124296j 0.0488088-0.00757293j -0.00219039+0.00196365j -0.0557724+0.0036337j 0.0205727-0.00270079j 0.00311099-0.00986469j 0.0330225+0.00975686j 0.0305519+0.000185798j 0.055576+0.00172392j -0.015643-0.0149351j 0.0198933-0.00656826j 0.0744113+0.0130189j 0.0503852+0.00477205j 0.00866784+0.00055469j 0.102256-0.00791302j 0.00617713+0.0106226j -0.0467661+0.00218686j 0.0705671-0.000240226j 0.0292979-0.00204114j 0.0161481-0.00664295j 0.027047+0.000880436j 0.060908-0.0150818j 0.0225858+0.00204562j -0.00538913+0.00355661j -0.00953189-0.0012283j 0.0115618-0.0018679j -0.0298309+0.000375253j 0.0188036-0.000720402j -0.0137835+0.0047329j 0.00707018-0.0124934j -0.00373662+0.00278834j -0.00124316+0.00549726j -0.0210222+0.0053761j -0.000780133+0.00703375j -0.0155431+0.0063008j 0.00386146-0.00293618j -0.00656716+0.00190356j -0.00199386+0.0125173j -0.0150445+0.00304437j -0.000962644+0.00557146j -0.00529657+0.00117067j -0.0039467+0.00129591j -0.000656358-0.00156194j 0.0071328-0.00374868j 0.00114002+0.00354223j 0.000610633-0.00219939j -0.00466917+0.00187756j 
7.54322e-05+0.00672216j -0.00670371-0.00251202j -0.00171095-0.000544189j -0.00158489+0.00242622j 0.00861151+0.0222157j -0.0383895-0.0037905j -0.00135479-0.0269786j 0.00809238+0.00409172j -0.0134061+0.014108j -0.00048786-0.0123798j 0.000826927+0.00161828j 0.00873447-0.022384j 0.0130831-0.0151957j 0.00961506-0.00331993j 0.0112503-0.0141267j 0.0100019-0.0105451j -0.00899107-0.0258572j 0.0171068+0.00721797j 0.0123639-0.00336267j 0.00760931+0.0073296j -0.00507083+0.0187025j 0.0180135+0.0132237j -0.000424875+0.0110971j 0.00759013-0.0163921j 0.0187249+0.00198603j 0.0135136-0.00876093j -0.0113778-0.0108726j 0.0136567-0.013216j 0.00223001-0.0201058j 0.0118011+0.00597103j -0.000187671+0.0210292j -0.00562557-0.00153583j -0.00950769-0.00393786j -0.0034104+0.0245665j 0.0333137+0.00180406j 0.106754+0.0048369j 0.015935-0.000865427j -0.0190894-0.0104283j 0.0248705+0.00766368j 0.0413282+0.0207925j 0.0306477+4.35636e-06j 0.00182526-0.00408625j 0.0371186-0.00476463j -0.0343063-0.0109177j -0.0412596-0.00705672j 0.0391971-0.0126104j -0.0291194+0.0084865j 0.00382094-0.023262j -0.0936096+0.0216081j -0.0627799+0.00997368j 0.0399706+0.0115835j 0.00568579+0.0101362j 0.0382881+0.00118416j -0.0152202-0.00767165j -0.0314712+0.00535468j -0.0327912+0.00183917j 0.00327057+0.014295j 0.00575974+0.0164509j -0.0277408+0.00743507j 0.0309397-0.00585904j -0.0189198-0.00734088j 0.00652772-0.00382249j -0.00435692+0.00131675j -0.000173082-0.00219817j 0.00510445-0.00619469j 0.00191177-0.00170202j -0.0140516+0.000477961j -0.0135301+0.00858j -0.00430857-0.00399412j -0.00850481-0.00302954j 0.000540328+0.000611081j 0.00025511-0.00624136j 0.013549-0.00552623j -0.00906792+0.00152753j -0.0028907-0.00655977j 0.00661866-0.00156843j 0.00175826-0.00445137j 
-0.00326043+0.000847705j -8.20374e-05-0.00245527j 0.0192349-0.00252182j -0.00946885-0.026127j 0.0227772-0.00306148j 0.00250352+0.00555273j 0.0222837-0.0166526j 0.00983303+0.0527711j 0.0266687-0.00972604j 0.0284376+0.0154068j -0.00833709+0.0166317j 0.00145457-0.00965773j -0.0124392-0.0408881j -0.00632089+0.032881j -0.00223261+0.0176238j 0.0162711-0.016704j 0.00832739-0.000340242j 0.0110096-0.00754238j -0.00914694+0.0356022j -0.0141113+0.016437j 0.0112772+0.0109822j 0.0100476+0.0102107j -0.0153057-0.0165523j 0.0273303+0.00952005j -0.00694942+0.00886913j 0.00358841+0.00454731j -0.0339875+0.00659438j -0.00353598+0.00770071j -0.0382164-0.0025003j 0.0123136+0.00930083j -0.0120956-0.00288691j 0.0108747+0.00267341j 0.018201+0.0080894j -0.0612766-0.0128868j 0.0125013+0.000495716j 0.0349643+0.00441036j -0.0291427-0.0102333j -0.0465177+0.000523703j -0.0540457-0.00221733j -0.028121-0.0100993j 0.0128955-0.00585285j 0.0404539+0.0022065j 0.00925529-0.00149871j -0.0245682+0.00400735j -0.0279918+0.0148433j 0.00592741-0.0016601j -0.0526123+0.0175009j -0.01282+0.0151933j 0.0664317-0.0110687j -0.0406012-0.00101848j 0.0540326-0.0100285j -0.0181562+0.00655644j -0.058573-0.00130946j -0.00665697-0.00132381j 0.0332755+0.00559633j 0.0253759+0.00649509j 0.0154621-0.00682861j -0.00628714-0.0222384j 0.0433127-0.015097j -0.00348282+0.00406836j 0.00602587+0.00346675j -0.000562771+0.00121564j 0.0269118-0.00728799j -0.024349-0.00028115j 0.0278437-0.00505588j -0.0017602+0.00569675j 0.025463+0.00216253j 0.0109102-0.0157222j 0.0228379-0.00767124j -0.00209365-0.0076206j 0.00273878+0.00553084j -0.0107042+0.00222834j 0.00752856-0.00365898j -0.0038605+0.00990109j -0.00846893+0.0021126j -0.00678802+0.0004002j -0.00193784+0.00468711j 
0.0109099-0.00660247j 0.0103704+0.0109018j 0.0114755+0.0158053j 0.0205222-0.00883673j 0.0172811+0.0171251j -0.00381585+0.0285388j -0.0225385-0.0119946j 0.00749498+0.0078521j 0.00591527-0.0031993j -0.000824534-0.00147237j 0.0155736-0.016773j 0.00322734-0.0132203j -0.0095909-0.00246381j 0.0210047+0.0030818j 0.000391013+0.016996j -0.00178041+0.00190274j -0.00615223-0.0187364j 0.0116246+0.0280146j -0.00546978+0.0174494j -0.00740192+0.00895888j -0.0081233-0.0158249j 0.00461151+0.0195418j -0.0218883+0.0128765j 0.00206624-0.0191825j -0.0123008-0.0128283j 0.0182096-0.00447693j -0.0392637+0.00527823j 0.0181402+0.0125343j 0.0135666-0.00102757j 0.0704174+0.00779772j 0.0293509-0.0136729j -0.00400588+0.00115111j 0.0275742+0.00102728j 0.00842863+0.00015108j 0.0155156+0.000539315j -0.0636385+0.00779126j 0.0326549+0.0171272j -0.0130831+0.00346411j -0.0326201-0.0147517j 0.107838+0.0128229j 0.0106676+0.00120059j -0.0308988-0.0076848j 0.0485493+0.00293682j 0.00176649+0.0112315j -0.0297166+0.00637647j -0.0155222+0.00141011j -0.0454755+0.00883387j -0.0835945+0.000337609j -0.0277829+0.00498411j 0.0231665-0.00699889j -0.0039398-0.00345755j 0.0202623+0.00859409j 0.0201448-0.00500975j -0.0234643+0.000109615j -0.0146774+0.00701676j 0.0256559+0.0043813j -0.00389555-0.00537329j 0.0468401+0.00519701j 0.000939197+0.00147033j 0.0197056-0.013282j -0.021052+0.00522791j 0.014322-0.00644707j 0.000591919+0.00331343j -0.00877767+0.000505353j -0.0190236-0.00802139j 0.0266417-0.00796447j -0.0152323+0.00706877j -0.00215029+0.00703177j -0.00478035-0.00123337j 0.00754506+0.000884972j -0.0178061+0.00888349j -0.00570003-0.00861255j 0.0047155-0.00653001j 0.0106663+0.00233842j -0.00426992+0.00332247j 0.00744166-0.00926681j -0.0115018-0.00387438j 
-0.0013884-0.00154497j 0.00059322-0.00131575j -0.0194827-0.0143907j -0.00789147+0.0184888j 0.0063671+0.00633328j -0.00280266+0.00914837j 0.0158898+0.013877j -0.00428549+0.013967j -0.0131245-0.0223975j -0.00745518-0.0234732j 0.0100587-0.0113723j 0.00084325+0.00423457j 0.0169056-0.013546j 0.013217+0.02099j 0.0153399-0.0202228j 0.00897256+0.0119703j -0.00953805+0.0274904j -0.0113222-0.00515493j -0.00445253+0.00619985j 0.0253057+0.00426172j -0.00956684+0.0256996j -0.00346648+0.00139411j -0.02252+0.0019189j -0.0238895+0.00723546j 0.032816+0.0084577j 0.0139543+0.00013257j 0.0381856+0.00642619j -0.0230631+0.00951154j 0.0303564+0.0178838j 0.00844302+0.00541153j -0.0031672-0.00231294j -0.0178061+0.00675103j 0.0387311-0.000573577j -0.0393339-0.00489177j -0.0500096-0.00930862j -0.0378354-0.0112666j -0.0340579+0.00703201j 0.0612528+0.00317606j 0.0256648-0.000639166j 0.0411599+0.0012631j 0.100512+0.0098171j -0.00245324+0.000776652j -0.0248327-0.00459874j -0.0810324+0.0158001j 0.0517336-0.020251j -0.0132425+0.00341383j 0.028672+0.000159158j -0.0272721-0.00823434j -0.022302-0.00249784j 0.0124686+0.00481789j -0.0327873-0.00289071j -0.0275842+0.00356008j -0.00606415+0.000529123j -0.0105109-0.00391133j -0.00407126-0.00642541j -0.0290479-0.00697703j 0.0155476+6.74919e-05j -0.0153916+0.00602618j -0.0279767+0.00667255j 0.0038901+0.00288556j 0.00391611-0.00921078j -0.00160751+0.00599711j -0.0130609-0.00255484j 0.0178723+0.0028736j 0.0071797+0.00255006j -0.0174742-0.000989729j 0.00575543-0.00427138j -0.0177044+0.00356231j -0.00757854-0.00360449j -0.0130246+0.00248368j 0.00774332-0.0109084j -0.00158368+0.00119199j 0.00171197-0.00219142j -0.00221574-0.00443085j 0.00167073-0.00189688j -0.000847333+0.00381977j 0.00570397-0.00145833j 
0.00849375+0.000768025j -0.00174376+0.00751437j -0.00348456-0.0214705j -0.0177341+0.000590046j -0.0327052-0.0233463j 0.0190353-0.0153151j -0.0238617-0.024078j 0.00740507-0.0643408j -0.0180957+0.00345032j -0.00081734+0.0178632j 0.00109299+0.0147611j 0.0106287-0.014051j 0.00833362+0.0254389j -0.025496-0.019558j -0.000401566-0.0140759j -0.030326+0.0130274j 0.0206619-0.00752172j -0.00838504-0.0127426j 0.0186214-0.00756009j -0.0124365-0.00161767j 0.0175656-0.0100923j -0.0140712+0.00742381j 0.00810849-0.00460807j -0.0384214+0.0161098j 0.0308182-0.0118847j 0.00563051-0.0193865j 0.00435276-0.003135j 0.0495641+0.0033221j -0.0157113+0.000699418j 0.0091052-0.00575295j -0.0123726+0.0106537j -0.0761646+0.00219681j -0.0010488+0.0115445j -0.0365026-0.00728844j -0.00696597-0.00821524j -0.0248321-0.00541013j -0.0586872-0.0102252j -0.0383239-0.0099139j -0.0651885-0.00139704j 0.000198043+0.00327646j -0.0283807+0.000445535j 0.000607006-0.00865998j 0.0868564-0.00174469j -0.0541099+0.00984414j -0.0458221+0.0104287j 0.0333832-0.00570211j 0.0103462-0.00134092j 0.00435718+0.00170791j -0.0118966+0.0113531j 0.0354652-0.00968559j -0.00421218+0.00251489j 0.00854523-0.00152766j -0.0182303-0.0126892j -0.00280861+0.00446044j -0.00903132+0.00270817j 0.0231801+0.0036422j 0.0121922-0.00176819j 0.0246286-0.00321365j -0.0061185+0.00261569j -0.00615552-0.000492738j 0.0160295+0.000136644j 0.0172862-0.0138673j 0.00707596+0.000844286j 0.00383837-0.00356746j -0.010505-0.000678663j 0.00624667-0.00324017j -0.00334005-0.00241686j -0.00543816+0.00373264j -0.00439544+0.00156724j 0.00380269+0.00122875j -0.00167306+0.00143323j 0.0012479+0.000503692j -0.00980625-0.00110572j 0.0059807-0.00373035j 0.00335006-0.000444526j 0.00253102-0.00171116j 0.000221136-0.00227269j 
0.0104155-0.0118698j 0.0156168+0.0111451j -0.00642221+0.0391952j 0.04903+0.0156471j -0.00589709+0.0256989j 0.00835164+0.00466348j 0.00282385+0.0547801j -0.0222912+0.0222239j 0.0115036-0.00417902j -0.00611128-0.0230136j 0.00536732-0.00125258j -0.00527962+0.0486096j -0.0123923-0.00633607j 0.0327213-0.00423004j -0.00647016-0.00604392j -0.0031466+0.0099569j -0.0136743+0.0187434j 0.0156778-0.0022469j -0.0180531+0.0047904j -0.000329209-0.010384j -0.0523888-0.0188073j 0.0100415+0.0155148j -0.00579638+0.00247721j 0.0153651-0.00509266j -0.0158741+0.00740929j -0.0388018+0.0138315j 0.0298011-0.000999631j -0.0576245+0.00346757j 0.0546087-0.0133363j 0.035603-0.014351j 0.0114547+0.0161886j -0.0891883+0.000848832j -0.0158347+0.00534005j 0.00183447+0.00512994j 0.0570867-0.00632842j -0.03107-0.00738208j -0.0248311-0.00116308j 0.013069-0.00914293j -0.0157555+0.00850399j -0.0464302+0.00463465j -0.0550026+0.00627152j 0.056834-0.00418297j -0.00713249+0.00488391j -0.0317602-0.00123777j -0.0107788+0.00987703j 0.0279958-0.00617627j 0.0111624-0.000684002j 0.0226355-0.00489425j 0.0059023+0.000539418j 0.0151809+0.00804413j 0.00948093+0.00541232j 0.0138907-0.0028985j 1.31039e-05+0.00124855j -0.00419361+0.00456869j -0.015704-0.00117275j -0.00719294+0.00377707j -0.00772-0.000651758j 0.0188169+0.00223997j 0.000772795+0.00513609j 0.00616365-0.00636063j 0.010504-0.00309223j -0.00266559-0.00115836j -0.00608984+0.000607998j 0.00917566-0.00305035j -0.0186714-0.00232232j 0.0177116-0.00234027j -0.0107342+0.00147717j 0.00793425+0.00138233j -0.00502586+0.00761982j 0.0114749+0.00833592j -0.0177771-0.000146793j 0.0126458-0.00592812j -0.00710583+0.00616348j 0.0125579-0.00248344j 0.00217654+0.00512086j 0.00561499-0.00541802j -0.00883979-0.00191391j 
0.00914356+0.011137j -0.0109978+0.00842457j -0.0255291-0.00819168j -0.00689913+0.018876j 0.0144253+0.00727345j 0.0228752+0.0115642j -0.0209128+0.0273954j -0.0134629-0.0278344j 0.000765728-0.00684725j -0.013074+0.00389027j 0.00980942-0.0154272j 0.0170139-0.000968693j -0.0010075+0.0256042j 0.00913636-0.00159372j -0.0211734+0.013985j -0.00764319+0.00641074j 0.000294129+0.0102015j -0.0192203+0.0236395j -0.00756065+0.0297817j 0.0148239+0.00940607j -0.00243956-0.00895761j 0.00428924+0.00724566j 0.0258589-0.0046691j -0.0052983-0.00415086j 0.0266059-0.0176259j 0.050464+0.0133343j -0.00552072+0.00540436j -0.0148017+0.00993164j -0.0314657-0.00654022j -0.00545817-0.0159386j -0.0480511-0.00388119j -0.0429814+0.00380083j -0.0447172+0.00976924j 0.0094891-0.00524129j -0.0251325+0.0131597j 0.015936+0.0031967j 0.0844898-0.00592536j -0.05045+0.00526518j 0.0123818+0.0104973j 0.0316066-0.00397287j 0.0486691-0.00586791j 0.105564-0.0221688j -0.0675146+4.794e-05j 0.00222056-0.0024535j -0.0410443+0.0152688j 0.0130061+0.00234169j -0.00307555+0.0149535j -0.0116217+0.00943747j 0.0245856-0.00602725j 0.0277351+0.00348045j 0.0103553-0.00700693j 0.0381335-0.0114054j 0.00379394+0.00410622j -0.0283832+0.0102222j 0.0388424-0.00554513j 0.011113-0.00415047j 0.0188323+0.00473371j -0.0152283-0.0054507j 0.00374181-0.00835221j 0.00733512-0.00328642j 0.000136489+0.00522177j 0.0344199-0.00744251j -0.0127153-0.010137j -0.0101972+0.0074362j 0.0281693-0.00684276j -0.0084896+0.00964144j 0.0016625+0.00360233j -0.000815726+0.00355067j -0.00853267-0.00514587j -0.0103094-0.0032446j 0.00500664-0.000599144j -0.00720036+0.00973809j -0.00100615-0.0017198j 0.000289629+0.00416486j -0.00706673+0.0019272j 0.00133601+0.00219845j 0.00178629+0.00073776j 
0.00577158-0.0127043j 0.0147504+0.00775549j 0.0263257-0.00803045j -0.00463685-0.0266035j -0.0019303-0.0134239j 0.00909823+0.0198443j -0.00862619-0.0370724j 0.0133596+0.00253474j -0.00411552-0.00742565j -0.00214541+0.00557757j 0.0129255-0.0055503j -0.0091491-0.0224863j -0.00936752-0.00711235j -0.0137804+0.0085387j 0.0236814+0.00852715j -0.00752767+0.0117336j 0.00135208-0.00302199j -0.00157531+0.00729184j 0.0144225+0.00243858j -0.00588871+0.00448801j 0.000318895-0.0173231j -0.0200042+0.00351561j 0.00417208+0.00223013j -0.0598229+0.000440627j 0.0431868-0.00504651j -0.0690941-0.00113503j 0.0370236+0.00684969j -0.0470768-0.00229145j -0.0516434-0.00904014j 0.0893708+0.00423655j -0.0294992-0.00457202j 0.00987379+0.000143616j 0.0400958+0.0127505j 0.060032+0.00585212j -0.0582596+0.000228272j 0.018081-0.00791547j -0.0308464+0.00835869j 0.0277786-0.00412772j -0.0621417+0.00629241j 0.0528699+0.00197371j -0.000643352-0.00464121j 0.0365566-0.00691332j 0.0190709+0.00406508j -0.00308586+0.00339707j -0.0265241-0.00755715j 0.00878358-0.00384473j 0.0145899-0.00336526j -0.00964054+0.000559298j -0.0270769+0.00796603j 0.0146384-0.0056846j 0.0142042+0.000849615j 0.000225656+0.00345189j -0.00787008-0.0035803j -0.00905901+0.00546284j -0.0188001+0.00144255j 0.0137632+0.0046817j -0.0183602-0.00481642j 0.0414011-0.00237966j 0.00342186+0.000437062j 0.000705837-0.00958214j -0.00542628+0.00252149j 0.00769196-0.00443469j 0.00551312+0.00557392j 0.00761561-0.00486693j -0.0261505+0.000949453j 0.0144308-0.0106325j -0.00176622+0.0017668j -0.00459632+0.00213441j 0.000508287+0.00183965j 0.00859261+0.00228775j -0.00864778+0.00122987j -0.00797732-0.00283681j 0.00102394-0.005751j 0.00988851-0.00448665j 0.0030569+0.00386826j -0.00241912-0.00537593j -0.00798953+0.00157154j 
0.00985852+0.00624478j -0.0050792+0.00660508j -0.0296509+0.0354065j 0.0431674+0.0347307j -0.0207572+0.0158397j 0.00623839-0.0222231j -0.0114988+0.0427074j -0.00114884-0.00700738j 0.017005-0.00794906j -0.0108568-0.00407556j 0.000539959-0.00764946j 0.0113233+0.0264398j -0.00175424+0.00257611j 0.0259115-0.00523681j -0.0230869-0.0141982j -0.00546242-0.0112868j -0.00489063+0.0206729j 0.00470217-0.00889666j -0.0267766+0.0089879j -0.0118366-0.00530391j -0.0306081+0.00562237j 0.00259873+0.00344925j -0.0332555+0.00806033j 0.0027601+0.00891985j 0.0220409-0.00464858j -0.00489326-0.00210233j -0.0217496+0.00425974j 0.062738+0.00983675j -0.0444486+0.00815279j -0.0164372-0.00277308j -0.0146385+0.00157424j 0.0704257-0.00151031j -0.0342695+0.00414225j -0.0331491-0.00692565j -0.0670586-0.00500407j 0.0547571+0.00212817j -0.0424472+0.000488111j -0.0246541-0.00653148j 0.00279372-0.0124672j 0.0187585-0.00350681j 0.0424512-0.00670272j -0.0478883+0.00377818j 0.0347953-0.0147384j 0.0115208+0.00561705j -0.0098714-0.00183139j 0.0510372+0.000398555j 0.0256441-0.00282468j 0.0384443+0.00671975j 0.0126119+0.000973998j -0.00643831+0.00287789j -0.0380823+0.00848765j 0.026082-0.00521164j -0.020261-0.00840606j -0.00935575+0.00273833j 0.00385063+0.000779859j -0.0121792+0.0082943j 0.0337106-0.00261285j 0.0296224+0.000342458j -0.0275886+0.0147535j -0.00763802+0.00338676j 0.0105421-0.00074103j 0.0105087-0.00314133j 0.00828779+0.00120984j 0.000578951-0.00066337j 0.0088403-0.00325278j 0.00140587+0.00989346j -0.0286984+0.00334543j 0.00480034+0.00847694j -0.00573434+0.00640797j 0.00406152+0.00421662j -0.00508282-0.00531654j 0.0170137+0.000247927j -0.014657+0.00542066j 0.00795219-0.00193632j -0.00224647+0.00106119j 0.0126173-0.00273006j -0.000121321-0.00796421j 
-0.00207249+0.0111252j -0.0103794-0.00406734j -0.0307515-0.000406835j 0.000262342+0.0303117j 0.0172832+0.0138049j -0.00849327+0.00742037j -0.0155081+0.0207415j -0.00220825-0.0222093j -0.00432182-0.0123157j -4.95088e-05+0.00104204j -0.000791364-0.00071339j 0.0199921+0.00155323j 0.0185051+0.0153908j 0.0152922-0.0158341j 0.000990538-0.00479243j 0.00243366+0.00357441j -0.0161077-0.00586791j -0.00305655+0.0023742j -0.0093319+0.0289007j 0.00860246-0.000500585j 0.0240896-0.0024882j 0.0412592+0.000871501j 0.0400141-0.00670576j -0.00742389+0.00810273j -0.0604111+0.0140673j -0.0433393-0.00459938j 0.0408838+0.00119703j 0.0254184-0.00276366j -0.0722916-0.0118201j 0.000647447+0.00935002j 0.0205859-0.00572271j -0.00373321-0.00134566j 0.14023+0.00862497j 0.0331668-0.00709338j 0.0666527+0.00278983j 0.0314718-0.00266863j 0.0128623-0.00713306j -0.00912083+0.000932725j -0.0830515+0.00341696j -0.021366-0.0021892j 0.014907+0.00727599j -0.0412557+0.00908276j 0.00983755-0.00515655j -0.00643505+0.000202644j -0.0129119+0.00519123j 0.0531466-0.0046699j -0.0169264+0.0071546j -0.027129+0.00586416j -0.0177235-0.00154412j -0.0299669+0.0051637j 0.00561231+0.00292417j -0.00134396-0.00772175j 0.00351-0.00465429j -0.000985566-0.00248534j 0.00530824-0.000570054j 0.0107783-0.00318004j 0.0202149-0.00234347j -0.0163237+0.00174636j -0.00502211-0.000800854j 0.0043759+0.00788969j 0.0067678-0.000593206j 0.0144155-0.00609374j -0.00162219-0.00753832j -0.00998692+0.00999426j 0.0152823-0.00124919j 0.000271077+0.000301773j 0.00326026-0.000630462j -0.00227049+0.00217598j -0.00572109-0.00523685j -0.0143469+0.000557317j 0.00565069-0.00318117j -0.00136739+0.00766156j -0.000273871-0.0061938j -0.00164157+0.00536023j -0.0083935+0.00197866j 0.00471662-0.00155954j 0.00174017-0.00147432j 
0.00207243+0.0182681j -0.0203798+7.04454e-05j -0.010116-0.0095419j -0.0147539-8.81033e-05j 0.00770645+0.00514822j -0.00495558-0.0130921j 0.0029269-0.000237494j -0.00161021-0.00618882j -0.0123476-0.00643131j 0.0196801+0.000290467j -0.001942+0.00651055j -0.000444591-0.0162735j 0.00215502+0.00667273j 0.00457087-0.0328234j -0.00446939-0.00802493j -0.0244981+0.0208465j -0.0180077-0.00632265j -0.0206451-8.30165e-05j 0.0349827+0.00181487j 0.0513177-0.00465728j -0.014133-0.0195714j -0.0117866+0.0195807j 0.0157082+0.00364784j -0.0414363-0.00746721j -0.0189576+0.00840586j -0.0265539-0.00996408j -0.0629019-0.00909031j 0.0489295+0.00930805j -0.0802469-0.00625025j 0.0619487-0.00687681j 0.04063+0.00692898j 0.0167285+0.00549209j -0.101255-0.00333814j -0.0564199-0.00626145j 0.0612088-0.0060611j -0.021241-0.010399j 0.0196959+0.00395286j 0.117298-0.0151815j 0.0400824+0.0050707j -0.0178748+0.0116927j 0.00463421+0.012796j 0.00498697-0.00823773j -0.0284168+0.00146223j -0.0142749-0.00187632j -0.0212675+0.00663281j -0.0198381+0.00510492j -0.0105656-0.000784825j -0.0381806-0.00101933j 0.0291497+0.00188516j -0.0287498+0.00375526j -0.00506515-0.00255007j -0.0179739+0.00904525j 0.01284+0.00626712j -0.0250705-0.00424094j 0.0148897+0.0026479j -0.0411768+0.00715992j 0.00230742+0.00549127j -0.0277878+0.00296096j -0.00353275-0.00193018j -0.00482984+0.0100222j 0.00503198-0.00878302j -0.0107186+0.00562258j 0.00104699-0.00758999j -0.012833+0.00226306j 0.0191328+0.00450496j -0.0102524-0.00212682j 0.0124695-0.00120865j -0.00444503-0.00438925j 0.00851535-0.00951265j -0.0166004-0.00336359j 0.0134652-0.0104137j 0.00400016-0.00119238j 0.00664868+0.00683207j -0.00908121+0.00305911j -0.00544358-0.00248803j 0.000219411+0.00788213j 0.00869868-0.000863021j 
