0.0668317+0.1079j -0.0892936-0.0403065j -0.026479-0.115645j 0.0218313-0.107849j 0.0360277-0.00246091j -0.0351733-0.0391501j -0.00622164+0.0477637j 0.053042+0.0105763j -0.0978826+0.00998986j -0.0423844-0.0559563j 0.0689822-0.0781734j 0.000223637-0.0383132j 0.0562974+0.0878297j 0.139814+0.0735473j 0.0257434+0.00734613j -0.0125453-0.0632082j 0.068622+0.0741404j 0.00585201-0.0288245j 0.0144424-0.108219j -0.0394919+0.0414672j 0.0274028+0.0386071j 0.0596224-0.0514844j 0.00168871+0.0255038j -0.00407448+0.0207286j 0.0303497+0.0315521j -0.0194167+0.0328175j -0.0149716+0.000153552j -0.00770606+0.0535149j -0.0758622-0.00737085j -0.0291088+0.0157606j -0.0929443+0.0143368j 0.05772+0.00838772j 0.0111349-0.0994706j 0.0397116+0.0335627j -0.0541656-0.0442442j 0.0468717+0.0325168j -0.0533211-0.0478336j -0.0239127-0.00575229j 0.0157409+0.0280592j 0.00371137-0.00929244j -0.0286402-0.0127608j 0.00331728-0.0331812j -0.000688764+0.0589561j -0.0221006+0.0324131j 0.0109234+0.0274235j 0.0184168-0.0200088j -0.0207707+0.0143108j 0.0220113+0.00346335j 7.34288e-05+0.0110582j -0.00919129-0.00117424j 0.0109896-0.0100611j -0.0471015+0.013244j 0.01392-0.000714671j -0.033409+0.00312339j 0.0275636-0.0232834j 0.030508-0.00751091j -0.0137945-0.0116716j -0.00414075-0.000682371j -0.0244124-0.00504973j 0.0275863-0.00647564j -0.0199587+0.00323126j -0.0117145+0.00138737j 0.0407683-0.00329296j 0.00320229-0.0141032j 0.00477804-0.00759373j 0.0335427+0.0356323j -0.00149226+0.00501399j 0.0144987-0.000800155j 0.0355429+0.0161952j -0.0295776+0.00430246j -0.038919-0.035361j -0.00440674+0.00954089j -0.0333943-0.0130325j -0.00938903+0.000517081j -0.00903455+0.000330566j 0.0608081+0.0155278j -0.0364817+0.0155942j -0.0161816+0.018802j 0.00283319+0.0528561j -0.00804919-0.0299328j -0.00855321-0.0844375j 0.00460742+0.0242414j 0.0554097-0.0453778j 0.0437139-0.00847057j 0.0926882-0.0479221j -0.000870425+0.0591475j 0.0435995-0.0133205j 0.0308764+0.00901506j -0.11803-0.0791969j -0.0822477+0.0413286j 0.00751473+0.0512753j -0.0201284+0.0210566j -0.00846004+0.0121764j -0.0280288-0.0268279j 0.145371+0.0747184j 0.00787328-0.0492114j -0.132845-0.118078j 
0.161825+0.137922j 0.127348+0.0996353j -0.132682+0.107074j -0.000642754-0.110582j -0.353944+0.0541368j 0.047879+0.0997424j -0.228616-0.198266j -0.141989+0.0667458j 0.120779-0.032058j 0.152333+0.0312001j -0.127327+0.131452j -0.0147158-0.00280172j -0.132644+0.00422842j -0.12604-0.165151j 0.105328-0.032593j 0.101252+0.0235658j -0.165716-0.189253j -0.0118447+0.0551467j -0.0256696+0.0014612j -0.0109363+0.00353738j 0.0565196-0.0219066j -0.0181388-0.0360124j -0.00857317+0.0185668j 0.000378002-0.0224984j -0.0194973-0.0180722j 0.0350411+0.0274038j 0.0160281+0.00676075j 0.0290708+0.00802479j -0.0438647+0.0225402j -0.0111887-0.00518093j -0.0503039-0.00103316j -0.0146609-0.00641042j -0.000575675-0.0255108j 0.0272838+0.0106794j -0.0180562-0.0226456j 0.0085442-0.0333665j 0.0126154-0.0336573j -0.0474521-0.0506369j -0.0410381-0.0155176j -0.0366927-0.0292181j 0.0347662+0.00336286j -0.00634165-0.0249181j 0.00358408+0.0214197j 0.0115937+0.00724267j -0.00200397+0.0194713j -0.0174459+0.0266285j 0.0196802+0.0305662j 0.0411883-0.0354143j -0.00570662+0.0220463j 0.0110169+0.018797j -0.0110448-0.0181562j 0.0119028+0.0137541j -0.0117359+0.00658445j -0.0267799+0.0035577j -0.0183171-0.00887988j 0.00826337+0.0158662j 0.0146555-0.0218251j 0.00493803+0.0155153j 0.00457203-0.0102387j -0.00132666-0.0184506j -0.0181403+0.000105731j -0.00568828-0.00718506j -0.0179203+0.012731j -0.00318695-0.00441444j -0.0248932+0.0064399j 0.00724691-0.0121801j 0.00564002-0.00382745j 0.0194326+0.00744779j -0.00449623+0.00421837j -0.019601-0.000454341j 0.00111085-0.0141778j 0.00345398+0.00640773j -0.0166955+0.0160809j -0.0287559-0.000679833j 0.00970987-0.0117173j -0.000722072+0.000348028j 0.0136848+0.0176474j -0.0100065+0.00610237j 0.0192911+0.0253339j 0.0063539-0.00158507j -0.0173847-0.0271654j 0.0185499+0.00694998j 0.0192999+0.00760791j 0.00542131-0.018294j 0.0270556-0.0218423j 0.000628452+0.0185541j 0.0224914+0.00270278j 0.0118564+0.0197475j -0.0380542-0.0119691j -0.0192172+0.00715615j 0.0134386+0.0293916j -0.00627084-0.00798004j -0.0166975-0.011241j -0.00211522-0.00233575j 0.0580733-0.0182542j -0.00591157-0.029799j -0.0114235-0.0433772j 
0.016106-0.0318326j 0.134108+0.226389j -0.229755-0.0599475j -0.112637+0.0103172j -0.133685-0.451278j -0.244731+0.119857j 0.182278-0.051313j 0.156673+0.0846862j 0.0765021+0.0250128j 0.0623226+0.0273707j -0.0162322-0.0376963j -0.0334483-0.0577206j 0.0164592+0.0263171j -0.0896933-0.0458478j 0.0192284-0.118201j 0.146677+0.251355j -0.0209815-0.0493063j -0.0682231-0.000367359j 0.0547194-0.00687923j -0.0122886-0.00818828j 0.0310122+0.0433716j 0.0414267+0.0180658j -0.027431+0.00880763j 0.0384082+0.0205256j 0.0139821-0.0186085j 0.00182403+0.00705892j -0.0321832+0.0105474j -0.00302784+0.00697181j 0.0411273-0.023695j 0.00723426+0.0173219j -0.013796+0.00807417j -0.0198101-0.00187559j 0.015126+0.0143612j 0.00744413-0.0237606j -0.0172106-0.0268249j -0.0114336+0.0366312j -0.0110918-0.0102585j -0.0301589-0.0252738j 0.032056+0.0288827j 0.0154864-0.00472743j 0.0280951+0.0357925j 0.0120887+0.0221674j 0.0176563+0.0067908j 0.00300478-0.0234043j -0.00412341+0.0151891j 0.0527519+0.00858178j 0.0223352-0.0285407j 0.00854764-0.0137025j -0.0126296+0.0163871j 0.0199626-0.00952606j 0.00317439-0.0140014j -0.0131909+0.0286331j 0.00460907+0.0156549j 0.0075295-0.0170282j 0.0109797-0.0111224j -0.00805235+0.0139954j -0.0137318+0.00718438j -0.0382205+0.000993863j -0.0013938+0.0172938j 0.0123994-0.017502j -0.00455471-0.00171642j -0.00738598+0.00695102j -0.00459765-0.0120866j 0.0186442+0.00751553j -0.00816081-0.00798265j -0.000150094+0.0120327j -0.00115732+0.00601994j -0.0128279+0.00493627j -0.00287367-0.00782873j 0.0233454-0.00591769j 0.0187237+0.00194296j -0.00720744-0.0128465j -0.0178932+0.0125162j 0.0061831-0.00750317j 0.00576509+0.00789895j 0.002608+0.011391j -0.012614-0.0119299j -0.0152597-0.0134046j -0.00069035-0.00226417j 0.00375407+0.00139869j 0.0137754-0.00852953j -0.0040545+0.0263222j -0.00560107+0.00441731j -0.00220392-0.00401483j -0.00314199+0.0143124j 0.005545-0.00709692j 0.00286751+9.04711e-05j 0.00320202+0.0105267j 0.0258446-0.00644875j -0.0233606-0.00666269j -0.0132422-0.0308269j 0.00926832-0.00244019j 0.00669568-0.00478854j 0.028793-0.00292012j -0.00187689+0.013485j -0.00299077+0.0474232j -0.0132857-0.0119777j 
-0.0243621+0.0186789j 0.0824441+0.00751497j -0.0351353+0.0373248j -0.0078591-0.018695j -0.00373357-0.000608553j -0.0609263+0.0611701j -0.00678256-0.00864209j -0.0285964+0.0411343j 0.0258697+0.0464932j -0.0604127-0.0667122j -0.0107413+0.0704542j -0.0118796-0.0927052j 0.136611-0.0594141j -0.00606965+0.0944684j -0.0995998+0.049988j -0.115097+0.00788599j 0.096469-0.0806169j -0.126167+0.0490672j 0.132608+0.0530395j -0.00451449-0.194115j -0.0217387-0.00931778j 0.090801+0.0252649j -0.158069+0.0283389j -0.0607555+0.0229805j 0.0566659-0.0374628j 0.0380789-0.0599458j -0.00133646+0.0898697j 0.00748842-0.04593j -0.0103232+0.15484j 0.00423677-0.0806733j 0.0022816+0.0214945j 0.0571739+0.162839j -0.0375501-0.207658j -0.135291+0.0347091j 0.076007+0.161918j 0.167195-0.237451j 0.162638-0.0656319j 0.00649194-0.0300878j -0.00280579+0.0776489j 0.0197631+0.00266514j 0.0211984-0.0297229j -0.000871767-0.0166564j -0.0726497+0.0569046j 0.0201733+0.0134326j -0.0351355+0.0679715j -0.0166428-0.00289876j 0.0170024-0.00638201j -0.0214761+0.0500272j -0.0108209-0.0143399j 0.00361733+0.0258701j -0.0276586-0.0517045j 0.035186-0.038051j -0.027969-0.0196273j 0.0689161-0.0317366j 0.023192+0.0236934j -0.0353378+0.00821642j 0.0049549+0.000650863j -0.00398865+0.000917841j 0.016092-0.0193508j -0.0462589+0.0454494j -0.0110862-0.0175855j -0.0151567-0.00162775j 0.000586166+0.0246684j -0.0442261+0.0595674j 0.00557058+0.00580291j 0.0101741-0.0233953j -0.0110296-0.0182829j -0.00392444-0.0360903j 0.00515926-0.0434583j -0.0272489-0.00631832j -2.00834e-06-0.00612826j 0.0454823+0.0182391j -0.0174904+0.00094289j -0.0158665+0.0535129j 0.00968998-0.024679j -0.025148-0.0134587j 0.0635567+0.0273008j -0.00614058+0.0729124j -0.00317183+0.0395258j -0.0447375-0.00549254j -0.0141643+0.0154097j 0.0412607+0.00454237j 0.0756011-0.0519338j -0.0253307+0.0378815j 0.0416173+0.0397422j 0.00117024+0.0523264j 0.0130641+0.0040932j -0.0298993+0.0376808j -0.0322617-0.0297859j -0.000771004+0.00370085j 0.0849334+0.111468j -0.00576268+0.0141189j 0.0015728-0.00260705j 0.012273-0.0425834j -0.0496396-0.127309j 0.193135-0.24077j 0.167725+0.101036j 
0.109586+0.00392577j 0.019517-0.02324j 0.00499587-0.00102498j 0.00100955-0.045858j 0.00772116+0.045139j -0.034533-0.0106471j -0.0140239-0.0370879j -0.0422685+0.0215621j 0.00598583-0.0362538j -0.0865799+0.031973j -0.0121153+0.0441952j 0.0474038-0.0816873j -0.0439494+0.0513591j -0.029822-0.0089007j 0.0190917+0.019842j -0.000412274-0.0624726j 0.123229-0.113041j -0.124615+0.121752j 0.0954427+0.0678524j -0.0319689-0.100748j 0.0256124-0.0607072j 0.0123535-0.0680526j 0.000994139-0.0431703j 0.0109486-0.0275902j -0.050618+0.108408j -0.123663+0.0278499j 0.0536199+0.0434292j -0.0488959-0.0336254j 0.108403-0.0574843j -0.0255744+0.18194j 0.0269549+0.0832114j 0.191458-0.0946656j -0.0624689+0.134942j -0.223068+0.0840808j -0.0506049+0.114521j 0.0271508+0.0785547j -0.344246+0.196739j 0.0862152-0.142368j -0.0147264-0.0891369j -0.0110083+0.040465j 0.029627-0.00156118j 0.0450929-0.123968j -0.089981+0.0559772j -0.00480065-0.0279465j -0.0458783+0.0859948j -0.0179756-0.0430862j 0.00474752+0.0423285j -0.0171721+0.0321781j -0.00875377+0.0168804j -0.00585021+0.0234601j 0.0242546-0.0579894j -0.00965602-0.000366902j -0.000475585-0.00724813j -0.0073068-0.00410955j -0.00961732-0.00938208j 0.0111458-0.0138166j 0.0177715-0.0398576j 0.0189602-0.0193298j -0.0362947+0.00133127j 0.0199223-0.0107446j -0.0178826+0.0232001j 0.00785497-0.00527705j -0.0107018-0.0261508j 0.0267698-0.0168077j -0.0152236-0.0151594j -0.0225149+0.015524j -0.000532927+0.0216524j -0.00844242+0.00889729j -0.0269068+0.0102274j 0.0209029+0.0310916j 0.0147762+0.00162293j -0.00585602-0.0275613j 0.00751535-0.0111429j 0.0254078-0.0134448j -0.0129052-0.00248518j 0.0228724-0.00806837j -0.0314471-0.0357128j 0.0875804+0.029557j 0.0378352+0.0361821j -0.0232222+0.068919j 0.0334244+0.0310653j -0.0247111-0.0205294j -6.84791e-05-0.0403263j 0.0172214+0.124067j 0.0503749-0.00926152j -0.0343866-0.062237j 0.0114014-0.00996443j 0.00166406-0.0302257j -0.0105046+0.0975358j -0.0158505+0.0527592j 0.007779-0.0632478j 0.0185313-0.0224192j 0.0330292-0.00661369j -0.0537596-0.024316j -0.158695+0.0860335j 0.150086+0.0642851j -0.162317+0.232084j 
-0.0517307-0.0394889j -0.041041-0.020102j 0.00731558-0.0408571j 0.0417795+0.00341568j 0.0199738+0.018501j -0.0246623-0.0406142j -0.00735639-0.0357944j 0.0543091+0.0408955j 0.00697749-0.0678217j 0.00945755-0.0394727j -0.054904-0.0313786j -0.0505364-0.0243989j 0.00694343-0.0207411j 0.0260109-0.0123405j 0.0535319+0.0177326j 0.00102118-0.0456807j -0.0271229-0.0114572j -0.0277979+0.0475135j 0.121507+0.0740697j -0.0652998-0.055053j -0.097344-0.0163623j -0.0432995-0.0919264j -0.0860263+0.00992026j 0.0515522+0.0681512j 0.0147265-0.220513j -0.123689+0.106297j -0.0269946+0.0984459j 0.0626835+0.106612j 0.273909+0.236562j 0.0612414+0.215854j -0.152266+0.116963j -0.196934+0.0384314j 0.279228+0.11834j 0.0363586-0.243778j 0.0250021+0.108896j -0.186553-0.059328j 0.140496-0.110974j 0.00496395+0.0250602j 0.00475505-0.129938j -0.000489788+0.0144096j 0.00236504+0.0341147j -0.0396475-0.0779311j -0.0332904-0.0506208j 0.0297862+0.00143478j 0.0298917+0.0582325j -0.0398073-0.0328548j 0.0421265+0.0319243j -0.0191198+0.00973743j 0.0246523+0.00129498j 0.00365638+0.0326869j -0.0370357-0.0169019j 0.0166437+0.0365281j -0.0190094+0.0100565j 0.0440515+0.0425969j -0.0365118-0.0385012j 0.0037944+0.0246464j 0.0122008+0.0085265j -0.012017-0.0124517j -0.00137522-0.0198074j -0.0109493+0.0032164j 0.00981137-0.00451682j -0.0103135+0.0364028j -0.00794698-0.0197104j -0.00934535+0.0147471j -0.0347118-0.0204755j -0.037784-0.0253405j 0.00187629-0.0225504j 0.00157355-0.0309231j 0.0328325-0.0114971j 0.0264075+0.0368477j -0.00900298+0.0121433j -0.0392096-0.0285886j 0.0259383+0.0593922j 0.0188174+0.00944164j 0.0030927-0.000397962j -0.0021369-0.0428844j 0.00957247+0.0439551j -0.000363513+0.0122768j 0.00490206-0.00303788j 0.0313633-0.0103804j -0.017277-0.0147868j 0.0232833+0.0354983j -0.0133497+0.00570976j 0.0129443+0.0198803j -0.0032388+0.0200913j 0.0173522-0.0290019j -0.00971803+0.00227973j 0.00296728+0.0109141j 0.0323169-0.023254j -0.0402992-0.016347j -0.0153927-0.00469909j 0.0169795+0.010498j -0.0210409+0.00310493j 0.0936356-0.0723227j -0.0562024-0.126636j -0.0136068+0.00333742j 0.0275132+0.0398452j 
-0.00859316+0.0666352j -0.0239668-0.0288567j -0.0443992+0.00317342j -0.0462043-0.0188934j -0.0138066-0.00393815j 0.0190947-0.00613189j -0.0100076-0.0229806j -0.0100243+0.0203052j -0.0427695-0.000144987j 0.0170875-0.0569299j -0.0124632+0.0367032j 0.0299723-0.00774847j -0.0366401+0.0050359j -0.0286742-0.0287361j 0.00498586-0.018686j 0.000746043+0.0541687j -0.025796+0.0130668j 0.102687-0.00147669j -0.0983795-0.0133319j -0.00810476-0.134769j 0.101891+0.0327861j -0.0121606+0.127051j 0.0549485+0.0687721j 0.0308961+0.0294912j 0.0973775-0.0384481j -0.156125-0.117637j -0.0511186+0.258651j -0.00369726+0.20433j -0.0866592+0.144431j -0.208098+0.00961296j 0.348521-0.130162j -0.0218996+0.0600503j 0.038455+0.0916475j 0.0806834-0.0115583j 0.0530556+0.0721508j 0.0250197+0.00925097j -0.220482+0.00740592j -0.0210664-0.0536347j -0.0475243+0.108219j 0.0141481-0.0193793j -0.00870631-0.0352069j -0.0111181+0.000712995j 0.0589051+0.0464222j -0.0288347+0.0985678j -0.00190905+0.00221501j 0.0309159+0.0233403j -0.0196575-0.016133j 0.0328014-0.0103457j 0.0146914+0.0219439j -0.000317013-0.0183881j -0.010975+0.0178553j 0.014952+0.00406211j 0.0103763-0.00895585j 0.0136537+0.000325179j 0.0184941-0.0239857j -0.0188758+0.00119548j 0.00604802-0.0126603j -0.00329807+0.0451265j 0.00957919-0.0576537j -0.0149952+0.0318516j 0.0182557-0.0359223j -0.0237024+0.0269174j -0.00568127-0.0040272j -0.00991163+0.0291018j 0.0376946-0.0247418j 0.00645201+0.00197793j 0.0103759-0.00124321j 0.0133071+0.00821838j -0.0207181-0.00353305j -0.0229832-0.00016882j -0.00747326-0.00820754j 0.00537257-0.020707j -0.0534016-0.0282496j 0.0424034+0.0596545j 0.00899461-0.0103973j 0.026912+0.00291128j -0.00661944+0.0347219j 0.0193438+0.0614625j 0.0313133+0.0134496j -0.0231899-0.00331251j 0.0119711-0.0274666j -0.0129339+0.0139731j -0.017799+0.0109745j -0.0392041+0.0599913j -0.0486705+0.0282543j -0.0483834-0.00907027j -0.0220885-0.0093643j -0.0234363-0.00501458j 0.0196651+0.0222332j 0.0362337-0.0111308j -0.0317029+0.032661j 0.00431442+0.010185j 0.0185679-0.00558034j -0.100499+0.0102978j 0.031751+0.0383564j -0.0201716-0.070128j 0.021494-0.0264442j 
0.0740004-0.0648582j -0.0449265+0.0340086j 0.0482433-0.0235033j 0.0201113-0.0155032j -0.0208514+0.0283831j 0.030114+0.00497103j -0.0167081-0.00518051j -0.00236219-0.0229326j -0.00384186+0.00283178j 0.00753381+0.0113002j 0.0394471+0.018677j 0.0181572-0.0206734j 0.0167746-0.0148034j -0.029954+0.00328212j 0.022825-0.00516076j 0.0484614-0.0978364j 0.054695-0.0574007j -0.107985+0.0917939j 0.0473172+0.0306841j 0.0913037+0.0341276j 0.0357291-0.0029616j 0.104344+0.0669204j 0.0744123+0.102705j 0.0827272+0.027562j 0.298693+0.00119291j 0.0502792-0.106567j 0.0838295+0.0399114j -0.192726+0.0936925j 0.0177222-0.146929j 0.143417-0.130028j 0.0706424+0.248142j -0.237079+0.0648962j -0.00196849+0.164756j 0.122772+0.00906088j -0.0703229+0.093778j -0.154567+0.005612j 0.0719964-0.137183j -0.0204993-0.0220418j 0.118875-0.154655j -0.020165+0.0438729j -0.0174286+0.0337419j 0.061711-0.0812822j -0.0209361+0.0336044j -0.0356504-0.0698311j -0.0242323-0.00331659j -0.00771008-0.0204095j -0.00339117+0.0366782j 0.00500039-0.00204152j 0.000998784+0.00154741j -0.00791512-0.00128977j 0.00912825+0.00618722j -0.0123149-0.0125834j 0.012656+0.00426906j -0.0124612-0.0196214j 0.0521917+0.0171291j -0.0255742-0.00399095j 0.0311739-0.0098502j 0.022074-0.0156082j 0.00619543+0.0174063j 0.0110515+0.00751329j 0.00901221+0.00354266j -0.0508893+0.0045388j 0.00371474+0.0102576j 0.0233919-0.0016986j -0.00273225+0.0144265j -0.0160275+0.00150178j 0.0312418-0.0121047j 0.0223281-0.00257731j -0.0065798-0.00187253j -0.0157871-0.0134468j -0.0186332+0.0109889j 0.00907931-0.00300342j -0.0167893-0.0183776j 0.0214185+0.0261954j -0.0185927+0.0350686j 0.0168108+0.0139251j -0.0340627+0.000560733j 0.0239552-0.00302946j 0.049888+0.00707217j 0.0588599-0.0329736j -0.0249036-0.00161237j 0.00577217+0.026463j -0.059651+0.0221328j 0.0237475-0.0230854j -0.0269945+0.0228384j 0.0532082-0.0295243j 0.00163006+0.00925291j 0.00536932+0.0044284j 0.0145627-0.0323402j 0.0250158-0.012835j -0.0162027-0.0371604j 0.00824259-0.00427782j 0.00328634+0.00957401j 0.066321-0.100583j -0.0469239-0.00195458j -0.00630281+0.0241274j -0.0324365+0.0212906j 
-0.0149954-0.0466529j 0.029999-0.000531191j 0.0313933+0.0279442j 0.032634+0.0566116j 0.0245345-0.0146185j 0.0230707-0.029554j -0.0101695-0.00953193j 0.0479022-0.0240938j 0.016629-0.0121769j 0.00667383+0.036491j -0.0108674+0.0114084j 0.00917516+0.0436312j 0.00502814+0.00969485j -0.000292071+0.00758543j -0.0112296+0.00803612j -0.00657529-0.0239237j 0.0149343-0.0208334j -0.0450426-0.0260556j 0.0721194+0.07052j -0.019877+0.0110977j 0.0895131-0.0664942j 0.0777929-0.0873398j -0.043311+0.0599382j 0.119583-0.169685j 0.172798+0.191925j 0.0242524-0.120826j 0.0855879-0.0526532j 0.185763+0.0457544j 0.0125124-0.0996262j -0.172682+0.0482663j -0.0147838-0.279553j -0.00696973+0.134558j 0.0231059+0.0135667j -0.058323+0.0634861j 0.0680256-0.128041j -0.0760465+0.00179715j 0.161885+0.0231515j -0.00885562+0.00375436j 0.0163676-0.0504967j 0.00468909+0.0173685j 0.00290188+0.00320923j -0.0198488-0.00918823j -0.0210999-0.057749j 0.031078-0.0347215j -0.0361252+0.015154j -0.00905781-0.00438841j 0.0123111-6.98797e-05j -0.042395+0.0169178j -0.0268034-0.00844652j 0.00533583-0.00255361j 0.0127244-0.0320604j 0.0245915-0.0217231j -0.00019141-0.00181745j 0.0338748+0.00335902j -0.0252575+0.0572719j 0.032248-0.0253553j 0.0453958+0.0109848j -0.00289161-0.00269928j -0.0323515+0.0335927j 0.0170618-0.0201386j 0.0360403-0.00386647j -0.0189588-0.0169494j 0.0102662+0.00973854j 0.025187-0.0354163j 0.0175938-0.0208138j -0.0209263-0.00393444j 0.0270435+0.00161906j 0.00964364+0.00363839j -0.0124258+0.0367592j -0.0205782+0.0324974j 0.0249128+0.0108969j -0.0110225-0.00104857j -0.0334315+0.0185507j 0.0139942-0.0165609j -0.00286063+0.0156117j 0.0129399+0.0216807j -0.0224131-0.0537685j -0.00785333+8.16286e-05j -0.00267988-0.00110693j 0.0097479-0.0103j 0.0123406+0.00112969j -0.0101409-0.0262568j 0.00727508-0.00235653j -0.0220483-0.00584051j -0.00391383-0.00584942j 0.0176187+0.011733j 0.0078358+0.00743858j 0.0134171-0.0137566j 0.00595018+0.0147808j -0.0190839-0.0021924j -0.000332865-0.0334599j 0.000189178-0.00410978j -0.0147503+0.0120735j -0.000817108+0.000819594j -0.0332437-0.000421406j 0.000527337+0.0172321j 0.0129006+0.0322415j 
0.00821882+0.0203172j -0.0540935-0.00308451j -0.0140945+0.0264987j -0.00877854-0.0145726j 0.00711114-0.0277468j -0.0214678-0.0122833j 0.0313241+0.0191208j 0.0140742+0.00389602j -0.0183799-0.0335837j 0.0401076-0.00734744j 0.0424585-0.0151498j 0.00343251-0.0315447j -0.0145834-0.00175487j -0.00214329-0.00444813j 0.0215814+0.0117786j 0.0229039-0.0256962j -0.00123807-0.00987473j 0.0372484-0.03932j -0.00215547+0.0353834j -0.0447697-0.0331134j 0.184585-0.0670593j -0.120266+0.018858j 0.126434+0.0839206j 0.0353283-0.040145j 0.344152+0.0489039j 0.0515301-0.100654j 0.022328+0.276152j 0.102643-0.0955445j 0.0727034-0.0217644j 0.0684459+0.22278j 0.0941686-0.00671746j -0.0320476+0.130977j 0.0468058-0.068067j -0.0082861+0.024804j -0.038316+0.053046j -0.0469469+0.000305201j -0.0410605-0.0502952j -0.0428291-0.0455798j 0.0082192-0.0299244j 0.00289013+0.0191759j -0.0134984+0.00274945j -0.0083843-0.0335968j 0.0484018-0.0159236j -0.0136311+0.0359134j -0.0231757+0.0299589j 0.049785+0.00368767j -0.0444388-0.00535967j 0.0439181+0.0109834j 0.00349152+0.0327073j -0.0162758-0.0305755j 0.00749739-0.00441131j -0.0350812-0.0243448j 0.0233586-0.00780549j -0.0359051-0.0368828j 0.0531415-0.00406459j -0.0404234+0.00328477j 0.00607494+0.00534301j 0.0102924+0.00757624j 0.0237274-0.0137768j 0.0197954+0.0290624j -0.00137433-0.00217379j 0.00136956-0.00314767j -0.0073073+0.0202336j 0.0162075+0.00484715j -0.000630154-0.0463378j -0.0119412+0.00931076j -0.00241169+0.00381956j -0.0210892-0.0145245j -0.0121675+0.0422883j -0.0118862+0.024449j -0.0044693-0.0354786j 0.000521096+0.02363j 0.00172176+0.0339754j 0.00122635-0.0363747j -0.0226359-0.013537j -0.0314971-0.00643167j 0.0178894+0.0114568j -0.0349439+0.0071688j -0.0331891+0.0243167j -0.00163272+0.00480642j 0.0141636+0.0149792j 0.000641247-0.00352027j -0.0130892-0.0158115j -0.0173531-0.0216757j -0.0255725-0.0253475j -0.00423573-0.0327244j -0.00857699-0.00338864j -0.00533571-0.00455216j 0.000716853-0.0380456j 0.0116572+0.00840597j -0.039971+0.019692j 0.00528587-0.000752412j 0.0130384-0.012193j -0.0102139-0.0239963j 0.00435751+0.0343861j -0.00396203-0.0133467j 0.000863524-0.0108177j 
0.00715738-0.00435412j 0.0366132+0.00832071j 0.00170958-0.0331841j 0.0060764-0.0257574j 0.0203319-0.00315372j -0.0417407-0.0141127j -0.0335866+0.0280041j -0.00925751+0.0112168j 0.00508433-0.0258449j -0.00319895-0.0142481j 0.00269505+0.0480232j 0.0186485-0.0272296j -0.00319328-0.0113747j -0.0278041+0.00958538j -0.00970307-0.0217502j -0.00708058+0.00785862j -0.00919693+0.00839856j 0.0181727+0.0767056j 0.00744685-0.0891806j -0.0980876-0.000698233j -0.0573366-0.00842661j -0.0395926-0.121226j -0.0717764-0.0786361j 0.080167+0.218172j -0.219482-0.132725j -0.0994545+0.0204263j -0.0132518+0.0928439j -0.266766+0.189803j -0.0797973+0.109871j -0.0982332-0.0831647j -0.143119+0.100291j 0.0415469-0.123284j 0.146142-0.0810709j 0.00829149-0.0858414j -0.0121776+0.0133679j 0.144172+0.00956607j -0.0436055-0.00895727j 0.0161479+0.0315362j -0.0292022+0.0242465j 0.0040803-0.00738822j 0.0146573+0.00211824j -0.00961694+0.0303315j -0.0109037+0.0767442j 0.0450986-0.0252316j 0.0116101+0.0173915j 0.000994267+0.0221068j 0.000581233-0.0328426j 0.000571981+0.0672056j 0.0106158-0.00288004j -0.00278067+0.0423625j -0.0253672+0.0878966j -0.00281472+0.0360565j -0.0184658+0.0294979j -0.00210153+0.00526886j -0.0474696-0.0139593j 0.038958+0.0397732j 0.0139112+0.00502072j -0.029595+0.0161319j -0.0180152-0.017017j 0.00953961+0.0134792j 0.0167719-0.0551481j -0.0103384+0.0692606j 0.0172114+0.0134491j -0.00959197-0.00768786j -0.00533475-0.059359j 0.0113157+0.0155744j 0.0132996-0.0396267j -0.000930628+0.000458442j 0.0253128+0.0270267j 0.00890669+0.0232957j -0.00438843-0.0188902j -0.00237498-0.0116988j 0.00909473+0.00679751j -0.0337674-0.0121891j 0.00784188-0.00305926j 0.00156435-0.00846274j -0.0177611+0.00737978j -0.0124573+0.0144408j -0.028086+0.0152791j 0.00925353-0.0155484j 0.0352724-0.00249058j -0.0400187-0.00287785j 0.0133665-0.0266988j 0.00599793-0.00323196j 0.0136556-0.0191932j 0.00585758-0.0157736j 0.000267493-0.00999221j -0.0101072-0.00557181j 0.0040588+0.0138586j -0.0182761-0.036062j 0.0175966-0.0138367j -0.0137949+0.0233544j 0.000984664+0.0007776j 0.00176696+0.0315625j -0.00312782+0.00333084j 0.00133465+0.017063j 0.00610066-0.0198874j 
