-0.0517316-0.0710783j -0.0861842-0.109856j 0.0289355-0.158916j 0.0170727+0.0119164j -0.0434588+0.0719695j -0.00787721+0.0525101j -0.0117774+0.000866906j 0.0952403-0.059189j -0.0248816+0.0436302j 0.0208596-0.00351324j 0.0115298+0.00509688j 0.00363704+0.0101988j 0.0445913+0.00997141j -0.0283797+0.0070413j -0.0164887-0.000663089j -0.0334414+0.018377j -0.033076+0.00873588j -0.00420144+0.0180072j -0.0253175+0.00549774j -0.0347309+0.019744j -0.0362125+0.00526807j -0.00382179-0.0212257j 0.0293542+0.0133383j 0.00295972+0.0258554j 0.0217168+0.018999j -0.00215929-0.019545j 0.0654738+0.0616869j 0.0492095-0.0107367j -0.0312963-0.0121391j 0.0116197+0.0334229j 0.0154148-0.0113624j -0.00212468-0.0703516j 0.0117815+0.0604594j 0.0540901-0.12159j 0.0672908+0.0690629j 0.0323649+0.0108549j -0.0476038-0.075275j 0.193768-0.00820475j -0.0422271-0.0868637j 0.0113966-0.0287028j 0.0780109+0.0248877j 0.0680544+0.0584614j 0.045495+0.103965j 0.0412943-0.0407621j 0.0059808+0.038999j -0.0270112-0.0531898j 0.031146-0.0349154j -0.00276803-0.0457761j 0.0729146-0.0256873j 0.00584356+0.0316341j 0.0416798-0.00387374j -0.0533045+0.0148983j -0.0112247-0.0151791j -0.0457183+0.0164891j -0.0187215-0.0214836j 0.0482571+0.00787236j 0.0220284+0.0163491j 0.0474514-0.0104719j -0.0225536-0.000379372j -0.00309661+0.0101519j 0.0231602-0.00512435j 0.00322208+0.0152934j -0.0308501-0.0302278j -0.00805159-0.00495816j -0.0220596-0.027738j -0.00174577+0.0048341j -0.030062-0.0303377j -0.0530252-0.00923774j 0.0165638+0.00561614j -0.0596761+0.0252318j -0.0132565+0.00303187j -0.00212941+0.016386j 0.0347768+0.0416185j 0.02142+0.0348065j 0.00914793+0.0334045j -0.0296167-0.0329546j -0.0162354-0.00406668j 0.0411204-0.00135682j -0.0112476+0.0152699j -0.0477722-0.0188911j 0.0763903+0.0478643j -0.000105462+0.0217936j -0.0533367+0.00194398j -0.0469022-0.0346563j -0.0605399-0.0811459j -0.00227281+0.0665186j 0.100865+0.163452j 0.168004-0.0841327j -0.0629236+0.122026j -0.110274+0.0121257j 0.0455325-0.13643j 0.0541684+0.0896657j -0.176394-0.0429339j -0.0148515-0.000455001j 0.062655-0.0116151j 0.143296+0.0599421j 0.0604308+0.0141111j -0.119442-0.143859j 
-0.0338329-0.0131366j -0.0171804-0.0504306j -0.000674991-0.00177853j 0.0233715-0.0232259j -0.0438242+0.0679637j 0.0107349-0.015611j 0.00516347+0.0151331j 0.0140359-0.0306667j 0.04721+0.0849133j -0.0250911-0.0115579j 0.0166431+0.0165638j -0.0167376+0.00988099j 0.0166741-0.0483417j -0.0105771-0.0476563j -0.00144091+0.0369748j 0.0103416-0.0270225j -0.00884629+0.00995077j -0.018413-0.00637428j 0.0156632-0.0149336j 0.00174034-0.00173857j 0.0234577+0.015059j -0.0299446+0.0180374j -0.03144+0.0225813j -0.00268717-0.0494095j -0.00492671+0.000923766j -0.0144326+0.00264803j 0.00238531-0.000411577j 0.0213761-0.0166292j 0.0205526-0.00744845j -0.00119823+0.00649143j 0.000310936+0.0307037j -0.00237602+0.00895206j -0.0238474+0.0427982j -0.00525308-0.00222069j -0.00339874+0.00398079j -0.00634718-0.0186447j 0.00246551-0.0270702j 0.0146652-0.00563567j 0.00831304+0.00729367j -0.0285849+0.0116702j 0.00349895-0.0475322j 0.00727296+0.0134578j -0.0139862+0.0212592j 0.0352176-0.0443894j 0.0149426+0.0276713j 0.0375944-0.0467704j -0.0432951+0.021821j -0.0122846-0.0161569j -0.00265054-0.022753j 0.0819773-0.0544555j 0.0392502+0.151143j -0.0919119-0.00565457j -0.0148637+0.146957j -0.0149603-0.037726j 0.0510247+0.0128419j -0.0408296-0.11861j -0.0395234-0.0569232j 0.0322315+0.0379415j 0.106069-0.0223765j 0.171031-0.102514j 0.0606943-0.0537499j -0.0363997-0.11271j -0.0866368-0.0199284j -0.0155798+0.207774j 0.0892357+0.146727j 0.028624+0.0341789j -0.0632086+0.0712145j 0.0669467+0.0444393j 0.133386-0.145323j -0.0116117-0.012971j 0.107427+0.0242017j 0.174507+0.0641561j 0.0604732-0.0791735j 0.0936623+0.0601211j 0.0243385-0.0562776j 0.0825289-0.113292j 0.0951385+0.215571j -0.0922741+0.0494804j -0.0257936+0.0645108j -0.0767935+0.0195781j -0.163795-0.0923859j -0.0798435-0.00821536j 0.0723605-0.0548864j 0.00552936-0.0222753j 0.00809506+0.0846171j -0.0252962+0.0958708j -0.0577357+0.00723647j 0.0326688+0.13312j 0.0754434-0.0312726j 0.0418849-0.207418j 0.0684124+0.0537075j 0.0100595-0.0332974j 0.00454265-0.0202378j -0.0815409-0.118148j -0.0272925-0.0160646j 0.0118066-0.00112812j 0.0216547-0.0536859j -0.0351498-0.00496366j 
-0.0109145-0.00100324j 0.000181587+0.0281797j -0.00295083+0.000138683j -0.00907962-0.00377134j -0.0211875-0.0251513j -0.0213648+0.00669335j 0.0212577-0.023862j 0.0199252+0.0233251j 0.013686-0.0238408j -0.033675-0.026167j -0.00345744+0.0425176j 0.00573414-0.0013255j -4.86461e-05+0.0456167j -0.016462+5.29542e-05j 0.0151285-0.00609619j 0.0052972+0.0309737j -0.0128366+0.0186205j -0.0549535+0.0106596j -0.0261159+0.00272926j 0.00445167+0.00729196j -0.0118342+0.00958858j -0.0106634-0.00297318j -0.0300765-0.0175595j -0.00498351-0.0172385j 0.000268573-0.0329637j 0.0199111-0.000459245j -0.0105462-0.0141011j -0.00298444+0.0118437j 0.0154676-0.0133235j 0.0063463-0.014115j 0.00249224+0.00167561j -0.0127915-0.0129383j -0.00346257-0.0142302j -0.00157427-0.00726036j 0.00129414+0.0102226j -0.00175126-0.000391391j 0.0079826+0.011449j -0.0143717+0.0021565j 0.00924657+0.0131899j 0.00107886-0.0203049j -0.00405339-0.0173421j 0.0116242+0.000586948j 0.00451664-0.00904515j -0.030635+0.00465258j -0.0123786-0.0111854j 0.0359426-0.0143042j -0.0249007-0.010347j 9.82417e-05+0.00498405j -0.00575089-0.012158j 0.0505965+0.0539711j 0.0492358-0.00316476j -0.0541253-0.02476j 0.0732646-0.0639145j -0.0431867+0.00668048j -0.00517261-0.0762863j 0.027094+0.00964914j 0.0257924+0.043782j 0.0357257+0.0752096j 0.0944361+0.0780472j 0.125363-0.138261j 0.0166473+0.0759796j -0.0271736+0.0528098j -0.0399584-0.0766647j 0.196163+0.00659003j -0.0349522-0.114254j -0.0765306+0.0509319j -0.0267677-0.220034j 0.112475+0.01287j -0.188832+0.000742317j 0.0994138+0.0280911j 0.0522981+0.0663768j -0.0475198-0.118684j 0.170404-0.11985j 0.108769+0.0666056j -0.139742-0.0693594j 0.0945679+0.212559j 0.0632812+0.0674778j -0.0310581+0.0403333j -0.0514233-0.112069j -0.0331336+0.126526j -0.140421-0.0288713j 0.0595046+0.0437385j -0.0816049+0.0617589j 0.0130461-0.0236385j -0.0752466+0.0615319j 0.0142867+0.0455212j 0.0371935-0.0166992j 0.0645645-0.0738063j 0.0239465-0.0679467j 0.0321528+0.00923815j 0.069013-0.0114296j -0.00645017+0.0431334j 0.00120139-0.0287467j -0.0241354+0.0449545j 0.00720913-0.000328244j -0.00523779+0.0224573j 0.0222686+0.0087049j 0.018018+0.0254622j 
-0.00276423-0.0206824j 0.00506866-0.00791736j -0.0102674+0.0205531j -0.00918444-0.00739661j -0.0103218+0.0272045j 0.0204651-0.0219137j -0.00355793+0.0312479j -0.00714473-0.0205954j -0.00663236+0.00797496j -0.0220838-0.0271979j 0.0339048+0.00547325j 0.00421271+0.0376079j 0.0338327-0.00294404j 0.0461152-0.00587696j -0.0117391+0.00642628j -0.0344486-0.00214997j 0.00375679-0.0163431j 0.0103887+0.00534752j 0.0297436-0.00229543j 0.02085-0.0266601j 0.00468435-0.00482705j 0.0060062+0.0185057j 0.00339831-0.0112498j -0.00750847-0.00176136j 0.00401165+0.00401939j 0.0398885-0.00491716j 0.0116406-0.00427424j 0.00228073-0.0124297j 0.00987729+0.0100549j 0.00296812+0.00167957j -0.0117786-0.00290885j 0.000315148+0.00575205j -0.00469683+0.00728588j 0.000142178-0.00982996j -0.00229877-0.00917176j -0.00987217-0.0128074j 0.0120317+0.00862867j 0.00508224-0.0121141j 0.00743697+0.00369008j -0.00647368+0.0102644j -0.00260427-0.0124878j 0.00725393-0.0116644j -0.00941091+0.0198803j 0.0118574-0.00537487j 0.0150721+0.0147768j -0.00985172+0.000749763j -0.0253563+0.00211073j -0.0140895-0.013404j 0.0384645+0.046422j -0.026807-0.0742097j -0.0280123-0.00576697j -0.111251-0.0669647j -0.0426166+0.0677307j 0.0918684+0.0520905j -0.0276359-0.00614398j 0.074672+0.0194614j -0.0664284-0.0022359j -0.115171-0.0298134j -0.0754928+0.000411284j 0.0803228-0.0641743j -0.0070229+0.0352303j 0.130728-0.0225211j -0.0651079+0.0215434j -0.0633381-0.0121705j 0.0172879-0.00755698j -0.011473-0.0456717j -0.20176-0.0689405j -0.0169817+0.0869176j -0.15099+0.0418484j -0.0704319-0.00247398j -0.00289127-0.0455272j 0.196926-0.0879072j -0.0380474-0.00066798j -0.0278321+0.0644689j 0.00609338-0.000528833j 0.0622233-0.168535j 0.139917-0.0179933j 0.0534691+0.00640455j -0.147681+0.0822313j 0.118389-0.00588912j 0.14813-0.038919j 0.0351958+0.0237079j 0.0598771-0.0265945j 0.0255203+0.0568641j 0.0496804-0.0168552j 0.00298772+0.0357361j 0.098793+0.0289731j -0.102101-0.00171003j 0.118878-9.93139e-05j -0.00623989-0.0306236j -0.0244952-0.00807494j 0.0181364-0.0295668j 0.0458505+0.0152121j -0.0505319-0.0275926j 0.0029726+0.0155843j 0.0161762-0.0229769j 0.00895323+0.00102158j -0.00957847-0.0155095j 
-0.000572612+0.0248429j -0.0451906-0.0284006j 0.00147192-0.0477056j 0.0194638+0.00956909j -0.00844499-0.0309186j -0.0254097-0.0132838j -0.00376077-0.0429007j -0.000924421-0.00621832j -0.0313523-0.0232096j -0.0025034-0.0233714j 0.00988779+0.00260677j 0.0107921+0.00104931j -0.0132508+0.00747079j -0.0132618-0.0196038j 0.0456911-0.0122904j -0.037124+0.0173429j 0.0266684+0.00549047j -0.00992289+0.00843722j -0.0133143-0.00109155j 0.00164884-0.0182029j -0.00835711+0.0146694j -0.0211592+0.010102j -0.00391103+0.0217059j -0.0136575+0.00369471j 0.0126649+0.0271998j 0.019937-0.00500335j 0.00996552+0.00622572j -0.00502961-0.00424017j 0.0108575-0.0118163j -0.0143556+0.00163969j 0.000836625+0.00362602j 0.00962522-0.000414948j -0.00506185+0.00387819j 9.57552e-06+0.00306888j 0.000781495+0.00427288j 0.00295573-0.000702349j -0.0133181-0.0121999j 0.0220183-0.00922352j 0.000871869+0.00674945j 0.00411425+0.00200765j 0.0181529+0.0101817j -0.00142519+0.0144776j -0.00128309-0.0221654j -0.00214686-0.00626517j -0.0415976-0.0273869j 0.0223942+0.0106296j 0.0286516-0.0365845j 0.0120881-0.0079062j 0.00848105-0.0588992j 0.0157231+0.00435769j -0.0389127-0.0702121j 0.0467981-0.0620236j 0.0268759-0.00161802j 0.0359432-0.0473001j -0.0269486-0.0855249j 0.00404089-0.0415019j -0.131854+0.052076j -0.0568863+0.0735721j -0.101626+0.01883j 0.102583+0.00459087j 0.126366-0.0518733j -0.202947-0.0475347j 0.14977+0.0363397j -0.11128-0.0475481j 0.0317801+0.137678j 0.183086-0.0142595j -0.0571938+0.164353j -0.0446977+0.0450337j -0.179963+0.205212j 0.0582525-0.129368j -0.00287595-0.0303781j -0.0117808+0.0501898j -0.055415-0.0571136j 0.0949018-0.02791j -0.192176-0.0480759j 0.103337+0.0715378j -0.0327422-0.00269883j -0.0504593+0.0398733j -0.0346888+0.0331339j 0.0554832-0.217398j 0.0483193-0.0439655j 0.0134063+0.00507458j -0.0300522-0.00843872j 0.0499884-0.103662j 0.0133196-0.0934833j 0.0282347-0.0318901j -0.0220393+0.0222327j 0.0375963-2.67822e-05j -0.0353748+0.0268831j -0.0231646-0.00428781j -0.0486669-0.0236839j -0.000543695+0.00985458j 0.0179522+0.011261j 0.0458179+0.0164709j 0.0119425-0.0394027j -0.000548928+0.0420684j -0.0282359-0.00711615j -0.0400517+0.0161812j 
0.00663908-0.0242135j 0.0151107+0.0189657j 0.0134726-0.0236787j -0.0138463+2.2714e-05j 0.0595246+0.0619693j 0.0010749+0.0316741j -0.00447671-0.0111022j 0.012722-0.0337045j 0.0253807-0.0132336j 0.0100256+0.0783433j -0.00979861+0.0017237j -0.0221932-0.0305526j 0.0369302-0.0404664j 0.0189088+0.000315545j 0.00113975-0.00719842j -0.0214287-0.00901171j 0.000304634+0.0039828j -0.0110691+0.0339886j 0.0382896-0.0329876j 0.0143956+0.019615j -0.00961295+0.000152708j 0.0102241-0.00279791j -0.0246383+0.00252034j -0.0116984+0.0227223j 0.0229167+0.00600058j 0.00423635-0.00788478j 0.00535135+0.0264499j 0.00215627+0.0232194j 0.00390937+0.00839734j -0.0175441+0.00292426j -0.00631962-0.011376j -0.00293503-0.016328j 0.0109563-0.0076356j 0.00245628-0.00788832j -0.013312-0.00704816j 0.00796205+0.0072276j 0.0066551+0.000962279j -0.0102002+0.0541303j -0.0209069-0.00384538j -0.00839853+0.00667545j -0.0162256+0.0325901j -0.00937446+0.0301487j -0.000919695-0.000960225j 0.011509-0.0129902j 0.0375923+0.0207537j -0.03648-0.0267225j 0.0607267+0.0568182j -0.0176912-0.0256633j -0.0647402-0.0106655j 7.3596e-05-0.027066j 0.0479658+0.0254545j -0.0266352+0.14878j 0.0361662-0.0942953j -0.0232493+0.122296j 0.0256699+0.109408j 0.144325-0.0672533j -0.0974077-0.069898j -0.159147-0.0513478j 0.11084-0.161052j 0.170334+0.0842802j 0.0683677-0.267827j 0.122034+0.0110937j -0.0849055-0.0173275j 0.0378007+0.0157219j 0.147537+0.0112736j -0.124341-0.0494192j -0.128608+0.14304j -0.183282-0.190507j -0.0345578+0.0690857j -0.0547585+0.156551j 0.015196+0.0548807j -0.0697765-0.00546463j 0.0750799+0.0200846j 0.0605311-0.0740306j -0.0982018+0.18994j 0.00852834+0.0865451j -0.0452418+0.0251732j -0.0405058+0.00149286j -0.0366226+0.0548187j 0.0518548+0.0383001j 0.119165-0.0218039j -0.0389846-0.0449871j 0.0246237+0.0336734j -0.0628446-0.0235118j 0.0295759+0.0587843j -0.0222811-0.0280299j -0.0532293-0.0720332j -0.0322508+0.0347452j -0.0439606+0.040227j 0.0209945+0.0658964j 0.0373669+0.0512233j -0.0404239+0.00750682j -0.0760026+0.0103521j 0.0369826-0.0454471j -0.0382652-0.0191756j -0.00855015-0.0488983j 0.0339713+0.0263202j -0.00386018-0.0163531j 
0.0344308-0.00634629j 0.00163772+0.00404176j -0.012734-0.0485833j -0.03282+0.0191485j 0.0318589+0.0782418j 0.0315598-0.000869101j 0.00378017-0.0266702j 0.00423471-0.0455566j -0.00815193-0.00823895j -0.0177729-0.0195846j 0.0306716-0.00306195j -0.0709077+0.0410715j -0.0193117-0.0294908j 0.0104215-0.0249393j -0.0148649-0.0392867j 0.0227241+0.00185651j -0.00495706-0.0306322j -0.0126203+0.0296268j 0.00837622-0.00425852j 0.0105158+0.00347966j 0.0245322+0.018523j -0.00380857+0.0149696j 0.0221771+0.0160135j -0.0139434+0.0036023j -0.0127297-0.00221795j -0.00725337+0.00323557j 0.00971045+0.0165975j 0.00576982-0.00520235j -0.00812023-0.0128419j -0.0131339+0.0155668j 0.0117955-0.000573047j 0.00259929-0.00485282j 0.00705841+0.0101103j 0.00989898-0.0189792j -0.0085724-0.00161452j 0.00463946-0.0102369j -0.000130935+0.00263977j 0.0176146+0.0153584j -6.45028e-05+0.0289073j -0.00886504+0.0192997j -0.017942+0.0201555j 0.0137269+0.0277569j 0.00108047-0.0191893j 0.00357439-0.0547946j 0.0425209-0.0337915j -0.0479867-0.0133855j 0.0335439+0.0589924j -0.0264906-0.0430534j 0.0183078-0.000862001j -0.00312554-0.107618j 0.0338445-0.0763583j -0.0106143-0.0733511j -0.154732+0.0323436j 0.0309855+0.0968014j 0.109886-0.0503275j -0.102139-0.0811409j 0.107162+0.0668569j -0.134125-0.00996012j 0.0610709+0.0818826j -0.0848185-0.0922764j 0.0413444-0.0515117j -0.0505518+0.100391j -0.218834+0.0822028j 0.0121166+0.0235302j -0.027467-0.114269j -0.102822+0.0106916j 0.108315+0.102616j 0.108053+0.0597581j -0.0321741+0.21069j -0.0174584-0.0225937j 0.0205184-0.139226j -0.0402022-0.13103j 0.0721512+0.128519j -0.129603+0.024581j 0.072615-0.0149298j -0.0903263-0.0219232j -0.109592-0.0581059j 0.0286245-0.0535001j -0.00124467+0.107579j -0.0067219+0.036382j -0.00699046-0.0753369j -0.000410775-0.0174761j -0.00646821+0.0449933j -0.0725481-0.00968753j -0.0347979-0.049134j -0.0292929+0.0869659j 0.0320802+0.0187874j -0.025233+0.0866455j 0.0103563+0.0248746j 0.0564281+0.038774j 0.0243212+0.00471636j -0.0188634+0.0152641j 0.0330374+0.0436079j 0.0196172-0.0310748j -0.0505375-0.0551235j 0.0587086-0.029229j -0.00607422+0.000965928j -0.0143765-0.0301773j 
-0.00544596-0.003185j -0.00671474-0.0103681j -0.0278039+0.0488266j 0.0172634+0.0201947j -0.0630306-0.0132992j -0.0433784+0.00914571j 0.00513632-0.0240033j -0.00440853+7.2885e-05j -0.0559876-0.0175025j 0.0551049-0.0181698j 0.0212849+0.0477526j -0.0583992+0.00299804j -0.00632543+0.00883702j 0.0195587-0.0191784j -0.00171198+0.0126402j -0.0015313-0.00804284j -0.00294465+0.0136298j 0.0174189-0.0236151j -0.00717142-0.00292113j 0.0051164-0.0218139j -0.0234222-0.0135749j 0.0190244-0.0104692j 0.00043167-0.00110737j 0.00388651+0.00215287j -0.0121472+0.0010596j 0.00478082-4.42442e-06j -0.00212581-0.00924297j 0.0154711+0.0100933j -0.00294749+0.00946653j 0.00235177-0.0106546j -0.01767+0.000901913j 0.000146011+0.0211201j 0.00645083-0.00581885j 0.01061+0.0203781j 0.00420328-0.000898256j -0.0126984-0.00940727j 0.00594331+0.0031007j 0.0126207-0.0170139j -0.00244528-0.00908107j 0.00381071-0.0068453j 0.0229118-0.024755j 0.00511535-0.0378647j -0.0108846+0.013183j -0.00674028+0.0534263j -0.046937+0.0140545j 0.0509851-0.0284744j -0.0644251-0.017418j -0.0522868+0.0121082j 0.0785291+0.015003j 0.0604233-0.0237883j -0.00536531-0.0192741j 0.126776+0.000450713j -0.191206-0.087485j 0.0355348+0.0587524j 0.0262604-0.0657659j 0.0138011+0.0551827j -0.0454099-0.121149j -0.180094+0.0684726j -0.0653596-0.0116473j -0.0535086+0.105269j -0.0660719+0.0618238j -0.0900512-0.0691335j 0.10452+0.0239588j 0.0267717+0.140534j -0.0921998-0.00751097j -0.0454602+0.0274139j -0.0283157-0.0368496j 0.0995548-0.0329639j 0.144619+0.0854278j -0.0661881-0.0820424j -0.187446-0.0961536j 0.134753-0.156068j -0.17014+0.0453245j -0.165921+0.0384611j 0.0145925-0.0475824j -0.00970615-0.0641692j -0.0341779+0.0269067j 0.0486581+0.068898j -0.0421394+0.053464j -0.0189112-0.0117486j 0.0345153-0.0366444j 0.0216178-0.00745383j 0.0318348-0.058537j -0.00760551+0.0116j 0.108246-0.0700236j -0.0532496-0.00179015j -0.0469336+0.0132773j -0.0522087-0.0618724j -0.0471102+0.00250719j 0.011337-0.0833461j 0.0187015-0.0507609j -0.0553098+0.0237961j 0.0170926-0.105834j -0.0232155+0.0390204j 0.0452317+0.0475329j -0.0146189-0.00823443j -0.0171459+0.00900709j -0.00400763+0.00289372j 
-0.00981099-0.025962j -0.00847108-0.0278214j -0.0294587-0.0225859j -0.00457006-0.0366462j 0.00290541+0.016571j 0.0100351-0.00115123j -0.0245882+0.00536415j -0.0379867-0.0700924j -0.0244224-0.067596j 0.0278388+0.0149667j -0.0402948+0.0371046j -0.054415+0.00607997j -0.0181948+0.00362534j 0.0436566+0.0210171j -0.00920583+0.00629013j 0.00641424-0.050327j 0.0276696-0.0207673j -0.018121-0.0109659j -0.0225587-0.00892278j -0.0216276+0.0173692j 0.0184428+0.00207707j 0.0100744-0.00776928j -0.00179767-0.00296568j -0.00988346+0.0384324j -0.0128421+0.00567762j 0.00302113+0.00140595j -0.00888433+0.000180879j -0.000723039-0.00547891j 0.00382937+0.0055536j -0.0119135-0.00789962j 0.0115333-0.0160541j -3.91447e-05-0.00754617j -0.00653902-0.0227586j 0.0129363-0.00143784j -0.0167174-0.0107781j 0.0199449-0.00551255j -0.0112727+0.00616183j 0.0357549+0.0280365j -0.00464493+0.0172466j 0.00286193+0.00795677j 0.0192322+0.00514908j 0.010393+0.0233437j -0.00904188+0.00200889j 0.0189102-0.0195966j 0.0113584-0.00326259j -0.0337396-0.00313732j 0.0175559-0.0236619j -0.0287858-0.0856973j -0.086244+0.0434198j 0.00790772-0.129261j -0.0640099-0.0948496j 0.137746+0.0353037j -0.0964953-0.168411j -0.102562+0.130116j 0.203783-0.144884j -0.0407729-0.0298911j 0.0464599+0.0476543j -0.153913-0.145313j 0.0416342-0.0169299j 0.0396483+0.203306j 0.198516-0.0234646j -0.177721+0.0409023j -0.0141484+0.0361876j 0.0783309+0.0306768j 0.0231889+0.0742853j 0.0400571+0.0644996j -0.0102215-0.0555233j -0.042789-0.226034j 0.0185887-0.0624142j 0.0353205+0.117399j -0.0433404-0.0875114j -0.0799122+0.0361261j -0.0438397-0.085913j -0.0250226+0.108849j 0.0349026-0.0456868j -0.0286531+0.054937j -0.00503033+0.00319539j -0.0386503+0.0625307j -0.0600246-0.075454j -0.030815+0.043877j -0.0471431-0.0303873j 0.0575338-0.00240984j 0.0601977+0.0417198j -0.0505937+0.00342223j -0.0637775+0.0382495j 0.0131354-0.0258168j 0.00489988+0.0554758j -0.0639167+0.00401402j -0.0618039+0.0482745j 0.0373506-0.0581212j -0.0446692-0.0676798j 0.00622766-0.0235964j 0.0435797+0.0741412j 0.0394749-0.020114j -0.025157-0.0444455j 0.0438946+0.0197945j 0.0160464-0.0063552j -0.0470683-0.0324806j 
0.00191961+0.00538511j 7.24385e-05-0.0132922j -0.017864+0.0512717j 0.00315599+0.00739492j -0.0556894-0.0619489j -0.00448417+0.0560525j -0.0134344+0.0524248j -0.00411473+0.0100109j -0.0264162+0.0156226j 0.0442875+0.0181242j -0.0437063+0.0217056j 0.00849116-0.0402228j 0.00369966-0.0416387j 0.0117109-0.0363317j -0.0266752-0.0200064j -0.00637272+0.0544161j -0.0123812-0.0416883j -0.0046718+0.00428088j 0.0109561-0.0109346j 0.00697396-0.026615j -0.0181023-0.00284386j -0.0257181+0.00597829j 0.0109728+0.00265604j -0.00888464+0.00794081j 0.00661929-0.0113842j 0.00348251-0.00251838j -0.0210321-0.0124637j 0.00167408-0.00512621j 0.0018553+0.0182491j -0.00518877-0.014186j -0.00582419+0.00451699j -0.000881497+0.00688717j -0.00270649-0.0113566j 0.00181062+0.0177823j 0.00735539-0.0082601j 0.0102097+0.00395637j -0.00535211-0.00275172j 0.000843541-0.0114536j -0.00156459-0.0255887j 0.00635273-0.010636j 0.0131386-0.000758957j -0.00392434-0.0328731j -0.000881489+0.00276555j 0.0029695+0.0503334j -0.0332071+0.0461832j 0.0251662+0.0121947j -0.0548286-0.0454416j 0.0361547+0.070257j -0.0145582+0.0711913j 0.0232057-0.0128665j -0.0559154+0.0720916j 0.0878407+0.114722j 0.021862-0.200113j -0.133577-0.0461782j 0.0327176-0.00236606j 0.0974852-0.233581j 0.0068754+0.22207j 0.0237112+0.146424j 0.0285858+0.111449j 0.0595208-0.13452j -0.00338157+0.0227177j 0.0113475+0.0219654j 0.0910127+0.0272039j 0.175471+0.0416783j -0.102784-0.151606j 0.149115+0.035587j 0.0445937+0.110691j -0.0403322-0.139513j 0.00777786+0.203602j 0.0477365+0.0349837j -0.160444+0.148172j -0.0133036-0.00409958j 0.0387848-0.0152365j -0.0239127-0.0120342j 0.0811788+0.0315105j 0.0257532-0.120827j 0.0837598-0.0648534j -0.0355038-0.0095988j -0.00743479+0.0503293j -0.0172048-0.0285778j -0.0721126+0.0107608j 0.0599245-0.0141902j 0.0274758+0.0061759j 0.00242607+0.0495959j 0.0170491+0.0603128j 0.0179618-0.0294921j -0.00743168+0.0155791j -0.00827514-0.0541075j -0.024805+0.0156676j -0.00999482-0.0713505j -0.021253-0.0499278j 0.0340119-0.0128608j -0.00333845-0.0153947j -0.0363645+0.0317926j 0.0475375+0.0340299j -0.0210405-0.00664429j -0.0277114+0.000622733j -0.00574942-0.00304548j 
0.0522864+0.0467787j -0.029113-0.0249172j -0.0103705+0.0317809j -0.00975359+0.0544535j -0.0478813+0.039562j 0.013582+0.0746016j 0.0088984+0.0609177j 0.063209+0.0414566j -0.00772555+0.0325019j 0.0371739-0.00674432j -0.0329258-0.000951287j 0.0334446+0.0322942j 0.0164236+0.00021171j 0.00331688+0.0362598j -0.0228972+0.034944j -0.0334797-0.00703589j 0.0127298-0.0286245j 0.00371818-0.00477847j -0.0207352-0.00619239j -0.0182123-0.000502094j -0.000822725+0.00191684j -0.00147929+0.000197463j -0.0114105+0.00336824j -0.00773257-0.00653979j 0.00689383+0.011498j 0.00264419-0.00546033j -0.00788767+0.00977265j 0.0100974-0.0151683j 0.00518106+0.000831021j -0.0173705-0.00321538j -0.000605869+0.00971587j 0.0052487-0.00312828j 0.000603714+0.000898623j 0.014452-0.00785717j 0.00602355+0.00500397j 0.0121485-0.00388132j -0.00588323-0.0189196j 0.00113738-0.0153987j -0.0145176-0.0128665j 0.000765469-0.00865118j 0.00857964+0.0263168j -0.00890677-0.0100294j 0.000927724-0.031382j -0.00055635+0.00520924j -0.0386897+0.0654028j 0.0420567+0.0403387j -0.0120603+0.0775738j 0.0959403+0.1364j 0.0326+0.105137j 0.0416575-0.0230773j 0.000311803+0.0211049j 0.0218013-0.0615277j 0.149758+0.0905791j -0.179229+0.0455076j -0.0607837+0.15801j 0.229477+0.076147j 0.00264149-0.0804993j -0.0444259-0.00409198j -0.077839+0.0602681j -0.0250128+0.057113j -0.157505-0.0785172j 0.0619662+0.0405598j 0.0657203+0.036232j -0.0170976-0.0765901j 0.0637006-0.215075j -0.0674405-0.0650279j 0.00953903-0.0744284j -0.0246265-0.0667776j -0.0946336-0.125647j 0.0671216+0.0754918j 0.0345213-0.0308304j -0.04951+0.0398901j -0.0411364+0.0800535j 0.00453196+0.0920659j 0.0249472+0.0732792j -0.029577-0.0565575j -0.0341152-0.00738497j -0.106635+0.0395033j 0.0637463+0.167462j -0.0446167-0.0486492j 0.0509048-0.0159776j 0.0220595+0.0200424j -0.034217-0.0451757j -0.000438524+0.00783337j 0.0464712+0.0534748j -0.0221302+0.0447377j 0.00765836+0.0534068j 0.0546841+0.0216719j 0.0330012+0.076954j 0.0385101-0.0608802j 0.0239294-0.00428692j 0.025849+0.0167919j -0.000308712-0.0164062j -0.0336372+0.0291352j 0.0305909+0.00281909j -0.0288152-0.0322616j -0.0793696+0.000772772j -0.0111227+0.0186787j 
