0.0132237+0.00730232j -0.000219749-0.0360768j 0.000779623+0.0181933j -0.0125833-0.00768667j -0.00228756+0.00411725j -0.00471095+0.00325122j -0.0101255-0.0117992j 0.00193773-0.00572955j -0.00323716-0.0033493j -0.00633887-0.000907217j 0.00555383+0.00636895j 0.0062349-0.000657664j -0.00234703-0.00390374j 0.0052309+0.0032015j -0.00380286-0.00572707j -0.00130888-0.0047522j 0.00244286-0.00318328j 0.0041676+0.00357632j -0.00452196-0.001981j 0.00113759+0.00729985j -0.00491862-0.00500598j 0.00383015+0.00249512j -0.00938327-0.00393525j 0.00633875+0.0115665j 0.00587567-0.00498749j -0.000597698-8.18118e-05j 0.0167601+0.00570691j -0.000684841+0.0202686j -0.0113546+0.0243576j -0.0155906-0.00386994j -0.0202846+0.000293707j -0.0547373-0.0137346j 0.0140388+0.019784j -0.0177586+0.0162444j -0.00357131-0.00641602j -0.00395857-0.00991544j -0.0100834+0.0150863j 0.00398553+0.0208412j -0.00111903+0.000779628j -0.00369579+0.00150754j -0.00308554+0.0114752j 0.00537325+0.00721056j 0.00225312+0.0023876j 0.000589648-0.0132996j -0.000138915-0.00286971j 0.00161789+0.00882346j 0.00270459-0.00749585j -0.000137266-0.0132109j -0.000118982-0.00218486j -0.00209257-0.0105051j 0.000364304-0.00155309j 0.000348433-0.0135336j 0.00256051-0.00719426j 0.000941295-0.000765506j -0.00117602-0.00423437j -0.000362488-0.0102471j -0.000858073+0.00748066j -0.00049106+0.00134898j 0.000243606-0.00762609j -0.00146839+0.00573145j 0.00131646-0.0133015j 0.00177557+0.00246724j -0.000453095+0.00526629j -0.00131478-0.0106002j 0.00163632-0.0134486j 0.00164534+0.00252221j -0.00137442+0.0234309j -0.00059312-0.00860052j -0.00376372+0.0149806j 0.000986996-0.0272697j -0.0199959+0.113722j -0.000173899-0.604155j 
0.000376579+0.0355625j -0.00276068-0.000530143j 0.0068367-0.00764466j -0.00491249-0.0145704j -0.0046299-0.00648933j 0.000407936+0.00140318j 0.00392844+0.00483045j -0.00155812+0.00563689j 0.00501193+0.00559582j -0.00738773-0.00073219j 0.00826316+0.0009848j 0.0153975+0.00458065j 0.0213847+0.0148892j -0.0176229+0.000593956j -0.0244529+0.00466403j 0.0363089-0.0143723j 0.0414787+0.00822388j -0.0402169-0.0143171j -0.00228141+0.00130997j -0.0388176-0.00497071j -0.000607215-0.000902603j 0.0345835-0.00282875j -0.00831518-0.0013283j -0.00324563+0.00539323j -0.00922949+0.000538817j 0.0110516-0.00304735j -0.00259284+0.00539171j 0.0126977-0.00224383j 0.00288397+0.000805158j 0.00242283-0.0118019j 0.00329295-0.00169497j -0.00272887+0.0068868j 0.00181016-0.0232761j -0.00410148+0.00782164j -0.00220318+0.0134202j 0.00119648-0.0144808j -0.000666273+0.00570053j -0.00062183-0.00776515j 0.000888855+0.00123557j -0.000185534-0.0019423j 0.00113212-0.00623425j 0.00135955+0.00954735j 0.000896926+0.00464777j -0.00175134-0.000259063j 0.00131574-0.00128026j -0.00116957+0.000248301j -0.000760708+0.00060547j -0.000681353+0.00278529j 0.000221066+0.00742006j 0.000320739+0.00565673j -0.000274465-0.0254322j 0.000712675-0.00790544j 5.51351e-05+0.00330829j 3.86538e-05-0.00383507j -0.000803215+0.00452771j 0.000780051+0.00232956j -0.00119047+0.00307412j -0.000730431+0.00011093j -0.000702102-0.00395411j 0.000166145+0.000908683j 0.00151954+0.000634549j 0.000906611+0.000947655j -4.93386e-05+0.00310427j 0.00314721+0.00962193j 0.00117078+0.00220223j 0.00176295-0.0108961j -0.000272422-0.00312816j -0.000990577+0.00977317j 0.000798914-0.00602853j -0.000594754-0.00857276j -0.000653087+0.00961142j -0.000186311-0.00574991j 
0.000355547-0.0158386j -0.000765684-0.000798594j -0.00201684+0.0225075j 0.00192719-0.00140909j -0.00219495-0.000516621j 0.013651-0.000161925j -0.00387334-0.0173796j -0.0022995-0.00400752j -0.00350873-0.00389673j 0.00333921-0.0113404j 0.0320157-0.00387796j 0.0095682+0.00480381j 0.022255-0.00683499j 0.0459682+0.00692959j -0.0117531-0.0144576j 0.0262762-0.009356j -0.0255785-0.00837258j 0.0208254+0.00728431j 0.0119658+0.00187479j 0.00845228-0.00474454j 0.0471201-0.00814015j 0.00620352-8.45319e-05j 0.00695605-0.00326869j -0.00692186-0.00318728j -0.000185213+0.000947943j -0.00544012-0.00284399j -0.000128171-0.00418117j 0.00541031-0.00419212j -0.00298159-0.00711821j -0.00551396-0.000689858j -1.17079e-05+0.00711932j -0.000354593-0.00352201j -0.000136109+0.0154679j 0.00273629+0.00248452j 0.00114262-0.00209854j 0.00368873-0.00151989j -0.00249206+0.0227002j -0.00262488-0.00574861j 0.000386414-0.00149077j 0.000491663+0.00953194j -0.000505917-0.0106387j 0.00263773-0.0123055j 0.00182989+0.000397102j -0.00131674+0.00373442j 0.00270375+0.014141j 0.000785769-0.00299002j 4.57948e-05-0.000829124j 0.000390195-0.00355649j -1.90188e-05-0.00553628j 0.00108354+0.00501745j -0.00067026-0.00327269j -0.000142548+0.0109039j 0.000668083-0.0125176j 0.000517521-0.00618704j -0.000102021-0.000631735j 0.00150314-0.00193274j 0.000111896+0.00232548j -0.000341476-0.000760018j 0.00108723+0.00725551j 0.000399365-0.000112973j -0.0021764-0.00603086j 3.10688e-05+0.00283032j 0.000964007+0.0132491j 0.00138801+0.004057j 0.00170959+0.0109105j 0.000742042+0.00709505j 0.00150305+0.00730715j 0.00181852+0.00939993j 0.000184114-0.00739182j -0.00111435-0.0120669j -0.000807742+0.00230283j -0.000568474-0.00870275j 
0.0011244-0.0328669j 0.00488793+0.0093568j -0.00571368+0.00247729j 0.00578276+0.0109964j 0.0110882+0.0034637j 0.000529259+0.00949865j 0.00982679+0.00535422j -0.0101438-0.00429656j 0.0167253+0.00249107j 0.00309376+0.0046044j -0.0238911-0.00377061j -0.012101-0.0172364j 0.0122048-0.00773176j -0.0195567-0.0157263j -0.0271571-0.00107415j 0.00668139+0.000110613j -0.0140426-0.00912235j 0.0628044-0.0046574j -0.054071+0.0047791j -0.0448553+0.0102186j 0.0184599+0.000359565j 0.00218648+0.00501816j 0.0209399+0.0032459j 0.0076755+0.00202241j 0.000980246-0.000542469j 0.0214191-0.00186122j 0.00285937-0.0044507j 0.00267455-0.00232864j 0.00896614-0.00473293j -0.00107773+0.0114266j 0.00234572+0.0012977j -0.00166597-0.00581154j 5.73034e-06+0.00266994j 0.0026237-0.00321991j 0.0026602+0.00197568j -0.00116079-0.00569669j 0.00152641+0.00312179j -0.00126909+0.0102825j 0.00146609-0.005578j -0.000577553-0.000729364j 0.00145238+0.0130426j -0.00206486+0.0156426j -0.000207967-0.00388337j -0.000336209+0.00207241j -0.00100931+0.00134869j -0.0014577+0.0142994j 0.00023097-0.0180848j -0.000505312+0.00448257j 0.000794365-0.00539074j -0.00287055-0.0191239j -0.000955901-0.00172433j 0.000243071-0.0103402j 0.000295708-0.010021j -0.000369554-0.000155743j -0.000790862-0.00200345j 0.000988777+0.00612179j 0.000425032+0.00360303j 0.00120186+0.00146384j 0.00247404+0.0134364j -0.000672841-0.0127409j 0.000983893+0.00760537j 0.000267583+0.0154489j 0.000321976-0.00288566j -0.000509286+0.00456014j -0.00101316+0.00538266j 0.000742494-0.00336485j -0.000572364-0.0106578j -0.00185687-7.78562e-05j -0.000924028-0.0114494j -0.000410673+0.013867j 0.00162085+0.0157999j -0.000672097+0.0146471j 
0.00621827-0.0189946j 0.000593468+0.0321696j -0.00316332+0.0202078j 0.00277882-0.000962016j -0.00177682-0.00912101j -0.00592455-0.00198459j 0.000996941-0.00461033j 0.00329406-9.46252e-06j -0.00968611-0.00834426j 0.0133705-0.00846383j 0.0181617-0.00962858j 0.0199224+0.00980542j -0.0122235-0.00746591j -0.0519331-0.0146328j -0.0428438-0.00668703j -0.0129114+0.00810086j 0.0288257-0.00270439j -0.00403363+0.00725099j -0.00766545+0.00913349j 0.0240062-0.00587232j 0.0194603+0.00123286j 0.0162906-0.00710215j -0.0126809+0.00349133j -0.0133123-0.00327853j 0.00299119+0.00375147j -0.00357835-0.00377278j -0.00441718-0.0054731j -0.000478412-0.00893946j -0.00233994-0.0171645j 0.00686288-0.00353462j -0.00458242+0.0143866j -0.0026045-0.00495773j 0.000114986+0.0151131j 0.00126081+0.00395595j 0.000600563+0.00980883j -0.00197846-0.00125871j 0.000136023+0.00301334j -0.000116943-0.00668891j -0.00111008-0.000164641j 0.00165797-0.000787849j -0.00173919-0.00522852j 0.00205547-0.0096796j 0.00166428+0.0035223j -0.000141429+0.00110801j -0.0008853+0.0170554j -0.00127049+0.00582996j 0.00144917+0.00381893j -0.000541556+0.00452795j 0.0006121-0.00897904j 1.25119e-05+0.00170382j -0.000379096+7.45364e-05j -0.000262406+0.00861393j 0.000359806-0.0022788j -0.000568108+0.000826381j -0.000750183+0.00553021j -0.000498006+0.0051021j 7.13973e-05-0.0103516j -4.45688e-05-0.00135401j -0.000595228+0.00278585j 0.00041567-0.00043331j -0.000834802-0.00658849j -0.00148948+0.00631757j 0.000988368+0.00611947j 6.33749e-05-0.0131881j 0.00154318+0.00855144j 0.000247958-0.00126128j -0.00163646-0.000232335j 0.00129684+0.014166j -0.0012475-0.00428944j -0.000221139-0.00246924j -0.0011959-0.0120007j 0.00150839-0.0072647j 
0.0012775+0.0228617j -0.00452561+0.00594418j 0.00478993+0.00886629j 0.00137776+0.00157033j -0.0146015-0.00309962j -0.0274551-0.0130041j -0.00534255+0.00783913j 0.0160035+0.00204994j -0.0124297+0.00198293j 0.00579398+0.0055602j -0.034466-0.0150838j 0.0319348+0.0120234j 0.0276035+0.0192819j -0.0101097-0.00473803j -0.000844854+0.00404871j -0.00482932-0.00653539j 0.00307649-0.00439102j 0.0152119-0.0110541j -0.0475453+0.0120054j 0.0217401-0.00204775j -0.00302282+0.00357383j -0.0176644+0.00303762j -0.00546826-0.0010593j -0.0206402+0.00464363j 0.0154128-0.00141808j -0.00119172+0.00167831j -0.0132712+0.00605832j 0.0129738+0.000869094j -0.00202614+0.00216699j 0.011387-0.0166361j 0.00596027+0.00676752j 0.000642798+0.0103102j -0.0044864+0.016638j -0.00233931+0.0139015j -0.00261478-0.00511593j -0.00623123-0.000567916j 0.00216914-0.0126679j 0.00339056+0.000908814j -0.00222215+0.00860161j 0.00129794+0.00665043j 0.00244082-0.0177402j 0.000325344-0.0119235j 0.000761599-0.00833267j 0.0004504+0.00807282j 0.000494633+0.00570718j -0.00138531+0.0012811j 0.00122116+0.0211293j -0.000957118-0.0144651j 0.000469492+0.000799739j -0.000111381-0.00634227j -0.000350112-0.00170765j 0.00102674+0.000975911j -0.000138707-0.000607657j -0.000517826+0.000737402j 0.00142725-0.0108789j -0.00178492+0.013459j 0.00140512+0.000867417j -0.00070199+0.00404784j -0.00103544+0.00660344j -0.000619494-0.00814791j 0.000580689+0.0137081j -0.00178624-0.0152949j -0.000927983+0.00447519j -0.000925277-0.00828649j 0.00172116+0.00138302j -0.000145583-0.00975379j -0.00456344-0.00632932j 0.00162604-0.000757206j -0.000598589+0.00377061j -0.00143764-0.0124701j 0.00108689+0.000595624j 0.000810703+0.0130553j 
0.000756643+0.00382393j -0.00142134+0.0176632j -0.00239865-0.0103231j -0.00441082+0.0105968j -0.00950688+0.00672946j 0.0158544+0.000301157j -0.00453894-0.000248112j 0.0150907+3.42977e-05j 0.0073411+0.00819163j -0.00203938+0.00206493j 0.0256509-0.00490668j -0.0191106-0.00417886j 0.0186872+0.00638913j -0.0550038+0.00189907j -0.0293077-0.00180008j -0.00371727+0.00267373j -0.053795-0.0022005j 0.0274777-0.00796758j -0.00136932-0.00210647j -0.0397203+0.000257176j 0.0342368-0.00055484j -0.000237691-0.00157399j -0.0210721+0.00236852j -0.00820753+0.00143067j -0.0110832+0.00151224j -0.0120397+0.0018615j 0.00381227+0.000706818j -0.00416934-0.00162704j 0.000273126-0.00460396j -0.000559702-0.00197215j -0.00119639+0.00396721j 0.000797262+0.000914086j 0.00191318+0.00300116j 0.00270206-0.0133348j -0.000326827-0.0155482j 0.00325678+0.00531729j -0.000888476+0.00200316j 0.0012499+0.000813188j 0.00154629-0.00413548j 0.000135211+0.00329411j -0.000569473-0.00867753j -0.000669158+0.00231339j 0.000989239-0.000869354j -0.00101969-0.00413333j -0.000747501+0.00428629j -0.00108094+0.00871653j 0.000271883+0.00259007j 0.00189992+0.00213044j 0.000607342+0.00844955j 0.000682907-0.00608257j -0.00166988+0.00291842j -0.00193031+0.000385511j -0.000431103-0.000465937j -0.000464046+0.00692438j -0.0014142+0.00234948j -0.000291102+0.00324163j 0.00146193+0.0049391j 0.000705187+0.00663601j 0.000361831-0.00481234j -0.00074818-0.000618034j -0.00025579-0.000238954j 0.000758008-0.00874995j -5.58591e-05+0.0026537j 0.000856679+0.00406873j 0.000605929-0.00101561j 0.000154652+0.00341289j 0.0019638-0.00165442j 0.000816516-0.0127313j -9.46162e-05+0.012349j 0.000901648+0.00634017j 0.000595632-0.00928422j 0.000271216+0.0018908j 
-0.00717761+0.0172366j -0.00201601-0.0299597j -0.000441127-0.0154565j 0.00337743+0.0120387j 0.0105636+0.0183234j 0.0142803+0.00128183j 0.00240331+0.00452317j -0.0125691-0.00663289j -0.00525597+0.0111213j 0.0131444+0.0173326j 0.0182895+0.0133945j -0.00690696-0.0149279j -0.000297909+0.00789391j -0.000973492+0.00228196j -0.00976956-0.00256228j -0.00395315-0.0104887j 0.063924-0.00742205j 0.00757225-0.00636085j 0.0215937-0.0155517j 0.0175543+0.00181958j 0.00963252-0.000537035j 0.0112207-0.00126895j 0.0118879-0.00341312j 0.00216655+0.0059878j -0.0107663+0.0013087j -0.0010893+0.00373055j 0.00154382+0.00860634j -0.0050178+0.00556317j 0.00241557+0.0182291j -0.0104036+0.00176179j 0.00621149-0.0111182j 0.00158674+0.00640879j -0.00173354-0.00556868j 0.00198453-0.00138334j 0.002586-0.0157326j 0.00440981+0.00453301j -0.00063215+0.00716865j -0.00353382+0.0136138j 0.000862945-0.0154668j 0.000892419-0.011014j -0.00150314-0.00817794j -0.000213112-0.000158443j -0.000212108-0.0022791j -0.000539998-0.00261051j 0.000525102-0.00867745j -0.000121996+0.0137089j -0.00093754-0.0134449j -0.000341546-0.0105377j -0.00057738+0.000323742j 7.61607e-05-0.00331693j 0.000382282+0.000910571j 4.15787e-05-0.00169621j -7.8482e-06-0.00171714j 9.61472e-05+0.00475591j -0.000564761-0.00613688j 0.00157025-0.00539667j -0.00124322+0.000618489j -0.00103226-0.0130475j 0.000976891-0.00130166j 0.000518683-0.00510377j -0.000776089-0.0047367j -0.00094669+0.00152655j 0.000685545-0.00285679j 0.000740853+0.00553093j -0.000590392-0.00811392j -4.47306e-05-0.00140924j 0.00240605+0.00177499j -0.000390793-0.0181447j -1.49261e-05+0.000339783j 6.72476e-05+0.0192608j 0.00116569+0.022372j -0.0028943+0.0101432j 
-0.00398282+0.0298237j -0.00249714-0.0315063j 0.0023329-0.0153215j -0.00269851-0.0118818j 0.0159458-0.00132392j -0.00306173-0.0117156j -0.0151237-0.00130677j -0.00893171+0.0137635j -0.00393412+9.35732e-06j -0.0113235+0.00666906j 0.0248341+0.0124252j 0.037784+0.0108029j 0.0713419+0.0170964j -0.0462444+0.000752265j -0.00981041+0.00911667j -0.0180055-0.00162608j -0.0268208+0.00649648j 0.0260285-0.000329004j 0.0033751-3.50321e-05j 0.0074601-0.00303425j 0.00105029+0.00162067j 0.0220677-0.00174563j 0.00640973-0.00271002j 0.00586939+0.00359552j 0.00123484-0.00374263j 0.00658883+0.000784659j 0.00117632+0.00606837j -0.00757467+0.00769008j -0.00861828+0.0164269j -0.00223214+0.000362699j 0.00101098-0.0146236j 0.000972468+0.0033913j 0.000365753-0.0153334j -0.00426036+0.00238165j 0.00134024+0.00531662j -0.0017539+0.0106127j -0.00196662-0.0079868j -0.000836069-0.0069345j -0.000181522-0.00658547j -0.000453349-0.00782464j -0.000633665+0.0114202j 0.00130146-0.00618196j 0.0013638-0.0152331j -0.00337249+0.0173153j -0.000777158-0.004739j -0.000480446+0.00131339j -0.00166349+0.012085j 0.000856821+0.00295941j 0.000560723+0.000260695j -0.000284789-0.00404424j -0.00106573+0.00457092j 0.000443104+0.00314394j 0.00268215-0.0111138j -0.000321704-0.00266036j 0.000421822+0.00533743j -3.1694e-05-0.0111932j 0.000512318+0.013466j 0.000660935+0.00373317j 0.000473563+0.000314421j -3.94312e-05-0.00247423j -0.000739731-0.0134573j -0.0009045+0.00561635j 0.000717404-0.000612187j 0.001142+0.00541402j -0.000619586-0.0069794j -0.000816992-0.00102774j -0.000443393+0.00723685j -0.00142282+0.000889833j 0.00125005+0.00285388j 0.000928233-0.00106367j -0.00156122-0.00374149j 6.85158e-05-0.010518j 
0.000962752-0.0227229j 0.00326792-0.00034787j 0.00435875+0.0174402j 0.00214457-0.0127026j -0.0107776-0.0119211j 0.00195149+0.00738863j -0.0100701-0.0125958j 0.000111149+0.00358451j -0.00129787-0.00941559j -0.0251351-0.0203461j 0.00106996-0.00165865j -0.046755-0.00181997j 0.0214972-0.00362313j -0.0228907+0.0108166j 0.0175522-0.00485891j -0.0219313-0.00440553j 0.0507707-0.00194532j 0.00901436+0.00359153j 0.00165932+0.00228344j -0.0319373-0.00412877j 0.00676473+0.00121014j -0.0111633-0.000243785j 0.0011968+0.00426412j 0.00558493-0.0043863j -0.00837965-0.00331689j -0.00837457-0.000412772j 0.00172947-0.00659979j 0.00507305-0.000458557j 0.00350003-0.00806519j 0.00196638+0.00306836j -0.00463487+0.0047424j -0.000333691-0.0069151j -0.000206648+0.00559232j 0.000716986+0.00739007j -0.00282643+0.00787564j 0.00227592-0.0107211j -0.00150024+0.00425903j 0.00347297-0.0169158j 0.00264551-0.0066802j -0.0016857+0.0167333j -0.000591673+0.00501134j -0.00265688+0.00431531j -0.00120736+0.00321567j -0.000730914+0.00840475j 4.32123e-05+0.00516368j -0.000325353-0.00662277j -0.00126886-0.00349181j 9.32455e-05+0.000696866j -0.000868551+0.00270949j -0.0008061-0.00225745j -0.000288574+0.00210197j -0.000184853-0.00428855j -0.00155263+0.00387402j -0.000310707-0.00523671j -0.000442261-0.00222616j -6.58099e-05+0.000118814j 4.90156e-05-0.00362809j -0.00177671+0.0107522j 0.000764205+0.00367478j -0.00130113+0.00286851j 0.00232844+0.00991489j 0.00103737-0.00660084j -0.000352817+0.00766036j 0.000138394-0.00148732j -0.00116156+0.0053284j 0.00109553+0.0177605j 0.0020338+0.00313784j -2.3983e-05+0.00471632j 0.000447574+0.00099195j 0.00055094-0.0166813j 0.000344524-0.00651153j 0.000774075-0.00486464j 
0.000101071-0.00897653j 0.00151132-0.00518529j 0.00237488+0.0073802j 0.00644476+0.00104188j 0.00487114-0.00242638j -0.0115204-0.000866121j -0.0131111+0.00203718j 0.00513547-0.00323762j 0.0456017+0.00820711j -0.0187084+0.000301279j 0.0304176-0.00590162j 0.0266781-0.00621216j -0.0308377+0.00549576j 0.0276784-0.00558308j 0.0452376-0.00628642j -0.0227448-0.00831612j -0.0164799-0.00332168j 0.0214293-0.00526935j -0.0153836+0.00641976j -0.02463+0.00484028j 0.00892117-0.0026727j 0.00466308-0.0016527j 0.0181302-0.00143395j 0.00242563-0.00106887j 0.000464827-0.00160641j -0.00351263-0.00259388j -0.0144626+0.000686897j 0.00348752-0.000988568j 0.00258702+0.00232718j 0.00264586+0.00154617j -4.24823e-06-0.00266297j 0.00258234-0.000736452j -0.00418132+0.00484395j 0.00106314+0.0132763j 0.00184792+0.0110305j -0.00180255-0.00343514j -0.00212376-0.0116102j 0.00130867+0.00275442j 0.0051742-0.0141029j 0.00190011+0.00359352j -0.00016756-0.00208879j 0.00145042-0.000861103j -0.000205808+0.00082554j 0.00140238-0.00516977j 0.000720917+0.0012987j 0.00136352+0.00803914j -0.000792261-2.20066e-05j 8.06165e-05-0.00280978j -0.000190887-0.00200298j -0.00111561+0.00425569j -0.00062404+0.0189557j 0.000853229+0.00274875j -0.000395528+0.00461516j -8.7797e-05+0.00559449j 0.000713583+0.00260909j 0.000952961-0.000507278j 0.00112751-0.00167757j -0.000728527-0.00290131j 0.00149251+0.00202584j -0.000788257+0.000172565j 0.00154204-0.00355034j -0.000885453-0.00641759j 0.000406393-0.00222282j 0.000577464-0.000649614j -0.000792481+0.0032652j 8.22533e-05+0.000891055j 7.88502e-05+0.00872332j 0.000919308+0.0103959j -0.00189888-0.015369j -0.000999111+0.00836471j 0.000503063+0.00163625j 0.000197539+0.012703j 
-0.000246468+0.000956422j -0.00148959-0.00112548j 0.00888913+0.0156821j 0.0103039-0.00632901j 0.0062358+0.00264742j 0.00527002+0.00398891j -0.0200586-0.019071j -0.0304764-0.00596337j 0.00528108-0.00149806j 0.0187181-0.0184139j 0.0180782+0.0127666j 0.0219806+0.00714116j 0.0291001-0.0017371j -0.022846+0.00357907j 0.0400355-0.0113072j 0.0430649+0.00551369j -0.0128751+0.0064606j 0.0219237+0.00203809j 0.00373654-0.00312767j 0.0120733-0.00409391j -0.0018469+0.00263148j 0.0138006-0.00128947j 0.00815727+0.001192j 0.0110371-0.00309445j -0.00599492-0.00194742j -0.00443308-0.0017917j 0.00456238+0.00085685j -5.13007e-05-0.00424671j -0.00302687-0.00431822j -0.00464403-0.00663298j -0.00341598+0.00885141j -0.00520621-0.00190934j -0.00641146+0.00157276j -0.00185004+0.0110646j 0.000995022-0.00507994j 0.000110447+0.00510788j -0.00298082+0.00302172j -0.00301527+0.00513209j 0.000277874-0.00570723j 0.00197939+0.0120074j -0.00216291+0.00851578j -4.86152e-05-0.0127755j -0.000483136-0.0104593j -0.00214357+0.00930206j -8.24003e-05+0.00390218j 0.00082798-0.00395916j -0.0018038-0.00446735j -0.00088163-2.19484e-05j 0.000804549+0.00352805j 0.000487633-0.00681137j -0.000397606+0.00330461j 0.00128191-0.00625635j 0.00151425+0.00201934j 0.000514758+0.00847553j -0.000334821+0.00138141j 0.000485032-0.00677168j 0.000467691-0.00245144j -0.000144133-0.00149689j -1.31842e-05-0.00549533j -0.00058229-0.00427113j -0.000211161+0.00584905j -0.001396+0.00416455j 0.00113466+0.00922213j -4.73994e-06-0.00342777j -0.00132919-0.00858087j 0.000160534+0.0128184j 0.0011649+0.0154714j 0.000216877-0.00403406j -8.3635e-06+0.00380042j -0.000165754-0.0028879j -0.00158297+0.00989966j -0.00188568-0.0202941j 
-0.00517801-0.0287055j 0.00383776-0.0356575j 0.000400179+0.0118998j 0.0028992-0.00465072j -0.00903982+0.00527803j 0.0238428+0.00308603j 0.00717905-0.00177705j 0.00190833-0.00405582j -0.0415627-0.004673j -0.00448368+0.014894j 0.0398844+0.000167899j 0.0227687-0.00639696j 0.0208944-0.000447415j -0.00841676+0.00664772j -0.0147732-0.00692728j 0.0113271-0.0097623j -0.0268781-0.000564679j -0.0258632+0.00167644j 0.0182609-0.00295184j 0.00960064+0.000157014j 0.0161757-0.00443855j -0.0147562-0.000668881j -0.0143572-0.00129353j -0.0125959+0.00274006j -0.00412465-0.000320129j -0.0113112+0.00210571j -0.00186658-0.0063622j 0.00245644+0.00814444j 0.00759133+0.00942486j -0.0052259+0.0145804j 0.00307112-0.00888437j 0.00483268-0.00589543j -0.00248069+0.0112866j 0.00290648+0.0171227j -0.000507817+0.00419975j 0.00518207+0.00116684j 0.00112453+0.00765089j -0.00242145-0.00521778j -0.00288009+0.0192386j 0.00030163-0.0060327j -0.00215502+0.00814704j 0.00200652+0.00660921j 0.00188897-0.00130375j -0.00150705-0.00772381j 0.000993752-0.000894149j -0.00029327-0.000573239j -0.000609008-0.00322306j 0.00125121+0.0102095j -0.000373373-0.00221152j 0.00296319-0.0202261j -0.000473114-0.00289457j 0.000159078+0.00843024j -0.000531685+0.0152405j 0.000443877+0.0117543j -0.000181083-0.00750872j -0.000298869+0.00584562j 0.000374699-0.00885658j -4.81937e-05+0.00186637j -0.00132036-0.00396875j 0.000721497+0.00104276j -0.00206516-0.00249913j 0.000853645+0.00661348j -0.000211518+0.000805877j 0.00077776+0.00202302j 0.00177421+0.0133047j 0.000160461+0.00261315j 0.00117128+0.000896289j 0.00138393+0.00389476j -0.000206583-0.0117402j -0.0010356-0.00018539j 0.00183161+0.0167138j -0.001658+0.0180525j 
0.00391411-0.00769152j -4.91415e-05+0.0273777j 0.0108919+0.00756864j 0.00996686+0.00973408j 0.00636576+0.0136014j -0.0183644+0.00255052j -0.00771343+0.00201677j -0.0239744-0.029773j -0.00488744+0.00642375j -0.0573914+0.00433323j 0.0131454-0.00619916j -0.0284193+0.00102486j 0.0215404-0.00587023j -0.0296206+0.00800881j -0.0107542-0.00956971j -0.0359507+0.00133022j -0.00662862+0.000874075j -0.030012-0.000598713j -0.0304002+0.000396804j -0.000421392-0.0027481j 0.00684553-0.000914728j -0.000276569+0.00143631j 0.0153063-0.00293866j -0.000800521-0.00136757j 0.00601899+0.00218821j 3.51974e-05-0.00155754j -0.00633941+0.00245673j 0.00331158-0.0117672j 0.00341994-0.0145835j -0.00136354-0.00447511j -0.00602268+0.0122991j -0.00331797-0.00606304j -0.00840868-0.00189144j -0.0021113+0.00675843j 0.00231257-0.00702904j -0.00475295+0.00442343j -0.00115432+8.54407e-05j -0.00259676+0.0269572j 0.00256173+3.08611e-05j -0.00247189+0.00982504j -0.000679156-0.00609344j -0.000591087-0.00739997j 0.000284386-0.00316046j 0.000455721-0.00755104j 0.000400717+0.00135148j -0.00219797-0.00166773j 0.000166649-0.00072563j 0.000801564-0.00501475j 0.000105633+0.00619377j -0.000151485+0.00419964j -0.00050392+0.000257731j 0.00249367-0.0170732j -0.000575074+0.00100453j -0.00105187-0.00111857j 8.14784e-05+0.00289537j 0.000587836-0.011673j 0.000738153+0.00829343j 0.000347341-0.00835975j 0.00023215-0.00392098j 0.000165665-0.00155385j 0.000216794+0.00518574j -0.000230735+0.00299909j 0.000108282+0.00117473j -0.000360085+0.00236115j -0.000680654-0.00861201j -8.73674e-05-0.00894786j -0.000783366+0.0094349j 0.00112148-0.00494495j -0.00211353-0.00548389j -0.00286702+0.0251622j -0.00150206+0.00545285j -0.00158616-0.00852578j 
