0.0132237+0.00730232j -0.000219749-0.0360768j 0.000779623+0.0181933j -0.0125833-0.00768667j -0.00228756+0.00411725j -0.00471095+0.00325122j -0.0101255-0.0117992j 0.00193773-0.00572955j -0.00323716-0.0033493j -0.00633887-0.000907217j 0.00555383+0.00636895j 0.0062349-0.000657664j -0.00234703-0.00390374j 0.0052309+0.0032015j -0.00380286-0.00572707j -0.00130888-0.0047522j 0.00244286-0.00318328j 0.0041676+0.00357632j -0.00452196-0.001981j 0.00113759+0.00729985j -0.00491862-0.00500598j 0.00383015+0.00249512j -0.00938327-0.00393525j 0.00633875+0.0115665j 0.00587567-0.00498749j -0.000597698-8.18118e-05j 0.0167601+0.00570691j -0.000684841+0.0202686j -0.0113546+0.0243576j -0.0155906-0.00386994j -0.0202846+0.000293707j -0.0547373-0.0137346j 0.0140388+0.019784j -0.0177586+0.0162444j -0.00357131-0.00641602j -0.00395857-0.00991544j -0.0100834+0.0150863j 0.00398553+0.0208412j -0.00111903+0.000779628j -0.00369579+0.00150754j -0.00308554+0.0114752j 0.00537325+0.00721056j 0.00225312+0.0023876j 0.000589648-0.0132996j -0.000138915-0.00286971j 0.00161789+0.00882346j 0.00270459-0.00749585j -0.000137266-0.0132109j -0.000118982-0.00218486j -0.00209257-0.0105051j 0.000364304-0.00155309j 0.000348433-0.0135336j 0.00256051-0.00719426j 0.000941295-0.000765506j -0.00117602-0.00423437j -0.000362488-0.0102471j -0.000858073+0.00748066j -0.00049106+0.00134898j 0.000243606-0.00762609j -0.00146839+0.00573145j 0.00131646-0.0133015j 0.00177557+0.00246724j -0.000453095+0.00526629j -0.00131478-0.0106002j 0.00163632-0.0134486j 0.00164534+0.00252221j -0.00137442+0.0234309j -0.00059312-0.00860052j -0.00376372+0.0149806j 0.000986996-0.0272697j -0.0199959+0.113722j -0.000173899-0.604155j 
0.00576562+0.010072j -0.00106417-0.0466623j -0.00170728+0.0225563j -0.00193374-0.00140471j 0.000858624+0.0279524j -0.00278155+0.0133699j -0.00167477-0.0278696j 0.0050918-0.02782j 0.00443827-0.00725774j 0.00188962+0.0110932j 0.00653523+0.0262202j -0.000529183-0.0148773j 0.0042832-0.0157238j 0.00487978+0.0157365j 0.00565018-0.0445529j -2.4496e-05-0.0161237j 0.00731549-0.0393892j -0.000780994+0.00703718j -0.00886954+0.0149661j -0.000873679+0.0849309j 0.00652111+0.00339707j 0.0111636-0.0362j 0.00115667-0.0607492j -0.000511548+0.00773353j -0.0157692-0.0192499j 0.00306763-0.0249732j 0.012097+0.015985j -0.0123013-0.0124817j -0.00466857-1.58939e-05j 0.00675048+0.0107568j -0.00750363+0.0131013j -0.0113579-0.0189182j 0.00603444-0.00338128j -0.000249494+0.00599089j 0.000930375-0.0106868j 0.000440194+0.00177333j -0.00237389+0.0282614j 0.00213817+0.0273128j 0.00193513+0.00421769j -0.000149072-0.00135885j -0.00170283+0.0356429j 0.000879217-0.0213932j 0.000734646-0.0171241j -0.00126987-0.0339539j 0.00138922-0.00837723j 0.0011944+0.00470018j 0.00134773-0.0300835j -0.000383621-0.0449814j -0.00125075+0.00449998j -0.000584152-0.00599983j 0.000777482-0.00359494j 0.000162551-0.0443222j 0.000612752-0.038971j -0.000706232-0.00613442j -0.0010867-0.0346503j 0.00117496+0.0204517j 0.000320041+0.005617j 0.000222986+0.0582741j -8.82527e-06+0.00262062j -0.00050663+0.169029j 9.82432e-05-0.877085j -0.00121707+0.0143956j 0.000449764+0.0423333j -0.00148568+0.00355424j 8.18252e-05+0.00321735j 0.0028672+0.0974009j -0.000504826-0.105165j 0.000503713-0.0204549j -0.00115252-0.0565373j 0.00263758-0.0045423j -0.00315016+0.0415481j 0.00283869+0.189097j 
0.000836749+0.040392j 0.0040489+0.0291714j -0.00241557-0.0434641j 0.00450444+0.0140303j -0.000298252+0.024341j -0.00229159-0.0299993j 0.00371596+0.0116852j 0.00366789+0.00382581j 0.00159985+0.0335764j 0.00487553+0.0245272j 0.000747563+0.0311745j 0.000831402+0.0113828j 0.00674217+0.0267702j -0.00104596+0.0431532j 0.00267894-0.00139379j 0.000663903-0.0126244j 0.0028084+0.0328525j -0.00133625-0.0426869j 0.000748384-0.117246j -0.0015757-0.00969694j -0.00323686+0.0799648j -0.00278256-0.0417658j -0.00890047-0.067778j 0.00454467-0.0369863j 0.00651588+0.0139672j 0.00324427+0.00923876j -0.0081086-0.0107828j -0.00483387+0.0418058j 0.0024164+0.00287453j 0.00716243+0.0276555j -0.0023005-0.0109953j 0.00289125-0.00406722j 0.00265863-0.0165295j 0.00503625-0.0133803j 0.00144114-0.00918682j -0.000597961+0.0236175j 0.00269174-0.0161082j 0.00109044-0.0077029j -0.000102475-0.0228183j 0.00235166-0.0294815j -0.00051216-0.0146123j -0.000567501-0.0221839j 0.00099392-0.0125883j -0.00133497-0.00655532j 0.00173622-0.0166071j 4.16709e-05-0.0288958j -0.000186121+0.0268714j -0.000237899+0.00815101j -0.00063784+0.0120363j -0.00109554+0.0134772j -0.000371576-0.00594049j -7.52482e-05-0.0331821j -0.00107743+0.0669258j -0.000572372+0.0537218j -2.01236e-05+0.0689078j -0.000929921+0.187332j 0.00040415-0.307865j 0.000890704+0.225924j -0.00098308+0.738837j 0.000673592+0.226318j 0.0010334+0.0121538j -0.000143489+0.044922j 0.000965064-0.068099j -0.00154421-0.0669203j -0.00132397-0.169667j 0.00114945+0.0305355j -0.000850912+0.0346088j 0.000278375-0.103703j -0.00153827+0.0532329j -0.000880838-0.0334344j 0.00217495+0.0753196j 0.00170499-0.112066j 
-0.000909193-0.00690781j -0.000195062+0.0145067j 0.000835466-0.0193314j 0.000785278+0.0094524j 0.00217419-0.00757947j 0.00264367-0.00235412j -0.00014791+0.0181054j -0.00702053+0.0173884j 0.000808347+0.00729163j 0.00215552-0.000765093j -0.00277241-0.00842794j 0.00171187+0.00305099j 0.00473969+0.0163101j 0.00294141-0.0119397j -0.0046424+0.0356715j -0.00570179+0.0208026j -0.00765604+0.0363552j -0.0045944+0.0627878j 0.00631361+0.00841986j 0.000771992-0.0553251j 0.00631791+0.0183932j 0.0130051-0.0258865j -0.00861513-0.0474277j -0.00763624-0.0327648j 0.000255301-0.0122152j 0.00802276+0.0359928j -0.00765693-0.0247077j 0.00750078+0.0036277j 0.00277625+0.0319623j -0.00626034+0.00566935j 0.00523298+0.0251411j -0.0012239-0.00231928j -0.00205627+0.00207554j -0.00110652-0.00932972j 0.000489352-0.00182327j 0.000413097-0.00737434j -0.000423455-0.0266027j -0.00342691-0.00670717j -0.00115135-0.00980956j -0.000132166-0.0108922j 0.00140033-0.0156472j 0.000696319+0.0179339j 0.000904124+0.0203786j 0.00102537+0.00171398j 0.00149552-0.00490689j -0.00141357+0.00510735j -0.000650933+0.0267435j 0.00154158+0.0159232j 0.000646435+0.00651075j 0.000488088-0.0378512j 3.66088e-05-0.0212053j -0.000337455-0.000663269j 0.000121943+0.0942854j -2.36399e-05+0.0205756j 0.000370744-0.0419833j 0.000569439-0.114005j -0.000146003+0.0235495j -0.00127859-0.177236j -0.000542041+0.328276j -0.000689589-0.801301j -0.00114528-0.239491j 0.00127645-0.0928153j -0.000311789+0.0890527j 0.000597195-0.0177538j 0.0014234-0.0376346j -0.000888624-0.0302821j -0.0002512+0.0345748j 7.20637e-05+0.0331195j -0.000116745+0.0422083j -0.00166834-0.0468831j -0.000146332-0.125098j -0.00260912-0.0710469j 
-0.000665743-0.00497557j -0.000243085+0.00897776j 0.000905246-0.0045601j 0.000596285+0.015958j -0.00358996+0.00637523j 0.00363246-0.0040982j 0.000927265+0.0225642j 0.00499184-0.00962439j -0.00230371+0.0120364j 0.00134109+0.0290201j 0.00266739-0.00795997j 0.00117703-0.0064349j 0.000878786+0.00749194j -0.0019834-0.0164042j 0.00697632-0.0147988j 0.00176277+0.00179572j 0.000788589-0.0597286j 0.00810897-0.0790902j 0.00827436-0.0482603j 0.000289472+0.0364131j 0.0079645-0.0057366j -0.00134648+0.010327j -0.00151154+0.0266j -0.00486512-0.0205478j -0.00669566+0.0109233j 0.00728697+0.0239055j 0.00821261+0.0233642j -0.00292051+0.0370417j 0.000387871-0.0172699j 0.00428328-0.00314021j 0.0020229-0.0148588j 0.00156367+0.00287414j 0.000623078+0.00305211j 0.00137006+0.00199198j -0.00109911+0.000493496j 0.00248534+0.00458647j 0.000726133-0.00869971j 0.00222181+0.0135595j 0.000376397-0.00255044j 0.00055898-0.0101484j -0.00110235-0.00393622j -0.00132659+0.014129j -0.000708014+0.0142522j -0.00161747-0.0182521j -0.000591939-0.015676j 0.0010719+0.0150985j -0.0012755+0.0391922j 0.000150041-0.00149462j -0.000210342-0.0254091j 0.000213698-0.0134375j -9.06958e-06-0.0406157j -0.000100402+0.00196964j -0.000269353+0.0313295j -0.000256651-0.0154796j 1.43273e-05-0.0790252j 0.000679336-0.0410877j -0.00129801-0.247817j 0.00136064+0.821523j -0.00106693-0.263632j 0.000163974-0.304941j 0.000368462-0.00808266j -0.00204951-0.0356517j 0.000984657-0.0675356j 0.000150481+0.0509302j -0.000702411-0.0144571j 0.00171373-0.0408342j 0.000759965+0.0352434j -0.000693807-0.0176454j 0.00129552+0.00766303j 0.000916059+0.0674555j 0.00101144-0.0124978j 0.000140107-0.00156528j 
-0.00134036+0.00478336j -2.691e-05+0.0178708j -8.67745e-05-0.0172271j 0.00290665-0.010227j -0.00104639-0.00936537j -0.00352171-0.0214758j 0.00535796-0.00741369j 0.00575795+0.0200382j 0.00124625-0.00968091j 0.0018844-0.0289277j -0.00256297+0.00269152j -0.00703578+0.0337513j -0.00438286-0.00602322j -0.0102103+0.0335245j 0.00502866-0.0341765j 0.00322197+0.0397843j -0.00429325+0.0643146j 0.0106763+0.0115471j -0.00628747-0.0266035j 0.0060991-0.0151739j -0.00222943-0.0710972j 0.00861356-0.0511067j -0.00399135+0.028828j -0.00419573+0.00389786j 0.0061876+0.027763j -0.00844666-0.0308241j -0.00395901-0.0276049j -0.00189727-0.00271456j 0.0031435-0.00902948j 0.00593537+0.0308545j 0.00322981+0.000595286j 0.00705365+0.0324166j -0.00314917-0.0109139j 0.00226083-0.016704j 0.000681891+0.000894925j -0.000867042+0.00947757j 0.0025834-0.0174794j 0.000535823-0.0280084j 0.000851829-0.00429133j 0.00188533-0.0126763j -0.000127048-0.0147966j -0.0017496-0.00359903j -0.00100036-0.00830442j 0.000447271+0.065812j -0.000691228+0.0435071j -0.000135817-0.0361847j 0.000185764+0.0409572j -0.00134916+0.0523795j 0.00111249+0.0248416j -8.01213e-05+0.0876858j -0.00140112+0.0486046j 0.000589957+0.140336j -0.000172563+0.0558645j -0.000671744-0.0232704j 0.00122275-0.0447874j -0.000363261+0.60645j -0.000922681-0.460478j 0.00017878-0.22332j -0.000893667-0.327697j -0.00153081-0.102726j -0.000748085-0.120887j -0.000254973+0.0215132j 0.000586023+0.0933615j -0.000685328-0.0981576j -0.000669705-0.039254j -0.000428396+0.0457483j -0.000573355+0.0621212j 0.000422289-0.0430538j -0.00136179-0.00782443j -0.000293851-0.0398636j 0.00279963+0.0285211j -0.000580263-0.211792j 
-1.70275e-05-0.0111017j -0.000369473+0.0103701j 0.0025772-0.014666j 0.000884041+0.0326518j 0.00169921+0.00911747j 0.00166647+0.0115631j -0.00505975+0.0334487j -0.000785637+0.0087139j 0.00116396+0.0240163j -0.00293719+0.0268627j 0.00561291-0.00105429j -0.00294895-0.0287645j -0.00205645+0.0250383j 0.00383985-0.0209295j -0.00327381+0.0536285j -0.0078345+0.0184552j -0.00225585+0.0503251j 0.00833181-0.081006j -0.0101858+0.0320348j -0.000871332+0.014447j 0.00200702+0.0511149j 0.00376039+0.0273995j 0.000377382-0.00341453j 0.00777781+0.0641886j -0.00382606-0.0368002j -0.0158744-0.027139j -0.00506379+0.0125278j -0.00287275+0.0161392j 0.000320019+0.0117558j -0.00297064-0.00506778j 0.00127169+0.00140214j -0.00429981-0.0145265j -0.00213716+0.00732328j -0.00172803-0.00699281j 0.00143289-0.00924264j -0.000492593-0.0150348j -0.00183431-0.0115849j -0.000872506+0.025059j 0.000657317-0.0206588j 9.85296e-05-0.0254512j -0.000936793-0.00565199j 0.000304712+0.0398175j 0.000914067+0.0306933j 1.05556e-05-0.00527531j 0.000537057-0.0124526j -0.000179104+0.00811424j 0.000715108+0.00108256j 0.00045457-0.00564015j -0.000545288+0.0120459j -0.000307726-0.0910364j -0.000256308-0.00381485j 0.000516432-0.105637j 0.000631004+0.041962j 0.000158498+0.090431j -0.000292976-0.0737006j -0.000630392-0.509624j -0.000503451-0.677839j -0.000299562-0.24484j -0.000567684-0.0939432j -0.00102449+0.122711j 0.00115991-0.0234725j -7.53389e-05-0.138259j -0.000494679-0.0659345j 0.000325588+0.0553179j -0.00159825-0.0297139j -0.00102729-0.0943457j 0.000587867-0.0449576j 0.00121881+0.0242926j -0.00016358+0.044626j -0.000862461+0.000996529j -0.00221112-0.113973j -0.00123917+0.0462727j 
-0.00217682+0.0289197j 0.00309732+0.0256701j -0.00460093-0.0179989j 0.00231299-0.0268744j 0.00373577-0.0103968j 0.000860661-0.0172793j 0.000924222-0.0203713j -0.00526647+0.00462577j 0.000932938-0.000736597j 0.000321165-0.0277475j 0.00235045+0.00562921j -0.00123172+0.0429596j -0.00454982+0.0111836j 0.00100447+0.0317629j -0.0104105+0.0193446j 0.00862977-0.0595567j -0.00256662-0.00329783j 0.00404113-0.10446j -0.00425788+0.0140932j 0.00661854-0.0514221j 0.000885073+0.0132235j 0.00948885-0.00031334j 0.00165754+0.00559765j 0.00322053+0.0245656j -0.00324781-0.0382189j 0.00451429+0.0179648j 0.000668229+0.010148j -0.00149535-0.0378047j -0.00498758-0.0153862j -0.00163234-0.00524482j -0.00691499-0.0252942j 0.00780032-0.00857372j 0.00193711-0.0166311j 0.00444803+0.00140003j 0.00144676+0.0130349j -0.000328446+0.0203075j 0.00120016+0.00379186j -0.000770119-0.042417j 0.000275771+0.0130658j 7.51127e-05+0.0269162j 0.000418721-0.024623j 0.00057357-0.0779037j 0.000865444-0.0546358j -0.000942427+0.0244129j -4.22896e-05-0.0124892j 0.000160447-0.0546934j 0.000826123-0.0629145j -0.000666532+0.0962225j 0.000920928-0.00968579j -9.30098e-05+0.136303j -0.000833952-0.0135731j -0.000516337+0.0455187j 0.000658342-0.0354275j 8.66182e-05-0.150596j 0.00099627+0.802919j 0.000685266-0.208989j -0.00149937-0.0746308j -0.000139703-0.0180637j -0.000304993-0.09287j -0.000325034-0.118635j -0.00113855-0.0769795j 0.00142592+0.1119j -0.000171779-0.0404813j -0.00161527-0.0566863j 0.000365585-0.0148593j 4.08779e-05+0.0428438j 0.00140708-0.00112003j -3.12592e-06-0.0270955j -0.000150454-0.0115172j -4.50336e-05-0.023698j 0.00180777+0.227736j 0.00163085-0.0696953j 
-0.00194459-0.02226j -0.00153059+0.0282584j 0.000969146-0.0322573j 0.00187449+0.019878j 0.00162404-0.0122434j 0.00661933-0.0047806j -0.00212642+0.0318159j -0.00151844+0.0212661j 0.00249195+0.00375995j 0.000543137-0.00454328j 0.00619062-0.0196219j -0.00486422+0.0397955j -0.00244046+0.0389647j 0.00249826+0.00593167j -0.00361719+0.0348691j 0.00521873+0.0736493j 0.00603989+0.0399304j 0.00267054+0.0163343j -0.00108047+0.0480042j 0.000303187+0.043207j 0.0045618+0.00175283j -0.00321307-0.000391368j 0.00121514-0.00414436j -0.00309422-0.0038669j -0.0140835-0.0516441j -0.00386531-0.0176416j 0.00384115-0.00883998j 0.000472963+0.00777651j 0.00235494+0.00776064j 4.67675e-05+0.0112697j 0.00876183+0.0108768j 0.00264406+0.00746144j -0.00379412+0.00235338j 0.0014057-0.02324j 0.00181531-0.00177976j 0.00274786-0.0157184j -0.00105029-0.0508387j -0.00195354-0.00846193j 0.00106689-0.0114597j 0.000251698-0.0148451j -0.000970496-0.0514678j -0.000264581+0.0504489j 0.000318675+0.0422761j 0.000219787+0.0453379j 0.000780564+0.00434136j -0.000272039-0.016883j -7.85208e-05+0.0847037j -0.000461604+0.0271995j -0.00034427-0.0158391j 0.000573928-0.0218156j -9.98928e-05-0.0212929j -0.00040071+0.284531j -0.000158693+0.422748j -0.000671701+0.62066j 9.17474e-05+0.201057j 0.000718865-0.0653275j -7.35633e-05+0.192457j -0.000316725+0.0939774j -3.89842e-05-0.0842116j 0.000433038+0.16733j 0.000236408-0.1099j -0.00121203-0.089868j -0.000248406+0.0347343j 9.31058e-06-0.0415829j 7.39859e-05-0.0544978j -0.000474297-0.06082j 0.00159836+0.0447725j 0.00149286+0.014688j -0.000177363+0.0291976j -0.000334156-0.0247544j 0.000745694-0.147499j -0.00348339-0.191195j 
-0.0026575-0.0258471j -0.00303249+0.00960318j -0.00338155-0.0141211j 0.00243026-0.00862005j 0.00512726-0.0172642j 0.00288744+0.000280969j 0.00284601-0.0107347j -0.00283218+0.00364561j 0.00202631-0.0307326j 0.00385567-0.0542884j 0.00228291-0.0393772j -0.00393058+0.0428075j 0.0016264-0.025626j 0.00587576+0.024362j 0.000450579-0.0960901j -0.00305551+0.0264331j 0.00422183-0.0431178j 0.00555315+0.0143994j 0.00126321+0.0554164j -0.00674139-0.0199327j -0.00344063+0.0533786j -0.000347507-0.0268656j 0.00253145-0.00871833j 0.0100339+0.00681576j -0.00150881-0.0133661j 0.00530858+0.0111849j 0.00680037-0.00504002j -0.00234395-0.0201811j -0.00336836-0.0268683j 0.00429511+0.0204457j 0.00875839-0.00181644j 0.0072014+0.0321611j -0.00199301-0.0048602j 0.00249237-0.012565j 0.00206234+0.00573775j 0.00248467-0.0079826j 0.000673112-0.0323716j -0.00221559-0.0295681j 0.00131761+0.0254743j -0.00055987+0.0144827j 0.000227032-0.0408432j -0.00106669+0.0133146j -0.000497796+0.0250475j -0.000556161+0.077946j -0.000220415+0.0250638j -0.000252898-0.0373801j 0.000211791+0.0345838j 0.000455973+0.11907j -0.000897952+0.0689623j -0.000227184+0.0714972j 0.000256399+0.0343486j -0.00057774+0.612455j 0.000186003+0.0082562j -0.000415209-0.454401j -0.000180622-0.239334j 0.000713172-0.309364j -0.00121522+0.019132j 0.00134955+0.0539553j 0.00165354+0.0698129j 0.00158393+0.119454j -0.000332877-0.067138j -1.29045e-05-0.0257147j 0.000764771+0.0708757j -0.00193686-0.116079j 0.00124785-0.00281334j -0.000350711+0.0205153j 0.000713456+0.0504649j 0.000969097-0.00453189j 0.000236136-0.047793j 0.00132655+0.00279768j 0.00223417-0.0155708j -0.0021678-0.219165j 
0.000651348+0.0249105j 0.000676687-0.0131161j -0.00192282+0.0133406j 0.000427152-0.0453607j 0.0019518-0.0172306j -0.000790673+0.00391218j -0.000744613-0.0555259j -8.91622e-05+0.0169973j 0.00493418-0.038738j -0.00104201-0.0485355j 0.00219481+0.0461201j 0.0072382+0.0137754j 0.00722716-0.0487564j 0.00246304+0.0411773j -0.00159082-0.0208455j -0.00337441+0.00514328j -0.000658955+0.0582083j 0.00293532+0.0726096j 0.000530179+0.0151326j 0.00539865+0.00925522j 0.000692691+0.0386145j 0.00488616+0.0267864j -0.00323003+0.00656965j -0.00595846-0.0381904j 0.00103612-0.002058j -0.00566672-0.00195686j -0.00538308-0.00966252j -0.00196303-0.0311141j -0.00133577-0.0133342j 0.000939262+0.0122678j -0.00445051+0.00158421j 0.00327423+0.0205504j 0.000425214-0.0238947j 0.00142421+0.00598762j 0.000764949+0.012981j -0.000536542+0.0125371j -0.000152857+0.0347953j -0.00113266-0.0503372j 0.00024747-0.00192641j 0.00020744+0.0400034j 0.000242009+0.0246683j 0.00189251-0.0606151j 0.00138205-0.0347843j -0.000191965+0.0594239j 0.00108383-0.0133664j 0.000621804-0.0949848j -2.95094e-05-0.0532732j -0.000602362+0.0677592j -9.21369e-05-0.0058439j -0.00083263+0.314187j 0.000186345+0.00731915j -0.000330245+0.133668j -0.000408688-0.544452j -0.000574093+0.521449j 0.00014325-0.208631j -0.000346352-0.170199j 0.000143623-0.0707456j -0.000487446+0.0361548j 0.000460017+0.0204038j -0.00040135-0.09112j -0.000411589+0.0325953j 0.00101283+0.119867j -0.000868297+0.02465j 0.000129707-0.08196j 0.000898888+0.037297j -0.000797769+0.0865096j 0.000328195-0.012099j 6.52797e-05-0.00231685j -0.00147928-0.0753954j 0.000718569-0.0533235j 0.0011986+0.203379j 0.00146528-0.0327831j 
0.00160069-0.0323026j -0.00299605-0.0382684j -0.00262078+0.0203306j -0.00145883+0.024148j 0.00299204+0.0225559j 0.00101532+0.0348749j -0.00050929+0.0015634j 0.00216876-0.0400619j 0.000639124-0.0094942j 0.00183345+0.00636519j 0.00674041-0.0333178j -0.00182067-0.0369182j 0.00773196-0.0232723j -0.00411912+0.0106659j 0.000942333-0.0819451j 0.00113403-0.0232612j -0.00193192-0.0194834j 0.000544596-0.0336948j 0.00913998+0.0410426j 0.00341942+0.0189593j -0.00276442-0.00484839j 0.00659062+0.0183437j -0.00777835-0.0548043j 0.00207864-0.0109831j -0.00213051+0.00530746j 0.00165177+0.00363106j 0.00804493+0.0149921j -0.00382746+0.00718321j -0.00137224-0.0119994j 0.00190308-2.0595e-05j 0.00580793-0.00316832j -0.00788113+0.00380217j 0.00165842+0.0231914j -0.00167166+0.0145859j 0.00132267-0.0191316j 0.00168373-0.030582j -0.00135918+0.0134489j -0.000632348+0.0614391j 0.00120251+0.0193968j -0.000609856-0.0040451j -0.0012552+0.026693j -9.99274e-05+0.0802496j 0.000167754+0.049995j -0.00146538-0.0626063j 4.89639e-05-0.0302849j -0.000184291+0.0535569j 0.000535832-0.0578894j 0.00121208-0.194209j -0.000320506-0.0506623j 0.000797911-0.491938j 0.000978539-0.0577702j -0.000287986+0.453969j 0.000573126-0.418175j 0.000326804+0.0926923j -2.08361e-05+0.266659j 0.00130467+0.168667j -0.00134627-0.0992861j 0.00133524-0.0150493j 0.000139374+0.0769792j 5.86011e-05-0.0343541j 0.000865266+0.0785524j -0.00067622-0.0968447j 0.000754865+0.0216841j -0.000929372+0.0174944j 0.000586039+0.0189542j 0.0007709-0.0269734j -0.000971915-0.0319655j 0.000416892+0.0232204j 0.00104009-0.0229845j 0.00163679+0.0528476j -0.00251454-0.167187j -0.000715813+0.141492j 
-0.000352087-0.0148535j -0.000928622+0.00213786j 0.00244002+0.00152579j -0.000633367+0.0175521j -0.00034924+0.0102744j -0.00635552-0.00649159j 0.00128409+0.0128965j -0.00246138-0.00317103j 0.000334795+0.00270127j -0.00381589+0.0119676j 0.000963369-0.0243107j 0.0117474-0.0221165j 0.0086772-0.0482444j -0.000329971+0.0260495j 6.12007e-06+0.00768086j 0.00196304+0.0820445j 0.00370714-0.0556368j -0.00140726+0.039951j -0.0019337-0.046795j -0.0054814-0.0151319j -0.00055904+0.0203478j 0.00681794+0.0299166j 0.00371197-0.00352426j 0.00233424+0.0217024j 0.00600622-0.00580758j 0.00518507-0.0224782j -0.00594165-0.0137257j 0.00385232-0.0021955j 0.000427733+0.00783849j -0.000341215-0.00499996j 0.00148081-0.00167216j 0.000754348-0.00117376j -0.000981168+0.0118142j -0.00220439-0.00463908j -0.00115288-0.00442691j -0.00180036+0.00439238j 0.000339891-0.0227983j -0.000159158+0.0226146j -0.000530171+0.00643795j -0.000195537-0.0253617j 0.000870908-0.0400708j 0.00100678+0.0380933j 0.000707899-0.0116465j -0.000276706+0.022914j -1.11477e-05+0.0350559j 1.25995e-05+0.0361188j -0.00104458-0.00569911j -0.000629415+0.00813848j 0.000224582-0.000582877j -0.00112377-0.0183169j 0.000129073+0.943163j 7.0136e-05-0.0507483j -0.000868519-0.0885325j 0.000552774+0.0175606j -0.000309894+0.0783322j -0.000615358-0.0223858j 0.000611133+0.0170251j 0.000328959+0.048288j 0.000398145+0.00311932j 0.000608945+0.0008062j -0.000443738-0.0194115j -0.000261602-0.0322427j 0.000250407-0.00918468j 0.000898752+0.0192561j 0.000197138-0.0062849j -0.00022661-0.00566869j -0.000712543-0.0098714j -0.000154547-0.0188302j 0.000199992+0.0405007j -0.000886156+0.00511137j -0.000358964-0.0639854j 5.42607e-05-0.028146j 
0.00184119+0.0326318j 0.00177732-0.0385326j -0.00706528+0.0273561j -0.00161174-0.024372j 0.000999851+0.0372878j -0.00334825+0.019341j 0.00256544-0.0617485j 0.00574045-0.0619285j 0.00105889+0.00471309j 0.00159272-0.00397252j 0.00335755+0.0516326j -0.00240196-0.00989915j -0.00353691+0.00892528j 0.00286707+0.0665851j -0.0037438-0.0632994j -0.00252146+0.0601438j -0.000942445+0.0336397j 0.00553824+0.0100089j -0.00233398-0.0198219j -0.0031011-0.0602121j 0.0011378+0.013802j -0.00390464-0.0462321j -0.00429565-0.0396978j -0.000913019-0.0323882j 0.00261333+0.0319036j -0.00139679-0.0109374j 0.000136095-0.0188402j -0.00204767-0.0127355j -0.00459306-0.00792899j -0.00298741-0.00971471j -0.0102558-0.00807583j -0.00570451+0.0102238j 0.00727785-0.018717j 0.00192031+0.0408512j 0.000944052-0.00407552j -0.000512946+0.0235852j 0.000319895+0.0967064j 0.00135937+0.00742679j 0.000666794+0.0365699j -0.000135416+0.0570525j -0.00115941+0.0929875j 0.00161211-0.122847j 0.000875868-0.146698j 0.00030761-0.162699j 0.00114561-0.117394j 0.00068879+0.0552507j 0.00135739-0.446362j -0.000488127-0.231729j -0.000226991+0.076033j -0.00139253+0.0159248j -0.000587722+0.122687j -0.00126813+0.289308j 0.000654216+0.442354j 0.000330741+0.0787827j -0.000806343-0.0989758j 8.40492e-05-0.0183109j -0.00090193-0.0792148j -0.00017489-0.040174j -0.000666243-0.0054448j -0.000546925-0.120255j 0.000527504+0.130509j 0.000561366+0.0599451j -0.00106159-0.0338619j -0.000858439-0.00833269j 0.000970511+0.012942j 0.000441031+0.0730708j -0.000711754-0.0842024j -0.000452662-0.0408594j -0.0006663-0.0235245j 0.0016302+0.0186053j -0.0013335+0.20333j 0.00460046+0.22986j 
0.00336447-0.00148293j -0.000571948-0.0260227j -0.00117341-0.002297j 0.00056692+0.0242273j 0.00451285+0.017576j -0.00157345+0.0119308j 0.00283691+0.0172377j -0.0047686+0.00685861j 0.00701896-0.00980356j -0.000133564+0.0605221j -0.00389631-0.00739478j 0.000227855-0.00552536j -0.000134912+0.0750688j -0.0015862+0.0759878j -0.00111588-0.0111064j -0.000294524-0.143945j -0.00122387+0.0125019j 0.00465542+0.0263621j -0.00387069-0.0139824j -0.00222001-0.0438194j -0.00165896-0.0103096j 0.00318113+0.014062j 0.00384502+0.00599046j 0.00393266+0.0321522j 0.00457456-0.000501615j 0.00350562+0.00543155j 0.00175096+0.0111885j -0.00135021+0.0175571j 0.00329611-0.00128239j 0.00191704+0.0146515j 0.00498976+0.00453602j -0.00857334-0.00822086j 0.000833205+0.0277806j -0.00195729+0.0081392j 0.00217825-0.024219j -0.00123392-0.0262048j -1.31696e-05-0.00400289j -0.00150202+0.0714908j 0.00118061-0.0155008j 0.000905388-0.0466128j 0.000604975+0.0404012j -0.000571484+0.155262j 0.000114932+0.0641865j 0.000484141-0.0494662j 0.000672765+0.00665816j -0.00060587+0.115382j 0.000807579+0.216386j 0.00107062-0.494079j 0.000290404+0.261856j -0.000697763+0.604404j -0.000342118-0.0038406j 0.000645659+0.106176j 0.000777289-0.0395428j -8.8633e-06-0.038316j 0.000938585+0.110322j 0.000910067+0.0291689j -0.000439975-0.0215287j 0.000623159+0.012383j -0.000661774+0.0124183j 0.000320374+0.0064834j 0.000636161+0.0249287j 0.000154386-0.0855184j 0.000414205+0.0230156j -0.000335941+0.0224635j -0.000304121-0.0104797j 0.000670442-0.0299454j -0.0011515-0.0111617j 0.000684723+0.0186751j 1.82248e-05+0.00267225j -0.000404803-0.00931193j -0.00231613-0.183886j -0.00108159+0.103992j 
