0.00792501+0.0347958j 0.020537+0.00407966j -0.0198298+0.00821535j 0.0166861+0.0520389j 0.00471824+0.00738375j 0.0027388-0.0284298j -0.0260881+0.0115285j 0.0102149-0.0181766j 0.0233872+0.0511346j 0.00740572+0.0388244j -0.00622848-0.036631j -0.00494223-0.0166621j 0.0158656+0.0421294j 0.00853304-0.00757264j -0.0102876-0.0274868j -0.0281029-0.0245255j -0.0133664-0.00541327j 0.000978734+0.0232714j -0.0133436+0.0047016j -0.0264303+0.0309074j -0.000625308+0.033227j 0.0196285+0.00499585j 0.00197566+0.0341047j -0.0174823+0.0135746j 0.0192026-0.00572159j -0.0130231+0.0115114j 0.0107534-0.0213798j 0.0219983+0.0530069j -0.0183239-0.0582655j -0.0122967-0.0172244j -0.0165448+0.0165309j -0.0103159-0.0347256j -0.0152466-0.00897275j 0.0166815+0.0485085j 0.00387957+0.00690768j -0.0194195+0.00764245j 0.0302333+0.0141502j 0.00820933-0.0191686j -0.035814-0.0209251j -0.0202715-0.0204151j 0.0103176-0.0331277j -0.0263537+0.0258865j 0.0479184+0.0230133j -0.00332177-0.0427858j -0.0125193+0.0589705j 0.00831178-0.0639133j -0.035616-0.040074j -0.00420571+0.112813j 0.00659044+0.00812074j 0.0203465-0.00893795j -0.0576487-0.00719774j 0.0413507+0.147646j -0.0364757+0.0572601j 0.0111332+0.060548j 0.0295771-0.0785061j 0.0258915-0.0678697j -0.0352536-0.00388332j -0.0243008+0.00153782j 0.00463667-0.048541j 0.0449701-0.0384277j 0.0752702-0.000586502j -0.0260857+0.000763617j 0.0453685+0.0438625j 0.0265146+0.017437j -0.000737484-0.0479956j 0.0320517+0.0919616j -0.00424377-0.0474452j 0.00156703+0.116919j -0.0123314-0.0312555j 0.00273288+0.0128398j 0.0404007-0.0228295j 0.00791942+0.0154721j -0.0110939-0.0348183j -0.00547554+0.00621234j -0.0117026-0.0175098j 0.0200977+0.0301315j -0.0131658-0.0326907j 0.0168676+0.0156791j 0.0120131+0.0132247j -0.0258241+0.0205153j 0.0226173-0.0249209j 0.000728873+0.0536193j -0.00332268+0.0187407j -0.0188684-0.00281169j -0.00252764-0.000981749j -0.00555739-0.00360288j 0.0268297-0.0171261j 0.0199215+0.019572j -0.00874896-0.0253342j 0.0160531+0.0470911j 0.00803092-0.00270702j 0.0355565-0.0151849j -0.0178327+0.052989j -0.0421549+0.077927j -0.0256526-0.295308j 
-0.0123056-0.0165575j 0.00277999+0.00814003j 0.00307631-0.0253031j 0.00970435+0.00394229j -0.00754223+0.00325739j 0.00784394+0.000951903j -0.00503499-0.0638101j -0.0247193+0.0089625j -0.0140163+0.0332708j -0.0126066-0.00421663j -0.0120219+0.0269907j -0.0104598-0.041132j -0.0228199-0.0515217j 0.014276+0.000315722j 0.00775806+0.00240778j 0.0345341+0.0487744j -0.00486622+0.00849508j 0.029314+0.0571453j -0.00584433+0.0212704j 0.0326006+0.00819242j 0.0522062+0.00167757j 0.0120631+0.0154421j -0.00105552-0.0131905j 0.00522772-0.000910523j 0.00602371+0.0506335j -0.0093049+0.00517206j 0.0190856+0.0363464j 0.0222036+0.0473424j 0.00721817-0.0111291j -0.00489247-0.0171055j 0.00456562-0.037529j 0.0108002+0.0143332j -0.00210911+0.0240623j -0.0347609-0.051368j 0.00349028-0.00197057j -0.0136517+0.0230081j -0.0235348-0.0442879j 0.0572849+0.0291303j 0.0120374-0.0231831j 0.0213284-0.0449322j 0.00909159-0.0184272j 0.0209+0.0861377j 0.0328151+0.0925622j 0.0289869-0.0158842j 0.0135783+0.0101106j -0.0417311+0.0518605j -0.0191237+0.00806537j 0.0266531+0.0283056j 0.0192571+0.0117909j -0.00914766+0.0301767j -0.018078+0.0235305j 0.0240577+0.0116564j 0.0124563-0.0211129j 0.0165348+0.0202021j -0.00454447-0.00519661j -0.0147913+0.0057436j 0.00560724+0.0392717j -0.00497219-0.0262134j 0.00152919+0.0105751j 0.00648576+0.020916j 0.00338162-0.0123514j -0.00542878+0.0164826j 0.00154514-0.0267853j 0.0093306+0.00226454j -0.0133219+0.000648415j 0.024366-0.0167763j -0.0199568-0.0207606j 0.0161458-0.000366249j 0.0100366+0.00478517j 0.0108097+0.00592058j 0.0146011-0.0123292j -0.00279041-0.000849129j -0.0124812+0.0091111j -0.0119088+0.0110743j 0.0106202-0.00264819j -0.0139562-0.012449j 0.0213671-0.00233209j 0.00466674-0.00766759j 0.00950045-0.00571942j 0.00770853+0.0121538j -0.0162841-0.00882488j 0.00119334-0.0109651j -0.0126453+0.0194818j -0.00180929-0.0223436j 0.008688-0.00414901j -0.0173977+0.0110859j 0.00277476-0.031005j 0.00926439+0.085764j -0.0118071-0.0845929j 0.0167797+0.0217802j -0.0188098+0.00463077j 0.00616519+0.00657491j -0.00717602+0.0306647j 0.0094463-0.0297492j -0.00602638+0.0319744j 
0.0235319-0.00439015j 0.0389048+0.021666j -0.048374-0.00892025j -0.0340005+0.000639806j 0.0662051-0.00696882j 0.0284109-0.0148603j -0.00139269+0.01332j 0.0472125+0.00550996j -0.00994128-0.0151911j -0.0333357-0.00168751j 0.0172449-0.0255824j 0.0609664-0.0365452j -0.0172303+0.0021171j 0.0416179+0.00513537j 0.0233313+0.0311209j 0.00686668+0.00303579j -0.0243197+0.0106289j -0.0273691-0.0154883j -0.00910953-0.0374824j 0.0771353+0.000584486j 0.0298894+0.0405674j -0.00991211+0.0421469j 0.0318126-0.00436772j -0.029302+0.018449j 0.0197854+0.00199734j -0.0172219+0.00672113j -0.0255157+0.00330534j -0.0184434-0.0370116j -0.00252485+0.0182108j -0.0227248+0.0129664j -0.0348684-0.0098035j -0.0199264+0.0331165j -0.0042708-0.0143683j -0.0225223-0.0172839j -0.0207069+0.0293437j -0.0108979+0.0167187j 0.04461-0.0138932j 0.0144108-0.0121681j 0.0309908+0.038265j 0.0290441-0.0119629j 0.0218102+0.0552102j 0.0252052+0.0571376j -0.0215802-0.0451177j -0.0456493+0.0127746j 0.00192858-0.044556j -0.0831011-0.0649001j -0.0552548+0.0236637j 0.00474126+0.0489431j 0.0317066+0.0154796j -0.00493999-0.102369j -0.00485798-0.0927356j 0.0459401-0.0381245j -0.0379746-0.0123466j -0.0329502-0.0305162j 0.0107563+0.0912075j -0.0276897+0.0149531j -0.0314429-0.0320147j 0.0313991-0.0363405j 0.0208026-0.012187j -1.31368e-05+0.0405531j -0.0212685+0.0384286j -0.0130276-0.00607914j 0.00455679+0.0157442j -0.0123735+0.00098325j 0.0164935-0.0115807j -0.00336163-0.00986425j -0.00321926-0.00340204j 0.0120543-0.00252949j 0.0193576+0.0280446j -0.00664414-0.00780954j 0.00196136+0.0286531j -0.00133071-0.0211549j -0.0275869-0.0237455j -0.00584451-0.032478j 0.0255351-0.00356165j 0.00823632-0.00282614j 0.0151033+0.0191502j 0.00301171+0.00457126j 0.0103703-0.00173375j 0.0182193-0.00870012j -0.00958877-0.00184717j 0.0184427-0.00305751j -0.0244212+0.0580928j 0.0100944+0.0368251j 0.0567557+0.0216284j 0.0186615-0.0169809j -0.00505337-0.0229557j 0.00589019+0.0164915j -0.000310241+0.0759133j 0.0027916+0.00895198j -0.0048412-0.0245887j -0.0274983+0.0927252j -0.0648823-0.0642286j -0.00955317-0.0467987j -0.00558868-0.00933493j 
0.00678278-0.00090841j -0.00548747+0.0157051j 0.034053-0.0300676j 0.0321691-0.0117477j 0.00256456+0.0263447j -0.0181724+0.00336406j -0.0326516-0.023785j -0.0193904+0.0454875j 0.0382131-0.00647826j 0.0255398-0.0326901j -0.0421455+0.0126269j -0.0235621+0.0560644j -0.000649158-0.0533962j -0.00859431+0.02087j -0.0424945-0.0423742j 0.0156073+0.0254914j -0.066762-0.00328617j 0.0959671+0.00591568j 0.0661134-0.0361331j -0.0304282-0.00607696j -0.116914-0.0273457j 0.0206853+0.00083592j 0.0516804-0.000757454j 0.0126115-0.0116469j 0.015031+0.0508041j -0.0117966-0.0137669j 0.0203804-0.0332783j 0.0243816-0.0211748j 2.06471e-07+0.0274652j -0.0011081-0.0447017j 0.00278559-0.00253983j -0.0124707+0.0117241j 0.0368489+0.013596j -0.0521661-0.0653797j 0.00221002-0.0489458j 0.0163588-0.0207848j -0.00255414+0.0461419j 0.0148697+0.00124056j -0.041524+0.00424845j 0.0239106+0.0155931j -0.0521315-0.0143388j -0.0338157+0.0237448j 0.0282763+0.0102464j 0.0108762-0.0425112j 0.0497838+0.035186j 0.00792231-0.0771866j -0.0113293-0.0302023j 0.00178025+0.0289414j -0.00452468+0.00626512j 0.0482995+0.00154828j 0.00668369-0.0173206j 0.0385797+0.017325j -0.00084669-0.0387916j 0.0400107-0.00237229j -0.0376519+0.0061043j 0.00498205-0.00340269j 0.0456427-0.0134578j 0.00165092+0.00763696j 0.0134644+0.00443791j -0.0117407+0.00157432j -0.00161195+0.011651j 0.0250876-0.0185921j -0.00263451+0.00350688j 0.00517815-0.00565662j -0.000524108+0.00262618j 0.0193078+0.00444875j -0.0165124+0.014031j 0.0215223+0.000829456j 0.0120257+0.00410347j 0.0146062+0.0138471j -0.0164012+0.00177959j 0.00523237+0.000484991j 0.0236064-0.00501411j -0.011976+0.00511248j -0.00599694+0.00337109j -0.0158758+0.0149896j 0.0046972-0.00439061j -0.00655789+0.0103744j -0.0122657-0.0204439j 0.00377636+0.00908179j 0.00772111-0.00805106j 0.00696656-0.0307452j 0.0145198-0.00719283j -0.0198465-0.0478316j -0.0393345-0.0229056j 0.0148183-0.000742763j 0.0123503-0.0112121j 0.0314058+0.0637829j -0.0120153+0.0203625j 0.04541+0.00184367j -0.000950359+0.00390369j -0.0177648-0.00694515j 0.0199968-0.0731204j 0.0121336+0.0225599j -0.0251706-0.0123487j 
-0.0161484+0.00218808j 0.0212033-0.0156058j -0.00205039+0.0163197j 0.0253949+0.0302202j -0.0246443-0.00466664j 0.0202123-0.0390105j -0.0649139-0.0183639j 0.0144163+0.00836673j -0.00778486+0.0116577j -0.0179182-0.0152922j 0.0144084-0.000512867j -0.013763-0.00946414j -0.0232036-0.0254745j 0.0301216-0.0033564j 0.0217225+0.0262482j -0.00056153+0.0145465j -0.00612565+0.0337397j 0.000550925-0.0543667j 0.00638166-0.0256729j 0.000520469-0.0263043j 0.0624416-0.00767601j -0.0343778-0.0953252j -0.0296053+0.00191759j -0.0529612+0.0328667j -0.00819161-0.0440619j -0.0355749+0.0123281j 0.0296821-0.00845566j 0.0389267+0.0214782j 0.01631-0.00378346j -0.00973851+0.00648641j -0.0246387-0.0208191j 0.00811542+0.0113407j -0.00616292-0.00503684j -0.0258188+0.00550111j -0.00314154+0.00731746j -0.0363224+0.0209029j -0.00327463-0.0204073j 0.0129322-0.0398879j -0.00260065-0.00841101j 0.0118832-0.0296001j 0.029002+0.00979107j 0.0285128+0.0287445j 0.02266-0.011504j 0.0488986-0.0206177j 0.00481961+0.0153721j 0.0321957+0.0319244j 0.0255612+0.0813917j 0.0355808+0.0294739j -0.00573604-0.0268208j -0.0229941-0.067388j -0.0262293-0.04212j -0.00811791-0.0849272j 0.0224868+0.0251093j 0.0107947-0.00230893j 0.0119692+0.0486542j 0.01624+0.0309122j 0.00262618-0.00574019j -0.0245496-0.0432958j -0.000607357-0.0225874j 0.0366024+0.0230028j 0.0299207+0.0176957j 0.00252684-3.17184e-05j 0.0199289-0.0134863j 0.0135286+0.000791914j -0.00890578-0.00134821j 0.0114983-0.024007j -0.00578883+0.00124387j -0.00487344-0.0252135j 0.00198656-0.00568813j -0.00627155-0.0119246j 0.00285768-0.00107828j -0.00568627-0.018504j 0.00701169+0.000639315j -0.00365585+0.0057295j 0.00334049+0.00957414j -0.0139265-0.00692838j 0.0101632+0.0150838j 0.0119653-0.00806237j 0.0141744-0.00771304j -0.00991206+0.010874j -0.00075987-0.0118383j 0.000885172-0.0229512j -0.0093418-0.00509857j 0.0178182+0.00902832j 0.0144112+0.0199119j -0.00743389-0.00470107j 0.0224208-0.0156926j -0.0018569-0.0234431j -0.0152392-0.0104596j 0.00340471-0.000493783j 0.0784549-0.0117329j 0.0491846+0.105334j -0.00377745+0.0846241j -0.029714+0.0231221j -0.0104375-0.0332993j 
0.0058703+0.0134288j -0.00830416+0.0149522j -0.0143701-0.0079142j -0.00264573-0.00737005j -0.000217686+0.00118788j -0.0255563+0.0147798j 0.010852+0.0010833j -0.0430971+0.0311795j 0.00174637-0.0171005j 0.0269105-0.00348146j -0.0231944-0.0165048j -0.00976478-0.0151663j 0.00695421-0.0139362j 0.040255-0.00449375j -0.0355984+0.0542072j 0.053218-0.0187041j -0.0132086+0.0384077j 0.0284887-0.0149778j -0.0541643-0.00218481j -0.0671104+0.038424j -0.101925-0.0114463j 0.0105529-0.0452299j -0.00679097-0.00351107j 0.0462309+0.0259891j -0.0161611-0.0291651j 0.0226172-0.0201231j -0.0104201-0.0400723j 0.0018333+0.0182111j -0.0232507-0.0111066j 0.00176806-0.0417735j 0.0108041+0.00123988j 0.0109766-0.00845682j -0.0450237-0.0294673j -0.000597066+0.0239632j 0.0182508+0.000173355j 0.00540455+0.00167382j -0.0118843+0.0664554j 0.00858958-0.0353862j -0.00840753+0.0177574j 0.0139401-0.00511948j 0.00624901+0.0380933j -0.0249364-0.0222964j 0.060236+0.0176062j -0.0754559-0.0173653j 0.0282911-0.0239427j 0.0272229+0.0803835j 0.00713849-0.0368151j -0.0643849-0.0444751j -0.018728+0.0359234j 0.0175302+0.0868983j -0.0062427+0.102405j -0.0672287+0.046168j -0.00678438-0.0105619j -0.00681353-0.0198207j 0.0162992-0.0681784j 0.0070129-0.0347772j -0.00633822+0.0191883j -0.0278017+0.0624222j 0.0243205+0.0115584j 0.00861322-0.0315413j 0.0282528-0.043318j -0.00648485-0.00288068j 0.00662544+0.00909836j 0.00156578-0.0043156j 0.0149912-0.00105782j 0.0088718-0.0110892j 0.012455+0.02424j -0.00704346-0.0218127j -0.0171781-0.0223874j -0.000220564+0.00633089j 0.00366006-0.00493458j 0.00197934-0.00808799j 0.0263068+0.0264643j 0.0180779+0.0118589j -0.00629896+0.00939301j 0.00903271-0.00296524j 0.00933041-0.0120928j -0.0167595-0.0125651j 0.000376394-0.00925149j -0.0172923+0.013008j 0.0274612-0.0285507j -0.00243627+0.00553552j -0.00281917-0.0366005j -0.0262961+0.00830835j -0.0640177-0.0217438j 0.00287393-0.0227717j -0.0100314-0.0214241j 0.00420388-0.030122j 0.042957-0.00704836j -0.064772-0.00504384j 0.0350295-0.00535988j 0.00690306-0.132366j 0.0341707-0.0460332j -0.0324065-0.0238358j 0.0148453-0.0359803j 
-0.00568366-0.00642721j -0.00210314+0.00300743j 0.0150369+0.0124102j 0.0100881+0.0259997j -0.0155831-0.00648961j -0.00236418-0.018704j -0.0483703-0.00138562j 0.0359474+0.011428j -0.0113138+0.0319084j -0.0215481-0.00821467j 0.0105705-0.0194826j -0.0459762-0.00965382j 0.00415897+0.0369885j -0.0237181-0.034729j 0.0206601+0.0200842j -0.00566914-0.044362j 0.0795902+0.0567609j 0.024767-0.0462951j 0.0659927+0.020941j -0.00872697+0.010645j -0.0427986-0.0217185j -0.0503249-0.00811179j 0.0069229+0.043777j 0.0305067+0.0194343j -0.0140732+0.00552577j -0.00403329+0.0026566j -0.00194066+0.0238043j 0.0239435-0.000895472j -0.000473658+0.00537662j -0.00623549-0.00232604j -0.0549542-0.0303685j 0.00387105-0.00589471j 0.0220969+0.051322j 0.00140699+0.0391632j 0.0256847+0.0133322j 0.0441236+0.0350792j -0.0158095+0.0243291j 0.0149186-0.0764605j -0.014172-0.00649605j -0.0067539-0.0606374j 0.00895293+0.0378904j 0.0635919+0.0516722j 0.033412-0.0565136j -0.030568+0.000468267j -0.0176888-0.0347276j 0.0695694+0.0450266j 0.00898481+0.0295476j 0.00510236+0.0490002j -0.00129204+0.0139687j 0.0171358-0.0265927j 0.0508804+0.0119732j -0.0186803+0.0363466j -0.00249085+0.0092034j -0.00733411-0.012417j -0.0214184-0.00156043j 0.0086336-0.000274648j 0.0282869-0.0129182j -0.00551976-0.00308672j 0.0206043-0.0143135j 0.00154178-0.000405778j -0.0296311-0.0239869j 0.0272289+0.00556233j -0.0271474-0.00916557j -0.00340842+0.00125433j 0.00140878-0.0224642j -0.0203474-0.000841814j 0.0034592-0.0129958j -0.0264994+0.00704606j 0.00677758-0.0190876j -0.00829112-0.00420248j -0.0165064+0.00248725j -0.00667166-0.0137704j 0.0208543-0.00289652j 0.000890031-0.0133184j -0.00293439-0.00614766j -0.0160618+0.0118216j 0.000492098-0.00398443j 0.0152445-0.011815j 0.0107655+0.0137486j -0.000901398-0.0021815j 0.000954135-0.0217436j -0.0238809-0.00041751j 0.0101399-0.0173608j -0.00204289+0.00826212j 0.00174391-0.0011436j -0.00492316+0.00233088j -0.0279011-0.0469513j 0.000574714-0.0616671j -0.0195343-0.0630923j -0.0442782+0.0193978j -0.0638726-0.011754j 0.0024407+0.041717j 0.0158621-0.0466854j 0.0171378-0.0209378j 0.0383856+0.010145j 
0.0160877+0.010731j 0.0105246+0.00588392j -0.0106858-0.012677j 0.00388286+0.00487267j 0.0198397-6.97271e-05j -0.0153534-0.0220384j -0.0262648-0.0152311j -2.21377e-06+0.027569j -0.00163095+0.00831331j -0.0219937+0.00404991j 0.00156095-0.017977j 0.00370449-0.00436231j 0.0012945-0.000649415j 0.0840355-0.00199983j -0.0180749+0.00902886j 0.0681419-0.0541265j 0.0636876+0.00666165j 0.0381261-0.0123664j -0.0370307-0.00628478j 0.0162334-0.0272241j 0.00728954+0.01039j 0.00532226-0.000547711j 0.0233565-0.0111489j 0.0054399+0.00579805j 0.0305735+0.0232709j 0.0120654+0.00828047j -0.0111322+0.0068008j 0.00799026+0.0115028j -0.00114516+0.0134576j -0.0231558-0.0144015j -0.00571731-0.0283068j -0.0077037-0.0068671j 0.0122803-0.00750425j -0.020473+0.012031j -0.00696653+0.00248604j -0.0124691+0.0164978j 0.00890177+0.0102209j 0.0179141-0.0283485j 0.016405-0.0225905j -0.00275517-0.0171574j 0.0132713+0.00842022j 0.0552206-0.00156406j 0.0176297+0.0321813j -0.0372022-0.00953215j 0.00933827-0.0152946j -0.0300919+0.0456849j -0.0328567-0.0103592j 0.0404943-0.00452232j 0.0161693+0.0215343j -0.0139785+0.0379414j -0.000271629+0.026791j 0.0286309+0.0238034j -0.00828627-0.0150867j -0.000594088-0.0129315j -0.0101582-0.0122098j -0.0174892+0.00421483j 0.0037471-0.00142709j -0.00108093+0.0063726j 0.013698+0.0021449j 0.000551685-0.00247062j -0.016025+0.0239706j 0.0182355+0.00125365j -0.0213573+0.0100778j -0.00171092+0.0213673j 0.0043397-0.00525798j -0.0142204-0.0122007j 0.00692892-0.0109482j -0.0034609+0.000994236j 0.00958761+0.0055822j -0.0119661+0.00864831j 0.00182026+0.0224427j -0.00786262+0.000800454j -0.00359578+0.016983j 0.00714245-0.0109395j 0.00493739+0.00124858j -0.00316603+0.0239251j 0.00920187+0.0104672j -0.00340118-0.00563114j 0.0193299-1.27807e-06j 0.00137686-0.0106814j -0.00309646-0.0090384j 0.0277398-0.00538238j 0.00116996+0.00232476j -0.00517533-0.00661123j 0.0116633-0.00656132j -0.003012-0.00160466j -0.0177183-0.0335047j 0.0204867-0.00274895j -0.0153123-0.0400748j 0.0556571-0.00331368j -0.0199244+0.0016984j -0.0230712-0.0398686j -0.0118882-0.00311177j 0.0199705-0.00627339j -0.0210625+0.0145056j 
-0.00669252-0.00733642j -0.00414889+0.00225241j -0.00406611-0.0013518j -0.00886374-0.00637093j 0.00357234+0.00181286j 0.0104476+0.0227706j 0.0441175-0.0293619j -0.0193481-0.0303321j -0.0169806-0.00734916j -0.0146082+0.0100673j 0.0407073-0.00552406j 0.000983289-0.0211365j 0.0799278-0.0147731j 0.00679368+0.014348j 0.0195168+0.016344j -0.024678+0.0152608j -0.0461044-0.0215069j -0.0248995+0.0531781j 0.00797423+0.0322471j 0.0222589+0.00063014j -0.00783796+0.00412848j -0.00121422+0.0193602j -0.0155179-0.00767299j -0.00709896-0.0246079j -0.00740827+0.00224275j 0.00859407-0.00907376j 0.0119495+0.0336905j -0.0146677+0.0101336j 0.0103229-0.00290481j -7.10217e-05+0.00806786j 0.00499568-0.00246871j -0.0147836+8.45823e-05j -0.0327412+0.00118405j 0.0195101-0.0383957j 0.000914654+0.0114952j -0.0118222+0.00128214j -0.00886011-0.0393278j -0.000187086+0.049425j 0.025481-0.00028474j 0.00417247+0.0250706j 0.00166902-0.0125661j -0.0301667-0.00442196j -0.0141613+0.0341048j 0.0270438+0.0388404j -0.0187205-0.00559631j -0.0274691-0.000824019j -0.0206339-0.0154085j 0.00847465-0.0138464j 0.00554474+0.0124759j -0.024903+0.0239227j -0.0131252+0.00895916j 0.0168612+0.0124179j 0.0144968+0.00529018j -0.0134032+0.00819549j 0.00765668-0.0119604j -0.00533418+0.00618955j -0.0362126+0.0184312j 0.00868368-0.00975969j -0.0234136+0.0238178j -0.0163933+0.00682163j 0.00345594-0.00598563j -0.0148109-0.0145313j 0.00509902-0.0100731j -0.000280153-0.00464334j -0.0152835-0.00315079j 0.00942457-0.0207242j 0.00559107+0.00182918j 0.0182534-0.00496752j 0.00937756-0.00154504j -0.00602547+0.029401j -0.0088367-0.00385243j 0.000802013+0.0234506j -0.0108917+0.012066j 0.00268146-0.00378601j 0.00713192+0.00260584j -0.0057767-0.00375406j 0.00937492+0.00682439j 0.0090171+0.0134788j -0.00340697+0.0111704j -0.0159368-0.0021533j 0.00121462-0.00430625j 0.0145164+0.0107621j 0.00276629+0.00628084j 0.00347249+0.00512523j 0.0105728-0.00336219j 0.00218348+0.00949825j 0.0122988+0.0275244j 3.42608e-05+0.0489186j -0.00108194-0.0150468j 0.00883924+0.00227702j 0.017181+0.00435649j -0.000932708-0.0117016j -0.0163924+0.0079319j -0.00712662+0.00250521j -0.0112751+0.0205389j 
0.00570462+0.00885346j 0.00601603-0.000896766j -0.0190275+0.011038j -0.00622842+0.0103307j -0.00102183-0.00430577j -0.00697049-0.0123251j -0.0150601+0.00714691j -0.00320333+0.0113736j -0.0247591+0.0104486j -0.0138921+0.015649j 0.00304878-0.0079448j 0.0256188-0.0273975j -0.0723836+0.044446j -0.0504761-0.0363501j -0.0012773-0.000150594j 0.0213611-0.0770727j -0.02337+0.0517568j 0.0336323-0.0453289j -0.0143865+0.010791j 0.020517-0.00529347j 0.00964088+0.0382463j -0.00454518+0.0112859j -0.0109164+0.00296186j 0.00257621+0.00317188j -0.0142818+0.00174912j -0.00375798-8.05353e-05j -0.0295354+0.013638j -0.0101836+0.00866486j -0.00783357-0.017027j -0.0159292+0.0118968j -0.00280163-0.0123532j 0.00720663-0.00457332j 0.00664895+0.0173161j 0.00567075+0.0783484j -0.0195265+0.0174439j 0.00164152+0.0140294j -0.00819177+0.0202999j -0.0346336-0.0476014j -0.0200389-0.024199j 0.00392687-0.0565037j 0.0453627+0.039197j 0.0783639+0.00422562j 0.00650741-0.00340668j -0.0170845-0.00776839j 0.00143719-0.0590917j -0.0461001+0.111272j 0.00526092+0.0159121j 0.0428886-0.0292226j 0.0218597-0.00286512j -0.0254987+0.0224678j -0.0128132+0.0475863j 0.0115465+0.000123601j -0.0259896-0.00641574j 0.00246568+0.00993477j 0.00596746-0.00292217j -0.018387+0.00150693j -0.0163932-0.00030918j -0.00357225+0.00146627j -0.0144549-0.00801535j -0.00572698+0.0122431j 0.00451198-0.0234102j -0.0104369+0.00863085j -0.000328497-0.00976808j -0.0150421+0.00786493j 0.00392304+0.000380635j 0.00204553+0.00942265j -0.0106179+0.00952138j 0.00907018-0.00550175j -0.00468496-0.0154214j 0.00265267+0.00443153j -0.0023726+0.024344j -0.0244779-0.014628j -0.0153092+0.00709459j 0.0103325-0.0198066j 0.00970951-0.0120577j -0.00432602-0.00198319j 0.00827918+0.00569172j 0.0086204+0.00371432j 0.00513609+0.00999919j -0.00377814-0.00145774j -0.00820109+0.00755653j 0.00084745+0.00656903j 0.00490186-0.0137638j 0.0116469+0.0261462j 0.0168713+0.0051201j -0.0183799-0.00249887j -0.0170308-0.0367063j -0.00296717-0.0837691j -0.0169096-0.0580877j 0.0174015-0.000349241j -0.0104385-0.0211573j 9.91832e-05-0.038151j -0.0212701+0.0162415j 0.00922495-0.0306503j -0.00940125+0.0232569j 
0.0043703+0.00493202j -0.00344278-0.0128667j 0.000240657+0.0137623j 0.00323553-0.0100082j -0.00675998-0.00361881j -0.00247636-0.00236994j -8.75786e-05+0.0542269j -0.0404447-0.00539591j -0.0181416+0.0292332j -0.0207067+0.044233j 0.00274721-0.00776998j 0.0112821+0.0123081j 0.0203526+0.0406562j 0.0365597+0.0140556j 0.0346279+0.0214252j 0.00316819-0.030875j -0.035403-0.0154266j 0.0467507-0.0464264j -0.0290217+0.00840949j 0.00971145-0.00690456j -0.00094174-0.00491853j 0.0149749-0.0018285j 0.00162537+0.0120883j -0.0151361-0.0112137j -0.00370805-0.0279532j 0.013865+0.00515772j 0.0123888-0.0346247j 0.0099032-0.030704j -0.0036271-0.0118745j 0.00394545+0.00680704j 0.0293156+0.0292432j -0.0341787-0.0172845j 0.0131368-0.0207846j 0.0158731+0.0373298j 0.00968319+0.0123337j -0.00665687-0.0308257j -0.0109829+0.050213j -0.00120194-0.0285183j 0.0147277+0.00935922j -0.00760558+0.0281944j 0.0114326+0.017928j -0.0049204-0.0649739j -0.00675085-0.0600313j -0.0102211-8.35679e-05j -0.00598585-0.0136336j 0.0257293-0.041313j -0.00083131+0.00409609j -0.0287889-0.0253101j 0.0115222-0.0019466j 0.0255813-0.0429279j 0.0346392-0.0295635j -0.0134671-0.00871366j 0.00148797+0.017593j 0.00831461+0.00359065j -0.0219815+0.00907727j -0.0135748-0.016312j 0.00419206-0.0216256j 0.0157139+0.00798348j -0.0197183-0.0152336j -0.0195244-0.0127374j -0.0146304+0.00145932j 0.00165475-0.0314087j -0.00677856+0.0262216j -0.00869175+0.0115187j -0.0102619-0.00843201j -0.00949115+0.0222035j 0.00335511+0.0035754j -0.0073621-0.00288012j -0.00580475-0.00334367j 0.00842206-0.00792323j -0.0027049+0.0139842j -0.000439119+0.000523897j 0.0107957-0.0121347j 0.00208409+0.000975446j -0.00621125+0.00745739j 0.0083806+0.00624063j -0.00760353-0.00785185j -0.0123347+0.00115955j -0.002977+0.00260526j 0.0120741+0.00850517j 0.00475542+0.0159762j -0.00287609+0.0224178j -0.000912239-0.00865758j 0.000900853+0.0278371j 0.00399325+0.00722701j 0.00528273-0.0143902j 0.0109534+0.0407058j -0.0120178-0.0583821j 0.0149755+0.0660447j 0.00356437-0.0165285j -0.0315184-0.000222197j -0.0180758+0.0043756j 0.00809454-0.0144053j 0.0174424+0.00352971j 0.00666959-0.019447j 
