0.00046557+0.0164495j 0.0205595-0.00666906j -0.0247664+0.0140712j -0.00896486+0.02903j -0.0130919-0.0123611j -0.0140802+0.0219784j 0.0165559-0.000698052j 0.0133201-0.00320729j -0.00305688+0.0439606j -0.0141443+0.0161399j 0.00572803+0.0272747j 0.00385725+0.00633291j -0.0124128+0.00464263j 0.00867543-0.026363j -0.0140442-0.0214009j 0.00121417-0.00837365j -0.0334746-0.00926006j -0.00218474+0.0289632j 0.0165664+0.0625256j -0.00772858+0.00480221j 0.00318011-0.00063252j -0.000719668+0.0215459j 0.0154484+0.00137264j 0.0114141-0.00394575j 0.0082582+0.0115308j -0.0313671+0.00450011j 0.0266163+0.0224372j -0.0054562+0.0146907j -0.00257527-0.00103173j 0.0340407-0.0375319j 0.0195615-0.0149435j 0.00464361-0.00596484j 0.00679213+0.0329123j 0.00654965+0.0096842j -0.0026504+0.0336885j -0.0135566-0.0170366j 0.0212583+0.0147611j -0.0245188+0.00805548j -0.00791171+0.0243374j 0.00352173-0.0382965j -0.0597071-0.0219343j 0.0118621+0.0210102j 0.023292+0.0280718j 0.0184597+0.00336716j 0.00572863-0.0289871j -0.0241153-0.041811j 0.0233667+0.0341162j 0.0177959-0.033142j 0.00272166-0.0258624j -0.0569027+0.0221206j -0.0269212+0.0296227j 0.0120743-0.00171669j -0.0248851-0.000777265j -0.0183441-0.00962642j 0.0201896+0.0206444j 0.0308439+0.0338653j 0.00546477-0.0338801j -0.0243482-0.0529746j -0.00558859+0.0051286j 0.053678-0.0321134j -0.0103771-0.0155174j -0.00714215+0.024218j 0.0457867+0.0137615j 0.00641397+0.010608j 0.00624041-0.0297342j -0.00825119+0.00114746j -0.00164606+0.0302988j -0.028336-0.00937661j 0.0210424+0.00529211j 0.00974555+0.00851231j -0.00293837-0.0151211j -0.0267529-0.00230369j -0.00876748+0.0167451j -0.000188886+0.0438031j 0.0229474+0.0364954j -0.0306937+0.0210611j 0.0624543-0.00108066j -0.0231782+0.0133297j -0.00955794+0.0465412j -0.0248321+0.0352187j -0.0068537+0.0554965j -0.0184726+0.0195815j 0.0110576-0.0354887j -0.0408191-0.0438052j -0.0281353+0.0251292j 0.00610769+0.016912j -0.00349419-0.00885862j -0.0209091-0.0167737j -0.0157457-0.000829518j -0.0117571+0.0026534j -0.0145129+0.0199596j -0.0474624+0.0266923j -0.0190539-0.0677378j -0.0103635-0.00685304j 0.015891-0.0288645j -0.0832149-0.0374881j 0.0386951-0.0991323j 
-0.0173586-0.00228619j 0.0048644+0.000914115j -0.00346891-0.00372075j -0.010111+0.0093341j 0.0250505-0.0077344j -0.00442226+0.000935159j -0.00600163+0.00787915j 0.00518884-0.0168601j 0.00643008+0.0164143j 0.0080686-0.0182477j -0.0176762+0.00674019j -0.00696067-0.000321079j 0.0104335+0.0168936j -0.00970606+0.00755856j -0.0344234+0.00087952j 0.0125414+0.0163164j 0.0210438-0.00971502j -0.00696786+0.022302j -0.00568968+0.00877614j -0.00326994-0.00830259j 0.0106608-0.0176775j -0.0203685+0.0240045j 0.0142474-0.0331879j -0.0170721+0.00447618j -0.0351475+0.0014523j -0.000126904-0.0052654j 0.0158296+0.0259181j 0.0255805-0.0326928j 0.0133231-0.0131901j -0.015009+0.0203888j -0.00715746-0.0147483j -0.02413-0.0156378j 0.0424307+0.0392841j 0.0078714+0.0185552j -0.014671+0.0260398j -0.0219212-0.00310978j 0.0287059-0.0271003j 0.0443263+0.0295237j -0.00178604-0.0136773j 0.02437+0.0197561j -0.0199565-0.0365035j -0.0364205-0.0199563j 0.0428249+0.0151668j -0.00332761+0.0437308j 0.0104548+0.0175062j -0.000414074+0.00549062j 0.0022706+0.031264j 0.018033-0.0298122j 0.00322123-0.0110936j -0.00342853-0.0147759j -0.023819+0.0388066j -0.00580074+0.00962943j 0.00898151-0.00794103j -0.0235458-0.00231193j -0.0125335+0.0334155j 0.00644425+0.00397151j -0.000179679-0.00189488j 0.0059039-0.0291795j 0.00396331+0.000185592j 0.0226654+0.0378393j 0.0075726-0.00762448j -0.0189581+0.00232046j 0.00162338+0.00210329j 0.00268891-0.00562875j 0.0199123-0.00953967j -0.0016428+0.00997512j -0.030218+0.0104726j -0.00578663-0.0191292j -0.00746627-0.00356539j 0.026986+0.013903j -0.0127342-0.00422775j -0.0217789-0.0207382j -0.0257373+0.00124006j -0.0123923+0.00785513j 0.0165083+0.0228215j 0.00413765+0.00311341j 0.00983612+0.0106388j 0.00708249-0.00772217j 0.0032074+0.00952636j -0.0173754-0.0115164j 0.00574675+0.00393666j -0.00181631+0.00209364j -0.00527318+0.0102263j -0.0192615-0.0175996j 0.0108607+0.022571j 0.00242895+0.0147049j 0.00451546+0.0101602j -0.00611642+0.00767103j -0.0112044-0.00716626j 0.00416146+0.00907527j -0.0025419-0.00777682j -0.0134525-0.00982364j 0.00107239-0.0208166j -0.0141362-0.0230039j -0.00373268-0.00293326j -0.0109759-0.01181j 0.0037342-0.0102845j 
-0.0053976-0.00202569j -0.00553032-0.00131726j -0.00712929+0.00644297j -0.00880228+0.00378953j -0.00132739+0.0141364j -0.00272962-0.00170079j -0.00643202+0.00898222j -0.01603+0.00190389j 0.00766893-0.0116786j -0.00598731+0.0152044j -0.0201619+0.000102497j -0.00686516+0.00165809j 0.0213011+0.00592779j -0.00466418+0.00784118j -0.0208991+0.00458926j 0.0343637-0.0112689j -0.013754-0.00458838j 0.00468126+0.0243326j -0.00293074-0.00968097j 0.00375743-0.00453944j 0.00235751-0.0128056j 0.0112155+0.0338j 0.00685127+0.00829643j -0.00514889-0.00486184j -0.0226026-0.00794383j -0.00424822-0.00230489j -0.0029091+0.0119763j -0.0284929+0.0344235j 0.0144575+0.0131907j -0.0212936+0.0277818j 0.00599272+0.0555033j 0.0486972-0.0417337j 0.0251294-0.00718273j 0.00815069-0.000428626j 0.0259226-0.0270481j 0.001966-0.0453791j 0.00857919-0.0471856j 0.0319117+0.0470276j -0.0248061+0.039745j 0.0248774+0.00261183j -0.00688773+0.00255706j -0.0508378+0.0178602j 0.0454022-0.0308711j 0.0172762+0.0297732j -0.023504+0.0111161j -0.00233507-0.0179561j -0.00789432-0.00144904j 0.0103913-0.0214169j 0.00432424+0.00367078j 0.0180553-0.0132046j -0.014164-0.0070732j 0.00506202-0.0141227j -0.0026826-0.00104168j -0.00232683+0.0197286j 0.0192087+0.00982009j -0.00331711-0.00801156j -0.0146597-0.00269038j 0.00467049+0.00254279j -0.00367752-0.0114464j 0.0193+0.00629103j 0.0209222+0.0171655j -0.00222299-0.0033416j 0.00515118+0.00740863j -0.00501635+0.0104675j -0.00614295+0.0144512j 0.00754694+0.0251168j -0.00305382+0.0123618j 0.00880037+0.00313298j -0.00936957-0.013364j -0.00225878+0.00120019j 0.00128222-0.0142295j -0.000970488+0.00042792j -0.00141056+0.0125893j -0.00778631+0.00170208j -0.000909338+0.0167479j -0.00513102-0.0204632j 0.0038371-0.00390086j -3.85854e-05-0.00104836j 0.0122973-0.0102926j -0.0173528+0.0284543j 0.00489635+0.00688324j 0.011896-0.00597354j -0.0310607+0.013195j -0.00200325+0.0085283j 0.00184126+0.000805983j -0.00576892+0.00944987j -0.00455383+0.00428593j 0.0144819+0.000516682j -0.00855376-0.00166985j -0.00486562-0.00597596j -0.0235119+0.00416567j -0.00585209-0.00323973j 0.00270658-0.000625436j -0.00705741-0.0125625j 0.00205552-0.0044814j 0.00424354-0.00523589j -0.00290455+0.00120109j 
0.00361738+0.00361774j -0.00962457+0.0086647j 0.00571108-0.00301377j -0.0071761+0.00780518j -0.00567478+0.00956095j 0.017338-0.00603936j -0.0163977+0.0164823j 0.0167328+0.00580207j -0.00739051-0.00639938j 0.00298723+0.00368074j 0.00520582+0.00239098j -0.0127256-0.00228872j -0.017802+0.0105043j -0.0191913+0.0092192j 0.00338393+0.000196326j -0.0168556+7.94993e-05j 0.0071592-0.0217491j -0.0175308+0.015708j 0.0165293-0.014538j 0.0120552-0.0170738j -0.0197806-0.00796631j -0.0207552+0.0141014j -0.00593608-0.0129484j -0.00842416-0.0353914j 0.00170836-0.0286661j -0.00124599-0.00265494j -0.00468163+0.00213817j 0.00443649-0.021031j 0.0040673+0.00868023j 0.00469432-0.00907474j -0.0492916+0.0205612j -0.00212268+0.0305308j -0.0244034+0.00320433j -0.0221385-0.00403663j 0.0247596+0.0280052j 0.0132416-0.0040482j 0.0385898-0.0261214j -0.0141247+0.0193959j -0.0368505+0.0179921j -0.00149898+0.0248048j -0.0350413-0.0318848j -0.0513169+0.0243437j -0.0527518-0.0237348j -0.0356619-0.00983014j 0.0305485+0.0216232j -0.00855177+0.0280207j -0.00936934+0.0256761j 0.0496526-0.00361978j 0.0229575-0.010936j -0.0120689-0.000132529j -0.00575984+0.017999j -0.00148187-0.00776596j -0.00296945-0.014243j -0.00122682-0.00643409j -0.0268189+0.0148121j 0.00149511+0.00459068j 0.00886002-0.00695657j -0.000499146+0.00182497j -0.00959213-0.0137532j -0.015399+0.00664829j -0.0162774-0.00154254j -0.0210572-0.00106646j -0.0118341-0.00155794j 0.00755716+0.00220475j 0.0176464-0.0137239j -0.00865852+0.0106864j -0.0296113+0.0103507j 0.0125144-0.011995j -0.0359903-0.00600023j 0.00807371+0.0102306j 0.00853305-0.00251835j 0.0147429-0.00598438j -0.00834531+0.00419964j -0.0176399-0.0141351j -0.0222375+0.0166794j -0.000379739-0.0152931j -0.00525414-0.00598981j -0.000164327-0.00989079j -0.000220959+0.00542494j -0.0175442+0.0107545j 0.0241388-0.00871719j -0.0152039+0.00126219j 0.0245958+0.00905627j 0.00548397-0.00115025j 0.00289585+0.00197901j 0.00250191+0.00804904j 0.0116361-0.00512464j -0.00750081+0.0026156j 0.000467069+0.00229781j -0.0145766+0.00591853j -0.00141949+0.0108925j 0.0105395-0.00328252j 0.0195865-0.00393656j 0.00518435-0.00995605j 0.000836536+0.00780628j 0.0110607-0.0073514j 0.00822894+6.82327e-06j 
-0.0122403+0.00712707j 0.00148637+0.00249491j 0.00805638-0.00991469j -0.000204637-0.00742182j 0.00632528-0.0183996j -0.00429475-0.00619809j -0.0117299+0.00346822j -0.00198423-0.00175452j 0.00259531+0.0055655j 0.00262885-0.00969859j 0.00746179+0.000515191j -0.00255038-0.021795j 0.0177016-0.00926217j -0.0142581+0.0116157j -0.0119488+0.00448664j 0.023232-0.011134j 0.0180979+0.0272817j -0.0155198-0.0228653j 0.000497982+0.00251377j -0.00965591+0.00977433j 0.0087848-0.00234294j -0.0333728+0.0308092j -0.0148775-0.028091j -0.0213952+0.0307719j -0.0212263+0.0337057j -0.0136682-0.0297152j -0.0168564-0.0117081j -0.0271094+0.0113474j -0.039166+0.000597234j -0.0163428+0.0133526j 0.0199043+0.0151427j -0.00059634-0.0822526j 0.0358935+0.0230867j 0.00921006+0.0202879j 0.0162489-0.0365969j -0.00898162-0.0127372j 0.0174677+0.0273462j -0.0477851-0.000171625j 0.0272125+0.000356368j -0.014304-0.0145994j 0.00712142+0.0519137j 0.0352421+0.0370533j -0.0301363-0.0115879j -0.0346709+0.0493999j 0.0117367-0.00106656j 0.00720059-0.0277009j -0.0290221+0.00948698j 0.0195149-0.0214583j -0.0169474-0.0192213j 0.0159972+0.00402249j -0.00488783+0.0100033j 0.00120663-0.00951726j 0.00263392+0.000461382j -0.0176993+0.0252388j -0.033993-0.00860478j -0.00511932-0.0100391j 0.0105977-0.00607126j 0.00982474-0.0184448j -0.0141486+0.0029401j -0.014001-0.0263702j -0.0208619-0.0110395j -2.51179e-05-0.00560054j -0.0190714+0.0253791j -0.0141387-0.000302829j 0.000235483-0.00423519j 0.00255662-0.00186814j -0.00758261+0.0352207j -0.00342631-0.0055225j 0.00551882+0.00593299j 0.006882-0.0119476j 0.00303164-0.00353773j -0.00678967-0.00481976j -0.00178943-0.0163205j 0.00110511+0.0037938j -0.0132218+0.000678635j 0.0110598-0.00710523j -0.000269273-0.00456205j 0.00863943+0.00607881j -0.0162103+0.00681265j 0.0216906+0.0243048j 0.00573239-0.00460516j -0.0201446+0.00763438j -0.00941856-0.00100051j -0.0080085-0.014845j 0.00973022-0.00413243j 0.0079366-0.00209435j 0.00624134-0.00742289j 0.0140972+0.00588674j -0.00566239+0.0037204j -0.0103611+0.00544483j 0.00695779+0.0122238j 0.00815891+0.0108481j 0.000394453-0.0117j 0.00281917-0.00278149j 0.0029918+0.0118098j 0.00749254-0.00288687j -0.0032902-0.00445597j 
0.00307208+0.0073477j -0.00241109-0.00285068j -0.00494056-0.0147199j -0.0112005-0.00779623j -0.00838385-0.0129486j 0.012569+0.0113297j -9.84788e-05+0.0100654j -0.0119367+0.0122178j 0.00509944+0.00402922j -0.00919864-0.00816543j -0.0229778-0.014398j -0.0142508-0.00793918j 0.00130294-0.0088324j 0.0131332+0.00494776j -0.00405906-0.0132252j 0.00960096-0.0167992j 0.00855183-0.0185343j 0.000232-0.00654102j -0.00772353-0.000423298j 0.012001-0.00537162j -0.0166208+0.00575783j 0.0291436+0.00897148j 0.0072957+0.0151295j 0.0366986+0.0246337j 0.0169864+0.0162886j -0.00805093+0.0031754j 0.00694717+0.004926j 0.00871211+0.0250287j 0.0381323+0.0411597j 0.00620253-0.0125683j -0.0357609-0.0707191j -0.0303903+0.0208148j 0.0249118-0.00233311j -0.00608442-0.0406339j -0.0103669+0.000798603j -0.0601298-0.0409338j -0.0275161+0.00654618j -0.00109782-0.00704155j -0.00395242+0.0083652j 0.0479286+0.0492865j -0.0074671-0.0470179j -0.0295149-0.0718205j -0.00362919+0.00464669j -0.0184325-0.0181775j -0.0011622+0.0194247j -0.0134377+0.0414801j -0.0154806+0.0433688j 0.00623638-0.010809j 0.000506816+0.0154485j -0.010015+0.000451942j -0.0362727+0.0107501j 0.0192942+0.00844636j 0.00926835-0.0224387j 0.00153972-0.00873289j -0.0483841+0.0174067j -0.0318817+0.00478039j 0.0182983+0.00160329j 0.0102289-0.01822j 0.00931784+0.0180567j -0.00172389-0.00746394j 0.0141255-0.00769717j -0.0328165+0.00644717j 0.00520437+0.00907374j 0.000440807+0.00532143j 0.00956082-0.00862247j -0.000654022-0.00980638j -0.0274427-0.00430037j 0.00153272+0.00245001j -0.0304308-0.00489577j 0.0286979+0.00233442j 0.014295+0.015187j -0.00949521-0.00418046j 0.000506211-0.00532657j -0.00281968-0.0020434j -0.0211994+0.000677435j 0.000332511-0.0130219j -0.0160356-0.00288054j -0.0166942-0.0141756j 0.00822587+0.0134781j -0.0126619-0.0105374j -0.0106759+0.00797893j 0.00455827+0.0115542j -0.00268891+0.00374022j -0.00329708-0.0121626j 0.0108749+0.0109591j 0.00495999+0.0080058j -0.00479621-0.00124959j -0.00466423-0.00504729j 0.0126841+0.00974329j 0.00971121-0.0028284j -0.000641347-0.00947277j 0.00169905-0.00682797j 0.0046096-0.000638074j 0.0152695-0.00322923j -0.000632566-0.00102227j 0.0106959-0.00839858j 0.00295612-0.00670997j 
0.00310205-0.00944136j -0.00653081-0.00871383j -0.00381467+0.0111019j 0.0031447+0.00204883j -0.0028585+0.018748j 0.000403238+0.0014564j -0.00215836+0.00677097j -0.00850783-0.00141443j 0.002641-0.00462824j -0.000103481+0.0215971j -0.00468785-0.00901052j -0.0086968+0.0152453j 0.0102485+0.000808634j -0.000263874-0.00049798j -0.0126157-0.00881603j 0.0114827-0.007608j -0.0146217-0.0218652j 0.0259579+0.0437931j 0.000709923-0.00899248j -0.009577-0.00419755j -0.00044981-0.00251263j 0.0305093+0.0296843j -0.00297081+0.0254j -0.0154-0.00995906j -0.0153532-0.00555856j 0.00385323+0.0141701j 0.0129602+0.0257478j -0.0146283+0.0344192j 0.0316846+0.0277576j -0.000841196+0.00278264j -0.00284911+0.0612295j 0.00445695-0.0238314j 0.0258502+0.00867702j 0.0177115+0.00544792j 0.00915613-0.0197692j -0.0310282-0.0311949j -0.0371071-0.0443813j 0.0409391+0.0372215j 0.0131199+0.0497358j 0.0377136+0.0179671j -0.0239323+0.0119937j 0.0412668+0.0566956j -0.0167487-0.0113742j 0.00162532+0.0294581j 0.00232517-0.0183642j -0.0267006-0.0055898j -0.0192092-0.0132544j -0.0121942-0.0288517j -0.00746856-0.0106625j -0.0258286-0.00803376j -0.00595889-0.00921177j 0.000285088-0.0045392j -0.000806971+0.00326064j -0.0163359-0.0106691j -0.0202691+0.0172183j -0.00341415-0.00555821j 0.00194787+0.000885399j 0.0243353+0.010489j 0.00453268+0.00707965j 0.0173852+0.000683355j 0.00500323-0.0103952j -0.0176137+0.00726182j 0.0161211+0.00419726j 0.00497885+0.0121706j -0.0149934+0.013551j 0.00590184+0.0212918j -0.0096092+0.00485132j 0.00671285+0.00676314j 0.00878729-0.00217271j 0.0234213+0.00137826j 0.0077579-0.00537922j -0.0138072-0.00699835j 0.00209378-0.00766062j 0.0115542+0.0152013j 0.00873329+0.0221042j -0.00504602-0.0186157j -0.0196686+0.000652544j -0.0122985+0.00224204j -0.00487943-0.00536815j 0.0131418+0.000908407j 0.00081659+0.00140799j 0.00320082+0.015531j 0.00368039+0.00233215j -0.0125293-0.00334336j 0.00937224-0.0167583j 0.0120476+0.00477223j -0.00534466-0.000584087j -0.00267475+0.00240533j 0.00399201-0.00599892j 0.00152755-0.00788041j -3.7704e-05+0.00400157j -0.00582107-0.00173977j -0.00926624-0.000779472j 0.00107597-0.00785778j -0.00889081+0.00115175j -0.000482577+0.00109273j -0.00351254-0.00166408j 
-0.00626589-0.00239677j -0.00311939+0.00399177j 0.00393356-0.011918j -0.00874689-0.00815258j -0.00224598-0.00122874j 0.0110291-0.00316383j 0.000284739+0.00665119j 0.00439068+0.0056172j 0.00107706-0.00909112j 0.00221546-0.0155716j -0.00366065-0.00033219j 0.00920064-0.00656758j 0.00398098-0.0058606j -0.0033275+0.00627202j -0.00257317-0.00553639j -0.0194836+0.00477762j 0.0037798-0.00472484j 0.0120294+0.0016915j -0.00797855-0.00408081j 0.00759828-0.010736j -0.0166215-0.000608668j 0.0223152-0.00245463j -0.0077058-0.0288986j 0.0228342-0.0124425j -0.0044446+0.00573903j 0.00741919-0.0116293j 0.0141181-0.000542931j 0.00409713-0.00775276j 0.0417111-0.0106677j 0.00511383+0.0205091j -0.0127639-0.00723922j -0.011685-0.00268696j -0.00407921+0.02575j -0.0386134-0.00330142j 0.0254213+0.0280756j -0.0473438-0.0407805j -0.00805068-0.0103746j 0.015444-0.0288393j 0.00287471+0.00587272j 0.0121543+0.0335507j -0.0169237-0.0352982j 0.0140655+0.00614314j -0.0566167-0.0518774j 0.0153715-0.0348104j 0.0188692+0.0340742j -0.0215696+0.00271292j -0.00278805+0.000763149j 0.00187475+0.0518388j -0.00458576+0.0123372j 0.0125436-0.0438773j -0.00929126-0.0269824j -0.00401055+0.0178339j -0.00431017-0.00296057j -0.0204769-0.0140372j -0.0131688-0.0273671j -0.000146461-0.0302956j -0.00565155+0.0244988j -0.00476047+0.00390471j 0.0131564-0.0217667j 0.0113652+0.0285653j 0.0123028-0.0118731j -0.00174461-0.0298168j 0.0149707+0.0111647j -0.00109094+0.00748012j -0.00600243+0.0165736j 0.0168383-0.00860969j 0.0112016-0.0279734j 0.00291121-0.0142881j -0.0365568-0.0123826j 0.000614846+0.017531j -0.0139595+0.00973057j -0.00707433-0.0124977j 0.00876958-0.00720265j -0.00185047-0.00164909j -0.0067009-0.00398754j -0.0106855-0.00432076j -0.00121793+0.00735496j 0.0168799-0.00819477j -0.00582507-0.0227167j 0.00827853-0.0122765j -0.00674585-0.00504421j -0.0142541-0.00798268j -0.00160774+0.0304023j -0.00098559-0.00393668j -0.00232254-0.000517313j -0.00818592+0.00233804j -0.0189034-0.0113118j -0.0243598-0.0234616j 0.00344504+0.00474125j -0.00809413+0.00364798j -0.0161736-0.00339927j -0.00251813-0.0177715j 0.0181593+0.0169199j 0.00396778-0.00388347j -0.00858711-0.0116643j 0.000494971-0.0061917j 0.00708379+0.0158312j 
0.00394922+0.00669996j -0.00277818+0.0150536j -0.00142302-0.00230048j -0.00519938+0.0124412j -0.00615423+0.00198775j 0.00742169-0.0141117j 0.00303862-0.0019293j 0.00427947+0.019776j -0.00218816+0.0112332j -0.0026016-0.0150498j -0.00721924+0.0167853j -0.00114605-0.00909402j -0.0083419-0.0176454j -0.00817298-0.00131778j -0.017363-0.00772812j -0.0024779-0.0100383j -0.0180281-0.00501909j -0.0183662-0.0380416j 0.0131928+0.0147062j -0.0108711-0.0249355j -0.00119376+0.0370711j -0.0306974-0.0492313j 0.0252543-0.0343207j -0.00255407-0.037133j -0.020855-0.00484634j -0.0111757-0.0142058j 0.00230089-0.0199237j 0.00953898-0.0200467j -0.00662164-0.0490122j -0.0273252-0.0300664j -0.0331047+0.006135j 0.0329141+0.0175172j -0.00325208+0.00194623j -0.00186099+0.0194376j -0.00163528-0.00812373j 0.000220113+0.0366747j 0.028826+0.0569406j -0.0432741-0.0506013j -0.0195442-0.0012631j -0.00328063-0.0312754j -0.000192355+0.0345326j 0.0182021+0.0781334j 0.019746+0.00451724j -0.0207854-0.0286431j -0.0107407+0.00985108j -0.0415245-0.00364454j -0.0343908+0.0040953j 0.0800581+0.00846937j 0.0222466-0.0324474j -0.0167585+0.0121537j -0.0686988-0.00631567j 0.00726423-0.0118788j 0.00621185-0.00406009j -0.00661913-0.00224243j -0.0533531+0.00485512j -0.00383182+0.0102485j 0.00742362-0.005939j 0.00515742-0.00970704j 0.00270767-0.022679j 0.0422904-0.0168763j 0.0343245-0.00598318j -0.031776+0.0101056j 0.0158772+0.007771j 0.0130291-0.00116355j 0.00832222-0.00219094j -0.0179173+0.0069874j -0.0366447+0.023238j 0.00761912-0.0159642j 0.00957635+0.0323901j 0.0405449-0.00389112j -0.0216426+0.00549818j -0.00757579-6.79746e-05j -0.00127541-0.011406j -0.00680437+0.000837034j 0.00102732-0.00609658j 0.00292753+0.00516235j 0.0114846+0.0172048j -0.00692947+0.00827854j -0.00677879+0.00069186j -0.0115289+0.0294649j 0.00406074+0.00424908j -0.0150604-0.0130744j -0.00393634-0.00658889j -0.00825707-0.00418075j -0.0136404+0.0079118j 0.00293522+0.00707739j -0.0188889+0.00688869j -0.0252065+0.00824076j 0.0152591+0.00765966j 0.00327859-0.00477511j -0.013589+0.010654j -0.0150454+0.00560525j -0.00052728-0.0148993j 0.00404585-0.0100119j -0.00891753+0.0060639j -0.00228409-0.00561459j -0.00298234-0.00743056j 
-0.00599217+0.00512836j 0.00389396+0.00296902j -0.00244901-0.00292168j 0.0056347-0.000161231j 0.00740874-0.0161656j 0.00453891-0.00804091j 0.00578248-0.00014308j -0.00445638-0.0100264j 0.00510919-0.00497461j -0.00429085+0.000990245j 0.00989576+0.00327123j 0.00932315+0.0132783j 0.0117542+0.0117693j 0.00079401+0.00100544j 0.00633148+0.0158107j 0.0294133+0.0106245j -0.00435453+0.00629312j 0.0147087-0.00555436j -0.00294248-1.23367e-05j -0.00160932+0.011364j 0.0140653-0.0111372j 0.00827673+0.0118847j -0.00804916+0.0112319j -0.000155758+0.0195097j -0.00421571+0.00239836j 0.0213485-0.00131082j -0.0171157-0.0087073j -0.0234236-0.0315641j -0.0248314-0.00106026j -0.0120643+0.0171024j -0.00760548+0.0169053j 0.0384189-0.00486203j 0.0167851-0.00383783j -0.0093959-0.00548338j 0.0267368+0.0064948j -0.0309836-0.00720637j -0.0409671-0.0180523j 0.00319718+0.0106567j 0.0334142+0.0138504j 0.0365119-0.00947517j -0.0250744-0.00412384j -0.0839207-0.013836j 0.00162913-0.0125345j -0.0389372+0.023877j 0.033706+0.0104943j 0.057347+0.00926228j 0.0264148+0.0118624j -0.0349804-0.0358223j -0.00895403-0.0123921j -0.000468085+0.0166154j 0.0579568+0.0299379j 0.000146776+0.00305936j -0.0086976-0.0071922j 0.00713585-0.000126719j 0.053068+0.0181749j 0.0158919+0.018252j -0.0111873-0.00904599j -0.0298448-0.0160916j 0.00597984+0.00150666j -0.0328062-0.0215383j -0.00394657-0.00172309j 0.00737112+0.015267j -0.00916877-0.00802501j -0.010078-0.0172058j -0.00870675-0.0202252j 0.0118526+0.004777j 0.0320118+0.0358499j -0.00767987+0.00691139j -0.0151358-0.00654537j -0.00586274-0.0202886j 0.00577214-0.00410869j -0.0062977-0.00637189j 0.0253387+0.0294504j -0.00799588-0.00110909j -0.00253432+0.00444919j 0.00852079-0.00832952j -0.00383982+0.00135225j -0.0231586-0.0129525j -0.00113496+0.00167969j -0.00920364+0.00923104j -0.000934494-0.000696096j -0.000807544+0.010587j 0.0113685-0.00446415j -0.00191081+0.000444993j 0.0332207+0.00140163j 0.0161456+0.0063974j 0.0271696+0.00314868j 0.028797+0.0315999j -0.00323444-0.00835725j 0.00185835+0.00226737j 0.000116594-0.00557028j 0.0118576+0.0153793j 0.00133507-0.0109506j -0.00721819+0.00651564j 0.0132839+0.0132362j -0.00407214-0.00274052j -0.000741407-0.0086091j 
0.00253951+0.00247208j -0.00277782+0.00414034j 0.00481529+0.00591443j 0.00445731+0.00500879j 0.00271545-0.00433913j 0.00195416-0.00209238j 0.00413125-0.00685925j -0.00265409-0.00905591j -0.00315602+0.00690486j 0.00202391+0.00329545j 0.00735188+0.00892582j 0.00894493+0.00376854j -0.000623254+0.00805919j -0.00259342-0.00171564j 0.0154514+0.0072873j -0.00519595+0.00674166j -0.00749783+0.015126j 0.0166271-0.000387026j -0.00350794+0.00619842j 0.00232131-0.00565821j 0.00944716-0.00483322j -0.000230419+0.000234591j 0.0025737-0.0112515j 0.00175969-0.0118148j -0.00448663-0.0104931j 0.0149612+0.00531978j -0.00139081-0.010716j 0.011357-0.0178865j 0.00286015-0.00927462j -0.0107335-0.00953861j 0.0123384-0.00922011j -5.37608e-05+0.00797311j -0.00694567+0.0147694j 0.0151652+0.00952963j -0.0168658+0.017625j 0.00608629-0.00882855j -0.00442888-0.00118789j 0.0159967+0.00456936j 0.00081819+0.0291819j -0.00132921-0.0124531j 0.0164401-0.00531573j 0.00632413-0.00833313j 0.0236125-0.0144638j 0.0135497-0.00740767j 0.000458969+0.00928108j 0.0278417+0.0227731j 0.0190501+0.00654342j -0.0406103-0.0206302j -0.00781087-0.0154086j 0.00915059+0.0195479j 0.0232898+0.0345146j -0.0175572-0.00154853j 0.0017919-0.00544363j 0.0115626-0.00312061j 0.0273022+0.00365978j 0.012126+0.0049938j -0.00369669-0.0174292j -0.00807-0.01439j 0.00458133+0.00897525j -0.0211686-0.0157567j 9.0643e-05-0.0131652j 0.0128643+0.0112136j -0.0231839-0.0110835j -0.0225961+0.00327565j -0.0171637-0.0239194j 0.0138212+0.000295882j 0.00495013+0.0323754j 0.00715039-0.0179053j -0.00658842+0.00806456j -0.00546368-0.0154481j -0.00624578+0.00294057j 0.0156551+0.00206621j 0.00298048+0.00984649j 0.00649173+0.00825452j 0.00659375-0.0107024j -0.0110538+0.0155768j -0.0140384-0.0035609j -0.0115273+0.0109678j 0.0169294-0.00879812j 0.00704849-0.000503495j 0.00754587+0.0148131j 0.0110001+0.00616091j -0.00235784-0.00289112j -0.00316909+0.00172517j 0.016847+0.00523265j 0.00408096+0.0116319j 0.0210958+0.00590279j 0.0407394+0.0144774j -0.00268331+0.0105294j -0.00497021-0.00396676j 0.00809754-0.00149938j 0.0270438+0.0211494j -0.0106861-0.0159078j 0.000340099-0.00222316j 0.00968849+0.00183756j 0.0153315-0.00359418j -0.00562684-0.00853311j 
