0.0361664-0.000725542j 0.0265388+0.0562634j -0.0235141+0.0128378j -0.0053894+0.032175j -0.00604146-0.089342j 0.0277766-0.00804409j -0.0221236+0.05354j 0.0193575+0.00323906j 0.0224811-0.0297988j 0.0504747-0.0558833j -0.0660856-0.010371j -0.024528-0.0576109j -0.00565539+0.0640386j -0.0872689-0.0362889j -0.0580378-0.0682282j -0.0791434+0.0442479j -0.0353114+0.0485404j -0.0164575-0.0829105j -0.1118-0.154907j -0.00558927-0.0290421j 0.0868745+0.101603j -0.00675514+0.0215656j -0.0403895-0.0745061j 0.0917285-0.107445j -0.090268+0.0530255j -0.00551449-0.031589j 0.0563419+0.109858j -0.0049815-0.00810863j 0.0352717-0.0294194j -0.0282446-0.0119996j 0.0123086+0.029115j 0.0014739+0.0410019j 0.0107855+0.00595266j -0.0429777+0.0321613j 0.0588944+0.0481183j 0.0332547-0.0213577j 0.0101295+0.038505j 0.038331-0.0195714j 0.0400431-0.0249717j 0.00387101-0.0101109j 0.0150224+0.0395625j 0.00504242+0.00146485j -0.0241425+0.0123923j -0.0361235+0.0228903j 0.0292048-0.0182406j -0.0611465-0.0445204j -0.0272988+0.00910957j -0.0340803+0.0282102j -0.0667257-0.0433471j 0.00991538+0.0451505j -0.0616294+0.00164942j -0.0751084-0.00945222j -0.172102-0.125221j 0.0121064+0.124252j -0.0612436-0.0928128j -0.0572668-0.0942032j 0.0401941+0.0545076j -0.00112018+0.0189895j 0.0193874+0.0293807j 0.0316185+0.0311239j 0.00943613-0.0215664j -0.0604252-0.000535207j 0.126209+0.0685045j -0.0198508-0.00888533j 0.051316-0.0631729j -0.0405731-0.0678016j 0.0240982-0.0344105j 0.0293546-0.01181j 0.0121847+0.0502026j 0.00425229+0.0541987j -0.0137598+0.0220645j -0.0281358-0.00826549j -0.00344395+0.00168287j 0.0544296+0.0398463j -0.0100939-0.0152852j 0.076984+0.0253472j -0.0112224-0.02095j -0.0662129-0.0204578j 0.0123988+0.0105212j 0.00406577+0.0132309j 0.0384613+0.0296415j -0.0442004-0.020494j 0.0391257+0.0132865j 0.028558+0.0667418j 0.0103462+0.00530779j -0.0246835-0.00634952j 0.0402515+0.0288948j 0.0744238-0.0302192j 0.0529098+0.0523297j -0.00295955-0.00809513j -0.0143749+0.0500068j -0.0660338+0.00793555j 
0.00786972+0.00702504j 0.0158948-0.0305434j -0.185137-0.0169704j 0.0386918+0.00212441j 0.0284665+0.0241778j 0.115644-0.0349623j 0.0266248+0.0192457j 0.0320535-0.045988j 0.0819217+0.0672464j -0.156485-0.120451j -0.0356928-0.00186638j 0.0355195-0.00799096j -0.0646632-0.15009j -0.0336334+0.0162856j 0.0340548+0.0509431j 0.127507+0.0385419j -0.0664049+0.0993667j 0.0413604+0.0893899j -0.0834157+0.0792169j 0.0253034+0.0676502j -0.0855668-0.0260708j -0.0270094+0.0404577j -0.0341678-0.00126846j 0.115442-0.0441473j -0.124081-0.0515217j 0.0596923-0.0253034j -0.0468559-0.0629482j 0.00542273-0.000170737j -0.0114138-0.00567699j 0.0162067+0.0538589j 0.0669653+0.0162606j 0.0179597+0.0300142j 0.00952222+0.0125234j -0.0750894+0.0344504j -0.0186187-0.0171795j 0.0301927+0.0129806j -0.0637906-0.0171418j -0.00146643+0.000287822j 0.0242616+0.015292j 0.00993142+0.000831394j -0.0113552-0.013863j 0.0149906-0.0453772j 0.110334+0.0021827j -0.0147926-0.017754j 0.0210483+0.0159466j 0.00385968+0.0513947j 0.0800634-0.0193013j 0.00573422+0.07767j 0.081379+0.160333j -0.0776378-0.120896j -0.117341+0.0632582j -0.12623+0.0258611j -0.0883849+0.158825j -0.136733-0.06588j -0.0771848+0.0265982j -0.0233234+0.0404971j 0.000391643-0.0387624j -0.0123801-0.070905j 0.0301973+0.0288975j -0.020079-0.00746827j 0.00640093+0.0153816j -0.061636-0.0616988j 0.037147+0.0196189j 0.0445009+0.11994j 0.0275667-0.015586j 0.0171448+0.0442668j 0.00165055+0.00995228j -0.00487063-0.00427289j 0.00222988+0.00815867j 0.0119814-0.0177766j -0.00130097+0.0117396j 0.0282638+0.0300455j -0.0289664+0.0092512j -0.0440203-0.0668614j 0.0110768+0.020228j -0.0831772-0.0963182j -0.0260952-0.00584312j 0.000326954-0.0195322j -0.0424716-0.0453855j -0.00350232-0.0128678j -0.00995652+0.00927412j 0.0118331+0.0424598j 0.0265877-0.011273j -0.00456696-0.0138014j -0.0147034-0.00539159j -0.01444+0.0255782j 0.00722721+0.0333627j 0.00522684+0.0346685j 0.01225-0.00103222j -0.00311439+0.00243486j 0.0174974+0.0148903j -0.0117845-0.0404841j 
0.024385+0.0307537j 0.0152614-0.02585j 0.0396443-0.0210461j -0.0121347-0.027873j -0.00377259+0.00663096j -0.0348925-0.0430052j 0.0498745+0.0151871j -0.0128178-0.139791j 0.0081829-0.010144j -0.0282131+0.0150437j 0.0881112-0.01244j -0.0484699-0.0379168j 0.0520787-0.0520198j -0.0558884+0.0254457j 0.0725069+0.0517127j 0.107609-0.158662j -0.0383917+0.145026j 0.0307786+0.00586089j 0.0729484+0.108941j 0.0939326-0.0745283j 0.0727647+0.081869j 0.0110904+0.0351927j 0.117348-0.0373972j 0.0583153-0.0730675j 0.0875683-0.0949092j 0.043191-0.0143955j -0.173998-0.0487884j -0.0463911-0.0308482j -0.0204156-0.0114408j 0.0101439+0.00970651j 0.00790938-0.000165487j -0.0177122+0.0137378j 0.0271221+0.0123876j -0.0342685+0.0332483j 0.012973-0.0545724j -0.0439973-0.0191035j -0.0528809-0.0546249j -0.0290169-0.00477837j -0.00532424-0.00725866j -0.00848063-0.0158973j 2.59666e-05-0.0405495j 0.00887427-0.0588313j 0.0880242+0.0295821j -0.10686+0.0231173j 0.0122178+0.183202j 0.125477+0.0489262j 0.072136+0.0672782j 0.00068626-0.192418j 0.0617705+0.106055j 0.0605495+0.0703286j 0.0509432-0.033804j -0.0997388+0.00978637j -0.0716173+0.0413367j -0.0314569+0.0359967j -0.0953325-0.0453097j 0.0655001+0.0558104j 0.0565726-0.0424957j 0.0752471+0.0427918j 0.0446747+0.0221417j 0.0210225+0.0689925j 0.00264242+0.037797j 0.0367872-0.0609886j 0.0424884+0.0768221j 0.0426126+0.0435517j -0.0462508+0.0168516j -0.0566278+0.019745j -0.0507803+0.0458945j -0.038131+0.0186231j 0.00240964-0.00142209j 0.0311222-0.0209475j -0.0261984-0.0077715j -0.00972911+0.015268j -0.0163197+0.0278077j -0.000222474-0.00864186j -0.0114888+0.0545849j 0.0179447+0.0252846j -0.0257787+0.0237824j 0.0133689-0.0454036j 0.0152016+0.0144854j -0.00659064+0.0237914j -0.0103616-0.00657099j 0.0111433-0.0150631j -0.0199923+0.00226354j -0.000330538-0.0332738j 0.0353635+0.0105696j -0.0264544+0.00429071j 0.0224447+0.0163685j -0.0225727+0.0484363j -0.0127391-0.0137184j -0.00592986-0.00289774j 0.0466934-0.0143304j 0.00103442-0.0469448j 
0.0113545+0.00137418j -0.0121698-0.0236871j -0.105498-0.0577341j 0.037288+0.00647282j 0.0878315+0.0160414j 0.0748053+0.0497159j -0.0537345-0.0485003j -0.0213191-0.0848007j 0.00361938-0.0142954j -0.0537742+0.0419226j 0.096112+0.0667162j -0.0373747+0.0916362j 0.00362212-0.0272922j 0.120314-0.0764497j -0.0500563-0.0964828j -0.00893453-0.0450214j 0.0289736-0.049422j 0.15755+0.0691514j -0.0543628+0.0191272j 0.0354276-0.0151697j -0.0104545-0.0194367j -0.128254+0.0852925j 0.0501602-0.0220797j 0.0750333-0.0587976j 0.160465-0.0153683j 0.0356048-0.023872j -0.0369038+0.0724657j -5.74558e-05+0.0141218j 0.00792102+0.0260599j 0.0361046-0.0318298j 0.0191261-0.0144108j -0.0262013+0.0550922j 0.0136187-0.0778887j 0.040572-0.0313489j -0.0172328+0.00589043j -0.00928326+0.00353195j 0.0147481-0.00970167j 0.000442104-0.0444636j 0.0285367-0.0649545j -0.0555383+0.0427713j 0.0451708+0.0331001j -0.0937407-0.0451444j -0.00601215+0.0348374j -0.0454771-0.00504237j 0.0424751-0.0202855j -0.081069+0.0594234j -0.0834575-0.0250908j 0.0446751+0.106454j -0.149967+0.0568672j -0.172389-0.0435073j -0.0533236-0.0021727j -0.0513396+0.0116741j 0.115204+0.0837098j -0.124894-0.0733135j 0.0443788+0.0523189j 0.0250221+0.0114826j 0.0593867-0.0452606j -0.0633734+0.0118008j 0.0741403-0.000836863j -0.0587039-0.0466481j 0.0182655+0.0399636j 0.0203746-0.00271121j 0.0368158-0.0157111j 0.0305146+0.0138822j 0.0138231+0.0531588j -0.0237998+0.0382217j -0.00418581+0.00569742j -0.0420633+0.0102944j 0.0303991-0.0211152j -0.0974163+0.0155212j 0.0158101-0.0159809j 0.0141459+0.0123146j 0.0416492+0.00240618j -0.00750686-0.00563761j 0.116585-0.0220921j 0.0374368-0.0541652j 0.112095-0.0342144j -0.0301047+0.0120932j -0.00402956-0.00758612j 0.0363929+0.0014221j 0.00929349-0.00912701j -0.023964+0.000719628j -0.00534522+0.0217384j -0.0256505-0.00200881j 0.0518733-0.0166287j -0.029829+0.010742j 0.00765589-0.0105715j -0.00259658+0.00188951j -0.0189049-0.00224097j -0.0155859-0.0126959j 0.0187778-0.0297653j -0.0250403-0.0103925j 
-0.0105923-0.0170848j -0.0196653+0.0145063j 0.0219641-0.0408487j 0.0162543-0.0112604j 0.0292714+0.00634504j -0.00419447-0.0737052j -0.0290663+0.0456364j 0.0410824-0.0738794j 0.0064363+0.0100934j -0.0696323-0.00715616j 0.000445543-0.018494j -0.0126306-0.028651j 0.0119244-0.0696538j -0.0767518-0.0469591j -0.0720068+0.0659363j 0.0686389+0.138599j 0.0655739-0.05438j 0.141434-0.0382282j -0.00196302+0.017824j 0.291845+0.17164j 0.0370622-0.0125324j -0.0847496+0.137879j 0.0446401+0.017761j 0.0128683-0.0943645j 0.0496779-0.0920337j -0.0161161+0.0124116j 0.0359193-0.118184j 0.0150316+0.0041095j -0.0143902-0.021367j -0.0135206+0.0493095j -0.0129249-0.0070183j -0.0534224+0.0171823j -0.0258851+0.0550047j -0.0241225+0.0230718j -0.0711674+0.00627479j 0.0219778+0.0574725j -0.0100581+0.025242j 0.0450715+0.017785j -0.0434764+0.0405561j -0.0429735-0.0437005j -0.0374293+0.00281889j -0.038103-0.0366718j 0.0609479-0.147082j 0.0433985-0.0376083j -0.036539+0.0457011j -0.0517189-0.01516j -0.0224267-0.0200876j 0.0749045-0.028067j 0.0663934-0.009738j 0.141693-0.0809905j 0.0759949-0.048813j -0.0783445+0.0392946j 0.0030848-0.0197543j 0.0474852+0.0707096j 0.0704247-0.0663816j -0.0030857-0.0546022j 0.043121+0.00429061j 0.0616638-0.067956j -0.00677114+0.00497049j 0.0912305+0.0333347j -0.0516875-0.043007j -0.0354634-0.045068j -0.0360618-0.0422367j -0.0143767-0.0116177j 0.0533527+0.00341982j -0.0246899+0.0204153j 0.00731208+0.0455909j 0.0207587+0.0170966j -0.00618862+0.0357392j 0.0279492+0.0198484j 0.0037431+0.00127533j 0.00590633+0.00114445j -0.00717394-0.0218482j -0.0319783-0.0312154j -0.0306977+0.0472308j -0.036275-0.0884932j -0.0199377+0.0156152j 0.00275048+0.0125112j -0.0258239-0.0160512j -0.00851041+0.0200421j -0.0363905-0.00852421j 0.0171968+0.0110129j -0.0125165-0.0195697j 0.0386891-0.018792j -0.00934055+0.0170136j 0.0102978+0.0152004j -0.00298071+0.00413216j -0.0123081+0.00685648j -0.00589715+0.0218244j -0.0056787+0.00846597j -0.0232725-0.00533612j 0.00264917+0.0194241j 
-0.00383883-0.0404134j -0.0150171+0.0283509j -0.0307423-0.00179046j 0.0458911+0.0280764j 0.0646497-0.00761481j 0.0146585-0.0940728j -0.0975223-0.0303857j -0.020325-0.0209846j -0.000723865+0.0364741j 0.0713276-0.00980893j -0.00655829+0.0954376j 0.0295525-0.00969606j 0.0373797+0.0509796j 0.0833174-0.150086j 0.0496825-0.00334076j -0.0494253-0.0497617j 0.0173449-0.14002j 6.04687e-05-0.113459j -0.0208546+0.0233338j -0.0748265+0.0210068j 0.0134533+0.0717411j -0.0895003+0.054782j -0.037648-0.0294895j 0.000841572-0.0567887j 0.0097958-0.00891275j -0.0116763+0.0293327j 0.0213976-0.0227459j -0.0131824+0.0118218j 0.021418-0.053061j -0.0351334+0.00536356j -0.0180761-0.0336812j 0.0573466+0.0571523j -0.0591484+0.0354815j 0.0670923+0.0897549j 0.00365042+0.0202948j 0.0897729-0.00980943j -0.028801-0.0125985j 0.0348348+0.00705023j -0.0323203-0.0241563j 0.050532-0.0301869j -0.0490439+0.0599937j -0.00483004-0.0380813j -0.0760164+0.0182474j 0.00359597-0.00571669j 0.101475-0.0803719j 0.00154084+0.0710661j 0.0174+0.0221121j -0.059222+0.0886216j 0.00304552+0.160908j -0.0277882-0.0443824j -0.0394536+0.125236j -0.00376177+0.0299347j 0.0853945+0.135711j -0.0529005-0.0198176j 0.0678389+0.0570393j 0.0401227+0.0662945j -0.117288-0.0270423j 0.046954+0.00534319j -0.0370905+0.0178486j -0.0242884+0.0302889j -0.0180019-0.0298877j 0.0538468-0.000413702j -0.0160252-0.0976605j 0.00801865-0.00565263j 0.0343533+0.0422828j 0.0231158+0.0379202j 0.0210193+0.0226177j -0.00515828+0.0269392j 0.0234299-0.0125919j -0.0148278+0.0345742j -0.0131018+0.00252321j 0.00955831-0.0201296j 0.029877-0.00587787j 0.0194254+0.0048248j -0.00348459-0.071254j 0.0543321+0.0421776j 0.0168055-0.0169368j -0.0175799+0.0188408j 0.0249979+0.0414053j -0.0232419-0.0239219j 0.00692502-0.0175489j 0.0038314+0.0191612j -0.0169928-0.0320088j -0.00720993+0.00424394j -0.0283585-0.0209646j 0.00330525+0.032973j -0.0149688+0.0026806j -0.00820706-0.0130514j -0.00671655-0.00718597j -0.000891153+0.0109036j -0.0123736-0.00912503j 0.0117084+0.0175052j 
-0.0477176-0.034216j 0.0152065+0.00577777j -0.0105764+0.0380133j 0.0513979+0.0340995j -0.0109825+0.0455323j -0.0147317+0.0159857j -0.0735553-0.0991856j -0.0459971-0.046354j 0.0600894-0.00420177j 0.0811668-0.0677226j 0.0790035+0.0365651j -0.011312+0.0458623j -0.0693643-0.144616j -0.0161651+0.0347764j 0.00923804-0.10474j 0.0204401+0.0478715j -0.0312668-0.0339403j 0.0135224+0.0407968j 0.0941364-0.00872808j -0.107946+0.089127j -0.0947882+0.0316187j -0.0366293-0.0546567j -0.0268461+0.0290668j -0.0398999+0.0507247j 0.00136525-0.0374505j 0.00606853+0.0721843j 0.0591306-0.0640675j -0.0115436+0.0226929j 0.0320124+0.0890091j -0.0336829+0.0315272j 0.0699443-0.00758495j 0.0768002+0.0261398j -0.0272108+0.0128961j 0.0540559-0.0140484j 0.0554915+0.000946915j -0.048197-0.00348528j 0.0131607+0.0749067j -0.0190658-0.0376749j -0.0323753+0.0281922j 0.0308868-0.0241197j 0.00283234+0.0282467j 0.0685562-0.00480507j 0.0523441+0.0037139j -0.0151329-0.0430095j 0.142221-0.0669521j -0.0741439-0.00782474j 0.000378676-0.0756643j 0.0458577+0.08495j 0.0277834+0.0133104j -0.0786882-0.0222511j 0.0248244+0.0831692j 0.00459412-0.0268158j -0.0520863+0.00242971j -0.0372953-0.0617658j -0.0255521+0.0533492j -0.0282668-0.0163406j 0.0236787+0.0545716j 0.025893-0.0774335j 0.055799-0.00478703j -0.0546005+0.0332529j 0.0938447+0.0363202j -0.0103967-0.0486771j 0.0435493-0.0246647j 0.00467718-0.00842038j 0.0117668+0.0307246j 0.0222551+0.0311849j 0.0286589-0.0220141j -0.00276463-0.0111082j 0.0116748-0.050017j -0.00927188+0.0256322j -0.0042369-0.0116266j 0.0104508-0.01123j -0.0114195-0.029804j -0.039275-0.00872474j 0.00408873-0.0596548j -0.0616127-0.045575j -0.00624654-0.0403837j -0.0295497+0.0130102j -0.0398174-0.00902419j 0.0085855-0.0219114j 0.0216931-0.0107235j 0.0123205+0.00597125j 0.0245866-0.00794332j 0.00405546+0.0251297j -0.0222606-0.0434842j 0.00530942+0.00289683j -0.0148884+0.0106829j 0.01019+0.00586312j -0.00168297-0.0123046j -0.00460907+0.016237j -0.00317512+0.00217902j -0.0218094-0.000520817j 
-0.0259994-0.00694546j 0.0240285-0.00995684j 0.210967-0.0423789j -0.0884074+0.0122292j -0.150646-0.0344725j -0.0209425+0.0636009j -0.0136298-0.0641398j -0.0667247+0.00686417j 0.0445379-0.0530189j 0.165683-0.0711389j -0.0258743-0.0925716j -0.124683-0.0137723j -0.0632418-0.170702j -0.0383177-0.0669543j 0.0218487-0.0848606j -0.0332396-0.0575026j -0.0441739+0.0955829j 0.11189-0.0925616j 0.100243+0.109478j 0.0508376+0.0337203j -0.156624+0.119391j 0.00210194-0.0567946j 0.0288153+0.00162243j 0.00683663+0.0467356j -0.00558769-0.0140971j 0.0301297+0.103145j -0.00433679-0.102825j -0.0576315-0.00485993j -0.015282+0.0534273j 0.007208+0.029041j -0.0186963+0.0517562j -0.0525478+0.102451j 0.0136296-0.00865099j 0.00794579+0.00167007j 0.00780176-0.0174214j -0.110962+0.0832882j 0.0468728+0.0434684j -0.0763271+0.0107453j -0.0213005+0.0395307j -0.0346645+0.0576551j 0.0127919+0.0123088j 0.0271192-0.0207689j 0.114411-0.0154938j 0.0665549-0.00305143j -0.0288162+0.0509072j -0.000538599+0.0335978j 0.101309+0.0170529j 0.0174066+0.00111058j 0.00833941+0.0851077j -0.0410838+0.0733841j 0.024789-0.11851j 0.0635555-0.00490205j -0.0663755-0.0613143j 0.055143+0.0251308j -0.022522-0.0620195j 0.0029287-0.0939643j 0.0398473-0.0180799j 0.000117736+0.0231744j 0.00934919+0.0955087j -0.00233665-0.007268j 0.0765234+0.00129085j -0.0597712-0.00699033j 0.0660514-0.0298691j -0.0228883-0.0527082j 0.036885+0.0388277j 0.0151261+0.00366567j -0.0160403+0.0501982j 0.0217376+0.000869316j -0.0177775+0.0529823j -0.00690262+0.0080864j 0.0150899+0.00180728j 0.00304247-0.00834558j 0.012432-0.00325895j 0.020139+0.016317j -0.0185208+0.00845507j 0.0246607+0.0435749j -0.00710364-0.00705546j 0.0145215+0.000226936j 0.0290091+0.00959639j -0.0181782-0.00208722j -0.0214488-0.00378852j -0.016165-0.0165867j 0.00803503+0.00874681j -7.62843e-05+0.0136979j 0.00572173+0.0195335j 0.0206374+0.0121896j 0.00389134-0.0241941j 0.00818477-0.0126914j -0.0260866+0.0123058j -0.00820183-0.0166396j -0.00467062-0.0114984j -0.021079+0.0160238j 
-0.00856135+0.0159375j 0.0263641+0.0132707j -0.00783982-0.0169146j -0.00459853-0.01377j -0.00578115-0.0063456j -0.00770654+0.051181j -0.00610201-0.0461539j 0.0604797-0.0478681j 0.0861834-0.0850657j -0.0337865+0.0397636j 0.00967652-0.110704j -0.00918769-0.0747847j -0.144706-0.00464986j -0.00814488-0.0402089j -0.0293807+0.0214193j 0.114296-0.0721324j -0.00473749+0.0258695j -0.00160765+0.130491j 0.0370137-0.0292545j 0.0660479+0.05508j -0.025537-0.0570653j 0.0754581+0.032119j 0.0351781+0.0291642j 0.065519+0.0428827j -0.0262113+0.0954684j 0.0305489+0.0193435j -0.0758298-0.0185875j -0.0229831-0.0164776j -0.00415916+0.00602839j 0.0564112-0.0309515j 0.0337199-0.0151724j 0.0910521-0.0777398j 0.0469979+0.0685737j 0.0300923-0.00591177j -0.0186758+0.0532216j 0.0113854-0.0505282j -0.03434+0.0561137j -0.000901749+0.0446272j 0.0534682+0.0706291j -0.0248658-0.121411j 0.0877418+0.0607412j -0.0663184+0.101105j 0.0378122-0.0815801j -0.0254939-0.0809162j 0.0199978-0.140857j 0.0381982-0.146926j -0.0120559-0.0894474j 0.0461099+0.118065j 0.0191214-0.130087j -0.0675453-0.143795j -0.0123913+0.0385481j -0.00913261+0.0371403j -0.0197776+0.0369274j -0.0271286-0.0339448j -0.0758333+0.0563241j -0.013691-0.018298j 0.0108187+0.0285373j -0.025011-0.0948597j 0.025531+0.0250837j -0.0272812-0.0256977j 0.011405+0.0218488j 0.0361421+0.00601517j -0.00111902-0.015579j -0.010228-0.019945j -0.00493232+0.0192522j 0.0243005-0.0181272j -0.00210149+0.021044j -0.0121563+0.00937004j -0.00520309-0.0210682j 0.0212329-0.0284522j -0.0334406+0.0125041j -0.0134535+0.0099679j -0.0277327+0.0254339j 0.0165691-0.0244692j -0.0653569+0.0280834j 0.00754127-0.0414698j -0.0384958+0.0614689j 0.0184934-0.0268875j 0.0182294-0.0108303j -0.000739988+0.00556999j -0.0136476+0.0231146j 0.0190918-0.0060361j -0.00233122+0.00736225j 0.011079-0.017862j 0.0109541+0.00262428j -0.00554956-0.00795052j 0.000586628-0.00271661j -0.00621565+0.0104422j 0.00128576-0.0176346j 0.00395732-0.00357596j 0.0137273-0.00295163j 0.0105557-0.0178532j 
0.00163328-0.0198118j -0.0547219-0.0328361j 0.0733806-0.0152594j 0.049325+0.0382043j -0.119292-0.0179125j 0.106143+0.0994051j -0.00543784-0.0730366j -0.0353782+0.056336j 0.193329+0.0560195j -0.153689+0.0745381j 0.127366-0.092694j 0.037324+0.00336151j 0.0366806+0.0506889j -0.0413682+0.0765398j -0.215036-0.0293944j 0.0211324+0.00327601j 0.058774+0.00188232j 0.12976+0.00943868j -0.00310836-0.0373947j 0.0371928+0.0152957j -0.0691881-0.176884j -0.0585598+0.0266908j 0.000429693+0.013522j 0.0283386+0.0727006j -0.0715918-0.0393521j 0.0282824+0.0122755j 0.0237885+0.0446227j 0.0769423-0.0116568j -0.0574021-0.0303099j -0.0636367-0.0496329j -0.0304457-0.0123078j 0.0330775+0.00544302j -0.0616112-0.0121466j 0.0565218+0.0536023j -0.00874648-0.0243086j -0.0133652+0.0061742j 0.0199302-0.0607854j -0.0272503+0.0148557j 0.0238057+0.0419436j 0.0560387+0.0317172j -0.0169185-0.0634166j -0.0855215-0.0554449j 0.0163056-0.0539385j 0.0617872+0.0102037j 0.0250657+0.101054j 0.0362537+0.0163107j -0.0013263+0.00227591j 0.12536-0.053942j -0.0421359-0.0259973j 0.0373343+0.0246648j 0.137846-0.0128075j 0.0754104+0.0175922j 0.0699964+0.0471588j 0.0851095+0.0419301j 0.0024367-0.0483117j 0.0210835+0.0228943j -0.0247821-0.0774635j 0.0296098+0.0418826j -0.059168-0.0457068j -0.00160297-0.0297763j 0.0358575-0.0211491j -0.00425053+0.0630332j 0.0203023+0.0168877j 0.0191821+0.0330242j 0.00896691-0.0360311j 0.00483828-0.00306j -0.0117404-0.00689514j -0.022608-0.018945j 0.0133043+0.0145165j -0.0229216+0.0348902j 0.0354173+0.0265843j -0.00752273+0.000372159j 0.0406454-0.031354j -0.00698605-0.03069j 0.0611875-0.00308522j 0.0462501-0.0754928j 0.0571386-0.024883j 0.00469021+0.0367535j 0.0182971-0.001617j 0.0054719-0.0195198j 0.00984271-0.0274923j -0.00807727-0.00307536j -0.0109159+0.00669455j -0.0215526-0.00813619j 0.00522345+0.00770041j -0.00486541+0.005873j 0.00562936-0.0113899j -0.012422-0.0212898j -0.00948903+0.0106417j -0.00791174-0.00543817j -0.00143887+0.00488302j -0.000248613+0.017927j 
-0.0110133+0.0110773j -0.00335759+0.00379021j 0.025862+0.0137876j 0.0668145-0.0422335j -0.0239744+0.017717j -0.0220541+0.0564349j -0.0333496+0.043613j -0.0830641+0.00946433j -0.0719471+0.0279814j 0.0023261-0.0303606j -0.141694-0.00893463j 0.0637552-0.0301183j 0.00265092-0.025973j 0.172369+0.0882751j 0.0165707+0.0168071j -0.0588343+0.149154j -0.0477919+0.212126j 0.0681264-0.0505214j -0.161772+0.0639501j -0.0930864-0.0104976j 0.0255236-0.0373745j -0.0251155-0.00188792j -0.0587224+0.0585559j -0.0702851+0.0236558j 0.0101255-0.0344605j 0.037647-0.00969647j -0.033543+0.0408157j -0.0454451+0.0480517j 0.0363642+0.001879j 0.0167149-0.00239682j 0.0019515+0.041887j 0.00123622+0.0141005j -0.0369313-0.0220452j 0.0640918-0.00262768j 0.00496868-0.0199572j -0.0157045+0.0825976j -0.0485517+0.0374709j -0.0739378+0.0398322j -0.199171+0.116799j 0.12421+0.058214j -0.0534269-0.100413j 0.109096+0.130704j 0.142604+0.0436512j 0.071283-0.081004j -0.094854-0.135754j -0.0127161+0.0805874j -0.00381903-0.0114295j -0.039945+0.0201441j 0.0167187-0.0083281j -0.0117708+0.0194758j -0.0593243-0.0105941j -0.00773315+0.0516968j -0.0212202-0.0137927j -0.0823722-0.00603406j 0.00658293+0.026593j -0.0101916-0.0276108j -0.0276259+0.0127152j -0.0517964+0.0499622j -0.0329947+0.0602883j 0.00682615-0.0282069j 0.0668492+0.0308872j -0.00759402+0.0214717j -0.0248801+0.0243114j -0.0281869-0.0343243j -0.00506791+0.0331652j 0.035013-0.00111119j 0.0553786+0.0105709j -0.0285128-0.00167943j -0.0314517+0.00757735j -0.0327824-0.0105314j 0.00884238+0.00637196j -0.00263718-0.0203449j 0.00860999+0.0110734j -0.0397148+0.0295847j 0.0713338+0.0141097j -0.0372481+0.0562036j 0.0295532+0.037696j -0.0136225-0.027562j -0.0104835+0.0112181j 0.0226652+0.0124486j -0.00345402+0.0107237j 0.00480806-0.0189622j -0.01073-0.00585022j -0.0162646-0.0124472j 0.00778903+0.00444537j -0.00930814+0.00151225j -0.00928893-0.010691j 0.0199813-0.00155026j -0.00965923-0.00223407j 0.0105207-0.00731634j -0.0090607-0.00175305j 0.000897704-0.00398611j 
