0.0361664-0.000725542j 0.0265388+0.0562634j -0.0235141+0.0128378j -0.0053894+0.032175j -0.00604146-0.089342j 0.0277766-0.00804409j -0.0221236+0.05354j 0.0193575+0.00323906j 0.0224811-0.0297988j 0.0504747-0.0558833j -0.0660856-0.010371j -0.024528-0.0576109j -0.00565539+0.0640386j -0.0872689-0.0362889j -0.0580378-0.0682282j -0.0791434+0.0442479j -0.0353114+0.0485404j -0.0164575-0.0829105j -0.1118-0.154907j -0.00558927-0.0290421j 0.0868745+0.101603j -0.00675514+0.0215656j -0.0403895-0.0745061j 0.0917285-0.107445j -0.090268+0.0530255j -0.00551449-0.031589j 0.0563419+0.109858j -0.0049815-0.00810863j 0.0352717-0.0294194j -0.0282446-0.0119996j 0.0123086+0.029115j 0.0014739+0.0410019j 0.0107855+0.00595266j -0.0429777+0.0321613j 0.0588944+0.0481183j 0.0332547-0.0213577j 0.0101295+0.038505j 0.038331-0.0195714j 0.0400431-0.0249717j 0.00387101-0.0101109j 0.0150224+0.0395625j 0.00504242+0.00146485j -0.0241425+0.0123923j -0.0361235+0.0228903j 0.0292048-0.0182406j -0.0611465-0.0445204j -0.0272988+0.00910957j -0.0340803+0.0282102j -0.0667257-0.0433471j 0.00991538+0.0451505j -0.0616294+0.00164942j -0.0751084-0.00945222j -0.172102-0.125221j 0.0121064+0.124252j -0.0612436-0.0928128j -0.0572668-0.0942032j 0.0401941+0.0545076j -0.00112018+0.0189895j 0.0193874+0.0293807j 0.0316185+0.0311239j 0.00943613-0.0215664j -0.0604252-0.000535207j 0.126209+0.0685045j -0.0198508-0.00888533j 0.051316-0.0631729j -0.0405731-0.0678016j 0.0240982-0.0344105j 0.0293546-0.01181j 0.0121847+0.0502026j 0.00425229+0.0541987j -0.0137598+0.0220645j -0.0281358-0.00826549j -0.00344395+0.00168287j 0.0544296+0.0398463j -0.0100939-0.0152852j 0.076984+0.0253472j -0.0112224-0.02095j -0.0662129-0.0204578j 0.0123988+0.0105212j 0.00406577+0.0132309j 0.0384613+0.0296415j -0.0442004-0.020494j 0.0391257+0.0132865j 0.028558+0.0667418j 0.0103462+0.00530779j -0.0246835-0.00634952j 0.0402515+0.0288948j 0.0744238-0.0302192j 0.0529098+0.0523297j -0.00295955-0.00809513j -0.0143749+0.0500068j -0.0660338+0.00793555j 
0.0992151-0.0137188j -0.0299883-0.0399498j -0.0366105-0.107325j -0.0716315-0.0319068j 0.0672794+0.0432954j -0.0367735+0.123316j 0.0688493+0.0376276j -0.00679369-0.133079j 0.0318499-0.0917511j 0.0611951+0.0625061j 0.0497443+0.0519961j 0.0118034+0.18758j -0.0814441+0.00353176j -0.0335321+0.00428395j -0.0689819+0.106154j -0.0218037-0.0353362j 0.111363+0.0215089j 0.133231+0.0364406j -0.00635805+0.0211601j -0.0522587-0.0582439j 0.0799888+0.0524813j 0.0403421+0.0708416j 0.045897+0.0601304j -0.0144932+0.0163405j 0.034763-0.01025j -0.112983+0.0486044j 0.0543048+0.0162167j 0.00502179-0.0683115j 0.0364374-0.0559181j 0.014582-0.00938649j -0.0361047+0.0854439j -0.0360243-0.121773j -0.00696485+0.0163816j -0.0314274-0.0543487j -0.038857+0.00482426j -0.0149184-0.0925612j -0.0223096-0.0795622j -0.00270286+0.00600522j -0.0282466-0.0579661j -0.0139924-0.0595932j 0.0744549-0.0142076j -0.0497667+0.142763j 0.0307977-0.0297691j -0.0253537-0.121677j -0.00646846-0.0180948j 0.00953847-0.0056038j -0.110162-0.00387466j 0.00662943-0.00644333j -0.0581888-0.0223006j 0.0179715+0.0199899j 0.00345029-0.0367108j -0.0314231-0.0551137j 0.0206987-0.0127806j -0.100093-0.0567747j 0.0155288-0.039514j 0.0239274-0.034373j 0.0407492+0.0444858j -0.0355668+0.104876j -0.0153601+0.123511j 0.024408-0.0131157j 0.0672261+0.00494391j -0.0120113+0.0997421j 0.00180058+0.0317981j -0.0221906-0.0591973j 0.0257528+0.0626985j -0.0116577-0.00992489j 0.0275603+0.0396047j 0.00848477+0.0201078j -0.0095326+0.0115591j -0.0194441+0.0266452j -0.0238467+0.0264141j 0.00368011+0.00699049j -0.000438659-0.0168261j -0.0032303-0.0149966j 0.0353977-0.00214174j -0.016749-0.042673j 0.0118299-0.0235429j -0.00876948+0.00436718j -0.00796711-0.0273668j -0.00468467-0.0156506j 0.00219516+0.00490673j -0.00123544+0.00263389j 0.0147602-0.00834879j -0.0134068+0.00741905j 0.0195665-0.000840912j -0.00414731+0.00180762j 0.00186654-0.0190472j 0.0253208+0.00719161j 0.000276887+0.0213724j -0.00473823-0.0124552j -0.0246206-0.0151874j -0.0250495+0.0131465j 
0.050927-0.000872596j -0.0307645-0.0382131j -0.0971091+0.0568192j 0.0379644+0.0340722j -0.032834-0.0379561j -0.0156032-0.152376j 0.029951+0.0412099j 0.0121212+0.0386796j 0.0631853+0.0113576j -0.0292625+0.0386341j -0.062454-0.00218023j 0.10841+0.0364519j -0.0018935-0.0100161j -0.146771+0.0246233j 0.00430295-0.0459042j -0.0273109-0.0875266j -0.0510097-0.129543j 0.0871175+0.00376561j 0.100196-0.030233j -0.0766025+0.068776j -0.0458679+0.0288401j 0.0607147-0.0598289j 0.0295056-0.00293344j -0.00449608+0.0155621j -0.00538863-0.047323j 0.00412373-0.02159j -0.0283996-0.0218818j -0.0281978-0.0350055j -0.0145285+0.000101963j 0.00819231+0.0148602j 0.0401967-0.0298762j 0.00416873-0.0607273j 0.0217216+0.0118031j 0.105389+0.0103975j 0.0240362-0.0275565j -0.0951807+0.00108653j 0.0305809-0.0298121j -0.0611286+0.0457995j -0.0630622-0.00119263j 0.00763943+0.0791155j -0.0153295-0.0521948j 0.0700988-0.0269408j -0.00617853-0.0387011j -0.0296338+0.0120144j 0.163538+0.0198175j -0.0914783-0.0753046j 0.0297362-0.056158j 0.0455631-0.00110976j 0.000113162-0.049298j -0.0194395+0.0569435j 0.0693398+0.00899376j 0.0368258-0.0166685j -0.0030386-0.00944256j 0.0779881-0.000281888j -0.0264049-0.00190638j 0.0485468-0.0414667j 0.0389719-0.00560093j 0.0521343-0.00553155j -0.0201102+0.022886j 0.019737+0.0388342j 0.0361397-0.0146182j 0.0139574+0.0164125j -0.0263178+0.00136173j -0.0172108-0.0113441j -0.033397+0.0100372j 0.0105646+0.00445533j 0.00826243+0.0252006j 0.0183839+0.0227075j -0.0113844+0.00191092j -0.000414765-0.0157171j 0.0203944-0.00688528j 0.0329721-0.0472849j -0.00338579+0.0250253j 0.0279814+0.01938j -0.0355034+0.0120011j 0.0572431+0.0465494j -0.0132271+0.0150895j 0.0176321-0.0120577j 0.0146116-0.0064231j -0.00514573+0.0197481j -0.000977689+0.0298381j 0.000308465-0.00925471j 0.00343875+0.00906285j 0.00847849+0.0159686j 0.00468854-0.0126591j 0.00994719-0.0137754j -0.00752334+0.000371701j -0.000736683+0.0212849j -0.00478115+0.0146702j 0.00515912+0.0101384j -0.0052755-0.00430254j 0.000390942+0.00319434j 
-0.0270924-0.108429j -0.0715528+0.0204027j -0.0229362+0.153706j 0.104456+0.000533576j -0.026162-0.0294871j -0.0257432+0.0481989j -0.0906219-0.106778j 0.0493446-0.0142291j 0.0293146-0.0510295j -0.00315472+0.0364312j -0.093363+0.0520664j 0.00364924+0.0473211j 0.0262428-0.0138731j 0.0968815+0.060348j -0.0729692+0.0228114j -0.0678814+0.0180325j 0.0424183+0.0595669j -0.0593312+0.0882784j 0.0718868+0.0478684j 0.0135083+0.054003j -0.104704-0.135693j -0.0920197+0.0207311j 0.0247948-0.0208347j 0.00795573-0.0265697j 0.0475192+0.0375478j 0.0237103+0.0703086j -0.0142243+0.0375217j -0.0503764+0.00878922j -0.00576199-0.0445765j 0.00649841+0.00284307j 0.0259663-0.00869497j -0.084263-0.0220315j 0.0207403+0.0312812j 0.102353+0.0378228j -0.0256111-0.0382637j 0.0482544-0.128365j -0.024146-0.00548058j 0.0299312-0.0408577j 0.0136293-0.0154259j 0.095148-0.0371632j -0.14696+0.0400134j 0.0476608+0.0286155j 0.0204675+0.0246298j 0.0118532+0.0331759j -0.109406+0.0708403j 0.0395233-0.0785643j -0.00245124-0.0432506j -0.0748315+0.0467824j -0.00394199-0.0134043j 0.0291564+0.0408545j -0.015229+0.0683053j -0.02588+0.102322j 0.0204138+0.0637566j 0.0803739+0.0510516j -0.0411111-0.0446769j 0.0168656-0.0356018j 0.0121133+0.0262109j 0.0256631-0.0436418j 0.0381538+0.00254175j 0.0569556+0.0329708j -0.0744068+0.0828967j 0.0229367+0.022035j -0.00199069+0.0424713j -0.00526213-0.0114957j 0.0128296-0.029977j -0.0290431+0.0351215j 0.026626+0.0474811j 0.0161124+0.0121513j -0.000662087+0.0335372j 0.0287791-0.0621193j 0.0143151+0.0124041j -0.0184448+0.045746j -0.0123235+0.0399682j -0.0147871-0.0496331j -0.0626929+0.134704j -0.0326263-0.0158474j -0.0400972+0.102558j 0.0395158-0.0601322j -0.00697147-0.025392j -0.0133868+0.0495298j -0.0283622+0.0481403j 0.00566271+0.0138198j -0.00312733-0.0139079j 0.0201263-0.00400508j 0.00919073-0.00103239j 0.0228704-0.016129j -0.0167162+0.00466628j -0.0345941+0.0386091j 0.0173503+0.00874539j -0.0209864+0.0198298j -0.0111678+0.00371161j 0.00198882-0.00789677j 
0.0379206-0.00347878j -0.0357304-0.0431768j -0.0482192-0.146653j 0.0453002+0.112035j -0.0885158+0.0355394j 0.0536699-0.00671067j 0.0491083-0.0497073j -0.189212-0.107029j 0.000753349+0.0921075j 0.0549823+0.0253277j -0.148935-0.0522643j 0.0621136+0.0525123j -0.00976986+0.146421j -0.0725616-0.142242j -0.103028-0.0143571j 0.0305521+0.0346128j 0.00722366-0.0133003j 0.137901+0.083027j -0.00830209+0.0483236j 0.000318471+0.00534786j -0.0380008-0.0427544j 0.0438087-0.038998j 0.00444666+0.0747995j -0.094295-0.0206946j -0.0485599+0.0119038j 0.0331635+0.0294468j 0.000335641+0.0391417j -0.0407261-0.0140867j 0.0185713+0.0154712j -0.0457864+0.0242417j -0.0116173+0.01991j 0.0426341-0.018473j -0.0641685+0.0277666j -0.0381525+0.0859488j 0.0315431+0.0568595j -0.0240967-0.0380608j -0.00724584+0.0309853j -0.0566877-0.0419906j -0.112127-0.0804869j 0.0663533+0.0276873j 0.0114151+5.57296e-05j 0.023894+0.116524j 0.00642609+0.0207352j -0.0167279-0.0869466j -0.0174961+0.061109j 0.0334765-0.0563011j -0.0124694-0.0481323j 0.020074+0.025765j 0.0231498-0.0265452j 0.0430608+0.0447516j -0.00221152+0.101753j 0.0400488-0.0214733j -0.00792065-0.0458493j -0.0323041+0.0288548j -0.00669655-0.0330694j -0.00373246+0.00870177j -0.0225116+0.059951j -0.0294294+0.0357125j -0.0347318+0.0537166j -0.00298815+0.0714181j 0.0540404+0.0370535j -0.0108448+0.00105079j -0.0183981+0.0168882j 0.0125915-0.0348216j -0.0306808-0.0290983j 0.0245866-0.0465235j 0.00416419+0.00420666j 0.00378258-0.0422036j -0.00447378+0.0330542j -0.0191614-0.0912715j -0.0132041+0.0224753j 0.00430201+0.00839928j -0.0184192+0.0237738j 0.0144758+0.0101744j -0.0494199+0.182276j 0.0225569+0.0541403j -0.0386286+0.127037j -0.00862633-0.0243841j 0.00901066+0.00288935j -0.0108304+0.0224875j 0.0138186+0.0117453j 0.0036547-0.0174515j 0.01355-0.0177182j 0.0102687-0.0261623j -0.0228452+0.0542521j 0.00628654-0.0199936j 0.00428627-0.00443371j 0.023391+0.0023373j -0.0055445-0.00108654j 0.0153445-0.00159492j -0.00229617+0.00273455j 0.00080456+0.00847235j 
0.0245323-0.00171522j 0.0325067+0.0305827j -0.0724826+0.166613j -0.0234672+0.0118092j 0.000666741-0.0286193j -0.0739337+0.138819j 0.00369683-0.00455429j -0.128368-0.0505173j 0.061714-0.0806167j 0.122169-0.0597076j 0.0558376+0.0734075j -0.028051+0.0806588j -0.0564952+0.0772445j -0.0907088+0.0723511j -0.00487539+0.00870792j -0.035742+0.0394701j -0.0161728+0.0826931j 0.131415-0.0686573j -0.105661+0.0788783j -0.0762772+0.0682257j 0.0851118+0.0452078j 0.0563967+0.0762484j -0.0684349+0.0460478j -0.109965+0.100332j 0.0484747-0.0713019j -0.0750056+0.0809856j 0.000998666-0.0282658j 0.050694-0.0487261j -0.0667101-0.0295706j -0.0596257-0.00162622j 0.0067949+0.0112476j 0.0360636-0.0505811j 0.0328981+0.0486188j 0.0925987+0.0536196j -0.054907+0.0370057j 0.0227026-0.0198085j -0.0685278-0.0208722j 0.100553-0.0265635j 0.132098-0.0996936j -0.00679909-0.0445665j -0.0956352+0.0647835j 0.0492477-0.0557647j 0.0435136-0.0614519j -0.00907738-0.0293193j 0.0329489-0.0149763j 0.0101687+0.0727855j -0.0031575+0.0304981j -0.0447066-0.0266199j -0.0252065-0.058174j 0.0491525-0.0794388j 0.0382723-0.000653991j 0.00237287+0.011562j 0.0432556+0.0012931j 0.0180044+0.0110302j -0.0313303-0.020886j 0.0780997+0.00525979j -0.0729449-0.00289542j 0.0180926+0.0030511j -0.103439+0.106072j 0.0340159-0.015068j 0.0765806-0.00709734j 0.00819819+0.0188097j -0.0334972+0.0663902j -0.0217083-0.0184397j -0.0158051+0.0972108j 0.0508476-0.0132563j 0.051651+0.014485j 0.0574575+0.0143611j -0.0115218+0.0126983j -0.0181947+0.0380685j 0.0183525-0.00452192j -0.00408171+0.0122185j 0.00301928+0.0162136j -0.0161396+0.00266804j 0.0408103-0.0451693j 0.00272899+0.00433704j 0.0432171-0.0423037j -0.018788+0.0178025j -0.00654515+0.00414838j 0.0239347-0.00629049j 0.0297481-0.00249962j 0.00993504+0.0144759j 0.00550133+0.0344922j -0.0121916+0.00683635j -0.00106382+0.00675962j 0.0101289-0.0156591j 0.00469394-0.015028j 0.0450152+0.0040468j 0.00332838-0.00661597j 0.0169942-0.0190055j -0.0269753-0.0138193j -0.015083-0.00980869j 
-0.0429828+0.0120732j 0.00694217+0.0381393j 0.0640297-0.037484j 0.0295+0.0114531j 0.063194+0.0258601j -0.0874168+0.0495817j -0.0535017-0.0257248j -0.0519366-0.0615571j -0.0174079-0.0388401j -0.0210276+0.0805068j 0.162963+0.00845177j 0.0461494-0.0310125j -0.0130926+0.0353977j 0.0859098+0.0233296j 0.00907008-0.0871374j 0.0644866+0.0208977j -0.0402142+0.0270608j -0.123529+0.0177544j 0.0517629-0.0518721j -0.00411841-0.0516557j 0.0352898-0.0265716j -0.0497776+0.0537184j -0.0386246-0.00298257j -0.0716535+0.0514957j -0.0146818+0.00265127j 0.0210046-0.000194222j -0.00154292+0.0411127j -0.00962006+0.0334052j 0.0292275+0.0147743j 0.0467757-0.0166906j -0.00704022-0.00242912j 0.0254709+0.0578149j 0.0028532+0.0584639j 0.0228507+0.0545473j 0.00865209-0.0148476j 0.0191364-0.0209885j 0.0174373+0.006968j -0.0359952+0.0292957j -0.0257883+0.111243j 0.0301409-0.0199853j 0.0627561+0.0505524j -0.0182005-0.00465456j 0.000896814+0.112876j -0.0235789-0.0425309j -0.00554445+0.0254039j 0.0358583+0.0329026j -0.0417158+0.00147059j -0.0168458-0.045727j 0.0206797-0.0618548j 0.0360815+0.00560853j 0.0326828+0.0768872j 0.00601757+0.000429577j -0.0210382+0.0311566j -0.00926938-0.0367224j -0.0293701+9.01145e-05j -0.00681842+0.0620335j 0.0307894+0.00277946j -0.0294132+0.0282475j 0.0425102+0.00489363j 0.0385876-0.0221856j -0.0256503+0.0493542j 0.00586359+0.025663j -0.00907043+0.0508777j 0.0247372-0.00205792j -0.0640419-0.0428393j -0.0192648+0.00347185j 0.00748865-0.0713114j -0.0209935-0.0488665j 0.0287888+0.021187j -0.00857387-0.0177173j -0.000669097-0.00184245j -0.000215242-0.017214j -0.00505218-0.0132576j 0.00540093+0.019252j 0.0271871+0.0113181j -0.0127769+0.00709791j 0.00820984-0.00848585j -0.0111663+0.0329517j 0.00031245+0.0208903j 0.00405942-0.00562754j 0.0077029+0.00818333j -0.000528536+0.00539876j -0.0125376+0.00782582j -0.000256869-0.00521867j 0.0173262+0.0496325j 0.00222428-0.0280927j 0.0125352-0.00835892j -0.00824149-0.00632985j 0.0201495-0.0120277j 0.0161298+0.00968602j -4.13749e-05+0.0381236j 0.0226315+0.0206298j 
-0.0335222-0.0452281j -0.0892234+0.00918342j -0.124363-0.0255742j -0.0603397+0.0504901j -0.154338+0.0144729j 0.111936+0.143014j 0.0326159-0.0878276j -0.0307186+0.157795j 0.173487+0.067947j 0.047741+0.00176656j -0.0754356+0.0273069j 0.0620969+0.0609899j -0.143573+0.0552987j -0.121663+0.000413182j -0.0946354+0.0582068j 0.139672+0.0307935j -0.0752362+0.0158462j -0.00852907+0.0376574j -0.104944-0.0529089j -0.0447106-0.0226458j -0.0207799-0.0714604j -0.00315785+0.0142928j 0.0589975-0.0174348j -0.0454265+0.0116307j -0.061959+0.108444j 0.0323741+0.0394618j 0.0338948+0.0187912j 0.0549132-0.00352476j -0.0162308-0.0048006j -0.0228266+0.000788651j -0.015842-0.0148343j 0.097316+0.0300432j -0.0479146+0.00762052j -0.112123-0.00655798j -0.0206704+0.0197927j 0.0333118-0.0271416j 0.0875727-0.00379109j -0.0304709-0.0255402j 0.0642757-0.0321882j 0.031272-0.00935695j 0.0360749-0.0127339j -0.0327996+0.0490489j -0.0476138+0.0626885j 0.0433866+0.0638602j 0.0141454-0.0627237j 0.0244842-0.0515794j -0.0442491+0.0855031j 0.0410936+0.0377654j 0.00404959+0.00801669j 0.0205861-0.0527143j -0.0702681+0.00382043j 0.0991937-0.0263527j 0.0243983-0.0428375j 0.0208236+0.0294785j 2.94879e-05+0.0333731j -0.0794863+0.0404592j -0.0492312+0.0351497j -0.0375212-0.020049j -0.0362997-0.123577j -0.0854804+0.026012j 0.0327111-0.0288968j -0.0116653-0.0383705j -0.0124351-0.0321264j 0.00531891+0.0285683j -0.0231005-0.0172443j 0.0162083+0.0285664j -0.00791966+0.0299364j 0.00317879+0.0190525j -0.024155-0.0004978j -0.016446+0.00382094j -0.0159219+0.00340792j 0.00304126+0.0129915j -0.0229741+0.0113001j 0.00982787-0.0292487j 0.0147148-0.00689922j 0.014223-0.0277181j -0.0148788-0.00160499j -0.00701928-0.0335757j -0.00298452-0.0156586j 0.001076+0.0347319j -0.00443339+0.0568095j -0.0245548+0.0187793j -0.0242994+0.00751201j -0.0133589+0.013632j 0.0102556-0.0503877j 0.0285772-0.0111724j -0.0347232+0.00642479j -0.00784558+0.00955282j 0.00869563-0.0148694j 0.0196029+0.0285371j 0.00584534+0.00887613j 0.0222807-0.0174454j 
-0.0158423-0.0701014j -0.0367363+0.0393588j 0.143793+0.0106983j -0.200596+0.144731j 0.0293732-0.0786649j 0.108398-0.0250506j -0.0140399-0.050465j 0.229013-0.0998445j 0.137941+0.0159433j 0.0105088+0.00476514j 0.124035+0.0191489j 0.00114482+0.0285615j -0.060306+0.100519j -0.014467+0.0037563j 0.128253-0.0638365j -0.0204681-0.00264266j -0.0068065-0.0471886j -0.0587914-0.0816023j -0.0358397-0.0192011j 0.0483559+0.114363j -0.010686-0.0354997j 0.0885175-0.0393497j 0.0438185-0.00290429j 0.102129-0.0264619j -0.0326064-0.0549325j -0.0260778+0.0750167j -0.0227397+0.062032j 0.00843693+0.0293308j -0.0338536-0.0063979j -0.0275473-0.0451207j -0.0212518+0.0109695j 0.0315874-0.0115208j -0.0804041+0.0173316j -0.104002+0.0610248j 0.00382693-0.0522904j 0.00452319-0.00269598j -0.0049117+0.0248151j -0.0190659+0.076145j 0.0453456-0.010957j 0.00558539-0.0374028j -0.0695482+0.0232272j -0.00545977+0.0043774j -0.0522299+0.0659875j 0.0181085+0.0472151j 0.010878+0.0160401j 0.0359983-0.0696864j 0.0200426+0.036678j 0.119116-0.0194742j 0.0678539-0.0441999j 0.0286622-0.0101886j -0.0159327+0.00720161j 0.0450586-0.00937503j -0.00919651-0.0222404j 0.0563812-0.0339399j -0.0438814+0.0929486j -0.018437-0.0209571j -0.0106487-0.0207888j -0.000693043+0.0414819j -0.0866566+0.0806741j 0.00304649-0.0306548j 0.0285138+0.0213191j -0.0517914-0.00334076j -0.00911892+0.0769572j 0.0389863-0.0484331j 0.0206318+0.0991169j 0.013489+0.00135771j 0.0567627-0.013708j 0.047429+0.0115993j -0.0119672-0.0088218j -0.0304907-0.0254227j 0.00645367+0.00763835j 0.0154552+0.00519337j 0.0266112+0.0257411j -0.0297309-0.00680691j 0.0320861-0.0276311j 0.000404727+0.0331608j 0.0334996+0.00294583j -0.0663056-0.0299148j -0.0226454-0.00369497j 0.032783+0.0148214j 0.0469209+0.0237192j 0.0116684-0.00688491j 0.0108319-0.00956752j 0.00128842+0.000386888j -0.0184828-0.00881023j 0.0108504-0.026538j 0.012936-0.00356005j 0.0601426+0.00991472j 0.00833872-0.0163907j 0.00226263-0.0066662j -0.00752725-0.0120072j -0.0359947-0.0303702j 
0.0782867+0.054862j 0.00440616-0.0398109j -0.0951067+0.101693j -0.19026+0.0185853j -0.117429+0.131976j 0.0581109-0.02763j 0.174082-0.0961709j 0.0524724+0.00483606j 0.0285707+0.0483572j 0.0383392-0.0458089j 0.00658563+0.0194469j -0.0548029-0.0150797j -0.0624053-0.0335966j -0.0548549+0.0239748j 0.059069+0.0557275j -0.0898973-0.0151388j 0.0141357-0.0112046j 0.0794156+0.0551225j -0.0479394-0.0210318j -0.0484807+0.0303173j -0.0150286+0.00533667j 0.0435102+0.0167215j -0.030902-0.0340073j -0.0161296+0.0768098j -0.0269414+0.0121671j -0.0540513-0.0250948j 0.038841-0.107483j 0.00861222+0.00309462j -0.103921+0.0382961j -0.0605104-0.0250192j 0.0402295-0.0631809j -0.00406717+0.0969401j -0.0335529-0.0657516j -0.0619965+0.00144961j -0.0639914+0.0884823j -0.0508347+0.0827673j -0.0426142-0.0487824j 0.0332409-0.0176095j 0.044659-0.0162247j -0.0331119+0.0303898j -0.0325826+0.0025437j 0.0133986-0.0290417j -0.000613212-0.0856478j 0.0699225-0.0447331j -0.0145986+0.0353818j -0.030518+0.0414835j 0.0717693-0.0325545j 0.067852+0.0108693j 0.0337179-0.00790177j 0.0239475+0.0147829j -0.053433+0.0335416j 0.036755-0.0399085j 0.0171254-0.03192j 0.0540773-0.0420345j 0.0111688-0.0649907j -0.0547645+0.0684501j -0.0209168-0.0538923j 0.0544411+0.00396488j -0.0466465-0.130294j -0.0518671-0.0155058j -0.0776596+0.0235857j 0.0849283-0.0118899j -0.101923-0.0230277j -0.0491584+0.0467901j -0.0294853-0.0393403j 0.0124409+0.00301007j 0.0148524+0.000225411j 0.0106297-0.00760981j 0.0209283-0.000779363j 0.0048512-0.0156997j -0.000704088+0.00110734j -0.0130736-0.00134267j -0.0178551+0.00216604j 0.017119-0.0021252j 0.00709396-0.00818862j -0.000737434+0.00616706j 0.0284048+0.0191692j 0.0390709-0.0374425j 0.0140233-0.00050027j -0.0127173+0.00173686j -0.0326927+0.0110003j -0.0123928+0.00104285j -0.00780801+0.0256494j -0.0148387-0.00108416j 0.0266897-0.0290107j -0.0033007+0.00967059j -0.0237546+0.0133551j -0.047777+0.0361649j 0.00533149+0.0040048j -0.0104939+0.0164116j -0.04144+0.0198534j 0.0541595+0.0155885j 
-0.00760626-0.116603j -0.125428-0.0599567j -0.106196-0.0532338j 0.0804791-0.147083j -0.195423-0.0632828j 0.103843+0.115298j 0.0427244+0.0137578j 0.0178029-0.101496j 0.184479-0.106932j -0.0673045+0.0017677j -0.00352881+0.0826509j 0.120279+0.0445288j -0.0500804-0.0465243j 0.0394958+0.0049517j 0.0271316+0.0177118j -0.136286-0.00520569j 0.0390973-0.0422335j 0.00575758-0.0584766j -0.00884021+0.00363346j 0.0198062+0.0121747j -0.0174374-0.0250778j -0.000958649+0.00217773j 0.0283915+0.0387835j -0.0318236-0.0350229j -0.0226509-0.00528838j 0.0857286-0.00329524j -0.0626897+0.0255276j -0.044199-0.0167193j -0.0805222-0.0888197j -0.0214581-0.0283617j 0.0449721+0.0583073j -0.0314849-0.0549389j 0.0189397-0.0401003j -0.0392464-0.101557j -0.0353978-0.0809672j -0.0458338-0.0413147j -0.0730844-0.0108164j 0.0212578-0.00798288j -0.0147041+0.00775806j -0.00434892-0.0321759j -0.0176783-0.0348503j -0.0132572+0.00709993j -0.0280286-0.0330517j 0.0678469+0.0143125j -0.014289+0.00432387j -0.0549533+0.0493428j 0.0944698+0.0128037j 0.047843+0.0576531j 0.0459168+0.0472565j -0.0297679+0.0286453j -0.0722364-0.117715j -0.0111933+0.0709709j -0.0100747+0.094861j 0.01817+0.0662842j -0.0180063-0.023066j -0.0578375-0.0958021j -0.00707303-0.0175945j -0.00094718+0.0414498j -0.0222234+0.0596362j -0.0299214-0.0441876j -0.0883934-0.018994j 0.0322465+0.0293914j 0.00822527-0.0143041j 0.0612712-0.000424355j -0.0484194+0.0525514j 0.0178935+0.018603j -0.0189494+0.0288722j 0.0184334+0.0191274j -0.00889136+0.00181941j 0.00880574+0.00466522j 0.0158574+0.00197424j 0.0154209+0.00628443j 0.0565899+0.000553173j -0.0266023-0.014664j -0.0223884-0.00100196j 0.0162303-0.01091j -0.031309+0.00939161j -0.0820989+0.0189274j -0.0146469-0.00487771j 0.0238391-0.002553j 0.0720798-0.0337194j 0.0319272-0.0114994j 0.0344262-0.00935161j 0.0288123-0.0187036j -0.058004+0.0302139j -0.0122307+0.0379697j 0.0293389-0.0317003j 0.0377896-0.0373071j -0.0101824+0.0012565j 0.00383383-0.0425666j 0.0397096-0.0377897j -0.0236354+0.00415536j 
