-0.179392+0.0103306j -0.176028-0.00182562j -0.128637+0.00351055j 0.158314+0.000497241j 0.0969448+0.0184412j 0.0683363+0.000449681j -0.043697+0.0114611j -0.0246942+0.0124943j 0.0388416-0.00151379j -0.0687248-0.00616403j -0.0383953+0.00629537j -0.0147173+0.0130702j -0.0835211+0.000355088j -0.0174722-0.00915877j 0.00600464+0.0108538j -0.152219+0.0131473j -0.0130184-0.0187513j -0.0795157-0.0215659j 0.052725+0.0347822j 0.214092-0.00563844j -0.00753969+0.0204537j -0.00119316+0.00383276j 0.0221143+0.0154506j -0.0267008+0.00563953j 0.0332235+0.00801282j 0.00853679-0.0110844j -0.0226495+0.00366083j -0.00276045+0.00381365j -0.0400217-0.00965955j -0.00969574+0.00383951j -0.0334275+0.000272934j 0.0248414+0.00252387j -0.00648621-0.00770311j 0.122186+0.00980014j -0.09013-0.00324757j -0.0449553+0.0286883j -0.0308163+0.00156374j 0.0652653+0.00885954j -0.0413569-0.0198078j 0.031759+0.0153482j -0.0105662+0.0125725j -0.00607818+0.000673714j 0.0636491+0.0101996j 0.0425646+0.0170653j 0.0211098+0.000219868j 0.0267354-0.00300784j 0.0149326+0.00595211j -0.00197456-0.00245207j -0.0365516-0.0140537j 0.0188746+0.0168751j 0.0211181-0.00395597j -0.00235126+0.0138905j 0.0170298-0.012288j 0.00135689-0.0101797j 0.00932336+0.00168941j -0.0397819-0.00582094j 0.00874529-0.0663806j 0.0304488-0.0331578j -0.0829023-0.000345766j -0.0246675-0.0312073j -0.00506045-0.0321403j 0.0143686+0.00843067j -0.0167571+0.0261655j 0.0167247+0.0150949j -0.0303578+0.0211174j -0.0215157-0.00675158j -0.00020099+0.0124165j -0.0255299+0.008455j -0.01884+0.000298457j -0.00950217-0.0149885j 0.00447761-0.000185553j -0.00323423-0.00647059j 0.0179961-0.00218871j 0.00262091+0.0136657j 0.0269948+0.00858851j -0.0183425-0.014693j -0.00535695-0.00149757j -0.0106342-0.00111862j -0.0024501-0.00516694j -0.011891+0.00398543j 0.00757097-0.0111198j 0.0104799+0.00177162j -0.0598635+0.00714452j 0.0354519-0.0159023j 9.35388e-05-0.0311472j -0.00447397+0.075247j -0.0388697+0.00120458j 0.0654068+0.122206j -0.091879+0.0921407j -0.0163083+0.0219308j 0.0500513-0.0333282j -0.0577237+0.037068j -0.124298-0.00153672j 0.0985002+0.155849j 0.12935-0.103126j 
-0.0242796-0.022302j -0.0536892-0.0270346j -0.0103043-0.0182742j -0.0122901-0.000209034j 0.0520927+0.0595221j -0.0210087-0.0387278j -0.0160349+0.017119j 0.0353465+0.0169588j -0.00516041-0.0347273j -0.000153727+0.00575564j 0.0508854-0.00842407j 0.0228794-0.0211612j 0.0481799-0.0189189j 0.0227564-0.00936718j 0.0610151+0.0245395j 0.0410723+0.0685539j 0.0384684+0.0139723j 0.0171523+0.0129033j 0.0134186+0.0739178j 0.0509564+0.0630825j -0.0266024+0.00669922j -0.000567864-0.0211128j 0.0768299+0.0362144j 0.0595152-0.0108417j -0.0581974+0.0216855j -0.0309501-0.0550497j 0.0141321+0.0181425j -0.0146134-0.017749j 0.0556658+0.0555985j -0.270817-0.0525687j 0.0455357-0.0334712j 0.000318352-0.0909031j 0.019696+0.0364359j 0.0117127-0.263915j -0.0831533+0.0529809j 0.0102247+0.115561j 0.00869172-0.0194546j 0.0249398-0.0191385j 0.00490241+0.0936616j 0.0643204-0.0409053j 0.043621+0.0298712j 0.0348858-0.0342414j -0.0239157-0.0365032j 0.0209456+0.0117332j -0.022678-0.0015729j -0.0165023+0.0569856j 0.00775667-0.0615756j 0.00825366+0.0158969j 0.108685-0.00648425j -0.0239622-0.031017j -0.0302507+0.0237237j -0.205952+0.0828215j 0.153102+0.116422j 0.00245197-0.122714j 0.0173775+0.0831388j 0.0005107+0.125479j 0.0506812+0.037079j -0.0107579+0.00642929j -0.0253967+0.00479401j 0.0587307+0.0419779j -0.00541513+0.0755852j -0.0112874-0.00753213j 0.00997841-0.0264566j -0.00722831+0.0110567j 0.0143632-0.0162495j 0.0122719-0.0263725j -0.0412878-0.000278944j -0.00823236+0.00529522j -0.0105306-0.0182666j 0.00920381-0.00624604j 0.0128604-0.0211521j 0.0353143+0.0343581j 0.0182724-0.0109266j -0.00687754-0.0111158j 0.0100099-0.0332484j -0.0398181+0.0256622j -0.0254348+0.00730375j -0.0045915-0.0303402j -0.0151564+0.0336419j 0.0129682-0.0326275j -0.00594386-0.0337295j 0.0208988+0.00631927j 0.0105642+0.0602189j 0.0175269+0.00232685j 0.0040044+0.0327468j 0.000343782-0.0136164j -0.0122142+0.0375205j 0.0120775-0.0295009j -0.012519+0.0274337j -0.00477975-0.00330121j 0.00332321-0.00540677j 0.00174925+0.00237176j 0.0132527+0.0133453j -0.00439947+0.0287515j -0.00975013+0.0294254j 
-0.0337218+0.00670174j 0.00275294+0.0308532j -0.01234-0.0133151j -0.0180495-0.00224735j -0.000875289+0.0252631j 0.017325+0.0624871j -0.0208351+0.00417067j 0.0271545+0.017774j 0.010403+0.0129675j -0.0227267-0.0224039j -0.0133522-0.00155424j -0.0052718-0.000749684j 0.0084529-0.00224703j 0.0263398+0.000622268j 0.00408793+0.0113192j -0.0644232+0.0180485j 0.00512675-0.0224976j 0.0100214-0.0138653j -0.0232765+0.025716j 0.0480659-0.0306823j 0.0123692+0.0190247j 0.034318-0.038824j 0.00265039-0.0894435j 0.0100938-0.0295905j 0.00430193+0.0317509j -0.0575021+0.042207j -0.0909633+0.0704972j 0.0273196+0.0676641j 0.0240942+0.0852184j 0.0592952+0.0321473j -0.024351+0.01757j 0.0033664+0.392776j 0.0343663+0.173927j -0.167119+0.00999267j -0.000988039-0.0868558j -0.00510424-0.107716j -0.011145-0.0173322j 0.0191593+0.0157957j 0.0196364+0.0180786j 0.0117311-0.0325939j -0.00461448-0.14671j 0.00774382-0.037292j -0.0362205-0.0126468j 0.0232415-0.00996723j 0.0285302-0.0509709j 0.0103922+0.00195038j -0.130201+0.136516j -0.101356-0.0755819j -0.0142023-0.128061j 0.01424-0.00434015j 0.0277246+0.047039j -0.128611+0.0244352j 0.0446221+0.0609215j -0.0170513-0.0113829j 0.00591961+0.0700169j 0.00573985+0.0445325j -0.0336969+0.0335499j 0.0210283+0.0267898j -0.00465622+0.0457161j 0.0204364+0.0483231j 0.0052945+0.0126873j 0.0459783-0.0316159j 0.0481038+0.0228121j -0.00312324+0.000820641j -0.0112685+0.0164712j -0.00825768+0.00125738j -0.00787083+0.00729336j 0.00986247-0.025071j 0.0219638-0.0190353j -0.0327737-0.00508115j 0.0343527-0.0221427j 0.0362282-0.00200115j 0.0273861-0.0320682j -0.00396721+0.00783359j -0.0353479-0.0389467j -0.028783-0.0300496j -0.0127271+0.0426774j -0.0410356-0.0354856j 0.0098599+0.0290741j -0.0212138-0.00626128j -0.00472785-0.0354526j 0.000446208-0.00787324j 0.00686289+0.0290651j -0.0113086+0.0068433j -0.000542159+0.0270451j 0.00475949-0.0358431j 0.0100815+0.0248419j 0.013962-0.0114078j -0.0035362-0.0259213j -0.0123028+0.00399223j 0.00852133-0.0176923j -0.025525-0.00430361j 0.0216441+0.0222105j 0.00388961+0.0209204j 0.00264205-0.00313855j 
0.01454+0.0133743j 0.0124627+0.00612793j 0.0287759-0.0111763j -0.010877+0.00540943j 0.0352769-0.0240822j 0.0431296+0.0125581j 0.00527684+0.0201176j 0.00355992+0.013604j -0.0283014+0.0258266j -0.0178516-0.042416j -0.0220052-0.0145194j -0.00474322-0.0501863j -0.0274207-0.0205998j -0.00254227-0.0304718j -0.0305451+0.0434564j 0.0220876+0.0154458j 0.0116502-0.0302106j -0.0227913+0.00810602j 0.0110563+0.0170618j 0.00201378-0.00715866j -0.0302252+0.0102901j -0.033469-0.02937j -0.0424988-0.0473546j 0.0438923+0.0152051j -0.117661-0.00093086j 0.0674348+0.0361608j 0.110377+0.0376873j -0.0267968+0.0428542j -0.0664717-0.0754817j -0.286369+0.131479j 0.139741-0.184656j 0.0571792+0.195951j 0.00537099+0.050278j 0.0869803-0.165789j 0.0564589+0.029417j 0.0425284-0.0666657j -0.0325443+0.0112313j -0.0707724+0.00250459j -0.0455816+0.0245293j -0.0169554-0.0144589j -0.00969391-0.0536262j -0.00925333+0.0601541j -0.0528815+0.0102505j -0.00612699-0.00763916j 0.033457+0.0087642j 0.0502532-0.0324833j 0.0781811+0.028671j -0.0439749-0.034413j -0.0522137+0.0259531j -0.049421-0.0110031j -0.0294508-0.0416486j 0.110658-0.04126j -0.0894548-0.074105j -0.0955093+0.0558697j -0.0632604-0.162378j 0.0149534+0.0217286j -0.0173696+0.0281083j 0.098496+0.00585858j -0.0367267+0.0304602j 0.00187492-0.00168019j -0.0110533-0.0883647j -0.0208973+0.00246222j -0.0168868+0.00326377j 0.00859063+0.0153473j 0.00804878-0.0340962j -0.0256529+0.0104568j 0.0188577+0.00557137j 0.0050351-0.0264161j 0.0245412+0.00905571j -0.0205691+0.0115359j 0.0339745-0.0167962j 0.00633208+0.0108914j -0.0130594+0.0130772j -0.00976501-0.00469184j -0.0263871+0.0108057j 0.0397955+0.013742j 0.0218952-0.0052115j 0.0185709+0.0208933j 0.0238674+0.0099134j -0.0138315-0.0114028j 0.0336865+0.0467377j -0.00327456+0.0292067j 0.0482944-0.00231498j 0.00292901-0.0292942j 0.00178843-0.00826487j -0.005022+0.00665712j -0.0033801+0.0231487j -0.00844457-0.0129005j -0.0136187+0.0147673j 0.00722127-0.00678818j -8.56493e-07-0.000938419j 0.0132113+0.00866459j 0.00167747-0.0161426j -0.00467574+0.0238398j 0.000952311+0.00583426j 
-0.0114642-0.0166366j -0.0036357+0.0193115j 0.0210556-0.00254192j -0.00928789+0.00157381j -0.00379213-0.0649714j -0.0565616-0.0154645j -0.00555+0.00266569j 0.0426511+0.00403183j 0.00542741+0.00830457j 0.00665492+0.000147584j 0.073103-0.00547601j -0.0329721+0.0376564j 0.0657505-0.0378924j -0.0304694+0.0181727j 0.0978998-0.000589566j 0.0914395-0.0329603j 0.0194838-0.00817978j -0.00580839-0.00596647j 0.00525556-0.0298325j 0.00317786-0.00280997j -0.0112759+0.0359332j -0.0549604-0.0390596j 0.069431+0.041252j 3.85491e-05-0.0675947j -0.0468781+0.00292764j -0.107862-0.163697j -0.00878148-0.00585219j -0.051101+0.0119756j 0.149846+0.154292j -0.0649877-0.109066j -0.0697434+0.000792367j -0.0859073+0.160399j -0.0979105-0.117383j 0.191885+0.0998597j -0.136067-0.237517j -0.0292058+0.0243004j 0.058072+0.00576623j 0.0193844+0.0540055j -0.0289331-0.0228273j 0.0455342+0.0457803j 0.0277205-0.0616933j 0.0680834-0.0583076j -0.00543894+0.017602j -0.0267928-0.00171168j -0.048336-0.000932793j -0.0325306+0.0384906j -0.000866148-0.0512494j 0.0348177+0.00769649j 0.0439008+0.0469175j -0.0556266+0.00680437j 0.00205362-0.0119267j 0.0448974-0.034326j -0.0456262-0.0558854j -0.084145+0.0516375j -0.0474573-0.0544617j 0.0405275+0.0382759j -0.0882165+0.0232382j -0.00260801+0.0673154j 0.00779877+0.00580839j -0.0120334+0.00716764j 0.001506-0.0557742j -0.0153661+0.0247687j -0.031034+0.0242495j 6.23659e-05-0.00993189j 0.0187147-0.0481452j -0.00889327+0.0206187j 0.0310615-0.0189845j -0.0374718-0.000428451j -0.000614768+0.000939967j -0.00736359-0.0126265j -0.038272-0.0126761j 0.00295433+0.0226045j 0.039495+0.0114093j -0.00884027-0.0102967j 0.0734012+0.000349716j -0.052009+0.0189203j -0.0267036-0.00479454j 0.0356355-0.0211001j -0.0207583+0.0268616j -0.0297413-0.0362018j 0.0223253-0.00818224j 0.00053095+0.0490089j -0.0145511-0.0165292j 0.0103997-0.0173149j 0.00517321-0.00631742j -0.015325-0.0109765j -0.0291505-0.0124907j 0.00186424+0.0339295j -0.0144724-0.00210018j 0.00500975-0.00840439j -0.016144+0.0136194j 0.0217963-0.019487j -0.0128174-0.00296062j -0.0179261-0.0354555j -0.0184462-0.0155083j 
0.00195237-0.000979263j -0.00883259-0.00890027j -0.0167973-0.00293058j 0.0123344+0.00184618j 0.0251431+0.0416872j 0.0621258-0.0446109j 0.00797064+0.0142321j -0.0504844+0.00595203j 0.0672611-0.0677234j -0.00293414+0.0233459j -0.0290031-0.00775474j 0.0377288-0.0191571j -0.0483245+0.003259j 0.0467403+0.00120348j -0.0554813-0.00742885j -0.0342516+0.0199084j 0.0617691+0.0224878j 0.013378+0.0354085j 0.0140101+0.0160001j 0.0396119+0.0549539j -0.0106899-0.00275368j 0.0455765-0.02011j -0.00795317+0.0179323j 0.00588588+0.0444367j 0.00510536-0.0207024j 0.0174639+0.00998339j 0.0374778+0.134391j 0.00550892-0.00641109j -0.00450917+0.139383j 0.0682175-0.0870125j 0.00515611+0.0864024j 0.100134+0.214144j -0.000702243-0.141599j -0.128229+0.0385237j 0.0732353+0.0306768j 0.0587483+0.279507j -0.0404645-0.0464851j -0.0425219-0.0122725j 0.0218016+0.032591j -0.0119416-0.0175118j 0.00553956+0.00814297j -0.00486832+0.0622953j -0.117428+0.00494621j -0.0896546+0.0126867j -0.00415694+0.0444983j 0.0256655-0.0545386j 0.109061-0.090163j 0.134257+0.0308437j 0.0493555+0.073669j 0.0734452-0.0117616j -0.0523186-0.136954j 0.0714489+0.0247354j 0.0582495+0.0144971j 0.034737-0.0349037j -0.00878178+0.0183297j -0.0241481-0.00230926j -0.0913078-0.0168412j 0.0275409-0.00363104j -0.0206311+0.118255j 0.0387747+0.0139975j -0.0241423-0.097802j -0.0868905+0.00436283j -0.0358458-0.000858038j -0.0031688+0.0124934j 0.00181521+0.0310431j -0.000213123-0.0192712j -0.00704605+0.0149669j -0.00455551+0.00929735j -0.0255781-0.00832772j -0.0130302+0.011529j 0.0173491-0.00609397j -0.0114429-0.0113625j -0.00019356-0.0185914j 0.0146108+0.0052915j -0.0204959-0.0035125j -0.0038854-0.0153312j 0.0214943+0.0136988j -0.0197855+0.00512827j 0.00672325+0.0024632j 0.0280249+0.0143575j -0.00402911-0.00458447j -0.00342889-0.0148941j 0.0382455+0.025338j -0.00893332+0.013236j -0.000595222-0.0061872j -0.0156617+0.0286303j 0.0378838+0.0185021j -0.0126011+0.018221j 0.0163113+0.0220215j 0.0110388+0.00448385j -0.00297179-0.0158377j 0.00877973+0.0412693j 0.00460353-0.0260105j 0.00304082-0.0248619j 0.0188088+0.0482297j 
-0.0232833+0.00574863j -0.0553211+0.0118616j -0.0300217-0.00743338j -0.0469328+0.0052563j 0.0971101+0.00331633j 0.0226844+0.0257164j -0.0538723-0.0137077j 0.00535326-0.0115366j 0.00875257+0.00264699j -0.0135598+0.00137394j 0.0161634-0.00317009j 0.0352611-0.0105223j 0.0451968+0.00647971j 0.0585492-0.000397955j -0.0240726-0.00199669j 0.0156341-0.00939668j 0.111934+0.00380032j 0.0110577+0.0126713j 0.052928-0.0012395j 0.12199-0.013159j -0.0594969+0.00186418j -0.0259866-0.00122727j 0.0280224-0.0403065j -0.0495473-0.00499924j 0.00473434+0.0141048j -0.139322+0.0362321j 0.00993886-0.00306273j -0.148423-0.0019313j 0.459826-0.0687887j 0.00151264+0.0490618j 0.10759+0.00725441j 0.111566-0.0637792j -0.0697477+0.00749104j -0.0761914+0.0167978j -0.00288642+0.0561279j 0.191766-0.0413118j -0.0604011-0.0158348j -0.0106849-0.0147486j 0.0386929-0.0308648j 0.000165348-0.0716455j -0.00633172+0.0168982j 0.00858177-0.00648699j 0.00513242+0.0263163j 0.0902398+0.028631j -0.00069183+0.0299942j 0.025431-0.000737366j -0.016811+0.0274565j -0.018706-0.024267j -0.00948796-0.0208586j 0.0246369+0.01883j -0.00266375+0.0107994j 0.110896+0.00487285j 0.0130292-0.0518929j 0.00576671+0.0285004j 0.00612676-0.0197064j 0.00951016-0.0909439j 0.00959706-0.0105093j 0.00192908+0.0103335j 0.0352334+0.00862193j 0.00553928-0.052121j 0.0191437+0.00904284j -0.0244522+0.00785529j 0.0479819+0.011618j -0.00314888-0.00767425j 0.0421317+0.0164596j 0.00192615-0.0132979j 0.00386438+0.0144525j 0.0118247+0.0272006j -0.0216167+0.0194882j -0.0317745+0.0138123j -0.0171944+0.0221587j 0.0054568-0.022278j 0.000368952-0.0338525j 0.0111426-6.58218e-05j -0.0288724-0.0138015j -0.00665659+0.0392349j 0.00344322+0.00533662j -0.0166857-0.00265763j 0.0410795+0.0301627j 0.012037+0.00307655j -0.00081061+0.0216098j 0.00279117-0.013661j 0.0271955+0.00527923j -0.00544317+0.00234652j -0.00117574-0.0135283j 0.00878528-0.00958974j 0.00996022-0.0139102j 0.00797445-0.0281743j 0.000993832-0.0162369j -0.00645517+0.00536206j 0.00144019-0.0124881j -0.0153928+0.0166724j 0.014844-0.000601471j -0.00643648+0.0104389j 0.0226574+0.000217381j 
0.00188223-0.0202129j -0.0116662+0.0104337j -0.000226255-0.00819333j -0.0138682-0.00198876j 0.00883939-0.0118426j -0.0043583-0.0200218j 0.0123709-0.00918134j 0.00026401-0.0193289j 0.009873-0.000547306j -0.00476915+0.00872127j -0.00198162-0.00900452j -0.0139135+0.0197496j 0.0135168-0.0181933j -0.000957015+0.00752073j -0.00944686+0.00462602j -0.00475444-0.00937823j 0.00733617+0.0245272j 0.0107066+0.0189698j 0.0240022-0.0310457j 0.0116796+0.00761839j -0.00320444+0.000407897j 0.00863636+0.027897j 0.0024377-0.00587203j 0.0244716-0.0748448j -0.009343+0.067572j -0.0147943-0.11861j -0.0292723-0.0650427j 0.0196863+0.0130114j -0.0343186+0.1539j -0.00896496+0.576924j 0.00501824-0.10298j -0.00270431-0.015245j 0.0102963-0.0992072j -0.0331731+0.0623574j 0.00798194-0.034718j -0.0146121+0.0562397j 0.0173758+0.000939308j 0.00693682+0.00505873j -0.00256025-0.0195496j 0.00254786-0.00484315j 0.00221766+0.00097343j 0.0246708-0.0226735j -0.00452098-0.00851608j -0.0245733-0.00860371j -0.0494515+0.0175401j 0.00426124-0.0657335j -0.0240707-0.0862235j 0.00662805+0.0505558j 0.0170994-0.00804473j 0.0446561+0.0272683j -0.0236404+0.0346221j -0.000184059+0.0039465j 0.0331019+0.00332513j 0.0324896-0.0668904j 0.0102252+0.0619512j -0.0207724-0.0688221j -0.0186946+0.000875384j -0.0285836+0.0385628j 0.0116156+0.0456706j 9.08281e-05+0.0218355j 0.00490738+0.0385944j -0.00308677-0.0114732j 0.0132326+0.00179765j -0.00526242-0.00228212j 0.00414762+0.0168091j 0.00246694-0.0236774j -0.0200624+0.00502616j -0.00507033+0.00647025j -0.0105001-0.00861473j 0.00661278-0.00311363j -0.0100958-0.00284488j 0.00579795-0.00500672j 0.0242645-0.00879115j 0.0171877+0.0233784j 0.0129823-7.62758e-05j -0.0242947-0.00649258j -0.00267523+0.00306907j 0.00830609-0.00960825j -0.0108911-0.00596324j -0.014918-0.00825849j -0.00134416-0.00414169j 0.0225946-0.00440016j 0.00753471+0.00585002j 0.000617166-0.0149502j 0.0028484-0.00358568j 0.000672711-0.0116249j -0.000398721-0.0175713j -0.00403491+0.012023j 0.00139087-0.000487765j -0.00408819+0.000569465j 0.00236552-0.0107991j -0.00690532-0.00237507j 0.00762188-0.00818297j -0.00114387-0.010454j 7.77449e-06+0.00946101j 
0.00768066+0.0141571j 0.00751043-0.0123082j 0.00143387-0.0027572j -0.0147356+0.00854942j 0.0139013+0.0175368j 0.0155384+0.0312345j 0.000997188+0.0166046j -0.000698826+0.0340529j 0.00694538-0.00258337j -0.0152792-0.00350645j -0.054269-0.00933606j -0.0139787+0.0324745j -0.000256176-0.0540619j 0.0197054+0.0112058j 4.62294e-05+0.0146282j -0.00997211-0.0207386j 0.00936934+0.0283064j -0.0145818+0.0109738j 0.00377563+0.0160486j -0.00185272+0.000444885j -0.0240415-0.0199961j 0.016291-0.136985j -0.020031-0.0577095j -0.00359937-0.0694661j -0.0148882-0.0105704j -0.0189044-0.040148j 0.00325368-0.146216j 0.00559974-0.0659987j -0.0252587+0.194507j 0.00747221-0.154778j 0.0463035-0.130799j -0.025449-0.222713j -0.00398444-0.090914j -0.0232685-0.020377j 0.0591692-0.0369715j 0.00571529-0.00502991j 0.0168956+0.0254776j -0.0399631+0.00365982j -0.0136943-0.0044161j -0.0202783-0.0464213j -0.00400936-0.18j 0.0179082+0.0189922j -0.0964026+0.00366861j -0.0343688-0.0195034j 0.007693+0.029541j 0.0868211-0.21132j -0.0616584+0.0935359j -0.122783-0.118383j -0.0858695-0.0183163j 0.237157+0.00626866j -0.100246-0.021141j -0.0294593+0.0305197j -0.00153989+0.0857705j -0.0538828+0.000399548j -0.0234016-0.050631j 0.00629995-0.00729817j -0.0145689+0.0205954j 0.0249326+0.00367137j 0.00557501+0.0431561j -0.0193591+0.0172089j -0.00264326-0.00256661j 0.00235413-0.00321771j 0.000189774-0.0037443j -0.0117759+0.0447504j 0.0214691+0.00414561j -0.0336938-0.0286099j -0.004541+0.0107548j -0.0481179-0.0279637j -0.00264953-0.0274975j -0.0356006-0.014265j 0.024889-0.0186592j 0.00388452-0.00700258j 0.0462777-0.0193618j 0.0144649+0.0228646j -0.0262143+0.0165571j -0.0233875-0.0277788j 0.0422995-0.000706528j 0.0027068-0.00734048j 0.0037278+0.0278221j 0.0144116+0.00695008j 0.00681483+0.0596854j 0.046713-0.00683402j 0.0081708-0.00345445j 0.0038875+0.0343911j 0.00993905-0.0250231j -0.00299345-0.0333442j -0.00435278-0.0433415j -0.000587591+0.0132594j -0.0107394+0.00664226j -0.00479126-0.000526942j -0.00202289-0.000402645j 0.00355449-0.0192612j -0.00250882-0.0184817j 0.00650064+0.00811309j 0.00222202-0.0207166j 
0.0328349+0.031093j 0.00892439-0.0175356j -0.0178712+0.0150627j 0.0405243-0.00562803j -0.0593187+0.00457911j -0.0382672+0.00793965j 0.0220055+0.0149337j -0.00721202+0.0208776j 0.0256503+0.0104849j 0.0256661-0.0360324j 0.017826-0.00957607j 0.00304213-0.0415519j 0.00773457-0.0113894j -0.00477093-0.0354271j 0.0884674+0.0227277j 0.00307092+0.00344046j -0.0182689-0.0414114j -0.00175482+0.0146621j -0.0461505+0.0221825j -0.0626479-0.00896362j 0.0741778+0.0123255j -0.0238418-0.064572j 0.0767611-0.0521274j -0.019737+0.0791034j 0.0655982-0.0753167j -0.0959861+0.06252j -0.0627733+0.0121194j -0.00967388+0.0215261j 0.0789285-0.273254j 0.0365713+0.0461444j -0.159795-0.236949j -0.168183+0.0513991j -0.0604147+0.0293911j 0.0906945-0.0240445j -0.120188+0.0672878j -0.0641225+0.0126351j -0.006832-0.0100219j 0.00561801-0.0164082j 0.00288279-0.0370066j 0.055919-0.0342929j 0.0389552-0.0406822j -0.00439566+0.0810361j -0.0638922-0.0141342j -0.0218514+0.0145422j 0.0822311+0.0538927j -0.00587759-0.0997903j 0.00249056-0.0204662j 0.0612632+0.00275262j 0.00823234-0.0139949j 0.124125-0.0236052j -0.0720894-0.0743254j -0.00293957+0.0248939j 0.0496865+0.0352164j 0.116177-0.0383498j 0.0579099+0.0801361j 0.0053681-0.0705567j -0.052293-0.00455767j 0.0369813+0.0503583j -0.0102254+0.0788857j -0.0511274+0.0381922j -0.0181649-0.0207455j -0.00976379+0.0313533j -0.0567875-0.00702242j -0.00252151+0.0105453j -0.0317362-0.0183939j -0.000968914-0.0324717j -0.00526622-0.0203702j -0.00652998+0.0476538j -0.0227348-0.00391383j -0.0202819+0.0156161j 0.0184572+0.0420072j -0.00183311-0.000840158j 0.0154325+0.00753879j -0.0387333-0.00485515j -0.00434304-0.0196842j 0.0384005+0.0305217j 0.00291513-0.00111718j -0.0130929-0.00707338j 0.0224231-0.0143774j 0.0461781+0.00583424j 0.0299971-0.00495787j -0.028913-0.0170229j -0.022785+0.0170992j 0.0104675+0.0407769j 0.0067524+0.0373874j -0.0264845+0.0344809j -0.0133461+0.032102j -0.010311+0.0410626j 0.0132697+0.0222354j 0.00920527-0.00533415j -0.0131346+0.031859j 0.0174319-0.0251921j -0.0237-0.00575409j -0.00703293-0.0158984j -0.0146386+0.00305388j 
-0.0103459-0.0208813j 0.00163044+0.030044j 0.00614379-0.0140471j -0.020237+0.00606042j 0.0218324-0.048357j 0.0209462+0.010602j 0.00810378-0.0214705j -2.88501e-05-0.0432464j 0.0145361-0.00468668j -0.0236753+0.00833944j -0.0173561-0.0150434j -0.00466786+0.00241817j 0.0161262-0.0246971j 0.00394832-0.00254211j -0.0170948-0.0182226j 0.00863432-0.018295j 0.040288+0.0262137j -0.000187821+0.0464574j 0.0193552-0.0768143j 0.0403979-0.0141164j -0.021512+0.000627016j 0.00576575-0.0210993j -0.00633052-0.0177652j 0.0165069-0.0446159j -0.0592772-0.0336028j -0.00154182-0.141942j 0.0235132+0.262215j 0.00874546+0.0247609j -0.0838021-0.422568j -0.0058723+0.0299147j 0.0508441+0.104227j 0.0257085-0.0392084j -0.0302076-0.143956j -0.0314908+0.0805678j 0.0478713-0.0894319j 0.0339972+0.0124728j 0.013106+0.0130972j -0.0102728+0.0322261j -0.00966344-0.010048j -0.0133904-0.0233809j 0.000884738-0.0793902j 0.0355667-0.175538j -0.0400624-0.0149537j -0.0329724-0.0318818j -0.082941-0.0346061j 0.0382369-0.0306202j -0.0398746-0.0357446j -0.052542-0.00582694j 0.000492335-0.0330085j 0.0978764-0.00706191j -0.0384399+0.000243813j -0.0641785+0.0431518j 0.022229+0.0971688j -0.0772517-0.0302133j -0.0368313-0.0109689j 0.00703261+0.0681217j -0.0248687+0.00633417j -0.00979309+0.0153008j -0.000306259-0.00383325j 0.0044542-0.00826153j 0.0167866+0.0158637j -0.00994131+0.000230463j 0.0140579+0.00396562j -0.00670089+0.0225614j 0.00873789-0.0394943j -0.0125674-0.00949044j -0.00936519+0.00811199j -0.0163883-0.0274626j 0.0110573-0.013308j -0.00611021+0.00282012j 0.00470357-0.0213917j 0.016997-0.00377101j 0.0286907-0.0310447j 0.0230392+0.0237704j -0.0143173+0.00289626j -0.0315416-0.0285576j 0.00503984+0.0135064j 0.0117114-0.0140563j -0.00162192+0.0145557j -0.0174708-0.0204481j 0.00073168+0.00503901j 0.0389976+0.00951787j 0.0230103+0.00835228j 0.00217948-0.00237747j 0.00304847-0.0360029j 0.00923038-0.0276073j 0.000414708-0.0308967j 0.000985011+0.00779569j -0.0060463-0.010439j -0.00476806+0.00702599j 0.00602267-0.00988885j 0.000739537+0.00757568j 0.0105729-0.00621828j -0.00685736-0.00372492j 0.00774291-0.00248158j 
