0.0297227+0.00158682j 0.0734146-0.0107824j -0.0652532+0.00554913j -0.0285512-0.00155803j -0.028237-0.0016691j -0.00519429+0.00160412j 0.0119833-0.00148776j 0.00348481-0.00109428j 0.0322922-0.000977264j -0.0237966+0.00305505j 0.0673213-0.000363377j -0.00786622+0.00191945j -0.241806-0.00296216j -0.0720802+0.00552982j -0.000577997-0.00231624j -0.0678351+0.00289227j 0.090019-0.0050925j -0.00481253-0.00650723j 0.0325217-0.00080481j 0.00332596+0.00158174j 0.0375491-0.000167202j -0.00804149+0.00102638j -0.0186991+0.000959702j -0.000833639+0.00683142j 0.0159872+0.00494283j 0.00279008-0.00275368j 0.0701822-0.00267308j 0.0191116+0.000530232j -0.00124571+0.00207579j -0.00853827-0.000701202j 0.001038-0.00243629j 0.000381016+0.00132746j 0.017372+0.00358535j 0.0302928-0.000504283j -0.0030439-0.00683109j 0.0202201+0.00564966j -0.0529375+0.00292307j 0.0459466-0.00390481j 0.0666183-0.00642543j -0.0652008-0.00159989j 0.0637867+0.0025187j -0.0306288-1.16741e-06j 0.0880726-0.00849659j 0.0881451+0.000894675j 0.0863349-0.0110662j -0.254268-0.0111485j 0.0123617-0.0426827j -0.017347-0.00117344j 0.0237184-0.0114277j 0.0175517+0.00834412j 0.00782172-0.00615922j 0.00628696+0.00239708j -0.0226919-0.00308807j -0.0607118-0.0159619j 0.0452941+0.00448498j -0.0390111-0.00486531j -0.017184-0.0114j -0.00301413+0.00543826j -0.0477163-0.0239988j 0.0932911+0.00202151j 0.0449778-0.0200523j 0.00148643-0.0227997j 0.00862585-0.0306325j 0.080907+0.0589938j 0.0297088+0.00352873j -0.0350327-0.000637188j -0.27111+0.0229731j -0.329654-0.118207j 0.273607-0.0725475j 
-0.0403621-0.00187076j 0.0465233+0.00946587j 0.0297731-0.0142741j -0.125329-0.0156931j 0.029378+0.0100345j -0.0347308+0.0351775j 0.0426633-0.000671664j 0.0274732+0.0124364j -0.0106204-0.00163213j 0.0276895-0.0132429j 0.115495+0.00311663j 0.0197952+0.0095262j -0.0147273+0.0200452j -0.00469985-0.00896959j 0.0171857-0.0317779j -0.0137836-0.0248471j 0.00516393+0.0182346j 0.00283687-0.00954666j -0.23062-0.00690631j 0.0941711+0.0205646j 0.0130464+0.0186871j -0.16122-0.00482361j 0.117657+0.00455272j -0.21393-0.000365221j -0.217336+0.012831j -0.0237785+0.00957749j 0.112947+0.0126841j -0.259658+0.00445624j 0.439446-0.00307404j -0.146965+0.00190104j -0.409967-0.00385452j -0.0451399+0.00481706j 0.253965-0.013241j 0.0579318-0.00823164j 0.0410096+0.00125275j 0.0518546+0.00030313j 0.0150392+0.00360522j -0.0889329+0.00792451j -0.114363+0.0111457j -0.0403257+0.00297865j -0.0171322+0.00881285j -0.00446204+0.0135897j -0.0237678-0.00986828j -0.0444945-0.00655649j 0.0575815+0.0146019j 0.0343529+0.00755282j -0.0203175+0.00119842j -0.0219841-0.00564541j -0.000897392+0.0118831j -0.00465734-0.00201652j 0.0257503-0.006403j -0.00519526-0.00467141j 0.0200392+0.00828183j 0.0276921+0.0149238j -0.0151109-0.00214841j -0.00320316+0.00532256j -0.0103257-0.00399568j -0.0483657-0.00461505j 0.0471083+0.0122894j 0.00621728-0.00683089j 0.00476229+0.0183333j -0.0252111-0.00325661j -0.00524678+0.000120981j 0.00323933-0.0174026j -0.00229001-0.00342709j -0.0198687-0.0793443j 0.00713358+0.0340527j 0.0017252+0.0332935j 0.0206355-0.0188744j 
-0.00731227-0.0152639j -0.0118055-0.0388314j -0.0159149+0.0211314j -0.0555226-0.00176192j 0.00177647-0.00446152j 0.0565444+0.0217435j 0.0607782-0.00325588j 0.0815203-0.000533774j 0.0609316-0.00269007j -0.00965049-0.00564668j -0.049199+0.000730453j 0.0638978-0.01351j 0.0461619-0.0153949j -0.0351312+0.00475084j -0.0484776-0.0126158j 0.00294481+0.000382426j 0.127288+0.00947228j -0.0157086-0.0395046j 0.0566937-0.00312835j 0.0264975+0.0203932j 0.0936209-0.00967761j -0.125675-0.00232693j -0.00564395+0.00137768j 0.0919193+0.0246843j -0.154158+0.0311643j -0.170944-0.0123054j 0.107848+0.00505876j -0.0437852-0.00385055j -0.0515903+0.00748595j 0.126181+0.00131929j -0.0772558-0.00976844j -0.135264-0.00444464j -0.0438809+0.00023007j 0.0190254-0.00539817j -0.00125077-0.0393748j -0.031825+0.0304745j 0.0478136+0.0313014j -0.0204931+0.00278435j 0.0794934-0.00566452j -0.135979-0.0213233j 0.0216837+0.0035039j 0.00266218-0.0510068j 0.0407215-0.0248272j 0.187903+0.0570831j -0.00969544-0.0571811j 0.0347011-0.0180698j -0.017985-0.192408j 0.0299745-0.0170651j -0.0200178-0.0520422j -0.0175082+0.0364979j -0.0177305-0.0228355j 0.0138022+0.00802465j 0.00374518-0.0136173j -0.00367267-0.0660778j -0.0311188+0.0389684j 0.0330119-0.0143265j -0.0132129-0.0200175j 0.00760165+0.0223882j 0.00116171-0.0638369j -0.013114-0.0225649j 0.0276266-0.0778014j -0.0219364-0.030772j 0.0195143-0.119647j -0.0446414+0.208792j -0.00740271+0.0162986j 0.00585452+0.00758094j 0.0775651+0.0531118j 0.0236532-0.207928j -0.0304304-0.17416j 
-0.0104529-0.0397246j 0.0149629-0.0307954j -0.139506-0.0661618j -0.0381694-0.0736944j -0.0652949+0.00393393j 0.0494626+0.147881j 0.0309545-0.00515881j 0.0031203+0.0530731j -0.00529926-0.0130797j -0.0479296-0.0607219j -0.0365593+0.00522238j 0.00262113+0.0198712j -0.0707488+0.0520292j -0.116014-0.0200279j 0.00491617-0.0629342j -0.0215271-0.0514547j 0.0218133+0.0330638j -0.0512856-0.0524963j -0.0354518-0.0135971j -0.0298925+0.0155407j -0.137372+0.0273832j 0.160849+0.0130206j 0.0797851+0.0228877j -0.0909349+0.0333542j 0.326819+0.0325072j 0.373972+0.0100851j -0.00511566+0.0704142j -0.0208888-0.0125829j -0.0493734-0.00155274j 0.0269154-0.00207999j -0.151706-0.0194024j 0.0914146-0.0222796j -0.0218561-0.00546711j -0.00350085+0.00269403j -0.125337-0.00492706j -0.0443684-0.00705678j 0.0830378-0.025557j -0.0599886+0.00206992j 0.0596368+0.0709891j -0.0139867+0.0156329j 0.0821914-0.00683267j -0.0692803+0.0392307j 0.0193789+0.0545916j 0.174741+0.0106229j -0.0309005-0.0291332j 0.0700617+0.0784878j 0.0196505-0.012318j -0.0523602+0.00700782j 0.00523816+0.0325356j 0.00204567-0.0207153j 0.00242051-0.00642233j 0.0102436-0.0063423j 0.0155265+0.00920893j -0.00275311+0.0182306j 0.0587791+0.00208823j 0.0123207+0.000315287j -0.0021125+0.0228781j 0.0115034+0.0189955j -0.00407801+0.0198722j -0.0506484-0.0428394j -0.00969343+0.0027289j -0.0325917-0.0466547j -0.0144269-0.037373j -0.00991582-0.0399703j 0.00403482-0.0137443j 0.0098664+0.0295157j 0.0231481+0.183618j 0.0278914+0.139106j 0.0319917-0.197594j 
-0.0762601+0.0193744j -0.0290994+0.0277857j -0.103656+0.0546068j -0.0810921+0.0396856j -0.0256976-7.01539e-05j -0.110224-0.095187j -1.5839e-05-0.00169437j -0.102331-0.0363705j -0.0390203+0.00319016j 0.0238698+0.0422483j 0.0587158+0.00372508j 0.0670138-0.0119755j 0.0449715-0.0515485j 0.0946878+0.0127744j -0.0143675+0.0194387j 0.00570118+0.0482571j -0.0407035-0.0267297j -0.0454552+0.0353772j -0.0247772-0.025011j -0.0941815-0.017081j -0.198023-0.0474445j 0.192637-0.00643227j 0.0650658-0.0316783j -0.232119-0.000792325j 0.19847-0.0226523j 0.489687-0.0134653j -0.0396593-0.0523275j -0.0751524+0.0140537j 0.0155443-0.000541423j 0.0337627+0.00282142j -0.135993+0.0176404j 0.0384877+0.019309j -0.0408684-0.00626278j -0.0101035-0.0117505j -0.0458392-0.0200658j 0.0200793+0.0229077j 0.0257246+0.0410942j -0.0242707+0.0138564j -0.046449-0.0518988j 0.0191879-0.0251282j -0.0752745+0.0206641j 0.0592371-0.0522734j -0.0746545-0.0631781j -0.0815088+0.0147047j 0.0316291+0.00685253j -0.0365673-0.0680814j 0.00492414-0.0878216j -0.0614847-0.0195031j 0.00822233-0.0422485j 0.0203558+0.0355945j -0.00141836-0.00987461j 0.0119417+0.00710093j 0.0389492-0.0104393j 0.0591302-0.0410327j -0.0430804+0.0179761j 0.0298303-0.00562444j -0.0504309-0.0361126j -0.00306319+0.00668326j -0.0107957-0.0341404j 0.0644835+0.0145383j 0.0400635-0.0319461j 0.00889187+0.0349809j 0.0140733-0.0267302j -0.0297382+0.114798j -0.00354169+0.0219284j 0.00222233-0.0286448j 0.00176152-0.117744j -0.0168336-0.199761j -0.0400403+0.0787142j 
-0.0715534+0.0243276j 0.0564517+0.025964j 0.0563892+0.021987j -0.107215+0.0176703j -0.0348235-0.0137647j -0.00513698-0.0223211j 0.138186+0.0137449j -0.0401039-0.0122226j 0.0878851+0.00439376j -0.0939992+0.0169618j -0.0578783-0.00342545j -0.0329522+0.00655443j -0.0340595+0.00463506j -0.022233-0.00281495j -0.0591439-0.00308368j -0.0847511+0.016594j 0.148474-0.00762792j -0.0256317-0.0348843j 0.141693+0.00517886j -0.346514-0.00561361j -0.0229635-0.0169561j -0.146905-0.00935558j 0.394926+0.00532295j -0.0954775-0.0132748j -0.158252-0.0388886j 0.0769968+0.0153866j 0.0700446-0.0275225j 0.120134+0.00915378j -0.0977404-0.00236872j 0.0482408-0.0023681j -0.0671802+0.00503503j 0.0272744-0.000906944j 0.0589202-0.00527455j 0.0463077-0.00678884j 0.060041+0.014535j -0.0909048-0.0167357j 0.132717-0.0290614j 0.0590141+0.0119396j 0.161374-0.00566861j -0.29+0.00192463j 0.0223242-0.00246011j 0.0375005+0.0231046j 0.0877507+0.011759j 0.229159-0.0223981j -0.0243233+0.0247313j -0.0895023-0.00630041j 0.0453515+0.104227j -0.0139317+0.00128558j 0.057788-0.00397758j -0.00176976-0.00870205j 0.0234578+0.0111876j 0.0271093-0.00163067j -0.0164009+0.0029255j -0.0219822+0.022916j 0.0116806-0.0168066j 0.00249942+0.0102629j -0.00388352+0.0142548j -0.0145325-0.00717465j -0.0225731+0.0247313j 0.0360142+0.0283304j 0.0507775+0.0361758j -0.0308915+0.0214993j 0.0448338+0.0561471j -0.0363657-0.0760528j -0.004755-0.00449143j 0.00638696-0.0101998j -0.00734149-0.0598648j -0.0138784+0.065052j -0.0562384+0.0873417j 
0.0776683+0.0214066j -0.0329023+0.000152287j -0.101316+0.0355118j -0.0742612+0.0243448j -0.0102693-0.00592532j 0.077172-0.0741328j -0.0296508+0.00669786j 0.074715-0.0267623j -0.0308769+0.00908746j -0.0160987+0.0314152j -0.0501466-0.00278718j -0.0453542-0.00467082j -0.119249-0.0199948j -0.0702878+0.00199502j -0.0949224+0.0231061j 0.0321089+0.032383j 0.0694758-0.012939j 0.0131342+0.0306433j 0.0274157+0.0022535j 0.159767-0.0136158j 0.0496348-0.0172179j 0.0583239-0.000370262j -0.332608-0.0175598j -0.0941096-0.0136314j 0.0476049-0.0397577j 0.109577+0.00987263j 0.146352-0.0517743j -0.239284-0.00103408j -0.0129659+0.00215924j 0.0374574+0.000309278j 0.0313953+0.0118144j -0.139679+0.00136931j 0.0103397-0.008661j 0.0164182-0.00385065j 0.0299361+0.0267549j -0.0943715-0.0211826j 0.000986537-0.0116701j -0.00424468+0.00909021j 0.0634416-0.0328562j -0.0591432+0.0109323j 0.0781149-0.0062937j 0.0122786-0.0025035j 0.188499-0.0157205j 0.0282448-0.0429352j -0.0919242+0.028639j -0.0412715-0.0246324j 0.0326147+0.126235j -0.0191955+0.00303172j -0.0414262+0.0396154j 0.0138454-0.0163817j 0.0192149+0.0312858j 0.0155908+0.00195358j -0.0118183-0.00561268j -0.0318589+0.00330363j 0.0261787-0.0116491j -0.0189804+0.00165972j 0.0600421+0.0100452j 0.0204521-0.004895j 0.0218746+0.0123825j -0.0618809+0.0681955j -0.00682502+0.0391289j -0.0736649+0.0342692j -0.0259295+0.0911908j -0.017418-0.0603562j -0.00506793-0.00387402j 0.0227884-0.012301j 0.108029-0.111522j -0.037131+0.0615196j 0.0551929+0.138085j 
-0.0953659-0.0438368j -0.147488+0.0114458j 0.00403162-0.0156264j -0.013893+0.011696j 0.0828235-0.00508853j -0.00847446+0.0125647j -0.0415329+0.000597189j -0.0077318+0.0105517j 0.0595148-0.00491776j -0.0716622-0.0161178j 0.0522198-0.0017909j 0.0753748-0.00984317j 0.124936+0.00203205j -0.0346297-0.00523196j -0.198933+0.00893803j -0.0897541+0.000524568j -0.127353+0.0237247j -0.0682037-0.0117176j 0.0264997+0.00289956j -0.234215-0.0190746j 0.219528+0.0130745j -0.0149803-0.011946j -0.251801-0.0212173j -0.287263-0.020708j -0.0287939+0.00470569j -0.0507888-0.00266764j 0.154943+0.0232105j 0.131307+0.0095115j -0.0976394-0.00170202j -0.0700415-0.00120707j -0.04418+0.00476977j 0.269177+0.0114734j 0.125789+0.000464552j -0.0261322+0.00487637j -0.261496+0.0140525j 0.1673-0.0045502j -0.171761+0.0041958j 0.107557+0.00136826j -0.0232373-0.00822937j -0.0679578+0.026503j 0.0579681-0.00168998j 0.136826-0.0187029j 0.116584+0.00515065j -0.0818198+0.0189962j 0.0381774+0.015881j -0.181336+0.0173444j -0.0262844-0.0249359j 0.00682771-0.0017318j 0.0172756-0.0174836j -0.00212663+0.00128737j -0.038324-0.00733845j 0.000902936-0.000318516j 0.00758176+0.00251613j -0.0148768+0.00459068j -0.00984631-0.0162134j -0.018493+0.00934905j -0.0164222-0.00577608j -0.00561813+0.00638516j -0.00329862+0.0052617j -0.0659899-0.0343956j -0.034268-0.0218836j -0.0262078-0.024323j -0.115344+0.000288276j 0.104435-0.0177437j 0.0136612+0.000820359j -0.00654643+0.00144093j 0.0549509+0.0138627j 0.059236-0.0273871j 0.0398173+0.0316332j 
-0.0319497-0.0505102j -0.139102+0.00265579j 0.0261392+0.00760238j -0.114426-0.0119319j -0.0444379+0.00881008j -0.0557834+0.00761271j -0.0164362+0.00089462j -0.0159666+0.00798155j -0.00878594-0.00638065j 0.0788679-0.0113689j -0.073186+0.00616936j 0.074125-0.00868628j -0.0554001-0.00902582j 0.0506438-0.00221696j -0.158882-0.0326056j 0.0822505-0.00587417j -0.17622+0.0254276j 0.0643719+0.0198901j 0.0369329-0.00122056j 0.131725-0.00325445j 0.0741673+0.00618058j 0.00393849+0.00531883j -0.183399-0.00767152j -0.327258-0.0200809j 0.0225555+0.00717125j -0.00544785-0.00940627j -0.0516925+0.029026j 0.117481-0.00285184j 0.101787-0.0100004j -0.0503093+0.00294835j -0.0597288+0.00596683j -0.211308+0.00177823j -0.107823-0.0106422j -0.0250388-0.0045218j 0.0121026+0.00964713j -0.121086-0.00585709j 0.00857607+0.0112459j 0.188686+0.00441331j 0.108169+0.00396239j -0.0654163+0.0178466j -0.212326-0.00520988j -0.104957-0.042375j 0.0852348+0.0238317j 0.184821+0.000181077j 0.0149363-0.00272645j 0.0579229+0.0318303j -0.0214875-0.0157867j -0.057234-0.0102151j -0.114467-0.0146066j 0.0345634+0.0013987j 0.0282878+0.00484139j 0.0455418+0.00959523j -0.0262421-0.0141659j -0.0552151-0.0268277j -0.0973024-0.0214703j 0.0725431+0.00513992j 0.0360483-0.00413508j 0.0209806+0.00410735j 0.0760792+0.00582097j -0.035917-0.0157086j -0.0410085-0.0191757j 0.0933248-0.00869074j 0.119755-0.0167119j 0.00407895-0.0156392j 0.00146713+0.00203206j 0.00890183-0.00166595j -0.0823144+0.00271592j 0.00650246-0.0222326j -0.0885227-0.0208201j 
0.0724394-0.0152344j -0.084716-0.03794j -0.0096174+0.0083487j -0.101222-0.00688346j 0.0134928-0.00469506j 0.0960205+0.0103884j -0.00217434+0.00298591j 0.064295+0.00132687j -0.0408764+0.00142934j 0.0652032-0.0111776j 0.073366-0.010875j 0.0762917-0.0044049j 0.0721483+0.0075083j 0.0220149-0.010601j -0.0711691-0.00136578j 0.0598943-0.00312287j 0.114638+0.0236552j -0.0228617-0.0138914j 0.143735+0.0126698j 0.0865162-0.0157064j -0.0745128+0.00625698j -0.0554891-0.00162621j -0.300548-0.00498248j 0.110215+0.0102962j -0.00364093+0.00380592j 0.0947632+0.0115022j 0.155026+0.02397j -0.189757-0.0143093j -0.087733+0.00235749j 0.045522+0.00155794j 0.0627165+0.00524779j 0.123394-0.0120837j 0.0618465+0.00432785j 0.0968384+0.0166758j 0.158084+0.0149653j 0.177327+0.00360079j 0.159678-0.0165157j -0.029937+0.00276204j 0.0849653+0.000441244j -0.141265-0.00258434j -0.00999342-0.0269145j -0.0499775+0.00717787j -0.163846-0.0192193j 0.170139-0.0379784j 0.10789+0.041427j -0.017023+0.0227748j 0.0187912+0.0373974j 0.054299+0.0136369j -0.0549957+0.0192786j -0.00806384-0.0170193j -0.063167+0.00704884j -0.0197987+0.000593957j 0.0379262+0.000420966j 0.0905118+0.0120523j -0.150866-0.0243519j 0.0332907-0.00421197j -0.173429-0.0207476j 0.00230991-0.00801964j -0.048726-0.00405598j 0.0219082+0.0184786j 0.0309293+0.0130814j -0.0288393-0.00869574j 0.0696927+0.0054823j -0.0693128-0.0549318j 0.00304268-0.00663868j -0.0319894+0.00135755j -0.0493563+0.00531108j -0.0186671+0.0378424j -0.0823239-0.0394225j 
0.0999961-0.00191614j -0.0047015-0.0302657j 0.0527419+0.035267j 0.0583272-0.00480218j -0.00892126-0.00628161j -0.0532241-0.0171942j 0.0201879+0.0130945j -0.00756233-0.00440608j 0.0288924-0.00190283j -0.0707892+0.0196463j 0.0504824-0.00219448j 0.0797974-0.000256507j -0.0580904-0.00101853j -0.0458727+0.00491919j 0.0444314-0.00763569j 0.29095+0.0350453j 0.106799-0.00171198j 0.0800923+0.00102992j 0.0718183+0.0137637j 0.089371+0.0230623j -0.0648597-0.025018j -0.0893815+0.0201465j -0.106694+0.0320766j 0.040094+0.00653097j -0.0701761-0.0109298j 0.0133521-0.00621002j -0.0362515-0.0189673j 0.0172952-0.00383168j 0.132105-0.00588816j 0.0010025-0.00335731j -0.169392-0.00861879j 0.130649+0.00197981j -0.15085+0.00451313j 0.00542097-0.0136322j -0.0916463-0.00790606j -0.178208-0.0211013j 0.0539687-0.0251162j -0.123312-0.00767004j 0.139399+0.00974849j 0.164542+0.00418017j 0.045678-0.0144951j 0.286371+0.0298406j 0.129404+0.0155876j 0.0617778-0.0170406j 0.0568251-0.0308342j -0.0309577-0.0181839j -0.122546+0.0576589j -0.0076436-0.00410927j 0.0252641+0.00673544j 0.0541498+0.00490523j -0.0589253+0.0190904j -0.0165128+0.00745286j 0.0119528-0.0115421j -0.0214966-0.0175513j -0.0645356+0.019221j 0.0875902-0.0105453j -0.00618064+0.0408291j 0.0156277+0.0162494j -0.0632754-0.0129123j 0.0349421+0.0553088j 0.0711471+0.0293613j -0.148204-0.0073352j 0.0820624+0.0418414j 0.0928158-0.000138648j 0.0226995-0.000329384j -0.0111353+0.00872965j -0.0967275-0.024495j 0.0449017-0.0159949j -0.0205276-0.0516285j 
0.0208095+0.0162994j -0.00174546+0.0327377j 0.0429938-0.0818263j 0.0345673-0.0187957j -0.00926282-0.00416092j -0.0284317+0.0709866j -0.00748377+0.0102287j 0.00564003+0.0313278j -0.0183982+0.00383068j 0.00270304-0.0494691j 0.0100568-0.0130215j -0.0322489+0.0343898j -0.00992713+0.00747675j -0.0289233-0.0299968j 0.027475-0.00623355j 0.0585617-0.0758774j 0.0338079+0.0147653j 0.00294431-0.04577j 0.0193677+0.0191202j -0.0262679-0.00227429j 0.00100571+0.0236423j -0.00697192-0.00195717j -0.038354-0.0511801j 7.37465e-05-0.00506263j -0.0329869-0.029429j -0.0275585+0.0260374j -0.0277421+0.0745837j 0.0110504-0.0398553j 0.0147515-0.0374039j -0.00533539-0.00998905j -0.0192957+0.0496405j -0.00246226+0.071977j -0.0897578+0.0622892j 0.0282133+0.00711049j -0.124149+0.0317941j -0.0534361+0.0979416j 0.0590837+0.0216544j -0.0572324+0.0337935j 0.10344-0.0362671j -0.00801154-0.0532524j 0.0227563+0.0342779j 0.00940083+0.0111436j -0.0019015-0.260603j -0.00719041-0.050041j -0.00675127+0.290568j 0.0177036+0.0185769j 0.0375822-0.172211j 0.00999177+0.0293147j 0.0138528+0.0294418j -0.00465964-0.0379254j 0.000149581-0.0826997j -0.00791858-0.0425941j 0.00757496+0.068266j -0.0131296+0.130682j -0.00485919-0.0752735j -0.00129014+0.0582911j 0.0394991-0.207209j 0.00457731-0.0185559j 0.0218497-0.0261389j 0.00228077-0.0162334j 0.0254331-0.0068568j -0.0369205+0.0122494j 0.0412971-0.15096j -0.00843343-0.100609j 0.0031627+0.00514898j 0.0154349-0.035353j 0.000117236+0.0261863j -0.0338854+0.0118903j -0.00546024+0.106329j 
0.00270038+0.0483322j 0.104264+0.000916166j -0.147918-0.00430108j -0.0429179-0.010988j 0.0192771+0.00158698j 0.0914663+0.00104948j 0.0366118+0.0143555j 0.0500613-0.00237472j 0.0633781+0.00601719j -0.0668811+0.00442326j -0.0737029-0.0125918j 0.124233+0.0287778j 0.0138365-0.00213927j -0.0409251-0.00910528j 0.0540348-0.00606342j -0.0381114-0.00546323j -0.00975775+0.0132114j 0.0630883-0.0158044j 0.0505522-0.00139347j 0.0556223-0.00447504j 0.0291357-0.0334496j -0.0726554+0.0207231j 0.102652-0.00820108j 0.132933+0.0145175j 0.0477697-0.0144017j 0.139084-0.00519j 0.0439923-0.022117j 0.0224618-0.010294j 0.0193386-0.007939j 0.0205484-0.00572915j -0.0318245+0.0190358j 0.00633507+0.0125827j -0.0450041+0.0343311j -0.225585-0.00480943j 0.246132+0.0108702j 0.0451558+0.0326523j -0.126223-0.00857508j 0.01603+0.0100369j -0.197384-0.0384772j 0.0775902-0.0411134j 0.0566514-0.024201j 0.037253+0.00928531j 0.324254-0.0929475j -0.020196-0.0482329j 0.0925456+0.108162j -0.0452476-0.0357532j -0.157283-0.00459189j -0.000890897+0.00841829j 0.0342147+0.00903646j -0.0236644-0.0151827j -0.0242283-0.00634899j 0.0412641-0.0103447j -0.00951621+0.0125787j 0.0152542+0.0311728j -0.0546012-0.00729557j 0.0948683-0.00252591j -0.119136-0.0478684j -0.0104173+0.00646967j -0.0172265-0.0199943j -0.0365925+0.0659962j -0.0675234+0.0181535j 0.131629+0.0157914j -0.00762363-0.0230884j 0.0310118-0.0422151j -0.0143613-0.00543129j -0.033578-0.0112124j -0.0843949-0.0227141j 0.071334-0.0166218j -0.0127884+0.00318708j 
-0.0014276-0.0308563j 0.000934479-0.0147758j 0.0210902+0.00744791j -0.000785297+0.00929444j -0.00364691+0.0151403j -0.00777632+0.0243233j -0.0155256-0.0177276j -0.0166601-0.00180752j -0.0119112-0.00565315j 0.00483701-0.0386848j -0.00233219+0.0241165j -0.0233873+0.0181036j 0.00641085-0.0444898j -0.0158566+0.0186453j 0.014594-0.0341299j -0.00681433-0.0653205j 0.00351177+0.0064609j -0.0183016-0.0350637j -0.0137458-0.029706j -0.0161375+0.0388295j -0.00657541-0.0151099j 0.0357673+0.0361453j 0.0160668+0.0463978j -0.00175081+0.013805j -0.0183915+0.0349488j -0.0231446-0.0158347j -0.00696056-0.00538276j 0.00953858-0.0548127j -0.00833498-0.0175828j -0.0239064+0.0378754j 0.00639754+0.0545391j 0.011663-0.151394j 0.00905329+0.0347616j 0.0175242+0.00457021j -0.0089256+0.0523091j 0.0373388+0.0546164j -0.00751466+0.109413j -0.0096798+0.0383726j -0.020681-0.047807j -0.00372991-0.207319j -0.00459778-0.170139j 0.00035418-0.299445j -0.0322293+0.127181j -0.0230351-0.151531j -0.0526117+0.150387j -0.00817006+0.0562202j 0.0302533+0.102805j -0.00182929+0.0251299j -0.0102347-0.00242979j 0.00209403-0.0684484j 0.0108212+0.0771956j 0.00427542+0.0125923j 0.000382553-0.0403319j -0.00267698-0.0182354j 0.0205813-0.00594649j -0.0132808-0.080742j 0.0241447+0.0523027j 0.0120969+0.0202763j -0.013922+0.0633592j 0.0371721+0.0142403j 0.00189461-0.0420399j -0.0157459+0.14344j 0.0175614+0.00512319j 0.0279677-0.169262j 0.00131436-0.0281059j 0.00599826+0.0190366j 0.00694934+0.0572668j 0.0181549-0.177135j -0.0133917-0.074164j 
0.0243563+0.0128446j 0.0243836+0.0347418j 0.015727-0.11258j -0.00169362-0.0372025j 0.0113191+0.00863088j 0.0255837+0.0827936j 0.0250193-0.0219448j -0.000129388+0.0168523j 0.0293463+0.0152852j -0.0255474-0.0362317j -0.0219665+0.0799305j 0.0156731-0.0071513j -0.0320911-0.00346691j -0.0255888-0.00205476j 0.0202053-0.0125052j 0.0131911-0.0751885j -0.00286728-0.0871609j 0.027751+0.0227639j 0.0299774+0.0124373j 0.0427578+0.0241887j -0.0161667+0.110483j -0.0389229-0.0160271j -0.0234635-0.025522j 0.068883-0.0772428j -0.0378761-0.017189j 0.0462252-0.00196908j 0.0411415-0.046958j -0.0639745+0.0606499j 0.00810125-0.00698348j 0.00754854+0.00418627j -0.03555-0.0279763j 0.11795-0.0098866j -0.0692829-0.0663044j -0.0762681-0.117368j 0.0924491+0.095009j -0.0109982-0.0320334j -0.0131108+0.0307242j 0.0787408+0.0300065j -0.0490489-0.104509j 0.0420911-0.0463612j 0.00877956+0.189569j 0.0483482-0.143667j 0.0260686+0.203767j 0.0562818+0.124056j -0.0111208-0.0555848j 0.0263259+0.142629j 0.0136528-0.0997028j -0.0041639-0.0207041j 0.00409919-0.0450193j 0.000778848-0.00415396j -0.0322536-0.00247559j -0.028012+0.00969847j -0.0157043-0.0258814j 0.0291864-0.0136951j -0.020815+0.0105479j 0.0234253+0.0904202j -0.0117586-0.0372328j -0.00941816-0.0233362j -0.0189158+0.0708663j -0.0161405-0.204603j 0.0279974-0.106255j -0.0334204+0.120514j 0.0395924-0.0288918j -0.0322587+0.0169905j 0.00230695-1.35473e-05j -0.00804062-0.0145236j -0.00251541-0.0408972j -0.0416324+0.0683109j -0.00890248+0.130639j 
