0.0106964-0.0020676j 0.00124103+0.00905739j 0.00764212+0.00899604j -0.0149031+0.0053282j -0.00359791+0.00799197j 0.00263999+0.00659947j 0.0144077-0.00642648j 0.000617005+0.00522855j -0.0019817-0.000671993j 0.000734387+0.00826974j 0.00872131-0.00641513j -0.000920777+0.00800932j 0.0100327-0.00618532j -0.00215223+0.00785608j -0.00327279-0.0022862j 0.00125881-0.00808439j -0.000699616+0.00191298j 0.00551956-0.00674153j 0.000910284+0.00566366j -0.00247343+0.00432845j -0.00466524+0.00222143j 0.000909642-0.00206788j 9.6841e-06-0.00596578j 0.0010233-0.0110358j -0.00417742-0.00720316j -0.00167341+0.00308334j -0.00655159+0.00142693j 0.000948873+0.00463777j -0.000470484-0.00998598j -0.00456222+0.000779435j -4.39381e-05+0.00620136j 0.00110439+0.00587024j -0.00232611+0.00245318j -0.000752407+0.00361881j 0.000146922+0.00100309j 0.00395847+0.00196774j -0.00445662+0.00317385j -0.00812282-0.010268j -0.000803181-0.0128066j -0.00995201+0.00565125j -0.00348026+0.00445008j 0.0082271+0.012532j -0.00253793-0.00459721j 0.0058051-0.00843425j -0.0063841-0.00111827j 0.000195535+0.00130196j -0.0075934-0.00539412j -0.00799551+0.00420213j -0.0119204+0.00221772j 0.0061321-0.0114455j 0.00462455+0.0107772j -0.00627535-0.0100561j -0.0148992+3.99277e-05j 0.0101616+0.0116311j 0.00669463+0.0122885j 0.00687442+0.00470536j -0.010262-0.00364747j 0.00197082-0.008296j 0.00535198+0.0326522j 0.0438677-0.0135372j 0.0079635-0.0358077j -0.0114473-0.0187841j -0.0139455-0.00538112j -0.00462249+0.00343045j 0.000524668+0.0117683j -0.00415706+0.0119766j -0.00117811-0.00526043j 0.00225486-0.0284494j 0.000643352+0.0174132j -0.00174864-0.0168687j -0.0697072-0.0282718j -0.0278033+0.0749767j 
-0.000573391+0.00207951j -0.0019117-0.00715765j -0.00556558-0.00646537j -0.00569861-0.00294201j -0.00338181-0.0023502j 0.00332189-0.00750736j 0.00224564-0.00412271j -0.00126247-0.00661596j 0.00450045-0.00255393j -0.00578431-0.00137955j -0.00403476-0.00259256j -0.00281943-0.00307487j -0.0115224+0.00322459j 0.0110851-0.00652364j 0.00258734+0.0102618j -0.000175141+0.00459367j -0.00116477+0.0020848j -0.0123892+0.00682766j 0.000694714-0.00109257j 1.71641e-06+0.00975306j -0.00180071+0.00899374j 0.00928507+0.00308106j -0.000473603+0.00471032j 0.00404261+0.00300212j -0.00481197+0.0123027j 0.00849555+0.00976007j 0.0166486+0.00882468j -0.00106649-0.00301843j -0.00621669-0.00329147j 0.0029289+0.000242631j -0.00238107-0.00740167j 0.0100398+0.00430208j 9.27232e-05+0.022365j 0.0096133-0.0022894j -0.00850261-0.00403227j -0.00544973-8.0412e-05j 0.0113052-0.0136243j -0.00505374-0.000245105j -0.00130937-0.0064364j -0.00209077+0.00740514j 0.00263783+0.0020704j 0.0317317+0.00263281j -0.013792+0.0109682j 0.00111087+0.00742048j -0.0191613+0.010731j -0.0109462-0.0161042j 0.00747942+0.0154711j 0.016393+0.00995003j 0.00227846+0.00121568j -0.00957201+0.00805224j 0.00552067-0.0119307j 0.000456803-0.00734017j -0.0141338+0.0241518j 0.00650731-0.0135114j -0.0147824-0.00859623j 0.0121232-0.00454814j -0.0084931+0.00220587j 0.00083275+0.00917242j 0.0299548-0.0315455j 0.0151183-0.0178171j -0.016833+0.0200913j -0.0381515+0.0255716j -0.0273768+0.00905191j 0.012407+0.0230238j 0.0125498-0.0202581j -0.00524062-0.0248197j -0.032255-0.00964681j 0.0175717-0.0140914j -0.00905536+0.00851942j -0.000353993+0.00431046j -0.0177185+0.0132415j 0.00640795-0.0226545j 
-0.000450274-0.0013523j 0.000460582+0.00607772j 0.000950413+0.00575378j -0.00345236-0.00324307j -0.00700358+0.00249802j -0.00147722+0.00382487j 0.000952321-0.00488213j -0.00222797-0.000700822j -0.00484475+0.000758098j -0.000279403+0.000902657j 0.00886175-0.003161j 0.0102489-0.00248918j 0.000337973+0.00794787j -0.00250564+0.0116618j -0.010164+0.000204449j 0.0034763+0.00133502j -0.00961462+0.00318539j -0.00385133-0.00354151j -0.00336391+0.0100495j -0.0112872-0.00319739j -0.0115292-0.00451588j 0.00653259+0.0118501j 0.00622165+0.00797149j 0.00564608+0.00435997j 0.00224485+0.00321068j -0.00514007+0.000785725j -0.00662814-0.00110276j -0.00414939-0.00971082j 0.00106923-0.00262694j -0.00385737+0.00247899j 0.00226543+0.00108339j 0.000824244-0.00280857j -0.00738878-0.00201004j 0.00394494-0.000610519j -0.00920622+0.00250455j -0.00678351+0.000715984j 0.0136928+0.00287389j 0.0154931+0.00460306j 0.0194558+0.00449107j -0.00385952+0.00926991j 0.00586417+0.00616614j 0.00468576+0.0124481j 0.00649433+0.00652589j 0.00918119-0.0118813j 0.00020281-0.00957872j 0.00881761+0.0028296j 0.00476712-0.00216568j 0.024993+0.0080085j 0.000780359+0.0167563j -0.008875-0.0151348j 0.00420268-0.00566465j -0.0128331-0.0189952j -0.0183789+0.0206202j 0.0028768-0.00440043j -0.0193201-0.0022646j 0.0085247-0.015834j -0.00805111-0.00493972j -0.0232328-0.00398056j -0.0232464+0.031786j -0.0204561-0.00777821j 0.0374098-0.0323576j 0.0383146-0.0172387j 0.0240109-0.0234719j -0.00946375+0.0248296j 0.0258097-0.00690783j -0.0109562+0.000236766j 0.00399163-9.65122e-05j 0.0126587-0.0158311j -0.00955799+0.00633838j 0.0135231-0.000331263j 0.020071+0.00310054j -0.00615734+0.0206084j 
0.00481419-0.00575717j -0.0010884-0.0023757j 0.00148403-0.00492935j -0.00453917+0.00496861j -7.05254e-05-0.00362218j 0.000508113-0.00294961j 0.00874415-0.00391636j 0.004224-0.00640724j -0.000254766+0.00217366j 0.00875912-0.00087819j -0.00020832+0.0075036j -0.00742977-0.000816081j 0.00195279+0.00213946j -0.00755966-0.00478216j 0.00322965+0.000408457j -0.00711399+0.00457481j -0.00279435-0.000878096j 0.00108749+0.00369362j -0.0105041+0.00508539j -0.0044508-0.00472663j 0.00281814+0.000366839j -0.0019315-0.00471959j 0.00442714-0.000466377j 0.000440068+0.00895975j 0.00879182+0.0100282j 0.00260182-0.00104572j -0.00672147+0.00412889j -0.00150132-0.000899973j -0.00336403+0.00586311j -0.00182256-0.00494809j 0.00126424-0.00790223j -0.00487674+0.00346151j 0.0059978+0.00716364j -0.0011997-0.00177607j 0.0052447+0.000109158j 0.0031232+0.00279387j -0.000428713+0.00376371j 0.00268113+0.010027j 0.00611445+0.0126994j 0.00314744-0.00469311j -0.00274041-0.00103971j -0.00780825+0.00274664j 0.0166753+0.0088123j 0.000162222+0.00781049j 0.0175646-0.000437995j 0.0135723-0.000589502j -0.00127996+0.0174958j 0.00613826+0.0123031j -0.00988027+0.0151468j 0.00217195+0.00451334j -0.00300458-0.0258054j -0.0192746+0.0229719j 0.00738404+0.00689738j 0.00719122-0.0184619j 0.00977244-0.0297838j 0.0135908-0.00166907j -0.0139942+0.00708469j 0.00968134+0.0291983j -0.00050541-0.0183692j 0.0326905-0.0316642j 0.0325071+0.00310023j 0.0147947+0.0204404j -0.0161619+0.0514472j -0.00244593+0.0308346j 0.0303223-0.00267776j -0.0216915-0.00618153j 0.024218+0.00532485j 0.00502648+0.00254552j -0.00856802-0.0144177j -0.00433617+0.00431395j 0.00181406+0.0191974j -0.02306-0.0265795j 
-0.00134159-0.0039403j -0.00598011+0.00760018j -0.00528913+0.0059301j 0.00879516+0.0064243j -0.000592582+8.89512e-05j -0.00337815+0.00667732j -0.00648166-0.00818068j -0.00375659-0.000981602j -0.00290608-0.00184492j 0.0055471+0.00208081j -0.00223891-0.00781199j -0.000777484+0.00823771j -0.00502187-0.00133022j -0.00623383+0.0101989j 0.00662896-0.00994635j -0.0069953+0.00387035j 0.00160448-0.00138755j 0.00276832-0.00666778j -0.00277231+0.000631199j 0.00892718+0.00210505j 0.0129832-0.00316397j -0.00477249+0.000432748j -0.00617903-0.000255172j -0.0050162-0.0027318j 0.0111886-0.0113101j 0.00677156-0.00295483j 0.00973954-0.00859189j 0.0054956+0.00519167j -0.00740623-0.00161204j 0.00256705-0.000307577j -0.00363126+0.00609446j 0.0050991-0.00179332j 0.0145028-0.0133144j 0.00144049-0.00296838j 0.000947918-0.0040418j 0.00131149+0.00193222j -0.0136952+0.00533515j -0.00972054+0.000128493j -0.0165534+0.000155624j 0.0126096-0.000618765j -0.00361538+0.00366149j -0.00315949-0.0012732j 0.00817392-0.00797886j 0.00412042-0.00410455j 0.0119926+0.000883703j -0.0130763+0.00777548j 0.0059862-0.0124482j 0.0020169+0.00202204j -0.00944898+0.00881619j -0.00487154-0.00883981j 0.00455461+0.00491991j -0.0106354+0.00686014j 0.0117392-0.00837507j -0.00649227+0.00511375j 0.00555956+0.00756013j 0.00599705+0.0123619j 0.00364564+0.00453042j -0.00850476-0.00453722j -0.0216605+0.0270293j -0.0200239-0.00123521j 0.0101134-0.0256846j 0.0106821-0.0343513j 0.00738164+0.00168822j -0.00781648+0.00983063j -0.0010098+0.0236041j -0.0151951+0.00528312j -0.0137738-0.00170009j -0.0206248+0.0111449j 0.00503682-0.00430824j -0.0133447+0.00633525j 0.0190527+0.0197932j 0.0133321+0.0353798j 
0.00479358+0.00261089j 0.00259332+0.00593159j 0.00348095+0.00906482j 0.00199217-0.00853458j 0.0018398-0.000802048j 0.00523882+0.00468707j 0.000901598+0.00977573j 0.00345516+0.00580385j -0.00311248+0.00612623j 0.00913566+0.00268596j -0.000850666+0.0101634j 0.00357649-0.00221385j 0.00648227+0.00345257j -0.00187722-0.000579668j -0.00574744-0.00159131j -0.00280821-0.00333945j -0.00133629+0.0010892j 0.0040727+0.00194914j -0.00586896+0.00531303j -0.0022711-0.0104948j 0.000847423-0.00670995j -0.00339646-0.00340139j 0.00015192-0.000343145j -0.00101213+0.00353975j 0.0022804-0.00362272j 0.000160354-0.0030008j -0.00824252-0.00430696j 0.00422955-0.0010361j -0.00133945+0.00193585j -0.0033942-0.00574295j 0.00282549+3.40995e-05j -0.00283321+0.00133503j 0.00153723-0.00178722j -0.00103714-0.00161689j 0.0050565+0.00393645j 0.00415067+0.00576741j -0.00117381+0.00643317j 1.54337e-06+0.00301698j -0.000966673+0.0143789j 0.00278987-0.0132576j -0.00206871-0.00155465j 0.0011078+0.00789281j 0.00385389-0.000166949j -0.00344171+0.00420499j 0.0156731-0.0130445j 0.00635806+0.00852276j -0.00267358+0.00612897j 0.00252702-0.00651883j 0.00292214+0.00356394j -0.00817128+0.0106808j 0.000306444-0.0199273j -0.00451576+0.0185666j 0.0007995-0.0163211j 0.00143247-0.000999663j 0.00645544-0.0126063j 0.00376433-0.00431323j -0.00738976-0.0160054j 0.0209762+0.0414877j 0.00681941+0.0068579j 0.00524126+0.023599j -0.0084523+0.0263388j -0.00846234-0.000912174j 0.00602514+0.0196949j -0.00036664-0.00682278j 0.0206973+0.0100451j 0.0133482+0.00290482j 0.029034-0.00989527j 0.00663317+0.0128196j 0.00336723-0.00352108j 0.00461828+0.013908j -0.0197463-0.0328097j 0.00222464+0.00312652j 
-0.000140786-0.000936165j -0.00620847+0.000747292j -0.00658854-0.000817237j -0.0022238+0.00864465j -0.00872449+0.0046837j 0.000924012-0.00109417j -0.0107566-0.0114376j -0.00914406+0.00319652j -0.00210374+4.99619e-05j 0.00265067+0.00311234j -0.0106139-0.00295831j -0.0109392+0.00765855j -0.00827706+0.00196764j 0.00181607+0.00205645j 0.015023-0.000337813j -0.00786668-0.00455663j 0.0051208+0.00297737j -0.00649598+0.00476203j 0.00820813+0.0108216j 0.0117466-0.000164564j 0.0143881+0.00518663j -0.00472374-0.00632437j 0.000348196-0.00303719j -0.00491735-0.00681613j 0.0181825-0.00390246j 0.018091-0.00521934j 0.0201625-0.0120379j 0.00525625+0.00704724j -0.0174137-0.00623909j 0.000943653-0.00751251j -0.0115998+0.00494429j 0.0189716+0.000216721j 0.0180081-0.00618398j 0.00270605-0.00363026j -0.00404385+0.00234341j 0.00923939+0.0109379j -0.0179464-0.0171666j -0.0171895-9.32663e-05j -0.0139342-0.00596253j 0.00957282-0.0116055j -0.000584054-0.0041558j 0.0242715-0.00523079j 0.00188152+0.00756261j 0.0158808-0.00514179j -0.00538958-0.00684174j -0.0190708+0.0172377j 0.0221623-0.00186141j 0.0087571+0.00870834j -0.010909-0.00942867j -0.0195096-0.0101453j 0.00622683+0.0032641j -0.000364733-0.00359364j -0.0131238-0.0254363j -0.0016024+0.0290529j -0.012115+0.0100968j 0.0161935+0.00602709j -0.00164416+0.010111j -0.0190482-0.0155881j -0.00943827-0.00555343j 0.0279248+0.0194972j 0.00683193-0.00196091j -0.0048087-0.0227982j 0.00224914+0.0192719j 0.00520897-0.0147214j -0.0249557-0.0321749j -0.031907+0.0221203j -0.0184621-0.00364489j 0.0053125-0.00169787j -0.0084996-0.0111936j -0.00681274-0.00689792j 0.00496104-0.010139j -0.00867777+0.00500304j 
0.000448693-0.00184895j 0.00633457-0.000818757j 0.00565947-0.00434361j -0.0124049+0.0115582j 0.000203333+0.0074298j -0.0029768+0.000375982j 0.00604243-0.01415j 0.00570435+0.00501101j -0.00766904-0.00251918j -0.0037373+0.00817173j 0.00105853-0.00979052j -0.00508301+0.00194318j 0.00343528-0.00255386j -0.00847227+9.88644e-05j -0.00449869+0.00660709j 0.00510649-0.0116861j 0.00252821+0.00528122j 0.00553518-0.0047644j -0.00153429+0.0119193j -0.0100306+0.00534858j -0.00988171+0.0024343j -0.00376205-0.00571092j 0.00427193-0.00509957j 0.000506382-0.00993138j 0.00427499+0.00150875j -0.00456961+0.00107023j -0.00424264+0.00273004j -0.000106766-0.0045816j 0.00816381-0.00715657j -0.00861242-0.00572631j 0.00213092+0.0196719j -0.0127026-0.00140561j 0.000108146+0.00703085j -0.00882833+0.00463045j 0.0089744+0.00101523j 0.00798826+0.016706j 0.0184151-0.00701016j 0.00921196+0.00666079j 0.0109157-0.0205412j -0.0163649-0.00184486j -0.00448116+0.00193338j -0.0112514+0.00548447j 0.0101513+0.00100705j -0.0227666-0.0187074j 0.015978-0.0026672j 0.0165416+0.0050714j 0.0144526+0.00280488j 0.00743015-0.0143868j 0.0109963-0.00125423j 0.0165666-0.030531j -0.00875319+0.0294343j -0.0015062-0.0271246j 0.00253292+0.000393787j 0.0122431+0.0286059j 0.000469909+0.0184621j -4.53585e-05+0.0144063j -0.00326453+0.00208808j 0.0219455-0.0267803j 0.00394317+0.0138989j 0.0104603+0.0186402j 0.0125365-0.0279409j 0.0297657+0.0272396j 0.000434757-0.00240695j 0.0318243+0.0179687j 0.0107389+0.00134904j 0.000176353-0.0188102j 0.0201173+0.00296619j -0.00156585-0.00133444j 0.00219252+0.00458031j -0.00659104-0.0213655j -0.000231331+0.00519438j -0.00520504+0.01619j 
-0.00200829+0.000850108j 0.00955196+0.00459918j 0.00847427-9.84149e-05j 0.000604255-0.00069909j -0.000385899-0.00226797j 0.00734809+0.00348911j -0.00645411+0.0035647j -0.000775143-0.000484245j -0.00181162+0.0104084j 0.00544464-0.00603244j 0.00244872+0.00979898j 0.00887083-0.00242919j 0.00727782-0.00289615j 0.00893458-4.94438e-05j -0.000797762+0.00768237j -0.00562964+0.000310516j -0.000656851+0.002416j -0.0052064+0.00602886j 0.0197471+0.0106038j -0.00564241-0.00546835j -0.00956748-0.00216041j -7.66044e-05-0.00185917j 0.000830928-0.00246684j -0.00566895+0.00947484j -0.00863003-0.0070567j -0.00617221-0.00661643j -0.00702685+0.00400515j -0.00510851-0.000335673j -0.00378272+0.0116784j -0.00868172-0.000302486j 0.00939314-0.000661661j 0.000713185+0.0064605j -0.00412191-0.00374526j -0.00324237+0.00893183j -0.00748247+0.00286161j 0.00936009-0.00426444j 0.000376277-0.00606054j 0.0110236+0.0031784j -0.00330953+0.00882736j -0.0173951-0.0161061j -0.00279026-0.00324371j 0.015799-0.0055427j -0.00300841-0.00838884j -0.00763093+0.00769031j -0.0191955-0.0276161j 0.00368988+0.0041752j -0.00275408+0.00934554j -0.00639548+0.0069825j -0.000824351+0.00501796j -0.0132712+0.0158146j 0.0141912-0.0339146j -0.0191611+0.0332652j -0.0117937-0.0114634j 0.0136282+0.00781653j -0.002517-0.0177937j -0.00570851-0.0113698j -0.00658466+0.00738983j -0.0313549+0.0483476j 0.0210505+0.00169492j 0.029416-0.00630264j 0.0152517+3.25808e-05j -0.00326749+0.0178693j -0.0100519+0.0132294j -0.0143102-0.0109321j -0.0115539-0.0245447j 0.0135183+0.00180097j -0.00719044+0.00392651j -0.0188312+0.00818936j -0.0153221+0.00065768j -0.00860116+0.0327936j -0.0166289+0.00335466j 0.0108455-0.00450431j 
-0.00302738+0.000251147j 0.00589282+0.000601656j 3.81014e-05-0.00462154j -0.00136746-0.00401526j 0.00130337-0.00879062j -0.00460077+0.00167354j 0.000779901+0.00195087j 0.00473426-0.00481744j 0.00466257+0.00736401j 0.00376796-0.0143398j -0.00320912+0.00648564j 0.00267624-0.00581417j -0.00210285-0.00395644j -0.000562065+0.0103496j 0.00365699+0.00514389j 0.00355001+0.000629343j -0.00966829-0.00274889j -0.00953616-0.00229911j -0.00946605-0.0117173j -0.00967582-0.00451987j -0.00735223+0.0114284j -0.00108137+0.00188759j 0.0170539-0.00145857j 0.00506681+0.00389861j 0.00444201+0.000652047j 0.00320948+0.00566929j -0.0080474+0.00691985j -0.00130039+0.00273623j 0.000440352-0.00916016j 0.00124419+0.00845104j 0.000848263-0.0270939j 0.00209072+0.022138j 0.0111689-0.000162155j 0.0109859+0.00456364j 0.000131521+0.000737391j -0.00261714-0.0174246j 0.00434612+0.000891963j 0.0123731-0.0130043j 0.0207489+0.00909939j 0.0120086+0.00714017j 0.0101746+0.00584112j -0.00866114+0.0108315j 0.0154786-0.00736713j 0.0152256+0.00798278j 0.0109394-0.00930625j 0.0165592+0.00619j 0.00414329-0.00725867j 0.0218352-0.0208837j -0.000290154+0.0094124j 0.011689-0.0015741j -0.0145646-0.01559j -0.0170207-0.00220475j 0.0336378-0.0113634j 0.0024867+0.0129025j -0.000153245+0.00242195j 0.025228+0.0208251j -0.000104423+0.0222563j 0.0194501-0.017588j 0.0403276-0.0149063j -0.0280451-0.00168093j -0.00593743+0.00659576j 0.0048782-0.0268264j -0.0117746-0.0236136j -0.000266114-0.020022j 0.0165624-0.00431268j -0.0096934+0.00429005j 0.0106047-0.0125556j 0.00256711+0.00485999j -0.00842819-0.00139117j -0.00760948+0.0126533j 0.00456239-0.00670168j 0.00661501+0.00448559j 
0.00314254+0.00467468j -0.00331774+0.00113044j -0.00591806-4.56005e-05j -0.000916753+0.00244536j -0.0016004+0.00431199j -0.000728616+0.00113085j -0.00794416+0.00637695j -0.00470343-0.00517966j 0.00221709-0.00242107j -0.00202808+0.00269822j -0.00199255+0.000635868j -0.00269368-0.00808938j -0.00161435+0.00529706j 0.00696373-0.00503369j 0.0105516-0.00256495j 0.00215203-0.00221622j -0.0037989+0.00216945j -0.0115221+0.00875708j 0.00700694-0.0114455j -0.00746811+0.00812004j -0.0040291+0.0116521j -0.00264098-0.00617514j 0.00839122-0.00693304j 0.000934663-0.00199624j 0.00210261+0.0032504j 0.0078745-0.00137783j 0.0108177-0.00355847j -0.00487895+0.00216818j -0.00715914+0.00293431j -0.00500265+0.0106476j -0.00650991-0.00249203j 0.0132928-0.00532857j 0.00674703+0.00369928j -0.000189384-0.0014954j -0.00512833+0.0104435j 0.00311158-0.00340511j -0.00019635-0.011595j -0.00481209-0.00851955j 0.00480528-0.0177161j -0.0171456+0.00906199j -0.00263169-0.00568315j 0.0103494-0.0181341j 0.0110536+0.00230905j -9.34468e-05-0.00549593j -0.0211748+0.0194729j 0.0133123-0.00174719j 0.0291208-0.00923882j 0.0108588-0.023199j 0.00138574-0.00851187j -0.00902652+0.0127631j -0.00820775+0.00429556j -0.0108381+0.00589325j -0.00642563+0.0347325j 0.0372238-0.0194144j -0.00804163+0.00889578j 0.0150341+0.0153743j 0.0109946+0.00283165j -0.0205137+0.00649502j 0.00687519-0.0085583j -0.00172386+0.00827025j 0.0180442-0.00771501j 0.00711255+0.0125293j 0.0107429-0.00519211j 0.000994276-0.00449811j -0.0166796+0.021264j 0.00552322-0.0123442j 0.0100828-0.00962225j 0.0059324-0.0165673j -0.013193+0.0145998j 0.0136682+0.00233264j 0.000393065-0.00287085j -0.00333785+0.00179287j 
0.00276628+0.0012601j 0.00422412-0.00937191j 0.00553217-0.00632217j 0.000156274+0.00679376j 0.0115366+0.00566559j -9.57933e-05-0.00611946j 0.0103967-0.00322406j 0.0103344+0.00494616j 0.00837572-0.00351926j -0.00260376+0.00635961j 0.00176994-0.00500712j -0.000375642+0.00361245j 0.00303194-0.0127681j -0.0112436-0.00392118j 0.0111272-0.000198605j -0.00897486-0.00876673j 0.00784251+0.000755606j 0.00676869-0.000701142j 0.00896708-0.00156516j 0.00285878-0.0010285j -0.00283746+0.00927159j -0.00399442+1.27345e-05j -0.00206689-0.00622886j -0.00599172-0.00559482j 0.0048545+0.00556264j -0.0153835+0.00277017j -0.00993817-0.00688415j 0.00944248+0.0158553j -0.00376654-0.00312588j -0.0100959-0.0028347j 0.0136605-0.00752209j -0.0046675+0.00547062j -0.00878738+0.00785225j -0.00511205+0.0162474j 0.00173734-0.00414697j 0.00893622-0.00871367j -0.00359027-0.0136164j 0.000985705-0.0118004j 0.00791496+0.00405569j -0.00116558+0.0237948j -0.0085014-0.00476426j -0.0310119-0.00454629j -0.00345058-0.00543995j 0.00484552+0.0197692j 0.00493436-0.00494196j 0.00982264-0.00483159j -0.0113059-0.00535094j 0.00867755+0.0151396j -0.019931-0.00510091j 0.0127685+0.0110844j -0.00551408-0.00543093j 0.0174659+0.000950463j -0.019231+0.017647j 0.00929698-0.0164638j 0.000318711-0.0238413j 0.0402918-0.00233229j 0.00782974+4.47866e-05j -0.000471858+0.0213534j -0.01596-0.0147412j 0.00854494-0.0173633j -0.0182488-0.00578756j 0.0464705+0.00720425j -0.00370156-0.00449089j -0.000288639-0.00443076j 0.0065406-0.0136744j -0.00394562-0.00725501j 0.0189386-0.00315506j -0.00259472-0.00048255j 0.0112953+0.00885927j 0.0120403-0.00430361j -0.00763793+0.00210949j -0.00507459+0.00127711j 
0.000517051+0.0117206j 0.00960981+0.00562933j 0.00333328+0.000769812j -0.0152782-0.0101863j -0.00587693-0.00128361j 0.00239827+0.00465089j 0.00669727+0.0122002j 0.00310081-0.000270982j -0.00848031+0.00724109j -0.0118718-0.0070468j 0.00274015+0.00774829j 0.00232465-0.00783599j -0.00452716+0.00463296j 0.00529765-0.00821382j -0.0211861+0.0173522j 0.0102253-0.00140773j -0.00372008-0.000669863j -0.002032+0.00892322j -0.0246909-0.00331887j -0.014322+0.00254314j -0.014163+0.00761882j 0.013219-0.012245j 0.00286504+0.00244881j 0.00596648+0.00299294j -0.013392+0.00878027j -0.00445099+0.00970379j -0.00331574+0.015219j -0.0122146+0.00173796j 0.00670758+7.55675e-05j 0.0130847-0.0142472j -0.00224382-0.0149324j 0.000557913+0.00604843j -0.00722789+0.0117269j 0.00736988-0.0104656j 0.000973642-0.00514868j -0.0174663+0.00344511j 0.0225554+0.00154675j 0.00906907-0.0158137j 0.0110232+0.00646207j 0.00394241-0.021915j 0.0141254-0.0135223j -0.00658161-0.00441031j -0.00516963-0.00631469j 0.00151369+0.0138572j -0.00654007+0.0162845j 0.00398631-0.000533353j -0.00678642+0.0116817j -0.0107714+0.0104047j -0.00309786-0.00387633j 0.0127083+0.0249648j 0.00891166-0.000728816j -0.00348958+0.0398591j -0.0021529-0.0204849j -0.00124604+0.00706474j 0.00702923+0.00658798j -0.0118448-0.00510194j -0.00651118-0.00205441j -0.022153+0.019283j -0.00256934-0.0229611j -0.00833688+0.0209984j 0.00833841+0.0178215j 0.0310702-0.0158447j -0.0361258+0.0149917j -0.00258331+0.00186558j -0.00348338-0.0081753j 0.000625002-0.00585804j 0.00784448+0.00823153j -0.0095292+0.00243046j -0.0185639-0.010164j 0.0060488+0.0160541j -0.0101042-0.0117228j -0.000118526-0.0140914j 
-0.00397948+0.00146759j 0.00918861+0.00750731j 0.00315068+0.00245954j 0.00126317-0.00373066j 0.00649337-0.00362908j 0.000818625+0.00694272j -0.000220523-0.00151328j 0.00542551+0.0050556j -0.00100352+0.00339754j 0.00698712-0.00831989j 0.00552264-0.00249614j 0.0165721+0.00326876j 0.00331853-0.00591999j 0.00342101+0.00875202j -0.00671176+0.00450017j -0.00054616+0.000603645j -0.00357333+4.15004e-05j -0.000283654-0.00719752j 0.0116196-0.00133994j -0.00745057-0.0030281j -0.0129757-0.00242187j 0.000868358+0.000775134j 0.00262449+0.00487427j -0.00103908-0.00159367j -0.00995935-0.00964756j -0.00731023+0.00544645j -0.0107854-0.000459043j 0.00287596-0.0052291j 0.00409344-0.00749832j -0.00288906-0.00410363j 0.016364-0.00247004j -0.00195147+0.0135102j 0.00591651+0.000268028j 0.0112342+0.00867654j -0.00317966-0.00513728j 0.0109506-0.00602988j -0.00318886+0.0030816j 0.00908791-0.00169797j 0.00353819+0.00340054j -0.00421682+0.00332759j -0.00535966+0.00653303j 0.00177908+0.0135761j -0.00245959-0.0141511j 0.0107257-0.00023564j -0.00744468-0.00479089j -0.00694928-0.0104736j 0.00194139-0.00662734j 0.00197632-0.00267014j -0.010566-0.0123241j 0.00849933-0.0132694j -0.00368254+0.00858602j 0.0146376-0.00840795j -0.00149911-0.0322223j -0.0148799+0.0204251j -0.00962736+0.0158611j -0.00351624+0.00489452j -0.0168521+0.0153242j 0.024213-0.0163805j 0.0126869+0.0148625j 0.00599779+0.00149816j -0.00111543+0.00538569j 0.0118053-0.00866512j -0.00173599-0.00826571j -0.00614371-0.00909463j 0.0114879+0.00061857j -0.0039438-0.00927463j 0.00317127+0.00382368j 0.000890812-0.00377265j 0.00276076-0.0193803j 0.0111345-0.0110578j -0.00533108-0.00594199j 0.00607781+0.00856636j 
