-0.0111808-0.0159973j -0.122751-0.101306j 0.000608676+0.108667j -0.039589+0.0197138j 0.00808869-0.0144283j -0.00362927+0.0332603j 0.015343+0.00109704j -0.0349258-0.0270021j 0.0204923-0.0176072j 0.0367151+0.0481029j -0.00115864+0.0129874j -0.0121879-0.0119788j -0.0658276-0.0160346j 0.0584118-0.00926599j -0.00997346-0.041531j -0.030404-0.0897866j -0.00352823+0.0393813j 0.0262601+0.0960975j 0.0291784-0.0391697j 0.0428656+0.0582933j 0.00832586-0.0326357j 0.00182605-0.0429352j -0.0235916-0.0226238j -0.0304864-0.0428819j -0.0277943-0.0320416j 0.0267217-0.00554867j 0.0299102-0.0485917j 0.0039008-0.019622j -0.0130327-0.00264404j -0.0115808-0.012422j 0.00334283-0.00878281j -0.0261428-0.00925399j -0.00270672+0.0135076j 0.00991696+0.00539432j -0.00302079-0.00612883j 0.00475308+0.00181893j -0.0187132+0.00833956j -0.000174968-0.0270629j -0.0842689-0.050507j -0.00807995-0.0131794j 0.0642308+0.00834672j -0.0222546-0.0413456j 0.102239+0.0201841j 0.0804601+0.00122233j -0.0304442-0.118195j 0.0892251+0.0941108j 0.0992384-0.0456618j -0.0250578+0.00694408j -0.0396844+0.0153032j 0.0385375+0.039677j -0.0456576+0.0210617j -0.0205983+0.00836089j 0.0244218-0.0173679j -0.00552805-0.0448542j -0.0722266-0.0108431j 0.00465175+0.0345069j -0.0358674+0.0674061j 0.0147357+0.0333837j 0.049129-0.0108318j -0.0636679+0.0214567j -0.0199912-0.0650286j 0.10529+0.0150961j -0.164696+0.0504606j -0.254221-0.218401j 0.0574945+0.0506596j -0.0262808+0.0338135j 0.0179794-0.0445773j 0.0221778-0.125241j -0.197246+0.103182j 
-0.0625106-0.0578653j -0.0139513-0.00761814j 0.0493275-0.00683003j -0.079427+0.0351975j -0.0767601+0.141194j -0.0177901+0.068432j 0.0944983+0.0225187j 0.0448024-0.0757163j -0.0311264-0.0404649j -0.0257803-0.0167768j -0.00520809-0.0118797j 0.0535665+0.021822j -0.0507103-0.0403942j 0.0302912+0.0464874j 0.182336+0.0656338j 0.123832-0.0497607j -0.0194566-0.0123954j -0.00919577+0.00804479j -0.0996717-0.0348082j 0.0171923-0.0196615j -0.0228643-0.0592707j 0.0409728-0.120181j 0.0288088-0.118637j -0.105817-0.0690528j -0.0586795-0.0444308j 0.0902052-0.00782423j 0.0135851-0.0218014j -0.0602466-0.0175025j -0.0623533+0.0340155j -0.0565275-0.00424071j 0.0498112+0.0430851j 0.0457957+0.0424398j 0.0127574+0.0373762j -0.105442-0.0337314j 0.0270826+0.000199128j 0.00451223+0.0135162j -0.0518112-0.0123868j -0.0350745-0.0161883j -0.0547959-0.017504j 0.050009-0.0735768j 0.0200671+0.0488692j -0.0131621+0.0114807j -0.0195582-0.0185024j 0.0505642-0.0219275j 0.00123784+0.0603674j -0.0336872+0.047269j -0.0669402+0.00831206j -0.0445618+0.0144j 0.0461554-0.0418527j -0.0534479-0.0199834j -0.0450884-0.0138468j -0.0173335+0.00696228j 0.0539766+0.0207735j 0.00801104+0.036401j -0.073322+0.0421507j -0.0306786-0.0110728j -0.0426147-0.0119651j 0.0585991+0.00602836j 0.046535+0.0463218j 0.0186027-0.000360499j 0.0459213+0.0078034j 0.074979-0.0177801j 0.00816669+0.0300631j -0.0352248-0.0113379j 0.020446-0.0087954j 0.0559816-0.0331525j -0.0445624-0.0160641j -0.0185336+0.0248591j 0.0165101-0.0089754j 
-0.0360069-0.0148872j -0.0397902-0.0181223j -0.0999411+0.0111221j 0.0566598+0.00153205j 0.133915+0.0777062j -0.102603+0.0109059j 1.88842e-05-0.0454246j -0.0155195+0.0725609j -0.0429434-0.0775227j 0.0524737-0.0487445j 0.0832274-0.053516j 0.129579+0.00987915j -0.16811+0.09225j -0.0375319+0.00276979j -0.0609067+0.0752966j 0.0459842+0.0612829j -0.00593704-0.108724j -0.0270642+0.0649034j -0.00791599-0.0219983j -0.0821615-0.110909j 0.0500593+0.0441786j -0.0283583-0.0552433j -0.080546-0.032216j -0.0335972+0.0239855j 0.0534802-0.00995278j -0.000701803-0.0696784j 0.0206382+0.101707j 0.0498714-0.0660289j -0.0428049+0.0303569j 0.01233-0.0253951j -0.00504621+0.0555175j -0.104965-0.0525596j -0.0740543+0.0238858j -0.0520209+0.0936408j 0.0339261-0.0264789j 0.000859872-0.022827j 0.0414019+0.00106128j 0.00164229-0.00876556j 0.00541433-0.0675644j 0.0168742+0.124177j -0.0901017+0.195774j -0.104731-0.0313553j -0.00199116+0.00593041j -0.00304042-0.15011j 0.00162494-0.0509837j 0.0752101+0.038988j -0.0658098-0.0344491j -0.0867081+0.0020506j 0.0983204+0.00706787j -0.0124937+0.0724957j -0.00745368+0.0834728j -0.107078+0.0171604j 0.0310161+0.00090914j -0.0381981-0.0717073j -0.04029+0.0346879j -0.0167652+0.003056j -0.0411061+0.0774791j -0.0307571+0.0234932j 0.0188+0.0519679j -0.00921273+0.0421389j 0.0222012+0.0861441j -0.0490572+0.0840547j -0.0161389-0.0511969j -0.0960016-0.0137582j 0.0136433-0.0103239j 0.0473595+0.0459753j 0.0847217+0.132478j -0.00655984-0.0150239j 0.00126526-0.0780262j 
0.00549577-0.0204218j -0.0732421-0.0196976j -0.194779+0.0452474j -0.0349473+0.0435338j 0.0260419+0.0406091j 0.0290989-0.015216j 0.0231414-0.0550374j 0.0662151+0.0284939j -0.0797003+0.0884981j -0.000220525+0.0444742j 0.0719043+0.017709j -0.0453268-0.0235506j -0.00312388+0.0745748j -0.0341392+0.019452j -0.0811883+0.0369253j -0.0310261-0.0190546j 0.00611467+0.0145324j -0.0924779-0.0900934j -0.0237821+0.00977184j -0.0863708+0.107752j 0.136956-0.0394847j 0.0113561+0.103814j -0.00826214-0.0090121j -0.0164231+0.0118551j -0.00170158+0.00711522j 0.071728+0.064153j -0.114588-0.0574693j -0.039898-0.0244329j -0.0874444-0.00115616j 0.021576-0.0267209j -0.0164104-0.099214j 0.0393568+0.0443503j 0.0730182-0.138421j -0.0355638-0.0475564j -0.00883615+0.0196947j -0.0564273+0.0252807j 0.0686557-0.00310258j 0.0622385-0.0939792j 0.0531827+0.0113674j -0.106854-0.00172486j -0.00976984-0.0371355j 0.0106857-0.0157433j -0.0246718+0.0281392j -0.00591683-0.0459244j -0.0319139-0.0894076j 0.146329+0.0150994j 0.00652805+0.0471426j 0.197357-0.131929j 0.0364141-0.0341051j -0.090982-0.155311j 0.0714764-0.214341j 0.0617939+0.142594j -0.134851-0.058963j 0.0178682+0.038479j -0.0550865-0.00870405j 0.0536076-0.0381884j 0.0339507+0.0247603j 0.0134688-0.0596878j -0.0323005-0.0405011j -0.0768515+0.00593935j 0.0136412-0.0539751j -0.0838188-0.0792008j -0.0531063+0.0086745j 0.0296914-0.0104017j -0.0141011-0.0255542j -0.0257955-0.0507563j -0.0712108+0.0407169j -0.0374509+0.0899109j 0.0449238-0.0582736j 
-0.00897265-0.0560868j 0.0398281+0.00125237j 0.0422599-0.0304427j -0.0285351-0.0222024j -0.117151-0.12359j 0.0729081-0.000810137j -0.00170922+0.0660811j 0.0095603-0.0363868j 0.0342828-0.0247081j -0.0818108+0.0485996j 0.0447099+0.080506j 0.0589082-0.013694j -0.0878098+0.0279889j -0.0230386+0.000260096j -0.0580934+0.0355856j -0.00969429-0.0585341j -0.0878335+0.0109317j -0.0367279-0.139871j -0.00316419-0.0560208j -0.0729783+0.0480731j -0.077445-0.00684788j 0.076129-0.0280721j 0.0331722-0.135966j -0.00422477+0.106925j -0.0384877+0.0637874j -0.0638944-0.0171874j 0.00959809-0.0556216j 0.0179765+0.0116945j -0.0371172+0.019398j 0.00565157+0.0142457j 0.0481711+0.0164789j 0.056917-0.0276912j -0.0221674+0.0492533j 0.0674925+0.0790101j 0.0176649+0.0405053j 0.0439907+0.0432563j 0.0610085+0.0589544j -0.0134645+0.0798596j 0.0483089+0.0328603j -0.0250713-0.00920626j -0.028177+0.0422571j 0.0138478+0.0368004j -0.0471728-0.146968j -0.0118451-0.104483j 0.00124526-0.026281j -0.0207837-0.00219539j -0.0553389+0.0519246j -0.0405029-0.02878j -0.0289858-0.0867154j -0.00343216-0.093399j -0.0599166+0.07204j 0.0437454-0.0180559j 0.00983372+0.0373143j 0.00843926-0.0112069j -0.0157107-0.0790668j -0.0710574+0.034706j 0.00912174-0.0572121j 0.00935787+0.0149122j 0.0380983+0.0551012j 0.0569566+0.0504092j -0.0197829-0.0181547j 0.0129572-0.018005j 0.0094598-0.0823423j -0.00153542-0.0319346j -0.0147824+0.00393068j 0.0440926-0.0860057j 0.100793+0.00707269j 0.0503358-0.0856214j -0.00789283-0.000905497j 
-0.00733044-0.0236552j -0.0128437-0.0134349j 0.196133-0.0758906j -0.015146+0.00250095j 0.136775+0.117022j -0.190074+0.0790078j -0.0579355-0.0861995j 0.0628466-0.0485621j -0.101374-0.023256j 0.0790254-0.0917571j -0.00276928-0.0610857j -0.00844373-0.0561374j -0.00469815-0.049607j -0.0452235+0.0289357j -0.0295095+0.0393792j 0.0674219+0.0192152j 0.00428228-0.0122049j 0.0298078+0.064801j -0.0985895-0.00705903j 0.0855657-0.0478281j 0.0699697-0.14349j -0.0229813+0.102386j -0.0413541+0.0921418j 0.109537-0.0309716j -0.100636-0.00596842j 0.0753453-0.00735029j 0.0505191-0.0582982j -0.00560227-0.0423998j -0.0295775-0.0132183j 0.0395392-0.0155992j 0.00179684-0.0400096j 0.0653687-0.0147104j 0.0531259-0.0342449j 0.0294912+0.0062922j 0.0336254-0.00658769j 0.0237153-0.017038j -0.0742988+0.0191859j 0.0811684-0.0399731j -0.0359066-0.0634773j -0.0477933+0.0398232j 0.0243989+0.0254938j 0.034619-0.0395305j 0.0194978+0.0434299j -0.0407833+0.0597605j 0.0253782-0.0339985j -0.0144732-0.0494408j -0.000993088-0.0312205j 0.00530219+0.0589409j -0.0049744+0.0427413j 0.0017691+0.0428465j -0.00531745-0.00535705j 0.0334324+0.0171799j -0.0296666-0.0570872j -0.0666464+0.03534j 0.0654645+0.0258625j 0.0176016-0.0457833j -0.0598419+0.00664677j -0.0453873-0.00863558j 0.00530765+0.0134081j -0.048044-0.00418412j 0.0394655+0.000357323j 0.0072161-0.0177434j -0.101044+0.0856716j 0.0571094+0.0249726j -0.0258442+0.0697985j -0.0355057+0.00932911j 0.0143847-0.0337296j 0.0551046+0.0596742j -0.0242511+0.0494296j 
0.0227285-0.0514037j 0.0498924-0.00408341j 0.149572-0.0583338j -0.108407+0.0735738j 0.0415226-0.0719935j -0.0289999+0.04437j -0.120176+0.0599626j 0.0270616+0.0712504j -0.070492-0.040917j -0.0807624-0.018805j -0.0498306-0.0664932j -0.0814352+0.0409595j -0.0288104-0.00211512j 0.0129942-0.0954331j -0.019856-0.000453795j 0.0554292+0.0821267j 0.0206084+0.0249499j -0.02845-0.0219658j -0.0202285-0.0233094j -0.025851-0.0125047j -0.0411133-0.0395504j 0.0834045+0.0288523j 0.0518842-0.103633j 0.0395061+0.0517542j 0.044391-0.0526098j -0.0409048+0.00680437j -0.0438061-0.0565044j -0.0293478-0.00696914j -0.101062-0.00933647j 0.0397987+0.0312599j 0.128014-0.0129744j -0.0227873-0.0292836j 0.080496+0.00207304j -0.0258329-0.00213967j 0.0448314-0.00906191j 0.0450657+0.0525369j -0.109274+0.0549504j 0.0196858-0.0127656j -0.0835881+0.0273352j 0.00625323+0.00116837j -0.0289872+0.00857037j -0.0329347+0.00768814j -0.0146624+0.0499084j 0.0447947-0.0457714j -0.00731415+0.10032j -0.0235776+0.0450382j 0.0288459-0.0136392j 0.00334057-0.0191175j 0.046539-0.00400307j -0.131744+0.127859j 0.0932179-0.0720139j 0.00572802+0.0213604j -0.0990059-0.0248746j -0.0325528+0.0552691j 0.0287826+0.00918418j 0.000550748-0.0665625j -0.0457104+0.0975222j 0.0137341+0.0287061j 0.0153102+0.0434537j 0.0478624-0.0389389j -0.0312515-0.0275528j -0.0286337+0.00209878j -0.0291582-0.0107299j 0.00360896+0.0216657j -0.0301893-0.0343847j -0.00993176+0.0356659j 0.0266645+0.033389j -0.0041325+0.010346j -0.0151449+0.0285442j 
-0.143494+0.0397501j 0.0699602+0.101125j 0.0737768-0.0693677j 0.0697166+0.0270645j -0.149659+0.076128j 0.0594152+0.012563j -0.0339496-0.0234295j 0.0154164-0.0375824j -0.0290859-0.0190998j -0.073285-0.0046308j 0.05897+0.0145441j 0.116529-0.0644596j -0.0493924+0.0558248j -0.0256241-0.0245468j 0.034845+0.025832j -0.00479131+0.0596372j 0.0486332+0.00494516j 0.0277071+0.0499349j -0.0103764+0.0314291j -0.0338368-0.103977j 0.0170805+0.0247083j -0.00799908-0.0047933j -0.0379582-0.0269884j -0.0506374-0.00943093j -0.0748722+0.0101297j 0.0180861+0.0937624j 0.0634007+0.028442j -0.0766039-0.0255882j -0.00104604+0.00767252j -0.0574725+0.0440186j -0.0479593-0.0201939j 0.138825-0.00828807j 0.032483-0.0304726j 0.0123388-0.0298882j 0.080909-0.0849117j 0.0150047+0.027353j 0.00277441+0.101295j -0.0346631-0.0546839j -0.0152012+0.0976898j 0.037084-0.0269265j -0.0691182-0.069586j -0.000710317-0.0260089j -0.037328+0.0724237j -0.0185782-0.0683347j 0.0244688+0.0493423j 0.0862976+0.159959j 0.0619885+0.0995935j 0.0435954-0.000311262j 0.0377521+0.0872103j -0.0373799+0.120555j 0.040271+0.0632488j -0.0171814+0.0101111j 0.0256481+0.00149338j 0.0689623-0.0580082j 0.0124785+0.0660097j 0.0438265+0.0135363j -0.0299369+0.0446118j -0.0330254-0.00294014j -0.037378-0.0382637j -0.0164123-0.0774504j 0.00583582+0.0189446j 0.0316523-0.0357979j -0.0947816-0.0241387j 0.0118013-0.0191746j -0.0182533-0.00177423j -0.0686428+0.0617494j 0.00130785+0.0250498j -0.0574907-0.0557059j -0.00528545-0.0863543j 
0.113664-0.00442605j 0.0682378-0.0775746j 0.0543222+0.130381j 0.0826673-0.0740684j -0.00860859-0.128569j -0.0114672+0.0261805j 0.0138519+0.00241911j -0.11792-0.0411002j 0.114656+0.0239467j -0.0654641+0.0422197j -0.0483016+0.0418277j -0.0725189-0.0281989j 0.0261347+0.0232823j -0.00948275+0.0161765j -0.00489328+0.0168889j 0.0492253-0.075018j 0.0763342+0.0946998j 0.0256708+0.0530696j 0.00842718+0.0211996j -0.100707-0.0281003j 0.0496384-0.085814j 0.0407098-0.000190943j 0.0687418+0.0455722j -0.153341-0.0181947j 0.000763129+0.0263636j 0.0819058-0.123294j -0.0351874+0.00462368j 0.0494713-0.0554808j -0.02221-0.00734051j 0.0288059-0.00930937j 0.0495615-0.0417006j -0.00127341+0.12171j 0.0254089-0.0472639j 0.0406439-0.0585579j -0.00130045+0.03232j -0.0600672+0.00749759j 0.0612507-0.0107371j 0.0735701+0.0394362j 0.00559514-0.0385323j -0.0185246+0.0122482j -0.0910873-0.0480422j 0.0278374-0.120518j -0.00879198+0.0388894j -0.0442911-0.0364312j -0.00939532-0.00454217j 0.0920865-0.0571468j 0.0534449-0.0854748j -0.0139884+0.0110099j 0.0751904+0.00801609j -0.0587867-0.0248416j -0.0795609+0.107743j -0.0944991+0.00930657j 0.130457+0.00149945j 0.0183945+0.0688917j -0.0114894-0.0118263j -0.00641126+0.0650529j 0.0614608-0.0925412j 0.0255855-0.116483j -0.0147598+0.0456226j -0.0483837-0.0522535j 0.0168338-0.0184603j 0.0346951-0.0682853j -0.0281119-0.058781j 0.0173759-0.00737319j 0.00193387+0.00591339j 0.000741575+0.0784398j -0.078843+0.0409391j -0.0506987+0.0869358j -0.0186595-0.0525894j 
0.0259512-0.105135j -0.126637-0.06995j 0.00343158-0.00722568j 0.0820946-0.0668421j 0.0779518-0.0101115j -0.0206936-0.0404206j 0.023034-0.0746894j 0.112607+0.0326768j -0.129235+0.0393948j 0.00573592+0.0205907j -0.0711573+0.00242266j 0.0115491-0.0504121j 0.0416734+0.0248348j -0.0166171+0.00726703j 0.072053-0.0680253j -0.041727+0.103354j 0.0225863-0.0412496j -0.0316312-0.0240623j -0.121932+0.021121j -0.041206+0.0754261j 0.0167239-0.0211114j 0.0457696-0.019583j 0.0584751-0.0456701j -0.0579236-0.104427j 0.0110835+0.0952734j -0.0344721+0.0290631j -0.10967+0.0832239j 0.00965803-0.00417607j -0.0176852-0.00535754j 0.0637409+0.0210418j -0.0520117+0.0822994j -0.0448223-0.0824379j 0.024974+0.0475881j -0.0333866+0.0588156j -0.0402419-0.00224609j 0.0362306-0.0083346j -0.142331-0.0148887j -0.0570308-0.0179104j 0.0771083+0.00395526j 0.0424052+0.00196823j -0.00288433-0.0364516j 0.055178-0.0977749j 0.0316951-0.0283994j -0.00481583+0.176463j 0.00619952+0.0458266j 0.0058085+0.0169737j -0.0536681+0.0283331j -0.043592+0.01194j -0.0375362+0.0330152j -0.021359-0.0531231j -0.0585526+0.11209j 0.0276481-0.062652j 0.023885+0.0309804j 0.0518761-0.0370122j 0.0638822+0.0371631j -0.0175235-0.00537155j -0.0195664-0.0547503j 0.0835422-0.0896477j 0.0644026-0.0427126j 0.0146549+0.0307659j -0.0106449-0.0551625j 0.0861346-0.136385j -0.0472399+0.0301169j -0.0366379-0.0483336j -0.0253003-0.0738304j 0.0366431-0.0940215j 0.0175866+0.00183779j -0.0148062-0.0253002j -0.00629449+0.0239438j 
0.021046-0.0520545j -0.0838783-0.10973j 0.0185783+0.00330471j -0.1477-0.0564439j 0.074257-0.0312734j -0.128854+0.0711393j -0.0215568+0.0635285j -0.0207072-0.012931j 0.0908742+0.00971097j 0.04522+0.0687366j 0.0684462-0.0148261j -0.16069+0.0146254j -0.0365902-0.0230858j 0.0398716+0.00199656j 0.0183484+0.0132413j 0.0181062+0.0500964j 0.0722184+0.112865j -0.104143+0.0122148j -0.00162576+0.0365907j 0.0678815+0.0449232j 0.0164053+0.117275j -0.0226278+0.00110703j 0.0175443-0.0135549j 0.0968368+0.0251675j 0.0163167-0.0326197j -0.00499715+0.0403867j -0.0564672+0.0328916j 0.0325702+0.0245244j -0.0317488+0.0199642j -0.0227201-0.0343104j 0.0612895-0.012774j -0.0425865+0.0742963j 0.0171879-0.0361306j 0.0127222-0.0112099j 0.0177031-0.105748j -0.0115083-0.00301692j -0.0466587-0.13302j -0.0998699+0.0316927j -0.0177452+0.0295768j -0.0606953+0.00774602j -0.0758619+0.00557315j -0.0744327+0.0168678j -0.0804183+0.0458527j 0.0893106-0.0657873j 0.197856-0.0634668j 0.0492266-0.0390364j 0.0359258+0.0909325j 0.0563791-0.101083j 0.00913778-0.0447914j 0.0681588-0.145154j 0.0349104-0.00839252j 0.00167049-0.040597j 0.0397538-0.0428691j -0.000602472-0.103986j 0.0487203-0.147006j 0.00766587+0.0658956j -0.0875838+0.0420454j 0.0230919-0.0287625j 0.0178589+0.0165203j 0.0208991+0.0396907j 0.022855+0.0177956j -0.00832356+0.0143777j 0.0774344-0.0540116j -0.0938051-0.0149838j 0.0368229+0.026432j -0.00486334-0.0476627j 0.00433201-0.017874j -0.0134816-0.0280754j 0.098938-0.0506668j 
0.108388-0.0227817j 0.015203+0.0316489j 0.00242065+0.0523726j -0.00930016-0.0712889j 0.0500579-0.000629484j -0.0923553+0.115625j 0.037338-0.0186767j -0.0227191+0.00217646j -0.0394815+0.0211997j 0.0505557-0.0242261j 0.0594751+0.0389195j -0.078932-0.00952162j 0.0474934-0.0589898j -0.00344371-0.0278248j -0.0343223-0.0868511j -0.0426792-0.0705308j -0.0762184-0.0225368j 0.125771-0.0588049j -0.0884022-0.0269891j 0.0271484+0.0160599j 0.0243656-0.0984132j 0.0503595-0.0202912j 0.0874743-0.0189266j 0.015479-0.0335006j 0.105771+0.0297647j 0.0639579-0.0471909j 0.00552907-0.129758j -0.0439591+0.0462661j -0.101507-0.0493434j -0.0090088-0.0354811j 0.0245426-0.00429191j -0.0368674+0.0724916j -0.0304562-0.0304045j -0.0265339-0.000959831j 0.0170093-0.111177j 0.0279177-0.0548863j -0.0571124+0.00995989j 0.0499121+0.00551055j 0.0203379+0.0310909j 0.0479522+0.0213102j -0.0427418-0.133722j -0.0063167-0.149479j -0.053456+0.00838647j 0.0570929+0.0493513j -0.0032709-0.0940909j 0.0720435+0.028577j 0.0124778-0.0104916j -0.154477+0.0858917j -0.0503607+0.03112j -0.0503293+0.159679j -0.0847085+0.11945j -0.00181922-0.0636108j -0.041162+0.0930367j 0.0412974+0.0217877j 0.0384049-0.0345866j -0.131774-0.0331043j -0.0184551+0.0296995j 0.0221453+0.0311874j -0.00876563-0.0811915j 0.0541044-0.147845j -0.0638826-0.0197436j -0.036265+0.013542j -0.0281166-0.00664094j 0.0119802+0.103111j -0.0344927-0.045427j 0.0164798-0.0380208j 0.0428984+0.0932823j -0.0131463-0.0379465j -0.0091129-0.00746969j 
0.0673935+0.0930651j 0.099046-0.0569119j -0.014411+0.0432014j -0.0450985+0.0788452j 0.00191306-0.11208j -0.0407344-0.00969759j -0.0148524+0.0664614j -0.00402071+0.0412574j 0.0497649-0.0931118j -0.0369615-0.00379533j -0.00453432-0.0734028j 0.0306929+0.049397j 0.00644932+0.0252232j -0.00327732-0.0154454j 0.092642-0.0596494j -0.061279-0.0653666j 0.0712219+0.00618436j -0.10613-0.0166821j 0.00951547-0.070785j 0.011185-0.0871896j 0.0495618+0.0274523j 0.0447716-0.134302j -0.0566571+0.00911536j 0.047768-0.0089568j -0.0406762-0.0118097j 0.0719005-0.0953025j -0.0188811-0.059327j 0.0384568+0.00623808j -0.0133626+0.00768711j -0.0139752+0.0038453j 0.0315404-0.00715131j -0.05079+0.0308919j -0.0365546-0.0334412j -0.0239787+0.00170079j -0.0197656+0.0124475j -0.0163163-0.0311104j 0.0184218+0.0759226j 0.0366669-0.0935153j -0.0104205-0.00092544j 0.000805695+0.0430376j -0.0398206+0.157927j -0.0167893-0.019708j -0.0153783+0.0466301j 0.0451354-0.0714367j 0.0075817-0.0847044j 0.039945+0.0694306j -0.00829037+0.0181968j -0.0599724+0.0689906j 0.0114503-0.0317297j 0.0184612-0.00852837j -0.0391169+0.0289403j 0.0242268-0.0533222j -0.0546883+0.0127985j -0.0164726+0.0162392j -0.152574+0.0597309j 0.00215696+0.0270133j 0.00793279-0.0417675j 0.0309154-0.0146191j -0.00425564-0.104315j -0.0221044-0.0285689j 0.037899-0.000185132j 0.062565+0.0391482j -0.0342022+0.0552308j 0.0142164+0.0686398j -0.0307007-0.0875372j 0.0288612-0.0879157j -0.0717724+0.0711087j 0.0157346+0.067131j -0.00440511-0.0476554j 
-0.0456536-0.10587j -0.129624+0.0738483j 0.0211408-0.0220074j -0.0271516-0.0956753j -0.0724964-0.00961883j 0.00408378-0.0291878j -0.0214369-0.0622078j -0.0502663+0.0147191j 0.0561872+0.028279j -0.0520298-0.0166133j -0.035783+0.0299344j 0.0681923-0.0621305j 0.0130985-0.0225726j -0.014973-0.00667263j 0.00489929-0.010965j -0.0411384+0.0316554j -0.0921273-0.010411j -0.0444814+0.00405049j -0.0315398-0.0888936j -0.00917138-0.00679519j 0.132258-0.0506297j 0.0335969+0.0819647j -0.0282934+0.0508022j 0.0860327+0.0299274j 0.0320928-0.102232j 0.0432549+0.0701533j -0.106332-0.02159j 0.0438681+0.11767j -0.0191838+0.0548004j -0.00811883+0.040133j -0.00523801-0.0655182j 0.0595447+0.0365616j 0.10805-0.00175659j 0.0993568-0.00561812j -0.0928173-0.0303384j -0.123977-0.0658276j 0.0287297+0.0377405j 0.0256375-0.0644791j 0.111682+0.00252501j -0.112131+0.0383817j 0.0471476-0.0273289j 0.0188002+0.0187613j -0.000273837+0.0852522j 0.0263635-0.0109468j -0.0814116+0.0423335j 0.0964256-0.0603058j -0.0646197-0.0809927j -0.0198924+0.153232j -0.0964733+0.0513698j -0.128681+0.0972127j -0.0122209-0.0231188j 0.0640407+0.026461j -0.101152+0.00429501j 0.0517108-0.0387763j -0.0106776-0.0843788j 0.0654006-0.070854j -0.120033+0.1143j -0.0470256+0.0689308j 0.0740484+0.0617939j 0.00980346+0.027153j -0.0140669-0.0636877j 0.0245065+0.0442918j 0.00865227-0.0929952j -0.0889996-0.0818303j 0.0246482+0.019385j -0.0158386-0.140176j -0.0862714+0.0386097j -0.0252647-0.024379j -0.0267423+0.101173j 
-0.00322419+0.00238364j 0.0585832-0.026398j 0.0584021-0.0684219j -0.0725298+0.00645139j -0.0393697-0.0355541j 0.0592787+0.0470174j -0.0270472-0.00179642j -0.024696+0.0357941j 0.0555049+0.0400963j -0.0397176-0.0300686j -0.00587459-0.0108176j 0.0410178-0.0691852j 0.0400969+0.0421399j -0.0714563+0.000468069j -0.0141618-0.0644722j -0.0650844-0.0525712j 0.00594867+0.0310396j -0.00397677+0.040544j -0.0730589+0.0264272j -0.0334599+0.0378908j 0.0629099+0.0756631j 0.0222709-0.0428418j -0.050141-0.0129385j -0.0438051-0.0496218j -0.0953867-0.040149j 0.0376734+0.0510078j 0.0465074+0.0544791j -0.0682805+0.0384145j 0.140752+0.0177178j 0.00669231-0.0198998j -0.125415+0.0370299j 0.165552-0.00756866j -0.0355691-0.00848479j 0.0667951+0.025159j -0.0337312-0.0204071j 0.0217113-0.0147744j 0.0689302+0.177809j -0.02001+0.0159089j 0.157496+0.00332031j 0.0814893+0.0245199j 0.0599686+0.0239883j 0.100774+0.00472946j 0.132294-0.0475903j -0.0263986-0.0559572j 0.0861676-0.140148j -0.0134395-0.0376869j 0.103149-0.0333734j -0.0867323-0.0707569j -0.0564459-0.0538338j 0.0381272-0.0526901j -0.0195804+0.0241491j -0.0172666-0.0830738j 0.0207883+0.00567508j -0.049169-0.0396077j -0.0773018-0.115254j -0.00536433-0.0042961j -0.0221632-0.0306209j -0.0749793+0.0557755j -0.0515009-0.00810519j -0.0460053+0.0446152j -0.0891013+0.0182323j -0.0457968-0.11589j -0.0341629+0.0772162j 0.148624+0.0629602j 0.0265642+0.0555712j -0.00709156-0.0442417j 0.053967+0.00138115j 0.00865924-0.00812424j 0.0497773-0.0166481j 
