-0.145289+0.17239j -0.176545-0.152311j -0.0727967+0.166789j 0.181459+0.065739j 0.0941777-0.125278j 0.0374435-0.0795278j -0.116448-0.167786j 0.174225-0.106771j 0.0337887+0.00935553j -0.181579-0.156145j 0.0511489-0.117982j 0.0274765+0.00632411j 0.0509438+0.169729j -0.0821098+0.0109511j 0.0347373+0.0345247j -0.115363+0.00439061j 0.0711728+0.0178933j -0.158115+0.246259j -0.0160106+0.147366j 0.0621334+0.10055j 0.147142-0.0593362j -0.177095-0.00538924j 0.0745425-0.0218859j -0.111013-0.0915025j 0.0610951+0.0904522j 0.0224225-0.016985j 0.247169+0.073803j -0.0336628+0.227166j 0.0622327-0.152128j -0.17174-0.0684158j -0.0870617-0.268383j -0.275539+0.0918598j -0.0679862+0.0999746j -0.0949828-0.0739088j -0.0516491+0.029896j -0.00790662+0.0130163j -0.0329178+0.061296j 0.074402+0.0399109j 0.00362486-0.0530396j 0.0202832+0.00896435j -0.0178838+0.00117026j 0.00282122+0.00480874j 0.020724-0.0202356j 0.0128631-0.0327934j 0.00852622+0.0149815j -0.0239916-0.0153373j -0.00963727+0.00963723j 0.0208778+0.0207586j -0.00951541+0.00103076j 0.00781835-0.01645j 0.0176621+0.0131987j -0.0260833+0.0229805j 0.0325528-0.011271j -0.0191572+0.00737642j -0.0049276-0.0276944j -0.00724607+0.00996998j -0.00371861+0.0127293j -0.00917039+0.00834961j -0.0301278-0.0241104j -0.0128328-0.0115014j 0.0135975+0.0109081j 0.0172319-0.0283794j 0.0166501+0.0188722j -0.0153833+0.00581778j -0.00784989-0.000163689j -0.000169319-0.0289748j 0.025292-0.00989875j 0.00571975+0.00355404j 0.0266144+0.00141707j 0.00395911+0.0287866j 0.0668556-0.012045j -0.00949251-0.0656846j 
-0.00046045+0.00959551j -0.00927019+0.000710682j -0.00128017+0.0072194j 0.00675492-0.00119627j -0.017039+0.00464396j 0.0167987-0.0102252j -0.0104156-0.0116934j 0.00278563-0.0020363j -0.0184589-0.00126542j 0.00523814-0.00465907j -0.0161464-0.00823752j 0.00164489+0.00427615j -0.0194821-0.0115651j 0.00880063+0.0140023j 0.0059678-0.00858568j -0.0231577-0.00416917j 0.00930333+0.00454562j 0.000545595-0.0170394j -0.00798479-0.0162833j -0.0100754+0.022831j 0.00619056+0.000158442j 0.00740044+0.0041535j -0.0236322-0.0100365j -0.0238237+7.44418e-05j -0.0136386+0.00476501j -0.0202648-0.00666878j -0.00426729-0.0117409j 0.0022609-0.000292512j -0.00122073+0.00157789j 0.00311963+0.000155723j -0.0014315-0.00405301j -0.00442804-0.000507726j -0.00209295-0.00479126j 0.00589994+0.000545555j 0.032732+0.00812134j 0.0256244-0.0361292j -0.0162566-0.0291763j -0.0162965-0.00666998j -0.0164439+0.00762222j 0.0162152-0.00169551j -0.0127342+0.0111539j 0.00595332-0.00487015j -0.00977482-0.0151285j -0.0112197-0.0172471j 0.00552465+0.012716j -0.013921+0.00115352j 0.00442267+0.00587605j -0.0065774+0.00974549j 0.00202153-0.0173356j 0.0146603+0.0188517j -0.00815555-0.00226561j -0.00910797-0.000989726j 0.0149901-0.0148156j 0.0017508+0.00165175j 0.0112628-0.0066195j -0.0107948-0.0110119j 0.00588184-0.00828439j 0.0101309-0.00782193j 0.00548172-0.0144952j -0.00289695-0.00523262j 0.0157625+0.0120492j -0.00662674+0.0182084j -0.0302856-0.0085245j -0.00717219+0.0118411j -0.0313205+0.0122102j 0.0161984-0.0313288j 0.0171571+0.0298731j -0.0170959-0.0110883j 0.0110491+0.00665349j -0.00854533+0.00696932j 0.000700641-0.0027229j -0.0033055-0.000540956j 
0.00395114+0.0049653j -0.00478282+0.00466095j -0.00418518-0.00437515j -0.00631462-0.00145313j -0.0245453-0.00754471j -0.0276383-0.000794871j -0.0150801+0.0274157j 0.00617369-0.0196593j -0.01397+0.00837845j -0.0141344-0.0166274j 0.000215049-0.010097j -0.0087255-0.00449918j -0.0146686+0.0103029j -0.00169092-0.00420884j -0.00459472-0.00507257j -0.010746-0.0192182j 0.00504678-0.0143089j -0.0104718-0.0149327j -0.00658811-0.00809563j -0.00627717+0.00363641j -0.00662703+0.0106032j 0.00425012-0.0123409j -0.0114362+0.005753j 0.014539+0.0197608j -0.0368619+0.000278665j 0.00657509-0.0282307j 0.0107782+0.00751148j -0.00417863+0.00955459j 0.00549602+0.00295716j 0.00411555-0.00679951j -0.00324681-0.00366899j -0.00385078+0.00271399j -0.00245449+0.0117417j -0.0128989-0.00303559j -0.0131398+0.0136251j 0.00057841+0.0208738j 0.00856894+0.0190698j 0.0234231+0.00698335j 0.0129327+0.0040965j -0.020766+0.0135601j -0.00944801-0.0127287j -0.0103366+0.00746707j 3.19722e-05+0.00199758j 0.0037746+0.00376828j -0.00435817-0.00247299j 0.00400872+0.00568533j -0.00669542+0.0113583j -0.00931488-0.00260978j -0.00315479-0.00365971j -0.0107522-0.00961476j 0.00744544-0.000196523j 0.00635641+0.00260799j -0.00758809+0.0106126j -0.00372837-0.0160609j 0.0086831+0.00492947j 0.00294318-0.00695366j -0.00807565-0.00469829j -0.00503214+0.0102984j -0.00684773+0.0133891j -0.00905531+0.0132085j -0.00993513+0.000409391j -0.0129372-0.00718301j 0.0103011+0.00494183j 0.00974804+0.00483143j 0.0113255-0.00402593j -0.0160021+0.0178436j -0.0162988-0.0268744j 0.0177834-0.00549331j -0.00264515-0.00156761j 0.00266377-0.00317449j -0.00306839-0.002029j -0.00226639+0.00301315j 
-0.00629984-0.00701584j 0.00743278-0.00622397j 0.00944404+0.00231485j -0.00251549-0.0117577j -0.00697113+0.0208381j 0.00157173-0.00171374j -0.00140918+0.00541372j 0.00637097-0.00954921j -0.0166118+0.00584048j -0.00508666-0.00443257j -0.00806225+0.000148835j 0.0159479-0.0181336j 0.00956048-0.0206313j -0.00786674-0.0101024j 0.027291+0.00934633j -0.0115887-0.00483256j 0.0090115-0.0112458j 0.00341487-0.00962881j -0.00577941+0.0395971j -0.0304803+0.00710737j -0.00764305+0.00245108j 0.0129434+0.0119488j 0.00287413-0.00752971j -0.00416494+0.00443925j -0.00684863+0.00388076j -0.00486773+0.000113506j 0.00548693+0.000735604j 0.000824964+0.00639642j 0.00115271+0.00989858j 0.00945914-0.00246622j 0.00232005-0.00996991j -0.0103522-0.00132441j 0.0130781-0.0061312j 0.00851345+0.0111234j -0.0143149-0.0197419j -0.00891214+0.00865695j 0.00407457-0.00177093j -0.00658323-0.00738973j -0.00928286-0.0134737j 0.0113964-0.0135522j 0.0111121+0.00809486j 0.0107985+0.012982j 0.0106697+0.0145551j 0.00414191+0.00222838j 0.0141014-0.00672j 0.0121487-0.0100793j 0.00282284-0.00460048j 0.0120555-0.000553399j -0.0107736+0.0213364j -0.0171349+0.0032965j -0.0125647+0.00716229j 0.0188747-0.000648636j -0.00387742-0.00850992j -0.00232982+0.00878838j -0.0211775+0.00131501j 0.00627172+0.015672j 0.012754+0.0269145j -0.00226052-0.00100243j 0.015437+0.00297112j 0.00853067-0.0224919j 0.00741554-0.0400245j 0.0360185-0.00244994j 0.0126997-0.00976585j -0.0144397-0.0111987j 0.0161489-1.00372e-05j 0.00372411+0.0152529j -0.0061796+0.00766135j -0.00860807+0.00238884j 0.00460326-0.00516115j 0.00476339+0.00488912j -0.000249126+0.00131914j 0.00136096+8.67791e-05j 
0.00307333-0.0094548j 0.00941717+0.00432737j -0.00922618+0.0100512j 0.0136037+0.000994583j -0.0212264-0.0181415j -0.00453347+0.00669987j -0.000443809+0.00230278j -0.000320292+0.00784024j 0.00300087-0.0118956j 0.0066526-0.00443313j 0.00754631-0.00169474j -0.00742624+0.0154379j -0.00781211+0.0142353j 0.00733642+0.0104996j -0.0218411-0.00302272j 0.00354264-0.00537664j -0.00147435+0.00735205j -0.000526467+0.00209257j -0.000628883-0.0347155j 0.0145913-0.000877671j 0.00427494+0.00439153j -0.00868913-0.00640259j -0.00814991+0.00119135j -0.00737476+0.00339388j -0.00750928-0.00271307j -0.00165198-0.00174832j -0.000909389-0.0141036j 0.0103361+0.00527363j 0.017192+0.00111027j 0.0025998-0.0183567j -0.0105925-0.0117656j -0.0115447+0.0111874j 0.0121689-0.0148064j 0.0183306+0.0100768j -0.019106-0.0233762j -0.01393+0.0151534j 0.00222385-0.00471927j -0.0134773-0.00453715j -0.0216813-0.0135031j 0.0151978-0.0227082j 0.0176684+0.0113651j 0.0211346+0.0147703j 0.0225767+0.0174275j 0.00490696-7.61119e-05j 0.0171295-0.0121388j 0.0113869-0.0147804j 0.00227583-0.00568962j 0.017729+0.000499104j -0.00998755+0.0362959j -0.0234625+0.00981772j -0.0188236+0.0114127j 0.0265977-0.00803297j -0.00791826-0.0143228j -0.00252223+0.0156645j -0.0339837+0.00242223j 0.0103964+0.0241464j 0.0241466+0.0360928j 0.00095117-0.0027624j 0.0209165-0.000446254j 0.00765364-0.032081j 0.00511739-0.0582692j 0.0557957-0.0109007j 0.0186547-0.0145473j -0.0262634-0.0158854j 0.0202956-0.00101539j 0.0112055+0.0222632j -0.00907987+0.0166999j -0.0126885+0.00327281j 0.00743414-0.00905695j 0.00843134+0.00721938j -0.00213546+0.00224518j 0.00199562+0.00173593j 
0.0139658+0.00281942j -0.00425241+0.0148123j 0.00242426+0.000635502j -0.00519205-0.00485357j -0.00583548+0.0043352j 0.0101253+0.00267394j -0.00540483-0.00713372j 0.00730659-0.00175857j 0.00099769+0.00150317j 0.000587655+0.00389811j 0.00253538-0.00858259j -0.00418409-0.00685097j 0.00184816+0.00653522j 0.00575487-0.00286409j -0.00118401+0.00456451j -0.000468946+0.00650495j -0.00308218-0.00265437j 0.00372805-0.00318314j 0.000473816-0.00041462j 0.00355693-0.00295428j 0.00314173-0.00296288j 0.00167757-0.00214911j 0.00290957+0.00304958j 0.00359992-0.00289508j 0.00320475-0.00119276j -0.00429543+0.00113394j 0.00680067+0.00599665j -0.010711+0.00259209j -0.00116082+0.00970784j 0.00720327-0.000272677j 0.0031492-0.00861273j -0.00623768-0.00364504j 0.00479535-0.0048386j 0.00457789+0.00406715j -0.0341074+0.0249968j 0.0306386+0.00990441j -0.0114869-0.0115377j -0.0100819+0.0190512j 0.00225216+0.00280402j -0.00733407+0.0133582j 0.0171658+0.0120279j -0.00292518-0.0499266j -0.0104045+0.0373398j 0.00696546-0.0143118j 0.0178663+0.00110009j 0.0195586-0.0195363j 0.00387083+0.0111364j 0.00503605+0.0140328j -0.00854844-0.0135164j -0.0115573-0.0150716j 0.00869857+0.0198351j -0.0135358+0.00552942j 0.0368348-0.00150805j 0.00967986+0.00174225j 0.00641456+0.011686j -0.00637097-0.027684j 0.0184368+0.012217j -0.0292863+0.00342393j 0.00313871+0.0178302j -0.00555593-0.0278203j -0.00731012-0.0117075j 0.000274179+0.000272555j -0.00579398+0.0050568j 0.0163254+0.00536584j 0.00533625+0.0202301j -0.025554+0.0166438j -0.022487+0.00572485j -0.0411423-0.0125448j 0.00708644+0.000911712j -0.00922082-9.83559e-05j 0.0143552-0.0237996j -0.0232258-0.0164671j 
0.00244362-0.0231581j 0.0224468+0.000670207j -0.0128001-0.0206905j -0.0174072+0.0074031j -0.00319745-0.00370445j 0.00261116-0.00536419j -0.00778699-0.00649758j 0.00519102-0.00690901j 0.00417847+0.0025166j 0.00288826+0.00140536j -0.00339523+0.00140906j -0.00149555+0.00261947j 0.000940499-0.00379487j 0.000590404-0.00226626j 0.00028364+0.00189844j 0.00289015+8.28786e-05j 0.00035054+0.000292925j 0.00129865+0.00182022j 0.000319695+0.00330077j -0.00160931-0.00207235j -0.00611075-0.00368164j -0.00178527-2.28845e-05j 0.00237594-0.00113479j -0.00553942-0.00309887j -9.29336e-05-0.00329429j -0.00299164-0.00118507j 0.00512436-0.00829834j 0.00720268+0.00162873j 0.0136056-0.00279185j 0.000953737-0.0176213j -0.012139+0.00620281j 0.00400638+0.0139641j -0.0127249+0.0408422j -0.0407668-0.00894429j -0.00956955-0.0241646j -0.000280099+0.00437795j -0.0271941-0.0353894j -0.0383441+0.00627353j 0.00964464+0.0109003j -0.0114095+0.00300815j -0.0197466-0.0175885j 0.0196648+0.002518j -0.00290352+0.0139668j 7.80806e-05-0.00265368j 0.0177347-0.00801992j -0.0108687-0.0109098j 0.00119048+0.0164981j -0.0208704+0.0223091j 0.00576493+0.00214081j -0.0146821+0.00743837j 0.016942+0.000318328j 0.00374394+0.00159848j -0.00442043-0.0154136j 0.008273-0.00837272j -0.0162717-0.0179896j -0.00573615+0.00150394j 0.00772429-0.0116269j 0.0112144+0.00511943j -0.00556382+0.0107271j -0.00980726+0.00650834j 0.0187448-0.0172187j 0.00986386-0.0156584j 0.0111012-0.00305043j 0.0092943-0.00468524j -0.0289412+0.000276306j 0.0131372-0.0249448j -0.016235+0.00598509j -0.0126278-0.0293014j -0.0351355-0.00805544j 0.0126393-0.0390715j -0.0333557-0.0125222j -0.0089602+0.0344013j 
-0.00842344+0.00454136j -0.00413634-0.011173j -0.00163663+0.00277369j 0.00496911-0.00114036j -0.00136064+0.00181531j -0.00484007-0.00821561j 0.00288678-8.62169e-05j -0.00300986-0.00510324j -0.000137976-0.0011908j 0.00276115+0.00268461j 0.00288846+0.00360239j -0.00355351+0.00162312j 0.000461576-0.00492061j -0.00791407-0.000402671j -0.00255383+0.00468039j -0.000713954-0.00471458j 0.00521422+0.000327192j 0.00111291+0.00306873j 0.0022008-0.00108808j 0.000581846+0.00547866j -0.000536277+0.00578911j -0.00340206+0.00211018j -0.000266446+0.00118985j -0.00595862+0.00387632j -0.00264042+0.00220646j -0.000470215+0.00247112j 0.00161768-0.00405461j 0.00389689+0.00366097j -0.00210632-0.00306891j -0.00438852-0.000400784j -0.00187059+0.00280331j 0.00395835+0.0063705j -0.0139248+0.00557193j -0.000129486-0.00952053j 0.0132426-0.0151429j 0.00182687-0.00429815j -0.00378965-0.00221915j -0.0027203-0.0140215j 0.0147927-0.00552999j -0.00621206+0.0171589j -0.00172402-0.0115932j 0.00289089-0.0156038j 0.00674542+0.00770627j 0.01287+0.0160061j -0.0020022+0.00120694j 0.00236032+0.00225917j 0.00732118-0.00653485j 0.00934233+0.0109491j 0.00407014-0.0016435j 0.00836983+0.0032009j 0.0138044-0.00403337j -0.00974326+0.00446882j -0.00071847+0.017019j 0.000542981+0.00682881j -0.00910682-0.00128346j 0.00132034+0.00516384j 0.0013099-0.0109946j -1.36064e-06+0.00707239j 0.0058747-0.0095461j 0.0170116+0.00541939j -0.00167727+0.00607457j -0.00791516+0.00493912j -0.00176085-0.00366113j 0.00744109-0.00506184j 0.00340707-0.00747251j -0.00351875-0.00217497j 0.0039562-0.00147506j 0.0123096+0.0271563j -0.00130175+0.000799698j 0.0108137+0.00433277j 0.010017+0.00461402j 0.00586102-0.0117857j 
-0.00821907+0.008433j -0.00912017-0.00785108j 0.00395546+0.00318996j 0.00818642+0.00014653j 0.00246579-0.00584406j 0.00231671+0.00314791j -0.000131152+0.000604862j 0.00450139+0.00519058j 0.000137815-0.000654365j -0.0085363+0.00567488j 0.000388174-0.00383057j 0.00414768-0.0074935j -0.00274512+0.00910694j 0.00476735+0.00559756j 0.00258909-0.00265344j 0.00138873+0.00178286j -0.00930271-0.00160292j 0.000846126+0.00059241j -0.00378011+0.004068j -0.00566085+0.00117166j 0.00829835+0.000376015j -0.00183118-0.00572956j -0.00675251-0.0041902j 0.000178945-0.000651157j -0.00340593-0.00129356j -0.000570993+0.000927662j -0.0028911+0.00278594j 0.00088413-0.00214825j -0.00200918-0.0112389j -0.00587491-0.000597001j 0.00182816+0.00128092j 0.000132775-0.00282722j 0.00633671-0.00907127j 0.00295368+0.00928974j 0.0168676+0.00274824j -0.0081712+0.00235195j -0.00346329+0.00834427j 0.0263784+0.00556833j 0.00635805-0.00778013j 0.00149996-0.00574833j 0.00138559-0.00864288j 0.0016866+0.0139795j 0.00588177-0.00651614j 0.00349047-0.00293952j -0.00958885-0.00622148j 0.00314393-0.00889123j -0.0088836-0.00970586j 0.00583452+0.0101326j -0.00210573+0.00175199j 0.0101536-0.0115693j 0.000367655+0.00644222j -0.012092+0.00780657j 0.00226716+0.00904284j -0.0160625+0.0136934j 0.0117157-0.00686732j 0.00417756+0.00961633j 0.0154527+0.00653904j -0.0180091+0.00184625j -0.0047222-0.0123263j -0.00306646+0.000794957j 0.000508207+0.00653233j -0.000321626-0.00053057j 0.0167197+0.00417197j 0.012077+0.00211638j -0.00469262-0.0181239j -0.000451515-0.0100891j 0.00627298-0.0128109j -0.0176669-0.00504951j -0.00733338-0.00862619j -0.00208144-0.00102121j 0.00718738-0.000270271j 0.00213963-0.00675063j 
0.00298133-0.0133621j 0.0109351+0.00368609j 0.0090741-0.0101823j -0.0108461-0.00310096j 0.00889499-0.00182241j 0.00330203+0.00441449j 0.000448304-0.00119161j -0.000152275+0.0030567j -0.000873523+0.00184595j -0.00113887-0.000994967j -0.00420564-0.0031999j 0.000815379-2.67082e-05j 0.00570479-0.00139242j 0.0041238-0.00750325j 0.00107653-0.00334762j 0.00216088-0.000830505j -0.00275209+0.00547742j -0.00778805-0.00242845j 0.00465451-0.00076895j -0.00235986-0.00373165j -0.00366677-0.0056033j 0.00189302+0.00116689j -0.00154096-0.000677867j 0.00366632-0.00334287j -0.00351633+2.78292e-05j 0.00326573+0.000685907j -0.00391777-0.00604005j 0.00378336-0.00166258j 0.00307377-0.00112506j 0.00278258-0.000743031j -0.00646293+0.00362279j 0.00604864+0.000898106j -0.00434241+0.00480682j -0.00750406-0.00884266j -0.0065268+0.0102021j -0.00708667-0.00356814j 0.0115374-0.00402226j -0.0149686-0.00506706j -0.00131517+0.0058014j 0.00692962-8.06549e-05j 0.0121921+0.00752646j -0.00695237-0.00521662j -0.00449773+0.00767448j -0.00636379+0.0128453j 0.0126599+0.00172532j 0.00429594-0.000846147j 0.00592323-3.59481e-05j -0.00150117-0.00901372j 0.00627812+0.003539j -0.00562824+0.00149187j 0.0096502+0.00302796j 0.0174663-0.0124751j 0.0022021-0.0116578j 0.0137299-0.0014565j -0.00775002+0.00518442j -0.0182884-0.000775022j -0.0118476-0.00226911j 0.0149388+0.00146908j -0.00227341+0.0166903j 0.00965729+0.00267636j -0.000122399+0.00185084j 0.00619299-0.00645019j 0.00507248+0.00449597j -0.000725844-0.00168063j -0.0117752+0.0129099j 0.00912452-0.00923551j 0.0168223+0.00413048j 0.0166372-0.0163268j -0.0166438+0.00523784j -0.00718022-0.0300569j -0.0149868+0.00927261j 0.00741226+0.0159241j 
-0.00717888-0.00848535j 0.00745359-0.00692264j 0.00647334+0.00602416j 0.0037712-0.00357632j 0.00979985-0.00074241j -0.00300893-0.00358382j -0.000606867+0.00479096j 0.00063978+0.00286505j -0.000986994-0.000760199j -0.000766272-0.000297205j -0.00312616-0.00163848j -0.000437284-0.00289201j 0.00184668-0.00161601j -0.00434149-0.00504757j -0.00478936-0.000528111j 0.00505879+0.00307655j -3.66754e-05-0.00326583j 0.00096569+0.00233149j -0.00115865+0.00227037j -0.005246-0.00102111j 0.000866675+0.00389866j -0.00234581-0.00338299j -0.00428522+0.000150824j 0.000654572-0.000695253j -0.00276325-0.00139825j 0.0012751+0.000772414j -0.0011033-0.0077671j 0.00665769+0.00162463j 0.0020796-0.00230788j -0.0012381-0.000597651j -0.00104769+0.00213653j 0.00536319-0.00128884j 0.00592965-0.00320771j 0.00227299+0.00387218j -0.00174639+0.000589231j 1.22426e-05-0.0186191j -0.00745625+0.0114743j 0.0100851-0.0113648j -0.0128634+0.00186761j -0.00925663-0.00301408j -0.00321915-0.00473527j 0.000576129+0.00145831j 0.00305493+0.00753354j 0.00328792+0.00398983j 0.00617659+0.009061j 0.00623605+0.000877659j 0.00320525-0.0107639j -0.0273251+0.00055292j 0.00346378+0.0120904j 0.0103284+0.0264394j -0.0134959+0.01337j 0.00220051+0.0337946j -0.016601+0.00895223j -0.00795631-0.0116411j -0.015611-0.00131268j 0.00436385-0.00230202j 0.0144601+0.0155396j -0.00801357-0.00169367j 0.0088356-0.0130744j -0.0110505+0.0184377j 0.0112253+0.0129766j 0.0036116+0.0119238j 0.00253129+0.00420045j -0.0205816-0.00658457j -0.033257-0.00346532j -0.00563848+0.00316072j -0.00333197-0.00170327j 0.0151883+0.0115667j -0.0152282-0.00547847j 0.00763653-0.011479j -0.00141163+0.0130041j 0.0116959-0.000542567j 
0.00347897-0.00313987j 0.00283286+0.00462758j -0.000820124-0.00385737j -0.00298173-9.42051e-05j -0.0046447-0.00103315j -5.56941e-05+0.00315326j 0.00273898+0.000877781j 0.00255665+0.00154144j 0.00185031+0.000375947j 0.00155628-0.000504017j -0.00231818+0.00512915j -0.000405551-0.00490541j 0.00187518+0.000983098j 0.00222033+0.000649284j -0.00150913-0.00180097j 0.00243397+0.0021747j -0.00173443+0.00136416j -0.00133462-0.000447426j -0.000867688+0.00203646j -0.003008-0.000902587j 0.00265498-0.00423093j -0.00199624-0.00163441j -0.00268113-0.00162385j -0.00134883-0.000673773j -0.000166379+9.25031e-05j 0.0018725-0.00242568j 0.00151222+0.00121083j 0.00470043+0.00294627j -0.00143005+0.00312133j 0.00505042-0.000493735j -0.00233156+0.000588102j 0.00030129+0.000161635j -0.00190397+0.00233023j -0.00146657-0.00284557j -0.00849634-0.00612465j -0.0135388-0.000807267j -0.00276544+0.008139j -0.00963646-0.00181122j -0.0105373+0.00392408j -0.00113029+0.011873j -0.00611674-0.00983015j -0.0058631-0.00468941j -0.0014904+0.00518813j 0.00889575-0.00727051j 0.00175117-0.0146296j 0.00470744+0.00463215j 0.000537855+0.0148806j -0.0194366-0.00482774j -0.00414445+0.00556941j -0.00634512-0.00163932j 0.00179317+0.00133667j 0.00335438+0.000816013j -0.00217047+0.00561407j 0.00105528-0.00879579j -0.000986409+0.00434365j 0.00860453-0.0150312j -0.00392211+0.00716917j 0.0088096-0.0141811j -0.000675505+0.00787171j -0.00118312+0.00851348j -0.0057387+0.000987964j -0.00164784+0.00100905j 0.0169732+0.0021834j -0.00470395-0.00466874j -0.00113541+0.00403148j 0.00263976-0.000199602j 0.00416454+0.0126923j -0.00691131+0.00656159j 0.00106453-0.00260106j -0.00176838+0.00305977j -0.00268126-0.00248493j -0.00309713+0.00213768j 
0.00502262-0.00324097j 0.000898466+0.00614474j 0.00400275-0.00948355j 0.00133139+0.00145961j 0.000651906-0.00417342j 0.0107358+0.00139759j 0.00389805+0.00426816j 0.00530917+0.00648676j -0.00516195+0.00231646j -0.00722561+0.00937072j -0.00223221-0.00022734j 0.00383186-0.0135478j 0.00557615+0.00783079j 0.0116072-0.00640249j 0.00299161-0.00958139j 0.000680143-0.00416175j -0.00590262+0.00955912j -0.0134223+0.00235951j -0.00232692-0.00404162j -0.0088274-0.00233568j -0.00234278-0.0047267j -0.000432251-0.00576398j -0.00680291-0.00858109j 0.00146045-0.00255341j -0.00237426+0.00403388j 0.0149008+0.0037067j -0.00804296-0.000677177j 0.0161695+0.00930005j -0.001353-0.00157917j 0.0110434-0.00433367j -0.00344238+0.00268407j 0.00334992-0.000884756j -0.0025742+0.00281924j -0.00707553+0.00117771j -0.00099183+0.00656306j -0.000632164-0.000535988j -0.00323902-0.00448102j -0.00791662+0.00567646j 0.00628642+0.00288369j 0.00609721+0.00263966j 0.00199033+0.00926661j 0.000771358-0.00737625j -0.000863677+0.00280626j 0.0021603-0.00100687j -0.00110025-0.000903005j -0.00426797+0.00397241j 0.00116728-0.00415598j -0.00452402-0.000776269j 0.00264261-0.00530771j 0.00366194+0.0110746j -0.00956065-0.00447558j 0.000202082+0.00497316j -0.00266384+0.00801124j -0.000383787-0.00363021j -0.00590483-0.00141166j 0.0116968-0.00722151j 0.000319168-0.00411906j -0.000529143-0.00168369j 7.42482e-05-0.00210545j -0.00681783+0.00433268j 0.00941931+0.00234598j -0.000366193+0.00233173j 0.00114211+0.00398936j -0.0141676+0.00609329j 0.00227732+0.00379948j -0.00321354+0.00938098j -0.0064496+0.004753j -0.00194318+0.000952043j -0.00142805-0.00270065j -0.00495757-0.000136284j -0.00132777-0.00359891j -0.00260252+0.000205824j 
-0.00199846+0.00578447j -0.00456948-0.000703708j -0.00421788+0.00229822j 0.00471784-0.00399432j -0.00519355+0.00176063j -0.0029453-0.00395952j 0.00702165+0.000576593j 0.0108106-0.00232906j 0.00266886-0.00326702j 0.00577419+0.00648834j 0.00828007+0.00475893j -0.00580711-0.00451505j -0.00381689+0.0137099j 0.0103963+0.0145532j 0.0029248-0.00401459j 0.0161048-0.0020961j -0.0198547+0.0013609j 0.0035845-0.000899631j -0.0123569+0.0262603j -0.010509+0.00960598j 0.0127382-0.00634842j -0.0173434-0.0102017j -0.0181502+0.00724654j -0.0057287-0.00429387j 0.00560267-0.0136662j -0.00482549-0.0130687j 0.0147958+0.0118835j 0.0140468-0.013808j -0.0110745+0.00522655j 0.000948183-0.00433788j -0.00468095-0.00062895j -0.00431443+0.00370408j -0.00134926+0.00305587j 0.00237315+0.00193145j 6.30203e-05+0.00286739j 0.0021528+0.00368679j -8.32852e-05-0.00137824j -0.00304735+0.00363271j 0.000815039-0.00217668j 0.00190443+0.00149272j 0.00463613+0.00148403j -0.00210678-0.00913962j 0.00141947+0.00612086j 0.00580943+0.000678797j 0.00141428-0.00125152j -0.00408084+0.00339669j 0.0092182+0.00163991j -0.0015714-0.00386029j -0.0054198-0.00266276j -0.00224959+0.00920417j 0.00297738-0.00476148j -0.00377093-0.00639312j -0.000313761-0.00674683j 0.00395971-0.0102778j -0.00666427-0.00295747j -0.00541033-0.000670878j -0.00819705-0.00107588j 0.00498925-0.00140807j 0.00589599+0.0010427j -0.00296083-0.000277098j 0.00324107-0.00115191j 0.00139453-0.00438042j 0.00130765+0.0010691j -0.00300976+0.00674833j 0.00128973-7.47747e-05j -0.000368322+0.000351388j -0.000419374+0.00224394j 0.00997434+0.00228221j -0.00124607-3.36472e-05j 0.00201952+0.00977266j 0.00405006+0.000940942j 0.000245768-0.00572597j 
