-0.0896087+0.0349309j -0.0440574-0.0908323j -0.00998982-0.163428j -0.143578-0.00885138j -0.0758219+0.0634217j -0.109569+0.019599j -0.130502-0.159511j 0.168778-0.159621j 0.0150975-0.0698043j 0.0452316+0.0348083j -0.0260824+0.00522458j -0.112163+0.0997309j -0.190051-0.0676514j -0.0958709+0.0363619j -0.0777737+0.0878423j 0.0287239-0.0124858j 0.0497897+0.0118234j 0.0895637+0.0466087j 0.0541696-0.0162142j 0.110441-0.145559j 0.0495188+0.131323j 0.110532-0.127797j -0.00773032+0.0191434j 0.101356-0.0866591j -0.0662523-0.0123053j 0.0411375+0.0734427j 0.0217002-0.0172965j -0.023603+0.062322j -0.053485+0.0579628j -0.0328466-0.0966001j 0.0253806-0.0495923j 0.185922+0.0847998j 0.13382+0.0420837j -0.0611241+0.091814j -0.00184621+0.00468152j -0.0035772+0.0911568j -0.0137449+0.0239691j -0.0112889-0.0565573j -0.0443597-0.113784j 0.00655776+0.0130189j 0.0194585-0.0378603j 0.0650292-0.0356529j 0.0986375+0.115861j 0.0350814+0.0970568j -0.0104479-0.0556292j -0.0483265+0.124241j -0.0632322-0.0738074j 0.00609859+0.0174111j -0.0810917-0.0470547j 0.052892-0.0979634j -0.0752183-0.0528639j -0.0198126-0.0129828j -0.0115939-0.018387j -0.0378112+0.109632j 0.0250433+0.0566609j 0.0167565+0.0588803j 0.0442617+0.00949831j -0.049719-0.080373j -0.0433949+0.002795j -0.0407978+0.0570803j 0.00651169+0.0490611j 0.028636-0.0485006j 0.0928776-0.0786941j 0.0718537-0.121895j -0.0447999-0.0272438j -0.0468555-0.0253437j -0.0801286-0.0933869j 0.079526-0.0535653j 0.184381+0.0524321j -0.111335+0.034081j -0.0617335-0.091305j -0.0928177+0.0602932j -0.103343-0.183663j -0.0935211-0.0352834j 0.00762434-0.114781j -0.0862875-0.120445j -0.128518+0.082804j 
-0.000810501+0.00138463j -0.000570661+0.00026055j -0.00161535-0.00194823j 0.00223724+0.00284822j 0.012242-0.00569571j -0.0020255-0.00309351j 0.00629797-0.00484644j -0.00374172-0.00231924j -0.0139841+0.00385932j 0.00701895+0.00584802j 0.00425485+0.0055176j -0.00924627+0.0014922j -0.00681228+0.0106264j -0.0016501+0.00881743j -0.00845209+0.00527989j 0.0164645+0.0117375j 0.00693311-0.00119684j -0.00636769-0.000838341j 0.0152643-0.00615598j 0.00220662-0.00884997j 0.00404788+0.00772457j 0.00962893-0.000623494j 0.0169667-0.0178973j 0.0134778+0.020053j 0.0127818+0.00251991j -0.00856621-0.0151794j -0.00345256-0.0108624j 0.00619226-0.0212889j -0.00534576+0.00233867j -0.00153791+0.0124457j -0.00418385-0.0125709j 0.00615635-0.00251551j -4.23138e-05-0.00167309j 0.0123613+0.00363656j 0.00187084+0.00936309j -0.00360336+0.0108326j -0.00316512-0.00627318j 0.0174241-0.0182385j 0.00266983-0.00791938j 0.00943608-0.00458448j -0.00362845+0.00333076j -0.00620245-0.00904223j 0.0055357+7.03248e-05j -0.00458421+0.00373717j -0.0032702+0.00593486j -0.000154187-0.00180801j 0.0038976-0.00433745j -0.00272987+0.00162842j 0.00932815+0.00778534j 0.00766236+0.00949371j -0.00765269+0.0131506j 0.00214371+0.00337029j 0.00131984-0.00362087j -0.0016703+0.00224349j -0.00176472+0.00568936j -0.00862202-0.0032112j -0.00192582+0.00763228j 0.00387802+0.0049499j -0.00447498-0.00104556j 0.00650894+0.00287533j -0.0035367-0.00373687j -0.000790276-0.00442453j 0.000930912-0.00301848j 0.00414076-0.00363931j -0.00317599+0.00265502j -0.00300902+0.00124527j 0.00243405-0.000536218j -0.00277539-0.00286065j -0.00216717+0.00151594j 7.0603e-05+0.000292514j 0.00248537-0.00117645j 8.87991e-05-0.00300382j 0.00201168-0.00231712j -0.000866346+0.000968523j -0.00122499+0.000350869j 0.000570854-0.00294239j -0.00220674+0.000107455j 
0.00115703+0.000969456j -0.000658883+0.000792479j -0.000375692-0.000807143j -0.000931905-0.000620181j -0.00523693-0.0045955j 0.00335047-0.00034035j -0.00351833+0.00205268j 0.00110655-0.000169196j 0.00498513+0.00112821j 0.000826727-0.000437066j 0.000869887+0.000583833j -0.000959925+0.00125172j 0.0037022-0.00250622j -0.00388455-0.00319191j 0.00433336-0.00146904j -0.000967196-0.000654417j 0.00288625+0.00285423j 0.00162153-0.00400017j -0.00240031-0.000727294j 0.00247978+0.000933545j -0.00188806-0.00456569j -0.00321854+0.000642213j -0.00483285+9.10375e-05j -0.00882262+0.00349541j -0.00398634-0.00211596j -0.00266949+0.00251398j 0.00041304-0.00439967j -0.000914931+0.00349401j 0.00030649-0.00101139j -0.00224637-0.00290388j -0.000898492+0.00418715j 0.00101643+0.000621161j 0.00250768-0.00106784j 0.00252741-0.00550866j -0.000947016+0.00113217j 0.00109044-0.00299011j -0.00586948-0.00226176j -0.00118394+0.00611092j -0.00346523-0.000212854j -0.00594291+0.000819405j 0.00165017-0.00358092j 0.00100126+0.00498854j -0.0069756-0.0056271j 0.00183041-0.00498685j 0.00254643-0.00172061j -0.0010837+0.00571422j -0.0048318-0.00456679j 0.00471839-0.00975416j 0.000187822-0.00227747j -0.00111814-0.00495576j 0.00375546+0.00199607j -0.0065083-0.000552731j 0.000859632+0.00628541j -0.000378124+0.00331525j -0.00225417-0.00110116j -0.0017326-0.00358816j -0.00149729+0.00109378j -0.00210903+0.000484998j 0.000506566-0.000251217j -0.00297503-0.00345643j 0.00413434-0.000221411j 0.00425326+0.00114402j -0.00231525+0.00132816j 0.000825839+0.000886335j 0.000193215+0.0017794j 0.00123366-0.000821495j 0.0011556-0.000100249j -0.000156956+0.00234072j -0.000700507-0.000966624j -0.000329622-0.00129053j 0.000915252-0.000152894j -0.000170898+0.000941679j -0.000726053+0.00137335j -0.000128981-0.000155917j 0.000270085+1.15084e-05j -0.000338827+0.00131682j 0.00152562+1.4958e-05j 
0.000479825-0.00397614j 0.00284337+0.000173283j 0.00457005+0.0111344j 0.00753513-0.00449532j 7.58311e-05+0.0105426j -0.00193761+0.00650483j 0.000127515+0.00911563j -0.00542087+0.00407371j 0.00481464-0.00729687j -0.000183632+0.000436297j -0.0044247-0.00204849j -0.000212497-0.00435229j 0.00185838+0.00263182j -0.000539527-0.00660683j 0.00381083-0.00670945j -0.00247318+0.00605204j -0.000142612+0.00164398j 0.00794405+0.00383893j -0.00707387+0.00320524j -0.00517541+0.00942347j -0.0060522-0.00581764j -0.00252567+0.00272316j -0.00765638+0.00453336j -0.00446346-0.0122449j -0.0108928-0.0129823j 0.00699231+0.00375566j 0.0114449+0.00406242j -0.00730935+0.004021j 0.00506799+0.000849945j -0.00340799-0.00868556j -0.00376435+0.00215392j -0.000101358-0.00336618j -0.00417035-0.000853561j -0.00344782-0.00626798j -0.0018823-0.013888j 0.00274349-0.00790013j 0.0032258+0.00576644j -0.00407846+0.00924258j 0.00135745+0.00666142j -0.012382-0.0030663j -0.00534113-0.000163238j -0.00312464+0.00623001j -0.00610506-0.00123217j -0.00349722+0.00720496j -0.00485834-0.00626646j -0.0123733-0.0052532j 0.00190658+0.00261711j 5.20656e-05+0.00742476j -0.0137733+0.000674108j 0.000335531-0.00941237j 0.000876264-0.00757442j -0.00214371-0.00196014j -0.00123837-0.000331535j 0.00295768-0.00451335j -0.000260617-0.0107587j -0.000770343+0.00606934j -0.00067169-0.00188679j -0.00189961+0.00973673j -0.00593838+0.00329117j -0.00191545-0.00388894j 0.00129822-0.00788218j -0.00415779+0.00636064j 0.00125155-0.0015111j -0.0014198+0.00102288j 0.00267855-0.00575905j -0.00218681-0.000718156j -0.00293169-0.00182185j 0.00114-0.0012994j -0.00461487-0.0012323j 0.00142272+0.00197887j -0.00098352+0.00250748j 0.00131276+0.0027739j -0.00286413+0.00145474j 0.00578412+0.000781714j -0.000718679+0.00349403j 0.00138539+0.00151142j 0.000467808-0.00102535j 
-0.00228764-0.000547793j -0.000201078-0.00144935j 0.00456484+0.00183678j 0.000789185-0.000413175j 0.00661386+0.0112661j 0.00351496-0.00326781j 0.00265479+0.00364135j -0.00236603-0.00687137j 0.00266899-0.00952834j -0.00901663+0.00570181j 0.000823987-0.00834819j 0.00496735-0.00772252j -0.00202932-0.0093868j -0.00118097+0.00059779j 0.00876267+0.00307511j -0.00763615-0.00185711j -0.00123439+0.00130901j 0.00143798+0.000171872j -0.00667451+0.00382328j -0.00310946-0.000565359j -0.00286594-0.00468893j -0.00248925-0.0022336j -0.000870476+0.00565178j -0.00130079-0.0164311j -0.00760506-0.00450225j 0.00483902+4.21645e-05j 0.00705376+0.00645817j -0.0148924+0.00535872j 0.00776848-0.00200328j 0.00283694-0.00374483j -0.00193786+0.00468836j -0.000844304-0.00211305j 0.000247055+0.00444277j -0.00458932-0.00604534j -0.00676266-0.00641808j 0.000589287-0.00228825j -0.000209116-0.000855023j 0.00391504+0.0041162j 0.00414951+0.00943847j -0.00271946+0.00107435j 3.10715e-06+0.00381955j 0.00463654+0.0034174j -0.000810077+0.0055116j -0.00361244+0.000812027j -0.00151969-0.00549573j -0.00088834+0.00342887j 0.00173202-0.00180872j 0.00211091-0.00197592j -0.00705973+0.00119953j -0.00629543-0.000395616j -0.00163962-0.00285783j -0.00147749-0.000678046j 0.000752699-0.000112782j -0.00198129-0.00122354j -0.000572491-0.00345404j 0.00580385+0.00109217j -0.00152013-0.00350137j -0.0035708+0.00216144j 0.000970671-0.000831132j -0.00201354-0.000168782j 0.00049184-0.00204313j -0.00103373+0.00226033j 0.00258602-0.00097969j 0.00276075+0.00301804j -0.00413731-0.00459132j -0.00185843-0.00119654j -0.00130779-0.000695615j -7.09191e-05-0.00202823j -0.00246859-0.000755085j 0.00096712+0.00369567j -0.00155024+0.00260737j -0.00119344+0.000987769j -0.000991755-0.00250135j 0.00245526-0.000998881j 0.0006011+0.00222364j -0.00066313-0.000840901j -0.00136568+0.00121856j 
-0.00322281-0.00148082j 0.00205083-0.00525105j -0.00372897-0.000693721j 0.00136227-0.00727227j -0.0161708-0.0106633j -0.0199273-0.000102718j -0.0104342-0.00110417j -0.0109605+0.0141059j 0.0052284+0.00512835j 0.0108175+0.0144696j -0.0172823+0.0124734j -0.013895+0.00280272j -0.0162203+0.0139469j 0.0157072-0.00493103j -0.00431724-0.0156563j -0.00893039+0.000729987j 0.00795421+0.00216873j 0.0104129+0.00478872j -0.0059927+0.0172377j 0.00127928+0.000830796j -0.0041371+0.00438812j -0.00154828-0.00139486j 0.00783588+0.012235j 0.0124569+0.0122305j 0.0052226+0.0111779j 0.0228362-0.00142566j -0.00964967+0.000421155j 0.0152171-0.00316782j -0.00535277+0.0204646j -0.00598351+0.00716256j -0.00192666-0.0125714j -0.00203206+0.00763148j -0.0146356+0.00259854j 0.00508211+0.0164454j 0.00513939-0.00281186j -0.00302514-0.0165058j 0.00557889+0.00353663j -0.00466695-0.0155788j -0.0121531-0.00143421j 0.000845563+0.00316871j 0.0031662-0.00226813j 0.00266879+0.010636j -0.00113836-0.00422354j 0.00993991+0.000368501j -0.0150409-6.64613e-05j -0.00904806+0.00471582j -0.00607983+0.00234004j -0.000854496+0.00527958j 0.00367209+0.00246523j -0.00789125-0.0065336j 0.00945819-0.00852977j -0.0039421-0.00131186j -0.0018366+0.00147306j 0.0023182-0.00574903j 0.0020341-0.00396277j -0.0004863+0.00646917j 0.00133327-0.00391096j 0.00426237-0.00271446j 0.000651064+0.0039843j -0.00110436+0.00153996j -0.00377078+0.000447147j 0.000319256+0.00291617j 0.00201164-0.0100438j -0.00213271-0.00690592j 0.00264986+0.00179509j 0.00332209-0.000778788j 0.00292789-0.000257509j 0.000589477+0.00104342j 0.000382857+0.0057445j -0.000432374+0.00243548j -0.0053947-0.00194711j -0.00252371-0.00189931j 0.000334214-0.00126724j 0.00144477+0.00409077j -0.00261296+0.00121929j 0.0029598-0.00241411j -0.00226492-0.00390652j 
0.000188501-0.00526105j 0.002843-0.000429735j -0.000460421+0.00994062j -0.00232418-0.00197472j -0.0183056+0.0134839j 0.00782979+0.0128046j 0.00348315+0.0154917j 0.0125391+0.00996342j 0.00332775-0.00352584j 0.00856436-0.0239214j 0.00263483+0.0191004j 0.000907881+0.00954294j 0.0197558+0.0109938j -0.00417354-0.00599407j -0.0204233-0.00370342j 0.00998638+0.00644557j -0.00416213-0.00253685j -0.00449291-0.00566308j 0.0113819-0.00786924j 0.00976212+0.0108578j -0.0023834+0.00119719j 0.00371217+0.00163962j -0.0116439+0.00544932j -0.0148663+0.0229952j -0.00356788+0.00613113j -0.0105917+0.008873j 0.000530202-0.0113501j 0.0191357+0.0117115j -0.0199472-0.00529572j -0.0170152-0.0119159j 0.0106649+0.000785138j 0.0110594-0.00808931j -0.00203522-0.00758252j -0.00298366+0.00120228j 0.0102958-0.000390345j 0.00649425+0.00765581j 0.00229677+0.00491733j -0.0110157+0.0123323j -0.00174123-0.0150235j -0.00262642+0.000714515j -0.000269277-0.00320777j -0.00667273+0.00826787j 0.000737699-0.00310549j 0.0014067+0.000353487j 0.000103173+0.00368795j 0.000119286-0.00694086j -0.000727819+0.00285637j -0.00221552+0.00631561j -0.00871202-0.00891945j 0.002477-0.00599798j 0.00225103-0.000991924j -0.00119248+0.00371668j -0.000995662+0.000706328j 0.000636187-0.00288694j -0.00545347-0.000738712j 0.000661408+0.00925891j -0.0014028-5.01318e-05j 0.00223241-0.0017847j 0.00211946+0.00492148j -2.29231e-05-0.00192713j -0.00158942-0.00145702j 0.00155629+0.00121716j -0.00885757-0.000781271j -0.00773567+0.00121946j 0.00643677-0.00217015j -0.00221802+0.000728121j -0.00601048+0.00083835j 0.00588144+9.80063e-05j 0.00562074+0.00162153j 0.000607521-0.00106176j -0.000962463+0.00100895j 0.00338009+0.00193577j -0.000219553+0.00313718j -0.000248982+0.000445456j -0.000435303-0.00209556j 0.00221575+0.00286155j 0.00160764-0.00228522j 
0.000833562-0.00277156j 0.0032932+0.00165668j 0.00147987-0.000737814j 0.000549759+0.00279257j 0.00908777-2.40797e-05j 0.00477298-0.00311535j 0.00515813-0.000871372j -0.000411471-0.00502961j -0.00738097-0.00313466j -0.00292664-0.00434541j 0.00439101-0.00263093j 0.00138101-0.000162814j 0.000685565-0.00530769j -0.00174164+0.00623734j 0.00293718-0.000871333j 0.00270795-8.22941e-05j -0.00203904+0.00293598j -0.00395163+0.000524681j 0.0037659-0.00579819j -0.000802995-0.0042218j 0.00192394-0.00106219j -0.00194733+0.000919255j -0.00290419-0.00474902j -0.00919724+0.0044658j -0.000101779-0.00275204j -0.00700733-0.000293508j -0.000152532-0.00207701j -0.000175001+0.000160451j -0.00208065-0.00867844j -0.00142135-0.00353277j 0.00317933+0.00120162j 0.00529162+0.00190285j 0.00427067-0.00210922j -0.00177772-0.00163806j -2.83553e-05+0.00450531j 0.000190364+0.00664097j -0.00181278-7.72615e-05j 0.00597371+0.00275385j 0.0025874-0.0047412j -0.000149832-0.0009284j -0.00278079-0.00120715j -0.00522215-0.00139048j -0.000983698+0.000236691j -0.00073135-0.00136758j 0.00677833-0.00129505j -0.000168114-0.00262514j 0.000300353+0.00181001j 0.000382975-0.000426363j 0.000867727-0.00211588j 0.00268251-0.00185009j 0.00170634+0.00274009j 0.00297483+0.00057282j -0.00319633-0.00105098j -0.000319965-5.35776e-05j 0.00231464+0.0013712j 0.0031382-0.000535183j 0.00200883+0.000360287j 0.000763897-0.000937524j 0.00101448-0.000575216j 0.00185569+0.000587781j 0.000825948-0.00071076j -0.000456879-0.00231026j -0.00017937+0.003804j -0.00149121+0.00122145j 0.000552028+0.00154818j 0.00125661+0.00238973j -0.00109541+0.0044367j 0.00155825-0.00108784j 0.00219925-0.00164226j 0.00132973-0.000976006j 0.000529891-0.000238262j 0.00238627-0.000970567j -0.000507434+0.00140608j -0.000388081-2.34202e-05j 0.00015188-0.000433279j 0.00107081+0.000491986j 0.00065635-0.000750722j 
0.00264009+0.000591135j -0.000216792+0.00225876j -0.00077198-0.00287161j -0.000708999-0.000372599j 0.00140224-0.00578575j -0.00211248+0.000854979j -0.00139726-0.00219169j -0.00198212+0.00247494j -0.00262293+0.00171606j 0.00210283+0.00333355j -0.00229886-0.00177044j -0.000811034-0.000448806j -0.00412124+0.00132372j 0.00263522-0.0028678j -0.00108173-0.00400399j -0.00289565+0.0010673j 0.0012907-0.000864534j 0.00336113-0.000911802j -0.00016217+0.00463537j -0.00305286+0.00255865j -2.39101e-06+0.00142925j -0.00382532+0.00215274j 0.0024483+0.00146608j -0.00214995-0.00387227j -0.00188042+0.0009835j 0.00139634-0.00460055j 0.00215677-0.000374925j -0.000839265+0.000272653j 0.00706968-0.00135537j 0.0011651+7.24338e-05j 0.00196748+0.0031289j -0.001638+0.00381237j 0.000266491+0.0023062j -0.00270813-0.000834929j -0.00390835+0.00269528j -0.00127388-0.000678513j -0.000454727+0.000764576j -0.00103112+0.00479167j 0.000744693+0.00222664j 0.00112375+0.0006966j 0.00149801-0.00261205j 8.68764e-05-0.00254562j -0.00163344+0.000187512j 0.00135648+0.000195655j 0.00456555-0.000257551j 0.00125656-0.000219722j -0.00136537+0.000521705j 0.000317993-0.000179028j 0.00121914-0.000287888j 0.00141622+0.000800396j -0.00126923-0.000620148j -0.00028175-0.00126125j 0.000153235-0.00029308j 0.000426486+0.00170481j 0.000378983-0.00164979j -0.000398976-0.00271445j 0.000347052-0.00137267j -0.000279312+0.00179437j -0.00158415-0.000593667j -0.00151113+0.000114496j 0.000920267+0.000176342j -0.000285083+0.000495631j 0.00122703+0.000840351j 0.000343445+6.34615e-05j 0.00187579+0.000286687j 0.00147263+0.000858784j 0.00100295+0.000390519j -0.000687958+0.000742658j -0.000942494-0.00107612j -0.00132221-0.00137689j 0.000792631-0.00104328j 0.000517371-0.000205932j 0.000331924+0.00125453j -0.000887461-0.000291945j 0.000107115-0.000898733j -0.000277154+0.000857725j 0.00105563+0.000148174j 
0.000531545+0.000742244j -0.000320841+0.000544365j 4.15765e-05-0.00102787j 0.000299838+7.61457e-05j 0.00117095-0.00399989j -0.000671268-0.000127906j -0.000431184-0.00154874j -0.000847834+0.0012104j -5.96211e-05+0.00210526j 0.00192791+0.00141666j -0.000230652-0.00206558j -0.00060643-0.000451702j 0.0014331+0.000911023j -0.00104411-0.000831292j 0.000413211-0.000345941j 0.00106594+0.000435326j 0.000706393-0.000421503j 0.000342035+0.000548165j 0.000935019-0.000842287j 0.000108535+0.000292597j -0.000329622-0.000738286j 0.00115415+0.000486789j 0.000464478+0.00118881j 0.000593696-0.000406658j -0.000622479-0.00116324j 0.000441203-0.000162004j 0.000956971+0.00217976j -0.000449307-0.00019416j 0.00137428+0.000648516j -8.38288e-05-0.000153294j 1.63529e-05+0.000957759j -0.000937956+0.00076118j 0.00119552-0.000131492j -0.00132205-0.000334424j -0.00168368+0.000611257j 0.000315055+0.000453212j -0.000586695+0.00160884j 0.00123541-0.000102675j -0.000513167-0.000244911j -6.39369e-05+0.000121739j 0.000625763-0.00171097j 7.71372e-05-0.000945355j 0.000560341-0.00200083j 0.00154745+0.00103645j -0.00159481+0.00152446j -0.000479914+0.00139374j -0.000748713+0.000539806j -4.52446e-05+0.000696238j 0.000560417+0.000613563j 0.000704021-0.0020027j -0.00186434+0.000192854j -0.000280975-0.00158229j 7.47288e-05+0.000122903j 0.00254481+0.00172973j -0.000653827-0.000271109j -0.00189234-0.00172501j 0.000632011-0.000217411j 0.00150286+0.000480865j 0.000947601-0.000814442j 0.000979016+0.000522632j -9.19153e-06+0.000745747j 0.000925337+0.000503811j -0.00125635+0.00365956j 0.00256149+0.000999972j -7.83376e-05-0.00157914j 0.000566636-0.00126099j -0.00128517-0.00145228j 0.00195518+0.00158565j -0.000871757-0.00152532j 7.73658e-05-0.00243439j -0.000432795-0.0011947j 0.00017894-0.00209023j -0.00284267+0.00113251j 0.000599476+8.8804e-05j -0.000921828-0.00116166j -0.00108235+0.000574735j 0.00073977+0.00132169j 
-0.000226417+0.000689723j -0.00067166-0.000637882j -0.00110317-0.000427104j -0.000499035-0.000143593j -0.00359645+0.000275717j -0.00121293+0.00140324j -0.00252453+0.000224025j 0.00148661+0.000456866j 0.00260827+0.000265442j 0.00126336-0.00071233j -0.000514803+0.000685312j -7.28284e-05+0.0015214j 2.30332e-05-0.000561816j -0.000537488+0.000183233j -0.000315614+0.00044076j 0.000899166-0.00140118j 0.000327792-0.000648263j 0.00136205-1.56404e-05j -0.00109756+0.000148936j 0.00102994-0.000844969j -0.000503524+0.000495645j 0.00124163-0.000862099j 0.00129132+0.000536114j 0.00212144-0.000605633j -0.00148051+0.000267283j 0.00031763-1.28981e-05j 0.00111113+0.000459254j 0.00012107-1.35668e-05j 0.0011468+0.0002717j -0.000206979-8.86877e-05j 0.000111292-0.00061876j 0.0011862+2.45818e-05j 0.00094197+0.00149422j -4.59521e-05+0.000420434j 0.000990642+0.000153662j -0.000472327+6.06582e-05j -0.000466714+0.000150855j -0.00155202-0.00357201j -9.00072e-05-0.000997224j 0.000174542+0.000279539j 0.000374339-0.000250236j 0.000487853-0.000404638j 0.000762398-0.000212876j -0.000845558+0.00181892j -2.24463e-05+0.000876177j -0.000981979-0.000624776j 0.00101878-0.00145862j 0.000409422+0.000374443j -0.00301067-0.00124955j 0.0011261+0.000140946j -0.00148022-0.000952295j -0.0017306+0.00135818j 0.00129826+0.000553173j -0.000116398+0.00161116j -0.000423129+0.00145668j -0.000429981+0.00137948j 0.000681587+0.000563843j 0.00030529-0.00227865j -0.0011502-0.000385208j -0.000566829-0.00197005j -0.000493259+0.00152851j 0.000599887-0.000274109j 0.00278995+0.0011652j 0.00216069-0.00339642j -0.00152138+0.000590585j -0.0022109-0.000239612j -0.00107797-0.000420587j 0.000296918-0.00218159j -0.00167999-0.000117009j -0.00258734-0.000228246j 7.08804e-05+0.000791094j -0.00329395+0.0014483j 0.000223967+0.00247653j -0.00106989-0.000978526j -0.000914466-5.35452e-05j -0.000941847-0.00133065j -0.0010263+0.000733001j 
0.00415857-0.00185841j 0.0010384+0.00485538j 0.000970943+0.00487739j 0.00440535+0.000612493j 0.00419744-0.000876924j 0.00762371-0.00263193j 0.00859702+0.00308963j -0.00343125+0.0040433j -0.00259983+0.00419735j -0.00274197+0.00159961j -0.00160864-0.00370036j -0.000273221-0.00736977j 0.00620932+0.00229581j 0.00179105-0.00651288j -0.00114574-0.00395333j 0.0016598+0.000635494j -0.000750825-0.00333319j -0.0016121+0.000309486j -0.000641309-0.000271307j -0.000177282+0.00767492j -0.00321473-0.00033084j -0.00190422+0.000945064j -0.00146511-0.00300219j -0.00175314-0.000184955j 0.00208393-0.00079345j -0.00428644+0.00124465j 0.00120742-0.000584435j -0.00265448+0.00108179j -0.00189597-0.00277125j 0.000219229+0.000179306j -0.00276023+0.00159208j -0.00536578-0.00380523j 0.000781779-0.00495394j 0.00175115-0.00429128j 0.0015595-0.00108763j 0.00575806+5.52936e-06j -0.000442971+0.00138j -0.00327759+0.0086072j -0.00142392+0.00490403j -0.00135289-0.00466047j -0.00239205-0.000809205j -0.00164149+0.00822209j -0.00110609-0.00203662j -0.000243168-0.00613827j -0.00142989-0.0020792j -0.00485058-0.000864496j -0.00101136+0.00388955j 0.00211858+0.00164949j 0.00147101+0.00719787j -0.0062435-0.00280422j 0.00546117-0.00287697j 0.00808937-0.00167929j 0.00316916+0.00242867j 0.00454671-0.00236788j -0.00101954+0.0047466j -0.00109762-0.00170086j 0.000945256-0.000355918j -0.00248405+0.00558902j 0.00171728+0.00323592j -0.00604662-0.00127042j 0.000986648-0.000574851j -0.00388987+0.0010155j -0.00257219-0.000857478j -0.00376097+0.00285341j 0.00563037+0.00130736j 0.00142867+0.00644449j 0.00148542+0.00589514j -0.00434631+0.00195156j -0.00656821-0.00351917j -0.00239175+0.000128464j 0.00445237+0.00136103j 0.00583617+0.00134035j 0.00800504+0.00793132j -0.00347541+0.00161505j -0.00231655+0.00327505j 0.000519906+0.0067402j 0.00705346-0.000967802j 
-0.00168396-0.00530305j 0.00518551-0.00311259j 0.0041869+0.00216076j 0.00153271-0.00506171j -0.00628666+0.00659434j -0.00515462+0.00113405j 0.00216675+0.0012277j 0.00387626+0.00230509j -2.52305e-05-0.00421999j -0.00419919-0.00640854j 0.0028314+0.00776998j -0.00187878+0.00495661j -0.00771227-0.00699982j 0.005785+0.00238457j 1.0497e-06+0.000348875j -0.0056881-0.0035801j -0.00162326+0.00349983j 0.00279255-0.0015052j -0.00316121+0.00282484j -0.000210444+0.00066901j 0.00141662+0.00512819j -0.00838395+0.00654874j -0.0032906-0.00285033j -0.00279315+0.00416873j -0.000957695+0.00143014j 0.00121401+0.00123709j -0.0014328-0.00927129j 0.00653147+0.00238884j 0.000974471-0.00384184j 0.000383338+0.00299809j 0.00112618-0.00105594j 0.000313942+0.00190761j -0.00270009+0.00154835j -0.00377349+0.00281657j 0.00175797-0.00150943j -0.00260824-0.00842477j 0.003812-0.00267429j -0.00771772-0.0016105j 0.00298416+0.00226587j -0.00389897+0.00358577j -0.000411424+0.0029881j 0.00802282-0.00298728j -0.00685727+0.000331987j -0.00273873+0.000766655j 0.00537617+0.00296947j 0.00246644+0.00506289j 0.00269814-0.00131091j 0.003644-0.00829306j 0.00614515-0.00652878j -0.00597004+0.010088j -0.000305331-0.00673585j -0.00688009-0.00230969j -0.000974183-0.00293754j -0.00667655-0.00787202j 0.009319-0.000583297j 0.00380164+0.00570306j -0.000391137-0.000970362j 0.00624345-0.00424763j -0.00332894+0.00117287j -2.15548e-05-0.00046809j 0.0022553+0.000943168j 0.000843051-0.00152396j 0.00463996+0.00038196j -0.0036711-0.00446967j -0.0087896+0.000397733j 0.000917961-0.000508791j -0.00645752+0.00839218j 0.00664323-0.00779699j 0.000796728-0.00387971j 0.00141659+0.00220633j -0.0124425+0.00532218j -0.00601029-0.00281979j -0.00483396+0.00875865j 0.00716611-0.00315743j -0.0066462+0.00461493j 0.00854922-0.00280769j -0.00188228-0.0081117j 
