-0.0828328+0.0941005j -0.0976679-0.0872594j -0.0321226-0.207248j -0.204602+0.038895j -0.0832414+0.0851855j -0.104679-0.0936634j 0.0721906-0.0803981j 0.108734-0.0102764j -0.128345+0.021863j 0.139675-0.040482j 0.0135359-0.259244j -0.035951-0.0805561j -0.23547+0.0619373j 0.193265+0.0453686j 0.00274284+0.0951362j -0.00334015+0.03047j -0.0645564-0.0861401j 0.061959+0.230815j 0.0248434+0.0594654j 0.0843451+0.0689644j -0.0140507+0.0425204j 0.0615649-0.049105j -0.0582169-0.0659695j -0.0607036+0.0721866j 0.127832-0.103616j 0.106221-0.0458237j -0.081542-0.00678689j 0.0888406-0.119581j -0.146384+0.0913097j 0.0435544+0.0679074j 0.0873715+0.107224j -0.0238508+0.0593026j 0.0169081+0.048418j -0.152305-0.141042j 0.0506187-0.041984j -0.0401394-0.0276317j -0.108308-0.106398j 0.0692438+0.0562031j 0.0704504+0.00576137j 0.0723728-0.179118j 0.0619616+0.133263j 0.151737-0.070295j -0.0276005+0.213657j 0.204333+0.0576304j -0.168838+0.0433318j -0.0566139-0.185225j 0.114288-0.062568j 0.0674077+0.0573292j 0.0100881+0.0813521j -0.0769839+0.0412325j 0.0365713+0.0117218j -0.0507609-0.0119702j 0.00759864-0.0354767j -0.0662553+0.00361118j -0.0199854-0.0580118j 0.0259722+0.0489402j -0.0319263+0.0251479j 0.0140578+0.0419873j 0.0259301-0.05145j -0.025308-0.00656341j -0.000904634+0.00443853j 0.0225267-0.0307949j -0.00735913+0.00352526j -0.016806+0.0156439j 0.0168193-0.00870436j -0.0134704+0.0162811j 0.000455443-0.008745j 0.00817885+0.0129392j 0.0142525+0.0175197j 0.026744-0.00774733j -0.00631027-0.0188223j -0.00563113+0.0181844j 0.0238036+0.0046155j -0.0284649+0.0106954j -0.00486781-0.0252264j 0.0276564+0.0208817j -0.0138736-0.00557398j -0.000703066-0.00590002j 0.0107366+0.00383353j -0.00756759-0.00950358j 0.0179052+0.0026026j 0.0110433-0.0270793j -0.0147175-0.0119443j -0.0144224+0.0107997j -0.000701136-0.00292737j -0.0037979+0.01496j 0.0102424+0.0259854j 0.00487487+0.0133459j -0.0328766+0.00720925j -0.0268469-0.00255107j 0.00928314-0.000357172j 0.000300216-0.0155721j 0.0298003-0.0110004j 0.00697554+0.0255371j 0.0379335-0.00834503j 0.0157611+0.0411605j 0.0545225+0.0243187j 0.0273271-0.0534003j 
-0.00560951+0.00645061j -0.00628023-0.0067252j -0.00273139-0.0129285j -0.0140556+0.000980131j -0.0195055+0.00379872j -0.00876451-0.00054974j -0.00217071-0.00981628j 0.0196979+0.00194876j -0.00502558-0.00888675j 0.00606705+0.0161302j -0.00444347-0.00375439j -0.00248685+0.0236632j 0.00140819+0.0179465j 0.00988837-0.00672692j -0.00853359-0.00339315j 0.000499903+0.00449806j 0.0154443+0.00284053j -0.0153621+0.00551931j 0.00567776+0.00230091j 0.000746512-0.0205777j 0.00199765-0.000664229j 0.0266958-0.0133919j 0.0121349-0.00709303j -0.0125901-0.00484632j 0.0149903+0.00597183j -0.0227669+0.0189126j -0.0212175-0.00680345j 0.0230677-0.00601939j 0.0203818+0.00673842j 0.00386718+0.00114908j 0.00667062+0.0271991j -0.00262727-0.00177662j 0.00029542-0.00425489j -0.000400478-0.00708123j -0.000456428-0.00321953j -0.0064245+0.000628271j -0.00259162-0.0156027j -0.00350725+0.00346281j -0.00120181+0.00612924j -0.027374-0.00218697j 0.0150823+0.0119457j 0.000499679-0.00560017j 0.00777636-0.00706009j -0.0150301-0.00378182j -0.0071506+0.00557988j -0.00961125-0.00514704j 0.00150758-0.0071274j -0.00157955-0.00381557j -0.00989273-0.00824769j 0.00600811-0.00923267j -0.00583386-0.00440318j -0.0058333-0.00125172j -0.00390918-0.00644792j 0.00467768+0.00387455j -0.00598454+0.00411167j 0.00390991-0.00594101j -0.00124089+0.00338862j 0.00649038+0.00497354j -0.0018583-0.00147577j -0.00697534+0.00384164j -0.00539135-0.000793666j 0.00364463-9.12393e-05j 0.00377674+0.00866133j -0.000399511+0.00909336j -0.00379295+0.00306456j -0.00124794-0.0063216j 0.00119052+0.000522424j 0.000833904+0.000488963j -0.00552957-0.00227887j -0.000477941+0.00234619j 0.00764799-0.00100371j 0.00115889-0.00349348j -0.00450729+0.00228102j -0.00228494-0.00209887j 0.00525761-0.00354932j 0.00382386+0.0103235j -0.00341136+0.00573906j -0.00523623-0.0048993j 0.000529243+0.00341712j 0.00121501-0.00123558j -0.00046701+0.00146208j 0.00993068-0.00218374j 0.00413682-0.00777892j -0.00263448+0.00955682j -0.00486616+0.00343811j 0.000770726+0.00285237j -0.0017313-0.00276914j 0.00528462-0.00236281j 0.00265433+0.00152189j -0.00135249-0.00348034j 0.00586042-0.00642406j -0.00355495+0.00157451j 0.00377813-0.00510896j -0.00662333+0.0109823j 0.00778602+0.00384701j -0.008416+0.00952278j 0.00696637+0.00792226j 0.00856808-0.00692082j 
0.00160351+0.00756765j -0.00571077+0.00169138j -0.00569243-0.00692328j -0.00505614+0.00250382j -0.00585475-0.0143391j -0.00439089+0.00337963j -0.0119534-0.006971j 0.00672911+0.00485188j 0.00892657-0.00858545j -0.0124094+0.00546674j 0.00494588+0.00946104j -0.00467966+0.0134018j 0.00834108-1.80942e-05j -0.00187274-0.00506703j 0.00239437-0.00678195j -0.000862962+0.00722357j 0.0114526-0.00466821j 0.0174634-0.00388923j 0.00145749-0.00670597j -0.00854686+0.0217998j -0.00415823-0.00997943j -0.00133917+0.0120139j -0.00549623+0.00324396j -0.00305621-0.0305913j 0.0223265-0.0172386j 0.0156028+0.010801j 0.0195474+0.00845629j -0.000423063+0.0019952j -0.00515183-0.0018542j 0.00413448+0.000955782j 0.00961125-0.0155662j -0.00548434+0.0159884j 0.0088867+0.00639759j 0.00354683-0.000880736j -0.00598296+0.0026582j -0.0202557-0.00376073j 0.0112202+0.00242615j -0.00393425-0.00302789j -0.0135074+0.000565944j -2.32474e-05-0.0331677j 0.00515512+0.00951014j 0.00277864-0.0139159j -0.00894501-0.00636151j -0.0102651+0.00542621j 0.00919932-0.00222312j -0.00112937+0.00692631j -0.00493214-0.000801555j 0.00593065-0.00834311j -0.00983405-0.00172247j 0.000845056-0.0115513j -0.00150576-0.00116488j -0.00936278+0.0034421j -0.0195433-0.0131236j 0.0130289-0.0114935j 0.000356186+0.0181974j -0.0148366+0.000790723j -0.00754835-0.005719j 0.00258147-0.00134215j 0.00225531+0.000608702j 0.0114377+0.00246613j 0.0115716+0.00973796j 0.00240252-0.00326357j 0.00612401+0.00709463j -0.00232686-0.0137716j 0.0122073-0.000200209j 0.00578844-0.010327j 3.28554e-05-0.0036744j 0.00448901-0.0102589j -0.00285822+0.00456442j 0.0103302-0.00331975j 0.00155553-0.0115375j -0.00688129-0.00664368j 0.00229017+0.0115805j -0.00265352+0.00794j -0.00279682+0.00492555j -0.00507351-0.00771849j 0.0114653+0.00914766j -0.0049985+0.00370122j 0.00566025+0.00597946j -0.0113033+0.0112731j -0.00368396+0.0149272j 0.00688357-0.00763741j 0.00310123-0.00506012j 0.00381948+0.00201548j -0.0178179-0.0115086j -0.00196714+0.00753789j -0.000818261-0.0112241j 0.00612134+0.00208365j 0.00104636+0.00436711j 0.0136984+0.0078729j 0.00917359+0.00348532j -0.00314517-0.000956267j 0.00601042+0.00142794j -0.0132508-0.00783051j 0.0048584+0.0111128j -0.0148093-0.00162583j 0.00941727-0.00271066j -0.00311988-0.00860062j 
0.00556102-0.00253404j 0.000432299+0.00477305j -0.00264244+0.00823728j 0.00569014+0.00595579j -0.00195623+0.0129083j 0.00119442-0.00178754j 0.0124949+0.00924626j -0.0119453+0.00292962j -0.00501788+0.00740207j 0.0173404-0.00187715j -0.0126096-0.0126179j 0.00846781+0.0101j 0.000391937-0.00636124j 0.00280225-0.000207132j -0.00353158-0.00972004j 0.00368466-0.00714033j -0.00251669+0.00125838j 0.0113752+0.00778025j -0.0176254-0.0110696j -0.00177243+0.00949265j -0.011209-0.00791951j 0.0052415+0.00777869j -0.012642+0.0199156j -0.00202678-0.0193204j 0.00897698-0.00147328j 3.77863e-06+0.0120508j 0.00544747+0.00800227j -0.00719218+2.745e-05j -9.70459e-05+0.0109278j -0.00278115-5.46205e-05j -0.00235735-0.000881463j -0.019114+0.00921116j 0.0174926+0.00674189j 0.0222049+0.00162223j -0.0102403-0.0084576j -0.00446905+0.0133664j 0.0210129-0.00478104j -0.00482503-0.00299943j -0.00036353+0.0139313j -0.0074361+0.01204j -0.00682309+0.013051j 0.0123775+0.0119853j 0.00254782+0.00256546j 0.005911-0.00147094j 0.00579069-0.00578956j 0.0013626+0.00699138j 0.00114426-0.0111728j 0.00705916-0.0122801j 0.0214993+0.000575743j -0.000481601+0.0153569j -0.0124301+0.00278831j 0.0208956-0.00879212j 0.0191417+0.00217448j 0.0196629+0.0108505j 0.00533545+0.0147516j -0.00060573-0.0146323j -0.00449461-0.00700195j 0.0139706+0.0093377j -0.00680846+0.00528378j -0.0337031+0.00649188j -0.00811093-0.00102176j -0.0099455+0.0119538j -0.010472-0.0213839j 0.0129159+0.0225765j 0.00159949-0.0132817j -0.00458626+0.00911j 0.00586627-0.000737423j 0.0119391+0.0128962j 0.000353952-0.000817176j -0.0184735+0.00342652j 0.00446472+0.00569614j 0.010605+0.00890949j 0.0121223-0.000674626j 0.000447473-0.00296483j -0.00514737+0.000450347j 0.0212244+0.0297421j -0.00474459+0.000844944j -0.00737236-0.00641732j -0.0127812-0.00541662j 0.027975-0.0115498j 0.00762438-0.00720719j 0.0112051-0.00061557j 0.0153045-0.00660397j 0.0028166-0.0227131j 0.0242703+0.00698361j -0.010583+0.0135938j 0.0218365+0.00872497j -0.00470242+0.000625841j -0.00804975-0.00425073j -0.0156966-0.0124098j 0.00152122+0.0113156j 0.000261088+0.00740102j -0.00896566+0.019323j -0.0211337+9.71068e-05j 0.00972953-0.00472328j 0.00454474+0.0126516j -0.000267209-0.00262257j -0.00188034-0.000478457j 
-0.00183996-0.000873053j 0.00197787-0.00191813j 0.000871652-0.00543165j -0.00816436-0.000293246j -0.00128159+0.00725589j -0.00784699-0.00808259j 0.000148199-0.0043011j -0.00387848-0.00503352j -0.00793379-4.59777e-05j -0.011003-0.00231002j 0.00364935-0.00913203j -0.00460509-0.00691063j -0.00489279+0.00304354j -0.00121102-8.4661e-05j -0.000453227-0.00637863j 0.00740422-0.0106006j 0.00062962-0.00307176j -0.00876543-0.00781891j 0.00810064+0.000577752j 0.00315951+0.00479934j 0.00105588+0.00368157j -0.0119847-0.00706588j 0.0033839-0.0103125j -0.00549716+0.0102797j -0.00586789+0.00593486j 0.00140414-0.00483071j 0.000715799-0.00925633j -0.00058083+0.00703414j 0.00496498-0.0125184j 0.00256644+0.000233589j -0.00469504-0.00462087j 0.0092783-0.00990128j -0.0114292-0.00258334j -0.000391185-0.00249604j 0.0127122-0.00108478j -0.000171859-0.00351886j -0.00327937+0.00610433j -0.00472249-0.00145102j -0.0058019+0.00313029j 0.00789368+0.00821281j 0.0044875-0.00196808j -0.000482023-0.00668425j 0.00667567+0.00702697j 0.00512186-0.00743193j 0.004408+0.0010215j 0.00151623+0.00884954j -0.0259025+0.0101241j 0.00754938-0.0263969j 0.0156051+0.0132895j 0.00133712-0.0019122j -0.00983875-0.0298762j -0.00632839+0.0222777j -0.0216827+0.00071991j 0.0452978-0.0117748j 0.0318484+0.0457697j -4.33725e-05-0.02101j -0.0098041-0.0107286j 0.0400844+0.0260233j 0.000430407-0.00299638j -0.0213875+0.00702439j 0.00160741+0.0198618j -0.00929216+0.0221223j 0.000832919-0.00871281j -0.0186417+0.00555403j 0.0123185-0.0211516j 0.00342845-0.0057791j 0.0135622-0.0221863j 0.0308047+0.00113769j -0.0326889+0.0145237j -0.0041046-0.00913775j 0.00691221-0.00732946j -0.013105-0.018331j 0.0132983-0.0130131j -0.00429261+0.00837189j -0.0146272-0.00880078j 0.0063719+0.0392928j -0.00191385+0.00319044j 0.00154712+0.00603051j -0.00742363+0.00722975j -0.0123517+0.00350095j 0.0182883+0.015596j 0.0182052-0.00722663j 0.0318258-0.0264789j 0.00865555+0.00195897j 0.00630486-0.029191j -0.0187566+0.0236033j 0.00540675+0.00367679j 0.00145949+0.00999052j -0.0263171-0.0194048j 0.016984-0.0139644j -0.0086205-0.0110991j 0.034066-0.0044414j -0.00142075+0.0466426j -0.0320791-0.0126542j 0.00690018+0.00849842j -0.0109637+0.00563606j 0.0017841+0.000968955j 0.00106427-0.000863821j 
-0.00948012-0.000193052j 0.000397259-0.0095903j 0.00667936+0.00798912j 0.0049129-0.00596588j 0.0116249+0.00889936j 0.000702044+0.00542647j 0.000420767+0.00689691j -0.00733861-0.000705343j -0.0136196+0.00867973j 0.00564502+0.00630077j -0.0207373-0.0103084j -0.00674075+0.00814399j -0.00108951+0.000845949j -0.00804434-0.00388348j -0.00399059-0.0027674j -5.05939e-05-0.0122099j 0.00116764-0.00594418j -0.00166295-0.00182339j -0.0122735-0.0170963j 0.00918296-0.00641847j -0.00370233-0.00570192j -0.00858369+0.00390796j -0.0184239-0.00150547j 0.00454737-0.00583314j -0.00223135+0.0045546j -0.00966438+0.00261431j 0.0114478-0.00884673j 0.00615286+0.000343412j -0.00846271+0.0159163j 0.00114381+0.00286533j 0.00382928+0.000662744j -0.0180626+0.000250581j -0.0126623-0.00903161j 0.0127405+0.0035512j -0.00694984+0.00292607j -0.000801803+0.0203273j -0.00418119-0.00243245j -0.00979579-0.00221104j 0.000137855+0.00849744j -0.00414009+0.00810951j -0.0029901-0.00117198j 0.00205272+0.00387253j -0.0107888+0.0187073j 0.0160678+0.00956859j -0.00542647+0.0217538j -0.0168021-0.00351766j 0.00291163+0.0126479j -0.0180084+0.0173272j -0.0137947-0.00370917j 0.00793518-0.0080693j 0.0135955-0.0259957j -0.0318953+0.0137783j -0.0153177-0.0140611j 0.00812655-0.0167397j 0.000236084-0.00164035j 3.62457e-05-0.00137851j 0.0163598+0.0124995j -0.00829468-0.000431264j 0.0161778-0.00513236j 0.0197764-0.00158126j 0.00386607+0.00575869j 0.00907211+0.00227586j 0.00616678+0.0129474j -0.0174505-0.0182527j -0.00513846+0.0240869j 0.0086477-0.00590507j 0.00136122-0.0110891j 0.00304722-0.0083643j -0.0211521-0.00199099j 0.0171299+0.000620947j -0.00159134-0.00278054j -0.00644027-0.0122645j -0.0214778-0.0071262j -0.00244227+0.0115688j -0.0127826-0.013108j -0.0154973-0.0144753j -0.00491894-0.0113253j 0.00999069+0.00112062j 0.00916041+0.0176784j -0.0375575+0.000630918j -0.00535933+0.00266151j -0.0112056+0.00578622j -0.0151636+0.00412803j -0.0164726+0.0332544j -0.0246162-0.013274j 0.00492774-0.0164455j -0.0256912-0.00124369j -0.00115598+0.00428959j -0.0145499-0.0137663j 0.034678-0.0186661j -0.00758355-0.0303011j 0.0170028-0.00728202j 0.00551023-0.00803008j 0.0174252+0.00837626j -0.0206947+0.000454725j -0.000419275-0.0185146j -0.000711484+0.00482175j 0.00500032+0.00133573j 
0.00342566+0.00533444j -0.00477058+0.0035661j -0.00710505-0.00346413j -0.000922817+0.00679453j 0.00811092+0.00293459j -0.0228762+0.00773929j -0.00170051-0.0162686j -0.00350897+0.00847255j 0.00320778+0.0106542j -0.0115937-0.000512896j -0.0185714-0.00422964j -0.00849151+0.00347476j -0.00435689+0.0206151j 0.00393129-0.00212258j -0.0160337-0.0171188j -0.00966531-0.0312858j -0.00624927-0.0105217j -0.0102768+0.00679962j 0.000708422-0.000133306j 0.00629574+0.0111098j -0.00742422+0.0097057j -0.0130707-0.0064026j -0.00150327-0.00272935j -0.0161294+0.0050088j 0.0138103+0.0101055j 0.00833132+0.00157254j 0.00058185-0.00834379j 0.00496027+0.0206066j 0.00824784-0.0244662j 0.00221136-0.00454872j -0.0110862-0.00170285j 0.00160348-0.0075392j -0.0116296+0.0018553j 0.0122589-0.0126416j 0.019172-0.00838324j -0.0105779+0.00420619j 0.00574394+0.00297508j -0.0132481-0.0094215j -0.017104+0.0157945j 0.00511615+0.0112282j 0.00647077+0.00794538j 0.00497925-0.00638343j -0.00574297-0.000594852j -0.00258973+0.00632883j 0.00282147-0.0011861j -0.0013111-0.000466096j 0.00742035-0.0111032j 0.0131234+0.00934207j -0.00685642+0.00267985j -0.00188615+0.0038903j 0.0170257+0.0139412j 0.00902303-0.012313j 0.00697725+0.00297681j -0.0245033+0.0138966j -0.0191424-0.0119321j 0.000807701+0.0157919j -0.00165052-0.00546449j -0.0148949-0.00703812j -0.00527172-0.00125278j 0.0156137-0.00493152j -0.00471152-0.00378843j 0.0028421-0.0183324j 0.00112634+0.00498915j 0.00580393-0.00369595j -0.000675037+0.000557163j -0.00339866+0.00607765j -0.00346552+0.0131339j -0.0123252+0.00281472j 0.0135458-0.00215425j 0.00648974+0.00393542j -0.00261004+0.00623919j -0.00463113+0.00449679j 0.00443107+0.00868519j -0.00172592-0.011147j 0.010803+0.0050543j -0.0056997-0.0173803j 0.00668196+0.000252107j 0.00453513-0.00130138j 0.00531599-0.00718521j 0.00705881+0.000176483j -0.00807155+0.00147605j -0.0063821-0.000740769j -0.00289283+0.0100286j 0.00443011-0.00513547j 0.00243994+0.0116649j 0.0014279-0.00518454j 0.00277437+0.00662255j 0.00885234-0.00682358j 0.019939+0.0147526j -0.0126008+0.0191697j 0.00831202+0.012028j -0.0177846+0.00180972j 0.00232477-0.0188911j 0.0102396+0.000809812j 0.00504804-0.00237409j 0.0027716+0.00395255j 0.00114939-0.00272166j -0.00291209-0.00120362j 
-0.00443435-0.00348352j 0.00231794-0.00522815j 0.00400194+0.0177352j 0.0115857-0.00341064j 0.00168196+0.0243782j -0.0116075+0.0111592j -0.00232158-0.00306448j 0.00403414-0.00359385j 0.00324448-0.0260043j -0.00708929-0.0104493j 0.0119571-0.011443j 0.0151376-0.00357295j 0.00492929+0.000459756j 0.0237666+0.00508012j 0.00633197-0.00862829j 0.000353006+0.00825758j -0.00478915+0.00248862j -0.00160408+0.00325429j -7.74633e-05+0.000902358j -0.00304364-1.56603e-05j 0.00192442+0.00162857j 0.00377891+0.0171819j 0.0171003+0.00785493j 0.00790456+0.00552121j 0.00875672-0.000707828j 0.00654395+0.00377576j -0.0122246+0.015997j -0.00980351+0.00585762j 0.0113465-0.01139j 0.00995839-0.00956708j -0.0235008-0.00199531j -0.00283318+0.0005808j 0.0292913+0.00563365j -0.00720678-0.0120074j 0.010936-0.0291989j -0.00583174-0.0126755j 0.018826+0.00156812j 0.00807201-0.00306156j -0.00134572-0.0042607j -0.00752977+0.00977043j -0.000330828-0.00351409j -0.00214514+0.00374889j 0.0060188+0.0140859j 0.0169303-0.00530066j 0.00429934+0.00862313j -0.00878053+0.00755981j 0.00246152+0.00297061j -0.0107213+0.013632j -0.0125913+0.00129858j -0.000255059-0.00505114j 0.0044657-0.0124644j -0.0124692+0.0142247j -0.0109606-0.0028661j 0.000852022-0.0112657j 0.00181552+0.000599529j -0.00537708-0.00148189j 0.0138051+0.00398408j 0.000382276+0.00253828j 0.0086075-0.00661027j 0.0119051+0.00346706j 0.00101249+0.00260327j 0.00632045+0.000465749j 0.00234739+0.00622652j -0.0147732-0.00573394j -0.00438984+0.0135913j 0.00407133-0.00507743j -0.00142455-0.00887396j 0.00340967-0.00572652j -0.0179198+0.00309379j 0.0124122+0.00507605j -0.00288459+0.0019775j -0.00700787-0.00880704j -0.0122501-0.00171889j 6.99369e-05+0.00731135j -0.00966746-0.00431034j -0.00691317-0.00492695j -0.00258823-0.0111702j 0.0120494-0.000223374j 0.00584924+0.0112712j -0.0240589+0.000612094j -0.00764722+0.00118249j -0.00654593+0.00334275j -0.00530382+0.000773541j -0.0068492+0.0236298j -0.0145783-0.00959357j -0.00169381-0.0105392j -0.015522+0.00546787j 0.00389025+0.00200916j -0.00817484-0.00567471j 0.0205547-0.0133412j -0.00501076-0.0185947j 0.0122357-0.00539283j 0.00352335-0.00051951j 0.00673656+0.00776404j -0.0132171-2.17751e-05j 7.40814e-05-0.0103217j -0.00111414+0.00330839j 0.00373727+0.00122649j 
0.000268628+0.0123368j -0.0115373+0.00104218j -0.0057075-0.00493919j -0.0049996+0.00709845j 0.00797723+0.00215665j 0.000653405-0.0140325j 0.0123993-0.00668157j 0.00658556-0.00177954j -0.00802117-0.00791264j 0.00691068-0.00852844j -0.00468789-0.000270814j 0.0121812+0.00698058j 0.00329605+0.00495544j -0.000478885+0.00974412j 0.0168446+0.00139923j -0.00496141+0.00872485j 0.00503892-0.00719288j -0.014872-0.0096715j -0.0115924-0.0118016j 0.00313454-0.0208072j 0.00362181-0.00501388j -0.00796503+0.0243039j -0.00424673-0.00229109j 0.0109209-0.00455337j -0.00259351-0.00475356j -0.00912601+0.00474661j 0.000417072-0.00256055j 0.0053728-0.00824582j -0.00755349+0.0129517j 0.0192383+0.000277671j 0.00168514+0.00122502j -0.00662288-0.00460521j 0.00803676-0.0162979j -0.000939611-0.0147492j -0.00102014+0.00592285j -0.00751011-0.00424399j -0.00549204-0.00418508j -0.00453839+0.00391107j 0.00127588+1.60141e-05j 0.000668404+0.00389465j 0.00287114-0.00061104j 0.00367432-0.00547975j -0.00176596-8.81962e-05j -0.00246208-0.00216324j -0.00294807-0.00618786j 0.0130884+0.00625674j -0.0337214+0.0118523j 0.00357831-0.0133725j 0.00302674+0.0175956j -0.00659965+0.00980333j 0.0376375+0.0116207j 0.00822768-0.0161162j 0.00538284+0.0123878j -0.0204195+0.0152465j -0.00157137+0.0100358j -0.0158713+0.0133955j -0.0102351-0.0238735j 0.00513983-0.000883487j -0.0100646-0.00523154j 0.0223643+0.0113089j -0.0169357+0.00816307j 0.00517957-0.0158845j -0.00782905+0.00147848j -0.00869928-0.00169507j -0.00609925-0.0182909j -0.00915316+0.0107824j 0.00325666+0.014696j 0.00236542+0.00097855j -0.00399063+0.0144322j 0.0104809+0.018922j -0.00210209+0.0192994j -0.0314159-0.0109133j 0.0146123+0.0092869j -0.00984524-0.0179953j 0.0053586+0.0059376j 0.00580767-0.00453064j 0.0206633-0.0138109j 0.022889+0.00444897j -0.00251126-0.0159859j 0.00223497-0.00602508j -0.00350416+0.00829501j -0.00948586-0.0111439j 0.020534-0.0120773j 0.0116955-0.00484132j 0.0129601-0.00143159j -0.0255056+0.0141394j 0.0107236+0.039998j 0.0265562-0.01312j 0.0305061+0.0130035j -0.0134735+0.0253868j -0.00669129+0.0112061j 0.00360162-0.0162061j 0.0127105+0.0116037j -0.00629104-0.00289585j 0.00471798-0.0007645j 0.000565808+0.00331738j 0.00102863-0.00234468j -0.00260181-0.00045731j 
0.00739989-0.00323327j 0.00415574+0.00901044j 0.0107897-0.00777084j 0.00228065-0.00417164j 0.0259549-0.0184335j -0.00301831+0.000355124j -0.00220696-0.0185448j 0.00293075-0.00743527j -0.0248429+0.000375896j 0.00118348-0.00623157j -0.00724631+0.00109534j 0.0150915-0.00266209j 0.00900054+0.0122695j 0.00895108+0.00743611j 0.0105601-0.00574571j 0.00175628+0.00634164j 0.00484652-0.00600225j -0.0172384-0.00095456j -0.00194475-0.0176007j -0.002499-0.00549018j 0.0012543-0.00580251j -0.0101269+0.0223716j 0.00698224-0.00242714j -0.00429929-0.00619244j -0.00262621-0.0133206j -0.00182411+3.20901e-05j -0.00254353+0.00154716j 0.0033122+0.00396679j -0.0118837-0.00286144j 0.014819+0.00360868j 0.00521752-0.000740792j 0.00100779-0.0108647j 0.0106108-0.0198082j -0.000355977-0.0220094j 0.0152424+0.013011j -0.0086585-0.00558726j -0.00306736+0.0119492j -0.0116904+0.00530682j -1.27077e-05+0.00161439j -0.00256797-0.00313333j -0.00412007-0.00060155j 0.000297194-0.000739123j -0.0085973+0.00294869j 0.00144151+0.00732331j 0.00103468+0.00556482j -0.00756831-0.00600096j 0.0164318-0.0173833j 0.0107876+0.0106392j 0.00289983-0.0159269j 0.0102779-0.00402166j -0.033824+0.0151542j 0.00496648+0.00759977j 0.0002519-0.00575828j 0.0136395-0.0128474j -0.00102186-0.0150843j 0.0143304-0.0222622j 0.00246488+0.0164474j -0.00770379+0.000551472j 0.00485163+0.00696014j -0.0372687-0.010796j 0.0150451-0.0109301j -0.00752855+0.0162187j 0.00388338-0.00537358j 0.0164836-0.000231542j 0.0136428-0.00196068j 0.00317526-0.00114235j -0.00152988-0.00731392j -0.00309188+0.0011628j 0.0168423-0.0209343j -0.0236452-0.0204902j 0.00121565-0.0211669j 0.037417+0.0137284j -0.00238748-0.00956379j 0.00980486+0.0125405j -0.00204004-0.00495028j 0.000243631+0.0084642j -0.0163083+0.0242315j -0.0265898+0.00303666j -0.00137796+0.00547867j 0.0185314+0.00471862j 0.0152012-0.0131726j 0.0127944+0.00659151j -0.0144914+0.0159098j -0.00666124-0.0139963j 0.00143001+0.0100966j 0.02485-0.00465227j 0.000746062-0.0385639j -0.0305738+0.0126j -0.0266323-0.0120522j -0.00512016-0.0139091j 0.0104136+0.00397106j -0.0110867+0.0226442j -0.0168366-0.0104251j 0.00630687-0.00416125j 0.00600604+2.99622e-05j 0.00137709+0.00523675j -0.000427168-0.00123974j -0.00160718-1.60513e-05j 
0.00753204-0.00121139j 0.000967143+0.00845499j 0.00771092-0.00654692j -0.00852479-0.00325808j 0.016272+0.0134052j 0.00603292+0.0107907j 0.0028874+0.00353992j 0.010786+0.00234373j 0.0106779-0.0171042j -0.00699198+0.0116672j 0.00134706-0.00428585j 0.00227199+0.00489207j -0.0178381-0.0106971j -0.0179149-0.0106163j 0.0117532-0.0249929j -0.0228077-0.00246669j -0.00731127-0.0169632j 0.00753924+0.00166233j -0.00893319+0.0281589j -0.0159192-0.0164331j 0.0102111+0.0141953j 0.0122814-0.00815328j -0.02088-0.0158437j 0.00726823+0.00424221j 0.00663783+0.00459884j 7.25204e-05+0.00765847j 0.0236519-0.00218883j 0.00880795+0.00469494j 0.00533258+0.0131807j 0.0203628-0.00907185j -0.00972872-0.0209927j -0.00651909-0.00376569j -0.00272096-0.0010365j -0.00197859-0.001702j 0.000390171-0.00969626j -0.00113686-0.00683151j 0.000312759+0.000637816j 0.000440658-0.00014365j 0.00129009-0.00565523j -0.00520982-0.00142056j 0.00179231-0.00423661j -0.00127224-0.00129974j -0.00734548+0.00254616j 0.00408027+0.00490972j -0.00773118-0.000824227j -0.0015493-0.00300015j -0.00676457-0.01204j -0.0038874-0.000741324j 0.00176571-0.00752809j 0.00150974+0.00468835j -0.0108132+0.0147193j 0.00432248-0.00410167j 0.000422846-0.000205182j 0.0059305-0.00849431j 0.00447949-0.00661485j 0.0159156-0.0145754j 0.000808297+0.000486914j -0.00373385-0.000544689j -0.00455297+0.00341916j -0.0104796-0.012697j 0.00303225+0.00529167j -0.000751482+0.0044721j -0.011594+0.00246269j 0.00488163+0.00411624j 0.0144946-0.00915802j -0.00546994+0.00813245j 0.00329693-0.00724401j -0.00590147-0.0029137j 0.00489384-0.00586719j -0.01706-0.00611577j 0.00653897-0.000397238j 0.00149022-0.00784204j -0.00245903-0.0148837j -0.00179647-0.00179173j -0.00737854-0.0113846j 0.00121206-0.00815631j -0.0175763+0.0127362j -0.00415067+0.0128568j 0.00586323-0.00738793j 0.00425139-0.00168444j 0.0198328+0.00510519j -0.000769375+0.00705948j -0.000580841+0.0045194j -0.00428566-0.00302347j 0.00125472+0.00577084j 0.00207314+0.00334116j 0.0011545-0.00423224j -0.00837154+0.00166328j -0.00565556-0.0060947j -0.00188052-0.00610712j -0.000640681+0.000338855j -0.000918956+0.0048676j -0.00479279-0.00124643j 0.00308547-7.45464e-05j 0.00103009-0.000340132j 0.000633666+0.00168013j -0.000551397-0.000332954j -0.000483776+0.000498108j 
