-0.00297364-0.00578606j 0.00159613+0.021801j -0.00471604+0.0155088j 0.00133991-0.000329878j 0.000848555+0.00267921j 0.000250239+0.0416463j -0.00625828+0.0182632j 0.000294623+0.0287374j 0.00498343+0.0157877j 0.0167502+0.040327j 0.016577-2.84703e-05j 0.00810737-0.0545537j 0.0483897-0.0310566j -0.0560391+0.0694288j 0.0148019+0.0543737j -0.0183377+0.00559979j -0.00594823+0.0129007j -0.00109166+0.0042225j 0.0233942-0.00924733j 0.0157973-0.01262j 0.0165295-0.0107181j 0.0211409-5.1072e-05j 0.0190811-0.00167218j 0.0121325-0.00433716j -0.00952662-0.00584601j -0.014506+0.0154509j 0.00464503-0.00619717j 0.0222721-0.00440695j -0.0123676+0.0070561j 0.0155362-0.00661043j -0.0284797+0.000350946j 0.0064363-0.00398119j 0.0334874+0.00927124j 0.0264262+0.00559575j 0.0340988+0.0189394j -0.0197759-0.0142647j 0.0246815+0.0086558j -0.00403444+0.000460781j 0.00879277+0.00785272j -0.0106398+0.00153669j -0.00373093+0.00167941j 0.00871322+0.00382267j -0.00472304-0.0114889j -0.00384533-0.000526861j 0.00373583-0.0074372j 0.00489079-0.00501822j 0.0044495+0.00307842j 0.0106295+0.00111184j -0.00250207-0.011846j 0.00143896-0.00626031j -0.00268502+0.000860657j -0.0102428-0.00497532j -0.00611155+0.0140264j 0.00461013+0.00236112j 0.00900191-0.00824219j 0.0108072+0.00845327j 0.00171258+0.00372905j 0.0035412-0.00598442j 0.000888343-0.00301686j -0.00975649+0.00137231j -0.012064+0.00536271j 0.0132181+0.00493457j 0.000238567-0.00440823j -0.00791475-0.00266095j 0.0117599-0.0103901j -0.00253235+0.00333313j -0.00289562+0.00660875j 0.00645974+0.00984871j -0.0115889+0.0108899j 0.000265692+0.0020245j 0.00599183-0.000382765j 0.00447702+0.00385513j -0.0170331-0.000854013j -0.00525493+0.00990828j 0.0079254+0.0128386j -0.00677325-0.00144322j 0.00219981-0.000127263j 0.00674775-0.000299938j 0.00019186-0.0059842j 0.00341363-0.00314191j 0.00647799+0.0183558j 0.00584427-0.00921287j -0.00182954-0.00116202j -0.00577326-0.00231085j 0.0213617+0.00809672j 0.00291302+0.00601578j 0.00434577+0.00631222j -0.00194399+0.0018572j 0.00716461-0.0080676j 0.00888063+0.00653443j 0.0136559+0.0132691j -0.0110607+0.0177942j -0.00458414-0.000330924j -0.0159559-0.00328918j -0.00992445+0.0190328j 
-0.0361265+0.150918j 0.00776008-0.0359454j -0.192939+0.333051j 0.125163+0.416012j -0.225663+0.00769259j 0.0949934-0.105288j -0.0188389-0.0524001j -0.0673955+0.0161506j 0.0332617-0.0108116j -0.0170454+0.0571341j 0.022003+0.0267877j 0.00442977+0.00872183j -0.00539791+0.0625241j 0.00902057-0.00461329j 0.014371+0.0656285j -6.8856e-05+0.0957822j -0.015927-0.0379054j 0.0140413+0.0960639j -0.0135898-0.0951176j 0.0350493+0.00515269j 0.0120471-0.0353725j 0.0304856-0.0198358j 0.019682+0.0109751j 0.00724476+0.00743315j -0.000302818-0.0161676j -0.0286907-0.000343751j 0.0320316+0.0027111j 0.0116216+0.0094911j -0.000152195-0.00829431j -0.00876045-0.00244169j 0.00789304+0.00511815j 0.0111253-0.0104802j -0.0107673-0.00264257j 0.00221259-0.0172172j 0.00391264-0.00959401j -0.000338157-0.0181667j 0.00712587+0.00122693j 0.00709479-0.000363201j -0.00545978-0.0292259j -0.0135727-0.0158864j 0.00205437-0.0313284j 0.0151972-0.033178j -0.0429027-0.0164667j -0.0117115+0.00230932j 0.00981805-0.00875437j -0.0108756+0.00302216j -0.0333535+0.00433892j 0.00746753+0.0126798j 0.0132997+0.0199921j -0.00205736-0.0075299j 0.0164614+0.00314133j 0.0137426+0.000720025j 0.00287489+0.000798449j -0.00105744-0.02337j 0.00693504+0.012406j 0.0167382-0.0136835j -0.0116832-0.0148385j 0.00759482+0.006783j -0.010421-0.0108716j 0.0118127-0.00411033j -0.00371038-0.00750098j 0.00754886-0.000714784j -0.00278786-0.0124948j 0.00746546-0.00556148j 0.00546938+0.00198043j 0.00870112-0.00121253j 0.00406357+0.00231609j 0.00350708+0.00254556j -0.00499784-0.000685953j -0.00268479+0.00117701j -0.000127576-0.000739525j -0.00194055+0.00439212j -0.00384175-0.000103546j -0.00351105+0.00351819j -6.8933e-05-0.00356755j 0.00240125+0.00644899j -0.00368135-0.00128845j -0.000598538-0.00312013j 7.61215e-05-0.00438492j 0.00156819+0.00683055j -0.000279828-0.00667427j 0.00325431-0.00220935j -0.00128173+0.00294106j 0.00165491-0.00505232j 0.000928502-0.00593821j 0.000615731+0.00195245j 0.000876938-0.000164463j -0.00208768-0.00360643j 0.00635789+0.00439476j -0.00186722+0.00726195j -2.08775e-05+0.000494858j 0.00381128+0.00119292j -0.00143644-0.000682521j -0.00123512-0.000210041j 0.00321572-0.00154123j 
-0.0850783+0.0445258j -0.00246305-0.0260654j -0.0464625+0.0103822j -0.00245374+0.171099j 0.583743+0.152774j 0.238623+0.0298557j -0.0460936-0.0425831j -0.0601388-0.0160347j -0.000509253-0.00345214j -0.0750684+0.004296j -0.0277005+0.0213119j 0.0580483+0.0134505j -0.0403863+0.0121794j 0.00139226+0.0049081j -0.0394737+0.0204745j -0.0304966+0.0219698j 0.00569138-0.0167063j 0.0111874-0.00378434j -0.00196704-0.0442286j 0.00884398-0.0381108j -0.0483917+0.0172643j 0.0216277-0.0063203j -0.0200425+0.00335004j -0.0151932+0.00777441j 0.0190221-0.000845761j 0.0192535+0.000996653j -0.0443791-0.00207525j 0.0249527+0.00464877j -0.00534023-0.00168357j 0.00481082-0.00194048j -0.0216524+0.00327767j 0.00342171-0.00216059j -0.00324682-0.000247639j -0.0144763-0.0073106j 0.00600514-0.00128486j 0.00340707-0.00511296j -0.000385354+0.00331586j 0.012176-0.00314806j -0.00930559-0.00822628j -0.00550351-0.00262086j -0.012905-0.00606465j 0.00706897-0.00629825j -0.00936574+0.00240963j 0.0187993+0.00205389j 0.00903067+0.0246202j 0.0244225-0.0076953j -0.0133404-0.00941043j -0.0103823-0.00782218j 0.00140724-0.0150576j -0.0245038-0.0230783j -0.0212057-0.000295259j -0.00768485+0.0176096j -0.01804-0.00858133j 0.0290456-0.00919378j -0.0326439-0.00121824j 0.000818036+0.0252086j -0.0149358+0.01912j -0.0172848-0.0201705j 0.0202929-0.00932213j -0.0112264+0.0187453j -0.000797505-0.0304458j -0.0284997+0.00339137j 0.00234109-0.00941868j -0.0219473+0.0119449j 0.00199747+7.83e-05j 0.0033743-0.0114401j 0.00083119-0.00429421j 0.00695762-0.00666632j 0.00375699+0.00541405j -0.00297346-0.00111004j 0.00200643-0.00402625j 0.0012768-0.00636269j -0.00115717+0.00191273j 0.000746085+0.00636378j -0.000871863+0.00215339j 0.00275908-0.00447295j -0.00100348-0.00239835j 0.00273808-0.00541378j 0.00157123-0.00150833j 0.00075358+0.00263943j -0.0011711-0.000484465j 0.00164669-0.0006513j 0.00145552-0.000187079j -0.00436862-0.00420074j -0.00152039-0.00201232j -0.0014508-0.00181102j 0.00235788+0.000681498j -0.00674008-0.00152335j 0.00191152-0.00222161j -0.00202777+0.00255963j -0.00164949+0.00267727j 0.00579062-0.00159243j 0.00744118+0.00410863j -0.00427157-0.001709j -0.00508224-0.000119j 
0.0354261-0.0974184j -0.113625+0.0303539j -0.187877-0.298018j 0.438511+0.0291646j -0.0468038-0.080656j 0.104807+0.0604621j -0.201203-0.00730824j -0.1188-0.0244978j 0.0614778+0.0467891j 0.0628089-0.0246733j 0.061627-0.00568632j 0.0865077+0.00594123j 0.0171153-0.0426125j 0.088706+0.0304592j 0.0587179-0.0263198j -0.00684315-0.0647795j -0.0264821+0.0159853j -0.0391763-0.119895j 0.0236652-0.00356619j 0.0451762-0.0176481j 0.0310419-0.0156854j 0.0645504-0.00840572j 0.0138172-0.000713292j -0.0103038-0.000647011j -0.00517903+0.00633118j -0.0129202+0.00376401j 0.0459853-0.00332615j 0.031812-0.00516632j 0.00235312-0.00133998j -0.00486467+0.00179843j -0.000809876-0.00423792j 0.00401843+0.0093941j -0.0145051-0.00114163j 0.00575603+0.00596771j 0.00245284+0.0101775j -0.00246988+0.00581918j 0.0101892+0.00348439j -0.00146227+0.000900703j 0.0216774+0.0179463j -0.0310274+0.0131822j 0.0139407+0.00732903j 0.00412654+0.00432088j -0.024409+0.0213233j 0.0242184-0.0340531j -0.0168914+0.010908j -0.0252445-0.0125541j -0.0042436+0.00339159j 0.0164282-0.0175172j -0.00353621+0.0126065j 0.0351792+0.00380553j -0.0159505+0.00195018j 0.014849-0.00727461j 0.00371759-0.0221625j 0.0195916+0.0190945j 0.0191589+0.00396835j 0.000983799-0.0143307j 0.00324585-0.0107913j 0.0150682-0.00174564j 0.0112123-0.00880305j -0.0100639+0.00484558j -0.0147763+0.00111358j 0.000615547-0.0181091j 0.011561+0.0163268j -0.00775589-0.0015194j 0.00992986-0.00547564j 0.00165228-0.0172213j 0.00177628-0.00784361j -0.00111489-0.0114811j -2.77038e-05+0.00442809j -0.00551551-0.00752531j -0.00485446-0.00103051j 0.0048434+0.00119598j -0.0064329+0.00618911j -0.000435771-0.000474533j 0.00180449-0.0080783j 0.00144878-0.00435686j 0.0025251-0.00586738j -0.00443291+0.00218894j -0.00316952+0.00922453j -0.00125652+0.00841821j -6.31001e-05-0.0135338j 0.000302456+0.000893728j -0.0012165+0.00236045j -0.00978739-0.0128577j -0.00364861-7.52235e-05j 0.00385712-0.00644942j 0.00135161+0.00143j 0.00734386-0.00259299j 0.0100786+0.00169783j 0.00534073+0.00242828j 0.00279548-0.00250316j 0.00819072-0.00301572j 0.0113236+0.00677012j -0.0151384+0.00204763j 0.0118183+0.00502646j 
0.252461-0.21395j -0.0204854+0.244875j 0.284927+0.236642j 0.18586+0.180972j 0.139625-0.0320298j -0.122474-0.00759763j -0.0536744+0.00574806j 0.0615953-0.0299575j -0.0420455-0.00579803j 0.0863064-0.0397203j 0.0276689-0.00491105j 0.000619396-0.0187722j 0.0855386-0.0252605j -0.0133462-0.0473153j 0.0792188-0.0182206j 0.0827294-0.100901j -0.00434886+0.113301j -0.0399478+0.05015j -0.0187098-0.0277367j 0.0111899+0.0217124j 0.0470225-0.0154294j -0.00507207-0.00289792j -0.0423184+0.0056312j -0.0240481+0.00802199j -0.00186169+0.0141366j 0.00064853-0.00647962j -0.00347955-0.00202777j 0.0035963-0.00618267j 0.0168561+0.00793069j 0.0199236+0.00604673j -0.0160151-0.00719762j -0.020311+0.00479196j -0.000142071-5.02223e-05j 0.00849743+0.0145645j -0.0105614-0.00239749j -0.0167089+0.00383613j 0.00476594-0.0178257j -0.0351315+0.0152762j 0.0272745+0.0481569j 0.0127285+0.00114602j 0.0558674+0.00438689j 0.00259853+0.00097306j 0.0238394-0.00869049j -0.0048823-0.0163901j 0.0277263+0.0127491j -0.0203799+0.00792542j 0.00752631-0.0145865j -0.0271389+0.0049452j -0.0187206-0.00715542j 0.0100127-0.0134213j -0.00161242+0.0344209j -0.0137246+0.00655302j 0.000245464-0.00378085j 0.0217403-0.00975242j -0.00689335-0.00589106j -0.00458644+0.0191286j 0.00322116-0.00561493j 0.00224172-0.00523492j 0.0073733-0.000665827j -0.00162805+0.00186755j 0.00708881-0.00144747j -0.00633264+0.00295615j 0.0070704-0.00389612j -0.00519437+0.000543997j -0.00505583-0.00506853j -0.00564587+0.00404349j -0.00336275+0.00257905j -0.0032349+0.0010174j 0.00393-0.00313882j 0.00201413+0.00125844j -3.20966e-06+0.00564585j 0.00349445-0.00245193j 0.00102349-0.000319119j -0.00201173-0.0059453j 0.000463934+0.00191449j -0.00275185+0.000114881j 0.00128924+0.000449008j -0.00229453+0.00394623j 0.00422911+0.00561613j -0.00085519+0.00258363j -0.00380951+0.000741458j -0.00455298+0.000511627j 0.00014179-0.00145349j 0.00218269+0.00454877j 0.00117661+0.00687888j -0.000440474+0.000155396j -0.00852431+0.000443793j -0.000460161-0.0050978j -0.00244435-0.00162284j 0.003461-0.00432494j 0.00120924-0.00908822j -0.00883947+0.000302255j -0.00258958-0.0057j 0.00773023+0.00252936j 0.0136925+0.00076947j 
0.00450093-0.287152j 0.118651-0.461926j 0.00655887+0.198947j 0.116986-0.0749774j 0.0407591-0.0529502j -0.0592562+0.101874j -0.0187511-0.0260977j -0.00559116-0.0143017j -0.0175882+0.0498337j 0.00245197+0.0289619j 0.0124574-0.012362j -0.0118338+0.073283j 0.0174589-0.0453839j -0.0104368+0.0724615j 0.024196-0.0533845j -0.0370538-0.144542j 0.0236866-0.234127j 0.0171454+0.0317696j -0.040492-0.0229913j 0.0049381+0.00924229j 0.00209967-0.0279957j 0.00999576+0.0294227j 0.00696317+0.0202399j 0.00721604+0.00140688j 0.0104673+0.00514335j -0.00647209+0.00682299j -0.00502959-0.0155242j -0.00267605-0.00591288j -0.00251201-0.0168544j 0.00494621-0.0115531j -0.00485145+0.00724732j 0.00515911+0.0184793j -0.00505176-0.00170977j 0.0108317-0.0061748j 0.000169143+0.0225069j -0.000470456+0.0195976j -0.00726435+0.0155506j -0.0100866-0.0847103j -0.0309821-0.0044428j 0.0234821+0.00473533j 0.016438-0.0168295j 0.0106199-0.019218j 0.00845066+0.000629936j 0.0162427+0.00558172j 0.00645956+0.00829492j 0.0250357-0.0108928j -0.0205751-0.0253692j 0.0085458+0.0109109j -0.00270849+0.0034754j 0.000767673+0.00688796j -0.0106698-0.00198404j -4.586e-05+0.0207309j -0.00659908+0.0145879j 0.00837525+0.00846585j 0.00463046+0.00115518j -0.00355942+0.0037825j -0.00187132+0.00562991j 0.00545499-0.00200206j 0.00282241-0.00469608j 0.00287164+0.00704958j 0.00122805+0.00541999j -0.00474748-0.00505869j 6.52618e-05-0.010632j -0.000765048-0.00178834j 0.000932015-0.00449307j -0.000646073-0.00180448j 0.000354906-0.0005486j 0.000261015+0.00456198j -0.000267221+0.00537151j -0.000536764+0.00154254j 0.00229812-0.00797575j 0.00132338+0.00509911j 0.000738362-0.00284743j -0.00175556+0.000684783j -0.00221231-0.00436973j 0.00045579-0.00364365j 0.000151949-0.00141561j -0.00504885-0.00495938j 0.0021721+0.00427075j 0.00117683-0.00902458j 1.66555e-05-0.00287964j -0.00518525+0.000132198j 0.00138771+0.0066019j 6.55829e-05+0.000525847j 0.000565484+6.13382e-05j 0.00129915-0.0118805j -0.00478051-0.000301493j 0.00143935+0.000518237j -0.000377427-0.00368833j 0.00405386-0.00670943j -0.00255547+0.00350363j -0.00178357-0.00272682j 0.00224579+0.00140403j 0.000822609+0.00368998j 0.00261605+0.00109369j 
-0.113768-0.399025j 0.0330314+0.209342j -0.295218+0.0807349j -0.229445+0.0773008j -0.0597665-0.0288591j 0.0980585-0.0138468j 0.0424092+0.0458432j -0.0102759-0.0261967j 0.0361199-0.00171238j -0.0471348-0.0858116j -0.0263484-0.0271939j 0.00855724-0.025621j -0.0675346-0.0682661j 0.0177739-0.0516314j -0.0705434-0.0595276j -0.0466773-0.210906j 0.0627811+0.112047j -0.00228547-0.0307621j -0.00990628-0.0035577j -0.0072042+0.00340846j -0.0455449-0.0142257j 0.00484855-0.0159589j 0.0341568-0.000640676j 0.0255261+0.00801074j -0.000212294+0.0119007j -9.15497e-05-0.00373673j 0.00207529+0.00610598j -0.00210663-0.00859035j -0.00364755+0.0119838j -0.0118829+0.00580124j 0.00956162-0.00902158j 0.00727561+0.0121084j 0.00429972+0.00102554j -0.00509732+0.0228761j 0.000242534+0.00551792j 0.00547994+0.0162769j -0.00834666-0.0171338j -0.00634418-0.0117705j -0.0128473+0.0693166j -0.0181844+0.00845579j -0.0226743+0.00683934j 0.00365171-0.00556069j -0.0339579+0.0241245j 0.016698+0.00390881j 0.0234388-0.00272694j 0.00333721-0.013353j -0.00361337+0.022881j 0.0230119+0.0216579j 0.0174021-0.014789j -0.0141012+0.0215577j 0.00601551+0.0033297j 0.0114595+0.00981516j 0.0129861+0.00165681j -0.0201781-0.013697j 0.00486899+0.00790412j 0.00224711-0.00576674j -0.00190672+0.00693865j -0.002381-0.00176986j -0.0055003+0.00511212j -0.00454763-0.0128093j -0.00750217-0.00254271j 0.00520933-0.000899627j -0.00621458+0.0139636j -0.00218697-0.00279701j 0.00282866-0.00400719j -0.000140767-0.00842498j 0.000272421-0.00441797j 0.00105399-0.00809477j 0.00055403-0.000696501j -0.000653514-0.00906865j -0.0034912-0.00218538j -0.00199881+0.000503801j 0.000292117+0.00300263j 0.00527227+0.00099008j 0.000286135-0.000449569j -0.00015663-0.00680953j 0.00121196+0.00182443j 0.00258916+0.00432724j -0.00601568+0.00299942j -0.00291767-0.00193452j 0.00402574+0.00104703j 0.00328247+0.00295076j 0.000184443+0.000875657j -0.00344704-0.00908474j -0.00324306+0.00345025j 0.0007174-0.00380095j 0.009748+0.00373248j 0.00383097+0.00657826j 0.000663524+0.00215544j -0.00129379-0.00344537j 0.00346403+0.000145552j 0.00862797+0.00437553j 0.00408189+0.00782502j -0.00635009-0.0041122j -0.0131248+0.00325181j 
0.119201-0.0387187j -0.526058-0.119588j 0.0172914+0.0846691j -0.232676-0.00175393j -0.0185116-0.0348068j 0.142688+0.0379199j -0.0418326-0.0022857j 0.0481687-0.0126957j 0.0547703+0.0186248j 0.11299-0.00391457j -0.00201536-0.00933526j 0.10026+0.0238048j 0.012171-0.0246191j 0.136884+0.0115309j -0.0177503-0.0249268j 0.0117721-0.0268625j -0.150192-0.0712003j 0.000906843+0.0406481j 0.0970407-0.00758422j -0.015689+0.00459298j 0.0499906-0.00394005j -0.0101489+0.00207398j -0.0168634+0.00890018j -0.0193082+0.00589462j -0.0326575+0.00441746j 0.020702-0.00241761j 0.0259168-0.00255588j 0.0158063-0.00218553j 0.0251001+0.000752836j -0.0107237-0.00168311j 0.00996204+0.0010783j -0.0274215+0.00361997j 0.0238713+0.000495148j -0.0305969-0.000129461j 0.00274383+0.00376172j 0.019544+0.00436316j 0.0213624+0.00405406j 0.0184435-0.00593636j 0.056848-0.0153849j -0.0543205+0.0148j 0.0393792+0.000108458j 0.00711854-0.00810837j 0.0310092+0.0209514j -0.0183342+0.00590009j 0.0251594-0.0139618j 0.0103132+0.0274j 0.0350418-0.0152927j 0.00293412+0.0167007j -0.00442548-0.00452714j -0.00153624+0.000135942j 0.01342-0.00653879j -0.00153607+0.00640602j -0.00215443-0.00235213j -0.0156214-0.000313727j 0.00236843+0.00182593j 0.00210761-0.00264276j -0.00535194+6.00686e-05j -0.000322596+0.00438799j -0.000630716-0.000844208j -0.0050273+0.00816513j -0.00393315+0.000455025j -0.00269697-0.0062274j -0.000181714-0.00674912j -0.00511964+0.00037832j -0.00219862-0.000365896j -0.00377636+0.00112563j -0.000483372+0.00256563j -0.0026312+0.00226155j -0.000990255-0.0026779j -0.00349948+0.000835321j -0.00214478+0.00205636j 0.00164726+0.00382308j 0.000423022+0.000341595j -0.00188187-0.00561433j 0.0014671-0.00211349j -0.002302+0.00309527j 0.00241866-0.00220522j -0.00585262-0.00628149j 0.00346924+0.00580319j -0.00648399+0.000912815j 0.00311816-0.00265959j -0.00184319-0.00530033j 0.00198932+0.00158495j -0.00325642+0.00138048j -0.00399864+0.000450791j 0.000526729+1.02767e-05j -0.00485315-0.00875004j 0.00939739-0.00350028j -0.00820028-0.0016964j 0.00016136+0.00625482j 0.00496699-0.00115394j -0.00571182-0.00652033j 0.0132324+0.00252675j -0.0212011+0.00116722j 0.00359774+0.00509483j 
-0.460208-0.0790418j -0.127916+0.0315291j 0.38081+0.0280337j 0.142791+0.0497745j -0.111731-0.010492j 0.0600034-0.0201842j 0.0157946+0.0091628j -0.0641825-0.0186435j 0.03447-0.00685007j -0.0656579-0.0312944j -0.0347081-0.00174064j 0.0433422-0.0179449j -0.101997-0.0119803j -0.0174228-0.0222715j -0.0992057-0.00537265j -0.130088-0.0491307j -0.0226721+0.0218212j 0.0729337+0.00250695j 0.014338-0.0267042j -0.0660153-0.00158319j 0.0082549+0.00546302j 0.00604584-0.000369615j -0.0367775-0.00276095j -0.0454053+0.00121094j -0.00798308+0.000882314j 0.0292462-0.00172448j -0.00281602+0.00339001j -0.00360625-0.000574663j -0.0499708+0.00367203j -0.0055649+0.00196461j -0.00146963-0.0021739j 0.0317381-0.000123511j -0.00840919+0.00109948j -0.0050488+0.00310426j 0.0190275-0.000126717j 0.0166374+0.00256678j -0.0199148-0.00359765j 0.0496555-0.0102202j -0.0140086+0.00160452j -0.0220803+0.000948666j -0.0303342+0.0254359j 0.0492247+0.0201297j 0.00323272+0.00203632j 0.00590574+0.00903518j -0.00580297+0.0354578j -0.0071016+0.0100428j 0.0254053-0.00754594j -0.050224+0.003089j -9.74147e-05-0.00141282j -0.00154678-0.00333816j -0.00844398+0.00542588j -0.0173728-0.000324197j -0.00543342+0.00193892j 0.00897246-0.00453773j -0.00334064+0.0034182j -0.000618362-0.00125823j -0.00326999-0.00459958j 0.00101622+0.00487632j -0.000709212-0.00145699j -0.00362927-0.00136824j 0.000191247+0.00187804j 0.00396915-0.00384605j 0.00747026-0.000310519j 0.00265192-0.00306168j 0.0018819-0.00102842j -0.00059338-0.00325167j -0.00146002-0.00128455j -0.0019766-0.000852432j -0.000251679+0.000528223j -0.00292316-0.00292348j -0.00119057-0.00164993j -0.00388038+0.00126637j 0.00165685+0.00130756j 0.0041698+0.00107966j 0.00156405-0.00145408j -0.00217252-0.00219018j 0.00171868+0.000284234j 0.0058708-0.00335942j -0.00500303+0.000373507j -0.00124457-0.00306375j 0.00313421+0.002291j 0.00501854-0.001706j 0.00252687+0.00265126j -0.00544482-0.00315277j -0.00215803-0.00263311j -0.00350875-0.00100516j 0.0113897-0.00144294j 0.000358716+0.00648076j 0.00148152+0.000709042j -0.0046758+0.000566333j 0.00037261+0.0056631j 0.0118198+0.00145794j 0.00528945+0.00626007j -0.00322853-0.00467004j -0.0175894+0.000800926j 
0.0179599-0.0210139j -0.140077+0.00283918j -0.093494+0.00170391j 0.0629231-0.0196204j 0.0239084+2.38757e-05j -0.0693435+0.00397416j 0.0117651-0.0142067j -0.0102508-0.00562354j -0.0250947+0.00387118j -0.0192529+0.0126604j 0.0107894+0.00655094j -0.0397977+0.00863248j 0.0385582+0.012491j -0.347028-0.00380615j -0.194969+0.0469967j 0.026218-0.0167156j -0.124688+0.00223419j -0.0692895+0.0024777j -0.0181892+0.00987095j 0.0266247+0.00202467j 0.0315156+0.0043566j -0.0173567+0.00495775j -0.000592767+0.00503064j 0.00978563+0.00158372j 0.000384671-0.00363978j -0.0288614+0.0007301j -0.00454546-0.00242433j 0.0136519+0.0021728j -0.0189915-0.00107128j 0.00807652-0.00227456j 0.0127912+0.00342401j -0.0333239-0.00520045j -0.0208281+2.80975e-05j -0.00441566-0.000208171j -0.0587899+0.00182599j 0.193712-0.0121166j -0.451869-0.00115396j 0.00122308-0.00196388j -0.0635365+0.0051285j -0.00985171+0.0021428j -0.00392437+0.00753405j 9.39075e-05-0.00339382j 0.032397-0.000121141j 0.0104723+0.00115644j 0.00994129-0.00832599j -0.00396544+0.00172596j -0.00580822-0.0027827j 0.0102508-0.00179649j -0.000390719-0.00158563j 0.00436761+0.000322091j 0.00620729+0.0040738j -0.00697708+0.00344558j -0.00296417-0.0033986j 0.00123591+0.000976482j 0.00215022-0.00108497j -0.00522147-0.000744982j 0.0038574-0.00387412j -0.00199819+5.61188e-05j 0.00267383-0.00200524j -0.00277622+0.00116119j -0.00551842+0.000783185j 0.00578798-0.000472452j 8.38953e-05+0.00410143j -0.00283527-6.37458e-05j 0.00599965-0.0012214j -0.0035082+0.00268094j -0.00374272+0.00408277j -0.00236421-0.00336513j 0.00392346+0.00449771j 0.00950295-0.00240328j 0.00547535-0.000958242j -0.00187287-0.00265361j 0.00747972-0.00555486j 0.00456381+0.0010522j 0.000389348-0.00325119j 0.000896899-0.000983216j 0.00348293+0.00829173j -0.000756702+0.000414953j -0.00713359+0.0018772j 0.00800724+0.00757444j 0.000625025+0.0063213j -0.00864458-0.00301802j 0.000483089+0.00820254j -3.7794e-05+2.00227e-05j -0.0107624+0.0148557j -0.017933+0.00293125j 0.00140136-0.0122676j 0.0121309+0.00358165j 0.00851916-3.22436e-05j -0.00208028-0.0519766j -0.0201974+0.0321165j -0.0139741+0.00797217j 0.0311697-0.0173736j 0.176917-0.00301018j -0.055352-0.0214769j 
-0.135335+0.00178422j -0.028656+0.0231896j -0.019398+0.015922j -0.0944607-0.00612997j 0.0135092-0.00449425j 0.00980252+0.0121223j -0.0767342+0.00222782j -0.029912+0.00257573j -0.00169529+0.00474404j 0.0880353-0.00133425j 0.0378999-0.00318887j 0.00572563+0.0044511j 0.123954-0.0121681j -0.192472+0.049449j 0.319849+0.00900152j -0.118786+0.000461414j -0.0309296+0.0175491j -0.00772499+0.008952j 0.0621696+6.66213e-05j 0.00629151-0.00561218j 0.0281482-0.00430148j 0.0375597+0.00244225j 0.0377955+0.0013213j 0.0146222-0.000898536j -0.0315933-0.00135227j 0.0139029+0.00599318j -0.00945152+8.29451e-05j 0.0153553-0.00209062j -0.00885653+0.00287175j -0.0038949-0.00186217j 0.00952402-8.94746e-05j -0.0375741+0.00258622j 0.023272+0.00486696j 0.0177425+0.000414462j 0.015791+0.00453543j -0.470917-0.00199435j -0.18534+0.0109441j -0.0572846+0.00504706j -0.00421705+0.00270374j 0.0101435-0.00818466j -0.00143299+0.00299559j 0.0256458+0.000604962j 0.0117967-0.00096208j 0.00764625+0.00465673j 0.0061468+0.000543132j -0.0126138+0.00466253j 0.0136965-0.0031466j 0.00854407+0.00447507j 0.00489978-0.00325001j -0.00679831+0.00356145j 0.000471644-0.000525479j -0.00743613-0.00235907j 0.00609336-0.0052342j 0.00346435+0.000255564j -0.00234487+0.00503551j 0.00874971-0.00512566j 0.00648462+5.78915e-05j 0.0024633-0.00358409j -0.000383128+1.28364e-05j -0.00458771-0.00159671j -0.0026809-0.00651516j 0.00595556+0.00454523j -0.00837105+0.00362722j -0.00539426-0.0037066j -0.000920939+0.00182329j -0.00284427-0.00147307j -0.00268548+0.00115546j 0.00455956-0.000720415j 0.00241708+0.00364978j 0.00650606+0.00390024j -0.00500856+0.00445743j 0.00721705-0.000752483j -0.00197462+0.00356765j 0.00152067+0.00291447j 0.00447023+0.00373728j -0.000469922-0.00148401j -0.00459108+0.0029998j 0.00254709-0.000904893j -0.00598729-0.00260221j -0.0019235+0.00326026j -0.0129989-0.00642484j 0.000787298-0.00692407j -0.0100251-0.00696437j -0.00205546+0.00103673j 0.0176035-0.00889249j -0.00212909+0.0051957j 0.0128639-0.00306446j 0.00604363+0.0095553j -0.00396545-0.0120931j 0.020995-0.0318219j 0.00206282-0.0517615j 0.0263889-0.00530602j 0.000182578-0.0122108j 0.0567617+0.0213026j 0.174086-0.00430773j 
