2.41662e-13+0.17579j 5.88684e-14+0.0438473j -8.19562e-14-0.0601124j 9.53867e-14+0.0704983j 1.15317e-13+0.0838355j -1.30807e-14-0.00945734j 9.52854e-14+0.0691154j 5.59878e-14+0.0404826j -1.43756e-13-0.104894j -1.24058e-13-0.0895708j 3.22655e-14+0.0249649j 9.36785e-14+0.0704937j 3.96234e-14+0.0294595j 1.96975e-13+0.144701j -8.26449e-14-0.0565572j 7.56575e-14+0.0641453j -8.82995e-14-0.0570016j -1.14745e-13-0.077434j -2.24642e-12-0.0198801j 1.01174e-14+0.00282587j 1.22103e-14+0.00783216j 1.44221e-13+0.0925197j 2.10931e-15-0.0312824j -4.98968e-15-0.00450915j 1.06261e-14+0.00180448j -1.55969e-13-0.107622j -4.08594e-14-0.0367807j 1.01417e-13+0.0769867j -6.75089e-14-0.011891j -1.77129e-16-0.00153191j 9.24138e-14+0.0664621j 1.36902e-14+0.013132j 2.55876e-14+0.0208285j 8.32767e-14+0.0579605j -6.4846e-14-0.0457384j 1.60609e-15+0.000858411j -9.28638e-14-0.0709043j -3.50762e-14-0.0338933j -2.74946e-14-0.0223281j -1.15739e-14-0.00877909j 2.67898e-14+0.0313094j -1.171e-13-0.0726047j 8.19185e-14+0.0595611j 2.69265e-14+0.0204881j -3.15578e-14-0.0233283j 4.91634e-14+0.0354809j 2.17027e-14+0.0161191j 7.97002e-14+0.0581912j -1.358e-13-0.0981895j 2.78951e-14+0.0208522j 6.30217e-15+0.00480252j -8.11274e-14-0.0591919j 5.93806e-14+0.0432007j -1.50586e-13-0.109737j 2.7297e-13+0.136351j 1.20738e-14-0.00508386j 
3.14014e-17+0.000690285j 3.29863e-17-0.000526026j -6.74718e-17+0.00322126j 2.75423e-17-0.000299062j 6.29744e-18+0.000982251j -2.3543e-17-0.00288143j 3.28335e-17-0.000660548j -1.37907e-17-0.00092227j 6.41045e-17-0.00162329j -6.02729e-17-0.000870675j -6.65407e-17-0.00175685j -1.57018e-17-0.0013745j 5.73605e-18-0.0005241j 3.89529e-17-0.000711711j -1.54495e-16-0.000175443j -2.67533e-16+0.000846286j -2.47044e-16-0.00101338j 4.71975e-16+0.00489539j 1.06216e-13+0.000947823j -3.63598e-16+0.0011588j 8.95556e-17+0.000981788j 6.04684e-16+0.00301325j -1.66774e-16-7.25784e-05j -4.80567e-16-0.00178275j 1.21126e-16-0.00162434j 2.02544e-16-0.00015073j -5.54084e-17-0.00039348j 1.96826e-16-0.00190226j -3.04298e-15-0.00108052j -5.21473e-16+0.00150401j 8.17731e-17+0.00187107j -1.7155e-16+0.00212743j 1.38683e-16-0.00116214j 7.28778e-17+0.000832998j 3.44123e-17-2.86177e-06j 1.94788e-17+0.000597553j 1.13632e-16-0.00074213j -3.52393e-16-0.000569372j -4.61199e-16+0.00312515j -1.10106e-15-0.00185357j 3.95887e-16+0.000444608j 7.03108e-16+0.000403265j -1.72281e-17+0.0039637j -6.02942e-17-0.00124811j -2.90357e-17+0.00235168j 4.83699e-17-0.00180805j -4.25254e-18+0.00135334j 1.04583e-16+0.00129254j 4.99839e-17+0.000218778j -1.66745e-17-0.00273895j 2.11678e-17+0.000184202j 1.75532e-17-0.000283915j -1.31959e-17+0.00173588j -9.83212e-17+0.0013155j 4.03623e-16+0.000836574j 1.22547e-16-0.00102746j 
-6.71214e-17+5.26936e-05j -3.59923e-17+0.000469517j -3.83344e-17+0.00040582j -1.13828e-17-0.000140746j -4.02056e-17-2.4002e-05j 1.2051e-16+0.000365309j -5.32334e-17-0.00104681j -2.69888e-17+0.000381043j 1.05813e-16-0.00165003j 1.15812e-16-0.00157289j 8.91587e-17+0.00260785j 1.1107e-16+0.00134987j -5.98324e-17+2.19154e-05j -1.04463e-16+0.000150896j 1.47717e-16-0.000577407j 2.29152e-16-0.000736945j -2.69517e-17-0.000457097j 5.05203e-17-0.00117218j 1.32647e-13+0.00119584j 1.45918e-16+9.5108e-05j -3.93407e-17-0.000361764j -2.2534e-16-0.000387512j 1.78894e-16-0.000177622j -4.24649e-16-0.0012982j -2.57697e-16-0.000531354j 9.65364e-17-0.000714997j -4.94991e-16+0.00149552j 1.81729e-16+0.00239772j -3.60997e-15-0.00126791j -8.28999e-18+0.000691209j -7.97778e-17-0.00128308j 7.81424e-17+0.000455833j 5.05195e-16-0.00237125j -7.79188e-17-0.000638933j -2.83124e-17-0.00105804j -2.29518e-16-0.000566986j 4.05064e-17+0.000812188j -1.19291e-17+0.000400998j 1.34542e-16+0.000770288j 1.59996e-15+0.00232301j 4.83655e-17+0.00175783j -2.45753e-16-0.00141466j -5.29203e-17-0.00114057j 1.13429e-16+0.000472476j -1.04952e-16-0.000645183j 3.06218e-17-0.000325023j -4.72551e-17-0.00160692j -1.71108e-16-0.00193608j -1.66796e-17-0.00195082j 7.63947e-17+0.00037338j -7.34977e-17-0.00166959j -1.13742e-17-4.45175e-05j -4.86377e-17-0.000265642j 3.44034e-17+0.00161957j 3.22262e-16+0.000584556j 1.00717e-16-8.99167e-05j 
-1.02478e-16+0.00175277j 3.54849e-16-0.00174008j 3.12793e-17-0.00145462j 2.5904e-17-2.08124e-05j -4.34164e-18+0.000493854j 1.65896e-16-0.00262708j -2.27137e-17+0.00135699j 8.56109e-17-0.000159129j 1.54716e-17+9.38125e-05j -6.86937e-17-0.00100412j 1.08189e-16-0.00380451j 1.9456e-16-0.00349225j -2.74174e-17+0.000420391j 1.34389e-16+0.000251948j 2.9266e-17-0.0009066j 5.21881e-17-0.000395835j -2.2896e-16-0.000568982j 2.83159e-16+0.00297668j -4.08051e-14-0.000373526j -6.25246e-16-0.00371481j 1.10646e-16+0.000353874j 4.96429e-16+0.00232634j 7.37517e-16-0.000290512j 7.53398e-16+0.00275783j 4.92468e-16+0.00340401j -2.7869e-16+0.000694015j -2.38341e-16+0.000281423j 2.48145e-16-0.000647151j -2.32526e-15-0.000902531j -1.09752e-16-5.71853e-06j -3.40586e-17+0.00342585j -2.06249e-16+5.49509e-05j -3.08635e-17+0.000351411j 9.61675e-17+0.00072413j 1.70569e-16-0.000885354j -2.44246e-17+0.00180475j 1.88514e-16-0.00279556j 7.74952e-16-0.0025643j 4.72576e-16-0.00212624j -5.37127e-16-0.000346384j 1.35492e-15+0.000489005j 1.49602e-15+0.0030139j -3.0174e-17+0.000635409j 1.43903e-16-0.00220097j -1.07072e-16+0.00309307j 3.21637e-17-0.00051371j -3.00529e-17+0.00118669j -1.17775e-16+0.00414066j -2.9346e-17+0.000521407j 1.09314e-16-0.00139311j -3.97542e-17+0.00177982j -7.25377e-17+0.000736438j -3.12706e-18+0.000158097j 9.22584e-17-0.00278058j 4.237e-16+0.000368629j -1.27498e-17+0.00141451j 
3.45334e-17-0.00112187j -1.14338e-18+0.0024745j 1.04559e-16+0.0007834j 1.09239e-16+0.000796991j 1.04931e-17-0.000267832j 1.5364e-16+0.00139014j 1.08693e-16+0.000391862j 1.607e-16+0.00153445j -1.62482e-16-0.000776796j 1.22942e-16+0.000427415j 3.11604e-16+0.00184376j 1.00546e-16+0.000453363j 7.22065e-17+0.000478348j 3.24324e-16+0.00201547j 1.28671e-16+0.000522524j 2.77697e-16-0.0019226j 3.58084e-16+0.00103509j 2.24607e-18-0.0015056j 6.30741e-14+0.000569792j -1.55266e-16-0.000414327j -3.90916e-16-0.000866371j -6.78001e-16-0.00248562j 2.06964e-15-0.00156337j -2.60756e-16-0.000405727j 1.74306e-16+0.00170671j -1.36114e-16-0.000489091j -8.38496e-17+0.000804546j 1.7763e-16+0.000727539j 4.71847e-16+0.000184957j 1.19761e-16-0.000554295j 1.61815e-16+0.000855755j -6.74908e-17-0.00102419j -1.08917e-16-0.000645481j 3.4071e-16+0.00035053j 3.66389e-16+0.00236895j -2.02419e-16-0.00131305j -4.44475e-17+0.00059856j -1.41615e-16-0.000354841j 1.42404e-16-0.000440773j 8.40015e-16+0.00123638j 9.75891e-16+0.000246068j 1.16474e-15+0.00203849j 1.91076e-16+1.48198e-06j -3.18385e-16-0.00150062j -3.14873e-16-0.00186005j 1.41213e-16+0.000754012j -1.54789e-16-0.000295165j 3.24274e-17+0.000304338j -1.9269e-16-0.000929701j 8.49693e-18+0.000184338j 1.32093e-16+0.000905075j -1.45006e-16-0.00113955j 2.67267e-17-0.000144314j 4.46135e-17+0.000758936j -7.4808e-16-0.000660203j -4.19463e-16-0.00254311j 
-5.38046e-17+0.000852402j 1.40846e-16-0.00179219j 1.11311e-17+0.00057821j -1.32109e-17-0.000943979j -4.30926e-17-0.000212987j -6.51601e-18-0.00171446j 7.74662e-18-0.00049359j -6.30315e-17-0.000649021j -3.79128e-17-0.00058974j 1.3916e-16+0.00126822j 1.12717e-16+0.00146031j 3.44003e-17+0.000398201j 9.54144e-17+0.00153907j -3.34069e-17-0.00172244j 1.96033e-18-0.000164609j -1.58586e-16+0.00104314j 7.21902e-16+0.00314716j 9.50834e-16+0.00561421j 1.572e-13+0.00140431j -8.1429e-16-0.00153376j -1.76041e-16-0.00229978j 3.22192e-16+0.00205979j -4.22642e-16+3.95414e-05j -4.43636e-16-0.000658164j -1.80372e-16-0.00164789j 3.87778e-16+0.0014951j -1.67067e-16+0.000398314j 1.99137e-16+0.000457326j -5.27793e-15-0.00193238j 2.62933e-16-0.00160706j 8.23787e-17+0.000425754j -1.09975e-16+0.00342436j -5.7415e-17-0.00193887j 2.03297e-16+0.00315778j -2.57541e-16-0.00159036j -2.67834e-16-0.00354235j 1.39616e-16+0.0012849j -4.11207e-17-0.00156003j 4.49048e-17+0.00190039j 8.79119e-16+0.00124559j -2.96498e-16-0.000375797j -3.87304e-16-0.000593964j 1.22437e-16+0.00264205j -2.03146e-16-0.00344606j -8.22248e-17+0.000852486j 9.78507e-17+0.000509052j -1.70808e-16-0.00187028j -4.6428e-17-0.000280502j -4.41668e-17-0.00135859j -6.91265e-18-0.00153888j 1.966e-17-0.000669451j 2.70735e-17+0.000909317j -3.58735e-18+0.000347376j 1.15358e-17+0.000466944j 8.13131e-16+0.000951123j 2.46509e-16+0.00147327j 
2.9174e-17-0.00301556j -1.19382e-16+0.000466094j 7.91497e-18-0.000652405j 2.83038e-17-0.000352113j -4.13443e-17-0.000608162j 6.85183e-17-0.000580033j 1.22315e-16-0.00298871j -8.32824e-17+0.000291494j -9.43465e-17+0.00460872j 2.86694e-17+0.00255914j 7.163e-17+0.000837602j 2.65983e-17+0.000335966j -1.19574e-17-0.000435094j 6.71235e-17-0.00189753j 8.31438e-17+0.00199708j 4.08708e-16-0.00217479j 2.59766e-16+0.00112208j -6.22884e-17-0.00163447j -9.73151e-15-8.41606e-05j 5.67238e-17-0.000194016j -1.09751e-16-0.00044499j -5.08311e-16-0.00332345j 2.35904e-15-0.00141008j -5.13926e-18+0.0019879j -1.0203e-16+0.000495133j 3.87963e-17+0.0035559j -6.25949e-16+0.00052294j 4.83974e-16-0.00431471j -2.07138e-15-0.000988666j -1.82513e-16-0.000403483j -7.28584e-17-0.000746408j 5.13973e-17-0.00184745j -7.25814e-16+0.00388092j -2.9044e-16-0.00206928j -1.52886e-16+3.38341e-05j -9.84622e-17+0.00099643j -6.54847e-17+0.00119963j -1.53861e-16-0.000410761j -9.03464e-17+0.00100882j -2.07595e-16+5.801e-05j 4.46421e-16-0.00220006j 4.76093e-16+0.00296928j -3.95252e-17-0.000125144j -1.11953e-16+0.00075152j -9.94946e-19-0.00338581j -2.75752e-17+0.0013989j -9.00594e-17+0.000453159j -7.04439e-17+0.00119196j -6.33069e-20+0.00291899j 7.28865e-17-0.00180603j 1.1208e-16-0.00240028j -9.3058e-18+0.000767991j -2.18907e-17-0.000344085j -8.15874e-18-3.6124e-06j -1.35726e-15-0.00191443j -2.65538e-16-0.000855214j 
1.23387e-16+0.000198947j -4.55288e-16+0.00300437j -4.53906e-18+0.000771778j -6.69986e-17+0.002381j -1.52817e-19-0.000277679j -1.08595e-16+0.00386286j -9.28051e-18+0.00359283j -1.02458e-16-0.000697372j 6.65095e-17-0.00255729j 1.43016e-16-0.000276811j 7.69382e-17+0.00166931j -7.27707e-17+0.00223982j 6.70806e-17-0.000278615j -7.76774e-17+0.00541448j -9.30783e-17-0.00120625j 3.99446e-16-0.000818201j -1.34053e-16-0.00103488j -4.66906e-16-0.00298886j -1.45346e-13-0.00130169j 3.3627e-16+0.00190597j -3.09454e-16+8.3732e-05j -2.46427e-16-0.000890506j 4.45265e-16-0.00065231j -9.53392e-16-0.00423723j -3.08306e-16-0.000482926j 1.22027e-16-0.00289246j 9.97999e-16-0.00107605j -5.75686e-16+0.00554789j 4.83858e-15+0.00207944j 5.11689e-16-0.000707689j -5.71208e-17+0.000353926j 3.53908e-18-0.0029388j 7.76883e-17-0.000410009j 5.21047e-16+0.00146977j 1.44094e-16+0.00489317j 1.9442e-16-0.00253735j -1.42192e-16-0.00145943j -3.51513e-16+0.00256483j -1.80619e-16-0.00175262j 3.66049e-17-0.000306079j 3.01029e-17+0.000642474j 1.215e-16-0.000319429j 1.24322e-16-0.000535652j -1.10063e-16-3.8669e-05j -1.11386e-16-0.00104072j 5.54437e-17-0.000633188j -1.69556e-16-0.00151568j -2.91678e-17-0.00318422j 6.50644e-17-0.000805207j -8.99939e-17+0.0030807j -5.80004e-17+0.00336802j 1.17382e-16-0.00255678j 4.02236e-17-0.000320677j -5.47096e-17-0.00061115j -5.41906e-16-0.000437149j 3.73032e-17-0.00222392j 
8.45253e-17-0.000850821j -4.81372e-16+0.000962377j -5.58794e-17+0.000156651j -9.73975e-17-0.00036298j 7.29081e-19-9.83394e-05j -3.54568e-16+0.00088376j -1.73185e-16-0.000252055j -2.66719e-16+0.00163835j 3.46287e-16-0.000855789j 1.45433e-16-0.00151092j 1.50335e-16-0.00211459j 1.98196e-16-0.00190248j 2.42615e-16-0.00173539j -9.66228e-17-0.0012813j -3.03569e-16+0.00194209j 4.5508e-17-0.000432168j 8.95015e-18-0.00114778j 1.77248e-16-0.00129741j 2.03054e-14+0.000184395j 6.02281e-17+0.00063782j -9.59549e-17+0.00239359j 7.00294e-17-0.00128605j -2.45375e-15+0.00178528j 7.74984e-16+0.00147195j 7.57751e-17+0.00129755j 5.09779e-17-0.000938959j 5.36888e-16-0.000852042j -3.33098e-16-0.000474259j 2.47218e-15+0.00103441j -2.29823e-16+0.000968609j -2.71146e-16+0.000874074j 1.66533e-16+0.000481078j 8.22942e-16-0.00186756j 1.77378e-16-0.00224652j -1.55536e-16+0.000659426j -1.50938e-16+0.00239601j 2.3231e-16-0.000319801j -1.41204e-16+4.86988e-05j -6.75899e-17+0.000282837j -7.12202e-16-0.00149371j 1.73995e-16+0.000928376j 4.72043e-16+0.000239596j 1.5138e-16-0.00171797j -3.16202e-17+0.00130726j -1.01131e-16+0.00188997j 7.10842e-17-0.000901956j -2.64883e-16+0.00277306j -2.94588e-17+0.000987832j 2.78785e-16-0.000815606j -2.67802e-16+0.000811821j -3.03732e-16+0.000755841j 2.59147e-16-0.000511527j 5.46984e-17-0.000428137j -1.21214e-16+0.00121823j -5.14628e-16-0.000617829j 2.28925e-16-0.00124027j 
-1.57463e-17+0.000697634j 1.31511e-17-0.000713121j 1.91747e-18-0.000949662j -3.66107e-17+0.000274234j -2.14539e-17+0.000852938j 5.94121e-17-0.00346672j 7.95683e-17-0.00334021j -7.90834e-17-0.00102566j 1.06269e-17+0.00114324j -4.54974e-17-0.000538039j -1.39174e-16+0.00196192j -1.01507e-16+0.00175901j -7.28493e-17+0.000801448j -1.1535e-16+2.7901e-05j -5.21165e-17-7.30787e-05j 8.94427e-17-0.000330151j -3.20824e-16-0.0013169j -1.90354e-17+0.000490974j 3.49484e-14+0.000314602j 1.00243e-16+0.00151036j 4.76732e-17-0.00184009j 4.83669e-16+0.00264847j 2.87551e-15-0.00210567j -8.31457e-16-0.000859325j -1.08323e-16-0.00278875j 3.13212e-17+0.000516206j -8.92104e-16+0.000592107j 4.89861e-16+0.000193158j -1.27358e-14-0.0046196j -9.2628e-17+0.000616998j -1.77179e-17-0.000666942j -5.39446e-17+0.000527526j -2.70481e-16+0.00167228j -5.81878e-16-0.00157888j -3.50701e-16-0.00062171j -4.23573e-18-0.00152352j -1.35908e-16-0.000305824j -4.53123e-16+0.00277942j -3.85931e-16+0.00146606j 1.36245e-15+0.00189964j -3.18098e-16+0.000230467j -6.44045e-16-0.00125112j -9.50615e-17+0.00107337j 3.15048e-17+0.00108929j 3.98904e-17-0.000431719j -4.2897e-17-0.000917912j -4.43972e-18-0.00270965j -2.22596e-17-0.00157932j 2.41273e-17-0.000237283j 6.93793e-17-0.00271131j 6.85997e-17-0.00484253j 1.81065e-17+0.00042818j -1.91264e-18-0.000108228j 7.17372e-18-0.0011169j 6.85253e-16+0.000919454j 2.24565e-16+0.000886741j 
-5.05299e-18-0.00138156j -1.07696e-16+0.00079818j 5.02934e-17-0.000360043j -1.32238e-17+0.000414139j -1.00165e-18-0.000367487j -9.13269e-17+0.00077052j -1.13538e-16-0.0025169j -3.72118e-17-0.00131513j 7.04768e-18+0.000693303j -5.50929e-17-0.000825529j 1.02294e-16+0.00184816j -1.40215e-17+0.00257097j -2.89426e-17-0.00248652j -9.6289e-17-0.00101243j 7.27446e-17+0.00171772j 1.16184e-16-0.00112695j -2.49781e-16-0.00182137j -4.07934e-16-0.00207223j -2.31091e-15-1.64949e-05j 6.48801e-16+0.00312787j 1.16448e-16+0.00165836j -2.02706e-16-0.000776438j -1.91552e-15+0.00109912j -9.08821e-16-0.00251058j -4.57796e-16-0.00378316j 1.96628e-16+0.000845883j 2.86091e-16-0.00130294j 9.98195e-19+0.00253694j -5.97037e-15-0.00190612j 1.81859e-16+0.000467891j -3.47635e-18-0.0015402j 1.75502e-16-0.000593488j 8.80544e-17+9.96793e-05j -4.36709e-16-0.00272458j -1.07017e-16+0.000627444j -1.49433e-16-0.000185044j 4.34669e-17-0.000313119j -7.43055e-16+0.00311296j -5.45002e-16+0.0030437j -9.13341e-17-0.000682081j -5.52019e-16+0.000292679j -6.57567e-16-0.00175106j -6.05438e-17-0.00122383j 1.53076e-17+0.00325128j -4.04537e-18-0.000550571j -7.48572e-17-0.00152023j -1.98353e-17-0.000873933j -6.118e-17-0.00388289j -2.88731e-17+3.39396e-05j -1.08093e-16+0.000464787j -1.31746e-16-0.00293755j 1.42955e-18-0.000591315j 4.08217e-18-0.000853884j 5.61348e-17+0.000759333j -4.79476e-16-0.000663238j -1.47912e-16-0.000357418j 
-6.37462e-17+0.000872091j 1.65988e-17+0.000786482j 1.97098e-16+0.00169102j -1.31765e-18-3.94643e-05j 4.95923e-17+0.00170765j -1.06888e-16-0.00283665j -1.52385e-16-0.00275239j 3.0287e-17+0.00107818j 2.05227e-18-0.00111847j -1.31875e-16-0.0025607j 3.06633e-17+0.000491151j 8.48659e-18-0.000285136j -5.89186e-17-0.000434865j -8.70953e-18+0.000201158j -2.22689e-17-3.31068e-05j 1.19675e-16-0.00123998j -6.29737e-16-0.00259131j 1.84668e-16+0.000359434j 9.99168e-14+0.000897458j 9.8329e-17+0.000900185j 6.97623e-17+3.83448e-05j 3.79475e-16+0.00186249j 2.038e-15-0.00149456j -4.03178e-16-0.000399221j 1.63842e-16-9.03471e-05j -1.08564e-16-0.000868289j -8.56051e-16+0.00156749j 4.09228e-16-0.00168505j -7.64857e-15-0.00276232j -5.63383e-16+0.00274392j -7.51387e-18+0.00114525j 3.56109e-17+0.000413125j 2.26108e-16-0.000778591j -3.52751e-16-0.00206315j -2.56469e-18-0.00102626j -8.4896e-17+0.00161635j 1.56502e-16-0.000864042j -1.86239e-16+1.04232e-05j -1.46284e-17+0.00240218j 8.7951e-16+0.00108508j 9.58755e-16+0.00215982j 9.13765e-16+2.62326e-05j 8.61693e-17+0.00156974j 1.61421e-17+0.000839092j -8.57122e-17-0.000105379j -7.37047e-17-0.00118388j -3.05021e-18+0.000423626j 3.29734e-17+0.00120003j -1.14437e-17-0.00125575j -1.82947e-16-0.00269785j -1.46749e-16-0.00298944j -3.68003e-17-0.000380234j 5.4037e-17+0.00122938j 1.64895e-16+0.00138147j 7.95527e-16+0.00158715j 1.09247e-17-0.00153141j 
-2.17831e-17-0.00327843j 1.61112e-16-0.00231555j -9.18095e-18+0.00633085j 4.56056e-17-0.00227438j 1.1186e-17-0.000437519j 2.72424e-17-0.00279619j -3.83956e-17-0.00210436j -3.5058e-17-0.00286671j -1.96822e-17+0.00318357j 2.68768e-17+0.00305206j 1.0187e-18-0.000452594j 4.99476e-17-0.00185376j -7.83719e-17-0.00031695j -6.44974e-17-0.00332853j 1.6639e-16-0.00198062j 6.47444e-16-0.00179016j -1.07077e-16+0.00110106j 8.42341e-16+0.00690176j 1.01582e-13+0.000903454j -6.71068e-16-0.00153538j -8.9319e-17-0.000874471j 1.17896e-16+6.48117e-05j 1.96987e-15-0.00147184j -1.0555e-15-0.00219961j -4.6981e-16-0.000214256j 6.97172e-16+0.00490241j -1.25221e-15+0.00355845j 5.57981e-16-0.00749078j 2.49043e-15+0.000406079j -9.99602e-16+0.0022486j -9.41933e-17-0.000703253j -6.08919e-17-0.0012883j -4.78772e-16+0.00164895j 1.12666e-16+0.00160821j -1.31466e-16-0.00207416j 4.96047e-18+0.00194202j 1.24539e-16+0.00123971j 6.26474e-17-0.00394724j 6.09904e-17+0.00388116j -6.16906e-16-0.000206402j 1.49597e-15-0.000995755j 1.58801e-15+0.00415208j 1.00681e-17+0.0047072j 6.04802e-17-0.00275172j -8.59749e-17-0.00230159j 1.74837e-17-0.000221852j 1.0124e-17+9.50098e-05j -1.79717e-17+0.00176456j 5.867e-17+0.00544069j 2.97055e-17-0.00433821j -4.1428e-17+5.26471e-05j -7.33274e-18+0.00221161j -2.10951e-17+0.00269293j 1.67888e-17+0.00436945j -1.09935e-15-0.00166889j -2.42331e-16-0.000528939j 
5.64256e-17-0.00159461j -1.3354e-16+0.00062081j 5.99439e-18+0.00299451j 2.00855e-17-0.000521767j 5.20139e-18+0.000121472j -3.26508e-17-0.00209927j 6.66271e-17-0.00249633j -2.89082e-17+9.90677e-06j -3.21299e-18-0.000895054j -2.13545e-17-0.000522721j -8.31681e-17+0.000107654j -2.5888e-17-0.000850729j 2.05053e-17-0.000476217j 2.25069e-17-0.00114823j -5.93202e-17+0.00129367j 1.56839e-16-0.000888001j -1.28945e-16-0.000724272j 3.46458e-16+0.00285946j 1.5044e-13+0.00134966j -6.5537e-17+0.00221312j 2.39133e-17-0.000135568j 1.75402e-16+0.00100487j 7.1323e-16-0.000678057j -6.26211e-16-0.00178668j -1.39695e-17-0.00170266j 6.71006e-17-0.000233127j -4.52356e-16+0.000411481j 2.69758e-16-0.00109537j -5.96103e-15-0.00215508j -3.54548e-16+0.00149996j 3.67342e-17+0.000563887j 5.48241e-17+0.00160602j 2.73419e-16-0.00190488j -1.2382e-16-0.00135479j 5.80962e-17+0.00181122j -1.08181e-18-0.000736938j -4.36861e-18+0.00056269j -7.12889e-16+0.00187071j -5.19662e-16+0.00291028j 1.53999e-16+6.87414e-05j 4.95731e-16+0.000903792j 6.10853e-16+0.000363796j 4.96889e-17+0.00175967j -7.10405e-17-0.000533457j 5.09437e-18+0.00151974j 1.38514e-17-0.00211904j 2.49893e-17-5.99025e-05j 1.02247e-16-0.000843186j 3.10321e-17-0.000460014j -2.67809e-17-0.00249893j 7.508e-17-0.00161426j 7.64797e-18-0.000344174j 1.66372e-17+0.000409981j -4.73706e-17+0.00271116j -6.57611e-16-0.000628514j -1.2699e-16-0.00197026j 
-4.19759e-17+0.000271063j -1.0863e-16+0.00167113j 5.01939e-18+0.000290205j -9.00937e-17+0.00144107j -5.76815e-17+1.25397e-05j 9.59132e-17-0.000354636j -6.16963e-17+0.00170754j 1.76988e-16+0.000249318j -5.33121e-17-0.00330287j -7.84326e-17-0.00156861j 7.20978e-17-0.0024869j -6.72156e-18-0.00133005j 1.84188e-17-0.000173174j -6.58827e-17+0.00197661j -5.98367e-17+0.000989069j -6.17461e-16+0.00173047j -3.16375e-17-0.00129655j -7.14067e-17-0.00047463j 9.26813e-14+0.000834144j 3.43042e-16+0.00250827j -2.45393e-17+0.00260391j -1.11926e-17+0.000328599j -1.25244e-16+0.0001421j 1.48222e-16-0.000627557j 2.75027e-16-0.00040771j -3.84208e-16-0.00309358j 9.19443e-16-0.00276125j -2.11164e-16+0.00212997j 1.05647e-16+0.000333851j 1.59054e-16-0.000199355j 9.87326e-18+0.00165588j 1.16977e-16+0.00186749j -8.21149e-17-0.00140873j 2.90155e-17-0.000355073j 3.89507e-16+0.00379758j 5.11391e-17+0.000136177j 4.07051e-17-0.000476391j -3.02577e-16+0.00264803j -3.11641e-16-0.000910384j -1.43343e-15-0.00265417j -6.69798e-17-0.0002943j 5.25158e-17+0.000151145j -1.42859e-16+0.000406209j -7.31685e-17-4.18947e-05j 9.7817e-17+0.00399373j -4.70883e-18-0.00200422j -1.67636e-17+0.002015j -7.85818e-17+0.000319969j -2.11823e-16-0.000997912j 7.35541e-17+0.000143088j -3.60328e-17+0.00238302j 9.51415e-18-0.00182432j -7.5869e-17-0.000394703j 1.64455e-16-0.000992702j -6.87308e-16-0.000596715j -1.83045e-16-0.0020275j 
-1.18152e-16-0.00213524j 2.07127e-17+0.00121768j 2.5938e-16+0.00305513j -1.66022e-16-0.00317928j -3.94064e-17-0.000936838j 3.90537e-16+0.00418593j -2.48413e-17-0.000987532j 4.90881e-16+0.00503769j -3.65754e-16-0.00290799j -1.11269e-16-0.000908922j 8.10606e-17+0.00198591j -8.362e-17-0.00185075j -3.34585e-17-0.000238221j -1.51686e-16-0.0035345j 4.23098e-16+0.00248397j 1.91669e-16-0.00168785j 6.23211e-16+0.00224256j 2.34147e-16+0.000952017j 9.45457e-14+0.000848764j -1.14473e-16-7.87533e-05j -9.41072e-17-0.00276303j -6.53244e-16-0.00162449j -4.39812e-15+0.00327025j 9.61245e-16+0.000645993j 2.7254e-16+0.00204245j -4.55506e-16-0.00287356j -1.2587e-16+0.00288779j 1.02906e-16+0.000681864j 7.19116e-15+0.00239369j 3.11577e-17+0.0013749j 4.83936e-18-0.00118417j 5.08457e-16+0.00244931j 7.65177e-16-0.00919584j 1.81304e-16-0.00128825j 4.56871e-16+0.000447324j -4.3362e-16-0.00243058j 2.11161e-16+0.0031129j -9.30606e-17-5.8237e-05j 3.05946e-16+0.000784994j 3.02419e-15+0.00387309j 6.52439e-16+0.00455733j -4.51235e-16-0.0034863j -2.61043e-16-0.00403984j 2.2883e-17-0.000958632j 2.17672e-16+0.000864672j -8.04844e-17-5.76761e-05j 1.12861e-16-0.000348229j -2.06507e-16-0.00271534j -6.17078e-16-0.00587493j 3.16724e-16+0.00313428j 1.39039e-16+0.000132077j -9.15251e-17+0.000193742j -1.00604e-16-0.000992118j 6.26235e-16+0.0077686j -2.44313e-16-9.44288e-05j -2.48781e-16-0.00140542j 
