-6.65707e-13-0.183806j -2.63831e-14-0.183052j -1.06024e-14+0.0976474j 7.28381e-15-0.122151j -3.1929e-15+0.0706069j 6.34518e-15-0.0237762j 8.522e-15-0.13321j 6.62074e-15-0.044902j 8.47862e-15-0.235009j 9.94831e-15+0.161854j -2.94248e-15-0.12108j 3.89941e-17-0.0504591j -3.74234e-15+0.126014j 1.4769e-14-0.230485j -1.07484e-14+0.234809j 2.84637e-15-0.0630244j 4.41572e-14-0.160656j 1.03236e-14+0.0860784j 1.53888e-14-0.0147645j -1.14736e-14+0.134522j -1.77449e-14-0.121936j 6.93106e-16-0.0249903j 1.41146e-14-0.124856j -8.30442e-16-0.117892j -1.18062e-14+0.034748j -2.68986e-15-0.0990812j -4.90147e-15-0.0694657j 6.30524e-14-0.132596j 4.56731e-16+0.10852j 1.48017e-14+0.0375853j -1.82333e-14+0.00128022j 6.50853e-15+0.0567779j 7.9939e-14-0.00524111j 1.66998e-14-0.0415292j 4.23351e-14-0.0582343j -7.78411e-14-0.00826096j -2.87892e-15-0.0444965j 1.02773e-14-0.116949j 2.50289e-14-0.0575892j -6.40336e-15-0.0132896j -7.03833e-15+0.0136911j 4.56725e-14-0.0574114j -7.74999e-16-0.078042j -2.30306e-15-0.0069515j 1.53175e-14-0.131637j 4.3095e-15-0.0268421j 1.02036e-14+0.0219853j 6.6629e-15-0.0431718j 4.96093e-15-0.0385184j 2.58455e-14+0.0161598j 5.39071e-15+0.0143461j 1.40174e-15-0.00484348j -1.37501e-15+0.0378199j -1.54653e-14+0.0111834j -8.35598e-15+0.0469065j 2.36226e-15+0.0808217j -9.23755e-15-0.00118155j -2.28195e-15-0.0117911j 4.3301e-16+0.000681049j -1.55175e-15+0.0193028j -2.13826e-15+0.0227462j -3.52002e-15-0.00612731j -2.92442e-15+0.0351487j -1.0909e-15+0.0731403j -2.67341e-15+0.0282597j 5.60703e-15-0.03236j -1.07183e-14+0.0356769j -7.10871e-15-0.00719921j 2.3954e-15-0.0537569j 8.19335e-15-0.138625j -3.64502e-15+0.036436j 1.90306e-15+0.024194j -8.6055e-15+0.110931j 6.13632e-15+0.0132577j -4.07257e-15-0.148081j 6.6736e-15+0.149069j -1.47104e-13-0.083802j 
-1.99827e-14-0.00671866j 5.34782e-15+0.0165852j 2.57401e-14+0.0536456j -1.06674e-14-0.0444101j 7.72486e-15+0.0975807j 1.40553e-14+0.059942j 4.10796e-15+0.0921288j 1.4922e-14+0.0889347j 3.47423e-14+0.221167j -1.79966e-14-0.0642077j -6.39668e-14-0.173609j -1.76334e-14-0.139168j 2.3423e-14+0.0538843j -1.69706e-14-0.042576j 3.67732e-14+0.116151j 9.73232e-15-0.0355852j 1.78402e-14-0.08727j 8.92401e-15+0.0102874j -1.72839e-14-0.146547j 2.23285e-14+0.109923j -2.09084e-14-0.0886192j -1.05714e-14-0.0275423j -2.42585e-14-0.100678j -1.78424e-14-0.0487449j 1.90981e-14-0.0149871j 8.02498e-14+0.12275j -8.7309e-15+0.0839635j -1.3471e-15+0.0186605j 3.91856e-14+0.0668023j -7.09164e-14-0.0658423j 2.9696e-14-0.0106091j 9.73895e-14+0.157855j -1.59713e-12+0.178294j 2.37388e-14-0.0511875j 5.97198e-14-0.11956j 1.38566e-12+0.165656j 3.56366e-14+0.04992j 1.07534e-13-0.0319583j -1.89176e-13+0.132622j -4.87205e-14+0.0420672j 1.2718e-14-0.075984j -9.79779e-14+0.170547j -2.85046e-14+0.0107494j -3.68416e-14-0.0194012j 4.65775e-15+0.133649j -9.62059e-15+0.133782j -5.01024e-14+0.155865j -8.49549e-14-0.37775j -1.75675e-14-0.0635313j -4.9843e-14-0.0181083j 3.08047e-15-0.0674185j 1.14523e-13+0.325434j 5.16123e-15-0.0396141j -8.07467e-15+0.228705j -6.66681e-14-0.169288j 2.32005e-14-0.0198274j -1.56881e-12-0.164664j -1.96962e-14+0.0285016j 3.2493e-14+0.136281j 8.61695e-14+0.24498j 2.51301e-14-0.0903351j -1.88339e-14-0.0152654j -1.50667e-15+0.0663398j -2.41553e-14+0.0964845j -1.33159e-14-0.0139346j -2.89333e-14-0.0537311j 2.13948e-14+0.166782j -1.65157e-13-0.185004j 1.11801e-14+0.0915403j 1.96123e-14+0.178287j -7.30513e-15-0.0456887j -3.9814e-14-0.222416j -2.4517e-14-0.0504941j 3.72892e-15+0.0607421j -4.63642e-14-0.129717j -1.00028e-14+0.0260734j 1.03003e-13+0.0513281j 
2.3722e-14+0.00465081j 5.53057e-15+0.0341965j 9.29722e-15+0.126585j -4.45023e-15-0.06088j -1.74489e-16-0.020404j 2.60871e-16-0.0521081j -2.25707e-15-0.142664j 8.88054e-15+0.0969912j 8.22901e-15+0.0542762j 3.88134e-15+0.0513822j -1.0736e-14+0.00192574j -3.70834e-15+0.0010332j 6.05417e-15+0.0439302j -5.35016e-15-0.0131512j 1.06661e-14+0.276613j 5.50572e-15-0.0852727j 5.50503e-15-0.081954j 1.93452e-14+0.0725183j 6.37838e-15-0.0584468j -5.18994e-15+0.0847672j -4.33184e-14-0.138784j -5.29269e-15-0.0560466j 1.25047e-14-0.121682j -8.22679e-15-0.0883051j -1.33303e-14+0.0339751j -1.71686e-14-0.153118j -1.96627e-14-0.056863j 7.76085e-14-0.201437j 1.56571e-14+0.193202j 7.04898e-14+0.187054j -2.75187e-14+0.0553524j 7.27604e-15-0.197933j -1.07593e-13+0.0011234j -1.22086e-14+0.0071896j -8.12683e-15+0.0231815j 2.32466e-13+0.0293054j -1.06791e-14-0.0852228j -4.44744e-14+0.063001j 7.05126e-14-0.0327562j 7.08265e-14-0.0547807j 1.51951e-14-0.0661384j 1.66285e-14-0.00304705j -1.90931e-15-0.00167933j -1.53551e-14-0.0689159j -1.74133e-14+0.105461j -1.46523e-14-0.0113547j -7.59404e-14+0.107373j -3.32204e-14+0.156528j -8.56922e-15-0.225911j 4.3217e-13+0.333057j 9.88842e-14-0.0480898j 4.22538e-15+0.113627j 1.54014e-14-0.149739j 1.40485e-13-0.41347j 4.85413e-14+0.0885915j 1.57647e-14+0.153225j -3.21099e-14-0.00305489j -1.98547e-14-0.0980365j -3.22696e-14-0.197057j 2.18207e-14-0.00484366j -6.16137e-15-0.124901j -3.93559e-14-0.227761j 1.60208e-14+0.122403j -1.35596e-14-0.231288j 9.52089e-15+0.325678j -6.77891e-15-0.0622703j 2.15736e-15+0.0734101j -5.43778e-14-0.0735259j 7.9817e-15+0.0389683j 9.95979e-15+0.120724j 1.8615e-14+0.233264j -3.64746e-15+0.0338856j -7.21854e-15-0.0766008j 2.18841e-15-0.0140941j -2.42001e-14-0.139278j -1.66607e-14-0.0965828j 1.84618e-13+0.0981024j 
-3.70767e-14-0.00864453j -1.09304e-15-0.0334437j 3.95789e-15-0.0814121j 1.8697e-15+0.0993495j -1.73403e-15+0.0638666j -2.43998e-15-0.0940333j -1.62871e-15+0.150362j 6.41652e-17-0.135964j -6.50964e-15+0.00472005j 7.45299e-15+0.0605406j -2.69657e-14-0.179346j -5.54524e-15-0.121404j 1.00492e-14-0.0381397j -7.69021e-15-0.0402245j -3.83396e-15-0.124331j -6.52935e-15-0.00932056j 4.59195e-15-0.0757369j -1.31227e-15+0.0648731j 6.41382e-15-0.0999798j 3.44874e-15+0.031948j 3.18352e-15+0.00922715j -3.9392e-15-0.0581972j -1.08563e-14+0.136295j -4.08609e-15-0.00419164j 6.27876e-15-0.0161483j -1.00668e-14-0.0212463j -4.53692e-16-0.054814j -1.6558e-14+0.00797746j -1.96218e-15+0.0481562j -7.11497e-15-0.0207619j 3.42593e-15-0.0198574j 8.50286e-15-0.038008j -1.1366e-13+0.0100973j -8.25367e-15+0.0193323j -2.79678e-14+0.0299231j 9.83942e-14+0.0111038j 7.30168e-15+0.0202197j -7.10772e-14+0.199525j 5.42939e-14+0.0312483j 7.56409e-14-0.0370141j 2.07746e-15+0.0417529j 1.99899e-14-0.0148496j 2.01238e-14+0.0953078j -9.98428e-15-0.00385617j -1.28973e-14+0.269293j 7.36402e-15-0.018666j -2.19779e-14-0.0574432j -1.43646e-14+0.177186j -2.14204e-15+0.14847j 1.51066e-13+0.0955758j 5.81469e-14+0.0883307j -3.31542e-14-0.0211229j 1.9424e-14-0.0682962j 9.17182e-14-0.213452j 3.26774e-14-0.0440601j -4.2052e-15-0.00692395j -7.37287e-14-0.00529687j 4.38905e-15-0.189546j 1.51858e-14+0.218061j -1.18431e-14-0.361249j -3.10547e-14+0.241736j -1.6206e-14-0.160848j 2.01542e-14+0.0596522j -1.03634e-15+0.116556j 8.29832e-15+0.140828j 1.07565e-14-0.195793j -4.3252e-14+0.271911j 5.51651e-14+0.118776j 1.93446e-14-0.0320716j -7.77762e-15-0.09076j 1.05563e-15+0.003079j -5.69879e-15-0.195778j 2.58083e-15+0.0111672j -1.21286e-14+0.0242659j 2.168e-14+0.267047j 2.02472e-16+0.144982j -2.24811e-16+0.00659378j 
7.95339e-14+0.024698j 8.64073e-15-0.00350469j 1.48842e-14-0.0671454j 1.4912e-15-0.034073j -7.27285e-15+0.0307426j -9.12441e-15+0.0977192j -1.0371e-15-0.0230208j 5.13932e-15+0.00945009j -1.87217e-14+0.133976j 2.3062e-15-0.116423j 5.77452e-15+0.11864j 3.52089e-15+0.0215372j 1.84899e-14-0.125492j -9.05495e-15+0.0989091j -8.88766e-15+0.0805427j -1.73907e-14+0.102352j 2.57875e-15-0.0122791j -1.35855e-14+0.0350303j -7.61884e-15+0.0241504j 3.54626e-14-0.203931j 1.24812e-15+0.0854982j -1.6907e-14+0.11241j -1.37151e-14+0.0482106j -1.11997e-14+0.0980987j 4.80287e-15-0.00283328j -3.87833e-15+0.0545246j 2.06336e-14-0.0595918j -5.9105e-14+0.100106j -1.18949e-14-0.0551705j -8.92334e-15+0.00487829j -3.04312e-15+0.0638478j -4.61248e-15-0.0223476j 5.20502e-14-0.00577259j -2.26457e-14+0.0109075j -7.64069e-14+0.108394j -2.00653e-13-0.0245383j -3.81967e-14-0.0562159j -1.26709e-13+0.257073j 1.13023e-13+0.0276361j 9.19372e-14-0.0364373j 3.92339e-15+0.0064147j -5.41245e-14+0.0599574j 1.28377e-15-0.0599262j 1.19482e-15+0.0615479j 1.38355e-15-0.0578276j -5.09343e-15+0.00449149j 3.92991e-14-0.0725818j -7.11337e-15+0.035598j -4.42299e-14+0.233116j 2.11389e-13+0.228731j 9.42594e-14-0.138702j 6.94325e-15+0.251698j 3.29379e-14-0.148071j 2.63508e-14-0.00674907j 1.35624e-14-0.0464703j -5.53972e-15+0.0148458j 1.12294e-12+0.121575j 3.51605e-15+0.188308j 2.21328e-15+0.00281122j 3.32952e-14-0.23493j -1.66225e-14+0.0667203j 1.8672e-14+0.145711j 6.18705e-14-0.459629j -1.35502e-14+0.0912992j 9.12515e-15-0.0799799j 2.60848e-14-0.0579919j -5.36661e-14+0.110123j 1.13903e-13+0.263879j 6.13106e-14-0.385077j -2.53114e-14+0.186185j 8.95227e-15-0.0951565j -5.38426e-15+0.087108j 1.45538e-14-0.103018j -2.47837e-14+0.171873j -1.11064e-14-0.0546168j 6.45624e-15+0.000234384j -1.64449e-13-0.10776j 
2.30716e-13+0.08847j 1.10168e-14-0.21881j 1.98695e-15+0.0591373j -5.78378e-15-0.0591213j 9.26645e-15+0.024326j 1.50214e-15-0.0601988j -6.6317e-15-0.0083694j -8.12825e-17-0.113439j -1.3706e-14-0.0269946j 9.83226e-15+0.00989539j -1.26623e-14-0.0668295j -8.44826e-15-0.0206309j 6.52938e-15+0.0352338j -1.08413e-14-0.157884j 1.83409e-14-0.0767648j -1.92547e-14+0.107894j 1.16195e-14-0.145618j 3.16689e-15+0.111545j 1.02332e-14-0.114033j 2.01929e-15-0.0692946j -2.26895e-14-0.0509131j -7.70456e-15+0.0617399j -1.22233e-14-0.014556j -3.62027e-15+0.037098j 6.4513e-15-0.0515968j -1.63589e-14-0.0301175j -1.60388e-14-0.0156139j 7.30731e-14-0.166558j 6.03604e-15+0.132686j 1.74544e-14+0.0466959j -1.64502e-14-0.0213452j 2.16488e-15-0.0952815j 2.0778e-13-0.0266051j -6.39746e-15+0.023555j -3.89068e-15-0.00180373j -1.88343e-13-0.022867j -1.48854e-14-0.0230608j -4.36361e-14+0.0590348j 4.78403e-14-0.0124934j 2.46537e-14-0.0224601j -2.67514e-15+0.0295398j 4.16773e-14-0.0488717j -8.01136e-15-0.0758453j -2.03506e-15-0.00603092j 4.77686e-16-0.13961j 7.55994e-15-0.0321223j 2.27299e-14+0.00342336j 3.35137e-15-0.0282605j 7.74061e-15-0.0905069j -3.21608e-14-0.0242628j -6.1348e-15+0.00251038j 9.50385e-15-0.0204212j -3.56102e-15-0.0394803j -4.22861e-14+0.101478j -1.41941e-14+0.0751239j 6.16272e-15-0.125076j 3.92317e-14+0.00296837j 7.517e-16+0.10992j 7.61524e-15-0.0602143j -5.08735e-15+0.0930945j 1.59557e-14-0.0396291j 1.34611e-14+0.120059j -1.7209e-15-0.0619286j 1.67846e-14+0.0153302j -1.45294e-15-0.00582838j -9.77784e-16-0.0289605j -5.23943e-16+0.0287977j 3.32131e-14+0.053265j -6.15451e-15-0.0705811j -9.64184e-15-0.0657695j -1.13584e-15-0.002592j 3.7629e-16+0.00165229j 5.96706e-15+0.103414j 7.97376e-15-0.0538072j -1.14324e-14-0.0430405j 4.42436e-14-0.0316602j -3.54493e-13-0.214298j 
-6.7518e-13-0.234754j -2.33217e-14-0.0856292j -1.21857e-14+0.0301579j 3.44868e-14-0.0682998j -5.50058e-14+0.0976346j -1.31514e-14+0.013733j 5.16856e-14-0.0857484j 3.11949e-15-0.0230627j 8.4588e-14-0.150793j -3.61907e-14+0.0792791j 3.1909e-14-0.0788599j 2.57938e-14-0.0520689j -2.51036e-14+0.0504781j 5.41855e-14-0.120698j -1.09267e-13+0.167242j 5.63096e-14-0.0655546j 3.43649e-14-0.0496978j 3.64356e-14-0.0194753j -4.11914e-14+0.049702j -5.77668e-14+0.0856948j 1.51185e-14-0.0416816j 2.59837e-14-0.0297733j 8.01784e-14-0.121421j 4.49623e-14-0.0823974j -4.07133e-14+0.0434557j 2.5537e-14-0.0482829j 6.58494e-15-0.0111463j -9.84349e-15-0.00175518j 4.42431e-14-0.0488197j 1.41738e-14+0.0080943j -3.79859e-15-0.0148533j -6.54877e-14+0.0980261j 8.37375e-14-0.00360099j 3.40093e-14-0.0278183j 6.4733e-14-0.0548684j -6.76483e-14-0.00736683j 1.21703e-14-0.0377955j 7.21157e-14-0.0950199j 3.61833e-14-0.0401711j -1.71461e-14-0.000164379j -7.27418e-16-0.00347954j 3.07008e-14-0.0267219j 2.81579e-14-0.0765866j -7.89784e-15+0.0202502j 2.68801e-14-0.059931j -2.36169e-14+0.0223077j -2.71414e-15+0.00803994j 7.1522e-15-0.0158068j -8.56061e-14+0.133516j 3.08286e-14+0.0329804j 4.56544e-15+0.0343597j -2.13671e-14+0.0650114j -3.20391e-14+0.0541993j -3.02883e-14+0.0363181j -1.94844e-14+0.0283337j -6.12702e-14+0.081764j 4.10373e-13+0.0469379j 4.30279e-15+0.0307913j -5.01067e-14+0.0995132j 5.22847e-14-0.0844942j -5.37248e-14+0.0749536j 1.23276e-14+0.00538867j 1.3266e-14-0.0363272j -9.71073e-14+0.173105j 2.67425e-14-0.0438558j 1.7688e-14-0.0289785j -5.21281e-14+0.0707261j 3.59032e-15+0.039485j 5.55835e-14-0.10722j 5.16968e-14-0.100522j 8.1135e-15-0.0183266j -3.51697e-15+0.00694984j -2.8322e-14+0.0647345j -5.24393e-14+0.0847681j 4.6879e-14-0.10418j -1.23939e-13+0.212453j -6.3645e-14-0.017459j 
-1.70393e-13-0.0502527j -9.91154e-15+0.0191934j 1.62601e-15+0.0588673j 1.74315e-15+0.0390018j 2.0048e-15+0.0396272j -3.76769e-16-0.00266443j -8.89303e-16-0.0187858j -2.39173e-15-0.0441605j 2.36107e-15+0.0393086j -2.69585e-15-0.0153118j 3.95012e-15+0.0290433j 9.42727e-16+0.00733122j -5.03798e-17+0.00393904j 9.1405e-16+0.0146458j -1.62789e-15-0.0377632j -3.62444e-18-0.00882466j 3.69438e-15+0.00504687j -6.25207e-16-0.0292487j -3.05521e-15+0.0163127j 8.53424e-16-0.0171799j 3.44825e-15+0.0143515j -1.98412e-15-0.0412521j -1.77252e-15-0.0346434j -2.64964e-15-0.00605777j 3.84427e-15-0.017443j 1.94565e-14+0.079863j 6.07238e-15+0.0576966j -1.80686e-14+0.0463805j -8.40482e-15-0.00169759j 7.28101e-15+0.0252058j -3.51011e-17+0.0119326j -1.11883e-14-0.00394571j 2.10418e-13-0.0219605j -4.41078e-15+0.0164347j -1.00519e-14+0.0206681j -2.33336e-13-0.0281898j -1.48534e-14-0.0261654j -1.33677e-14+0.002962j 2.06562e-14-0.0152622j 1.15365e-14-0.011287j 2.14736e-15-0.0107897j 1.74775e-14-0.0234037j -6.72399e-16-0.00610866j 8.57777e-16-0.00347941j 1.21259e-15+0.00642204j 6.94724e-16-0.00191835j 4.05333e-16+0.0015032j -7.7503e-16-0.0035755j 3.73588e-15+0.0458964j 2.79503e-14+0.0144519j 1.07877e-14+0.0183631j 1.35639e-15+0.0022268j 4.66485e-15+0.0193834j 7.02004e-15-0.017043j 1.62583e-15-0.0264646j 1.16016e-15+0.0183333j 1.41516e-14+0.0014421j 2.93309e-15+0.0117103j 2.28193e-15+0.0125486j -2.63891e-15-0.0109498j -2.55996e-15+0.00546512j -3.4469e-15-0.0126024j 3.68427e-15+0.0623915j 1.49279e-15+0.0214196j 4.36951e-16-0.00743804j 4.05067e-16+0.00317445j -2.23624e-15+0.0225145j 1.47752e-14+0.0227543j -2.71435e-15-0.0448653j -2.68497e-15-0.0466978j 2.12612e-15+0.0235671j -1.07387e-15-0.019625j -1.20944e-15-0.0165532j 4.418e-16-0.00822986j -3.2871e-15-0.0280893j -2.03311e-15+0.0431114j 7.07295e-14+0.0437478j 
-1.89273e-15+0.00135418j -4.52266e-17-0.0282352j 1.37144e-15-0.0815777j 1.05544e-15-0.00453901j 4.36628e-16+0.00389062j -1.78842e-16-0.0213224j 1.65266e-16-0.0167801j -8.60336e-16-0.0120401j 6.44947e-17-0.0159089j -1.94323e-15-0.0216768j 9.29287e-16+0.00857333j 5.26657e-16+0.0277374j 6.52461e-17+0.0268652j -1.27356e-16-0.023466j -2.12777e-15+0.010984j 1.84043e-15-0.0320341j -1.39286e-15+0.0226367j -1.21625e-15-0.0369125j 1.31008e-15-0.0170316j -4.77132e-16+0.0150544j 5.87607e-15+0.00725712j -1.71786e-16+0.00803083j 1.93667e-17-0.00842654j -2.09173e-15-0.045476j -8.26626e-18-0.0348501j -2.60006e-15-0.019427j -2.83304e-16+0.027024j -5.66509e-15+0.0131131j -1.82121e-15+0.00667381j -2.4848e-14-0.0610192j 1.07948e-14-0.00653748j 1.22446e-14+0.0428089j -2.23848e-13+0.0250401j 2.48315e-15-0.0117423j 6.98988e-15-0.0198718j -1.28542e-13-0.0160363j -4.52602e-15+0.00676706j 1.05734e-14+0.0265399j -2.42447e-14+0.0307085j -1.82977e-14+0.0176506j -4.08063e-15+0.0038096j -1.24756e-14+0.0173726j -2.9298e-15-0.0235277j 5.1881e-15-0.005242j -1.7155e-15-0.0134589j 7.45911e-16-0.00701521j -9.65674e-15+0.0189288j -2.59241e-15+0.0238722j -1.20701e-15-0.00672487j 8.83136e-15+0.00869024j 2.05919e-15-0.00328734j -1.87301e-15-0.00345572j -1.58382e-15-0.0117912j -1.2497e-14+0.0248178j -4.16626e-15+0.0348322j -7.94891e-16-0.0159554j 1.56823e-13+0.0167519j 1.13501e-15+0.019339j 4.40696e-16-0.00637898j -3.25206e-16-0.00174026j -8.12349e-16+0.0111262j 1.76249e-15+0.00818299j 5.34626e-16-0.0202182j 5.41488e-16+0.0285031j 2.18224e-16-0.0174045j 1.40208e-15-0.0220795j -2.2255e-15+0.00779763j 5.14069e-15+0.00820414j -1.84564e-16-0.00451915j -8.66144e-16+0.0139035j -3.51722e-16-0.00914782j 4.67493e-16+0.0366842j 4.70549e-16+0.0272028j -1.1378e-15+0.0283323j 3.94179e-15+0.0507504j 5.87658e-15+0.0147703j -7.94389e-14-0.0463679j 
-1.83468e-14-0.00513948j -9.62298e-16-0.00437918j -3.28478e-17+0.0186414j 2.40847e-16-0.0165296j -6.14804e-17+0.0092566j -8.95283e-17+0.0265855j -1.39867e-16+0.00806154j -1.84165e-16+0.0166171j 8.76754e-17+0.00249369j 1.59503e-15+0.012846j 6.01706e-16+0.0027409j -1.48978e-16-0.00510601j 2.15744e-16+0.008342j -3.40811e-16-0.013181j -3.22088e-16+0.00590422j -3.57687e-16-0.00531257j -1.73753e-15+0.00366705j -1.46898e-16+0.00947265j 1.11888e-15+0.00165418j -1.14425e-15+0.0141261j -3.30088e-15-0.0132612j 9.65308e-17+0.00378222j 1.44379e-15-0.00657252j -6.49483e-16-0.00905575j -6.97831e-16-0.000875826j -3.04294e-15-0.0155282j 1.3216e-15-0.0152405j -7.16039e-15+0.00852321j -2.09063e-15+0.00198152j 1.16829e-14+0.0139686j -5.77314e-15-0.0192354j -1.36778e-15+0.00427322j 5.36157e-14-0.00528738j 3.83191e-15-0.00613899j 3.65628e-15-0.00487767j 1.25417e-13+0.0155628j 4.08677e-15+0.00908949j -1.45909e-14+0.0132756j 2.41176e-14-0.0119814j 3.83895e-14-0.0281052j 1.79842e-15+0.000517514j 5.64721e-15-0.00730769j 4.27103e-16-0.00930663j -3.22942e-15+0.00552408j -3.19167e-16-0.0164799j 7.01948e-16-0.00338077j 5.37251e-15-0.00171935j 2.13633e-15-0.0205785j -9.61569e-16-0.0157508j -9.68324e-15-0.00719514j -8.47194e-16+0.00566931j 6.7597e-15+0.0192206j 1.50647e-15+0.00210415j -5.5811e-16+0.00323451j -8.80214e-16-0.00256567j -4.80169e-16-0.000769827j -7.0952e-15-0.00079046j -8.35121e-16-0.00416259j -3.14813e-16+0.00108739j 1.13109e-15+0.0125008j 5.52881e-16-0.00133292j 1.1019e-15+0.0106501j 1.89385e-16-0.00948603j -1.62139e-16+0.00125582j -4.65912e-16+0.00730434j -3.6179e-16+0.0115184j 1.63532e-15-0.0114097j -7.2691e-15-0.0120586j -4.91299e-17-0.00161704j 1.14931e-17+0.00656705j -3.51978e-16-0.0126654j -2.02169e-16-0.0194636j -1.50515e-16-0.00214305j 4.27844e-16-0.00108372j -2.32799e-15-0.0312952j 5.54509e-17-0.00173215j -3.06893e-15-0.00207445j 
-2.43746e-14-0.00786198j -1.85827e-15+0.011463j 1.03689e-16-0.0127975j -5.57354e-17+0.00566202j 7.29107e-17+0.00442336j 6.63862e-17-0.010329j -3.62687e-16+0.00810576j -3.15852e-16+0.0108117j -1.97311e-16+0.0112431j -9.18219e-16-0.00685522j 5.41252e-16+0.00359931j -2.07067e-17+0.00367509j 2.11958e-16-0.0263902j -1.45485e-17+0.0022257j 4.5966e-16-0.0129832j -5.17987e-16-0.00136306j -4.15955e-15+0.0237205j -2.09353e-15-0.00712128j -2.28855e-16+0.00471434j 1.66307e-16-0.00295381j 4.96777e-16+0.00364707j 6.87483e-16-0.00516707j 1.50723e-15-0.011226j 6.53733e-17+0.0116529j -1.74738e-15+0.00820365j -1.3838e-15-0.0142313j 1.08391e-15+0.00885124j -6.74725e-15+0.0165283j -1.40835e-15-0.019934j -5.07463e-17-0.00752787j 1.03478e-15-0.0086722j -1.07959e-15-0.00929829j 1.70755e-14-0.00219759j 2.96368e-16-0.00148813j 7.93897e-16-0.00140782j 1.79896e-15+0.000230182j 1.9315e-15+0.00564193j 4.11055e-15-0.00673735j -4.46445e-15+0.000961711j -2.31052e-15+0.00193498j -2.06873e-15+0.00306475j -1.12708e-14+0.0134685j -1.17072e-15-0.00719614j 2.13436e-15-0.00452123j -9.24632e-16+0.0161868j 7.1077e-16-0.00778629j -7.51574e-15+0.00928084j -2.32335e-15+0.0153344j 5.29992e-16+0.0231553j 1.46371e-14+0.00789031j 6.88577e-15+0.0108489j 4.89686e-15+0.0170179j 1.16811e-15+0.00364432j -3.32764e-16+0.0013394j 1.15541e-16+0.000890811j -7.10447e-16+0.00498352j 1.27536e-13+0.0137106j 2.10873e-15+0.00254652j 2.37618e-15+0.0190308j -6.51204e-16-0.0117362j -1.80265e-15+0.0138846j 9.54205e-16+0.00798034j -6.49387e-16-8.59452e-06j 1.18906e-16+0.0102365j 3.81109e-16-0.000214293j 4.4989e-16-0.00939194j -1.72947e-16+0.00133867j 3.79759e-15+0.00589737j -2.38814e-16+0.00550852j 9.44939e-17+0.00766383j 1.26295e-16+0.00301426j -7.11131e-18+0.000200369j 9.02983e-17+0.00145547j -3.98801e-17+0.0103768j 6.13898e-16+0.0105351j -9.84081e-16+0.00992977j 1.57616e-14+0.0102567j 
-2.75894e-14-0.00726751j -1.75629e-15-0.0125189j 1.18841e-16-0.0102399j 4.3744e-17+0.000822499j 1.83718e-17+0.00976695j -4.22715e-16+0.0185737j -7.16091e-17+0.00740477j 2.533e-16-0.021205j 9.72353e-17-0.0153375j 1.30878e-15+0.0103694j -2.02377e-16+0.00174528j -1.41132e-17+0.00295153j -2.64547e-16+0.00921963j -1.61818e-16-0.00458469j -2.63658e-16+0.0028883j -9.72817e-17-0.000143184j -1.30842e-16+0.000362794j -5.73642e-17+0.00592451j -3.96433e-16+0.00907222j -1.81935e-16+0.0089002j -2.60058e-15-0.00794803j -1.44607e-16+0.0089426j 5.57922e-16-0.012445j 1.30024e-16+0.00971113j 1.0231e-15-0.00362593j 7.13812e-16+0.0121189j -1.25266e-16-0.00225959j 2.08313e-15-0.0035104j -5.67779e-16+0.000334714j 7.54024e-15+0.0191523j -4.6254e-15+0.000498792j 1.1086e-15+0.0231412j -1.79159e-14+0.00288566j 6.67563e-16-0.00426915j 1.37782e-15-0.00426372j -1.1534e-13-0.0143132j -2.53737e-15+0.00417394j 2.35196e-15+0.0098821j -1.47546e-14+0.0128223j 9.29164e-15-0.00712175j -1.63418e-15+0.0123514j 1.39947e-14-0.0164118j 1.13881e-15+0.00377979j -5.42072e-16-0.00270335j -2.72228e-16+0.00806396j 1.17528e-15-0.00608677j -1.01806e-15-0.00261285j -5.11697e-16+0.0119057j 2.08702e-16+0.000342247j 1.00409e-14+0.00574612j 3.76049e-15+0.00571051j 1.67144e-15+0.00212521j -2.56798e-17-0.000354924j -2.52436e-15+0.00528809j 3.82007e-17+0.00657583j -4.05635e-16-0.00520309j 7.42142e-15+0.000824333j -4.8933e-16-0.00496969j -6.70245e-16-0.00604018j 1.62477e-16+0.000145322j -1.00929e-15+0.00911393j 7.42032e-16-8.05553e-05j -1.57978e-16-0.00660166j 1.11465e-16+0.0108589j 1.09992e-16-0.00767998j 1.35558e-16+0.00345786j -7.97914e-17-0.00107303j 2.2926e-15+0.00412742j 2.22165e-16-0.0207505j -1.51156e-16-0.0123478j -7.93722e-16-0.0208818j -2.93243e-17-0.00717881j 1.63637e-16+0.00279797j -1.39956e-16+0.00380884j 5.94445e-16+0.00809836j 2.07562e-15+0.0129378j -3.01669e-14-0.0171267j 
