-0.00118869-0.173618j -0.138492-0.00870818j -0.0175433-0.12243j 0.0268357-0.174666j -0.0852542+0.073162j -0.0312997-0.22922j 0.158777-0.132989j -0.280506-0.0250505j 0.0373963+0.254952j 0.0718091+0.0845576j 0.210168+0.203047j -0.0832595-0.0275526j 0.118977-0.1306j -0.081285+0.163571j 0.172618-0.229596j -0.000781908+0.170072j -0.110855-0.0630234j -0.0609706+0.216867j -0.260842-0.0183949j -0.0844194-0.198736j -0.0428853+0.0474419j -0.078025-0.0490283j -0.0328243-0.016198j -0.0601006-0.0116924j 0.049798-0.00161082j -0.0147227+0.0128179j -0.128089-0.0288446j 0.264974+0.0376348j 0.206698-0.0564622j 0.0112686-0.00940197j -0.101802-0.00860482j -0.0162408-0.0403311j 0.00405337-0.0228118j -0.0594843-0.0586989j -0.0384487-0.0360192j 0.0410674-0.0725035j 0.0926399-0.0312583j 0.0580739+0.0219204j 0.0209649-0.00673131j -0.0330766-0.00676719j 0.0140658-0.00390539j -0.0303658+0.0282223j 0.0165916-0.0118744j 0.00374281-0.0131699j -0.00160607+0.0278677j 0.0259021+0.00976353j -0.0163228+0.00457927j -0.00221765-0.018407j 0.0138778+0.022294j -0.00212138-0.0317457j 0.00576892+0.000355666j 0.00718106+0.0168165j 0.00465774+0.0329789j -0.0161681+0.0241331j 0.00723625+0.00597291j 0.000297128-0.017544j -0.000210027+0.0268691j -0.0349752-0.0131121j 0.00893471+0.00536466j 0.0116913-0.00767104j 0.0180461-0.0020795j 0.00907127+0.0131716j -0.00154904+0.0158883j 0.0106831-0.0148194j -0.00215463-0.00151104j -0.00171178+0.0182337j -0.0152671-0.00242635j -0.0131254-0.00759076j 0.00236647+0.00346494j 0.00796798+0.00859199j -0.00753833-3.69582e-05j 0.00143167+0.0148065j -0.0260095+0.0208879j 0.0253433-0.00553093j -0.00827061-0.00880526j 0.0253423+0.00501707j -0.00724401+0.00165115j -0.0110057+0.00653294j 0.00880079+0.00665j 0.0117845+0.0114042j -0.0089784+0.0131236j -0.0110971-0.0204596j 0.00159685+0.00720826j -0.0118093+0.00306037j 0.00580033+0.0101123j -0.0231039-0.0207609j 0.00941654+0.0122563j -0.00375899-0.0092773j -0.00156619+0.00456136j -0.00465687+0.0205737j 0.0316198-0.00311199j -0.00590799+0.0133825j 0.00101109+0.0103172j -0.0262872-0.0285455j 0.0276008-0.0235645j 
-0.00470619-0.00348484j -0.00544608+0.00122992j -0.000166435-0.000566924j -0.00271644-0.00236737j -0.00104032+0.00149335j -0.00348499-0.0012701j -0.000860533-0.000172968j -0.00452877+0.00217866j 0.00154657+0.00297126j 0.00907795+0.00413499j -3.70575e-05+0.0020138j 0.000466972-0.00182625j -0.00315052+0.0107186j 0.00605971-0.00418632j 0.00116372-0.00498166j -0.00217437+0.00115532j -0.00233177-0.0012848j -0.000981173-0.00442811j -0.0107972-0.00562152j -0.00231739-0.00249544j 0.000372778+0.0104821j 0.00247356-0.00436357j 0.000428356-0.00177494j -0.00248358+0.002417j -0.00283814-0.0107736j -0.00120927+0.00553113j -0.00340796-0.0050099j 0.0042073+0.00353509j -0.00406862+0.00106043j 0.00137135-0.00654182j 0.00618269+0.0021014j -4.36757e-05+0.000949334j 0.000966073+0.0117987j 0.00733725+0.00844334j 0.0075334+0.00477048j -0.00407847-0.00337532j -0.00318171+0.00374269j 0.00738036+0.0072485j -0.00151835+0.00286269j -0.00762615+0.00316161j 0.000113142-0.00436345j -0.00730837-0.000294122j -0.0057188-0.00507287j -0.00467637+0.00310199j -0.00658122-0.00262452j -0.00328201+0.00961868j -0.00782285-0.00749245j -0.00032511+0.00641339j -0.00413158-0.0156094j 0.00694658+0.0117241j 0.00492004+0.00705371j -0.00689372+0.0128375j -0.00672653-0.00390477j 0.0144708-0.000485965j -0.00781461+0.00612953j 0.00293192-0.00400832j 0.000374714+0.0228516j 0.0159586-0.00562229j 0.0214177+0.0136673j 0.00661374+0.00739747j 0.00117649-0.00509485j -0.000175492-0.00185515j 0.00254339-0.000642713j -0.0046839-0.00798735j -0.0120155+0.00162696j 0.00383758-0.0171333j -0.0125845+0.0114889j -0.00822279+0.00547617j 0.00254535+0.00503146j 0.00589224-0.00399113j -0.00496933-0.0315792j 0.00254207+0.000926763j 0.00379646+0.00647896j 0.00535193+0.0050407j -0.0320755-0.00440653j 0.0111634+0.0123365j 0.00342929-0.0123107j -0.0025079-0.00564798j -0.00392975+0.0172089j 0.0083799+0.00801168j -0.0116773+0.0298352j 0.00637563+0.000638843j -0.00146647+0.00236855j 0.000583341+0.000981721j 0.00313025+0.00707471j 0.00125439-0.00808308j -0.00493942+0.00455599j 0.00773384+0.0114253j 0.00341065-0.00694238j -0.00157549+0.0157045j 0.018362-0.00239024j 0.0142044-0.00764662j -0.00115909-0.00248272j -0.00348297-0.00740873j 0.00047336+0.000719846j 
0.00685351+0.00206269j -0.00648773-0.00919591j -0.00405017+0.00159049j 0.0047366+0.00262981j -0.0024501+0.00551729j -0.00387563+0.00250549j 0.00288659-0.00480152j 0.00158959-0.00223375j 0.00154368-0.00048519j -0.00432598+0.00126405j -0.000396073-0.00336166j 0.000624279+0.00442888j -0.000458973+0.000418833j -0.000509219+0.00752426j 0.00284121+0.00280856j 0.0046051+0.000886123j -0.00448656+0.0029845j -0.00746411-0.000667976j 0.00451861+0.00560793j 6.85755e-05+0.0079007j -0.00893061+0.00205174j -0.00364455+0.000226915j 0.00452988-0.00971469j -0.00659804+0.0039158j 0.00819345+0.00505467j -0.0031258+0.00584415j 0.00111373-0.00235674j 0.00109311-0.00509874j -0.00321267+0.00802906j 0.00489671-0.00104786j -0.00252078+0.00274442j -0.000350676+0.00173867j -0.00299714+0.00200879j 8.93856e-05-0.00147463j -0.00103627-0.0040361j 0.00361507-0.00565373j 0.00180915+0.0101266j -0.00620575-0.00420467j 0.000958817+0.00248947j -0.00942182+0.00915135j 0.00477289-0.00307997j 0.0147233+0.00221579j 0.0145783+0.0015982j -0.00565559+0.00358799j 0.00117057-0.00952049j 0.00408642-0.0054094j 0.0125296+0.000716705j 0.000852159+0.00289072j 0.00350945+0.00419835j -0.00491723-0.0037893j -0.00191123-0.00695283j 0.00381496-0.0110955j 0.0093159-0.00391812j 0.00151511+0.00724681j -0.0166524-0.00731819j -0.0030148-0.00283955j 0.00678435-0.00821435j -0.0014307-0.00070541j -0.012397-0.00285188j -0.00251597+0.00487479j 0.0103955-0.0100931j 0.00289963-0.00423033j -0.0104823+0.00759394j -0.000735196+0.00921699j -0.00863547+0.00610387j -0.0140601+0.0130116j 0.00740109-0.00642665j -0.00311913-0.0123233j -0.00821853-0.0085117j 0.00164098+0.00319689j -0.019925+0.0179233j -0.00516304-0.00882049j 0.00431828-0.0042394j 0.000407619-0.00229583j 0.0187394+0.0136653j -0.00593695-0.00687281j -0.0105942+0.011564j -0.0137025-0.00415094j -0.00199172-0.0146131j -0.00399247-0.0183872j 0.0158083-0.024489j -0.0031998+0.00357881j -0.00907933+0.0131792j 0.00349215-0.00358591j 0.0232725+0.000101372j -0.0158029-0.00783446j 0.000124507-0.00204418j 0.00179336-0.00821562j 0.00173583+0.000983446j -0.00142465-0.00123028j -0.000926551+0.00654311j -0.0201675+0.00662767j -0.0163089-0.00665015j 0.0139644-0.00266385j -0.00394334+0.0146129j 
-0.00236014-0.00539259j -0.00915913+0.00393566j -0.00189545-0.000233512j 0.0057146-0.00160746j 0.00304407+0.00139753j 0.00421134-0.00331923j 0.00379391+0.00167656j -0.00498304+0.00125903j 0.0083339-0.00600438j -0.00319286+0.000521949j 0.00413461+0.0028937j 0.00267797+0.00388727j 0.00101122-0.00323469j 0.00605277+0.00682445j 0.00444562+0.00164778j 0.00610717-0.00420322j -0.0050284-0.00106954j -0.00832872-0.00339788j -0.000447474+0.00318088j 0.00357645+0.000261375j 0.00385378-0.0031463j 0.00147103-0.00342478j -0.00375366+0.00651276j -0.00687231-0.00560309j 0.00363211-4.75655e-05j 0.00496079-0.00314738j -0.00200566-0.0013637j 0.00086561-0.00154225j 0.00490668+0.00425654j 0.00125721-0.00116391j 0.00319608+0.000876012j -0.000193918-0.0044112j -0.00276066-0.000234369j 0.000813753+0.010358j 0.000585947-0.00448243j 0.00109281+0.0129915j -0.00318545-0.000336736j 0.0019272-0.00191652j 0.00274647-0.00190216j -0.00173216-0.00529894j -0.000884548+0.00411983j 0.0154568-0.00157943j 0.00777573-0.00103806j -0.000371305-0.006565j -0.00643686-0.00547503j 0.00779783+0.0140219j 0.000245425-0.00406388j 0.00621498+0.000940317j 0.00483035-0.00354278j -0.00900124+0.00405848j 0.000589619+0.00322192j -0.0183021-0.00488668j 0.00377097-0.0059486j -0.00029048+0.0101066j 0.00512548-0.00326919j -0.00562509+0.00276165j -0.00433035+0.00510821j 0.00504412-0.00209772j 0.00122891-0.0019324j -0.00153578-0.00331181j -0.00292965+0.00473454j 0.00392045+0.0153865j -2.35023e-05-0.00118134j 0.0126208-5.48039e-05j -0.0104689-0.000249269j -0.00711705-0.00114205j 0.00526244-0.0056827j 0.00135565-0.00757787j -0.00944914-0.0136586j -0.00893916-0.00300715j -0.0215498+0.00224281j -0.00193002-0.00168361j 0.00976643-0.00264357j 0.00774351-0.00215523j 0.00193922+0.00436353j -0.00439984-0.00293918j -0.00779392+0.0112709j -0.0163066-0.00869688j 0.00113575+0.000542313j -0.0044506-0.0207971j 0.0190638+0.000642836j 0.0032219-0.00776996j 0.00889685-0.0104331j 0.00389469+0.0101385j -0.000728032+0.000640088j -0.00102914-0.00792029j 0.00895995+0.00851034j 0.00305517+0.00246941j -0.00520645+0.0025574j -0.00898165+0.00799749j 0.010932+0.0112536j -0.0259824-0.00329417j -0.00811906+0.0115563j -0.00424462+0.00367536j 0.0065034-0.00109586j 
-0.00824281-0.00712504j -0.00190456+0.00763478j 0.00408659+0.00301755j 0.0047656-0.00463595j 0.00188577+0.00842853j -0.00478762-0.00180478j -0.00534456+0.000931307j -0.0062965-0.00591927j -0.000737118-0.00462627j 0.000591205-0.000273833j -0.00242083+0.00523938j -0.00263174-0.00166328j 0.00117815-0.00370199j 0.000209874-0.00612758j 0.00444562+0.00162241j 0.00189012-0.00218749j 0.000992369+0.00254224j -0.000721168-0.00575754j 0.00463334-0.00154364j 0.00268427-0.00547462j -0.00628542-0.00259544j -0.00313092+0.0162097j 0.000325476+0.0128601j -0.00207921-0.00799969j 0.0010739+1.10529e-05j -0.000758784-0.00935263j 0.00494298+0.00442197j 0.00437219+0.00214012j -0.00066024-0.00208591j -0.00623709+0.00558396j -0.00373027-0.00565341j -0.00702979+0.00197088j 0.00148074+0.00177758j 0.000943663+0.00556952j -0.00761112-0.0064671j -0.00678189-0.000494128j 0.000457092-0.0115384j -0.0101529-0.00237807j 0.00246643-0.00388561j -0.00416551-0.0120679j 0.00394958+0.0169535j -0.00396965+0.00631345j -0.00408497+0.00123104j 0.00883973+0.0143746j -0.00512226-0.00595609j 0.0113145-0.0121259j 0.00570633-0.00865191j -0.00237115+0.0102722j -0.008118+0.0031068j 0.00331139-0.00191692j 0.0107691+0.0104243j -0.0109185-0.00630982j -0.00257126-0.00218362j 0.000111074-0.00524834j 0.00223381+0.0165744j -0.0090335-0.00374377j 0.0062208+0.00397722j 0.00592425+0.000505283j -0.00918996-0.00422657j 0.0148804-0.000103971j 0.00618044+0.00824633j 0.00893298-0.0164115j 0.00824696-0.00201426j -0.003823-0.00458882j 0.00505231-0.00523441j -0.00158678+5.48745e-05j 0.0079747+0.000973968j -0.00425877+0.00168761j 0.00511387-0.0107622j -0.000533688-0.00791386j 0.00213287+0.00212077j -0.00693789-0.000180941j 0.00752099+0.0089111j 0.00122162+0.00927957j -0.00443318+0.000294086j 0.00141373+0.0105664j -0.00299731-0.00399628j 0.00351746-0.00168062j -0.00327304+0.00980592j 0.00597246+0.00327867j 0.00688558+0.00956097j 0.00307514+0.00116373j -0.00348755+0.00377411j 0.00307462+0.0155556j 0.000124395+0.0167153j -0.0128385-0.00919932j 0.00939046+0.00581672j 0.00135165+0.0127626j -0.00718259+0.00424585j -0.0120902-0.0131142j -0.0161811-0.00976996j -0.000459693+0.00785102j 0.023998-0.0152511j -0.00138715-0.0150238j 0.0212811-0.011625j 
0.0089505+0.00678459j 0.0149965-0.00781288j 0.00168472-0.00475541j -0.00651974+0.00924167j 0.00237529-0.0180259j 0.0105293+0.00796229j 0.0058092+0.00254324j 0.00774594+0.0101518j 0.00137939+0.00660952j -0.00939859-0.00144233j 0.00902835-0.00190016j 0.00371773+0.00435158j 0.000838806-0.00889656j -0.00233357+0.0132681j -0.00735395-0.00208504j -0.00296142-0.00161211j 0.00235219-0.00556702j 0.00261964+0.0161389j 0.00491764-0.000121756j 0.00389845-0.00124804j 0.00901431-0.016872j 0.00837975-0.00725007j -0.000962831-0.0124387j -0.00658242+0.00115249j 0.00271457+0.0126628j 0.00337138-0.00443802j 0.00363027+0.000275134j -0.00807064-0.000402218j 0.00408884-0.0109762j 0.00157724+0.00785457j 0.000797949+0.006058j 0.005853-0.00304539j -0.0031977-0.0119218j 0.00458978-0.00233126j -0.00125713-0.000945314j 0.00904943+0.0112668j -0.0136547+0.0028726j -0.0117695+0.00386175j -0.00606735+0.00504402j 0.0109614+0.0170439j -0.00993788-0.00167619j 0.0102913-0.0123087j 0.00318319+0.00120767j -0.00236238-0.0145513j 0.00114917-0.00140354j -0.00166049+0.00809421j -0.011373+0.0094628j -0.00882284+0.0087215j 0.0103632-0.0173297j -0.00922676+0.00137946j -0.0129632-0.0029126j 0.00884231-0.000950573j -0.00461782-0.014329j 0.0021349-0.00226414j 0.00584026-0.00618304j 0.0138803-0.00462295j -0.0091768-0.00259829j 0.00246277+0.000871306j 0.0184621+0.00366241j -0.0169164-0.00958844j -0.000455925+0.0168467j 0.00232657+0.0126598j -0.00381764-0.001277j 0.000902098-0.00486501j -0.00862403+0.00103332j 0.00892597-0.000541821j -0.00299315-0.00179542j -0.0112649+0.00769572j 0.005959+0.00181089j 0.00182301+0.00439935j -0.0148092-0.00232142j 0.004889+0.00125486j 0.00169556-0.00599541j 0.00758307-0.0058036j -0.01504-0.010931j -0.0067132-0.00858473j 0.00743891-0.00246887j -0.0102811+0.00806999j -0.00162105+0.000669245j 0.00376455+0.00251974j 0.00166059+0.00756748j 0.00291229-0.000553173j -0.00445611+0.00899364j -0.0079582-0.0111247j -0.00592352-0.00918868j 0.0224081+0.00998357j -0.00101662+0.000731833j 0.000530453-0.00699086j -9.8227e-05+0.00118474j -0.00247078+0.00802654j 0.0169781+0.013564j 0.000346839-0.0045143j -0.0142455+0.0192259j 0.00625591+0.0274739j -0.0206469+0.00143482j 
-0.00416556-0.002616j -0.00520616+0.00682335j 0.00358331+0.00631964j -0.00351664+0.00482596j 0.000802344+0.00613163j -0.00620491-0.00669748j -0.00390246+0.00558382j 0.00327722+0.000775252j -0.00512188+0.00866119j 0.00870929+0.00404524j 0.001589+0.000464367j 0.00596527-0.00312636j 0.00105545+0.0055323j -0.00336232-0.00199409j -0.00210714+0.00611666j -0.00240394+0.00348731j 0.00560442-0.00120903j -0.000517168-0.00137374j -0.00112902+0.00550976j 0.00128671-0.00650103j 0.000298719+0.0081245j -0.00405573+0.00302462j -0.000216067+0.00876793j -0.000952727-0.00337262j -0.00995274-0.00277679j -0.00124089+0.00441291j -0.00467315+0.00172572j -0.00220932+0.000671062j -0.00396647+0.00294063j 0.00363589-0.00209405j 0.00270986-0.00535819j 0.000864459+0.00124311j -0.00114526+0.000749558j 0.00113624-0.00273721j 0.000590528+0.00492973j -0.0041983-0.00663883j 0.00349389-0.00633805j -0.000227175+0.000270834j 0.00695501-0.00573317j 0.00186375-0.0113122j 0.00418156+0.00326173j 0.0150968-0.00455432j 0.0102479+0.0043963j -0.00415423+0.0127567j 0.0162781+0.00159882j -0.0205851+0.0122708j 0.00960393+0.0160597j -0.0145505+0.0190693j 0.023137+0.00379836j -0.0136527-8.46553e-05j -0.00446249-0.0122886j 0.0115845-0.0108052j -0.0109292-0.00843419j -0.00266767+0.00789969j 0.00287996-0.000364825j 0.00794603-0.00139844j -0.0235476+0.00431903j -0.00339044-0.00182047j 0.00154893-0.00158567j 0.0171859+0.00307052j 0.00473542+0.00484855j -0.00120235-0.00378937j 0.00714244-0.00722378j -0.00638064+0.0117074j -0.0106309+0.013566j 0.00394504-0.00444963j 0.00343659+0.00215093j -0.0046448-1.9798e-05j 0.0013491+0.00510979j 0.00169299+0.00853682j -0.00521238+0.0161837j 0.0105572+0.00972341j -0.0060177-0.00842018j 0.00986406+0.00626404j -0.00668574+0.0116777j 8.0268e-05-0.015489j 0.0053815+0.00825305j -0.0122605+0.018224j -0.0090351-0.0206645j -0.00957207+0.0104228j -0.0027957-0.0115862j 0.0119431-0.0047889j -0.00192357+0.00686687j 0.0104114+0.00400399j 0.000500125-0.0027966j -0.00178725-0.00295074j -0.0015657+0.00723517j 0.00935687-0.00957011j -0.00681929+0.00812866j -0.0065354-0.00802922j -0.0102029+0.00161343j -0.00895645+0.0149512j 0.00581937-0.00379301j -0.00235378-0.0119049j 0.00973057-0.00298174j 
-0.00317327+0.000793271j -0.00281846-0.00448126j -0.00406304-0.00128766j -0.0138756-0.000430073j 0.00126372-0.0134786j -0.0044271+0.00414322j -0.00147127+0.0024573j -0.00136071+0.00779413j 0.00437743-0.00751262j 0.00757416+0.00227685j 0.0094621-0.00307487j 0.00133239+0.00243549j 0.00712674+0.0127186j 0.00771832-0.0158228j 0.00100516-0.0120063j -0.00152007-0.000724748j 0.000757418-0.00833451j -0.000672201-0.0116317j -0.0179298-0.0117857j -0.00502599-0.0055474j 0.00720087-0.00646747j -0.000190416-0.0124292j -0.00132467-0.0132225j -0.00402568-0.00393476j -0.00164546+7.7304e-05j 0.00409394+0.00129845j -0.00458145-0.00618595j 0.00632387+0.00196822j 0.00287968+0.00675633j 0.000756841-0.00494777j -0.000499031+0.00188051j 0.00568279-0.00735748j 0.00363585-0.00388509j -0.00300923-0.000149686j -0.000819799-0.00929328j -0.00476439+0.0032249j -0.00705878+0.00346391j -0.00272135+0.003454j 0.00108722+0.00208649j -0.00292679+0.00822889j -0.0025521+0.00709715j 0.00662215-0.00103726j 0.00607915+0.000919545j -0.00190658-0.0100606j -0.00593744+0.00267103j 0.00147723+0.00473597j -0.000761357-0.00153881j 0.00144191-0.00888522j -0.0017134-0.00673212j -0.00389378-0.00898696j 0.00247679+0.00477325j 0.00247327-0.00406955j 0.00353669-0.000736376j -0.00176347+0.00406731j 0.00173028-0.00374482j 0.00442304+0.00294846j -0.00543073-5.10784e-05j -0.0111368+0.000271233j 0.00239932+0.00118645j -0.0164442-0.00394348j 0.000238037+0.0109899j 0.00235461+0.0109199j -0.0111478+0.00190069j 0.00340517+0.000257783j 0.00181982+0.000574272j 0.000182876+0.00915351j 0.00171844-0.00926447j 0.00220461-0.00268785j -0.00481689+0.00161976j 0.00268547-0.00175966j -0.00972792+0.00488099j -0.000316733+0.00107274j -0.000974608-0.00241726j 0.0013223-0.00306357j 0.0106108-0.00518264j -0.00643945-0.00313296j -0.000968649+0.00235613j -0.00622153-0.00714319j 0.00371624+0.000352786j -0.00589208-0.00509057j 0.00210946-0.00840654j -0.0031991+0.00116479j -0.000257555+0.000837823j -0.00974024-0.00159489j -0.000133865-0.00364504j 0.00627422+0.00495036j 0.00590473-0.000668869j -0.00622504-0.00901899j 0.00173046+0.0020071j 0.00634827+0.00799729j 0.00738349+0.00854703j -0.00226282-0.00287714j -0.00939931+0.00525237j -0.00299162+0.00953561j -0.00736841+2.50963e-06j 
0.0135113+0.000455239j -0.00501849-0.0112495j 0.000327782+0.00135857j 0.00314634+0.00666112j -0.000167835-0.00336959j 0.00316725+0.00495748j 0.000314153-0.00733126j 0.00221722+0.0076996j 0.00544154-0.00152023j -0.00986959-0.00769311j -0.000394366+0.00272482j -0.00260809-0.00378887j 0.0003783+0.0014134j 0.00763443+0.010868j -0.00087741-0.00731179j -0.000806135-0.00282098j -0.000252905-0.000937098j 0.000196192+0.0115959j 0.00181912+0.00483888j 0.00416507+0.00244701j -0.00017872-0.00658108j 0.00953738-0.0109261j 0.00142459-0.0124116j -0.00698036-0.00140938j 0.00682039-0.00604954j -0.00159746+0.00591747j 0.00367185-0.00257442j -0.0012801-0.00380766j 0.0005237-0.000429997j 0.000363037+0.00187515j 0.00134574+0.00245769j 0.0090818-0.00732582j 0.00626253-0.00755732j -0.00513946-0.00198541j -0.00398009-0.00270472j 0.00265892+0.00340077j -0.00217164+0.00784031j -0.00156166+0.000124529j 0.000175568-0.00506137j -0.00255309+0.0103755j -0.00524643-0.00427366j -0.0102085-0.011544j -0.0089572-0.00899235j 0.0047123-0.011137j 0.00744277+0.00856786j -0.000366703+0.00425783j -0.00265609+0.00494846j 0.00785038+0.0030705j -0.00204098-0.00884348j 0.000710857-0.00667108j 0.000976438-0.000523707j -0.00614371+0.0100537j 0.00607724+0.000682318j 0.00132153-0.000289758j -0.000880888-0.00811367j -0.00222181+0.00822122j 0.0040452-0.00112363j 0.00888562+0.000489379j 0.00659287-0.00606623j -0.0236029+0.0100711j -0.0024357-0.006201j -0.00168966+0.00830672j -0.0149854+0.0083419j -0.00523797+0.00318538j 0.00639287+0.0112443j -0.00298608+0.010525j -0.0100391-0.00556283j -0.00609536+0.006961j -0.00175895+0.0104638j -0.00268187-0.000617281j 0.0129869-0.00248698j -0.00570302-0.00033113j -0.00264307-0.000805713j -0.0079293+0.00776383j 0.00583375-4.93566e-05j 0.00986775-0.0129129j -0.00450995-0.004987j 0.00315757-0.00307075j 0.00573305+0.0140325j -0.0065373+0.00105982j -0.00242654+0.00553453j 0.0100034+0.000761633j -0.000880393+0.0153275j -0.0248029-0.00697893j 0.00916476+0.0087942j 0.00713223+0.0100615j -0.00759374-0.0054817j 7.30446e-05+0.00557831j 0.00292491-0.00794073j 0.0068585+0.0137432j 0.0149925+0.00813825j 0.0117271-0.00616195j -0.022014+0.00433965j 0.00471597+0.0111696j -0.00960019+0.011332j 
0.00296602-0.00126171j -0.00669365-0.00155971j -0.00376611-0.00103545j 0.003049-0.000665612j -0.00410204+0.0116189j 0.00131269+0.00669225j 0.00551842-0.000941416j -0.00337869-0.00205003j 0.00159261-0.00209976j 0.00277025+0.00834802j 0.00421843-0.000998246j 0.0106902+0.0138615j 0.000512121-0.00191915j 0.000154224+0.00806561j 0.00105938+0.0098454j 0.00421933-0.000252805j -0.00614535+0.00409166j -0.0098969-0.00125054j 0.00459829+0.00569373j 0.00360403+0.00809201j -0.004967-0.000825342j 0.0031884+0.000286957j -0.0030722-0.00331565j -0.00310988-0.0010662j 0.0118922+0.00289944j -0.00011237-0.00061274j 0.0019906+0.000434491j 0.00443678-0.00361112j 0.00438731+0.00319959j -0.000557322-0.00134776j 0.00454339+0.00209146j -0.00504702+0.00117055j -0.00299217+0.00165505j 0.0109915+0.00729961j -0.000863568+0.000393256j 0.00109233+0.00478263j 0.00274953+0.00457659j -0.00579219-0.00349647j -0.00158796+0.000536087j 0.00263371+0.00220501j 0.00569643-0.0012223j 0.00838537+0.00275369j 0.00387713+0.0120097j -0.00354692-0.00248445j -0.0206957-0.00701261j 0.000368616+0.00241532j -0.00331036-0.00830838j -0.00282577+0.00361744j 0.00380385-0.0106696j 0.00181586+0.00506492j -0.00222432+0.00352716j 0.0126804+0.00408236j -0.00488508+0.00194506j -3.76551e-05-0.00256805j 0.000135359+0.00519717j 0.00112092-0.00201787j 0.00355443+0.010622j -0.00449176+0.00558001j 0.0122331+0.010472j 0.00748481+0.00686079j 0.00829231-0.00691035j 0.00172772+0.00131289j -0.0031296+0.00842222j -0.00331893-0.0121924j -0.0161188+0.00210266j 0.000131129-0.000137003j 0.00826595+0.00199523j -0.0119936+0.006531j 0.00198026+0.000946275j 0.006528+0.00191187j -0.0230822-0.0113026j 0.00853955+0.000639607j 0.00835429+0.0175854j 0.0103203+0.00562625j -0.0179524-0.0117965j -0.00366869+0.00538783j 0.0069958-0.000305171j -0.00278801-0.00325275j -0.00495285+0.0106702j 0.0205092+0.00995002j -0.00105525+0.00606427j -0.00403408-0.00431077j 0.00547803+0.00582405j -0.00226318-0.00371797j 0.000903276+0.00463225j -0.00151532-0.00158837j -0.00263868-0.00217637j 0.00186284-0.00983467j -0.00329054-0.00436811j -0.00667194-0.00610903j 0.00493783+0.000434313j 0.00352305-0.000378138j -0.00409041-0.00305812j 0.00129599-0.00184307j 0.00164567+0.00716646j 
0.000957809+0.00248966j 0.00414785-0.00236756j 0.000745797+0.00448057j -0.00361938+0.00191751j -0.00421351+0.00105498j -0.000760318+0.00801065j 0.00599764-0.00222342j -0.00189712+0.00342356j 0.0049821+0.00287755j 0.00508745-0.000460563j 0.00722227-0.0025119j 0.000376778+0.00157327j -0.00124956+0.00912309j 0.00997822-0.00790238j 0.00984584-0.000793772j -0.0045665-0.00370705j 0.00188131+0.00711588j -0.000471426-0.00157083j -0.00812713-0.00726255j 0.000499474+0.000458488j -0.00104935-0.0100072j -0.0010745+0.00171542j -0.00204463-0.00390177j 0.00656031+0.00146108j 0.0106908+0.00339994j -0.00179777-0.0039008j 0.00930415+0.00195945j 0.0101156+0.00374278j 0.00267402-0.00176141j -0.00953522+0.00624815j -0.00761621+0.00225356j -0.00319175+0.0031308j 0.00614648-0.00440749j -0.000254618-0.00491865j -0.00538867-0.00125898j 0.00727703-0.000793805j 0.00260013-0.000180003j -0.00247048-0.00149677j -0.00294223+0.00277927j 0.000188715+0.00171608j -0.00685325-0.0081006j 0.0030693+0.00633717j 0.00457295+0.00460586j 0.00489219+5.60813e-05j 0.0185166+0.00095416j -0.00403403-0.00310753j 0.0110684+0.0106548j -0.00361132+0.00986449j 0.00248243-0.00189208j -0.0105825+0.00574742j -0.00213229-0.0122026j -0.0103285-0.000405511j 0.00566669-0.0199045j 0.00874833+0.00328785j -0.00798495+0.00488138j 0.000759224+0.00307676j 0.00263902+7.18096e-05j 0.0202452-0.00638129j 0.00836746+0.00104287j 0.00122516+0.000640777j 0.00119188+0.00175886j -0.00282817-0.00374933j 0.0057026-0.00163265j -0.00131463+0.00690927j 0.00998174+0.0184241j -0.00692344-0.0100798j -0.00979975+0.00128605j -0.00644512+0.0137628j 0.0086675-0.00498991j -0.00261204+0.00483424j 0.00148497-0.00204762j -0.00292056+0.00196404j -0.00305044-0.0175502j 0.000212503+0.00532849j 0.00175993+0.0187208j 0.00348084+0.00202787j 0.00797857+0.00136504j -0.0152465+0.0176016j 0.00407842+0.00531386j -0.00517221-0.00400066j 0.00379821+0.00186638j 0.011594+0.000529858j -0.00255722-0.00317497j 0.00739847-0.00785322j 0.000908727-0.00175647j -0.00237547-0.00643503j -0.0042803+0.00138435j 0.0212706+0.00446093j -0.0113319-0.00491347j 0.00252686+0.00661234j 0.0051771+0.00010388j -0.00217666+0.00252117j -0.00246195+0.000955104j 0.00162635-0.000965051j -0.00226404-0.000285248j 
