-0.0124683-0.00180878j -0.00205777+0.0115305j -0.000411339+0.0143044j 0.0103883-0.00432653j 0.00255089-0.00314136j 0.00992706+0.00487407j -0.0106484-0.00142121j 0.00462014-0.00668276j 0.0024481-0.00310343j 0.000174227+0.00329189j 0.0043784+0.00377544j -0.00403535-0.000570178j 0.00618094+0.000971116j -0.0166535+0.0110812j 0.00759433-0.00884917j -0.0083225+0.000685711j 0.00473558+0.00517085j -0.00554194+0.010311j 0.00040067+0.0141585j -0.00567294+0.00524042j -0.000976079+0.0012966j -0.00617526+0.00566253j -0.00134755-0.00144357j 0.0037827-0.00332727j 0.00508127+0.00678715j -0.00339388-0.00017437j 0.00138163+0.00746665j 0.000876394+0.00498279j -0.00544329+0.00388163j -0.00385768+0.00345016j 0.00192614+0.00468403j -0.00388838+0.0030047j -0.00119677-0.00330557j -0.00138827-0.00164481j 0.0109386-0.0139624j -0.00845567-0.0031707j 0.00439203+0.00230063j 0.0148091+0.0110252j 0.00719833-0.0118645j -0.00259005+0.00475414j 0.00400014-0.00285266j 0.0132805-0.0199326j 0.00851678+0.00179593j 0.0359866+0.0172621j -0.0291778+0.000541861j 0.0236221-0.0176205j 0.00490525+0.00257065j 0.00277667-0.00285323j 0.0176023+0.026314j 0.00349682+0.0411019j 0.00189385-0.00412838j -0.00318103-0.000908077j -0.0030519-0.00426066j -0.0106525+0.00333278j 0.0154072-0.00979904j 0.00561208-0.00603358j 0.0150004-0.00322894j -0.00615549+0.0121553j -0.00960479+0.00686717j -0.00145807+0.0155122j 0.00241633-0.0130359j -0.0054093-0.00252797j -0.0011777+0.00443911j 0.00317485+0.0192404j -0.00149375+0.0153626j 0.00388322+0.0275431j -0.0135526-0.0136454j -0.0294096-0.0591766j 0.0590053-0.0324353j 
-0.00264137+0.00115589j -0.000758337-0.0031591j 0.00232015-0.00345856j 0.00383395+0.00436112j -0.00772758-8.53711e-05j 0.00079619+0.00303244j -0.00549686+6.92318e-05j -0.00742135-0.00933254j 0.00586441-0.00430881j 0.00758334+0.0138995j -0.0157423+0.00774312j -0.00598788-0.000103875j -0.00664116+0.00888682j -0.0211-0.00313514j 0.00349073+0.00345886j -0.00803122+0.000523412j 0.0127583-0.000488168j 0.00885432-0.0125117j -0.00836757-0.0210035j -0.00401855-0.00100192j -0.00512279-0.00386936j 0.000779755+0.000487762j 0.00702142+0.00232428j -0.0140348-0.00442988j 0.0100265+0.0100467j -0.000647969+0.00573719j -0.00232282-0.0060843j 0.00023527-0.000756241j 0.00650025+0.00395994j 0.00280315+0.0280037j 0.00843226-0.0163973j -0.00020586-0.00615906j -0.0114294-0.00580172j 0.00447069-0.00746781j 0.00928192+0.00847955j -0.0125611+0.000577017j 0.00519996+0.00762881j -0.00199291+0.00374856j -0.00703094+0.00273067j 0.00686286-0.00383706j 0.00815415+0.00347911j 0.004168+0.00040052j 0.00164891-0.00099641j 0.0136819-0.00697027j 0.0121554+0.00512036j 0.0256554+9.96205e-05j -0.00671454-0.00222083j -0.00987403-0.00380927j 0.00879262-0.00559914j -0.000100434-0.00112141j 0.00181111+0.0573271j -0.0176866+0.00626197j 0.000340425+6.70177e-05j -0.0156165-0.00057413j 0.0155037-0.00209355j 0.0123644+0.00317577j -0.000716545+0.00103048j 0.00544866-0.00283225j -0.00091076+0.000125397j -0.0108973-0.00226997j 0.00121945-0.00494655j 0.00184471+0.00322247j -0.00641221+0.00051176j -0.000340404+0.00430451j 0.00416448+0.00129417j 0.00158879-0.0038816j 0.000495528-0.000718732j -0.00381251+0.00501886j 0.00785072+0.00372105j 
-0.00491012+0.000876398j 0.00107942-0.00372849j 0.00192735-0.00410513j -0.0017324+0.00954675j -0.00648046+0.00347417j -0.00240087+0.00282j 0.00446127+0.0110591j 0.00827765-0.0232658j 0.0107003+0.00271794j 0.007002+0.0166295j -0.00888125+0.00270623j -0.000101962-0.0100633j 0.000943941+0.0110486j -0.0126177+0.006104j 0.00642078+0.00502871j -0.00800388-0.00818484j 0.00750718-0.0199434j 0.0111334-0.0172383j -0.0134944-0.0323278j 0.00790357+0.00365353j 0.00119726-0.00734997j -0.0041636+0.00786827j 0.0228944+0.00110319j -0.0158102-0.00898602j -0.00890404+0.00208529j 0.00320593-0.000988947j -0.00221854-0.00259708j -0.00478092-0.0014998j 0.00426215+0.00140842j -0.0111014-0.0189576j 0.00202584+0.0165274j -0.00648634+0.00353626j -0.0259064-0.00189706j -2.78022e-06+0.00764059j 0.0138837-0.00242955j -0.0231243+0.00170064j 0.0212836+0.00899241j 0.00777945-0.0119759j -0.0138324+0.0018877j 0.00308953-0.00451236j 0.0067435+0.00673308j 0.0151546+0.00558262j -0.0132397-0.00734513j 0.00817452-0.0149592j -0.0269847+0.00791971j 0.0207098-0.000487032j 0.0117039+0.00211073j 0.00311227-0.00491943j 0.0135149-0.000680323j 0.000834971-0.0266586j 0.000885834-0.0237923j 0.00677102+0.00477875j -0.00835483+0.00987545j -0.0249973-0.00112903j 0.00113757-0.00271176j 0.00137871+0.000256025j 0.00591682+0.00237549j -0.0123963-0.000980039j 0.00765705+0.00384392j -0.00352011-0.00311665j -0.00024882-0.00874463j 0.00203272+0.0050695j 0.00299152-0.00488679j -0.00301548+0.000182459j 0.008317+0.00609547j 0.00368499-0.00138637j 0.00214403+0.00287735j -0.00839438+0.0167401j 0.0136322+0.00190367j 
0.00220127-0.00471254j 0.00135005+0.000562715j -0.00266133+0.0022607j -0.00529981+0.00364653j 0.00670019+0.00407406j -0.00403136+0.00349052j -0.0154319-0.000399619j 0.00623495-0.00760398j 0.00616343+0.00362978j -0.0132022-0.00276707j 0.000186923+0.00893633j 0.0227761-0.00541391j -0.00927956-1.1445e-05j 0.0190791-0.00164475j -0.00785518+0.00690661j 0.00150646-0.00268298j -0.00273849-0.0107542j 0.0050694+0.00254014j 0.00654244-0.00126282j -0.00190956-0.00715539j -0.00234243-0.00347136j -0.0036923-0.00114203j 0.00713164+0.0111547j -0.00147936+0.00294349j 0.0034612+0.00528206j -0.00411059-0.00228393j -0.000513139+0.00618816j 0.00897761-0.00256373j -0.00168369+0.00264313j -0.0123286+0.0111625j 0.00512417-0.00587565j 0.00148193+0.0152705j -0.00414146-0.000895322j 0.00775823-0.00222896j 0.00998581+0.00521507j -0.0112752+0.00391501j -0.0150349+0.00276237j -0.00345867-0.00520964j -0.00639557+0.00135447j 0.0103404-0.0116903j 0.00384409-0.00421566j -0.000428714+0.00483065j 0.00214217-0.0113728j -0.00601309+0.00338757j 0.00780828-0.0151558j -0.000701694-0.00582793j -0.000159378+0.00601334j -0.00133074+0.00503891j 0.00554671+0.0242341j -0.00427832-0.000440473j -0.0398676+0.0150954j 0.00882158-0.0015612j -0.00246727-0.00496862j -0.0046794-0.00554162j -0.00229874-0.00736559j 0.0116399+0.00608553j -0.00557346+0.00194173j 0.00506753-0.00862731j 0.00428594+0.0139596j 0.00148083+0.00662958j 0.00442051-0.00627618j 0.00218393+0.00131782j 0.00781645-0.012266j 0.00262792-0.0127035j 0.00151311+0.00759857j 0.00014221-0.0051608j -0.000296663-0.000572633j 0.00246971-0.00171805j -0.00182057+0.00148049j 
0.00881206-0.00573553j 0.00727664+0.00250697j -0.0130638+0.00415065j -0.0108768-0.00807528j 0.0142091-0.00192199j -0.0086989+0.00925547j -0.00807197-0.00502095j -0.0109366+0.00888579j 0.00198031-0.00868848j -0.00714299-0.0182843j -0.0195632+9.95042e-06j -0.00640717+0.00519576j -0.015158-0.00349883j 0.000708367-0.00965701j -0.0192547+0.008698j -0.00469674+0.000886748j 0.0153288+0.00846434j 0.0218589+0.00778049j -0.0129202+0.0142171j -0.00297929-0.00133979j 0.00219295+0.00876j 0.0200694-0.00327548j -0.00886161+0.00745441j 0.00553484+0.00288548j -0.000754798+0.000585524j 0.00983656-0.00959521j 0.0128761+0.00212696j 0.0144514+0.00466098j -0.000659383+0.0020798j 0.0132581-0.00360577j -0.00187959+0.0132707j 0.00731672+0.00637958j -0.00290841-0.00227804j 0.00111212-0.00622553j 0.025094+0.000565823j -0.00307914-0.000464138j -0.00548585-0.0027866j -0.00620974-0.00292828j -0.0187863+0.0142811j -0.0041328-0.00349163j 0.00272127-0.00313224j -0.00864721-0.000612564j -0.00562783+0.00148414j -0.022216+0.00639074j 0.00791344+0.00124261j -0.0112774+0.00734933j 0.000240668-0.0055433j -0.00533589+0.00233643j -0.00434767+0.00601088j 0.000134699+0.00518859j 0.00725954-0.0089057j 0.00866848-0.00505793j 0.00408112-0.00527801j -0.00818872-0.00962793j -0.00230461+0.00940248j -0.0034029+0.00513858j -0.00916891-0.00670579j -0.0148397-0.00241304j -0.00422256+0.000191246j -0.00621625-0.00229722j -0.00204574+0.00167006j 0.00209738+4.94368e-05j -0.000405607-0.00392803j 0.00626011-0.00384085j 0.00208024+0.00692552j -0.00911839-0.00567989j 0.010425+0.00715938j 0.00387484-0.00749854j -0.00400813+0.00565277j 
0.000204321+7.66427e-05j -0.000385603-0.000920079j -0.00825465-0.00360514j -0.00236403+0.00268683j 0.00728968+0.00805951j -0.011002-0.00137377j -0.0124769+0.00396543j 0.0154053-0.0168989j 0.00421729-0.00837708j 0.000979076+0.00793775j 0.0149469+0.00286383j 0.0128058+0.00373685j -0.00404482+0.00561477j 0.0222663+0.000260238j 0.000211371-0.00157915j -0.00295919-0.00280002j 0.0105815-0.0152331j 0.00611459-0.00377257j 0.000416715-0.00758702j -0.00606746+0.00424397j -0.00131783-0.00231862j -0.00448902-0.000282285j 0.00216712+0.000305621j -0.0124462+0.00317795j 0.00542608+0.00566419j -0.00118825-0.00214323j -0.00788962+0.00847066j 0.00235216+0.0130467j -0.000602159-0.00094273j 0.0260075+0.00857975j -0.0198449-0.000109292j -0.00281747+0.00261838j 0.00806258+0.00793357j -0.0149867+0.00772787j 0.00358508-0.00162389j 0.00347064+0.0085694j -0.000554269-0.0110904j 0.00361422-0.0116016j 0.0071366+0.00998166j 0.00566162+0.00371418j -0.000937308+0.0014229j 0.000922369-0.00546319j -0.000409542-7.9965e-05j 0.000205906+0.00209183j -0.00649394+0.0232203j 0.0137314+0.0119003j -0.00221498-0.0141732j -0.00224667-0.00883063j 0.00840619+0.0014895j -0.000230258-0.0135061j 0.0374123+0.0123621j 0.00804782-0.0046164j -0.0123599+0.000906607j -0.00785496-0.000457305j 0.00940143+0.00556653j -0.0015082+0.00986082j -0.0077631-0.00829417j -0.00366854+0.00595201j -0.00311029+0.00040797j 0.00240603+0.000312125j -0.000211033-0.000991526j 0.000947525+0.000923705j 0.0044135+0.00204865j -0.00222424-0.000142309j 0.000212161+0.00730472j 0.00275894+0.00779663j 0.00478671+0.00137619j -0.00252311+0.00707739j 0.00592959+0.000495277j 
0.00769446+0.00153283j 0.0005684+0.00377541j -0.00827085-0.000470358j -0.0026408-0.00653626j 0.00472438+0.00204791j -0.0137077-0.00073493j 0.0116806+0.00223565j 0.0204689+0.0285056j 0.00455184+0.00197009j 0.0122158-0.0124749j 0.00860363-0.0279445j 0.0059712+0.02052j -0.0158297+0.00410032j 0.00588785+2.16071e-06j 0.006553-0.00635812j -0.0131196-0.000402341j 0.00296455+0.0218083j 0.00686642+0.0043322j -0.0157848+0.00977641j -0.0115773-0.00343239j 0.00654418+0.0225058j -0.00521852+0.00839895j -0.00264997-0.0111565j -0.0256307-0.0166799j -0.00132857-0.0155737j -0.00147947+0.0037324j -0.0300749-0.0130057j -0.009924-0.00554479j 0.0040228-0.00239679j -0.0123818+0.00327964j -0.00260173+0.00361537j -0.0164236+0.00222743j -0.014999+0.00767808j 0.00503782-0.00424316j -0.0192934+0.00659301j 0.0101081-0.00140424j 0.0201382-0.00398894j 0.00883045-0.000799664j -0.000826497+0.000847463j -0.00439593+0.00697034j 0.00730034-0.00390505j -0.00158077+0.0117009j -0.00887062-0.00117358j -0.00917234-0.00779979j 0.00207455+0.00482605j 0.000262266-0.0058018j 0.000730657+0.00196622j -0.0220222+0.00732895j 0.000916924-0.0151039j -0.0033967-0.0129279j -0.00175312+0.00657699j -0.0102586+0.000954675j -0.00105016+0.00729695j -0.00181212+0.00224018j 0.00677417+0.00172429j -0.00953364+0.00112949j -0.00032112+0.00511512j -0.000399216-0.00165416j -0.00613374-0.0050377j -0.00322285-0.00077355j 0.00313508+0.00252668j 0.000913202-0.000667644j 0.00125405-0.003054j 0.00154484+0.00365088j 0.00116543-0.00361944j -0.00972286+0.00829731j 0.00616714+0.00833875j 0.00277949+0.01425j -0.000809297-0.000389139j 
0.00317212-0.000868156j -0.00347258+0.00190072j -0.00941495-0.00311116j 0.0060095-0.00618338j 0.00697928-0.00161552j 0.0147596+0.00337464j -0.00532795-0.00213438j 0.00419918+0.0143744j 0.0102338-0.00309445j 0.00812765-0.000398368j -0.00457246-0.0114305j 0.0106008+0.0066016j 0.00929863+0.00858448j -0.00417475+0.00499721j -0.00413561-0.00472263j -0.00226122+0.0156034j 0.00132418+0.0107558j -0.0150357-0.000540047j -0.0321131+0.00644497j 0.0127837+0.00434232j 0.018134+0.00558153j -0.00794444+0.00421348j 0.0151871-0.00657037j 0.00855295+0.00212446j -0.0176233-0.00106015j 0.0103695+0.00286412j 0.0493348-0.00940537j 0.0215458-0.0035455j -0.0145115-0.00494271j -0.00953903+0.000917687j -0.0211659-0.00385481j -0.0101801-0.00226989j 0.00935931+0.0106678j 0.00191725-0.00626482j -0.0201698+0.00685377j -0.00942579+0.00546317j 0.00272031-0.00776556j 0.01685-0.00778937j -0.00890781+0.00777762j -0.00320489+0.00739357j 0.0111532-0.00507349j 0.00394109-0.00148549j 0.01396+0.00248908j 0.000559945-0.00307155j -0.009665-0.00129213j 0.000946378+0.0029084j -0.0102394-0.00195839j -0.0192803+0.00908095j 0.013346-0.0108463j 0.00658036-0.0152247j -0.000568988-0.000911042j 0.00719738+0.00148417j 0.00728065+0.00234454j 0.00260878-0.00395935j 0.012726-0.00219065j -0.00432391+0.000340459j -0.0111041-0.00254984j 0.0059233-0.00126995j 0.00873116-0.0051597j -0.0023974-0.00128995j 0.00405259+0.00623691j -0.000150616-0.00157815j 0.00494584-0.000443394j 0.00451811+0.00186842j 0.00584842-0.000579495j -0.00764621+0.0043705j -0.0122552+0.00133775j -0.00500516+0.00306437j 0.00586881+0.00697489j 
0.00172075-1.4902e-05j 0.00122881-0.00187378j -0.00900404+0.00230553j -0.00256055-0.00573596j 0.00454288-0.00549019j 0.00621695-0.00291456j 0.000500274+0.0017801j 0.000466822-0.00502164j -0.00281263-0.000982632j -0.000969057+0.00604051j 0.0030264-0.00569727j -0.0260265+0.000721272j -0.00211577-0.00634103j 0.000593464+0.00804278j 0.00186105-0.00307298j -0.015268+0.00796741j 0.00708697+0.00387192j -0.0195409+0.00687167j -0.00918501+0.00519199j -0.0112541+0.00510898j -0.00446073-0.00619678j 0.00898346+0.00815699j -0.00301003+0.00333668j -0.0293804+0.00415964j 0.0212266-0.00269025j -0.011222-0.00247559j -0.0311799-0.00667237j -0.0140572+0.0022576j 0.0181603+0.00782648j 0.019746-0.000413585j 0.0244233+0.00784131j 0.0206917-0.00201945j -0.00467959-0.00528169j 0.0125716-0.00575316j -0.000424521+0.00705332j -0.000103067-0.00937213j -0.00044714+6.77929e-05j 0.004443-0.0116433j -0.000791086-0.00163598j -0.0117393+0.000621371j 0.0105712-0.0130724j 0.00758186-0.00775448j 0.00371726-0.00472473j 0.00181503-0.00380436j -0.00446037-0.00378454j -0.010063+0.0026046j 0.00786423+0.0109766j -0.000509374+0.0100434j -0.00736693+0.00376964j 0.00503078-0.0143274j -0.0126656-0.00737178j -0.00737239-0.00837329j 0.00379783-0.00610428j -0.00511088-0.0124844j 0.00327057-0.012579j 0.00209527+0.00857139j 0.00425052+0.000866724j -0.000492922+0.00306959j -0.000502025-0.00747155j 0.0063195+0.00102841j -0.00588725+0.00409382j -0.000855376+0.000662951j 0.00327714-0.00794295j 0.00869593-0.00436585j 0.00142804+0.00507928j -0.00874265-0.0141151j -0.00402892+0.0012801j -0.00666951-0.0130352j 0.00636365+0.00135638j 
0.0024046-0.00072691j 0.00490966-0.00161053j -0.000819047+0.0039617j -0.00258019-0.00497727j -0.0167471-0.0018351j 0.00233136-0.00525424j 0.00439241+0.00251878j 0.0211847-0.00207198j 0.0121343-0.0015102j 0.00793254-0.0159267j 0.00210655+0.00951047j -0.00496158+0.0027934j -0.00200836-0.0119279j 0.0149798-0.0132698j -0.0121379+0.00211624j -0.00467097-0.0138132j 0.00448107+0.0175755j 0.0171602+0.00714618j 0.0213886+0.00267853j 0.00250265-0.00173067j 0.00605679+0.00508314j -0.0113442-0.00242406j 0.0178175+0.0116444j -0.0122294+0.0103879j -0.0141247-0.00493698j -0.00875693-0.00384438j 0.0285791-0.0100363j 0.0286232+0.000746723j -0.014954+0.000874555j 0.0102067+0.00534301j 0.00853519+0.00386485j 0.000941478-0.015519j 0.0260442-0.0016329j 0.000257844-0.00887428j 0.00499181-0.00760626j 0.0135391+0.00405083j -0.00555421+0.00765985j -0.0047927+0.0107046j -0.015237-0.0123643j 0.0151382-0.00446094j 0.0068795+0.00133857j 0.00543879-0.000358021j 0.00389235+0.000641971j 0.0138094+0.00928806j 0.000974219-0.0132485j -0.0120035+0.00917981j 0.00527863+0.00240769j 0.0229197-0.00195598j -0.00463193-0.000765021j -0.00934445-0.00670044j -0.0113587+0.00314231j -0.0131476-1.71026e-06j 0.013457-0.0072294j -0.0149819+0.008748j 0.00290484-0.00437519j 0.00299942+0.00578935j 0.00748246+0.00384969j -0.00924347+0.00716861j -0.0123119-0.00539398j 0.00582797+0.00223471j -0.00144584-0.00178595j -0.00177251-0.000887485j -0.00222368+0.00583678j 0.00286345+0.00705816j -0.0114267-0.000605115j 0.00602574-0.00697598j 0.0172484-0.00975009j -0.00502258-0.00805011j -0.00187815+0.00391105j 
0.00657717-0.00506798j 0.00488568+0.00205138j 0.00248543+0.00211226j 0.00299025-0.00532486j -0.00311677-0.0042703j -0.00750474+0.00242077j 0.00592017-0.0067842j 0.00153625+0.0123747j 0.012154+0.00779739j -0.00315414-0.00388884j 0.0149636-0.00681236j -0.012246+0.00127382j -0.018723+0.00743095j 0.00746953+0.00647996j 0.00162922-0.00215492j 0.0179331+0.00205471j 0.0121084+0.0189825j 0.0164527+0.000120201j 0.00635872-0.00231851j -0.00433942-0.00150295j 0.000103392-0.00436776j -0.00139875-0.00775068j -0.00793999+0.0204014j -0.00511328+0.00298497j -0.00799424+0.00441393j 0.0180288-0.00423132j -0.0118177-0.00335217j 0.00749185+0.00543271j -0.00348834-0.00551871j -0.00980026-0.00666229j 0.0170184-0.00165434j -0.000990421-0.00744309j 0.012727-0.00613559j -0.0217667-0.00397662j -0.0104427-0.000884345j 0.0149061+0.021486j -0.00735121+0.00285566j 0.00596958+0.0158954j -0.00481221+0.01454j 0.00226934+0.00554893j -0.0195363+0.00641214j 0.00290112+0.00331505j 0.00763276-0.00294904j -0.00632547+0.00939107j -0.00591403-0.00756442j 0.00511004+0.00478729j -0.00798312+0.00284986j 0.000655041+0.00508493j -0.00650517+0.0176075j 0.017593-0.00379853j 0.00144746-0.000768287j 0.0116365+0.0126198j -0.00458198+0.00205266j -0.0179339+0.0100183j 0.014305+0.0033288j -0.00278236-0.000228594j -0.00543285+0.00306618j 0.000318043-0.0035475j -0.00550426+0.00494477j -0.0116988-0.00556776j 0.00364879-0.00904289j 0.00604793+0.00580564j 0.00318039+0.00463089j 0.00841362-0.000313589j 0.00717633+0.00733105j -0.00944239+0.0149815j 0.00530339-0.00211277j 0.000597414-0.00692769j 0.000467291-0.000114148j 
-0.00345394+0.00858141j 0.00128365-0.004771j -0.00387129-0.0044211j 0.0111469-0.0136709j 0.00540653-0.00490378j -0.000927202-0.0233703j -0.00792005+0.00349248j -4.82508e-05+0.0048652j -0.0035428+0.00771435j 0.010415+0.00375446j 0.00649421-0.00262775j 0.00658301+0.00710971j 0.000153795-0.0212425j -0.00589438+0.000485349j -0.0011261-0.0161108j 0.0246349-0.00395244j -0.0160458+0.00348798j -0.0153173-0.00513622j -0.0146544-0.000782993j 0.00457732+0.0151938j -0.00290328+0.00579809j 0.00877406+0.0165869j 0.0139229+0.00348822j -0.00393317-0.0229916j -0.0182356-0.0056333j 2.27527e-05-0.0032904j -0.000382911+0.0028745j -0.0105043-0.00434522j -0.00188879+0.00437713j -0.00703889+0.00069005j -0.022258-0.00442531j -0.00452165+0.00539238j -0.00995577-0.00799866j 0.0173884-0.0134719j -0.0105229-0.0135002j -0.0058599-0.00351247j 0.0107972-0.00274011j -0.0185536+0.0128567j 0.0101583+0.000408256j 0.0126003+0.00934442j -0.0145076-0.00378853j -0.000778179-0.000839278j -0.00835081+0.00326446j -0.0105641-0.00757579j -0.00553961+0.00899145j 0.00341357-0.00287161j 0.000379713+0.00330171j 0.00253837+0.00199954j 0.00792633+0.000364125j -0.0114966+0.000471396j 0.00880757+0.00115061j 0.010722+0.00616187j -0.00924219-7.03176e-05j -0.0193916+0.00643407j 0.00610554-0.00649227j 0.00976086+0.0061243j 0.00951504+0.0055592j -0.00702422+0.00265272j 0.00834283-0.00694196j -0.00674478-0.00718073j -0.00769952+0.0069005j 0.00634241+0.00116281j 0.00579928+0.00383992j 0.000430698+0.000869338j 0.00129157+0.00389756j -0.0102887-0.01304j 0.01357+0.00536467j 0.000727901-0.00464992j 0.00297934-0.0157556j 
-0.00277971+0.0045269j -0.0064929-0.00203843j -0.0016965-0.00594709j 0.0190769+0.0064038j 0.00756461-0.00279318j -0.00620806-0.00520442j -0.00905739+0.0063075j -0.0170581+0.0101812j 0.0430062+0.00112824j -0.00488043+0.00358623j 0.00192567+0.00248743j 0.0086154-0.00943317j 0.0172707-0.00252504j 0.00570023-0.00384594j -0.018898+0.00317385j -0.0110332+0.00860286j 0.00829859-0.015307j 0.00421028-0.00215049j -0.0165984-0.0197884j -0.0142001-0.00411296j 0.00735258-0.000149382j -0.0157727+0.00327574j 0.0135056+0.00507986j 0.0139401-0.00680299j -0.00613092-0.00450141j -0.0105245+0.00742961j -0.0129573-0.00397088j 0.000233874-0.000129722j -0.00483035+0.00401932j 0.000998628-0.00577138j 0.00938639-9.93837e-05j -0.0140251+0.00773847j -0.00313356+0.00221721j 0.00222789+0.00113667j 0.0203998+0.000355794j 0.0222955-0.0112767j 0.0115397-0.0234081j -0.000395574-0.00318107j 0.00553842+0.00202818j -0.00151539+0.0154647j 0.0116232-0.00761643j -0.00268815+0.00049274j -0.0145238+0.00661809j 0.00884996-0.00612729j 0.000337305-0.00378359j -0.000772007-0.000825359j 0.0134056+0.00915754j -0.0041339+0.00425906j 0.00841196-0.0188225j -0.0151016-0.00696911j -0.00192101-0.00201946j -0.0082157-0.00295923j -0.00554759+0.00282376j 0.00787297-0.00367007j -0.00536297+0.000418773j 0.00027943+0.0010143j 0.00987881+0.00239153j -5.74367e-06-0.00339654j 0.000679208-0.003829j 0.00684776+0.000809688j -0.00627269+0.0119965j 0.00249801-0.00669444j -0.000476124-0.000739385j -0.00356068-0.00808058j -0.00660053-0.00403767j -0.000838544-0.004189j -0.00478798+0.00975043j -0.000964998+0.00638821j 0.00517978+0.00237683j 
0.00573427-0.00169331j 0.00257108+0.000868651j 0.0016126+0.0054721j -0.00724698+0.00172582j -0.0118856+0.00788086j -0.0166216-0.00503711j -0.00829711-0.00383026j -0.00328882+0.0031997j 0.00667064-0.00483725j 0.00809162-0.00440813j -0.00523513-0.000278563j -0.0137935+0.00295691j -0.0205962+0.0053029j 5.19019e-06+0.0139401j -0.01748-0.0112909j 0.0304101-0.000177646j -0.00428669-0.00263833j -0.00168186+0.00157416j -0.0105491+0.0175868j 0.00521288-0.00118693j -0.00595824-0.00528017j 0.0117052-0.00287407j 0.00106498-0.012771j -0.00255198+0.0108327j -0.00757211-0.00845152j 0.000613685+0.00229972j -0.0105107-0.00754269j 0.00189484-0.00170927j 0.0078608+0.00293141j 0.00272154+0.00453838j 0.00234973+0.00276374j -0.0145821-0.00341247j -0.0119993-0.00987379j -0.00386348+0.00739124j -0.00850863+0.0113129j -0.00372876-0.0118658j -0.0161974+0.0203359j -0.00139301-0.0131817j 0.0107294-0.00454854j 0.0185141-0.00479659j -0.0108577-0.00145741j 0.00955169-0.00317224j -0.00551139-0.00550543j -0.00802284+0.00444072j -0.0197648-0.000805211j -0.000154995+0.00328741j 0.0115031+0.00104711j 0.00562056-0.00424918j -0.00032942+0.000946874j 0.0148192-0.00172966j -0.00395495-0.000595655j -0.0131787-0.000641148j -0.00591812-0.00730951j 0.0103777+0.00476802j -0.0109477-0.00168917j -0.00677039-0.00180339j 0.00566151+0.00461458j -0.00174364+0.00553276j 0.00480423-6.60288e-06j 0.0154784+0.00879839j -0.000321759+0.00306888j -0.00620431-0.0030516j 0.00637142-0.00104973j -0.00822895+0.000981478j 0.00175104+0.000492353j -0.000756789-0.000533755j 0.0018002-0.000253779j 0.00716813+0.00336973j -0.00794372+0.00308554j 
0.00746273+0.00316001j -0.0027126+0.0103337j -0.00112661+0.00986113j -0.00139156+0.00438509j -0.00272035-0.000160783j -0.000892175+0.00583294j 0.00428993-0.00197788j 0.00682169-0.0106989j 0.0106415-0.0134674j 0.0189672+0.0101421j -0.00173031+0.00415054j -0.00279025-0.00363621j -0.00403032+0.00760816j 0.0172745+0.0109596j -0.0179911-0.0113706j 0.0154374-0.000680239j -0.0064131+0.00380544j 0.0106481-0.0210717j -0.0122575-0.026732j 0.00856794+0.0139782j -0.00417789-0.00844122j 0.00465292-0.00167248j 0.0100549-0.00577279j -0.0060105-0.01354j 0.00510494+0.00347294j 0.000242142+0.00160203j -0.00880044+0.00243209j 0.0126682-0.00091912j 0.00939392-0.00201427j 0.0110297-0.00456774j 0.009494-0.00354642j -0.0122435-0.00808292j -0.0122111-0.0101379j 0.0177692-0.00670476j -0.0180211-0.0052317j -0.0148197+0.00461673j -0.00752496+0.0150311j -0.0232433+0.0222804j -0.00567479+0.0012107j 0.00803127+0.00545208j -0.00647613+0.00250111j -0.00723286-0.000750492j -0.00513114+0.00848667j -0.00864115+0.0243424j -0.00178659-0.0109343j -0.0134176+0.00835367j 0.00909124-0.000820676j -0.0117118+0.00315008j -0.00249371+0.0280327j -0.000437395+0.0373482j 0.0105962-0.00266613j 0.00265772-0.0014756j 0.0060441-0.00607782j 0.0122249-0.0105292j -0.033643+0.0162214j 0.0135659-0.0126689j -0.0182701-0.00159056j 0.00547641-0.0102003j 0.00561089-0.00119887j -0.0120758-0.00172115j 0.00156423+0.00663412j 0.00216729-0.00413044j -0.0126868+0.000694843j 0.00382163-0.00391187j 0.0026984-0.00898099j -0.000982529-0.00394308j -0.0115783-0.00463217j -0.00764021-0.0305465j -0.0163039-0.00510376j 
