-0.00476234+0.00573029j 0.0041589+0.0065888j 0.00459105-0.00192948j -0.00207116-0.00553848j 0.00347033+0.00600083j 0.011868+0.00314461j -0.0029265-0.00727922j 0.00454581-0.0106907j -0.0119261+0.00694012j -0.00850362-0.00242166j -0.00353111+0.000339772j 0.00982047+0.00563376j 0.00679144-0.00346458j 0.00726288+0.00251629j -0.00806861-0.00783994j 0.000849084+0.0108257j -0.00446693-0.0114035j -0.0119748+0.00707631j 0.000857983-0.00128206j 0.000893461-0.0030842j 0.00604936+0.00871088j -0.000133707+0.00511379j -0.00674554+0.00688454j 0.0138115-0.0145329j -0.00466255-0.00926737j -0.00683491-0.0073665j -0.00114292+0.00893406j 0.00404168-0.00322129j -0.000420542+0.00619706j 0.0016828-0.00183774j 0.00645146+0.002317j -0.00946858-0.00284998j -0.0011473+0.00279085j 0.00667216-0.00183865j 0.00979496-0.00161322j 0.00750389+0.000326306j 0.00147581+0.000545988j -0.00483551+0.00385419j 0.00287898+0.00822306j -0.00023123+0.00644627j 0.00313673-0.00207832j 0.000623638-0.00499262j 0.000732922-0.00814481j -0.00633613+0.00439764j 0.00576966+0.0134377j -0.000579909+0.00521065j 0.00379914+0.0088307j -0.00114395-0.00363639j 0.000240876+0.00420765j -0.00672272-0.00381548j 0.00866856-0.00170298j -0.00140252-0.00117749j 0.00768724-0.0058013j -0.00702152-0.00212494j 0.0039372-0.00029918j 0.00099593+0.00304171j -0.00598402-0.00105697j 0.0019894+0.00194765j 0.00276948+0.000306354j 0.00550206-0.00418302j -0.00426009+0.00131429j 0.00139278-0.000719561j -0.00323349+0.00509195j -0.000758859-0.0047319j 0.00140642+0.00497884j -0.000264667+0.00160074j -0.00446312-0.00095093j -0.00163837-0.00527911j 0.000683965-0.00039252j 0.000317581+0.0037773j -0.00491077+0.000681069j -0.00062012-0.00238229j -0.000185193+0.000752555j -0.00228472-0.00786908j -0.00231237+0.000751958j -0.000216732-0.000202066j -0.00479307-0.00135797j -0.00377953-0.00104866j 0.0027332-0.0010486j -0.00471502-0.00268973j 0.00111833+0.000151739j 0.0017462-0.00461317j 0.00198316-0.00566648j 0.000373568-0.00134681j 0.00145684-0.0013238j -0.00277977+0.000531567j 0.000385891-0.00461559j -0.000221653-0.00152867j 0.00347944-0.00540972j -0.00289704-0.00199051j -0.00478137+0.00268736j 0.00739147+0.00022832j 0.00168327-0.00851764j 0.0170841-0.0121685j 0.00834411+0.0178475j 
0.000310198-0.00115526j -0.00679272-0.00466317j -0.00665821-0.00381319j 0.00784453+0.00980026j 0.00826037+0.0111201j -0.00406141-0.0131492j 0.00371475+0.00438168j -0.000401274+0.00257286j 0.0101913-0.000172154j -0.00419938+0.00955333j 0.00831329-0.0043904j 0.0116739+0.00133474j 0.0123316-0.00616607j -0.00275214-0.000643697j -0.00833643+0.00469753j -0.0196175-0.00260694j -0.00264375+0.00387892j -0.00175378+0.00410822j 0.00409229+0.00125183j 0.00242372-0.00567267j 0.0156472+0.00444991j -0.00298107+0.00224266j -0.00732481+0.00198481j -0.000523898-0.00114032j -0.0017985+0.0025678j 0.00182565+0.000146449j -0.00101439-0.00355515j -0.00134887-0.000579545j 0.00236558+0.000919088j -0.00183348+0.000494269j 0.00226248-0.00328594j 0.00112451+0.00378614j -0.000753572+0.00100391j 0.00119977+0.00407463j 0.000757719-0.00427573j 0.0015333-0.000676176j 0.00346383-0.00277485j 0.00177637-0.00457991j 0.000105248-2.68494e-05j 0.00063255-0.000128867j -0.00166566-0.000221649j 0.00467587-0.000177573j 0.00213956-0.00181256j -0.000694114-0.0003393j -0.000990802-0.00305699j -0.00268604-0.00109888j -0.00279144-0.00234596j -0.00410098+0.00023322j 0.00211287+0.00217992j 0.00381953+0.00162714j 0.00299547+0.00133104j 0.00106549+0.00396336j 0.00179047-0.000136327j 0.00260179+0.00101571j -0.00219344+0.00147525j -0.00305245-0.00343625j -0.00259741-0.0017893j 0.00145648+0.000918474j 0.00242241-0.00342016j -0.00389272-0.00402669j -0.00640272+0.00119794j -0.000170636-0.00298529j 0.000753584+0.00308408j 0.00626957+0.00366376j -0.000808002-0.00149862j 0.00159329+0.0072075j -0.00152172+0.00759867j 0.000661787-0.00506662j -0.00154176+0.000269101j 0.00272032+0.0015398j 0.00243985+0.00157974j -0.00325066+0.00569081j -0.00284038-0.0058216j -0.000730575+0.00225349j 0.00383971+0.00592041j -0.00345521+0.00351851j 0.00128775+0.00311748j -0.00310103+0.00187255j 0.00395716-0.00601509j 0.00611501-0.000105598j -0.000600272+0.00878306j -0.00141673-0.000329292j -0.000374759+0.000551327j 0.000652498+0.000525484j 0.00352839+0.00241741j -0.000726972-0.00518212j -0.00394911+0.00317275j 0.00455752-4.39174e-05j -0.00337988-0.00678348j 0.00100956-0.000145605j 0.000435608-0.00532647j 0.000963446-0.000170482j -0.00450866-0.00459604j -0.00320843-0.000344518j 0.00360703+0.00155938j 
-0.000663004-0.00317312j 0.00259053+0.00284104j 0.000748552+0.00391479j -0.00456402+0.000258889j -0.00252032-0.00233972j 0.00240027+0.00871351j -0.000214699-7.48944e-05j 0.0038614-0.00310277j 0.00315322-0.0034839j -0.00324594-0.00297554j 0.000739219+0.00603247j 0.00229256+0.00490304j -0.000350711+0.000839032j -4.37773e-05-3.57264e-05j 0.000550795+0.00148573j -0.000635897-0.00610867j -0.00433027+0.00456664j -0.00332371-0.0094708j -1.68628e-05-9.5398e-05j -0.00133609-0.000904j 0.00280654+0.0015185j 0.000738751+0.00988723j 0.00573225+0.0076076j -0.00365285+0.00381931j -0.00333444-0.00425389j -0.0029601-0.00995137j 3.90254e-05-0.00733736j 0.000419889+0.00525143j -0.00499749-0.0142192j 0.00209606+0.00904057j 0.000811653-0.0168391j -0.000342027+0.0160492j -0.00101013-0.00266513j -0.000344465+0.0129725j -0.00191685-0.00846273j -2.94393e-06+0.0158986j 0.00197775-0.0078494j 0.00605408+0.000987687j 0.00116618-0.00276235j -0.00937713+0.0152665j 0.00180547-0.00568886j 0.000352618-0.00901826j 0.00332609-0.00859247j -0.00352169+0.00785964j -0.00271374+0.00734199j -0.00428534+0.00649235j -0.00159173-0.000615879j -0.00264414-0.000806095j 0.00124418-0.00515858j -0.00176075-0.000232303j 0.000678506-0.00410228j -0.00196487+0.00323334j -0.00306481-0.00417736j -0.00124026+0.00296221j -0.00451734+0.00625376j -0.0050574+0.00212597j 0.000395337+0.00249747j -0.000456958+0.00124971j 0.00158126+0.000999425j 0.00355654-0.00145378j 0.000519354-0.00154833j -0.00106802+0.000176748j 0.00103214+0.00436085j -0.000796892+0.00237271j 0.000129458-0.000739861j 0.00220661-0.00558177j -3.72103e-06+0.00158494j -6.28156e-05+0.00235401j 0.00111539+0.00108772j -0.000201921+0.00313978j -0.000498506+0.000904213j -0.00214281-0.00202451j -0.00333197-0.00179257j 0.000555051+0.000497417j -0.0019336-0.000666035j -0.00131722+0.000202593j 0.00159924+0.00304513j 0.00114512+0.000335928j 0.000300326+0.00274105j -0.000423977-0.00156323j 0.00192215+0.000222353j -0.00481295-8.46503e-05j -0.00161318+0.00152062j -0.000491055-0.000578898j 0.000453507-0.00122125j -0.00069084-0.00142414j 0.00293297-0.00343497j -0.000627566-0.0029461j 0.000510307-0.00656911j 0.00240554+0.00210816j 0.00117708-0.001121j 0.0011675-0.00849149j -0.00491302-0.000376427j -0.00414646-0.00357556j 0.000326714-0.00388304j 
0.0102317+0.00382267j 0.00642668-0.00258211j 0.00233996-9.47607e-06j -0.00210914+0.00188083j 0.00387254-0.00108011j 0.00159879-0.00565591j -0.0102943+0.00391663j -0.0136299+0.00254713j -0.0160143+0.00336313j 0.00579634+0.00562483j 0.00883582+8.43448e-05j 0.000671014+0.00234297j -0.000753097-0.00156987j -0.00757747+0.00112837j 0.000189312+0.00150888j -0.00483089-0.00176279j -0.0100517+0.000147026j -0.0084018+0.00939322j 0.00659658+0.00438811j 0.00163328-0.00164943j -0.019549+0.00730877j 0.00752402+0.00398747j 0.00501222-0.000208905j 0.00734774-0.00413343j 0.00599399+0.00822963j -0.00490807-0.00457032j -0.00088872+0.00204685j 0.00527932-0.00696816j 0.00405099+2.27975e-05j 0.00249678+0.00367167j -0.000814923+0.000996626j 0.000872227+0.00287143j 0.00487722+0.00678656j 0.000851144+0.00974132j 0.0082493-0.00752306j -0.000852993+0.00622693j -0.00290078-0.0065642j -0.000826134-0.00548663j -0.00639364+0.00242541j 0.00598052+0.00115303j 0.00238261+0.00377105j 0.00352034+0.00306117j -0.000905986+0.00110173j -0.000437332-0.0036652j 0.00257581+0.00374161j -0.0025644+0.000554849j 0.00222497+0.00381699j -0.000825962-0.00133268j -0.000613863+0.00131756j 0.0047397-0.00354191j 0.00132588+0.00436209j -0.00105943+0.00425403j -0.000962719+0.000662561j 0.000537965-0.00293049j -0.000665785+0.00186823j -0.00492992+0.00403288j -0.000410871+0.00177148j -0.00322843+1.27525e-05j -0.00395364+0.000614778j -0.00358085-0.00178234j 0.00220169-0.00657958j -0.00131806+0.000442167j -0.00384288-0.0060415j 0.00190901-0.00113043j -0.00177997+0.000814903j -0.00140395+0.000809285j 0.00208882+0.00524841j -0.00111027+0.00352363j -0.00414323-0.00297562j 0.000896688+0.000590643j 0.00431363-0.000628287j 0.00197637-0.000618187j 0.00093658-0.00254971j 0.00494059+0.00115144j -0.0011747-8.16228e-05j 0.00023615+0.00367977j 0.00473814-0.000960757j -0.000223249+0.00389851j 0.00120001+0.000905785j -0.00366202+0.00298796j -0.000369077+0.000600016j -0.00318508-0.00335475j 0.00219946+0.00827413j 8.88284e-05-0.0020422j -0.00194947+0.00195119j 0.00154832+0.00206885j 0.00576531-0.00256383j 0.00247424+0.000300783j -0.00426656+0.00306512j -0.00343786-0.00179039j -0.00583674+0.00944057j -0.00198558-0.002484j -0.00105171+0.00657073j 0.00838863-0.00307693j -0.0066656+0.000557441j 
0.00944301-0.0029593j -0.00609151-0.00214728j 0.00391578+0.000105699j -0.00100353-0.00130221j 0.000864302+0.00178128j 0.0052482+0.000708706j 0.000756697+0.00140816j -0.00800917+0.00503455j -0.00511372+0.002523j 0.00733895-0.00142468j 0.00185482+0.00124416j 0.000385533-0.000523406j -0.00299762-0.00364368j 0.00323443-0.000225801j 0.00186332-0.000562354j 1.51395e-05+0.00109221j 0.00181021+0.00202936j 0.00893361+0.00803625j -0.00870492-0.0029877j -0.00598818-0.00416719j 0.00715587+0.0176564j 0.00226871-0.00175267j -0.00509184-0.00249093j 0.0098349+0.000615836j 0.00527922-0.0140768j -0.00366426-0.00545378j -0.0011827+0.00181924j -0.00162228-0.0036136j 0.00484925+0.00179415j 0.000525038-0.00695608j -0.00393682-0.0120203j -0.00193987-0.000443432j 0.00531498-0.00334879j 0.00144096-0.000403309j 0.000420921+0.00886356j 0.00188237-0.00985561j 0.00273465+0.00711187j -0.00279552+0.00664726j -0.00451985+0.00560113j -0.000390432+0.0110651j -0.00316759-0.0114305j 0.00342385+0.000859959j 0.00201906-0.001502j 0.0023765+0.0102934j -0.00427164+0.00358218j 0.00256418+0.002854j 0.00151593-4.16518e-05j 0.000189973+0.00163086j 0.00195584+0.00389589j 0.00127207-0.00150324j -0.00060811-0.00210945j 0.000318486+0.00275951j 0.000585732-0.00265985j -0.000944956+0.00730488j 0.00176293-0.00229955j -0.000564427-0.00865244j 0.000578134+0.000474817j 0.0025501+0.00221782j 0.0038674-0.000160137j -0.00207568+0.00400363j -0.00150292-0.00428625j -0.000466675+0.000186903j 0.00572748+0.00317883j 0.0025428-0.000573708j 0.00198126-0.00130774j -0.00532711+0.00198178j 0.00199383+0.00108418j 0.00277164-0.00314027j -0.00124229-0.001956j 0.00182634-0.00309724j 0.00134212+0.00240648j -0.00259925+0.00484035j 0.00296345+0.00301825j 0.00269115+0.00403609j 0.00453141+0.00158703j 0.00451303-0.00387438j -0.00284613-0.000555854j -0.00271606-0.00034845j -0.00270812+0.00180414j -0.000173026+0.00567383j -0.00138502+0.00272423j -0.00139677+0.00348615j -0.00550872-0.00255921j 0.00185909+0.00124987j 0.00139591+0.00358476j -0.00296582+0.001j 0.00123573+0.00332244j 0.00126133+0.00418636j -0.00213676+0.00282604j -0.00541004-0.00132179j -0.00560474+0.00969236j -0.00689315-0.0037721j -0.00181923+0.000763503j -0.00360088+0.00381139j -0.0078492-0.00818025j 
-0.00423-0.00421992j 0.00157684-0.00176436j 0.00736946+0.000513309j -0.000968575+0.00176066j -0.0135094+0.00689529j 0.000600515+0.00895776j -0.00138775-0.00059168j 0.00216775+0.00203216j -0.00777333+0.0027053j -0.000169438-0.00269201j 0.00179862-0.0011251j -0.00623499-0.000825935j -0.000218325-0.00116357j 0.00213165-0.00749208j 0.0063101+0.00642596j -0.00494322+0.00606459j 0.00563564-0.0056853j 0.0075554-0.00519916j 0.000796096+0.00837111j 0.00718631-0.00478344j -0.00336402-0.000261532j 0.00134844+0.000297919j 0.0132706-0.00129589j -0.00273034+0.0021897j 0.00781017+0.00606643j 0.0125663-0.00294331j -0.00820524+0.000800449j -0.000261233+0.00924355j 0.00237704-0.000166096j -0.00264085-0.00216718j -0.00237901-0.00273562j 0.000398789-0.00140326j -0.00326355-0.00422449j -0.00368691-0.00367272j -0.00244484+0.000629537j 0.00328972-0.00248173j 0.00415553+0.00287617j 0.000422871-0.00354058j -0.0124135+0.00299791j 0.000936564+0.00429027j 0.00096762+0.000404182j 0.0110929-0.00477012j 0.000475884+0.00658253j 0.00437377-0.00188715j 0.0109924+0.000559954j -0.000414906+0.00257893j -0.00419298-0.00359908j -0.00317218+0.00207922j -5.86386e-05+0.00494194j 0.00794337-7.84339e-05j 0.00646321+0.00221579j -0.000691996+0.00695647j 0.00594941-0.00163909j 0.0112386+0.00273117j 0.00403343+0.000391998j -0.00320151-0.00111994j 0.00566831-0.000842267j -0.00356701+0.000942533j -0.00770252-0.00372136j -0.00402036-0.00656879j -0.0108222-0.00612563j 1.1319e-06+0.00545314j -0.00383924-0.000506855j -0.00141997-0.00308258j -0.00150151-0.00336479j 0.00168129+0.00320871j 0.00564538+0.0026284j 0.00364124-0.00448305j -0.000867461-0.00444827j -0.00533027+0.00422704j 0.00117481+0.00466328j -0.00362592+0.00270669j 0.00557401-0.00123466j 0.00149941+0.00176733j -0.00349288-0.00197318j -0.00232952-0.0025673j 0.00205863-0.00539571j 0.00475289+0.00421845j -0.00276583+0.000368218j 0.00202544-0.00351656j 0.00291184+0.00641196j -0.000240158+0.00574007j 0.00765446-0.00261807j 0.00092772-0.000151067j 0.00260657+0.000292193j -0.00522306-0.00502j -0.000658713+0.000716322j -0.00367145+0.00125145j 5.25284e-05-0.0102601j 0.00310487-0.00211187j -0.00390983-0.00343749j -9.17404e-06-0.000137889j 0.00551311-0.00613708j -0.00282111-0.00741401j 0.00276587+0.00480879j 
0.00142841+0.00256108j 0.00137533-0.00172816j -0.00030631-0.00373253j 0.000981274-0.00106005j 0.00713327+0.00191278j -0.0054956+0.0107782j 0.0016292-0.00235869j 0.00609609-0.00276939j 0.000406134+0.00276403j 0.00525402-0.00247513j -0.00258189-0.00618689j 0.00870016+0.00559951j 0.000705501+0.00325264j 0.00816025-0.0124717j 0.0140788-0.000683362j 0.00412127-0.00200336j -0.0226899-0.00245519j -0.00723121-0.00568829j -0.00462619-0.00257883j 0.0100057-0.0120698j -0.0013156+0.00430992j -0.0100452+0.00284234j 0.00685908+0.000810109j 0.00173903-0.000543356j 0.00278433-0.00349496j -0.00331988+0.00361363j 0.00127526+0.00871108j -0.00353758+0.000944636j 0.00341071-0.000465672j -0.000218226+0.00721015j 0.00177555+0.00366173j 0.00230471+0.00112701j -0.00505513-0.00353142j 0.00647562-0.0105286j -0.00246872+0.00218947j -0.00104178+0.00566116j 0.00951797+6.29983e-06j 0.00337026-0.000230812j -0.000652938-0.00188436j 0.000357933+0.000566559j -0.00176835-0.000846415j -0.000164757+0.00444635j 0.00402946+0.00635905j 0.000804429-0.000366331j -0.00268889+0.000993747j -0.0020798-0.00211634j -0.00101639+0.00250334j -0.00486686-0.000317263j 0.00164341-0.000217963j -0.00416288-0.00102322j 0.00373778+0.00161654j -0.000755835-0.000826532j -0.00140707-0.000519711j -0.00423848-0.000964063j -0.00391844-0.000697107j -0.000819396+0.00240109j -0.00139788-0.00487186j 0.00248985+0.000139047j -0.000667089-0.00160099j -0.00235712+0.00565776j -0.00148627-0.00868256j 0.00154064-0.00134919j -0.00376212-0.000876056j -0.00144243-0.00131807j -0.00190111-0.0017096j 0.00573888-0.00274859j -0.00412942+0.00624325j -0.00769741+0.00489039j -0.00215727+0.00305924j -0.00107482+0.0045264j 0.000133831+0.0051907j -0.00960035+0.00971013j -0.00206279+0.00149639j 0.00860522-0.00501553j 0.00411157-0.00267933j 0.00382274-0.00303894j -0.00744577-0.000199851j 0.000804088-0.00192332j -0.000247269+0.00358885j 0.00258452+0.00215425j 4.84258e-05+0.00683559j 0.002319-0.000654596j -0.00020576-0.00537914j -0.00210964+0.000804507j -1.02092e-06+0.00161476j -0.00550432+0.00186195j 0.0042779+0.00440995j 0.0100539-0.00214423j 0.00593956+0.00205726j -0.00147185-0.00515138j -0.00349782+0.00239696j 0.0011164+0.000277492j 0.000826284-0.00199918j 0.000534096+0.000773968j -0.00157156-0.000962961j 
1.25916e-05+0.00264921j -0.000298264-0.000136035j -0.000394104-0.00302138j -0.000135038+0.00282224j 0.00352181-0.000528523j -0.00589924+0.00694039j 0.000133373-0.0067537j 0.00290183-0.00372811j 0.00245733+0.00347952j 0.000664012-0.0021241j 0.00303202-0.000829955j -0.00167345+0.00763103j -0.00461548+0.0105621j 0.00125555+0.0200531j -0.00986799+0.0185395j 0.00400882+0.00406599j -0.000903259-0.0153379j 0.0022666-0.012397j -0.00144291-0.00615487j 0.0106797-0.00538088j -0.00268183+0.00354386j 0.00123587-0.00947037j 0.00200411+0.000264975j -0.000685056-0.00428027j 0.00292189-0.00117104j -0.00286623-0.00849555j 0.00311444+0.00155957j -0.0011635-0.00333343j -0.000486405+0.00270295j -0.00108469+0.00179743j 0.00498022+0.000361003j -0.00411499+0.00344778j -0.00257139-0.00128887j -4.40513e-05+0.0100675j -0.000196838-0.000309939j 0.00449991+0.000773359j 0.0026825-0.00328639j -0.000374957+0.00604785j -0.00518447-0.00245355j 0.0049653-0.00304915j -0.00254122-0.00146213j -0.00121274+0.000832843j 0.000817885+0.00435662j 0.00363882+0.00285538j 0.00156335-0.000586229j -0.00034853-0.00325491j -0.00265382-0.000674285j -0.00213135-0.00495099j 0.0019001-0.00629672j 0.000921307-0.00201964j 0.000953189+0.00276237j -0.000655954+0.00122974j 0.00152856-0.00242653j -0.000762846+0.000128679j -0.00277301-0.00259403j 0.00131898-0.00249008j -0.00328264-0.00497304j -0.000855659-0.000696552j -0.00407658-2.56061e-05j -0.00352848+0.00239926j -0.00514402-0.0045276j -0.000931395+0.00126251j -0.00343285-0.00450354j 5.21366e-05+0.000485371j 0.00455215-0.00146539j 0.00204265+0.00057274j 0.000338803-0.00295718j 0.00320078-0.00639493j 0.00470082+0.00041023j 0.00632998+0.00229944j 0.0022057-0.006765j 0.00909181-0.00434385j 0.00597824-0.00149967j 0.000210242+0.00575949j -0.00505772+0.00397238j 0.00192904-0.00264695j -0.00248838-0.00356528j -0.00204945-0.0013204j 0.000144883+0.00124669j 0.00440557+0.0012507j -0.000345866+0.00627614j 0.00202888+0.00377001j -0.00283228-0.00435218j 0.00407273+0.00232347j 0.000201042+0.0012537j 0.00436278-0.00284501j 0.00268292+0.00411898j 0.0029193+0.00588431j -0.00302239+0.00617884j -0.00574187-0.00638301j -0.00222621+0.00123205j 0.00100404-0.00356608j -0.00542213-0.00102337j 0.00199321+0.00141936j -3.15333e-05-0.00219138j 
0.00117899+0.00264289j 0.00100681-0.00579322j 0.00160229-0.00479412j -0.0022363+0.00175511j 0.00670237+0.003699j 0.011213+0.00991468j -0.00214165-0.00541917j -0.00168785-0.0150512j 0.00245791+0.00264721j -0.0011779+0.00328327j -0.00293322+0.00136107j 0.00359296-0.00445596j -0.00607689-0.00139065j -0.0178292-0.00475141j -0.00625939-0.0150347j 0.00576104+0.00511917j 0.000415616+0.00713592j -0.00514852+0.000625859j 0.00706397-0.00321162j -0.00446736-0.0199843j -8.73562e-05+0.00796504j 0.00133954+0.00359153j 0.00089634-0.00653844j -0.000910365-0.00461266j -0.000232734-0.00479915j 7.02281e-05-0.00627485j -0.000711731-0.00412709j -6.19438e-05+0.00522681j -0.000938407-0.00147844j -0.00391582-0.00324865j 0.00309877+0.00183729j -0.0013676-0.00590411j -0.00368761+0.000968726j -0.00429023+0.00806703j -0.00464602+0.00277789j -0.000135636+0.00207492j 0.00486819-0.000185506j -0.00346486-0.000227765j 0.00399876-0.0108369j 0.0016749-0.00910057j -0.00227503+0.00199341j -0.000310985+0.00199076j -0.000749976-0.00160907j 0.00194571+0.00292675j 0.000512906-7.28705e-05j -0.0019151-0.000962575j -0.000367727-0.000638692j 0.00184844-0.00334521j 0.0074469+0.00252461j -0.00132443+0.00343081j 0.00148547-0.00100682j 0.00298607+0.00104029j 0.000182979+0.00025632j 0.00203668+0.00337157j 0.00136559-0.000297193j 0.00299713-0.00242221j -0.00184355-0.00585009j 0.00263373+0.00151364j 0.00156186-0.00283551j -0.000817616-0.000356831j -0.000885781-0.00964199j 0.00140217+0.00342392j 0.00389495-0.0020227j -0.00314579+0.00105505j 0.000810978-0.000976453j -0.000826333-0.00337417j 0.00127612+0.00196236j -0.00421785+0.00281162j -0.00713728-0.00724453j -0.00639483-0.00544641j 0.00340687-3.49362e-05j 0.00349894-0.00362873j -0.00272608-0.00568073j -0.00535822+0.00550113j 0.000209698-0.000510989j -0.00364975-0.000259142j -0.00402175+0.00235383j 0.00229384+0.00511686j 0.000314637+0.000757117j 0.00188151-0.000760161j -0.00131433+0.000834835j -0.000381002+0.00192758j -0.00156257-0.0014036j -0.0003591-0.00290966j 0.00153132+0.000272535j 0.00278101-0.00087688j 0.000839288+0.00338561j 0.00122197-0.000826077j -0.00310745+0.00038529j 0.00147422+0.0013873j 0.00417526+0.00183207j 0.00801187-0.00108529j -0.00290381-0.00843942j -0.00354808+0.00514948j 0.0015057+0.00365927j 
0.00104071-0.000941791j 0.0011443-0.00582198j 0.00382012-0.00115482j 0.00452808-0.00197709j 0.000910283+0.0077744j -0.00726259-0.00198592j 0.00171363+0.0101571j 0.00382989+0.00216339j -0.00386183-0.00415496j 0.00330718+0.0110315j 0.00468261+0.00486333j -0.00293582+0.00130824j -0.00266142-0.0012763j 0.0089343+0.00305334j 0.00622757+0.0127627j 0.00317018+0.00320005j -0.000907859-0.0219311j -0.00382775+0.00561668j 0.00250657-0.00841898j -0.00620609-0.000244945j -0.00567924+0.0101327j 0.00139481+0.000469848j -0.000837522-0.000491515j -0.00388878+0.000771305j 0.00170897-0.00766j 0.00313589+1.54179e-05j -0.00195625-7.94238e-05j -0.00106142+0.00668865j 0.000430399-0.000728165j -0.00224799+0.0030844j -0.00305235+0.000350107j 0.000236994+0.00204335j 0.00335453-0.00331119j 0.00155721-0.00553339j -0.00524909+0.000466582j -0.00551672+0.00316468j -0.00066664+0.00959586j 0.00111283-0.00139775j 0.00794468+0.00142871j -0.00580795-0.00561844j 0.00184568+0.00251086j 0.000263464-0.000108757j 0.00191566-0.00526482j -0.00156015+0.00339296j 0.00384543-0.00190045j 0.000878898+0.00203513j 0.00234576-0.00126425j 0.000497182-0.00347628j 0.00149355+0.00413238j -0.00413051-0.00344406j -0.000591739-0.00341146j 0.00309473-0.00118566j -0.00274945-0.00418363j 0.00242533-0.000842831j -0.00169211-0.000477031j -0.000418825+0.000983535j 0.0025197-0.000771393j -0.00209728+0.00456274j 0.00762616+0.0018865j -8.33487e-05+0.00106423j -0.00245192-0.00493577j 0.000235682+0.00152443j 0.00265418-0.000615824j -0.000581206+0.000414079j -0.00571576+0.000666518j 0.00149667-0.00212308j 0.000257808-0.000252765j -0.00247944+0.00702697j 0.00597638+0.000656914j 0.00835561+0.00266041j -0.00059658+0.00173573j 0.00181535-0.00280914j 0.00448313+0.000499677j -0.00267769+0.00711671j -0.00156075-0.00230923j 0.000594306+0.00616965j 0.00124519+0.00376302j 0.00214912+0.00180927j 0.00190439+0.000710932j -0.00179856-0.00163168j -0.00345594-0.0050168j -0.000626401+0.000935325j 0.00336621+9.04306e-05j 0.00162435+0.0017352j 0.000824044-0.00636092j -0.0025898-0.00104716j -0.00616001-0.00371677j -0.00251262-0.00407187j -0.000707156+0.00171308j 0.011182+0.0069925j 0.00487237-0.000333304j 0.00326951+4.66964e-05j 0.00590246-0.00314497j -0.00996335+0.0025171j 0.00204942+0.00425371j 
-0.0055399+0.00210132j -0.000899465-0.00149616j 0.00694905-0.00799066j 0.000483375+0.0109525j -0.0107891+0.0109986j 0.0233236-0.0100392j -0.0113624+0.0021454j -0.00400935+0.000383761j -0.00299135+0.00662067j -0.00528518-0.0028233j 0.000897024-0.00133988j -0.00138119+0.0108897j 0.00410201-0.00107913j 0.0039365+0.00259051j 0.00682456+0.00505477j 0.00177323+0.00387472j 0.000584932+4.08919e-05j -0.00519861-0.00971971j 0.00356667+7.14772e-05j -0.00585367-0.0164197j 0.00791968-0.00293897j -0.00306614-0.00339172j -0.00172478-0.00412277j 0.000197299+0.00313088j 0.00235633-0.00708032j -0.00355088+0.00500824j -0.000389869-0.000130171j 0.000874094-0.00189343j 0.00321147-0.00514961j -0.00114811+0.00153687j -0.00393621-0.000742709j 0.000678193+0.00417928j 0.000758814-0.000271126j 0.00112258-0.00264043j -9.59603e-05-0.00236071j -0.00266985+0.00189948j -0.00092423+0.00414465j -0.00179945+0.00149387j 0.00260785-0.00225365j -0.000101405-0.00298256j 0.00147312-0.00066403j -0.000347547+0.00825342j -0.0018821+0.00235849j -0.00247771+0.0012485j -0.00591856+0.00194059j 0.00121619-0.00125253j -0.00239614+0.000379148j 0.00228955-0.000403206j 0.00360622-0.00471484j -0.00536614+0.00414334j -0.0039129+0.00527692j -0.00285107-0.00292769j -0.00234976+0.00860051j -0.00303005+0.00325033j -0.000371908+0.000291204j -0.00298508+0.000906734j 0.000563686-0.00278024j 0.00723916-0.00285883j -0.00234629-0.000279217j 7.40756e-05-0.00212344j 0.00833266-0.0031911j -0.00154887-0.00107536j 0.00118024-0.00538648j -0.00135423+0.00181524j 0.00353472-0.000915687j 0.00426293+0.00108787j -0.00286577-0.00151013j -0.00123023+0.000117559j -0.0018151+0.00250991j 0.00120524+0.00240459j 0.00418769-0.000197319j 0.00338937-0.00331747j 0.00266554+0.00497302j 0.00630005-0.00477969j -0.000441185+0.000453636j 0.00328477-0.00254026j 0.00129946+0.00124204j -0.0007979-0.000975285j -0.0010054-0.000374137j -0.00151693+0.00122985j -0.00197706+0.000361268j -0.000585125-0.00141086j -0.000969475+0.00130858j -0.000389391+0.00107983j -0.00354799-0.000361882j 0.00161671-0.000401031j 0.002785-0.00294838j 0.00138283-0.000795471j -0.00191866-0.00124449j 0.00237063-0.00111725j 0.0033005-0.00305913j -0.00661686+0.00382358j -0.00509117+0.00258229j -0.00163025+0.000256212j 0.00306255-0.000112137j 
