0.0259328-0.0513206j 0.107686-0.0700099j -0.0581604-0.012265j -0.0948489-0.0148463j -0.0491569-0.034238j -0.045478+0.00695205j -0.0238895-0.0446049j 0.0213604+0.0369995j -0.0188565-0.0107841j -0.045506-0.0516375j -0.0331191+0.0142774j 0.00666965+4.46784e-05j -0.00873168-0.017871j -0.00319255+0.0289238j 0.0100057-0.0229302j -0.00978692+0.026077j 0.0102669+0.023966j 0.0182787+0.0199638j 0.0316945-0.0089895j -0.0762574-0.0126893j -0.0321781+0.0121359j -0.000988106+0.0382435j 0.0147503+0.0370609j 0.0551095-0.0742714j -0.0233208-0.0808853j -0.0534256-0.0173373j 0.011651+0.0016867j -0.0371301+0.0473859j -0.0651165+0.0523566j 0.0452833-0.0611673j -0.0374927+0.00791028j -0.00616078-0.00235523j -0.0389201-0.0133275j -0.0676945-0.0174757j 0.0152797+0.00421265j 0.0123056-0.00407929j -0.0410243-0.00242277j -0.0480078-0.0703847j 0.0116804+0.0108916j 0.00157657+0.0233694j -0.017691+0.00325352j 0.00856305-0.0110378j 0.00361801-0.0120831j 0.00383102+0.0390984j 0.00127149+0.0115651j 0.00658273-0.0207232j 0.00313603-0.033087j 0.0082452+0.0244962j 0.0118745+0.011534j 0.00233043+0.0501894j -0.0129108+0.0218932j -0.00957732+0.0438038j 0.00760621-0.0371182j -0.0247548-0.00124657j 0.0426991-0.0578446j -0.0333701+0.0721533j 0.0210357-0.00689309j -0.0325108-0.0280055j 0.0117771+0.00789293j -0.05823+0.00991332j 0.119721+0.00862923j 0.0621805-0.0774848j -0.0699009-0.0636048j 0.0318639+0.10927j -0.0930931-0.00661801j -0.0545807+0.109919j 0.00481552+0.10542j 0.0323165-0.00835541j 0.0467412-0.00878641j 0.0494442-0.14191j -0.0404261+0.00936874j 0.114796-0.139294j 
0.0390722+0.014532j -0.0786074+0.037048j 0.0200302-0.0554645j -0.0719847-0.0295338j 0.0423283-0.0462357j -0.00658138-0.0598238j 0.0160032-0.00881816j 0.00385253+0.0130675j 0.00673408-0.000584231j -0.00652437-0.0168441j -0.000172635-0.000745315j 0.0104309-0.00330806j 0.00629445+0.00794976j 0.0132072-0.00899003j -0.00208942+0.0168754j -0.00493818+0.00480255j 0.00913284+0.00694454j -0.0040026+0.00858587j -0.0141404+0.0222031j -0.00286508-0.0175275j -0.00522466-0.00455177j -0.00855952-0.011467j -0.0108755+0.00772708j 0.022627+0.0110431j 0.0228039+0.00360651j 0.00326439+0.00508481j 0.0475764-0.00803038j 0.00163114-0.0266815j 0.0481911-0.0638232j -0.00122586-0.0135433j 0.0161485-0.00969977j -0.00973255-0.0424428j -0.0230989-0.0984429j 0.159486-0.0649064j -0.102775+0.0926919j -0.0676722+0.110968j 0.0268224-0.0874572j -0.0382738-0.0755235j -0.175028+0.00119623j 0.0290439+0.06613j -0.0599199+0.148j 0.0784146-0.116369j 0.221562+0.0334478j -0.107523-0.0625841j -0.165413-0.177451j 0.0200548-0.010635j -0.0964841+0.0742386j 0.0663448-0.190506j 0.0770555+0.0624285j -0.0226584-0.0222959j -0.0973757+0.103998j 0.0938002-0.183115j 0.0699671+0.0298423j -0.048751-0.035069j 0.0843028-0.027517j 0.0204366+0.0311558j 0.00210484+0.00186541j 0.0221822-0.0406182j 0.0156582-0.0146211j 0.0473126-0.0276421j -0.0610917+0.0117845j 0.0136145-0.031789j 0.0853983-0.032928j 0.0527555-0.0643624j 0.0368107+0.0232246j 0.0562055+0.0299561j 0.0427627+0.00657579j -0.0224614-0.0475926j -0.014328+0.0601614j -0.0145306+0.0061899j 0.0245576+0.0589057j 0.00207703+0.0711463j 
-0.0134553+0.00659111j -0.0199053-0.0391106j 0.0731521+0.0240038j 0.012628-0.0814937j -0.0412297-0.0438596j 0.0425664+0.0103211j -0.0268404+0.0194479j 0.00162212-0.00432692j 0.0392953-0.0152456j 0.00307269+0.00254725j -0.0146581+0.00847162j 0.00188742-0.0133228j -0.0187701-0.0048645j -0.00345797+0.01953j -0.0120939+0.0168633j 0.00159431+0.00264749j 0.0127341+0.0130848j -0.000845109+0.00166162j 0.000530845+0.00909433j -0.000348293+0.0102342j -0.000467924+0.00153612j -0.00959731+0.000506026j 0.00562681-0.0131662j -0.00591832+0.00934523j -0.0105895+0.00532875j 0.000345874+0.00699908j 0.0030598+0.0104429j 0.00101518+0.00301395j -0.00831248+0.0157548j -0.0212614+0.0300806j 0.0221782-0.0453551j -0.0278755-0.0187947j 0.0501033-0.0401618j 0.0295028+0.0735789j 0.118566+0.116115j -0.102778-0.020848j 0.150012-0.0428548j -0.0339271-0.0150879j -0.0424521+0.0604294j -0.0102209-0.00343407j -0.047763+0.0314557j -0.0517535-0.0889249j 0.0444418+0.188733j -0.0694487+0.0680004j 0.0683039-0.00240045j 0.138794-0.173108j 0.0765446-0.115929j -0.0621958-0.00890809j 0.153881+0.156985j -0.00274026+0.00175805j 0.0638633+0.0535941j -0.050708-0.104153j -0.0909462+0.0175413j -0.0840388+0.00963737j -0.0350964+0.0995765j -0.0251804-0.0632155j -0.0398696-0.0583804j -0.12256+0.0303317j 0.0378642+0.0618444j -0.00784945+0.0048818j -0.00216536+0.0917765j -0.0808467-0.024049j 0.0490818+0.0598927j 0.0837415+0.043653j 0.0387159+0.0236j -0.00270537+0.0973816j -0.00963352-0.0431382j -0.00632487-0.0479476j 0.0257552+0.0282991j 0.0315484-0.0338413j -0.00654958+0.0465869j 0.0198762-0.0206596j 
0.145487+0.00467215j -0.0215566+0.0788284j -0.0767817-0.113198j -0.0284361+0.0222762j 0.0584362-0.028426j -0.00701672-0.00822324j -0.00913582+0.0241918j -0.0111105-0.0305966j -0.00177846+0.0182931j -0.0118165-0.00329095j -0.0103111+0.0123184j 0.00116066-0.0180491j -0.0112299-0.0131745j -0.00364589+0.0010212j -0.00421954-0.00461215j -0.0041259+0.00518375j 0.00462317+0.00806004j 0.00562403-0.0133473j -0.0225336-0.002345j 0.00237014-0.00425766j 0.00143173-0.000428323j 0.0067697-0.0121793j -0.00919442+0.0109067j 0.0149024-0.00917538j 0.0233648+0.0122805j -0.0180824+0.0124062j 0.0343694-0.0117844j -0.0157154-0.015685j 0.0333466-0.0205641j -0.0382479-0.00683886j -0.0470163-0.0215083j 0.0261465+0.0340651j -0.134775-0.0652778j -0.028127-0.178822j -0.193649+0.118696j 0.0589998-0.00830137j 0.0810683-0.0978777j -0.0411947+0.053525j -0.0480036-0.108709j -0.0204165-0.0930453j 0.0430585-0.0846648j 0.0363854-0.177909j -0.15637+0.0868946j -0.0142035-0.196009j 0.28999+0.188149j 0.130871+0.0876773j -0.0672859-0.133841j 0.0974754+0.0537652j -0.0308212+0.0574552j -0.00703835+0.0649091j 0.0956745-0.035067j 0.075583+0.0214126j 0.0611311-0.00134249j -0.0335235+0.0781961j 0.0469251-0.0655773j 0.0602645-0.0447123j -0.0231731+0.0276936j 0.0185392+0.0170498j -0.0960956+0.00636357j 0.0863081-0.0338461j 0.00645864-0.0623482j 0.0819955+0.0189711j -0.00775664-0.0304834j -0.0192335-0.00340431j 0.0956408-0.00908198j 0.0490683-0.0175113j 0.108062+0.0962442j 0.0350001+0.0105289j -0.0119528+0.0563543j 0.0339775+0.0528904j 0.046529+0.0230687j -0.0318822-0.0300683j 
0.0342607-0.156093j 0.114952+0.0362865j 0.11402-0.0213805j 0.0805506-0.00639745j -0.0352483-0.00593803j -0.00232133-0.00211204j 0.0215916-0.0278808j -0.023385-0.0201879j -0.0019232+0.0123518j -0.00697471+0.00356962j 0.00303745+0.0201952j -0.000993618-0.0161105j -0.00360418+0.00501082j 0.00214868+0.00846654j -0.00755364+0.000309499j 0.00515278-0.00649442j -0.00915213-0.00126384j -0.00757764-0.00476807j -0.00636933+0.00356259j 0.00203571+0.00285934j 0.0139278+0.0170637j 0.00770199-0.0131208j -0.00548105+0.0119311j -0.0131355-0.0186976j 0.00936565-0.0315775j -0.017854+0.00418481j 0.00942848-0.0257925j -0.0382932+0.00313924j -0.018317-0.0489702j -0.0390399+0.0762715j 0.106327-0.0103405j 0.0191654-0.0975663j 0.222407+0.000257428j 0.0255912-0.0509917j 0.0567793+0.00745497j 0.0349249-0.0210467j -0.0131402+0.147938j 0.119761-0.0554523j 0.000819927-0.153294j 0.102395+0.0590725j 0.0539537+0.0552071j 0.138321-0.145031j -0.0981699-0.131171j 0.179568-0.138851j 0.0317397-0.0388314j -0.0203674+0.141486j 0.149606+0.0404141j -0.0643221-0.0671038j -0.053468-0.0518976j 0.0609642-0.117633j -0.0181044-0.0679137j 0.0267649-0.0634169j -0.0768893+0.087809j 0.0318923-0.000780075j -0.00864899+0.0855057j -0.04659-0.0709645j 0.0461674+0.00995904j 0.00461704+0.0348044j 0.0204606+0.0732948j -0.0378925-0.0206554j -0.00364676-0.0263291j -0.137943+0.0996783j -0.0220388-0.00303409j -0.0884879-0.0356076j -0.0160532+0.0217705j -0.0117898-0.100795j -0.00870381-0.0210315j 0.0253499+0.0287463j -0.0307958+0.0036018j -0.0494384+0.0639557j 0.0320822+0.0649953j -0.0591144+0.0442553j 
-0.0201849-0.0481205j -0.0163388-0.088617j 0.0298748-0.0720839j -0.123261+0.0274992j 0.0708116-0.0530632j 0.0260776-0.067456j -0.00157202-0.0420737j -0.000978275-0.0245836j -0.0114424+0.00847592j -0.0112432-0.0100445j -0.00896769+0.00951433j 0.0175842+0.000143086j -0.00697229-0.00854005j 0.000579938+0.0032554j -0.00570901-0.00579194j 0.00176506-0.00202337j 0.000244578-0.00751957j 0.016653+0.0110043j -0.0054379-0.004998j 0.00808743+0.00644209j -0.0170059-0.0098546j 0.011916-0.00337822j 0.0078119-0.00725431j 0.00672123+0.00751813j 0.0121008-0.00978127j -0.00341652-0.010531j -0.012577-0.00179625j -0.0018535+0.00943153j 0.0216494+0.0490837j -0.0113611+0.0415235j -0.0308179-0.0993917j -0.0698514+0.0174906j -0.162761+0.0105741j 0.218721-0.17068j -0.189947+0.114395j -0.00708768+0.263008j 0.0704939+0.00703222j 0.0294642-0.12176j 0.155478-0.0999648j -0.116033+0.192913j 0.0246919-0.0342465j 0.098589-0.169714j 0.0892758-0.0253009j -0.00700057-0.0919742j -0.0594698+0.0620242j -0.116201-0.0482581j -0.131089+0.0808376j 0.147959-0.0242363j -0.0454834-0.0930833j -0.0379164+0.0373449j -0.0325925-0.000700782j -0.0516798-0.133104j 0.0260178-0.103819j 0.012287+0.0591626j 0.0326193-0.0730491j -0.0199272-0.00457278j -0.0138692+0.0220702j 0.00080777-0.00226483j 0.0522735-0.0716195j 0.00230034+0.0355857j -0.00427522-0.0207617j -0.0702093-0.0519097j 0.00341107+0.0874265j 0.0139622-0.0493467j 0.0655588+0.051924j 0.0170523+0.0594887j 0.0188038-0.0713421j 0.0161937+0.00109521j 0.0492109-0.0625736j 0.00195448+0.00617515j -0.0300113+0.073098j -0.0561808-0.042564j 
0.0601021-0.154482j 0.18936-0.0591507j 0.0407315-0.0752395j -0.0487954+0.023912j -0.0533854-0.053917j -0.000914619-0.0213508j 0.0181889-0.0125416j 0.00197417-0.00908852j -0.00486948+0.0049536j -0.014693-0.0107528j -0.0296631+0.0156403j 0.0186552-0.013073j 0.0159502+0.00155417j 0.000180632+0.00979719j -0.00222566-0.00743986j -0.00108483+0.00145043j 0.00524966+0.00171883j -0.00984205+0.00625592j 0.00466605+0.00761562j -0.0318834-0.000329601j 0.00893974+0.0103915j 0.000689398-0.00642693j -0.00418206+0.00867252j -0.0229991-0.000545972j 0.0193918-0.028371j 0.011733+0.00313782j -0.0149921-0.0604542j -0.0464331+0.0450637j -0.127568+0.0467933j -0.05576+0.0754872j 0.0926881-0.0648152j -0.00987349-0.0387836j -0.0205618-0.0209304j 0.0468622-0.171284j 0.118477+0.131961j -0.00945093-0.0133425j 0.0534463-0.0840079j 0.057771-0.0617082j 0.0329207-0.0713379j 0.00827959+0.0842345j -0.151611-0.000880455j 0.0424544-0.146661j -0.0753202-0.0661986j 0.150435-0.0268288j -0.0109823-0.0665723j 0.0472032+0.0143902j -0.0537252+0.00814931j 0.00325428-0.0481677j 0.060207+0.008318j 0.0619527-0.0108571j 0.0507511+0.0161449j -0.0104166-0.0448508j -0.00896265+0.0333342j -0.0208519-0.0164713j 0.0467986+0.021309j -0.0534238+0.0685939j 0.0441595-0.0827276j -0.0516793+0.101228j -0.0055431+0.0252352j -0.0257175+0.0913265j 0.0847356-0.0364629j -0.0128414-0.0644181j 0.0161206-0.0520228j -0.00730271+0.0861964j -0.131457-0.0220636j -0.0406097+0.0742763j 0.0333714+0.06705j 0.139368-0.00543518j 0.0212989+0.0179352j -0.0406622-0.0398029j -0.090112+0.047014j 0.0342597-0.0310765j 
-0.183484+0.054704j 0.0367732-0.146654j -0.0484797+0.0149084j -0.0388075+0.0653521j 0.0278105-0.0321103j 0.0509831-0.0083432j -0.00373491-0.00565873j 0.013178+0.0193044j -0.0310725-0.000484517j 0.00316533-0.00387991j -0.0248397+0.00344214j 0.000641313+0.00854858j -0.0171047+0.00961705j -0.0136489+0.0092462j -0.00706729-0.0013216j 0.00330877-0.0153772j -0.0141379+0.00180595j 0.00668586+0.0163853j 0.0286564+0.000927061j 0.00419334-0.00623459j -0.0130627-0.00621714j -0.0168637-0.00440563j 0.0156955-0.0289403j -0.00219129+0.0196913j -0.0175145-0.00739826j 0.0248383+0.00482859j -0.0210171+0.0544552j 0.0295281+0.0413223j -0.0382707+0.0746822j 0.129123-0.0448259j -0.0331038-0.0409155j -0.0927606+0.0680135j -0.101282+0.144446j -0.0104462-0.0997865j -0.104382+0.0279211j -0.0875199-0.0200114j 0.080191+0.0591124j -0.0873694-0.0067782j 0.281819-0.0981899j -0.0444096-0.0168638j -0.0454644-0.0972403j 0.108837-0.00229206j 0.00301489+0.0347552j 0.0279643+0.0651169j 0.055362+0.187674j -0.00355556-0.099516j -0.019868+0.120262j 0.0494067-0.0397804j -0.0316566+0.045372j -0.000917909+0.0379903j -0.0194089+0.0194707j -0.06924-0.026965j 0.0059736+0.0148425j 0.0343989+0.00469353j -0.0270068-0.0191951j 0.020242+0.0202054j -0.043768-0.0652999j 0.00221186+0.0503214j 0.0638813+0.0148244j -0.0176496+0.00532364j -0.0173996+0.0976992j 0.0917662+0.0284492j 0.0515456+0.00929615j 0.0719507-0.00200619j -0.0464215-0.0443339j -0.114546-0.0402804j -0.109009+0.0305091j -0.0172279+0.0931077j 0.013486+0.039605j 0.0111161-0.0173591j 0.026856-0.01461j 0.0868259-0.0220334j 
-0.0932674+0.00946199j 0.117885-0.158253j 0.00437361-0.0301552j 0.0146281+0.0439582j -0.000174644-0.043874j 0.044945-0.0118031j 0.023226+0.0180537j -0.0001844+2.28192e-05j 0.0160295-0.0163457j 0.02089+0.0139477j -0.00906325+0.0222012j 0.00326348+0.00489173j 0.0172598-0.0013372j 2.11662e-05+0.00314198j -0.00457708-0.0167388j 0.0136293-0.0148814j 0.00115722-0.0117164j -0.0180465+0.0154093j 0.0101798-0.0028463j -0.00836043+0.0245671j 0.0219617-0.0243404j 0.0183256+0.0112811j 0.0271908-0.00102012j -0.011507+0.0478395j -0.00610755-0.00627768j -0.000222337+0.0288632j -0.0657194+0.0118012j -0.0423778+0.0605478j -0.0968406+0.108448j 0.0464131+0.0604237j 0.0163598-0.103917j -0.0625179+0.0903282j -0.01885+0.0828328j -0.0265378-0.0717538j 0.0507352+0.132159j -0.114624-0.0485187j 0.0908844-0.123178j 0.0425666+0.0552572j 0.13857-0.0168905j -0.107472-0.00699393j -0.14091+0.0176933j 0.0185992-0.0348301j -0.0210548-0.00661265j 0.0599676+0.0757005j 0.00460167+0.0711255j 0.0409797-0.0698479j 0.0320403+0.0119455j 0.00165206-0.0059898j 0.0201441+0.0371016j 0.0433983+0.0449134j 0.0260463+0.0246675j 0.040469-0.0531954j -0.0272495-0.0110668j -0.0651637-0.00422773j 0.0435424+0.00408599j -0.00360291+0.0148445j 0.0192794+0.0290656j -0.0397998-0.0970475j -0.0436324+0.00925043j -0.0144653-0.00036276j -0.0135413-0.0360167j -0.0198661+0.0819166j -0.131849-0.0167357j -0.118991+0.0410721j 0.0107656+0.0279701j 0.0692437-0.0506629j 0.00180283+0.0455597j -0.0945738-0.0520698j -0.0684344-0.0175017j 0.0844136+0.0401094j 0.0219257-0.165572j -0.0928299-0.118583j 
0.0928443-0.12875j 0.0831427-0.0342575j -0.00948721-0.0332447j 0.0136874-0.0391296j -0.0368373-0.0105516j -0.0256092-0.0261413j 0.0421701-0.00301943j 0.000775541-0.00772646j 0.00037566-0.0300154j 0.00436882-0.0201378j 0.0114318-0.0175808j 0.0146301-0.0179309j 0.00125148-0.0241627j -0.00884544-0.0119144j 0.00911465-0.0133j 0.000468719+0.00541606j 0.00225875-0.0117145j 0.000144847+0.0231522j -0.00531581+0.0230101j -0.00196676-0.00431999j -0.00593731-0.0198111j 0.0102676-0.0157342j 0.00905955+0.0276927j -0.00289653-0.000702886j 0.0440531-0.00720784j -0.00905485+0.00788833j 0.0515878-0.0438325j -0.0529234+0.00863185j -0.052197-0.0544331j -0.081909+0.113679j 0.0471816-0.0976753j 0.010995-0.0870537j -0.0116621-0.0521644j 0.028098-0.0358417j 0.145657+0.000949103j 0.0383143+0.0985892j -0.131592-0.13986j 0.083222-0.0884873j -0.0635766-0.0346142j -0.00256371+0.132235j 0.0341301+0.101297j -0.0593679+0.0540825j 0.00663286+0.00338176j 0.0452784+0.0430266j 0.0444483-0.0497924j -0.0595851-0.0184641j -0.0194116-0.0750111j 0.00245261+0.0391736j 0.0447839+0.00654066j 0.0352973+0.0143416j 0.0127184+0.00715452j 0.0492634+0.0262285j -0.0492064-0.0291842j -0.0348852+0.0368391j 0.00406452-0.0250906j -0.00915238-0.0288749j 0.0286071+0.00141212j -0.0916433+0.00293575j -0.0726384+0.0179193j -0.0051172+0.000758246j 0.0497102+0.00667596j 0.0692443+0.0398492j 0.0322253+0.0931484j 0.0339876+0.0911154j 0.0728767-0.0267316j -0.0407617-0.0230265j -0.0486619+0.0218458j -0.0438078+0.0642583j 0.0421812+0.0547603j 0.083313-0.0217367j 0.1019+0.0881357j 0.00733723-0.172746j 
-0.0192313+0.0637016j 0.034046+0.0196574j 0.00977642-0.0484809j 0.0253046+0.0647647j -0.00738842-2.33614e-05j 0.0359166+0.00451873j 0.00203398+0.0378247j 0.00462188-0.0048228j 0.0154241+0.00402624j 0.00965453+0.0217489j 0.000539314+0.0162431j 0.00332058+0.00403018j 0.0146549+0.0117899j 0.00846327-0.0041608j 0.00481013+0.0109416j 0.00243907-0.000861325j 0.00604525-0.00033209j -0.0111722-0.00383838j 0.0108584+0.00338077j -0.00224588+0.00197854j 0.012714+0.00891404j -0.015476-0.00694562j 0.00320294-0.016728j -0.0424025-0.0115738j 0.000774842+0.00978757j 0.00714492-0.0193043j -0.0237203+0.0418751j 0.00302547+0.0136518j -0.0112304+0.0438017j 0.00113808-0.026064j 0.0148803+0.0152189j 0.0270487+0.0767621j -0.0114785+0.0097559j -0.0441361-0.0765478j 0.0508748+0.0150228j -0.127043-0.0308666j 0.0603418-0.12721j 0.068195+0.10466j 0.0424821+0.0299046j -0.0947241-0.060291j -0.101496+0.0233246j -0.0391596-0.0185448j -0.0768364-0.0200023j 0.00397522-0.00930622j -0.0695555+0.037651j 0.0704407+0.0270489j 0.0142448+0.0180222j -0.0106867-0.0131619j -0.0351631+0.0057792j -0.0286533-0.0100463j 0.00801064-0.0185181j -0.0355886+0.0672082j 0.0194526+0.00753788j 0.0160959-0.0262648j -0.0542599-0.0382399j 0.06819+0.116499j 0.0137611-0.100053j 0.0634069+0.0540912j -0.00855517+0.0300772j -0.0121993+0.0259179j 0.0219501+0.0167302j -0.00975857-0.0133039j 0.11077+0.0319873j 0.0675461-0.00194953j 0.0202951+0.0160293j 0.0115204-0.0768983j -0.0303104-0.123653j 0.0677153+0.0136964j -0.0299218+0.0299586j 0.00226906+0.0568074j -0.0839599-0.00879254j 0.0493616+0.105501j 
0.0420896+0.0402713j 0.0137155-0.0471394j -0.0315007-0.061879j 0.0164239-0.0354557j -0.00389662-0.00931739j -0.0105156-0.0309925j 0.0305563+0.00491856j -0.0137955+0.0104223j -0.0010872-0.0162188j 0.0142829-0.0079012j 0.00640503+2.05639e-05j 0.0186443-0.000473382j 0.0143833-0.00595808j 0.00641358-0.00385865j -0.0150038+0.00199118j 0.00314704-0.00534285j -0.000931217-0.00280799j -0.0201092+0.011382j -0.00979494-0.00415641j 0.00419219+0.000600592j 0.00996986-0.00690683j 0.00288272-0.00056098j -0.0266727-0.0226146j -0.0139763+0.0255118j 0.0229979-0.0118508j -0.010375+0.0261828j -0.0229248-0.00287755j -0.0125608+0.0420265j 0.0221401+0.0308303j -0.0146596+0.0122081j -0.0271309-0.0649192j 0.0179+0.0233906j -0.0125822-0.0705532j 0.00540911+0.0126844j 0.024968+0.0347464j 0.0730287+0.0948379j -0.119223-0.0659001j 0.170164-0.0794553j 0.0264764+0.0670631j -0.065043+0.0939022j -0.0073685+0.00903912j -0.05304-0.0284819j -0.0946643+0.0117342j -0.0012666-0.0325002j -0.0113436+0.0167731j 0.0830077+0.00177597j -0.110024-0.0261916j 0.0363766+0.00963007j -0.0137222+0.0204541j 0.00343537+0.05809j 0.0228907-0.0236763j -0.0113469+0.0240818j -0.0132605+0.00429021j -0.0298412-5.75145e-05j -0.0142148+0.0220426j 0.0620175+0.00493099j -0.018019-0.0452425j 0.0103218-0.01409j 0.0601011+0.0275469j -0.0241018+0.0661313j -0.0414395-0.0529366j -0.0231021-0.00666635j 0.00984533-0.121665j -0.0737478-0.0265467j -0.0561238-0.128364j -0.0227788-0.0593627j -0.0413852+0.00633937j 0.0594994-0.0281417j 0.0767011+0.022489j 0.0163426+0.0558175j -0.106493-0.120644j -0.0868649+0.0439262j 
-0.0129096+0.0121762j -0.0625293-0.0196409j 0.0184309+0.0183569j -0.0046915-0.0447158j 0.0306319-0.0170459j -0.0144811+0.0108527j -0.0111148-0.00592987j -0.0165172+0.017054j 0.00070406-0.00872268j 9.51061e-05-0.00213378j -0.00161618+0.00243592j -0.000799524+0.000431467j -0.00137283-0.00318818j 0.0083364-0.00453605j -0.0204015+0.00951831j -0.00801216-0.00101025j -0.0108751+0.00512591j 0.00519188+0.0120768j 0.00155852+0.0103489j 0.00197739-0.00318481j -0.00533385-0.00500764j -0.0046669+0.00656348j -0.009908+0.0114208j -0.00330779+0.0132789j -7.40453e-05+0.0168039j -0.0207789+0.00450077j -0.0171926+0.00537124j 0.0151611+0.0177773j 0.0484293+0.0229942j 0.0398545-0.00975754j -0.00194498-0.018093j -0.0207638-0.0206109j 0.0490042-0.0262555j 0.0397516+0.093474j -0.0815216+0.0765999j 0.0894135-0.0169129j 0.00769277+0.0368548j 0.0361884-0.0177324j -0.0258448+0.0802625j 0.0194042+0.00777563j 0.00700032-0.00898759j -0.00830649-0.00778845j 0.0221353+0.0220758j -0.0372042+0.00421668j -0.00827097+0.00977269j 0.0127283-0.0330379j -0.0468827+0.0354704j -0.0185155-0.0120063j 0.0217909+0.0113045j 0.000812915+0.0205786j 0.027281+0.00966464j 0.0232903+0.0537967j -0.000176903+0.0157879j -0.0220117+0.0117892j -0.0448454+0.0104649j 0.0392275-0.0349117j -0.0475548+0.0705706j -0.0579344+0.0220841j -0.059101-0.118456j 0.0814739+0.0355731j 0.0437561+0.0661472j -0.00779324-0.0399832j 0.033195+0.00234204j -0.0731242+0.0393778j -0.0337928+0.0377903j -0.000818609-0.03825j 0.0233409+0.00965674j -0.0193782-0.0112062j 0.0845266+0.0951815j -0.0899738+0.113852j 0.0208961-0.0325161j -0.0798818-0.00499315j 
0.0645007+0.00455379j 0.00372457+0.0382892j -0.0344014-0.0492008j -0.0199348+0.0347052j -0.0105296+0.0253889j -0.0112149+0.00579853j 0.0179438+0.00247229j -0.00747282-0.00643332j 0.00974609+0.00416994j 0.0128313+0.00435139j 0.00804282-0.00776858j 0.0057753-0.00357282j 0.0156208+0.00234757j 0.00744668+0.0138523j -0.0138712-0.024545j 0.000900884-0.00114155j 0.00202452-0.00403181j -0.00882588-0.0108271j -0.0181214-0.006294j -0.000608342-0.0074138j 0.0109844+0.00704869j 0.00504052-0.00472733j -0.0134566+0.00128172j -0.00205662-0.014929j 0.0274261-0.0157076j -0.0394434-0.0234809j 0.0165227-0.0459338j 0.00748644-0.0177057j 0.00405065-0.033885j -0.0160378+0.00219698j -0.0235779-0.00468028j 0.0102433+0.0144134j -0.0503508-0.0136732j 0.006594-0.0653505j 0.0222061-0.0397586j -0.00975062-0.0267684j -0.0211872+0.00849247j -0.000396954+0.0079581j -0.0193871-0.0246113j -0.00270003-0.0133005j 0.00962456-0.00492668j 0.00512724-0.0175229j -0.0360098-0.000514379j 0.0118739-0.0207854j 0.0235837-0.0278849j 0.0289415+0.0324173j -0.037772-0.0175229j 0.000800042+0.0173128j 0.0252942-0.0180176j 0.0212534+0.00976385j -0.00745566-0.0423324j 0.0186512+0.0301032j -0.0210851+0.0204258j -0.0314875+0.0163704j 0.00259666-0.0267942j 0.0372689+0.0198295j -0.0167416-0.0682777j 0.0193221-0.0316665j 0.0364934+0.0179928j -0.0473395+0.0357488j 0.00429213+0.0400432j 0.0141008+0.0144825j -0.0117036+0.00104492j -0.00531694-0.0767805j 0.0253224+0.0233272j -0.0213063-0.0055291j 0.0285936-0.0161835j 0.0633126+0.0523977j 0.00531644-0.0587432j 0.0314803-0.0283878j -0.0188053+0.0435648j 0.0387237+0.00591325j 
0.0255513+0.00242619j -0.0367422-0.0134966j -0.00945408-0.00226908j -0.00641345-0.0310376j 0.0426757-0.00978684j -0.0305248-0.00508893j 0.00126599-0.0147996j -0.0298769-0.00739166j 0.0136629-0.00108222j 0.000318244-0.00922486j 0.0178023-0.0139209j -0.00858001+0.0059424j -0.0074069-0.00501344j 0.00315671+0.00761648j -0.0118556-0.00068414j -0.00505642+0.00482776j -0.00257344+0.00554607j 0.0107762+0.00577436j -0.016041+0.0162342j 0.00459179-0.0104057j -0.00950178-0.00470212j -0.0142977+0.0186992j -0.0126528+0.0208546j 0.0158816-0.0115412j -0.0134065+0.00523889j -0.00665774+0.0201666j 0.012307+0.0385849j 0.0215242-0.0546824j 0.00460907-0.0106035j -0.0240015-0.0147803j -0.00511412-0.0189104j -0.0226206-0.0148073j -0.010031-0.0257107j 0.0138809-0.0144361j -0.0248201-0.00406547j 0.0447331-0.00768247j -0.0306072+0.0229027j 0.0323809-0.00204178j -0.0188834+0.0212674j -0.0025851-0.0111886j 0.0200373-0.0107758j -6.81004e-05-0.0288062j -0.0161272-0.000169894j -0.0158761-0.0139244j 0.0151749-0.0241666j 0.0382107+0.00750722j -0.0498323-0.00308796j -0.000566899+0.0127013j 0.0278521-0.0100812j 0.0285298+0.0269343j 0.00689452-0.0287612j 0.0135029+0.010365j -0.0122083+0.0241424j -0.0407134+0.0231594j 0.00632162+0.00913151j 0.027853-0.0220152j -0.0485154-0.0151872j -0.0189388-0.0158338j 0.0152403-0.0191847j 0.013102+0.0522426j 0.00346299+0.0364184j -0.0132784-0.00397305j -0.0309799-0.0275298j -0.0493584-0.0470314j 0.0139689-0.00866513j -0.00644823-0.00430807j 0.0367557+0.00732377j 0.0201833-0.0148235j 0.0334321-0.00964738j -0.0249997+0.0412341j -0.0273116-0.0272243j -0.052406+0.00514855j 
