-0.0171659+0.0329265j 0.0206163+0.019768j -0.0109168+0.0621858j 0.0451553-0.000352186j -0.00853622-0.0113939j 0.00225627+0.0110357j 0.00759817+0.0350085j -0.0261245+0.0228959j -0.0408791-0.0551223j -0.031451-0.00635657j 0.00770433+0.0139733j -0.0119946-0.0190455j 0.0119056+0.00432113j 0.0244065-0.000885325j 0.0131691+0.0140796j -0.00759071+0.013245j -0.0197372+0.00334652j -0.00932794-0.00856145j 0.017955-0.00423063j -0.0153432-0.0138189j -0.0267035-0.011343j -0.00658247+0.00191863j -0.00114661-0.00894238j -0.00396622-0.01186j 0.000271591-0.0115915j -0.0133773+0.0136806j 0.00721532+0.00161542j -0.00889625+0.00162347j 0.00058019-0.000765453j -0.00512958+0.0090241j 0.00328339-0.0160503j -0.0114259+0.0227863j 0.0293567-0.0030304j -0.0181654-8.12765e-06j -0.0163848-0.0157724j 0.00640366-0.01411j -0.0048356-0.0177133j -0.0239945+0.01163j 0.000430086+4.96408e-05j -0.00363712-0.0126758j -0.0188204-0.0174078j 0.0152726+0.0109093j 0.000873365+0.000513713j -0.00702726-0.0291886j -0.0108132-0.00107268j -0.0277466-0.00947255j -0.0100843+0.00612672j 0.00109043+0.0115749j 0.0237734+0.0167476j 0.0222266-0.0197113j -0.00811415+0.00699437j -0.00724662-0.0112419j 0.0302669-0.012536j 0.00764932-0.0257176j -0.00210337-0.0136481j 0.0141525-0.0312664j -0.000410777-1.94062e-05j -0.00156146-0.00382172j -0.00154605+0.0153083j 0.00512938-0.0345301j -0.00442335-0.0116727j -0.0168124+0.00342768j 0.0220863+0.0173323j -0.00633456-0.0032809j -0.0256842-2.76442e-05j -0.00720791-0.00527761j 0.0104762+0.000826014j 0.0125592-0.00505284j -0.00316206+0.00530771j -0.0123906-0.0116883j 0.0195026-0.0110142j 0.00934463+0.00727066j 0.00958375+0.0111191j -0.00768847+0.0194622j 0.0207088+0.0188107j -0.00762449+0.0145129j 0.0012615+0.0350405j -0.00465016-0.0102637j 0.0192095+0.00233906j 2.03982e-06-0.0217922j -0.0210785+0.00321395j 0.0107127-0.00505614j -0.0186664-0.0018833j 0.0143891-0.00750916j 0.00668173-0.0198796j -0.0115314+0.0276173j -0.0355506+0.0304275j 0.00383102+0.00998061j -0.0629942-0.0679858j -0.00106252-0.0092204j 0.0024981-0.000200508j -0.0465767-0.0122731j 0.0302404+0.0799828j -0.0359076+0.00387587j -0.00344718-0.0370984j 
-0.00805111+0.00631519j 0.00636342+0.00994717j 0.000319538+0.00679j -0.00134755-0.0139122j 0.00904668-0.0108376j -0.00105004-0.00194378j -0.0114612+0.0226855j 0.0168243+0.00357995j -0.000341787-0.00677685j 0.00870883-0.0122173j 0.0129525-0.0139478j -0.00500154-0.0130556j -0.00510413+0.0156619j -1.48035e-06+0.00804494j -0.00554039+0.000753408j 0.0064384+0.00402218j 0.00252118-0.000771746j -0.00177386-0.00354531j 0.00797113+0.00652478j -0.00123716-0.00690544j -0.0077079-0.00363288j 0.0032871-0.000902691j -0.000254369+0.00014697j 0.00874523+0.00153431j -0.00571733+0.00196338j 0.00368245-0.0010856j -0.0138818-0.0021018j 0.00678214-0.0111648j -0.0135778+0.018717j -0.00034637+0.00530089j -0.00805901+0.00681371j 0.000183419-0.0098553j -0.00495489+0.0112061j 0.00193174+0.00287316j 0.0119726-0.00507679j -0.00830016-0.0120877j -0.00305266+0.0156014j -0.00679438-0.00401032j 0.0125407-0.0117605j -0.0119569+0.01789j 0.00182954+0.00426816j -0.00245869+0.00421658j -0.00131137+0.00440775j 0.00607762+0.00290304j 0.00131802-0.00163862j -0.0198354+0.0112374j 0.00913125-0.00224705j -0.0128623-0.0066092j -0.00396257-0.00155674j -0.0242022-0.0101274j -0.0104234-0.00615012j 0.0127221-0.00832421j 9.41781e-06-0.0128915j -0.00226442+0.0204339j 0.000166543-0.00476134j -0.0111847-0.0126779j 0.0104911-0.0180062j 0.01606+0.0206856j 0.022474+0.00483423j 0.0105139+0.00610489j 4.4535e-05-0.0061326j -0.00124533-0.00847423j -0.00123333-0.0274919j -0.00716198+0.0126619j 0.00805043+0.0087854j 0.00776802+0.00186242j -0.00883844+0.00249092j 0.00161586+0.0141382j 0.00815083+0.0111915j -0.00736057+0.0162843j 5.84124e-05-0.00457411j 0.00936798-0.0192654j 0.0256173+0.000994905j 0.000568456-0.00388696j -0.00186009+0.00226j 0.0125453-0.00484424j -0.0222036+0.000267058j 0.0232159-0.0162763j 0.022923+0.017568j 0.016868-0.00763209j -0.000489733-0.00782651j -0.0279229-0.00254502j -0.0113126+0.00207022j -0.00921717-0.0233209j -0.0109189-0.00942235j 0.00117351+0.00253387j 0.0093585-0.000129158j -0.00714394+0.00422621j -0.00961591+0.000559106j 0.002258-0.00307353j 0.00372183+0.00856226j -0.00272041-0.0282089j -0.00812993+0.00480005j 0.000215263+0.00454961j -0.00421261+2.74504e-05j 
-0.000573409-0.0121216j -0.00926164+0.00876542j 0.0283577-0.0154328j -0.0189062-0.00444551j -0.0244393+0.00660455j 0.0042454+0.0120512j 0.0216335+0.00213406j 0.012309-0.0101643j 0.0144542+0.0203566j 0.00850791-0.00167673j -0.00172955+0.00415391j 0.0143613-0.00572014j -0.00764205-0.0161713j -0.00973033-0.0114003j -0.00902222-0.000738303j 0.00598392+0.00260949j 0.000940423-0.00958089j -0.0026016+0.00353806j 0.0125402-0.0171657j -0.00836729+0.00630201j -0.00040391-0.0188069j 0.00395418-0.00736525j -0.00900517-0.000589783j 0.00656225+0.0131189j -0.0083912+0.00724835j 0.0156041-0.00807732j 0.0140406-0.00826688j 0.0180968+0.0128013j -0.00857281-0.00896302j 0.0171922-0.00649627j 0.0218731-0.00908137j 0.0140707-0.0111371j -0.013061-0.00582892j 0.0016992-0.0023181j 0.00140844-0.00307997j 0.00719234+0.00143141j 0.00288781+0.000268601j -0.000904745-0.00723858j 0.00442062+0.0188905j 0.0132839-0.00490894j -0.00179956+0.00771824j 0.00114898+0.00658671j -0.00850749+0.00602263j 0.00231224-0.00300337j 0.00668476+0.0060301j 0.00336965+0.027771j -0.00564879-0.00188239j 0.00950899-0.00734238j -0.0216072+0.00720771j 0.00208032-0.00181523j 0.0243654-0.00405398j 0.00939068+0.00466837j 0.0209278-0.00231787j -0.0173073+0.0169495j 0.0101673+0.00586993j 0.00238963-0.00618908j -0.0252851+0.00300838j -0.0173597-0.00751323j -0.00967722-0.0165081j -0.0317203-0.00534125j 0.00917639-0.0131859j 0.0134455+0.00937721j 0.011017-0.00332382j 0.0248762+0.0144894j -0.00237394-0.00343152j 0.0129198-0.028299j -0.00698823+0.00409514j 0.00800827+0.00744236j 0.0187762+0.0325883j 0.00452449+0.00321609j -0.0136388+0.0150682j -0.00511016+0.012074j -0.0150394-0.0348302j -0.0134901-0.0266624j -0.00099841+0.00415352j -0.025217-0.00445581j 0.0481626-0.00221783j 0.0195669+0.0182932j -0.00455589+0.0108963j -0.00288269-0.00304468j -0.0119168+0.00331509j -0.00459798-0.0246053j 0.0234834-0.0104507j -0.0231388+0.0149212j 0.0123879-0.00540181j -0.0109319-0.0263904j 0.00181819-0.00245316j -0.0132235+0.00724913j 0.00151395-0.0170891j 0.00830119-0.000671819j -0.00311427-0.00611313j 0.023034-0.00759677j 0.0077116-0.00264339j 0.00214771-0.00476633j 0.00364795+0.00626648j 
-0.0017551+0.000930998j 0.00143688+0.00467458j 0.00238382+0.00513821j -0.00303377-0.0061417j 0.00626948+0.0021519j 0.001473-0.000102594j -0.00144272+0.00439166j 0.00388031-0.00597722j -0.00908065-0.00361658j 0.0178134-0.00992219j -0.00813369-0.0144298j -0.0008087-0.000231669j 0.00367629+0.019062j -0.00204953+0.0103897j -0.00832719-0.00325143j -0.0117188+0.0129318j 0.00680988-0.00796872j 0.0076223-0.00910952j 0.01446+0.00459129j -0.0221118+0.00020208j -0.0241931-0.00455346j 0.00426865-0.0106185j -0.00712646-0.00620289j 0.00559105+0.0360683j -0.00621866+0.00328772j 0.0057406+0.00375904j -0.0163386-0.00708724j 1.01823e-05+0.0100551j -0.0123441+0.000632203j -0.0150644-0.00820948j 0.00355348+0.000633916j -0.0177133-0.00370359j -0.0018566-0.00883519j 0.00364313+0.00850207j 0.00394549-0.0114244j -0.0131918-0.0087063j -0.00953155-0.00625237j 0.00874948-0.00581886j 0.00356617+0.00327644j -0.00636344-0.00645391j -0.00792858+0.00643394j -0.00139977-0.00205642j 0.000849195+0.000625001j 0.0165869+0.00404957j 0.00718901-0.0042981j 0.00771274+0.00199496j 0.00475137+0.00201152j 0.0105234-0.00848418j -0.00144732-0.0110996j 0.016681-0.00169173j -0.000323004+0.00845441j 0.000766028-0.00620513j -0.00513822-0.018115j -0.0101927-0.00707176j -0.00377513+0.00185641j -0.00775078+0.00358349j 0.00196752+0.00566154j -0.00593921-0.00437j -0.000793965-0.00785396j 0.00761235-0.00807208j -0.00111633-0.00240838j -0.00232345-0.013844j -0.006398-0.00604986j 0.0120964-0.000857971j 0.0030897+0.00177346j 0.000709489-0.0135081j 0.00796943-0.00615055j -0.00437105+0.00384806j 0.00392812-0.0165948j -0.000239288+0.00163368j -0.00166323-0.00714601j -0.0053413+0.00743867j -0.0196151-0.0106226j -0.00602649+0.00695319j 0.0160822+0.00498369j 0.000616501-0.00405949j 0.00208638+0.0174114j -0.0136061+0.00237483j -0.00241553+0.00283931j -0.0144516+0.0038209j 0.0014172+0.00790435j -0.0140588-0.00612074j 0.0024756+0.0151168j 0.00762725+0.0067918j 0.0128516+0.00144758j 0.00430104+0.00464831j -0.00778991-0.00217758j -0.00802459-0.00097445j 0.00235586-0.00325675j -0.0108863-0.00372869j 0.00197945+0.00669351j 0.0108787-0.00085678j -0.00573106-0.0105459j -0.00484308+0.00467337j 0.000863464-0.00496427j 
0.00130965-0.0171674j -0.0131439+0.00283431j -0.00464428-0.00342375j 0.00534485-0.00873845j 0.00839445+0.00440411j -0.00272315-0.0204031j 0.0159135-0.0200285j 0.0192419-0.00419388j -0.00292281+0.00883429j -0.00672477+0.00653956j 0.00348418-0.0102633j -0.0242125+0.0174853j -0.0084244+0.00190797j 0.00715084+0.00143635j 0.00613707-0.0177704j 0.0108172+0.0138218j -0.00259595+0.00992045j 0.0185617+0.00225801j -0.00335936-0.0142077j 0.00420575-0.00776007j -0.00789218-0.00299922j -0.00458746+0.00955941j 0.0085384-0.0123276j 0.00815252-0.0050375j 0.00351322+0.011424j 0.00179605-0.012304j 0.00303536-0.00544117j 0.0124175-0.0139906j -0.0178258+0.0187404j -0.0056769-0.00677543j -0.00817626+0.0105424j 0.00396744+0.000334064j -0.00189112-0.0136586j -0.0189027+0.00502296j 0.00170198-0.00523582j -0.000590372-0.0109178j 0.0100817-0.0182248j 0.00898055-0.0196025j 0.0267316+0.00257656j -0.0128464+0.0176062j -0.0168042+0.0156674j 0.00366465-0.00877964j -0.0173407-0.0169458j 0.0113028+0.00682279j 0.0119636+0.0121525j 0.0149756+0.00288274j 0.00771589+0.0095001j -0.00839837-0.00278929j 0.00920934-0.0195947j 0.027137-0.00392937j 0.0140549-0.010073j 0.0205913+0.00611349j 0.00557266-0.0186157j -0.023068-0.00544753j -0.0152835+0.0238273j 0.00538112+0.00244457j 0.00675049-0.00869385j -0.00255147+0.00516383j 0.00219413-0.00886843j 0.0285096-0.0188605j -0.00215918-0.00927779j 0.0012497-0.0294367j -0.021404-0.00932342j -0.00577021+0.00803191j 0.00463296+0.0070483j -0.00837884+0.0162425j -0.0174071-0.0105749j 0.00635488+0.00415435j -0.00546767-0.0222183j 0.0093744-0.0226963j 0.00924364+0.0242272j -0.00925317+0.00174533j -0.0177746-0.0128405j -0.0117527-0.00370692j 0.0226296+0.00395139j 0.00705446-0.0185136j -0.0111767+0.00868452j -0.0292192+0.00219459j -0.00694013+0.000603778j -0.0125786+0.0262363j 0.0137638+0.0032887j 0.00378397+0.0159871j -0.0126635-0.00123327j 0.00670316-0.00903751j 0.0124359-0.00819685j 0.0036438+0.0117346j 0.0207337-0.0361744j -0.0221792-0.00476589j 0.0100233-0.012223j -0.00817006-0.00749978j 0.0138071+0.0146421j 0.0110233-0.00300596j -0.00933171-0.00578108j -0.00500467-0.00232873j 0.00380378-0.00242086j 
-0.0115242+0.001061j 0.00518335+0.0136058j -0.00351433+0.0111794j 0.0153907-0.0047908j 0.0118029-0.00516569j -0.00426382-0.00422058j 0.00182651+0.0114326j -0.000663882-0.00348497j -0.00856435-0.0178181j 0.00240951-0.00986379j 0.00321861-0.0124161j -0.00765663-0.000730625j -0.00405183+0.00308807j 0.0124947+0.00470115j -0.00142911-0.0012999j -0.00201077+0.0187984j 0.00397437+0.00286982j -0.0112794+0.0149746j -0.010118-0.00175938j -0.00274984+0.00266311j -0.00781663-0.000188265j 0.000677012-0.00188082j 0.00980193-0.0025203j -0.011895+0.0114215j 0.00991357+0.0105009j -0.0112866-0.00835208j -0.0024623+0.000232113j 0.00219536+0.00342751j -0.00557937+0.00918417j -0.0105628-0.00858187j -0.00921068+0.0101196j -0.0164076+0.00703974j 0.0087524-0.0147938j -0.0155651+0.0126984j -0.00869438+0.00758791j 0.0101188+0.0051088j -0.00220905-0.00568705j -0.000249338-0.0107347j -0.00730595+0.00820416j -0.00335898+0.00334023j -0.0209474+0.00922342j 0.0127039-0.0108672j -0.00339786-0.00576331j 0.00357714-0.00257516j 0.0151691-0.00299705j 0.00559637-0.00225921j -0.00011892+0.00192709j 0.00476673+0.00896293j 0.00286766-0.00918477j 0.0119482-0.0102141j -0.00946575-0.010217j 0.0145643-0.0128118j -0.0128075-0.00649259j 0.00564189+0.000385242j 0.00809896-0.00127992j 0.00862137-0.00682451j -0.01302-0.0061662j -0.00581815+0.00960057j -0.000217147+0.00687129j 0.0260825-0.00974258j 0.0154322-0.0155272j -0.00452667-0.0276883j 0.00522142-0.00530252j 0.00523929-0.0005207j -0.00875918+0.000961265j -0.00142512-0.0144469j 0.00414682-0.0153784j -0.00604836+0.00532879j 0.0029574-0.0120223j -0.0128526-0.00302445j 0.00607912-0.00706016j 0.000291385-0.00288058j -0.00140371-0.0261415j 0.00147667+0.00437856j -0.00532152+0.00614971j 0.0182303-0.0036644j -0.00541079+0.00727117j -0.0107848-0.0109532j -0.0120604+0.0110444j -0.00500113+0.00218417j -0.0153324-0.00179894j -0.0315143-0.00520348j -0.00279654+0.0222131j 0.00448576-0.00961943j -0.00718288-0.0106913j 0.0019786+0.00474219j -0.00539312-0.00583279j -0.0254044+0.00051452j -0.0143779+0.00731807j -0.0207545-0.00555725j 0.00628245+0.0113111j 0.0035141-0.00126541j -0.00330177+0.00221946j -0.00164234+0.00230263j -0.000507815-0.0123254j 
0.00749458-0.00924405j -0.00682554-0.00700997j -0.00774117-0.0140211j -0.00715453-0.00827456j 0.0155968+0.00647329j -0.00282638-0.00661623j -0.0100775-0.0095658j 0.00370825-0.00577717j 0.017386+0.0056889j 0.00939718-0.00345244j -0.00287046-0.0155574j -0.000868284+0.0150402j 0.00508175-0.00710766j -0.00243836+0.0108823j -0.00801677-0.0152035j -0.0159019-0.00625568j 0.00346257-0.00325631j 0.0114942+0.00627203j -0.00983963-0.00714846j -0.00316229+0.00753595j 0.00617982+0.00474355j 0.00317359-0.0098737j 0.00420955+0.00484501j -0.000962663+0.00678108j 0.0168911-0.00631096j 0.00542143-0.00383191j 0.0047169-0.0126139j 0.0100681-0.00944429j -0.00282006+0.00397431j 0.00441675+0.00761134j 0.00360218+0.0176952j -0.00594433+0.0073966j -0.00414458-0.0180495j 0.014313+0.0047454j 0.00171058+0.00917543j 0.00809356+0.00968275j 0.000262552-0.000929513j 0.0111419-0.0056569j -0.00323256+0.00502196j -0.00257386+0.00484088j 0.000772024+0.00698891j -0.016268-0.00493845j 0.0195133+0.00176592j 0.0094755+0.00553043j 0.00735573+0.0101402j 0.0135055+0.0037923j 0.0122866+0.0160607j -0.00474711+0.0141224j 0.00254816-0.00765753j 0.00499642+0.00224177j 0.00724349-0.0244706j -0.00218382+0.00464056j -0.0130042+0.00858632j 0.00234572+0.0123919j 0.0115953+0.0155887j -0.00436703+0.0111221j 0.00245785+0.00707189j -0.00600726-0.00233726j -0.000959981-0.00315978j 0.0171243+0.00235022j 0.000421626+0.00958153j 0.00608004-0.0130944j -0.00416471-0.00998505j 0.000191865+0.00128324j 0.00618208-0.00298763j -0.00534303+0.00416667j -0.000681376-0.000904113j -0.0161804-0.00111765j -0.00574422-0.0220735j -0.00728491+0.0018793j -0.00473717+0.0211596j 0.00650218-0.00561774j 0.000905611-0.00716816j 0.00513289-0.00808411j 0.0010208+0.00322272j 0.0122681+0.00284439j 0.00253055-0.00422565j -0.00678626+0.00322158j -0.00745703-0.00340084j -0.0200398+0.00999873j 0.0100015+0.00319426j 0.000455662+0.00815484j -0.000677564-0.000674939j -0.00169205-0.0132041j 0.00511474-0.00636685j 0.0115267+0.00118314j -0.00697207-0.00840772j 0.0050229-0.00136411j 0.00453811+0.0238853j -0.00492506+0.00213679j -6.77213e-06-0.00093147j 0.011244+0.00507892j -0.00362084-0.0267877j 0.00687146-9.67504e-05j 0.0041927+0.0150458j 
0.00206541-0.0195948j -0.0125867+0.00459369j 0.012491-0.0118966j -0.00796725+0.00279674j -0.0141954+0.000200557j 0.00332492-0.00280655j 0.0348989+0.0171505j 0.0209769-0.00537611j 0.0170495+0.0260119j -0.00876735+0.00951769j 0.00656756-0.000237488j -0.0165445-0.00320626j -0.00254332-0.0122582j 0.00746741+0.00143209j 0.0111121-0.00543895j 0.0177741-0.0123591j -0.0133363+0.00853464j -0.0106127-0.00729468j 0.00252233+0.0094265j 0.00944222+0.000687733j -0.00746458+0.0104353j -0.00340881+0.00501114j -0.00217142+0.0109175j 0.000357746+0.0201726j -0.0112368-0.00181151j 0.00755094+0.00440901j 0.0158353-0.0130784j -0.00177895+0.00763211j 0.0014919+0.00751597j 0.00849533+0.00233971j 0.00695388+0.0228391j 0.00722585+0.00428326j -0.00819971+1.00726e-06j 0.0100718+0.0177336j 0.0185417+0.010277j 0.00758903-0.00460736j 0.0199211-0.00470217j -0.0135616-0.013453j 0.0137504-0.00584523j -0.0177643+0.00951351j 0.0143365+0.00597781j -0.0126974+0.00810108j -0.00438884+0.00223695j 0.0143429+0.00605425j 0.00771414-0.00654469j 0.009459+0.00280955j -0.00138115+0.0139955j -0.00621418+0.00413845j -0.00234878-0.0102797j -0.0042189+0.00688174j -0.013884-0.0241176j -0.00626039+0.0109496j -0.00747022+0.00932862j -0.0121977+0.0175969j 0.0189387-0.0119857j -0.00412745-0.0229888j 0.0128856-0.00275444j 0.00647267+0.00441797j 0.00872182+0.0117215j -0.0112532+0.00281157j 0.00596922+0.0253896j 0.015128-0.00637883j -0.0168562+0.0111873j -0.000504291-0.000920021j 0.0134575-0.00803521j 0.0022641+0.0188714j -0.0247602+0.0236494j -0.0161532-0.00658424j 0.0038303+0.00432809j -0.00547569+0.00864974j -0.0230272+0.0219678j 0.0151015-0.00958793j 0.0161119+0.00201982j -0.00457271-0.0395249j -0.00268773-0.00777945j -0.00339849+0.01156j -0.0177745-0.00625962j 0.0173769+0.0181103j 0.0162956+0.00204389j 0.0181136-0.0140434j 0.0113972-0.00793864j 0.00926222+0.00682238j -0.000146727-0.00778438j -0.00672384-0.00813352j -0.018643+0.000501365j 0.00957573+0.00638307j 0.0307713-0.0239347j -0.0240426-0.00273388j 0.015021+0.021487j 0.00120428-0.00531161j 0.0023951+0.000162502j 0.00159318-0.00104249j -7.62785e-05-0.0239638j 0.0070256-0.00497505j 0.00583619+0.0150334j 
0.00721642+0.0045346j 0.00530553-0.00940898j -0.00744334-0.00461186j 0.000401081+0.00635854j 0.013283+0.00494099j 0.00564826-0.00194268j -0.0249052-0.000473502j -0.00802225-0.00940306j 0.0107389-0.00213483j 0.00949567+0.00357656j 0.00658708+0.00357551j 0.00668746+0.0117465j 0.00424339-0.00743002j 0.00672156-0.0104571j 0.00292532-0.00405855j 0.000187784+0.00127842j -0.00407968+0.00868298j 0.00550715-0.00251687j -0.0142079-0.00191954j -0.0015696+0.00406236j 0.011104+0.00202883j 0.00452269+0.00432268j -0.0131164-0.00278645j -0.0107221-0.0156453j 0.0103252-0.00376981j 0.00140028+0.00792473j -0.0073049+0.00407162j 0.00791355+0.0128373j 0.00937726-0.00183409j 0.000559535-0.00604444j -0.000243414-0.00167021j -0.0147782+0.000392314j -0.00386811+0.00639442j 0.000568298+0.00919957j -0.0049797-0.00358197j -0.0117172+0.00429267j -0.0106144+0.00356777j 0.00830683+0.00692868j -0.00371866+0.0038488j 0.0169966-0.0159503j 0.00160426-0.0008006j 0.00596403-0.00703277j -0.00122777+0.016898j 0.00852641+0.0151733j 0.0107831+0.00833783j 0.00220767-0.00896492j -0.000244507-0.00685602j 0.0103213+0.0171231j -0.000106627-0.0206702j -0.0022628+0.0078159j 0.00232822-0.00803882j -0.00637744+0.0134945j -0.0196229-0.0111103j 0.0107879+0.00143951j -0.00575226-0.00285632j 0.0131257-0.00789989j 0.0103167-0.00172194j -0.0179626-0.00728581j 0.00562573-0.0109116j -0.0103475+0.0121511j 0.0161163+0.00436373j 0.00818702-0.00613852j 0.0159378+0.0065986j -0.00414559-0.00863451j 0.00153999-0.00880594j -0.000325587-0.0135259j 0.00502901+0.000878272j 0.00568452+0.00265606j 0.000273309-0.000306097j 0.0232344+0.0273604j -0.0218998+0.0149853j 0.0202264-0.0110392j -0.0082019-0.0129333j 0.0109662+0.00369216j -0.0248673-0.000393937j -0.00421495-0.000880891j 0.0220304+0.000536212j 0.0156848+0.000496088j -0.016193-0.0167597j -0.00886071+0.0224195j 0.0101337+0.00269606j 0.00458135+0.0155524j 0.0134351-0.000319962j -0.00903605-0.0137473j -0.0128664+0.00230818j -0.0178199-0.00220564j -0.00489161+0.00490488j 0.00944731+0.00563653j 0.0118469+0.0139522j 0.0055602-0.00873608j 0.00147331+0.00793919j -0.00588238+0.00679623j 0.00628959-0.0112408j 0.0122612+0.00217873j -0.000403144+0.0124932j 
-0.0084214+0.0169417j 0.0101274+0.00436863j -0.0205722+0.0243264j 0.00399978+0.00477356j 0.00522015-0.0144113j -0.00334168+0.00836407j -0.00931637+0.0274167j -0.00732592+0.00565414j -0.0139233-0.0290547j 0.00402747-0.00283281j 0.00233663+0.000161024j 0.00271751-0.00149799j 0.00400615+0.0130256j 0.000886874-0.00114605j 0.00698664+0.0166416j -0.000426342-0.00432208j 0.00286131+0.0045837j -0.00598621-0.00579344j -0.0027507+0.01395j -0.0032492-0.00599605j -4.85346e-05+0.00609159j 0.00115104+0.0074501j -0.0083289+0.00607051j -0.0137464-0.00158616j -0.0103188-0.00117278j -0.00367534-0.000622588j -0.0123093+0.00320054j 0.00754127+0.012839j 0.00604305-0.00103521j 0.00608914-0.00038624j -0.00936232+0.00116039j 0.00256337+0.00357751j 0.00489171+0.0172687j -0.00650507+0.00809153j -0.00876833-0.00507733j -0.00694372-0.0149528j -0.0125115-0.00695144j -0.00352921+0.00635249j -0.00455612-0.0238404j -0.00602522-0.00652976j 0.00639628-0.00215675j -0.00136257-0.00454458j -0.00170607+0.00877788j 0.00076655+0.00380102j 0.00731757-0.0166971j 0.0103649-0.0178006j -0.00530848-0.00397366j 0.0142946+0.00552713j 0.00280103-0.000900119j 0.0206757+0.0122026j -0.00183031+0.0146432j -0.0134373+0.0296091j -0.00984142-0.0186873j -0.00948441-0.0117527j 0.0130961-0.0187253j 0.00210038-0.00992325j 0.003298+0.0352458j -0.00269067-0.00882474j 0.0145635+0.00755691j -0.00226926+0.0117386j -0.000324157+0.018335j -0.00404913+0.0143847j -0.0109599+0.0160313j -0.0116641-0.00145125j -0.0260128-0.0141845j -0.019434+0.0163616j -0.0149216+0.0120749j 0.0100172+0.00749412j 0.00455945+0.00239617j 0.000604876-0.00541759j 0.00513286+0.00440197j 0.0151595+0.00327741j 0.00682911+0.0107202j -0.0098734+0.00100728j 0.0284155+0.022156j 0.000583881+0.00387826j 0.00300206+0.0104742j 0.00359583-0.00450434j 0.00312913-0.00118055j -0.00627925-0.0161017j 0.00207804+0.0171671j 0.00436323+0.000659473j 0.00119729+0.0159854j 0.00728047-0.0129917j -0.00413749+0.00552935j 0.00771725+0.0207208j -0.00968058+8.06843e-06j 0.00335559-0.00993551j -0.0103144-0.00731961j 0.00517665-0.011402j 0.00147571+0.00343772j -0.0124056-0.00367623j 0.00234776+0.0257646j -0.00708738-0.00232181j -0.00357347-0.0150811j 
-0.000205661-0.00259237j -0.00516666-0.00457913j -0.010948+0.00602729j 0.00859751+0.0188021j 0.00181219+0.00598673j -0.00613772-0.00812303j 0.00574779-0.0223557j 0.00866384-0.00960326j -0.00160482+0.0158661j -0.00101785+0.00205853j -0.00592209-0.00707517j -0.0043533+7.69606e-05j -0.00629576+0.00152658j 0.00458795-0.0120703j 0.00165359-0.00745694j -0.00397474+0.000163798j -0.00724364+0.0119381j 0.0125552+0.000944703j -0.0107515+4.00973e-05j -0.00412915-5.74159e-05j -0.00294129+0.0119183j -0.0182258+0.0143084j -0.00973624+0.00839191j -0.00447642+0.012651j 0.0141718+0.0004183j -0.017764-0.0139642j 0.000194007-0.00147322j -0.00299711-0.0147637j 0.0150437+0.00164842j -0.00529068+0.00800895j -0.00401102-0.00540448j -0.000548543+0.00964456j 0.0125544-0.0128942j 0.00634007+0.0157202j -0.0146414+0.00120225j -0.000227681-0.0143354j 0.0143863-0.0103991j 0.00310897-0.00939284j 0.00118252-0.00129721j 0.00732227-0.000102156j 0.00184056-0.0046722j 0.00889957-0.00577306j 0.0191988-0.00986021j -0.00353364+0.0108611j 0.00390318+0.00283093j 0.00187906-0.0174479j 0.000377644-0.00211865j -0.0101538-0.00814534j 0.00874508-0.000787298j 0.00157003+0.0110929j -0.0148498+0.0180307j -0.00622324+0.0101474j 0.00655367+0.00623104j 0.0119862-0.0196271j 0.000335399+0.00828015j -0.00412825+0.00943777j -0.00955046-0.0133108j 0.0013441+0.00242205j -0.0232894+0.000745088j -0.00286774+0.0200905j 0.00108705-0.00744172j -0.0111647+0.0126957j 0.0153959-0.000857283j 0.0171066-0.0127914j -0.00540252+0.00753134j -0.0196184-0.00320307j -0.00916474-0.00321566j -0.00814547+0.00217299j -0.00284294-0.00827053j 0.0145118-0.0105241j 0.00402195-0.0127844j -0.020147-0.0106569j 0.00239367-0.00719285j 0.00122727+0.00983872j 0.00260343-0.0155298j 0.0113279-0.00627564j -0.00511277+0.00559766j -0.00935743+0.0140924j 0.00010944+0.00813117j 0.00348123+0.0104332j 0.0116882-0.00712669j 0.0153737+0.00269578j -0.0324688+0.0108866j 0.00488157-0.00927662j -0.00393475-0.00960022j 0.00386133+0.0026276j -0.00698669-0.00442912j -0.019626-0.0165992j 0.00333431-0.00907537j -0.0155045+0.00363033j 0.0112531+0.00443095j -0.00117529+0.00816714j 0.00967909-0.0109272j -0.00171311-0.00278701j 0.00110163+0.000612237j 
