-0.080201+0.0487919j -0.0528639+0.0421771j -0.0959151-0.0221241j 0.0526947+0.0136643j -0.0343711-0.0108127j 0.0220111+0.00436062j 0.0492259+0.0148716j -0.0445999-0.0696505j -0.00367127+0.0217184j -0.000787859+0.00300576j -0.0111768-0.0234787j -0.0285101-0.0224787j 0.00783071+0.0576597j -0.00158935+0.0238554j -0.00378836+0.0239521j -4.7835e-05-0.0120488j -0.00222741-0.0122309j -0.00522951+0.0042661j 0.0155511+0.00214699j 0.0111214+0.0139203j 0.00108721+0.0220525j -0.00571778+0.00440208j -0.0173667+0.0235773j -0.00980953+0.00617882j 0.00259037+0.0166957j 0.00748503-0.0407599j 0.0030636-0.00443844j 0.0106625+0.0460004j -0.00755818+0.00202637j 0.0127672-0.0110129j -0.0159414+0.0308488j 0.0081367-0.0168243j -0.0293887+0.0115782j -0.035111+0.029033j 0.00623633+0.00124414j -0.00856199+0.0279468j 0.0134447-0.00657556j 0.00543211-0.0165738j 0.0422392-0.0651322j -0.0123784+0.00517939j -0.0292243-0.0139108j -0.000163383-0.0387197j -0.0488709+0.0387892j -0.0478833+0.0188141j -0.133536+0.0524963j 0.0542349+0.134269j -0.0970146-0.0338515j -0.00627432-0.0705583j -0.0993682-0.0354428j -0.0617952+0.0725559j -0.0173821+0.114396j 0.00833644-0.00561326j 0.0571546+0.0222212j 0.034922-0.125303j -0.0258545+0.0125405j -0.102356+0.133531j 
0.00225831+0.0180765j 0.0108681+0.00949232j -0.00453794-0.00174747j -0.00749968-0.0111211j -0.00540098-0.00885582j -0.00708788+0.0134884j -0.00289482+0.0081598j 0.00284932-0.00258331j 0.00176988-0.00803317j 0.0118839-0.00508313j 0.0125087-0.00385025j 0.000527742-0.00268837j 0.00128599+0.0322467j -0.00344046+0.00582673j -0.0153574+0.00335452j 0.0129234-0.00825843j 0.00647025+0.0182082j -0.00353608+0.00460425j -0.00332964-0.0251289j -0.00281391-0.000264858j -0.0144671+0.0121982j 0.0105413-0.0124845j 0.00542552+0.00540829j 0.00377241-0.0203233j 0.00382092-0.000334696j -0.00813765-0.0164467j -0.0200031-0.018953j 0.0127856+0.0124572j 0.0183757-0.0308707j -0.00594956-0.00618621j 0.00842112-0.0106604j 0.0250855+0.00289728j -0.0416593-0.00442056j -0.00977624+0.0303229j -0.00384733-0.0344j -0.0108403-0.0169648j 0.00963803+0.00418157j -0.0148063+0.00370594j 0.0130071-0.000354272j -0.00553699+0.0105557j 0.00874642+0.0110981j -0.00381147-0.0120294j 0.00127699+0.000128302j 0.00121244+0.0106422j -0.0216805-0.00116322j 0.000601331-0.00663531j 0.0086399-0.0098063j -0.0181436+0.000376559j 0.00766053+0.000430573j -0.000471242+0.00767032j -0.00603912+0.00346738j 0.000495157+0.00429989j 0.00121404-0.00780102j 0.00680145-0.00361755j -0.00117281+0.000135991j 0.00334141+0.00275607j 
-0.0112726-0.00916627j -0.0121144+0.00956202j 0.00450708+0.00579463j 0.0144324-0.000304585j -0.00594568-0.0039037j -0.0198057-0.00354147j -0.00667219-0.00220735j 0.00281639+0.00451967j 0.00768268+0.00757515j -0.00654896-0.00402361j 0.00299026+0.0033348j -0.000139056+0.0156117j 0.0112168+0.00480852j 0.00366323-0.0102548j 0.00336499+0.000770344j 0.0102478+0.00335371j -0.0147003+0.00853677j -0.00857981+0.00852517j 0.00358152-0.0118204j 0.0101819+0.0251316j 0.00736847+0.00201009j -0.000103625+0.00133029j -0.0197451-0.00855194j -0.000508861-0.00341378j 0.0105928+0.0310207j -0.00133887+0.00776508j -0.0151924+0.0212151j -0.00572937-0.0125708j -0.00120299+0.00513078j -0.0206885+0.0067277j -0.0104275+0.0166676j -0.0292754+0.0411673j 0.0207369+0.00272538j 0.00639001+0.0158257j 0.00318288+0.0107959j -0.00218663+0.0126535j -1.26528e-05-0.0191861j 0.0047946-0.021939j -0.0231767-0.000608093j 0.00381362-0.00120869j -0.0169697+0.00100479j 0.0252071+0.00260978j -0.000816511-0.00490887j 0.000484665-0.0115038j -0.00849334+0.00545375j 0.00136385-0.00367625j -0.00023225-0.0131837j -0.00347658-0.00470718j -0.0161714+0.00398199j -0.00663125-0.00993598j 0.000761649+0.00254381j -0.00241545+0.00691726j 0.00599289+0.000387945j -0.00414222-0.00535745j 0.00446228+0.00241535j -0.00491543+0.00683794j 
-1.2753e-05-0.00937878j -0.0105152-0.00367278j -0.00432828+0.00238867j -0.0137836+0.00353486j -0.0102119+0.000709308j 0.00334168-0.012817j -0.0222814+0.0114574j -0.00671323+0.00420334j -0.0066872-0.00868267j -0.0231161-0.00138575j -0.0123869-0.0096612j -0.00800848-0.0177495j 0.00647619-0.000973158j -0.00857667+0.0225378j 0.00143813+0.00529386j -0.000122896+0.0103478j -0.00181076-0.0150403j 0.00595961+0.0117146j 0.0185238+0.00405702j 0.0202599+0.00730314j -0.0224506+0.0117845j 0.0132531+0.0177804j -0.00397216-0.0242161j 0.0113308-0.0222254j 0.00557255-0.00937135j -0.00386339+0.008707j 0.00996334+0.00186982j 0.0242114-0.00153594j -0.0266833-0.0102031j -0.0024393+0.0126843j 0.013131+0.0101004j -0.00965406+0.025438j 0.0115298-0.0087975j -0.00832507-0.00562641j -0.010501-0.0138981j 0.0257744-0.00347749j -0.00771625+0.00517913j 0.00369414-0.0111666j -0.0282646+0.00111613j -0.0196357-0.00943265j -0.00934748-0.00341583j -0.0116606+0.0082333j -0.0104105+0.00209895j -0.0169977-0.00858301j -0.00317578+0.0116218j -0.00517442-0.00331915j 0.00565456+0.00579771j -0.00106519-0.00765683j -0.00288272+0.0114969j 0.00370547-0.000299193j 0.00188119-0.00797327j -0.00774793+0.000698575j -0.00500359-0.00120633j -0.00680979+0.00282959j -0.00381077+0.0139641j -0.00278988-0.00657266j 
-0.013529-0.00757335j -0.0180675+0.000108704j 0.0246928+0.00514035j 0.0194168+0.000288667j -0.0211915-0.00750018j -0.0153397+0.000465384j -0.01183+0.00980365j 0.00466102+0.00693537j 0.0108583+0.00571648j -0.00825914+0.0130684j 0.0105402+0.00264496j -0.015292+0.0185474j 0.00171889+0.00881346j 0.00897187-0.00845891j -0.0139876+0.000558727j 0.0106444+0.00446257j -0.0230866-0.00150391j 0.00392724-0.00360805j 0.000815747+0.0260072j -0.0154747+0.0123222j 0.010829+0.00705013j -0.00676754+0.00863j -0.00278772+0.0147054j 0.00774568-0.023073j -0.0209182-0.0254721j -0.0064113-0.00480859j 0.00595735+0.00854694j -0.00643442-0.0106468j -0.0168187+0.0159159j -0.0201926-0.00761468j -0.00756559+0.0075016j -0.00621253+0.0111491j -0.00113276-0.00827858j 0.00905649-0.0126979j 0.0149493-0.0066502j 0.0110922+0.0101085j 0.0095487-0.00622305j -0.0135489-0.00867749j 0.0140923-0.00624943j 0.00613692+0.0116828j -0.00640317-0.00710665j -0.00983196-0.00213246j -0.0171003-0.00306626j 0.00708975-0.00782929j 0.0103614-0.00139941j -0.00769234-0.0132649j 0.00390658-0.0116379j -0.00377791-0.00358355j -0.0101507-0.00399815j -0.00487962-0.00891076j -0.00854142+0.00385625j -0.00241721-0.00120274j -0.00791416+0.00431896j -0.000620137-0.0105876j -0.00287811-0.00104505j -0.00861543-0.00167764j 
0.0129568-0.014592j -0.00936727+0.0098457j 0.016643-0.00771257j 0.00638225-0.00070507j -0.000136877-0.0175926j -0.00391183+0.0228242j 0.0123578-0.00462982j 0.000342523+0.00523709j -0.00362443+0.00727886j -0.00920617+0.00456596j -0.00322107+0.00383679j 0.00977917+0.0219435j 0.00372668-0.00733054j 0.0190124-0.0315855j 0.00593897-0.0115783j 0.00530072-0.009129j -0.00793598-0.0103623j -0.0192402-0.0136841j 0.00924753+0.0154031j -0.0168722+0.00245292j 0.0098248+0.00194287j -0.00842199+0.00437734j 0.00554603+0.00239812j 0.00440703+0.0129166j 0.00157595+0.0100533j -0.0326097+0.0170109j -0.00121325-0.0186742j -0.0274378-0.0439253j -0.00291735+0.0012905j -0.00471905-0.0107853j 0.0225168-0.00547217j 0.00251936-0.00394142j 0.00384007+0.00337418j -0.000281686+0.00653978j -0.0152512-0.000710937j 0.00251217-0.00229153j 0.000187453-0.000177062j -0.00344518+0.00931906j 0.00471359-0.0061717j -0.0224225+0.00684222j 0.0102995+0.000825081j -0.00941085+0.00306293j 0.00964741-0.00163145j 0.000486583+0.00840139j -0.00668701-0.00850868j 0.00466952-0.00472991j 0.00968947+0.0109097j 0.0068116-0.00431099j 0.00792386-0.00557654j 0.00388764-0.00286579j -0.0116581-0.00445479j 0.00449581-0.014381j 0.00364477-0.00327182j -0.00387821-0.00577111j 0.00746966-0.000251469j -0.00142749-0.00299475j 
0.0122418-0.000364521j -0.00252191-0.0131232j -0.00652917-0.0110187j 0.00156439+0.0113465j 0.00168297+0.000275988j -0.00369989-0.00893129j 0.00344368+0.00519109j -0.000832253+0.00604821j 0.00924143+0.0102957j -0.00556974-0.000824692j 0.00725432+0.00528997j -0.0101814+0.00957324j -0.000614713-0.0101678j -0.0205633-0.0115803j 0.0223296-0.00279192j 0.00337194-0.0105516j -0.00680853-0.00848678j -0.000797615-0.0233627j 0.0076747+0.00446217j 0.00817713+0.0172743j -0.000833451+0.0213484j -0.00566552+0.010319j 0.00254674+0.0172609j -0.018097-0.0300402j -0.00540628+0.00600808j 0.0172813-0.00640004j 0.0169971-0.00169982j -0.00852779+0.002735j -0.00335974+0.0545235j -0.0159984+0.0210174j -0.012373-0.00713303j -0.00479934+0.000114198j 0.0227208-0.0227496j -0.00252963+0.022488j -0.0157481+8.26824e-05j 0.00520662-0.021862j 0.00675287+0.013445j 0.00405894+0.00517712j -0.0036977-0.0132347j -0.00542559+0.00241381j 0.00896427+0.0109882j 0.00175995+0.0156986j -0.0124355+0.0113765j 0.00382631+0.00285099j -0.00173955+0.00904148j -0.00202618+0.00195397j -0.00634071-0.00602493j -0.00434624+0.0105438j 0.00150969-0.00637599j 0.00356374-0.00842163j 0.00902299-0.00183738j 0.00376045-0.00295283j -0.00133656+0.00357971j -0.000340259+0.00178249j -0.000804576-0.00605154j 0.00259024-0.0032774j 
0.0173572+0.000219287j 0.00568108-0.00228218j -0.0339554-0.00766594j -0.0260053+0.010368j 0.00803734+0.0103021j 0.0128613-0.00533085j 0.00635063+0.000277664j -0.01062-0.00257065j -0.00603825-0.0100586j -0.00230195+6.62009e-05j 0.0176811-0.0218345j 0.00288776-0.000770236j 0.00539788-0.0133963j -0.00292949+0.00670561j 0.0168481-0.00848384j 0.00714201+0.00921588j 0.00793127+0.00373977j 0.0296426-0.00450204j 0.00431029-0.00584224j 0.0259211+0.0240665j -0.0149785-0.00684015j -0.00420968-0.0194469j 0.0305816+0.0115156j -0.0135063+0.00434029j 0.0212573-0.00378669j 0.00638434-0.00874945j 0.00722913+0.00778691j -0.00380285+0.0161091j -0.0193982-0.0079319j -0.000498893-0.00436249j -0.00403556+0.0110038j 0.0130656-0.020062j 0.0151392+0.0154483j 0.0115998-0.00868501j -0.00383584-0.00123669j -0.00252748+0.00292934j -0.0135685+0.0042576j -0.00269974-0.0124976j -0.0126005-0.00109715j 0.00983634-0.0156327j -0.000242352+0.00815165j -0.014519+0.00664955j 0.000508123+0.00249024j -0.004274-0.00187298j 0.00263437+0.000730637j -0.000912919+0.00585593j 0.00238632-0.00220749j 0.00509978+0.00789602j 0.0069575+0.00371728j 0.00356017+0.00128368j 0.0144006-0.0121601j 0.00732416+0.00127084j 0.00416037-0.0107244j -0.000952877+0.014248j -0.00257028+0.00615217j 0.0105558-0.00102893j 
-0.000764717+0.0173606j 0.0219703-0.00106295j -0.0117905+0.00065651j -0.0020722-0.00940601j 0.0204726+0.0144387j 0.0131599+0.00529063j 0.0147018-0.00138555j 0.00717174-0.0100071j -0.00163943-0.0211805j 0.00458604+0.0045727j -0.00711865-0.0155876j 0.0343953+0.0107705j 0.00500702+0.00313788j -0.00985484-0.00341907j -0.00355103+0.0179534j -0.0363986-0.0130799j -0.0111753-0.00826402j 0.00962962-0.00603267j 0.00601923-0.0146103j 0.00472151-0.00773617j 0.0204489+0.00471425j 0.00176582+0.037961j 0.0117765+0.000416492j -0.0208751-0.00159659j -0.0144251-0.0154699j -0.0322685+0.0331097j -0.000386219+0.0019652j -0.0289444+0.0124019j 0.0107787-0.00564855j -0.000308364-0.0154327j -0.00402736-0.00109491j -0.00165776-0.00328438j -0.00897455-0.00658512j -0.0093996-0.00644422j 0.0149345-0.0120607j -0.0205409-0.0132427j -0.0061843+0.00760046j -0.00721514+0.00386352j 0.00663338+0.00720866j -0.00690485+0.0122467j 0.000150388-0.00923314j 0.00616793+0.00452277j -0.00782511-0.0107497j -0.00679285+0.00240275j -0.000710503-0.0130082j -0.00260609+0.00244426j 0.0108757-0.00106831j 0.00329462-0.00475455j 0.00235778+0.00299006j -0.000691156+0.0136314j -0.00282673+0.00283261j -0.00303688+0.00325583j 0.00406464-0.00137163j 0.00983784+0.0045073j -0.00223623-0.00794912j 0.00497419+0.0054555j 
-0.0173489-0.00414538j -0.00266555+0.0107889j 0.0270181+0.00308144j 0.00981886-0.00852676j -0.00343417-0.00726341j -0.0044072-0.00583074j -0.00532067-0.0208937j 0.00658214-0.00299448j -0.00671248+0.0147846j 0.00210769-0.00758738j -0.0262675+0.0155806j 0.0119585+0.0138376j 0.0119946+0.00695189j 0.00371082+0.00626471j -0.0188054-0.0113167j 0.0239759-0.00601262j 0.00269436+0.00565964j 0.016954+0.0147272j 0.00234778-0.0182032j -0.020521-0.0341685j 0.000207409+0.0146657j -0.0082173-0.00285174j -0.0158931+0.0226589j -0.0232075+0.0106453j -0.0184451-0.0280484j 0.0140762+0.0192134j 0.00528366-0.00161269j -0.00109767-0.00605552j 0.0119326-0.00403642j 0.0187644+0.0218486j -0.00494552+0.00582741j -0.00904373-0.0176038j -0.0091309+0.00859881j 0.00987691-0.0290864j 0.00857189+0.000746244j 0.00616402+0.00490367j -0.00944454+0.0156965j -0.00707197+0.0048629j 0.00723519-0.00755951j 0.0048243-0.00823009j -0.00848589+0.00197685j -0.00471347+0.00561361j 0.00837515-0.00262761j -0.00902307-0.00735741j -0.0103324-0.00481651j 0.0105758+0.00322884j -0.00176244-0.00168387j -0.00655978-0.00788603j -0.00704566+4.85244e-05j 0.000138272+0.00438865j 0.00619737+0.0114773j -0.00207069-0.000108196j 0.00185231+0.0106213j -0.00340728-0.00651157j 0.00743177-0.00201718j -0.00477059+0.00540429j 
-0.00659037-0.011839j -0.00130066+0.00192612j 0.0136113+0.0091761j -0.0114814+0.00159075j -0.00969743+0.00848287j -0.00289113+0.0111572j -0.00448497-0.0132727j -0.00954186-0.00184626j 0.014839-0.00235659j -0.0182151-0.0174838j 0.00731308-4.70375e-05j 0.0176023+0.000601259j -0.00510314+0.00162683j 0.0106362+0.011947j 0.00699815-0.0237536j -0.000400103-0.00583376j 0.00705154-0.0112146j -0.0289873+0.00735052j 0.00906974+0.0198521j -0.013419+0.0202221j -0.0135579-0.00240201j 0.000281496+0.038787j 0.0112438+0.0115257j 0.0176532-0.00407851j 0.0166952-0.0132557j -0.0187348-0.000458057j 0.0105364-0.00631039j 0.000387638-0.0004471j -0.0221366-0.0236584j 0.00591334-0.0126598j 0.0125187-0.0163145j 0.00471681+0.00489396j 0.00179547-0.0135425j -0.0102717+0.00172654j 0.00943278+9.77055e-05j -0.00167224+0.00111513j 0.00259022+0.00636804j 0.00159062-0.0154622j -0.0028925-0.00254101j 0.00760592-0.00230956j -0.00661729+0.007304j -0.00129446+0.00782603j -0.00821241+0.000245842j -0.00872351+0.00884465j 0.00531924+0.00549092j 0.00736327-0.00767693j 0.00624361-0.00437645j -0.00245396-0.00536091j -0.00432679+0.010492j -0.00137115+0.000673022j 0.00287522-0.00271949j 0.00673661+0.00163874j -0.00631195-0.00516261j -0.00473157+0.00285469j -0.0026352+0.00502607j -0.00472098-0.00740671j 
-0.012496+0.00218719j -0.0136196+0.0141293j -0.00585203-0.00127385j 0.00433589+0.0064291j -0.00401913-0.000540721j 0.000542885-0.00101547j 0.0138796-0.0166728j 0.00516973+0.000441714j -0.0208159+0.0046702j -0.00615797+0.011108j -0.00542543-0.00930181j 0.0117868+0.025972j 0.00958702+0.00601726j -0.0146393+0.0149078j 0.0387976+0.00351035j -0.00792146+0.00202499j 0.013811-0.018896j 0.00501158-0.0254955j -0.00343309+0.0125672j -0.0199302+0.00390479j -0.00525638-0.0286656j 0.00978179+0.00678627j -0.00451024+0.00223609j -0.0164538-0.0190363j -0.000388889+0.020651j -0.0128165+0.00380823j 0.0167306+0.00649137j -0.00964026+0.000439455j 0.000272522-0.0194537j -0.00357954-0.0149846j -0.00732322+0.012183j 0.00606967+0.0210645j -0.0116469-0.000683062j 0.00345947+0.000138132j -0.0163398+0.00139707j -0.0128056+0.00628891j -0.00850638-0.00052725j 0.00542163-0.0100825j -0.00571552+0.00294243j 0.00328857+0.00450575j 0.00113939-0.0027141j -0.00823465-0.0048338j -0.00812753+0.000186373j -0.000732186-0.00777046j -0.00542257-0.00468537j 0.00575141+0.0052596j 0.00837044-0.0050866j -0.00258323-0.0111768j -0.0155535-0.00214133j -0.00560409+0.00917358j 0.0120104+0.0112735j -0.000175056-0.00186242j 0.00596586+0.00100375j 0.000920471-0.00171751j -0.00255365-0.000362029j 0.00430364+0.0100351j 
-0.0080776-0.0141368j -0.00141795+0.0163009j 0.0116681+0.0096023j -0.0061926+0.000256846j -0.0186189+0.00814369j -0.00677201-0.0151338j -0.0244541-0.0174787j -0.0129702+0.00772034j -0.00179168+0.0128808j 0.025708-0.0316038j -0.0320885+0.0106699j 0.00964415-0.0014545j 0.00369071-0.00953911j -0.00193228+0.0034194j 0.00250103-0.00101379j -0.022508+0.0288928j -0.0166415+0.014686j -0.0098951-0.0253105j -0.0106314+0.00608939j -0.00422041-0.0177469j 0.0271239+0.0106584j 0.00963501+0.0301961j -0.00829251+0.00118115j 0.00415429+0.0395892j 0.00210881-0.00902096j 0.00350746+0.0260373j 0.00851205+0.0109143j -0.00472201+0.00100795j -0.00797671+0.00388203j -0.000440829+0.00208296j 0.0107234+0.00460985j 0.0105355+0.00663064j 0.000873925-0.00569085j 0.0139272+0.000999724j -0.000733027-0.00718793j -0.000362344+0.000421153j -0.00100436+0.00862678j -0.00421478-0.0176989j 0.000226099+0.00599862j 0.00390579-0.000211852j 0.00369144+0.00233956j -0.00256147-0.0067829j 0.00624764+0.012121j -0.00385255-0.00647117j 0.00603762+0.00262473j -0.00305971-0.000249778j -0.00809841+0.00648644j -0.00780118+0.00910624j 0.015794+0.00965278j 0.000454356-0.00568264j 0.00598761-0.0149022j 0.0122105+0.00123256j 0.00428416-0.0058741j -0.00712489+0.00504855j 0.00761366+0.0132271j -0.000627517-0.00137984j 
-0.00727178-4.649e-05j -0.0223421-0.00127006j -0.0224217+0.00156846j -0.00291701+0.0254276j -0.0112823+0.00138959j -0.00884364+0.00672835j 0.00934643+0.0144586j -0.00922663+0.0180377j -0.0215939+0.00861158j -0.0258324+0.00221381j 0.0226042-0.0184558j -0.0109291-0.0275564j -0.00649538-0.000662829j 0.0289487+0.0202318j 0.0236659+0.0137565j -0.00555363-0.0190423j 0.00269472+0.00555458j 0.00956474+0.0190089j -0.0262966-0.00544871j -0.00761227+0.0264342j 0.0222319+0.0161143j 0.0198982+0.010614j 0.0209198+0.0281785j -0.0146399-0.00268282j 0.0058371-0.00447544j 0.0184204-0.00212857j 0.00935905-0.00124465j 0.00925332+0.000858268j 0.00310142+0.022393j 0.0119959+0.0070835j -0.0174552+0.017952j -0.000209546+0.000497377j -0.00403349-0.000497586j 0.0177186-0.00421482j 0.00044247-0.00667441j 0.00166492+0.00219093j 0.00735301-0.00104188j -0.00409629+0.00761474j 0.00222003+0.00216959j -0.000570099+0.00179217j -0.00196774-0.000854806j -0.000272615+0.00189416j 0.00053711+0.00131105j -0.000602845+0.0112611j -0.00369411+0.0164504j -0.003858+0.00329322j -0.00446368-0.0117326j -0.00298624-0.0120198j -0.0090772+0.00288501j -0.00471439-0.0123069j 0.00429161+0.00272832j 0.00607731-0.0034875j -0.00524128-0.00706415j -0.00568134+0.00743021j -0.0145429+0.00441276j 0.00201303-0.00322672j 
-0.0157073+0.0118218j 0.00135081-0.00385705j -0.00902256+0.00382162j -0.000874719+0.0104368j -0.00725653-0.0176662j -0.0209433-0.0234711j -0.00481495-3.11964e-05j -0.00320452+0.0171298j -0.0139772+0.0200212j -0.00983948+0.0241348j -0.0115653-0.0115107j -0.0268332+0.0233233j -0.0166327+0.0203706j -0.00318426+0.0116086j 0.0206639+0.0140065j 0.0159125+0.0365542j -0.00197418+0.000712702j 0.00370092+0.0132979j 0.0097494+0.00234691j -0.00783925-0.0124894j 0.0087019-0.0149517j 0.00135908+0.0139384j -0.00820912+0.00206826j 0.0115196-0.0147854j -0.0135907-0.0166552j -0.0105439+0.0026632j 0.0156976+0.00675834j 0.00370479-0.00284984j -0.00763493-0.0136051j 0.0181579-0.0115427j -0.00665957-0.0119815j -0.0150457-0.011861j 0.00389442+0.00742184j 0.00231284-0.00269946j -0.00889818+0.00592877j -0.00355005-0.00698264j 0.00495679+0.00122467j 0.00952149+0.00675094j 0.00541054-0.00764222j -0.00831692-0.00377728j 0.00279341+0.00548078j 0.00818798-0.00163442j 0.00916357-0.00736923j -0.00323213+0.00149844j 0.000664281+0.0052015j -0.00941727+0.00191894j 0.00852985-0.00355209j -0.00463743+0.00465297j 0.00228573-0.00642577j 0.0042807-0.0104722j -0.00189198-0.00351966j -0.00557422-0.00863758j -0.00407217+0.00819161j -0.0051493+0.00279931j -0.00432413-0.00270849j -0.000563728+0.00440148j 
0.0153979+0.009482j 0.0128872-0.0072346j 0.00748953-0.0108785j -0.000879917-0.00511356j 0.00108572+0.00893372j 0.0192392+0.0212809j 0.000152398+0.0037059j 7.40478e-05-0.0160069j 0.0231522-0.013865j 0.013509+0.00179945j 0.0278046+0.0122491j -0.0164792+0.00254082j 0.004115-0.000230495j -0.0197393+0.00911257j 0.00674057-0.0216101j -0.0282262+0.0146728j -0.00247798-0.0137393j 0.00871522-0.00833376j -0.0360586+0.0297772j 0.0107205-0.00073512j 0.0279523+0.00497637j 0.00998366-0.0113452j -0.00159462+0.0165426j -0.0123413-0.0118104j -0.00029317-0.018692j 0.0101579+0.00923976j 0.00123123+0.00577422j -0.00374473-0.0057038j -0.000634408-0.000225384j 0.00399754-0.0197586j -0.00877502-0.00256996j -0.00193464-0.000157732j -0.00176291+0.0112605j -0.0079179-0.000700728j 0.00143517-0.0213477j -0.000399607+0.00242898j 0.00372867+0.000577628j 0.00725194-0.0034625j -0.0136027+0.00823957j -0.000424857+0.00476586j 0.00116739+0.00291187j -0.00841845+0.00224684j 0.00161508-0.00339895j -0.00734534+0.0100767j 0.0087337-0.000109179j 0.00354322-0.00498749j -0.0013054+0.00264612j 0.00906772+0.00510255j 0.00892081-0.00466514j -0.00427769+0.00344115j -0.00561809-0.00186468j 0.00762798+0.00251671j -0.00154474-0.00271053j 0.0125328-0.000152402j -0.000704246-0.00960369j 0.0041947-0.00417019j 
-0.00370936-0.0126748j 0.00487859-0.0231235j 0.0140436+0.015214j 0.00628385+0.00280915j -0.00577653-0.00268695j 0.0226432-0.00486223j -0.0252249+0.0103408j 0.0102691-0.00802642j -0.00542806+0.0048307j 0.00150684+0.00567989j -0.00428942+0.0151379j -0.0110973-0.0162014j 0.00265831-0.0144122j -0.010813+0.0230768j 0.0244464+0.0303423j -0.0154623-0.0015975j 0.00567623-0.00551498j -0.0302003+8.46626e-06j -0.00944082-0.00250669j 0.00618299+0.006373j 0.00503283-0.00499764j 0.0208333+0.0123463j -0.00104975-0.0199993j 0.0210084-0.0106749j 0.00870936+0.00582854j -0.0153508+0.00583516j 0.0150025-0.0047423j 0.0143368-0.00140376j -0.00221424+0.0165298j 0.00796738+0.00629335j 0.00262717+0.00451621j 0.0131517+0.000694206j 0.00386007+0.000711139j 0.0162261+0.00107833j -0.00582916+0.0118172j -0.00220609-0.0101107j -0.000866659-0.00228265j -0.00161734+0.0120541j -0.00260896-0.00110548j -0.00570209-0.00210397j 0.00693626+0.00229768j -0.0125682+0.00766621j 0.0107259-0.00643132j -0.00652989-0.0016012j 0.00272428+0.000169974j -0.00320243-0.000118651j 0.00699458-0.00278745j 0.0103547+0.00690848j -0.00623804-0.00156554j 0.000147915-0.00676913j -0.00233609-0.00314296j 0.00047093-0.00059141j -0.0144296+0.00452163j -0.00579105+0.00727663j -0.00433195-0.00284405j -0.00987577-0.0111859j 
-0.00299326+0.00609638j -0.00784676-0.00177248j -0.00503788+0.00405117j 0.0215661+0.0141466j 0.00823278+0.0246658j 0.00101933+0.0224576j -0.0301491-0.00208613j -0.00963835-0.00306997j -0.0165143+0.0188535j 0.0514102-0.015133j 0.00767377+0.0288391j 0.0143064-0.015555j 0.0331521+0.0229032j -0.0113619+0.0105819j 0.0212812+0.00625709j -0.00320759-0.00449908j 0.00315797-0.0128436j -0.00585192+0.00992605j 0.00689122+0.0176483j -0.00137648-0.00994148j -0.00161648-0.00160522j -0.0199796+0.0144516j -0.0056301+0.0121151j 0.0011899-0.0111992j 0.00358701+0.003621j -0.0140922-0.00813125j -0.00595044-0.0113953j -0.00661939-0.0169883j 0.00533337+0.0011574j -0.00581198-0.0050974j -0.000288194-0.00738891j -0.00163137-0.000284856j 0.00291515+0.00500122j -0.00420288-0.00260629j 0.00632257-0.00420747j -0.0074912+0.00543636j 0.00294525-0.00101704j -0.000440189+0.00283378j 0.00224681+0.00407843j 0.000407654+0.00115214j 0.00537346-0.00692614j -0.00152036+0.00719613j -0.00199561-0.0100396j 0.00175889-0.00826619j -0.00311304-0.00570615j -0.00432546+0.00226432j -0.0104496+0.00203756j 0.00107655-0.0117804j 0.00226004+0.00156037j -0.007314-0.00184565j 0.00446326+0.0037036j 0.0115726+0.000116027j 0.00156058-0.00504382j 0.00773234+0.00492562j -0.00882122-0.00381316j 0.00409232-7.7651e-06j 
0.00736719-0.0119782j -0.0107325-0.00367936j -0.009387+0.00168507j 0.0182605-0.00693567j -0.0159779+0.0328814j -0.0145203-0.0279746j -0.0242519-0.00326338j 0.0212489-0.0188682j -0.0122677-0.00129473j -0.00760852+0.0399049j -0.0333422+0.033401j 0.0220157+0.00491117j -0.00133886+0.029001j -0.00982488-0.0206458j -0.00121758+0.01369j -0.0156634+0.00442051j -0.0178499-0.00614386j 0.0122155+0.0119267j -0.00596796+0.00557056j 0.0154474+0.0312257j 0.00169215+0.00789701j 0.00749152-0.00330626j 0.0166585+0.0135275j 0.000984001+0.00689481j 0.01133-0.00706943j 0.0142206-0.00521102j 0.00109817-0.000545234j -0.0107287-0.00226732j -0.00436504+0.00150002j -0.00205267+0.000998354j 0.00185001-0.000151314j -0.00503479+0.00459686j -0.00408245+0.0106789j 0.00378292-0.000433209j -0.00178507+0.00231336j 0.00312929+0.00956892j 0.000142686+0.00492018j -0.00370355-0.00129601j 0.00180299-0.00357143j 0.00606276-0.00222471j -0.0102077+0.00278012j 0.00578951+0.00845393j 0.00094939-0.00323292j 0.00982577-0.00187791j -0.00462942+0.00789642j 0.0072156-0.00107728j 0.00420586+0.000788923j -0.012357-0.000208624j -0.0044387+0.00124456j 0.00891135-0.0044829j 0.0141045-0.00492123j 0.001993-0.00259046j 0.000530481-0.00133636j -0.00679256+0.00378243j -0.000404163+0.00227704j 0.00123883+0.00172777j 
