0.00375859-0.0139008j 0.00289557+0.0149258j -0.0406968+0.0418657j 0.0126256-0.011956j 0.0597692-0.0243249j 0.060609+0.0113131j -0.0346665-0.0309328j 0.0574239+0.0132666j 0.0143776+0.0300623j -0.0062913+0.00216853j 0.00812929+0.0125526j -0.0209331-0.0261158j 0.0187861+0.0331665j 0.0213505+0.0219093j -0.00496514+0.0133611j -0.0279769+0.0824995j 0.0174686-0.000777955j 0.0409936-0.00159698j 0.0141997+0.088643j 0.0142036-0.0155634j 0.00972305+0.0777817j 0.0316789+0.0347756j -0.0262488+0.0374787j -0.0135276-0.0899301j -0.021827-0.0302831j 0.0036759-0.0138126j -0.0344701+0.0576702j -0.0243693+0.0197481j 0.00363431+0.00818411j -0.0120814-0.0179108j -0.00614549-0.00073979j 0.00880546-0.0109775j 0.00374544+0.0124259j 0.00356108-0.00438386j 0.00224633-0.0100353j -0.00330898-0.00426678j -0.0113856-0.00629873j -0.00558314+0.0161142j -0.00601085+0.00385047j -0.00158297+0.0091414j -0.00167705-0.000729321j -0.00643172+0.00163021j 0.00267875-0.000216429j -0.00222684-0.00183057j 0.00049498+0.00463628j -0.00433648+0.00147977j -0.000637282+0.00097001j -0.0025752+0.00416537j -0.00351817+0.00156015j -0.000853156-0.00123646j 0.00078688-0.00438521j 0.000831559+0.00390787j -0.000138977-0.00271513j 0.000221212-0.00151754j -0.00391818+0.00402626j -0.00173663+0.00338323j 0.00278728-0.00447072j -0.00029294-0.000512521j -0.0045194-0.00208595j -0.0037898+0.00422926j 0.00212451+0.00149676j -0.00207186+0.00264429j 0.000248747-0.00032329j -0.00227564+0.00243042j -0.00202416-1.25306e-05j -0.00243724-0.00338218j -0.00230914+0.00241378j -0.00175351+0.00565161j 0.00396417-0.0068889j 0.00298965-0.00112568j -0.00253839-0.000298961j 0.00174632-0.00386484j -0.00612935+0.00054485j 0.00370405-0.00403774j -0.00194051-0.00407833j -0.00205229-0.00142092j 0.00104562-0.000539459j -0.000808963+0.000343161j -0.00313525-0.00104426j 0.00348973+0.00332477j 0.00225923+0.00480412j -0.000233826+0.00498347j 0.000689938+4.2613e-06j 0.000425016+0.00129774j -0.00175649-0.000213876j -0.00192421+0.00110917j 0.00382965+0.00384474j 0.00214901-0.00755209j -0.00219457+0.00180283j 0.000446601-1.15243e-05j 0.00177438+0.00140716j -0.000612829-0.0017647j 0.000449601-0.000299337j -0.00020803+0.000123951j 4.38305e-05+0.000633428j 
0.0465862-0.0349312j -0.102442-0.0325457j -0.00112555-0.039464j -0.00980396-0.0953128j -0.00439879-0.0394584j 0.0508463+0.0620282j -0.072372-0.00116905j -0.00367372+0.0397637j -0.0481306-0.0109797j 0.00461335-0.042831j -0.0194155+0.001284j -0.0966833-0.0297873j -0.0200039+0.0466259j 0.0237569-0.00708284j 0.0459314+0.0420728j 0.000998064+0.0594265j 0.0818584+0.00458215j 0.0534547+0.0134425j -0.00315314+0.108624j -0.021257+0.0131328j -0.0507968+0.0299334j 0.0777422-0.0207652j -0.0203989+0.0766836j -0.0249395-0.0765055j 0.0787772-0.00557111j 0.0457041-0.047036j 0.0197339+0.0511388j -0.0143789+0.0182245j -0.0441983+0.0109431j -0.0352767-0.0252611j 0.0104658+0.00157075j 0.00808373+0.0075807j 0.0224754+0.00390384j 0.0101917-0.00272392j 0.00681333+0.00334606j 0.0131076-0.000357588j 0.0240846+0.00535772j -0.0085328+0.00179773j 0.00973833+0.0066521j 0.00195562+0.00656389j 0.00742354-0.0088113j 0.0176715-0.000277589j 0.00147986+0.0082085j 0.0211941-0.00335347j -0.019231-0.0229508j -0.00266958-0.0143315j -0.000660884-0.00537379j -0.0141106-0.00941223j 0.000846091-0.000124512j 0.0062199+0.00391389j -0.00380032+0.00830795j -0.0117626+0.00684304j 0.0089609-0.00244227j 0.000915891+0.00529403j -0.0204694+0.000830628j 0.00359214-0.00102678j 0.00234012-0.00450248j -0.00217888-0.00121247j 0.00521417+0.00334067j 0.00831882-0.000825445j 0.00226002-0.00107498j -0.00753388-0.000663163j 0.00201055+0.00644076j 0.00231871+0.000714668j -0.00397076-6.68571e-05j -0.00931331+0.0174814j -0.00747587+0.0122151j 0.00225628-0.0103496j 0.000797491+0.00161822j 0.0104433-0.00623647j -0.00165538+0.00632434j -0.00188762-0.000539988j -0.00957467+0.007239j 0.00402325+0.00338863j -0.00235551+0.00238916j 0.000986563+0.00452896j 0.00264057-0.000940666j 0.00321591-0.00409587j -0.00352902-0.0106197j -0.0048543+0.00608086j -0.00536917+0.00374609j -0.00536912-0.00647924j -0.0022745+0.000928929j -0.00131863+0.00529138j -0.00267981-0.00221135j -0.0081302+0.00058141j -0.00868567+0.00771832j 0.0123448+0.001964j -0.00734121-0.00102607j -0.000969163-0.000640842j 0.00934508+0.001659j -0.00780206+0.00235926j -0.00324837-0.00175843j 0.00374625-0.00717327j -0.00177879+0.00198474j 
0.0660639-0.0460269j -0.0382743-0.0480357j -0.0219976-0.0563255j -0.0300697+0.0849769j 0.0937959-0.0748762j -0.0191743-0.045304j -0.0954102+0.0698428j 0.00515945+0.0345454j -0.0191516+0.0663233j 0.0807524-0.0428898j -0.0194219-0.0272179j 0.044728-0.0616479j 0.0390667-0.0282935j -0.0697035+0.0607046j 0.0308891+0.0877772j 0.0414351-0.00599816j -0.0394161+0.0509777j -0.0230432+0.0690799j -0.0347128-0.0158653j 0.0266069+0.0210481j -0.0240708+0.024111j -0.0642984+0.0557917j -0.0365508+0.0591074j 0.114473+0.00146695j 0.0941814+0.047686j -0.0491472+0.0449889j -0.0438344+0.0380948j 0.0387474-0.0475357j 0.00935299-0.0331703j 0.0440505-0.0161922j -0.020297-0.0199083j -0.005973-0.0255228j -0.000928182-0.00841843j -0.00832779-0.00520167j 0.0129608+0.00431304j 0.000621025+0.00420613j 0.0178435+0.0105888j -0.024367-0.0497948j 0.012395+0.0131431j -0.00365536-0.0147423j -0.000749469+0.00415039j -0.00446182+0.0184983j -0.000374082+0.00895769j 0.00111123-0.00418493j -0.0156931-0.0164057j -0.021496-0.00299637j -0.0211029+0.003373j -0.00189989-0.00249357j 0.00494684-0.0158174j 0.0110015-0.00822842j 0.0258056-0.00379875j 0.00936283-0.0201002j -0.000610168+0.0124751j 0.0016852-0.00274809j 0.0178778+0.0103044j -0.0032561+0.000631775j -0.000575375-0.0160207j 0.00689563+0.00444908j 0.000183251-0.00157016j -0.0117259+0.000715831j 0.00898227-0.0125964j -0.00212273-0.0148893j -0.000553008-0.00330607j 0.00352133-0.000581015j -0.00387579-0.00547627j -0.0073782+0.000652425j -0.00736825-0.00263582j -0.00363955-0.00912609j 0.00702884+0.00778493j 0.00434005-0.00311609j 0.0028959+0.0111159j 0.00630948+0.00510519j -0.00393889-0.00320397j 0.00219416-7.66295e-05j 0.00172307+0.00302702j 0.00388613-0.01322j 0.000105519+0.00578137j -0.00363311+0.0098974j 0.00183797+0.00541035j 0.001305+0.0038471j -0.000967741+0.0067316j 0.00114484+0.00473193j 0.00147085-0.00101769j -0.00439934+0.00481262j 0.00744843+0.00315769j 0.0100752+0.0107626j -0.001014+0.00273351j 0.0149041-0.00552837j -0.00564773+0.00543624j 0.0107525-0.000902477j 0.00430621-0.00570328j 0.0108582-0.00194576j -0.000485711+0.000932693j 0.00657872+0.0170651j -0.00582133-0.00806351j 
0.025904+0.0738477j 0.034925-0.100506j 0.0158253-0.0537092j 0.0104602+0.0396956j 0.0192001-0.00535994j 0.0174621+0.0575845j -0.00913331-0.0780159j -0.00296522+0.0100385j -0.0361963-0.0165483j 0.0292662+0.062918j -0.0290777-0.0748621j -0.00958912+0.0535539j -0.0783836-0.11981j 0.0417956+0.0144146j 0.0154582+0.0140473j -0.165168+0.0532748j 0.0123048+0.0335775j 0.0531582-0.0764147j -0.124341-0.0227839j 0.082993-0.0264372j -0.0196132+0.0337166j -0.0297717+0.0381367j 0.0503962-0.00554556j 0.108887-0.044377j -0.0128595-0.0450823j 0.0604648+0.0697039j 0.000239358-0.0243421j -0.0422039-0.104621j -0.0387663+0.000528051j 0.0241226+0.0159727j -0.038595+0.00395398j -0.0103219-0.0108325j -0.00915884+0.00430047j 0.00671187+0.0011788j 0.0133559-0.000881103j 0.0236406+0.0175966j 0.0450628+0.0137671j -0.103764-0.0219169j 0.0206281+0.00968454j -0.0364265-0.0058565j 0.0103093+0.0129664j 0.0264945-0.00275216j 0.0227969+0.00778524j -0.0341012-0.00149094j -0.0408175-0.00448546j -0.0397156+0.0036819j -0.0184762-0.0103629j -0.0124682+0.0108848j 0.00725698+0.00455963j 0.00869893-0.00807579j 0.00674561+0.0118352j -0.0195266-0.0192679j 0.0145532+0.00913956j -0.00790725-0.00692706j -0.0169686-0.0208255j 0.00466476+0.00284693j -0.00498819-0.00951892j 0.00491478-0.00149332j -0.000925581+0.0038902j -0.00326637+0.0119014j 0.00800863-0.0178654j -0.00659518-0.00787926j -0.00154927-0.0104439j -0.000958541-0.00128335j -0.00236288-0.00454526j 0.00424486-0.00183101j -0.00368852+0.00387934j -0.00407107+0.00367052j 0.00864852-0.00495565j 0.000462804-0.00816358j 0.00370265-0.00623526j 0.00939302-0.00503716j -0.00305092-2.8201e-05j -0.00116413-0.00403771j 0.0068088-0.000267172j -0.00398953-0.00842589j 0.00735284-0.00367636j 0.00464968+0.00199451j -0.000179305+0.0128978j -0.00993247-0.00924017j -0.00442334-0.0141728j 0.000270409+0.00168057j -0.00105153-0.00103258j 0.000738669-0.00666593j 0.000172221+0.00136258j -2.49158e-05-0.00271971j 0.00220084-0.0137373j 0.000924875-0.00913416j 0.00131486+0.00627366j 0.00888309-0.0104399j -0.000224234-0.00408488j 0.00329903-0.00409499j -0.00343771+0.00603527j 0.0119704+0.0098799j -0.00832474-0.00180395j 
0.0260875-0.0242545j -0.0119479-0.0130317j 0.00457469-0.0303697j 0.014797+0.011918j 0.0148241-0.0403955j 0.0307462-0.0229707j 0.0253421-0.0278268j 0.00114208-0.00428426j 0.014757+0.0678277j 0.00697532+0.0176452j 0.0412942-0.00894025j -0.0326112+0.0232324j 0.068373-0.0354578j -0.00167573-0.0216765j -0.054776+0.000613936j 0.0545493+0.104385j -0.0168662-0.152001j -0.0143397-0.0789181j 0.0632001-0.100896j -0.0710075-0.0599386j 0.0261323+0.0231155j 0.0294722-0.114524j -0.0307778+0.0590141j -0.090406+0.127551j -0.0277728+0.110362j -0.0380044-0.0217282j 0.0443326+0.222257j 0.0875434+0.188712j 0.0253403-0.0585711j 0.0201449-0.00477085j -0.0289043+0.086335j -0.0183829+0.043941j 0.0171718+0.00520041j 0.0109264+0.0208376j -0.0081312-0.0150151j 0.00119869-0.0173222j 0.0166075-0.0332992j -0.0311815+0.0889194j 0.0150945-0.0288192j -0.0133742+0.0271865j 0.0122822-0.0127272j 0.00632173-0.0198516j 0.00333634-0.0148143j -0.00854219+0.0268173j -0.00397725+0.0584656j -0.00160591+0.0033546j -0.00279482+0.0272081j -0.025317-0.0475418j 0.0320641+0.0113316j 0.00252887-0.00959449j 0.0039023+0.00706133j 0.0148085+0.00764761j -0.0148212-0.00405648j 0.00099742-0.00306849j -0.00873615+0.00348063j 0.000434438-0.00224342j -0.000989485+0.00577685j 0.00172298+0.000613202j -0.000261254+0.00106145j -0.0148244-0.00550394j 0.01941+0.00779872j 0.0106064-0.000763859j 0.000810584+0.00544149j 0.000469884+0.0109495j 0.0203998+0.0135526j -0.00710627+0.00288248j -0.00590913-0.00946348j -0.00081285+0.000458478j 0.00130455+0.00657753j -0.00159284+0.0154124j 0.0124284+0.00193046j 0.00142061-0.00144867j -0.00500073-0.000761025j -0.00632623-0.00524442j 0.0208863-0.00341582j 0.0315429+0.00829944j -0.00115722-0.00760698j 0.00804751+0.0161279j 0.00253633+0.00977611j 0.00328309-0.00353807j 0.00748634-0.00306088j -0.00168731+0.00340263j 0.000140269-0.000107925j 0.0063891+0.00134176j -0.000666345+0.0032754j 0.00431848+0.00887344j 0.00699071-0.000754033j 0.0034287-0.0084819j -0.00195807+0.00136745j 0.0151821-0.00480728j 0.00345287-0.00984427j 0.0261166+0.00612189j -0.00809692-0.00707549j 0.0127101+0.0128753j -0.0170194-0.00979696j 
-0.0371896-0.109884j -0.0147283+0.0238192j -0.0133103+0.0106119j -0.0168164-0.0639882j -0.0210359-0.0570211j -0.00589775-0.0295256j 0.00971632+0.000633198j 0.00559359-0.011095j 0.0490992+0.0309594j -0.00185495-0.0464319j 0.0264555-0.0570876j -0.0696875+0.00605289j -0.0289213-0.0987915j 0.0766977+0.0573918j -0.117178+0.0173543j -0.0160231+0.192136j -0.000436259+0.0754507j -0.0238439-0.0628634j -0.00405259+0.0537803j -0.106706-0.0962595j 0.045209+0.0416735j 0.0657043+0.113237j 0.0125675-0.0271779j -0.129234-0.111501j -0.115592+0.0176194j 0.0580927+0.0810861j 0.173059+0.0327496j 0.0906317-0.0762962j -0.0198381-0.0217264j -0.0216901-0.0167281j 0.00523165+0.040445j -0.0170262-0.0301717j 0.0264864+0.0048807j -0.00124436-0.0120035j -0.0142401+0.00638779j -0.00181383+0.0125609j 0.0179651-0.00366217j -0.00876996-0.00463646j 0.0099811+0.0115881j -0.0082965-0.00175874j 0.0155073+0.00532492j 0.0184686-0.00374682j 0.00476555+0.00561806j -0.0199973+0.012172j -0.00416826-0.0140036j 0.00305888+0.0195869j 0.00505618-0.00044556j -0.00428708+0.00563481j 0.0236827-0.00878277j 0.00304384-0.0182422j -0.0170018-0.00647033j -0.00898022+0.00404376j 0.00609283-0.0106474j 0.00437497-0.00358919j -0.00707649-0.00328145j -0.00210281+0.00198844j -0.000726275-0.00742717j -0.00386392-0.00079947j -0.0057376-0.000413043j 0.00882935+0.0076974j -0.0114204-0.00587156j 0.00244246-0.000684798j -0.0101915-0.00717032j -0.00303067+0.00330642j 0.0102762-0.00107188j -0.000345067-0.0062682j 0.00211578+0.00215805j -0.000774508+0.00175365j -0.01489+0.00443054j -0.010151-0.00618043j 0.0114151-0.00415966j 0.00502011-0.00177224j 0.0024329-0.0136478j -0.00527555-0.000393432j 0.00512689-0.00224165j 0.0121383-0.0126629j -0.00218592+0.00449714j 0.00589682+0.00525428j -0.00118127+0.00687843j -0.00791465+0.00541308j -0.00756853+0.00537036j -0.00816232-0.00643447j 0.000821461+0.000443029j -0.0046591+0.00221078j 0.00882464-0.00552931j 0.0124399-0.00983229j 0.00140175+0.0136968j -0.00438844-0.00156168j 0.00503453-0.00596257j 0.00183444+0.00394885j 0.00230588+0.0105237j 0.00467287-0.0168403j -0.005201-0.00258584j -0.0043403-0.00322606j -0.000477425+0.00659889j 
0.0417473-0.00868217j -0.00814626+0.0309687j -0.0269334+0.0235748j 0.00573539+0.0420792j 0.0419744+0.0148239j 0.0557418-0.0152219j 0.0050526+0.0160755j 0.0342419-0.0182478j -0.00399627+0.017726j 0.0680107+0.0163839j -0.0307235+0.013996j -0.0282382-0.0267945j 0.0430414+0.0325321j -0.0433949+0.0575426j 0.156515+0.055787j 0.103868+0.0609477j 0.0450285-0.0691423j 0.0387002+0.0954245j 0.0532017+0.113995j 0.0581699+0.15167j -0.0357031+0.233368j -0.00490701-0.0243023j 0.0275699+0.171378j 0.0732099-0.0943158j 0.184225-0.0953359j -0.0503162-0.0467957j -0.0471763+0.0770097j -0.0433754+0.0164931j -0.013216-0.000503349j -0.0117094-0.0159836j 0.00987926-0.0022977j -0.0243679-0.0077923j -0.0190162+0.00441748j 0.00194966+0.00119906j -0.0121873-0.00307185j 0.00734496+0.00251811j 0.0096418+0.00440447j 0.0105837+0.00234263j 0.0139992-0.00146854j 0.000235031+0.00969949j -0.00120437-0.00350087j 0.0171351+0.00843487j -0.00723781+0.0105497j 0.00755687+0.00320766j 0.00123089+0.00214159j 0.0023024-0.000983767j 0.000686489-0.00496096j -0.00213801+0.00122183j 0.00106084+0.00482573j 0.00096835+0.00059024j -0.00375834-0.00326047j 0.0015107-0.00115782j -0.0023852+0.000100266j 0.00243063+0.000311778j 0.0146937-0.00246217j 0.00394487+0.0016046j -0.0105874+0.00358015j 0.00147452+0.00163521j 0.0170648-0.00743041j -0.000981906+0.00616819j -0.00118143+0.0072964j 0.00363869-0.0014476j 0.010109-0.00121199j 0.00580683+0.00564083j -0.0035544-0.00527292j 0.00206274-0.00863347j 0.00129772-0.00147231j 0.0014218+0.0121904j -0.00676442-0.0051442j 0.00250872-0.00175252j 0.00293106+0.00441896j -0.00260564-0.00314611j 0.00764387+0.00336356j -0.000877225-0.00424954j 0.00587183+0.000686329j 0.00289125+0.0004287j -0.00154462-0.00102842j -0.00182213+7.96339e-05j -0.00133538+0.0009369j 0.00215687-0.00658953j 0.00628064-0.00563326j 0.00850711-0.0225386j -0.00163381+0.000287358j 0.000175729+0.0159506j -2.88032e-05-0.00761861j -0.000468714+0.00589504j -0.00739828-0.0226278j 0.00315026+0.0139077j -0.00367678+0.000574264j 0.00144905-0.00309617j 0.000575464+0.00378529j -0.00109643+0.00217396j -0.00059614-0.00113224j 0.000288334+0.000119307j -1.09701e-05-0.000427865j 
-0.0213109+0.0226817j 0.0722691+0.0651734j 0.0132379-0.0138019j 0.0273711+0.0364934j -0.00520902+0.00613964j 0.0395253+0.0265893j 0.0175519+0.0327523j -0.0220037+0.00105394j 0.0126115+0.000773198j 0.0638967+0.0275858j -0.0555705-0.0522969j -0.00423459+0.190211j -0.0408053-0.0493402j 0.00571903-0.0437394j 0.174782+0.0270691j 0.175824+0.0626715j 0.0381744-0.0798809j -7.62592e-05-0.0849869j 0.0278162-0.0207071j 0.0169943+0.0511756j 0.00861037+0.0743334j 0.0189723-0.0568688j 0.0374304-0.0169198j 0.0621076+0.0625671j 0.178081-0.0984204j 0.0226717-0.0169232j 0.0290971-0.131931j -0.0519549-0.10365j -0.0477366+0.0528059j 0.00603962+0.0883576j 0.0750771-0.0303327j -0.0270782-0.0337263j -0.00174639-0.0236411j -0.00799283-0.0178523j -0.00334028+0.0207994j 0.00525288+0.0214857j -0.0201955+0.0386364j 0.0105908-0.0981058j 0.00119909+0.0313944j 0.00095903-0.0162074j -0.00847426+0.0148088j -0.00599646+0.0116372j 0.00524776+0.00858726j 0.0132825-0.0345195j -0.0092536-0.0495272j 0.01049-0.0359248j 0.00441212-0.0406474j -0.000934941+0.0089595j -0.00640904+0.0132611j 0.00137531+0.00813761j 0.00446016+0.00348456j 0.0109557+0.00617225j -0.00916336+5.67566e-05j -0.000621218+0.00200909j 0.00354044-0.0119446j 0.00439204-0.00212538j -0.00927801+0.000141805j -0.00736653+0.00427084j 0.0085552-0.0016109j -0.00153594-0.00893204j -0.00850975-0.00153771j 0.00449543-0.00573154j 0.000643839-0.00184987j 0.00479735-0.00330893j 0.00531075-0.00599457j -0.0112906+0.00286047j 0.00205842+0.00066517j 0.00497583-0.00404804j -0.0018998-0.00832118j -3.93878e-05-0.0103939j 2.46e-05+0.00176419j -0.00185367+0.00211279j -0.00386672+0.0109333j 0.000534243-0.00349294j -0.000945787+0.00481875j -0.00162363-0.0045252j 0.0054735-0.00112464j -0.000181512-0.00444104j -0.00825746+0.0151641j 0.0105646+0.0120392j 0.00916173+0.021817j 0.00661505+0.0031404j -0.000214319-0.000565152j 0.00374999+0.0225268j -0.00163161-0.0117926j 0.0011076+0.00201454j -8.62965e-05+0.000924168j 0.00473516-0.0217214j -0.00455548+0.0199264j 0.00493802+0.00288002j 0.0145624-0.0120652j -0.00991547+0.0117874j -0.00739032+0.00935107j -0.0115408+0.000957143j 0.00732522-0.00402749j 
0.00824847+0.0862967j 0.0352639-0.0892645j 0.00435154-0.00893946j -0.0241681+0.0494748j 0.00398648+0.0443234j 0.00699275-0.0275425j -0.0111614+0.0109774j -6.92272e-05+0.0170939j -0.00386847-0.015896j 0.00319894-0.0431441j -0.00944552+0.0364612j 0.122465+0.0339698j -0.0427539+0.11257j -0.0210371-0.0748741j -0.088139-0.0591737j -0.0218879+0.140644j -0.0320355-0.0569376j -0.0655971-0.0809151j -0.0208212+0.0978762j -0.00690963-0.0811837j 0.0370606+0.024041j -0.0190272-0.0110321j -0.0528511-0.084159j -0.0190281-0.0789809j -0.135359+0.000269685j 0.00417985-0.0969952j -0.0860757-0.0318621j -0.0430406+0.0843261j 0.0489429+0.0511286j 0.02186+0.0420225j 0.029813-0.111395j 0.0290307-0.0746599j -0.0146429+0.0294411j -0.00486733-0.00506096j 0.000774379+0.00823644j -0.0121718+0.0349935j -0.0113509+0.0595987j 0.0585502-0.167256j -0.0233398+0.0681847j 0.0226511-0.0548071j -0.0032599+0.0391238j -0.0192883+0.0350899j -0.0209084+0.0317355j 0.0161401-0.0681562j 0.023795-0.103393j 0.0255673-0.0652053j -0.00729065-0.0466108j 0.0362953-0.0316717j 0.000825635+0.0545727j 0.000625497+0.0298167j 0.0388511-0.00459879j 0.0103156+0.00151612j -0.0147226+0.024505j -0.00415851+0.0147057j 0.00144531-0.00519332j 0.000380212+0.00197988j 0.00192856-0.00856897j 0.00214004+0.00198968j 2.70799e-05+0.00798465j 0.00181038-0.0193737j 0.00245597+0.0222864j 0.00570188+0.00311816j -0.00568518+0.00317537j -0.00592483-0.00680997j 0.000209438-0.00238311j 0.00405083-0.00906768j 0.00713003-0.0066127j 0.00313852+0.00296307j -0.00344274-0.00161577j -0.0052485-0.00217221j -0.0108224+0.00759722j -0.00941888+0.00403406j 0.0111952-0.00664066j -0.00265606+0.0062066j -0.011279+0.0036652j -0.0137213+0.0210554j -0.00717641-0.00110996j -0.0111661+0.00454257j 0.00857534+0.0191433j -0.00321313+0.0047756j -0.00785358+0.00546237j -0.00645645+0.00305445j 0.000263892-0.00135401j -0.00585649+0.00199453j 0.00130789-0.0144758j -0.00376852-0.0272552j -0.00292661+0.00243359j -0.00588399+0.0080373j 0.00558677-0.00671452j -0.00483418+0.0127358j -0.00387094+0.00772423j 0.00228221+0.0202484j 0.00954387+0.00134455j -0.027637+0.00202866j 0.0156347-0.011954j 
0.0618775+0.0411508j -0.0345768+0.00682686j 0.00795987+0.0162023j -0.0111306-0.00870254j 0.033862+0.0326362j 0.00986391+0.0630741j -0.0321141-0.0239598j 0.0144358-0.00643799j -0.0445297-0.0128025j -0.00519459+0.0553755j -0.00976703+0.00324997j 0.057327-0.0158342j -0.0746084+0.0392331j -0.0141558-0.00481222j -0.0615089-0.0291652j -0.0991584+0.0669555j -0.0519995+0.0314179j -0.0348826-0.012329j -0.109573+0.08048j 0.0294363-0.0516693j -0.00348001+0.00448819j -0.0657307+0.0521191j 0.00249546-0.0454004j 0.0767124-0.100318j -0.0639575-0.0126256j 0.0246543-0.0218254j -0.0207852-0.0148579j -0.0176712+0.024333j -0.0164238+0.0382347j 0.0541421-0.0149084j 0.00823656-0.0214159j -0.00186172+0.0144103j -0.00967048-0.0053771j -0.000323388+0.00249943j 0.0142731-0.0122889j 0.00835598-0.00577065j 0.0192568-0.0201972j -0.024033+0.0419371j 0.00333562-0.00709161j -0.0113351+0.014078j 0.00145001+0.000224198j 0.0045565-0.0125519j 0.00384765-0.0074241j 0.00427899+0.0148421j 0.00322947+0.0215608j 0.0037617+0.0201992j -0.00210246+0.0113131j -0.00900458+0.00523392j 0.00734067+0.00349847j 0.00109911-0.0172846j -0.0117622-0.00391816j 0.00483366+0.00587947j -0.00190675-0.0142572j -0.00498776-0.00369008j -0.00547783+0.0131841j 0.00302405+0.00211698j -0.00439533-0.00507648j 0.00216494-0.00290215j -0.00173171+0.0121943j 0.0038728+0.0056494j 0.00199439-0.0146614j 0.00159427+0.00918771j -0.00432457-0.000980487j 0.00230288+0.00164749j 0.00955527+0.000664918j -0.00406635-0.00647145j -0.00424746+0.000829696j -0.00196453+0.00773572j -0.000330643-0.0096932j -0.0012345-0.00362925j 0.00690213-0.00588355j 0.00601811-0.00429171j -0.00418934-0.00399387j -0.00241623-0.00543391j 0.00388655+0.0032504j 0.000956735+0.00444637j 0.00386046-0.00669778j 0.00594404+0.0062281j 0.00435348+0.0150512j -0.00882297-0.00225531j -0.00644549-0.00912122j -0.000922833+0.0123407j -4.90887e-05-0.000782424j 0.000569839-0.00942648j 0.00273108+0.00930071j 0.00724439+0.0101734j 0.00050468-0.0148049j -0.00596952-0.00498476j 0.00401044+0.00483821j 0.00543523-0.00514505j -0.00155951-0.00966077j 0.00338842+0.0107556j -0.00596589+0.00394532j 0.00176396+0.00339911j -0.00219834-0.00128689j 
-0.0833591+0.0329967j 0.00400564+0.0427325j -0.00112005+0.016364j -0.0156955-0.00423502j -0.0430717+0.0217579j -0.0380881+0.0288549j 0.0164782+0.00897288j -0.00593275+0.00556214j 0.0282897-0.0254487j -0.0319484+0.00237159j -0.00605963-0.0783093j -0.0927279+0.146574j -0.0026935-0.112962j 0.046132-0.017547j 0.0107111+0.0323621j 0.0255628+0.151638j 0.0329733-0.0644521j 0.0272922-0.114887j 0.0196356-0.0427255j -0.0304571-0.0218649j -0.00398012+0.0629163j 0.0415485-0.0346533j 0.0233668-0.00852546j -0.033878+0.0587366j 0.0230505+0.00357619j 0.0283215+0.0226816j 0.0565385+0.0164781j 0.00197181-0.0236016j -0.0194048-0.0237145j -0.00646437+0.0593068j -0.0240025-0.0224869j -0.0347941-0.0479726j 0.00101472-0.0211184j -0.00764492-0.030828j 0.012172+0.0235312j 0.0163357+0.0405015j 0.0150816+0.0405509j -0.05462-0.113744j 0.0224455+0.0405736j -0.0139444-0.0284848j 0.00421322+0.0219572j 0.0103763+0.0211805j 0.0143476+0.0250668j -0.0050913-0.0461024j -0.0110802-0.0625541j -0.0078792-0.0618323j 0.00351672-0.0409512j -0.0231993-0.0190276j -0.00703844+0.022967j -0.00951543+0.00578866j -0.00727666+0.0114394j 0.00163365-0.0114253j -0.00751608+0.0209035j -0.00349642+0.00196338j -0.00100362-0.00670698j 0.00327902-0.000380717j -0.0067379-0.0113066j 0.00218341+0.0106502j 0.00485912+0.00337234j 0.00584901+0.014747j -0.0126469-0.0233602j -0.00300033-0.0237635j -0.000717815-0.00639707j 0.00947963+0.00511887j 0.0111479-0.0140863j -0.00915808+5.78769e-05j -0.0090658-0.0124578j -0.00508674-0.0112936j -0.00204352+0.00920988j -0.000232053-0.00436634j 0.0103674+0.00442112j 0.00605869+0.0119108j -0.00907465-0.0087478j -0.00828219+0.0026692j 0.00899184+0.00495233j -0.00651028-0.00420617j 0.0123424-0.00241727j 0.015299+0.0115284j 0.00598097+0.0309885j 0.00147763-0.00629391j 0.00789654-0.00640879j 0.00300246-0.00180762j 0.000516102+0.000287557j 0.005294-0.00502683j 0.00340476+0.00196466j 0.0127306-0.00220383j 0.00564568+0.000106825j 0.00625257+0.00846186j -0.00138681-0.00337955j 0.0114675+0.00327642j -0.0027748-0.00283302j 0.00352862+0.0057295j -0.0109562+0.000618352j -0.00101166+0.0135987j -0.00122271-0.00951066j 
