0.00994119-0.0126906j 0.027852+0.0172186j 0.0107426+0.00632271j 0.00430717+0.0297031j 0.0236972+0.00139691j -0.0200621+0.00435966j -0.00412617+0.0346504j 0.0153915+0.0036995j -0.02739+0.0295161j -0.0103524+0.0213301j 0.00668042+0.00764504j -0.00493944-0.00324348j -0.0012345-0.0046752j 0.00556184+0.00458581j -0.00439272+0.00515746j -0.00468157-0.00185464j -0.000822576+0.00180622j 0.00138347-0.00336939j -0.000677979-0.00346749j -0.0032662-0.0101744j -0.00115887-0.00186456j -9.7366e-05-0.00309729j -0.000219231-0.00211985j 0.00011206+0.00338831j 0.00888073-0.00204098j 0.000173817-0.000236025j -0.00505799-0.00709327j -0.00387765-0.000744283j 0.00517661+0.00562571j -0.00367577-0.000888706j 0.000136311-0.00317196j 0.00353865+0.0138684j -0.00513652-0.00348873j 0.00681673-0.0114456j -0.00796886+0.0116692j 0.00681182+0.00495233j -0.00452069-0.00163916j -0.00273332+0.00134923j 0.0158289-0.000373221j 0.00825331+0.00100285j -0.0161447+0.00292318j -0.00324907+0.00843405j -0.000105784-0.00579865j 0.00382844+0.00838735j 0.003793-0.00503172j -0.00724107-0.00495321j -0.0117361-0.00884489j 0.00509827-0.00876412j -5.23302e-06-0.0104443j 0.000398047+0.00184256j -0.000202946-0.00031765j -0.00147876+0.00314821j 0.001559-0.00195452j 0.00160317-0.00277161j 0.00286761+0.00222314j -0.00308181+0.00110276j -0.000802775-0.00203013j 0.000605111-0.00109551j -0.000669524-0.00246327j 0.00155109-0.000335983j -0.00159609+0.000445519j -0.000305646-0.00192006j -0.000232171+0.0010271j -0.000596584+0.000785285j -0.00089878-0.0018387j 0.000547492+8.8603e-05j -0.000550205-0.000106659j 0.000377342-3.44183e-05j 0.000705461+0.00195439j 0.00080612+0.00220764j -0.000803972+0.000188876j -0.00172911+8.67832e-06j 0.000146806+0.00342322j -0.0030731+0.00056247j 0.0023116-0.00291444j 0.00130213-0.00182863j 0.000386189-0.000575046j 3.9765e-05-0.00133478j -0.000168671-0.000780882j 0.000550157-0.000542641j -0.000327075+0.000303486j 1.63233e-05-0.000950122j 0.000125078+5.80723e-05j 0.00137042+0.000499932j -0.000503488-0.000338079j -0.000108258-0.000298649j 0.000253092-0.000255826j -0.0016061+0.00113103j 0.000423417+0.000669927j -4.13551e-05+0.000534584j 0.000414398+0.00167084j 0.000524038-0.00140388j 0.000117558+0.000569205j -0.000226481+0.000109631j -5.973e-05+0.000268511j 
0.0149532+0.0150832j -0.00166209-0.00635976j 0.00149907+0.00582547j 0.00785307+0.0096261j -0.0170431-0.0258602j 0.0117865-0.000432617j 0.00922207+0.0146418j 0.00538205+0.0107026j 9.22186e-05-0.00615183j 0.018095+0.00303891j 0.00156215-0.010161j -0.0232288+0.00708801j -0.00547876+0.00505922j -0.00970441-0.00218583j 0.0204524-0.00841405j -0.0146883+0.0125364j 0.00830351+0.00267451j -0.00353116-0.00562541j -0.000304714-0.00668303j 0.0181519-0.0208751j 0.0116081+0.00795671j 0.00866921+0.00680265j 0.00450905+0.0110813j 0.0138462-0.00536451j -0.0350384-0.00207048j 0.00557746-0.0013572j 0.0426571+0.0468286j 0.0131191-0.00509704j 0.0189864-0.00726175j 0.0152534-0.0151638j 0.00182539+0.000285697j -0.0016434+0.0059321j -0.0136501+0.00254513j 0.00564515-0.00760891j -0.000639474-0.0127945j 0.0056458-0.00307125j 0.00066263+0.00238633j -0.00269698+0.000529863j -0.00514713-0.00331367j 0.000920179+0.00735612j -0.000310108+0.00373162j -0.000592466+0.00137665j -0.0081231+0.0011649j 0.00426741-0.00224996j 0.000692302-0.00495779j 0.00407002-0.00260208j 0.00279018+0.00505803j -0.00400061-0.00251344j 0.0129674-0.00367266j -0.000165174-0.00178307j 0.00206159-0.00376198j 5.12505e-05+0.000173154j -0.00646955-0.00065431j 0.00535494-0.00246525j 0.000745907+0.0087514j 0.00314856-0.00502664j -0.00063975+0.0067267j 0.00283481-0.00569295j -0.00593313-0.00519066j 0.00285232-0.000635021j -0.00465065-0.000692116j 0.00768593+0.000337063j 0.00219012-0.00754716j -0.00501565+0.00221436j 0.00220788+0.00709138j -0.00784013-0.0094816j 0.00112826-0.00519582j -0.00471651-0.00166866j -0.00425268-0.00471542j 0.00702297+0.0102595j -0.00476979-0.000414445j 0.00123248-0.0147011j -0.00289856+0.00965602j 0.00809433-0.00942436j -0.00413111-0.00118133j -0.0198601+0.00365536j 0.00143631+0.00287575j -0.00931664-0.00353298j -0.000795839-0.001655j 0.0030472+0.00149211j -0.00214786-0.000544551j 0.00162075-0.000147567j -0.000180536+0.00021281j 0.000983955-5.57361e-05j -0.000807989+0.00122721j 0.00288518-0.00110562j -0.00400674+0.00182885j -0.00582883-0.00351652j 0.00660106+0.00286976j -0.000989832-0.00240092j -0.00230588-0.000554882j 0.00368014+0.00614914j 0.00400444+0.00121976j -0.00212287-0.00109711j -0.000359185-0.00068809j 
-0.0126389+0.00575772j 0.000461635-0.00775202j 0.00205739+0.00111629j -0.0242592+0.00301253j 0.0100464-0.00357211j -0.0113668+0.000972022j -0.00419554+0.00607301j 0.00344543+0.000161065j -0.00188492-0.0121071j -0.0227736-0.0099454j 0.00986707-0.00555353j 0.012345-0.00449029j -0.00623773-0.00493672j 0.00946523-0.0181462j -0.00701517+0.00725524j 0.0108307-0.00844942j 0.00521008+0.00681414j 0.00740364-0.00195891j -0.0142589+0.00709858j 0.0196692+0.0147628j -0.00283436+0.0232677j 0.0150504+0.016224j 0.0171618+0.0230352j -0.00722042+0.0228602j -0.0356733-0.0598898j 0.0260722+0.00501011j 0.000418765+0.0121872j 0.00902063+0.00351062j 0.00197879+0.0137714j -0.00768004+0.00568527j 0.000531707+0.00351029j 0.00191262-0.0019004j -0.00282266+0.00324451j 0.00486108-0.00283379j -0.0002331-0.00712908j 0.00692862-0.00397146j 0.00142632+0.00765912j 0.000797551-0.00183316j -0.00605845+0.00455256j 0.00145884+0.0031053j 0.00250848+0.00117466j 0.00317355+0.00374408j -0.00372876+0.000371886j 0.000813575+0.00254493j -0.00122427-0.00768713j 0.00692303-0.0136581j 0.00322178-0.00169405j 0.00211495+0.00479986j -0.00258312-0.00432775j -0.00545242+0.000552884j -0.00338571+0.00224783j 0.000480414-9.5974e-05j 0.00215329+0.0044965j -0.000362188+0.00607507j 0.00498736+0.00254252j -0.00343401-0.00843487j -0.00592916+0.00211098j 0.000833268-0.00367423j -0.011168+0.000381708j -0.00494782-0.00739755j 0.00551908-0.00424366j 0.00343371+0.000943986j 0.00573585+0.0128119j 0.0101144-0.00628168j -0.00245233-0.0100874j 0.00885074-0.00399288j -0.00165506-0.0111497j 0.0094707-0.000838048j 0.00215037+0.00599945j 0.00536298+0.00610274j -0.000621054-0.00498357j 0.00706664+0.00802267j 0.00964951-0.0146085j 0.00710359-0.00301817j 0.00393942-5.35722e-06j 0.00565921-0.00486308j -0.000326571-0.00111443j 0.00346105-0.00156248j 0.000149159+0.000316866j -0.000849137+0.000641175j -0.000196469+0.000663174j -0.000629646-0.00214165j -1.47085e-05+0.000812292j -0.000440596+0.0018147j 0.00204813-7.97113e-07j -0.000607993-0.00170771j -0.00195066+0.00207783j 0.00195079-0.000513468j 0.00342705-0.00154377j -0.00220396+0.00138641j -0.00128516+0.00170258j 0.000272859-0.00155478j -0.00143235+0.00198071j 0.00042858+0.000245851j 0.000492502+0.000359493j 
0.00835026+0.0149347j -0.00270439+0.00235551j -0.0214775-0.00122733j 0.013906-0.0100706j 0.000299309-0.0123249j 0.000942762+0.0252073j -0.0189018-0.0228698j -0.031273+0.00240405j -0.0142539+0.00261713j 0.00175249+0.0309405j -0.00262433-0.000963744j -0.00552268-0.0026555j -0.00118561+0.011866j 0.00457937-0.00792303j 0.00927836-0.00647031j -0.00548336+0.00806079j -0.0161224+0.00842885j -0.011032-0.00807757j -0.013678+0.0140501j 0.029547-0.00958265j -0.0298604+0.00840041j 0.00776403+0.00208067j -0.0225617+0.010652j -0.00995398-0.00125115j 0.0163424+0.0161679j -0.000910584-0.032574j -0.00372971-0.0163919j 0.00603668+0.0217918j 0.00574669-0.00228041j 0.0045912-0.00633772j 0.000721098-0.00310745j -0.00158355+0.00735651j -0.005029-0.00453858j 0.0040342-0.00785121j -0.00293168-0.00650276j 0.00588001-0.00197147j 0.00139995+0.000101165j -0.00207864+0.000495623j -0.0018186-0.00237152j 0.000451918+0.00488517j -0.00591457+0.00308677j -0.000916901-0.00187679j -0.0117865+0.00175695j -0.00281709+0.00863946j -0.00451318+0.00141698j 0.00150234-0.0087583j 0.00609007+0.0108088j -0.00267128+0.00766923j -0.00065475+0.00331637j 0.0010614-0.0025772j 0.00184548+0.000605855j -0.000698065-0.00185983j -0.00102184-0.000237324j -0.000555142-0.0021923j 0.00112222+0.00318114j -0.0022324+0.00308216j 0.0033348-0.00453991j -0.00675037+0.00144353j 0.00183715-0.000419768j -0.00484858-0.00198215j -0.00436629-0.0060606j -0.00034949-0.0146075j 0.00706434-0.00344205j 0.00152266-0.00488157j -0.0017605+0.0132378j -0.00123327-0.00206952j 0.00121735-0.00783454j -0.0034924-0.00446616j -0.00586802+0.0106352j 0.00953786-0.00337925j 0.00374788+0.0173735j 0.0108752+0.0060266j 0.00422068-0.00961055j -0.0125205+0.00183441j 0.00569765+0.00202465j 0.000838875+0.000606403j 0.000999984+0.000906605j -0.00331238+0.00048599j -0.000424776+0.000255211j 0.0017138-0.000691609j -0.000353414-0.00244703j 0.00319059+0.000841071j 5.36054e-06+0.000348234j 0.00200866-0.000635257j -0.000910582+0.000475231j -0.000106246-0.000260174j 0.00329799+0.000224263j -0.00067713-0.00218297j 0.00116602-0.00130051j 0.000120947+0.00032653j -0.00137758-0.000489233j 0.00150014+0.000119328j 0.00118644-0.000224131j -0.000540159+6.79054e-05j -0.000170451+1.35736e-06j 
-0.00306766-0.00675406j -0.00138582+0.0126443j 0.000760466-0.00421548j 0.0113553+0.0359366j 0.00177523+0.0135431j -0.011199-0.01333j 0.00202072+0.0137132j -0.00340277-0.0299002j -0.000511163+0.00120431j -0.00687455-0.00161381j -0.00419561+0.0067432j -0.000860256+0.00606104j -0.00709458-0.00584754j -0.0106373+0.00597046j 0.0100795+0.0238107j 0.0332369+0.0226882j 0.0273091+0.00409792j -0.0220406-0.0174026j 0.00462935-0.00815262j 0.014168+0.0281931j -0.00391568-0.0170086j 0.00223846+0.0107501j -0.00622678-0.0188981j -0.0017934+0.00259404j -0.0295161-0.0298905j -0.0407714-0.0159566j 0.00212171-0.0125024j 0.00324748+0.00562282j -0.0020555-0.00669321j 0.00111356-0.000538679j -0.000241749-0.000305591j 0.00748874-0.00130271j 0.000360093+0.0019193j -0.00199375+0.000108283j 0.0025962-0.00317455j -0.00242713+0.000698828j -0.00137708+0.00472568j 0.000632248-0.00229551j -0.00592021-0.000337732j 0.00282318-0.00110142j 0.00515042-0.00554715j -0.00177052+0.008262j 0.00383519+0.0010143j 0.00477931+0.00765651j 0.000329843-0.002339j -0.0019529-0.0010676j -0.00372133+0.0012604j -0.000160289-0.0114184j 0.00976616-0.00514125j -3.35783e-05-0.0019171j 0.00211869-0.000507486j 0.000851038+0.000639803j -0.00289802-0.0019583j -0.00149961+0.0100667j -0.00402173+0.00254537j 0.000850648-0.00717539j -0.0082321-0.000674778j -0.00145278+0.0116615j -0.00809838-0.000693914j 0.00523866+0.00484776j -0.00585111+0.00144142j -0.0161421-0.00235563j -0.00561953-0.00747715j -0.000711092+0.0138671j 0.00533953+0.00214378j -0.00747196+0.00322274j 0.00214924-0.000738321j -0.00806132+0.00604562j 0.00441993+0.0123452j -0.00205681+0.000830218j 0.00448299-0.00324033j 0.00463002-0.00960464j 0.00769879-0.00188346j 0.000596045+0.00322618j -0.0034449+0.0019985j 0.000851723+0.00307348j -0.000156068-0.000869046j -0.000340969+0.00277976j 0.000652079+0.000340351j -0.00299669+0.00289947j -0.00511373+0.000687535j 0.00144528-0.00502126j 0.000568707-0.000930944j -0.00156491+0.000323764j -0.000774518-0.000745753j 0.00141675-0.000677344j -0.00226891-0.000876724j -0.00093625-0.000376499j 0.00293107-0.000625763j 0.000318486-0.0001359j 0.00109652-0.00118225j 0.000862468+0.00103328j 0.00093491-0.00260315j -0.000590618+0.000241296j -0.000742248-0.000668034j 
0.00352309+0.0289054j -0.0118061-0.00592832j -0.00519742+0.00508939j -0.00736265+0.0144358j 0.00390685-0.0247084j -0.00527606+0.0174298j -0.0103992-0.0076542j -0.00512049+0.00809354j -0.0175834+0.000271583j -0.0196325+0.0356344j -0.00257735-0.00773542j -0.002559-0.0085064j -0.00624748+0.00527067j -0.0116172+0.0108857j 0.0229037-0.0345563j -0.00229-0.0159575j 8.62451e-05-0.0223084j 0.00239364+0.00890837j 0.00684506-0.00285954j -0.0104606+0.00795257j 0.0304232-0.0133954j -0.0101689+0.0237887j 0.00263719+0.0129335j 0.030104-0.0156031j -0.0119111+0.0171549j -0.0121692+0.0168259j 0.0197367-0.0139776j 0.00176476-0.00243983j -0.00628803+0.00790986j 0.000937497-0.00509139j 0.000204691-0.000177195j 0.00259624+0.00415346j -0.0104089-0.00354171j 0.00474889-0.00406967j -0.00116305-0.00808266j 0.0111865+0.00117815j -0.00257806-0.00282098j -0.00153197+0.00141789j -0.00933944-0.00628022j 0.000715614+0.00296603j -0.00495326+0.00705544j -0.0026098-0.00208004j -0.00721927-0.00111763j -0.00481296-0.00177079j 0.00061834+0.000952666j 0.00480633+0.0012111j 0.00419922+0.0048492j -0.00144652+0.00453196j 0.00212493+0.00340945j 0.00253427-0.00392106j -0.000335858-0.00250203j 0.00287155+0.000458309j -0.00692475+0.000146592j -0.00517731-0.00259749j 0.00041005+0.0113551j 0.00748667+0.00188766j -0.00117664-0.00975979j 0.00325282-0.000419939j 0.00540811-0.0149184j 0.00782251-0.00699052j 0.000995055+0.00279069j 0.00339706+0.00456536j -0.0104161+0.0133631j 0.010351+0.0060342j 0.00492298+0.00186016j 0.00583391+0.0111488j 0.0136012-0.00359044j 0.000659304+0.00726664j -0.0137377+0.00509341j -0.00495563+0.0108494j 0.00925307+0.00089365j -0.000664713+0.0121821j 0.00881897+0.00577765j 0.00430699+0.00845822j 0.00370399+0.00459289j 0.00463527+0.00292861j 0.000427343-0.000410447j -0.000790245+0.00301829j -0.000812438-4.84008e-05j 0.00105621-0.00246698j 0.000870752-0.00214167j 0.00193046+0.00140978j -0.00155846+0.00117193j -0.000804476+0.000118048j 0.000534703+0.00266493j 0.00204999-0.000280075j -0.00344597-0.00289483j -0.00251445+0.000574755j 0.00031911+0.00528786j 0.00221935-0.0010574j 0.000815049-0.000620228j 0.00152553+0.000776956j -0.000241868-0.000362882j -0.000447762+0.000172405j -0.000822258-0.000308521j 
-0.015992-0.00624225j 0.0207-0.00445122j -0.000589659+0.000681181j 0.0120348-0.00538101j 0.0126549+0.00754531j -0.00848933-0.0035587j 0.0281178+0.0125588j -0.00760439+0.0151634j 0.0138107-0.00114247j -0.00394256-0.0228744j 0.0186437-0.00132926j 0.0129367-0.00423146j -0.0174431-0.00221495j -0.00596658-0.00826558j 0.0288459-0.0366676j 0.0170614-0.0126855j 0.000634906+0.024638j -0.00663851-0.0030349j -0.0188977+0.0288193j 0.0163668+0.0185034j -0.0109857-0.00646031j -0.00150978-0.00491779j -0.0253087-0.00539987j 0.0216792+0.00430577j -0.0184187+0.00506125j 0.00642599-0.0024492j 0.00691804+0.001048j 0.00320464-0.00015524j -0.00493231+0.0061458j -0.00927795+0.00608721j -0.00404323+0.00255702j 0.00352091-0.00397689j -0.00304385+0.00352136j -0.00382198+0.00308902j 0.00519154+0.00218242j -0.00532096+0.00138944j -0.00227593+0.000130071j 0.00366387+0.00273619j -0.00173867+0.000389515j -0.00174148-0.00226397j 0.00572533+0.0028573j -0.0074177+0.0021763j 0.00496795+5.20762e-05j -0.000124063-0.00269856j 0.0068159-0.00131901j 0.00394204-0.00162997j -0.00757807-0.00550073j 0.00393225+0.00380776j -0.00156482+0.00258828j -0.00141342-0.00301968j -0.00572188+0.0016764j -0.00161298+0.00441562j 0.00529476-0.000238292j -0.0111308+0.00744273j -0.00726984-0.00810616j 0.00392699-0.00455999j -0.00439933-0.0116771j -0.00548009-0.00671245j -0.00128848-0.00937436j -0.00717764+0.00485963j 0.00316576-0.00270512j 0.00602119-0.0114156j 0.00679317-0.0147747j -0.0121722-0.000131419j -0.00327078-0.00744536j -0.00658182-0.00905774j -0.00772234+0.00649374j -0.004685-0.0112328j -0.00950338+0.00648366j -0.0072867+0.00362748j -0.00214043-0.00526385j 0.00506631+0.00484098j 0.00226473+0.0119318j 0.00550704-0.0033096j -0.00452892-0.00385206j -0.000943571-0.00249016j 0.00135629-0.00136242j 0.00227224-0.00190399j 0.000648965+0.000720024j -0.00317415-0.00415492j 0.000510253-0.00341376j 0.00431465+0.001433j 0.00129776+4.88386e-05j -0.000458984-0.00222155j 0.000591244-0.000216149j -0.00117441+0.000582426j -0.00198161+0.000360161j -8.57426e-05+0.000411786j -0.000828194+0.00334911j -0.000331667-0.00106955j 0.000694163+0.000819678j -0.00238906-0.000996066j -0.000966627+0.00176493j 0.000920625-0.000229244j 0.000836415+0.000521942j 
0.000404627+0.024835j -0.00989771-0.00816537j 0.0151488+0.00218069j -0.0232443+0.0269799j -0.00628784-0.0193093j 0.00327801+0.00558652j 0.0104301+0.00621905j 0.0308646+0.00188518j 0.00308415+0.00217284j -0.00352173+0.0234309j 0.000941447-0.00615254j -0.00572304-0.00174612j -0.00390511-0.00228819j -0.00147838-0.0295151j -0.00864861-0.00255284j 0.00089549-0.00254554j -0.00142625-0.00360143j -0.00942951-0.00162555j 0.00109948-0.011642j 0.0268058+0.0101012j -0.0301222-0.0056681j 0.00538819-0.018941j -0.0266512-0.0198976j -0.00436142+0.0168275j 0.0243599+0.00731846j -0.011583-0.00965302j -0.00433447-0.00806559j 0.00172206+0.00635891j 0.00463589+0.00972423j 0.00312149-0.00331707j 0.00166949+0.000358863j -6.06319e-05+0.00847927j -0.00501013-0.00477584j 0.00800909-0.0135409j -0.00557568-0.0178769j 0.0131115+0.000179078j 0.00261244+0.00167517j -0.00268548+0.00346157j -0.00548507-0.00390889j 7.33292e-05+0.00171347j -0.00276671+0.000205408j 0.00351705-0.00335294j -0.00645359-0.000222642j 0.00101939-0.00302741j -0.00378312-0.000317785j 0.00059449-0.0068645j 0.00433196+0.00369205j -0.00309733+0.0066706j 0.000380295+0.000920917j -0.000732948-0.00222709j -0.000574306-0.00196228j 0.00457398+0.0036385j -0.0050847-0.00170504j -0.00351178+0.00457588j 5.64065e-05+0.011384j -0.0147331+0.00379178j -0.00318323-0.0117956j 0.0100567-0.00693269j 0.00333836+0.0120497j 0.00186432-0.00287246j -1.95964e-05+0.000861555j 0.000247643+0.0149335j -0.00970245-0.0124177j -0.00279487+0.00622463j -0.00103213-0.00561201j -0.00532825+0.00181913j -0.00591386+0.00137946j -3.06286e-05-0.0089028j 0.000870248-0.00445221j -0.0060046+0.000598823j -0.00302929+0.00387093j 0.000470839+0.000757679j 0.00115422-0.006078j -0.00250743+0.0033575j 0.00179083+0.00374675j 0.0007337+1.18442e-05j 0.000158095-0.00103723j -0.000516076+0.000265534j 3.5756e-05-0.000191585j 0.00117549+0.000326031j -0.000770447-0.000244333j 0.00132848-0.00126872j -0.000639908+0.000210315j 0.000976519-0.000266126j -0.000989901+0.000796091j -0.00020246-0.000318682j 0.00356586-0.00037618j -0.000820739-0.00176759j 0.000164464-0.00126864j -0.000571969+0.00109842j -0.0013762+0.000951235j 0.00204397+0.000295032j -0.000188166+0.000219664j -0.000405013-1.51544e-05j -0.000333834-0.000176288j 
0.00256752+0.012141j -0.00871796-0.00630875j 0.00536623-0.00356281j 0.0053072+0.0116592j 0.0056663-0.0034843j -0.00392925-0.00662156j -0.00360254-0.0210853j 0.0106428-0.0178967j 0.00290782-0.0202069j -0.0074438+0.00633568j -0.0134194-0.00240796j -0.000406316+0.000410024j 0.00112781+0.0139498j 0.0261043-0.0142862j 0.0410406-0.0295524j -0.00179311+0.014062j -0.0182042+0.0125776j -0.0166702+0.0101624j -0.0134611+0.00974107j -0.0025043-0.0332575j 0.0043378+0.00743068j 0.0214403-0.00772087j 0.0078643+0.0133655j -0.0165213+0.00200721j -0.0080093-0.00980983j -0.0077053+0.00645983j 0.00586234-0.00636877j -0.0100619-0.0127461j -0.00796808-0.00368183j -0.000589597-0.00359316j -0.000169965-0.00229871j 3.35984e-06+0.00292414j 0.00192338+0.00113421j 0.00224265-0.00441068j 0.00552345-0.0042917j 0.000371939-0.00470591j -0.00348043+0.00343359j -0.00173496+0.00178083j -0.00162726-0.00179618j 0.00129825+0.00364376j 0.00185839+0.00265642j -0.00372018+0.00161142j 0.00361075-0.000807144j 0.000920073+0.00247756j 0.00165767+0.00392585j 0.00123711+0.00798615j -0.00412805-0.0018521j -0.00174676-0.0107666j 0.00549468+0.000719779j 0.00717348+0.000492341j 0.00409999-0.00452254j -0.00107442-0.00260634j -0.00458132+0.00116969j -0.0121734-0.00764483j 0.00263008+0.00335347j 5.92635e-05-0.00951259j 0.0117785-0.0122893j 0.0056311+0.00456086j -0.00153469+0.00170647j 0.00225776-0.00185259j -0.00181073+0.0024865j -0.00697932+0.00347802j 0.0166467+8.51074e-05j -0.00232471-0.00641758j 0.00732547-0.00123813j 0.00463761-0.00892227j -0.0021943-0.00857899j 0.00948785-0.0041681j -0.00423425+0.00356877j -0.00455087-0.0100959j 0.0019845-0.00500511j 0.0011475-0.000921063j -0.000519873+0.00272444j -0.00170036+0.00204205j -0.000964087-0.00112769j 0.00148018+0.00244379j 0.000708603+0.00101827j -0.000253481+0.00357931j -0.00025932+0.000599189j -0.00061284-0.00151917j 0.000685151-0.00276505j 0.00156581+0.00286432j 0.000659752+7.0079e-05j 0.00240995-0.000404309j -0.00109312-0.000525916j 0.000969397-0.000684752j -0.00167948+0.00145684j 0.000592652-0.000560448j 0.00102459-0.000435565j 0.00149881-0.00057558j 0.00181672-0.00160347j 8.23974e-05+0.000900921j 0.000443956-0.00228311j -0.000378326+0.00023594j -0.000782324-0.000415118j 
-0.0147332+0.0118378j 0.00240785-0.0140802j -0.0102547+0.00866719j 0.0138483+0.00381533j 0.0089189+0.00758094j -0.0109718+0.0130888j 0.0181233-0.024582j -0.000523127-0.0066412j 0.00786789+0.00761744j -0.0181739+0.0238247j 0.00480939+0.0116237j -0.0107879+0.00854792j 0.00342905-0.0324786j 0.00569241+0.0170437j -0.0166502-0.0179764j -0.0331581+0.00415409j -0.000875731+0.00436175j -0.00259246+0.00940896j 0.022315+0.00100841j -0.00211587+0.00999499j 0.00557546+0.00623074j 0.0165494-0.00434092j 0.0104486+0.00361638j 0.00880317+0.00692282j 0.0298497-0.000606588j 0.000985233+0.00601737j 0.0184886-0.00432459j 0.00784332-0.00164913j 0.00723253+0.000827638j 0.00958654-0.00677156j 0.00155148-0.000526087j -0.0106102+0.0011506j -0.00713469-0.00689961j -0.000891088+0.00399546j -0.00608145+0.00890143j 0.000147127-0.00183788j -0.000182983-0.00278496j -0.0105398-0.00101708j 0.0051641-0.00476035j 0.000805277+6.74945e-05j -0.00241365+0.00224883j 0.00507805-0.00217798j -0.00577218+0.00284227j 0.00328191-0.00164073j -0.000983904-0.00268872j 0.00102157-0.0076488j 0.00254485+0.00327366j -0.00600551+0.00573381j -0.00294319-0.00258297j 0.00637805-0.0111859j -0.00512563-0.0112759j -0.0118261+0.0117358j 0.00954867-0.00103513j 0.00231516+0.00391602j -0.00516266-0.0198006j 0.00301011-0.00335517j -0.00187499+0.00459084j 0.011428+0.00432281j -0.00407501-0.00600691j -2.59326e-05+0.000409337j -0.00637891+0.00582485j -0.000413108+0.00793789j 0.0084718-0.0116753j -0.0051851-0.00660369j 0.00419763+0.00301922j -0.00276294-0.00950928j -0.000325962-0.00777676j -0.0042003-0.00060746j 0.00407744-0.00319138j -0.00340529+0.00695551j 0.00110339-0.000707817j -0.00427803+0.00149606j -0.00044963-0.00422792j 0.00477734+0.00639161j 0.00490036+0.000974367j 0.00272876+0.00247748j 0.00199011+0.000650198j 0.000854472+0.00121947j 0.000445132+0.00152222j 0.00502852+0.000915906j -0.000292463+0.0023251j -0.00128914+0.000554456j -0.00102337+0.00064646j 0.000456057+4.32143e-05j -0.000580102+0.00119549j 0.000868307-0.00157173j 0.00256253+0.00022848j -0.00267004-0.000906864j 0.00222117-0.00141878j 0.000672664+3.37185e-05j -0.000998387-0.000986535j 0.0039056+0.00258782j 0.000806199-0.00067118j -0.00109461+9.72535e-05j -0.000949269-0.000621501j 
0.000790183+0.014744j 0.00965297-0.00671079j -0.00963266+0.0087168j 0.0167513+0.04609j 0.00184019-0.0194937j 0.00101474-0.0120316j 0.00486437+0.0288569j -0.00533993-0.00556261j 0.00501926-0.00966117j 0.00512532+0.00615354j 0.0079231-0.0170237j -0.00143866-0.0168812j -0.0199917+0.00216224j 0.0301972+0.0144642j -0.012637-0.00837612j 0.00984414-0.0221031j 0.00459575-0.000285433j 0.0233379+0.00617128j 0.0133576+0.023242j -0.0106839-0.00586224j 0.00676875+0.0142366j 0.00141255-0.00558346j 0.00526643+0.0131466j -0.00763096-0.00510171j 0.00656942+0.0105855j 0.00947108+0.00567232j -0.00916292+0.00614522j -0.00927872-0.00475066j -0.00239873+0.00152634j -0.00133236+0.00689673j -0.000986757+0.00246624j 5.88394e-05+0.00129648j -0.00160002+0.00564563j 0.0147545-0.00766664j 0.004883-0.0109053j 0.0194789+0.000618948j 0.0084925-0.00201214j 0.000544755+0.00771137j -0.00852024-0.00325011j -0.00357549+0.00308353j 0.00431768+0.00143425j 0.0001218+0.00048465j -5.68645e-05-0.00499542j -0.00288472-0.00604125j -0.00366445+0.00278065j -0.00165162-0.000820214j 0.000441974-0.00120013j 0.00345118+0.00597353j -0.00228191+0.00843401j -0.00600503+0.000216338j -0.00116786+0.00756509j 0.00158545+0.0124149j 0.0058974-0.0158532j 0.00581808-0.00601304j -0.0178636-0.000657276j 0.00164503-0.0103356j 0.00970396+0.00534783j -0.0044492+0.00716303j -0.00738265-0.000221499j 0.000564871+0.00832812j 0.000975629+0.00104672j -0.00686953-0.00625438j -0.00632479-0.00629401j -0.00781756+0.00100072j 0.00066469-0.000891468j -0.00333056+0.000460216j 0.00198827+0.00356043j 0.000980945+2.85648e-05j -0.00149627-0.00768875j 0.00329194-0.00141731j -0.000962521-0.000120752j -0.00221625+0.00204981j -0.00211239+3.45904e-05j 0.000659568-0.00492933j -0.00341926+0.00208151j -0.00164041-0.0028997j -0.00115897-0.00245272j 0.00121014-0.00213003j 0.000744187-0.000569236j 0.000130477-0.00228107j 0.00354623-0.000421711j -0.000907832+0.00162458j -0.000707802+0.000903899j 0.000766379+0.00148241j 0.000814898-0.000336143j -0.000681563+0.00145394j -0.000119723-0.000407146j 0.00205868+0.000134753j -0.00270115+0.00106477j -0.00151091+0.000571781j -0.000482344+0.00183254j -0.0018113-0.00179159j -0.00103324+0.00124923j 0.000746657-0.000214777j 0.000878206+0.000392132j 
