0.0408963+0.0118986j -0.0511033-0.0764835j 0.0920636-0.124647j -0.150109-0.0113344j -0.0220058-0.0807088j 0.206458-0.240894j 0.117688-0.0319382j -0.237937-0.0730432j 0.221299-0.15615j -0.130404-0.00256733j 0.256903+0.0938148j 0.0294043-0.440345j 0.0597549+0.233437j 0.145689+0.0833119j -0.110183+0.0749302j -0.475837+0.302288j -0.0458257-0.255444j -0.481883+0.385193j -0.376653-0.495281j -0.031904+0.260971j 0.574672+0.0263129j 0.0754915-0.475318j -0.715563+0.315015j 0.0740925-0.0109434j -0.676419-0.214845j -0.0725114+0.626239j -0.0132336-0.544914j -0.466785-0.185426j 0.0586763+0.149074j 0.121108+0.551745j 0.151911+0.123445j -0.218238-0.0260362j 0.0971384+0.0787656j -0.353318-0.136857j 0.257906+0.00268743j -0.35368-0.0943317j 0.0146724+0.0381274j -0.0962115+0.363499j 0.406013+0.326078j 0.0272965-0.0167792j 0.50031-0.639419j -0.588451+0.104708j -0.702775-0.149305j -0.0751243+0.0671533j 0.569184+0.793701j -0.36913-0.366681j -0.129004-0.335731j -0.53059-0.502909j -0.0195744+0.0776587j -1.1296+0.413172j 0.353095+0.066204j -0.336728-1.03788j 0.426879-0.0189386j -0.0575423+1.02244j 0.737825+0.180694j 0.646825+0.520048j -0.770284+0.105809j 0.0677529-0.247484j -1.05053-0.151726j 0.349058+0.216288j -0.0681065+1.22462j 0.566423+0.476988j 0.988248-0.539256j 0.0630706-0.246941j 0.076868+0.193033j -0.396112-0.317668j 0.334503+0.280335j 0.379037-0.471017j -0.912162-0.133407j 
-0.426882-0.122337j 0.150222-0.0052902j 0.209643-0.00396616j 0.0541978-0.4193j -0.285898-0.165178j -0.202907+0.456378j 0.181182-0.173084j 0.309583+0.243375j -0.697139-0.000436216j -0.116632+0.708225j 0.0866052-0.169714j -0.08738-0.240463j 0.374029+0.373168j 0.289275+0.785541j 0.178831+0.102776j 0.574827-0.752909j -0.608953+0.137494j 0.0257687-0.0942718j -0.115381+0.164134j -0.86325+0.471692j 0.341407+0.37754j 0.12454-0.438685j -0.0482767+0.168043j -0.370513-0.569665j -0.263983+0.086162j -0.0161162+0.389457j -0.161729+0.0647407j 0.183994+0.0949188j 0.304421+0.504864j -0.482435-0.0585261j 0.350722+0.28192j -0.159502+0.135437j 0.0199885-0.0809771j -0.0639277+0.604886j -0.170853+0.486063j 0.0643847-0.590849j -0.94607-0.196853j -0.689157-0.388684j -0.642255-0.55104j -0.431984+0.0472368j -0.504398+0.349822j 0.736596+0.182481j 0.411353-0.318646j -0.37959+0.155663j 0.410747+0.338406j 0.473629-0.681789j -1.21552-1.21791j 0.686119-0.16066j 0.372431+0.408745j -0.233765-0.666285j -0.134828+0.300638j 0.740875+1.58227j -0.836768+0.180863j 0.0387893+0.95392j -0.391089+0.280397j 0.225234+0.00578896j -0.198788+0.841525j 0.686704-0.130093j -0.0315033-0.348305j -0.165745-0.785351j 0.0783974+0.740255j 0.212668-0.756965j -0.451398-0.0723273j -0.444813+0.0215995j 0.518853+0.226855j -0.0602042+0.186952j 0.112897-0.133035j -0.106557+0.24872j -0.141803-0.503293j 
0.165741+0.321881j -0.275559-0.0984017j 0.0642663+0.198339j -0.410862-0.0504027j -0.10249+0.173176j -0.338119-0.331588j 0.435275+0.235691j 0.95541+0.524857j -0.226696+0.67734j -1.33598+0.319463j -0.457322-0.0407466j 0.36317-0.592043j 0.77288+0.0866675j -0.221101-0.290792j 0.958657-1.31729j 0.00742433-0.0405043j 0.855862+1.0951j 1.15895+0.954205j 0.39791+0.312183j -2.10416-0.125494j 1.53226-0.334156j 0.419103-0.694342j 0.546343+0.315997j 0.199651+0.394771j 0.39599+0.677238j -0.304129+0.281641j -0.00186573+0.0965585j 0.227025-0.370724j 0.0478384-0.0890886j 0.30833+0.154274j -0.0531902-0.0933388j 0.00609659-0.0673462j -0.0273795+0.185664j 0.104519+0.230616j 0.0733432-0.471072j -0.0457392-0.214669j 0.12075-0.163424j -0.120861-0.160523j -0.309896+0.0729978j -0.640416-0.353466j 0.179311+0.0827441j 0.0431891+0.229399j -0.0560202+0.0486516j 0.451685-0.00294714j 0.0827607-0.471889j 0.226866-0.274077j 0.596688-0.0747673j -0.282322-0.125652j -0.247501-0.385758j 0.15635+0.0253634j 0.449969-0.154294j -0.533691+0.220613j 0.283267+0.373434j -0.420696-0.0245813j -0.294268+0.242399j -0.504612-0.178715j 0.0808329-0.0913529j -0.402214+0.370653j 0.0854735-0.195405j 0.374872-0.296153j -0.0467961+0.202661j 0.0128998+0.11635j -0.217345+0.0744487j 0.0376308+0.126523j 0.23205+0.188082j 0.0390503-0.0327832j -0.033931-0.0708687j 0.145827+0.133155j -0.0743862+0.152495j 
0.0157439+0.333019j -0.19398-0.392901j -0.267294-0.347483j 0.152326+0.160981j 0.209426+0.282455j -0.0140925+0.18315j -0.127526+0.201929j -0.12508+0.103587j 0.445552-0.589068j -0.233113+0.488581j -0.128572-0.705701j 0.0869836+0.328294j 0.553083+0.595582j -0.113953-0.268351j -0.683747-0.0423876j -0.373105+0.519806j 0.813156+0.523479j -0.110342+1.1004j 0.100464+0.984318j -0.00300967-0.00722713j 0.436797+0.448026j -0.11307+0.325194j 0.282846-0.113788j 0.310083+0.0234747j -0.0951657+0.146757j 0.00967908+0.872077j 0.117135-0.191524j 0.247672+0.0884467j 0.185409-0.000916327j 0.101375+0.542437j 0.586931-0.138612j -0.396983+0.066293j 0.0731868+0.117661j 0.103071-0.10434j 0.00550772+0.0402516j 0.48379+0.0505579j -0.202522+0.162258j -0.079247-0.320098j 0.196056+0.0932088j 0.110104-0.585073j -0.536442+0.204567j -0.981364+0.971443j -0.425895+0.136655j -0.589844-0.53498j 0.373623-0.0610646j -0.378335-0.0241846j 0.320603-0.628863j -0.227304-0.00274643j -0.326401-0.0314469j -0.948837-0.107455j 0.184517-1.07416j -0.124996-0.745776j 1.53135-0.336105j 1.30864-0.569493j 0.0692239-0.421854j -0.111939-0.549987j 0.5323+0.929457j 0.307854-0.308358j 0.181447+0.308703j 0.156115-0.529805j -0.0814396-0.553117j -0.42221-0.244825j 0.037858-0.187381j 0.709141-0.292854j 0.0306502+0.395279j 0.0133031-0.0871894j -0.0634571+0.296778j -0.0217973+0.285j -0.371643-0.381511j 
-0.0659765-0.093582j 0.228941-0.135603j -0.0891747-0.0572193j -0.261733+0.284758j -0.416871-0.138487j 0.0384567-0.0180193j 0.266203+0.429025j 0.643056-0.280815j -0.359214+1.48222j -0.17842+0.194915j -0.284109-0.347716j -0.416589-0.686361j 0.66131+0.79674j 0.0154875-0.154413j -0.879854+0.755328j -0.00807309-0.0419897j 0.0182016+0.743225j 0.477641-0.00179375j -0.0336885+0.272581j -0.191418-0.302368j 0.594215-0.840828j -0.407622-0.342127j 0.0512566+0.0972403j 0.213899+0.353149j -0.202254+0.0674862j -0.0440056+0.433363j 0.177486+0.081288j 0.096856+0.137619j -0.175365+0.209012j -0.168611+0.0234934j 0.701969+0.103637j -0.196561+0.190178j -0.0314993-0.204302j 0.864472+0.197995j -0.0339627-0.244853j -0.071923-0.591888j 0.0819346-0.0666446j -0.299792+0.215793j -0.0754849+1.49475j -0.408979+0.119207j 0.0543895-0.942698j -0.177984-0.111387j 1.0743+0.400071j -0.10609+0.856572j -0.257598-0.278264j 0.678506-0.548734j 0.108125+0.962804j 0.608217+0.802997j -0.649838-0.21831j -0.0477988-0.194674j -0.368213-0.79125j -0.00228583-0.978412j -0.0799221+0.704428j -0.294927+0.631755j 0.0156674-0.695967j -0.0781173+0.038513j 0.388919+0.0800334j 0.28344+0.272167j -1.08765-0.604237j 0.0410283-0.599477j 0.293653+0.0654069j -0.362426+0.0515368j -0.524163+0.0916651j 0.725296-0.380369j 0.243177+0.0963219j -0.163884+0.202598j -0.0121007+0.197565j -0.110359+0.0751767j -0.124143-0.283923j 
-0.334923-0.0986387j -0.276686+0.188486j -0.476033-0.0419325j -0.00100291-0.321638j -0.28082+0.06109j 0.365798+0.257392j 0.0391118+0.219523j 0.592005-0.334746j -0.000265358-0.581113j -0.527423-0.352551j -0.094661+0.513428j 0.569303+0.0661323j 0.0650357+0.147374j -0.356544+0.156902j -0.222591+0.346638j -0.357559-0.000614981j 0.648183-0.361979j -0.136005-0.339736j 0.131239-0.925838j -0.130864+0.482944j 0.629481+0.0053491j -0.423523+0.225637j 0.896749+0.181128j 0.0964571+0.0135901j 0.412118-0.730483j 0.0854622-0.30714j 0.622331-0.0967112j 0.614047+0.2167j -0.313055+0.247949j 0.182686+0.0860009j -0.540317-0.423035j -0.239105+0.582241j -0.00330542-0.209599j 0.586824+0.380178j 0.2078+0.351626j 0.101111-0.307259j 0.206784-0.287558j -0.0622749-0.530558j 0.344921+0.0228244j 0.044981-0.859223j 0.0405601+0.722938j -0.426243-0.272754j -0.131876-0.906863j 0.525112-0.338884j -0.192876+0.407962j -0.413917-0.301494j -0.0199537+0.419796j -0.232901-0.0385599j -0.139462-0.219221j 0.0926192-0.73024j -1.30939-0.119862j 0.127338-0.167502j 0.105811+0.161832j 0.540137-0.560811j 0.249931+0.418112j -0.66257+1.16336j 0.346112+0.279122j -0.485913+0.256688j -0.572161+0.732858j 0.100144-0.0144716j 0.330217+0.179902j 0.237624-0.665028j -1.02228-0.0940408j 0.0203359-0.0425329j -0.293129-0.295612j -0.0411126-0.0590888j -0.214809+0.212187j -0.639945-0.440002j -0.307782+0.266187j 
-0.107164+0.101027j -0.360109-0.227189j -0.156016+0.209311j 0.313115-0.127487j 0.213373+0.631884j 0.278453-0.505461j 0.474768+0.272028j -0.173416+0.679062j -0.667999-0.392186j -0.735759+0.615735j 0.140695+0.416668j -0.0614969+0.507875j -2.33183-0.170277j 1.14322+0.173027j -0.565496-0.238544j -0.817099+0.1191j -2.37674+0.313813j 0.172283+0.607802j -0.0975783+0.311903j 0.191449-0.797361j -0.753189-0.137942j 0.3767+0.478708j 0.617135+0.239934j 0.0175634-0.518022j -0.165041+0.613773j -0.37582-0.0242473j -0.148822-0.231607j 0.394837-0.24352j -0.0109823+0.0929957j 0.164101+0.0753351j -0.0667946-0.209527j 0.100288-0.0358456j -0.195303+0.200123j -0.0911236-0.196126j 0.271354-0.207036j -0.0985906+0.00855538j 0.108445+0.0623869j 0.343917-0.20212j -0.302477-0.337726j -0.505402-0.393124j -0.178361-0.00230235j -0.579184-0.136383j 0.276839-0.0740922j -0.862004+0.158779j -0.039674+0.0839868j -0.477632-0.449342j -0.585298+0.0551669j -0.102283+0.0437109j 0.414505-0.0610725j 0.433195-0.0277928j 0.108494-0.150509j 0.443936+0.370843j -0.293617+0.345959j 0.0245056-0.280106j 0.627512+0.411351j -0.303935+0.0598798j -0.161722+0.230354j -0.303662+0.182713j -0.458638+0.259421j -0.0594566+0.0505992j -0.287723-0.0793903j 0.0779625-0.0319299j -0.0506226+0.0637816j -0.275174-0.10599j -0.00515766+0.252707j 0.140511+0.0614435j 0.0671355-0.0399986j 0.0261048+0.13131j -0.0403027+0.107714j 
0.00794712+0.811324j -0.0484625-0.249481j -0.130757-0.271765j -0.743809-0.0353675j -0.127711+0.392097j 0.68999+0.167317j -0.487774-0.240619j 0.471974-0.608384j -0.34303+1.14527j 0.745965-0.313248j -0.115195-0.0517887j 0.177438+0.021606j 0.193968-0.920608j 1.03683-0.795723j 0.283173-0.466501j -1.16397-0.721034j 0.193568+0.830043j 0.0364999+0.121877j 0.241808-0.172789j 0.661729+1.16798j 0.772883-0.699763j -0.364185-0.357272j 0.248994+0.0946854j -0.886227+0.712381j 0.268868+0.402818j 0.609356-0.0486124j 0.163164+0.218705j -0.00509343-0.278252j 0.244968-0.249613j 0.0642534+0.75275j 0.23335-0.151857j 0.0877631+0.152831j 0.0378369+0.0772622j 0.305263+0.118461j 0.372124+0.148648j -0.126503-0.204546j -0.299353+0.249676j -0.412623+0.286296j -0.545967+0.19409j -0.0413935+0.274397j 0.254615+0.45762j 0.248275-0.164194j -0.415996-0.353804j 0.00638136+0.0797115j 0.222569-0.431424j -0.345596-0.324913j -0.837936+0.289967j 0.163349-0.519919j 0.258854-0.179304j -0.347873-0.00155492j 0.221278+0.0713441j 0.813986-0.00210648j 0.0445481+0.18746j 0.287505+0.130747j -0.00322471+0.336449j 3.33553e-05-0.0549878j 0.395376+0.180382j -0.0292765-0.139011j -0.106129-0.266047j -0.396984-0.00861515j 0.289569+0.166649j -0.330978-0.281352j -0.0967566+0.16125j -0.0039877+0.193256j 0.116306-0.197871j 0.0967251-0.00184877j 0.0110284+0.000230794j 0.21912+0.00471679j -0.259207+0.0717186j 
-0.0659279+0.325407j -0.652093+0.211345j 0.391573+0.104086j -0.1897-0.0100653j -0.177095-0.496214j 0.358828-0.0041358j 0.556974-0.34055j 0.424798-0.0398023j 0.638206+0.352352j 0.822262-0.300956j -0.249162-0.524456j 0.0672524+0.0412394j 0.946343-0.362618j 0.256469-0.198426j -0.763403-0.272307j 0.436323-0.233835j 0.476087-0.424849j -0.341521-0.0901424j 0.340843+0.14399j -0.408286+0.0154832j -0.394657+0.329132j -0.611131-0.129611j 0.170214-0.522375j -0.178174+0.177522j 0.320608+0.0691048j 0.214259-0.288877j -0.323062+0.286083j 0.322241-0.143058j 0.514801+0.0220525j 0.183569+0.0312216j -0.807609+0.238919j -0.379992-0.373533j 0.169557-0.0791773j 0.0267164+0.222642j -0.51179-0.0720849j -1.24704+0.16432j 0.218692+0.844122j -0.543672+0.216034j 0.236393+0.391964j -0.786061-0.808285j -0.249837-0.0459656j 0.541826-1.15621j 0.818426+0.867086j -0.238132-0.0926566j 0.934664+0.294664j 0.955114-0.439111j -0.0796722-0.775293j -0.97316+0.560241j -0.120903+0.218755j -0.206713+0.846929j 0.120141-0.252231j -0.134994+0.393228j -0.22799+0.624965j -0.141631-0.211881j -0.359183-0.221477j -0.266021-0.548666j -0.622312+0.00754028j -0.113923-0.484775j 0.168516+0.811263j 0.34737-0.594729j 0.140552-0.530064j 0.225959+0.249213j 0.278734+0.338969j 0.0516907+0.336333j 0.610441-0.339649j 0.0312246-0.25406j -0.399521-0.480797j 0.0578494+0.396775j 0.183818+0.238875j 
0.139665-0.328073j 0.110905+0.168078j 0.0965752-0.113866j 0.0434281+0.10367j 0.104579+0.0506866j -0.155701+0.280956j -0.0736864-0.287577j 0.0230107-0.648307j 0.393126-0.0444548j 0.356663+0.83319j -0.0144253+0.234185j -0.589554-0.302776j -0.190698-0.428423j -0.277167+0.250182j -0.52543-0.310173j -0.0433571+0.00380109j 0.397281-0.577164j 0.513819-1.01001j 0.269343-0.189293j 0.187559+1.52959j -0.398542-0.913472j -0.503051-0.205425j 0.0207705-0.256511j 0.291206-0.254358j 0.386523-0.443352j 0.244396+0.17415j 0.102187-0.101858j -0.365706-0.0105154j -0.115407-0.0500847j -0.0242373-0.341888j -0.0350495+0.0182726j 0.00119951-0.0129315j 0.229256+0.224861j 0.33072+0.0507318j -0.610616-0.233942j -0.317952-0.18697j -0.118572-0.378976j -0.135836+0.222553j -0.147238+0.373335j -0.930843+0.76432j 0.118222-0.321878j 0.269402+0.293279j 0.188857+0.0947223j 0.245719-0.553889j -0.855747-0.749053j -0.467023-0.56515j 0.228734-1.00374j -0.40389+0.155967j -0.660994+0.353386j 0.315099-0.177026j 0.136873-0.831881j 0.000241525+1.27837j 0.827223-0.213633j -0.414266+0.675995j -0.0329294+0.830457j -0.991587+0.641125j 0.00215369+0.0760119j 0.324+0.9383j -0.362284-0.427368j -0.0391093-1.02784j 0.148769+0.431192j 0.184584+0.131032j -0.212954+0.402817j 0.121742-0.18237j 0.52624-0.170479j 0.0353466-0.152076j -0.0290176+0.00381861j 0.333323-0.144203j 0.201556+0.176983j 
0.117271+0.277247j 0.168582+0.119079j 0.0443128+0.167114j 0.101307+0.795485j 0.342391+0.43214j -0.271508+0.144299j -0.000282459-0.176337j 0.0890976-0.0509074j -0.0295844-0.442777j 0.107233-0.127231j 0.325596+1.33194j 0.14048+0.933285j 0.327385-0.68078j 0.245848+0.785708j -0.82276+0.17795j -0.0226322-0.180838j 0.0544546-0.841404j 0.221701+0.111632j -0.155425-0.739383j -0.355696-0.274235j 0.121301-0.457522j 0.379568+0.0213668j -0.190146-0.194606j -0.0857507-0.139927j -0.150986+0.112972j -0.0281111+0.201822j -0.0669838+0.216983j -0.22219-0.391879j 0.226057-0.573244j 0.0212269+0.169456j 0.297406-0.367777j 0.00828895-0.362672j 0.113618-0.0612296j 0.10397-0.610763j -0.772082-0.772005j 0.679474+0.469257j -0.641661-0.0383353j 0.0451157-0.693128j 0.21996+0.214743j 0.323557-0.14254j 0.523523+0.353281j 0.518287-0.407172j -0.364321-1.12996j -0.0465002-1.02335j 1.03641-0.062022j 1.01157+0.162184j 0.203811-1.07184j 1.00654+0.961968j -0.307898+0.143199j -0.64371-0.0234055j 0.0406895-0.256333j -0.36433-0.43113j 0.121205-0.000358049j 0.522431-0.0159253j 0.630681-0.403037j -0.0644249+0.146513j -1.05245-0.882424j -0.471581+0.415577j 0.165628+0.0285522j 0.0721983-0.344257j 0.0589977+0.0477775j -0.210438-0.163874j 0.221968-0.190189j 0.0454545-0.0828971j 0.199684+0.138825j 0.0126185+0.046948j -0.206601+0.0392825j 0.647429-0.208936j -0.213679+0.0687244j 
-0.257625+0.331274j -0.199305-0.393647j 0.0410354-0.176402j 0.398486+0.247954j -0.365788+1.01226j 0.19148+0.0485635j 0.354812-0.571793j -0.667872-0.848536j 2.40989+0.11333j 0.0704549+0.104265j -0.313569+0.772905j -1.06535+1.13428j 0.526308-1.3122j 0.0784316-0.177263j 1.09413+0.865535j -0.29335-0.433852j 0.567818+0.0491774j -0.419114-0.614716j 0.264798-0.167075j -0.385803+0.500115j -1.22078-0.526348j -0.577102+0.645437j 0.193351+0.114099j 0.33164-0.232518j 0.178214+0.346448j 0.504155-0.0466109j 0.189449-0.146446j 0.165008-0.172463j 0.133642+0.0074678j -0.0970979+0.427857j 0.165442-0.353617j 0.102186+0.105803j -0.24333+0.0753589j 0.239145-0.467789j -0.0649646+0.0500068j -0.387452+0.0758135j -0.0260867-0.0684696j 0.191475+0.192105j 0.849688+0.255555j -0.00887873+0.327674j -0.546331-0.056851j -0.335115-0.134347j 0.4649-0.810303j 0.366016+0.117279j -0.0615867-0.000640502j -0.218934-0.665484j 0.227129+0.253899j 0.642382-0.186175j -0.110002+0.193368j -0.0881842-0.0763007j -0.255284+0.119595j -0.287063-0.115692j 0.261608+0.357452j 0.372421+0.313723j -0.214751-0.0331541j -0.0234115+0.0127747j -0.0200372-0.090177j 0.0525188-0.0597836j -0.344979+0.455103j -0.353041-0.00683332j 0.0937928-0.11982j -0.00565096+0.148517j 0.0275504+0.296286j -0.0813009-0.301555j 0.0283969-0.169736j 0.089196+0.14135j 0.0619629+0.01523j 0.13012+0.0183466j -0.180854+0.0634016j 
-0.162545+0.0436226j 0.0114798-0.279966j -0.163843-0.0898871j 0.121695+0.185021j -0.382026+0.247655j 0.425715+0.158871j -0.0233915+0.342113j -0.368227+0.0517716j 0.167135-0.601438j -0.459757-0.322278j -0.214081+0.148008j -0.26157+0.164189j -0.0868089-1.49006j 0.226238+0.744569j -0.0214325-0.504802j -0.114622-0.598393j -0.464335-1.57008j -0.482437+0.316j -0.248224-0.0419452j 0.518065-0.0928498j -0.0267918-0.385186j -0.242546+0.35519j 0.00120358+0.386048j 0.184599-0.106346j -0.476154+0.0297928j -0.0476341-0.226203j 0.0507419-0.0985128j 0.303819+0.199929j -0.114403+0.0374861j -0.0371854+0.194427j 0.229862+0.0705995j -0.0726089+0.185987j -0.0643149-0.427689j 0.391017-0.0193829j 0.0604062+0.623637j 0.00931679-0.143997j -0.266654+0.0645426j -0.134242+0.46409j 0.831201-0.322984j 1.01595-0.596762j 0.105245-0.169159j 0.602639-0.354826j -0.102478+0.371429j 0.342526-1.62163j -0.0742816+0.0315559j 1.0439-0.246531j 0.470219-1.12536j 0.00645704-0.131947j -0.34222+0.740249j -0.51952+0.632625j -0.0870811+0.441347j -1.04129+0.526367j -0.173039-1.01553j 0.38435+0.173122j -1.18957+0.7337j 0.417598-0.478913j -0.00736642-0.709724j 0.0544463-0.647304j -0.0329774-0.745147j -0.0625457-0.237523j 0.4102-0.419173j -0.0202839+0.116827j -0.00311819-0.0601125j 0.37749-0.347906j -0.41622-0.202272j -0.269016+0.181049j -0.000416969+0.111232j -0.337807-0.0570678j -0.14127-0.141695j 
0.63415-0.370452j -0.0956625+0.128215j -0.127973+0.117859j 0.120787+0.470526j 0.29861+0.0129155j 0.0336034-0.475464j -0.094678+0.393577j -0.592287-0.209653j 0.852368+0.127233j -0.356408-0.266845j -0.102912+0.0494299j -0.154384-0.452611j -0.704523+0.0332811j -0.728817-0.414833j -0.226722-0.094631j -0.368539+0.804384j 0.559934-0.263487j 0.247862-0.112577j -0.189326-0.00207972j 0.81047-0.445987j -0.520757-0.611073j -0.436112+0.234531j 0.0323131-0.130375j 0.686971+0.450854j 0.223825-0.327968j -0.0685838-0.453131j 0.115744-0.153847j -0.302136+0.00275847j -0.0651233-0.556722j 0.566369-0.306678j -0.0824044-0.344595j 0.129418+0.0606622j -0.0632369-0.0521843j 0.495029-0.10473j 0.333006-0.0607568j -0.53483+0.0108303j 0.305701+0.680265j -0.134059+0.925749j -0.125458+0.962511j 0.0493134+0.284455j 0.897652+0.0331283j -0.0898644-0.867363j -0.659298+0.458099j 0.110055-0.0101059j -0.249234-0.964122j -0.349139-0.265646j -0.702762+1.21591j -0.5155-0.481555j 0.0186388-0.337547j -0.315583+0.737581j 0.519219-0.179921j 0.710961-0.817183j 0.240532+0.38939j 0.448281-0.319486j 0.160418+0.344031j -0.157754-0.362123j 0.601136-0.107761j -0.405036-0.180669j -0.300998-0.283471j -0.488995+0.302773j 0.716278-0.281503j -0.779621+0.155708j 0.0145519+0.412937j 0.153376+0.298023j 0.0177936-0.545106j -0.0257819-0.105266j -0.133265-0.0624959j 0.236711-0.263378j -0.214756+0.412353j 
-0.188495+0.273877j -0.258132+0.014671j 0.432183+0.0733248j 0.776212-0.695439j 0.00936873+0.0152601j -0.0876439+0.449628j 0.232968+0.246459j -0.700706-0.15258j -0.661421+0.573755j 0.22235-0.0385468j 0.641521-0.0198334j 0.196809-0.266358j -0.23534-0.137973j 0.299243-0.70799j -0.0809239-0.313365j 0.600901+0.141819j -0.486482+0.21002j -0.292637+0.106157j -0.180253-0.366582j 0.0724452+0.132295j -0.217369-0.0886592j 0.347543-0.246538j 0.15013+0.232058j 0.372354-0.243077j 0.262178-0.180245j 0.218369+0.0950264j -0.0281887-0.110982j 0.0562722-0.256749j 0.567427-0.089444j -0.1354+0.25698j -0.0668642-0.379183j -0.398413-0.157316j -0.928026+0.523698j 0.026488-0.253514j -0.409076+1.52256j -0.0507996-0.546856j 1.57022-1.31108j 0.683768-0.371996j -0.298857+1.44236j 1.52658+0.496545j -0.56254-0.590229j 0.354451-0.517408j 0.329148+0.736193j -0.0682508-0.521036j -0.501253-0.225839j 0.915188+0.50329j 0.0182684-0.590801j -0.235924+0.241354j -0.109403+0.794539j 0.432329-0.493424j 0.906339+0.341303j -0.837182+0.333709j 0.164677-0.186916j -0.717256-0.202051j 0.477918-0.380278j 0.621948-0.266508j -0.283389+0.35612j -0.565818+0.0444366j 0.14945+0.336332j -0.157774+0.390597j 0.191831-0.0401953j 0.146675+0.207221j -0.195828+0.0694724j -0.172591-0.541428j -0.298007-0.156447j -0.00963909-0.241631j 0.108868-0.0224472j 0.317489+0.000298671j -0.212784-0.0930928j 
-0.132611+0.161632j -0.312498-0.083537j 0.302382+0.336645j 0.160618+0.116424j 0.267529-0.247059j 0.245208+0.318943j -1.02825-0.452697j -0.87742-0.480211j -1.32325-0.0298716j -1.52052-0.45328j 0.383428-0.141542j 0.0573559+0.39075j -0.904309-0.216873j 0.0162043+0.00128223j -0.10064+0.073694j -0.149503+0.105179j -0.190082-0.225557j -0.311045-0.590608j -0.247195+0.0263205j 0.0195819+0.0768823j -0.120021-0.00128452j -0.0107028-0.282982j 0.129627-0.290579j 0.0525125+0.120226j 0.046209+0.0898636j 0.0248301+0.0565533j -0.177743-0.00303499j 0.100709-0.126695j 0.364139+0.0341124j -0.0154522+0.121489j -0.27216-0.269794j -0.230055-0.457672j -0.139284-0.193263j -0.0411924-0.123998j 0.163049+0.522605j 0.497701+0.0968782j -1.88687+0.568466j 0.70574+0.331041j -0.826383+0.566168j -0.760897+0.24321j -0.30834+0.1235j -1.15067-0.142996j -0.37508+0.4076j 1.51865-0.319924j -0.0208273+0.343222j -0.19663-0.145367j -0.713681+1.16556j -0.0320404+0.756721j 0.837742-0.127123j 0.120194-0.79091j -0.0309519+0.0670713j -0.216988+0.166769j -0.0142421-0.203564j 0.387938-0.537602j 0.0734182+0.0215978j 0.249305+0.156392j -0.793139+0.0449158j 0.441401+0.0156785j 0.151972+0.132312j -0.00610106+0.0516281j 0.445643-0.299081j 0.0386795+0.0978047j 0.139362+0.00478731j 0.109369-0.0612496j 0.283091+0.0788592j 0.0623409-0.141483j -0.018778-0.152482j 0.153345+0.0888752j -0.068975+0.00494662j 
-0.139556-0.158705j -0.546728-1.02059j -0.0016376+0.629188j 0.446737-0.170006j 0.826684-0.804433j 0.342062+0.548746j 0.594835+0.980168j 0.0899268+0.570377j -0.0382381+0.914214j 0.635867+0.893628j 1.33239-0.876311j 0.560157-0.0394914j 0.0845871+1.09959j 0.495675+0.0960919j 0.447624-0.354679j 0.0750053+0.681694j 0.197499+0.276243j -0.161402-0.667497j -0.606532+0.643028j -0.022016-0.37314j -1.05889-0.481209j 0.0587694-0.872933j 0.559875+0.229143j -0.270509-0.0729561j 0.0729975+0.576414j 0.573006+0.0944974j -0.238113-0.452576j -0.00542358+0.534662j -0.269167+0.211884j 0.231263+0.267093j -0.237474-0.574079j 0.096821-0.273728j 0.153156-0.110463j -0.281929-0.0459483j -0.123753-0.299507j 0.111236-1.0129j -0.369678+0.343899j -0.35544-0.308949j -0.0310712-0.170858j 0.278927-0.451522j 0.239129-0.24585j 0.459863+0.395481j -0.797149+0.254359j -0.396078+0.0124489j -0.209309+0.311755j 0.0456895+0.177634j 0.31335-0.162227j 0.16728-0.827934j -0.160557-0.103584j -0.456582+0.0668971j -0.150653+0.0238205j -0.205434+0.0281454j -0.26186-0.127179j 0.0410897-0.0375206j 0.0874339-0.281834j 0.25934+0.0110332j -0.188634-0.0967351j 0.42518+0.04923j -0.380828+0.0647365j 0.213684+0.0297391j 0.122447+0.0365336j -0.159772+0.150489j -0.164684+0.0399303j -0.141899+0.0192402j 0.174313+0.314259j 0.175152+0.0636422j 0.279693-0.0598604j -0.258193-0.0933164j -0.0194586+0.16779j 
