-1.09178+0.780965j -0.404054+2.70292j 0.229596-1.80183j -0.696663-0.674964j 1.21681+1.88856j -2.06898-0.172238j -0.456086+0.687884j 0.639714-0.394938j 0.391536+1.4258j -1.32463-0.147911j -1.70071-0.0312488j -0.885485-1.31387j 1.86886-0.016374j -2.47043+0.850771j 0.176803+2.29324j 0.422302+0.0148557j -0.0760644-0.0583312j 0.284546-0.890491j 0.376296-0.294348j -0.501018-0.309261j 0.753737+0.0842806j -0.315617-1.47729j -0.141821+0.969733j 0.131807+0.629973j -0.228596-0.0376837j -1.15436-1.56032j 1.40323+0.79623j -0.296361-0.224424j -0.745026-0.594037j 0.0324406-1.56095j 0.742939-0.269217j -0.69467+0.119477j 0.0256835-0.891183j 1.58826-0.781598j 1.59375-2.44335j 0.159139+0.607434j -0.224888+0.488413j -0.210314-0.638716j -2.57813-1.45489j -0.876686+1.44968j 0.055036-0.245828j -0.0703505-0.0408223j -0.793762+0.00348753j -0.379497-0.0900955j -0.187215+0.082573j -0.305186-0.800115j 0.828085-0.364074j -0.411618+0.122099j 0.370478+0.0513354j -0.29379+0.421678j -0.023928-0.946127j 0.231507-0.0117917j -0.210907-1.29562j -0.344296+0.273601j 1.23288-0.861158j -0.344135-0.488459j 0.194883+0.964129j -0.0730768-0.755182j -0.375918-1.37449j -0.205834-0.669941j 0.649447+0.333268j -0.671782+0.452892j 1.62283-1.3598j -0.173983-0.70889j 0.671015+0.245217j 1.52945+0.274053j 1.15453+0.835891j 0.194516+0.725225j 0.677762-0.304919j 1.51185-0.91337j 0.225735+1.26393j 0.343223-0.59277j -0.124929+0.832884j 1.15286+1.53369j 1.50185-0.19117j 0.520534+0.662066j -0.442573-2.17827j 1.65628+1.18735j 0.307601+0.56892j 0.121676+0.708009j -0.670474+0.961177j 0.603641-1.17165j 1.75334+1.23907j -1.48461+1.4123j -0.307303+0.814801j 1.48008-0.257557j -0.321099-2.53505j -0.0440347+1.55415j -1.97852+0.234597j 0.0467843+0.273506j -0.250516-0.0506447j -0.455606+0.469116j 0.13464-0.265153j 0.42217+0.215741j -0.831453-0.149131j -0.283394-0.472117j 0.432781+0.207813j -0.0745512-0.0722588j -0.065982+0.0332822j -0.233866+0.647875j 0.0408711-0.00558515j -0.158279-0.224793j -0.204258-1.06544j -0.0277134-0.108956j -0.0924193+0.248315j -0.327651-0.0647852j 0.244637-0.965078j -0.365418-0.160023j 0.307639-0.733666j 0.446278-1.09837j 0.988675-0.472555j 0.662391-0.130322j 0.403722+0.995352j 0.837868+0.289748j -0.145917+0.286258j 0.201777+0.736804j -0.152929-0.299335j 0.0996633-0.835767j -0.111736+0.11581j 0.0922598-0.714056j -0.129127+0.721708j 0.433176-0.638232j 0.629966-0.185506j -0.241246+0.260503j 1.4458-0.393638j 0.554976+0.567031j 0.57109+0.402339j 0.0880198+1.72414j -0.148931+0.742941j 0.607228+0.0793455j -0.282125-1.17435j -0.748506-0.166664j -1.1664+0.829184j -0.696903-0.282701j -0.37457-0.0651522j -0.342995+0.245452j -0.217778+0.746071j 0.610903-1.17407j -0.476565+0.139217j -0.317814-0.638145j 1.36636+0.280831j -0.032375-0.0678205j 0.0424741+0.408571j -0.31882-0.0347196j -0.695374-0.81731j 0.101434-0.48593j 0.267214+0.156567j -0.330205+0.0152367j 0.247226+0.558061j -0.640777+0.0506386j 0.44152-1.03986j 0.253564+0.805228j -1.42737-2.08746j 0.843065+0.770082j -0.129469+0.746599j -0.951434-0.791302j 0.19095-0.862127j -0.462958-0.465714j -0.228188-0.0480989j -0.427538+0.944427j 0.629265-0.616782j -0.699176-0.0948789j 0.705289-0.279538j 1.12115+0.226629j 1.09785-0.371143j -0.267327+0.588158j -0.975076-0.694513j -0.320369+0.0663881j 1.32645-0.980102j -1.31243+0.0207409j 0.850483+0.299941j 1.07317-0.693094j 0.743205+0.16045j -0.152915+0.184829j -0.141531+1.22649j -0.525788+0.690956j -0.445221+1.56126j -0.609906+1.64186j -0.710378+1.01618j -0.132869+0.512419j 0.36516+0.710423j -0.0785593+0.118054j 0.642467-0.429796j 0.244627+0.0557692j 0.816949+0.973453j -0.181617+0.129608j 0.0478763-2.00585j 0.40865+1.17206j -0.044113+0.23673j 1.39341+0.365605j -1.03124-1.32479j -0.900816-0.861365j -0.917745-0.270095j 0.296186-0.361476j -1.98429+0.249579j 0.592488+1.25485j -0.432063+0.600908j -1.3456-0.409887j 1.57053-0.192529j -0.519492-1.27346j 1.27642-0.593489j -1.21897-0.795263j 0.590894+0.403224j 0.71456-1.44619j 0.0448259+2.99101j -0.426756-1.01167j 1.65402+0.801431j 2.48263+0.0616713j 1.16744-0.0312104j 0.225917-1.56029j 
1.34063+1.81591j 2.02262+0.234599j 0.711928-0.459385j 0.398517+1.53863j 1.64022+0.788394j -0.773743+1.91613j -0.817437+0.0868793j 0.419685-0.249226j -0.858944+1.39168j -1.49696-1.85899j 1.4893+0.505054j -1.70366+0.373673j -2.66731+0.256769j 0.558359+2.23845j 1.32579-1.42189j 0.493388-0.198842j -1.30015-1.21302j 0.704387+0.243318j -0.933198+1.29302j -0.515447+0.7143j -0.875786+2.52781j -0.134468+0.196406j -0.145577+0.00451067j 0.13921-0.792208j -1.80837-0.35799j 2.30368+0.813524j 1.49802+0.384423j -0.313013-0.422388j -1.1144+0.415252j -1.36754+0.0353753j -0.132416-0.829819j 0.173185-0.887697j 0.639587+2.02703j -1.26148-0.644017j -0.38822-2.05801j 0.0726221+0.174802j 1.05066+0.207523j -1.189+1.54685j -1.452+1.24632j 1.62932+0.724267j -0.205782-0.472019j 1.01352+0.634022j 0.0440277+0.148671j -0.951181+1.21043j 0.483475+0.112263j 1.14599+0.834747j 0.122667-0.765554j 0.384246-0.14071j 0.23777-0.213635j 1.07778-1.99752j -0.635343+0.400739j -0.403033+0.173603j 0.158674+0.762712j -0.462901+1.38717j 0.455699-1.21966j 1.13072+0.369154j 0.210366+0.404241j -0.281447+0.37293j 0.587032+1.26666j -1.46242-0.0417538j -0.728871-0.0564171j -1.66276-0.390232j -0.37471-0.00320489j 0.625254+0.638458j -0.188441-0.500345j 1.84818-0.158245j 0.671476-1.15499j 0.475928-0.0144204j -0.394759+0.833103j -0.3088-0.00557501j -0.477605-0.287436j 0.121388-1.60906j -0.176261-0.431177j -0.0906586-0.840416j -0.371544-1.68525j 0.142318+0.236408j -0.936352-1.79199j 0.22411+0.529213j -0.897567+0.416601j 0.00632508-0.036261j 0.943611-0.144383j -0.483399+0.106897j 1.08303-1.28431j -1.21387+1.11045j 0.455967-0.978445j 0.277664-0.409961j -1.62633-0.42266j 0.113231-0.800829j 0.45328+0.97058j 0.525328+0.127168j 0.228408+0.823331j 0.483607+0.528288j -1.06889+0.398119j 0.314068-0.18028j 0.663372+0.605966j -0.868866+0.743798j -0.165886-0.733974j -0.124328-0.284162j 0.552347-0.23842j 0.704444+0.828165j -0.697458+0.0891899j 0.26101+0.423291j -0.0589256+1.25603j 0.552304+0.386722j -0.301993-0.0156015j 0.745397+0.442348j -1.03031+0.623643j -0.722522-1.68092j 0.417709+0.311657j 0.179812+0.137021j -1.06645+0.847496j -0.554538+0.218266j 0.245242+0.0712464j 1.12156-0.766161j -0.458284+0.279543j 1.19683-0.0595967j 0.438436+0.133642j -0.401687+0.668755j 0.378888-0.655665j -0.566274+0.621523j -0.76588-1.20129j 0.214963+1.65338j -0.457601+0.906457j -1.29356+0.134502j -0.24327+0.804713j -1.32345+1.17538j -0.944255+0.576883j 0.710444+0.53781j -1.49442-0.367764j -0.453165-0.250142j 0.188732-0.0556133j -0.0309099+0.918806j 0.500968+0.811095j -0.586641-0.319024j -0.309063+0.334034j -0.275293-0.0699724j 0.0780798+0.155786j -1.14364-0.245207j 0.0185573-0.831935j 0.699787-0.0825754j -0.715075+0.518055j 0.978797+1.36855j -0.769603-0.00724674j 0.297751-0.304508j -0.623805+1.26684j -0.154682+0.0242297j 0.130211+0.79978j 0.769551-1.292j -1.26054+0.500297j 0.770507-0.339042j -0.133694+0.449813j 0.731071+0.560953j 0.404366-0.00541436j 1.03685+1.1755j -1.46515-0.399673j -1.17097-0.194868j 1.43159+0.376516j -0.225765+0.0372374j 0.000289957-0.0488379j 0.434881-0.499997j -0.00640583-0.53743j 0.339078-0.99697j 0.558751+0.849609j -1.28647+0.708846j 1.04118-0.682079j -0.516164-0.736479j -0.0811152+0.775885j -0.133627+0.088133j -1.04003-0.328356j 0.513072+1.51237j -0.191533+0.324689j 1.06288-0.23032j -1.13832+0.311115j -0.765402-0.0413949j -0.24574-0.133659j 0.0938789-0.383557j 0.184938+2.56973j -0.855671-0.195525j -0.467104-1.03742j -1.07944-0.0842854j -0.863914+0.696372j 0.327782+0.151522j -0.758181+0.153824j -1.44108-0.396872j 0.46306+1.50746j 0.312169+0.497231j 0.00314704+0.0945294j -0.969032+0.0127279j 0.673126+0.361985j -0.605469-0.350457j -1.22357+1.18176j 0.558888-0.971976j -0.667869-0.949541j -0.333667+0.00576607j -2.22488+1.10664j -1.55952-0.0206693j 1.08742-1.23063j -0.0754966-0.148217j 1.21767-0.533661j 0.184089+0.307311j 0.541655+0.839725j 0.371974-0.0974451j -0.497861+0.210967j -1.85633-0.759843j 0.721306+1.10414j 0.390318+1.29506j -0.486111+0.385995j -0.041416-1.11828j -0.997838+0.667881j -0.388029+0.700571j 
-0.457997+0.864445j -0.351045-0.844838j 1.02426+2.33825j -0.691094+3.2639j -0.0319845+0.528722j -1.00221+1.91344j 0.562266-1.35952j -2.1202-0.46202j -0.305572-0.766986j 0.141033+1.88414j -0.136495+0.637963j 0.324246-0.995541j 1.5575-0.986353j -0.369012+0.0336572j 0.500613+1.06231j -0.470946-0.0597735j 0.532432+0.460508j -0.723006+0.314998j -0.802081-1.8518j -0.223787+2.03233j 0.460453-0.196911j 0.340995-0.711626j -1.24183-0.643719j 2.97503-1.35606j -1.67691+2.13497j -0.137058-0.882262j -0.310198+1.72528j -0.797216-1.50816j 0.477127+0.124982j -0.177251-0.0933596j -2.24725-0.910698j -2.49927-2.01109j 0.255624-0.545987j -0.468236-0.144331j 1.00966-0.455217j -0.209536+1.91104j 0.32409-1.80178j 0.454987-0.0223149j -0.372173-0.215021j -0.21685+0.0468372j 0.115781-0.119615j -0.817542+0.622039j -0.176938+0.921613j 0.218566+0.943538j -0.629311+1.67863j -0.78116+0.558887j 0.980526-0.0695447j 0.70489-0.391034j -2.11631-1.88243j -1.28274+0.0617939j -1.2212-0.571666j -0.0518928-0.919389j 0.455091+0.321896j -1.63308+0.306869j 0.399714+0.543106j 0.185073-1.16645j -0.33425-2.16725j -1.98033-0.718431j -1.88987-0.0921016j 0.672514+1.00806j -0.0071573+2.37352j 0.345104-0.506328j -0.967454+0.911154j -0.77028-0.960329j -0.885662-1.10386j -0.206841+1.89762j 0.406587-0.111898j -0.147813-0.0647007j -0.963281-2.20066j -0.558747-1.28174j -1.74201+0.487707j -1.25546+1.4374j 1.0802-0.0939758j -0.153354-0.308705j -0.0110773-0.537485j 0.11216-0.53387j 1.94994-0.168871j 0.720569-1.48339j -0.118373-2.41438j 0.874794+0.700198j -0.611584-0.617638j -0.625164+0.621775j 0.393951+0.355163j -0.409315-0.933007j 0.456603+1.21585j -1.51585-0.451918j 0.052668-0.342057j -0.00461015-0.578722j 0.224584+0.0458484j 0.0733083+0.349969j -0.368113+0.653429j -0.0109325+0.14817j 0.0697038-0.106158j 0.997323+0.28641j 0.378469+0.362354j -0.454577-0.702386j -0.939701-0.543042j 0.876082-0.0876747j 1.00216-0.637422j 0.536479+0.704244j 0.371338-0.171391j 0.665157-0.841311j 0.0201848-0.0983851j 0.718204+1.71984j -0.78907-1.03389j -0.299383+1.25458j 0.787445+0.855554j 0.777874-0.172882j -1.23825-0.385332j 0.814715-0.869724j 0.029507+0.287224j 0.765857+0.487874j 0.233847-1.02328j 0.527499-0.73162j 0.368032+0.837228j 0.489412-0.833371j 0.834598+1.0929j 0.709087-0.129615j 1.02484-0.541921j 0.686643-0.437883j -0.313104+2.14801j -0.0102429-0.677221j -0.375738-1.89285j -0.310564-0.961525j -0.70539-0.0504613j -1.13474+1.19606j -0.521876+0.935797j -0.279286+0.20316j -0.264053-0.596168j 0.859937+0.670222j -0.190406-0.412032j 0.970393-0.925352j 0.399651+0.811128j -0.676911-0.0579531j -0.573843+1.07009j -0.423268-1.26083j 0.764114-1.5459j -0.177257+0.632528j -0.832666+0.947829j -0.78703-0.207699j -0.451601+0.838925j 0.188167-0.293785j 0.609925+0.0845154j -1.00416+0.144049j -0.654549+0.278195j 0.0630713+0.125531j 1.59017-0.0315767j -0.136376-0.365436j 0.374808-0.433908j -1.99986+0.868807j 1.62937-0.440896j 0.10443+0.802888j 0.684683+0.347746j -0.442225-0.0478016j -0.624731-1.81194j 0.223503+0.227096j -0.0711466-0.350312j -0.51761-0.769998j 0.825896-0.451497j 0.870587+0.971052j 0.316305-0.244731j -1.11061+0.347562j 0.418085-1.19334j -1.45443+0.392079j -0.718466+0.350883j -0.921248-0.0643842j 1.04908-0.140986j -0.343339+0.225705j -0.165334+0.00337432j -0.00818492+0.580494j 1.82793-0.148908j -0.373818+0.794345j 0.824137+1.20297j 1.0704+0.61939j 1.60078+0.559283j -0.17142-0.782633j -1.29926+0.345401j 0.430013-0.988303j -0.177003-0.112765j 0.914636+0.908825j 1.50004+0.17901j 0.580953+0.868437j -0.182426+0.70832j 0.428404-1.14651j 0.12598-0.196464j 0.4789+0.405774j 0.930103+0.307573j -0.413724-0.723519j 0.138417+0.361411j -0.386755+0.0331767j -0.784414-0.147291j -2.19757+0.0401937j -0.180058+1.90456j 0.852587+0.904025j -0.475501-0.842163j -0.254832-0.585876j 0.519144-0.121454j 0.157816+0.0343525j -1.39571-0.0741667j -1.08687-0.938875j 0.429634-0.318702j 1.17567-0.636914j -0.0900245-0.544041j -0.121378-0.5298j 0.224171-0.00065494j -0.531232-0.251086j -0.775925+0.921606j 0.252644-0.420997j -0.633357+0.473021j -0.0703559+0.351521j 
1.79611-1.09511j 2.06208+0.132897j -1.12549-1.33902j 0.62135-0.949104j 1.19864-1.10186j 0.887389+0.543389j -1.39184-0.963428j -2.59684+1.32612j 0.505226+2.21861j -0.60692+3.09734j 0.982049-1.20369j -1.63822+0.0971046j 1.16923-0.0554823j 1.46073+0.897787j 0.501034-0.167438j -0.508967+1.75344j 2.37824+1.69103j 1.91129-0.27434j 0.940509-2.36058j 0.665391-0.114161j 0.412472-0.05834j 0.652278+1.2905j 1.0098+2.59107j 1.12326+0.500724j -0.920696+0.276194j -1.78344+1.00942j 0.901813-1.88569j -0.242392-0.284568j -1.27367+0.235258j 1.01776+0.978954j -0.477359-1.51911j 0.350108-0.0905971j -2.01776-0.880849j 0.0158607+0.335138j -1.74176-0.633572j -0.610075-0.121088j 0.326822+0.0608851j 0.842682-1.49902j -0.335134+1.05525j -0.409327+0.153025j 0.454401+0.558278j -0.758264-0.703541j 0.428239-1.02333j 1.66642-0.14574j -1.28854+0.377694j 1.01718-0.349458j -0.290821+0.160553j -1.67487-0.5704j -1.25913-0.771619j -1.84947-0.448364j 0.476226+0.382545j 0.500951-1.01218j 0.0603217-0.603733j 0.332947+1.62941j -0.855549+0.070012j 0.0289334-2.2095j 0.0403952+1.35648j -0.882583-0.324732j -0.162198-0.624977j -0.351901+1.02113j 1.11145+1.25973j -0.999371+0.942101j 0.283883-0.283372j -0.33735-0.897063j -0.273816-0.295936j 1.83604-1.14753j -1.4049+0.357784j 0.509684-2.97361e-05j 0.258588-0.426126j 0.255687-1.38257j -0.209056+1.30079j -0.893134+0.258507j 0.412778+0.538784j -0.984799+0.635744j -0.315164+0.305402j -0.0326423-0.547576j -1.78248-1.27705j 1.50979-0.470865j 0.552424-0.107307j 0.309635-0.21826j -0.941622-0.147528j 1.08252+0.669878j -0.0419515-0.214906j 0.0724626+1.54814j -0.981082+0.600589j -0.233064-0.337605j -0.196905+0.331293j -1.05619+0.66026j -0.162899-0.556403j -0.197933-0.581002j 0.738598-0.676472j 0.259892-0.848346j 0.978907+0.816596j -0.558739+0.0185249j 0.599339-0.917328j -0.544939+0.240647j -0.549716-0.762155j 1.38432+0.590065j -1.35773+0.887634j -0.156838-1.26631j -0.0298423+0.32061j 0.0135784-0.596039j 0.989713-0.148159j -0.606597+1.56508j 1.62151-1.08561j 1.22144+1.98907j -0.346445-1.26558j -0.138853+0.947296j 0.484765+1.05769j -0.672646+0.161636j 1.08742+0.706533j 0.133215+0.386237j -0.631558+0.339938j -0.373852+0.184575j -0.931374+0.385568j -0.641249-0.27446j -0.0240727+1.10267j 0.00669163-1.42735j 1.39946-0.0207677j -0.189832+0.879387j -0.132584+0.327294j -1.39309-0.229973j 0.715491+0.589577j -0.051021-1.78588j -0.360488-0.124817j -0.0483924+0.606831j -0.404595-0.491293j -0.052368-1.14815j -0.597415+1.71081j 0.757378-2.29542j 0.31368-0.410935j 0.237053-0.0423473j -0.875776-0.282528j -0.747937-0.857916j -0.800247-0.722019j 0.246757-1.1088j -0.853583-1.09761j -1.01819-1.09192j 0.148732+0.0684138j -0.180018+0.308635j 0.192239-0.139995j -0.257021+0.26807j 0.261525-0.485719j -0.138266-0.194384j 1.41387+0.0160522j -0.201891-0.00330293j 0.0826926+0.826121j 0.775128+1.05746j -0.0904277-1.15793j -0.135456-0.454852j 0.859741+0.138013j 1.24418-0.286364j -0.15237-0.330762j 0.717862-0.903185j -1.6-0.141511j -1.23365-0.180143j -1.15919+1.36609j 0.479595-1.06747j 0.606719+0.481203j 0.135187-0.288586j 1.7073-1.46504j 0.257936+0.304112j -0.0210155-0.0445494j -0.162109-0.397568j 0.29313-0.169053j 0.725822+0.0348074j -0.632598+0.356974j 0.253206-0.274593j 0.0130777+1.10341j 0.643275-0.216408j 0.970808+0.930626j -0.635317+0.818856j 0.0791661-0.508781j 0.345214-0.775732j -0.484624+0.968885j 0.20595+0.0121257j 0.736038+1.97812j -0.446631-1.13603j 1.64847+0.977032j 0.223731-0.282754j -0.148623+0.0653661j -0.622587-0.475641j -0.0814964+0.0500582j 0.878433-0.446919j 0.636011+0.865628j 0.32223-0.0238019j 0.0253748+0.278402j 1.55511-0.0993894j -0.162532+0.581513j -0.64072+1.51901j -0.21359+0.829466j 0.271823+0.50452j -0.714199-0.420144j 0.75296+0.050641j -0.835237+0.339143j 0.512903-0.877841j -0.69106+0.438859j 0.606934+0.443204j 0.0821891-1.00362j 0.795508+0.0990103j 0.236271-1.19056j 0.370447-0.309091j -0.931009+0.038196j 0.307616-0.237526j 0.748864-0.508217j 1.02148-0.844976j 0.448119+0.0992909j -0.228163+0.410975j 0.873268+0.302577j 0.483675-0.241754j 
0.725901+1.04663j -0.1287+2.79449j 2.24662-1.02576j 0.984802-0.584056j -0.721376+2.20324j -0.588892-1.35758j -1.18847-2.26484j -1.62099+1.21687j -2.94081+0.646372j 0.748674-0.740216j 1.6382-1.01306j 0.375369-1.72616j -0.684243+0.334089j -0.382495-1.31917j -0.840425-0.260735j -1.50325+0.317965j 0.636558+0.691906j -0.210127+3.15257j -0.211065-0.62901j 0.396206+0.73143j -2.82622-0.808453j -0.481247+1.69541j -2.33762-0.104167j 0.787581-0.496002j 0.306598-1.23057j -0.432396+1.82962j -0.457011+1.70705j 0.275915-0.43272j 0.262654-1.06769j -0.931025+1.68085j 0.16243+0.0132122j 0.412458+0.0350578j -0.809982-0.0253718j -1.8124-0.302119j 0.437798+0.797237j 0.0464129-0.35761j -0.0461142-0.0713266j 0.0438714+0.259965j 0.807947+0.454096j 0.24573-0.525917j -0.839102+1.43961j 0.00503857-1.47039j 2.6792+1.04538j 2.00071+0.00410313j 0.370319-1.82732j -1.78457+1.64025j -1.61986-0.237941j 0.127475-2.21962j -0.405889-0.0610088j 0.641693+2.3243j -0.0445819+0.559143j 2.04614+0.497141j -0.646705-0.388619j -0.961324-1.46572j -1.86702-1.31998j 0.05769-0.134658j -2.55808+0.223256j 0.527339-1.26289j -0.8341-0.562596j 1.45492-1.13405j 0.915321-0.297292j 0.705189-0.540058j 0.389788-2.07429j -0.657673-0.364314j 0.502661+0.658638j -0.784315+1.05151j -0.95317-1.53932j 0.118783+0.94655j 0.308385-0.61582j 0.834617+0.00739849j 1.19437+1.0737j 0.766116+0.886561j -0.0290841+0.445909j 0.564988-1.28767j 0.343163+0.959862j 1.45336+0.00866407j 0.244119+0.100589j 0.499212+0.0617907j 0.378095+0.390973j 0.746555-0.816435j -0.621374+0.302952j -0.790089+0.504196j -0.24594+0.130759j 0.405488+0.546632j -0.18556-0.314981j -0.0679289-0.188119j -0.450042+0.639684j -0.122624-0.122654j 0.353225+0.0378311j 0.245754-1.067j 0.0211686-1.1079j 2.05596+0.752736j 0.586431+0.91009j -0.724775-0.913053j -1.25388+2.65706j -0.0580915+1.13442j -1.17519+0.0504554j 0.151771+0.362817j -0.769996-0.494639j 0.171776-1.33883j -1.43291+0.449665j 1.08654+0.994714j -1.41284-0.971562j 0.865307+0.707761j -1.60983-0.0693243j -1.3376-0.0840485j -2.04208-0.046573j -0.833524+0.561431j -1.04528+0.512503j -0.43656+0.00537952j 0.17744+1.50238j 0.458335+0.61816j 0.0277093-0.716172j -0.0265531-0.609308j -0.652749-1.8396j -1.26519+2.11274j 0.458486+0.167216j 0.0380908-0.341389j 0.0167634-0.4j 0.953249-0.553403j -0.277455+0.193855j 0.33002-0.215559j 0.0575371-1.46941j -1.24681+0.465449j 0.678238-0.888974j -0.497144-1.38155j -0.940625-0.272231j 1.47038-0.981509j -1.93191-0.47756j -1.0474-0.0794554j 0.0919097-0.474484j -0.324591-1.31791j -0.703608+0.811368j 1.71281-0.61951j -0.272643-0.178002j -0.601446-0.522247j -1.13688+0.0403531j 1.18034+0.857083j -0.0648846-0.0767933j 0.134005-0.158775j 0.0337423+0.711521j -0.77255-0.593369j 0.00713271-0.0562944j -0.271214-0.101841j 0.384093+1.1201j -0.078158-0.647006j 0.27101-0.0270671j 0.31164-0.00767633j -0.392938-0.142364j -0.863913-0.125345j 0.601285+0.65927j -0.0810272+1.05642j -2.40904+0.650791j -0.990378+1.2739j 0.346418+0.923542j 1.2441-0.268828j 0.561834+0.976717j -0.118011-0.73429j 0.306368-0.520226j -1.06646-0.1243j 0.0305252+0.188524j -0.0433451-0.131425j 0.0301361+0.147947j 0.245051+0.647676j -0.0605841+1.26364j 0.00438438+0.984877j 0.321125-0.480243j -0.124063-0.16377j -1.56855-0.783891j -0.623683-0.461462j 1.22923+0.425186j 0.529905+1.0281j 0.420791+0.426946j -0.250367-0.722365j -0.552508-0.0476115j -0.172198-0.277945j -0.0066208-0.868974j -0.33387+1.48435j 0.75256-0.21718j -0.0649608-0.145798j -0.255869+0.00456669j 0.561131-0.278112j 0.260171+0.354289j 0.636848+0.0690963j -0.612164+0.434592j 1.43453+0.0910787j 0.726589-0.375256j 0.203355+0.231972j 0.191296+0.139587j 0.410272-1.02448j 0.911167+0.342539j 0.228083+0.202654j -0.256195-0.584859j 0.189301+0.105078j -0.187182-0.20151j 0.839355-0.380702j 0.191283-0.553931j -0.0263536-0.113438j 0.407112-0.406852j 0.0510539+0.565677j 0.0537586-0.420616j 0.102569+0.170394j -0.0809453-0.454579j 0.0098193+0.146637j 0.682339-0.188837j 0.243426+0.267825j 0.15737-0.0923385j -0.37814-0.260254j 0.0800487+0.114594j -0.0103103+0.136203j 
