-0.00828938+0.0119103j 0.00779058+0.0174291j -0.0076089-0.028166j 0.0214289+0.00639775j -0.0354691-0.0176904j -0.0224001+0.0136137j -0.023233-0.0235843j 0.0306756+0.00795839j -4.28527e-05+0.000354203j -0.00407134+0.00893352j -0.0130752+0.0279931j 0.00197272-0.0297715j 0.0030528-0.0151546j -0.0129346-0.000205068j -0.0060369-0.0118064j 0.00169322+0.00044147j 0.0230623-0.0005209j -0.0177619-0.0175564j -0.00835015-0.00292725j 0.0181025-0.0111533j -0.00788279-0.0111155j 0.00627483-0.00242969j 0.0111023+0.0012158j 0.00246751-0.0158472j 0.00260498-0.00759985j 0.00409701-0.00531123j 0.00492195-0.0046742j 0.00666775-0.00258621j 0.00773692-0.00103586j 0.0140088-0.00970528j 0.00150388+0.0203652j 0.0151266+0.00112842j -0.00533811-0.00745198j -0.00125647-0.0159931j -0.00709707+0.00990141j 0.0122546+0.00512456j 0.00167032+0.013568j -0.00555196+0.0233981j -0.0252816-0.0289365j -0.010645-0.00432671j 0.0180845-0.0140304j 0.0225498-0.00681267j 0.0181626-0.00308779j 0.0025824-0.0142517j 0.0264862-0.003846j -0.0277452-0.00658792j -0.0207375+0.00715358j -0.00934615-0.0313333j -0.00843084+7.6721e-05j -0.00117453-0.0287807j 0.0299208-0.00100573j -0.019043+0.0065396j -0.0198409-0.00839814j 0.00669003+0.0113244j 0.00446969+0.0008236j 0.00680656+0.043139j -0.00293781+0.00221459j -0.0195969-0.00904475j 0.00189941+0.00402319j -0.0151893-0.0248684j 0.0112214+0.00316363j 9.50551e-05-0.0144835j 0.0138563+0.0143778j 0.0173962-0.0150443j 0.012916-0.00695621j 0.0223436-0.0354925j -0.024829+0.0146337j -0.040495-0.0741284j -0.00279447-0.00734064j 0.0174799+0.0601808j 0.00731469-0.00407066j 0.00409656+0.0105459j 
-0.00724372+0.0097501j -0.000229437+0.00979877j 0.00942514-0.0271737j 0.0230118+0.0134389j -0.00201615-0.0430579j 0.00791225-0.0170587j -0.00940513-0.0128355j 0.0104795-0.0038831j 0.00669315+0.00158749j -0.00185649+0.00167438j -0.0154441+0.0103253j 0.000801033-0.0184919j 0.00206698-0.00647938j -0.0122252-0.000157196j 0.00646487-0.00914787j -0.00731415+0.010233j 0.000552266-0.0039131j -0.00930633-0.0156429j -0.0145252+0.0114547j 0.00952033-0.00814755j -0.00379171+0.00614719j 0.00208077+0.00220789j 0.00085154-0.00354811j 0.00187868-0.0254493j 0.00163816+0.00422454j -0.0079522+0.00306997j 0.0124558+0.00122675j -0.00565505+0.00749869j -0.0100786+0.0108022j -0.00979207+0.00364536j 0.0150789+0.0141995j 0.02057-0.00173239j 0.007337-0.0205398j -0.0111515-0.0109515j -0.0162337-0.000797884j 0.0187269-0.00500167j 0.0221552+0.00117677j -0.0111874+0.00714661j -0.0169472+0.00112076j 0.000737399+0.0199163j -0.0121797+0.014565j 0.00572212-0.00201936j -0.0171211-0.00501885j -0.0207907-0.009748j 0.00660697-0.0221608j -0.0276518+0.00696866j -0.0209745+0.0287472j 0.0189812-0.00291303j -0.013331-0.007038j -0.0102937-0.0199951j -0.00446222-0.0172534j -0.00398034+0.00598437j -0.019309+0.0102963j -0.00520776+0.0017171j -0.0203367-0.0136755j 0.0222521-0.000985529j -0.00882112-0.000311425j -0.00959593-0.00784019j -0.0212156+0.00109159j -0.00171549-0.0248916j -0.00616398-0.00224241j 0.0235592-0.00568731j -0.0138485+0.0208343j -0.0166739-0.0246126j -0.0224101-0.00821671j 0.0160186-0.0160867j 0.0244451+0.0149534j -0.000656002-0.0183756j -0.0226734-0.00132851j 0.0188842+0.0195739j -0.00213003-0.00641046j 0.00544352+0.0152628j 
0.0073723-0.01328j -0.00546485-0.00658101j -0.0139368+0.0335816j -0.01944-0.00320957j -0.00703066+0.0472686j -0.0101295+0.00248558j 0.00961853+0.0156391j -0.0221506+0.0150798j 0.00599097-0.0107428j 0.0118219-0.00487081j 0.006828-0.00288629j -0.00266436+0.0371515j 0.00909648-0.0155793j 0.00740356+0.00397128j 0.00924277-0.00461366j -0.00813596+0.0078838j 0.0022985+0.0143114j 0.00586323+0.0176627j 4.8366e-05+0.00239378j -0.0260824+0.0129058j -0.00545611+0.00824976j 0.00464636+0.0121267j -0.0101361-0.0166259j 0.0256213+0.0308975j -0.0116805-0.024952j 0.00649759+0.0102016j 0.01045+0.00968187j -0.00483401+0.0186864j -0.00270128-0.00242109j 0.00806671-0.018826j -0.00976516-0.0420607j -0.0185235+0.00853201j 0.00781804+0.00295222j 0.000760544+0.0256769j -0.00140273+0.00868379j 0.000695715+0.00756997j 0.0121431-0.0265475j 0.00909159-0.0242855j 0.0207421+0.017474j -0.00470064+0.0043144j 0.00670189-0.000557423j -0.0227219+0.00406984j -0.00257982+0.000894166j -0.00791743-0.00538956j 0.00171083+0.0116712j 0.0217179-0.00711156j -0.00396429-0.00590007j -0.00139027+0.00487896j 0.0127335-0.00222677j 0.00406568-0.0024218j -0.00908816+0.00431637j 0.00682622+0.00422971j -0.012905-0.0117841j 0.0134691-0.0151341j -0.00293829-0.0170781j -0.00566335+0.00988384j -0.0100627-0.0268289j 0.00640222-0.0186674j 0.01038-0.00404718j 0.0138601-0.00545164j 0.0122564+0.0152352j -0.0238869+0.0294417j -0.0104529-0.0330409j -0.0174434+0.0220115j 0.0225367-0.000172591j -0.0206542+0.0160272j -0.0090863-0.00599047j -0.00587467+0.0290809j 0.0240286-0.0144219j -0.00403918-0.0315953j -0.00480458+0.00870134j -0.0031208-0.00598097j 
-0.00218105-0.00378321j -0.00975898+0.0031612j 0.000213347+0.00190436j 0.00351661+0.0183922j -0.0315568-0.0017946j 0.00618765-0.00196636j -0.0166922-0.00293711j 0.017021+0.00903879j 0.00690389-0.0154462j -0.00616702-0.00274459j -0.00209861+0.0173584j -0.0107108+0.0083157j -0.0102076+0.00274766j -0.0200923+0.000269399j 0.000263956-0.0188991j -0.0184058-0.00368526j 0.0214927-0.00802016j 0.00615199-0.00781144j -0.0111707-0.00836529j -0.0125976+0.00851391j -0.0083901+0.013308j -0.0017451-0.0134219j 0.0385847-0.022177j -0.00178053-0.00449346j 0.0176862+0.0167665j -0.017044-0.0134298j -0.00281667-0.00327681j -0.00752627-0.0241859j -0.0116247+0.0128172j -0.00971415+0.0192149j 0.00513726-0.000401628j 0.011977+0.0276168j -0.0116933-0.00926694j -0.00534139-0.0231377j 0.0155922-0.0176851j 0.00560047-0.0242172j 0.00849005-0.0255809j 0.00401445+0.00148932j -0.0285985+0.00728585j -0.0110928+0.011752j -0.0137599-0.0231326j 0.00319529+0.00514279j -0.00685092+0.00506071j 0.00252524-0.00989191j 0.00403681+0.00343417j -0.0189008-0.00913781j -0.029675-0.0193362j 0.00555566-0.0214364j -0.0040448+0.00354361j -0.00145758-0.00479456j 0.00808683-0.00268702j -0.00997521+0.00848312j -0.0186968-0.00481232j 0.0223253-0.00200559j -0.0107645-0.014693j 0.0123345+0.0108961j 0.0024995+0.0133219j 0.00712539+0.0154538j -0.00515948+0.0147356j -0.0109105+0.0103804j -0.00501589+0.00936465j 0.00741051+0.00677827j -0.0253379-0.00781213j 0.0174396+0.0241164j 0.0190698+0.00154366j 0.00953855+0.0135283j 0.00478973+0.0151245j -0.00237181-0.0379344j -0.0145228+0.0103894j 0.000237758+0.02339j 0.00755825-0.00787045j 0.00826577+0.0170383j 
0.0068977-0.00290263j 0.00124622-0.0028064j -0.00165051+0.0146794j -0.00167426-0.00819529j -0.00509533+0.017624j -0.00316259+0.0165563j 0.0244445+0.010669j 0.0143588-0.0003559j 0.000382835+0.00466057j 0.00796074+0.0146143j -0.00281825+0.01605j 0.00096905-0.0219196j 0.00781773+0.019581j 0.00217987+0.0338624j -0.0066765-0.0154184j -0.0191028+0.0130582j -0.0157273-0.000641844j 0.00311696+0.0105475j -0.0170217-0.0144128j -0.00370403-0.00850949j 0.0020755-0.0130488j 0.0014126+0.00228863j -0.000971496+0.0215053j 0.000113472+0.00162355j -0.00864495+0.00714435j 0.0136053+0.00903627j -0.0112614+0.0115306j 0.0279212+0.0177846j 0.0100519-0.0220501j 0.0284637-0.0091195j 0.00498911+0.00432079j -0.0121878+0.00975693j 0.00309288-0.00843558j -0.0174666+0.00691974j -0.0151487+0.00328372j -0.00615702+0.0151046j 0.00240704+0.00291167j -0.025016-0.0232887j 0.0335835-0.0240773j 0.00818666-0.00608224j -0.00406422+0.0140149j -0.00959359+0.0105814j 0.0180151-0.00144796j 0.0143974+0.0148374j -0.0106944+0.0189868j -0.015048+0.0184975j -0.00748227-0.017292j 0.00385086-0.0107519j 0.00885894-0.00546222j 0.0274044-0.007821j -0.00720078+0.0132278j -0.0119367+0.0151553j 0.000389761-0.0182261j 0.0184223+0.0186252j 0.01768+0.00477107j -0.000513069+0.0220746j -0.00612063-0.015252j -0.0135254-0.00279133j -0.0201775-0.0136734j -0.0112586+0.0145986j 0.0127644-0.00793572j -0.0106092+0.00965403j 0.0121352-0.0150878j 0.00962109-0.0127457j -0.00551573+0.00433569j -0.0059969-0.00750716j -0.0123015-0.00253102j -0.0241483+0.0165615j -0.00270248+0.00392594j -0.00431624-0.00428155j 0.00335172+0.02237j -0.00470007+0.00353731j 
0.00747835+0.00726263j 0.00581986-0.00256544j -0.00566694-0.0124588j -0.0130959-0.000228582j 0.019969+0.000735267j -0.00526124-0.0025101j -0.00354409+0.00396883j -0.0288111-0.00431766j -0.0108863-0.017421j 0.0111581-0.00469086j 0.0275394+0.00584272j -0.0126216+0.00318319j 0.0162256+0.00617857j 0.00953925+0.0012163j -0.0179592-0.00373625j -0.00151925-0.00682937j -0.022067+0.015035j -0.00434995+0.0122064j 0.00718935-0.0117491j -0.000845675-0.00797541j 0.00760049-0.0270352j 0.00154896+0.0265073j -0.0106508+0.0172664j -0.00137295+0.00396214j 0.0116216+0.0111539j 0.00839+0.0195819j -0.00299445+0.0130238j -0.00745449-0.00902801j 0.00985547+0.00822845j 0.00629474-0.0119803j 0.0068382+0.00743481j 0.0100821+0.0217604j 0.0216954+0.00126981j -0.00611617+0.0243937j 0.00651641-0.0125004j 0.00279916-0.0107625j 0.00154613-0.00818723j 0.00136713+0.00471327j 0.00249932+0.00486422j -0.0157622+0.00237463j -0.00579402-0.014934j -0.0182628-0.00815537j 0.0208138+0.00539457j -0.012497-0.00292094j -0.00832021-0.00796405j 0.0189083+0.00968412j 0.00117536-0.0235166j -0.0151548-0.000414248j -0.0131116+0.02065j -0.0163148+0.00618766j -0.0119472-0.00342622j -0.015486-0.0199292j 0.00510629-0.00522788j -0.000190469+0.0116572j 0.00488405+0.0195224j -0.0161748+0.00014656j -0.0145267+0.00473144j 0.00152481+0.0123393j -0.00833107+0.00641022j 0.0172717-0.003369j 0.00938341-0.00528218j 0.00109822+0.000250297j 0.00156411+0.0174396j -0.00370442-0.0123772j -0.0186816-0.00218048j 0.000761198-0.00440124j 0.00160037-0.0135518j 0.0153964+0.0245688j -0.00348151-0.00351629j -0.00502239-0.0116571j -0.00165362+0.00739249j 0.00322994-0.0105888j 
0.00490966-0.000804302j -0.00441691-0.00120062j -0.0100397-0.00187062j -0.0177157+0.00537416j -0.00618845+0.00702048j -0.0377757+0.0137303j -0.0206726-0.0206552j -0.00993757+0.0121158j 0.00199054-0.0133119j -0.00471102+0.00522477j -0.00327514+0.007955j 0.00212004+0.009626j 0.00522832-0.0090283j 0.0129704+0.00639989j -0.00532285-0.00306586j 0.0185761+0.0145343j 0.0191969+0.00383456j 0.00323301-0.00804854j -0.00827314-0.0150029j 0.0145959-0.0031539j -0.000967915+0.000837016j 0.0033266+0.0107305j 0.0120803+0.00621985j 0.00930617+0.0129768j 0.0192554+0.015846j -0.0038287-0.0128115j -0.00413622-0.0131805j 0.0103979-0.00583093j -0.00310357-0.00299547j -0.00266537-0.0161623j -0.0194757-0.0110494j 0.0133471-0.00169253j 0.0137339-0.0211079j -0.00167065-5.80465e-05j -0.0141407+0.0268125j 0.0147652+0.0262033j 0.011609-0.00666612j 0.01691+0.0205697j 0.00494383-0.00246321j 0.010198-0.00161809j 0.0214509-0.020713j 0.0244859-0.0171225j 0.00848706-0.000982981j -0.00476546-0.00124203j -0.0228609+0.0248864j -0.0140337-0.00995534j -0.0154493-0.00653122j -0.0149196-0.00319322j -0.00553508+0.0275228j 0.0125881-0.0102521j 0.0394303+0.00865662j -0.00486786+0.00395894j -0.00159437-0.0251651j 0.00141925-0.00628982j 0.0169236+0.0343236j 0.00608869+0.0135671j 0.0083591-0.0282226j 0.0132564-0.0186321j 0.0202904+0.00508757j -0.00314164+0.00567683j 0.00127085-0.00627266j -0.0101633-0.00118248j 0.0094712-0.00146662j 0.0292558+0.0383019j 0.0175225+0.0116319j -0.0116822-0.0136749j -0.023159-0.0158516j -0.019195+0.0112601j -0.000459088-0.0121135j -0.00266714+0.00111135j 0.000135721+0.000302867j 0.001071+0.0130929j 
0.00681481-0.015111j -0.00568775-0.00418463j -0.00428528+0.0219052j 0.00973509+0.00362102j -0.0302523+0.0283088j 0.0234108+0.018481j 0.023302+0.0172175j 0.0194225-0.00560072j 0.012816-0.00393994j -0.00153545+0.0129258j -0.0122659+0.00972854j -0.00140693-0.00173193j -0.00866147-0.00644264j -0.00344777+0.0188655j 0.0403073+0.00831643j 0.00789589+0.00730445j -0.00347511-0.0174911j -0.0228582-0.013683j -0.00167787-0.00711375j -0.0125343-0.00953901j 0.00173308+0.0144794j -0.0231903-0.0237486j -3.96101e-05-0.000788984j 0.0132973-0.0106982j -0.0167167-0.0176943j -0.0158965+0.00252964j 0.00186023+0.0352278j -0.010397+0.00786511j -0.00286216-0.00948452j 0.00871354+0.00666954j -0.00366802-0.00489534j -0.022494+0.0158747j -0.0216571+0.0181434j 0.0247397+0.00445433j -0.0140145+0.000996806j -0.0123223+0.0203182j -0.00267597+0.0115578j -0.0170476+0.00242934j 0.0147708-0.0145771j -0.0125168+0.00593647j 0.00345294+0.0106855j -0.00706836+0.0231894j -0.0106707-0.00856805j 0.0260786-0.00338292j -0.0290308+0.0167225j 0.0129065+0.0233936j -0.00565941-0.00508212j 0.0200937+0.0162178j -0.00322474+0.00910373j 0.010853-0.00642337j -0.0282466+0.0106189j -0.0204015+0.00843716j -0.00275845-0.0110667j 0.00538575+0.0141675j -5.92867e-05-0.00109241j -0.0119331-0.0315878j -0.000434956+0.00709326j 0.00814182-0.0127273j 0.00109961+0.0054649j 0.00587757+0.00919496j -0.0126287+0.00121651j -0.00745691+0.00841031j -0.00878125-0.0176862j 0.0217054+0.0107891j 0.00861695+0.00672732j -0.0233415+0.0134997j 0.0208222+0.00205557j 0.0019565+0.0100116j 0.0116924+0.00515135j 0.0105152-0.0119894j -0.00687718+0.00386897j -0.0055674+0.000633368j 
-0.00248115+0.00696383j 0.00242354+0.0058393j -0.0035491-0.0244152j 0.022122+0.0142551j -0.0105194-0.0175891j 0.00443013-0.00106603j -0.0110715-0.00933981j 0.0202321+0.0036328j 0.00636414+0.00708523j 0.00366963+0.00410023j -0.00737657+0.00313315j -0.00390869-0.0147768j -0.0085487-0.00519161j -0.0206148+0.000772993j -0.0103752+0.00774979j 0.00272894+0.00158984j -0.0172288-0.00280745j -0.0129272-0.00899404j -0.00333344-0.0140803j 0.00537471-0.0158758j -0.00445196-0.00930406j -0.0136087+0.00814261j 0.00444517+0.00349949j 0.00169265-0.0247053j -0.00495075+0.0054382j -0.00446907+0.0206371j -0.00549639-0.00858838j -0.00726442+0.0106745j 0.0198821+0.0138184j 0.00328076+0.00736452j 0.00861443+0.0146049j -0.00358369-0.0129558j 0.00630402+0.0122798j 0.0232699-0.000675647j 0.0231222+0.0224579j -0.0256979+0.0123824j -0.00312958+0.0159961j -0.0141463+0.0212675j -0.0152516+0.00728196j 0.0010201-0.0260301j -0.00247599-0.0216032j 0.00998526+0.0101624j 0.0202492-0.0136044j 0.0116975-0.0287413j -0.0107917-0.00807312j -0.00112768+0.00685599j 0.0110784+0.00172111j 0.00866475-0.00958484j 0.000830577-0.0152067j -0.0217881-0.00782039j 0.000679542-0.0165711j -0.00539093+0.0085753j -0.0209285-0.00832402j -0.00650958-0.000559671j 0.00714757+0.00140956j -0.00665215-0.00348966j -0.00612535+0.0144095j -0.0156796+0.000220067j -0.0286612+0.016173j -0.0213898-0.0184505j -0.00578094+0.0161628j 0.0259673+0.00218235j 0.00400569+0.020007j 0.0212568-0.0248831j -0.0231658-0.000124609j 0.0128675-0.00677003j -0.000589275+0.0116302j 0.00117734-0.033192j -0.0100399+0.0134615j -0.00557407+0.0166897j 0.00914655-0.0136083j -0.00779899+0.00458869j 
-0.00051163+0.00572549j 0.00803062-0.00489156j 0.00225663-0.0132049j -0.000824464-0.0024953j 0.0312115-0.0134898j 0.0140499-0.000157992j -0.014757-0.0116726j -0.00953134-0.0145414j 0.00752181-0.00932079j 0.00647399-0.0125167j 0.00574495-0.00816869j -0.00123806+0.00461886j -0.0177516-0.000835361j -0.00217024-0.0240855j -0.00503569+0.0111434j 0.0159857+0.0049086j -0.0149566+0.00059803j -0.00398588+0.00919618j 0.00227903+0.0102365j -0.0129318-0.0144816j 1.96297e-05+0.00848475j -0.00450719+0.00948998j 0.0151772-0.00689999j -0.00328052-0.00948535j 0.0138448+0.0175679j -0.0163239+0.000378492j 0.00871009-0.000357381j -0.0114823-0.0193631j 0.0165389+0.00435819j -0.0150347-0.0014448j -0.00243617-0.0125486j -0.00427209-0.00975291j 0.00157273+0.000615635j 0.00848348-0.00619356j 0.0123373-0.00766196j -0.000733345-0.0304737j -0.0131632-0.0167975j 0.000558689+0.0194841j -0.0035016+0.00968377j 0.0111416+0.00212982j -0.015131+0.0050041j 0.00306941-0.00701596j -0.0143106+0.00114573j -0.0045764-0.0103042j -0.00686187+0.00343138j 0.0130931-0.00989855j 0.0177771-0.0062857j -0.0468435+0.0188537j 0.0275174-0.00334532j -0.0131976+0.034833j -0.00065208-0.0149901j 0.00132606-0.0066731j 0.00731657-0.00242084j -0.0321226-0.00627171j 0.01335-0.00499087j 0.0166333-0.0101362j 0.0196488-0.00379151j 0.0223901+0.00112393j -0.0281511-0.00129387j 0.000134946+0.0190149j 0.0023618+0.00845029j -0.00447005-0.0168353j -2.73876e-06+0.0169362j 0.00561416+0.0114944j 0.00222571+0.0170673j 0.00062675-0.00151303j -0.00747054+0.0016805j 0.0387249-0.0124547j -0.000535489+0.0106764j -0.00764544+0.00481569j -0.00358851-0.0195923j 0.00567091-0.00697079j 
0.00635187-0.00405499j 0.00136316-0.00596876j 0.00135538+0.0145859j -0.0144761-0.0080675j 0.0189758+0.019613j 0.0260781-0.00279062j -4.08968e-05+0.0136579j -0.019833-0.0146769j 0.00898955-0.00783023j 0.0143855-0.00917745j 0.0135149-0.00566233j -0.00769714+0.0187086j 0.000503256+0.0165906j 0.0092012+0.00391021j -0.0101177-0.00155874j -0.0152622+0.00763779j -0.0200697-0.00201862j 0.00776093+0.0311675j 0.0110726-0.00571505j -0.00792186+0.00694805j 0.0207245-0.011965j -0.0118946+0.00658707j 0.00357932+0.0137054j -0.00880886+0.0122008j 0.0175972+0.00756862j -0.0136188+0.00620364j 0.00984581-0.00654914j -0.00348812-0.00405803j 0.0102676-0.0020526j 0.00710786-0.00128567j -0.00235302+0.00153966j -0.00427384+0.0138893j 0.00250239-0.0195187j 0.0132505+0.0114651j 0.00196161-0.0269962j -0.00270869-0.0124321j -0.00715347-0.00147988j 0.0123524-0.0158987j 0.00849481+0.00995527j -0.0177268+0.00390157j -0.000428306-0.011182j -0.0052908-0.00195364j -0.0001876+0.000709223j 0.00133051+0.0149037j 0.011954+0.0153547j 0.0369282+0.0070963j 0.00905456-0.016523j -0.006798+0.0224106j -0.00256403+0.0177774j -0.00307043+0.0169391j -0.022131+0.00863368j 0.00612732-0.0154323j 0.00915922+0.0150359j 0.00935858-0.00134055j -0.00279412-0.00617052j 0.00967331-0.01212j -0.00120165-0.02489j 0.017479+0.00243638j 0.00495118-0.0128469j -0.0199939-0.0067657j 0.00517748-0.0100864j 0.00408301+0.0070838j -0.00249937-0.000568589j -0.0231972-0.0132351j 0.00934764-0.0234147j -0.00609008-0.00152544j 0.0183992-0.00783453j 0.00574698+0.0248853j 0.00780536-0.0106078j -0.00232653-0.0157321j 0.000464568+0.00844041j -0.00309915-0.0139856j 
-0.000658854+0.00410778j 0.00456282-0.00283226j 0.00130327-0.00324836j 0.000421229+0.0055699j 0.00501692-0.00641767j 0.0221311-0.00320601j -0.00458967+0.0124306j 0.00289535-0.00424016j 0.00204111-0.00663673j -0.00122716-0.0140655j 0.0114508-0.00118625j -0.00389647+0.0207013j -0.00232705+0.0102316j 0.00346764-0.0112153j -0.00378543+0.00104933j 0.0110423-0.0110673j 0.00103473+0.000758503j -0.00849909+0.00647234j 0.00790072-0.00136851j -0.00618527+0.00187546j -0.00375035+0.00516925j -0.00251582+0.00773201j 0.0059136-0.0124752j -0.0112157+0.00401615j 0.00448027+0.0164962j 0.00649733+0.00761613j 0.0106703+0.000822323j -0.00165226-0.0118245j -0.0115678-0.00334406j 0.00084389+0.0285744j 0.0141729+0.0165363j -0.00286659-0.00769902j -0.0197554-0.0194187j 0.00113011+0.0116454j 0.0106268-0.0215912j -0.0130252-0.0173447j -0.00222906+0.00266817j 0.000153032+0.00931178j -0.00973951+0.00599627j -0.0139802+0.0113986j -0.00999359+0.0219763j -0.00328013+0.000288394j 0.00165166+0.00141661j -0.000144707-0.00656951j -0.00627386-0.018737j 0.0223899+0.00810252j -0.0114727+0.0105132j -0.00576167+0.00352649j 0.00168037-0.0234194j -0.00217097+0.00109204j -0.0154977-0.0171303j 0.00674086-0.00656996j 0.00402474-0.0127946j -0.012774+0.00705392j -0.00113277-0.00605291j -0.0004402-0.0168687j 0.00526515-0.00182151j 0.0150585+0.000123466j -0.00653072+0.00800656j -0.0150049+0.00655496j -0.0102145-0.00326031j -0.00320569-0.0176525j -0.00724323-0.00528136j 0.00445195-0.00264421j -0.00602126+0.0094787j 0.0035654+0.0181747j 0.0126126-0.000908052j 0.0350904-0.00222827j -0.0134884+0.00839161j 0.000593637-0.00149618j 0.00256427-0.00142106j 0.010035-0.0127177j 
0.000429943-0.00259413j -0.000103749+0.000582767j -0.0120092+0.00852645j -0.00857943+0.00684641j 0.00606917+0.0063364j -0.00534031+0.0064232j -0.00067897+0.00206398j -0.0206242+0.00216609j -0.00393922-0.00439162j 0.00331292-0.00560228j 0.0111933-0.0149567j -0.00986187+0.0319341j 0.00695756-0.00320088j -0.00937794-0.0218254j -0.00584333+0.0133822j 0.0128401-0.0105668j 0.00372988-0.00509793j -0.00959825+0.00512582j 0.00445326-0.00273496j -0.0115725+0.00746457j 0.00250018+0.0154587j -0.00227419+0.00852206j -0.00670845+0.00438446j -0.0047406+0.0183736j 0.00382209+0.0120395j 0.0114058+0.00241848j 0.00207617-0.00478366j 0.0122549+0.00192579j -0.00447748+0.000631334j 0.00669853+0.0152563j 0.00413805-0.00412676j 0.000172406+0.00495791j -0.00641152-0.00501516j 0.00104096+0.0120323j -0.00496651+0.00198867j -0.0136544-0.0105039j 0.0079668+0.00329696j -0.00081114-0.00864512j -0.00192605-0.00432704j 0.00528355+0.00862272j 0.00120749-0.000254859j -0.0188454+0.00740899j 0.0124957+0.0071901j -0.00952441+0.00800837j 0.00237819-0.00826555j 0.0037351-0.00255376j -0.010375-0.0120673j 0.0126607+0.0177701j 0.00725523+0.0130466j -0.00357108+0.010677j -0.0208489+0.0072544j 0.0314344-0.00626452j 0.000667464+0.0130953j 0.0134647-0.0306405j -0.0163647+0.00148285j -0.00965786-0.0172123j 0.00488199-0.0177574j 0.00153093-0.00276932j 0.0284594+0.00845684j -0.0017797-0.0070012j -0.0221444-0.00909295j 0.00881314+0.009267j 0.00955063+0.0072016j -0.0141478+0.0109524j -0.000825392-0.0106093j 0.000893658+0.0212249j 0.0023846-0.00407646j -0.00334984+0.0242243j -0.00210096-0.00778577j -0.0017329-0.0183216j -0.00321435-0.00173733j -0.00588251-0.0178731j 
-0.0140163-0.00150008j -0.00013308+0.0131857j -0.019323-0.00774949j 0.0292101+0.0128805j -0.0373757-0.0188963j 0.013721+0.00360954j -0.00457974+0.00769854j 0.00614437+0.0257907j -0.00540649+0.0314393j 0.00213162+0.0098739j -0.00776099-0.0305429j -0.0120788-0.0150557j 0.000504088-0.0160127j -0.0192161-0.00224423j 0.000429561+0.0133713j -0.0149611-0.0283299j 0.0148234-0.0031796j 0.0127476+0.000954965j 0.00623029+0.016535j -0.0179019-0.00523204j -0.00791642-0.0111983j -0.00263585-0.0109252j -0.00206262+0.00257826j -0.00182992-0.00804335j 0.00868924-0.0178414j -0.00431273-0.0100602j 0.000786962+0.0108703j -0.00679896-0.00852351j 0.00811933+0.0115023j 0.00835285-0.00653276j 0.00486399+0.0185954j 0.0115397+0.0160414j 0.00240116-0.00214146j 0.000176787+0.0132753j 0.00559055+0.00433804j -0.00726723-0.0048624j 0.0025119-0.00110134j -0.00528214-0.00826453j 0.0033085-0.00244563j 0.0136092-0.00886857j 0.000348797-0.00262434j 0.000623748+0.010457j 0.00714878-0.0110796j 0.0156053+0.000303363j 0.0117642-0.0113991j -0.000971067-0.00140034j 0.0251259-0.00133869j -0.00770759+0.0102535j -0.00282866-0.0161817j -0.0206272+0.00100535j -0.0182538+0.00111789j 0.00729014+0.00855031j 0.00562223+0.0406475j 0.00264722-0.00144826j -0.0300581-0.0240977j -0.0123811-0.00963693j 0.000250427-0.00669814j 0.00752253-0.0221438j -0.000630121+0.0110361j 0.0211565-0.00530099j 0.012974+0.0317546j 0.0407839-0.00532359j 0.0163256+0.00639202j -0.0138682-0.0146891j -0.0115205+0.0164524j 0.0159258-0.0088791j -0.00433211-0.00938459j 0.030049-0.0201079j -0.0118498+0.00458515j -0.00433827-0.00468444j 0.00247711-0.00568877j 0.0090863-0.00330165j 
0.00205921-0.0026635j -0.00087201+0.00173908j -0.00804057+0.00858731j -0.00405712+0.00331544j -0.0121943+0.00733571j 0.00144833+0.0071109j 0.000301008+0.00510061j 0.00328169+0.00416233j 0.00317645+0.000178341j 0.00137171-0.00234737j 0.0038245+0.00974901j -0.00299633+0.00337576j 0.00217939+0.001402j -0.0034478+0.00650403j -0.0142054-0.00368803j -0.0115862+0.00639718j -0.00258825+0.0020829j 0.0112998+0.00846514j -0.00933876-0.0127121j 0.00349626+0.000848514j 0.00706215-0.00747722j 0.00300539+0.00110465j -0.00679212+0.0132709j 0.00794592+0.00351893j 0.00361297+0.00295345j 0.0141906-0.00402497j 0.0117203-0.0115209j 0.00676575+0.0127906j 0.00256112+0.00732324j 0.0228444-0.00694094j 0.00478601+0.00580697j -0.00200684-0.00320767j -0.0145933-0.0147292j 0.0196285+0.00877714j 0.00291767-0.0181219j 0.00147582-0.00062497j 0.0158283+0.00839284j 0.0100454+0.00420191j 0.0119251+0.00766029j 0.00781328-0.0114191j -0.000204618-0.0125687j 0.00974519-0.021413j -0.00400308+0.000795702j 0.0096875-0.00413378j 0.0159565+0.0166482j 0.0219759+0.00675823j -0.0120779+0.0129147j -0.0124307-0.0247627j 0.0107279-0.0126428j 0.00803052+0.00829956j 0.0206133+0.00388439j 0.00764467+0.0153408j -0.00120314-0.017301j 0.0220381+0.0220772j 0.014056+0.00426887j 0.00768875+0.00201741j -0.0114923-0.0094355j 0.00483358-0.00309509j -0.022112-0.0123179j -0.0123084+0.000546249j 0.0231772+0.0141153j -0.00537605+0.00337169j 0.00354754-0.00107548j 0.00928364+0.00562311j 0.010171+0.000622733j 1.82963e-05-0.00518786j -0.00703327-0.00141448j -0.00219935-0.0167737j 0.0030403-0.00101363j -0.00234146+0.00851608j 0.0109822+0.00280243j 0.003807+0.00686908j 
