-0.00705191+0.000354331j -0.00363889-0.0100992j -0.00184624-0.00468647j 0.0119446+0.00340764j 0.019608-0.00917169j 0.000669225-0.015183j 0.0103073+0.00214237j -0.0177255-0.000625126j -0.00865674+0.00456732j 0.00265217+0.013794j -0.00163368+0.00207214j -0.0100531-0.0126326j 0.015572+0.0160787j -0.00636073-0.00747819j 0.00238436-0.00177208j 0.00729237+0.00336346j 0.00655648-0.0119773j -0.0105656+0.00437529j 0.00977659-0.0098556j -0.0186969+0.00540565j 0.012229+0.000232858j 0.00299936+0.00159366j -0.00954361+0.0107833j -0.00525204-0.000846877j -0.00211097+0.00692506j -0.0085677-0.0175414j -0.0167148-0.00994149j -0.0079798-0.00556282j 0.0146987-0.00694896j -0.0117718+2.39371e-05j -0.00511536+0.0223997j 0.00524661-0.00325248j 0.00159396-0.0136649j -0.0144691-0.00158486j -0.00406367+0.00020325j -0.0154428-0.0113247j -0.0207486-0.00356277j 0.00306918-0.00964573j -0.00231216-0.011723j -0.00805296+0.00730242j 0.000928493-0.0228254j 0.0067732+0.00825321j -0.00759344-0.0157827j 0.00063612-0.00322622j -0.00366502-0.00132847j 0.00833522+0.0105792j 0.00146328+0.00323111j -0.00988978+0.00540195j -0.0213487+0.00642419j 0.0110676-0.0213221j -0.0212154+0.0202225j -0.0261578-0.044344j 0.0123335-0.00238775j 0.00778735+0.0315258j -0.00646508-0.00321027j -0.00152501+0.00126823j 
0.00260816-0.0263606j 0.0120902+0.00620532j 0.0117166+0.0270108j -0.0165517+0.0080583j -0.00988119-0.0589162j -0.0367653+0.0120759j -0.0516931-0.0248563j -0.000503517+0.0048536j -0.00349997-0.002582j 0.0434611-0.0401523j 0.00754121+0.00899819j -0.0102261+0.0566432j -0.00740787-0.00774466j -0.040633+0.0105721j -0.00834835-0.0179522j -0.00433914+0.0210714j -0.0058978+0.00686052j 0.00236825-0.0111998j -0.0159432-0.0139478j 0.00266063+0.0287224j -0.00421448-0.061502j -0.0389023-0.0382828j 0.00296701-0.0190325j -0.0155769-0.021763j 0.0102719-0.0163833j 0.0650315-0.0464356j -0.0196669-0.0412225j 0.0055917-0.0265957j 0.0230864+0.0755245j -0.0080948-0.0146392j -0.080103+0.00323269j 0.0128429+0.0366828j 0.0578231-0.0271201j -0.0117474-0.0155971j 0.0571045-0.0509274j 0.00219833+0.0395668j -0.0486948+0.0125342j -0.00598496-0.0466329j 0.0344458+0.0325955j -0.0282507-0.008387j -0.06051-0.0536563j -0.0186064+0.00104059j -0.0488514+0.000307077j 0.0352982-0.0217272j -0.0297494-0.035664j 0.0426515-0.0414771j -0.0673444-0.0174943j 0.0154364+0.0342218j 0.000401999+0.0678242j -0.0628013+0.0041465j 0.0959556+0.0181085j -0.0664252+0.0746333j -0.00408897-0.0251585j 0.00475179-0.0342916j -0.0112858+0.021227j -0.00523906-0.0100639j 
-0.0100123-0.00476873j 0.00476058-0.0253122j 0.0112987-0.0214702j 0.00636727+0.00189409j 0.0310568-0.0328082j 0.049675-0.0402588j 0.0174694+0.00862782j -0.0555967-0.00507749j 0.00176887+0.0210157j -0.0117557+0.0360195j -0.0514913+0.0275946j -0.00375298-0.0385937j 0.0664194+0.0945602j -0.0372059-0.0714869j 0.0255354+0.0276766j 0.0517731+0.0533679j 0.0380471-0.00322415j -0.0629347+0.00728383j 0.0566426-0.0896433j -0.065967-0.011644j 0.0597235-0.0241921j 0.021613-0.028158j -0.101254+0.0708861j -0.0247732+0.00905883j -0.00440797+0.00674707j -0.0324118-0.105372j -0.0361105-0.0390755j -0.0458342-0.0300024j 0.115183-0.0309759j -0.0960167-0.00569644j -0.0267282+0.150628j 0.047748-0.0534438j -0.00101454-0.0540706j -0.0543367-0.0245502j -0.0957381+0.0208771j -0.0694359-0.0781434j -0.111091+0.0500201j 0.057873-0.0224612j -0.0618508-0.0346874j -0.0148812+0.0534576j 0.0403665-0.0932875j 0.00238587-0.0114514j -0.0389685-0.105622j -0.00912971-0.0195863j -0.00955498-0.00485547j 0.067149+0.0364629j -0.0122468-0.0283024j -0.0732735-0.0193088j -0.0549732+0.0817467j 0.0352793-0.0898994j -0.0346003+0.0846125j -0.154901-0.133304j -0.00521864-0.027544j 0.0294353+0.0803609j 0.00466536-0.0239436j 0.0190524-0.0508599j 
0.0053324-0.0182456j 0.0110851+0.0152981j -0.00394677+0.0290981j -0.0281892+0.00907518j -0.0194157-0.0442682j 0.0067673+0.0026234j -0.0364098+0.00458817j 0.0415063+5.0738e-05j 0.019032-0.00782748j -0.00700535-0.0638867j 0.0257586+0.00799709j 0.0496531+0.0539761j -0.0204436-0.0187683j -0.0839266+0.0400317j 0.0362917-0.0437421j -0.0150433+0.0118416j 0.017038+0.0668709j 0.00105011-0.0205823j -0.00916291-0.0023099j -0.00170746-0.00314836j -0.0421133-0.0454659j -0.0150785-0.0832134j -0.0022494-0.0116151j -0.0138109-0.0270151j -0.00717117-0.0127462j 0.0688676-0.00226294j -0.0573422-0.00290839j 0.0351018+0.00660302j 0.00493005+0.0951421j -0.0197263-0.0130401j -0.0531215+0.0136916j -0.0100214+0.0373957j 0.0701312-0.00466571j 0.0302564+0.0153729j 0.0409806-0.105451j -0.00183363+0.0051332j -0.0484304+0.0225945j -0.0117512-0.0712016j 0.0729033+0.0157505j -0.00301348-0.0222393j -0.0795823-0.0254829j -0.0547548+0.0283096j -0.0943275+0.0279991j 0.0613701-0.00889075j -0.0158873+0.00926934j 0.0847824-0.0837938j -0.0044704+0.0261668j 0.0280847+0.0438584j 0.0554304+0.0539124j -0.0464447+0.0331353j 0.0886685-0.0198746j -0.0673408+0.135094j 0.00260664-0.0330115j 0.0086349-0.0509527j -0.0120334+0.0351645j -0.00333986-0.00822173j 
0.0148275+0.0190345j -0.00865227+0.0151571j -0.0207806+0.0300626j -0.0299647-0.0278735j -0.0578343-0.00655759j 0.0868579-0.017034j 0.0350461+0.0160345j 0.0780751+0.00809752j 0.0542429+0.0303459j -0.11589-0.0260043j -0.0235491+0.00260266j 0.0770235+0.00188436j -0.00204184-0.000299371j -0.0109637+0.0481049j 0.0339532+0.0106808j -0.0121616+0.00485034j 0.0315401+0.0785678j -0.0369421+0.00854912j -0.0435883-0.0435617j -0.0139556-0.0907362j -0.0107777+0.0948698j 0.0415598+0.0212667j -0.0595452-0.000576078j 0.0523163+0.0465861j -0.0227224-0.0113762j -0.0760082+0.0595495j 0.0377026+0.0878916j 0.0374534+0.0212517j -0.0105326-0.0521716j -0.027273+0.0614529j 0.103092+0.0186282j -0.0517923-0.0800805j -0.0154233+0.0945291j 0.0296585+0.0574618j -0.0627894-0.0265722j -0.0594583-0.0701239j 0.0466537+0.021068j 0.0012127+0.0403342j -0.0309249+0.0376537j 0.0676365-0.0336169j 0.0983003+0.0638196j -0.143945-0.0210125j 0.0290957+0.0702722j 0.0336928-0.00610457j 0.0435028+0.0915637j 0.0860372-0.012506j 0.0442266+0.0216906j -0.0131274-0.0482613j -0.0264289-0.0596514j 0.0480899+0.00327973j -0.0908163-0.054048j 0.0697421+0.00495094j 0.0200811+0.0076236j -0.0326413+0.01942j 0.0223976-0.01334j -0.010867+0.00214769j 
-0.00725668+0.00542193j 0.00325098-0.0102683j 0.000667276-0.0413999j 0.0268159+0.00523695j 0.00659611+0.0731815j 0.00573628+0.0168946j 0.0292295+0.0082622j -0.00172618-0.0167065j -0.0197994-0.0592139j -0.00468166-0.0334551j -0.0281488+0.0493829j -0.0823257-0.0609085j 0.0385878-0.0143819j 0.00367483+0.0375642j -0.075591-0.0169438j 0.138831+0.00117894j -0.136958+0.0598511j 0.0685797-0.0349482j 0.0642048+0.0534133j -0.0516387-0.0631007j -0.0413087-0.107831j -0.0181117-0.00525322j -0.0475107+0.00595244j 0.0154907-0.077734j -0.0228125+0.0384835j -0.00635134+0.00711582j 0.0387361+0.0421643j -0.0588049-0.00539099j 0.0278609-0.0894214j -0.037123-0.0205549j -0.00790461+0.0539592j -0.0124186+0.0406421j -0.129759-0.0267839j -0.0115357-0.0176719j -0.0277877+0.199686j 0.0820633-0.0238881j 0.0304663+0.054409j 0.0859424-0.01828j -0.0480569-0.00787372j 0.0290602+0.0426222j 0.044805+0.0560151j 0.0825784+0.00412145j -0.0191653-0.203256j 0.0110522+0.0296557j -0.031462+0.0348676j -0.0307863-0.0122971j -0.0857904-0.0978107j 0.0868058+0.0559644j 0.0498509+0.0499212j 0.0656905-0.0166463j 0.0291072+0.0120035j 0.0561752-0.0842845j -0.00214097+0.0189995j 0.0394888+0.0215014j 0.0152013-0.00652836j -0.00925057-0.00248628j 
-0.016026-0.00314473j 0.00406096-0.0249143j -0.0102721-0.0270437j 0.0206559+0.021221j 0.0742463+0.0153584j 0.0948487-0.0365948j 0.0425265+0.0434381j 0.0155115-0.034302j 0.0154451-0.0672095j -0.0259774+0.0273693j 0.0451395-0.0802692j 0.0486729-0.0322055j -0.0373526-0.00740232j -0.0304898+0.0553439j 0.164161-0.132749j -0.0815829-0.0396589j 0.0997802-0.025765j 0.0528451-0.0209466j 0.100441+0.17337j -0.0148096+0.114085j -0.102542+0.0324287j 0.090249-0.178504j 0.0234533+0.0668767j -0.0724113+0.0400702j -0.100827-0.0445294j 0.0368257-0.0241868j -0.130347+0.0951867j -0.0619429+0.143067j 0.0181544+0.0340202j 0.0125365-0.0297346j 0.011971+0.124753j -0.0110983+0.180104j -0.118076-0.00355332j 0.0365015-0.0274103j 0.0167374+0.0547627j 0.0463834-0.177927j 0.0174553-0.0189509j 0.0692689-0.0473496j 0.0336287-0.12605j -0.0620264-0.0674533j 0.0275164+0.0385266j 0.00427404+0.0334929j -0.115507-0.0482534j -0.00333442+0.0553424j -0.0279784-0.079559j -0.0218682+0.0195363j 0.138332+0.0447167j -0.0348939+0.160656j -0.00536403+0.0712565j 0.0512808-0.0519277j -0.0646606-0.021624j -0.0394595+0.0959093j 0.0549298-0.0350261j 0.00131036-0.0592303j -0.00562463+0.0244614j 0.0374555+0.00684025j 
-0.00648897-0.0218285j 0.0112577-0.0144558j -0.00320342+0.028517j -0.0193514+0.0397294j 0.109803-0.0122876j 0.0124741-0.0341645j 0.0312037-0.0465823j 0.0269735-0.0530055j -0.090977+0.0221528j -0.0199036-0.031807j 0.0980106+0.0284211j -0.0552874+0.0968703j -0.0592571+0.0129377j -0.0394506+0.00449241j 0.00918859-0.0755037j -0.0722829-0.0364928j 0.0555196-0.0965361j -0.0699024+0.0528691j -0.116759-0.0847153j -0.00684863+0.0498259j 0.146048+0.00350941j -0.0626742+0.149906j -0.0216601-0.0769717j 0.0827984+0.0679909j 0.0178005-0.198304j -0.0275597-0.143797j 0.0398734-0.0250945j -0.131972-0.0576974j 0.139741-0.00967769j 0.038945+0.018377j 0.0167328+0.0668876j 0.0708805-0.0565518j 0.0078139+0.00836754j -0.139881-0.132426j 0.00465361+0.00681406j -0.0283966-0.0151982j 0.0638426+0.0152679j 0.0247957+0.0220819j -0.0650124+0.229749j -0.101895-0.0290275j -0.0889074+0.026939j -0.0728039-0.0391797j 0.00582508+0.101977j -0.0144843-0.0892122j -0.034727-0.0415717j -0.088852+0.0558075j -0.0900023+0.0729596j -0.0569635-0.091592j -0.069655-0.0487018j -0.055809+0.0197564j 0.0370812+0.0694836j 0.00858186-0.018378j -0.00802953-0.00484156j 0.00235342-0.0113696j 0.0164786-0.000109576j 0.00187896-0.00779769j 
0.00866818-0.00839456j -0.000777261-0.00197078j 0.0140327+0.0494729j -0.0294331+0.0343236j 0.11794-0.0268666j -0.0242467-0.0194676j 0.00211026-0.0434731j -0.0397107-0.0580676j -0.103244+0.064056j 0.0551411+0.0307614j -0.0138993-0.0393114j -0.0486074-0.0619466j 0.0331654+0.0480522j -0.0044807+0.0312831j -0.0844683-0.046102j 0.0686201+0.0313278j -0.100532+0.0523751j -0.0279783-0.0698628j 0.0373858+0.0812386j -0.221171-0.0923072j -0.0692681+0.0355396j -0.0840509+0.0765299j -0.0212508-0.0239724j 0.133858-0.109701j -0.0591627+0.0902923j -0.026338+0.0317689j -0.0960664+0.0333907j 0.111822-0.0376769j -0.0744363-0.0174219j 0.0390449+0.0166261j -0.0767962-0.064203j -0.0801647+0.0552012j 0.124676-0.0128717j 0.0423843+0.0435368j 0.0818809-0.10594j -0.0728506+0.0909311j -0.127355-0.0954556j -0.0498644-0.0517562j 0.182099+0.00883798j 0.0333016-0.0133693j -0.109516+0.11131j 0.0675375+0.141073j -0.0137176+0.0605244j 0.136042-0.0945034j 0.111129+0.0209801j -0.037044-0.081707j 0.0648174-0.0904494j 0.113629-0.0598131j 0.0118268-0.0491404j 0.0611322+0.0548257j 0.073303-0.0517092j 0.0237745-0.0637321j -0.0407566-0.00863614j -0.0164973+0.0279736j -0.0224147-0.00216121j 0.00539244+0.0153379j 
0.00291195+0.0120077j -0.000311419-0.00229213j 0.0200974-0.0480211j 0.0270035+0.0207125j 0.0114016+0.0759812j 0.0181842+0.0371551j -0.00843716+0.071545j -0.0675867-0.00547406j -0.00859936-0.0198434j -0.0692836+0.107587j 0.0623225+0.0250849j 0.0123118-0.0585882j 0.0541959+0.0658686j -0.00371946-0.0461776j 0.0232079+0.00134353j 0.00326001-0.00856868j 0.00482284-0.078957j 0.00326361-0.000531599j 0.0641583+0.000698305j 0.0426011+0.0260461j -0.0203691+0.0821004j 0.0417526-0.0650908j 0.107102+0.0372077j -0.0879831-0.0478773j -0.0101051+0.0581641j -0.00254428-0.00907557j -0.106297-0.057715j 0.046749-0.00772192j -0.0699209+0.0242525j 0.0961403-0.0278269j 0.018638-0.101615j 0.0113361+0.0421191j 0.168214-0.0363041j 0.0189613+0.080035j 0.0140005-0.125333j 0.000652412+0.000721396j -0.160904-0.0238512j -0.0512903-0.0575486j 0.0820139-0.0602253j -0.00693386+0.0867026j -0.122345-0.0518035j 0.00522346-0.000962966j -0.0946565+0.0581949j -0.0138961+0.081519j -0.00256456+0.0341573j -0.0645769-0.0299889j 0.117363+0.192822j 0.0133849+0.0253309j 0.125715-0.0100873j -0.0157309-0.00815476j 0.00423168-0.0473598j -0.0117391-0.0033847j -0.0532925+0.00541769j -0.0118423+0.0344636j -0.0106885-0.00615904j 0.0158862+0.0091073j 
-0.0107221+0.0385944j -0.0336111-0.0128017j 0.00192032-0.0440367j 0.0125782-0.00754018j -0.0314104+0.0893117j -0.0231773+0.0211206j -0.00678127-0.0112532j 0.0178668+0.00274216j 0.0457908-0.0936835j 0.154231-0.0538732j 0.00455137-0.173563j 0.0922578+0.00738187j -0.0503825-0.0270785j -0.0821133-0.0942903j -0.00631087+0.102268j -0.0785833-0.00418522j 0.181276-0.0630406j -0.170534-0.0817493j -0.0077679-0.0526614j 0.0299275+0.0689979j 0.0278983+0.0479994j 0.0924018+0.113798j 0.00224553+0.0330591j -0.0199956+0.0790444j 0.00205814+0.166759j -0.0428571-0.0567442j -0.0991198-0.141964j 0.106212+0.0659805j -0.0826822-0.120838j -0.0114804-0.0728432j 0.0285892-0.0565669j 0.0993824-0.153072j 0.00402292-0.0144428j 0.153165-0.0383005j -0.0310285+0.00464999j -0.0208942+0.155947j 0.122416-0.119489j -0.166062+0.0137283j 0.056541-0.140797j 0.0365392-0.021257j -0.0253828-0.262381j 0.138666+0.0292097j 0.0993755+0.133283j -0.110139-0.0105663j -0.048882-0.0484775j 0.0208326+0.0636151j 0.0899103-0.0012767j -0.045474-0.0269473j -0.0882646-0.0344863j -0.0323236+0.0243344j -0.0190939+0.00978837j -0.0919167-0.0026083j 0.0178412-0.0548397j -0.0175059-0.00033088j 0.0240472+0.00555228j 0.00477828-0.0141252j 
0.00264694+0.00611321j -0.00971132+0.00734923j 0.00768588+0.00940698j 0.0014148-0.00409751j -0.00129531-0.0617559j 0.0154791+0.0662117j -0.0841553+0.016626j -0.00186675-0.0111316j 0.118047+0.0166138j 0.0100998+0.153136j 0.0451677+0.10697j -0.0928902-0.0313279j 0.0613722+0.0019431j 0.0600505+0.01068j 0.0866163+0.0679837j -0.201998+0.029082j -0.0201975-0.194154j -0.0443362-0.0270446j 0.0314039+0.0259804j 0.0418144+0.125719j 0.0240802+0.145128j 0.0204617+0.0701688j 0.195372-0.059531j 0.00542814+0.0828692j 0.0710686-0.0152183j -0.0943264-0.00476543j 0.0274571-0.0445728j -0.0789289+0.00672213j -0.111651+0.0160538j 0.185738+0.0490064j 0.0522462-0.203253j 0.0198082+0.140166j -0.00951575+0.140916j -0.0676722-0.0256876j -0.0666219-0.0121289j 0.0568083+0.017345j -0.148067+0.0335023j -0.113895+0.0653833j 0.00491614-0.00916235j -0.118494+0.170774j 0.0950673+0.0957593j -0.156018-0.128816j 0.078828+0.0185138j -0.0236464+0.0425346j 0.0641191-0.132182j -0.112111+0.026947j 0.0343768+0.0825006j -0.0719039-0.0454474j -0.0635074-0.0387574j -0.031638-0.0294397j -0.0619622+0.0283811j 0.0278457+0.00880876j 0.00308665-0.00392074j -0.000723008+0.0137801j -0.0167045-0.00579398j -0.0180994+0.00832059j 
0.00262049-0.0127621j 0.0156681+0.00258565j 0.0422121-0.0174818j 0.031601+0.0352641j 0.040494+0.0271779j -0.0685384-0.0189605j 0.103127+0.0195294j -0.136625+0.0923919j -0.101591+0.111613j 0.0603118-0.0160286j 0.000964987-0.0715164j -0.00621696+0.0213428j -0.0788915-0.000474342j 0.192738-0.178573j 0.103248-0.0956029j 0.0649284-0.134896j 0.062152-0.078511j 0.129324+0.1625j 0.0474269+0.083161j 0.109918+0.0872586j 0.0541839+0.133519j -0.0294467+0.0836682j 0.109544+0.0591719j 0.0128615-0.0143704j -0.0839933-0.200716j 0.0694033+0.162644j -0.0265838+0.120037j -0.0140193+0.0200572j -0.0627221+0.0635433j 0.0801549-0.0209796j 0.0102777+0.0254593j -0.058706+0.00245737j 0.0827101-0.147217j -0.0176741+0.0422424j 0.117763-0.101302j -0.0723957+0.0273426j 0.128335-0.0774522j 0.238292+0.0375415j -0.0989843+0.0237504j -0.0718444-0.212487j -0.0876779+0.0808052j 0.166794+0.0557115j -0.0436128+0.0809045j -0.108895+0.0362582j -0.10471-0.0627604j -0.136625+0.161794j 0.0830836+0.110294j 0.0190956+0.0162857j 0.0310537-0.0188584j -0.00206495-0.0357828j -0.0434872+0.0057161j 0.0480818-0.00711997j -0.00113861+0.0143909j 0.0130118+0.0187389j -0.0313759+0.000187941j -0.000444251+0.0209167j 
0.00559102-0.00754308j 0.0168845-0.0050906j 0.00123759-0.0236656j 0.009081-0.0139005j -0.00609503-0.00142869j 0.0647604-0.0197741j 0.00099129+0.0403409j -0.0636363-0.0200477j -0.0150991+0.0308379j -0.196207+0.138853j 0.0180287+0.0830287j 0.039175-0.0227261j 0.0703232+0.111574j 0.0375361+0.00105545j 0.00496087+0.0280316j -0.00925811+0.0214576j 0.0323796-0.0448381j 0.0144807+0.0660244j -0.01563-0.113239j 0.0918004-0.0314039j 0.0347786+0.0168338j 0.00199845-0.122284j -0.0134472+0.0482011j -0.132626-0.0126399j 0.0270622-0.0688458j -0.00696103-0.0836035j 0.029287-0.0473189j -0.05199-0.0783735j 0.0794388+0.0481209j -0.0209562+0.0219396j 0.00587662+0.00511158j 0.0018902-0.042449j 0.115763-0.0352469j -0.103566+0.0338206j -0.0666479-0.110619j -0.0423597-0.12094j -0.151185+0.0671508j 0.0304585-0.00826216j -0.0407292+0.043778j -0.015481+0.0922962j -0.0475821-0.00438876j -0.152395-0.0238092j -0.084063+0.00913872j -0.0216319+0.039696j 0.029141+0.0846871j -0.00372392-0.031489j 0.0652907+0.186753j -0.0528636-0.0347296j 0.0841961+0.0183745j -0.0156732-0.054966j -0.0100178+0.00531789j -0.036657-0.0316556j -0.0571019-0.0245768j 0.0270153+0.0395911j 0.0148696+0.00975007j 0.00208633-0.00192711j 
-0.0238307+0.00115354j 0.00266916-0.0285956j -0.022119-0.056189j 0.0581152+0.0147104j 0.0757724+0.124839j -0.0457429+0.00505068j -0.000603228-0.029248j 0.00582479-0.116255j -0.0815006-0.132713j -0.0308825+0.0848916j 0.119603-0.0402037j -0.050351-0.0299365j -0.0570347-0.034646j -8.33852e-05+0.137872j -0.158842+0.00646964j -0.0506067-0.0534142j -0.000715277-0.121623j 0.00665737-0.0100562j -0.101644+0.0103002j 0.0711764+0.0663168j 0.0140035-0.196407j -0.0613222-0.0166084j 0.0325331-0.0404153j -0.107023-0.000237006j 0.0205747-0.00387809j 0.0171579-0.164361j 0.0580312-0.124518j -0.119477-0.0255643j 0.0429395-0.0533812j 0.0221963-0.0939263j -0.00747173-0.0656232j 0.0863982+0.0274337j -0.0870646-0.0214998j -0.0520357-0.11943j 0.0288501+0.177989j 0.115996+0.0477921j 0.0984489-0.0419292j -0.128816-0.0466236j 0.0353651+0.00125254j -0.0466972+0.131528j -0.0631432-0.0279062j 0.0941097-0.0297749j -0.00655414+0.0153481j -0.0402439+0.0298501j -0.00956898-0.000167195j -0.136059+0.0086726j -0.0421895+0.0945762j 0.0680835+0.0561876j 0.0340188-0.0400649j -0.021035+0.0423174j 0.0548223+0.0332169j 0.0697254-0.037296j 0.0293234+0.0233149j 0.0159947+0.0109598j -0.00310119+0.00394308j 0.0117588-0.0160194j 
-0.0017596+0.0127744j -0.010361-0.00351152j 0.0371249+2.9303e-05j -0.0287877+0.0350861j 0.022124+0.0152568j 0.0655834+0.0812314j -0.00820858+0.054351j 0.0599065+0.0209172j 0.0416603-0.0131757j 0.0385613-0.0597424j 0.0297669+0.144915j -0.133869-0.0399313j 0.0727311+0.00311069j -0.104571-0.050241j 0.124876-0.0962511j 0.000607016+0.0441207j -0.133883-0.0282095j -0.059642-0.0970794j 0.135138+0.0313242j -0.157448+0.0199354j -0.0221017+0.133914j 0.0461174+0.158071j 0.0850972-0.0711989j 0.177115-0.0368857j -0.0125425-0.00388976j -0.0850932+0.026096j -0.105793+0.0812699j -0.016489+0.00256677j -0.0451182-0.0640115j 0.159242+0.0617806j 0.0429356-0.00332396j -0.0350098+0.139018j -0.0346507+0.103653j -0.0503225+0.0262687j -0.015808+0.0376089j 0.0712263+0.0316127j -0.125975+0.048522j 0.000171985-0.049873j 0.0247424+0.0312907j -0.0477986+0.0981122j -3.11749e-06+0.0980183j -0.0598134-0.000668946j -0.056142-0.0720372j 0.0860842-0.0367236j -0.0224618-0.038397j -0.0541524-0.00635962j -0.0478513-0.0202658j 0.00159761-0.00679355j 0.00230443+0.0306193j 0.0370384+0.012676j 0.0115991-0.0016575j -0.00568733-0.0190445j -0.0155652+0.00108092j 0.000507825+0.0336583j -0.00329478-0.0143227j -0.0104551+0.000446883j 
0.0166203-0.0228699j 0.0140004+0.0279729j -0.0326418+0.0462605j 0.00856595-0.0441383j -0.0283169-0.111022j -0.0558788-0.0630138j -0.0433028-0.0433875j -0.0613333-0.00625394j 0.0253595+0.0855165j -0.0741935+0.137519j -0.0967544-0.0260996j 0.0515282-0.00528374j 0.00560685-0.00427362j 0.160579+0.108183j -0.102864+0.131354j -0.0523641+0.0273838j 0.000482053+0.0688218j 0.112298+0.0667133j -0.0818264+0.0165381j 0.12429-0.060904j -0.0324571-0.0825318j -0.0638966-0.149716j -0.02616+0.0153479j -0.140612+0.0274605j 0.0479558+0.0127406j 0.0397098+0.0673351j 0.163458+0.00358411j 0.00147329-0.0363419j 0.00571544+0.0725125j -0.0890575+0.0143852j 0.0209806-0.0682394j -0.0669164-0.0244635j 0.00920723+0.0153266j -0.0163464+0.0389863j -0.0315685-0.0399896j -0.0215663-0.0473009j -0.00954385+0.019957j 0.0131842+0.0615249j -0.0190622-0.000796418j 0.0539189-0.0391155j 0.127481+0.0982408j -0.0937207-0.0309921j 0.101632-0.0156471j -0.0117276+0.023707j 0.112121+0.00141893j 0.0288933-0.0373049j 0.0123781-0.048981j 0.00459295-0.0226799j -0.0242251-0.0163111j -0.00165641-0.0221074j -0.0435996+0.00107339j 0.0406584+0.011682j 0.0317789+0.0176325j 0.0092578-0.0180635j -0.0159389-0.00754977j 0.00236748+0.0036211j 
-0.0121204-0.0352739j 0.0132617-0.0136236j -0.0122677+0.011921j 0.00147852+0.0102066j 0.089093-0.0693064j -0.028426-0.0363639j -0.0448396-0.0504057j -0.0167696-0.0655774j -0.0155713-0.0225865j 0.0313369+0.0762682j 0.0285499-0.0412115j -0.025831-0.00852952j -0.043186-0.0495886j 0.0225934+0.124004j 0.0116826-0.0498646j -0.111204-0.00176688j 0.0144352-0.0239265j 0.059978-0.033988j 0.00425706+0.160647j -0.0107149+0.0761753j -0.0939787-0.13957j -0.0405058-0.159604j 0.0508121+0.0123778j -0.0737712+0.0044682j -0.0361029-0.0344629j 0.0781434-0.0481113j -0.00753612-0.0216549j -0.0770494+0.0342233j 0.0165609+0.0986404j -0.00234038-0.065083j -0.0814114-0.0100208j -0.0109235+0.181561j -0.00802176-0.0317985j -0.0301144-0.0735598j 0.0870414+0.0449345j 0.0645666-0.0304856j -0.0812999+0.00971733j -0.0411176-0.0316944j 0.0772885-0.0641959j -0.0758891+0.00551164j -0.0268222+0.0406686j 0.0016583-0.00219501j -0.0214873-0.000991809j 0.0290483-0.0165831j 0.0118572-0.119941j -0.043878-0.0229081j 0.0229526-0.0402678j 0.0161537+0.109672j -0.0214811+0.0488995j -0.00840766+0.0033442j 0.0404277+0.0137792j -0.042689+0.0686396j 0.0272269+0.00982608j -0.0127861-0.0741336j 0.00633256+0.0325099j 0.0283996+0.0308123j 
-0.00758366+0.00120046j -0.00551189-0.0136083j -0.0154842+0.0307587j -0.0261375-0.00117417j 0.0553108-0.0318029j 0.0886815-0.0367755j 0.0170671+0.00346218j 0.095463-0.0280606j 0.0132864-0.00241068j -0.00724983-0.0282496j 0.0344192-0.0544331j 0.0502827+0.0425711j -0.0473808-0.00857745j -0.0699244+0.0360029j 0.127449-0.0562815j -0.141748-0.0255119j 0.135545+0.00848467j -0.0922449-0.0247235j -0.0296143+0.0123731j -0.050641+0.044164j 0.0207807+0.059949j 0.0413427+0.02434j -0.0186672+0.00693485j 0.0571382+0.0774701j -0.0572012-0.0682935j -0.052641-0.0655737j -0.0712645+0.0496438j -0.0498224+0.0634861j 0.0259162-0.00672387j -0.00249867+0.0180576j 0.0124648+0.101224j 0.0320838+0.00534235j -0.0739625+0.0609835j -0.00384905-0.0509409j -0.0132974+0.00634019j -0.0374552-0.0881331j 0.0295437-0.019391j -0.0522022+0.0196078j -0.0270413-0.0135405j -0.0798092-0.0520853j 0.0205998-0.0207568j -0.110925+0.0189594j 0.00221455+0.0893883j 0.0103964-0.0678444j 0.0155047-0.0379243j 0.0621085+0.0221557j 0.0667055-0.0191244j -0.0761318-0.00483467j -0.099489-0.0153938j 0.000479453+0.00112107j -0.0753837-0.017232j -0.0264893+0.0367208j 0.017744-0.0190203j -0.0372672-0.0465077j 0.00762928+0.00366807j 0.00171447-0.0118339j 
