0-0j 
0-0j 
0-0j 
0-0j 
0-0j 
0-0j 
0-0j 
0-0j 
0-0j 
0-0j 
-0.0032571-0.0244282j 
0-0j 
0-0j 
0-0j 
0-0j 
0-0j 
0-0j 
0-0j 
0-0j 
0-0j 
0-0j 
