0.0780237-0.0873187j 0.0883762-0.105538j -0.045095-0.0196961j -0.0407002+0.0420409j -0.0763311-0.0112427j 0.0523354-0.0201629j 0.00088409+0.00839367j 0.0360442+0.0397285j 0.00722132-0.0125701j -0.0304265+0.0247598j 0.0136659-0.0275947j -0.00820181-0.0183239j 0.0198732+0.0191375j 0.000932299-0.0206702j -0.00164269-0.0046151j 0.0176617-0.00677134j 0.0267687-0.0203413j 0.00866998+0.0241605j 0.0294733-0.0263393j -0.0221776+0.10323j 0.0185585-0.0217299j -0.0995022+0.0130707j -0.0248216+0.0487637j 0.02259-0.0411413j 0.0261875+0.0616762j 0.0236556+0.00804693j 0.00430566+0.00944591j -0.0385075+0.0226265j 0.0785821-0.0400988j 0.0438905-0.00575069j -0.0111161-0.0441204j -0.0441288-0.0448994j -0.052644+0.0405023j -0.00146758+0.0149912j -0.0237883+0.0660317j 0.0202815-0.0410835j 0.0331028+0.0394985j -0.0457411-0.00355548j 0.017459+0.025818j -0.0685609-0.0203j 0.0177821+0.00535419j -0.00681485-0.015648j 0.00944109+0.00300876j 0.035802+0.0182476j -0.0254093+0.0205506j -0.0331682+0.00284048j 0.0135873-0.0270303j -0.00337269+0.0151264j -0.0301826+0.00617173j 0.00824171-0.0301444j -0.0175449+0.0281406j -0.000164862+0.0270966j -0.016348-0.00371261j -0.0269911+0.0419426j -0.020732+0.0115347j -0.0576313-0.0102028j -0.01354-0.00779796j 0.0152592-0.0190085j 0.0049912+0.0285006j 0.0266055-0.0543173j 0.0370524-0.0517538j -0.0136716-0.0249113j -0.0627591-0.016447j -0.0298352+0.0549551j 0.0123233+0.00661281j 0.0023274+0.024659j -0.0253157-0.0335516j -0.0324186+0.0352335j -0.0144713+0.00478897j -0.000908595-0.0411964j 0.00704267-0.0447236j 0.00666616+0.0283998j 0.00229861-0.0332507j 0.00898185-0.0510112j -0.00581961-0.0159418j -0.0219951-0.0241596j -0.014126+0.016632j -0.00468131-0.025874j 0.0206302+0.00540515j 0.029381-0.0248137j 0.0255147+0.0407025j 0.020687-0.058761j 0.00545019-0.012571j -0.0643817-0.0648697j 0.00476468-0.0818916j 0.0853253-0.109529j 0.108445+0.0353288j -0.0243312+0.051717j -0.0126273+0.0419189j 0.061046-0.212071j 0.0912874-0.149664j -0.188838+0.169451j 0.190869+0.028459j -0.00337455+0.0543695j 0.115374+0.169442j 
-0.00880728+0.0463043j -0.0973735+0.0133517j -0.010476+0.0680822j 0.0026705+0.0218561j 0.134304+0.141264j 0.101748-0.121519j 0.0641544-0.0168271j 0.058026+0.112219j -0.0578913-0.0831902j -0.0113663-0.0143379j 0.0521161+0.0723084j 0.00622546-0.0368431j -0.115792+0.0588368j -0.0755104+0.026704j -0.0396123+0.0294887j -0.130446-0.00866775j 0.0549488-0.0683854j 0.0292994-0.0455816j 0.0515768+0.104543j -0.0846482-0.0506348j 0.0171438-0.0750216j -0.115886-0.0848385j 0.0148551+0.104495j -0.0976574-0.0776922j 0.0398226-0.0763211j 0.0737216+0.111211j -0.0426668-0.0373789j 0.0467674+0.0212628j 0.0210768+0.0377829j 0.00719138-0.0144121j 0.181834+0.174559j -0.0455213-0.0538556j 0.0820833-0.0117027j -0.0808511+0.00118281j -0.0722537-0.0192129j -0.0198282+0.0951537j 0.009851+0.0140022j -0.071764+0.0256242j 0.0004288+0.0601143j -0.032824+0.015414j -0.00336554-0.043624j 0.0282479+0.0424635j -0.0179003-0.0145701j 0.0112211+0.00172576j -0.0130479-0.00482032j 0.00897508-0.0435897j -0.0199854-0.0118278j 0.00116859+0.0114256j -0.0443165-0.0701845j 0.0170986-0.0661414j -0.0428696-0.0469887j -0.0299452-0.0252382j -0.00335911+0.0598439j -0.0739491+0.0565969j -0.0301114+0.0509737j 0.00104201+0.0030101j -0.0110258+0.0153947j 0.0118396-0.0407134j 0.016525-0.021727j -0.0048848+0.0611409j -0.00826609-0.0322726j -0.0265979+0.0262929j 0.0408825+0.00716535j -0.00778494-0.0455837j 0.00862301+0.00724721j -0.0298857-0.0365693j 0.0258733+0.0314139j -0.0183948-0.00217735j 0.00129812-0.0161165j 0.0151073-0.0179533j 0.0112929+0.017912j -0.038902+0.0269908j -0.0100059+0.00577317j 0.0263326+0.0279271j 0.0298748+0.0203907j 0.00190886+0.0640785j -0.000419914+0.037943j -0.00898586+0.0300546j 0.00840227-0.0159603j 0.010086+0.0225112j 0.0273499-0.00719112j 0.00413644+0.0158504j 0.0443222-0.105911j -0.025731-0.0060452j -0.010517+0.016574j 0.0074166-0.0181272j 0.00986154-0.0454553j 0.00426635+0.00912688j -0.0313124+0.0192299j 0.00954495+0.0103475j 0.00541109-0.0121221j -0.0123402+0.0149209j -0.0150524-0.0672689j -0.0566764-0.0419621j 0.0124219+0.0137122j 
0.0106454-0.00646778j 0.0319864+0.0521717j 0.00788605+0.0237822j -0.0682018+0.170073j -0.045972+0.0765139j 0.0911112-0.0808001j -0.0300404-0.115692j 0.0195374+0.0531017j -0.00130588+0.0155817j 0.0606081-0.0149351j -0.0342849+0.0359342j 0.0251344+0.0555475j -0.00897512+0.0114125j 0.015459+0.0962827j 0.0519289-0.0875403j 0.07458-0.0893512j -0.0192778-0.0849336j 0.00121091+0.0400343j 0.070476-0.124911j -0.0417496-0.027047j -0.0159455+0.0961919j 0.0276854+0.0398871j 0.0584836+0.0236882j 0.0775532+0.125723j -0.132311+0.0342751j -0.0260683-0.0120807j 0.0597761-0.0328858j -0.0215232+0.0079084j -0.0417481+0.0389427j -0.031686+0.0212403j 0.00483199-0.0170544j -0.0714293-0.0325828j 0.0542758-0.111624j 0.011043-0.00496033j -0.00330981+0.0393081j -0.0133991-0.0564542j 0.0626551-0.0117374j -0.0520476-0.0293459j 0.0152829-0.00732279j -0.0115046+0.0356343j -0.011382+0.0118745j -0.0761483+0.0402158j 0.0157634+0.00929755j -0.0248861-0.00836496j -0.0176665+0.0549245j -0.0353242+0.00559004j -0.0281681+0.0181858j 0.0766955-0.0454542j -0.00454636+0.0069j 0.0243717+0.0246406j 0.0463139-0.0831185j 0.0549424-0.00154706j -0.0550056+0.0453151j 0.0495397-0.00948862j -0.00610767-0.00359033j 0.010354-0.0591456j -0.0635768+0.0513054j -0.0390435+0.0584386j -0.0292114+0.0560296j 0.0530837+0.102645j -0.0355085+0.0248703j -0.0190826-0.044303j -0.04918+0.0236684j 0.0715369-0.0200624j -0.023945+0.0267933j 0.0168718-0.0338714j 0.0252712+0.00586117j 0.0627719-0.0258373j 0.0220812-0.0411543j 0.0151733+0.00846625j 0.038211-0.0226634j -0.0494453-0.0199818j -0.014324+0.0102553j -0.00602463+0.0353789j 0.00995436-0.0321072j -0.0447402+0.0308442j 0.0197558-0.0322699j -0.00240195+0.00232974j 0.00176359-0.0511467j -0.0726795+0.0506593j -0.0534392+0.128173j 0.153071-0.0945081j -0.0386514-0.0409069j 4.12296e-05-0.0119309j -0.000274664+0.0300535j -0.0524588-0.0301823j -0.0419383-0.000806963j 0.0372483-0.00824099j -0.0185064-0.0154141j 0.0316511+0.0142053j -0.0104216-0.0982052j -0.0595493-0.0921138j 0.00371516-0.0436865j 0.00694143-0.0392516j -0.0293406-0.0187132j 
0.0369112-0.0575017j 0.0696118-0.0170927j 0.00436898-0.0221001j -0.0211321-0.0139849j -0.0235759+0.0383798j 0.0387324-0.0601818j -0.038043-0.0108972j -0.00104891-0.00926845j 0.0203872-0.00728684j 0.0392075-0.0591787j -0.0333219+0.0207949j 0.00984568-0.00701985j -0.0427445+0.139865j -0.0395286+0.0236289j 0.0108559-0.0191891j -0.0405284-0.0442682j 0.0814046+0.00296907j -0.0499533-0.0480455j 0.0365436+0.134056j -0.0556582-0.115511j 0.146127-0.023479j -0.0737388-0.0330981j 0.0524646+0.0472411j 0.00274194+0.0302682j -0.0306275+0.049032j 0.0448198-0.0688168j -0.0382123-0.0131229j 0.101285-0.0417161j 0.0245037+0.0173619j -0.0486857-0.0196237j -0.0405479-0.0148992j -0.0237287-0.0200444j -0.0297955+0.0670953j 0.119032-0.0461028j 0.0326447-0.0343119j -0.0631063+0.0314364j 0.0861693-0.0255628j -0.122648+0.0419946j -0.0482791-0.0105376j 0.0600796+0.0768438j -0.0297723+0.020403j -0.00826391-0.00672428j -0.0255143+0.0715342j -0.0153736+0.00342697j -0.0083261-0.042786j -0.0602962+0.0492315j 0.0334564-0.0739108j 0.0429134-0.102733j 0.0613151-0.0465331j -0.0361568+0.0490705j 0.0465412-0.0992136j -0.0333379-0.0355996j -0.100511+0.00975296j -0.0758339-0.0236066j -0.0740136-0.0222207j 0.0137918-0.030613j -0.0140659+0.0270305j 0.0349388+0.0597955j -0.0084977-0.00474687j -0.0077846-0.014016j -0.0308111+0.00809796j 0.0106329+0.00716126j 0.033057-0.00100303j -0.099938-0.0195411j -0.0172734+0.0120849j -0.0371414+0.00968566j -0.0744347+0.0566401j -0.0407323-0.0401939j 0.0111417+0.0292245j 0.0161+0.00290133j -0.0250081+0.0589774j -0.00464732-0.000614042j -0.0572091+0.0473316j 0.0540468-0.0324619j 0.0269863+0.0218834j 0.0426085-0.0546646j -0.00401195-0.0281398j 0.00905319-0.0580492j 0.0855366-0.0240012j -0.00618138-0.0670837j -0.0876376-0.035942j -0.101264+0.128491j 0.000371536-0.0673268j -0.0821572+0.098705j 0.0467999-0.0162261j 0.0735506-0.0203741j -0.0106278+0.000981497j -0.0588279+0.0308701j 0.0677376-0.0552794j -0.0535283+0.0865663j -0.061343+0.0176032j -0.00536299+0.0116696j 0.031386+0.0531707j 0.081673-0.0767316j -0.0889702-0.0548733j 
-0.0222825-0.00500032j -0.0584306-0.0478558j -0.010807+0.0205883j 0.0277057-0.0397768j -0.00145992-0.073714j 0.101272+0.0369369j -0.0128671-0.00222427j -0.0408221-0.021413j 0.0182481+0.0226103j -0.054823+0.000938432j -0.0520517-0.0392641j 0.0618932+0.0730346j -0.0502417-0.0836068j 0.0461709-0.0565053j 0.00366174-0.0203856j 0.0793416+0.023902j -0.032441-0.00128632j -0.0415974+0.159834j -0.0149645-0.114899j 0.0379561+0.100241j -0.0457743-0.0524613j 0.0944611+0.0205358j -0.0636002+0.026818j -0.0406231-0.0745678j -0.0683917+0.000782091j -0.0489954+0.0769395j -0.0402684+0.00740774j 0.0271217-0.0111969j -0.0479373-0.0164866j 0.0595884-0.0947123j 0.0186877+0.0257462j 0.0384047+0.00847027j -0.0827508+0.00355074j 0.080867-0.0136944j -0.0830333+0.00606709j -0.0118935+0.039232j 0.0332308+0.0352495j -0.0501042+0.0185675j 0.0548044+0.0390859j -0.115567-0.0340281j -0.0797676+0.0306032j -0.0125744-0.00672044j -0.0238939+0.00497585j 0.0399748-0.0665756j 0.0277587-0.0522426j 0.0807157-0.0587184j 0.000107047-0.0524429j -0.136942+0.14696j -0.053127+0.0707155j -0.0429493-0.00593079j -0.0863168+0.0762018j -0.0550737+0.00502156j -0.00425963+0.010112j 0.00862714+0.00263748j 0.0585163-0.0129176j 0.0761242-0.027543j -0.0301113-0.0128527j -0.0205132-0.0081857j -0.0257454-0.0102216j -0.00327731+0.0706676j -0.00273144-0.0831008j -0.062108-0.0655002j 0.0459742-0.00828525j -0.0183853+0.0509942j -0.00255703-0.0356754j 0.00168318+0.0630188j 0.00220083-0.0610433j 0.0145778+0.0439708j 0.00141054+0.0306094j -0.0171762+0.00310966j -0.0133965+0.00350876j 0.00865336+0.000485599j -0.0794659+0.0396588j -0.0313032-0.0212103j -0.00201704+0.0170706j 0.0465171-0.0847454j -0.016168-0.00183133j 0.00507553-0.0642284j 0.0177693-0.00188097j -0.0694151-0.0407616j -0.068713+0.00137676j -0.0518554+0.0470539j 0.0503327-0.0851424j -0.0382773+0.0352706j 0.017491-0.0493643j 0.0573332-0.0667882j -0.0112684-0.0244005j -0.0480203+0.0485482j 0.0108936+0.0183094j 7.48232e-05+0.0463905j -0.0519125+0.000184331j 0.0180973+0.0378273j -0.00763644-0.0619904j 0.0334994+0.0212109j 0.0331713+0.0395445j 
-0.0408064-0.0280142j 0.035278-0.0501706j 0.055023+0.100154j -0.000303059-0.00200326j -0.00670599+0.0494776j -0.0503494+0.160829j 0.00359151-0.0664621j 0.012542-0.07616j 0.00996621+0.156248j 0.039786-0.000814908j -0.0235422+0.00744284j 0.0390494+0.0255269j -0.0556658+0.0951436j 0.0153176-0.0543684j -0.0206726-0.0181824j -0.1435+0.15552j 0.0019743+0.102908j 0.00414718+0.0812478j 0.0139623-0.13524j -0.0563075+0.121413j 0.00976304-0.131839j -0.00800847-0.0500927j 0.0528776-0.0879577j -0.0174825+0.0411279j -0.0950928+0.0563568j -0.00146635+0.0196842j 0.0185779-0.0831406j -0.0530389-0.0343734j -0.0189575-0.105555j -0.018764+0.0791043j 0.00438986-0.0687275j 0.0415096+0.101639j -0.0810198+0.127668j 0.00885543-0.0530032j -0.0775493+0.156875j -0.0607116-0.024668j 0.0922946-0.126038j -0.150395-0.0822621j 0.0774991-0.098178j 0.0273271+0.00883101j 0.0600533+0.0366575j -0.0134848-0.00292111j -0.0145835+0.000467519j -0.0203484-0.0107909j 0.0529762+0.025526j 0.0982429+0.0119493j -0.0500834+0.0207055j 0.0224362-0.0761319j 0.0568915+0.0162442j -0.00958195+0.0569501j -0.00437453-0.00918694j 0.00219318+0.0530847j 0.00630821-0.0225822j 0.0218634+0.0119768j 0.03216-0.0206821j -0.0132445-0.0494667j -0.00763576+0.00225587j 0.0352923-0.0102408j 0.0543187+0.0142732j -0.0313504+0.00505279j -0.0437046-0.0714946j -0.00236801-0.0520447j 0.0120065-0.0488231j -0.00816873-0.0249503j 0.0391392-0.0010622j -0.00968563-0.000842016j 0.0664978-0.0407523j -0.0594354-0.0126651j 0.0378956-0.0199318j 0.0511482-0.0204544j -0.0337272+0.00120344j -0.0680709+0.0384583j -0.0158414+0.0113165j -0.0422862+0.000328829j 0.0322236-0.0180199j -0.0216201+0.0193689j -0.0010261-0.00506165j -0.00784381-0.0202698j 0.0121574+0.0183958j 0.049803-0.0512752j 0.047861-0.0395314j 0.0301116-0.0658387j 0.061672-0.00869175j 0.0156296-0.037182j -0.00982426-0.0116258j -0.0129541+0.0193129j 0.0144034-0.0144551j -0.00169844+0.00136683j -0.0349276+0.0314427j -0.0172762-0.00535115j -0.0246191+0.00420063j 0.0377708-0.0285054j -0.0562887+0.0387963j 0.115267+0.00141873j 0.026597-0.0882949j 
0.00853978-0.0157787j -0.00170247+0.0640302j 0.00946129-0.0405897j -0.0262722+0.0590504j 0.0711736+0.151531j -0.000539503-0.00250711j 0.0686194-0.0497268j -0.00105396+0.0570899j -0.0236697-0.0294459j 0.00738984+0.000639357j 0.0556176+0.0368735j -0.0347568-0.0160973j 0.0251113+0.0695179j -0.0252816-0.0298446j 0.0662697-0.00158255j 0.132165-0.122424j 0.0449066+0.0950081j -0.0266855-0.00965147j 0.0136044+0.0412416j 0.0466234+0.0338393j 0.024676-0.0574163j 0.0529488+0.00466925j -0.0392051-0.0326832j -0.019819-0.0290191j 0.0543212+0.0615933j -0.0379702+0.0084726j -0.00427089-0.0907936j 0.0393395+0.0066723j 0.0329757-0.113712j 0.00460054+0.0878551j 0.0505452-0.0361127j 0.0786944-0.0242764j 0.042186+0.0374597j -0.00237451-0.0830152j 0.0153207+0.115216j 0.0465354+0.0143822j -0.0720591-0.0204588j -0.0284897-0.0575707j 0.00720396-0.0137208j 0.0607245+0.00223188j -0.0665365-0.0527634j -0.0241707+0.0220233j -0.0146919+0.0255552j -0.0238603+0.0532289j 0.00255342-0.0272402j 0.0625747+0.0854376j 0.015902+0.0145725j -0.0649854-0.0393254j -0.0433733-0.0706294j 0.0193221-0.0193524j -0.0123299+0.0219778j 0.0548138+0.00698498j 0.042064+0.0737343j 0.174471+0.0124188j 0.0486141+0.00333485j 0.00643606+0.0113078j -0.0505109+0.0178577j -0.125106+0.0549396j -0.104497+0.0993241j -0.0228685+0.00546915j 0.0307302+0.0480975j 0.00221223+0.0364837j -0.000345017-0.0443913j -0.0583634+0.04632j -0.00314598+0.02522j -0.00310454-0.0259453j 0.0247878-0.00196545j -0.0180583-0.0430815j 0.0104142-0.0669454j -0.0509032-0.0476592j 0.0128573-0.00363111j 0.009969+0.00634163j -0.0265737-0.00924151j 0.00458518-0.0134748j -0.00810483+0.0255583j 0.00859868+0.00469014j 0.0538647-0.0135868j 0.00883839-0.0545467j 0.0578131-0.0357623j -0.13526+0.0763485j -0.11869+0.0485508j -0.0212235+0.119986j -0.0496273-0.0345164j 0.0387178+0.0263757j -0.0532133+0.0404459j 0.0306432-0.0591099j -0.0805481+0.0651954j -0.000521234+0.0514569j -0.00986046+0.0141668j -0.0175085+0.0172418j -0.0615347-0.0834497j 0.0531665+0.0145648j -0.029678+0.0153752j -0.0244596-0.0509616j 0.000500946+0.0223337j 
-0.0169826-0.00647496j -0.00168977+0.0137491j 0.0158379-0.0150703j -0.0281801-0.0232799j 0.0175355+0.0360017j 0.0141422+0.00235864j 0.0600566-0.0159763j -0.0538064-0.0562719j 0.0317672-0.0289874j 0.0176601-0.0376723j -0.0178378+0.0512031j 0.0326553+0.0535179j -0.066722+0.0100789j 0.0127908+0.0189754j -0.0266852-0.0299753j -0.0286921-0.102415j 0.00722003+0.0246144j 0.0494059-0.0538105j -0.0175939+0.0538774j -0.0145897-0.196183j 0.0411896-0.0933622j 0.0958842+0.0336909j 0.000525631+0.032186j 0.0124778+0.0237935j 0.00117551-0.0820955j -0.0767269+0.00701103j 0.117704+0.0297383j -0.0508193+0.0471679j 0.108757+0.00295703j -0.0377543+0.0107091j 0.100227-0.0576277j -0.101788-0.068441j 0.0316937-0.00442189j -0.0324465+0.0546866j -0.129606+0.0448393j -0.0943734-0.00552096j 0.0337482+0.105225j -0.0939934-0.106052j -0.00437482+0.0515502j 0.038388-0.0219803j 0.00260315-0.0589631j 0.0309142+0.0122009j -0.0207274-0.0203441j -0.0311627+0.00428689j 0.0171238-0.0149805j 0.117464-0.0283216j 0.0118926-0.0490787j 0.0034063-0.0317092j 0.00973522+0.00607178j -0.0840815+0.0275642j 0.0565773-0.0729363j 0.148855-0.0538853j 0.0925051-0.0411929j 0.248294-0.0447275j 0.082658-0.00401358j 0.0112256-0.0188115j -0.0088375-0.0311722j 0.0300979-0.0263901j -0.0212357-0.0236407j -0.00806717-0.0956551j 0.06037-0.0105561j 0.0633644+0.021415j 0.0396491-0.00665383j -0.0189285-0.0361862j 0.00359364+0.0431337j -0.00134365+0.0444862j 0.00766214+0.0258089j -0.00464222-0.00715392j 0.002381+0.0416937j 0.0574929-0.016853j 0.01208-0.0225468j -0.0451358+0.0146599j 0.0296645+0.00592943j 0.00506917-0.0225036j 0.0433149-0.00347333j -0.00421827+0.00666384j -0.0191748-0.0166895j 0.0362233+0.0277811j -0.0276703+0.0127801j 0.0618706-0.0667764j 0.105094-0.0435444j -0.025687-0.0210516j -0.0344593+0.0451467j 0.0214588+0.0187035j -0.0294836+0.0126319j 0.0123235+0.0200298j -0.0209965+0.0120164j 0.00344232-0.0182971j 0.0433963-0.00873727j 0.0126274-0.0422718j 0.0159024+0.0112574j -0.0294067+0.0352959j 0.0155737+0.0219243j 0.0178585-0.0242213j -0.0572177+0.0127593j 
0.0327454+0.0391685j 0.0419528-0.0162714j 0.110322+0.0574896j -0.10116+0.0140509j -0.0309489+0.0190037j 0.038488-0.135567j -0.0887653-0.000643884j 0.00439796-0.0413258j 0.0445484+0.108763j 0.0557698+0.0133378j -0.0156907-0.0500432j 0.00910643+0.0705879j -0.0742522-0.0143959j -0.00802644-0.127971j 0.0435606+0.0287293j 0.0326201+0.00246291j 2.63926e-05-0.00501179j -0.0487138+0.119347j 0.0282132-0.00820194j -0.0300548-0.0400027j 0.0812473+0.00817384j 0.0806391-0.0312217j -0.00508581-0.0224538j 0.0467468+0.0285637j -0.0989849-0.00546506j 0.0177506+0.0533383j 0.00712187+0.115626j 0.0720259-0.0271866j 0.000126528+0.0503026j -0.0038985-0.183769j 0.029302+0.00275767j 0.0805105+0.0800264j 0.0390188-0.131022j 0.020785+0.0624514j 0.0835252-0.179857j 0.0254075+0.0499224j -0.0270251-0.0920463j -0.00552838+0.0640235j 0.0152261+0.0403184j -0.00931792-0.00306228j -0.0181057-0.0252863j -7.08071e-05+0.0359751j -0.0145235-0.0154614j -0.0566619-0.0562097j 0.0501615+0.0589165j 0.112372+0.0614048j -0.104965-0.0980134j -0.0310324+0.0513127j 0.0435087+0.063946j -0.0237731-0.0375232j -0.0458951-0.00276317j -0.0117915+0.0168914j -0.0840463-0.0305502j -0.15546-0.0455888j -0.0541982-0.0491792j -0.0429896+0.0114821j -0.046902+0.0133574j 0.0235483-0.00370862j -0.0237511-0.0242667j 0.0327227-0.0219113j 0.0630817+0.01146j 0.00071385+0.0276838j -0.00408305-0.0213184j -0.0318094-0.0323952j 0.0202122-0.0297278j 0.0433219+0.0186872j -0.00594185-0.0157566j -0.00358375+0.00711639j 0.0296028-0.00495537j 0.0334655+0.0133993j -0.000215003-0.00749889j -0.0321276+0.0173763j 0.00262452+0.0237484j 0.0180476-0.00162879j 0.0489816+0.0171752j 0.00247558+0.0361467j 0.0259984+0.0510191j -0.0191819-0.00386751j 0.00221912-0.00171999j 0.0425989+0.0162449j 0.0177838+0.018185j -0.000488127-0.0260454j -0.020883+0.00605111j 0.0445428-0.0277946j -0.032105+0.0635147j 0.00341001-0.0277477j -0.0585-0.0314273j -0.0252454+0.0120541j -0.0381037+0.0456292j 0.0460654-0.0183922j -0.000914154-0.0463858j -0.0605582-0.0155853j -0.020909-0.00258629j -0.0534578-0.0211925j 0.0090324+0.0151767j 
0.0309814+0.00868408j -0.0109135+0.0223038j 0.0179205+0.0752866j -0.0216272+0.0382147j 0.0838525+0.145758j 0.0677006-0.042165j 0.0112191+0.0411519j 0.128217+0.0276877j 0.00880736+0.0590342j 0.0155473-0.0407465j 0.0394707-0.00244975j -0.0117157-0.0233509j 0.0566656+0.0338808j 0.10117+0.0852586j 0.0299731-0.0142237j 0.0591584+0.067778j -0.134507-0.0664903j 0.0671939-0.0605926j 0.0161023-0.0844193j 0.160594-0.063736j -0.0593662+0.0485603j -0.0512474-0.115002j -0.0209624-0.0657412j 0.0282702+0.0382462j -0.0888111-0.0631359j -0.0717943+0.0369738j -0.0229836-0.110834j 0.0711648-0.0411579j -0.135277-0.0739639j 0.0247988+0.10511j 0.0661861+0.0155621j 0.0804036-0.0860361j 0.0366079+0.0307904j 0.0838861+0.042982j -0.0052708-0.0152757j 0.00184735+0.0159406j -0.0442399-0.0312361j 0.032415-0.148958j 0.0562538+0.0170269j -0.0438794+0.0223791j -0.0402506-0.00327958j 0.0304284+0.0307295j -0.00363255+0.0454001j -0.0137856+0.0296713j -0.0141076-0.0371948j -0.0565811-0.0894751j 0.0464899+0.0014843j -0.0426862-0.091423j -0.00970738-0.065416j -0.0521999-0.010476j -0.0633539-0.00865886j 0.00718707+0.0305634j 0.0335725-0.0491631j 0.00423776+0.0393481j 0.0354033+0.0390618j -0.00841096+0.00430883j 0.0177346+0.00771339j 0.108437+0.047614j 0.0191832-0.0836947j 0.0446496-0.0645521j 0.0206067-0.0387257j -0.0229022-0.0182705j 0.0344782-0.00217383j -0.0223459-0.0614942j 0.00554539-0.0538013j -0.0184638-0.0158156j 0.00100315+0.0331219j 0.0128824+0.00372519j -0.0631284-0.0012664j -0.0419065-0.00470844j 0.0386774+0.0397047j 0.0741481+0.0408271j -0.032177+0.0270043j 0.0427588-0.0384888j -0.0239761+0.0442439j 0.0385209+0.020796j -0.0801364+0.0553865j -0.0159829-0.0266411j -0.028795-0.0245248j 0.0776139-0.0375871j 0.0801253-0.0266089j -0.0311109-0.0628962j -0.0116312-0.00717667j -0.0193088-0.0332233j -0.0364032+0.0182205j -0.0650776+0.0525957j -0.0411094+0.0194651j -0.0341023+0.00847276j -0.0165343+0.00101435j -0.0308451-0.0846876j -0.065176-0.0101853j -0.0735278-0.0131874j 0.0134689-0.0164101j -0.05723-0.015433j -0.0290038+0.0708786j 
-0.0174844-0.0196182j 0.0444753+0.0241897j -0.231947-0.0288186j 0.12043+0.000584744j 0.186286+0.0383247j 0.0226198-0.0350269j 0.0961327-0.0911603j -0.137762-0.0636089j 0.0411485-0.0578646j -0.0337731+0.0762452j -0.130726+0.0204597j 0.0255072-0.113524j -0.105669-0.121203j -0.0791112+0.103679j -0.00798502-0.0219924j 0.0181674-0.0579564j -0.0017477+0.00830494j 0.00770053-0.0217812j 0.0185235-0.0285187j -0.00643165+0.119683j -0.00277354+0.00718886j -0.0187589-0.0135788j -0.0629802+0.0314096j 0.0293521+0.00595708j -0.0700503+0.00929965j -0.0212548-0.0206687j 0.0820809-0.031293j -0.0130771+0.0360448j -0.0581363+0.0499937j -0.00262262-0.0123289j -0.0444848-0.00768872j 0.0172381+0.0862041j -0.0115411-0.0226244j 0.00255523+0.0510539j 0.0278715-0.0545936j -0.00223939+0.0118336j 0.023836-0.0696923j -0.0696976+0.0208383j 0.00172035-0.00440255j 0.00678992+0.0387428j -0.0173162-0.00444148j 0.0218381+0.0132769j -0.0181644-0.0230509j -0.0560151-0.0345154j 0.0055886-0.00156968j 0.0268998+0.00575414j -0.0259596-0.00908646j 0.0344705-0.0276301j 0.00221322+0.0179439j -0.0107564-0.00728136j 0.0120995-0.0140728j -0.00385626+0.0230889j -0.0370805-0.0182739j -0.102248+0.0398682j -0.05763-0.0523844j 0.00837628+0.0156367j -0.0322972+0.0136894j 0.0300864-0.0436089j 0.00105196-0.0489054j 0.00422315-0.0382159j 0.0188399-0.0121431j 0.015388+0.011655j -0.00221207-0.013845j -0.0123759-0.0347513j 0.00894174+0.000182378j 0.00392118-0.0140415j 0.00314339+0.00444451j -0.0282756+0.0363607j -0.00639137+0.00755879j 0.0120397-0.0182721j 0.0135627-0.00637072j -0.0372141+0.0151593j 0.0121922+0.00104695j 0.0145042-0.00127793j 0.0228164+0.00174447j -0.00375708+0.00883184j 0.0132061-0.0168819j -0.00765555+0.032284j -0.0104595+0.0205795j 0.0548595+0.00444576j 0.0512311-0.0297143j -0.017496+0.00453143j 0.0102572-0.0319349j 0.0119465-0.00498908j -0.0057827+0.0201561j -0.00713798-0.0347515j -0.0193756-0.0274683j -0.00237496-0.00477464j -0.0139884+0.0150952j 0.0330665-0.00811225j 0.0268483+0.00899706j -0.0325501+0.00648285j -0.0121429+0.0175836j -0.00146839-0.0293621j -0.0291779-0.0102824j 
