-0.00430829-0.0901194j -0.00501481-0.0322141j -0.00211155+0.0111973j -0.00250972-0.139504j -0.00518881+0.0638282j -0.00233484+0.0533179j 0.00918431+0.0155135j 0.00159837-0.0150494j 0.00444546+0.025557j 0.00105941-0.0464935j -0.000308531-0.0322933j 7.56232e-05+0.0017305j -0.00190103+0.0236024j -0.00177135-0.0180683j -0.0043524-0.0419559j 0.00554592-0.00843685j -0.00544102-0.0290313j 0.0112106+0.0674768j -0.0116201-0.112989j -0.00902865+0.177477j 0.013319+0.0122257j 0.00240873+0.0092341j 0.00741512-0.0215943j -0.00203271+0.0450835j 0.00299309-0.0270063j 0.00391968-0.00257728j 0.000350255-0.0238139j 0.00221289+0.00248399j 0.00240152-0.0459589j 0.000641117-0.00610598j -0.000659603-0.00563397j 0.00290298+0.0090557j -0.000262347+0.0231296j 0.00378515+0.0283903j 0.00174147+0.0653692j -0.0137722+0.0660064j 0.000789781+0.106748j -0.0169767+0.0395807j 0.00374513-0.0323261j 0.0139685+0.0113573j -0.00406764-0.0298223j -0.0243657+0.0557923j 0.00359714-0.00306737j 0.00629019-0.0690995j 0.0010456-0.0197433j -0.00109496-0.00682474j -0.00484847+0.0267353j -0.0100768+0.0356356j -0.0071669-0.0167392j -0.00895559+0.00946233j 0.0102313-0.0292029j -0.0263149+0.0131197j 0.0278521-0.00543955j -0.0202816+0.0143212j -0.00717354+0.0510439j -0.0219003-0.0124432j -0.0364961-0.0233005j 0.00928256+0.0379659j -0.0059404-0.0136742j -0.00960779+0.0109486j -0.010777+0.0217334j -0.00540378+0.0101259j -0.000886505-0.000101858j -0.0140701+0.023492j -0.00758312-0.0135167j -0.00690942+0.0136613j -0.0140765-0.0391653j 0.00471749+0.0261905j -0.000901842-0.00254856j 0.0129456-0.00724597j -0.0183951-0.000389286j 0.000616531+0.0111305j -0.00436342+0.00760153j 0.00745727+0.00323394j 0.0075256-0.0256765j -0.000225218-0.00456669j -0.00184981-0.00310303j 0.00389438-0.0141378j -0.00317328-0.00950888j -0.00607774-0.0246864j -0.00100558+0.0151481j -0.0211602+0.0207461j -0.006214-0.0211856j 0.0289413+0.0240049j -0.00122036-0.0265229j 0.0664783-0.0116521j 0.0432459-0.031434j -0.0253917+0.00723667j -0.0119107+0.00351712j 0.0462167-0.127693j -0.190974-0.0896051j -0.0461791+0.00816187j 0.00105553-0.120383j 0.211696-0.099643j -0.0978283-0.202565j 
-0.0103965+0.104503j 0.00224963+0.0387706j -0.000427797+0.438141j 0.0056336+0.303301j 0.00495654-0.118073j -0.00111987-0.0303116j -0.00431603+0.0526963j -0.00803021+0.146246j 0.00918211+0.0891005j -0.00458533-0.0182273j -0.00511399-0.0203081j 0.00133876+0.116611j 0.0120704+0.132498j -0.00288616+0.121646j -0.00269251-0.0899j -0.000705312-0.159804j 0.00393128+0.0619976j -0.00180659-0.0148611j 0.00204751-0.0620277j -0.0079565-0.0680945j -0.0186617+0.0749974j -0.00695516-0.0201158j 0.0042797+0.0496569j 0.00328632-0.0116879j -0.00107244+0.140804j 0.00444431-0.0626305j 0.00500848-0.00478684j -0.00186631+0.058937j -0.00369857+0.0396123j 0.00942555+0.0291047j -0.019914-0.0458991j -0.00400588+0.0650166j 0.0320381+0.0337405j -0.0157087-0.028905j 0.0112416-0.0896723j -0.00140351-0.0358088j 0.0161599-0.00130475j 0.0444554+0.0325397j 0.0127324+0.00869398j 0.00876129+0.055927j -0.00141349+0.0328704j -0.00646682-0.000807069j -0.000179926+0.0293549j -0.0181035+0.00565873j 0.00874526+0.0392779j -0.00402873+0.0404594j 0.0258136+0.00406642j 0.0103371+0.0384885j -0.0160316+0.00359379j -0.012283-0.0237817j 0.0207917+0.0418032j 0.00880492+0.00534527j 0.0106725+0.0149304j -6.30921e-05+0.00824051j 0.036278-0.00416222j -0.0317325-0.0495671j -0.0122349-0.0618713j -0.021547-0.00270476j 0.0383713-0.0348911j -0.0396685-0.025058j 0.0120442-0.0113941j 0.00678041-0.019139j 0.0152835-0.00523428j 0.0300336-0.0182623j -0.0106265-0.00334159j 0.00572749-0.0126898j 0.00928113-0.0299285j 0.019+0.0259414j 0.0110004+0.0214429j 0.00341961+0.0251773j 0.0165382-0.0336774j 0.00465617+0.00363735j -0.000172203+0.00405867j -0.000606056+0.00902497j -0.0363236-0.00228192j -0.00351653-0.00676554j -0.000993143+0.00665959j -0.0261064+0.0174178j -0.0161447-0.00290676j -0.0118847+0.00156325j -0.0731481-0.0131594j -0.0165971+0.0382694j 0.0100254-0.00291421j 0.0332686+0.0366683j 0.00265126+0.0306492j 0.013677-0.012055j 0.0755277-0.0562341j -0.00951218-0.00215121j -0.00367901-0.0107458j 0.0253125+0.090198j -0.0420022+0.0535224j 0.0484344+0.0537271j 0.0350962-0.0598242j -0.0433218-0.0406332j -0.0616513+0.00502515j 
-0.00244515+0.049017j 0.00713269+0.0310613j 0.00290781-0.20602j -0.00931333+0.529253j 0.00799421+0.100907j 0.0145507-0.142302j -0.00176341+0.0875404j -0.000462865-0.0526137j -0.00589595-0.0111068j -0.00409686+0.050896j -0.00222397-0.0391503j 0.00285905-0.00889034j -0.00301215-0.0674704j 0.00630191-0.0309613j 0.00112082-0.0348279j -0.000466175+0.150882j 0.00377014+0.108587j 0.00835686-0.0680657j -0.00218217+0.192094j -0.000106611+0.17258j 0.0273032+0.0132672j -0.00510091+0.0259801j 0.0196947+0.0270322j -0.00977407+0.0621906j -0.00551944+0.0463216j 0.00485109-0.0416798j 0.0102263-0.0193686j -0.00940933+0.0177451j -0.0126927+0.101604j -0.0184775+0.0585365j -0.00860452-0.0156864j -0.00421902-0.00376632j 0.0121515-0.0525543j -0.00967783-0.0045076j -0.00380615+0.0759732j 0.000717718-0.0178719j -0.00932333-0.042881j 0.0289203+0.0103887j -0.00142781+0.00200747j -0.00168376-0.0115973j -0.00470945-0.00475519j -0.0144644-0.0216686j 0.00767222+0.0582095j -0.0163634+0.0345287j 0.015343+0.0315993j 0.0194985+0.00240985j -0.00463644+0.0264509j -0.0145786-0.00964237j -0.0177765-0.0014208j 0.0114822-0.0521587j 0.0084215-0.0187512j -0.0365482+0.0239894j 0.0116532-0.00195415j -0.0138857+0.0189494j -0.0238877-0.023133j -0.0181811+0.00300251j -0.0164238+0.00957993j 0.040896+0.0504786j -0.0019257-0.0240928j 0.0116649+0.021452j -0.000432336+0.0395561j 0.00893967+0.010272j -0.00970409-0.017676j 0.00375861-0.0116684j -0.0103981-0.00920781j -0.00426377-0.0480952j -0.0183803+0.0437637j 0.0120694+0.00726728j 0.00398685-0.00235734j -0.00450785-0.0060348j 0.000923026+0.000583953j 0.00259419-0.00558093j 0.015255+0.0356513j -0.0252798-0.0106238j -0.00942626+0.0149301j -0.0274137+0.00796455j -0.00768502-0.0272604j -0.00742564-0.0103193j -0.0150323+0.00438988j -0.0231739-0.00892716j 0.0386732+0.0497572j 0.0453437-0.0212087j -0.0054836-0.0112536j 0.0478784-0.0270347j -0.0208123-0.00189726j 0.0483154+0.0308041j -0.031867-0.0138658j -0.00879195-0.00334671j -0.0230881+0.00824851j 0.0689493+0.0223782j -0.0299196+0.074323j -0.0119173-0.0698077j -0.0424831-0.0284605j -0.0476817-0.000716261j 0.00536402+0.00974218j 
0.000329036+0.0177625j 0.0157202+0.0565191j -0.0138949-0.0694104j -0.00151038+0.0691077j -0.0180963-0.0169406j -0.0195537+0.100178j 0.0205775+0.0523671j 0.0135396+0.137411j 0.0169509-0.0539674j 0.0088405+0.00572242j 0.00134391-0.0394256j 0.00120536+0.118801j 0.0165986+0.0874562j -0.0165312-0.0942636j -0.00492659-0.289431j 0.0301362-0.000704518j -0.00716843+0.452757j 0.0201261-0.0765701j -0.00990832+0.0132233j -0.0643763+0.0206164j 1.0368e-05-0.0619386j 0.00294661-0.0352705j -0.0252725-0.034754j -0.0196703+0.0244742j -0.00638522-0.107761j 0.00464643+0.0244873j 0.00572859+0.0107422j 0.00116851-0.0706208j 0.0186529+0.0233472j -0.00326713+0.0442538j 0.0257788+0.0191621j 0.0129153-0.0428442j -0.0256238+0.00435948j 0.00327906-0.0930478j -0.027598-0.0123787j -0.0276043+0.0636144j -0.0214403-0.0317903j -0.0728869-0.0376268j 0.00929143+0.0405167j 0.0122601-0.0204j 0.0322534+0.0067112j -0.004482-0.0321136j -0.0103299+0.0739618j 0.0499874-0.00899239j 0.026632-0.00190498j 0.00224833+0.0181731j 0.00893307+0.000995657j -0.0393455-0.0196168j 0.00893168-0.0279454j -0.00447276-0.0372198j 0.0279663-0.0357142j -0.0180005-0.0423715j -0.0174601+0.0239061j -0.00795755-0.0659946j -0.0067843-0.0066771j 0.0300636-0.069829j 0.0095154-0.0221679j 0.00034559+0.0775524j -0.0296716-0.0655871j -0.000885866-0.00188585j 0.00161858+0.0148122j 0.00309919-0.0226129j -0.00506873+0.0157847j -0.0103908-0.00178794j 0.00870409-0.0257218j -0.0130993-0.0231095j 0.000688937-0.0243422j 0.0168909+0.0218474j -0.00441891+0.0104667j -0.0113958+0.0124542j -0.00768642+0.0014867j 0.00032669+0.0146156j 0.00652986+0.0191063j -0.00469935+0.00624826j 0.00728068-0.00464781j 0.0147848-0.00615447j -0.0169152-0.0295688j -0.0307553+0.000325557j -0.0391297-0.0111997j -0.0230938-0.00571416j 0.00684641-0.0273714j -0.00789343-0.00806918j 0.0139997+0.0348781j 0.0909174+0.0288792j -0.0124959+0.0419313j -0.051594+0.0734187j -0.026117+0.0286399j -0.00623194-0.0140804j -0.0344289-0.00340934j -0.0145914-0.0515285j 0.0112495-0.0938154j 0.0474519-0.0356129j 0.0328732+0.022892j 0.0942852+0.0353664j 0.0891808-0.0087068j 
-0.00114993+0.0454301j 0.00181964+0.0037749j 0.00406028+0.0443j 0.00615886-0.0110975j 0.00886084-0.0693346j 0.0110308+0.150488j -0.00424134-0.107334j 0.00845669-0.00829851j -0.0123151-0.246701j 0.00108114+0.0297335j 0.004118+0.173131j -0.00162187-0.0608346j -0.00733518-0.149943j -0.00324486-0.241056j 0.00458702+0.284357j -0.0055556+0.156307j -0.011216+0.293445j -0.0216931+0.128517j 0.0206485-0.378107j 0.0254325+0.0309473j -0.0106725-0.0977946j -0.00586731+0.0534939j -0.00916573+0.0800632j 0.000761101-0.0293439j 0.00241427+0.00687424j -0.0106517+0.0443391j -0.00268913-0.0297624j -0.00199412-0.0758303j 0.00468743+0.0833711j -0.0153628+0.00556773j -0.00193254-0.0280965j 0.00121092-0.012757j 0.0141689-0.0298716j 0.0143807-0.0638872j 0.0191704+0.101085j -0.00976267-0.0207524j -0.000400908-0.0654998j 0.0162028+0.0459371j -0.00157235+0.0530435j 0.00173371-0.00323781j -0.0002669-0.00867066j -0.00496436+0.00261425j -0.0210756+0.0145617j 0.00382891-0.00383741j 0.00539449+0.00688874j -0.0223527+0.0383445j 0.0181653+0.0148324j 0.00253965-0.0245161j -0.0219761+0.0084194j 0.00676624+0.00754117j -0.0163006-0.0104985j -0.01933-0.0945619j -0.00805955-0.0345529j 0.01715-0.0535756j 0.00104412+0.0441886j 0.0266874-0.0201106j -0.0154609-0.0191375j -0.00543642-0.0567293j 0.00875915+0.016224j -0.0141065+0.00206719j -0.00769343-0.0142443j 0.00563519-0.0108208j -0.0192986-0.025319j 0.00753216-0.0160312j 0.00464478-0.00456906j 0.0208642+0.0389218j -0.0445375+0.0109148j -0.0133674-0.036273j -0.0010086-0.00605173j -0.00753493-0.016504j 0.00359136+0.0344911j 0.0020883-0.00642648j -0.0161126+0.0146093j 0.00946393-0.00930847j 0.000499923-0.0190547j 0.0295205+0.00390133j 0.0110151-0.021704j -0.0509569-0.0231056j -0.0312333-0.000214698j -0.00117706-0.0557381j 5.37058e-05-0.0103537j -0.0448768-0.0334675j -0.0355961-0.00637045j -0.0463225+0.00607131j -0.0587163+0.0355891j 0.011581-0.0764457j 0.0153279+0.0275431j 0.015001-0.02179j -0.00407931-0.0128374j -0.00243892-0.0211937j 0.027768+0.0563929j -0.0641566+0.0182654j -0.0263341+0.00985183j -0.0226123+0.00130214j -0.0352933-2.34627e-05j 
0.0015355+0.0407087j 0.0111548+0.00115147j -0.00542052+0.0804108j 0.00235571+0.23975j -0.00900076-0.0165201j -0.00654309+0.0708854j 0.0115233+0.0637455j 0.00769179-0.0364167j 0.00442789+0.0963317j 0.00382163+0.0842798j 0.00448741+0.0463785j 0.00261795+0.0542984j 0.00660779+0.179224j -0.00848178+0.0644359j 0.00104243+0.267757j 0.0179675+0.17066j -0.0144312-0.126612j -0.00310654+0.530518j -0.007307-0.0202099j -0.0291399+0.286772j -0.00690895+0.000945408j -0.00635251+0.0185601j -0.0197595-0.0342612j -0.0246149+0.00143194j -0.000717997+0.0289244j 0.00315769-0.0154949j 0.00400757-0.0131199j -0.00785543+0.0144253j -0.0047968-0.0442011j -0.00698813-0.00692085j 0.00914901-0.0133469j -0.00871373+0.0347493j -0.0085055+0.0278738j 0.00354973-0.00392446j -0.0398779+0.0620786j -0.0151648+0.00519478j -0.0118728+0.0602939j -0.0238731+0.00256921j -0.0045548+0.00586699j -0.00501551-0.020238j 0.0278488-0.0115863j 0.0152241+0.00366358j -0.0100476+0.0203577j 0.0156478+0.00743768j 0.00509242+0.0592163j -0.00683277+0.0189551j 0.0241784+0.00745347j -0.00782531-0.0268529j 0.0133999-0.0101067j 0.0065317-0.00953753j 0.0210194-0.0063392j -0.0110858-0.0330351j -0.00283463-0.00288197j 0.0160423+0.0190517j -0.0297292+0.0266381j -0.00364511-0.0184483j 0.0456638-0.00295019j -0.00962723-0.0197721j -0.00243205-0.0162459j 0.00334018-0.030479j -0.00938131+0.0193013j -0.0145926+0.00520361j -0.00130127+0.016606j 0.00394336+0.00264453j 0.0127423+0.00646094j -0.0018875-0.00602518j 0.0124464-0.0202322j -0.00835629+0.0114507j -0.00767284+0.00379645j 0.00464091+0.00435539j 0.00196443+0.00525271j 0.0151272-0.00656358j 0.0104758+0.0013008j 0.00867981+0.00952371j -0.000337072-0.0169904j 0.0302081+0.0013816j 0.00845094+0.00615785j -0.00246885-0.00627463j -0.00525203+0.0186959j 0.014664-0.0314841j 0.0111529+0.0531185j -0.00169483-0.000360387j -0.026551-0.0603266j -0.00956661+0.0477516j -0.0097321-0.044183j -0.0246056+0.0448054j -0.0269765-0.018251j -0.0100339-0.00531424j -0.0276918-0.0167224j 0.00627372-0.0261584j 0.00138263-0.0620927j 0.101697+0.00187036j 0.0197808-0.0296864j 0.0475792+0.00394355j 0.0342471+0.0117751j 
-0.0273301-0.0575998j -0.0270487+0.00205534j 0.00866723-0.0562103j -0.0029854+0.0367398j 0.00638978+0.0652197j -0.0287792-0.000927866j 0.00139341+0.0958854j 0.0106869-0.0455029j -0.017621+0.088995j -0.00208453-0.0188041j 0.0103503-0.109352j -0.00133364+0.0740383j -0.0390596+0.0614558j 0.0239913+0.0027894j 0.00226335-0.312017j -0.0204637+0.327459j 0.0172522+0.000338339j 0.00925749-0.114943j -0.0173181-0.152697j 0.0267297+0.189862j 0.0491787+0.045408j -0.0224475+0.0545406j 0.012143-0.0778984j 0.00159281-0.0292496j 0.0158348-0.0271893j -0.00621102-0.00965297j -0.0260864+0.0367382j 0.00945189-0.0639324j -0.00260313-0.0199183j -0.00812111+0.00459233j 0.00161936-0.0144016j 0.0200672-0.0123234j 0.0237934-0.0485599j 0.0326475+0.0413108j 0.0291296-0.0102878j -0.00685475+0.0136016j 0.0562063+0.013692j -0.0224761-0.0309256j -0.0228551-0.0165609j 0.0546717+0.0018089j -0.00896119-0.00560099j 0.0119634+0.060228j 0.00317392+0.0233058j -0.0272005-0.0106058j -0.0113753-0.0133565j 0.0175483-0.00680456j 0.0242532+0.00914525j -0.00202623+0.0152323j 0.00591072+0.0131837j -0.0154596+0.00421833j 0.0183416-0.0278222j 0.0148845+0.0468323j -0.0213745-0.0310224j 0.022244+0.04798j 0.032749-0.0156075j 0.0198254+0.0115684j 0.0165895+0.0277908j -0.0219519+0.0345117j 0.0184829-0.0379365j -0.000969706+0.0252806j -0.0293525+0.0118252j 0.00637256-0.00767788j -0.000551607+0.00501673j 0.0158685-0.00645061j 0.00305465-0.00809379j 0.017227-0.0115296j -0.010214-0.00633253j -0.0118797+0.00690176j 0.00869804-0.0107296j -0.014687-0.012074j 0.00464598-0.00738107j 0.00714001+0.0326093j -0.00504464+0.0243335j -0.00878483+0.0119382j -0.00216197-0.0195592j 0.0014302+0.0226276j -0.0126308-0.00131546j 0.00409443-0.0165806j 0.0218343+0.0108563j 0.031247-0.014304j -0.0127114+0.0133503j -0.0194955+0.0226158j 0.0495936+0.0280193j 0.0261473+0.00286284j 0.0292596+0.017088j -0.0613781-0.0862643j -0.0246951-0.0853143j -0.000962367+0.00151965j -0.000877688-0.0188772j 0.103353-0.112087j 0.0480261+0.0328074j -0.0209151+0.0924499j -0.0861247-0.0333723j 0.0648083-0.0059812j -0.136199-0.0231063j 
0.00337639+0.00996847j -0.00347232-0.0396023j -0.000988457-0.0945575j -0.00518114+0.0114378j 0.00308333-0.0190221j -0.0150692-0.172568j 0.000312419+0.221228j 0.00421925+0.0871073j -0.000711177+0.123016j -0.000360968-0.0146589j -0.000565432-0.173207j 0.000866886+0.0443439j -0.0102894+0.304203j 0.008915+0.0324009j 0.00155988+0.544581j -0.00732993-0.232632j 0.00840983+0.122791j 0.0112018-0.266308j -0.00310266-0.196848j -0.0018355+0.014913j 0.0114764+0.0601032j 0.00660077+0.0240302j -0.00161003-0.0900536j -0.00654385-0.0227435j 0.0142125-0.130139j 0.00997716+0.0636103j -0.00924569+0.0760903j 0.0105645+0.0452489j 0.000437873-0.0282805j 0.00460299-0.0198489j 0.00422582+0.048917j -0.00509456+0.0887746j -0.0157801+0.0662737j 0.00872657+0.0391138j 0.0121107+0.0176311j 0.000812981+0.0311455j 9.68725e-05-0.0120546j -0.0279002-0.0322708j -0.00734077-0.00198619j -0.00643669-0.0277899j 0.00515805+0.0112659j -0.00990387-0.0273451j 0.00583986+0.0370648j -0.00738201-0.000810632j 0.00407663-0.0193003j 0.00966122-0.00751642j 0.00636584+0.0158775j -0.00358572-0.0155854j 0.0231535+0.003543j -0.0263392-0.0130824j 0.0161236-0.0192617j 0.000807161+0.0304878j -0.00143414+0.0301175j -0.016068+0.0138791j 0.000697793+0.00824343j 0.0143501+0.0417254j -0.00378913+0.0435623j -0.0142055+0.0101602j -0.00319035-0.000306647j -0.000806433+0.023181j -0.0316736+0.00545984j -0.0128679-0.0333522j -0.00571541-0.00782348j 0.00719461-0.00413336j -0.0262108+0.0118938j 0.0258886-0.0506905j 0.00475871-0.028457j 0.0184608+0.045362j 0.00455668+0.0288033j 0.0184019+0.0128654j -0.00302562+0.0129215j 0.00317131+0.0087056j 0.0105285-0.0290402j -0.0117529-0.0354074j -0.00745549-0.0275824j -0.0340676+0.00864942j -0.00490341-0.0141853j 0.0242445+0.0246837j 0.0483608-0.0143962j -0.00478624-0.0153095j 0.0138601-0.00104188j 0.0367465+0.00189685j -0.0690517+0.037837j 0.0166031+0.0141559j 0.0174218+0.00112627j -0.0402851-0.00897817j 0.0192449-0.0226069j -0.0125322+0.0130362j 0.0141418+0.013096j 0.0485072-0.0467269j 0.0156863+0.0138853j -0.0211925-0.0408786j -0.0318666+0.004296j 0.0219006+0.0212696j 0.0089828-0.00934352j 
0.00824019+0.0279444j 0.00842286-0.0121283j -0.00440181-0.0378115j 0.00205447-0.00275165j -0.00445165-0.0639874j 0.00100206+0.0861883j -0.00429322-0.0881396j -0.00288504+0.0174375j 0.00669869-0.224752j -0.000900839+0.0941222j -0.00316389+0.104761j -0.000700641-0.207377j 0.00802569+0.151835j -0.00929556+0.486318j 0.00185934-0.197025j 0.0045392+0.217182j -0.00379101-0.112911j -0.00245998-0.119259j 0.0082199-0.176213j -0.00816852+0.07647j -0.0156417-0.0713359j -0.00241254+0.0146241j -0.0144813-0.0378666j -0.0052642+0.0106427j 0.00843722-0.0113417j 0.0204882+0.0328619j 0.00429821-0.00362844j 0.00286262+0.0118978j -0.0140875+0.025155j 0.0213334-0.0237645j -0.000130318-0.018307j -0.036117-0.01592j -0.0367765+0.00785767j -0.0118481-0.0296309j 0.017138+0.0649244j -0.00965582+0.0170471j -0.032825-0.029023j 0.00601995+0.0291421j 0.000973406+0.0311471j -0.0253582-0.00659042j 0.00170042+0.00452249j -0.00738657-0.0328529j -0.00944318-6.04414e-05j 0.00497943+0.000553225j 0.00676477-0.00480006j -0.00787844+0.00200989j -0.00129138-0.0396553j 0.00780996-0.022187j 0.0145561-0.0255498j -0.0168199-0.0278948j -0.00474209+0.00919096j -0.000694186-0.0416839j -0.00819424-0.00475303j -0.00540643-0.0060121j -0.0157986-0.00247853j -0.0101504-0.0184593j 0.00145098-0.0265945j 0.00137866-0.000194517j 0.00129048-0.0015169j -0.0227879+0.00201783j 0.0154272-0.014961j -0.0039257+0.00150786j 0.0155689-0.00906096j -0.00393258+0.00916477j 0.0163437-0.00588068j -0.010406+0.0285677j -0.00537147+0.0092511j -0.0121133-0.00541506j -5.34946e-05-0.0144758j -0.0141322-0.0246827j 0.00976569-0.0150432j -0.0135514+0.000396471j 0.00253126-0.0130334j 0.0335128+0.00660922j -0.0210668-0.0192135j 0.00698884+0.0100692j -0.00400835-0.00690732j -0.0118823-0.0248795j -0.0134723+0.0112005j 0.00568108-0.0205014j 0.0127927-0.025951j -0.00683784-0.0127436j 0.0157654+0.00140965j 0.00330567+0.018491j -0.00873374+0.005214j 0.013355-0.00136038j -0.00631025+0.0135438j -0.0435196+0.0278844j 0.0294917+0.0579279j -0.00841594+0.0139249j 0.0204243+0.00190503j -0.0157015-0.0139824j 0.00606675+0.0150693j -0.00931772+0.012533j 0.0334355+0.00563953j 
-0.0145313-0.0189091j -0.00935873+0.0109416j 0.00227814+0.061559j -0.00448337+0.00553124j 0.000778576+0.0517658j -0.00974432+0.0207514j 0.0050204+0.0432755j 0.0035327-0.0543533j -0.00237791+0.138024j -0.0054206-0.0591124j 0.00349813-0.00181078j 0.00667945+0.107664j -0.00723402-0.220714j 0.00797148-0.434856j 1.17067e-05-0.0211628j -0.00929281-0.0428803j 0.00845583+0.130875j 0.00593301+0.144252j -0.0094489+0.120076j 0.00871153-0.0258442j 0.00814992+0.0209828j 0.0014646+0.00471988j 0.014564+0.0472032j 0.0198816-0.0150702j 0.0274314+0.0162087j 0.0263865-0.0321394j -0.00848423-0.00938737j 0.010848-0.00803975j -0.0219252-0.0180311j 0.00697579+0.0318969j -0.021516+0.00115602j -0.047848-0.00252657j -0.015985-0.0307703j -0.0056969+0.0130221j 0.022302-0.0201934j 0.00360308-0.0167126j 0.0161909+0.0117156j 0.00792723-0.012122j -0.017489-0.00931297j 0.0191809+0.0101012j 0.0104432-0.0036331j 0.00432295+0.0424335j -0.002742-0.00313158j -0.020035-6.2745e-05j -0.000394339+0.00776188j 0.00442609+0.00955277j 0.0125455+0.0320586j -0.0232273+0.0174095j 0.00077422+0.0198405j 0.0187054+0.0312999j 0.0258677-0.012186j 0.0194731+0.0158231j -0.00129121-0.00921063j -0.014231+0.00085626j 0.0187508-0.00128602j 0.0138689+0.00624824j 0.000223508+0.013758j 0.00332029-0.00133793j -0.00376247-0.00777291j 0.0158084+0.00186355j -0.0137123+0.00598286j 0.00145222+0.0117421j -0.0154935+0.000872739j -0.00975807+0.00137187j -0.0033443+0.00488025j 0.000407849-0.0110428j -0.0162944+0.00419791j -0.00633612+0.00181787j -0.00796744+0.00153532j 0.0040406-0.00210327j 0.0136117+0.0101087j -0.0114493-0.00841539j 0.0245219+0.00665863j 0.00459361+0.0214635j 0.0119171+0.00924865j -0.000849751-0.0129452j 0.000260876+0.00506035j -0.00366759+0.0075023j 0.0104468-0.00173484j 4.27029e-05+0.0101985j -0.0105234+0.0232612j -0.00729797+0.0132418j 0.00327861-0.00333684j -0.00810919-0.00647883j 0.00120933-0.00440742j -0.0107385-0.014068j -1.61075e-05-0.0323582j -0.0541782+0.00744394j 0.0138623+0.0358015j 0.00644007-0.0132131j 0.00505505-0.00789484j 0.0116476+0.054146j -0.0112794-0.00726836j 0.0166167-0.00931855j -0.0481458-0.00425649j 
0.00879304+0.0256105j 0.00824226-0.00298162j -0.00115063+0.0299173j 0.00406226-0.0127764j -0.00219959+0.00981713j 0.00739151+0.00506624j -0.000141946-0.0311882j -0.00177216+0.00890592j 0.0115011-0.123318j -0.00855532+0.167033j 0.00265199-0.0857164j -8.54041e-05-0.100766j 0.013532-0.0294354j -0.0056639+0.0723945j 0.00585986+0.0880807j 0.00566709+0.0531889j -0.00544983-0.0112139j -0.000401086+0.00426725j -0.00281278-0.0357876j -0.0191294-0.0423088j -0.00642851-0.0114604j 0.00348243-0.0211105j -0.00623201+0.0158754j -0.00188642+0.000574612j -0.011448+0.0132184j -0.010204+0.017151j 0.00851143+0.0193131j -0.00676801+0.0300695j 0.00383643-0.00577893j -0.00423633-0.00671707j 0.00228279+0.000707337j 0.00600142+0.0103786j 0.00487326+0.0200037j -0.00248638-0.0142391j -0.0138258-0.00439001j -0.000844694-0.0296927j -0.0176926-0.0139657j 0.00528722+0.0197066j -0.0188251+0.00929067j -0.0268942-0.0067175j -0.00732161-0.0113476j 0.00257711-0.00442441j -0.00792375-0.0102074j -0.0363748-0.00732015j -0.0261276+0.00303877j 0.0635507+0.00284814j 0.0104945-0.0170873j -0.0923844-0.0110782j 0.0441014-0.0100399j 0.00652153-0.00939431j 0.0814104+0.0102651j 0.0469014-0.0295528j 0.00752511+0.00229682j -0.0244066+0.00101033j 0.0478057+0.00623377j -0.0175961-0.00332187j 0.00141615-0.010384j 0.00190788-0.0178369j -0.0115438+0.0186755j 0.000449014+0.00027544j -0.0155736-0.0111476j 0.0109485+0.0252328j 0.00271658-0.00202734j -0.0201456+0.000441504j 0.0283569-0.00462923j -0.0283918-0.0109905j -0.033215-0.00401233j -0.0445442-0.0263658j -0.0208554-0.0102578j -0.0301362-0.00827375j 0.003307+0.0116926j -0.00218077-0.00989364j -0.0165291-0.00936832j 0.000894156-0.0167595j 0.000828958+0.000279842j -0.00732294-0.00290204j -0.00152264-0.00540482j -0.0332736-0.00342964j 0.0378787-0.00469212j 0.0122507+0.00556813j -0.0166627-0.00548425j 0.017238-0.000843831j -0.00178223+0.0247455j -0.000896503+0.0229326j -0.00391467-0.00213054j 0.00751371+0.0146306j 0.0125861+0.0110309j 0.0133899-0.00869948j -0.00310992-0.0137506j -0.0248586+0.0348762j -0.0231911-0.0110808j 5.70485e-05-0.0253032j 0.028148+0.00501351j -0.0141175-0.00185872j 0.0331695+0.00168138j 
