-0.00376693+6.15316e-05j -0.000362359-0.00194254j -0.00188486+0.00254133j 0.00205857+0.00127626j 0.000198254-0.00120129j -0.0020703+0.00199924j -0.00415562-0.00208052j 0.00265464+0.00241357j -0.00640847-0.002026j 0.00229172-0.000563868j 0.00402731-0.00116861j 0.00156834-0.0016676j 0.000642591+0.000271179j 0.000474951+0.00151312j -0.00154111+6.30723e-05j -0.000353065+0.0043824j -0.000262487-0.00052995j -0.00420774-0.000254038j 0.00448647-0.000450787j -0.00130701-6.16879e-05j 0.00253331-0.00208247j -0.00324182+0.00196607j 0.00119961+0.000891039j -0.000136498-0.00124853j 4.74654e-07-0.00110197j 0.00367336-0.00156143j -0.00102245-0.00110723j -0.000718215-0.0011817j 0.000573434+0.00245406j -0.000251344-0.0030427j -0.000824754+4.38691e-05j -0.00304951+0.002399j 0.00216652-0.00187819j 0.00189863+0.00336693j 0.000284529+0.00235365j 0.00204909+0.00222156j 0.000166609+1.82143e-05j -0.000606898-0.000457577j -0.00327395+0.00280879j -0.000391797-0.000748411j 0.00183291+0.000458028j -0.00496671+0.0014603j 0.00425167-0.0013597j -0.00369806+0.00117018j 0.00335504-0.000333249j 0.00372225+0.00139724j 0.00021364-0.00230749j -0.00121335-0.00028754j 0.00280851-6.01883e-05j -0.00264102+0.00293192j -0.00351926-0.000575668j -0.00101112+0.000808026j -0.00406052+0.00042598j 0.000329696+0.00140274j 0.00244907+0.00064852j 0.00287046-0.000322661j 0.00443291+0.010228j 0.0050574+0.00581785j -0.00116882+0.00208432j 0.00249698+0.00560832j -0.00169983-0.000198112j -0.00235133+0.000836422j -0.000115732-0.000599103j 0.00591049-0.00259952j 0.0040366-0.000143519j -0.00032776+0.00181407j -0.000746872-0.000738737j 0.000898873-0.00237074j 0.00108586+0.00219617j -0.000515151-3.24352e-05j -0.00198885+0.00340689j 0.00284224+0.00229616j 0.00416859+0.00433594j -0.000583673+0.000220944j 0.00306536+0.00110585j -0.00137013-0.000843118j 0.000353024+0.00267955j -0.000547438+6.1614e-05j -0.00328227-0.00172377j 0.00352586+0.000284281j 0.000813852+0.00106301j -0.00172805-0.00607587j 0.00167652+0.00139815j -0.00352565-0.00916364j 7.84102e-05-0.000784506j 0.0039251-0.00633855j -0.00191346+0.00427748j -0.00289166+0.0047765j 0.00484631+0.00600855j -0.00472755-0.00221584j 0.00808184-0.0104932j 6.90349e-06+0.00243771j -0.0023459-0.00187344j 0.0070351-0.00935579j 0.00810037+0.00374636j -0.00399575-0.0252491j -0.0274069+0.00449176j 
0.00475274+0.00946758j -0.00888428+0.00375206j 0.00367234-0.00308651j -0.00576408-0.00418858j -0.00435841+0.00271044j 0.00302107+0.00477912j -0.00651962-0.00562793j 0.00158659-0.000914454j 0.00481913-0.00599177j 0.00175175-0.00675872j -0.00781266-0.00356135j -0.00304266-0.003955j 0.00172328-0.00328557j -0.00494445+0.00249992j 0.000651075-0.000843759j -0.00196314+0.000318208j -0.00577133+0.00210206j 0.000376691-0.00215847j -0.00450709+0.00886635j 0.00189159+0.00220827j -0.000194835+0.00254332j -0.000742746-0.00365405j -0.000636777-0.00317064j -0.0106719+0.00394334j 0.000766475-0.000559411j -0.00155957-0.00597161j 0.00725353-0.000120724j -0.00447262-0.00448726j 5.81275e-05-0.00145984j -0.00323165-0.00131611j 0.0105732+0.000333241j -0.00197335+0.0015269j -0.00107466-0.000204837j -0.00381621-0.00469023j 0.00175681+0.00279157j 0.000259656+0.000489707j -0.00400735-0.00268965j -0.00713068+0.00501097j -0.00337617+0.00106078j 0.000447824-0.00376458j -0.00329048-0.00123244j -0.00343262+0.000643961j -0.00284266+0.00418679j -0.00368733-0.0100792j -0.00343247-0.00141188j -0.000227189-0.00424531j -0.00352518-0.00507327j -0.00720305-0.0019834j 0.0089198+0.00203233j -0.0062202+0.00248212j 0.000282649-0.0064156j -0.00348391-0.000953741j -0.000852691-0.00232718j 0.00561956-0.00724534j -0.0026965-0.00290409j 0.000171315+0.0130322j -0.00251877+0.00457663j 0.00497782-0.001773j -0.00478659-0.00189816j -0.00209794-0.00543272j -0.00277495+0.00643215j 0.00138706+0.00914613j 0.00602364+0.00330129j 0.000669438-0.00390013j -0.000118055+0.000467957j -0.000972948-0.00306515j 0.00703544-0.0023948j 0.00339235+0.000950288j 0.00234875-0.00487601j 0.00243639-0.00430382j -0.00219305-0.00273299j 0.000663223+0.000574904j -0.00563335+0.00219273j -0.00586738-0.00063084j 0.00217661+0.0048159j 0.00953606-0.00339678j 0.000694067-0.00253445j -0.000256638-0.000526136j 0.0057603-0.0070869j 0.00446483+0.00542637j -0.00229344-0.00397096j -0.000597126+0.00310264j -0.0073321-0.000845056j 0.00639599+0.00973425j 0.00195989-0.00753074j -0.00470226-0.00631229j 0.00450791-0.00777756j -0.00702333-0.00386101j -0.00118977-0.00283018j -0.000192143+0.0027252j -0.0101776+0.00113669j -0.00465098-0.00366649j 0.00344726-0.00426217j -0.00201737+0.00209283j -0.00282267-0.00100295j -0.00186247-0.00281982j -0.00207939+0.00202178j 
0.00747757-0.00206888j 0.00290611+0.00717764j -0.00324201+0.00144219j 0.00127406+0.00307455j -0.0131408-0.00344772j -0.00070671+0.0147632j -0.00817346+0.00031368j -0.00038574+0.00232316j -0.000243106+1.46869e-05j -0.000196824-0.00196832j -0.00694113-0.00489549j -0.00257157+0.00698531j 0.00146463-0.00573119j 0.00282129-0.00509994j -0.00600546+0.00171466j -0.00713324+2.96927e-05j -0.00371319-0.00126313j -0.0012552-0.000588569j -0.000399921+0.00893478j 0.00144863+0.00289628j -0.00326573-0.00767635j -0.00148377-0.00300416j -0.00609939-0.0074082j -0.00777385+0.0085838j -0.00455668+0.000280953j -0.0020888-0.00446006j -0.00400869+0.0023194j -0.00266078-0.00494624j 0.00241449+0.00112622j -0.00368203+0.00486928j -0.00228628+0.00400191j -0.0101015+0.00204287j 0.00322209-0.00122234j 0.00515218+0.00292563j -0.0057221+0.00526603j 0.000666566-0.00274835j -0.00216887-0.010113j 0.00183417-0.0034267j 0.000153135-0.00154512j -0.00082936+0.00273176j -0.000714216+0.00295309j 0.0006563+0.0083163j 0.000844762-0.00405048j -0.00120566-0.000433478j 0.00328826-0.00270348j -0.00109363+0.001723j 0.000776767+0.00202961j 0.010912-0.00111157j -0.00723347+0.00246997j 0.00352448+0.00104448j -0.00284773+0.000255313j -0.000765201+0.00776886j -0.0111961-0.00371003j 0.00638748+0.00282901j -0.00874891-0.00628251j 0.000553719-0.00234795j -7.6914e-05-0.00332816j -0.00219727-0.00412236j -9.31495e-06+0.00149274j -0.000353462-0.00148998j 0.00153391+0.000308093j -0.00187782+0.00315051j -0.000816427+0.00463031j 0.00456172-0.00182141j -0.00493575+0.0059648j 0.0028585+0.000525862j -0.000689396+0.00320919j 0.000970034-0.00860206j 0.000235939-0.00254733j 0.00085103-0.00893414j -0.0017811-0.00427785j 0.00338896-0.00566063j 0.00298918+0.00472078j 0.00760922+0.00884934j 0.00141323-0.00310296j 0.000295083-0.00186126j 0.00656782-0.00298182j -0.00328681+0.00304201j 0.00591187-0.00172694j 0.00848375-0.00194317j -0.00072053-0.00762738j -0.00941472-0.00164654j -0.00114267-0.00504671j 0.00072268-0.00663585j 0.000807387-0.000436303j -0.00800863-0.00511363j -0.00167649-0.00318872j -0.00391123+0.00820282j 0.00105707-0.00202114j 0.00254586-0.00227393j 0.00505321-0.000855965j -0.00551502-0.00367845j 0.00427896-0.00624726j -0.00173354-0.00365484j 0.0056301-0.00220701j 0.000296894+0.000687424j 6.8644e-05+0.000296202j 
-0.00301368+0.00203996j -0.00170787-0.0036342j 0.00653689-0.00666363j -0.00829892-0.00639283j -0.0105981+0.00770289j 0.00831821+0.0111637j -0.00347134-0.00108967j -0.00228944+0.0020916j -0.00372235-0.00884082j -0.00381687-0.00460518j -0.0114808+0.00266039j 0.0071136+0.00290975j -0.00113368+0.00330507j 0.00380844-0.00176902j 0.000351123-0.000821799j 0.00348795+0.0021808j -0.000696118-0.00175618j 0.00337019-0.00366069j 0.00235825-0.00791016j -0.000516664+0.00187137j 0.00418824+0.0030247j 0.0123614-0.000123597j 0.0146969+0.00153925j -0.0202072+0.00346502j 0.000951241-0.00441232j 0.00491101-0.00235992j 0.0072674+0.000483015j 0.00225599-0.000906767j 0.00876207-0.0152529j 0.00239779+0.00774761j -0.00266073+0.000127574j 0.00170295-0.0143308j 0.00260803+0.00158476j 0.00205412+0.000620654j 0.00161356+0.00270841j -0.00404409-0.00718509j -0.00155917+0.00182887j 0.00382789-0.000315988j -0.00458797+0.000630831j 0.00255547-0.00343086j -0.00444764+6.78644e-05j 0.00104377-0.00344034j 0.000762525-0.00451178j 0.00109138-0.00320957j -0.00233248-0.00716876j -0.000477357+0.00565039j -0.00233277-0.00256538j -0.000720758-2.88501e-05j 0.00258172+0.00216182j 7.67732e-05+0.0011393j -0.00107391-0.00459174j 0.00182195-0.0033696j -0.00485009-0.00786518j -0.00100277+0.00040812j -0.00163336+0.00136845j -0.00283905+0.00312995j 0.000115756-0.00687656j 2.01215e-05+0.0027859j 0.00215118+0.00310497j -0.000420495-0.000782016j -0.00557758+0.00250261j 0.00672749+0.00159966j -0.00117573+0.00125277j 0.000862501-0.0034963j 0.00144233+0.00379124j 0.00174639-0.0012673j 0.000152014+0.00051047j 0.00135879-0.0041776j -0.0031004+0.00676752j -0.0066682+0.00402127j -5.40456e-07-5.63322e-05j -0.00460053-0.000893215j -0.00125765-0.000293769j -0.00256712-0.00385363j -0.00410724+0.000286587j -0.001379-9.79574e-05j -0.00124062+0.000839794j 0.000815051-0.000338122j -0.00238491-0.00420918j -0.00231686-0.00677848j 0.00367396+0.00628035j 0.00153356-0.00179664j -0.00103008+0.000973087j -0.000325713+0.00274452j 0.00112243+0.00167517j 0.0011403+0.00203123j 0.00129567+0.000570278j 0.00424681-0.00569654j -0.00548194-0.00404805j -0.00091787+0.000649938j -0.00268064-0.00321763j 0.00138038+0.0027783j -0.00264126+0.000823873j 0.00387736+0.00351642j -0.00241037+0.00384649j 0.000483329-0.000587842j -8.39066e-05-0.00111405j 
0.00151508-0.00619529j 0.00618294+0.00196161j -0.00399652+0.00330559j 0.00287694+0.0033924j 0.00477861-0.00265896j -0.00264779-0.0048967j 0.00378933-0.00050079j 0.00122961-0.000560767j 0.000260534+0.00423471j -0.00225742+0.00304982j 0.00324855-0.00562889j -0.00365637+0.00431339j -0.00416215+0.00221951j 0.00788351+0.00157584j -0.000338407+0.0053545j -0.00387209-0.00173394j 0.00431347-0.00381978j 0.00931598-0.000564119j 0.000745964+0.00486313j 0.00391072+0.00635042j 0.00119356-0.00379866j 0.000584312+0.00754404j 0.00307461+0.00626682j -0.00579673+0.00427264j 0.000381143-0.00586684j 0.0014423-0.00450935j 0.00443286+0.00148341j -0.00461422-0.00180098j 0.00535902-0.00918771j -0.00163677-0.000547159j 0.00255712+0.00262293j -0.00484812+0.000682896j -0.00455141+0.00114605j 0.0033675+0.0038064j -0.00434766-0.00405174j 0.00493507-0.00346115j -0.00374259+0.00448368j -0.00915385+0.000852599j 0.00371271-0.000251125j -0.00117773-0.00143063j 0.00619591-0.00143445j 0.00293348-0.00749517j -0.0039967+0.000899937j -0.00205959-0.00328649j 0.00140591+0.00572834j 0.00318526+0.00457668j -0.00668747-0.0039654j -0.00428325-0.0054427j 0.00732614+0.00579682j -0.00133792+0.00372066j -0.00451055+0.00287493j -0.0028364-0.00353412j 0.00791124+0.00097664j 0.00531087-0.00209918j -0.00232702-0.0033397j -0.000207173+0.00295974j 0.00150586+0.00642859j 0.00228698-0.00217145j 0.0019177+0.00267265j 0.00359375-0.0019279j 0.00408675-0.00219887j -0.00702548-0.000857715j 0.000653176+0.000612561j 0.0074755+0.00193905j 0.00087919-0.00166523j -0.00272094-0.0020831j -0.00333527-0.0010726j 0.000629846+0.00244474j -0.000423605-0.00489925j 0.00556074-0.0036888j -0.00224052-0.00105897j 0.00140906+0.00230605j 0.000225123-0.000348447j 0.00179445+0.00451457j 0.00447943-0.000206543j -0.000627656-0.00258579j -0.00130688+0.00325005j 0.00356199+0.00259231j -0.00330172+0.00117425j -0.00107097+0.00112277j -0.00313418-0.0107875j -0.00545452+0.00495034j 0.000555709+0.00389292j 0.00364332-0.00479996j -0.00468083+0.00265471j 0.00371474-0.005203j -0.00115033+0.00261238j -0.0052103-0.00532981j -0.00296883+0.000673304j -0.00210284-0.00304313j -0.000314688-0.000500226j -0.000971217-0.00409199j 0.0032157+0.000197997j -0.00348381+0.00133828j -0.00366266-0.00384948j 0.00123111+0.0037837j 0.00395834-0.0011701j 
-0.0022176-0.00279912j 0.00290347-0.00243271j -0.00290203-0.0054515j -0.0033091+0.00269035j -0.00557292+0.00322976j 0.00339542+0.00643984j 0.00060932-4.20604e-06j 0.00141099+0.00753742j -0.0104917+0.00214897j 0.00177506+0.00556059j 0.00631613+0.00529482j 0.00483932+0.00301426j -0.00335132+0.00279709j -0.00267265+0.00323836j 0.00856347+0.0056281j -0.00698512+0.000327771j 0.00218311-0.00057699j 0.00639614+0.00295288j 0.00181788-0.00244345j -0.00192944+0.00458531j 0.00176185-0.0090431j 0.00237757+0.000860681j 0.000657037+0.00214847j 0.00125375+0.00289126j -0.00109995-0.00112607j 0.00106224-0.000440815j 0.00202392+0.00221763j 0.00408382+0.0051921j -0.00235978-0.00424852j 0.00237239-0.000801731j 0.00108199+0.00901872j -0.00594452+0.00290525j -0.0034214+0.00833408j 0.00431304-0.00250607j -0.0059347-0.0025456j 0.00317433-0.00332331j -0.00238959-0.000670468j 0.00200022+0.000963894j 0.0025646-0.00306227j -0.000561037+0.00553758j 0.00565788-0.00867946j 0.00182735-0.00141627j -0.00315747-0.00225759j -0.00948466-0.000906139j 0.00104805+0.00160743j 1.05215e-05-0.00028287j 0.00393047-0.00254493j -0.00355077-0.00124742j -0.00339224-0.00375786j 0.00293464+0.00623128j -0.00100967+0.00313199j -0.000759753-0.000344104j -0.00269819+0.00209104j -0.000352999-0.00228822j 0.00387725-0.00111119j 0.00142118-0.00189234j 0.00325978+0.000112126j -0.00320871+0.00163038j 0.00482765+0.00354668j -0.000990431+0.00256197j -0.000865416-0.00100416j -0.0017718-0.00486825j -0.00152555-0.00218379j 0.000535134+0.00366391j -0.0050801+0.00239575j -0.000882099-0.00209596j 0.000721478-0.000254837j -0.0041663-0.00376181j -0.00156926+0.00545764j 0.000168187+0.00649537j 0.00353687-0.00154093j -0.00470214-0.00136151j -0.00111085+0.00328941j 0.00103847+0.00171041j -0.000354802+0.00261655j -0.00266811+0.00213657j -0.000163355-0.000813837j -0.00238614+0.00417908j 0.00101755+0.000970122j -0.00414359-0.00330172j 0.00243378-0.00320952j 0.00163346+0.0039756j -0.00680218+0.000431632j 0.00148936+0.000364023j -0.00209179-0.00370071j -0.0023732+0.00629827j -0.00117916-0.000706754j 0.0046774-0.00261724j -0.00558365-0.000301994j -0.00198037-0.00327905j -0.00182295-0.00376585j 0.000577644+0.000736522j -0.00107554+0.000696463j -0.00680129-0.00181152j 0.00238313-0.0094705j 0.00765029+0.00696486j 0.00674662-0.00778678j 
-0.000571072+0.00569778j -0.00595489-0.000420016j 0.00274789+0.00348915j 0.00164051-0.00179203j 0.00200159+0.00177663j 0.000998043-0.00139267j -0.00246008+3.23377e-05j -0.00315731-0.00237771j -8.98435e-05-0.00689021j 0.00130404-0.00190827j -0.00116945+0.00331483j 0.00145104-0.00153183j -0.00150523+0.00226773j 0.00187788-0.000607584j 0.00217509-0.00388636j -0.000521146-0.00144845j 0.00104089+0.00202073j -0.0035473-0.000568136j -0.000683476-0.00155697j -0.000796889+0.000505042j 9.50382e-05-0.000246962j -1.08305e-05+0.00330983j 0.00436334+0.00290943j -0.00225471+0.0016374j 0.00152898-0.000701155j 0.00554539-6.5922e-05j 0.00711506-0.000693611j -0.00390495-0.0018756j -0.00670832-0.00231271j -0.000202492-0.00328095j 0.00144448+0.00128928j 0.000699491+0.00684995j -0.00476738+0.0035417j 0.00131872+0.00151687j 0.00170269-0.00124028j 0.00731252-0.000907404j -0.000302141+0.00756961j -0.0068653-0.00553904j 0.00459845+0.00938968j 0.00775721-0.00175988j 0.0028026-0.00328143j 0.00410732-0.00226245j 0.00511949-0.0032254j 0.00369854-0.00741737j 0.00300874+2.61431e-05j -0.00375213+0.00525602j -0.00276373-0.00105594j -0.00436192-0.00482605j 0.0105598-0.00388875j 0.00167477-4.775e-05j -0.00365916-0.000986894j -0.000817542-0.00398262j -0.00344865-0.00518293j -0.000213691-0.0029953j -0.00165824-0.00604121j 0.00221514+0.00131353j 0.00440432+0.00355393j 0.00349845+0.00151788j 0.0011046+0.00305308j 0.00649075-0.00499018j -0.00353173-7.57881e-05j -0.00137949+3.26249e-05j 0.00285614-0.003009j 0.00404372-0.000898403j 0.00265144-0.00183208j -0.00357698+0.00212927j -0.000900224+0.00127063j 0.00630011-0.000607506j 0.00256825+0.00367391j -0.000786733-0.00329615j 1.79264e-05-0.000653324j 0.000390141+0.00209578j -0.0010579+0.00143841j -0.00252334-0.0023322j 0.000197691-0.00259906j 0.0017505-0.000614728j 0.00389247+0.00141155j 0.00111113-0.00267432j -0.00121979+0.00325192j -0.000300934-0.00125071j 0.00572041-0.00442992j -0.00289233-0.00490481j 0.00233225+0.00154942j 0.00127626+0.00186294j -0.00678603-0.00216654j -0.000744735+0.000513805j -0.00350588+0.000712391j 0.00282608+0.000697429j -0.00276234-0.00258577j -0.00455664-0.00331693j -0.00367667-0.00711235j -0.00281709-8.35606e-05j -0.00121221-0.00312219j -0.00173265-0.00177305j -0.000588021-0.00325512j 0.00734014-0.00148376j -0.000852479-0.00687769j 
0.00160936+0.00547227j -0.0062217+0.00095466j -0.00143416-0.00140478j -0.00374494+0.000839877j -0.0014695-0.00127733j -0.00160049-0.000123047j 0.000774404-0.000848279j 0.0060295+0.00102973j -0.00118256+0.00475615j -0.00417173-0.00682648j -0.00804015+0.00635676j 0.00279049-0.00481114j 0.00629444+0.000117526j 0.00252678+0.0015526j -0.00480135+0.0024574j -0.000564208+0.00409613j -0.00547637-0.00692615j 0.00694928-0.00379013j -0.00656451-0.00478544j -0.000519606-0.00360994j -0.00122185-0.00136304j 0.00206789-0.00266349j 0.00441816-0.00352398j 0.00423614+0.000123782j 0.00112338-0.00537662j 0.000481336+0.00565791j -0.00510752-0.00338156j 0.00448592+0.00631296j 0.000297658+0.00202846j 0.000677295+0.00486699j 0.00515937+0.0056286j 0.00380862-0.00661557j 0.00857512+0.00147236j 0.00274783-2.77077e-05j -0.00177157+0.00371571j 2.58434e-05-0.00187388j -0.00426237+0.000584151j 0.00629586+0.00293121j -0.00247987-0.00512955j -0.00497528-0.000971641j 0.00041393-0.00190441j 0.00573209-0.00125023j -0.00648675+0.001186j -0.00909945+0.000940273j 0.00010728+0.00674457j 0.000234096+0.000441601j 0.00273677-0.00659589j -0.00246574-0.00144696j 0.00328436+0.000278834j -0.002142+0.00353635j 0.0011284+0.000788256j -0.00250739+0.00219656j -0.00040491+0.00678087j 0.00202136+0.00357949j 0.000498242-0.000182275j -0.00473701+0.00250037j -0.000880747-0.00227033j 0.00338359+0.00388867j 0.00325561+0.00622812j -0.000150655+0.00261913j 0.00640766-0.0040194j -0.00193464+0.0102067j 0.00176919+0.00250387j -0.00022762-0.00602958j -0.00477329+0.00162606j 0.00213122-0.00686924j 0.0040755-0.00409263j 0.00628802+0.000611798j -0.00168244-0.00132966j -0.00193686+0.00290393j 0.00395617-0.0019862j 0.00334805+0.00322026j 0.00256796-0.00621831j -0.00358989-0.000423041j 0.005728+0.00180465j -0.000516601-0.00244322j -0.00996471-0.00197726j 0.00454524-0.00220169j 0.00332241+0.00390101j 0.00288323-0.00139207j 0.000416834+0.00673684j 0.00355219-0.000538001j 0.00219873+0.0016473j -0.00910204+0.00305174j 0.00219203+0.00359501j 0.000111428-0.00294341j -0.000219775+0.000434127j -0.00117795+0.000237483j 0.000662279+0.00108747j 2.14149e-05-0.000173973j -0.00266853+0.00185677j -0.000936627-0.00464431j 0.00267154-0.00152834j 0.000132461-0.00487881j 0.00261171-0.00177378j 0.000968521-0.00467676j -0.00386896-0.000336623j 
0.00201921-0.0063455j 0.00659612+0.00160915j -0.00246719+0.00556836j 0.00858112+0.000544862j -0.00356369-0.00334287j -0.000342027+0.00267614j -0.00300291+0.00229764j 0.00633736-0.00969698j 0.00455604+0.00363684j -0.001492-0.0029507j -0.00463891-0.0022007j -0.00343162+0.00151174j 0.00130422-0.00108118j -0.00121415+0.00564238j 0.0118588+0.00916762j 0.00645469+0.00357176j -0.00176283+0.00383439j 0.00526606-0.00523003j 0.00141021-0.000406924j -0.00421286+0.000467979j 0.00477785+0.000266057j 0.00181963-0.0084583j -0.00413987+0.000842233j 0.000301593-0.00279178j -0.00472167-0.00123502j -0.00715151+0.000564487j 0.00147524-0.00024838j 0.010545-0.000950235j -0.000713341-0.00111772j 0.000351546+0.000842976j 0.00350035+0.00458482j -0.00161755+0.00105314j 0.00654382-0.0029019j 0.00440558+0.00574073j -0.000177641+0.00340327j -0.00267427-0.00232869j -0.00316922+0.00215406j 0.0023539+0.00268574j 0.00502274-0.00487771j -0.00376831+0.00253574j -0.00462951+0.00466362j -0.00318041-8.23215e-05j -0.00513402-0.00549553j -0.00330265+0.00520377j 0.00253591-0.00136094j 0.000586211-0.000612042j 0.000501142-0.00649219j 0.00380659-0.00139331j -0.00264501-0.000579504j 0.00205497+0.00116751j 0.00130119+0.000359768j -0.000554746+0.002475j 0.000245452-0.00124188j -0.00103073+0.00276529j -0.005807+0.00442218j 0.00135696+0.00426274j -0.000911478-0.00220373j 6.83924e-05+0.0037089j 0.00071836+0.00332125j 0.00272304+0.0035991j -0.00409669-0.00246524j 0.000838886-0.000420647j -0.00329036-0.00176863j 0.00125221+0.00207989j 0.00218294+0.00828919j 0.00380188-0.000546806j -0.000677589+0.00111798j -0.00160996-0.000586669j -0.00142433+0.00461605j -0.00117576+0.000531562j -0.00419691-0.00499964j -0.00124511-0.00622641j -0.00542683+6.00785e-05j 0.00319228+0.00300237j 0.0016473-0.00101339j -0.00336147+0.00229927j -0.00167701+0.00272304j -0.00228666-0.00139249j 0.00600651+0.00109834j 0.000437136-0.00255462j 0.00299481-0.00467467j -0.00380734-0.0013697j 0.00248037+0.000412651j -0.00169393-0.000320644j 0.000726306+0.00493142j -0.00157648+0.000381022j -0.000569773-0.00384188j -0.0045562+0.00193127j -0.00151213-0.0021755j 0.00273756-0.00277311j 0.00540066-1.606e-05j 0.00261123+0.00421759j -0.00257169+0.00192602j 0.0039148+0.0118661j -0.011236+0.00277625j -0.00233237-0.00071197j -0.000928847+0.00241366j 
-0.00542115-0.000631794j 0.000547127-0.00505924j -0.00389486-0.00162487j -0.00243074+0.00600876j 7.79612e-05-0.000516163j -0.00265972+0.00169578j -0.00428136-0.00573904j -0.000222937-0.00930282j 0.00729079-0.000485995j -0.00653303+0.00519624j 0.00224017+0.00411276j 0.00470245-0.00351393j -0.00261279+0.00378114j 0.00701188-0.000435844j 0.00169629+0.00373728j -0.000422154+0.00797372j -0.000502238-0.00723594j 0.0013922-0.00378653j 0.00196305+0.00513934j 0.00489774+0.0119076j -0.000961456-0.00765368j -0.00735606+0.00179911j 0.0022417+0.000768847j -0.00178835+0.00107759j 0.0025649+0.00165039j 0.00440618-0.00110084j -0.00832003+0.00398145j 0.00521079+0.00525225j 0.00416393-0.00173642j -0.000846028+0.00107095j -0.00373393+0.000687505j -0.000524948-0.00996598j 0.0112101-0.00367518j -0.000499178+0.00848007j 0.00682306+0.00375543j -0.00747934-0.000364106j 0.00294232-0.000308113j 0.00463789-0.00235459j 0.00122765-0.000944753j -5.98415e-05-0.00291874j -0.00796751+0.00571359j 0.00032571+0.00330963j -0.00586983-0.00114009j -0.00556636+0.00169336j -0.0023718-0.00286272j 0.00330205+0.00518885j 0.00554643-0.00461805j 0.0053834+0.00545931j -0.000276077+0.000672716j -0.00207944-0.00399581j 0.000707723-0.000823054j 0.00244552+0.00827297j -0.00145963+0.00833906j -0.00170453-0.00156195j -0.00205542+0.00158433j 0.000231624+0.000661499j -0.00566961-0.00211427j -0.00123496+0.00322996j -0.00497515-0.00730859j 0.00480795-0.00398543j -0.0058605-0.00119758j -0.000998568-0.000216834j -0.00214897-0.000380019j -0.00235069-0.00333559j 0.000569889+0.00651916j -0.00315427+0.000600504j -0.00172236-0.000147459j -0.000103438-0.00485568j 0.00211999+0.00436542j 0.000684601+9.98798e-05j -0.00659845-0.00362071j 0.00204464-0.000208799j -0.00124676+0.00225988j -0.000764132-0.00222061j -0.00484975+0.00413194j -0.00292372+0.00354496j 0.00116857+0.0042316j -0.00252282-0.00788754j 0.00503133+0.000158017j -0.00161312-9.69825e-05j 0.000917441-0.00755412j 0.00176228+0.000946396j -0.00292877-0.00248286j 0.00160034-0.00318468j -0.00172598-0.000708759j -0.000939445+0.0036957j -0.00339707+0.00251136j -0.000409345+0.000623698j -0.00138967+0.00138356j -0.00372984+0.00208816j -0.00086514-4.6431e-05j 0.00278184+0.000979051j -0.00162369+0.00419507j 0.000287737+0.00404562j -0.0059758+0.0014921j -0.00370226-0.00229759j -0.00149637+0.00315046j 
0.00218571-0.00142979j 0.00184199+0.00193872j -0.00878937-0.00251362j -0.00202876+0.00929984j -0.00262891-0.00544806j -0.0030311+0.00471091j -0.00916476+0.00385388j -8.11107e-05-0.000953024j -0.0071806-0.00224172j -0.00750846-0.00116691j -0.0032329+0.00211879j -0.0045117-0.00177556j -0.00152129-0.00170044j -0.000137394+0.00479071j 0.00111995+0.0064762j 0.00801983-0.00180391j 0.00187956+0.000744948j 0.00406308+0.000745722j 0.00268472-8.70392e-05j 0.00247449+0.00160157j 0.00268581+0.000897995j -7.02548e-05-0.0015626j -0.00186306+0.00153217j -0.00179836+0.00723562j 0.000405287+0.00221428j 0.000139514-0.00784903j -0.00236376-0.00456026j 0.00875661-0.000157114j 0.00684205-0.00229465j 0.000546427+0.0164179j -0.00274143-0.00362647j -0.00568166-0.0116164j 0.00307837+0.00159362j 0.0059936-0.000176211j -0.00276066-0.00210357j 0.000210373-0.00705515j -0.0102141-0.00127655j -0.00847563-0.000605291j -0.00835434+0.00631677j -0.000674218-0.00529161j -0.00488541-0.00053253j 0.00113659-0.00187476j -0.00149294+0.00890236j 0.00121309-0.00217218j -0.000194132-0.00343642j 0.00366232-5.66727e-05j -0.00797174+0.0014156j -0.00529844-0.00786706j 0.00627953+0.00325423j -0.00472556+0.00319111j -0.000589087-0.00782087j -0.00305083-0.000859179j -0.00771928-0.000266863j 0.00773151-0.00383556j 0.00314835-0.00038827j 0.00436522+0.00143136j -0.00292052+0.00260992j 0.000174896-0.00856075j 0.003736+0.000375104j -0.00248887-0.00124262j -0.00300879-0.00252014j 0.0015734+0.00139603j 0.00155682+0.00307138j 0.00344391-0.00282057j -0.00370085+0.000859491j 0.00159247-0.00507362j 0.00291161+0.000776524j 9.1548e-05-0.00213723j -0.00578023+0.00364098j 0.000379475-0.00579536j -0.00605985+0.00251048j -0.00414333+0.00107573j -0.00213535+0.0014347j 0.000501804-0.0038374j 0.00109965-0.00344736j 0.00557541-0.000767824j 0.00295601+0.00578006j 0.00384119-0.00068669j -0.00390094-0.00116334j 0.00229981+0.00427543j -0.000195302+0.000200519j 0.00676616+0.0024657j 0.00173719+0.00190564j 0.00687526-0.00399496j 0.00302246-0.00248597j 0.00413106+0.00809269j -0.00478593-0.000973254j -0.00321432-0.00519365j -0.00115492+0.00721207j -0.00277808+0.00330021j -0.00603397+0.00763701j -0.000382113+0.000759588j -0.00133637+0.000832937j -0.00332522-0.000696267j 2.33267e-05-0.00101024j -0.00324057+0.00532581j 0.00510042+0.00307912j 
