0.030784-0.0110574j 0.00499735-0.0509968j -0.0386952-0.123089j 0.0656544-0.0831962j 0.0490336+0.0186822j -0.126502+0.0493506j -0.00818691-0.0555403j 0.0696362-0.00429701j 0.0558995-0.0433698j 0.00628953-0.0774021j -0.00749324+0.00234519j -0.086208-0.114276j 0.0907067-0.00287397j 0.030053+0.102062j -0.121462-0.037547j -0.100574+0.0434907j -0.0287405+0.0306809j 0.0902038+0.016794j -0.0395124-0.0587749j 0.0330066-0.128811j -0.00660958+0.0392997j -0.0376948+0.1037j 0.276121-0.0346145j -0.10838+0.0928746j -0.209861-0.144783j 0.0589858-0.170628j -0.0958296+0.0498015j 0.0347689+0.0909172j 0.00755453+0.119258j -0.06386-0.0392085j -0.154473+0.148789j 0.0247065+0.0813705j -0.0473339-0.118995j 0.0234143+0.0699552j -0.0271639+0.077045j 0.189299+0.0400958j -0.114434-0.217645j 0.188817-0.00259733j -0.0410528+0.0857326j 0.0713717+0.0168816j -0.03768+0.0265686j 0.0232583-0.0161625j 0.0353812+0.0054402j 0.0293322-0.0537399j -0.00976231-0.0497665j 0.0452221-0.00930286j 0.0104489+0.02428j 0.00838482-0.046172j 0.00439014-0.00184883j -0.0295632-0.00296502j 0.0019109+0.0221843j -0.04862+0.0220085j 0.0485405-0.0101344j 0.0314827-0.0092039j 0.0304449-0.0166787j -0.0109442+0.050858j 0.0240017-0.0160435j -0.0513953-0.0340069j -0.015511-0.00499548j -0.00483051+0.0215276j -0.0177383-0.00554045j -0.00169883-0.0141596j -0.038479+0.00405359j -0.0529763-0.00354019j -2.98872e-05+0.00734323j 0.0382975+0.0542761j 0.0130719-0.0417903j -0.00604436+0.0132422j -0.00756572-0.035321j 0.0800509-0.00609515j -0.0130644-0.0157727j 0.0108575+0.0346001j -0.0248813-0.045204j 0.0165029-0.0551839j 0.0110461+0.0283166j -0.0306124+0.0332722j -0.00418901-0.00144775j 0.0126627-0.000375616j 0.0467286+0.0106511j -0.0173833-0.0326896j -0.0218386-0.0143621j -0.0105395-0.00229208j -0.0299686+0.0110782j 0.033771-0.0619429j -0.010682+0.0341212j 0.00714864+0.0194708j -0.000877904+0.0309512j -0.00835519+0.032197j 0.0508595-0.112404j -0.123944-0.0328164j -0.0226257+0.03443j 0.00246689-0.0333625j 
-0.0160014-0.0142291j -0.00117775+0.0213011j -0.0126412-0.0265304j 0.0522869-0.0123416j 0.0269928+0.0236226j -0.0425193-0.0043936j -0.0100084-0.0434399j 0.021138+0.0245987j 0.0113095-0.0113706j 0.00201547-0.0333254j 0.00955944+0.0277553j -0.0168872-0.0402488j 0.0348677-0.0213153j -0.0217061+0.0615535j -0.0534593-0.0575303j -0.0344056-0.00954318j -0.0238774+0.00422299j 0.062114+0.0186077j -0.0172599+0.0118968j 0.00589144-0.0789212j 0.00196052+0.0390762j -0.0336473+0.0584395j 0.130826-0.00883782j -0.030465+0.0047628j -0.0566467-0.0587867j 0.0494282-0.0667324j -0.0743544+0.0228439j 0.0119865+0.0133387j -0.0322232+0.0750745j -0.0422641-0.00114772j -0.0522024+0.0514301j 0.0355566+0.0235872j -0.0254489-0.0393249j -0.00688976+0.0301305j -0.00671587+0.0137118j 0.0820588+0.00441835j -0.0912894-0.0560813j 0.0616418-0.0106253j 0.00512661+0.0514028j 0.0099503-0.0317006j -0.0355787+0.0469717j 0.0157831+0.00311921j 0.0483744-0.0480803j -0.0426356-0.12851j -0.0330172+0.00620467j 0.0445192-0.0619861j 0.0535436-0.0491571j -0.0173337+0.0126862j -0.0364895+0.0125498j -0.0110856+0.0430223j 0.0379129-0.04141j 0.0515961+0.0070914j -0.0518497-0.0288435j -0.0230396-0.0447593j -0.0176748-0.0145616j 0.083383-0.0420981j -0.0325737+0.020319j 0.0195181+0.0539458j 0.0260823+0.0265384j 0.0101506-0.0396164j 0.0185301+0.0151416j 0.0343151+0.00717277j 0.0985089+0.0103389j 0.0525539+0.0317472j 0.0536321+0.00663404j -0.0232269-0.10293j -0.0266864+0.0297282j 0.0330462-0.0147357j 0.0248704+0.0596457j -0.112768-0.0444666j 0.0424119+0.0389297j 0.0024183-0.0372578j 0.0518278+0.105162j -0.0976944+0.0635411j -0.0933586-0.0657231j 0.0752314-0.0780448j 0.017985+0.0306505j -0.0571466+0.0188449j -0.0453066-0.0488114j 0.0120589+0.0788068j 0.0533573+0.0384668j -0.00438149+0.00385363j 0.104021-0.0361343j -0.0846086+0.11893j -0.0407629-0.106174j -0.0785955-0.0659556j -0.00969438-0.0590819j -0.037524-0.00690656j -0.0130353+0.200725j 0.227884-0.0269884j 0.0378794-0.0395621j -0.0262399+0.0768367j 
0.0035636-0.0193203j -0.0166152-0.0135969j -0.0631346+0.00247068j -0.0342831-0.0222215j 0.0282905-0.0504j 0.0486268+0.0474916j -0.015613-0.00328169j 0.0104734-0.0255964j -0.0394871-0.00693564j -0.0511814+0.00104475j 0.00370551-0.00730939j -0.0282256+0.0602421j -0.00498237-0.015631j -0.0514145-0.0113175j 0.00418755-0.0412347j 0.0327484+0.0120788j 0.0708948-0.0232032j 0.000742498+0.0504307j -0.00519215+0.0350454j -0.0219023-0.0310788j 0.0070199+0.0416699j -0.0283158+0.000586246j -0.0043888+0.0745345j -0.017463-0.0625004j 0.0988923+0.00174869j 0.0410014+0.0540635j -0.0250633-0.0106869j 0.0182358-0.0529425j -0.068678+0.045718j 0.00378311+0.0546748j 0.031644+0.0220045j 0.00575625+0.00665626j -0.0240765-0.00910884j 0.0355046-0.021376j 0.0617404-0.0314291j -0.032242-0.083265j -0.0733699+0.051578j -0.0571308-0.0700032j 0.0149735-0.0259971j -0.0209421-0.0433463j 0.0317178-0.00038582j 0.0519558-0.0302566j -0.0531323-0.120682j -0.0577063+0.0713154j -0.0154013+0.0460925j -0.0603882+0.037288j 0.0262021-0.0625329j -0.0100244-0.0775656j -0.0347626+0.0180234j 0.0406829-0.0345666j -0.00586253-0.0122917j -0.0501147+0.049487j -0.0218628-0.0456195j -0.0755339+0.0071143j 0.0159719-0.0346687j 0.0316066-0.0134226j -0.0290115+0.00866665j 0.0491797+0.0238871j 0.00804305-0.0128036j 0.0332788+0.0478414j -0.102307+0.0219214j 0.0226036+0.0486552j 0.0518221+0.0572298j -0.0566483+0.0421505j 0.0450549+0.0247575j 0.0308434-0.0376052j -0.0504415-0.018135j 0.00182868-0.0453156j -0.089721-0.063354j 0.023083-0.0744029j -0.00243946+0.0750249j 0.0635352+0.113511j -0.0576509+0.0694707j 0.0167303-0.0381709j 0.124052-0.0125274j 0.0800791+0.071667j -0.0341302+0.00636789j -0.116802+0.00135411j 0.0380916-0.0390194j 0.0224474-0.0250698j -0.00700999-0.0270782j -0.0201951-0.104017j 0.0318128-0.0659841j 0.062284+0.000112807j -0.151372+0.0231407j -0.0547548+0.0294047j -0.0167587+0.0826539j 0.00912064+0.0778081j 0.217931+0.00138286j -0.0018355-0.225416j -0.0291165+0.0972173j -0.0493995+0.0448806j 
-0.0230827-0.0360962j -0.0165772+0.0257704j -0.0197176-0.0155883j 0.0298488-0.00878365j 0.0223001+0.0075058j 0.0281447+0.0183894j -0.0138456-0.00244415j -0.00354818+0.0118796j -0.0171409-0.0271236j 0.00106461-0.0123828j 0.0351466+0.0221264j 0.00241885+0.00175098j -0.00295862-0.0163314j -0.00939565-0.0458842j 0.00812224+0.0020079j 0.0108267-0.0196087j -0.010939-0.0123315j -0.00834183+0.0271045j -0.000344497+0.00548504j 0.0137387-0.0176499j -0.0106032-0.00531958j 0.0239341-0.00947353j 0.00787536+0.00652313j -0.036507+0.00926731j -0.016039+0.0137247j 0.0112177-0.000469567j 0.056626+0.0172194j -0.00916044+0.0338422j 0.0101951+0.0440484j 0.0067446-0.0181001j -0.013274-0.0178857j -0.0504126+0.00127788j 0.0307727-0.0356058j 0.0107173+0.0281262j 0.00732423+0.0114436j -0.0075818-0.0138589j -0.0198787-0.00388346j 0.00336074-0.0293226j -0.0294424+0.0256324j -0.0209098-0.0116232j -0.0153219-0.0141797j 0.0153101-0.0318448j -0.0345949-0.0481116j -0.0928529+0.02568j 0.0026324+0.0967062j -0.0186322+0.0171322j -0.0507699-0.0295556j -0.0113-0.00772739j 0.0446087-0.00588253j 0.0851859-0.0924515j 0.0124309-0.127806j 0.0588892-0.00749191j 0.085756-0.00658765j 0.0190982+0.0625957j 0.10016-0.0176495j 0.0430678+0.0688123j -0.0351221+0.0392283j 0.170546-0.0678069j 0.088371+0.0659855j 0.055344-0.0745137j -0.0373925+0.00183169j 0.0377651-0.0882443j -0.000487345+0.000925081j -0.0298881-0.0572371j -0.000752536+0.0567079j -0.0376662+0.0483667j 0.178408+0.147923j 0.00514639+0.0965451j -0.108793+0.166502j -0.0516549+0.0588146j 0.0161485+0.0692226j -0.0131544+0.0231451j -0.0777996-0.0567562j -0.0760547+0.0105082j 0.0802113+0.0118643j 0.0879634+0.0215074j -0.0909595+0.162124j 0.181949+0.0140412j -0.116373-0.181668j 0.0563024-0.0625896j -0.122021+0.00540792j -0.0263924+0.035584j -0.180012-0.0207821j -0.172687-0.00146837j 0.102737+0.0325922j 0.0813223-0.234895j -0.243799-0.0893535j 0.0793778+0.169907j 0.0142986+0.0486315j 0.0692582-0.0030545j 0.0456846-0.0449134j 0.00503878+0.0575792j 
-0.0177905+0.0080669j 0.00632702+0.0279665j 0.0163498-0.0155061j 0.0147294+0.0171103j 0.0253566+0.0203308j -0.00453683-0.00696015j -0.0106025+0.00765944j -0.0151441-0.00221598j 0.00693619-0.00287921j -3.27074e-05-0.00432959j 0.0210017+0.0381385j 0.00482886-0.022945j -0.00791411+0.00273077j -0.00144658-0.0245405j -0.00754194-0.0126766j -0.00493019-0.0286765j -0.012215+0.0157784j -0.00516841+0.00904675j -0.0157175-0.00589958j 0.00750506+0.0274701j 0.0117385+0.0124338j 0.0362441-0.0212753j 0.00332087-0.00911276j 0.0424205+0.0186787j 0.033684+0.00274255j 0.0128849-0.0515786j 0.024233-0.044268j 0.0156105+0.00497913j 0.0330123+0.00973339j 0.0201756-0.00361817j -0.018065-0.00696661j 0.0203209-0.0173449j 0.0467838+0.0171696j -0.0116113+0.0362836j -0.00564262-0.0296453j -0.0369869-0.00653701j -0.00629373-0.0175617j 0.0251022-0.00587482j 0.00627772+0.0151741j -0.0359876+0.024006j -0.000633998+0.00749666j 0.0066015-0.00244167j 0.052084-0.0312989j -0.045693-0.0335897j 0.00620801+0.0991544j -0.0350435-0.00843226j -0.0595491+0.014644j -0.00859268-0.0243033j 0.0158677+0.0281711j 0.062102-0.00216055j 0.0548795-0.0632228j 0.046945-0.0230635j 0.0190827+0.00445551j 0.0209885+0.0199178j 0.13209-0.00439237j 0.10069+0.00284354j 0.0194319+0.044588j 0.0674119-0.0912499j 0.0224109+0.094972j 0.0994365-0.119459j 0.151499-0.0736788j 0.0530859+0.0161366j -0.104325-0.0444691j -0.0809145-0.0670596j 0.0876944-0.0121541j 0.0159365+0.0981742j -0.0658525-0.14946j 0.109165-0.00540703j 0.151193+0.0424227j -0.0298295-0.109614j 0.0404196+0.081752j 0.101385+0.0215418j -0.0212737+0.0539574j 0.0348187+0.00286634j -0.0528227+0.152619j -0.0764273-0.1354j 0.11554-0.052841j -0.012759-0.0107216j 0.12862+0.140581j 0.162435+0.0594796j 0.124237-0.115258j -0.0860207+0.0122365j -0.0810482-0.0563428j 0.074044-0.177518j -0.00652123+0.0632499j 0.213664+0.0978347j 0.0161998-0.225077j -0.119262+0.0298355j -0.0431479-0.00985481j 0.00846153+0.0194143j 0.0291916-0.0423049j 0.0364427-0.00313558j 
0.0135777+0.0189171j -0.00535178-0.00352403j 0.0130704+0.014788j -0.0209396-0.00653752j 0.00153654-0.00527508j 0.0265808-0.00915846j 0.0177474+0.0201301j 0.00887062+0.00464578j -0.00887587+0.00761337j 0.00640046+0.00314189j -0.0056695+0.0036212j -0.0128657-0.000942784j -0.0107176-0.000379857j -0.00312321-0.0131472j 0.0177686+0.0304544j 0.0489656-0.034869j -0.0117682+0.0149275j 0.00884591+0.00604233j -0.0317036+0.00169269j -0.00982505-0.00145856j 0.00245718+0.00306395j 0.0110675-0.00037637j -0.0166686-0.000632616j -0.0107914+0.0245888j 0.0339644+0.0196768j -0.00111577-0.00413001j 0.0100195+0.0369637j -0.00741956+0.0219164j -0.0494499-0.0105199j 0.00416569+0.0206046j 0.0113961+0.0118669j -0.0047125-0.0247498j -0.00990164-0.00719349j 0.0144794-0.000226801j -0.00693169-0.0155773j -0.0223741-0.00634331j 0.0237116+0.00171523j -0.00338467-0.0118895j 0.0139428-0.00261679j 0.00697986+0.00726544j 0.00766572-0.00919084j 0.00943378+0.00115732j 0.0284841+0.0573504j 0.0210434-0.00552194j -0.00150453+0.00283914j 0.0775974+0.0125292j 0.0106481+0.0269782j 0.00640819+0.0250047j -0.0199268-0.0498866j -0.0739391+0.0338994j 0.0505421+0.00885315j -0.0373776+0.0472909j 0.0959793+0.00381705j -0.0184434-0.00461478j -0.0199309-0.0554032j 0.146053+0.157996j -0.0543362-0.020674j -0.13866-0.0862479j 0.0439511-0.124399j -0.216404-0.0707936j 0.0468991-0.0842191j 0.152667+0.0788615j -0.131956+0.0683483j -0.00721382-0.121531j 0.0719954+0.0745716j -0.0758575-0.100286j 0.00297376-0.103164j -0.013567-0.0300567j 0.0468006+0.0253338j -0.0841078+0.198207j 0.0189303-0.0697612j -0.026104+0.0348909j 0.376146+0.20102j 0.0480274-0.172209j -0.0321531+0.145868j -0.0429065-0.107029j -0.0735388+0.127061j -0.0891256-0.106439j 0.16964-0.0725753j -0.0589067+0.00579189j -0.0465129-0.181559j -0.140349+0.0955677j 0.160038+0.0118483j -0.0336379+0.0469949j -0.114149+0.0423799j 0.0863833+0.00933712j -0.00545913+0.0747654j 0.0869356+0.0206108j 0.0456338-0.0312719j -0.0336031-0.0204379j -0.00684877-0.0211826j 0.0201258-0.00854376j 
0.0101756+0.0147093j 0.00934521-0.0163517j -0.0138661-0.00455099j -0.0388066+0.00763119j 0.0108988-0.0179101j 0.00124039+0.000635457j 0.000825743+0.0199761j -0.0164765-0.0179455j 0.000609097+0.0196406j 0.00059223+0.0142235j -0.0289801+0.00543515j -0.0129888+0.00299316j 0.00945316+0.00583331j -0.0266051-0.0178172j 0.00627327-0.00498598j -0.00480127-0.00145855j 0.00049879+0.025489j -0.032317-0.0223409j -0.00774789-0.00078965j -0.0010998-0.0039966j 0.0136929+0.0245304j -0.000213414-0.00664597j -0.0429403-0.0147424j 0.00240291-0.00829417j -0.0257969-0.0221638j 0.00364924-0.00393397j -0.0132405+0.00440709j 0.00293215+0.000304224j 0.0186145+0.0210582j 0.00533728-0.0306234j -0.0238343+0.0318614j 0.0298977+0.0263613j -0.00333998+0.00942289j -0.00264234+0.000947376j 0.0149143+0.00170818j -0.0145151-0.0290968j 0.0085002+0.00175533j -0.00392926-0.00319463j 0.014187-0.0102052j 0.0172563+0.00598053j -0.0019728+0.00169267j -0.0112876+0.00448002j 0.0184559+0.00596975j 0.059262+0.0166082j 0.0207256+0.00401833j -0.0236978+0.0118102j -0.0183751+0.0179678j -0.0290143-0.0348995j 0.00361246-0.00462414j -0.0833406+0.0509744j 0.0829308+0.0785598j -0.143115+0.00305131j -0.0206717+0.0199733j -0.0306122-0.0107251j 0.096719-0.0867446j 0.15964+0.0672352j -0.0303787-0.0104521j 0.00254073-0.0760353j -0.0161245+0.126466j -0.143744+0.101822j 0.0956544-0.0291278j -0.0405927-0.0626048j 0.0746637-0.0844876j -0.103509-0.0579994j 0.0699563+0.0476965j 0.0367983+0.171263j -0.134617+0.2601j -0.119054-0.0822429j 0.0627982+0.012577j -0.0823985-0.16655j 0.0314476-0.123148j -0.0792827-0.0493921j 0.0855109+0.0709539j -0.0303371+0.0765757j 0.275164+0.00108248j 0.0274595+0.297846j -0.135364+0.291796j 0.0501478+0.0923543j 0.0178905+0.108925j -0.147908+0.0725152j 0.130341+0.0459469j -0.111036-0.146747j 0.118465+0.109124j 0.0345251-0.0866809j -0.0566764-0.0592593j -0.0715299+0.0331011j 0.0419647-0.0381414j 0.0480527+0.0837169j -0.00796424+0.0582256j -0.03487-0.0465731j -0.0359471+0.0134275j -0.0122677-0.0203917j 
-0.00281773+0.0328035j 0.0335556+0.02102j 0.0346336-0.0157226j 0.0163446+0.0199688j -0.00917242+0.0110367j -0.0398506+0.0105788j -0.0137332+0.0128613j -0.00953991-0.00800018j 0.0387449-0.0107239j -0.00994592-0.000443815j -0.0228178-0.0136394j 0.00976549+0.00642469j 0.00613402-0.00364162j 0.0179438+0.00354158j 0.024546-0.0243544j -0.0263618+0.00256492j -0.0246231+0.00270568j -0.0169296+0.0269153j -0.0101105+0.0234684j -0.00423048-0.00551778j 0.0168024-0.0378123j -0.0142405+0.0128648j 0.00211047-0.00979892j -0.00180911-0.00259398j -0.00763312-0.00558558j -0.00817175+0.0284374j -0.0119187-0.0185151j 0.0215426-0.0143227j 0.0229326-0.0405195j 0.0231823+0.0245141j 0.0226191-0.0271039j -0.0126108+0.000406447j -0.00845053+0.0292412j -0.0180029-0.00431293j -0.000834135+0.00795385j -0.00139294+0.00783589j -0.00108439+0.00475606j 0.0247131-0.00931006j 0.0161289-0.00186422j -0.00884289+0.0255056j -0.00513743+0.0210553j -0.012805+0.00183659j 0.0466513-0.0307493j -0.0406297-0.0217724j -0.0424636+0.0548918j -0.133912-0.00746751j -0.0738131+0.0436705j 0.0185451-0.0194472j 0.0608634+0.0704343j 0.158536+0.0210361j 0.0105394+0.13213j -0.0454101-0.0588456j 0.0130686-0.0214455j -0.0846339+0.0338258j 0.146203+0.0321379j 0.110765+0.0351422j 0.0761438+0.00734281j 0.0444612-0.0368623j 0.0923254-0.0662684j 0.195677-0.0079396j -0.0529773-0.00380681j 0.179394-0.0690404j 0.036555+0.0505697j 0.185338+0.0266747j -0.0883824-0.00303694j 0.135912-0.160622j 0.143421-0.069235j 0.0290432-0.13952j 0.134378-0.0173203j -0.0304058+0.0111328j 0.0423816-0.19811j 0.127675-0.248406j 0.0448582+0.111246j -0.120667-0.116834j 0.154196+0.0440173j -0.0663026-0.0126195j -0.0583498+0.109246j 0.116511+0.0789222j -0.217345-0.132862j -0.198002+0.262003j 0.00829328-0.00428031j 0.0691599+0.0507511j -0.0220004-0.0814716j 0.131551+0.0525631j 0.0437543+0.0662812j 0.0198423+0.0202031j 0.0204838+0.00808301j -0.0320199-0.0782732j -0.0388799+0.0103886j -0.0253918-0.0204438j -0.0117523-0.0179748j 0.00717653-0.0207754j 
0.00602005+0.0173347j 0.0188461-0.0229197j 0.00585509-0.0267219j -0.0323209-0.00543419j 0.017104-0.00367515j -0.00177948+0.0147002j -0.00652726+0.0108661j -0.00773993-0.0138896j 0.0227622-0.00129823j -0.0108358-0.01618j 0.0125955+0.00697555j 0.0150582-0.00316932j -0.00368822+0.00867193j 0.00148704+0.0385204j -7.90473e-06+0.0140477j -0.0112961+0.0314598j -0.0106943+0.028289j 0.0377156-0.0294104j -0.0161688+0.00481724j 0.0128449-0.0112914j 0.0093475+0.0130255j -0.0541151-0.0269479j 0.00397811+0.00754698j -0.00276393+0.0195538j -0.0213449-0.0207165j 0.0246402-0.00733714j -0.0123144+0.00546396j -4.37797e-05+0.00115204j -0.0240738+0.00883776j -0.0087881+0.00280356j 0.028666+0.0137928j -0.000689607-0.0034268j 0.00316976+0.00439362j -0.00336512-0.00437461j 0.00441446-0.00927363j -0.00843161-0.00860675j -0.00550425-7.11114e-05j 0.00404365-0.00814748j 0.0160349-0.012982j 0.0151258+0.0060492j -0.00401094+0.0115884j -0.0168443+0.0137692j 0.0466735-0.00279326j 0.00833127+0.0567374j 0.0212496+0.0280823j -0.02841+0.0367183j -0.0336147+0.0221027j 0.0219332-0.0478772j -0.00436068+0.0753832j 0.0333891-0.0162134j 0.0484785-0.0372978j 0.0276601+0.0630989j -0.0584594+0.0782006j -0.116423+0.138666j -0.145508+0.0734151j -0.0819333+0.149934j 0.0126887-0.0548431j 0.118445-0.123469j -0.167691+0.0287165j -0.0834285-0.0328124j -0.103894+0.0543865j 0.0239483+0.116382j -0.0684007+0.379032j 0.0444929-0.0869114j 0.0242951-0.167827j 0.31055-0.0450131j 0.00503298+0.0106764j -0.17507+0.022176j 0.125641+0.167658j -0.0625338-0.121096j -0.202654-0.168398j 0.0780577+0.0515121j -0.0317628-0.135618j 0.0014024-0.0485218j 0.0357531+0.132151j 0.00458691-0.0184484j 0.0128881-0.05189j 0.187478-0.252679j 0.0241686+0.0083647j 0.0934163+0.057183j 0.0376603+0.0788077j -0.0877416+0.0390733j -0.00736264-0.030105j -0.00168792+0.0632707j -0.0516579+0.0310684j -0.0372128+0.0422931j -0.0500534+0.0543024j -0.0265061-0.017987j -0.0267119+0.0419194j 0.0124913-0.0347517j -0.0426537+0.0374477j -0.0244506-0.0316148j 
-0.000435121-0.00320158j -0.0187736-0.0174787j -0.0427365+0.0100271j -0.0113757-0.0234527j 0.00477129-0.00490351j 0.0303018+0.025985j -0.00909959+0.0157657j -0.0136026+0.0120413j -0.0363402-0.00301289j -0.00759415+0.00561715j -0.0221585-0.0226312j -0.00697695-0.0224397j 0.00183035+0.011193j 0.0232553+0.0174365j 0.00386764-0.00966208j -0.000203637+0.0224366j 0.038996+0.0081209j 0.00973458-0.00130636j -0.00907356+0.00921781j 0.00918016-0.0080899j 0.0023959-0.0179048j -0.0397469+0.0161389j 0.0195021+0.00956814j 0.024644-4.04389e-05j 0.00724191+0.0376642j -0.00309759-0.0207734j -0.00205158-0.0104702j 0.0152554-0.00795283j -0.0091079+0.00481813j -0.00129538+0.00133293j -0.0153454+0.000294024j -0.00111941+0.0124339j 0.00340224-0.0104387j 0.0139971-0.0044155j 0.0184395-0.00468548j -0.00749828-0.0154442j -0.00413887+0.00615368j -0.0141723-0.00463997j -0.000609753+0.00299666j 0.00567169-0.00771199j 0.00668146-0.00374883j 0.00392997-0.00310025j -0.0600083+0.0407745j 0.0577959+0.0224831j 0.0184762-0.0059879j 0.0586319+0.0527311j -0.0233557-0.036826j -0.0946791+0.0159963j 0.0320802-0.0272734j -0.152383-0.0358449j 0.148333+0.0626941j -0.0410123-0.0459738j 0.00784483+0.168243j 0.119098+0.0934006j 0.115204+0.110462j 0.0508431+0.0144521j 0.0879659-0.105386j 0.0730699-0.0668457j -0.0325096+0.0197065j -0.171265+0.253423j -0.181626-0.225516j -0.0303705-0.177618j -0.240511+0.0314073j 0.2719+0.0105138j 0.0863811-0.0470288j 0.0156747-0.0348675j -0.0384143-0.0993325j 0.0678823-0.0156021j -0.0549749+0.137381j -0.0133285-0.0663022j -0.190062+0.260449j -0.0665029-0.0426042j 0.00362943-0.0230457j -0.0656592-0.0173931j -0.178708+0.00638496j 0.107142-0.0633121j -0.209208+0.0907006j -0.130399+0.130522j -0.149636-0.109724j 0.121964+0.0358369j -0.00312999-0.0093087j -0.0304567+0.0151908j -0.00182234+0.0130061j -0.033726+0.034106j -0.0366221-0.0685813j -0.0281106+0.0492652j -0.0313258+0.032614j -0.0365127+0.0585692j 0.0320613+0.0349551j 0.00739607-0.0317884j -0.0183668+0.0203939j -0.0218286-0.0209476j 
0.00272767+0.015535j 0.0201586+0.018683j 0.0162592+0.00540571j -0.0154661+0.0142403j -0.011983-0.0148381j -0.00787021-0.0185806j 0.0109058-0.0074996j -0.0147288-0.0159916j -0.0231373+0.0150267j 5.17228e-05+0.0156378j -0.00629876+0.00586569j 0.0150208+0.000338301j 0.0281358+0.0239565j -0.00467907-0.00190974j 0.0118146+0.0221279j -0.0196507+0.0176979j 0.0349085+0.0255736j 0.00675572+0.0107754j -0.0207103+0.039248j 0.00355423+0.00239855j -0.00308004-0.0217098j 0.0199211+0.00359343j -0.0476378-0.0332424j 0.00335893+0.0138113j -0.000222436-0.0157243j -0.0114559-0.00161221j -0.0166294+0.0278965j 0.00724849-0.0185203j -0.00856028+0.00644928j 0.0163822-0.0058947j -0.00112285-0.0113458j -0.0112076+0.0080437j -0.000643163+0.0114662j 0.00128069-0.00859019j -0.000977744+0.00514998j -0.00722213+0.0145606j 0.00975145+0.00792969j 0.00458147+0.000716828j 0.0111863-0.000242996j -0.00202351+0.00815065j -0.00636515+0.00330738j -0.0157236-0.00899722j 0.0575792+0.00114861j 0.011968-0.0184243j -0.00704545-0.0372433j -0.024752-0.0895645j 0.029656+0.028712j 0.00922803-0.073801j -0.0430506-0.0252572j 0.0146369-0.0135524j 0.0280204+0.00912731j -0.00480749+0.118241j -0.173182-0.0849769j 0.0266645-0.187558j 0.125753+0.287083j -0.122027-0.0741438j 0.0473652+0.0416569j -0.025529-0.114202j 0.105799-0.0446511j -0.0299075-0.217188j 0.0458369+0.0930705j 0.125841-0.188596j -0.0109466+0.0261956j -0.0571448-0.107898j 0.213144+0.110817j 0.166676+0.00557778j 0.0720516-0.0166375j -0.0334549-0.111483j -0.141039+0.188887j -0.042075-0.175272j 0.0552342+0.197588j -0.00580245+0.122537j 0.137823-0.0943543j -0.0834589-0.0351406j 0.0440801+0.1047j -0.00127594+0.0569801j 0.198632+0.111626j -0.254082-0.112868j 0.0431145-0.00189884j 0.0765738-0.00857267j -0.101453+0.0764559j 0.0167224-0.0934978j -0.0187327-0.00860939j -0.0149458-0.066123j 0.0249427+0.0720021j -0.0062443+0.00738626j -0.00107143+0.0197451j 0.0164157-0.0256703j -0.0297347+0.00798835j -0.0727938-0.0392626j -0.0236178-0.0321072j 0.0224297-0.00845676j 
