0.030784-0.0110574j 0.00499735-0.0509968j -0.0386952-0.123089j 0.0656544-0.0831962j 0.0490336+0.0186822j -0.126502+0.0493506j -0.00818691-0.0555403j 0.0696362-0.00429701j 0.0558995-0.0433698j 0.00628953-0.0774021j -0.00749324+0.00234519j -0.086208-0.114276j 0.0907067-0.00287397j 0.030053+0.102062j -0.121462-0.037547j -0.100574+0.0434907j -0.0287405+0.0306809j 0.0902038+0.016794j -0.0395124-0.0587749j 0.0330066-0.128811j -0.00660958+0.0392997j -0.0376948+0.1037j 0.276121-0.0346145j -0.10838+0.0928746j -0.209861-0.144783j 0.0589858-0.170628j -0.0958296+0.0498015j 0.0347689+0.0909172j 0.00755453+0.119258j -0.06386-0.0392085j -0.154473+0.148789j 0.0247065+0.0813705j -0.0473339-0.118995j 0.0234143+0.0699552j -0.0271639+0.077045j 0.189299+0.0400958j -0.114434-0.217645j 0.188817-0.00259733j -0.0410528+0.0857326j 0.0713717+0.0168816j -0.03768+0.0265686j 0.0232583-0.0161625j 0.0353812+0.0054402j 0.0293322-0.0537399j -0.00976231-0.0497665j 0.0452221-0.00930286j 0.0104489+0.02428j 0.00838482-0.046172j 0.00439014-0.00184883j -0.0295632-0.00296502j 0.0019109+0.0221843j -0.04862+0.0220085j 0.0485405-0.0101344j 0.0314827-0.0092039j 0.0304449-0.0166787j -0.0109442+0.050858j 0.0240017-0.0160435j -0.0513953-0.0340069j -0.015511-0.00499548j -0.00483051+0.0215276j -0.0177383-0.00554045j -0.00169883-0.0141596j -0.038479+0.00405359j -0.0529763-0.00354019j -2.98872e-05+0.00734323j 0.0382975+0.0542761j 0.0130719-0.0417903j -0.00604436+0.0132422j -0.00756572-0.035321j 0.0800509-0.00609515j -0.0130644-0.0157727j 0.0108575+0.0346001j -0.0248813-0.045204j 0.0165029-0.0551839j 0.0110461+0.0283166j -0.0306124+0.0332722j -0.00418901-0.00144775j 0.0126627-0.000375616j 0.0467286+0.0106511j -0.0173833-0.0326896j -0.0218386-0.0143621j -0.0105395-0.00229208j -0.0299686+0.0110782j 0.033771-0.0619429j -0.010682+0.0341212j 0.00714864+0.0194708j -0.000877904+0.0309512j -0.00835519+0.032197j 0.0508595-0.112404j -0.123944-0.0328164j -0.0226257+0.03443j 0.00246689-0.0333625j 
-0.00620193-0.00374635j -0.00683783+0.00352832j -0.0182563-0.00376312j 0.00827507-0.00606428j 0.00623979+0.00440324j 0.00319989+0.00355981j 0.000814157-0.00649224j -0.0115093+0.00518064j -0.00480772-0.00165948j -0.0055305+0.00119273j -0.0050102+0.016649j -0.00656523+0.00152958j 0.00184778+0.00186332j 0.000731106+0.00653419j 0.0010182+0.00492473j 0.00682178-0.0093257j 0.00178883-0.00730636j 0.00285397-0.0120649j 0.00182361-0.00141149j 0.0154124-0.00181929j -0.00385168-0.000683427j 0.0147221+0.00328712j -0.0116764+0.00199029j -0.00183966+0.00491942j 0.0159298-0.0110792j 0.00121763-0.00852604j 0.00172524+0.00131972j 0.0149688-0.00168637j 0.00509059-1.09079e-05j 0.00341989-0.00438385j 0.014104+0.0108023j -0.0149248+0.00131033j 0.0141183-0.00780848j 0.00951473+0.00310438j 0.00647452-0.00412572j -0.00657402-0.00171196j 0.0113337-0.00913856j 0.00339592+0.0090405j -0.00246424+0.000723039j -0.00297501-0.00200474j 0.0162534+0.0127185j 0.0095746-0.0121451j -0.0161296+0.00681829j 0.00837356+0.00614312j 0.0112858-0.00724946j 0.000920903+0.0183326j -0.000118398-0.00855997j -0.0117383+0.00551069j 0.00336931-0.0132152j -0.0366887-0.00730836j 0.00057227+0.00358801j -0.00581864+0.0102516j 0.00136963+0.0230114j -0.00895238+0.0176807j -0.0124745-0.025709j 0.0112521+0.0197853j -0.0151064-0.0150126j 0.0106658-0.0185203j -0.00326812+0.00619891j -0.0302093+0.0184645j 0.00756258-0.0158334j -0.0144288-0.00045736j -0.00693667+0.0164123j -0.0356376-0.0198848j 0.0140591+0.0342795j -0.0201583+0.0179203j -0.041737+0.0080598j -0.024308-0.0287245j -0.00337534-0.0217568j 0.0136272-0.00744598j -0.0137611+0.0226164j -0.0102271-0.0181151j 0.00711359-0.00401328j 0.0123923+0.0127588j 0.00877547-0.01147j 0.00672035+0.0144683j -0.0313128-0.000951237j 0.00590377+0.0210273j 0.0276257+0.0119978j 0.00761776+0.00452718j -0.0240083-0.00966211j -0.00897959+0.0392984j 0.0544481-0.0234756j 0.00994765+0.0272068j -0.00604858-0.00782696j -0.0191738+0.002528j 0.0223854+0.0114054j 0.00854283+0.0137234j -0.00564576+0.000151527j -0.00737299-0.00284459j 0.000921097+0.00439007j 0.00544338+0.00490667j 
0.00552513+0.00234714j -0.00490879-0.003391j -3.91068e-05+0.000579721j -0.00370735+0.00112597j 0.000881834-0.000897841j 0.00364125+0.0035141j -0.00135434-0.00338044j 0.000872491-0.00150705j -0.0038423-0.00507579j 0.0033731+0.00658417j 0.0072361+0.0135333j -0.00464705-0.00328194j 0.00362021+0.0033001j 0.00276907-0.00450358j -0.0121861+0.00724173j 0.00458294-0.0170697j -0.00501863-0.0078688j -0.00146191+0.0126393j 0.00559989+0.0147962j 0.00818961+0.00114801j 0.0114622+0.000851314j 0.000953241+0.0115369j -0.00932491+0.00519128j -0.0176626+0.00465068j 0.0154251-0.0118105j -0.00175757+0.00528096j 0.00899448-0.00841071j 0.00249686+0.00890693j 0.0212064-0.00764193j 0.0158474-0.00947833j 0.0071325+0.0120652j -0.0119484-0.0179474j 0.0255834+0.00530494j 0.00373943+0.0144954j 0.0159369-0.00250333j -0.0149718-0.0191413j 0.0137592-0.0153381j -0.00209922-0.0149856j -0.00289605-0.0147399j -0.0114288-0.00335042j 0.0099866+0.00230895j -0.0122331-0.00263024j 0.0151356+0.00277954j -0.00785747-0.0053513j -0.0122812+0.00235727j -0.00851058-0.010969j 0.000487234+0.00376425j 0.00838465+0.000949692j 0.00103634+0.00573341j 0.0227793+0.00608408j -0.0036862+0.00832005j -0.00155355-0.00978456j -0.00750912-0.0145455j 0.00197221-0.0107699j 0.0159628+0.022336j 0.0047683-0.00675487j 0.00609432+0.00866468j -0.00430102+0.0103985j -0.00117556+0.000689476j 0.01219-0.00106045j -0.00527346+0.00239366j -0.00101727-0.00298238j 0.00490504-0.0153906j 0.0167766+0.00611501j -0.0108158-0.00912887j 0.0121495-0.0164912j 0.0170911-0.00461297j 0.0150587+0.0109542j -0.0145911+0.0103722j -0.00576741-0.00558087j 0.0104757-0.00423251j 0.0112268+0.00956362j -0.00305696-9.7269e-06j 0.00493743-0.00596749j -0.00669072+0.0106365j 0.000510331-0.0121386j 0.0202112+0.0113581j -0.00158755-0.00415378j -0.0114515-0.0102423j -0.0162739+0.0121924j 0.0248367-0.00857251j -0.00537192-0.0279403j -0.013807+0.0239588j -0.0104193-0.0105551j -0.000368075-0.00834306j -0.00318337+0.00990537j 0.00316203+0.000324454j -0.00360336-0.0130372j 0.00798738+0.000286778j 0.00638063-0.00307862j -0.00789951+0.00503922j 0.00102432-0.00165617j 
0.00372433-0.00192061j -0.000591621+0.00131299j -0.00814846-0.000709314j 0.00152327-0.00537365j -0.00290164-0.00540416j 0.0150742+0.00568161j -0.000404939+0.00981278j 0.004376+0.00595006j -0.00469141-0.00696534j 0.000712061-0.00984338j -0.00248899-0.012336j 0.00251352-2.66047e-05j -0.00238818-0.00581129j -0.00580841-0.00569543j 0.00235943-0.0026107j 0.0014477+0.00961871j 0.00623211+0.00124404j -0.00198906+0.00588902j -0.00838432+0.0106124j 0.011837-0.00639586j -0.00233901+0.00657467j -0.00520623-0.00491617j -0.0061315-0.00547162j -0.0144199-0.0130079j -0.00260908-1.76723e-05j -0.011438-0.00175115j 0.0057758+0.00531409j 0.00127119+0.0131256j -0.00307088+0.0121559j 0.00995419+0.00120503j -0.0101582+0.00304191j 0.0186588-0.0159354j 0.0211346+0.0183229j 0.0040165+0.00706473j 0.00653498-0.0129273j 0.00274041-0.00422691j 0.0100975+0.0141582j 0.00610796-0.0103823j -0.00924962+0.00114494j -0.00175003+0.0022313j -0.0056433-0.00111389j -0.0104189-0.0127973j -0.00367973-0.00208559j 0.00114578-0.00285693j 0.0154496-0.0060477j 0.00621858-0.00249183j -0.0014408-0.00450062j -0.00589865+0.00114608j -0.00306073-0.000236376j -0.0217424+0.00203781j -0.00984644-0.00985077j 0.00563036+0.00412681j -0.000744713+0.00365768j -0.000971675+0.0009842j -0.0183529-0.015128j -0.012157-0.00920479j -0.00447587+4.16148e-05j 0.00419345+0.0033268j 0.00427987-0.00431734j -0.00793731-0.00593759j 0.00518679-0.00541377j -0.00115602+0.00562753j -0.00912152+0.00589932j -0.0108869+0.000863467j -0.0022038+0.00481941j -0.0104693+0.0109589j -0.0226708-0.0051436j 0.00470683-0.00690099j 0.0104791-0.0270348j 0.00928181+0.000394943j -0.0257357+0.0256169j -0.000236616-0.000999309j 0.01053-0.010898j -0.00135409+0.0121788j -0.000929081-0.0133433j 0.0142103+0.0174267j 0.000155203-0.00149988j -0.000685171+0.0077569j 0.019489+0.016311j 0.0111895-0.0127388j -0.0101042+0.00348406j 0.0101458+0.0169616j 0.015099-0.0148725j 0.00765346+0.00291151j -0.0208746-0.00800972j -0.00393807+0.0152305j 0.0203284-0.00906459j -0.00873006-0.00876055j -0.0109857-0.00334524j 0.00150475-0.0019866j 0.00695649-0.00161843j 0.00424875-0.00605519j 
-0.00659768-0.00442177j -0.00279562+0.00570713j -0.00588492-0.00746549j 0.00652713-0.0114036j 0.00701237+0.00191057j 0.018576-0.00137344j 0.00206673+0.00678556j -0.000937722+0.00736351j -0.00731282-0.00348305j -0.00322183-0.00828676j -0.00508892+0.00197071j -0.00284088-0.00598393j -0.00523217-0.00246415j -0.00100875+0.00205552j -0.000535004-0.0108498j -0.000119856-0.00602284j 0.00970975+0.0039018j -0.000208885+0.00660973j 0.00250762-0.000219692j 0.00725041-0.00173557j 0.00079649+0.00569805j 0.00948146-0.00852224j -0.00226454+0.0037932j 0.00666218+0.00404514j -0.00915178+0.00412948j 0.00550276-0.00573324j -0.000522508+0.0101039j 0.00843118-0.0168938j 0.00409544-0.00197149j -0.0068133+0.008672j 0.00327309+0.0124734j 0.00689764+0.0017135j -0.0084085-0.00396739j -0.00773941-0.0182711j -0.0212332+0.00615786j 0.0185111+0.00729512j -0.00501367+0.00653715j -0.00670846+0.00249666j -5.02508e-05+0.011512j 0.00633737+0.00169343j 0.00297997+0.00276645j 0.00426235-0.0112781j -0.00338618+0.0096459j -0.000796339+0.00750072j 0.00659779+0.002145j 0.00799667+0.00181949j 0.00048352-0.00848526j -0.00480218+0.00576493j -0.00131208-0.0125576j -0.031193-0.0145512j -0.0206387+0.00729364j 0.000189173-0.0127864j 0.0153673-0.00958849j 0.0174056-0.000296415j 0.0156848-0.0129048j 0.0210293+0.0170212j -0.0261766-0.00278725j 0.0191039+0.00549778j 0.00619019-0.00367908j -0.0302918+0.00336811j 0.0160944-0.0202203j -0.00163506-0.0180647j -0.0193722-0.0211078j 0.00527254+0.0051091j -0.0239602-0.0122038j -0.0257388-0.01541j -0.00800006+0.017736j 0.0183221+0.0126924j -0.0519552-0.0209064j 0.0153612+0.00397765j -0.0300545+0.00692631j -0.00420864+0.0102195j 0.0112835-0.00865059j 0.0131984+0.00877742j 0.0380818-0.0118828j 0.0147159-0.00990225j 0.00890962+0.0502182j -0.00560701+0.023503j 0.0105479-0.0197415j -0.014882+0.00927996j 0.00444102-0.00777455j -0.0132521-0.00608255j -0.00160345+0.0147546j -0.0183688+0.000187062j -0.0189771-0.0138252j -0.0110204-0.00992808j -0.00142258-0.0121247j 0.0204641+0.00185238j -0.013655-0.0135422j 0.00384059-0.00581714j -8.77484e-05-0.00477513j 0.00488093-0.00274676j 
-0.000697857-0.00378183j -0.0045755-0.00336745j -0.000629737-0.00228284j 0.00041589-0.00209249j 0.00518331-0.00143274j 0.0158367+0.00633868j 0.000164487+0.00546628j 0.00507683+0.00913155j -0.0098263-0.00614486j 0.00264124-0.00764355j 0.00543794+0.00394822j 0.00241105-0.00706921j -0.00507609-0.00148211j -0.00277565+0.00189132j -0.0119878-0.00558703j 0.00324494-0.00312623j 0.00334387-0.000798712j -0.00014685+0.0114063j 0.00733768+0.00614436j 0.00346823+0.00465672j 0.0135187+0.00202544j 0.00282175-0.00294347j -0.00927213+0.00866154j 0.00341582+0.0160133j -0.00511416+0.000790143j 0.0212102+0.00447521j -0.00919055+0.00425946j 0.0115907-0.0141113j 0.0185544-0.0045931j -0.00734668+0.00177961j 0.000847587+0.0104702j -0.00465336+0.00295214j -0.00834528+0.00058498j -0.0127728-0.0183683j -0.0140023+0.0186567j 0.0208683+0.00331368j 0.00164559-0.00137978j -0.0172399-0.00421833j 0.00283616+0.00716984j 0.000857113-0.00519991j 0.00423636+0.000918019j -0.00378006+0.00285677j 0.00458713-0.000224785j 0.00433739-0.0036695j -0.00384886-0.00697069j -0.00861039-0.00527281j -0.00294539+0.000165332j 0.00581271+0.00119732j -0.0119026+0.00925109j 0.00509594+0.00973172j 0.0013764-0.00265396j 0.00551032-0.000419341j -0.00174709-0.00210385j -0.0107435+0.000919298j -0.0142438-0.00402702j -0.0193301+0.00762046j 0.0103076+0.00396005j -0.0144206+0.0023007j -0.00189068-0.00449256j 0.0051779+0.000368655j -0.0115254+0.00924339j -0.00532681+0.0101064j 0.000138821+0.0124644j 0.0109209+0.000375005j -0.0092498+0.0264346j -0.00191337+0.0108062j 0.00222111-0.00663511j -0.0197664+0.00805284j 0.0466851-0.0142691j -0.0305912+0.00956057j 0.0149211+0.00747631j 0.0143872-0.00756325j 0.00578209-0.00730925j -0.0226019-0.00747044j -0.00580257-0.00175621j 0.0091823+0.0208437j 0.0022043-0.0195914j 0.0190538-0.0265454j -0.0170279+0.0171869j 0.00394802-0.0147747j -0.0117642+0.0178332j 0.0117397+0.00265295j -0.00516509-0.00962356j 0.0148088-0.00602453j 0.00369332-0.000967052j -0.000795832-0.00363706j 0.00196047+0.0105513j -0.000593369-0.00229893j -0.00276452+0.00225313j 0.00223621+0.00405396j 0.00150376+0.00301867j 0.00140036-0.00125899j 
-8.25221e-05+0.00104393j -0.00122744+0.00342604j 0.000233859-0.00283907j 0.00141182-0.00412266j -0.00289931+0.000211853j -0.00150691-0.0019845j 0.00373729+0.000773884j -0.00264751-0.00329055j -0.00355217+0.00305539j -0.00756624-0.00678268j -0.00138646-0.00819993j 0.00187262-0.00107424j -0.00179886-0.00069979j 0.000449465+0.00266976j 0.0107365-0.00557973j -0.00293145+0.00314816j -0.00169745-0.000140176j 0.00448279-0.0125229j -0.0028048-0.00333261j 0.00771683+0.00664924j -0.018247-0.0147162j 0.00592318+0.0122883j -0.00286109-0.000451284j 0.00400034+0.00192401j 0.00930158-0.00166112j -0.00662469-0.00237088j 0.0029533+0.000743108j -0.00116377+0.0102592j -0.0113224+0.012994j -0.00466606+0.0120009j 0.015255+0.00489572j -0.00142719-0.0116864j 0.00186414+0.00367014j 0.00159492-0.00428141j 0.00209918+0.00385672j -0.00255138+0.000552926j -0.00465364+0.0038674j 0.00522742+0.00645296j 0.00397798-0.00358521j 0.000435684+0.0022008j -0.00216061-0.0010654j -0.00235977-0.00172959j 0.00651826+0.00462512j -0.0116336+0.00387468j 0.000142468+0.0071414j 0.00280739-0.0028767j 0.000124771+0.00391222j 0.00915871+0.0103471j -0.0107805-0.00373469j -0.014958-0.00862622j -0.00669998-0.00764242j 0.00756922-0.0169966j 0.00780965-0.0113136j 0.00711836-0.000370003j 0.00826689-0.0131227j 0.0202321+0.0255691j -0.00382996+0.019748j -0.00314959+0.0101052j 0.00469277+0.00640325j 0.00262409+0.0115356j -0.00329472+0.00493116j -0.0083752-0.00765599j -0.00297069-0.027968j 0.0172563+0.0150835j -0.0306923+0.0396821j -0.00805578-0.0118262j -0.0137851+0.000257695j -0.0271443+0.0394549j 0.0177493-0.0417725j -0.0308932+0.00830813j 0.00896525-0.00029007j 0.0360107+0.0234315j 0.0151228-0.00988748j -0.0222595-0.0209185j 0.0044857+0.012676j 0.000485246+0.0175395j 0.00102293+0.00476453j 0.0186039-0.0323234j -0.0309444+0.0141869j 0.00366451-0.00842995j -0.00796963-0.00152386j -0.0198785-0.00406665j 0.00720812+0.0197866j 0.00484044+0.00360867j -0.00964334-0.00217105j 0.00134084-0.00909462j 0.0015834-0.0126989j 0.00562813+0.000910218j -0.00178407-0.00597618j 0.0053123-0.00675688j -0.00443084-0.00458453j 0.00248391-0.00303005j 
-0.00239158+0.00535913j 0.00716925+0.00132655j 0.00867212+0.0028016j -0.00164059+0.00181726j 0.00014173+0.00354883j -0.00527213-0.00542696j 0.00349478+0.0025366j 0.0011469-0.000879127j 0.0071218+0.00586021j -0.00264254+0.00623568j 0.00100606+0.00665895j -0.00750707+0.00119118j -0.000210623+0.000480006j 0.00770057+0.00287764j 0.000382125+0.0132597j 0.00946308-0.0110399j -0.00512575-0.00161892j -0.0129848+0.0140183j 0.00647668+0.00416207j -0.0129372-0.010255j 0.00540451+0.0221639j -0.00346572-0.00957297j 0.00633266+0.00833278j 0.00136353-0.0120597j -0.00945016+0.00259479j -0.0154845-0.00522273j -0.00687341+0.00538348j -0.00727796-0.00996789j 0.0152082-0.000217484j 0.010069-0.0164793j -0.0226689-0.0150242j 0.00347145+0.0134358j -0.00360377-0.0045388j -0.000613994+0.00954446j 0.00351047-0.020793j -0.00822615+9.45452e-06j -0.00139656+0.000614174j 0.00148151-0.0133921j -0.00433234+0.00131875j 0.0017114+0.00434327j -0.00565142-0.00337293j 0.00397436+0.000325696j 0.00161658-0.00157112j -0.00213117+0.00232078j 0.00391345+0.0021514j 0.00131842+0.000180278j 0.00808727+0.0127449j -0.000246101+0.00455142j 0.0013259-0.00825554j -0.0103898-0.0118363j -0.00536168-0.00344191j -0.000392804-0.00878781j -0.000401568-0.00652593j 0.00560807-0.00717034j 0.00317799-0.00991841j 0.0155069+0.0148922j -0.00349231+0.0166135j -0.000218243-0.00410488j 0.00720872+0.0132634j 0.00980108+0.00324485j 0.0138954+0.00753415j 0.0023846-0.0217975j 0.00177546-0.0142788j 0.00136072-0.00530501j -0.0222593+0.0314838j -0.00378344-0.000296267j 0.00652288+0.00275659j -0.015358+0.0265342j -0.00225516-0.0204319j -0.030146+0.00587325j 0.0053524-0.00622612j 0.0354319+0.0181083j -0.0112722-0.00196459j -0.00470179-0.0068733j 0.012233+0.0176194j -0.0138173+0.004685j -0.00730807-0.00829961j 0.0150195+0.000211174j -0.0132483+0.00639232j 0.00218916-0.0110349j 0.00321499+0.00785247j -0.00796921-0.00895457j -0.000960964+0.00770651j 0.00437354-0.00302661j 0.00971655+0.00020328j -0.000156392-0.00685031j 0.00260134-0.00994638j 0.00177972+0.000426225j -0.00623323-0.00348456j 0.00403556-0.00346066j -0.00890375-0.002937j 0.000404283+0.000216666j 
0.00124289-0.00583187j 0.00158733-0.000462826j -0.00121925-0.00260552j -0.0125661-0.00196997j 0.00998052-0.00502159j 0.000604362+0.00059073j -0.00454022+0.00357631j -0.00231408-0.00820348j -0.00387682+0.00212805j 0.00436559+0.007926j 0.00480837+0.00409485j -0.0029355-0.00333303j 0.00496797+0.00057317j -0.00361018-0.0165588j -0.0234193+0.000694878j -0.00867553+0.00944074j -0.0125332+0.00129055j 0.00461597+0.0147122j 0.0115476-0.0116723j -0.00922385+0.00177014j 0.00544691-0.00333936j -0.00743266+0.00740157j 0.0156167-0.0111566j 0.00396424-0.00915156j -0.0111191+0.0116838j 0.00794609+0.0128438j 0.00869277-0.0193324j -0.0147947+0.00967119j -0.0107165-0.0191208j 0.00597783+0.00947163j 0.00586487+0.00259994j 0.005213-0.015842j 0.00578103-0.00563539j -0.000569018+0.00907025j -0.0114194+0.00322213j -0.0118704-0.0114936j -0.00575883-0.00568328j -0.00242279-0.00268481j -0.000331664+0.00238872j -0.00304869+0.00204908j -0.00794449-0.00629429j -0.00204613-0.00309468j -0.00380402+0.00289736j 4.38469e-05-2.31171e-05j -0.00286921-0.00294268j 0.00976685+0.00207701j -0.000208926+0.000278012j -0.000341426+0.0049679j -0.00460595+0.0046048j -0.00903132-0.00236668j -0.00969584+0.00108517j 0.00758793-0.00122163j 0.0128631-0.00533289j 0.00168993-0.00141063j 0.00285018-0.00737109j 0.00365432+0.0158971j -0.00907295+0.0145191j -0.00287991-0.0115734j 0.008977+0.00428324j -0.0100825-0.00176544j 0.00545797-0.00944429j -0.0107034+0.00187136j 0.000525753-0.000201168j -0.00358155-0.00590793j -0.00666798+0.00939894j -0.0127402+0.00916103j -0.000242423-0.00219647j -0.00566418+0.000590374j -0.00490291-0.0268107j 0.00347717+0.0200541j -0.0158586+0.00369038j 0.00454476-0.00784381j 0.00731192-0.00370722j 0.00406766+0.00589599j 0.0137577-0.0218816j -0.010354+0.0187373j -0.00104098+0.00185432j 0.0188442+0.00871974j -0.00599246-0.00177742j 0.00202189-0.00184689j -0.0130948+0.00584651j 0.00692199+0.0111727j -0.00202652-0.00881388j 0.0113479+0.00114964j -0.01024+0.00450331j 0.00685547-0.00141459j 0.00151414-0.00412715j 0.00273627-0.00354058j -0.006038-0.00552009j 0.00278757-0.00111603j -0.000147142-0.00374197j -0.00102466-4.34281e-05j 
-0.00496152-0.00676083j -0.000102736+0.0042485j 0.00131114-0.00483059j 0.0106468-0.00567826j -0.000323014+0.00795258j -0.00173228+0.00736648j -0.005608-0.00154019j -0.0050076+0.0057371j -0.00978906-0.00851822j 0.00216671-0.00156012j 0.00968914-0.00442528j 0.00763026-0.000254777j 0.00155631-0.00326903j 0.00561012-0.000468959j -0.00025566+0.0107009j 0.00667334+0.00438123j -0.00493479-0.0143235j 0.00557971-0.0144725j 0.0101246+0.0108434j -0.00177149-0.00484156j 0.00162384-0.00542559j -0.0107695+0.0082084j 0.0113002+0.0118106j 0.00592112+0.000279678j 0.00329365+0.00527599j -0.00066294-0.00321855j -0.00319478-0.0158465j 0.00229501-0.00353115j 0.00437656+0.00261407j 0.00241187-0.0165797j -0.0137808-0.0130523j -0.00418776+0.0062414j 0.00273474+0.00213261j -0.00144361+0.0100706j 0.0130087+0.00281011j -0.00565276-0.000562997j 0.0067557+0.00655388j -0.00811687-0.000729326j -0.00382781+0.0112217j -0.00328306-0.00194901j -0.00249114+0.00138295j 0.00894528-0.0045414j -0.0146792+0.00498757j -0.00671377+0.0113692j -0.00534026+0.0111164j -0.00973815+0.00103537j -0.00936304-0.0220378j -0.00294372+0.000830827j -0.0206412+0.00688563j -0.0119138-0.00293344j 0.00319966+0.000243123j 0.00287198-0.0110234j 0.0138162+0.00743558j -0.000175701+0.0238489j -0.00367419-0.0174315j 0.00209954+0.0180906j -0.00143897-0.0235951j 0.0281983+0.0126399j -0.0172866-0.0242265j -0.0253257+0.0067894j -0.00638034-0.0170076j -0.0138307+0.0078453j -0.0206142-0.00299181j 0.00307024+0.00870494j -0.0134066-0.0146912j -0.00974069-0.0385449j -0.0239369-0.00812557j -0.0140808+0.00197482j 0.0283664-0.00626293j 0.0116189-0.00739604j 0.00639468+0.00356636j -0.00226263-0.0204319j 0.00948101-0.000307431j -0.0184514-0.00122596j 0.0267829+0.00150583j 0.0382569-0.0142911j 0.00616792+0.0336263j -0.00602716-0.0191151j -0.00114049+0.001469j -0.0180357+0.00830851j -0.00702199+0.0129051j -0.00120762+0.00818712j -0.00071315-0.00396181j 0.0053587+0.00575057j -0.015817-0.00326693j 0.000654238-0.0106815j -0.00969737-0.00109701j 0.0054264+0.0096075j -0.00222234-0.00426511j -0.0024-0.00309154j 0.00748281-0.00201506j 0.00540541+0.00329865j 
-0.000263771+0.00547687j 0.00451227+0.00214176j 0.00391653-0.00242144j 0.00288333+0.000204138j 0.00169431+0.00314143j 0.00157015-0.00712368j -0.00231529+0.00271792j -0.00362558+0.00106213j 0.0050467+0.00613411j 0.00642631-0.00488466j -0.0100742+0.0116634j -0.00120049+0.00331756j 0.00226193-0.00306639j -0.011864-0.0066155j -0.00516437-0.00359518j -0.0108664-0.00601498j 0.0113307-0.00338773j -0.000273592-0.00745861j -0.00329046-0.000583603j 0.00497445-0.00929637j 0.00507547+0.00224976j -0.00447815-0.0088494j 0.0068063-0.0151101j -0.0130076+0.000495513j 0.000522581+0.0026885j 0.00728302+0.00897445j 0.0130573-0.00621106j -0.00633513-0.000973852j -0.0164739-0.018834j -0.00108124+0.0158329j 0.0140607-0.00341434j 0.00974598-0.0121766j 0.0105748-0.0080084j 0.00490468+0.000689609j -0.0155864-0.00098045j -0.00250783-0.00273978j -0.00186605+0.00172196j 0.00280603-0.00252507j -0.00107825-0.00055797j 0.00104572+0.00605842j 0.000579186+0.00626458j 0.00555266-0.000423574j -0.00560306-0.00201955j -0.00754305-0.00317973j 0.00221428+0.00220428j -0.0108191+0.00181694j 0.00217772+0.00167742j -0.00270647+0.000703619j -4.57132e-05-0.00457176j 0.00242972-0.00534493j 0.00421592-0.0049328j -0.0037531-0.00487841j -0.00457314+0.0100726j -0.000606991+0.00778211j -0.011971-0.00630425j 0.00844301-0.000988539j 0.00827883-0.0167578j 0.00782418+0.0146328j -0.010444-0.0152385j 0.00816356-0.00258087j -0.00300124+0.00652955j 0.0125936-0.00894948j -0.00138981-0.0100431j -0.00619576-0.00374347j -0.00171981+0.00968749j 0.0202432-0.0238095j -0.00966989-0.00407858j -0.016249+0.00787258j 0.0188341+0.00613756j -0.00598878-0.00456201j 0.026456-0.00329371j 0.0143684+0.000941673j -0.0155491+0.00261208j -0.0090675-0.00492554j -0.00982954+0.0309001j 0.0158759-0.0232699j -0.0119159-0.00895798j -0.0146344-0.0136393j 0.00668321+0.0110151j -0.00416247-0.00499522j 0.000780755-0.000550586j -0.00544225+0.00537657j 0.0093691+0.00137302j -0.00510482+0.00633775j 0.00919444-0.00307531j -0.00337275-0.00345492j -0.00166164+0.0028268j -0.00294728+0.00262012j 0.000264833-0.000798987j -0.00492468-0.00102423j -0.00126231+0.000419457j 0.00315228+0.000620904j 
