-0.118359-0.0305307j 0.0685561-0.000656824j 0.0787199+0.105557j 0.0156463+0.0578584j -0.0279574-0.0392193j 0.00675265-0.0509445j 0.0346476-0.0186877j 0.0079787-0.100989j 0.00518714-0.00548809j 0.00618601-0.0153306j -0.0531719+0.00610585j 0.102664-0.0330658j 0.0156912-0.0251258j -0.0086994-0.00194698j 0.0197545-0.0180657j -0.0364481+0.0293626j 0.0390745+0.0366842j 0.0413991+0.00268444j -0.0129875+0.0513018j -0.0402109+0.077978j 0.0193807-0.0124961j -0.0409887-0.0373068j 0.0857262-0.0145578j -0.0215682+0.0365327j 0.106741-0.112825j 0.0245732+0.00803912j 0.0072747-0.0689356j -0.0446482-0.00595366j 0.0519116-0.00221447j 0.19887-0.081206j 0.0252556+0.175167j -0.0751705-0.00490881j 0.109118-0.097571j 0.0361961+0.0417109j 0.0606264+0.0816259j -0.0367408-0.0204894j 0.0728995-0.0428286j -0.102835-0.0509641j 0.0438749-0.0152649j -0.0508279-0.161101j -0.075541-0.236445j -0.200187-0.0545267j -0.0318094-0.00581544j 0.0547676+0.00320513j 0.0125+0.00316869j 0.0291475-0.0211907j -0.0547112+0.0493459j -0.0041948+0.00276947j -0.0389853+0.024138j -0.00912473+0.0224378j 0.0326127-0.0132879j -0.0288336+0.00970463j 0.0208928-0.0301485j -0.0549952+0.00151077j 0.0125955-0.00528173j -0.0255449+0.0296636j 0.016829-0.00834282j -0.00645857-0.00580529j -0.00928148-0.00222121j 0.0339957-0.0177983j 0.0413234+0.0196562j 0.0311861-0.00101903j -0.046047+0.00606255j -0.0317533+0.0184261j 0.00373122-0.0145833j -0.00765766+0.00589068j 0.0164443+0.00512075j -0.0176986-0.000126209j 0.0167019+0.0221822j 0.0460333-0.0116661j 0.0310966+0.0320617j 0.0458717+0.0265472j -0.027938+0.0177025j -0.0286792-0.0773171j 0.0111623+0.0222413j -0.047751-0.0515756j -0.000576726+0.0229845j 0.0646693-0.0320122j -0.0337806-0.0229872j 0.0513492+0.0237268j -0.104087+0.041087j -0.0558475+0.099014j 0.0907409+0.0735321j 0.0507161-0.120034j 0.0155618-0.0734049j -0.03923+0.0409855j -0.0632049+0.0625771j 0.0685499-0.0477801j -0.0802492-0.0369362j 0.126905-0.12397j -0.218638-0.149445j 0.0818577+0.197445j 
-0.0122737+0.0082715j -0.00597455+0.00772537j 0.0124395-0.000875453j -2.05042e-05+0.0166485j -0.000282986+0.00522869j -0.014055-0.0149003j 0.0191008+0.0249022j 0.00666695+0.0163242j 0.0305721+0.0242839j 0.0389023+0.00692205j -0.00922344-0.0162836j -0.0306722+0.00314938j 0.0230257-0.00616578j 0.0138541+0.00849099j 0.0238044+0.00603422j -0.0180017+0.00484435j -0.00385634+0.028651j -0.0122695-0.0241619j -0.0347656-6.65733e-05j 0.00390321+0.00345855j 0.0167284-0.0129303j 0.00223632+0.00190808j -0.00558077-0.0161821j -0.0050364-0.000458363j -0.00888171+0.00837945j -0.00850529-0.00236245j -0.00177189-0.000226228j 0.00629775+0.0182458j -0.00912843-0.000498275j 0.0105466-0.0216725j -0.0104592-0.00887178j -0.0173304-0.00103122j 0.0174369-0.00452j -0.0058-0.00762033j 0.00342127-0.0151005j 0.00129042+0.00999227j 0.00562916-0.00177507j -0.00722103+0.00409417j 0.0113593+0.0127242j -0.0146454+0.00916692j 0.00127512+0.000420775j -0.0021447+0.00343985j 0.0169609+0.00246258j 0.00310859-0.00828224j -0.00475825-0.015318j -0.0892506-0.0175722j 0.0487964+0.0507494j -0.0761355-0.0679809j -0.172807+0.012947j 0.120546+0.169673j 0.00780163-0.071921j -0.0630031-0.0595555j 0.0473764+0.0131847j 0.155737+0.0333094j 0.059613-0.0315652j 0.0238989-0.0298829j 0.0601923+0.352731j -0.212872+0.0271854j 0.0412719+0.0493097j 0.11192-0.0937739j -0.231438+0.0577932j 0.144095-0.0730193j -0.0352419-0.101565j 0.07847+0.0320686j 0.0469177-0.165609j -0.00221094-0.0830025j -0.0258533+0.00972493j -0.0159607-0.0214929j 0.0961532+0.0178254j -0.033037+0.0138268j -0.00865885+0.0759178j -0.0333003+0.0152951j 0.0144093-0.0601751j -0.019799-0.052258j -0.0156481+0.0466144j 0.0576284-0.0306205j 0.152432+0.0156272j -0.154324+0.0141842j -0.0253119-0.00788501j -0.00907237+0.00918686j -0.0214565+0.0365641j 0.104002+0.071132j -0.0111773-0.00472511j -0.0703121-0.0481179j -0.00531593-0.0567564j -0.0403486-0.0418094j 0.0460279+0.0522257j 0.0321717+0.00964087j -0.0203143+0.0268618j 0.0374347+0.0379342j -0.00694341-0.0405244j -0.00911937+0.00305667j 
0.030089-0.0248595j -0.0100655+0.0193797j 0.0221734-0.0228171j 0.00245612+0.00192438j 0.000346706+0.00333108j -0.0102625-0.00486341j 0.0180516+0.026321j 0.0278776+0.0238039j -0.037826+0.0578087j 0.065133-0.0172468j 0.0104826-0.000999438j -0.0166427-0.0260965j -0.00481456-0.0250934j -0.0274516+0.0278191j -0.0131808+0.00666318j 0.0220505+0.0176778j 0.0111258-0.00402281j -0.0135779-0.0241869j 0.0202704-0.0217807j 0.00611945+0.0110782j 0.00640549-0.015674j 0.0127076+0.0199708j -0.0310761+0.010386j 0.00619283-0.0075283j 0.00128142+0.0189715j -0.00914322+0.00235825j 0.00691495+0.0026439j -0.00131074+0.0132197j 0.0051203-0.00679492j -0.0100992-0.00273981j -1.60602e-05-0.00713312j 0.00878073-0.000486166j -0.0147014-0.01732j -0.00416075+0.00631712j -0.00682077-0.0127916j 0.00575261-0.000260453j 0.00465561-0.0124321j 0.0085695-0.00501213j 0.0153451-0.0265307j 0.0172733-0.000778225j 0.00417152+0.00773084j -0.0194509+0.0174035j -0.00541574-0.017185j -0.0101878+0.0311808j -0.0256563-0.0191071j -0.0376414-0.0171237j 0.0499683+0.0280315j -0.129922-0.143414j -0.265032+0.0978718j 0.0810098+0.112849j 0.0766047-0.109204j -0.0366347-0.092001j -0.108786+0.0322827j -0.0276384+0.0697041j -0.0138567-0.116112j 0.00431024-0.020427j -0.0335602+0.0352793j 0.110524+0.0489978j 0.0970177-0.118321j 0.165802+0.0538217j -0.0201457+0.0216405j 0.00740034-0.177952j -0.0120502+0.0471553j -0.114194-0.116474j -0.05595+0.0800462j 0.084604+0.0649816j 0.0891705-0.0301628j 0.102975-0.222405j -0.0686463-0.0676402j 0.0502955+0.0465447j -0.0440603-0.0727979j -0.0456605+0.066249j 0.00846514-0.0760346j -0.0634582-0.075321j 0.133862-0.0094024j 0.034444-0.0589448j 0.133975-0.052357j -0.0808295+0.0435982j -0.0390563-0.00185695j -0.0356781+0.0615858j 0.0192831+0.0716336j -0.0229213+0.0259181j 0.00694033+0.0127697j 0.0558489-0.0250321j -0.0162249-0.00581394j -0.0354165+0.0325349j -0.00399746+0.00887377j 0.0364288+0.000292254j -0.043502-5.31028e-05j -0.0141213+0.0526848j 0.0222527+0.0108156j 0.0210354+0.0636517j 
-0.0438985-0.0241959j 0.0670872-0.0347391j 0.0247835-0.0236471j 0.0357724-0.00631249j -0.0672829+0.0405222j -0.0094747+0.0712138j 0.0140723-0.0273438j 0.015366+0.0295996j -0.0180235+0.0137538j 0.0238544-0.0219884j -0.0080226-0.0439344j -0.0288274-0.0102645j -0.0310008+0.00322691j 0.0220186-0.022583j -0.0237651-0.0241662j -0.0232553+0.0126534j 0.00495324-0.0128855j -0.00559766-0.0127902j 0.0025605-0.00989968j -0.0168978+0.0051294j 0.0146283-0.0169135j -0.00909011+0.00124521j 0.00124906-0.0061936j 0.0185067+0.00309544j 0.0171959-0.00247917j -0.00403251+0.00780838j -0.00606489-0.000310224j -0.0179123+0.00592671j 0.00177923+0.00214541j 0.0120382+0.00474291j 0.008624+0.00567852j -0.0190005+0.00650209j 0.0098288+0.00282812j 0.00683991+0.00840733j -0.00254307+0.0144943j 0.00548132-0.00443884j -0.0146627-0.00125243j -0.0188275-0.0206016j -0.0367215+0.0219236j -0.00482539-0.0242872j -0.00956159-0.00317437j 0.00374931+0.0164944j 0.0119936+0.0211515j -0.0304137+0.00227106j -0.170946+0.0597117j -0.0485211+0.148066j 0.0420276-0.240486j -0.0229041-0.0847793j 0.00278599-0.0311848j 0.0483815-0.0785971j -0.180488-0.230935j -0.0515992+0.0320616j -0.157017+0.0733979j -0.00848832+0.105473j -0.0297227+0.154771j 0.0362811-0.0027054j -0.105839+0.0728063j -0.00829443-0.10781j -0.0359264-0.119288j -0.182758-0.0689045j 0.0399385+0.100932j 0.166074-0.111963j 0.199368+0.0975155j 0.0711457-0.0187649j -0.00413558-0.00289436j -0.00187844-0.0969634j -0.114135-0.155896j 0.048963+0.0685477j 0.099718-0.0213949j -0.00469982+0.00228009j -0.142806+0.0370067j 0.0328075-0.140051j 0.0304727-0.0541831j 0.101077-0.0637714j -0.0150735-0.0619774j 0.0107262+0.0133891j -0.0125738-0.11891j 0.0168567-0.129394j 0.0106689-0.0754723j -0.0498798-0.0409666j 0.0377299+0.0745877j 0.0136512+0.0334844j -0.0976792+0.0445249j 0.0462192+0.0183685j -0.00796239+0.0143789j -0.00359+0.0723088j 0.0189276-0.00153089j 0.0279325-0.0501386j -0.0359019-0.0340404j -0.00379382+0.00872379j 0.00839539+0.0546715j -0.0365169-0.0737538j 
-0.0336584+0.0267536j -0.00924778-0.00431563j 0.0174463+0.0156787j 0.00209326+0.0354267j 0.040463+0.0212777j -0.0538532-0.00812736j 0.0224882-0.0136822j 0.0110347-0.0156549j -0.020551-0.0106836j 0.00775144+0.00653695j -0.0108822+0.0202311j 0.0291938+0.0250207j 0.00275518-0.0239093j 0.0269022+0.000701899j 0.00874402-0.00571009j 0.00977877-0.0383835j -0.000667303+0.00694472j -0.0155026-0.0141643j -0.0102973+0.0061437j 0.00753928+0.0029873j -0.0214692-0.00759639j 0.00950148-0.00813391j -0.00295534+0.00798275j -0.00308523+0.00668172j 0.00306834-0.0124762j 0.00148179-0.00715786j 0.0243632+0.00199678j 0.00666777+0.00380522j -0.0116917-0.00315037j 0.0129351-0.0056111j -0.00949651-0.00798371j -0.0153904-0.0103564j 0.0217934+0.00526698j -0.00364786-0.0172665j -0.00057874-0.00138119j -0.00596111+0.0103522j 0.00454599+0.00885443j -0.0192078+0.0119334j 0.00757499+0.0254814j -0.0319689+0.0139407j 0.00488431-0.0102615j 0.00818462-0.0118722j 0.0211822-0.019792j -0.00815339-0.0360276j 0.0654595+0.0591155j -0.176781-0.0106881j 0.0759392+0.023122j -0.0329247+0.093074j -0.0868043-0.0531949j -0.13387+0.0144467j 0.111498+0.163789j 0.180159-0.0645639j 0.123448-0.0931423j -0.10402-0.1112j -0.0938438+0.152118j 0.101703-0.0106587j 0.102498-0.140203j -0.000537963-0.0750532j -0.167078-0.0874696j -0.0462155-0.250799j 0.0123159+0.0184976j -0.0930341+0.0599356j 0.0401706+0.224636j 0.0800255-0.103864j 0.0873277+0.0495751j 0.150034-0.093679j -0.0959213-0.00999866j 0.00880534+0.118248j -0.12603+0.0865079j 0.00032597+0.116693j 0.0849144-0.0143297j -0.0154418-0.0217782j 0.0724342-0.0900296j -0.00638521-0.0752311j 0.00152137-0.0121072j 0.0423111-0.0748698j 0.0448434-0.0225548j -0.0383745+0.00344774j 0.0113198+0.0368625j -0.0153996-0.00355785j 0.0202069-0.0251419j 0.0893473-0.00321359j -0.0659185+0.0129198j -0.0405364-0.0220589j -0.0243048-0.0204288j -0.0202683-0.0267493j 0.0740977+0.0555738j -0.023087-0.0103194j 0.0286829+0.0512738j 0.0308634-0.0179178j -0.0228889-0.0431329j -0.0128817-0.0385142j 
-0.0788952+0.00590307j 0.00197747-0.0316531j -0.032694-0.0681817j -0.00977009-0.0111238j -0.0763919+0.03879j 0.0576043-0.0022062j 0.0367155-0.0524166j -0.00320015+0.015327j -0.0121246-0.0436369j -0.000746143+0.0052059j -0.00967322-0.00270052j 0.00670104-0.00522581j 0.0141617-0.0152336j 0.0230497+0.0335857j 0.0372211-0.00337963j 0.0162224+0.00796776j 0.0112187+0.00746469j 0.0185757+0.00267118j -0.000152515+0.000178593j -0.0107079-0.0069444j -0.00430618+0.00317681j -0.0134561-0.0036354j -0.00986796+0.00376458j 0.00769403-0.00647962j 0.00335411-0.00894149j 0.00919445-0.010167j -0.00735257-0.00985674j -0.00284805+0.0055478j -0.0073265-0.000533719j 0.0142806-0.000496034j 0.00355034+0.0112662j 0.0140838-0.00430104j 0.0147897-0.00137267j -0.00630065-0.00349303j -0.00676423-0.00537257j -0.00198926-0.00971114j 0.000941121+0.00499051j -0.0174812-0.00369657j -0.0133933+0.011869j -0.0179252+0.000922169j -0.00282012+0.000297379j 0.0329004+0.0229177j 0.0340443-0.0717677j 0.00852941+0.0672976j -0.215255+0.0877122j 0.187931-0.0693988j 0.0445594-0.143725j -0.0694603+0.0386318j 0.00539133-0.17153j -0.16283-0.0254436j -0.0387354-0.00720666j 0.141912+0.00835772j -0.0988878-0.0286619j -0.172005-0.0951044j -0.0554595-0.00501608j -0.0923655+0.117793j 0.00376579-0.0133713j 0.176866+0.142016j -0.00957085-0.103517j 0.00191218-0.10011j -0.134632+0.0469552j 0.0587571+0.0678812j -0.0996268-0.0135035j 0.0921775+0.125688j 0.221108+0.132023j -0.05028+0.131692j 0.0415883-0.184811j 0.0980973-0.0417615j 0.032152-0.0389908j 0.0387583-0.00847231j -0.0122878-0.0729357j 0.0125468-0.0841423j -0.0867802+0.0570612j 0.0456072+0.0494408j 0.0290807+0.0763029j -0.0245745+0.071749j -0.0347497-0.0233634j 0.00863535+0.044487j -0.0755448+0.033508j -0.00579163-0.0652986j -0.0457345+0.00255799j -0.00658628+0.0409466j 0.00935483+0.018057j -0.0298809+0.0451117j -0.0548746+0.0814776j -0.0285083-0.0113447j -0.056236+0.0353989j 0.0705081-0.000907343j -0.0835977+0.00581376j -0.0126064+0.0415697j -0.0158143+0.00217545j -0.0153496-0.0411683j 
-0.0709435+0.0571824j -0.0316803-0.0811786j 0.0988553-0.0325136j -0.0352468-0.04544j 0.0341928-0.0310564j -0.0153693-0.0180982j 0.00634752+0.0238118j -0.0539411-0.00183899j 0.0245146+0.00127002j 0.047285+0.0104923j -0.0210034-0.0281901j 0.0267969+0.016186j 0.0056558+0.000545103j -0.0181028+0.0103606j 0.00204843-0.00309837j -0.00778349+0.0130315j 0.0067591+0.00265429j 0.0088835+0.0103636j -0.0114452+0.000513213j 0.0102299+0.00356635j 0.00487684+0.00244983j 0.00301355-0.00618856j 0.011844-0.0071847j -0.0012106+0.00675274j 0.00553831+0.00134763j 0.00142468+0.00113275j -0.000561563-0.00253923j -0.00124097+0.000829288j -0.00474047+0.000853211j 0.0336147-0.00579629j -0.006923+0.0018827j -0.00815507+0.00711606j 0.00728841-0.00122914j -0.00160924+0.000979996j 0.00203797+0.0249997j -0.0150724-0.0105913j 0.00270307+0.0214629j -0.0247877-0.00252029j -0.0301092+0.0721756j -0.0569136-0.0104834j 0.037649+0.00886319j -0.00260881-0.0479292j 0.139667+0.0486691j -0.0414692+0.146877j 0.0920592-0.0873748j -0.0424402+0.0146302j 0.080215+0.0730731j 0.152516-0.000606317j -0.0607655+0.076757j 0.185407-0.00783241j -0.0223893-0.0694827j 0.152949+0.0858571j -0.172915+0.0421383j -0.113393-0.171054j 0.0941681-0.140929j 0.0412349-0.0691272j -0.0692829+0.025539j -0.076111-0.161234j 0.058969-0.0518447j -0.0384903-0.0674806j 0.0334276-0.120791j 0.14517-0.147982j -0.0299058-0.022973j -0.0259865-0.0636622j 0.0830317+0.0829123j -0.0879363-0.0609289j 0.13818+0.0234022j 0.0454944+0.00889226j -0.105972-0.0450501j -0.0227216-0.0240538j 0.111102+0.00597523j 0.0287916-0.0894028j 0.0633631-0.0891148j 0.00751115+0.191235j -0.043296+0.0241752j 0.0362177-0.0144951j 0.0235577-0.0123376j -0.0299732+0.0273127j 0.0140203+0.0904662j 0.0554704+0.043473j 0.0656498-0.108574j 0.112252-0.0308212j -0.0537723+0.0375546j 0.00581769-0.0312539j -0.0533441+0.051361j 0.0248719+0.0253619j -0.0496982+0.0928664j -0.0462477+0.0169569j 0.0259934-0.0582097j -0.0386841-0.00725252j 0.00433214+0.0477782j -0.0561372-0.102981j 
-0.0243917+0.066688j -0.0469715+0.0389648j 0.0349993+0.0098576j 0.0998957-0.0801638j -0.0520268+0.0320128j 0.0215168+0.0549539j 0.0564602-0.00379714j 0.0333345-0.00795827j -0.0135205+0.00997798j -0.0196696+0.0495798j 0.0195632-0.00526664j -0.0130989+0.0275082j 0.00145626-0.00412147j -0.0210867-0.00166291j 0.0055589+0.0144085j -0.00825737+0.00256779j 0.00703845+0.017689j -0.00826117+0.0164393j -0.000981277-0.0012165j -0.00985959+0.00536586j 0.00250524-0.00316757j -0.0144522+0.00350587j 0.00374026+0.000111167j 0.0126066-0.0122644j 0.00299904-0.015909j -0.0054517+0.0101057j 0.0140091-0.0083097j 0.0119384+0.00184553j -0.00813803-0.00565559j 0.00462496+0.00861653j -0.0200465+0.0130318j -0.00730271-0.00415978j 0.0198013+0.00852274j -0.00700455-0.0152585j 0.00542894+0.00417127j -0.0103183-0.00257535j 0.0121801+0.00899236j -0.016285+0.0160689j 0.0236742+0.0196071j -0.0416983+0.05178j -0.0163921-0.0164313j -0.0382122+0.0173993j -0.0432455+0.130452j -0.18+0.010696j -0.161+0.0546154j 0.090047+0.146473j 0.0843231-0.149142j -0.300966+0.0680822j -0.0716501-0.165818j -0.0991166+0.105459j -0.0164529-0.127924j 0.0330969+0.0862265j -0.178213+0.0301323j 0.117336-0.187409j 0.126482+0.0872939j 0.0543814-0.162463j 0.00926621-0.0314112j 0.0959113-0.0208812j -0.0180185+0.0644779j 0.185798+0.0776964j 0.0942435+0.047466j 0.00105+0.0486197j -0.0423222-0.0765769j -0.0920501-0.101762j -0.121739+0.0646262j 0.0256893-0.0129484j -0.0842411-0.0461977j -0.0162539+0.0404215j 0.0297001-0.0275144j -0.0100128+0.025609j -0.0629677-0.0361236j -0.0767332-0.00269988j -0.0259813+0.0511271j -0.00945349-0.061029j 0.0193396+0.033418j 0.00891117+0.0101035j -0.0123515+0.0140749j -0.0312819-0.0353103j 0.0211618+0.00241187j 0.0529877+0.0153317j -0.0335659+0.00821352j 0.0921332-0.0454613j 0.000827965-0.0309922j -0.0200767+0.01198j -0.0719793-0.0724681j 0.0013626-0.0434757j 0.0143297-0.00484889j -0.0616537-0.0029601j 0.0263712-0.0044805j -0.0186447-0.0353084j -0.0264643-0.0851823j -0.0206351-0.0793009j 
-0.18848+0.228923j -0.0264072-0.078491j -0.0062966-0.0108618j 0.0330306+0.0316923j 0.0505304-0.0358027j 0.0605766+0.00575782j -0.0342359+0.00735224j -0.00053312+0.023527j -0.0297652-0.0131073j 0.0403285-0.0283747j 0.00920765-0.0149129j 0.0150277-0.0107809j -0.000945393-0.00714315j -0.00877056-0.00266515j -0.00739948-0.00648723j -0.00753493+0.0001421j 0.0118541-0.0125312j -0.00509039+0.0138857j -0.00604259+0.0164623j 0.00815767+0.00020486j -0.00597236+0.00686082j -0.0148146+0.0102064j -0.00668605+0.0126864j 0.00928144-0.0205388j -0.0133273-0.000385603j 0.0104653-0.00919234j 0.0146484-0.0117161j 0.0193438-0.0217679j -0.0219422+0.0150867j 0.00813472-0.00507017j -0.0156025+0.0254239j -0.00413591-0.0169993j 0.0355031-0.0231604j -0.0228048-0.0230781j 0.00223472-0.0320347j -0.00676179+0.0074822j 0.0182208+0.00409335j -0.0381241+0.0766897j 0.0150809+0.0899317j -0.109456+0.160683j 0.032573-0.0959168j 0.0594354-0.0828138j -0.0497645-0.0183067j -0.0338522+0.00601576j 0.105871-0.0645595j 0.0380536-0.0709589j -0.0726741-0.0240778j 0.0148812-0.0801584j -0.107887+0.0474761j 0.130039-0.342038j 0.222366+0.108569j -0.103325+0.0217592j -0.0382771+0.10778j 0.0138938-0.0128183j 0.0848382+0.0454192j 0.0184708+0.00912306j -0.0560687+0.00204206j -0.000186115-0.00726117j 0.057564-0.109085j -0.0780287+0.131221j -0.0501327+0.0713184j -0.0151438+0.00411042j -0.0145116+0.023959j -0.0179252+0.0010874j -0.047304-0.00285044j -0.00473212+0.0300318j -0.037784+0.0349905j 0.0349017-0.0124633j 0.0176825-0.013123j -0.0137034+0.0804494j -0.0106322-0.0158745j -0.0731798-0.0697349j -0.035142+0.00693214j 0.0039349+0.0296335j -0.0409959-0.0530312j -0.0562369+0.0129473j 0.0185967+0.0750995j -0.0239086+0.00173868j 0.000513782+0.0387114j -0.0813009-0.116298j -0.0392994+0.0519886j 0.101581-0.0213298j 0.0360517-0.0866158j -0.0315601+0.0054546j -0.0322099+0.0024893j -0.0284913-0.0878711j 0.0112577-0.00746465j 0.00476947-0.00742733j 0.0261023+0.0536814j 0.0514265-0.000401978j -0.0752073-0.121383j -0.116244-0.139286j 
-0.0173225-0.107181j 0.204508-0.221302j 0.0145644+0.0248943j -0.0112248+0.0295945j -0.0283652-0.0132782j 0.0385431-0.032217j 0.026268+0.0101668j 0.026221-0.00781032j -0.0229539+0.0257344j -0.0306511-0.0240495j -0.0302965+0.00662584j 0.0149305-0.00651909j 0.0102835-0.00172986j -0.0099185+0.0033194j -0.00812352+0.0171762j 0.000615013+0.0147784j -0.0092533+0.00512382j 0.00423153+0.0018771j -0.00903517+0.0192051j -0.0132383+0.00399285j 0.00616752+0.00619033j 0.00525984-0.0146808j 0.00614488-0.000975901j 0.0115111-0.00298665j 0.00627643-0.0149437j -0.0078063-0.00344724j -0.00833679-0.00111071j -0.00504995+0.0170574j -0.00357653+0.000240169j 0.0275668-0.0229172j -0.00159325+0.0105749j -0.0190087+0.0111437j 0.0245545+0.00995578j 0.0285991-0.0195182j 0.0205062+0.0239216j 0.00657381+0.00249176j -0.0336788+0.0532247j -0.0248015-0.00314164j -0.10679+0.142936j 0.0207047-0.118336j -0.0567005+0.0765472j 0.0586774-0.124928j 0.0199734-0.0587765j -0.0358124-0.0234423j 0.0106043-0.00505075j 0.0620842-0.0513191j 0.0249016+0.00481345j -0.00319971-0.0411562j -0.0280227+0.294048j -0.258024+0.00133248j 0.15526-0.0334013j 0.10357+0.115616j 0.110686+0.131654j 0.0453051+0.116494j -0.0161684-0.103132j 0.014672-0.0370155j -0.0389376-0.0264939j 0.0806047+0.0910007j 0.045374+0.0840038j -0.0241882+0.0821147j -0.0781775+0.0427291j -0.0679046-0.0343717j 0.0860922-0.0250546j 0.0108773-0.0249881j -0.0642113+0.0158649j 0.0312393+0.0184959j -0.0389703-0.0629944j 0.0152951-0.0418837j -0.0098013-0.00461158j -0.0494488+0.0106158j -0.0615546-0.0266493j 0.0264923+0.00281685j 0.0829958-0.0274276j -0.0207505+0.0299099j 0.0350378+0.0529259j 0.0679894+0.0458403j -0.0287721-0.040422j -0.0464937+0.0258448j -0.0105281+0.0383126j 0.045803+0.0186217j 0.0692839-0.0856271j 0.0171121-0.0235243j -0.102783-0.0622326j -0.0554788+0.106436j -0.0567248-0.0526334j 0.0373856+0.00822085j 0.0298012+0.0325028j -0.0366655-0.0454064j 0.0489664-0.00953581j -0.046104-0.0343095j 0.125161+0.131211j -0.0525974-0.104017j 
0.00529563-0.102066j 0.13279-0.0875324j 0.0381045+0.0207228j -0.0136075+0.0119582j -0.0280215+0.000523799j 0.00214772-0.022122j 0.0342422+0.00573883j 0.00563533-0.0185275j -0.00674364+0.00837548j -0.00594098-0.00169788j -0.0287843-0.00867628j 0.0138941+0.00896294j 0.00287092-0.000167979j -0.00203197+0.00713904j -0.000738255-0.00985763j -0.0079682+0.00612558j -0.00203966+0.00747031j 0.000270549+0.00706729j -0.0105145+0.00792204j -0.00372509-0.020332j 0.000533813+0.00513436j 0.00203851-0.00909536j 0.00540815-0.00354529j 0.00269448+0.00609464j 0.0141878-0.0165899j 0.00109201+0.00393174j 0.00171577-0.00457156j 0.00225733+0.00748856j -0.00664607-0.00893658j 0.014941+0.00904374j -0.0275663-0.0108972j -0.00691955-0.0141952j 0.00111457+0.0140715j 0.0219182-0.033783j 0.00274569-0.00320367j -0.0243503+0.000600978j -0.0366149+0.0339294j 0.00496712-0.00977346j -0.0861962+0.0252173j 0.0585147-0.107872j -0.0933699+0.112258j 0.0609976+0.0290178j 0.129828+0.00168593j -0.00263348-0.0547152j -0.0432948-0.0198585j -0.0241946-0.0127293j 0.0113792+0.0116443j 0.0497776+0.0602316j 0.0552849+0.0721878j -0.124223+0.0336296j -0.0388639-0.0927004j 0.0854236-0.0244968j 0.0500166+0.0180187j -0.0496783+0.0672914j 0.0111896-0.0750244j -0.0325877-0.00185995j -0.012613+0.0381687j -0.0445523+0.0449743j -0.0229526+0.0460402j -0.0288471+0.00793984j 0.0147257-0.0212767j -0.00414655-0.0345466j 0.0226433+0.067061j -0.00759138+0.0178169j -0.029444+0.0114974j -0.00659457+0.0164456j -0.000840858+0.0366887j 0.00993497+0.00527888j -0.0199346-0.0323705j -0.025352+0.0266879j 0.00227704-0.0256889j -0.0137451-0.0385366j 0.0479863+0.0521929j -0.0382025-0.0399002j -0.0197452-0.0191934j -0.02039+0.0322408j -0.0221004+0.00650951j 0.0230363-0.071674j 0.0124675-0.00833976j 0.0484695-0.000576562j -0.0873528+0.106902j 0.0649247+0.108591j 0.16888+0.0455625j -0.0658962-0.131342j -0.0493003-0.0670465j -0.0298395+0.0526677j 0.0233658+0.0233867j 0.0502938-0.0136033j 0.0483999-0.077168j 0.0574301-0.0252481j -0.086666-0.113871j -0.125482+0.0500461j 
