-0.0189314-0.0299349j -0.0319254-0.0827428j 0.0300229-0.0864091j -0.040762-0.0435456j 0.0528136-0.00089286j 0.103857-0.0418006j 0.0178965-0.025338j -0.0897004+0.0719985j -0.0245353+0.00796058j 0.0413688-0.0172593j 0.0640138-0.0441119j 0.00424039-0.0185034j -0.0408618+0.0276533j -0.0470804+0.0347625j 0.0135822+0.00756438j -0.0440573+0.0533788j 0.0170083+0.0201854j 0.0120972+0.00466861j 0.0394183-0.00862757j -0.0672066+0.0473901j -0.00881317+0.0258193j -0.00276348+0.0102926j 0.0504179-0.0215055j 0.114631-0.0856582j -0.0262758+0.0242402j 0.0265967+0.0306124j 0.0456917+0.00690092j 0.0150535+0.0244483j -0.00736677+0.0735493j -0.112585+0.184506j 0.290854-0.119428j -0.0301361-0.137183j 0.102963-0.222512j -0.184669+0.0466199j -0.0417297+0.0173156j 0.0235221-0.0106109j 0.031725+0.0562221j -0.0977795+0.0925615j 0.00193934+0.0135484j -0.0150558-0.00525865j -0.0692921+0.057471j -0.029967-0.0191489j 0.0416523-0.0291021j 0.00667898-0.0235862j -0.0300729+0.00804661j -0.0347083+0.0144077j -0.0191494+0.0180976j 0.0064815+0.0219252j 0.00276242+0.00208593j -0.043581+0.0288509j 0.0117064+0.00294489j -0.0090461-0.00918813j -0.0109101-0.00820992j 0.0291152-0.0167752j 0.013433-0.00975744j 0.00978974+0.0105048j 0.000709384-0.000237037j -0.00991573+0.00881671j -0.00756695+0.0206888j 0.0113794+0.00177869j -0.0122775-0.00400882j -0.0387819+0.0343595j 0.0107269-0.00755291j -0.00941182+0.00334456j -0.0123718+0.0315295j -0.0311014+0.0254627j 0.0280416-0.034542j -0.0270298+0.00330039j 0.0648313-0.11978j -0.0948973-0.0104238j 0.0778902-0.112287j -0.076675+0.0307991j 
0.0300373+0.0242736j 0.0241213-0.0369841j -0.233788+0.0443044j 0.0763346+0.0351928j 0.104686+0.145142j -0.0437129-0.0140224j -0.175968+0.0786214j 0.0235249+0.0362807j -0.0218417-0.0222614j 0.0212408-0.0052166j -0.186112+0.0207251j 0.00658766+0.164747j 0.0930252+0.021638j 0.0600294-0.0161151j -0.0567089+0.00623798j -0.042634+0.0611475j 0.0397829+0.116922j 0.085588-0.000912007j 0.0391172+0.108684j 0.00384975-0.0243249j 0.0986157+0.019507j 0.0340644-0.155138j 0.0134439+0.0155587j 0.086474+0.0234807j -0.0305017-0.0338726j 0.037428-0.0299627j 0.012015-0.0904975j -0.00217737+0.0407872j 0.0775245+0.0341625j 0.00286706+0.0262439j -0.0902048-0.0361734j 0.0389569+0.0293382j -0.0504129+0.0815688j -0.0602244+0.00374708j -0.000412728+0.0336555j -0.0534679+0.0299943j 0.0502214-0.0330125j -0.021483-0.0147945j 0.0457383+0.00936464j -0.0138545-0.00906293j -0.0192261-0.027349j -0.0362578+0.0203072j 0.017109+0.0136812j -0.0161751-0.010039j 0.00952234+0.01946j -0.000125939+0.00180891j -0.0236114+0.0158133j 0.0228698-0.0151792j -0.00759302-0.0220344j -0.00475389+0.00628403j -0.00498478-0.0474876j 0.0216925+0.0213128j -0.0106633-0.00713377j 0.0105656-0.00403523j -0.0245283-0.00750662j -0.00856061+0.00670451j -0.0283364+0.0097871j -0.00937843-0.00899273j -0.0190611+0.0120865j 0.00774+0.000310681j 0.00520674+0.0105834j 0.0025707-0.00329351j -0.00206777-0.0105046j -0.01187+0.00765479j -0.0112035+0.00684441j 0.00779988+0.0106219j -0.0193285-0.00409323j 0.0140044+0.00350725j -0.028983-0.00148516j -0.00159219-0.0288181j 0.00685298+0.0259747j -0.0120719+0.0170342j 
0.0149016+0.0226659j -0.00351641-0.0349948j 0.06355+0.106137j 0.161347-0.0234922j 0.0672098-0.0397098j -0.0346436+0.0143549j 0.0663542-0.195723j 0.00725813+0.00334206j 0.0949063+0.056819j -0.0491749+0.0668716j -0.0666318-0.131081j -0.0478621+0.0532049j -0.00413422-0.0298898j -0.0438432+0.00458451j 0.00912842+0.00795573j 0.0232775-0.0705901j -0.109135-0.0635879j -0.0282321+0.115124j -0.120788-0.0380177j 0.0733439-0.0293013j -0.11821+0.0257j -0.039152+0.155303j -0.0487267-0.000687076j -0.0675046-0.0327168j -0.0202209-0.0965625j -0.089466+0.0620531j 0.0756445-0.0213631j -0.113481+0.0115828j -0.0508888+0.0212876j 0.0896441-0.00303962j -0.0081888+0.0111407j -0.0507784+0.0108901j 0.0672694+0.0090321j 0.000789167+0.0922747j 0.0297286+0.0341698j -0.00784483-0.0226937j 0.0128824+0.034174j 0.035574-0.0488466j -0.0326206+0.00945536j 0.0011936+0.00694898j -0.0142035+0.00731414j 0.0119449-0.0255437j -0.0191503-0.0303639j -0.011797-0.00810913j -0.0155443+0.0160239j 0.00962414+0.0210077j 0.0180441+0.00578901j 0.00159824+0.00963241j 0.000955347+0.0144505j 0.00927528-0.00125354j 0.0352553-0.0149375j 0.0216721-0.000896509j -0.0109996-0.0077142j -0.00571506+0.00500976j -0.0147556-0.00454151j -0.0111298-0.0103509j 0.0138437-0.00449107j -0.00489117-0.0112916j 0.00850205-0.0034948j 0.0145292+0.000645013j 0.00371734+0.00319528j 0.00769023-0.00903715j 0.0142739+0.0147875j -0.00222116-0.00563761j -0.00480474+0.00463462j -0.00223274-0.013935j 0.0130089-0.0202838j 0.00961658+0.00793515j 0.00269451-0.0052121j 0.0138848-0.00826697j 0.000147093-0.00411999j 0.00374728+0.0140118j 
-0.0329446+0.0948566j -0.0972133-0.0278072j -0.00505912-0.117484j -0.0764971+0.00831638j -0.0925657+0.0351649j 0.0811106+0.125624j 0.0995321+0.125968j -0.0586177+0.0622835j 0.0335759-0.015798j -0.189541-0.0830657j -0.0647476-0.0549676j -0.0958841-0.0220878j 0.0797212+0.11632j -0.104173+0.0150938j -0.0567973+0.0833928j -0.0492582+0.0122001j 0.133731-0.0403758j -0.0492577-0.0807837j 0.0354991-0.0585955j -0.0544164+0.0492196j -0.0319658-0.15716j 0.0290287+0.104653j 0.0117454-0.00869565j 0.0199-0.111206j 0.0799474-0.0794262j 0.00160554+0.033126j -0.102576-0.0455811j 0.128757-0.131743j 0.121468+0.00579008j -0.00653597-0.0329959j 0.0227207+0.0201982j -0.00610432+0.018159j -0.0314508+0.0062069j -0.0121067-0.0337294j -0.0229648-0.00233465j -0.0540726+0.0212484j -0.00680609+0.0143332j 0.0240366+0.0137862j 0.0370113-0.000443753j 0.0302205-0.000236361j 0.0174577-0.00630259j -0.0269727+0.0218073j -0.0022276+0.00343682j 0.0237346+0.000990257j -0.00611391+0.0162646j -0.00255674-0.00661067j -0.0100465-0.0104537j 0.0115431+0.00619247j -0.0212766-0.0017181j -0.0186979-0.00883416j -0.0100524+0.0236409j 0.009436+0.0015061j 0.0246921+0.00860434j -0.00679196+0.000635883j 0.00498253+0.00713148j -0.0109452-0.00191735j 0.00440533+0.00148559j 0.0163373+0.01774j 0.00110806+0.00433519j 0.00983698+0.00348075j -0.00474888+0.0118423j 0.00504309+0.011466j -0.00852123+0.0012614j 0.00292849+0.00673449j -0.0119938+0.00357132j 0.0121978+0.00538564j -0.00022471+0.0217883j 0.00173586-0.00400595j -0.00981028+0.00899167j -0.00997346+0.00467307j -0.00274915+4.80909e-05j -0.00114729-0.00500408j 
-0.00987275-0.0117284j -0.0446162-0.00278563j 0.130999-0.0866466j -0.0769256-0.0603352j -0.0252241+0.00892909j 0.0635792-0.10075j -0.100951+0.0568813j 0.177029+0.0300354j 0.0340275-0.162672j 0.158097-0.00199059j -0.129963+0.00979144j 0.000292055+0.0581714j 0.0111816-0.0741941j -0.0470306+0.0755285j 0.0332973+0.169577j -0.0582519-0.0353608j 0.0523926+0.0608432j 0.0573932-0.0635581j -0.00653768+0.0804546j -0.1063+0.0604328j -0.0372884+0.0504231j 0.0397923-0.0587548j 0.0257281+0.0556716j -0.0360002+0.0288345j -0.00915968-0.110836j 0.0363979+0.0562379j -0.0365707+0.0303916j 0.0873183+0.0333914j 0.0243392+0.0475669j -0.0306481-0.0639534j 0.0434397-0.0258593j 0.0112797+0.0194651j 0.0249956-0.0509725j 0.0789194-0.0330115j 0.0583691-0.0111328j -0.00629844+0.0722253j 0.0532191+0.0123743j 0.023246-0.0390543j 0.0504372+0.0154415j -0.0140631-0.00210429j 0.00314301+0.00796023j -0.000131659+0.0397249j 0.00905357+0.0246188j 0.000786663-0.0165707j -0.00598449-0.00458704j -0.0316847-0.0211836j 0.00583795+0.00485095j 0.0121639-0.027539j 0.0157806-0.0278231j -0.0251596-0.00451337j -0.0174091-0.00631343j 0.0147661-0.0194699j 0.00341039-0.0163561j 0.0105293-0.0157148j -0.0327393+0.00878805j -0.00282663+0.00757671j -0.00286573+0.00485176j 0.0170852-0.0021462j -0.00165631-0.0119937j 0.0064063+0.000395965j 0.0171935+0.00275892j 0.000804263+0.00171776j 0.0172449-0.000480395j 0.00146039+0.000166893j 0.012864+0.00435449j -0.00608428-0.000977688j -0.0112303+0.0054341j -0.00521161-0.00655938j 0.000797568-0.000168435j -0.0121093-0.00458863j 0.00144985+0.00538763j 0.000591943-0.000544526j 
0.0645545+0.0545655j -0.0565409+0.0249234j -0.0283202-0.0694255j 0.111386+0.0248919j -0.0526235+0.159068j -0.0070334+0.0620457j 0.0182406+0.0706915j 0.0629537+0.194912j 0.0935678-0.0476947j -0.133911-0.0227249j -0.00619358-0.0778149j 0.0310571-0.0981322j 0.0350654+0.0200001j 0.078221+0.0233561j -0.0464557+0.0151142j -0.113613-0.0385414j 0.0657008-0.0799649j -0.115775-0.0387724j 0.0287518-0.013878j -0.0761497+0.0315876j -0.0788328+0.051681j -0.0550742+0.0838637j 0.0128016-0.00931445j -0.166604-0.0111137j 0.109726+0.0243477j 0.0343195+0.11021j 0.0392473+0.039403j 0.0944033+0.0226364j 0.137151+0.0688269j -0.0601955-0.0726603j -0.033319-0.0491944j -0.0269193+0.0432101j 0.0197044+0.0449783j -0.025207-0.0295877j 0.0221412+0.0467415j -0.00867291+0.00201699j -0.0421948-0.0244894j 0.000325511+0.0501031j 0.029752+0.00617999j 0.0174113+0.00346763j 0.00816118+0.00580661j -0.01304-0.00429388j 0.00859348-0.00208664j 0.00771933+0.0193229j 0.0398608+0.0223155j 0.0331536-0.00446326j 0.0211915-0.0257243j -0.00189173+0.00532782j -0.00134887+0.00380487j 0.0148741-0.000835527j -0.0262709+0.0055854j -0.00277371-0.00950075j -0.0149316-0.00698682j 0.00562191+0.000448616j 0.0161723-0.0029406j -0.001846-0.0080409j 0.00598848-0.00663973j 0.0146769-0.00188006j 0.0124501+0.00705399j 0.00831796-0.00881052j -0.022659+0.00954793j 0.0040153-0.02355j 0.0220721+0.00635855j -0.00270167+0.00649481j -0.0228837+0.00713914j -0.0145272-0.00311121j -0.00483004-0.0174413j 0.0171201+0.00578937j -0.0202432-0.00543675j -0.00602627-0.0241584j 0.014614+0.00824235j 0.00195828+0.0211436j 
0.122687+0.0583273j -0.110044+0.141191j -0.146804+0.0716806j 0.0121561+0.0533918j 0.0390261+0.0459801j 0.0327327+0.0938669j -0.053194+0.0225351j 0.0336567+0.134787j 0.0733614-0.00734603j 0.110933+0.173387j 0.171975-0.0903312j -0.00200919-0.104031j 0.00704517+0.0495261j 0.114457-0.147293j 0.0056463+0.0176185j 0.0484226+0.0704173j -0.086045+0.0686321j -0.14791-0.0726999j -0.0323702+0.099723j 0.0739955-0.0435662j 0.0383689+0.189677j 0.00125821+0.0964108j 0.061809+0.0978043j -0.0390306+0.0392527j -0.020727+0.0485489j -0.0394094+0.0735369j -0.0428249+0.0374514j 0.0161672-0.0351138j 0.118883-0.0311216j -0.0350852-0.0722966j 0.0286452-0.0025304j 0.0341812-0.0230497j 0.0518726+0.0746244j -0.0941374+0.045155j -0.0311328+0.0221834j -0.0371561-0.048218j -0.0105435-0.0136425j -0.0396564+0.00610018j -0.0126666-0.00261679j -0.00976511-0.0143655j -0.0382192-0.0291279j -0.00937438-0.00538073j 0.0206647-0.0156295j 0.0237517+0.0176632j -0.00516087+0.0123853j -0.0118042-0.00666857j 0.0225294-0.0156946j -0.00236964+0.0152053j 0.00565502-0.0051441j 0.0110715-0.014696j 0.000573904-0.0332173j -0.0021978+0.0215952j -0.0384929+0.00101685j 0.000292283+0.0103053j -0.0049462+0.00869119j -0.0201055+0.0104572j 0.00205175+0.00713085j -0.0181273-0.00277732j 0.00111005-0.0135257j 0.000399075-0.0064491j 0.00822918-0.00376476j -0.013628-0.00560507j 0.0102017-0.00373868j -0.00842326+0.00168667j 0.0154974+0.0147223j 0.00478738-0.00756767j -0.00035991+0.00818941j -0.00444138-0.00102173j -0.00175206+0.00399435j -0.0202557-0.00446987j 0.021676+0.0227606j -0.0202762+0.019977j 
-0.0118764-0.183964j 0.142887-0.0182164j 0.0425742+0.0603637j 0.106293+0.00223744j 0.028196+0.103965j -0.0347054-0.119023j -0.0198928-0.000502897j -0.218807+0.0224585j 0.0651554+0.0359165j -0.105997-0.0809387j -0.0804409+0.0581954j -0.00585874-0.103403j -0.0483753-0.0245599j 0.198+0.178511j -0.0862057-0.0274385j 0.00128445-0.0817151j -0.0681397-0.0624305j 0.124154+0.0561085j -0.0834064-0.0860153j -0.0545954+0.0430874j -0.0180037+0.0243912j -0.146718-0.0420019j -0.0555036+0.0327148j -0.0309491+0.175038j 0.0832397+0.0415608j -0.0150674-0.0380433j 0.0441889+0.119254j -0.0804733+0.168929j -0.149595+0.0134067j 0.00256979+0.04805j 0.0262372-0.0277063j 0.052368-0.0315512j 0.0125615-0.0336849j 0.0319267-0.00110727j 0.0141934+0.0436165j -0.0256289+0.0202989j -0.0461271+0.0227543j -0.0186318+0.0317552j 0.0110197+0.00938404j 0.00893759-0.0206654j 0.0191498+0.00454682j 0.0351673-0.0014349j -0.000839526+0.00990333j 0.013293-0.00461892j 0.00935393+0.00845552j 0.0146929+0.000854839j -0.0125188+0.0224838j -0.011356+0.00499126j 0.0171856+0.00503765j -0.000129783+0.00287773j 0.0161966+0.0118384j -0.0113069+0.00445799j 0.00806918-0.0201099j -0.0250264+0.0202223j 0.00418854-0.00457447j 0.00975826+0.0132087j -0.00867622+0.0109075j 0.00173964+0.00432961j -0.000413585-0.00621602j 0.00120167-0.00568962j 0.00366564+0.00246934j -0.0216975-0.00754993j -0.0162111-0.0122903j -0.0121363+0.0212555j -0.0121211+0.0122493j 0.00397915+0.00164072j 0.00740944-0.00159578j 0.00874445+0.000251559j 0.020246-0.0111284j 0.0138478+0.00692149j 0.00361096-0.017824j 0.00688273+0.00517638j 
0.0857971+0.0197087j -0.0529449+0.0590597j 0.0869176-0.126483j -0.158661+0.0582831j -0.267307-0.127548j 0.025993+0.0503381j -0.109688+0.0418124j -0.0158118+0.0281375j 0.0882365-0.173341j -0.00142726+0.0611527j 0.0467199-0.174306j 0.110618+0.0248574j -0.108036+0.108446j -0.0224804-0.0765529j -0.0147252+0.011547j 0.054994-0.038174j -0.0501607+0.0497479j 0.0885526+0.00819785j -0.050411+0.114509j 0.0967457-0.126535j 0.00671672-0.0389633j -0.0645989-0.055588j -0.0411385-0.0344991j 0.00675237-0.103026j -0.0295286+0.0343264j -0.109079+0.123082j -0.121273+0.0793067j -0.130834-0.00815788j 0.0286616-0.0367565j -0.0503703-0.089416j 0.0308771-0.0515005j 0.0714764+0.0115393j -0.0496465+0.00175743j 0.0430778-0.0818723j -0.0604612+0.0130722j -0.0101628-0.0527788j -0.00263704-0.00437544j 0.0133348-0.0213385j -0.0358792+0.0406739j 0.00531621+0.00892256j -0.0298556-0.00475234j 0.0220039+0.00340622j 0.0206524-0.0234229j 0.00118953-0.0149309j -0.00653425+0.010993j 0.00380118-0.0127811j 0.0209417+0.00305289j 0.0093253-0.00982404j -0.00252124+0.0049519j 0.0163467-0.0219856j -0.00299491-0.00282976j -0.0105166+0.00697078j -0.0141064+0.0103142j 0.00151139-0.00360631j -0.00102668-0.00314163j -0.00695227-0.00434614j -0.00576225+0.00255672j -0.0101055-0.00919349j -0.0173344+0.00685339j -0.0113547-0.00197863j 0.00481429-0.000811103j 0.00340205+0.00956332j 0.000809042+0.00662633j 0.0023658-0.00638011j 0.00196286-0.00927732j 0.00780521-0.0183208j 0.0124318+0.00303128j -0.00382004+0.0110324j 0.0138902-0.0050468j 0.0052028-0.00481414j 0.00600522-0.000536876j 0.0039467+0.00262517j 
0.141466-0.100949j 0.152721+0.14068j -0.0174935-0.162076j -0.0860482+0.00433828j 0.00853339-0.028849j -0.240637+0.0210916j -0.0202192-0.0138192j 0.0670912+0.0877593j 0.146602+0.0784478j 0.0492159+0.191171j 0.045211+0.124594j 0.0543421-0.115877j -0.0251363-0.0619098j 0.0969922-0.0742718j 0.0148006+0.0615325j 0.128836-0.0172916j -0.0899316-0.000147701j 0.0448185-0.0719595j -0.0393862-0.0115765j -0.000776446-0.0125517j 0.0383445+0.143367j -0.0685331+0.0695969j 0.0111337+0.12612j -0.025266+0.0401711j 0.0765394+0.0339939j 0.0155695+0.0265412j 0.0182333+0.0900479j -0.160741+0.0251255j -0.0145565-0.130454j -0.139379-0.0120803j -0.0128416-0.112308j -0.0197068+0.059247j -0.0129573-0.0844488j 0.10068-0.00777549j -0.0265359-0.0318092j 0.069216-0.0557365j -0.0151444+0.0186297j 0.0467759+0.039252j 0.0072821-0.00756341j 0.0323823-0.0264232j 0.00489314-0.00837298j 0.0151496+0.0182409j 0.00256632-0.00667162j 0.00770889-0.0173924j -0.00468025-0.000212217j 0.00880893+0.0104732j 0.00629323+0.0284356j -0.0102377+0.0238448j 0.0158454+0.00184682j 0.00440516+0.0123538j -0.000842228-0.0124904j -0.00915145+0.025282j 6.61674e-05-0.0171706j -0.00450685+0.00432139j 0.0115719-0.00269706j 0.0180196-0.00685841j 0.00170662+8.32286e-05j 0.00389327+0.0063115j 0.00405041-0.00702835j -0.00258136-0.000758048j -0.0146392-0.00526302j 0.0148652-0.0042726j 0.0044571+0.015139j 0.0168185-0.0121913j 0.000291899-0.0194086j -0.017379-0.00234529j 0.00433568-0.0143026j -0.0299647+0.00513796j 0.0283224+0.0115322j -0.000674045+0.0241769j -0.0101685-0.0194803j 0.0242764+0.0075812j 
-0.104234+0.0427413j -0.0182214-0.0551917j -0.0134941+0.0883145j 0.125589+0.0936462j -0.0564793+0.289865j -0.0990485-0.0170805j -0.0306661+0.0536367j -0.0659455+0.033503j 0.0661795-0.0848367j 0.0174027-0.036069j 0.0730361-0.12469j 0.0471171+0.0809905j -0.0896657-0.00373068j -0.0563839+0.0429924j 0.0208006-0.0362515j 0.0217012+0.0151896j -0.0518853+0.022332j 0.0658597+0.0563233j -0.060703+0.0331573j 0.048338+0.00813043j -0.0224308+0.0207513j 0.0394728-0.0313571j 0.0297318-0.0515465j 0.0508271-0.0396697j -0.0694118-0.018688j 0.0367568-0.0419473j -0.0581245-0.0278246j 0.0654249-0.0394349j -0.0408825+0.0331261j 0.0383325+0.0373001j -0.0315742-0.00154201j -0.104693-0.10142j -0.0423767+0.076603j -0.0613551+0.0117666j -0.0550022+0.074549j 0.0156268+0.0367843j 0.0402082+0.0161538j 0.000486936+0.0081184j -0.00543658+0.00914028j -0.0118872+0.00872031j 0.00659668+0.0154686j -0.00217796-0.016211j 0.00192931-0.012583j 0.0164866+0.00294651j -0.0181611+0.00848845j -0.0179992-0.00249097j 0.00306149-0.0167757j 0.00890001-0.0146985j -0.00362687-0.00740578j -0.0254482+0.00766803j 0.00579623-0.0105777j -0.0193071+0.0111589j -0.00805419+0.0137577j -0.00018241+0.0104282j 0.000192659+0.0150741j 0.00546207+0.0265379j 0.00413733+0.00539107j 0.0131465+0.00820868j -0.000843526-0.0108381j -0.00997221-0.00558052j 0.0225335-0.0124265j -0.00246216+0.0227679j -0.000362284+0.00500471j -0.0123133+0.00575234j 0.0120245+0.00588199j 0.0188798+0.00151003j -0.000632767+0.0123885j -0.0160438-0.0101893j 0.00169078+0.00432512j -0.00423446+0.0104825j -0.0227895-0.00633155j -0.00766383-0.00849226j 
-0.00245829-0.0953778j 0.105898-0.0483228j 0.0694481-0.0639621j 0.0369752+0.0464627j 0.164086+0.120159j -0.250652-0.0222347j 0.0190417-0.0556334j 0.252663-0.0295443j -0.0775325-0.124962j -0.0428561-0.0408763j 0.0598735-0.108746j 0.0192784+0.0586171j 0.00362775+0.076316j -0.146914+0.0974289j 0.078962+0.00565039j -0.0292061-0.100242j -0.0683475-0.0458188j 0.0568631+0.0106381j -0.0177611+0.0398039j 0.00409161-0.0248633j -0.077457-0.0815966j 0.0454558-0.0315843j -0.0307727-0.0237543j 0.0275638-0.0724414j -0.0351718-0.0068565j -0.00846093+0.000951514j -0.0201876+0.0629543j -0.00843358+0.0659702j -0.05441+0.0267511j -0.0314422+0.0534266j -0.0802424-0.00108965j 0.00289982-0.00713673j 0.0301205-0.00699845j 0.073061-0.0266272j 0.0619901+0.0273869j 0.0899941-0.0335407j -0.0208248+0.0230138j 0.0716195+0.00798039j -0.00954574+0.0397041j -0.00731414+0.00154759j -0.0133738+0.00235603j 0.0178997-0.0123029j -0.00261847+0.00872856j 0.00514732+0.0151868j -0.00662437+0.00612587j 0.010716+0.0137522j -0.0127154-0.0107125j -0.000792122-0.000560455j -0.0168381-0.00119527j 0.00483951+0.00851819j -0.0133323-0.00182863j 0.00197287+0.00657297j 0.0115992-0.00212239j 0.00182894+0.00467568j 0.000152448-0.000279948j -0.00791626-0.00209179j 0.00478978-0.0115148j 0.0129397-0.00898291j -0.00689947+0.00745191j -0.00516416+0.00115981j -0.000457739-0.00203709j 0.0146974+0.0078892j 0.00228437+0.00838334j 0.0137458+0.00387588j -0.00893631-0.00633001j -0.00657582-0.010666j 0.00142164-0.00423314j -0.0111836+0.0136724j 0.0250257-0.00921287j 0.00969011+0.00479776j 0.000432639-0.0187983j 0.0279325+0.00571213j 
-0.0939134+0.0682719j -0.00812167-0.107407j 0.0646818+0.0908124j -0.0323303+0.0109512j -0.157437+0.00293027j -0.0972207-0.209207j 0.0243048+0.244346j -0.110977+0.07883j 0.0159008+0.0723845j 0.132627-0.00850085j 0.0550731+0.0712169j 0.106826+0.0778877j -0.0934809-0.108916j -0.01703-0.0668469j 0.0027534+0.00374j 0.0329235+0.0559385j -0.00165174-0.00793815j -0.0502788+0.0641485j 0.0283224-0.0536476j 0.0194939-0.0578854j 0.0214471-0.0239654j 0.0576743+0.000776029j -0.0249464-0.08415j -0.0106501+0.00442754j -0.0522498-0.0637049j -0.0147979+0.0360153j -0.0170568-0.108828j -0.00792806-0.00782152j -0.0297183+0.0433668j 0.0513917-0.0066545j -0.0329553+0.0399241j -0.0110704-0.00248956j -0.0685397+0.0412391j 0.0166424-0.00122366j 0.00517878+0.0120616j 0.00300584+0.125201j -0.00559068-0.00996747j 0.0155701+0.0437021j -0.018973-0.0289585j -0.00728742-0.0144713j -0.00379003-0.0432688j -0.002098+0.0222281j -0.00266044+0.0102084j -0.0106678-0.00140573j 0.0116691-0.0244066j 0.0081698+0.00664209j 0.0051417-0.0128316j 0.00126545+0.00941094j 0.00148928-0.0142526j 0.000973816+0.0053662j -0.00022788-0.00628661j -0.0023909+0.0144725j 0.00870976+0.000673517j -0.0013457-0.0127139j -0.00248352+0.00655608j 0.00926951-0.00497493j 0.00404525-0.0152588j -0.00110048+0.00138041j 0.00638999-0.00462288j -0.0101627+0.00563969j 0.0112582-0.00626178j 0.00173129+0.00725155j 0.0122118-0.00574223j -0.00429959-0.000773526j 0.00796582+0.00240203j -0.00139883-0.00223723j -0.00773494-0.0125575j 0.00755868-0.0180485j -0.00577157+0.00507349j 0.0186677-0.00823173j -0.0164553-0.00701059j 0.00736004-0.0162985j 
0.00171715+0.0672343j -0.0342247+0.0642967j -0.00625606-0.0738374j -0.0288997+0.0222116j -0.100023-0.221728j 0.0614408+0.206604j 0.0165605-0.162042j 0.0356872-0.135675j 0.0782722+0.0555754j -0.0352014-0.0232521j -0.0148074-0.030213j -0.0200977+0.017171j 0.00801801-0.0105529j -0.0313883-0.00810531j -0.00802149-0.0634644j 0.0217977+0.00408517j 0.0470309+0.0139048j -0.0206884+0.023043j -0.0112605-0.023979j 0.0258457+0.0145824j 0.0296639-0.0163783j 0.0238237-0.0720889j 0.013293+0.0114145j 0.00704574-0.0215284j -0.00962+0.0235862j 0.02582-0.0394175j -0.0122984-0.0526162j 0.0123963-0.101417j 0.0476395-0.0624836j -0.0371948-0.038859j -0.0549857-0.0239544j -0.0275305+0.0282579j -0.0491991-0.00193588j -0.0117698-0.0331228j 0.0191777-0.00642752j -0.0204943-0.0665184j 0.00402633-0.0393875j 0.00767313-0.00904494j 0.0338667+0.00581492j 0.00189097+0.00219381j 0.0190751-0.00436543j -0.00757332-0.00121073j -0.0109027-0.000452244j -0.000389863-0.00392115j 0.0248668+0.0168062j -0.00653575+0.0106997j 0.00538641+0.000431833j -0.0101493-0.00334188j 0.00411-0.00100212j -0.00801841+0.00650399j 0.00151797-0.0140393j 0.00419094+0.00383538j -0.00614997+0.00141231j 0.00161208+0.00531427j 0.00657646-0.00210179j 0.0141358-0.00170204j 0.011396+0.00281047j 0.0167211+0.00366662j 0.00455479-0.00520029j -0.00542209-0.000698713j 0.00467582-0.00382004j 0.00662841+0.00862016j -0.00152781+0.0026535j 0.0089651-0.00207143j 0.0171399-0.0122592j 0.00254624+0.00366202j -0.0143254+0.00865774j -0.0164367-0.0111886j -0.00601997+0.0214279j -0.00976778+0.0103515j -0.00894815-0.00051925j 0.0120548-0.00201282j 
0.0186818-0.0858154j -0.111394+0.11939j 0.133551+0.010164j -0.0548942-0.162239j -0.02072-0.0390716j 0.0256405+0.0288677j -0.12804-0.0294192j -0.0487442-0.156269j 0.00557887+0.0473088j 0.01933+0.0132679j -0.0732895-0.00111397j -0.0407194-0.00216759j -0.0136611-0.00797668j -0.0117249+0.0245077j 0.0227673+0.0101098j -0.00475475-0.0359561j -0.0365103+0.0186105j -0.0152023-0.0181131j 0.0068605+0.0384071j -0.00632657+0.0161426j -0.00361995+0.0718226j -0.0305344+0.0845292j 0.0254409+0.0425848j -0.0387332+0.0372671j 0.0400786+0.00588682j -0.0137036+0.000357691j 0.00390338+0.103111j 0.0166025+0.0358324j 0.0266922-0.0350113j 0.0690549-0.0386368j 0.0922468-0.044748j -0.0499988+0.0316012j 0.000696724-0.0274126j -0.0377011+0.0520055j 0.0100794+0.0385162j 0.0359763-0.0107245j 0.0453991-0.0186393j 0.02376+0.0171129j -0.0145863+0.0252784j -0.0145192-0.00122903j -0.0152607+0.0146592j -0.00253234+0.00571252j 0.00934034-0.00908367j -0.00950795+0.0122273j -0.0238083+0.001898j -0.000565701-0.00509832j 0.00406602-0.00107494j 0.0217701-0.000627564j -0.000529316-0.00365703j 0.00176412+0.00475063j 0.00243108+0.003725j -0.0132809+0.00592095j -0.00865047+0.00608396j 0.000302135+0.00445804j -0.00826584+0.00637377j -0.00153035+0.0132084j -0.00414732+0.00830266j -0.0125035+0.00512601j 0.00577843-0.00368937j 0.00936317-0.00865402j -0.00783551+0.00767405j -0.0024075-0.00945557j -0.000806508+0.0037409j -0.0152164-0.000603711j -0.00699399+0.00288986j 0.0141128-0.00190561j 0.0146812+0.000285153j 0.010384+0.0152526j -0.0187167-0.00852077j -0.00534224-0.000104882j -0.0109698+0.0179065j -0.0334617+0.0094884j 
