0.0915105+0.0450084j 0.156448-0.000429535j 0.126771+0.140528j 0.0244778-0.00175637j 0.0657442+0.0732847j 0.0242032+0.050786j 0.0503432-0.0836907j -0.00200783-0.0481182j -0.0362063+0.0761208j -0.0708297+0.087634j -0.106137+0.0319916j 0.0405269+0.0120322j 0.0308558-0.0754589j -0.0151102+0.00564867j -0.049364-0.00224536j 0.0503534-0.0925613j 0.199014-0.216586j 0.0785198+0.0186294j -0.266546-0.0122447j 0.0991976-0.087761j 0.00543623+0.13157j -0.114864+0.235978j -0.100793+0.0538593j 0.0454599+0.16241j -0.0481702-0.0462006j 0.149941+0.0376657j -0.0422109-0.13604j 0.0953558-0.117219j 0.284995+0.39697j -0.0154088-0.0841558j -0.155173+0.0037775j 0.0498214-0.00249218j -0.00486426+0.0239314j -0.0139678-0.0110256j 0.0456264-0.0275585j -0.033015+0.0171937j -0.0173642+0.037508j 0.0144595+0.010472j 0.0230515-0.00563033j 0.0431427-0.00218109j -0.0176441+0.00823444j -0.00903623+0.0222442j -0.00700597-0.00626695j 0.0232912-0.0240122j -0.0341281+0.00768996j -0.0248852-0.00802764j 0.00610488+0.00500909j -0.00402805-0.0210277j 0.00128831-0.00385926j -0.0269493-0.038231j 0.0578948+0.037468j -0.0211371-0.0411724j -0.0222203+0.00847392j 0.0156953+0.00328641j -0.0249528-0.0149179j 0.0363074-0.0195815j 0.0292099+0.0116001j 0.0509233+0.010682j -0.0873645+0.05103j 0.0352639+0.0223498j 0.00702537-0.104212j -0.0305495+0.063879j 0.00626891-0.0190888j 0.0485702-0.0274708j -0.0300225+0.0219442j 0.084934-0.00147929j -0.0523935+0.0814569j 0.132241+0.0787647j 0.072114+0.15887j 
0.00491227+0.00114732j 0.00208229-0.00430053j -0.00793374+0.00429235j -0.0143095+0.00174569j 0.00743799+0.0147961j -0.00312477+0.00784079j -0.00206691-0.00404459j 0.0103552+0.000516416j 0.00724094-0.000828572j -0.0157552+0.00936729j 0.0107264+0.0139592j 0.00990009+0.0101081j -0.0135573-0.00559068j -0.000921039+0.00362217j 0.00850202-0.00973679j -0.00991713+0.00425575j 0.0156816+0.00377656j 0.00866989+0.0057759j -0.0169974+0.00742868j -0.00479544+0.010786j 0.0111624+0.00239663j 0.0102709+0.0076385j 0.0060786-0.00317089j 0.000179561+0.00471695j 0.00324951-0.00222326j -0.00250245+0.0146386j 0.000220009-0.00541282j -0.000829943+0.00184548j 0.00166034-0.00395222j -0.00502885+0.00188708j -0.00268842+0.00145129j 0.00860141+0.00742622j -0.000612364-0.000473699j -0.00522426+0.00294384j 0.00960634-0.00640378j -0.00531278-0.0148211j 0.00307034+0.00779609j 0.000585486-0.0111552j -0.0111412+0.00675055j 0.000136503-0.00932221j 0.00184019+0.0110089j -0.0113537-0.0174019j -0.00277543-0.0146234j 0.0082792+0.00625516j 0.0127606-0.00829555j 0.0244919-0.0207896j 0.0129516+0.00383308j 0.0142193+0.00500707j 0.0168324+0.00188739j 0.0117846+0.00674657j 0.00591419+0.0139623j -0.00494031+0.0105432j 0.00641904-0.00132205j 0.00884939+0.000143665j -0.00187334+0.0059824j 0.0138945+0.010475j -0.000860481+0.000815388j 0.00456294-0.00484244j 9.28696e-05-0.000756398j -0.00453664-0.005901j 0.00298048+0.00733834j -0.00909294-0.0056251j -0.00188265+0.0065879j -0.00358664-0.00459884j -0.00253459-0.006716j -0.00221469+0.00456868j 0.00334332+0.00192172j 0.00140573+0.0026892j 0.00226972+0.00254809j 
0.0035385-0.0115365j 0.00881508-0.00171948j 0.00753802-0.00641351j -0.0125686-0.00701099j -0.00710355+0.00643242j -0.00585512+0.0179819j 0.00559555-0.0115509j 0.0194575+0.00827511j -0.00409462-0.00646577j 0.0190418+0.00263493j -0.0122276-0.00558322j 0.00958122+0.00703444j -0.0141357+0.00713704j 0.0096069-0.0128329j 0.0145829-0.0156837j 0.0101034+0.00185632j -0.00772772+0.0129892j -0.00209487-0.00912704j 0.00994982+0.0105765j -0.000700147-0.00105668j -0.0108156+0.00296154j -0.00345065-0.00220493j 0.00537065-0.00595702j -0.00126742-0.00440125j 0.00412107-0.000977117j 0.00650949+0.00198724j -0.00203775+0.00135113j 0.000703933-0.00779571j 0.00320025+0.0033903j 0.0115908-0.00506634j 6.20984e-05-0.00583002j -0.00229965+0.0036943j 0.0109819-0.00196093j -0.0190299+0.00247564j 0.00554072-0.000676617j 0.0159136+0.00197556j -0.00835717+0.00645086j 0.0147113-0.00737263j 0.00719268-0.000968229j 0.0133666+0.0214633j -0.0110202-0.00324553j -0.030913+0.0157367j -0.0103989+0.00191857j 0.0165624+0.0205051j 0.00469994-0.00961393j 0.014583-0.0327968j -0.0260463-0.0115542j -0.00288644+0.0160125j -0.010583-0.00198803j 0.0165074+0.000840334j -0.00909309-0.0112727j 0.00875771-0.00543953j -0.0140283-0.00392737j -0.0124151+0.0135507j 0.0122004+0.0027166j -0.00616397-0.0115939j 0.00305727+0.00314062j 0.0126977-0.0050716j -0.00390927-0.00559028j -0.00177557+0.00700242j -0.0174708-0.00425347j -0.0127026+0.00333915j -0.00248432+0.00452967j -0.00518561+0.000121815j -0.00160715-0.00153823j -0.00272242+0.000980758j 0.00520559+0.00123174j 0.00932881+0.00349969j 0.0028936+0.000159511j 
0.00238752-0.000561098j -0.00473846-0.00322627j -0.010147+0.0110999j -0.00200807+0.00437872j 0.00784694-0.00658981j -0.00566448-0.00727328j 0.00576606-0.00347153j 0.00999073-0.00230568j 0.005147+0.00761147j -0.00124623+0.00483334j 0.00217732+0.0217982j 0.00725089-0.00112264j -0.0076238-0.00644917j -0.0145709+0.0154448j -0.000379145-0.00112504j 0.00373176+0.000660281j 0.00788935-0.01042j -0.00151034+0.0101624j -0.00849317+0.00173504j 0.00198088+0.00974831j 0.00177802+0.000899277j -0.00562295+0.0043718j 0.00323195+0.00245412j -0.00887727-0.00151405j -0.00619297+0.000666911j -0.00162392+0.00432278j -0.000523486-0.00319132j 0.00100794+0.00534057j -0.0011784-0.00145718j -0.00424956-0.00296174j -0.00249715-0.00671231j -0.00367189-0.009201j 0.00642091+0.00362262j -0.00526835-0.00408679j -0.0045494+0.0139265j -0.00039773-0.011268j -0.0166805+0.00587118j 0.00919796-0.00383284j 0.00438736-0.0335944j 0.0107698-0.0168518j 0.0201071+0.00862323j -0.0237172+0.00866107j 0.0058096+0.0334785j 0.00792899+0.00398499j 0.015428-0.00324327j -0.00911015-0.0145623j -0.0181378-0.0302358j -0.0162559+0.00551953j 0.00854323+0.0228392j -0.00600953+0.0106477j 0.0180108-0.0262769j 0.0168045-0.0269374j -0.0312812-0.0262287j -0.00897632+0.00540491j 0.0103424+0.0251159j -0.0186071-0.0210216j 0.00961982-0.00839054j 0.0154064+0.00581293j 0.00855541+0.0070262j 0.0117171+0.0232719j 0.00933351-0.0004756j 0.000605741-0.00590629j -0.00628526+0.000605556j -0.00265248+0.00778115j 0.00203567+0.00778465j 0.00216048-0.00871576j 0.00663241+0.00231201j -0.00343987+0.00200958j 0.00233704-0.00131188j 
0.000751433-0.00932531j 0.0034605+0.00937684j -0.00137401-0.0210112j -0.0135757-0.0102899j -0.0146297+0.00506197j -0.00742303-0.00168737j -0.00195059+0.0115729j -0.0051668+0.0111091j -0.000202955-0.0104539j -0.00281987-0.000444987j -0.0116077+0.00691261j -0.00941695+0.00945988j -0.010852-0.0183846j 0.00524681+0.0086174j -0.00302993+0.0175477j 0.0017095+0.00318161j 0.000820915+0.00204669j -0.00146262-0.0123556j -0.012697-0.00112099j 0.00638588-0.00388241j 0.00610927-0.00408957j 0.00452704-0.00330096j -0.00525049-0.00727569j 0.0102219+0.00115052j 0.00847462-0.00372997j 0.00423118-0.00371957j -0.00228377+0.00114445j -0.000209758-0.00449648j -0.00290265+0.00648494j 0.00772104-0.00293052j -0.00319846+0.00438238j 0.0082911+0.00583521j 0.00296809-0.00164752j -0.0174289+0.00760762j -0.00611363+0.00508407j -0.00755384-0.000647844j 0.00206246+0.00126219j 0.0164659-0.0106084j -0.00525384-0.0103949j 0.00673605-8.47831e-05j 0.00630155+0.000993147j -0.0156066+0.0129405j -0.00595982+0.0164717j 0.00705365+0.0101891j -0.00535608-0.00733697j -0.00353617-0.0155635j -0.0191263-0.0181603j 0.011269+0.00351138j -0.00177365-0.0125523j 0.0111218-0.00583265j -0.0022317+0.00360365j 0.011569+0.000241227j -0.000698759+0.00471405j 0.00412593+0.00265043j 0.00170055+0.00610843j 0.000557932-0.0070295j -0.00550562+0.00284079j 0.00819956-0.00967325j -0.00495419-0.00809277j 0.0126092+0.0118925j -0.00749878-0.00370127j -0.0208335+0.00330598j -0.000550805-0.00776166j -0.00576305+0.00523405j -0.00448894-0.00124327j 0.00103771+0.00514241j -0.0055243+0.000342669j 0.00489445-0.000342492j 0.00368262+0.00208243j 
0.00501314-0.00260677j -0.00488833-0.00479415j -0.0114404-0.00310773j -0.00259262+0.00235742j -0.000318966-0.00723609j 0.00200209-0.00384153j 0.0173392+0.00513133j 0.0186209+0.027808j -0.00804026+0.00465671j -0.0108396+0.0284716j -0.0080876-0.00387836j 0.00121288+0.00951599j -0.0012595+0.0175666j 0.0232343-0.00125321j -0.00434974+0.00968536j -0.0132965+0.00990613j -0.000396583+0.00782808j -0.00610004-0.0098146j 0.0115056+0.00992203j 0.00284643+0.00104209j 0.00278877-0.00622286j 0.00196881-0.000607017j 0.00495119+0.00826272j -0.0035012-0.00468232j 0.00260118+0.00825495j -0.00519165-0.00522379j 0.00225491-0.00685378j -0.00158444+0.00636459j -0.00639692-0.000233378j -0.00849017-0.00121713j -0.00918332+0.00825279j -0.000697866+0.00040968j -0.00671458+0.00335574j 0.0077397+0.0012802j 0.00371305-0.00508167j -0.00421063+0.00968267j 0.000465758-0.00937803j 0.00154585+0.00592337j 0.00166697-0.0236775j -0.00294496-0.00015715j 0.0029624+0.00488136j 0.0203787-0.00290157j -0.00199405+0.0119941j -0.0116978+0.00158092j -0.0174236-0.00154728j -0.00824165+0.0217749j 0.0170062-0.000619408j 0.0138383+0.00489193j 0.00866648-0.00979304j 0.000905794-0.00892616j -0.00957838+0.0150632j -0.0101147+0.00358551j 0.00395152-0.000288229j 0.00923384-0.00174411j 0.00226836+0.00271931j 0.00600719+0.00498596j 0.00174088+0.00128967j -0.00450918+0.00395533j -0.00462492-0.00328455j 0.00771779-0.00179628j 0.0114661-0.00200023j 0.00301988+0.000461389j 0.00307268+0.000165168j 0.00153156-0.00382349j -0.00135831-0.000450235j 0.00317748+0.00016786j 0.000843887-0.00630935j -0.00989105-0.000279251j -0.000153675+0.000334752j 
-0.00491884-0.000422235j 0.00328524+0.00300954j 0.00986434+0.0141378j 0.00102939-0.00964846j 0.014877+0.00736371j -0.0101699-0.0162406j -0.0102938+0.00269324j 0.00154443-0.00227774j 0.0120144+0.000502196j 0.00862717+0.00699865j -0.00488532+0.000857018j 0.0032019+0.00805024j -0.00529363-0.00670521j -0.014264+0.00339988j 0.00912679+0.0042764j 0.000684755+0.00530957j -0.000650342-0.0102197j 0.000685712+0.00696019j 0.000735264+0.0031498j -0.00290103+0.00762431j 0.00175882-0.00153607j -0.00866423+0.0070983j -0.00444159-0.00134571j 0.00426887+0.00324499j 0.000256663-0.00349448j -0.00198354+0.00211027j 0.00176336+0.00677046j -0.00132268-0.00360879j 0.00186688-0.00620447j -0.00183417-0.00673593j -0.0112521-0.00392803j 1.85712e-05-2.8798e-05j 0.00357405-0.00261098j -0.00841232-0.000772416j 0.00730787-0.00662151j 0.0154968+0.00943479j -0.0210468+0.00153478j -0.013985+0.00243763j 0.0384284-0.0119843j 0.0119631+0.0437122j -0.0227994+0.00762264j 0.0135336+0.0186777j -0.0141596+0.00939712j -0.0273256+0.0222236j -0.0288245-0.00133515j -0.00795337+0.0265814j 0.0108779+0.00930072j -0.0137937+0.0252976j -0.0145184+0.000274008j 0.00625019-0.0102859j -0.030301+0.00805522j -0.0180509-0.0187082j -0.00692994-0.00756346j 0.00229104+0.000487484j 0.0113938-0.000915746j 0.0155144+0.0009284j 0.0098998-1.33133e-05j -0.00800203+0.00661753j -0.00424081-0.0184577j -0.00283379+0.00539967j 0.00920177-0.00664813j 0.00823246+0.00416785j 0.000926666+0.000385177j -0.00369321+0.0037646j 0.00392562-1.9929e-05j -0.004895-0.00117264j 0.00824101-0.00206565j -0.00720522+0.0032851j -0.000728189-0.00102541j 
-0.00218595+0.00929308j 0.0113674-0.00180631j 0.0154315+0.0111002j 0.00154724-0.0158721j 0.0264206-1.28518e-05j 0.00129+0.000829739j -0.00897403-0.0146541j -0.00154148-0.00127129j -0.000281585-0.0062647j 0.00979328+0.0152949j -0.00488196-0.0127495j 0.0141918+0.00101907j 0.00513251+0.0070955j 0.0150343-0.00344132j 0.001543+0.00702859j -0.00742952-0.000796081j -0.00613828+0.00234651j 0.00391389-0.000887853j -0.00176918-0.00748839j -0.00496402-0.00330917j -0.00545045+0.0057394j 0.000943937-0.00381569j 0.00484371+0.000926389j 0.00112785+0.00230841j -0.00220915-0.00536694j -0.00484975+0.00438792j -0.000673573+0.00186558j 0.00282983+0.0015853j 0.00191587-0.00222241j -0.000706122+0.00683425j 0.00176344+0.0016812j -0.00734377-0.0082555j -0.01409+0.00104205j 0.0211124-0.0114837j -0.0150871+0.0233893j -0.0166668-0.00815865j 0.0264208-0.00173119j -0.0239213-0.0113389j -0.0314695-0.00184994j -0.0292594-0.0473074j 0.0117779-0.011707j 0.0240828-0.0315093j 0.0197242-0.0027025j -0.0124505-0.0219106j 0.0195462+0.0197156j -0.0173092+0.00549329j 0.03011+0.0180144j 0.00803831-0.0265227j 0.00717381+0.00962768j -0.00997799+0.00993538j 0.0289182-0.000914497j -0.00513643-0.00323687j 0.00739273-0.0137615j -0.00579585-0.0101162j -0.0165653+0.00445181j -0.00478856+0.00599286j -0.00162961-0.0121879j -0.00564978+0.013653j 0.00492701+0.00491518j 0.0125981+0.00636848j -0.000167003+0.0072421j 0.0150126-0.00664434j -0.00505268-0.00275036j 0.000816034+0.00361762j 0.00509742+0.00912002j 0.00130873-0.00603365j -0.00372052-0.00288155j 0.00558818+0.00116763j -0.00969577+0.0006867j 
0.00369494+0.00228426j -0.00180593-0.00437682j -0.00395377+0.0250791j 0.0159112+0.00360812j 0.0106158-0.00793414j -0.0125762-0.0139403j -0.00257737-0.00397609j -0.0125084+0.00181244j 0.0014478+0.0110166j 0.0126181+0.0148628j 0.00314627-0.00414581j 0.00909545-0.00889694j 0.00379824+0.0147938j 0.00766926+0.00396557j 4.1978e-05+0.00481973j -0.00966433+0.00105445j -0.0111795-0.00544068j -0.00728139+0.00993101j 0.00336392-0.0124221j -0.00996434-0.00290393j -0.00747821-0.00488552j -0.00447984+0.0011443j 0.000218549+0.00440828j 0.00178073+0.000734047j 0.00257038+0.000926558j -0.00493686-0.00236344j 0.00589931-0.00138291j -0.00497162+0.00447532j -0.00322969-0.0059484j -0.00287527-0.00468019j -0.00209579+0.00726997j 0.0279556+0.0152034j 0.00900837+0.00254756j -0.0260713+0.0139874j 0.020291-0.0191164j -0.00437044-0.0183149j -0.00907341+0.0135783j 0.00905145-0.0110659j -0.0190619+0.00614312j 0.0167153+0.00590239j 0.00704651+0.0167199j -0.0376866+0.00900682j 0.000886257-0.00425108j 0.0297736+0.0260381j 0.00206855-0.0175664j 0.036157-0.0307125j -0.0233295-0.0199222j 0.0109051+0.0128879j 0.0107114-0.003375j 0.0124003+0.00257166j -0.00325255+0.0120933j 0.00497034+0.0192999j -0.00780323+0.0144843j 0.0109579+0.00357201j 0.000443835+0.0102785j 0.00585806-0.00794812j -0.00112574+0.0101945j 0.0147444-0.0184801j -0.00317606+0.00888534j -0.00961295-0.00351442j 0.00355099+0.00373948j -0.0254587-0.00317523j -0.000705066+0.0016651j 0.00315069-0.00310911j -0.00323326-0.00654442j -0.00265092+0.00345252j -0.000962+0.00859204j -0.0044417+0.0034582j 0.00840215-0.0018007j 
-0.0164175+0.0123386j 0.00546832+0.00159332j -0.009829-0.00412129j 0.0133503+0.0157805j -0.0124658-0.00494498j 0.00789351-0.00343202j 0.00178889+0.00224415j -0.00467911-0.00331946j 0.00362751+0.00905274j 0.00778447-0.0180764j -0.00224392-0.00160204j -0.0103538-0.0119446j 0.00683063+0.00828882j -0.00287302-0.0070985j -0.00139137-0.0106588j 0.00239121+0.00224065j -0.0040319+0.00588519j -0.00315143-0.00137598j 0.0094372-0.00101609j -0.00512142-0.00636622j -0.00314502+0.000308057j 0.00127898-0.00172197j -0.00057323-0.00263908j -0.00179387-0.0022788j 0.00532899+0.000367856j 0.00275757-0.000827795j -0.00092468+0.00160354j -0.00098067-0.0018801j -0.0063025-0.00153371j -0.0102375+0.0113038j -0.00322001+0.00650984j 0.0232752+0.00665404j 0.000941215-0.00467545j -0.00485716+0.0167532j -0.00108976+0.011186j -0.0312932-0.0227548j 0.00301342+0.0150747j -0.00969238-0.017527j 0.00488106-0.0304462j 0.00412935-0.0255324j 0.0119697+0.0354535j 0.0133512-0.0127479j -0.015058+0.0181534j -0.0104001+0.00732527j 0.00533838-0.0108627j -0.00344734+0.0117411j 0.0125666-0.00823363j 0.00129823+0.00679319j 0.0214474+0.0067271j 0.00789067+0.0130259j 0.0157143+0.0137454j 0.00458991-0.0109539j 0.00993356-0.0153323j 0.0238299-0.0073516j -0.00799549+0.0152338j 0.0232183+0.00822848j -0.00193216-0.00770329j 0.0056482-0.00191666j 0.0116912-0.0171899j -0.00030912+0.0121024j 0.0145496+0.00353749j -0.0055043-0.0126049j 0.00178512-0.0114909j -0.00710527+0.00512186j 0.00140654-0.00669908j -0.00411432+0.0128152j -0.00445839+0.00960385j -0.0101851-0.000937323j -0.00283976-0.00083645j 
-0.0128282+0.00104338j -0.000547239+0.0119216j -0.00482777+0.00760491j 0.0150946+0.0146309j 0.00467135-0.00555285j -0.00807945+0.0108769j 0.0148549+0.00563336j -0.00193574+0.00167778j 0.00628163+0.00175192j 0.00800747+0.0188478j -0.00772016+0.00755014j 0.0127146-0.000626461j -0.00127121+0.00416045j 0.00191168-0.00141631j 0.000747552-0.0064067j -0.00402509+0.00597703j 0.00862033-0.00378798j -0.00167485-0.000559931j 0.00335254-0.00238747j -0.00251697-0.00590101j -0.00884321+0.00232004j 0.000890528-0.00175813j 0.000530543+0.0016619j 0.00047915-0.00435558j -0.00617419-0.00316521j 0.00840004+0.00311237j -0.00061509-0.000367402j -0.000239253-0.00410959j 0.00449457+0.00308829j 0.0144531-0.00284274j 0.01108-0.0129672j -0.000365497-0.00218613j 0.0139484-0.00416946j -0.017266+0.0048339j -0.0085161+0.00810441j 0.00257874-0.0005201j -0.00517935+0.017251j -0.0230242+0.0185509j 0.0341752+0.0276341j 0.0101774+0.0364314j -0.031321+0.00420325j 0.0108442+0.00529635j -0.015124-0.0350791j -0.00121999+0.0109755j 0.00537056+0.00245766j 0.00700127+0.00803606j -0.0102082+0.0181598j -0.0178549-0.0111757j -0.0258168+0.00542788j 0.000690312+0.00492472j 0.00451163-0.0018886j -0.00996245+0.000210054j -0.00495466+0.0113526j -0.00234337-0.0103389j -0.00717087-0.0201837j 0.00656992-0.00329883j 0.000554376-0.00665774j -0.000962331+0.00455645j 0.00559348-0.0148608j -0.00802774-0.000366815j -0.0102056-0.00839042j 0.000964007+0.00353881j -0.000673934-0.00380043j -0.00534186+0.0123008j 0.002947-0.00121637j -0.00404495-0.000608287j -0.00258513+0.0118521j 0.00753639-0.00122315j 0.00442822-0.00329645j 
0.0147449+0.000226994j 0.0251627-0.0251081j -0.0094146+0.0102328j 1.49991e-06+0.019372j -0.00814513-0.00911119j -0.0101041-0.0111907j 0.0117917+0.0119105j 0.0066233+0.00904491j 0.00527695-0.00634596j 0.0201423-0.00103502j -0.00207311+0.00841814j -0.00462368-0.0165098j -0.00895665+0.0130774j 0.0156322+0.00171162j -0.00553216+0.00123765j 0.00392686+0.0056389j -0.0105266+0.00494126j -0.00485255-0.00728135j -0.00490745+0.00309911j 0.000820395-0.00150344j 0.00949909-0.0144001j 0.00588867-0.00399179j 8.98566e-05+0.00194023j 0.000728978+0.00212839j 0.0104411+0.000888157j 0.00116694+0.00138194j -0.00286011-0.00125349j 0.00149014-0.00600734j -0.00277763-0.000300069j 0.0039544-0.00670485j -0.00983597-0.0108294j 0.0051287-0.0108802j 0.0144804-0.00227775j 0.0237543-0.0103655j -0.00352796-0.0102187j 0.000876332-0.0140734j -0.00870303+0.00447099j -0.00474736+0.00645738j 0.0232072+0.0146192j 0.0127934-0.0215935j 0.013456-0.0106268j 0.00601934-0.00144074j 0.0236455-0.00657232j -0.00211519-0.00880974j 0.0150446+0.00426166j 0.00175446+0.0321836j -0.00491167-0.00863936j -0.027694-0.00175339j 0.0117196+0.0150743j -0.00953689+0.014657j 0.00829844-0.0151192j 0.0031526-0.00193437j 0.00745466+0.00335507j -0.00201521-0.00348877j -0.00405835+0.00900053j -0.00307064-0.00200036j -0.00660884-0.00362238j 0.0130937+0.00955897j 0.0158663+0.00943379j -0.00923908-0.017176j 0.00867296-0.00274682j 0.0167009-0.0102784j 0.0104598+0.0131877j -0.00446347+0.000440387j 0.00763898+0.000151004j -0.00522866-0.00601337j 0.000219623-0.0017536j 0.00193272+0.00340622j -0.00322069-0.00358893j 
0.0016171+0.0198106j 0.0145701+0.00158975j 0.0113538-0.000524519j 0.00384574+0.00938853j -0.00579346-0.000830407j 1.52725e-05-0.00283j 0.00595697+0.0150862j 0.0052565-0.01058j 0.00459565-0.00762268j 0.00856804-0.00762316j 0.00505499+0.0130705j 0.00323757-0.0062597j 0.00192527+0.0125662j 0.00261041-0.00476222j -0.00341802-0.00534671j 0.00564558+0.00127663j 0.00153608-0.00143575j 0.0032801+0.000882202j 0.00243483-0.00131221j 0.0059276-0.000118753j 0.00431377-0.000603639j 0.00357219-0.00165018j -0.00620185+0.00066209j 0.00562767+0.00139168j -0.00244814-0.000916905j -0.000971662-0.00051235j 0.00460675+0.00181207j -0.00384205-0.00434247j 0.00672101-0.000669011j 0.00734346-0.0156718j -0.00261442+0.0142192j -0.0168426+0.0138552j -0.00220015+0.0170028j 0.0028141-0.0126603j -0.00305476+0.0174481j 0.00691416+0.0164923j 0.0173408-0.0188897j 0.005857+0.00363465j -0.0125935-0.0121884j -0.0237609+0.0129451j -0.00924139-0.0185148j 0.00858992+0.00483043j 0.0114788-0.00328111j -0.00514991-0.00330619j -0.002369+0.0107649j -0.00686003-0.0137926j 0.0131774+0.00588205j 0.0421237+0.000698455j 0.000508008-0.0201386j 0.00270085-0.0153935j -0.00323293+0.0134906j -0.0116516+0.0140495j 0.00256735-0.00345938j -0.00680589-0.000766675j 0.00119607-0.0115871j -0.00431405+0.00359759j -0.00243572+5.21287e-05j -0.0113419+0.00139115j -0.0141082+0.000340512j 0.0265679+0.00623282j -0.00812909+0.000549208j -0.00839132+0.00982029j -0.00996569-0.00233796j -0.00318685-0.00797176j -0.00479957+0.00642804j 0.00342312-0.00473287j 0.00254604-0.0139416j 0.00394306-0.00186234j -0.00256942-0.000407489j 
-0.0257227+0.0229148j 0.0133015+0.00481244j 0.00908231-0.00748137j -0.00217965+0.00273575j 0.0123731+0.00283696j -0.00721701+0.0167363j -0.000880437+0.00342131j 0.00481991-0.0135447j 0.00588958-0.00322788j 0.00551767-0.00363675j -0.00183565-0.00235176j 0.00217263+0.00555772j 0.000835084+0.00142769j -0.000441056-0.0101659j 0.0105141-0.0025014j -0.00328574+9.12908e-05j 0.0031422+0.00160989j 0.00419599+0.0018844j 0.00346366-0.000281965j 0.000262558-0.00278587j -0.00732116+0.00851523j 0.00331537-0.00250532j -0.00349517-0.0054634j 0.00755959-0.0028564j -0.00434887-0.00175659j 0.00226122-0.00079637j 0.000192284+0.00666157j -0.000453031-0.00209519j 0.00143365-0.00284301j -0.00626837+0.00707776j -0.00109887-0.0154265j -0.00143653-0.000954411j 0.00910878-0.00225274j 0.0246502-0.00385445j 0.0172569-0.00527436j -0.00717006-0.00746647j -0.0128275-0.0132499j 0.0365375-0.0172252j -0.00115348-0.0440976j 0.00452068-0.0491691j 0.0268807+0.00364178j 0.023517+0.00815845j -0.00817209+0.00825977j -0.0031408-0.0164721j 0.00407761-0.0184491j 0.00223125+0.0161026j -0.00637298-0.0163015j -0.0169575+0.0207486j 0.0436358-0.0102292j -0.00409982+0.00748162j -0.00341532-0.0179191j 0.0260713+0.00117129j 0.0117199-0.0115026j 0.00572837+0.0240554j 0.0140322+0.0175407j -0.00927887+0.0072144j -0.00617804+0.00885824j 0.0115256-0.00639778j 0.0103166+0.00761484j -0.00857811-0.0100086j 0.0165685+0.00818946j 0.0126001-0.0061426j 0.00902038+0.00591505j 0.00902658-0.0114371j 0.00575127-0.00279686j -0.00271956+0.00488762j 0.00654348-0.00440064j -0.0103145-0.00234208j -0.00703191+0.00318103j 
0.0129505+0.0173363j 0.00666652-0.0189001j 0.0151859+0.00129597j -0.022714-0.00741207j -0.00828222+0.00296392j 0.00636222+0.00604668j -0.00215129-0.009524j 0.0303957-0.0125393j -0.0113219-0.00765354j -0.00100332+0.00383723j 0.00786856+0.00827043j 0.00756689+0.0055073j 0.00317503+0.010984j 0.00873869-0.0102944j -0.000959002+0.0110422j 0.000935193-0.0024775j -0.00240815-0.00220874j -0.0017372+0.00313437j 0.00524194-0.00501928j 0.00367283+0.000252858j -0.000281935+0.00326576j 0.00138131-0.00088248j -0.00296848+0.00443098j 0.00328117-0.00230038j 0.0011485+0.00224968j -0.00965659-0.00975282j 0.00771387-0.00171428j -0.00440573+0.0114708j -0.00210023-0.00229989j -0.00211266+0.00110552j 0.00501468+0.00227852j -0.00588691+0.0022712j -0.0018364+0.0005955j -0.023098-0.00818413j -0.019364+0.010567j 0.00965257-0.011666j -0.0174874+0.00842129j 0.0238633-0.00939992j 0.0294968-0.00711225j 0.00621154+0.0135785j -0.0200663+7.13765e-05j -0.00118731+0.029441j -0.00901364-0.00745899j -0.0232535+0.00902438j -0.00901687+0.00272221j 0.0066492+0.00242225j -0.0263155-0.0137757j -0.0191853+0.00445916j -0.0166931-0.0064061j -0.00414976-0.0048025j -0.0012394+0.00198301j 0.0153867-0.00905546j 0.00258904+0.0049167j 0.00432694-0.00744438j 0.00350758-0.00711094j 0.01514+0.00243369j 0.00103558-0.0025429j 0.000500954-0.0110608j 0.00165387-0.00327999j -0.0063199+0.00595082j 0.00142953+0.00335091j -0.00849343+0.00919871j -0.00190511-0.00820934j -0.00599772-0.00100479j -0.000853005+0.00380782j 0.00198693-0.00215179j -0.00277476+0.0113351j 0.00127724-0.002434j 0.00485728-0.000745576j 
