-0.643032+0.304783j -0.284349+1.69226j 0.0876995-1.2876j -0.428169+0.0356878j 1.20971+1.32162j -1.56961+0.188334j -0.322813+0.445679j -0.188197-0.272015j 0.598247+1.30665j -1.41299+0.345533j -0.336884+0.173747j -1.20311-0.33564j 0.64579-0.0803506j -0.884656+1.37523j 0.504983+0.975838j 0.28777-0.0136357j 0.027405+0.207154j 0.240728-0.793205j 0.177536-0.197202j 0.0146618+0.164086j 1.00892+0.490548j -0.0125156-0.0295597j 0.695584+0.56639j 0.131515-0.0111802j -0.738743+0.563731j -0.0119223-0.180641j 0.709599-1.01822j -0.343634-0.353511j -0.611132-0.417745j 0.27115-0.824609j -0.287724-0.530922j -0.187053-0.202086j -0.981875+0.262493j 1.60067+0.0315982j 0.363369-1.06957j -0.391221+0.621354j -0.0124818+0.414996j -0.176034-1.49045j -1.13284-1.08903j -1.03319+0.796618j -0.00926498-0.100594j -0.131005-0.130368j -0.466377-0.0173724j 0.298069-0.101002j -0.06525+0.251571j 0.0513058-0.873062j -0.0655897+0.0846668j -0.165304+0.446118j -0.224103+0.00833493j -1.02408+0.034324j 0.180187+0.0229993j -0.289784-0.0669809j 0.114135-0.0456778j 0.92707-0.0421298j 0.676835+0.0983934j 0.160419-0.850832j 0.0557391+0.247364j -0.147365+0.340702j 0.175205-0.22122j 0.147013+0.828115j 0.0911785+0.239108j -0.776234-0.276529j 1.41269+0.541553j 0.0973059-0.19785j -0.388016-0.114081j 0.192264-0.271112j 0.728937-0.241019j 1.06464-0.0986267j 0.148613+0.0408345j -0.281851+0.00915209j -1.13383+0.557726j 0.255999-0.251401j 0.00745134-0.134578j 1.04486-0.144455j -0.377265-1.45663j -0.351761+1.66176j 0.181409-1.05572j 0.186001+0.606738j -0.898082-0.589741j 0.798908+0.63424j 0.741587+0.162019j -0.730518-1.31358j 1.43567-0.517136j -1.79799-0.0891417j 1.39005+0.321824j 0.547-0.793564j -0.901548-2.1049j 1.09356+0.0658748j -1.04771+0.754825j -0.0615885+0.0508534j 0.0205868-0.220863j -0.322793+0.0384365j 0.398114-0.0768853j 0.189407+0.0780694j -0.403528-0.610288j 0.341872-0.0146971j -0.134681+0.236395j -0.126608-0.129973j 0.201774-0.0176367j -0.341176-0.176383j 0.0107418-0.102028j -0.100241-0.330372j 0.479678-0.764029j 0.127463-0.139727j -0.0627148-0.490912j 0.170006-0.816005j 0.419728+0.270953j 0.269135-0.132951j 0.215381+0.061282j 0.354576+0.10998j 0.25881+0.224455j 0.341379+0.282185j -0.577512+0.37578j 0.194743+0.285297j -0.093624+0.333326j -0.790948+0.0288075j 0.131295-0.0857751j 0.0752374+0.0916456j -0.240304-0.189792j 0.947831+0.0244513j -0.0154598+0.0728589j 0.138631+0.170133j 0.0834309+0.13048j 0.00463605-0.380392j -0.088006+1.2472j -0.324724-0.454189j -0.230103+0.147587j 0.688015+0.132196j 0.641342+1.13789j -0.748847+0.272648j 0.539571-0.21694j 0.211465-0.657743j -1.04207-0.236616j -0.48116-0.521691j 0.0376691-0.218572j -0.141451-0.362865j -0.472258+0.0275364j 0.35903+0.961001j -0.0517997-0.121752j 0.213354+0.0479059j -0.380112+0.901269j -0.310436+0.0762398j -0.0398827+0.0245072j -0.0864743-0.108978j -0.520501-0.54571j -0.47817-0.555704j -0.430461+0.00147212j 0.317616-0.06692j -0.157122-0.184425j 0.0209405-0.094329j 0.288952+0.690308j 1.17289-1.36928j -1.57423-0.64603j 0.922449-0.834255j -0.0915623-0.278013j 0.919868-0.287691j 0.663439+0.906851j 0.329685-0.565939j -0.138788+0.0454849j -1.19533+0.159389j 0.385672-0.235994j 0.0873474-0.298052j -0.0162886+0.328809j -0.599612+0.657151j -0.00765446+1.00706j 0.362862+1.09035j 0.311071+0.837694j -0.0311914+0.0691942j 1.19391-1.06204j -0.551977+0.868556j 0.693255+0.707109j -0.215107-0.307146j -0.130248-0.205062j 0.0886326-0.76908j -1.12934-0.450763j -0.16866-1.02757j 0.632773+0.651937j 0.464827+1.71727j 1.38109+0.397165j 0.0674323-0.433004j -0.604861+0.106835j 0.203835+0.581443j 0.307642-0.247963j 0.697856+0.364327j -0.14262+1.10322j 1.12758+1.35073j -0.405754-0.225215j 0.634786-0.0969507j 0.510749-1.09581j 1.68418-0.451173j -1.09287-0.403549j 0.602937+0.897569j -0.687918-1.12257j 0.369285+0.724919j -0.981048+0.698629j 1.28774+0.0427541j 0.606354+0.703332j -0.983973-0.514905j 1.56728-0.746701j -0.473659+0.0539127j 0.0320627-1.72911j -0.831568+1.09103j 0.678991+0.466616j 0.269815-1.47908j 0.561222+1.89778j -0.808255-1.17023j 1.18548-0.812623j 2.13119-0.00778686j 0.867919-1.30015j -0.202533-1.62147j 
0.231866+1.12634j 1.37118+0.264517j 0.446697-0.253591j 0.777589+0.458388j 0.314607-0.0232179j 0.309727+0.644388j -0.931164+0.286368j 0.607686+0.716653j -0.486976+0.783172j 0.38957-1.28955j 0.232249+0.344311j -1.10944-0.345379j -0.944046-1.05525j -0.77978+0.905546j 0.86132+0.25257j 0.658769+0.156707j -0.0338179-0.63069j 0.80063-0.819325j 0.166211+0.187457j -0.374926-0.71276j -0.2561+0.844078j 0.232481-0.639768j 0.268881+0.773459j -0.30267+0.747733j -0.317228-1.0209j -0.121548-0.477328j 1.17871+0.894843j 0.332559+0.489308j -0.496006+1.12426j -0.241839+0.759839j 1.34031-0.346798j 0.353025+0.202758j 1.81956-0.680646j -2.06247-0.250885j -0.551504-1.1397j 0.609988-1.04062j 0.502644-0.0546441j 0.141229+2.57749j -0.500466+1.41178j 1.47388-0.152668j 0.0289625-0.429708j 0.0406425+0.134191j -1.04253-0.203081j -0.946602-0.0934835j -0.444113-0.0055262j 0.0905785-0.860329j 1.06198+0.0497576j -0.368897+0.178096j 1.20169+0.000659156j 0.251159-0.624992j -0.264476-0.369292j -0.434967-0.683568j -0.0736061-1.44045j -0.745383+0.55729j 0.270431+0.510043j 0.044575+0.760341j 0.877144+0.244342j -0.470568+0.379848j -0.789462-0.0903578j -1.45189-0.964911j -0.258258+0.392334j 1.31057+0.534809j -0.493139+0.146824j -0.228933+0.216867j 0.660904-0.628535j 1.1703+0.62747j 0.50786-0.404954j 0.702654-0.739727j -0.724394-0.276138j 0.584126-1.08382j 0.308074-0.997249j -0.16164-0.412998j 0.411147+0.361636j 1.38386-1.01371j -0.660612-0.975645j 0.1971-1.40612j 0.331291-0.936924j 0.608414-0.113737j 0.73406-0.219159j 0.524503+0.0736901j 0.94165+0.231634j -1.16235+0.448153j 1.56421-0.794154j 0.0806561-0.215017j 0.383409-0.260283j 0.363231-1.0972j -1.08099-0.399324j 1.31554-0.704918j -0.0188679+1.18245j 0.11301+0.299217j -0.360472+0.00603234j -0.509892+0.582273j -0.295021-0.329165j 0.209036+0.505288j -0.953122-0.0869188j -0.533364-0.72675j 0.279976-0.24055j 0.432905+0.0290605j 0.23538+0.292373j -0.0561907+0.61988j 0.552936-0.329556j -0.143218+0.603363j 0.10213-0.450203j -0.548543+0.669242j -0.0503544-0.341236j -0.284574+0.578425j 0.0425535-1.3148j 0.25589-0.611909j 0.660109-0.151945j 0.0820983-0.0981427j 0.0711264-0.793719j -0.178828+0.165225j 1.03595-0.0847917j -0.0356471+0.879179j 0.409332-0.209736j -0.0947309-0.476823j -0.258737+0.201641j 0.474146-0.565728j 0.596806+0.285846j -0.519634+0.11601j 0.417804-0.616402j -0.720261+0.369438j -0.254723+0.551916j -0.605128-0.731248j 0.894402-0.672763j 0.0366552-0.0481963j 0.326951-0.196621j 0.141634+0.753934j 0.798267+0.33755j 1.17964-0.461091j -0.188402-0.466823j 0.386258+0.40903j -0.458662-0.93284j 1.02312+0.256014j -0.074807+0.0314163j 0.313394-0.0883413j 0.569365-0.527812j -0.390549-1.30572j 0.679547-5.56393e-05j 0.128927+0.492815j 0.564416-0.0400694j 0.580777-0.14225j -0.0974844-0.570849j 0.426936+0.12082j -0.27468-0.0413294j -0.182328+0.553579j 0.00560185-0.615882j 0.0596258+0.833513j -0.504173-0.633402j 0.809032+0.139651j -0.409781+0.412189j 0.33664+0.179365j -0.753678-0.573494j 0.065732+0.0466456j -0.828235-0.194918j -1.21224+0.107803j -0.673306-1.15562j 0.419076-0.0213133j -0.0990191-0.157349j 0.264697-0.594802j 1.30153+0.73432j 0.725764+0.550519j -0.650741+0.173374j 0.334483+0.226143j 0.338573-1.44609j -0.282436+0.391021j -0.289123+0.16227j 0.251994-0.10264j -0.437971-0.449182j 0.179796+0.316499j -0.494195+0.0484155j -0.0104186+0.00560455j 0.640357-0.73992j 0.624023-0.635297j -0.348604-0.062503j 0.955527+0.237953j 0.198288+1.64032j 0.243339-0.503224j -1.01674+0.549922j 0.561469-0.461655j -0.470337-0.818172j 0.25728-0.223184j -0.0945072+0.166249j -0.726254+0.99644j 0.709158+0.889277j -0.409707+0.00442267j -0.465374-0.324659j 0.521988+0.603822j -0.224602+0.608497j -0.437048-0.21174j -1.02428+0.302378j -0.214546+0.867413j 0.763051-0.793218j 0.122098+0.546935j -0.856931+0.649162j -0.596505+0.558709j -0.135125-0.115048j -0.28455+0.607975j 0.984042+0.233066j -0.0832649+0.708674j 1.0214+0.0161931j 0.202957-0.0474082j 0.0540562+0.0214124j -0.503281-0.344022j 0.380035+0.998624j 0.327999+0.850299j -0.262629+0.395667j 0.275315-0.447212j -0.600421+0.456669j -0.219636+0.359472j 
0.64568-0.184026j -1.1126+0.40128j 0.508179-2.25996j 1.81613-0.832526j 1.09732+0.279542j 0.652483+0.346175j -0.389894+1.07634j 0.840122+0.618435j 0.657496+0.76481j -0.343475+0.000873837j -0.534428-1.31039j 0.330919+0.193895j 0.263231+1.57948j 0.118599-1.17296j -1.19446-0.436898j 0.528928-0.105728j -0.391588-0.857082j 0.124792-0.41088j -0.808109+0.959143j 0.401723-0.619j -0.000745825+0.18689j -0.344903-1.00755j -0.138829+0.65853j -1.16955-1.04503j 1.05427+0.30914j -0.2062-0.69162j 1.3166+0.958099j -0.643326+0.795901j 0.258485+0.577507j -0.101731+0.359194j 0.0409861+1.14332j -1.08713+1.1161j 1.1468-0.449285j -1.22868+0.380079j -0.238823-0.678584j 1.08465-0.130633j -0.525107-0.463475j 0.347858+1.1546j 0.0944127+0.748549j 0.712995-0.433074j -0.163963-0.376152j 0.667699+0.668279j -0.243116+0.251045j -0.572455+0.550979j 0.492864+0.480705j 0.718292+0.444141j 0.241419-0.837505j 0.130045+0.324934j -0.520564+0.107224j 0.38321-0.818044j 0.752512-0.639724j 0.267615+1.1713j -0.213421+0.533263j 0.0872169+1.35109j -0.0243368-0.564801j -0.299476+0.0545929j 0.564166-0.149143j 1.18414-1.49978j 1.97429-0.648573j -0.0617309-0.0257028j 0.69634-0.29596j -0.700867+0.204511j -1.07055-0.132595j 1.0513-0.830904j 0.498453+1.24502j 0.434794-1.11473j 0.307665-0.226448j 0.0428129-0.152404j 1.68686+1.37117j 1.5171+0.716296j 0.769431+0.541029j -0.235109+0.14799j -1.52746+0.698343j -0.133586+0.00752703j -0.0501082-0.835778j -0.0720893+0.132159j -1.09562+0.431685j -0.126374+1.54669j 0.726982+2.10062j 0.366312+0.0666408j -0.13676+0.23008j -0.175366-0.732162j -0.0344996-0.525179j 0.261874+0.287152j -0.292659-0.958825j 1.04442-0.070299j -0.309359-0.0722604j 0.503393+0.0383709j -0.0399472+0.31611j 0.338443+0.0309835j 0.366017+0.618597j 0.14854+0.220757j -0.471581+0.564235j 0.684025+0.081548j 0.660824-0.191759j -0.30632+0.410889j 0.347989-0.198056j -0.501383-0.131336j 0.261565-0.353111j 0.039405+1.13232j -0.730394+0.411121j 0.645898-0.65493j 0.581959+0.248662j 0.416371-0.43136j 0.244355+0.417546j 0.536827-0.162155j -0.0500527+0.934003j -0.230371-0.258282j -0.419753-0.347637j 0.231971-0.616666j -0.38566-0.0182698j 0.68007+0.536172j 0.393736+0.990273j -0.785265+0.407843j 0.138044-1.11652j 2.16627-0.242087j 0.326159-0.659423j 0.0839258+0.0262712j -0.269106-0.425927j 0.6221-0.0105185j 0.186535+0.540966j 0.153207-0.112904j -0.0547506-0.490305j 0.330808+0.939269j -0.575254-0.276233j 0.167873+1.02997j 0.0539964+0.716214j 1.07786+0.124851j 0.483024+0.622632j -0.590794+0.281233j 0.233597-1.31752j -0.219878+0.481479j 1.43699-1.77324j 1.48809+0.478335j -1.0403+0.329139j -0.576022+0.539851j -0.360447+1.60665j 0.145215-0.732806j -0.186721+0.405086j -0.352565-0.133588j 0.323859+0.487891j 0.388041-0.627959j 0.0688507+0.0438757j -0.140533+0.260457j -0.280381-0.0304738j 0.306607-0.238837j 1.34856-0.909191j -0.771654+0.321396j -0.0730781+0.307856j -0.579329+0.435264j -0.000819585+0.497072j 1.48883-0.806375j -0.327785+0.430309j 0.322196-0.480195j 0.705445+1.56077j -1.01199-0.552935j 0.493341-0.497293j 0.115006+0.0259415j 0.341137-1.11946j -0.944258-1.90379j -0.280454+1.50773j -0.438247+0.677974j 0.0770823-0.433804j 1.33687-0.145211j 0.958977-0.692668j -0.291208+0.643645j 0.467485+0.521638j 0.227653+0.238268j 0.410863+0.302648j -0.281257+0.321002j 0.872089-0.626123j 0.574175+0.0230581j 1.49731+0.532139j -0.0608231+0.0640475j -1.22611-0.114404j 1.23442+1.18053j 1.60288-0.297879j 0.29849+0.710539j -0.185755-0.0228978j 0.270596+0.857187j 0.284706-0.449816j 0.0450575+0.173076j 0.0572867+0.23621j -0.959812+2.10854j -0.562847+0.871621j 0.828036-1.1029j -0.366514-1.03041j 0.895825+0.641116j -0.579457-0.60173j 0.772727+0.0953622j 0.164693-0.0593605j -0.125899+0.408544j 0.632789-0.308315j -1.23579+1.39501j 0.715818+1.2953j -0.139775+0.429828j -0.837333-0.338257j -1.19287-0.329591j 0.702925+0.447151j 0.0864176+0.899365j 0.526725-0.121534j -0.315227+2.06821j 0.290066+1.15947j -0.10543+0.396984j -0.224578+0.168915j 0.440495+0.00812054j 0.383835-1.79391j -0.0748525+0.51948j 0.37043-1.03095j -0.220748-0.550958j 
1.08495+0.300753j 0.69522+0.0810326j -1.1945-0.253866j -1.10165-0.21936j 0.909972+0.0586502j -1.01437+0.194577j 0.664667-0.926114j -1.29222-1.6734j -0.634953+0.311655j -2.30296+0.21379j 1.11946-0.122886j 0.449608+0.0229908j -0.545219+1.62501j 0.851431+0.336616j -0.273803-0.757147j -0.0542143+0.609161j 0.24736-0.152311j 0.734427+0.691573j -1.03016+0.178169j 0.241164+0.625316j -1.07431+0.963312j -0.240535+1.15209j 0.279745+0.596377j 0.393835-1.29991j -0.718897-0.227555j 0.305028+2.4603j 1.02583-0.750102j -0.265999-0.15188j -0.347792+0.0861954j -0.329993+0.689093j -0.807722-0.63879j 0.461399+0.325765j -1.93795+0.654246j -0.885835+0.0407794j -1.28086-0.663893j 0.00898095+0.0208714j 0.152778+0.284834j -0.158521-0.819447j -0.440076+1.06106j 0.17439+0.450599j 0.180283-0.391617j 0.644216+1.02872j 0.194451-0.373871j -0.0748388+0.0613986j 0.763668+0.975625j 1.87429+0.992033j -0.740182+0.187691j 0.846693+0.670643j -1.38733+0.551507j 0.668164-0.942708j -0.568223-0.353991j 0.338969-0.563444j 1.11307+2.83946j 0.607701+0.0672843j 0.0585657-0.60274j -0.226842-0.112995j 0.285547+0.475055j -1.77213-0.713892j -0.310904+0.24023j 0.394108+0.124549j -0.830682-1.08432j -2.89116+0.333318j -0.5642-0.495919j -0.651844+0.177675j 0.191247-0.582417j -0.564208-0.248369j 0.0299676-0.0202272j 0.00944316+0.0583512j 0.17193-1.25208j -0.599547-0.489265j 0.716915+0.249752j 0.462117-1.2329j 0.659953+0.165265j -1.00028+0.606239j 0.416727-0.564896j 1.5847+1.03778j -0.613523-0.129216j 1.28239-0.520942j -0.367546-0.228065j -0.566287-0.334561j 0.011603+0.573562j -0.221141-0.230899j -0.12437+0.774285j -0.535348+1.91588j -0.0936169+0.366815j -0.144147+0.0604006j -0.568972-0.407215j -0.996456+0.755643j -0.336357-0.260439j 0.296177+0.171227j 0.226719+0.603347j -0.196931+0.267813j -0.975753-0.0537196j 0.14818-0.039512j 0.544711-0.152165j -0.394846-0.0719805j 0.62653+0.0755684j -0.489031-0.347718j 0.106182-0.360627j 0.656764-0.395712j 0.599805-1.31315j -0.109077+0.354895j 0.23464+1.11319j -0.13671-0.985955j 0.666534+1.13785j 0.316395+0.216958j -0.165677-0.26282j -0.0541693-0.481055j -0.348836-0.0295667j 0.788511-0.8119j 0.148674+0.142609j -1.04234-0.390537j -1.3845-1.32952j 0.0349521-0.580524j 0.648995+0.360835j -0.711728-0.380964j -0.368297-0.16015j -0.0600892+0.294043j -0.563108+0.237726j -1.00984+0.963343j -0.0481547+0.540418j 0.543613-1.39306j -0.875505+0.734264j 0.692001+0.405405j 0.624002+0.336181j -0.708134+0.9742j 0.0242846-0.0140534j 0.768052+0.725315j -0.189837+0.355614j -0.0754946-0.742387j 0.0650668+1.45629j 0.0899617+0.188109j 0.265655+0.302757j -0.528391-0.668625j 1.67606-0.664708j 0.56281+0.403538j -0.692225-1.02969j 0.115655+0.644167j -0.256071+0.37765j -0.631909-0.218134j -0.118548+0.205327j 0.522329+0.70903j 0.569735+0.450763j -0.189099+0.101871j -0.0251802-0.13251j 0.578515-0.0290299j -0.312929+0.00202636j -1.10494-0.00620982j 1.27039+0.0755019j 0.464218+0.223263j -0.285254+0.156323j 0.140289+0.155581j -0.176659+0.435559j 2.23355+0.0834118j -1.26285-0.249635j 0.517885+0.189879j 0.0146685+0.570564j 0.414135+0.784259j -0.971129+0.7378j 0.0951487+0.0253534j 0.590578-0.753303j -0.869189+0.0948271j 0.164292-0.78035j -0.24769+1.16416j 0.240884+0.830129j 0.401361+0.141883j -0.278913+0.187441j 0.0227662+0.343764j 0.0710605+0.852956j -0.397228-0.0681203j -0.350162-0.0387418j -0.636192-1.422j 0.170078+0.3032j 0.553733+0.772911j -0.428183-0.657597j -1.36117-0.885931j 0.38092+1.25645j -0.0164471+0.260213j 0.655636+0.345417j 0.567464+0.373528j 0.561915+0.352746j -0.253833-0.349044j 0.480071-0.00205086j 0.332165-0.404826j 0.372772+0.739208j 0.610713+0.0898949j 0.126232-0.0189627j -0.437905+0.849636j 0.502639-1.51449j 0.00382218+0.714317j 0.0281649-0.140634j -0.252912+0.372475j -0.791911+0.248683j 0.799914+0.31562j -0.872464+0.329221j 0.385401-0.395809j -0.607812-0.471874j -0.324758-0.572668j 0.115271-0.710156j 0.174371-0.119003j 0.274528-1.35963j 0.0578074-0.394946j -0.373756+0.103802j 0.39876-0.0762057j 0.364655+0.143382j 0.633776-0.872327j 0.723534+0.245271j 0.103591+0.397314j 0.846868+0.333587j 0.558157-0.356401j 
0.210432+0.522165j -1.17935-0.810562j 0.651084+0.196233j 1.18519+1.74343j 1.03449-0.735604j 0.436988+2.15373j 1.30651-0.659616j -0.616754-1.38427j -0.284277-1.38359j -0.222944+0.37614j -0.341474+1.7147j 0.1512-0.437628j 0.751418-1.02548j -0.847561+0.895978j 0.721154+0.979371j -0.838545-0.048877j -0.689056+1.03896j -0.103015+0.714065j -0.127631+1.02586j 1.18465+0.70662j 0.811629-0.118424j -0.857999+0.364105j -0.556169+0.409582j -0.698497-1.67054j 0.74501+1.61601j -0.289602-0.508221j 0.972241-0.624079j -1.01969-0.00114214j 0.462194-0.796891j 0.0386802-0.0821343j -1.17212+0.810118j -1.57543+0.761964j -0.499703-0.303362j 0.906456+0.679609j 0.00646859-0.399509j 0.453316+0.789215j -0.751097-0.541237j 0.322228-1.00796j -0.0976912-0.554956j -0.655739+0.0704805j 0.21904+0.229659j -0.843293-0.205472j -0.139275+0.0492492j 0.358494+0.304147j -1.10527+0.305548j -0.652677-0.0839091j 0.632565+0.858377j 0.525607-0.420914j -0.336947-1.72717j -0.922671-0.43463j -0.4891+0.540894j -0.681358-0.563317j 0.67662-0.0193139j -1.54827-1.02429j 0.433049-0.0138987j 0.938288-1.50871j 0.21958-0.49305j -0.297395+0.486066j -0.832089+0.863286j -0.046316+1.11968j -1.33885+2.07038j -0.554103+0.0109352j 0.385493-0.799962j 0.570282-0.285582j -1.09482-1.06045j 0.146641+1.51553j -0.161578+0.221385j -0.195282+0.0187978j -0.812738-0.497113j -0.547498+0.229135j -2.11503+0.110885j -1.75601-0.564653j 0.208971-0.388994j -0.598816+0.106877j 0.549344+0.376445j 0.926832-0.0309374j 0.457189-0.775221j 0.13938-0.52491j -0.758053-0.361076j -0.250587+1.19869j -0.0720354-1.12687j 0.307175+0.468883j -0.0363031+0.471029j -0.37607+0.555318j -0.144326+0.306145j -0.309454+0.346546j 0.162379-0.0616105j -0.62264+0.311815j -0.0694103-0.420441j -0.0798638+0.325219j -0.803542+0.574211j 0.0683026-0.00797565j 0.367145+0.369471j 0.83728+1.28997j 0.666044+0.798399j -0.370062-0.66132j 0.405697+0.453395j 0.0352323-0.132363j -0.0169996-0.142776j 0.310674+0.46389j 0.89317-0.0033813j 2.507-1.10151j 0.501275-0.794719j 0.0996318-0.206037j 0.072065+1.60783j -0.476725+0.982749j 0.329489+0.311142j 0.659673-0.256036j -0.176308+0.423637j -0.267313+0.314639j -0.723779-0.945098j 1.81769+1.40449j 0.493297-1.66703j 0.161018-0.0723834j -0.413391+0.260019j 0.866683-0.747348j -0.539668-0.615952j 1.66505-1.49657j -0.327188+0.232731j 1.06486+0.000950324j 0.915261-0.533107j 0.0696672-0.139494j -1.93524+0.353863j 0.877165+0.500144j -1.54331-1.02749j -0.429886-0.689525j 0.268281-0.0981216j -0.099753+0.311771j -0.146504+0.036137j 0.508708+0.242951j -0.285777-1.47318j 1.31467-0.916588j 0.556601+0.188764j 0.36544-0.528023j 0.305414+0.71493j 0.537351+0.391091j 1.70367-0.481599j -0.913004-0.35971j 0.511177+0.409133j -0.0406306+0.573126j 0.00446809+1.57349j -0.936959-2.10765j 0.076633-0.349367j 0.246554+0.246204j 0.163608-0.136961j 0.284638+0.287676j -0.913512-1.35783j -0.539854-0.509892j 0.212279-0.262041j 0.470844+0.640774j 0.462886+0.440568j 1.55301+0.985214j -0.126237+0.261203j -0.325413+0.0595678j 1.01265-1.30789j -0.297906+0.665987j -0.574966-0.0557931j 0.0707673+0.374277j -0.28413-0.0609221j 0.235971+0.423705j 0.119605+0.50295j 0.342293+0.497006j -0.623632-0.0652187j -1.27651-1.06875j -0.755921-1.03437j -0.76756+2.05924j 1.31588-0.816507j 0.133796+0.021539j -0.236384+0.776593j -0.202154+0.0136452j -0.532841-0.178349j -0.386472-0.387052j -0.0651578-0.82379j 0.616115-0.0659344j 0.877849-0.0246909j 1.3205-0.164956j -0.598883+0.259789j 0.561464+0.481991j 0.120959+0.612829j 0.504228-0.0928698j 0.151084-0.592823j 0.781327+0.239881j 0.538426+0.967371j 0.13217+0.134028j -0.166356-0.109903j -1.20015+0.589148j -1.05203+0.698688j 1.02134-0.453855j 0.410384+0.695889j -0.397158+0.194142j 0.157571-0.344442j -0.700734+0.676913j 0.410147+0.0751213j -0.124031+0.708962j -0.35821+0.235994j 0.381511+0.0401254j -0.241156+0.75165j 0.737079+0.330805j 0.0499357-0.0131321j -0.122847+0.0874763j 1.02639-0.549565j -0.0881527+0.53016j -0.553574+0.222957j 0.175909+0.0400773j 0.250328+0.0579916j 0.8262-0.27475j 0.511739-0.213993j -0.283748+0.415755j 0.585394+0.175878j 0.387723-0.161069j 
