0.0292838-0.038269j 0.158644-0.07731j -0.406361+0.103787j -0.236175-0.0711541j 0.268932-0.0677902j -0.378611+0.211582j 0.489388-0.146715j -0.297775-0.356391j -0.113263-0.183201j -0.531157-0.0403355j 0.253435-0.173455j -0.255832-0.61221j -0.658708+0.7405j -0.63219+0.293344j -0.378951-0.21023j -0.955582-0.298249j -0.613242-0.325116j -0.128866-0.102145j 0.744946+0.345475j 0.814242-0.732695j -0.454908+0.496544j -0.270202+0.275014j -0.688996-0.840494j 0.00051302-0.544171j 0.456939+0.78033j -0.984106-0.20448j 0.447178+0.461266j 0.401064+0.084941j 0.0309446-0.604322j -0.622009-0.0563463j 0.411971-0.110536j 0.215162-1.46322j 0.636065+0.433434j 2.05524-0.939242j 0.0492843-0.704104j 0.259439+0.15859j 0.397157-0.704076j 0.653568+0.710508j -0.407334-0.492799j 1.04341+1.19499j -2.14103+0.0155886j -0.501068+0.114129j -0.00760127-0.664534j 0.627161+2.38268j 0.31118-0.477033j 0.0557972+0.378651j -0.18396+0.836588j -0.223297+0.284397j 0.661524-0.760615j -0.818554-0.242844j -0.00805999+0.281159j -0.161129+0.276074j 0.321955-0.140053j 1.00759+0.450449j 0.625625+2.00302j 0.408664-0.836088j 0.583867-0.837487j -0.204522-0.093397j -0.214615+0.469508j 1.05733-0.443213j -1.04136+0.410288j 1.81048+0.640082j -0.746273-1.61199j -0.52597+0.185035j -0.64719+1.29779j -0.452712+0.586396j 0.559677-1.1731j 0.684371-0.692178j 0.884149+1.63695j -0.0893359+0.40559j 0.335785+0.109084j -0.814646-0.0809103j -1.07363-1.4188j 0.290226+0.278231j 0.71279+0.44031j -1.08933+0.217191j -0.0668864-1.24926j 0.230523-0.525465j 1.16266-1.32068j -0.93897-1.66126j 0.369674+0.9149j 1.88608+0.360606j 0.579777+0.00975948j -0.346661+1.61628j -0.226137-0.926159j 0.633498-1.40495j 0.412996+0.106694j 0.385293+0.166022j -0.403333+0.301114j 1.64859+0.156321j -1.34568+2.2893j -2.61584-0.904377j 
0.80304-0.538876j 0.711221+0.0516129j -1.01562-0.501776j 0.435674-1.35693j -0.977594+1.43117j -0.807564+0.543219j 0.237085+1.43337j 1.25936+0.689541j -1.34539+0.188003j 0.501591+1.05195j 1.28978+1.10984j -1.22873+0.486287j 0.287589-0.259136j -0.179638-0.259998j 0.434637-0.943967j 0.300474+0.525359j 0.770339-0.143539j 0.317747+1.03579j -0.387966-0.533017j -0.262957-1.22061j 0.288765-0.882823j -0.305353+1.35103j -0.460353-0.549939j 0.364833-0.634653j -1.33268-0.139976j -0.682969-0.0404728j 1.16824+0.323359j 0.379675-0.500673j -0.963373-0.220683j -0.180251-0.60371j 0.122353+0.411115j -0.727159+0.713254j 0.0351195-0.0346412j 0.0834518-0.204211j 0.1886+0.34564j -1.45237+0.537579j 0.113001+0.680703j -0.403084+0.590082j 0.714923+0.330958j 0.553341+0.297336j -0.482964-0.43335j 0.725858-0.198561j -0.615606+1.3783j -0.361997+1.21145j -0.868741-0.691774j -0.244625+1.67628j 0.660803-0.237822j -1.2006+0.47207j 1.66785+0.465346j 2.00688-0.126667j -0.942223-1.12219j -0.369955+0.291328j -1.05429+1.93614j -1.01781-0.151062j 0.733637+0.026949j -0.814804+1.07697j -0.909981+0.855531j -0.270566-0.233314j 0.0222348-0.0743025j -0.011417+1.27017j -0.155071-0.932348j 1.02747-1.27519j -0.985009-0.201767j -1.15434+0.607835j 0.0947323+0.0937313j -0.0507197+0.543138j -0.159019+0.239353j 0.694089-0.382533j -0.3851+0.921789j -1.37936+0.145316j 0.0150815+0.984559j 0.782786-0.0380815j 0.661234+0.263937j 0.249942-1.00575j -0.838552+0.0417064j 0.212282+0.669152j -0.854284-0.172752j -0.473107+0.221646j -0.911701+0.485755j 0.0767455+0.0566066j -0.798111-0.230108j 1.06158-1.37441j 0.0925263+0.360741j -0.336269-0.450578j 0.113032+0.90134j -0.571548+0.559674j 0.00750939+0.0713693j 0.0540865+0.259738j -0.673028+0.407504j 0.0257547+0.463648j 0.221187+0.44365j 0.0523257+0.125625j 
-1.07069-0.887465j 0.169445-1.13727j -0.110224+1.36427j -1.59142+0.0130175j 2.42108+0.314336j 0.709012+0.592796j 1.63655-1.15973j 0.131228-1.47281j 0.63784+0.896984j 0.594052-1.54386j 0.894731-2.02272j 1.41804+1.32132j -0.452407-0.251728j -0.450636+0.175349j -0.462385-0.693258j 0.72514-0.39281j 0.16213-0.34087j 1.03843-0.494102j -0.637922+0.52962j -1.44897+0.89227j -1.12123+0.43458j 1.53027+0.0603559j -0.496104+0.889014j -0.633465-0.401454j 0.314612+1.47951j -0.148919+0.805727j 0.412916-1.50637j -0.415464-0.871702j -0.16546+1.1685j -0.611197+0.00590612j 0.705546-0.238583j 0.873903+0.877285j -0.00941382-0.127735j -0.14514+0.195379j 0.494131-0.246656j -0.60759+0.349555j 0.414185-0.344859j 0.929073+0.64982j 0.551364+0.292652j 0.25341+0.0832013j -0.456288+0.460856j 0.00138568-0.0123532j -0.359993+0.925511j 0.0675122+0.251751j -0.869109-0.18596j 0.426794+1.103j 0.202476-0.267721j -0.0502499+0.753498j 0.908473-0.269861j 1.06406-0.348214j -1.35187-0.983984j -0.169326+0.163453j -0.367358+1.58999j -0.0986498-0.120728j 0.942345+0.295771j 0.712788+1.38648j 0.175668+0.902961j -0.0930524-0.197841j -0.403693+0.154388j -0.20647+0.892659j -0.540335-0.813396j -0.501591-1.06868j -0.829909-0.23885j 0.362503+0.480651j 0.0054843+0.0262805j 1.02816+0.620693j 0.155757+0.235596j 0.5785-0.148188j 0.497467+0.869577j -1.23176-0.0808033j 1.28654+1.11568j 0.667369+0.177684j 0.0630857+0.26054j -0.0451877-0.893358j -0.642487-0.157929j -0.56849+0.274632j 0.85166+0.217611j -0.432582+0.0927465j 0.00121418+0.35497j -0.407763-0.0904841j -0.163061-0.274079j 0.319109-0.973306j 0.0634889+0.124803j -0.565952-0.278854j 0.408028+0.639212j -0.376568+0.277766j -0.369134+0.00691054j -0.0990678+0.27339j -0.232817+0.179663j 0.0944834+0.455616j 0.1055+0.260511j 0.0743515-0.0446549j 
1.07178-0.728664j -0.685211-0.0365644j 1.21907-0.799749j 0.112571+1.70909j -0.971013-0.527502j 0.0941044-0.00648332j 0.606586-0.434523j -0.689844-0.632593j 0.412151+1.19403j -0.373594+0.109082j 1.12514-1.15074j 0.733009+0.0102813j -0.840363-0.235113j -0.621011-0.0467693j -0.927275-0.0736964j -0.96948+0.998397j 1.19626-0.499911j 0.398602+0.388399j -0.626111+0.402425j 0.0295798+0.350949j -0.552077-1.4576j -0.0861311+0.905405j -0.00770747+0.0127496j -0.293931-1.01126j -0.0434229+0.0605388j -0.0980523-0.0584262j -0.344454+0.140657j 0.0762124-0.0866416j -0.668556+0.166896j 0.196698-0.396107j -0.122398+0.606907j 0.0828386-0.517472j 0.0323567-0.0911874j 0.140659+0.0261674j 0.0866936-0.248246j -1.42488+0.00222801j -0.554875+0.577824j 0.0568727-0.14302j -1.31308+0.584197j -0.57834+0.0781971j 0.804862-0.363898j -1.92775+0.650115j -0.773755-2.04975j -0.612619-0.883744j 0.241936+2.07325j -0.865077+0.8357j 1.22797-0.552351j 0.311952-0.357018j -0.54832-0.910303j -0.274487+0.723708j -0.52581+0.348482j 0.81027+1.24188j 1.37997-0.385055j -0.174022-0.335683j 0.231614+0.203415j 0.3715-0.42323j -0.435019+0.239501j 0.92227+0.211427j 1.21294+0.749817j 0.843043-0.344022j -0.125154+0.528926j -0.0302403+0.302141j -0.613162-0.574786j -0.515368+0.381593j 0.309952-0.631987j -0.0830446+0.228519j 0.961593+1.49531j 1.22926-0.34013j -0.297434+0.361053j -0.941575+0.455547j -0.397661+0.67033j -0.0933344+0.13291j 0.493285+0.911195j -0.649885-0.0259361j -0.447549-0.0207753j 0.370443-0.241867j 0.00592148+0.178401j -0.585483-0.0261578j 0.239489-0.107168j -0.254354-0.188261j -0.39926+0.0171382j 0.480755+0.32781j 0.616681+0.65721j -0.0275088-0.258182j -0.237287+0.118163j -0.369911+0.368792j -0.192224+0.0182774j -0.501167-0.265982j -0.683911+0.283023j -0.599921+0.351493j -0.554636-0.0350485j -0.104943-0.0368841j 
-1.42801-1.25286j 0.541993+1.14386j -1.69671-1.39384j 2.56395-1.30626j -0.150725+1.79129j 0.272417-0.0764814j -0.803334-0.632951j -0.244455+1.20571j 0.999897-0.34385j 0.244122+0.306278j -1.42115-1.03514j -0.685025-0.657314j -0.015857+1.04102j -0.0440244+0.949076j -0.071958+0.742233j 1.46625+0.973202j -0.644999-1.30791j 0.4886-0.337024j 0.665024+0.52524j 0.540171-0.175096j -1.40376+0.842703j 1.1567+0.154181j 0.157993+0.0356274j -1.24089+0.300073j -0.0745677+0.20697j -0.207117+0.134067j 0.141375+0.661223j -0.0373485-0.115962j 0.115588+0.518177j -0.556863-0.311501j 0.827195+0.131497j -0.608322-0.0757777j -0.0988869-0.00672581j 0.0803637+0.124309j -0.0793498+0.129079j -0.725971-0.21552j 0.794953+0.216161j -0.195349+0.0466641j -0.168975+0.515966j -0.443775+0.319315j -0.300132-0.307558j -0.922337+0.488844j -0.749536-0.950278j -0.234056-0.367586j 0.459804+1.173j -0.501285+0.666373j 0.754621-0.310837j 0.146007-0.457965j -0.296443-0.615625j 0.175248+0.470888j -0.412447+0.0944849j 0.276873+1.01993j 0.853217-0.20997j -0.0488076-0.33787j -0.0756698+0.238641j 0.580173-0.137497j -0.188137+0.128284j 0.523037+0.264865j 0.559629+0.77646j 0.286428-0.0423743j 0.0201581+0.391972j -0.207841+0.153182j -0.397858-0.204704j -0.194786+0.0540255j 0.338507-0.263454j 0.0589426+0.210691j 0.383649+0.726242j 0.778541-0.0365522j -0.145872+0.168954j -0.573731+0.142871j -0.0673197+0.393462j -0.0171729+0.0390998j 0.0128087+0.483962j -0.283986-0.11038j -0.172758-0.132913j 0.0483451-0.121048j 0.29296+0.147061j -0.501406-0.085404j 0.244402-0.0220102j -0.228802-0.13094j -0.106448-0.119782j 0.104592+0.233634j 0.265515+0.37265j -0.0179779-0.0371534j -0.0164309-0.062921j -0.364982+0.0514621j -0.137304+0.0290194j -0.222262-0.157666j -0.344119+0.0331837j -0.312217+0.0417269j -0.180777-0.0467683j 0.00965852-0.0297244j 
-1.86406-0.681239j -1.058+2.04317j -0.231794+0.458218j -0.597173+0.480424j -0.674813-0.440819j 0.136792-0.0433907j -0.0082616-1.29181j 1.03568-0.12406j 0.147701+0.55185j 0.297992-0.316284j 1.14472+1.03841j -0.787354+0.468668j -0.929237+0.231701j 0.00232969+0.300262j 0.0287872-0.770459j 0.849013-1.06153j 0.0621831-0.303136j -0.343358-0.202366j 0.248095+0.106907j 0.720719-0.264197j 0.613016+0.340124j 0.360549-0.440844j 0.229093-0.419614j -0.105249+0.408904j -0.0391008-0.788237j -0.0970061-0.112913j 0.467308+0.224365j 0.41524+0.314634j 0.309109+0.314875j 0.100748+0.0957338j 0.434549-0.307525j 0.0233949-0.259279j 0.043445+0.0262596j -0.346972-0.725737j -0.475733-0.640308j 2.66528+2.31782j 0.431531+0.315399j -0.451342+0.107454j -2.44871+2.79474j -0.998592+1.18592j -0.224885+0.631995j 0.378764-2.47306j -1.41894-0.382356j -0.801701-0.390663j 0.095283+0.500026j -1.07065-0.391917j 0.875939+0.321008j 0.561122-0.259606j 0.726026-1.32631j -0.53651+0.476941j 1.29495+0.680321j -0.183405+0.351437j -0.377193+1.1628j -0.259292+0.140946j 1.50868-0.72986j 1.08115+0.981567j 0.626866-0.234932j -0.552997-0.242437j -1.2781-0.379402j 0.0593982+0.366871j 0.316903-0.140746j -0.62336+1.07496j -0.0823658-0.318889j -0.528586-0.743196j 0.124256+7.16547e-05j -0.507047-0.284552j -0.497823-0.753276j -0.648062-0.242229j -0.399456+0.135594j 0.190499-0.73985j -0.296033+0.775932j 0.0311036+0.21183j 0.335433-0.217013j 0.189544-0.507355j 0.18891+0.00850433j -0.287236-0.127797j 0.435277+0.208399j 0.565593+0.533055j 0.221771-0.368823j 0.00928588+0.186039j 0.0525062+0.170162j 0.0798132-0.0775793j 0.244358-0.540575j 0.128417+0.311098j -0.171369-0.183584j 0.207157+0.379454j 0.090938+0.227153j -0.215113+0.230491j -0.0200626+0.415463j 0.156502+0.0721801j 0.0213324+0.225693j -0.123057+0.178639j 
0.865338-3.47134j -4.10035-1.21256j -1.21609-0.0211678j -0.823316-0.474171j 0.359381-1.55183j 0.145086-0.14471j 1.6102-0.235531j 0.632091+1.17225j -0.275653+0.361455j 0.305463+0.213764j -1.27143+1.20524j -0.671215-0.802589j -0.205558-1.41326j -0.246282-0.37346j 0.795254+0.256119j 1.02887+0.803838j 0.20641+0.14851j 0.450685-0.271356j -0.126078+0.166532j 0.0736079+0.864884j -0.206986+0.667356j 0.367935+0.529965j 0.479355+0.264499j -0.333361-0.244265j 0.939273+0.0483116j 0.129348-0.0621581j -0.0685226+0.403886j -0.295602+0.518696j -0.267434+0.4556j 0.0205255+0.0165298j 0.238551+0.582829j 0.433703+0.00454956j 0.0219708+0.0420184j 0.267214-0.184325j 0.300493-0.118093j -0.719867-0.342437j -0.177709+0.280728j 0.0524454+0.0596468j 0.103921-0.950583j 0.326321-0.540124j -0.0399594-0.403422j 0.00982539+1.03382j 0.593952-0.166207j 0.524012+0.0824362j -0.275709-0.393188j 0.546472+0.0114584j -0.33796-0.384199j -0.400636-0.0151102j -0.127287+0.412783j 0.417352-0.295746j -0.300212-0.34905j 0.155981+0.0233602j 0.244567-0.436935j 0.0839184+0.0794812j -0.612727+0.211846j -0.206573-0.522459j -0.185084+0.0715234j 0.153781+0.161585j 0.470889+0.42472j 0.122655-0.0860761j -0.142813-0.0405891j 0.383192-0.16068j 0.0596655+0.121193j 0.0250781+0.279793j -0.0191573-0.036669j 0.13617+0.128298j -0.0874142+0.383618j 0.172684+0.174839j 0.116414+0.0118389j -0.183898+0.107725j 0.187712-0.263414j 0.0262326-0.0763606j -0.0907186+0.0918452j -0.133197+0.0995965j -0.069036-0.0678741j 0.117241+0.131438j -0.124111-0.218416j -0.0469771-0.258199j -0.123318+0.0394267j 0.0441799-0.0236549j -0.0388954-0.0375125j 0.00331102+0.105704j -0.129022+0.127988j 0.0259621-0.125957j 0.00605775+0.0632808j 0.00692866-0.169707j 0.00568075-0.089467j 0.0917271-0.0574973j 0.0539632-0.110121j -0.0298343-0.0383793j 0.0428131-0.0364847j 0.077378+0.00252702j 
0.0452994-0.235647j -0.0224631+0.086116j -0.225926+0.141121j -0.265785-0.06181j 0.210491+0.117142j -0.296053-0.07772j 0.233291+0.166962j 0.13443-0.292915j 0.10489-0.15282j -0.134844-0.467782j 0.0656122+0.0987159j 0.44655+0.146834j -0.294852-0.272068j 0.059686-0.380841j 0.133615-0.0792883j 0.592155-0.31832j 0.0534492-0.352326j 0.00261171-0.172298j 0.0125127+0.456842j 0.24696+0.383475j 0.371679+0.446166j 0.174564-0.006769j 0.444482-0.210835j -0.0827002+0.155635j 0.751589-0.797661j 0.310074-0.155353j 0.277835+0.208753j 0.169381+0.595647j 0.571946-0.074553j 0.732142+0.275071j 0.226235-0.411516j -0.213953-1.46904j 0.255249-0.3429j 0.125557-0.415784j -1.19988-0.39664j -0.125636-0.016352j -0.738565-1.477j -0.877689-0.612879j -0.680922+0.656367j 1.61776-1.05234j -0.824723+1.41997j -0.220644+0.522405j -1.17162-0.0577976j 2.17066-0.101321j -0.414315-0.196861j 0.093586-0.0270651j 0.0865161+0.164328j -0.0285973+0.0386154j -0.0661636-0.0426694j -0.32187+0.214976j 0.188028-0.0754931j -0.293152-0.0314086j 0.180074-0.00432179j 0.0860183-0.202348j 0.269138+0.322314j -0.314269-0.24649j -0.249006-0.289147j -0.0288842+0.00424255j 0.406755-0.0193077j -0.218019+0.0655606j 0.224248-0.061259j 0.732858-0.121607j 0.427567-0.0390075j -0.401844+0.137997j 0.0873783+0.270343j -0.00841303+0.261866j 0.126233+0.671522j 0.0620737+0.183982j 0.0366459+0.301712j -0.280493+0.172808j 0.43661-0.00361901j 0.174538-0.110321j 0.127763-0.114998j -0.415861+0.385737j -0.124666+0.323811j 0.49867+0.155274j -0.657392-0.786703j -0.120621-0.222746j -0.426438+0.144935j 0.49763+0.290488j -0.59456+0.655502j 0.116976-0.779412j 0.76504+0.380716j 0.342154-0.36441j 0.821345+0.229271j 0.131417+1.56179j 0.416756-0.178174j -0.31496+0.471886j 0.312808-0.613412j -0.922992+0.310604j -0.611478-2.39517j 3.23768-0.440053j 
0.267888-0.0590144j -0.0682768+0.0439841j -0.24481-0.293984j -0.0975964-0.394057j 0.0131605+0.311542j -0.0715427-0.463361j -0.0812349+0.435596j 0.391311+0.00730343j 0.202417+0.0287477j 0.405161-0.41451j -0.110125+0.132223j 0.115845+0.609394j 0.139268-0.490032j 0.467055-0.187739j 0.185498+0.0751578j 0.682325+0.413967j 0.368726-0.125159j 0.174497-0.116968j -0.436529+0.283899j -0.241905+0.538346j -0.217416+0.664962j 0.0341374+0.211949j 0.507178+0.261643j -0.12419+0.0446744j 1.17879+0.352525j 0.340128+0.12865j -0.069959+0.635472j -0.438892+0.490991j 0.0592969+0.257724j 0.382457+0.859517j 0.636288-0.0681693j 1.2764-0.769193j 0.395492+0.00349441j 1.13439-0.61641j 0.207701-1.66076j -0.165244-0.28489j 1.53723-1.46241j 0.973521-0.929341j -1.08963-0.992992j 1.69653+1.71659j -2.4169+0.0448988j -0.707631-0.0638167j -1.18364-2.06277j 0.948718+3.16997j 0.0562575-0.441717j -0.142374-0.0639805j -0.618081-0.28032j -0.11844-0.105329j 0.268832+0.382092j 0.441763-0.0127759j -0.0832329-0.192834j 0.119225-0.0733321j -0.245182+0.0997109j -0.217822+0.16418j -0.423977-0.585159j -0.0818226+0.425653j -0.185818+0.408773j 0.026845-0.034765j -0.390606-0.17281j 0.118286+0.111724j -0.16456-0.112868j -0.483006-0.380878j -0.509337+0.0323984j 0.355619+0.11188j 0.0065008-0.187984j 0.067473-0.139691j 0.0223301-0.893038j 0.00447124-0.23879j 0.0688679-0.292544j 0.585953+0.142022j -0.50227-0.265702j -0.208061+0.042999j -0.40463+0.0386262j 0.677233-0.0171004j 0.222583-0.229274j -0.389387-0.242549j -0.122094+1.06114j 0.0765408+0.317167j 0.358672+0.082307j -0.188416-0.584361j 0.78919-0.249298j -0.50059+0.414768j -0.29264-0.753815j -0.309792-0.143025j -0.609661-0.523661j 0.763095-1.01427j -0.432359-0.291346j 0.474652-0.194121j -0.493877+0.0355485j 0.380868+0.438656j -0.960342+1.37683j -1.45071-1.1j 
-0.0284838+0.00961606j 0.00786549-0.428229j -0.285237+0.226107j -0.125038-0.120141j 0.253516-0.605884j -0.449227-0.055263j 0.117977+0.222354j 0.325605-0.223778j 0.173671-0.0293106j -0.423923+0.489639j -0.0810052+0.169174j 0.209821-0.324487j 0.0579935-0.0747443j 0.141999-0.0682257j 0.0793332+0.0420556j -0.0485524-0.161615j -0.680741+0.37351j 0.131844-0.0517787j 0.277238-0.415017j 0.0425972+0.0960852j -0.559193-0.51942j 0.230332-0.334794j -0.354999-0.118692j 0.0899773+0.457002j -0.378259+0.723428j 0.168126+0.447723j 0.819917-0.350545j 0.202679+0.166147j -1.2231+1.60117j -0.496865+0.474603j -0.322243-0.354655j 0.552742+0.497354j 0.85736+0.701622j -0.312962-1.27525j 0.287553-1.62012j -0.0956911-0.388119j 0.176524-0.672334j -1.12011+0.343593j -0.444454-0.871674j 0.897581+0.607143j 0.40846+0.348005j 0.339925-0.461811j 0.599554+0.438427j -0.691982-2.04767j -0.244836+0.53564j -0.1905+0.0937778j 0.49517-0.28991j -0.144823+0.476369j 0.326399-0.780381j 0.266461+0.47569j 0.00290581-0.719698j -0.218621+0.817615j -0.0932452-0.282094j -0.0995135+0.280191j 0.233023+0.0545823j -0.606967+0.876248j -0.375823+0.738618j -0.0534989+0.136544j 0.0657647-0.220804j 0.6755+0.426618j -0.421973-0.640894j 0.803526-1.08613j -0.202379-0.285057j -0.691604+1.09605j 0.515534-0.479757j -0.68843+0.680802j -0.599779-0.127246j 0.202754+0.161701j -0.757126+0.799862j -0.206302-0.777241j -0.750846+1.01434j -0.055919-0.189003j 0.620968+0.231764j 0.645547-1.69728j 0.457952-0.868252j 0.787604-0.625318j -0.0381939+1.32137j 1.21945+0.493423j -0.464779+1.28235j -0.453958+0.258492j -1.50604-0.719225j 0.0217465+0.421604j -0.835792-0.00743003j 0.31507+0.398664j -0.894938+1.20693j -0.490283+0.618307j 0.950734-0.292274j -0.114793+0.278494j -1.65295+1.12627j -1.32035-2.18031j -0.623604-0.81661j -0.706809-1.70507j 
-0.0792142-0.137418j -0.00464934+0.0233401j -0.120554+0.260522j -0.223849+0.164354j 0.131325-0.0805011j -0.259592+0.196954j 0.340782-0.106492j -0.131229-0.270914j -0.0484817-0.140114j -0.285625-0.128409j 0.127266+0.00961182j 0.308313-0.227871j -0.356436+0.0933544j -0.234044-0.256133j -0.0414875-0.149721j 0.0336649-0.522729j -0.0991296-0.154892j -0.105192-0.100516j 0.25139+0.180531j 0.372719-0.0487927j 0.4138+0.130752j 0.0302392+0.00393347j -0.0148318-0.355015j 0.0839525-0.046558j 0.133383-0.666574j -0.124534-0.19438j 0.535139-0.160145j 0.387974+0.0285168j 0.232833-0.000570188j 0.363631-0.499429j -0.174695-0.352128j -0.65872-0.782676j -0.0796959-0.242409j -0.78026-0.521087j -1.24747+0.180277j -0.129846+0.284003j -1.33054-0.652632j -0.70656-0.527736j -0.503785+1.07381j 0.818658-1.54807j 0.842815+1.61476j 0.157546+0.487362j -1.11665+1.46445j 2.06223-1.23931j -0.22001-0.0030034j 0.0164034+0.194267j -0.0538547+0.704863j -0.0523114+0.134599j 0.315329-0.381294j -0.254219-0.547418j -0.185527+0.212415j -0.0146734-0.181735j 0.168385+0.254415j 0.363176+0.227106j -0.464083+0.708768j 0.649759-0.194316j 0.657847-0.0755042j -0.0292749-0.0334486j -0.111176+0.535292j 0.102196-0.213119j -0.131779+0.249701j -0.281258+0.847726j 0.109038+0.535553j 0.107239-0.528754j -0.312441+0.145759j -0.143867-0.0682293j -0.832167-0.00909737j -0.205983-0.0331185j -0.188951+0.0524634j 0.0604204-0.56684j 0.0106969+0.529162j 0.0351665+0.211651j -0.0749792+0.234032j -0.171065-0.600362j -0.256433-0.137557j -0.52182+0.588609j 1.32919-0.323972j 0.233765-0.0191922j 0.157466-0.668454j -0.616715+0.190133j -0.262433-0.908029j 0.668506+0.546269j -0.841582+0.483858j -0.0538108+0.391203j -0.625107+0.704462j -1.48179-0.856662j -0.370715+0.585489j -0.278152-0.748368j 0.235001+0.416962j 0.490501-0.576818j 2.88817+0.958836j -1.28442+3.0717j 
-0.0657232-0.0622413j 0.671924-0.216289j -0.654567-0.294713j -0.0495788-0.127209j 1.0177-0.00447503j -0.28609-0.518806j -0.194625+0.293779j 0.51716+0.256582j 0.165844+0.201934j -0.897167-0.170288j -0.336193+0.0558385j 0.575959+0.0074777j 0.270404-0.0550445j 0.221452+0.256068j -0.140211+0.243783j 0.0681512+0.0445796j -1.06795-0.660882j 0.021477+0.250232j 0.840451+0.0654601j 0.225956-0.296816j 0.109116-0.964778j 0.594585-0.248656j -0.1066-0.672031j -0.501628+0.546245j -1.11806+0.136493j -0.341104+0.0966803j 0.628344+1.36931j -0.0339043+0.726657j -2.18872-1.41913j -1.07773+0.021657j 0.397099-0.174909j -0.728863+0.871859j -0.291873+1.24978j 1.63965-0.766266j 2.14381+0.500382j 0.431154-0.263173j 0.474584+0.00382653j -1.12316-1.19699j 0.889164-0.464556j -1.10349+1.84937j 0.0869187+0.982614j -0.252901+0.845752j -1.66109+1.7168j 2.17362-1.40708j -0.228241+0.199191j -0.0934088+0.231394j -0.628807+0.340382j -0.221579+0.103273j 0.116685-0.05009j 0.140333-0.548926j 0.374456-0.133955j -0.17445-0.055641j -0.222681+0.456235j -0.354546+0.411417j -0.677937+0.220382j -0.648799+0.841487j -0.614192+0.72184j 0.0880482-0.161653j 0.0742764-0.159443j -0.317541-0.381927j 0.425467+0.0544373j 0.54014-0.859474j -0.143653+0.345236j -0.341119+0.839723j -0.558893+0.0330911j -0.371318+0.874321j -0.123399+0.629162j -0.26134-0.0422801j -0.27806+0.733149j 0.139544+0.469627j -0.553104+1.03459j -0.179468+0.248832j -0.0583601-0.639095j -0.64691+0.348174j -0.567171+0.326737j -0.0204717-0.608209j -0.871065+0.473018j -0.209118-0.850906j 0.138425+0.00962704j 0.642519-0.384505j 0.10214+1.32502j 0.69342-0.709023j 0.436088+0.412663j 0.303256-0.711416j 0.411035+0.175968j 0.321121-0.0161383j -0.0941266-0.520512j 0.298412-0.035717j 0.605608+0.480439j -0.309454+0.965222j 0.124997+0.443982j -0.241169+0.806082j 
0.28202-0.121196j -0.581165-0.227224j -0.0704199+0.260905j 0.152766-0.546942j -0.447199-0.435977j 0.152582+0.141826j -0.0270106+0.071999j -0.454319-0.129619j 0.00114439-0.184371j 0.446529+0.276182j 0.723904-0.556477j -0.111466+0.293611j -0.607199+0.732544j 0.182464+0.272117j 0.293531-0.391879j 0.0839397-0.986757j 0.425844-0.119286j 0.248007+0.153631j -1.06705+0.189126j -1.21086-0.0975924j 1.00644+0.222058j -1.36581-0.0294446j -0.25685+0.256056j 0.920869+0.163093j -0.441759-0.256304j -1.42234+0.663038j 0.840657+0.44079j 1.40958-0.436034j -0.443506+0.753204j 0.721724-0.630489j 1.16481-0.5613j 1.75509+0.635163j -0.448334+1.35721j 0.110147-0.225331j 0.706842-0.964771j -0.254436-0.34172j 0.74918+0.867775j -0.535254+0.632628j -1.05761+0.00906377j 1.42324-1.17618j 1.31844-0.141222j -0.0934695-0.0865388j -0.0402597-0.104667j -1.04857+0.0912974j 0.63912-0.424329j 1.02089-0.210024j -0.106976+0.484892j 1.72445-0.0804576j -1.83843-0.156774j -0.526182-0.196171j -3.47412+0.715884j 1.99454-0.819228j 1.15149-0.0040903j 2.41956-0.65167j 0.952504+0.532528j 5.18347-1.60663j 3.88508-1.25467j 0.491977-0.518411j -0.952401+0.214311j -0.326526+0.28608j -1.47442+0.764294j -5.64055+0.899684j 1.78293+0.101436j 5.35568-1.7832j -0.641172+0.779245j 4.6934-1.27812j 1.92558-0.0922011j 0.679805-0.451913j 4.41451-1.79846j 1.26366-0.789506j 6.48528-3.62895j 0.587399-0.549683j -2.48313+0.687524j -1.0085+2.25303j 0.40974+0.46476j -3.74572+2.10105j 5.61809-1.99433j -0.936109+0.440061j 1.91262-2.2036j -2.45888-0.0653976j 2.18819-0.489737j -3.53926+0.829395j -0.415232-0.978197j -1.53+1.13209j 0.9208-1.85011j -0.79329-0.715948j -1.98998+2.26126j -0.566642+1.94723j 0.127097-0.437297j -0.39966-0.364026j -0.889529-0.52805j 0.818734+0.962526j 
