0.0111677+0.0302952j 0.0514552+0.0044894j -0.122719+0.0389252j -0.0825446-0.0654868j -0.0190857+0.0515781j 0.0491021+0.124739j 0.0556128-0.00615852j 0.00179187+0.0672394j -0.043794-0.056149j -0.0776326-0.00767645j -0.000669916-0.00828894j -0.114374+0.0856071j -0.00419077-0.0915177j -0.102467+0.0293969j -0.0386741+0.114027j 0.0397781+0.1054j -0.0291318-0.0300812j -0.0157029+0.0912798j 0.0593227-0.038979j -0.128256-0.0350246j -0.0394533-0.00689873j 0.101028+0.0340427j -0.0359403-0.275853j -0.0932143-0.107206j 0.144996-0.20818j -0.172313-0.0607342j -0.0447605-0.0933264j -0.0874656+0.0353427j -0.117675+0.0109899j -0.0426634+0.0615903j 0.14627+0.1546j 0.078641-0.0244102j 0.117272-0.0428136j 0.0720313-0.022465j -0.0795978-0.0288796j 0.0460693-0.191272j 0.21425-0.106609j -0.00349343+0.184521j -0.0902465-0.0362604j 0.0119009-0.0780019j -0.0276439-0.0389011j 0.0152082+0.0227417j 0.00469611-0.0359691j -0.0534062-0.0285895j -0.0502346+0.0107826j -0.010221-0.0451854j -0.0248292+0.00989588j -0.0463405-0.00917875j -0.00228095-0.00454946j -0.00330329+0.029357j 0.0226756-0.00127891j 0.0215733+0.0491267j 0.00980046+0.0489489j -0.0094325-0.0324829j 0.0181841+0.0305484j -0.0503497-0.0107459j 0.0164834+0.0243131j 0.0350287-0.0513443j 0.00591299-0.0156572j -0.0223408-0.00478145j 0.00542495-0.0188591j -0.0135213+0.00198717j -0.00443732-0.0402091j 0.00333557-0.0525199j 0.00819051-0.00133563j 0.054736-0.0387489j 0.0422674+0.0130059j -0.0111305-0.00724496j 0.0359316-0.00858466j 0.00639427+0.081079j 0.0151361-0.0135259j 0.0348915-0.0112487j -0.0461582+0.0246218j 0.0562639+0.0175775j 0.0286731-0.0128598j 0.0342511+0.0304626j -0.000708366+0.00585686j 0.000490799-0.0112076j 0.0111082-0.0472406j -0.0339164+0.0171039j -0.0150617+0.0226869j 0.00434202-0.0114725j 0.0111713+0.0307291j -0.0626653-0.0351442j 0.0357031+0.0119156j -0.020964+0.00706996j 0.0327883+0.000676783j 0.0331632+0.00703012j -0.112374-0.0567574j 0.0376968-0.123784j 0.0352425+0.0237285j -0.0331295-0.00185789j 
0.00231628-0.00544168j -0.00336224+0.00493991j -0.0005494-0.000235018j -0.00101592-0.00354705j -0.00078081-0.000938291j -0.00356968+0.00373152j -0.00354193+0.00138522j -0.00136702-0.000702577j 0.00530416-0.00398706j -0.00661845+0.00327726j 0.0138904-0.00708945j 0.00340526-0.00481941j -0.00345587+0.00360321j -0.00458081-0.00296106j -0.00809835-0.0123602j 0.0170298+0.00431025j -0.0078372+0.00491606j 0.0125273+0.00127372j 0.0146182-0.00579456j -0.00109869+0.00825385j 0.00107265-0.0114885j -0.0116257+0.0011405j -0.00540505-0.00974092j 0.00508384+0.0174952j -0.0118548-0.0157566j -0.00534281-0.00190436j -0.00838458-0.00922702j 0.00854645-0.00289882j -0.0074852-0.0213751j 0.00983144+0.0156941j -0.0123145+0.00807173j 0.0178867-0.012633j 0.00496057-0.0257185j -0.0140032+0.00333846j -0.00190418-0.0155373j 0.0190231-0.0151047j -0.0163248-0.0137359j -0.0142771+0.00169048j -0.0142218+0.00350055j 0.00265686-0.0109571j 0.00257651-0.0104454j -0.00323777+0.0119939j -0.00295989+0.0147583j 0.00532664-0.00802548j -0.0023616-0.0122832j 0.0107143-0.00865536j 0.00368551-0.000243616j -0.0012214+0.00813547j -0.00548718+0.00119379j -0.00597441+0.0222417j -0.00823346-0.00411829j 0.0100871-0.00151851j -0.0145298+0.00779249j 0.0101795+0.00215966j 0.0222392-0.0155904j -0.00547575-0.00572143j 0.00875249-0.00595643j 0.0100597+0.0040656j 0.000994492+0.000967101j -0.000627811-0.0115377j 0.00243667+0.00502255j 0.00322567-0.00124122j -0.01538-0.00526309j 0.00631565-0.0159216j 0.00873804-0.0106059j 0.0159831+0.0124321j -0.00421578-0.0165612j 0.0107965-0.0142489j 0.010046+0.0150505j -0.00558566+0.00590032j -0.00408491-0.010499j -0.00906737+0.0109366j 0.000173133-0.00316696j -0.00577438-0.00536035j -0.0103499-0.00613151j 0.0120206+0.000363531j -0.0115256+0.0199174j 0.00315935-0.000997472j 0.0103898-0.0107903j -0.0124304-0.0164428j 0.00768689+0.0247214j -0.0280216+0.00485135j -0.0235756-0.0129715j 0.00977692-0.0102987j 0.00849188-0.00050945j 0.00952614+0.00373611j -0.00067954+0.00366495j 0.0129211-0.00333398j -0.000254866+0.00765905j -0.0031807-0.00656589j -0.00506179-0.00800665j 0.00153708+0.00107015j 
-0.00185439-0.00378849j 0.00135299+0.00068506j 0.000619807-0.00819758j 0.00537879+0.00137466j -0.00556044+0.00294642j -0.00569439+0.0149786j 0.00977581+0.000507891j 0.00593969-0.00427668j 0.0067753-0.00466318j 0.00977659+0.000570675j -0.0123448+0.00247601j -9.63882e-05+0.0024483j 0.00587537-0.00231964j -0.00565482+0.00578337j 0.00299666+0.00207929j -0.00943598+0.00158097j 0.00118568-0.00611341j 0.00605741+0.00202763j 0.0105744+0.00826495j 0.00627243+0.0121069j 0.00637004+0.00251765j 0.00485134-0.00503589j 0.00552557-0.00627048j -0.0129518+0.0146028j -0.000182736+0.00260273j 0.00181198-0.0115368j 0.00546084-0.00569969j 0.0132564-0.00143686j 0.0121665+0.00312043j -0.00109905+0.0102041j -0.00342827-0.00967729j 0.0161802+0.0184586j 0.018371-0.0217231j -0.00707423+0.00382614j -0.0132248-0.00644808j 0.0048127+0.00226836j 0.0137545-0.0100494j -0.0106455-0.00627859j 0.00113712+0.00944102j -0.00164727-0.00144594j -0.00111885+0.00543715j -0.0127668+0.0105596j 0.00207565-0.0034778j 0.00291257+0.00110098j 0.00586677+0.0153211j 0.00247489+0.00640657j -0.0047558+0.00133053j -0.00101317-0.00569993j 0.000289986-0.00336466j -0.00191433-0.0219795j 0.00951206-0.00933329j -0.00420997+0.00583397j 0.00358538+0.000528063j -0.000709676-0.00111556j -0.0148184+0.0175442j -0.00949246+0.0124061j -0.000142997+0.00471616j 0.00356237-0.00406388j -0.00443514-0.0039334j -0.00568724+0.00803143j -0.00562221-0.00539424j -0.0056885-0.00127446j 0.00562174+0.00938535j 0.000638311+0.0102916j -0.00485673-0.00249547j -0.0103785-0.0103288j -0.0054826+0.0224725j -0.00718204-0.00518536j -0.0269888-0.0103123j 0.00032844-0.00936194j 0.0254083+0.0256556j 0.00102738-2.15018e-05j 0.0108451+0.0107032j 0.0123435+0.00117219j 0.0130351-0.000832527j -0.0170671+0.0141765j 0.00145172+0.000280986j -0.0076389-0.00102054j -0.0164533+0.0194171j 0.0125421+0.0109084j -0.00267481-0.0101824j 0.0168858-0.00943877j 0.0143652+0.0154387j -0.00282889+0.0076496j 0.008141-0.021103j 0.0152731+0.00393781j 0.00909701+0.0202809j 0.00893986-0.00832143j 0.00333743-0.0109832j -0.00205344-0.00109296j 0.00159575+0.00701021j 0.00615369+0.00425332j 
0.00452875-0.00658724j -0.00575271-0.0029935j -0.00747552+0.00592935j -0.0116797-0.006538j -0.00191912+0.00685899j -0.00115438-0.0187051j -0.00680096+0.00211985j -0.00753907-0.000877108j -0.00361775+0.00756879j -0.00837713+0.00334867j -0.00158362-0.00511832j -0.00602242+0.00273634j -0.00253875+0.00538025j -0.00216469-0.00106353j -0.0107253+0.000538955j -0.00630506+2.99445e-06j -0.00386654+0.00969799j -0.00657418-0.000100201j 0.000300194+0.00264983j -0.00157929-0.00722943j -0.00539406+0.000863726j -0.00844971-0.00957258j 0.00367443+0.00224309j -0.00404361+0.00684259j -0.00422234-0.00925027j -0.0059976-0.00575312j -0.00997453-0.000651495j 0.0170473+0.00836947j 0.00211119+0.00407296j 0.00863685+0.00703237j 0.0125211-0.00306268j 0.0018505-0.00705232j 0.00421386-0.00896673j -0.0183108+0.0075558j -0.006137-0.0212817j 0.00744488-0.0186397j -0.00718746-0.00501437j -0.00268328-0.00742868j -0.0120197+0.00054857j 0.000870235-0.00639435j -0.00263718+0.00268572j 0.0109993+0.00434361j 0.00982875+0.00334747j 0.00736257+0.000681388j 0.00208549-0.00635028j 0.00199773-0.00793133j 0.00885292+0.000420721j 0.005986+0.00444478j -0.0126314+0.00188132j -0.0144774+0.0317803j 0.00761079+0.0200628j -0.0129183-0.000759846j 0.00968618+0.0156782j -1.23305e-05-0.0173724j 0.0138699+0.0150433j -0.0173366+0.0218404j 0.0031484-0.0265089j -0.00512383+0.0186824j 0.0037348+0.00624442j -0.00413228-0.0304262j 0.0204253+0.0156782j -0.0176169+0.00191129j 0.0212387-0.0198294j -0.00537543+0.00556182j -0.0115703+0.0248651j -0.014665+0.0254555j -0.0176236-0.00781644j -0.013417+0.0186861j 0.0210521-0.0515222j -0.00426677+0.0145198j -0.00671048-0.0296899j 0.00962213+0.0040785j -0.00847755-0.0115039j -0.00889672+0.0130188j -0.0116417-0.0385507j -0.0100557-0.0146685j 0.0498299-0.00834893j 0.0249222+0.00547216j -0.0193102-0.0102381j 0.00864183+0.0149408j -0.00694065-0.0044267j 0.00642955-0.0133214j 0.0146179+0.00165631j 0.000344576+0.0180727j -0.0134597+0.0188481j 0.0102644-0.0106369j -0.0120042+0.00197264j 0.00237887-0.0209626j -0.0135834+0.0137824j 0.00606027+0.00361465j -0.00493664-0.000102111j -0.0027412-0.00504132j 
0.00382164-0.000493447j 0.00352726-0.00468914j -0.00211238+0.000700933j -0.00197157-0.00037106j 0.00166205+0.0048929j 0.00652113-0.0158629j -0.00541195+7.39593e-05j -0.00926356+0.00533425j -0.00626629+0.00992199j -0.00774493-0.00271249j -0.00348627+0.00543828j -0.00708686-0.00261812j -0.00151499+0.00502587j -0.00172759-0.0028193j -0.00556504+0.0122119j -0.00301329-0.00283337j 0.000794265+0.0033858j -0.011248+0.000129903j -0.00600667+0.00714954j 0.00474995-0.00343844j -0.00172066+0.0135262j -0.00280585-0.0024113j 0.00845792+0.00920786j -0.0160328+0.00334381j -0.000900105-0.00501748j 0.00455676-0.0215552j -0.0041845-0.00876736j 0.0138917+0.0114884j 0.00467409+0.0185752j 0.00172731+0.00732282j 0.0105673-0.00078103j 0.00280712+0.00447212j -0.00068239-0.00852688j -0.0185673+0.0126349j -0.0187192-0.0138478j 0.00335851-0.020818j 0.00118484+0.00188178j 0.00359418-0.0177067j -0.0069627+0.00326737j -0.0061749-0.000332314j -0.00105479+0.00412282j -0.00304339-0.00400436j -0.000440454-0.00467314j -0.00377965-0.00447434j -0.00712283+0.00377668j -0.00540652+0.00865706j -1.71789e-05-0.00337757j 0.000866235-0.00585734j 0.00963828+0.0119029j 0.0101392-0.00576827j -0.00276202-0.00168113j -7.98256e-05-0.00538995j 0.00184935-0.00202239j 0.000886893+0.0110973j 0.00396878-0.0137068j -0.00680899-0.0205277j -0.00339456+0.0106794j -0.00234317-0.0145082j 0.00498663-0.00211657j 0.00016631+0.005123j -0.0094478-0.0118736j 0.0106769+0.00512089j -0.0132057+0.00071558j 6.63223e-05+0.0107018j 0.0256485+0.00853476j 0.0105718+0.0018408j 0.00687484+0.00263225j -0.0069975-0.019544j 0.013401+0.0470091j -0.00948412-0.0297152j -0.00751189+0.0148492j -0.00814733-0.0136002j -0.00739038-0.00546118j 0.00734657-0.0221512j -0.00229082+0.00617693j 0.0211776-0.00912878j -0.0191881-0.00195503j -0.0270465-0.0192307j 0.0170516+0.016557j -0.0144166-0.00381783j 0.0174797+0.0120633j -0.00339198+0.0120828j -0.0100137+0.00516172j -0.00602078-0.014939j -0.000901804-0.00368943j 0.0034001-0.000688083j 0.0109095-0.0020139j -0.00230399+0.000756848j 0.00232306+0.00265447j -0.00426799+0.00208026j 0.00317891-0.00168533j -0.00125639-0.00133974j 
0.000950553+6.04131e-05j 0.0034266+0.00126296j 0.00284995+0.000305677j 0.00420315+0.0013272j 0.000227168+0.00283875j 0.00197993-0.00155096j 0.000758109-0.00374068j -0.00334698+0.00263586j -0.00309456-0.00376348j 0.00673721-0.00747999j -0.00820894+0.00121369j 0.00117665+0.00191216j 0.000703691-0.00173643j 0.00261617-0.000216465j 0.0056652+0.0106014j -0.00297902-0.00250209j -0.000279331+0.00180152j -0.0125734-0.00447542j -0.00310064+0.00260928j -0.00684938+0.00767854j -0.0145318+0.018037j -0.0127994+0.00628577j 0.000438806-0.00285654j 0.00211953-0.00408254j -0.00160645-0.00937754j 0.00230167-0.00646333j 0.000720848-0.0028116j 0.0100745+0.00101675j 0.0129329+0.0113114j -0.0120593-0.00492794j -0.00505441+0.0152832j 0.0116944-0.00168365j 0.00354053-0.00163164j 0.00443947+0.00156356j 0.00388747-0.00187479j -0.000551334-0.00237442j 0.00382042+0.00451126j 0.00645401-0.00534599j -0.00343257-0.00427932j -0.00246963+0.00013056j -0.00127762+0.00217732j -0.00172685+0.00226996j -0.00463723+0.00630794j -0.00369545-0.0117503j -0.00704892-0.000116802j 0.00284586+0.00266982j 0.00372803+7.91733e-05j -0.0106835+0.00939115j 0.00377187-0.0111283j 0.00857998-0.014906j 0.00782909-0.00623966j 0.0167853+0.00802441j -0.0112128-0.00792889j -8.97043e-05+0.00699352j -0.0143814-0.00724977j 0.0254868-0.0203993j 0.0194685+0.00376955j 0.00959319+0.00355619j 0.00596676-0.00458701j 0.0116052-0.00265389j 0.00556467+0.00353313j 0.00712976-0.00832883j -0.0270929+0.00247576j 0.0158671-0.0170695j -0.0399071-0.0308857j 0.0114391-0.00847666j -0.000316027+0.013484j 0.0399192+0.0275333j -0.0415975-0.0186098j 0.0082512+0.030977j -0.000147385-0.00932144j -0.0229415+0.0360997j 0.0105672+0.0146152j -0.0209422+0.0221325j -0.0127835+0.00446154j -0.0179919+0.000310347j -0.0055137+0.000563793j 0.0323625+0.0193118j -0.0140331-0.0311025j 0.0083289+0.00354669j 0.00120336-0.00725977j -0.004295+0.0197725j -0.0194848+0.00714335j -0.00375562+0.00537028j 0.00186308-0.00964459j -0.0091789-0.00144895j 0.0125859+0.0015415j -0.00106337+0.00565547j 0.00578514-0.00195967j -0.00683473-0.00541131j 0.00464477-0.0043254j 0.00297598+0.00254189j 
-0.00539985-0.00252553j -0.00136032+0.00707205j 0.00273206-0.00870514j 0.00181657+0.0012831j -0.00371587-2.74542e-05j -0.00525294+0.00492707j -0.00271318+0.00366036j 0.000511102+0.00111071j 0.00562678-0.00697996j 0.00586265+0.0027696j -0.00684678+0.000955971j 0.00121123+0.00732882j 0.00040116+0.000595278j -0.00309953+0.0077182j 0.0137136-0.000403728j -0.0108209-0.00955675j 0.00157962-0.00487711j -0.013758-0.0130828j -0.00438288+0.00639832j -0.0103257+0.0125598j -0.0219973+0.00547972j -0.0101985+0.00334832j 0.00856342-0.00585761j 0.0116049+0.00119217j -0.00231233-0.00922882j -0.00536434+0.0149878j -0.00558277-0.0074598j 0.0104028-0.00704185j 1.50645e-05+0.0156122j -0.0164251-0.0100857j -0.0149921+0.022527j 0.0138427-0.00353632j 0.0042067-0.00346948j 0.00927297+0.000831411j 0.0201128+0.00369998j 3.42505e-05+0.00765236j -0.000568516-0.00147416j 0.013898+0.00117366j -0.00175573-0.00439196j 0.00386118-0.00212943j 0.00343595-0.0055022j -0.000317495+0.00387404j -0.00159571-0.00173303j 0.00228158+0.00213248j 0.00213113-0.00385741j -2.25029e-05-0.000889656j -0.0126539+0.00824094j 0.00488786-1.20292e-06j -0.00851641-0.00106399j -0.0117572+0.0104566j -0.00364543+0.00506819j -0.00884468+0.000253976j 0.00638696-0.000621871j -0.00679427-0.00556496j 0.0106749+0.00217013j -0.0145876+0.0154396j -0.0164804-0.00331456j 0.00406865-0.000520365j -0.0129732+0.00680017j -0.00327322+0.00992209j -0.00811064+0.0138535j -0.0216721-0.00234836j 0.0142458+0.001806j 0.00454553+0.00138182j 0.032085+0.0224005j -0.000235655+0.00364006j -0.00233273+0.0063161j -0.0269372-0.0158479j 0.020244-0.00118991j -0.00535591-0.0306412j 0.00605636+0.00599952j 0.0181439-0.0354919j -0.00252189+0.0119965j 0.00697646-0.00499912j 0.0180891-0.0116747j 0.00477726+0.0137755j -0.00874092+0.00774121j -0.000638092-0.0148527j 0.00682758+0.0133966j -0.0111625-0.00227575j 0.00818391-0.00364173j 0.00907957-0.00778603j 0.0076969+0.000900802j -0.00298323-0.00443406j 0.000295038-0.00993136j 0.00702395-0.000275667j -0.00988221-0.00271425j 0.000599914-0.00175155j -0.00327413+0.00626625j 0.00341939+0.00394183j -0.00294873+0.0089443j 0.000295351-0.000589792j 
-0.00576566-0.00109492j -0.00041483-0.00170201j 0.00254392-0.00098537j 0.00195936-0.0126782j -0.00489665-0.00995675j -0.000441691+0.000618843j 0.00347607+0.00449852j -0.00819238+0.00225393j -0.00206412-0.00376845j -0.00813497+0.00436784j 0.00436116-0.00480692j 0.00333382-0.00315528j -0.000498519+0.00516948j -0.0163527+0.00312369j -0.000536437-0.0230035j -0.00929009-0.00931551j 0.00134072+0.0126422j 0.0149887-0.00448309j -0.0116277-0.0118241j -0.0014463-0.00958872j -0.00279546-0.0057156j -0.0071626-0.007719j 0.0107908+0.0158122j -0.00931741-0.00389023j 0.0119795+0.0113234j -0.0128629+0.00769868j -0.0190114-0.00850894j 0.00987703+0.0149959j -0.0189757+0.0103669j -0.00894491+0.00607277j -0.00218073+0.00548579j 0.0156432+0.00526346j -0.00579492-0.00534449j -0.00936169-0.000646418j 0.00297838+0.0112004j 0.0113831-0.0122675j -0.00584499+0.006079j -0.00287476+0.00209149j 0.00269125+0.000539483j -0.00172087-0.00328723j -0.00643098+0.00785566j -0.00314047+0.00197635j -0.00275451-0.00403367j 8.83337e-06+5.77473e-05j 0.00297173-0.00313139j -0.00201462+0.00968485j 0.000278773+0.000116147j -0.00506535-0.000341558j -0.00453536-0.00474111j 0.00255899-0.00907804j -0.00108077-0.00948103j 0.00139282+0.00775328j -0.00542437-0.0129482j 0.00146437+0.00163106j -0.00822826-0.00279362j 0.0159489-0.00393029j 0.0145893+0.00907627j -0.0117357+0.00287541j 0.00437057-0.00907367j -0.00160503+0.0100248j -0.00927042-0.00521319j -0.00195646-0.0107962j -0.000592515-0.000501338j -0.0060011+0.00372281j -0.010079-0.00729083j -0.00896539-0.0129213j -0.00243165-5.7889e-05j 0.000892505+0.00543072j -0.0270265+0.00483792j 0.0202862-0.00301157j 0.003575+0.0157029j 0.00770497+0.00513892j 0.0035129+0.00707344j 0.00579621-0.00409869j 0.02156+0.0139845j -0.0187834-0.0107014j -0.00177674-0.00171867j -0.00877534+0.0189378j 0.00154064-0.00630618j 0.00212237+0.00184914j -0.00568996-0.0131366j 0.0113258-0.00666773j 0.00869976-0.00197393j -0.00107872+0.0113517j -0.00462106-0.0101441j -0.00152576-0.0069423j 0.00416948+0.00138545j 0.00355859+0.00279904j 0.00553598-0.00619173j -0.00126727-0.00268656j 0.00386191-0.000261412j -5.90833e-05-0.00101871j 
-0.00682288+0.00500256j 0.00422726+0.000290286j 0.00484499+0.00121028j 0.00572955+0.0107538j 0.00795442+0.000360486j -0.00745321-0.00199866j -0.00171055+0.00553513j 0.00581112+0.00489158j 0.00856469-0.00997148j 0.0014011+0.00214933j -0.00452451-0.00967538j 0.000113078+0.00758305j 0.00326624+0.00160192j -0.000484937-0.00565918j -0.0106895-0.000331655j -0.00473016+0.00683239j -0.0142577+0.00502046j -0.0143801-0.00567948j 0.0109062-0.00987255j 0.00495162-0.00178504j -0.00513476-0.00144937j -0.00815783-0.0107953j -0.0119223+0.011251j 0.000348394-0.00605786j 0.00538522-0.00338313j 0.00316959-0.000733319j -0.0157124+0.00325405j -0.00339971-0.00229031j 0.00288631-0.00450769j 0.0166151+0.00262326j 0.0132181-0.0138498j -0.00641795-0.00419182j 0.00255641-0.00303111j -0.0101617-0.00177897j 0.00279492-0.013361j 0.000567089-0.00584901j 0.00679258-0.00643537j -0.000644799+0.0080776j 0.0107865+0.00433023j 0.00289813-0.00341104j 0.00131512+0.00243256j -0.00417901-0.00885056j -0.00507388-0.0147301j -0.0115016-0.00642206j -0.0111449-0.00514676j -0.00115176-0.00969019j -0.0221967+0.00941476j -0.000562524-0.00276264j -0.00714247-0.0208618j 0.00286114-0.0116548j -0.000403275+0.00363265j 0.0106506+0.00289549j 0.00740807-0.0138074j -0.0236241-0.00045961j -0.0177559+0.00333891j 0.0173438-0.00184563j -0.0240508+0.00174391j 0.0125153-0.0280668j -0.0241547+0.0171717j 0.00742225+0.0248527j -0.0171132+0.00721797j -0.00858346-0.0139416j -0.00228901+0.0208668j 0.00879971-0.00377887j 0.0157953-0.0134543j 0.0379021-0.0103511j -0.00805632+0.0232901j 0.00295044+0.0134924j -0.00582279-0.0284492j -0.00731203-0.0114564j 0.00337652-0.00645235j 0.0207066-0.00240844j -8.6027e-06+0.00954009j -0.00140609+0.018285j -0.0013391+0.0271839j 0.0143854+0.0382751j -0.034083+0.00631315j 0.0183348-0.00531746j -0.00136859-0.00152682j -0.00828545-0.0178815j -0.0128476-0.00684932j 0.0082914+0.00121878j 0.00405733-0.00108301j -0.00537345+0.00556504j 0.00327779-0.0158669j -0.010404-0.000759301j 0.00103427-0.00992547j -0.00968585+0.00539548j 0.00416256-0.00198083j -0.00329363+0.00231726j 0.00189479+0.00755501j -0.00330102+0.005333j 
-0.0054405-0.000263063j -0.00221416+0.00455209j -0.00256184-0.00399263j 0.000155722-0.00302579j -0.00331209+0.00177429j -0.00698263-0.00178695j -0.00281422-0.0024428j -0.00108709-0.00383693j 0.00602589-0.00495045j -0.00503719-0.00646555j -0.0117432-0.0099537j 0.00318212+0.00102042j -0.00298576-0.00222076j 0.00663237-0.0116738j -0.00362046+0.00481806j -0.00606151+0.0110239j 0.00355695+0.0112456j 0.00742653-0.000100363j 0.000475418-0.00312431j -0.00928046-0.0051655j -0.00195227+0.0049698j -0.00880916+0.00460552j -0.0147465-0.00665564j -0.000461046-0.0127984j -0.00266902+0.000445224j 0.00930914-0.00708043j 0.00619289+0.0132266j 0.000670904-0.00598638j 0.0187422-0.0164896j 0.0159131+0.00149008j -0.00339411-0.0142791j -0.012296-0.00960101j 0.00790802+0.0104131j 0.000747021-0.00488533j 0.000612974-0.0157588j -0.00274484+0.00256866j -0.00183452-0.00194667j 0.00290784+0.00255178j -4.71483e-05-0.00122121j 0.0063287-0.00118474j -0.00619518+0.000480297j 0.000324958+0.00572529j -0.00198005+0.00586987j -0.00320257+0.00762194j 0.00235392-0.00247481j 0.00187824+0.0111009j -0.00138558+0.00220059j 0.000743439+0.00284043j -0.00457456+0.000269834j -0.00538605-0.00220634j -0.0049608-0.00427023j -0.00483028+0.00379229j -0.0103408-0.00434258j 0.0081333+0.000747487j 0.00648801-0.012459j 0.0012507+0.00810967j 0.0172404+0.00805862j -0.0149903+0.00819771j 0.015693-0.0110192j 0.00239275+0.00799012j -0.0060969-0.00268668j -0.00914505-0.0127392j 0.0100725-0.00184475j 0.00329578-0.00619054j 0.0087814+0.00142353j -0.0246363-0.0198178j 0.00414939-0.0100755j -0.00830082-0.0171377j -0.00636355+0.0194522j 0.00492376-0.00539605j 0.00331341+0.0267706j 0.000557339-0.0140102j 0.0026411+0.0159046j 0.00494648-0.00917749j 0.0309076+0.00976053j -0.0237385-0.0166602j -0.0086963+0.0114727j -0.0142774+0.0149889j 0.0108414-0.00672869j -0.00467802+0.00421352j -0.00075938-0.000745307j -0.00558342-0.00551657j 0.00134867-0.00941132j 0.00636249+0.00491275j -0.00323873-0.0091791j 0.00357429-0.00339163j 0.00275898+0.00179459j 0.00285957+0.00294244j -0.000842718-0.000414003j 0.00109711-0.00500603j 0.000439587+0.00115353j 0.000634628-0.00325455j 
-0.00397816+0.00475008j -0.00160879+0.00273631j 0.00491192-0.00725578j 0.000612279-0.00311213j -0.00160294-0.00506857j 1.23333e-05-0.00213731j -0.000888459+0.00202125j -0.00249197+0.00351886j 0.000298246+0.00254506j -0.0100266+0.00267043j 0.00439494+0.00674544j 0.000112446-0.00471205j -0.00246734+0.000873568j 0.00572057+0.00772628j -0.0063374+0.000212772j 0.00205476-0.00373865j -0.00716959-0.00763528j 0.00262098-0.00296558j -0.00297032-0.00107402j 0.016221-0.00328904j 0.0055688-0.00285547j 0.0150194-0.0116191j 0.0037657-0.0061534j 0.00751364+0.00278809j 0.00691383-0.00341739j 0.0233798-0.00564272j 0.00287067-0.00647613j -0.00781897+0.0113413j -0.0024918+0.0161935j 0.00674339+0.00776301j -0.00201234-0.00223317j 0.00180305+0.00744153j -0.0140985-0.00407387j -0.00788481+0.00250699j -0.00933543+0.00716322j -0.000712965-0.0071805j -0.00213685+0.00216124j 0.00401453-0.00298257j -0.00372518+0.00278848j 0.00380442+0.00469334j -0.00479645-0.00473009j -0.00178124-0.00716358j -0.00530258-0.000515741j -0.00776026+0.00741527j -0.00163434-0.0102609j -0.000642821+0.000882304j -0.0127046+0.00407368j 0.00955312+0.00610991j -0.00361313+0.00397464j 0.00378066-0.00157707j -0.00469798-0.00346737j -0.0111341+0.0102838j -0.00874206+0.00444119j -0.00258719+0.00740352j 0.0245683-0.00184743j 0.00668657+0.0305409j -0.00739433-0.00205087j -0.00196921-0.000265566j 0.016079-0.00699593j 0.0199071-0.0031466j 0.00147177+0.00877827j -0.00568738-0.0188217j 0.0215024-0.000617305j 0.0283073-0.0256964j 0.00302356+0.00178284j -0.0407571-0.02671j -0.0079193-0.00955525j 0.0046795-0.0133839j -0.0244334+0.00595735j -0.00839698+0.0139077j -0.000511726+0.019407j -0.0152-0.0197713j 0.0117818+0.0248416j -0.00552565-9.40125e-05j 0.0111784+0.0100256j -0.0126306-0.00909768j -0.00750266+0.025001j 0.0114239+0.002828j 0.00146332-0.0175843j 0.00194757+0.00435345j -0.00368208+0.00196368j -0.0117131-0.0020137j -0.00673021-0.00725625j 0.00563903-0.00461113j -0.00670527-0.00746298j 0.00186269+0.00121991j 0.00165469-0.00502681j -0.00258414+0.0047193j -0.000302156+0.00311171j 0.00617467+0.00139692j -0.00515967+0.0048473j -0.00248634-0.00288223j 
