-0.032638+0.035573j -0.0456156-0.0191682j -0.0930316+0.0337145j 0.0500302-0.0527004j -0.0667173-0.00272239j -0.0357419-0.0128578j -0.0828731-0.0333528j 0.0448818+0.0235693j 0.0427156+0.0264585j -0.0197782-0.0269611j 0.0458975+0.0177846j -0.0190365+0.0190904j 0.017743+0.0618986j -0.0150497-0.0740443j 0.0169731-0.0314242j 0.0521658+0.0350471j -0.00358487+0.0069731j -0.0542552-0.00424602j -0.0275094+0.00706436j -0.00500759+0.0524482j -0.0534505-0.0366693j -0.0333991+0.0952232j 0.00866852-0.0485697j 0.0155151+0.06506j 0.0244432-0.0222864j 0.0335171+0.0197489j 0.00243125+0.0200963j -0.0228977+0.0324717j -0.0271209-0.056877j 0.0310407-0.0148682j -0.00154246-0.027818j -0.0278973+0.0329885j -0.0451984-0.0010952j -0.00589295+0.0524363j -0.115522-0.00272196j -0.00370756+0.0523084j -0.00208644-0.0367399j -0.0596609+0.0194432j -0.00103957+0.0744265j 0.00407084+0.094791j -0.0132537+0.00795571j -0.0470838+0.0457194j 0.134155+0.0120779j -0.0353981+0.0104013j -0.151886+0.0664808j -0.0214555+0.033343j -0.000650981-0.116556j 0.0321457-0.0625098j -0.109829+0.0798765j -0.0447022-0.0489857j -0.00326542-0.0405879j -0.0570249-0.0652912j 0.000688167+0.00787921j 0.0488834+0.0753833j 0.0520405+0.0505972j 0.00494137+0.0257604j -0.0546071+0.0513855j -0.0476962-0.013253j 0.0560919-0.0908895j -0.0548548-0.0410411j -0.00101889-0.0750557j -0.123709-0.120212j 0.0850243-0.00298862j -0.035544+0.0603812j 0.0749056-0.0157323j -0.00787961+0.00335986j 0.108224+0.273803j 0.230188-0.0868313j 0.0648776+0.0719079j 0.115313+0.0341302j 
0.00920779-0.000152122j 0.00382853-0.00217517j -0.0124389-0.00637467j 0.00222106+0.00735505j 0.0157336+0.00424501j 0.00484715+0.00341468j 0.020321+0.00312865j 0.00753435+0.0226856j 0.020336+0.00726032j -0.00363355-0.0240796j 0.0368187-0.0198394j -0.00533293-0.018906j 9.31579e-05-0.0108124j 0.00338921-0.00341467j -0.0121852-0.0100644j -0.00395043-0.011235j 0.0117022+0.0146848j 0.0133875+0.0298453j 0.0182416+0.0122511j -0.0187114+0.0181123j -0.0102569+0.014425j -0.00416307-0.0178327j 0.00367699-0.0158833j -0.0060021-0.0107106j 0.00121173-0.0104482j 0.0146739+0.00500961j -0.00395401-0.005684j 0.00301187-0.000471401j -0.00364519+0.0161176j -0.0065209+0.00165134j 0.0032782+0.0100638j -0.021149+0.0030513j -0.0126099+0.0139077j 0.00352447+0.0168482j 0.0140566-0.0144411j 0.0100197+0.00517453j -0.0162921+0.00625181j -0.00198551-0.00404474j -0.000651481+0.00446555j -0.00931537-0.00295886j -0.00386393+0.00444467j 0.011044+0.00418855j -0.00883663-0.0173126j -0.00776143-0.0134555j -0.00675173+0.000601368j -0.00617672-0.00662844j -0.00609899+0.0039677j -0.00574224-0.00171284j -0.000811239+0.00301512j 2.85528e-05-0.000759764j -0.00493553-0.00237848j -0.0106648+0.000702112j -0.0113137-0.00971181j 0.0105772+0.000741321j -0.00708892-0.00212366j 0.000305467-0.000784687j -0.000612027-0.00955923j 0.00227246+0.000757454j -0.00124053+0.00244534j 0.00537251-0.00457212j 0.000666518-0.000817442j -0.000419125-0.0033877j -0.00769768+0.00516575j -0.00136634-0.00188321j -0.00617456+0.00929756j 0.00438034+0.00641582j 0.00830591-0.00273996j 0.00599014+0.00697799j -0.00210653-0.000384189j 0.00036898+0.00270367j 
0.00220825+0.000789078j 0.0132877-0.00210396j -0.00360162-0.0209307j -0.0155832+0.034032j 0.0219276+0.00289668j 0.00858931-0.0428179j 0.0380672-0.0110186j 0.0194562+0.0259226j 0.0085649+0.00736084j -0.0164439+0.00664238j -0.000777766-0.0172583j -0.00495322-0.0147691j -0.0106901-0.00215519j 0.00842015+0.0149807j 0.0136516+0.0116657j 0.0161349+0.00738574j 0.0211025+0.00168832j 0.0119459-0.0110749j -0.0108847-0.0151202j -0.0132842+0.015493j 0.00140555+0.00857464j 0.0107746+0.00342233j -0.000181542-0.00124445j -0.0016642-0.0213421j 0.00402029-0.0146138j 0.00262419+0.0107919j 0.0117369-0.0154195j -0.00849268-0.0122899j -0.00560162-0.00648757j -0.00168177-0.00524735j -0.018089+0.00916192j 0.0195675-0.00121337j 0.00401328-0.00385824j -0.00843082+0.00995719j 0.015845+0.0113203j -0.00539612-0.0063281j -0.0109459+0.00176189j 0.00554766+0.00751083j 0.00776475-0.00259398j 0.0115682-0.011727j 0.00234545-0.0140258j -0.000429184+0.00347844j 0.00283058-0.0105089j 0.0111779-0.00917735j -0.000684788-0.00306006j -0.00206545-0.00709872j -0.0121041-0.00739753j -0.00315468+0.00270489j 0.00219633-0.00824248j -0.000397906+0.016586j -0.00723227-0.00492787j 0.00231804+0.000352895j -0.000253053-0.00478724j -0.00650095-0.00240157j -0.00785028-0.00345149j -0.00612168+0.00325403j 0.0158998+0.00417157j 0.00712577+0.0015548j -0.00126032+0.00202051j 0.0081785+0.00520043j -0.00122841-0.0108603j 0.00548899-0.00696839j -0.00929771-0.00709865j 0.00061554+0.000411772j -0.0133461+0.00286428j -0.00313071+0.000849712j 0.0029711+0.00838277j 0.00174183+0.00356289j -0.0029598+0.00146854j 0.00419497+0.0157955j 
-0.015642+0.00433028j -0.00576703+0.0109712j -0.00990253+0.0330466j -0.00503254+0.012956j -0.0103603+0.0229268j 0.0426788+0.013151j -0.00753177+0.0401332j -0.0312848+0.0221931j -0.00622018-0.00156069j 0.00562081-0.0152099j 0.0246603+0.0196323j -0.00384919-0.00793873j 0.00616811+0.0151113j 0.00856435-0.0175545j 0.016824+0.0189456j 0.0189444+0.0159259j 0.00740852-0.0292415j 0.0176665-0.0297931j -0.0185126+0.00857888j 0.0201522+0.0127981j -0.00150906-0.0109782j 0.0102378-0.00806936j -0.0013472+0.00881669j -0.00197608+0.0027512j -0.012986+0.00818054j 0.0068048+0.00364178j -0.022987-0.0172453j 0.0127053+0.00444965j -0.00327374+0.00569174j -0.00376722+1.32763e-05j 0.00564645+0.00669398j 0.00367347-0.00111792j 0.00360126+0.00193678j 0.0123609-0.00129539j 0.00305575-0.0174676j 0.00237851+0.013319j 0.0106191-0.00401159j 0.00447348-0.00142813j -0.00724005+0.000134921j -0.0128194-0.00276519j -0.000605034-0.000430177j 0.00165645-0.000368549j -0.00713309-0.00164351j -0.0019649-0.00721658j 0.00315175-0.00414754j -0.0102771+0.00989482j -0.0040045+0.00677559j 0.00104199-0.00300131j -0.0131827+0.0088747j 0.0186186+0.000777513j 0.00231331-0.00359195j -0.00528419-0.00685551j 0.000479293+0.00042437j -0.00389982+0.0029909j -0.00104468+0.00835387j 0.00202875+0.000976959j -0.000313699-0.01057j 0.00284217-0.00386654j 0.00200374-0.00323473j 0.00360911-0.00570222j -0.00687533+0.00377282j -0.0088587-0.00370529j -0.00203617+0.00429016j 0.00137481+0.00874541j 0.00133035+0.00124841j 0.00810584-0.0013955j 0.000286172-0.00239894j 0.00101615+0.00476431j 0.00431206+0.0115148j -0.000691385-0.00582051j 
0.0400048-0.0479384j -0.00300663-0.00923146j -0.0241355-0.0451561j 0.0397225-0.0208278j 0.00136063+0.0256353j 0.0260973+0.00787395j 0.00923186+0.013122j -0.0121747+0.0075952j -0.0036566-0.00876843j 0.00978024+0.00682073j -0.0111418-0.00568987j 0.00122668+0.0150547j -0.00752708+0.00264071j -0.00908075+0.00945917j 0.0217516-0.00573912j 0.00235031+0.027247j 0.0241311-0.00362998j -0.0159106-0.0121292j -0.0109116+0.0226076j 0.00197045+0.0184742j -0.00367496+0.00311362j -0.00390458-0.0156895j -0.00563754+0.0151792j -0.00598242+0.0197j 0.000949967-0.00274528j 0.0186776-0.00859394j -0.00294175+0.00584842j -0.0086109+0.0259638j -0.0044132+0.000523891j -0.00962029-0.001049j 0.00015079-0.0222491j -0.00661537-0.00494723j -0.00699108-0.0037935j -0.00224496+0.00477744j -0.00681307+0.0014478j -0.00233468-0.00881919j -0.010515+0.00217774j 0.00123342+0.000436822j 0.0015799+0.0108249j -0.00393134+0.00241171j 0.00307192+0.00105762j -0.0066857+0.00412016j 0.00143677-0.00181657j 0.00855466-0.00452924j -0.000928913+0.0094955j 0.0133783+0.0024932j -0.0122789+0.00359191j -0.000857934-0.000454573j 0.0155342+0.000244292j -0.0128591+0.00272475j 2.62904e-05-0.00376066j -0.00320794+0.0139064j 0.0092761-0.00092542j 0.0131486-0.00433092j 0.00297983-0.00740888j 0.000366926-0.00950354j 0.00165441+0.00301302j -0.000902522-0.00449752j -0.0103684+0.00843423j 0.000943514+0.00136341j -0.0015839-0.000915673j 0.00241934+0.00633004j -0.00278573+0.00874412j 0.00432334-0.0135183j -0.00408215+0.00185292j -0.00194846+0.00461572j 0.00557909-0.00940013j 0.00748417-0.0129701j -0.0133964-0.0188764j 0.00635473+0.0120674j 
-0.00281608+0.014418j 0.0340095-0.050516j 0.0446204-0.0134223j 0.0240611+0.0404313j -0.0211918-0.00427523j 0.0119293+0.0364226j -0.0204818+0.0118851j -0.0198075-0.00597512j -0.00900404+0.000266167j -0.00263539-0.00321101j -0.00576065-0.00219044j -0.0206942-0.00490367j 0.00157632-0.00891498j -0.000802692+0.00261942j -0.00826679-0.0143681j 0.0254657-0.00483984j 0.00272126-0.0259298j -0.00920619+0.00807873j -0.00256513+0.0139279j 0.0261547-0.013418j -0.00941141+0.0175602j -0.0118947-0.000233615j 0.00609502+0.0108884j 0.00816823-0.000365541j -0.00493982+0.0035679j -0.00217633-0.0198815j 0.00389923+0.0018163j 0.0157305+0.0110291j -0.00531185+0.0103228j -0.000193889+0.0118765j -0.0200875+0.00693134j -0.0034734+0.00295184j -0.0105942+0.0175547j 0.00520141-0.0112005j -0.00432777+0.00648303j -0.000519463-0.00196275j -0.00474212+0.0042824j -0.000112574+0.00288204j 0.0139013-0.011531j 0.0025466-0.00238548j -0.00164792-0.00173319j 0.00797033-0.00080052j 0.00116545-0.00257023j -0.00960904-0.00352384j 0.00348683-0.00316565j 0.00356107-0.0121382j -0.00111229+0.003136j -0.00159573+0.00744521j 0.00477384-0.0201492j 0.00744711+0.00653939j -0.00787838+0.00414973j 0.0103618-0.000350815j 0.00393864-0.00808858j 0.00101488-0.00933506j -0.0108144-0.00265158j -0.0135469+0.00373492j 0.00162445+0.00698496j -0.00821392+0.00742501j 0.00439392+0.00568927j -0.00107121-0.00563508j -0.00509095+0.00546555j -0.000335675-0.000863377j 0.00282937-0.011303j -0.000495135-0.00435285j 0.00185278+0.00599977j 0.00682907-0.012261j -0.00487838+0.0147963j 0.00660438-0.00714642j 0.00966273+0.0156398j 0.0139441+0.017282j 
-0.012731+0.018798j 0.0276123-0.00856188j 0.0293682-0.00631683j 0.000342731+0.0309938j -0.00138156-0.00804566j 0.0122429+0.00470098j 0.0106496+0.00148603j -0.0110116+0.00659533j -0.0144391-0.00011485j -0.00226688+0.000941703j -0.00801648+0.00234906j 0.00316041-0.00386251j -0.00599904-6.23333e-05j 0.0172969-0.00235886j -0.00897962-0.00253842j 0.00730801-0.00449551j -0.00631428-0.0188864j 0.0039189+0.00721611j 0.000221396-0.0101271j 0.00398913-0.00264586j 0.0111187+0.00882308j -0.00281852+0.0013939j 0.00640065+0.0089593j 0.0141548-0.000525583j -0.00768031-0.00416616j -0.00452806-0.0088062j -0.000655806-0.00630848j 0.00689261+0.00539855j 0.00136573+0.00733551j -0.00654815-0.00190703j 0.00157739+0.00626553j -0.00466169-0.00805141j 6.44724e-05+0.00326647j 0.00837427+0.00306961j 0.004642+0.00393707j -0.00326134+0.00454024j 3.5382e-05+0.0104026j -0.00214163-0.00414682j -0.000843991-0.00126883j -0.000257493-0.00667758j 0.00292771-0.00497447j 0.000435262-0.00234837j 0.00242663-0.0117025j 0.00435704-0.000885879j 0.00921396+0.00378864j -0.00198813-0.00226053j 0.00361427+0.00891226j -0.00261917-0.00476844j -0.00398383+0.00567518j -0.00830313-0.00913359j 0.00750585+0.00951279j -0.0118718-0.00628491j -0.00441523+0.0101927j -0.00124947+0.0100823j 0.0138115+0.0100774j 0.018369-0.00910905j -0.00214286+0.0094911j 0.00585315+0.00715221j 0.00716592+0.00804166j -0.0089882-0.0113527j 0.000946534+0.00265124j 0.00381908-0.0106558j 0.00116115-0.00251088j -0.00895174-0.00782298j 0.00997613+0.0201767j -0.00794686+0.0068724j -0.00253255-0.00277406j -0.016964-0.0126064j -0.0209372-0.00555836j -0.00115771+0.000256251j 
0.0279402-0.00761883j 0.0216812-0.0214735j 0.00534946-0.036532j 0.0278564-0.00108398j -0.00372326+0.00486133j 0.00504184+0.00210675j 0.0129053-0.0100885j 0.00798208-0.000557216j -0.00372117+0.00749431j 0.00607288+0.00294065j -0.00911348-0.00443245j 0.011947-0.00187745j 0.00639072-0.00117029j -0.00738478+0.00729072j -0.00414612-0.00879395j 0.0222427+0.00884578j 0.00953243-0.00411591j -0.000977798-0.000786256j 0.0050917+0.00512183j 0.00606117+0.011924j -0.00447866+0.0124487j 0.00843566+0.0049221j -0.0106645+0.00243925j 0.0109644+0.00685379j -1.71363e-05-0.0101013j 0.00138619-0.00514637j 0.00221099+0.00246815j 0.00155401+0.00926713j -0.00657006-0.00474847j -0.000671264-0.00456263j -0.00637826-0.00706357j 0.00688213+0.00323841j 0.00163943+0.00106844j 0.00745932+0.00809521j -0.00229563+0.00668823j -0.00129188+0.00742916j 0.00140506-0.00716571j 0.00238649+0.00752077j 0.000296778+0.00276013j 0.00256135+0.00559311j 0.00382469+0.00164366j 0.00129529+0.00496024j 0.00537635-0.00561514j -0.00201681-0.000372125j 0.00269049+0.00884408j 0.00245872-0.00258218j 0.00392074-0.00267523j -0.00125659-0.00214997j -0.00543221-0.00254314j 0.0102222+0.00985551j -0.00747017-0.00343007j -0.00296895-0.0155067j -0.00819414-0.00665786j -0.0115226-0.00244851j -0.00505025+0.0149476j 0.00203347+0.0153966j -0.0158727-0.00130959j -0.00711786-0.00247373j 0.00843895+0.0108119j 0.00780331-0.000272653j -0.00227742-0.014656j 0.00139147-0.000252282j 0.0119332-0.00103007j -0.0060977-0.00817931j -0.00487625-0.0111957j 0.0114792+0.0144863j -0.0173386-0.0142953j -0.000478295+0.00363817j -0.00396199-0.00234917j -0.0190527-0.00129815j 
-0.0208025+0.0131578j -0.00210157-0.0100735j -0.0102743+0.0271208j -0.0224665+0.0114795j -0.00447547+0.00482653j 0.0121275+0.00336641j -0.0284434+0.000856239j -0.0101062+0.00922127j -0.00075672+0.00609757j -0.0136161+0.000994556j -0.00111814-0.00194787j -0.0201255-0.0159705j -0.0063609+0.0120811j 0.00266062-0.0156422j 0.00542869+0.000936198j -0.000503446-0.0054173j -0.00436012+0.00222688j 0.00243357-0.0061284j -0.0151168+0.00466105j 0.000244364+0.000440451j -0.00383845-0.0153841j -0.0104241+0.00899482j 0.00818459-0.00620856j -0.000582617-0.0206771j 0.00741553-6.77231e-06j -0.0139103+0.0125454j -0.00179132+0.00734025j -0.00700324-0.00700353j 0.0015413-0.0104359j 0.000896938+0.00784872j 0.00630122-0.0014356j -0.0113872+0.00887218j -0.00543319+0.00176918j 0.00269587-0.0140788j 0.000407052-0.0122984j 0.00484092+0.00311992j 0.00573996-0.0177102j 0.00143579+0.00711794j -0.00379349-0.00091003j -0.0181376+0.00554568j -0.00621906+0.000527295j -0.0064802-0.0079054j -0.0207905+0.0122432j -0.000564348-0.000626691j -0.0102612-0.0213099j -0.00712146-0.00111923j 0.0181251-0.0123049j 0.00680169+0.0103603j -0.00259308-0.0165105j 0.00585929-0.00629039j 0.00827817-0.00523028j -0.0116114+0.00474147j 0.0103334+0.00802189j 0.00309765-0.00288157j 0.0104321+0.00148081j -0.0033858+0.00104539j 0.00218901+0.0132649j 0.00229923+0.0253345j 0.0162374+0.0170271j 0.0343067-0.0112446j -0.0183177-0.0290059j 0.0160343+0.00559226j 0.00642391-0.0205979j -0.00917136-0.00510338j -0.00732484+0.00425687j 0.0144461+0.0121001j 0.024942-0.0209327j -0.0220603-0.0268479j 0.00643354-0.0435687j 0.0460151+0.00642527j 
0.00565381+0.00596732j -0.0194854+0.017764j -0.0228677+0.00676155j 0.0143279-0.0325192j -0.0171813-0.00188108j -0.0199369+0.00128296j -0.00646087-0.00339838j 0.0117205+0.00335705j 0.00806761-0.00410211j -0.00282712-0.00862054j 0.016935+0.000547992j 0.00578995+0.0107917j 0.003916+0.0123705j -0.00051053-0.0124497j 0.00314678-0.00465266j 0.00815601+0.0106151j -0.001565-0.000607481j -0.00781119-0.000124105j -0.00229668-0.00153467j -0.00454066+0.00712417j -0.0109039-0.00587938j -0.00271781+0.0183332j 0.0027286-0.00960894j 0.00154695+0.0179416j 0.00191201-0.00253169j 0.00889156+0.00699172j -0.00411175+0.00507475j -0.00730757+0.00336467j -0.00113371-0.00990709j 0.00463093-0.00052669j 0.00304427-0.00688378j -0.00602722+0.00905773j -0.005666-0.0011369j -0.00306124+0.0129325j -0.0232012+0.000195071j -0.00457384+0.0113878j 0.00217086-0.00584556j -0.0106291+0.00294942j -0.00112+0.00925627j -0.00159085+0.00787781j -0.00289949+0.00158548j -0.0102528+0.00992446j 0.0163307+0.000683874j -0.0108026-0.00110555j -0.0248162+0.00949481j -0.00377115+0.00777125j -0.000702914-0.0126394j 0.00997267-0.0151615j -0.0147271+0.0193146j -0.0191773+0.00125816j 0.00233816-0.0102951j 0.0104489-0.00824762j 0.00969429-0.00607723j 0.00732354-0.000847157j 0.00451292-0.00855219j -0.0129699+0.00895471j 0.00680085-0.00656282j 0.0111279+0.000955769j 0.0186372-0.0212292j -0.020561-0.0372896j -0.0164564-0.0065597j -0.00859587-0.0322501j 0.00392028-0.00725329j -0.00470086+0.0103342j 0.0132775+0.0179856j -0.00581308-0.00636648j 0.0208581+0.028272j 0.0202012-0.0230144j 0.0409394+0.00347237j -0.0093163+0.0389753j 
0.00882431-0.00577011j -0.0147601+0.00675641j -0.0146901-0.00183978j 0.00385448-0.0147419j -0.000358766+0.00902536j -0.00505988-0.00299066j 0.00180603+0.00482715j -0.000901772+0.00461052j 0.00602172-0.00345741j -0.00440304+0.00119234j 0.0109749-0.00636232j 2.69891e-05+0.00476705j -0.00109355+0.00090451j -0.000919172-0.00203449j 0.00563862+0.000914417j 0.000827869+0.00658011j 0.00901582+0.00333652j -0.00398239+0.00237504j -0.00291253+0.00354049j -0.000538407+0.00485555j -0.00846442+0.00220005j 0.000242502+0.00101605j -0.00421123-0.00415131j 0.0023556-0.000790511j 0.00241204-0.002283j 0.0102418+0.00447802j -0.00556225-0.00733724j -0.00538399+0.00607116j -0.00197185+0.00154939j -0.00281214-0.00355834j 0.0024205-0.00835937j -0.00443154+4.32463e-05j -0.00703867+0.0013935j -0.000663552+0.00196137j -0.00892947-0.00456753j 0.00252787-0.000491053j -0.00178243+0.00405249j -0.00507951-0.00107922j 0.00797415+0.00610294j 0.00220257+0.00211412j 0.00206124-0.00324934j -0.00322183+0.00145234j 0.00361293-0.00312639j 0.00429006-0.0103691j -0.00166795-0.00256314j 0.0021112-0.00341509j -0.00203265-0.00645324j -0.0056536-0.00663576j 0.00044192+0.0059243j -0.00189069+0.00192102j 0.00208478+0.009779j -0.00538607-0.00240487j 0.0119154+0.0093004j -0.0124883-0.00565514j -0.013481+0.00732887j 0.00465505-0.00375911j 0.00956848-0.00364398j 0.0010387-0.000348902j -0.000664165-0.00950697j 0.00392619-0.000432134j 0.000917376+0.00343917j -0.00240457-0.0070073j -0.000718116-0.0131065j 0.0154361-0.00378575j 0.0184199+0.00635429j -0.00621657+0.00862479j 0.00424889+0.0129215j 0.00467317+0.00792292j 0.0106117+0.00104955j -0.00448342-0.000580709j 
-0.0182681+0.00707872j -0.00823929+0.00737357j -0.00286841+0.0169646j -0.0174587+0.00107384j 0.000894285-0.00160792j -1.67861e-05-0.0149507j -0.00027491-0.00121197j 0.00212569+0.00130992j -0.00164783-0.00179538j -0.0120551+0.00380155j -0.00469348+0.00456279j -0.0049096+0.0039874j -0.00391648+0.00396316j 0.00395357-0.00167385j 0.00796761+0.00367341j -0.00583668+0.00147181j -0.00433439-0.000904691j 0.00418863-0.00667013j -0.00928806-0.00441785j -0.00528953-0.000630416j 0.0030006-0.00504927j 0.00446178+0.00647197j 0.00384493-0.00395804j -0.00342296+0.000153595j 0.0028207+0.00138701j -0.00561384+0.00566039j 0.00130729-0.00285225j -0.00911975-0.0055671j 0.00424703-0.00412472j 0.00366367+0.00167771j 0.0113671+0.0046678j 0.000174551-0.00139825j 0.00299256-0.00081374j -0.00259593-0.00671584j 0.00356201-0.00429602j 0.00253911-0.00229665j -0.00325366-0.00496721j 0.00304226+0.00375104j -0.0115676-0.00133789j -0.00894533+0.000770704j 0.00452201+0.00248114j -0.00105319+0.00392191j 0.00247206-0.0048924j 0.00861233+0.000521398j 0.00130777-0.0010889j 0.00591395-0.00203326j -0.00198858-0.000590325j 0.00531284-0.00363983j -0.00665391-0.00743151j 0.00143277-0.00102892j -0.00548991+0.00212327j -0.00315571-0.00695184j -0.00290444-0.00178104j 0.00113288-0.0111753j 0.00478087-0.00341626j -0.0027968+0.000999212j 0.00670379+0.0190057j 0.00831815+0.00585696j 0.00816906+0.00502133j -5.00178e-06-0.0030344j -0.000532843+0.00409894j -0.00687706+0.00328123j -0.0208589-0.00495559j -0.0155753-0.0155271j 0.0144114-0.0172202j 0.00501321+0.00135116j 0.00278022+0.00602689j -0.00127681-0.00866118j 0.00204847+0.0035729j 0.00913154+0.00147147j 
0.0048846-0.00350676j 0.000228895+0.000773463j -0.00456582-0.0062479j 0.000313071-9.81306e-05j 0.00411019+0.00652711j 0.00136098-0.00511345j 0.00696936+0.00311572j -0.00218347+0.00444249j 0.00443975-0.00138815j -0.00188682+9.56494e-05j 0.00181073-0.00191502j 0.00341056-0.000545183j 0.00130711+0.00188383j 0.00222614+0.00142534j 0.00561402+0.000438285j 0.00577031+0.000514684j 0.00397127+0.000698367j -0.0019103-0.00330837j -0.00047796+0.00241849j 0.000343906+0.00664887j 0.00272069+0.00205711j 0.00577165-0.000159941j -0.00660331-0.000759173j 0.00147037-0.00329144j 0.00020252-0.00611128j 0.00199984+0.000898329j -0.00026758-0.00765174j -0.00363003+0.00466602j -0.00193323+0.00136389j 0.00311576-0.00505235j 0.00152639-0.00278794j 0.0022283-0.00567091j -0.00233606-0.00474595j 0.00232826+0.0063224j -0.00190388-0.00310265j 0.000444109+0.000432949j -0.00175628+0.00564107j 0.00689547-0.00151948j -0.00230397+0.00426058j 0.000524702-0.00143375j 0.00285196-0.00361545j -0.00118116-0.000673444j -0.0062994-0.00608737j 0.00485455-0.00221568j 0.00608551-0.00210685j -0.00357327-0.00904909j 0.00317214-0.0092264j -0.00736815+0.00780506j -0.00311166+0.00118004j 0.00176537+0.000258676j 0.00895152+0.00675339j 0.00023953-0.00529511j 0.00678765-0.00571451j -0.0059098+0.000935143j -0.00363408-0.00322762j 0.00239527+0.00237914j 0.00811036-0.00160076j -0.00124634+0.00500575j -0.00120737-0.00217552j 0.00659087+0.0121828j -0.00440098+0.00636769j 0.0104092+0.00621616j -0.00382853-0.00711196j 0.00597936-0.00913813j 0.0069679-0.00150161j 0.000173403+0.00741268j -0.00118165-0.00573305j -0.00354155+0.00483795j -0.00464585+0.00262569j -0.00671623-0.00438007j 
-0.0090029+0.00404891j 2.77758e-05+0.00389713j -0.00291589+0.0123956j -0.00404813+0.00317441j 0.00168059-0.00362948j 0.00422481+0.00588354j -0.00361253+0.0064671j -0.00487647+0.00665654j 0.00192855-6.92765e-05j 0.00204768-0.00381405j 0.00094223+0.00422934j 0.00171077-0.0017416j 0.000819513+0.00943196j 0.000913638-0.00772102j -2.17128e-05-0.00229265j -0.00653179-0.00456805j -0.00416383-0.00105647j 0.000552847+0.00341159j -0.000487971+0.00113741j -0.00249918-0.00252681j 0.00153906+0.00185733j -0.000415306+0.00357802j 0.000272007+0.00268427j -0.00390926-0.00487801j -0.00892489-0.00599052j -0.000421485+0.00265982j -0.00734151-0.000843336j 0.00294176+0.0013118j 0.00233035+0.000638975j -0.00436698-0.00544705j 0.00705195+0.00152598j -0.0080207+0.00539584j -0.00296038+0.00401968j -0.00112563+0.0033317j -0.000763732+0.00436642j -0.00385557-0.00209501j -0.00102057-0.00447188j 0.000347166-0.0017534j -0.000619381-0.000856083j 0.00166925-0.00319859j -0.00540183+0.00251645j -0.000275596+0.0069788j -0.0150389-0.00201123j 0.00197892-0.00854126j -0.00321799+0.00134547j -0.00758695+0.000786088j -0.00197404-0.00415803j 0.00883212+0.0107948j -0.00231081-0.0115671j -0.00584141-0.00466547j 0.00436846-0.00703867j -0.0137062-0.000579739j -0.00138871-0.00149367j -0.00703144+0.00217327j -0.00276294+0.00387727j 0.00648161+0.00163804j 0.0159858-0.00276195j 0.00653277-0.00596861j 0.0137188+0.00206215j -0.00250666+0.0117611j -0.00959663+0.00176508j 0.00369765+0.00601737j 0.000747097+0.00161163j -0.00532547-0.00121143j 0.00542769-0.00232968j 0.000864211-0.00193321j 0.00225119-0.000906113j 0.00375894-0.00438955j -0.00413302+0.00612395j 0.00217146-0.000945294j 
-0.00823982+0.00121837j 0.0106238-0.0106492j 0.0164947-0.00333215j -0.00409161+0.0181164j 0.00446471-0.00179567j 0.0101512-0.00374219j 0.00296696-0.00715032j 0.00550525-0.0039595j -0.00970895+0.0133413j 0.00529901+0.00466094j -0.0093547+0.00144455j -0.00692758-0.00618538j -0.00343015-0.0048492j -0.00202134+0.0043811j -0.00592083-0.00127j 0.000822574-0.00685101j -0.00900869-0.000836159j 0.00247081+0.00337495j -0.0111574+0.00436291j -0.00241811-0.0098209j 0.000513615+0.000565603j -0.00949243-0.017272j 0.00481362+0.0122132j 0.00146817+0.0013995j 0.00645319+0.00727577j -0.00526285-0.00513708j 0.00244761+0.00632781j 0.00608669-0.00107921j -0.000590588+0.00445922j -0.00154332+0.00297098j -0.00344705+0.00684115j -0.00134283-0.00388311j 0.00152395+0.000270619j 0.0043835-0.00295697j 0.00341645+0.000569496j 0.000720714-0.00295171j 0.00187684-0.00304151j -0.00175987+0.00420263j -0.00224057-0.00714309j -0.00138302-0.00251539j -0.0109223+0.00330241j -0.00466761+0.00735712j 0.00775261+0.00214319j -0.0053413+0.00588519j -0.00952573+0.00158516j 0.00146663+0.0161579j -0.00596598+0.00708167j 0.00428364+0.00358557j 0.0163836+0.00324745j 0.000900834+0.0112104j 0.000772266-0.00995066j 0.00357575-0.0033302j -0.00588237-0.00140919j 0.00539499+0.00706138j -0.000909197+0.00809916j -0.00185913+0.00298494j -0.0189337-0.00930781j 0.00494618+0.000242263j -0.00170567-0.00143755j 0.0128003-0.00383681j -0.00658434-0.0112149j 0.002163-0.00773342j 0.00715444-0.00601362j 0.00386734+0.0158377j -0.0158289+0.0146108j 0.000982471-0.0045468j -0.00384904+0.007514j -0.0148904-0.00662968j -0.00690345-0.0219404j 0.0165775-0.00392551j 
