0.00760558-0.0116946j 0.0148672-0.00116308j -0.0172079+0.00185329j -0.0053731+0.010921j 0.00114081+0.00508276j 0.00739438-0.00403598j 0.00739993+0.00136089j -0.00303272-0.00689696j 0.00625452+0.000259357j -0.00128236-0.0001755j 0.00401142+0.000125348j -0.00077589-0.00378356j -0.00261674+0.00189241j -0.000889088+0.00233163j -0.012435+0.00365758j 0.000987043-0.000501042j -0.00458874+0.00376618j -0.00504784+0.00495188j 0.00460869+0.000225894j -0.00414175-0.00717939j -0.00300732+0.00266653j -0.00495572+0.0011625j -0.00201837-0.000623674j 0.0111913-0.00259728j -0.00169065+0.00610588j 0.00034026+0.00399744j -0.00651973+7.3331e-05j -0.00853149+0.00973392j -0.0172336+0.0079581j 0.00116593+0.00125682j 0.00483671-0.00213802j 0.00185131+0.00282242j -0.00129387-0.00348046j 0.0083981-0.0015708j -0.00474513-0.000791423j 0.00385502+0.00218956j -0.00410873-0.000614211j 0.00200446-0.00253937j 0.00133737-0.00844066j -0.0121875+0.00208311j 0.00270024-0.0044127j -0.0100131-0.00647014j 0.00433288-0.00143186j -0.00308041+0.00477497j -6.23247e-06+0.0038783j -0.00171787+0.00245067j 0.00336622-0.0014345j -0.000921082-0.00534346j 0.00402428+0.00157211j 0.00323735-0.00415941j 0.00606042+0.00113432j -0.00721082-0.00216418j -0.00622288-0.00273441j 0.00205787+0.00117277j -0.003556+0.00202974j -0.0035695+0.0011894j -0.00180624-0.0102879j 0.00669675+0.00644258j -0.00562326-0.00105985j -0.00263149-0.000182502j 0.00335302+0.00299122j 0.00253219+0.00190637j -0.00580466-0.00754857j 0.00581283+0.00268708j -0.0087689-0.00180802j -0.00330531+0.0106789j -0.00370959+0.00280196j -0.00365397+0.00602343j 0.00520927+0.00679406j 0.00175399+0.00326099j -0.00379555-6.72354e-05j 0.0017752-0.00471953j -0.00445127-0.00490513j 0.0136131+0.00429649j -0.000979382+0.0139259j -0.00169599+0.0173195j 0.0174661+0.00968831j 
-0.000285079-0.00357427j 0.000919855+0.000445453j -0.00110826-0.00674188j -0.00275755+0.000609106j -0.0022436-0.00925756j -0.00188101+0.00171566j 0.00217236-0.00624926j -0.00219489-0.00334273j 0.0030103+0.000235123j 3.47789e-05-0.00736724j 0.00331949+0.00277922j 0.0019201+0.00795914j -0.000287735-0.00887036j -0.00151124-0.00447982j -0.00173187+0.00699341j 0.00273104+0.000391346j 0.00110313+0.00995138j -0.000982953-0.00844887j 0.00468162-0.00456646j 0.00419735+0.00324124j 0.00392365-0.00588694j -0.00620975+0.00849808j 0.000386052-0.0020629j 0.00354259+0.00294115j 0.00185828+0.00011436j -0.00455044-0.000152475j -0.00663248-0.0031858j -0.00533803+0.00895214j -0.00228426-0.00730826j 0.00509201-0.0146993j 0.00279392-0.0124677j -0.00683166+0.00702826j -0.00158345+0.00103871j 0.00312199-0.00369592j 0.0124312-0.00461272j 0.00546629-0.000623041j -0.000871358+0.00157009j -0.00723632+0.00390315j -0.00811878+0.00501806j 0.00790137-0.000920096j -0.00303705-0.00350013j 0.00101169+0.00436791j 0.00810937+0.000384334j -0.00598966+0.00871387j 0.000306648+0.00344832j 0.00497187-0.00236189j -0.0094483+0.0108362j -2.57098e-05-0.0058947j -0.000977837-0.00143652j -0.00176267+0.00466333j 9.93058e-05-0.000133264j -0.00508931+0.0105111j 0.00180589-0.000431823j 0.00603423-0.00449831j -0.00698199+0.00416659j 0.00175025+0.0022316j -0.00365906+0.00486429j 0.00587286-0.00566998j 0.00441289+0.00477042j -0.00508368+0.0024831j 0.000405807-0.00519206j -0.000793535+0.00462256j 0.00181697-0.00700143j -0.00659417-0.000898551j -0.00028004-0.00457507j 0.00752279-0.00814453j -0.00223383+0.00287272j -0.00596554+0.00539062j 0.00255932-0.00242239j 0.00112409-0.00169203j -0.00275904+0.00109981j 0.00436091-0.00607044j 0.00260503+0.0017767j -0.00364993-0.000327886j 0.00423988-0.00428556j -0.00317071+0.00104924j -0.00087732+0.00156875j 
0.00227983+0.00377213j -0.000185351+0.00308888j -0.00567933-0.000854796j 0.000587639-0.00061264j -0.0033919+0.00223178j 0.00305993+0.000704169j -0.00949646-0.00345801j -0.000531132-0.00972907j 0.000915264+0.00640171j -0.00736606+0.00144018j -0.0032559-0.00319298j 0.00183559-0.00191483j 0.00211876-5.56698e-05j -0.0065145-0.0115481j -0.00468011-0.00124005j -0.0081391-0.0024129j 0.00250258+0.00967403j -0.0039671-0.00481289j -0.0158007-0.00642639j 0.00106946-0.000544397j -0.00379842-0.00963709j 0.00963016+0.00068989j -0.00108604+0.00935616j -0.00953831-0.0054351j 5.78276e-05+0.00341498j 0.000984308-0.00346741j 0.00334847+0.0100163j 0.000445691+0.00852089j 0.00605254+0.00284944j -0.0018573-0.00913525j 0.00108139-0.0139899j 0.00581968-0.00150444j 0.00511463-0.00772577j -0.00292705-0.00116038j -0.00518838+0.00334538j -0.00272983+0.00100903j 0.00711948+0.000214801j -0.00342028+0.0020436j 0.00123684-0.00268799j -0.00237809-0.000331931j 0.00827546+0.00192371j 0.000636805+0.00112941j -0.00340655-0.00509562j 0.00914497+0.00200472j 0.00237643+0.00268743j 0.00195356-0.00529754j -0.00431118-0.00760556j -0.000451645+0.00288132j -0.0082485-0.0089948j -0.00361319+0.00429019j 0.000878678+0.00148744j -0.00122632+0.00263297j 0.00129651+0.00176977j -0.00241458+0.00168778j 0.00153104+0.00678951j 0.00545403-0.001154j -0.00453389-0.00366237j -0.00553457+0.00928283j -0.00750694+0.00329237j -0.0059767+0.00523295j 0.00310482+0.00187935j 0.000539304-0.00345068j 0.00430001-0.00345125j 0.00211302-0.00220528j 0.00225623-0.000129827j 0.000657271-0.00376192j 0.00899996+0.00460155j 0.00209494+0.000123907j -0.00690505-0.00164992j -0.00401576+1.10792e-05j -0.000974638+0.00684765j -0.000295878-0.00828291j 0.000619905-0.00378862j 0.000738799+0.00380848j -0.00333775-0.000185629j 0.00245198-0.00236879j -0.00232337+0.000176488j 
0.00105159-0.00546378j 0.00217932-0.00260328j -0.00344637-0.00284018j 0.00135071+0.00145751j 0.00144278-0.00339295j 0.00191122+0.00167118j -0.00674598+0.00127974j 0.00201631+0.00897647j -0.000183761-0.00623116j 0.00292851-0.00783424j -0.000194027+0.00323166j -0.00142039+0.00219189j 0.00816699-0.00070464j -0.00469741+0.00750613j -0.0113713+0.00483562j -0.00354661-0.00509682j 0.0016276-0.010072j 0.0043202-0.00326169j -0.0109608+0.00476509j 0.00474395-0.00408545j 0.0016621+0.00774918j 0.00349026+0.000902323j 0.00705358-0.00582585j -0.0117791+0.0011715j 0.00191998+0.00398997j 0.0076551+0.0045905j 0.00805851-0.00168207j -0.00260781-0.00396335j 0.00940043+0.00294204j 0.00154932+0.0041126j -0.00585892+0.0144611j -0.00711905+0.00535418j -0.00490201+0.00675309j 0.000182197-0.00303598j 0.00310622-0.00727013j 0.000209628-0.00346023j 0.00268789+0.00284678j 0.00172916-0.00426832j -0.00646539+0.00309242j 0.00641282-0.00211082j 0.0146196+0.00631053j -0.000827729-0.00139758j -0.00428106-0.00390023j -0.00348051+0.00705125j -0.0071212+0.00180747j -0.000326983+0.00251638j -0.00642043-0.00639115j 0.00927962+0.00123983j -0.00394786-0.00684721j 0.00293751-0.00376916j -0.00113793+4.95345e-05j -0.00439396-0.00726013j 0.00239568+0.00612933j 0.00344745+0.00739177j -0.0023803-0.00478708j -0.00271601+0.00542666j -0.00460211-0.000781554j 0.0142262-0.0029369j 0.00704137-0.00930673j 0.000387432-0.00307835j 0.00711079+0.00547599j 0.00195758-0.00651131j 0.000352314-0.000170952j -0.00439618-0.00179155j 0.00182268-0.000217465j 0.00463506-0.000758869j -0.000261977+0.00540119j -0.00144137-0.00148344j 0.0020393-0.0072149j 0.00151976-0.00749441j 0.00497518+0.00393963j -0.00330985-0.000716817j 0.000660172-0.00202587j -0.00166755+0.0012838j 0.00408403-0.000987794j -0.00394467+0.000916072j 0.00076394+0.000774749j 
0.00319813+0.00418096j -0.0015605+0.00198573j 0.00633757+0.00354983j -0.000268787-0.00258636j 0.00843504+0.0021118j -0.00198288-0.00288313j 0.00667988+0.000516766j 0.00274459-0.00443246j -0.00147925+0.00200709j 0.00421818+0.00246927j -0.00317545-2.0761e-05j -0.00787339-0.000789946j 0.0099638-0.0013352j 0.00638748-0.00307362j -0.00473303-0.00166019j -0.0020272+0.00167245j -0.0129204+0.00590686j 0.00752718+0.000241046j 0.00541416-0.00155364j -0.00554773+0.00298368j 0.00578481-0.00420714j -0.00751833-0.000129827j -0.00184772+0.00600165j -0.00229023+0.000654872j 0.000445016+0.000352547j -0.00196923-0.00460466j 0.00214854-0.00290074j -0.011563+0.000492878j 0.00515451-0.00402209j 0.0186308+0.000905601j 0.0193472-0.00185233j -0.00646513-0.00339943j 0.000737235-0.0037808j 0.00440739+0.00319385j 0.00350212+0.00798405j 0.000121958+0.00560949j -0.00145235-0.000361435j -0.00675465-3.79038e-05j -0.00601956-0.000836585j 0.00138297+0.00834289j -0.00069272-1.80407e-05j -0.00357907-0.00180302j -0.00140607+0.00816598j -0.00301922-0.00835499j 0.000292004-0.00216363j 0.00556166+0.00219665j -0.0147774-0.00796684j 0.00228735+0.000445706j 0.00091726-0.000161372j -0.0013497-0.00270191j 0.00171106+0.00137905j -0.00724956-0.00440815j 0.00176811+0.000360217j 0.00285173+0.00460656j -0.00533162-0.00516341j 0.00272266-0.000543287j -0.00256448-0.00452673j 0.00141802+0.00564906j -0.00339719+0.00356514j -0.00476602-0.00399028j 0.00143421+0.002067j -0.00538426-0.0029438j 0.00859156+0.00371152j 0.00096184-0.00526368j 0.000692199+0.00234323j 0.00712327+0.00991307j -0.000941538-0.00361956j -0.00513072-0.00584193j 0.00191033+0.00556555j -0.000198882+0.00328549j -0.00193171-0.00314341j 0.00283982+0.00400191j -0.00277027+0.00167501j 0.00164155-0.00298417j -0.00137367+0.0053193j 0.0030606-0.00323187j -0.000424052-0.00121753j 
0.00443271+0.000992042j 0.00140131-0.00520991j 0.00579881-0.0035264j -0.00136627-0.00606064j 0.00570879+0.00493118j -0.0031402-0.00354828j -0.00304068+0.00143024j -0.0114859-0.000422639j 0.00823032-0.00157645j 0.0101437-0.00677618j -0.00501504-0.00047938j -0.00199931-0.0100839j 0.000550757+0.00163521j -0.0100761-0.00553676j -0.00427575+0.00512634j 0.00678458-0.0117026j 0.0096478-0.00593556j -0.00163939-0.00233852j -0.000399377-0.00568127j 0.00745292-0.00488819j -0.00450567-0.00874261j -0.00762754+0.00470543j 0.0120796-0.00257577j -0.00238578-0.00628832j -0.00973434+0.0111064j -0.00126242-0.00507594j 0.00238962+0.00864152j 0.00630287+0.00504288j -0.00324681-0.00562123j -0.00609584-0.0026428j -0.0154263-0.00481999j -0.0061796-0.000747155j -0.00896492-0.00717209j 0.000634006+0.00454375j 0.00584648+0.00213932j 0.00601591+0.00445006j -0.000458586-0.00539352j 0.00479417+0.00228161j 0.00204137-0.00677118j 0.00379414+0.00235198j 0.00109959-0.00235593j 0.010069-0.00715369j -0.00338983+0.000519093j -0.0107952-0.00165908j -0.00141108-0.00414917j -0.00168505-0.00376981j -0.00342053+0.00277796j 0.00356822+0.0033997j -0.0026763+0.00284133j 0.00301619+0.0016979j 0.00167551-0.00304461j 0.00294775-0.00248735j -0.000982709-0.000899388j -7.83755e-05+0.00289855j 0.00181106+0.00499136j -0.0038197-0.00437108j 0.000180013-0.00269042j 0.00878464+0.0094307j 0.00811804+0.00397213j 0.00525141+0.00483385j 0.000308921+0.000539451j 0.000719609-0.000167612j -0.000244116-0.0054323j -0.00417198-0.000715455j 0.00367409-0.00309916j 0.00120944+0.00303909j 0.00162047-0.00857069j -0.000915501-0.00145171j 0.00174455+0.00847139j 0.00743576+0.00167139j 0.00517877+0.00127248j -0.00101948-0.00108328j -0.00347933+0.003507j -0.00264972-0.00326304j 0.00452389+0.00405215j 0.000408412-0.00305385j 0.00155908-0.00178556j 
0.00617689+0.00301324j 0.00225401+0.0099024j 0.00295491+0.0068811j 0.0010273+0.00455299j 0.000588956-0.00128083j -0.00172449+0.00358899j -0.00115838-0.0049348j -0.00700231-0.00209215j 0.00288036+0.00226418j 0.00415059+0.00857684j -0.000929648+0.00455728j -0.000929343+0.00968127j -0.000825676+0.000532494j -0.00592588+0.00514801j -0.00391545-0.00814082j 0.00109866+0.0121967j 0.014078+0.0074921j 0.00433739+0.00474259j -0.0092192+0.00420987j 0.00302213+0.0106535j -0.0140823+0.0101661j 0.00373541-0.0108526j 0.00795516+0.00498308j -0.00207083-6.11945e-06j 0.00523547-0.00608317j -0.00772481+0.00661338j 0.00585097-0.00509131j 0.00605829-0.00504675j 0.00276092+0.00593406j -0.00368473+0.000978516j -0.0121775-0.00533762j 0.000267877-0.00423231j -0.00557536-7.39637e-05j 0.00256226-0.00354902j 0.00578926+0.00196399j 0.000770996-9.44046e-05j -0.00132728+0.000295425j 0.00130737+0.00351385j -0.0030442+0.000696156j -0.00136045+0.00799507j 0.000238486+0.00687952j -0.00478721+0.0102292j 0.00604122-0.00159238j -0.00423182-0.00326367j 0.00128276-0.0017292j -0.000629718-0.000404507j 0.0010017+0.00187009j -0.00257454+0.00265875j 0.00476685+0.000171777j 0.00752017+0.000820602j -0.000593219-0.00222045j 0.00585001+0.0017785j -0.00017257-0.00108844j -0.00546244+0.000310009j 0.00529824-0.00427858j -0.00623201-0.000782127j -0.00149958-0.000717915j 0.00331189+0.00727185j 0.0127083+0.00896317j -0.00137768+0.00261202j -0.00400867+0.00427653j 0.00119732+0.00322678j 0.00368799-0.00259531j -0.00129967-0.00387438j 0.000531162+0.00527868j 0.0063437+0.00162875j 0.000139919+0.000388752j 0.00227262+0.00133671j 0.00327666+0.00156929j -0.00214152+0.00659492j -0.00508789+0.00461524j -3.95959e-05-0.00266928j 0.00427163-0.0019335j 0.00246181-0.00269731j -0.00469822+0.0071611j 0.00166666-0.00501686j -0.00466101+0.00191068j 
-0.00345893-0.00735911j 0.00165544+0.00369426j 0.00123913+0.00933174j -0.00289878-0.00596276j 0.00122857+0.00241121j 0.00281235+0.00811258j 0.00148472-0.000610032j 1.21458e-05-0.00284183j 0.00244552+3.23969e-05j -0.0113929-0.0156949j -0.00564906-0.00878991j -0.00595991-0.000176165j -1.52298e-05-0.00282035j -0.00261967+0.00411212j -0.000509832+0.00307143j 0.00256803-0.00139813j 0.00128448-0.014796j 0.000488345-0.00731187j -0.000876585+0.00866247j 0.00160321-0.0072206j 0.00138588+0.00403273j -3.80099e-05+0.00570305j -0.000254849-0.00684004j -0.0014051+0.00396914j 0.00379381+0.00108289j -0.002547+0.0143438j -0.00692217+0.00920157j -0.0042579-0.00130539j 0.0029027-0.00993007j 0.00770523-0.0139546j -0.00494757+0.00588113j 0.0029044+0.000676388j 0.00284268-0.00106792j -0.00595004+0.0103113j 0.00117717+0.00204452j 0.00625007-0.000439584j 0.00574477-0.0057622j 0.00172768-0.0019567j 0.00352959+0.0013003j -0.00537983+0.00508602j 0.00218313-0.00282585j -0.00390997-0.00290518j 0.0027448+0.00213668j 2.30448e-05+9.28449e-05j 0.00553492-0.00361535j 0.00126608-0.00415607j 0.000232171+0.0016441j -0.00407725+0.006994j 0.00638031-0.000937803j 0.00373024+0.00728228j -0.00153497-0.00146781j 0.00205233+0.00116785j -0.00160599+0.00250983j -0.000424294+0.00802101j -0.00667809+0.00597475j -0.000924954+0.0026368j 0.00290675-0.00157099j 0.00118384-0.00682273j 0.00318172-0.000857138j 0.000207092-0.00238839j 0.00051785+0.000782739j 0.000269199+0.000759523j -0.00160416+0.00259042j 0.0025302-0.00622771j -0.00422049+0.00615348j 0.00618937-0.00929581j -5.82735e-05-0.0019988j 0.00140287-0.00234884j -0.00298029+0.00256877j -0.00529466+0.00310049j -0.00486676+0.00281854j -0.00399789+0.00443024j 0.000736629+0.000651913j 0.00407553-0.00376909j -4.9349e-05-0.00138468j -0.00231934+0.00256396j -0.000692177+0.0028557j 
-0.00367515-0.000374583j -0.00810351-0.00222937j -0.0100968-0.00227254j -0.00442953-0.000422406j 0.00330563-0.00338702j -0.00751362+0.00056678j 0.004809+0.00290525j 0.00205112+0.00306433j -0.00231848-0.0048221j -0.00805649-0.00537096j -0.00393834+0.000373417j -0.0135288-0.00202185j 0.00224285+0.000576293j -0.0102938+0.00245787j 0.00841435+0.00218553j -0.0171078-0.00401096j -0.00145605-0.00160106j -0.00356098+0.00242575j -0.0113582-0.003542j -0.00902068-0.00351985j -0.0144902-0.00479113j 0.0106845+0.00340152j -0.00145091-0.0025236j -0.00676132+0.00214577j 0.0141369+0.00948707j -0.00555011-0.00497153j 0.00730015+0.00295269j 0.00805536+0.00122914j -0.00205618+0.00225857j -0.000394293+0.00169454j -0.00295265+0.00144634j -0.00143539+0.00412814j -0.00467933+0.000879983j 0.00198486+0.00113691j 0.00102035-0.00128106j 0.00142047-0.00198978j 6.91938e-05-0.00146618j 0.00126961-0.00276071j -0.00401129-0.00258644j -0.00253302-0.00458383j -0.00655392-0.000640856j -0.00884266-0.0111385j 0.00266122+0.00645912j 9.99264e-05+0.00141684j -0.00313711+0.00331526j -0.00275859-0.0013743j 0.00295437+0.00171666j 0.00040415-0.00223829j 0.00156691+0.00628989j -0.000321961+0.00607146j 0.00189126-0.00154899j -0.00319308+0.00244343j 0.00133924+0.00142076j -0.00294572-0.00109477j 0.00767398+0.00192397j -0.0041183-0.00318014j -0.00159308+0.0025143j 0.00269087-0.00420359j -0.00185231+0.0048475j 0.000624979-0.00484311j -0.00321596-0.00280428j -0.00124246+0.000780909j -0.00124074+0.00379165j 0.0053808+0.00153682j -0.00665549-0.00353477j 0.00613108+0.00499999j -0.00348689-0.000246211j -0.000508273+0.000606736j 0.00377829+0.00099087j -0.0020486-0.00725612j -0.00360267-0.00854006j 0.000777617-0.00125473j 0.000769792+0.00355776j -0.000627109+0.00407853j -0.00111908-0.0072041j 0.00221111+0.00414853j 0.000973401-0.00264171j 
0.00284913-0.00118436j -0.00411337+0.00011229j -0.00752469+0.000298788j 0.00578547-0.00218189j -0.00484174+0.00166539j -0.00725433+0.00106167j 0.00126597+0.000304106j 0.00462721-7.56625e-05j -0.00098327+0.00124416j 0.0160191-0.00907194j 0.00811963-0.00504237j 0.00301804-0.00541656j 0.00208537+0.000578713j -0.00158105-0.00310641j -0.00273716-0.000254262j 0.00620243+0.00241129j 0.012822-0.000120792j 0.00692049-0.000502678j -0.00313345-0.000934621j 0.0107732+0.00281185j 0.00316213-0.000188409j -0.00889376+0.00132601j 0.00696669+0.00108586j 0.00106995-0.00226329j -0.00479598+0.00188427j -0.0103428-0.00422437j -0.0146806-0.00510042j -0.000265542-0.00117305j 0.00902673+0.000570631j 0.0145818+0.00690099j -0.00366678-0.00428418j -0.000835499+0.00274564j 0.00294865+0.00231622j -0.0114737-0.00547022j -0.00386084+0.000157889j 0.00064894+0.00737448j 0.00615149+0.0039149j 0.0012034+0.000524394j 0.00234916+0.0035158j -0.00443223-0.0061603j 0.00329045+0.00232617j 0.00490396-0.00331417j 1.14774e-05-7.9184e-05j -0.00424898+0.000740947j 0.00519571+0.00575527j 0.00521681+0.00171045j -0.00102077-0.000715911j -0.00683724-0.00433266j 0.00351375+0.00567135j -0.00514475+0.00304803j -0.000559895-0.000831233j 0.00148997+0.00211606j -0.00202912-0.00149738j -0.00856071+0.000334596j -0.00837469-0.00614987j -0.00321812-0.000756916j 0.00554781+0.00401844j 0.00454231-0.000842815j 0.00401093+0.00210316j 0.00158784-0.000341815j -0.000902991+0.000910173j 0.000728781+6.74756e-05j -0.000305089+0.00011689j 0.00395512+0.00177869j -0.0037588-0.00333634j 0.00966762+0.00733311j 0.00467461+0.00268438j 0.00391697+0.00191188j -0.00394033-0.00345684j -0.00281889-0.00437258j -0.00283182-0.00386402j -0.0024976-0.00364526j 0.000326904-0.000133575j 0.00223554+0.00324503j -0.00136223-0.00141599j 0.000562734+0.000522191j -0.00198473-0.00215469j 
0.00495334+0.000163134j 0.000220811-0.00322629j -0.00507133+0.00192457j -0.00447811-0.00182201j 0.000484896-0.00106632j 0.00347492-0.0005909j 0.00292892-0.000330987j 0.000447624+0.00181028j 0.00384548+0.0005982j 0.00386645-0.000666642j -0.00329635-0.00101949j 0.00255286-0.0019335j -0.00247071+0.000885779j 0.000310443+0.000405941j -0.000310969+0.00216876j -0.00328386-0.00248509j 0.00158442-0.000587825j 0.000219893+0.00109324j -0.00362928-0.00100603j 0.00377877+0.00226607j -0.00299779-0.00175841j 0.000533869-0.0014158j 0.00196832-0.000119983j -0.00363138+0.00136349j -0.00061107+0.00270396j -0.00180447+0.00247844j 0.00161826-0.000163142j -0.000506295+0.00124446j 0.000873228-8.20802e-05j -0.00108442+0.000783639j -0.000248858+0.000680086j -0.00215682-4.0759e-05j 0.00164823-0.000743737j 0.000112796-0.00218276j 0.00124563-0.00320796j -0.00207906+0.000990301j -0.00132858+0.00170919j 0.000536227-0.00148275j -0.00348145+0.00201623j 6.67484e-05-0.0012908j -0.00308103+0.00471474j -0.00204986+0.00492733j -0.00104296-0.00228586j -0.00133925-0.0059665j 0.0052612+0.00615889j 0.00304589-0.000696669j -0.00602821+0.000410392j -0.00327771-0.000547272j -0.00121645+0.00235114j -0.00248769+0.00256056j 0.00114708+0.00319575j 0.00250708-0.000716216j -0.00341925-0.000416722j 0.00529249+0.00641131j -0.00669204+0.00238245j 0.00237574-0.000100732j 0.00593302+0.00181218j -0.00912056+0.00440363j -0.0119681-0.00305325j 0.00155906+0.00959014j -0.000342398+0.0032423j -0.00424074-0.00239986j 0.00286073+0.00392912j 4.56484e-05+0.00669111j 0.00375868+0.00259979j -0.0161392-0.000319889j -0.00713582+0.0098091j -0.00509718+0.00645218j 0.00564618-0.00634482j -0.00573701+0.00386684j -0.00585308+0.0012914j -0.00450516+0.00351307j -0.00274136+0.00505065j 0.00564353+0.00225839j -0.000854308-0.00419925j -0.00413609-0.00532751j 0.00608134-0.000765785j 
-0.00049473+0.0043056j 0.00682832-5.63258e-05j -0.00595616-0.00157186j 0.00468686-0.0020418j 0.00294676+0.00137367j -0.000360366+0.00192295j 0.00203705+0.000880167j -0.00472586-0.00080232j -0.00264938+0.00171006j -1.03948e-05+0.00349488j 0.00272279-0.00363474j 0.00199059+0.00157857j -0.00275742-2.6969e-05j 0.00031099+0.00274733j -0.00570907+0.000970634j 0.00284114-0.000687937j 0.0021235-0.00359547j 0.000404899-0.00278338j -0.00135236-0.000116829j 0.00390567+0.00373254j -0.00104945-0.000562135j -0.000111295+0.000448516j 0.00240682+0.00120253j 0.00362982-0.00278593j -0.00496663-0.000707115j 0.000421372-0.00330162j -0.00145691+0.0005191j -0.00201821+0.000672795j 0.00451302-0.00171756j -0.000379252+0.000160573j -0.00419836-0.00102772j 0.000505707-0.00173263j 0.000495853-0.000204346j 0.00162277-0.00208206j 0.00483487-0.00260747j -0.00538461+0.00265055j 0.00447241-0.00200367j 0.0017821-0.00103997j -0.00140731+0.00106943j -0.00126325-0.00221938j 0.000373399-0.000941899j -0.00103078+0.00203674j 0.00199118-0.00568341j 0.00378558-0.000723687j -0.00250831-0.000759215j -0.00421076+0.00544438j 0.00170931+0.000966721j 0.00322087-0.00269692j -0.00370676-0.000337841j 0.00247474-0.00224206j 0.0056815-0.00266772j 0.00057635-0.000517593j 0.00365864-0.00420884j -0.000669222-0.00280949j 0.00931047-0.000954594j -0.00140751+0.00340512j -0.00740413-0.00114759j -0.0026453-0.00487948j -0.00827508-0.00213272j -0.00203676-0.0023989j -0.0145016-0.0038745j -0.00244117+0.000549599j 0.00544806+0.00627406j 0.00319708-0.00189569j -0.00829423+0.00603098j 0.00345417-0.012575j -0.0091912-0.00474018j -0.00515659-0.000716563j 0.00534327-0.0028715j -0.00655001-0.00322737j -0.00406923-0.00293617j -0.00723745-0.00300832j -0.0082563+0.00044288j -0.00235189+0.00309437j 0.00615093+0.0011884j 0.00721478-0.00172032j 0.00591951+0.00672896j 
-0.00534914+0.00108848j 0.000997045+0.00715623j 0.00124421-0.00536634j 0.00353235+0.00223023j -0.00173789+0.00360007j -0.00199011+0.00233432j -0.00163516+0.0038141j -0.00219683-0.00317246j -0.000474998-0.000378578j -0.0032007+0.000344832j 0.00352516-0.00027894j -0.00219977+0.00373469j 0.00246339-0.00429236j -0.00185292+0.00375036j -0.00101528-0.00264166j 0.000660534-8.25093e-05j 0.00363972-0.000450663j 0.0024003+3.14562e-06j -0.000446872-0.000684904j -0.000293019+0.00192235j 0.000110884-0.0010175j -0.00291297-0.000821547j -0.000590528+0.00139666j 0.005163+0.000155957j 0.000651469-0.00342431j 0.00854689+0.00071411j -0.00128395+0.000898578j 0.00200339-0.00188039j 0.00210175+0.00309316j 0.00112355-0.00112235j 0.00339818-0.00134004j 0.00351605+0.000255619j 0.00179449-0.00162498j 0.000721278-0.00020419j -0.00013765+0.000881089j -0.000456474-0.00241696j 0.000488627+0.0049972j -8.31915e-05-0.000473537j -0.000665578-0.00182013j 0.00353058+0.000620487j 9.7332e-05+0.0014517j 0.000519811+0.000851162j -0.00100361+0.00257987j -0.00281163-0.000499943j 0.00921267+0.0023759j -0.00549622-0.000969447j -0.0080447+0.000773862j 0.0012194-0.000797544j -9.62979e-05-0.000108815j 0.00141441+0.00256301j 0.00475781+0.00376423j 0.00154816+0.00232754j 0.00106953+0.00460166j 0.0100923+0.0054975j -0.00276963+0.019457j -0.000754937-0.00381759j 0.00741984-0.0141672j 0.00381934+0.0011884j -0.00671815-0.00954416j 0.0105988+0.00311747j 0.00630538-0.00957601j -0.00479929-0.00300006j -0.0037491+0.00646091j 0.00560826+0.00425649j -0.00335989-0.00791188j 0.0149475+0.00117063j 0.00676302-0.00962699j 0.000682508-0.00316872j 0.0129531-0.0035801j -0.000522513+0.000524705j 0.000524221-0.000508979j -0.00350114-0.0020707j -0.0113219-0.00783296j -0.00594248-0.0060873j 0.00431815+0.001896j 0.0101982+0.00859392j -0.00306988+0.00337615j 
